[94479] ['(4-4i)', '(6+5i)', '(7-3i)', '(7+2i)'] -> (((4-4i) + (6+5i)) + ((7-3i) + (7+2i)))
[85565] ['(4-7i)', '(5-7i)', '5', '6'] -> (6 * (5 + ((4-7i) - (5-7i))))
[85901] ['(4-7i)', '(5-7i)', '(6-7i)', '(7+7i)'] -> (((5-7i) + (7+7i)) * ((6-7i) - (4-7i)))
[85929] ['(4-7i)', '(5-7i)', '(6-6i)', '(8-5i)'] -> (((4-7i) + (8-5i)) * ((6-6i) - (5-7i)))
[85971] ['(4-7i)', '(5-7i)', '(6-4i)', '(7+i)'] -> (((5-7i) * ((6-4i) - (4-7i))) - (7+i))
[86002] ['(4-7i)', '(5-7i)', '(6-3i)', '(8+9i)'] -> (((4-7i) * ((6-3i) - (5-7i))) - (8+9i))
[86202] ['(4-7i)', '(5-7i)', '(6+5i)', '(9+9i)'] -> (((4-4i) * (6-6i)) / ((9-3i) - (9-i)))
[86223] ['(4-7i)', '(5-7i)', '(6+6i)', '(9+8i)'] -> (((4-7i) + (5-7i)) + ((6+6i) + (9+8i)))
[86247] ['(4-7i)', '(5-7i)', '(6+7i)', '(9+7i)'] -> (((4-7i) + (5-7i)) + ((6+7i) + (9+7i)))
[86264] ['(4-7i)', '(5-7i)', '(6+8i)', '(9+6i)'] -> ((-7i - i) * (1 - (1-3i)))
[86275] ['(4-7i)', '(5-7i)', '(6+9i)', '(9+5i)'] -> (((4-7i) + (5-7i)) + ((6+9i) + (9+5i)))
[86319] ['(4-7i)', '(5-7i)', '(7-7i)', '(8+7i)'] -> (((4-7i) + (8+7i)) * ((7-7i) - (5-7i)))
[86335] ['(4-7i)', '(5-7i)', '(7-6i)', '(8-5i)'] -> (((8-5i) * ((7-6i) - (4-7i))) - (5-7i))
[86436] ['(4-7i)', '(5-7i)', '7', '(9-8i)'] -> ((7 * ((9-8i) - (5-7i))) - (4-7i))
[86508] ['(4-7i)', '(5-7i)', '(7+5i)', '(8+9i)'] -> ((3+3i) + ((1-i) * ((6+4i) + (6+5i))))
[86522] ['(4-7i)', '(5-7i)', '(7+6i)', '(8+8i)'] -> (((4-7i) + (5-7i)) + ((7+6i) + (8+8i)))
[86532] ['(4-7i)', '(5-7i)', '(7+7i)', '(8+7i)'] -> ((i - -7i) / ((1+2i) / (6-3i)))
[86546] ['(4-7i)', '(5-7i)', '(7+8i)', '(8+6i)'] -> (((4-7i) + (5-7i)) + ((7+8i) + (8+6i)))
[86569] ['(4-7i)', '(5-7i)', '(7+9i)', '(8+5i)'] -> (((4-7i) + (5-7i)) + ((7+9i) + (8+5i)))
[86622] ['(4-7i)', '(5-7i)', '(8-4i)', '(9-9i)'] -> (((4-7i) * ((8-4i) - (5-7i))) - (9-9i))
[86805] ['(4-7i)', '(5-6i)', '(5-6i)', '(7-6i)'] -> (((5-6i) - (4-7i)) * ((5-6i) + (7-6i)))
[86830] ['(4-7i)', '(5-6i)', '(5-5i)', '(7-7i)'] -> (((5-6i) - (4-7i)) * ((5-5i) + (7-7i)))
[86851] ['(4-7i)', '(5-6i)', '(5-4i)', '(6-7i)'] -> ((9+i) + (i * (-7i - (1+8i))))
[86860] ['(4-7i)', '(5-6i)', '(5-4i)', '(7-8i)'] -> (((5-6i) - (4-7i)) * ((5-4i) + (7-8i)))
[86877] ['(4-7i)', '(5-6i)', '(5-3i)', '(6+i)'] -> (((5-3i) * (6+i)) - ((4-7i) + (5-6i)))
[86880] ['(4-7i)', '(5-6i)', '(5-3i)', '(7-9i)'] -> (((5-6i) - (4-7i)) * ((5-3i) + (7-9i)))
[86916] ['(4-7i)', '(5-6i)', '(5-2i)', '(7-3i)'] -> (((4-7i) * ((7-3i) - (5-6i))) - (5-2i))
[86992] ['(4-7i)', '(5-6i)', '(5+i)', '6'] -> (6 * ((5+i) + ((4-7i) - (5-6i))))
[87211] ['(4-7i)', '(5-6i)', '(6-9i)', '(6-3i)'] -> ((4-4i) * (((6-4i) + (6+2i)) - (9-5i)))
[87227] ['(4-7i)', '(5-6i)', '(6-8i)', '(6-4i)'] -> (((5-6i) - (4-7i)) * ((6-8i) + (6-4i)))
[87256] ['(4-7i)', '(5-6i)', '(6-7i)', '(6-5i)'] -> ((-9i * 8i) / (-9i + (3+9i)))
[87267] ['(4-7i)', '(5-6i)', '(6-7i)', '(7+6i)'] -> (((5-6i) + (7+6i)) * ((6-7i) - (4-7i)))
[87284] ['(4-7i)', '(5-6i)', '(6-6i)', '(6-6i)'] -> (((5-6i) - (4-7i)) * ((6-6i) + (6-6i)))
[87319] ['(4-7i)', '(5-6i)', '(6-5i)', '(8-5i)'] -> (((1-7i) + (2+4i)) * ((7-4i) - (3-8i)))
[87381] ['(4-7i)', '(5-6i)', '(6-2i)', '(8+9i)'] -> (((4-7i) * ((6-2i) - (5-6i))) - (8+9i))
[87476] ['(4-7i)', '(5-6i)', '(6+4i)', '(9+9i)'] -> (((4-i) / (-i / (1-6i))) - (1-2i))
[87500] ['(4-7i)', '(5-6i)', '(6+5i)', '(9+8i)'] -> (((4-7i) + (5-6i)) + ((6+5i) + (9+8i)))
[87514] ['(4-7i)', '(5-6i)', '(6+6i)', '(9+7i)'] -> (((1-7i) * (3-3i)) + ((2+4i) * (9-6i)))
[87538] ['(4-7i)', '(5-6i)', '(6+7i)', '(9+6i)'] -> ((-4i - (1+i)) + ((1+3i) * (4-7i)))
[87556] ['(4-7i)', '(5-6i)', '(6+8i)', '(9+5i)'] -> (((4-7i) + (5-6i)) + ((6+8i) + (9+5i)))
[87578] ['(4-7i)', '(5-6i)', '(6+9i)', '(9+4i)'] -> (((4-7i) + (5-6i)) + ((6+9i) + (9+4i)))
[87636] ['(4-7i)', '(5-6i)', '(7-6i)', '(8-5i)'] -> (((5-6i) * (8-5i)) - ((4-7i) * (7-6i)))
[87643] ['(4-7i)', '(5-6i)', '(7-6i)', '(8+7i)'] -> (((4-7i) + (8+7i)) * ((7-6i) - (5-6i)))
[87667] ['(4-7i)', '(5-6i)', '(7-5i)', '(9-i)'] -> (((4-7i) * (9-i)) - ((5-6i) * (7-5i)))
[87679] ['(4-7i)', '(5-6i)', '(7-4i)', '(9-3i)'] -> (((5-6i) * ((7-4i) - (4-7i))) - (9-3i))
[87753] ['(4-7i)', '(5-6i)', '7', '(9-7i)'] -> ((7 * ((9-7i) - (5-6i))) - (4-7i))
[87817] ['(4-7i)', '(5-6i)', '(7+4i)', '(8+9i)'] -> (((4-7i) + (5-6i)) + ((7+4i) + (8+9i)))
[87832] ['(4-7i)', '(5-6i)', '(7+5i)', '(8+8i)'] -> (((4-7i) + (5-6i)) + ((7+5i) + (8+8i)))
[87846] ['(4-7i)', '(5-6i)', '(7+6i)', '(8+7i)'] -> (((4-7i) + (5-6i)) + ((7+6i) + (8+7i)))
[87863] ['(4-7i)', '(5-6i)', '(7+7i)', '(8+6i)'] -> (((4-7i) + (5-6i)) + ((7+7i) + (8+6i)))
[87876] ['(4-7i)', '(5-6i)', '(7+8i)', '(8+5i)'] -> (((4-7i) + (5-6i)) + ((7+8i) + (8+5i)))
[87891] ['(4-7i)', '(5-6i)', '(7+9i)', '(8+4i)'] -> ((1-i) * ((5+i) + ((3+4i) + (4+7i))))
[87974] ['(4-7i)', '(5-6i)', '(8-3i)', '(9-9i)'] -> (((4-7i) * ((8-3i) - (5-6i))) - (9-9i))
[88245] ['(4-7i)', '(5-5i)', '(5-2i)', '(7-2i)'] -> (((4-7i) * ((7-2i) - (5-5i))) - (5-2i))
[88360] ['(4-7i)', '(5-5i)', '(5+2i)', '6'] -> (6 * ((5+2i) + ((4-7i) - (5-5i))))
[88367] ['(4-7i)', '(5-5i)', '(5+2i)', '(7-8i)'] -> (((5-5i) * (5+2i)) - ((4-7i) + (7-8i)))
[88602] ['(4-7i)', '(5-5i)', '(6-7i)', '(7+5i)'] -> (((5-5i) + (7+5i)) * ((6-7i) - (4-7i)))
[88672] ['(4-7i)', '(5-5i)', '(6-4i)', '(8-5i)'] -> (((4-7i) + (8-5i)) * ((6-4i) - (5-5i)))
[88745] ['(4-7i)', '(5-5i)', '(6-i)', '(8+9i)'] -> (((4-7i) * ((6-i) - (5-5i))) - (8+9i))
[88759] ['(4-7i)', '(5-5i)', '6', '(7-4i)'] -> (((5-5i) * ((7-4i) - (4-7i))) - 6)
[88799] ['(4-7i)', '(5-5i)', '(6+2i)', '(6+6i)'] -> (((6+2i) * (6+6i)) / ((5-5i) - (4-7i)))
[88848] ['(4-7i)', '(5-5i)', '(6+3i)', '(9+9i)'] -> ((8+8i) - ((8-4i) * ((5-2i) - (7-2i))))
[88885] ['(4-7i)', '(5-5i)', '(6+4i)', '(9+8i)'] -> (((4-7i) + (5-5i)) + ((6+4i) + (9+8i)))
[88916] ['(4-7i)', '(5-5i)', '(6+5i)', '(9+7i)'] -> ((4-4i) * ((2+3i) + (-9i / -9i)))
[88939] ['(4-7i)', '(5-5i)', '(6+6i)', '(9+6i)'] -> (((4-7i) + (5-5i)) + ((6+6i) + (9+6i)))
[88958] ['(4-7i)', '(5-5i)', '(6+7i)', '(9+5i)'] -> (((4-7i) + (5-5i)) + ((6+7i) + (9+5i)))
[88978] ['(4-7i)', '(5-5i)', '(6+8i)', '(9+4i)'] -> (((3-3i) / (3-i)) * ((8+4i) + (8+4i)))
[89003] ['(4-7i)', '(5-5i)', '(6+9i)', '(9+3i)'] -> (((4-7i) + (5-5i)) + ((6+9i) + (9+3i)))
[89086] ['(4-7i)', '(5-5i)', '(7-5i)', '(8+7i)'] -> ((-7i - i) * ((4+9i) - (4+6i)))
[89185] ['(4-7i)', '(5-5i)', '(7-i)', '(8+8i)'] -> (((4-7i) + (5-5i)) / ((7-i) / (8+8i)))
[89206] ['(4-7i)', '(5-5i)', '7', '(9-6i)'] -> ((7 * ((9-6i) - (5-5i))) - (4-7i))
[89248] ['(4-7i)', '(5-5i)', '(7+3i)', '(8+9i)'] -> (((6-i) * ((1+i) + (3-i))) - -4i)
[89266] ['(4-7i)', '(5-5i)', '(7+4i)', '(8+8i)'] -> (((4-7i) + (5-5i)) + ((7+4i) + (8+8i)))
[89275] ['(4-7i)', '(5-5i)', '(7+5i)', '(8+7i)'] -> (((4-7i) + (5-5i)) + ((7+5i) + (8+7i)))
[89290] ['(4-7i)', '(5-5i)', '(7+6i)', '(8+6i)'] -> ((-4i * (1+i)) * ((6+3i) - 3))
[89301] ['(4-7i)', '(5-5i)', '(7+7i)', '(8+5i)'] -> (((8+4i) - -4i) / ((1+i) / 3))
[89317] ['(4-7i)', '(5-5i)', '(7+8i)', '(8+4i)'] -> (((4-7i) + (5-5i)) + ((7+8i) + (8+4i)))
[89333] ['(4-7i)', '(5-5i)', '(7+9i)', '(8+3i)'] -> ((6+4i) - ((1-4i) * ((2+2i) - (4+6i))))
[89423] ['(4-7i)', '(5-5i)', '(8-2i)', '(9-9i)'] -> ((4-4i) * ((4+2i) - ((3-3i) / 3)))
[89668] ['(4-7i)', '(5-4i)', '(5-3i)', '(5+2i)'] -> (((5-4i) * (5+2i)) - ((4-7i) + (5-3i)))
[89712] ['(4-7i)', '(5-4i)', '(5-2i)', '(7-i)'] -> (((4-7i) * ((7-i) - (5-4i))) - (5-2i))
[89852] ['(4-7i)', '(5-4i)', '(5+3i)', '6'] -> (6 * ((5+3i) + ((4-7i) - (5-4i))))
[89868] ['(4-7i)', '(5-4i)', '(5+3i)', '(9+2i)'] -> (((5-4i) * (5+3i)) - ((4-7i) + (9+2i)))
[90062] ['(4-7i)', '(5-4i)', '(6-9i)', '(9+9i)'] -> (((6-9i) * ((5-4i) - (4-7i))) - (9+9i))
[90097] ['(4-7i)', '(5-4i)', '(6-7i)', '(7+4i)'] -> (((5-4i) + (7+4i)) * ((6-7i) - (4-7i)))
[90182] ['(4-7i)', '(5-4i)', '(6-3i)', '(8-5i)'] -> (((4-7i) + (8-5i)) * ((6-3i) - (5-4i)))
[90256] ['(4-7i)', '(5-4i)', '6', '(8+9i)'] -> (((4-7i) * (6 - (5-4i))) - (8+9i))
[90308] ['(4-7i)', '(5-4i)', '(6+2i)', '(9+9i)'] -> (((6-7i) * ((4-6i) - (2-8i))) - (2-2i))
[90325] ['(4-7i)', '(5-4i)', '(6+3i)', '(8+8i)'] -> (((6+3i) * (8+8i)) / ((5-4i) - (4-7i)))
[90332] ['(4-7i)', '(5-4i)', '(6+3i)', '(9+8i)'] -> (((4-7i) + (5-4i)) + ((6+3i) + (9+8i)))
[90354] ['(4-7i)', '(5-4i)', '(6+4i)', '(9+7i)'] -> (((4-7i) + (5-4i)) + ((6+4i) + (9+7i)))
[90374] ['(4-7i)', '(5-4i)', '(6+5i)', '(9+6i)'] -> (((2-5i) * (4+6i)) - ((6-5i) + (8-3i)))
[90378] ['(4-7i)', '(5-4i)', '(6+6i)', '(7-9i)'] -> ((6+6i) * (((4-7i) + (5-4i)) - (7-9i)))
[90392] ['(4-7i)', '(5-4i)', '(6+6i)', '(8+4i)'] -> (((6+6i) * (8+4i)) / ((5-4i) - (4-7i)))
[90402] ['(4-7i)', '(5-4i)', '(6+6i)', '(9+5i)'] -> (((4-7i) + (5-4i)) + ((6+6i) + (9+5i)))
[90422] ['(4-7i)', '(5-4i)', '(6+7i)', '(9+4i)'] -> (((4-4i) * 6) / (7 - (6+i)))
[90447] ['(4-7i)', '(5-4i)', '(6+8i)', '(9+3i)'] -> (((3-7i) + (7-4i)) + ((7+4i) + (7+7i)))
[90477] ['(4-7i)', '(5-4i)', '(6+9i)', '(9+2i)'] -> (((4-7i) + (5-4i)) + ((6+9i) + (9+2i)))
[90579] ['(4-7i)', '(5-4i)', '(7-4i)', '(8+7i)'] -> (((4-7i) + (8+7i)) * ((7-4i) - (5-4i)))
[90591] ['(4-7i)', '(5-4i)', '(7-3i)', '(7+8i)'] -> (((5-4i) * ((7-3i) - (4-7i))) - (7+8i))
[90659] ['(4-7i)', '(5-4i)', '7', '(9-5i)'] -> ((7 * ((9-5i) - (5-4i))) - (4-7i))
[90696] ['(4-7i)', '(5-4i)', '(7+2i)', '(8+9i)'] -> (((4-7i) + (5-4i)) + ((7+2i) + (8+9i)))
[90708] ['(4-7i)', '(5-4i)', '(7+3i)', '(8+8i)'] -> ((1+i) * ((7-6i) + (-4i + (5-2i))))
[90725] ['(4-7i)', '(5-4i)', '(7+4i)', '(8+7i)'] -> (((7+5i) * ((1-4i) + (2+2i))) - (7+i))
[90746] ['(4-7i)', '(5-4i)', '(7+5i)', '(8+6i)'] -> ((3 * (6-i)) - ((3-3i) - 9))
[90765] ['(4-7i)', '(5-4i)', '(7+6i)', '(8+5i)'] -> (((7-3i) / ((1-i) / (5-i))) - (3+5i))
[90783] ['(4-7i)', '(5-4i)', '(7+7i)', '(8+4i)'] -> (((4-7i) + (5-4i)) + ((7+7i) + (8+4i)))
[90801] ['(4-7i)', '(5-4i)', '(7+8i)', '(8+3i)'] -> (((4-7i) + (5-4i)) + ((7+8i) + (8+3i)))
[90817] ['(4-7i)', '(5-4i)', '(7+9i)', '(8+2i)'] -> (((6-i) * ((5+i) - (1+i))) - -4i)
[90920] ['(4-7i)', '(5-4i)', '(8-5i)', '(9+i)'] -> (((4-7i) + (8-5i)) / ((5-4i) / (9+i)))
[90926] ['(4-7i)', '(5-4i)', '(8-4i)', '(8-i)'] -> (((5-2i) * (7+3i)) - ((8-8i) + (9+9i)))
[90973] ['(4-7i)', '(5-4i)', '(8-i)', '(9-9i)'] -> (((4-7i) * ((8-i) - (5-4i))) - (9-9i))
[91114] ['(4-7i)', '(5-4i)', '(9-3i)', '(9+3i)'] -> (((8+6i) * ((8-2i) - 6)) - (4-4i))
[91188] ['(4-7i)', '(5-3i)', '(5-2i)', '7'] -> (((4-7i) * (7 - (5-3i))) - (5-2i))
[91342] ['(4-7i)', '(5-3i)', '(5+3i)', '(6+7i)'] -> (-4i + ((1+i) * ((6-i) + (8-9i))))
[91350] ['(4-7i)', '(5-3i)', '(5+3i)', '(8-4i)'] -> (((5-3i) * ((8-4i) - (4-7i))) - (5+3i))
[91376] ['(4-7i)', '(5-3i)', '(5+4i)', '6'] -> ((5-2i) - ((8-3i) * ((7+4i) - (9+5i))))
[91604] ['(4-7i)', '(5-3i)', '(6-7i)', '(7+3i)'] -> (((5-3i) + (7+3i)) * ((6-7i) - (4-7i)))
[91725] ['(4-7i)', '(5-3i)', '(6-2i)', '(8-5i)'] -> (((4-7i) + (8-5i)) * ((6-2i) - (5-3i)))
[91777] ['(4-7i)', '(5-3i)', '(6+i)', '(8+9i)'] -> (((4-7i) * ((6+i) - (5-3i))) - (8+9i))
[91781] ['(4-7i)', '(5-3i)', '(6+i)', '(9+9i)'] -> (((4-7i) + (5-3i)) + ((6+i) + (9+9i)))
[91795] ['(4-7i)', '(5-3i)', '(6+2i)', '(8-i)'] -> (((5-3i) * (6+2i)) - ((4-7i) + (8-i)))
[91804] ['(4-7i)', '(5-3i)', '(6+2i)', '(9+8i)'] -> (((3-9i) + (6-2i)) + ((6+3i) + (9+8i)))
[91827] ['(4-7i)', '(5-3i)', '(6+3i)', '(9+7i)'] -> (((4-7i) + (5-3i)) + ((6+3i) + (9+7i)))
[91848] ['(4-7i)', '(5-3i)', '(6+4i)', '(9+6i)'] -> (((4-7i) + (5-3i)) + ((6+4i) + (9+6i)))
[91866] ['(4-7i)', '(5-3i)', '(6+5i)', '(9+5i)'] -> (((4-7i) + (5-3i)) + ((6+5i) + (9+5i)))
[91870] ['(4-7i)', '(5-3i)', '(6+6i)', '(7-8i)'] -> ((6+6i) * (((4-7i) + (5-3i)) - (7-8i)))
[91884] ['(4-7i)', '(5-3i)', '(6+6i)', '(9+4i)'] -> (((4-7i) + (5-3i)) + ((6+6i) + (9+4i)))
[91898] ['(4-7i)', '(5-3i)', '(6+7i)', '(9+3i)'] -> (((4-7i) + (5-3i)) + ((6+7i) + (9+3i)))
[91916] ['(4-7i)', '(5-3i)', '(6+8i)', '(9+2i)'] -> (((4-7i) + (5-3i)) + ((6+8i) + (9+2i)))
[91928] ['(4-7i)', '(5-3i)', '(6+9i)', '(9+i)'] -> (((4-7i) + (5-3i)) + ((6+9i) + (9+i)))
[91969] ['(4-7i)', '(5-3i)', '(7-8i)', '(9+2i)'] -> (((1-4i) + 3) * ((5+6i) - (2+3i)))
[92024] ['(4-7i)', '(5-3i)', '(7-5i)', '(9-5i)'] -> (((5-3i) * ((9-5i) - (4-7i))) - (7-5i))
[92052] ['(4-7i)', '(5-3i)', '(7-3i)', '(8+7i)'] -> (((4-7i) + (8+7i)) * ((7-3i) - (5-3i)))
[92104] ['(4-7i)', '(5-3i)', '7', '(9-4i)'] -> ((7 * ((9-4i) - (5-3i))) - (4-7i))
[92113] ['(4-7i)', '(5-3i)', '(7+i)', '(8-8i)'] -> (((7+i) * ((8-8i) - (4-7i))) - (5-3i))
[92117] ['(4-7i)', '(5-3i)', '(7+i)', '(8+9i)'] -> (((4-7i) + (5-3i)) + ((7+i) + (8+9i)))
[92126] ['(4-7i)', '(5-3i)', '(7+2i)', '(8+8i)'] -> (((4-7i) + (5-3i)) + ((7+2i) + (8+8i)))
[92143] ['(4-7i)', '(5-3i)', '(7+3i)', '(8+7i)'] -> (((4-7i) + (5-3i)) + ((7+3i) + (8+7i)))
[92157] ['(4-7i)', '(5-3i)', '(7+4i)', '(8+6i)'] -> (((4-7i) + (5-3i)) + ((7+4i) + (8+6i)))
[92171] ['(4-7i)', '(5-3i)', '(7+5i)', '(8+5i)'] -> (((4-7i) + (5-3i)) + ((7+5i) + (8+5i)))
[92183] ['(4-7i)', '(5-3i)', '(7+6i)', '(8+4i)'] -> (((4-7i) + (5-3i)) + ((7+6i) + (8+4i)))
[92204] ['(4-7i)', '(5-3i)', '(7+7i)', '(8+3i)'] -> (((2-8i) * ((8+5i) - (7+2i))) - (2-2i))
[92217] ['(4-7i)', '(5-3i)', '(7+8i)', '(8+2i)'] -> (((4-7i) + (5-3i)) + ((7+8i) + (8+2i)))
[92230] ['(4-7i)', '(5-3i)', '(7+9i)', '(8+i)'] -> (((2+3i) * (5-6i)) - ((1-4i) + (3+7i)))
[92265] ['(4-7i)', '(5-3i)', '(8-7i)', '(9+i)'] -> (((4-7i) * (9+i)) - ((5-3i) * (8-7i)))
[92284] ['(4-7i)', '(5-3i)', '(8-5i)', '(8+2i)'] -> (((4-7i) + (8-5i)) / ((5-3i) / (8+2i)))
[92309] ['(4-7i)', '(5-3i)', '(8-3i)', '(8+8i)'] -> (((5-3i) * ((8-3i) - (4-7i))) - (8+8i))
[92333] ['(4-7i)', '(5-3i)', '8', '(9-9i)'] -> (((4-7i) * (8 - (5-3i))) - (9-9i))
[92485] ['(4-7i)', '(5-2i)', '(5-2i)', '(7+i)'] -> (((4-7i) * ((7+i) - (5-2i))) - (5-2i))
[92502] ['(4-7i)', '(5-2i)', '(5-i)', '(5+8i)'] -> (((5-2i) * (5-i)) - ((4-7i) - (5+8i)))
[92511] ['(4-7i)', '(5-2i)', '(5-i)', '(7+2i)'] -> (((4-7i) * ((7+2i) - (5-i))) - (5-2i))
[92531] ['(4-7i)', '(5-2i)', '5', '(5+i)'] -> (((4-7i) - (5-2i)) + (5 * (5+i)))
[92543] ['(4-7i)', '(5-2i)', '5', '(7+3i)'] -> (((4-7i) * ((7+3i) - 5)) - (5-2i))
[92557] ['(4-7i)', '(5-2i)', '5', '(9-5i)'] -> (((5-2i) * ((9-5i) - (4-7i))) - 5)
[92568] ['(4-7i)', '(5-2i)', '(5+i)', '(6-3i)'] -> (((5+i) * (6-3i)) - ((4-7i) + (5-2i)))
[92570] ['(4-7i)', '(5-2i)', '(5+i)', '(6+7i)'] -> ((5+i) * ((5-2i) + ((6+7i) / (4-7i))))
[92579] ['(4-7i)', '(5-2i)', '(5+i)', '(7+4i)'] -> (((4-7i) * ((7+4i) - (5+i))) - (5-2i))
[92616] ['(4-7i)', '(5-2i)', '(5+2i)', '(7+5i)'] -> (((4-7i) * ((7+5i) - (5+2i))) - (5-2i))
[92633] ['(4-7i)', '(5-2i)', '(5+2i)', '(9-7i)'] -> (2i * ((-7i + (2-i)) - (2+4i)))
[92652] ['(4-7i)', '(5-2i)', '(5+3i)', '(7+6i)'] -> (((4-7i) * ((7+6i) - (5+3i))) - (5-2i))
[92691] ['(4-7i)', '(5-2i)', '(5+4i)', '(7+7i)'] -> (((4-7i) * ((7+7i) - (5+4i))) - (5-2i))
[92716] ['(4-7i)', '(5-2i)', '(5+5i)', '6'] -> (4 * ((9-i) - ((1-4i) + (2+3i))))
[92731] ['(4-7i)', '(5-2i)', '(5+5i)', '(7+8i)'] -> (((4-7i) * ((7+8i) - (5+5i))) - (5-2i))
[92760] ['(4-7i)', '(5-2i)', '(5+6i)', '(7+9i)'] -> (((4-7i) * ((7+9i) - (5+6i))) - (5-2i))
[92885] ['(4-7i)', '(5-2i)', '(6-9i)', '(8-8i)'] -> (((8-i) * (9+5i)) - ((5-2i) * (7+9i)))
[92888] ['(4-7i)', '(5-2i)', '(6-9i)', '(8-6i)'] -> (((4-7i) * ((8-6i) - (6-9i))) - (5-2i))
[92894] ['(4-7i)', '(5-2i)', '(6-9i)', '8'] -> (8 * (((4-7i) + (5-2i)) - (6-9i)))
[92923] ['(4-7i)', '(5-2i)', '(6-8i)', '(8-5i)'] -> (((4-7i) * ((8-5i) - (6-8i))) - (5-2i))
[92943] ['(4-7i)', '(5-2i)', '(6-7i)', '(7+2i)'] -> (((5-2i) + (7+2i)) * ((6-7i) - (4-7i)))
[92949] ['(4-7i)', '(5-2i)', '(6-7i)', '(8-4i)'] -> (((4-7i) * ((8-4i) - (6-7i))) - (5-2i))
[93004] ['(4-7i)', '(5-2i)', '(6-5i)', '(8-2i)'] -> (((4-7i) * ((8-2i) - (6-5i))) - (5-2i))
[93032] ['(4-7i)', '(5-2i)', '(6-4i)', '(8-i)'] -> (((4-7i) * ((8-i) - (6-4i))) - (5-2i))
[93056] ['(4-7i)', '(5-2i)', '(6-3i)', '8'] -> (((4-7i) * (8 - (6-3i))) - (5-2i))
[93076] ['(4-7i)', '(5-2i)', '(6-2i)', '(8+i)'] -> (((4-7i) * ((8+i) - (6-2i))) - (5-2i))
[93098] ['(4-7i)', '(5-2i)', '(6-i)', '(8-5i)'] -> (((4-7i) + (8-5i)) * ((6-i) - (5-2i)))
[93103] ['(4-7i)', '(5-2i)', '(6-i)', '(8+2i)'] -> (6 * ((7-2i) - ((1-7i) + (2+5i))))
[93115] ['(4-7i)', '(5-2i)', '(6-i)', '(9+8i)'] -> (((6-i) * ((8-7i) - (3-9i))) - (8+7i))
[93128] ['(4-7i)', '(5-2i)', '6', '(8+3i)'] -> (((4-7i) * ((8+3i) - 6)) - (5-2i))
[93131] ['(4-7i)', '(5-2i)', '6', '(8+8i)'] -> (((4-7i) + (5-2i)) / (6 / (8+8i)))
[93140] ['(4-7i)', '(5-2i)', '6', '(9+9i)'] -> (((4-7i) + (5-2i)) + (6 + (9+9i)))
[93164] ['(4-7i)', '(5-2i)', '(6+i)', '(8+4i)'] -> (((4-7i) * ((8+4i) - (6+i))) - (5-2i))
[93174] ['(4-7i)', '(5-2i)', '(6+i)', '(9+8i)'] -> ((-4i * (6+6i)) / ((2+i) - (1+2i)))
[93175] ['(4-7i)', '(5-2i)', '(6+2i)', '(6+5i)'] -> (((5-2i) * (6+2i)) - ((4-7i) + (6+5i)))
[93185] ['(4-7i)', '(5-2i)', '(6+2i)', '(8+5i)'] -> (((4-7i) * ((8+5i) - (6+2i))) - (5-2i))
[93187] ['(4-7i)', '(5-2i)', '(6+2i)', '(8+9i)'] -> (((4-7i) * ((6+2i) - (5-2i))) - (8+9i))
[93193] ['(4-7i)', '(5-2i)', '(6+2i)', '(9+7i)'] -> (((4-7i) + (5-2i)) + ((6+2i) + (9+7i)))
[93212] ['(4-7i)', '(5-2i)', '(6+3i)', '(8+6i)'] -> (((4-7i) * ((8+6i) - (6+3i))) - (5-2i))
[93223] ['(4-7i)', '(5-2i)', '(6+3i)', '(9+6i)'] -> (((4-7i) + (5-2i)) + ((6+3i) + (9+6i)))
[93243] ['(4-7i)', '(5-2i)', '(6+4i)', '(8+7i)'] -> (((4-7i) * ((8+7i) - (6+4i))) - (5-2i))
[93245] ['(4-7i)', '(5-2i)', '(6+4i)', '(9+5i)'] -> (((4-7i) + (5-2i)) + ((6+4i) + (9+5i)))
[93258] ['(4-7i)', '(5-2i)', '(6+5i)', '(8+8i)'] -> (((4-7i) * ((8+8i) - (6+5i))) - (5-2i))
[93265] ['(4-7i)', '(5-2i)', '(6+5i)', '(9+4i)'] -> (((4-7i) + (5-2i)) + ((6+5i) + (9+4i)))
[93269] ['(4-7i)', '(5-2i)', '(6+6i)', '(7-7i)'] -> ((6+6i) * (((4-7i) + (5-2i)) - (7-7i)))
[93280] ['(4-7i)', '(5-2i)', '(6+6i)', '(8+9i)'] -> (((6+7i) * ((1-7i) + (2+5i))) - (8+9i))
[93287] ['(4-7i)', '(5-2i)', '(6+6i)', '(9+3i)'] -> (((4-7i) + (5-2i)) + ((6+6i) + (9+3i)))
[93302] ['(4-7i)', '(5-2i)', '(6+7i)', '(9+2i)'] -> (((4-7i) + (5-2i)) + ((6+7i) + (9+2i)))
[93323] ['(4-7i)', '(5-2i)', '(6+8i)', '(9+i)'] -> (((4-7i) + (5-2i)) + ((6+8i) + (9+i)))
[93345] ['(4-7i)', '(5-2i)', '(6+9i)', '9'] -> (((2-i) * ((3-4i) + (9+6i))) - (2-8i))
[93354] ['(4-7i)', '(5-2i)', '(7-9i)', '(7+4i)'] -> (((7+4i) * ((7-9i) - (4-7i))) - (5-2i))
[93366] ['(4-7i)', '(5-2i)', '(7-9i)', '(9-6i)'] -> (((4-7i) * ((9-6i) - (7-9i))) - (5-2i))
