[219071] ['(2-2i)', '(4-8i)', '(5-3i)', '(5+i)'] -> ((2-2i) * ((5+i) - ((4-8i) - (5-3i))))
[260518] ['(2-2i)', '(6+9i)', '7', '(9-7i)'] -> (((2-2i) + (6+9i)) + (7 + (9-7i)))
[260520] ['(2-2i)', '(6+9i)', '(7+i)', '(7+4i)'] -> ((2-2i) * (((6+9i) + (7+i)) - (7+4i)))
[260526] ['(2-2i)', '(6+9i)', '(7+i)', '(9-8i)'] -> (((2-2i) + (6+9i)) + ((7+i) + (9-8i)))
[260530] ['(2-2i)', '(6+9i)', '(7+2i)', '(7+5i)'] -> ((2-2i) * (((6+9i) + (7+2i)) - (7+5i)))
[260533] ['(2-2i)', '(6+9i)', '(7+2i)', '(9-9i)'] -> (((2-2i) + (6+9i)) + ((7+2i) + (9-9i)))
[260535] ['(2-2i)', '(6+9i)', '(7+3i)', '(7+6i)'] -> ((2-2i) * (((6+9i) + (7+3i)) - (7+6i)))
[260544] ['(2-2i)', '(6+9i)', '(7+4i)', '(7+7i)'] -> ((2-2i) * (((6+9i) + (7+4i)) - (7+7i)))
[260555] ['(2-2i)', '(6+9i)', '(7+5i)', '(7+8i)'] -> (((2-9i) + (5-7i)) + ((8+9i) + (9+7i)))
[260560] ['(2-2i)', '(6+9i)', '(7+6i)', '(7+9i)'] -> ((2-2i) * (((6+9i) + (7+6i)) - (7+9i)))
[260583] ['(2-2i)', '(6+9i)', '(8-9i)', '(8-6i)'] -> ((2-2i) * (((6+9i) + (8-9i)) - (8-6i)))
[260585] ['(2-2i)', '(6+9i)', '(8-9i)', '(8+2i)'] -> (((2-2i) + (6+9i)) + ((8-9i) + (8+2i)))
[260588] ['(2-2i)', '(6+9i)', '(8-8i)', '(8-5i)'] -> (((5-6i) * ((5-6i) - (2-9i))) - (9-3i))
[260593] ['(2-2i)', '(6+9i)', '(8-8i)', '(8+i)'] -> ((3-9i) * ((2+4i) - ((6-2i) / (1-3i))))
[260599] ['(2-2i)', '(6+9i)', '(8-7i)', '(8-4i)'] -> ((2-2i) * (((6+9i) + (8-7i)) - (8-4i)))
[260600] ['(2-2i)', '(6+9i)', '(8-7i)', '8'] -> (((2-2i) + (6+9i)) + ((8-7i) + 8))
[260610] ['(2-2i)', '(6+9i)', '(8-6i)', '(8-3i)'] -> ((2-2i) * (((6+9i) + (8-6i)) - (8-3i)))
[260611] ['(2-2i)', '(6+9i)', '(8-6i)', '(8-i)'] -> (((2-2i) + (6+9i)) + ((8-6i) + (8-i)))
[260619] ['(2-2i)', '(6+9i)', '(8-4i)', '(8-3i)'] -> (4 * ((5-3i) - ((2-7i) - (3-4i))))
[260621] ['(2-2i)', '(6+9i)', '(8-4i)', '(8-i)'] -> ((2-2i) * (((6+9i) + (8-4i)) - (8-i)))
[260629] ['(2-2i)', '(6+9i)', '(8-3i)', '8'] -> ((2-2i) * (((6+9i) + (8-3i)) - 8))
[260636] ['(2-2i)', '(6+9i)', '(8-2i)', '(8+i)'] -> ((9-9i) - ((3-5i) * ((8-2i) - (8+i))))
[260646] ['(2-2i)', '(6+9i)', '(8-i)', '(8+2i)'] -> (((2-7i) + (4+i)) * ((5-2i) - (3-4i)))
[260653] ['(2-2i)', '(6+9i)', '(8-i)', '(9+4i)'] -> (((8-3i) + (9-4i)) - (-4i - (7+3i)))
[260658] ['(2-2i)', '(6+9i)', '8', '(8+3i)'] -> ((8 - (2-3i)) / ((2+i) / 8))
[260668] ['(2-2i)', '(6+9i)', '(8+i)', '(8+4i)'] -> (4 * ((7+4i) + ((1-6i) - (2-2i))))
[260673] ['(2-2i)', '(6+9i)', '(8+2i)', '(8+5i)'] -> ((2-2i) * (((6+9i) + (8+2i)) - (8+5i)))
[260681] ['(2-2i)', '(6+9i)', '(8+2i)', '(9+8i)'] -> (((8+2i) * ((9+8i) - (6+9i))) - (2-2i))
[260683] ['(2-2i)', '(6+9i)', '(8+3i)', '(8+5i)'] -> ((-4i + (7+3i)) + (8 + (9+i)))
[260685] ['(2-2i)', '(6+9i)', '(8+3i)', '(8+6i)'] -> ((2-2i) * (((6+9i) + (8+3i)) - (8+6i)))
[260699] ['(2-2i)', '(6+9i)', '(8+5i)', '(8+8i)'] -> ((2-2i) * (((6+9i) + (8+5i)) - (8+8i)))
[260703] ['(2-2i)', '(6+9i)', '(8+6i)', '(8+9i)'] -> ((2-2i) * (((6+9i) + (8+6i)) - (8+9i)))
[260725] ['(2-2i)', '(6+9i)', '(9-9i)', '(9-6i)'] -> ((2-2i) * (((6+9i) + (9-9i)) - (9-6i)))
[260729] ['(2-2i)', '(6+9i)', '(9-8i)', '(9-5i)'] -> ((2-2i) * (((6+9i) + (9-8i)) - (9-5i)))
[260733] ['(2-2i)', '(6+9i)', '(9-7i)', '(9-4i)'] -> ((2-2i) * (((6+9i) + (9-7i)) - (9-4i)))
[260735] ['(2-2i)', '(6+9i)', '(9-6i)', '(9-3i)'] -> ((2-2i) * (((6+9i) + (9-6i)) - (9-3i)))
[260737] ['(2-2i)', '(6+9i)', '(9-5i)', '(9-2i)'] -> ((2-2i) * (((6+9i) + (9-5i)) - (9-2i)))
[260739] ['(2-2i)', '(6+9i)', '(9-4i)', '(9-i)'] -> (((2-3i) - (2+i)) * ((9+5i) - (9-i)))
[260743] ['(2-2i)', '(6+9i)', '(9-3i)', '9'] -> ((2-2i) * (((6+9i) + (9-3i)) - 9))
[260746] ['(2-2i)', '(6+9i)', '(9-2i)', '(9+i)'] -> ((2-2i) * (((6+9i) + (9-2i)) - (9+i)))
[260748] ['(2-2i)', '(6+9i)', '(9-i)', '(9+2i)'] -> ((2-2i) * (((6+9i) + (9-i)) - (9+2i)))
[260749] ['(2-2i)', '(6+9i)', '9', '(9+3i)'] -> ((2-2i) * (((6+9i) + 9) - (9+3i)))
[260751] ['(2-2i)', '(6+9i)', '(9+i)', '(9+4i)'] -> ((2-2i) * (((6+9i) + (9+i)) - (9+4i)))
[260755] ['(2-2i)', '(6+9i)', '(9+2i)', '(9+5i)'] -> ((2-2i) * (((6+9i) + (9+2i)) - (9+5i)))
[260758] ['(2-2i)', '(6+9i)', '(9+3i)', '(9+6i)'] -> ((2-2i) * (((6+9i) + (9+3i)) - (9+6i)))
[260761] ['(2-2i)', '(6+9i)', '(9+4i)', '(9+7i)'] -> (((2-9i) - (5-6i)) * ((5+2i) - (9-2i)))
[260762] ['(2-2i)', '(6+9i)', '(9+5i)', '(9+8i)'] -> ((2-2i) * (((6+9i) + (9+5i)) - (9+8i)))
[260767] ['(2-2i)', '(6+9i)', '(9+6i)', '(9+9i)'] -> ((2-2i) * (((6+9i) + (9+6i)) - (9+9i)))
[260774] ['(2-2i)', '(7-9i)', '(7-9i)', '(7+6i)'] -> ((2-2i) * ((7+6i) - ((7-9i) / (7-9i))))
[260799] ['(2-2i)', '(7-9i)', '(7-5i)', '(7+5i)'] -> (((2-2i) * (7+5i)) - ((7-9i) - (7-5i)))
[260829] ['(2-2i)', '(7-9i)', '(7-3i)', '(8+8i)'] -> ((2+4i) + ((4+2i) * ((1-3i) + 3)))
[260852] ['(2-2i)', '(7-9i)', '(7-i)', '(8+4i)'] -> (((2-2i) * (8+4i)) - ((7-9i) - (7-i)))
[260893] ['(2-2i)', '(7-9i)', '(7+2i)', '(8+9i)'] -> (((2-2i) + (7-9i)) + ((7+2i) + (8+9i)))
[260906] ['(2-2i)', '(7-9i)', '(7+3i)', '(8+8i)'] -> (8 * ((9+3i) + ((3-5i) - (9-2i))))
[260909] ['(2-2i)', '(7-9i)', '(7+3i)', '(9+3i)'] -> (((2-2i) * (9+3i)) - ((7-9i) - (7+3i)))
[260918] ['(2-2i)', '(7-9i)', '(7+4i)', '(8+7i)'] -> (8 * ((9+8i) + ((3-5i) - (9+3i))))
[260922] ['(2-2i)', '(7-9i)', '(7+4i)', '(9-3i)'] -> (((2-2i) * (7+4i)) - ((7-9i) - (9-3i)))
[260929] ['(2-2i)', '(7-9i)', '(7+5i)', '(8-i)'] -> ((2-2i) * ((7+5i) - ((7-9i) / (8-i))))
[260931] ['(2-2i)', '(7-9i)', '(7+5i)', '(8+6i)'] -> (((2-2i) + (7-9i)) + ((7+5i) + (8+6i)))
[260940] ['(2-2i)', '(7-9i)', '(7+6i)', '(8-9i)'] -> ((2-2i) * (((7-9i) + (7+6i)) - (8-9i)))
[260944] ['(2-2i)', '(7-9i)', '(7+6i)', '(8+5i)'] -> (((2-2i) + (7-9i)) + ((7+6i) + (8+5i)))
[260947] ['(2-2i)', '(7-9i)', '(7+7i)', '(8-8i)'] -> ((2-2i) * (((7-9i) + (7+7i)) - (8-8i)))
[260952] ['(2-2i)', '(7-9i)', '(7+7i)', '(8+4i)'] -> (((2-2i) + (7-9i)) + ((7+7i) + (8+4i)))
[260962] ['(2-2i)', '(7-9i)', '(7+8i)', '(8-7i)'] -> ((2-2i) * (((7-9i) + (7+8i)) - (8-7i)))
[260963] ['(2-2i)', '(7-9i)', '(7+8i)', '(8+3i)'] -> (((2-2i) + (7-9i)) + ((7+8i) + (8+3i)))
[260969] ['(2-2i)', '(7-9i)', '(7+9i)', '(8-6i)'] -> ((2-2i) * (((7-9i) + (7+9i)) - (8-6i)))
[260971] ['(2-2i)', '(7-9i)', '(7+9i)', '(8+2i)'] -> (((2-2i) + (7-9i)) + ((7+9i) + (8+2i)))
[260998] ['(2-2i)', '(7-9i)', '(8-7i)', '8'] -> (8 * ((8-7i) + ((2-2i) - (7-9i))))
[261019] ['(2-2i)', '(7-9i)', '(8-4i)', '8'] -> ((8 / ((2-2i) / (7-9i))) - (8-4i))
[261056] ['(2-2i)', '(7-9i)', '(8+2i)', '(9+4i)'] -> (((8+2i) / ((2-2i) / (7-9i))) - (9+4i))
[261059] ['(2-2i)', '(7-9i)', '(8+3i)', '(9+i)'] -> (((2+4i) * (4-5i)) - ((1-3i) + (3+9i)))
[261065] ['(2-2i)', '(7-9i)', '(8+4i)', '(9-6i)'] -> (((2-2i) / (7-9i)) * ((8+4i) * (9-6i)))
[261078] ['(2-2i)', '(7-9i)', '(8+6i)', '(9-9i)'] -> ((2-2i) * (((7-9i) + (8+6i)) - (9-9i)))
[261085] ['(2-2i)', '(7-9i)', '(8+7i)', '(9-8i)'] -> ((2-2i) * (((7-9i) + (8+7i)) - (9-8i)))
[261090] ['(2-2i)', '(7-9i)', '(8+8i)', '(9-7i)'] -> ((2-2i) * (((7-9i) + (8+8i)) - (9-7i)))
[261096] ['(2-2i)', '(7-9i)', '(8+9i)', '(9-6i)'] -> ((2-2i) * (((7-9i) + (8+9i)) - (9-6i)))
[261125] ['(2-2i)', '(7-9i)', '(9+2i)', '(9+5i)'] -> (((2-2i) * (9+2i)) - ((7-9i) - (9+5i)))
[261140] ['(2-2i)', '(7-8i)', '(7-8i)', '(7+6i)'] -> ((2-2i) * ((7+6i) - ((7-8i) / (7-8i))))
[261166] ['(2-2i)', '(7-8i)', '(7-4i)', '(7+5i)'] -> (((2-2i) * (7+5i)) - ((7-8i) - (7-4i)))
[261182] ['(2-2i)', '(7-8i)', '(7-2i)', '(8+8i)'] -> (((7-8i) - (7-2i)) / ((2-2i) / (8+8i)))
[261193] ['(2-2i)', '(7-8i)', '7', '(8+4i)'] -> (((2-2i) * (8+4i)) - ((7-8i) - 7))
[261206] ['(2-2i)', '(7-8i)', '(7+i)', '(8+9i)'] -> (((2-2i) + (7-8i)) + ((7+i) + (8+9i)))
[261211] ['(2-2i)', '(7-8i)', '(7+i)', '(9-i)'] -> ((((7-8i) * (7+i)) - (9-i)) / (2-2i))
[261218] ['(2-2i)', '(7-8i)', '(7+2i)', '(8+8i)'] -> (((2-2i) + (7-8i)) + ((7+2i) + (8+8i)))
[261232] ['(2-2i)', '(7-8i)', '(7+3i)', '(8+7i)'] -> ((-4i + (7+6i)) + ((8-4i) + (9+2i)))
[261236] ['(2-2i)', '(7-8i)', '(7+4i)', '(8+6i)'] -> (((2-2i) + (7-8i)) + ((7+4i) + (8+6i)))
[261240] ['(2-2i)', '(7-8i)', '(7+4i)', '(9-2i)'] -> (((2-2i) * (7+4i)) - ((7-8i) - (9-2i)))
[261242] ['(2-2i)', '(7-8i)', '(7+4i)', '(9+3i)'] -> (((2-2i) * (9+3i)) - ((7-8i) - (7+4i)))
[261245] ['(2-2i)', '(7-8i)', '(7+5i)', '(8-9i)'] -> ((2-2i) * (((7-8i) + (7+5i)) - (8-9i)))
[261249] ['(2-2i)', '(7-8i)', '(7+5i)', '(8+5i)'] -> (((2-2i) + (7-8i)) + ((7+5i) + (8+5i)))
[261256] ['(2-2i)', '(7-8i)', '(7+6i)', '(8-8i)'] -> ((2-2i) * (((7-8i) + (7+6i)) - (8-8i)))
[261259] ['(2-2i)', '(7-8i)', '(7+6i)', '(8+4i)'] -> (((2-2i) + (7-8i)) + ((7+6i) + (8+4i)))
[261263] ['(2-2i)', '(7-8i)', '(7+7i)', '(8-7i)'] -> ((2-2i) * (((7-8i) + (7+7i)) - (8-7i)))
[261267] ['(2-2i)', '(7-8i)', '(7+7i)', '(8+3i)'] -> ((2+2i) * (((2-3i) * 5) - (4-9i)))
[261271] ['(2-2i)', '(7-8i)', '(7+8i)', '(8-6i)'] -> ((2-2i) * (((7-8i) + (7+8i)) - (8-6i)))
[261273] ['(2-2i)', '(7-8i)', '(7+8i)', '(8+2i)'] -> (((2-2i) + (7-8i)) + ((7+8i) + (8+2i)))
[261279] ['(2-2i)', '(7-8i)', '(7+9i)', '(8-5i)'] -> (((2-7i) + (6+7i)) * ((6-4i) - (3-4i)))
[261281] ['(2-2i)', '(7-8i)', '(7+9i)', '(8+i)'] -> (((2-2i) + (7-8i)) + ((7+9i) + (8+i)))
[261306] ['(2-2i)', '(7-8i)', '(8-6i)', '8'] -> (8 * ((8-6i) + ((2-2i) - (7-8i))))
[261351] ['(2-2i)', '(7-8i)', '(8+3i)', '(9+2i)'] -> (((1-3i) * (4+4i)) + ((2+4i) + (6+4i)))
[261358] ['(2-2i)', '(7-8i)', '(8+5i)', '(9-9i)'] -> ((2-2i) * (((7-8i) + (8+5i)) - (9-9i)))
[261361] ['(2-2i)', '(7-8i)', '(8+6i)', '(9-8i)'] -> ((2-2i) * (((7-8i) + (8+6i)) - (9-8i)))
[261366] ['(2-2i)', '(7-8i)', '(8+7i)', '(9-7i)'] -> ((2-2i) * (((7-8i) + (8+7i)) - (9-7i)))
[261372] ['(2-2i)', '(7-8i)', '(8+8i)', '(9-6i)'] -> ((2-2i) * (((7-8i) + (8+8i)) - (9-6i)))
[261374] ['(2-2i)', '(7-8i)', '(8+9i)', '(9-5i)'] -> ((2-2i) * (((7-8i) + (8+9i)) - (9-5i)))
[261414] ['(2-2i)', '(7-8i)', '(9+2i)', '(9+6i)'] -> (((2-2i) * (9+2i)) - ((7-8i) - (9+6i)))
[261421] ['(2-2i)', '(7-7i)', '(7-7i)', '(7+6i)'] -> ((2-2i) * ((7+6i) - ((7-7i) / (7-7i))))
[261459] ['(2-2i)', '(7-7i)', '(7-3i)', '(7+5i)'] -> (((2-2i) * (7+5i)) - ((7-7i) - (7-3i)))
[261478] ['(2-2i)', '(7-7i)', '(7-i)', '(8+8i)'] -> (((7-7i) - (7-i)) / ((2-2i) / (8+8i)))
[261484] ['(2-2i)', '(7-7i)', '7', '(7+5i)'] -> ((6-4i) + ((4+2i) * ((2-3i) + (2+2i))))
[261490] ['(2-2i)', '(7-7i)', '7', '(8+9i)'] -> (((2-2i) + (7-7i)) + (7 + (8+9i)))
[261499] ['(2-2i)', '(7-7i)', '(7+i)', '(8+4i)'] -> (((2-2i) * (8+4i)) - ((7-7i) - (7+i)))
[261500] ['(2-2i)', '(7-7i)', '(7+i)', '(8+6i)'] -> ((((7-7i) * (7+i)) - (8+6i)) / (2-2i))
[261501] ['(2-2i)', '(7-7i)', '(7+i)', '(8+8i)'] -> (((2-2i) + (7-7i)) + ((7+i) + (8+8i)))
[261509] ['(2-2i)', '(7-7i)', '(7+2i)', '(8+7i)'] -> (((2-2i) + (7-7i)) + ((7+2i) + (8+7i)))
[261523] ['(2-2i)', '(7-7i)', '(7+3i)', '(8+6i)'] -> (((2-2i) + (7-7i)) + ((7+3i) + (8+6i)))
[261531] ['(2-2i)', '(7-7i)', '(7+4i)', '(8-9i)'] -> ((2-2i) * (((7-7i) + (7+4i)) - (8-9i)))
[261534] ['(2-2i)', '(7-7i)', '(7+4i)', '(8+5i)'] -> (((2-2i) + (7-7i)) + ((7+4i) + (8+5i)))
[261535] ['(2-2i)', '(7-7i)', '(7+4i)', '(9-i)'] -> ((4+4i) - ((2+2i) * ((2-3i) - (6-9i))))
[261543] ['(2-2i)', '(7-7i)', '(7+5i)', '(8-8i)'] -> (-9i - ((8+3i) * ((2+6i) - (5+6i))))
[261547] ['(2-2i)', '(7-7i)', '(7+5i)', '(8+4i)'] -> (((9-4i) + (9+6i)) - ((3-5i) - (9-7i)))
[261553] ['(2-2i)', '(7-7i)', '(7+5i)', '(9+3i)'] -> (((2-2i) * (9+3i)) - ((7-7i) - (7+5i)))
[261560] ['(2-2i)', '(7-7i)', '(7+6i)', '(8-7i)'] -> ((2-2i) * (((7-7i) + (7+6i)) - (8-7i)))
[261564] ['(2-2i)', '(7-7i)', '(7+6i)', '(8+3i)'] -> (((2-2i) + (7-7i)) + ((7+6i) + (8+3i)))
[261574] ['(2-2i)', '(7-7i)', '(7+7i)', '(8-6i)'] -> ((2-2i) * (((7-7i) + (7+7i)) - (8-6i)))
[261577] ['(2-2i)', '(7-7i)', '(7+7i)', '(8+2i)'] -> (((2-2i) + (7-7i)) + ((7+7i) + (8+2i)))
[261589] ['(2-2i)', '(7-7i)', '(7+8i)', '(8-5i)'] -> ((2-2i) * (((7-7i) + (7+8i)) - (8-5i)))
[261590] ['(2-2i)', '(7-7i)', '(7+8i)', '(8+i)'] -> (((2-2i) + (7-7i)) + ((7+8i) + (8+i)))
[261599] ['(2-2i)', '(7-7i)', '(7+9i)', '(8-4i)'] -> ((2-2i) * (((7-7i) + (7+9i)) - (8-4i)))
[261601] ['(2-2i)', '(7-7i)', '(7+9i)', '8'] -> (((9-i) + (9+2i)) - ((3-5i) - (9-6i)))
[261621] ['(2-2i)', '(7-7i)', '(8-8i)', '8'] -> (((1-3i) - (5-3i)) * ((2+4i) - (8+4i)))
[261641] ['(2-2i)', '(7-7i)', '(8-5i)', '8'] -> (8 * ((8-5i) + ((2-2i) - (7-7i))))
[261683] ['(2-2i)', '(7-7i)', '(8+3i)', '(9+3i)'] -> (((2-2i) * (8+3i)) - ((7-7i) - (9+3i)))
[261685] ['(2-2i)', '(7-7i)', '(8+5i)', '(9-8i)'] -> ((2-2i) * (((7-7i) + (8+5i)) - (9-8i)))
[261689] ['(2-2i)', '(7-7i)', '(8+6i)', '(9-7i)'] -> ((2-2i) * (((7-7i) + (8+6i)) - (9-7i)))
[261690] ['(2-2i)', '(7-7i)', '(8+7i)', '(9-6i)'] -> ((2-2i) * (((7-7i) + (8+7i)) - (9-6i)))
[261692] ['(2-2i)', '(7-7i)', '(8+8i)', '(9-5i)'] -> ((2-2i) * (((7-7i) + (8+8i)) - (9-5i)))
[261695] ['(2-2i)', '(7-7i)', '(8+9i)', '(9-4i)'] -> ((2-2i) * (((7-7i) + (8+9i)) - (9-4i)))
[261721] ['(2-2i)', '(7-7i)', '(9+2i)', '(9+7i)'] -> (((2-2i) * (9+2i)) - ((7-7i) - (9+7i)))
[261729] ['(2-2i)', '(7-6i)', '(7-6i)', '(7+6i)'] -> ((2-2i) * ((7+6i) - ((7-6i) / (7-6i))))
[261745] ['(2-2i)', '(7-6i)', '(7-4i)', '(7-2i)'] -> (((7-6i) + ((7-4i) * (7-2i))) / (2-2i))
[261761] ['(2-2i)', '(7-6i)', '(7-2i)', '(7+5i)'] -> (((2-2i) * (7+5i)) - ((7-6i) - (7-2i)))
[261769] ['(2-2i)', '(7-6i)', '(7-i)', '(8+9i)'] -> (((2-2i) + (7-6i)) + ((7-i) + (8+9i)))
[261786] ['(2-2i)', '(7-6i)', '(7+i)', '(8+7i)'] -> (((2-2i) + (7-6i)) + ((7+i) + (8+7i)))
[261794] ['(2-2i)', '(7-6i)', '(7+2i)', '(8+4i)'] -> (((2-2i) * (8+4i)) - ((7-6i) - (7+2i)))
[261795] ['(2-2i)', '(7-6i)', '(7+2i)', '(8+6i)'] -> (((2-2i) + (7-6i)) + ((7+2i) + (8+6i)))
[261799] ['(2-2i)', '(7-6i)', '(7+3i)', '(8-9i)'] -> ((2-2i) * (((7-6i) + (7+3i)) - (8-9i)))
[261802] ['(2-2i)', '(7-6i)', '(7+3i)', '(8+5i)'] -> (((2-2i) + (7-6i)) + ((7+3i) + (8+5i)))
[261809] ['(2-2i)', '(7-6i)', '(7+4i)', '(8-8i)'] -> ((2-2i) * (((7-6i) + (7+4i)) - (8-8i)))
[261812] ['(2-2i)', '(7-6i)', '(7+4i)', '(8+4i)'] -> (((2-2i) + (7-6i)) + ((7+4i) + (8+4i)))
[261816] ['(2-2i)', '(7-6i)', '(7+4i)', '9'] -> (((2-2i) * (7+4i)) - ((7-6i) - 9))
[261818] ['(2-2i)', '(7-6i)', '(7+5i)', '(8-7i)'] -> ((6-6i) * ((9+4i) + ((1-9i) - (8-7i))))
[261820] ['(2-2i)', '(7-6i)', '(7+5i)', '(8+3i)'] -> (((2-2i) + (7-6i)) + ((7+5i) + (8+3i)))
[261824] ['(2-2i)', '(7-6i)', '(7+6i)', '(8-6i)'] -> ((2-2i) * (((7-6i) + (7+6i)) - (8-6i)))
[261826] ['(2-2i)', '(7-6i)', '(7+6i)', '(8+2i)'] -> (((2-2i) + (7-6i)) + ((7+6i) + (8+2i)))
[261829] ['(2-2i)', '(7-6i)', '(7+6i)', '(9+3i)'] -> (((2-2i) * (9+3i)) - ((7-6i) - (7+6i)))
[261834] ['(2-2i)', '(7-6i)', '(7+7i)', '(8-5i)'] -> ((2-2i) * (((7-6i) + (7+7i)) - (8-5i)))
[261836] ['(2-2i)', '(7-6i)', '(7+7i)', '(8+i)'] -> (((2-2i) + (7-6i)) + ((7+7i) + (8+i)))
[261844] ['(2-2i)', '(7-6i)', '(7+8i)', '(8-4i)'] -> ((2-2i) * (((7-6i) + (7+8i)) - (8-4i)))
[261845] ['(2-2i)', '(7-6i)', '(7+8i)', '8'] -> ((2+2i) * ((3+i) + ((1-6i) + (2-i))))
[261849] ['(2-2i)', '(7-6i)', '(7+9i)', '(8-3i)'] -> ((2-2i) * (((7-6i) + (7+9i)) - (8-3i)))
[261851] ['(2-2i)', '(7-6i)', '(7+9i)', '(8-i)'] -> (((2-2i) + (7-6i)) + ((7+9i) + (8-i)))
[261890] ['(2-2i)', '(7-6i)', '(8-4i)', '8'] -> ((3-3i) * ((9-2i) - ((2-7i) + (3+i))))
[261907] ['(2-2i)', '(7-6i)', '(8-2i)', '(9+3i)'] -> (((2-2i) / (7-6i)) * ((8-2i) * (9+3i)))
[261914] ['(2-2i)', '(7-6i)', '8', '8'] -> ((((7-6i) * 8) - 8) / (2-2i))
[261931] ['(2-2i)', '(7-6i)', '(8+3i)', '(9-9i)'] -> ((2-2i) * (((7-6i) + (8+3i)) - (9-9i)))
[261934] ['(2-2i)', '(7-6i)', '(8+3i)', '(9+4i)'] -> ((7-9i) + ((6+i) * ((1-3i) + (2+4i))))
[261941] ['(2-2i)', '(7-6i)', '(8+5i)', '(9-7i)'] -> ((2-2i) * (((7-6i) + (8+5i)) - (9-7i)))
[261944] ['(2-2i)', '(7-6i)', '(8+6i)', '(9-6i)'] -> ((2-2i) * (((7-6i) + (8+6i)) - (9-6i)))
[261946] ['(2-2i)', '(7-6i)', '(8+7i)', '(9-5i)'] -> ((2-2i) * (((7-6i) + (8+7i)) - (9-5i)))
[261947] ['(2-2i)', '(7-6i)', '(8+8i)', '(9-4i)'] -> ((2-2i) * (((7-6i) + (8+8i)) - (9-4i)))
[261949] ['(2-2i)', '(7-6i)', '(8+9i)', '(9-3i)'] -> ((2-2i) * (((7-6i) + (8+9i)) - (9-3i)))
[261974] ['(2-2i)', '(7-6i)', '(9+2i)', '(9+8i)'] -> (((2-2i) * (9+2i)) - ((7-6i) - (9+8i)))
[261981] ['(2-2i)', '(7-5i)', '(7-5i)', '(7+6i)'] -> ((2-2i) * ((7+6i) - ((7-5i) / (7-5i))))
[262002] ['(2-2i)', '(7-5i)', '(7-2i)', '(8+9i)'] -> (((2-2i) + (7-5i)) + ((7-2i) + (8+9i)))
[262005] ['(2-2i)', '(7-5i)', '(7-2i)', '(9+i)'] -> (((9+i) + ((7-5i) * (7-2i))) / (2-2i))
[262009] ['(2-2i)', '(7-5i)', '(7-i)', '(7+5i)'] -> (((2-2i) * (7+5i)) - ((7-5i) - (7-i)))
[262014] ['(2-2i)', '(7-5i)', '(7-i)', '(8+8i)'] -> (((2-2i) + (7-5i)) + ((7-i) + (8+8i)))
[262025] ['(2-2i)', '(7-5i)', '7', '(8+7i)'] -> (((2-2i) + (7-5i)) + (7 + (8+7i)))
[262031] ['(2-2i)', '(7-5i)', '(7+i)', '(8+6i)'] -> (((2-2i) + (7-5i)) + ((7+i) + (8+6i)))
[262032] ['(2-2i)', '(7-5i)', '(7+i)', '(8+8i)'] -> (((7-5i) - (7+i)) / ((2-2i) / (8+8i)))
[262034] ['(2-2i)', '(7-5i)', '(7+2i)', '(8-9i)'] -> ((2-2i) * (((7-5i) + (7+2i)) - (8-9i)))
[262036] ['(2-2i)', '(7-5i)', '(7+2i)', '(8+5i)'] -> (((2-2i) + (7-5i)) + ((7+2i) + (8+5i)))
[262042] ['(2-2i)', '(7-5i)', '(7+3i)', '(8-8i)'] -> ((2-2i) * (((7-5i) + (7+3i)) - (8-8i)))
[262045] ['(2-2i)', '(7-5i)', '(7+4i)', '(8-7i)'] -> ((2-2i) * (((7-5i) + (7+4i)) - (8-7i)))
[262046] ['(2-2i)', '(7-5i)', '(7+4i)', '(8+3i)'] -> (((2-2i) + (7-5i)) + ((7+4i) + (8+3i)))
[262050] ['(2-2i)', '(7-5i)', '(7+4i)', '(9+i)'] -> (((2-2i) * (7+4i)) - ((7-5i) - (9+i)))
[262052] ['(2-2i)', '(7-5i)', '(7+5i)', '(8-6i)'] -> ((2-2i) * (((7-5i) + (7+5i)) - (8-6i)))
[262053] ['(2-2i)', '(7-5i)', '(7+5i)', '(8+2i)'] -> (((2-2i) + (7-5i)) + ((7+5i) + (8+2i)))
[262057] ['(2-2i)', '(7-5i)', '(7+6i)', '(8-5i)'] -> ((2-2i) * (((7-5i) + (7+6i)) - (8-5i)))
[262058] ['(2-2i)', '(7-5i)', '(7+6i)', '(8+i)'] -> (((2-2i) + (7-5i)) + ((7+6i) + (8+i)))
[262062] ['(2-2i)', '(7-5i)', '(7+7i)', '(8-4i)'] -> ((2-2i) * (((7-5i) + (7+7i)) - (8-4i)))
[262063] ['(2-2i)', '(7-5i)', '(7+7i)', '8'] -> (((2-2i) + (7-5i)) + ((7+7i) + 8))
[262065] ['(2-2i)', '(7-5i)', '(7+7i)', '(9+3i)'] -> (((2-2i) * (9+3i)) - ((7-5i) - (7+7i)))
[262066] ['(2-2i)', '(7-5i)', '(7+8i)', '(8-3i)'] -> ((2-2i) * (((7-5i) + (7+8i)) - (8-3i)))
[262067] ['(2-2i)', '(7-5i)', '(7+8i)', '(8-i)'] -> (((2-2i) + (7-5i)) + ((7+8i) + (8-i)))
[262105] ['(2-2i)', '(7-5i)', '(8-3i)', '8'] -> (8 * ((8-3i) + ((2-2i) - (7-5i))))
[262116] ['(2-2i)', '(7-5i)', '8', '(8+8i)'] -> ((((7-5i) * 8) - (8+8i)) / (2-2i))
