[177292] ['4/7', '5/6', '5/3', '9/4', '6'] -> ((((5/6 + 5/3) * 6) / 4/7) - 9/4)
[188185] ['5/7', '3/4', '7/9', '7/6', '2'] -> ((5/7 / (7/9 - 3/4)) - (2 / 7/6))
[188186] ['1/8', '1', '9/7', '9/7', '9/7'] -> ((1 + ((9/7 + 9/7) / 9/7)) / 1/8)
[188187] ['3/7', '1/2', '9/8', '7/4', '6'] -> ((((6 / 3/7) - 9/8) / 1/2) - 7/4)
[188188] ['3/4', '6/7', '8/5', '7/2', '9'] -> (8/5 * ((6/7 * 7/2) + (9 / 3/4)))
[188189] ['1/3', '4/7', '5/7', '7/8', '6'] -> ((5/7 + 6) / (4/7 - (1/3 * 7/8)))
[188190] ['4/7', '3/2', '8/5', '9/4', '8'] -> (8 * ((9/4 / 4/7) - (3/2 / 8/5)))
[188191] ['1/9', '3/7', '5/3', '7/2', '9'] -> ((3/7 * 7/2) * (9 * (1/9 + 5/3)))
[188192] ['1/5', '1/4', '3/8', '8/9', '1'] -> ((3/8 + (1 / (1/5 * 8/9))) / 1/4)
[188193] ['1/3', '4/7', '5/7', '8/9', '6'] -> (((5/7 / 4/7) + (6 / 8/9)) / 1/3)
[188194] ['3/5', '5/7', '8/5', '8/5', '6'] -> (8/5 + ((8/5 * 6) / (3/5 * 5/7)))
[188195] ['1/8', '1', '9/7', '9/7', '8/5'] -> (9/7 / (((9/7 - 1) / 8/5) - 1/8))
[188196] ['3/7', '1/2', '9/8', '5/2', '6'] -> ((1/2 * 6) / ((9/8 / 3/7) - 5/2))
[188197] ['5/7', '6/7', '7/4', '9/5', '8'] -> ((8 * (7/4 * 9/5)) - (6/7 / 5/7))
[188198] ['4/7', '3/2', '8/5', '8/3', '8'] -> (8/5 * (8 + ((8/3 * 3/2) / 4/7)))
[188199] ['4/7', '9/7', '3/2', '3', '9/2'] -> (((3 * 9/2) - (9/7 - 3/2)) / 4/7)
[188200] ['1/8', '1', '9/7', '9/7', '5/3'] -> ((1 + 5/3) * ((9/7 / 1/8) - 9/7))
[188201] ['3/5', '5/7', '8/5', '9/5', '6'] -> ((3/5 + 9/5) * (8/5 + (6 / 5/7)))
[188202] ['1/9', '3/7', '7/4', '7/4', '9'] -> ((7/4 / 1/9) + (9 - (3/7 * 7/4)))
[188203] ['3/7', '4/5', '6/7', '5/4', '2'] -> ((6/7 / 5/4) / (3/7 - (4/5 / 2)))
[188204] ['3/4', '6/7', '5/3', '9/4', '9'] -> ((9 / (3/4 * 6/7)) / (9/4 - 5/3))
[188205] ['1/7', '2/5', '7/8', '7/3', '7'] -> (7 / ((7/8 / 1/7) - (7/3 / 2/5)))
[188206] ['4/7', '3/2', '8/5', '9/2', '8'] -> ((8/5 * 8) * (9/2 - (3/2 / 4/7)))
[188207] ['4/7', '9/7', '8/5', '8/5', '3'] -> (((8/5 + 8/5) * (9/7 + 3)) / 4/7)
[188208] ['1/5', '1/4', '3/8', '1', '5/4'] -> ((1/5 + 1) / ((3/8 / 5/4) - 1/4))
[188209] ['1/8', '1', '9/7', '9/7', '9/5'] -> (((1 + 9/7) + (9/7 / 9/5)) / 1/8)
[188210] ['3/4', '6/7', '5/3', '7/3', '9'] -> (9 / ((7/3 * (3/4 / 6/7)) - 5/3))
[188211] ['3/7', '4/5', '6/7', '9/7', '2'] -> (6/7 / ((3/7 - 2) + (9/7 / 4/5)))
[188212] ['7/9', '6/5', '9/7', '9/5', '5'] -> (5 * ((6/5 + 9/7) + (9/5 / 7/9)))
[188213] ['4/7', '9/7', '8/5', '5/3', '3'] -> ((8/5 * 3) / ((9/7 / 5/3) - 4/7))
[188214] ['5/7', '3/4', '7/9', '7/4', '2'] -> ((2 / (3/4 * 7/4)) / (7/9 - 5/7))
[188215] ['1/8', '1', '9/7', '9/7', '9/4'] -> ((9/7 / 1/8) / (1 - (9/7 / 9/4)))
[188216] ['4/7', '3/2', '5/3', '9/5', '8'] -> ((5/3 * 9/5) + ((8 * 3/2) / 4/7))
[188217] ['3/4', '6/7', '5/3', '5/2', '9'] -> (9 / (((5/2 - 3/4) / 6/7) - 5/3))
[188218] ['3/7', '4/5', '6/7', '7/5', '2'] -> (3/7 / ((7/5 / (4/5 * 2)) - 6/7))
[188219] ['4/7', '9/7', '8/5', '7/4', '3'] -> (3 * ((9/7 / (7/4 - 8/5)) - 4/7))
[188220] ['1/7', '2/5', '7/8', '7/2', '7'] -> ((2/5 / 7/8) * (7/2 + (7 / 1/7)))
[188221] ['4/7', '3/2', '5/3', '5/2', '8'] -> (8 / (3/2 - (5/3 / (4/7 * 5/2))))
[188222] ['3/4', '6/7', '5/3', '8/3', '9'] -> ((((9 - 3/4) * 8/3) / 6/7) - 5/3)
[188223] ['3/7', '4/5', '6/7', '3/2', '2'] -> (6/7 / ((3/7 / 4/5) + (3/2 - 2)))
[188224] ['1/3', '4/7', '3/4', '4/5', '6'] -> ((6 / (4/5 - 4/7)) - (3/4 / 1/3))
[188225] ['7/9', '6/5', '9/7', '8/3', '5'] -> (8/3 * (9/7 + ((5 * 6/5) / 7/9)))
[188226] ['4/7', '3/2', '5/3', '8/3', '8'] -> (((8/3 + (3/2 * 8)) / 4/7) - 5/3)
[188227] ['1/9', '3/7', '9/5', '9/5', '9'] -> ((9 - (9/5 / 3/7)) / (1/9 * 9/5))
[188228] ['3/7', '5/8', '1', '5/3', '5/2'] -> (1 / ((5/2 / 5/3) - (5/8 / 3/7)))
[188229] ['5/7', '3/4', '7/9', '2', '7/3'] -> ((2 * 7/3) / (3/4 - (5/7 * 7/9)))
[188230] ['1/3', '4/7', '3/4', '5/6', '6'] -> ((((6 * 5/6) / 4/7) - 3/4) / 1/3)
[188231] ['3/4', '6/7', '5/3', '9/2', '9'] -> (((5/3 * 9/2) + (9 / 6/7)) / 3/4)
[188232] ['2/5', '4/9', '7/5', '7/2', '7'] -> ((7/2 * 7) - (7/5 - (2/5 / 4/9)))
[188233] ['5/7', '6/7', '9/4', '5/2', '8'] -> (6/7 / ((8 * (5/7 / 5/2)) - 9/4))
[188234] ['1/3', '4/7', '3/4', '7/8', '6'] -> (6 / ((4/7 * 7/8) - (1/3 * 3/4)))
[188235] ['3/7', '1/2', '7/6', '7/6', '6'] -> (6 / (3/7 * (7/6 - (1/2 * 7/6))))
[188236] ['4/7', '3/2', '7/4', '9/5', '8'] -> ((7/4 * 9/5) * (8 - (4/7 / 3/2)))
[188237] ['4/7', '9/7', '8/5', '5/2', '3'] -> (9/7 / ((5/2 - 4/7) - (3 / 8/5)))
[188238] ['1/5', '1/4', '2/5', '3/7', '1'] -> (((1/5 / (3/7 - 2/5)) - 1) / 1/4)
[188239] ['3/5', '5/7', '5/3', '8/3', '6'] -> (6 * (5/3 + (5/7 * (3/5 + 8/3))))
[188240] ['3/7', '4/5', '6/7', '9/5', '2'] -> (4/5 / (((2 - 3/7) / 6/7) - 9/5))
[188241] ['3/7', '1/2', '7/6', '6/5', '6'] -> ((6 / (7/6 - (3/7 + 1/2))) - 6/5)
[188242] ['1/7', '2/5', '8/9', '8/7', '7'] -> (8/9 * (7 + (8/7 / (1/7 * 2/5))))
[188243] ['4/7', '3/2', '7/4', '9/4', '8'] -> (8 / ((4/7 * 7/4) - (3/2 / 9/4)))
[188244] ['3/4', '6/7', '7/4', '5/2', '9'] -> (9 / ((3/4 * 5/2) - (6/7 * 7/4)))
[188245] ['2/5', '4/9', '3/2', '3/2', '7'] -> (((7 / 2/5) - 3/2) / (4/9 * 3/2))
[188246] ['4/7', '9/7', '8/5', '8/3', '3'] -> (3 / ((9/7 / 8/3) - (4/7 / 8/5)))
[188247] ['1/8', '1', '9/7', '4/3', '8/5'] -> ((9/7 * 8/5) * (1 + (4/3 / 1/8)))
[188248] ['3/7', '1/2', '7/6', '4/3', '6'] -> (6 / (4/3 - (7/6 * (3/7 + 1/2))))
[188249] ['3/5', '5/7', '5/3', '7/2', '6'] -> (5/3 * ((6 * (5/7 * 7/2)) - 3/5))
[188250] ['1/3', '4/7', '3/4', '9/8', '6'] -> (3/4 / ((1/3 * 6) - (9/8 / 4/7)))
[188251] ['2/5', '4/9', '3/2', '5/3', '7'] -> (((7 - (2/5 * 3/2)) * 5/3) / 4/9)
[188252] ['1/9', '3/7', '9/5', '8/3', '9'] -> ((8/3 + 9) * ((3/7 / 1/9) - 9/5))
[188253] ['4/7', '3/2', '9/5', '9/5', '8'] -> (((8 * 9/5) / 4/7) - (9/5 / 3/2))
[188254] ['1/5', '1/4', '2/5', '5/9', '1'] -> ((1/5 + 1) / ((1/4 / 5/9) - 2/5))
[188255] ['3/7', '5/8', '1', '7/4', '9/5'] -> ((3/7 / 5/8) / ((9/5 / 7/4) - 1))
[188256] ['3/4', '6/7', '9/5', '9/4', '9'] -> (9 / ((9/4 / 9/5) - (3/4 / 6/7)))
[188257] ['5/7', '6/7', '8/3', '9/2', '8'] -> (((8 + (8/3 * 9/2)) * 6/7) / 5/7)
[188258] ['2/5', '4/9', '3/2', '7/4', '7'] -> (3/2 + (7 / (7/4 * (2/5 * 4/9))))
[188259] ['3/7', '4/5', '6/7', '2', '5/2'] -> (6/7 / ((3/7 / 4/5) + (2 - 5/2)))
[188260] ['1/7', '2/5', '8/9', '6/5', '7'] -> ((2/5 / (1/7 - (8/9 / 7))) - 6/5)
[188261] ['3/7', '5/8', '1', '7/4', '9/4'] -> ((9/4 / 7/4) / ((3/7 + 5/8) - 1))
[188262] ['4/7', '3/2', '9/5', '9/4', '8'] -> (9/5 * ((8 / 4/7) - (3/2 / 9/4)))
[188263] ['1/3', '4/7', '3/4', '5/4', '6'] -> (3/4 / ((5/4 / (4/7 * 6)) - 1/3))
[188264] ['1/9', '3/7', '9/5', '9/2', '9'] -> ((3/7 * (9/5 + 9/2)) * (9 - 1/9))
[188265] ['1/5', '1/4', '2/5', '5/7', '1'] -> ((1/5 + 1) / (2/5 - (1/4 / 5/7)))
[188266] ['4/7', '9/7', '5/3', '7/4', '3'] -> (((9/7 / 4/7) / (7/4 - 5/3)) - 3)
[188267] ['3/7', '5/8', '1', '7/4', '7/3'] -> (3/7 / (((5/8 + 7/4) / 7/3) - 1))
[188268] ['4/7', '3/2', '9/5', '5/2', '8'] -> ((4/7 + 8) * (5/2 - (3/2 - 9/5)))
[188269] ['3/4', '6/7', '9/5', '8/3', '9'] -> (((9/5 * 6/7) / 3/4) * (8/3 + 9))
[188270] ['1/3', '4/7', '3/4', '4/3', '6'] -> ((4/7 + (4/3 / 1/3)) * (6 - 3/4))
[188271] ['2/5', '4/9', '3/2', '8/3', '7'] -> (((7 * 8/3) / 2/5) / (4/9 + 3/2))
[188272] ['3/7', '1/2', '6/5', '9/7', '6'] -> (((6 + (9/7 / 1/2)) * 6/5) / 3/7)
[188273] ['4/7', '9/7', '5/3', '9/5', '3'] -> ((9/5 + 3) / ((9/7 / 5/3) - 4/7))
[188274] ['5/7', '7/8', '7/8', '9/8', '8'] -> (8 * (5/7 + ((7/8 + 9/8) / 7/8)))
[188275] ['3/5', '5/7', '7/4', '5/2', '6'] -> (6 / ((3/5 * 5/2) - (5/7 * 7/4)))
[188276] ['1/3', '4/7', '3/4', '3/2', '6'] -> (6 / (3/2 * (3/4 - (1/3 / 4/7))))
[188277] ['7/9', '6/5', '4/3', '7/3', '5'] -> ((4/3 * 7/3) * ((5 * 6/5) / 7/9))
[188278] ['4/7', '3/2', '9/5', '7/2', '8'] -> (8 / (4/7 - ((3/2 / 9/5) / 7/2)))
[188279] ['1/7', '2/5', '8/9', '7/5', '7'] -> (((7 * (1/7 + 7/5)) * 8/9) / 2/5)
[188280] ['3/7', '5/8', '1', '7/4', '7/2'] -> (1 / ((5/8 + 7/2) - (7/4 / 3/7)))
[188281] ['1/8', '1', '9/7', '7/5', '7/5'] -> ((9/7 + ((1 + 7/5) / 7/5)) / 1/8)
[188282] ['7/9', '6/5', '4/3', '5/2', '5'] -> (4/3 / (5 - (5/2 * (7/9 + 6/5))))
[188283] ['1/3', '4/7', '3/4', '8/5', '6'] -> ((6 / (4/7 - 1/3)) - (3/4 * 8/5))
[188284] ['4/7', '9/7', '5/3', '7/3', '3'] -> (3 * (5/3 + ((9/7 + 7/3) / 4/7)))
[188285] ['1/9', '3/7', '9/4', '7/2', '9'] -> ((9 / (1/9 * 3/7)) / (9/4 * 7/2))
[188286] ['3/5', '5/7', '7/4', '9/2', '6'] -> (6 / ((3/5 * 9/2) - (7/4 / 5/7)))
[188287] ['3/7', '4/5', '7/8', '8/7', '2'] -> ((2 / (7/8 - 4/5)) - (8/7 / 3/7))
[188288] ['5/7', '7/8', '7/8', '5/4', '8'] -> (((7/8 + (5/4 / 5/7)) * 8) / 7/8)
[188289] ['3/7', '1/2', '6/5', '5/3', '6'] -> (((6 / 3/7) - (6/5 * 5/3)) / 1/2)
[188290] ['4/7', '3/2', '9/5', '9/2', '8'] -> (8 / (4/7 - (3/2 / (9/5 + 9/2))))
[188291] ['1/3', '4/7', '3/4', '5/3', '6'] -> (6 * ((1/3 + 3/4) + (5/3 / 4/7)))
[188292] ['7/9', '6/5', '4/3', '7/2', '5'] -> (5 * (((7/2 * 4/3) / 7/9) - 6/5))
[188293] ['2/5', '4/9', '8/5', '7/4', '7'] -> ((8/5 / 4/9) / (2/5 - (7/4 / 7)))
[188294] ['5/7', '3/4', '4/5', '5/3', '2'] -> (2 / (5/7 * (5/3 - (3/4 + 4/5))))
[188295] ['3/7', '1/2', '6/5', '7/4', '6'] -> (6 / (7/4 * (1/2 - (3/7 / 6/5))))
[188296] ['4/7', '9/7', '5/3', '3', '7/2'] -> (7/2 * ((4/7 + 9/7) + (5/3 * 3)))
[188297] ['4/7', '3/2', '9/4', '9/4', '8'] -> (4/7 * (3/2 + (8 * (9/4 * 9/4))))
[188298] ['1/5', '1/4', '2/5', '1', '3/2'] -> (1/4 + ((1 + (3/2 / 2/5)) / 1/5))
[188299] ['1/7', '2/5', '8/9', '8/5', '7'] -> ((8/9 * 7) * ((8/5 / 2/5) - 1/7))
[188300] ['5/7', '7/8', '7/8', '7/5', '8'] -> (((7/5 + (7/8 / 5/7)) * 8) / 7/8)
[188301] ['7/9', '6/5', '7/5', '7/5', '5'] -> (5 * (6/5 + ((7/5 + 7/5) / 7/9)))
[188302] ['3/5', '5/7', '9/5', '7/3', '6'] -> ((5/7 * 7/3) * (6 * (3/5 + 9/5)))
[188303] ['3/7', '1/2', '6/5', '9/5', '6'] -> (6 * (1/2 + (9/5 / (3/7 * 6/5))))
[188304] ['3/7', '4/5', '7/8', '5/4', '2'] -> ((4/5 * 5/4) / ((7/8 / 3/7) - 2))
[188305] ['5/7', '7/8', '7/8', '3/2', '8'] -> (8 * ((5/7 * 7/8) + (7/8 + 3/2)))
[188306] ['1/8', '1', '9/7', '7/5', '9/4'] -> (9/4 / ((1/8 / (7/5 - 9/7)) - 1))
[188307] ['2/5', '4/9', '8/5', '5/2', '7'] -> (((7 + (8/5 / 4/9)) / 2/5) - 5/2)
[188308] ['4/7', '9/7', '7/4', '9/5', '3'] -> ((9/7 / (9/5 - 7/4)) - (4/7 * 3))
[188309] ['3/7', '5/8', '1', '9/5', '5/2'] -> (5/2 / ((1 / (9/5 - 3/7)) - 5/8))
[188310] ['5/7', '7/8', '7/8', '8/5', '8'] -> (8 * (8/5 + (7/8 / (5/7 * 7/8))))
[188311] ['1/9', '3/7', '7/3', '7/2', '9'] -> ((3/7 + (7/3 / 1/9)) + (9 / 7/2))
[188312] ['3/7', '4/5', '7/8', '9/7', '2'] -> (3/7 / (((2 - 9/7) / 4/5) - 7/8))
[188313] ['3/7', '5/8', '1', '9/5', '8/3'] -> (1 / (8/3 - ((9/5 * 5/8) / 3/7)))
[188314] ['7/9', '6/5', '7/5', '8/5', '5'] -> ((6/5 + (7/5 / 7/9)) * (8/5 * 5))
[188315] ['5/7', '3/4', '4/5', '2', '7/3'] -> ((2 / (5/7 * 7/3)) / (4/5 - 3/4))
[188316] ['1/7', '2/5', '8/9', '9/5', '7'] -> ((8/9 / 9/5) * ((7 / 1/7) - 2/5))
[188317] ['4/7', '3/2', '5/2', '9/2', '8'] -> (3/2 * ((8 / 4/7) - (5/2 - 9/2)))
[188318] ['3/5', '5/7', '9/5', '9/2', '6'] -> ((9/2 + 6) * ((9/5 / 3/5) - 5/7))
[188319] ['3/4', '6/7', '9/2', '9/2', '9'] -> (9/2 * ((3/4 / 9) + (9/2 / 6/7)))
[188320] ['1/5', '1/4', '2/5', '1', '7/3'] -> (2/5 / ((1/5 * (7/3 - 1)) - 1/4))
[188321] ['1/8', '1', '9/7', '7/5', '8/3'] -> (((7/5 * 9/7) / 1/8) * (8/3 - 1))
[188322] ['3/4', '7/8', '7/8', '7/8', '9'] -> ((7/8 + 7/8) * (9 / (3/4 * 7/8)))
[188323] ['1/7', '2/5', '8/9', '9/4', '7'] -> ((8/9 / 2/5) + (7 / (1/7 * 9/4)))
[188324] ['4/7', '9/7', '7/4', '3', '9/2'] -> ((9/7 / 9/2) / ((7/4 / 3) - 4/7))
[188325] ['1/5', '1/4', '2/5', '1', '7/2'] -> ((((7/2 * 2/5) / 1/5) - 1) / 1/4)
[188326] ['1/3', '4/7', '7/9', '7/6', '6'] -> (((4/7 * 7/6) + (6 / 1/3)) / 7/9)
[188327] ['2/5', '4/9', '5/3', '9/4', '7'] -> (5/3 * (((2/5 + 7) / 4/9) - 9/4))
[188328] ['5/7', '7/8', '7/8', '7/3', '8'] -> ((5/7 + 7/3) * (7/8 + (7/8 * 8)))
[188329] ['3/4', '7/8', '7/8', '8/9', '9'] -> (9 / (((7/8 / 7/8) / 8/9) - 3/4))
[188330] ['1/7', '2/5', '8/9', '7/3', '7'] -> ((7 / (2/5 - 1/7)) - (8/9 + 7/3))
[188331] ['4/7', '8/5', '8/5', '8/5', '8'] -> (8/5 * ((8/5 / 8/5) + (8 / 4/7)))
[188332] ['7/9', '6/5', '7/5', '9/5', '5'] -> (5 * ((6/5 + 9/5) + (7/5 / 7/9)))
[188333] ['2/5', '4/9', '5/3', '7/3', '7'] -> (((4/9 / 5/3) + (7/3 + 7)) / 2/5)
[188334] ['3/4', '7/8', '7/8', '8/7', '9'] -> ((7/8 + 7/8) * ((9 * 8/7) / 3/4))
[188335] ['5/7', '7/8', '7/8', '5/2', '8'] -> ((((5/2 / 5/7) - 7/8) * 8) / 7/8)
[188336] ['3/5', '5/7', '9/4', '7/2', '6'] -> (6 / ((3/5 - 7/2) + (9/4 / 5/7)))
[188337] ['1/3', '4/7', '7/9', '5/4', '6'] -> (6 / (5/4 - (4/7 + (1/3 / 7/9))))
[188338] ['3/7', '1/2', '5/4', '5/3', '6'] -> (5/3 * ((1/2 / 5/4) + (6 / 3/7)))
[188339] ['3/7', '5/8', '1', '9/4', '8/3'] -> ((1 + ((8/3 * 9/4) / 3/7)) / 5/8)
[188340] ['3/4', '7/8', '7/8', '6/5', '9'] -> (9 / ((7/8 / 7/8) - (3/4 / 6/5)))
[188341] ['7/9', '6/5', '7/5', '5/2', '5'] -> (5 * ((6/5 * 5/2) + (7/5 / 7/9)))
[188342] ['1/3', '4/7', '7/9', '9/7', '6'] -> (6 / (9/7 * (7/9 - (1/3 / 4/7))))
[188343] ['2/5', '4/9', '5/3', '8/3', '7'] -> ((((7 - 5/3) / 2/5) - 8/3) / 4/9)
[188344] ['3/7', '1/2', '5/4', '9/5', '6'] -> (5/4 * ((9/5 / (1/2 - 3/7)) - 6))
[188345] ['1/7', '2/5', '8/9', '7/2', '7'] -> ((8/9 * 7) * (7/2 + (1/7 / 2/5)))
[188346] ['5/7', '3/4', '5/6', '7/8', '2'] -> ((2 + (3/4 / 7/8)) / (5/6 - 5/7))
[188347] ['4/7', '8/5', '8/5', '9/4', '8'] -> ((8/5 + (8 / 4/7)) / (9/4 - 8/5))
[188348] ['3/4', '7/8', '7/8', '4/3', '9'] -> (9 * (4/3 + (7/8 / (3/4 * 7/8))))
[188349] ['1/9', '3/7', '9/2', '9/2', '9'] -> ((9/2 + (9/2 / 1/9)) - (9 / 3/7))
[188350] ['5/7', '7/8', '8/9', '8/9', '8'] -> (8 / (8/9 - (8/9 * (5/7 * 7/8))))
[188351] ['1/3', '4/7', '7/9', '3/2', '6'] -> ((4/7 * 3/2) + (6 / (1/3 * 7/9)))
[188352] ['5/7', '3/4', '5/6', '8/9', '2'] -> (((5/6 / (3/4 - 5/7)) - 2) / 8/9)
[188353] ['1/5', '1/4', '3/7', '5/8', '1'] -> (1 / ((5/8 * (1/5 / 3/7)) - 1/4))
[188354] ['5/7', '7/8', '8/9', '9/8', '8'] -> (8 / (8/9 - ((5/7 * 7/8) / 9/8)))
[188355] ['2/5', '4/9', '5/3', '9/2', '7'] -> (5/3 * (2/5 + (7 * (4/9 * 9/2))))
[188356] ['3/7', '1/2', '5/4', '9/2', '6'] -> (6 * (((9/2 * 1/2) / 3/7) - 5/4))
[188357] ['3/4', '7/8', '7/8', '8/5', '9'] -> (8/5 * ((9 * (7/8 + 7/8)) - 3/4))
[188358] ['5/7', '3/4', '5/6', '9/8', '2'] -> (9/8 * ((5/6 / (3/4 - 5/7)) - 2))
[188359] ['1/7', '2/5', '9/8', '8/7', '7'] -> ((7 + (8/7 / (1/7 * 2/5))) / 9/8)
[188360] ['3/7', '4/5', '7/8', '2', '5/2'] -> (3/7 / ((5/2 / (4/5 + 2)) - 7/8))
[188361] ['3/7', '5/8', '1', '7/3', '9/2'] -> (((9/2 * (3/7 + 1)) * 7/3) / 5/8)
[188362] ['1/3', '4/7', '7/9', '5/3', '6'] -> (4/7 / ((5/3 / (7/9 * 6)) - 1/3))
[188363] ['1/5', '1/4', '3/7', '7/9', '1'] -> (((1 / (1/5 * 7/9)) - 3/7) / 1/4)
[188364] ['3/7', '5/8', '1', '5/2', '5/2'] -> ((5/2 / 5/8) / (5/2 - (1 / 3/7)))
[188365] ['3/7', '1/2', '9/7', '9/5', '6'] -> ((3/7 / (9/5 - (1/2 + 9/7))) - 6)
[188366] ['3/5', '5/7', '8/3', '7/2', '6'] -> ((8/3 * 7/2) * (6 * (3/5 * 5/7)))
[188367] ['3/4', '7/8', '7/8', '9/2', '9'] -> ((9 * (9/2 - (7/8 + 7/8))) - 3/4)
[188368] ['1/9', '4/9', '4/9', '4/5', '9'] -> ((((9 - 1/9) / 4/5) - 4/9) / 4/9)
[188369] ['4/7', '9/7', '7/3', '7/3', '3'] -> (7/3 * ((3 * (9/7 + 7/3)) - 4/7))
[188370] ['1/3', '4/7', '7/9', '7/4', '6'] -> (6 / (7/4 * (4/7 - (1/3 / 7/9))))
[188371] ['1/5', '1/4', '3/7', '4/5', '1'] -> (((1 / (3/7 - 1/4)) - 4/5) / 1/5)
[188372] ['7/9', '6/5', '3/2', '9/4', '5'] -> ((6/5 * 5) / ((7/9 * 9/4) - 3/2))
[188373] ['5/7', '3/4', '5/6', '3/2', '2'] -> ((2 / (3/4 - 5/7)) / (5/6 + 3/2))
[188374] ['1/8', '1', '9/7', '8/5', '9/4'] -> (8/5 * (1 + (9/4 / (1/8 * 9/7))))
[188375] ['4/7', '8/5', '5/3', '7/2', '8'] -> (5/3 * ((8 * (4/7 * 7/2)) - 8/5))
[188376] ['3/7', '5/8', '1', '5/2', '7/2'] -> ((1 + ((5/2 + 7/2) / 3/7)) / 5/8)
[188377] ['7/9', '6/5', '3/2', '7/3', '5'] -> (5 * ((6/5 * 3/2) + (7/3 / 7/9)))
[188378] ['3/4', '7/8', '8/9', '8/7', '9'] -> (9 / ((8/7 * (7/8 / 8/9)) - 3/4))
[188379] ['3/7', '1/2', '4/3', '8/5', '6'] -> ((4/3 + (1/2 / 3/7)) * (8/5 * 6))
[188380] ['1/9', '4/9', '4/9', '8/7', '9'] -> (((9 - (1/9 - 4/9)) * 8/7) / 4/9)
[188381] ['4/7', '9/7', '7/3', '8/3', '3'] -> (((3 * (7/3 + 8/3)) - 9/7) / 4/7)
[188382] ['1/3', '4/7', '7/9', '9/4', '6'] -> ((6 / 9/4) / ((4/7 * 7/9) - 1/3))
[188383] ['5/7', '3/4', '5/6', '5/3', '2'] -> (2 / ((3/4 * 5/3) - (5/6 / 5/7)))
[188384] ['3/5', '5/7', '9/2', '9/2', '6'] -> (6 + ((9/2 + (9/2 / 5/7)) / 3/5))
[188385] ['1/7', '2/5', '9/8', '7/5', '7'] -> ((7 * (1/7 + 7/5)) / (2/5 * 9/8))
[188386] ['5/7', '7/8', '8/9', '7/5', '8'] -> ((8 / (5/7 * 8/9)) / (7/5 - 7/8))
[188387] ['2/5', '4/9', '7/4', '8/3', '7'] -> (((8/3 / 2/5) + (7 / 7/4)) / 4/9)
[188388] ['5/7', '3/4', '5/6', '7/4', '2'] -> (2 / (3/4 - (5/6 / (5/7 * 7/4))))
[188389] ['1/9', '4/9', '4/9', '6/5', '9'] -> (6/5 * ((9 / 4/9) - (1/9 / 4/9)))
[188390] ['3/7', '1/2', '4/3', '9/5', '6'] -> (9/5 * ((6 / 3/7) - (1/2 * 4/3)))
[188391] ['7/9', '6/5', '3/2', '8/3', '5'] -> ((8/3 / 5) / ((6/5 / 3/2) - 7/9))
[188392] ['4/7', '9/7', '5/2', '5/2', '3'] -> (((3 * (5/2 + 5/2)) - 9/7) / 4/7)
[188393] ['4/7', '8/5', '7/4', '9/4', '8'] -> (8/5 * (8 + ((7/4 + 9/4) / 4/7)))
[188394] ['3/4', '7/8', '8/9', '9/7', '9'] -> (9 / (((3/4 + 7/8) / 9/7) - 8/9))
[188395] ['1/8', '1', '9/7', '8/5', '7/2'] -> (9/7 / (((1 / 8/5) / 7/2) - 1/8))
[188396] ['3/7', '4/5', '8/9', '6/5', '2'] -> ((4/5 / (8/9 - (3/7 * 2))) - 6/5)
[188397] ['5/7', '7/8', '8/9', '8/5', '8'] -> (8 / (8/9 * (8/5 - (7/8 / 5/7))))
[188398] ['1/5', '1/4', '3/7', '1', '7/6'] -> ((1 / (1/5 * 7/6)) / (3/7 - 1/4))
[188399] ['5/7', '3/4', '5/6', '2', '7/3'] -> (2 / ((5/7 * 7/3) - (3/4 + 5/6)))
[188400] ['3/5', '3/4', '3/4', '7/8', '6'] -> ((6 / 3/5) / ((7/8 / 3/4) - 3/4))
[188401] ['1/5', '1/4', '3/7', '1', '6/5'] -> (6/5 / (((1/5 + 1/4) / 3/7) - 1))
[188402] ['3/7', '1/2', '4/3', '9/2', '6'] -> (4/3 * ((6 / 3/7) - (1/2 - 9/2)))
[188403] ['1/9', '4/9', '4/9', '3/2', '9'] -> ((4/9 * 3/2) * ((9 * 4/9) / 1/9))
[188404] ['5/7', '7/8', '8/9', '7/4', '8'] -> ((8 / 8/9) / ((5/7 * 7/4) - 7/8))
[188405] ['4/7', '9/7', '3', '7/2', '7/2'] -> (9/7 + (3 * (7/2 + (4/7 + 7/2))))
[188406] ['1/3', '4/7', '4/5', '8/9', '6'] -> (6 / ((1/3 / (8/9 - 4/7)) - 4/5))
[188407] ['1/8', '1', '9/7', '5/3', '5/3'] -> (((5/3 - (1 - 5/3)) * 9/7) / 1/8)
[188408] ['7/9', '6/5', '8/5', '5/3', '5'] -> (((5/3 + 5) * (6/5 + 8/5)) / 7/9)
[188409] ['3/7', '5/8', '1', '7/2', '7/2'] -> (7/2 / ((1 / 3/7) - (5/8 * 7/2)))
[188410] ['1/9', '4/9', '4/9', '8/5', '9'] -> ((4/9 * 9) / ((4/9 / 8/5) - 1/9))
[188411] ['4/7', '9/7', '3', '9/2', '9/2'] -> ((3 * (9/2 - (4/7 - 9/2))) - 9/7)
[188412] ['3/4', '7/8', '8/9', '8/5', '9'] -> ((9 / 8/5) / ((7/8 / 8/9) - 3/4))
[188413] ['1/8', '1', '9/7', '5/3', '7/4'] -> ((1 / 1/8) / (9/7 - (5/3 / 7/4)))
