[168436] ['2/5', '4/7', '5/8', '9/8', '6'] -> 6 / 4/7 / (5/8 / 2/5 - 9/8)
[173343] ['2/7', '7/8', '7/6', '5/2', '6'] -> 5/2 / (2/7 * (7/6 - 7/8)) - 6
[173344] ['4/5', '4/5', '7/3', '7/3', '4'] -> (4/5 + 4) / (7/3 / 7/3 - 4/5)
[173345] ['6/7', '8/7', '7/4', '7/4', '3'] -> 8/7 * 3 / (7/4 / 7/4 - 6/7)
[173346] ['3/4', '5/6', '7/4', '5/2', '5'] -> (7/4 * 5 - 3/4) / (5/6 / 5/2)
[173347] ['2/5', '5/7', '7/8', '7/5', '6'] -> 6 / (7/8 * (7/5 - (2/5 + 5/7)))
[173348] ['4/7', '3/4', '8/9', '8/3', '6'] -> 6 * (8/3 / 4/7 - 3/4 * 8/9)
[173349] ['1/9', '2/9', '3/7', '7/6', '9'] -> 9 / (3/7 / 7/6) - 1/9 / 2/9
[173350] ['6/7', '8/7', '7/4', '9/5', '3'] -> (6/7 + 8/7) / (7/4 - 3 / 9/5)
[173351] ['1/4', '4/7', '9/5', '7/3', '7'] -> 9/5 * (4/7 * 7 + 7/3 / 1/4)
[173352] ['2/5', '5/7', '7/8', '3/2', '6'] -> 6 / 7/8 / (5/7 / 2/5 - 3/2)
[173353] ['6/7', '8/7', '7/4', '9/4', '3'] -> (7/4 + 9/4) * 3 * (6/7 + 8/7)
[173354] ['4/5', '4/5', '4', '9/2', '9/2'] -> (4/5 + 4) / (9/2 / 9/2 - 4/5)
[173355] ['2/7', '7/8', '7/6', '9/2', '6'] -> 9/2 / (2/7 * 7/6 - 7/8 / 6)
[173356] ['5/9', '7/4', '7/4', '7/3', '8'] -> 7/3 * 8 / (7/4 - 5/9 * 7/4)
[173357] ['4/7', '5/8', '3/4', '9/5', '3'] -> (3 / (3/4 - 4/7) - 9/5) / 5/8
[173358] ['3/4', '5/6', '9/5', '9/5', '5'] -> 5 / 5/6 / (9/5 / 9/5 - 3/4)
[173359] ['4/5', '5/6', '5/6', '5/6', '4'] -> 4 / 5/6 / (5/6 / 5/6 - 4/5)
[173360] ['4/7', '3/4', '8/9', '9/2', '6'] -> (4/7 + 8/9 * 9/2) * (6 - 3/4)
[173361] ['3/7', '1/2', '3/4', '5/3', '2'] -> 2 / (3/4 * 5/3 - 1/2 / 3/7)
[173362] ['3/4', '5/6', '9/5', '9/4', '5'] -> 5 * (9/5 * (5/6 + 9/4) - 3/4)
[173363] ['5/8', '5/4', '5/3', '7/4', '2'] -> 2 / ((5/8 + 5/3) / 5/4 - 7/4)
[173364] ['1/9', '2/9', '3/7', '4/3', '9'] -> 1/9 - 2/9 + (4/3 + 9) / 3/7
[173365] ['4/5', '5/6', '5/6', '6/7', '4'] -> 4/5 * 5/6 / (6/7 - 5/6) - 4
[173366] ['2/5', '1', '7/4', '7/4', '8/3'] -> 1 / (7/4 + 8/3 - 7/4 / 2/5)
[173367] ['6/7', '8/7', '7/4', '8/3', '3'] -> 6/7 + (8/7 + 7/4) * 8/3 * 3
[173368] ['1/6', '3/4', '1', '9/8', '9/7'] -> 1 / (1/6 + 3/4 - 9/8 / 9/7)
[173369] ['5/7', '3/4', '7/9', '8/7', '9'] -> (5/7 + 9 * (7/9 + 8/7)) / 3/4
[173370] ['3/8', '4/5', '5/6', '7/2', '7'] -> 5/6 * (4/5 + (7/2 + 7) / 3/8)
[173371] ['3/4', '5/6', '9/5', '7/3', '5'] -> 5 / (7/3 - 5/6 * (3/4 + 9/5))
[173372] ['4/7', '5/8', '3/4', '5/2', '3'] -> (3/4 + 3 / 4/7) / (5/8 / 5/2)
[173373] ['1/4', '4/7', '9/4', '9/4', '7'] -> 7 * (9/4 / (1/4 * 9/4) - 4/7)
[173374] ['5/9', '7/4', '7/4', '9/2', '8'] -> 8 / (5/9 - 7/4 / 7/4 / 9/2)
[173375] ['3/7', '1/2', '3/4', '2', '9/4'] -> (3/4 + 9/4 / 3/7) / (1/2 / 2)
[173376] ['3/4', '5/6', '9/5', '5/2', '5'] -> 5 / (5/2 * 3/4 / 9/5 - 5/6)
[173377] ['6/7', '8/7', '9/5', '9/4', '3'] -> 6/7 * 3 / (9/4 / 9/5 - 8/7)
[173378] ['4/7', '5/8', '3/4', '8/3', '3'] -> 3/4 / (3 / 8/3 - 5/8 / 4/7)
[173379] ['1/4', '4/7', '9/4', '8/3', '7'] -> 4/7 * 7 / (8/3 - (1/4 + 9/4))
[173380] ['3/7', '1/2', '3/4', '2', '7/3'] -> 2 / (7/3 - (1/2 + 3/4 / 3/7))
[173381] ['1/9', '2/9', '3/7', '7/4', '9'] -> 9 / (1/9 / 2/9) / (3/7 * 7/4)
[173382] ['2/5', '5/7', '7/8', '5/2', '6'] -> 6 / 7/8 / (2/5 * 5/2 - 5/7)
[173383] ['4/5', '5/6', '5/6', '8/7', '4'] -> 8/7 * (5/6 / (5/6 - 4/5) - 4)
[173384] ['5/8', '5/4', '7/4', '7/4', '2'] -> (7/4 + 2) / (5/4 - 5/8 * 7/4)
[173385] ['4/7', '3/4', '9/8', '4/3', '6'] -> 6 / 4/3 / (3/4 / 4/7 - 9/8)
[173386] ['3/4', '5/6', '9/5', '7/2', '5'] -> 9/5 / (7/2 / 5 - 3/4 * 5/6)
[173387] ['6/7', '8/7', '9/5', '7/3', '3'] -> (7/3 + 3) / (6/7 - 8/7 / 9/5)
[173388] ['5/9', '7/4', '9/5', '7/3', '8'] -> 8 / (7/3 / 7/4 - 5/9 * 9/5)
[173389] ['2/7', '7/8', '6/5', '8/5', '6'] -> (6 + 6/5 / (7/8 * 8/5)) / 2/7
[173390] ['4/7', '5/8', '3/4', '3', '7/2'] -> 4/7 / (3 / 7/2 - 5/8 / 3/4)
[173391] ['4/5', '5/6', '5/6', '7/6', '4'] -> 4 / (4/5 * (5/6 + 5/6) - 7/6)
[173392] ['5/7', '3/4', '7/9', '9/7', '9'] -> (9/7 + 9 / 7/9) / (5/7 * 3/4)
[173393] ['2/5', '5/7', '7/8', '8/3', '6'] -> 6 / (5/7 * 7/8 - 2/5) - 8/3
[173394] ['6/7', '8/7', '9/5', '5/2', '3'] -> (9/5 + 3) * 5/2 * (6/7 + 8/7)
[173395] ['1/4', '4/7', '7/3', '9/2', '7'] -> 9/2 * (7/3 / 1/4 - 4/7 * 7)
[173396] ['5/8', '5/4', '7/4', '2', '7/3'] -> 2 / (7/3 - (7/4 + 5/8 / 5/4))
[173397] ['1/9', '2/9', '3/7', '9/4', '9'] -> 2/9 / (1/9 / 3/7 - 9/4 / 9)
[173398] ['1/6', '3/4', '1', '8/7', '7/6'] -> 8/7 / ((1 - 3/4) / 7/6 - 1/6)
[173399] ['5/7', '3/4', '7/9', '7/5', '9'] -> (7/5 + 9 / 5/7) / (3/4 * 7/9)
[173400] ['3/8', '4/5', '6/7', '9/8', '7'] -> 7 / (9/8 - 6/7) - 4/5 / 3/8
[173401] ['1/9', '2/9', '3/7', '5/2', '9'] -> 5/2 + 1/9 / 2/9 + 9 / 3/7
[173402] ['3/4', '5/6', '7/3', '7/3', '5'] -> 5 / 5/6 / (7/3 / 7/3 - 3/4)
[173403] ['1/4', '4/7', '5/2', '8/3', '7'] -> (5/2 - 1/4) * 7 * 4/7 * 8/3
[173404] ['2/5', '5/7', '8/9', '8/9', '6'] -> 6 * (8/9 + 8/9 / (2/5 * 5/7))
[173405] ['6/7', '8/7', '9/5', '3', '9/2'] -> (8/7 + 6/7 * 9/2) * (9/5 + 3)
[173406] ['5/9', '7/4', '9/5', '7/2', '8'] -> 8 * (5/9 * 9/5 + 7/2 / 7/4)
[173407] ['5/7', '3/4', '7/9', '3/2', '9'] -> 9 / 3/2 / (3/4 / 7/9 - 5/7)
[173408] ['4/7', '5/8', '7/9', '5/6', '3'] -> 3 / (4/7 + 5/8 - 5/6 / 7/9)
[173409] ['1/9', '2/9', '3/7', '8/3', '9'] -> 8/3 + 1/9 + 2/9 + 9 / 3/7
[173410] ['5/8', '5/4', '9/5', '9/5', '2'] -> 9/5 / (5/4 * 2 - (5/8 + 9/5))
[173411] ['3/7', '1/2', '7/9', '4/5', '2'] -> 2 / (1/2 - 3/7 * 7/9 / 4/5)
[173412] ['4/7', '5/8', '7/9', '6/7', '3'] -> (3 + 4/7 / 6/7) / (7/9 - 5/8)
[173413] ['2/7', '7/8', '6/5', '9/4', '6'] -> 6/5 * (7/8 + 6 / 2/7) - 9/4
[173414] ['5/8', '5/4', '9/5', '2', '9/4'] -> 9/4 / (2 - 5/8 * (5/4 + 9/5))
[173415] ['3/7', '1/2', '7/9', '5/6', '2'] -> 2 / (1/2 * 5/6 - 3/7 * 7/9)
[173416] ['3/4', '5/6', '7/3', '7/2', '5'] -> (7/2 - 5/6) * (7/3 + 5 / 3/4)
[173417] ['6/7', '8/7', '7/3', '3', '7/2'] -> 7/3 * 3 * 7/2 * 6/7 * 8/7
[173418] ['1/9', '2/9', '4/9', '4/7', '9'] -> (9 - (1/9 - 4/9)) / (2/9 / 4/7)
[173419] ['2/7', '7/8', '6/5', '7/3', '6'] -> 6 / (6/5 * (7/8 - 2/7 * 7/3))
[173420] ['1/6', '3/4', '1', '8/7', '7/5'] -> (1 + 8/7) * 7/5 / (1/6 * 3/4)
[173421] ['2/5', '1', '7/4', '9/4', '7/2'] -> (7/4 + 9/4) * (7/2 + 1 / 2/5)
[173422] ['4/7', '3/4', '9/8', '7/3', '6'] -> 6 / (7/3 * (3/4 - 4/7 * 9/8))
[173423] ['4/7', '5/8', '7/9', '8/9', '3'] -> 3 / (5/8 - 4/7 * 7/9 / 8/9)
[173424] ['3/7', '1/2', '7/9', '7/8', '2'] -> 2 / (3/7 / 1/2) / (7/8 - 7/9)
[173425] ['4/5', '5/6', '5/6', '9/4', '4'] -> 4 / (9/4 - (5/6 + 5/6) / 4/5)
[173426] ['5/7', '3/4', '7/9', '7/4', '9'] -> 9 * (3/4 + 7/9 * (5/7 + 7/4))
[173427] ['6/7', '8/7', '7/3', '3', '9/2'] -> 3 + (6/7 + 8/7) * 7/3 * 9/2
[173428] ['5/8', '5/4', '9/5', '2', '5/2'] -> 9/5 / (2 / 5/8 - 5/4 * 5/2)
[173429] ['5/9', '7/4', '7/3', '7/3', '8'] -> 7/3 * 8 / (7/3 / 7/4 - 5/9)
[173430] ['2/5', '1', '7/4', '9/4', '9/2'] -> 9/2 / (1 / 7/4 - 2/5) - 9/4
[173431] ['3/7', '1/2', '7/9', '8/9', '2'] -> 7/9 / (8/9 - 3/7 * 2) - 1/2
[173432] ['5/8', '5/4', '9/5', '2', '8/3'] -> 2 / (5/8 + 5/4 - 9/5) - 8/3
[173433] ['3/8', '4/5', '6/7', '3/2', '7'] -> (3/2 + 7 / (4/5 / 6/7)) / 3/8
[173434] ['5/7', '3/4', '7/9', '9/5', '9'] -> (9/5 + 9 / (5/7 * 7/9)) / 3/4
[173435] ['1/4', '3/5', '3/5', '5/6', '7'] -> (7 - 5/6 * (3/5 + 3/5)) / 1/4
[173436] ['4/7', '3/4', '9/8', '9/2', '6'] -> (4/7 + 9/2 / 9/8) * (6 - 3/4)
[173437] ['1/9', '2/9', '4/9', '4/5', '9'] -> 4/9 * 9 / (2/9 / 4/5 - 1/9)
[173438] ['1/6', '3/4', '1', '8/7', '5/3'] -> 8/7 / (1 / (3/4 - 1/6) - 5/3)
[173439] ['5/7', '3/4', '7/9', '9/4', '9'] -> 9 * (9/4 + 7/9 * 5/7 * 3/4)
[173440] ['2/7', '7/8', '5/4', '9/7', '6'] -> (7/8 * 6 + 5/4 * 9/7) / 2/7
[173441] ['1/4', '3/5', '3/5', '8/9', '7'] -> 8/9 * (7 / 1/4 - 3/5 / 3/5)
[173442] ['5/9', '7/4', '7/3', '7/2', '8'] -> (7/4 * 8 - 7/3 / 7/2) / 5/9
[173443] ['2/5', '5/7', '8/9', '9/7', '6'] -> 8/9 * 9/7 * 6 / (2/5 * 5/7)
[173444] ['3/4', '6/7', '6/7', '9/8', '5'] -> 5 / (6/7 / (3/4 * 6/7) - 9/8)
[173445] ['4/7', '5/8', '7/9', '5/4', '3'] -> 3 / (4/7 - 5/4 + 5/8 / 7/9)
[173446] ['3/7', '1/2', '7/9', '8/7', '2'] -> 8/7 / (3/7 * (1/2 - 7/9 / 2))
[173447] ['1/9', '2/9', '4/9', '8/7', '9'] -> (9 + 1/9 + 2/9) / (4/9 / 8/7)
[173448] ['4/5', '5/6', '6/7', '6/7', '4'] -> 4 / 5/6 / (6/7 / 6/7 - 4/5)
[173449] ['5/9', '7/4', '7/3', '9/2', '8'] -> 7/3 / 7/4 / (9/2 - 5/9 * 8)
[173450] ['1/4', '3/5', '3/5', '8/7', '7'] -> (3/5 + 3/5 / 1/4) * 8/7 * 7
[173451] ['4/7', '3/4', '8/7', '7/5', '6'] -> 6 / 7/5 / (4/7 + 3/4 - 8/7)
[173452] ['3/8', '4/5', '6/7', '9/5', '7'] -> 6/7 * 7 * (9/5 / 3/8 - 4/5)
[173453] ['4/5', '5/6', '6/7', '7/8', '4'] -> 4 / (7/8 * (6/7 - 4/5 * 5/6))
[173454] ['5/7', '3/4', '7/9', '8/3', '9'] -> 9 / (7/9 * (3/4 - 5/7 / 8/3))
[173455] ['4/7', '3/4', '8/7', '8/5', '6'] -> 8/7 / 8/5 * 6 / (3/4 - 4/7)
[173456] ['1/6', '3/4', '1', '8/7', '7/3'] -> (1 / 3/4 + 8/7 * 7/3) / 1/6
[173457] ['5/8', '5/4', '2', '9/4', '5/2'] -> (5/4 + 5/2) / (5/8 * (9/4 - 2))
[173458] ['3/4', '6/7', '6/7', '6/5', '5'] -> 6/5 * 5 / (6/7 / 6/7 - 3/4)
[173459] ['3/7', '1/2', '7/9', '4/3', '2'] -> 4/3 / (2 - (7/9 + 1/2 / 3/7))
[173460] ['4/7', '5/8', '7/9', '3/2', '3'] -> 3 / (3/2 - (4/7 + 5/8 / 7/9))
[173461] ['1/4', '3/5', '3/5', '3/2', '7'] -> (7 - (3/5 + 3/5 / 3/2)) / 1/4
[173462] ['2/5', '1', '7/4', '5/2', '8/3'] -> 8/3 * (1 + 7/4 + 5/2 / 2/5)
[173463] ['2/7', '7/8', '5/4', '9/5', '6'] -> (9/5 / 7/8 + 6 / 5/4) / 2/7
[173464] ['4/5', '5/6', '6/7', '8/7', '4'] -> 8/7 * 4 / (6/7 - 4/5 * 5/6)
[173465] ['3/8', '4/5', '6/7', '5/2', '7'] -> 6/7 / (3/8 / 5/2 - 4/5 / 7)
[173466] ['3/4', '6/7', '6/7', '9/7', '5'] -> 5 / (3/4 / 6/7 - 6/7 / 9/7)
[173467] ['6/7', '7/6', '7/6', '5/3', '3'] -> (5/3 + 3) / (7/6 / 6/7 - 7/6)
[173468] ['2/5', '1', '7/4', '5/2', '7/2'] -> 5/2 / (7/4 / 7/2 - 2/5) - 1
[173469] ['3/7', '1/2', '7/9', '3/2', '2'] -> 2 / (1/2 - 3/7) / (7/9 * 3/2)
[173470] ['4/5', '5/6', '6/7', '7/6', '4'] -> 4 / 5/6 / (6/7 * 7/6 - 4/5)
[173471] ['4/7', '3/4', '7/6', '5/4', '6'] -> 6 / (4/7 + 3/4 - 5/4 / 7/6)
[173472] ['4/5', '5/6', '6/7', '6/5', '4'] -> 4/5 / 6/5 / (6/7 - 5/6) - 4
[173473] ['3/8', '4/5', '6/7', '7/2', '7'] -> 6/7 * 7 * (7/2 / 4/5 - 3/8)
[173474] ['5/7', '3/4', '4/5', '6/7', '9'] -> (4/5 + 6/7 / 5/7) / (3/4 / 9)
[173475] ['2/5', '1', '7/4', '8/3', '8/3'] -> 8/3 * 8/3 * (7/4 / 2/5 - 1)
[173476] ['5/9', '9/5', '9/5', '9/5', '8'] -> 5/9 * 8 * (9/5 + 9/5 + 9/5)
[173477] ['3/4', '6/7', '6/7', '3/2', '5'] -> 6/7 * 5 / (3/4 - 6/7 / 3/2)
[173478] ['4/7', '5/8', '7/9', '9/5', '3'] -> 3 / (4/7 - 5/8 / 7/9 / 9/5)
[173479] ['4/7', '3/4', '7/6', '4/3', '6'] -> 6 / (3/4 - 4/7 * 7/6 / 4/3)
[173480] ['5/7', '3/4', '4/5', '7/8', '9'] -> 9 / (5/7 * 3/4) / (4/5 * 7/8)
[173481] ['3/4', '6/7', '6/7', '8/5', '5'] -> 6/7 / 5 / (3/4 + 6/7 - 8/5)
[173482] ['1/9', '2/9', '1/2', '8/7', '9'] -> 9 / (1/9 / 8/7 - (2/9 - 1/2))
[173483] ['1/4', '3/5', '5/8', '5/8', '7'] -> (7 - (5/8 + 3/5 * 5/8)) / 1/4
[173484] ['5/8', '5/4', '2', '7/2', '7/2'] -> 7/2 * 2 * 7/2 - 5/8 / 5/4
[173485] ['3/8', '4/5', '7/8', '7/8', '7'] -> (7 / 4/5 - 7/8) / (3/8 * 7/8)
[173486] ['5/9', '9/5', '9/5', '7/3', '8'] -> 8 / (7/3 - 5/9 * (9/5 + 9/5))
[173487] ['4/5', '5/6', '6/7', '4/3', '4'] -> 4/3 / (5/6 * (6/7 - 4/5)) - 4
[173488] ['1/9', '2/9', '1/2', '9/7', '9'] -> (9 + 1/9 + 2/9) / (1/2 / 9/7)
[173489] ['1/4', '3/5', '5/8', '5/7', '7'] -> 5/7 * 7 / (5/8 - 1/4 / 3/5)
[173490] ['6/7', '7/6', '7/6', '3', '9/2'] -> 9/2 / (7/6 - 6/7 * 7/6) - 3
[173491] ['5/8', '9/7', '9/7', '9/7', '2'] -> 9/7 / (5/8 - 9/7 - (9/7 - 2))
[173492] ['5/7', '3/4', '4/5', '9/8', '9'] -> 9 / (5/7 * (9/8 - 3/4 * 4/5))
[173493] ['2/7', '7/8', '9/7', '7/4', '6'] -> 6 * (9/7 / 2/7 - 7/8 / 7/4)
[173494] ['1/4', '3/5', '5/8', '7/9', '7'] -> (3/5 + 7 / 7/9) / (1/4 / 5/8)
[173495] ['4/5', '5/6', '6/7', '7/5', '4'] -> 4 / (5/6 - 4/5 / 6/7 / 7/5)
[173496] ['4/7', '3/4', '7/6', '5/3', '6'] -> 6 / (5/3 - (3/4 + 4/7 * 7/6))
[173497] ['3/4', '6/7', '6/7', '9/4', '5'] -> (6/7 + 9/4) / (6/7 - 3/4) - 5
[173498] ['3/8', '4/5', '7/8', '9/8', '7'] -> (7 / 4/5 - (7/8 - 9/8)) / 3/8
[173499] ['1/9', '2/9', '1/2', '8/5', '9'] -> 9 / (2/9 / 1/2 - 1/9 / 8/5)
[173500] ['2/5', '5/7', '8/9', '7/2', '6'] -> 8/9 * 6 * (7/2 / 5/7 - 2/5)
[173501] ['3/7', '1/2', '7/9', '2', '8/3'] -> 8/3 / (1/2 - 3/7) / (7/9 * 2)
[173502] ['4/7', '3/4', '7/6', '7/4', '6'] -> 6 / (4/7 * 3/4) / (7/4 - 7/6)
[173503] ['5/9', '9/5', '9/5', '9/2', '8'] -> 8 / (5/9 - 9/5 / 9/5 / 9/2)
[173504] ['3/7', '1/2', '7/9', '2', '7/2'] -> (1/2 + 7/2) * 2 / (3/7 * 7/9)
[173505] ['4/7', '3/4', '7/6', '9/5', '6'] -> 6 / (4/7 * 7/6 - 3/4 / 9/5)
[173506] ['4/5', '5/6', '6/7', '5/3', '4'] -> 4 / 5/3 / (4/5 / 6/7 - 5/6)
[173507] ['2/7', '7/8', '9/7', '7/3', '6'] -> 2/7 + 6 * (9/7 + 7/3 / 7/8)
[173508] ['3/8', '4/5', '7/8', '6/5', '7'] -> (6/5 / (7/8 - 4/5) - 7) / 3/8
[173509] ['4/7', '5/8', '4/5', '4/5', '3'] -> 3 / (4/7 / 4/5) / (4/5 - 5/8)
[173510] ['6/7', '7/6', '6/5', '3/2', '3'] -> 3 / (6/7 * 3/2 - 7/6) - 6/5
[173511] ['1/4', '3/5', '5/8', '9/8', '7'] -> (3/5 * 7 + 9/8 / 5/8) / 1/4
[173512] ['4/7', '3/4', '6/5', '6/5', '6'] -> 6 * (6/5 + 6/5 / (4/7 * 3/4))
[173513] ['5/9', '9/5', '9/4', '9/2', '8'] -> 8 * (5/9 * 9/5 + 9/2 / 9/4)
[173514] ['5/8', '9/7', '9/7', '2', '7/3'] -> 9/7 / (2 / 7/3 - 5/8 * 9/7)
[173515] ['3/4', '6/7', '7/8', '8/9', '5'] -> 5 / (6/7 - 3/4 * 7/8) - 8/9
[173516] ['1/6', '3/4', '1', '6/5', '9/4'] -> (9/4 / (6/5 - 3/4) - 1) / 1/6
[173517] ['1/4', '3/5', '5/8', '8/7', '7'] -> 8/7 + 7 / (1/4 * (3/5 + 5/8))
[173518] ['4/7', '5/8', '4/5', '7/8', '3'] -> 3 / (5/8 * 7/8) / (4/5 - 4/7)
[173519] ['5/7', '3/4', '4/5', '8/5', '9'] -> 8/5 * (9 / (5/7 * 4/5) - 3/4)
[173520] ['4/5', '5/6', '6/7', '7/3', '4'] -> 6/7 / (5/6 - 4/5) - 4 / 7/3
[173521] ['1/9', '2/9', '5/9', '4/5', '9'] -> (5/9 * (4/5 + 9) - 1/9) / 2/9
[173522] ['4/7', '3/4', '6/5', '9/7', '6'] -> 6 / (4/7 + 3/4 - 9/7 / 6/5)
[173523] ['2/7', '7/8', '4/3', '5/3', '6'] -> 6 / (5/3 - 7/8 * (2/7 + 4/3))
[173524] ['1/4', '3/5', '5/8', '7/6', '7'] -> 7 / ((1/4 + 5/8) / 3/5 - 7/6)
[173525] ['1/6', '3/4', '1', '6/5', '7/3'] -> (1 + 7/3 / 1/6) / (3/4 / 6/5)
[173526] ['3/8', '4/5', '7/8', '7/5', '7'] -> (7 + 7/5 / (4/5 * 7/8)) / 3/8
[173527] ['6/7', '7/6', '6/5', '7/4', '3'] -> 6/7 / (6/5 - 7/6) - 3 / 7/4
[173528] ['2/5', '5/7', '9/8', '5/4', '6'] -> 6 / 2/5 / (5/4 / 5/7 - 9/8)
[173529] ['4/7', '3/4', '6/5', '4/3', '6'] -> 6 / (4/3 * (3/4 - 4/7)) - 6/5
[173530] ['2/7', '7/8', '4/3', '7/4', '6'] -> 7/4 * (2/7 + 6) / (4/3 - 7/8)
[173531] ['6/7', '7/6', '6/5', '9/5', '3'] -> (9/5 + 3) / (6/5 - 6/7 * 7/6)
[173532] ['1/4', '3/5', '5/8', '9/7', '7'] -> (3/5 + 9/7 * 7) / (1/4 / 5/8)
[173533] ['1/9', '2/9', '5/9', '8/7', '9'] -> 9 / (1/9 - 2/9 + 5/9 / 8/7)
[173534] ['5/7', '3/4', '4/5', '7/4', '9'] -> 3/4 / 5/7 + 9 * (4/5 + 7/4)
[173535] ['4/7', '5/8', '4/5', '8/7', '3'] -> 3 / (5/8 / 8/7) / (4/5 - 4/7)
[173536] ['4/5', '5/6', '6/7', '4', '9/2'] -> 9/2 * (4/5 * 5/6 + 4 / 6/7)
[173537] ['5/7', '3/4', '4/5', '9/5', '9'] -> (9/5 + 9 / 5/7) / (3/4 * 4/5)
[173538] ['3/8', '4/5', '7/8', '5/3', '7'] -> (7/8 + 7 / 4/5) / 3/8 - 5/3
[173539] ['2/5', '1', '9/5', '9/4', '9/2'] -> 9/2 / (2/5 * (9/4 - 9/5)) - 1
[173540] ['3/7', '1/2', '4/5', '7/5', '2'] -> 7/5 / (3/7 * 2 - 4/5) - 1/2
[173541] ['1/4', '3/5', '5/8', '9/4', '7'] -> (7 - (1/4 - 9/4)) / (3/5 * 5/8)
[173542] ['4/5', '5/6', '7/8', '7/8', '4'] -> 4 / 5/6 / (7/8 / 7/8 - 4/5)
[173543] ['5/7', '3/4', '4/5', '7/3', '9'] -> 9 * (7/3 / 5/7 - 3/4 * 4/5)
[173544] ['4/7', '5/8', '4/5', '6/5', '3'] -> 3 / 5/8 / (4/5 / 4/7 - 6/5)
[173545] ['4/7', '3/4', '6/5', '9/5', '6'] -> 9/5 * 6 / (4/7 * 3/4) - 6/5
[173546] ['2/5', '5/7', '9/8', '3/2', '6'] -> 6 / 5/7 / (9/8 / 3/2 - 2/5)
[173547] ['1/4', '3/5', '5/8', '7/3', '7'] -> 7 / 7/3 / (3/5 * 5/8 - 1/4)
[173548] ['1/6', '3/4', '1', '9/7', '4/3'] -> (1 + 4/3) * 9/7 / (1/6 * 3/4)
[173549] ['6/7', '7/6', '6/5', '3', '7/2'] -> (6/7 + 6/5) * (7/6 + 3 * 7/2)
[173550] ['4/7', '3/4', '6/5', '9/4', '6'] -> 6 / (4/7 - 3/4 / 9/4) - 6/5
[173551] ['3/7', '1/2', '4/5', '5/3', '2'] -> 4/5 / (2 / 5/3 - 1/2 / 3/7)
[173552] ['3/8', '4/5', '7/8', '7/3', '7'] -> (7 / (3/8 * 4/5) - 7/3) / 7/8
[173553] ['4/5', '5/6', '7/8', '9/8', '4'] -> 4 / (4/5 * 5/6) / (9/8 - 7/8)
[173554] ['1/9', '2/9', '5/9', '7/4', '9'] -> (1/9 + 5/9) / (2/9 - 7/4 / 9)
[173555] ['4/7', '5/8', '4/5', '7/5', '3'] -> 3 / 7/5 / (4/7 / 4/5 - 5/8)
[173556] ['4/5', '5/6', '7/8', '8/7', '4'] -> 4 / 5/6 / (7/8 * 8/7 - 4/5)
[173557] ['3/8', '4/5', '7/8', '8/3', '7'] -> 7 / (7/8 * 3/8 * 4/5) - 8/3
[173558] ['1/9', '2/9', '5/9', '7/2', '9'] -> (9 - (2/9 - 5/9)) / (1/9 * 7/2)
[173559] ['5/8', '9/7', '4/3', '2', '9/4'] -> 5/8 * 2 / (4/3 - 9/7) - 9/4
[173560] ['1/4', '3/5', '2/3', '5/7', '7'] -> (3/5 + 7) / (2/3 - 1/4 / 5/7)
[173561] ['5/7', '3/4', '5/6', '5/6', '9'] -> (5/6 + 5/6 / 5/7) / (3/4 / 9)
[173562] ['5/9', '9/4', '9/4', '7/2', '8'] -> 7/2 / 9/4 + 8 * (5/9 + 9/4)
[173563] ['3/7', '1/2', '4/5', '2', '7/3'] -> 2 / 7/3 / (3/7 / 4/5 - 1/2)
[173564] ['4/7', '5/8', '4/5', '8/5', '3'] -> 3 / (5/8 * (8/5 - 4/5 / 4/7))
[173565] ['6/7', '7/6', '5/4', '7/5', '3'] -> 3 / (7/6 - 5/4 / (6/7 * 7/5))
[173566] ['2/5', '1', '9/5', '5/2', '8/3'] -> 9/5 * 8/3 * (5/2 + 1 / 2/5)
[173567] ['3/8', '4/5', '7/8', '7/2', '7'] -> (7/8 / 7/2 + 7 / 4/5) / 3/8
[173568] ['1/6', '3/4', '1', '9/7', '5/3'] -> 5/3 / (1/6 * (1 - 3/4 / 9/7))
[173569] ['4/7', '3/4', '6/5', '9/2', '6'] -> (9/2 + 6 / 4/7) / (3/4 / 6/5)
[173570] ['2/5', '5/7', '9/8', '9/4', '6'] -> 9/8 + (6 + 9/4 / 5/7) / 2/5
[173571] ['5/9', '9/4', '5/2', '5/2', '8'] -> 8 * (5/2 + 5/9 * 9/4 / 5/2)
[173572] ['2/5', '1', '9/5', '5/2', '9/2'] -> (9/5 * 9/2 - (1 - 5/2)) / 2/5
[173573] ['4/7', '3/4', '5/4', '5/4', '6'] -> 6 / (5/4 * 5/4 - 3/4 / 4/7)
[173574] ['6/7', '7/6', '5/4', '5/3', '3'] -> 3 / (7/6 * (6/7 - 5/4 / 5/3))
[173575] ['3/8', '4/5', '8/9', '8/9', '7'] -> (8/9 / 4/5 + 8/9 + 7) / 3/8
[173576] ['1/9', '2/9', '4/7', '5/7', '9'] -> 4/7 * 9 / (5/7 - 1/9 / 2/9)
[173577] ['5/8', '9/7', '4/3', '2', '7/2'] -> (4/3 + 2) * 7/2 / (5/8 / 9/7)
[173578] ['4/7', '5/8', '4/5', '9/4', '3'] -> 3 / (4/7 / 5/8 - 4/5) - 9/4
