[334884] ['4/7', '7/5', '2', '5/2', '8/3'] -> 7/5 * 5/2 * 8/3 * (4/7 + 2)
[345214] ['5/8', '3/4', '6/7', '5/2', '7'] -> 7 * (3/4 + 6/7 * (5/8 + 5/2))
[345215] ['1/5', '2/9', '7/5', '9/2', '8'] -> 8 / (7/5 / 9/2 - (1/5 - 2/9))
[345216] ['3/8', '3/5', '7/9', '9/4', '5'] -> 3/5 / (3/8 - 7/9 * 9/4 / 5)
[345217] ['1/2', '7/9', '9/8', '9/5', '5'] -> 9/5 * 5 / (7/9 * 9/8 - 1/2)
[345218] ['3/5', '6/5', '6/5', '7/5', '2'] -> (6/5 + 6/5) / (7/5 / 2 - 3/5)
[345219] ['1/9', '1/7', '2/5', '3/7', '8'] -> 1/7 + 3/7 / 1/9 + 8 / 2/5
[345220] ['5/8', '3/4', '7/8', '7/8', '7'] -> 7 * 3/4 / 7/8 / (7/8 - 5/8)
[345221] ['7/8', '1', '5/3', '5/3', '9/5'] -> 9/5 / (1 / 5/3 - 7/8 / 5/3)
[345222] ['3/8', '3/5', '7/9', '7/3', '5'] -> 5 * 3/5 / 3/8 * 7/3 / 7/9
[345223] ['1/5', '2/9', '3/2', '7/4', '8'] -> 3/2 / (1/5 * 2/9) - (7/4 + 8)
[345224] ['2/9', '1/2', '5/6', '6/5', '3'] -> 3 / (1/2 * 5/6 / 6/5 - 2/9)
[345225] ['3/5', '6/5', '6/5', '8/5', '2'] -> 8/5 / ((2 - 6/5) / 6/5 - 3/5)
[345226] ['1/2', '7/9', '9/8', '7/3', '5'] -> 5 * 7/3 / 7/9 / (9/8 - 1/2)
[345227] ['3/5', '6/5', '6/5', '5/3', '2'] -> (6/5 + 2) / (3/5 + 6/5 - 5/3)
[345228] ['7/8', '1', '5/3', '5/3', '8/3'] -> (5/3 + 5/3) / (1 - 7/8) - 8/3
[345229] ['5/8', '3/4', '7/8', '8/7', '7'] -> 7 * 3/4 * 8/7 / (7/8 - 5/8)
[345230] ['1/2', '7/9', '9/8', '5/2', '5'] -> (5/2 + 5) / (9/8 * (7/9 - 1/2))
[345231] ['3/8', '3/5', '7/9', '8/3', '5'] -> 7/9 + 8/3 * (3/8 + 5 / 3/5)
[345232] ['2/9', '1/2', '5/6', '9/7', '3'] -> (5/6 + 9/7 * (1/2 + 3)) / 2/9
[345233] ['5/8', '3/4', '7/8', '7/6', '7'] -> 7 / (7/8 * (7/6 - 5/8 / 3/4))
[345234] ['3/5', '6/5', '6/5', '2', '9/4'] -> (3/5 + 6/5) / (6/5 - 9/4 / 2)
[345235] ['2/9', '1/2', '5/6', '7/5', '3'] -> (3 + 7/5 * 5/6 / 1/2) / 2/9
[345236] ['1/5', '2/9', '3/2', '8/3', '8'] -> (8/3 / (2/9 * 8) - (3/2 / 1/5)))
[345237] ['7/8', '1', '5/3', '7/4', '9/5'] -> 5/3 * 9/5 / (7/8 + 1 - 7/4)
[345238] ['7/8', '1', '5/3', '7/4', '5/2'] -> 1 / (7/4 - 5/2 - (7/8 - 5/3))
[345239] ['3/5', '6/5', '6/5', '2', '8/3'] -> 6/5 / (2 / (3/5 * 8/3) - 6/5)
[345240] ['1/5', '2/9', '3/2', '9/2', '8'] -> 8 / 2/9 - (9/2 + 3/2 / 1/5)
[345241] ['1/2', '7/9', '8/7', '7/6', '5'] -> 8/7 * 7/6 * 5 / (7/9 - 1/2)
[345242] ['3/5', '6/5', '6/5', '2', '9/2'] -> (6/5 + 2) * 9/2 / (6/5 - 3/5)
[345243] ['7/8', '1', '5/3', '7/4', '7/2'] -> 1 / (7/8 - 5/3 * 7/4 / 7/2)
[345244] ['5/8', '3/4', '7/8', '9/5', '7'] -> (9/5 + 3/4 / 5/8) * 7 / 7/8
[345245] ['7/8', '1', '5/3', '7/4', '9/2'] -> (1 + 5/3) * 9/2 * 7/4 / 7/8
[345246] ['1/5', '2/9', '8/5', '5/2', '8'] -> (8/5 + 5/2 * 8) * 2/9 / 1/5
[345247] ['3/8', '3/5', '4/5', '7/6', '5'] -> 5 / (3/8 + 7/6 - 4/5 / 3/5)
[345248] ['3/5', '6/5', '5/4', '7/4', '2'] -> 6/5 * 2 / (3/5 + 5/4 - 7/4)
[345249] ['2/9', '1/2', '6/7', '7/6', '3'] -> 6/7 + 3 / (7/6 * 2/9 * 1/2)
[345250] ['1/9', '1/7', '2/5', '4/5', '8'] -> 8 * (4/5 / (2/5 - 1/7) - 1/9)
[345251] ['5/8', '3/4', '8/9', '7/6', '7'] -> 7 / (7/6 - 8/9) - 3/4 / 5/8
[345252] ['7/8', '1', '5/3', '9/5', '5/2'] -> 1 / (7/8 - 5/2 / (5/3 * 9/5))
[345253] ['2/9', '1/2', '6/7', '5/4', '3'] -> (5/4 + (1/2 + 3) / 6/7) / 2/9
[345254] ['5/8', '3/4', '8/9', '6/5', '7'] -> 7 / (5/8 * (6/5 - 3/4)) - 8/9
[345255] ['7/8', '1', '5/3', '9/5', '7/2'] -> 5/3 / (7/2 / 9/5 - (7/8 + 1))
[345256] ['3/8', '3/5', '4/5', '9/4', '5'] -> 3/5 / (3/8 - 4/5 + 9/4 / 5)
[345257] ['5/8', '3/4', '8/9', '5/4', '7'] -> 7 / (3/4 * (8/9 - 5/8 / 5/4))
[345258] ['2/9', '1/2', '6/7', '3/2', '3'] -> (3 + (1/2 + 3/2) / 6/7) / 2/9
[345259] ['3/8', '3/5', '4/5', '7/3', '5'] -> (7/3 + 5 * 4/5 / 3/5) / 3/8
[345260] ['7/8', '1', '5/3', '9/4', '9/4'] -> 1 / (5/3 * (9/4 - 7/8) - 9/4)
[345261] ['1/2', '7/9', '8/7', '7/4', '5'] -> 5 / (7/9 * (8/7 - 1/2 * 7/4))
[345262] ['1/5', '2/9', '7/4', '9/4', '8'] -> 8 / (2/9 / 1/5 - 7/4 / 9/4)
[345263] ['3/5', '6/5', '9/7', '5/3', '2'] -> 2 / (6/5 / (9/7 - 3/5) - 5/3)
[345264] ['1/9', '1/7', '2/5', '8/7', '8'] -> 8 / (1/9 * (1/7 + 8/7 / 2/5))
[345265] ['7/8', '1', '5/3', '9/4', '5/2'] -> (1 / (5/3 * (9/4 / 5/2)) - 7/8))
[345266] ['7/8', '1', '5/3', '9/4', '8/3'] -> 9/4 * (5/3 / (1 - 7/8) - 8/3)
[345267] ['3/8', '3/5', '5/6', '6/7', '5'] -> 5 / (3/5 * 5/6 / 6/7 - 3/8)
[345268] ['1/5', '2/9', '7/4', '5/2', '8'] -> 7/4 + 5/2 * (8 + 1/5 / 2/9)
[345269] ['7/8', '1', '5/3', '9/4', '7/2'] -> (1 + 5/3) * 7/2 * 9/4 / 7/8
[345270] ['3/8', '3/5', '5/6', '7/8', '5'] -> 5 / (5/6 * (7/8 - 3/8 / 3/5))
[345271] ['3/5', '6/5', '9/7', '2', '9/4'] -> 2 / ((9/4 - 3/5) / 9/7 - 6/5)
[345272] ['1/5', '2/9', '7/4', '8/3', '8'] -> 8 / (1/5 * (7/4 - 2/9 / 8/3))
[345273] ['7/8', '1', '5/3', '9/4', '9/2'] -> 1 / (7/8 - 5/3 * 9/4 / 9/2)
[345274] ['5/8', '3/4', '8/9', '8/3', '7'] -> 8/3 / (8/9 / (3/4 - 5/8) - 7)
[345275] ['3/8', '3/5', '5/6', '8/9', '5'] -> (8/9 / 5/6 + 5 / 3/8) / 3/5
[345276] ['1/9', '1/7', '2/5', '4/3', '8'] -> (8 / 2/5 - 4/3) * 1/7 / 1/9
[345277] ['3/8', '3/5', '5/6', '9/8', '5'] -> 5 / (5/6 * 3/5 / 3/8 - 9/8)
[345278] ['1/2', '7/9', '8/7', '9/2', '5'] -> 7/9 / (8/7 - 5 / 9/2) - 1/2
[345279] ['7/8', '1', '5/3', '5/2', '7/2'] -> (7/2 / (7/8 * (1 + 5/3)) - 5/2))
[345280] ['3/5', '6/5', '9/7', '2', '7/2'] -> (6/5 + 2) * 7/2 * 9/7 / 3/5
[345281] ['5/8', '3/4', '9/8', '8/7', '7'] -> (3/4 + 9/8) * 7 * 8/7 / 5/8
[345282] ['2/9', '1/2', '7/8', '8/7', '3'] -> (3 / ((2/9 * 7/8) * 8/7) - 1/2))
[345283] ['3/5', '6/5', '4/3', '7/5', '2'] -> 4/3 / (2 - 7/5 / (3/5 * 6/5))
[345284] ['7/8', '1', '5/3', '8/3', '9/2'] -> (1 + 9/2 * 5/3 * 8/3) / 7/8
[345285] ['1/5', '2/9', '9/4', '9/4', '8'] -> 2/9 * 8 * (9/4 + 9/4 / 1/5)
[345286] ['2/9', '1/2', '7/8', '6/5', '3'] -> 1/2 / (7/8 / 6/5 * - 2/9)
[345287] ['1/2', '7/9', '7/6', '5/4', '5'] -> (5 / (5/4 * (7/9 / 7/6)) - 1/2))
[345288] ['3/8', '3/5', '5/6', '9/7', '5'] -> 5 / (3/5 * 5/6 - 3/8 / 9/7)
[345289] ['5/8', '3/4', '9/8', '9/7', '7'] -> 7 * 9/7 / 3/4 / (9/8 - 5/8)
[345290] ['1/5', '2/9', '9/4', '5/2', '8'] -> 8 / (5/2 * (2/9 - 1/5 / 9/4))
[345291] ['2/9', '1/2', '7/8', '9/7', '3'] -> (3 / ((2/9 * 1/2) * 7/8) * 9/7))
[345292] ['1/2', '7/9', '7/6', '7/5', '5'] -> (7/5 + 7/6 / 1/2) * 5 / 7/9
[345293] ['5/8', '3/4', '9/8', '8/5', '7'] -> (3/4 + 9/8) * (8/5 + 7 / 5/8)
[345294] ['1/9', '1/7', '2/5', '7/3', '8'] -> (7/3 - 1/9) * (8 + 2/5 / 1/7)
[345295] ['1/5', '2/9', '9/4', '7/2', '8'] -> 7/2 + 9/4 * (8 + 2/9 / 1/5)
[345296] ['1/2', '7/9', '7/6', '3/2', '5'] -> 5 / (1/2 - 7/9 / (7/6 + 3/2))
[345297] ['3/8', '3/5', '5/6', '9/5', '5'] -> (9/5 / 3/5 + 5 / 5/6) / 3/8
[345298] ['2/9', '1/2', '7/8', '8/5', '3'] -> 3 / (2/9 * (7/8 - 1/2 / 8/5))
[345299] ['3/5', '6/5', '7/5', '9/5', '2'] -> 2 * (3/5 + 9/5) / (7/5 - 6/5)
[345300] ['1/2', '7/9', '7/6', '8/5', '5'] -> 7/6 * 8/5 * 5 / (1/2 * 7/9)
[345301] ['5/8', '3/4', '9/8', '8/3', '7'] -> (8/3 + 7 / 3/4) / (9/8 - 5/8)
[345302] ['7/8', '1', '7/4', '7/4', '7/2'] -> (7/4 + 7/2) / (7/4 * (1 - 7/8))
[345303] ['1/5', '2/9', '7/3', '5/2', '8'] -> (8 / 5/2 - (1/5 - 7/3)) / 2/9
[345304] ['3/5', '6/5', '7/5', '2', '8/3'] -> 6/5 / (7/5 - 3/5 - 2 / 8/3)
[345305] ['3/8', '3/5', '5/6', '7/2', '5'] -> (3/5 * 5/6 + 7/2 + 5) / 3/8
[345306] ['2/9', '1/2', '7/8', '5/2', '3'] -> 5/2 / (1/2 * (7/8 - 2/9 * 3))
[345307] ['3/5', '6/5', '7/5', '2', '7/2'] -> 6/5 / ((7/2 - 3/5) / 2 - 7/5)
[345308] ['7/8', '1', '7/4', '9/5', '9/5'] -> 9/5 / (7/4 - 9/5 - (7/8 - 1))
[345309] ['1/5', '2/9', '5/2', '5/2', '8'] -> 5/2 * (5/2 + 8 - 1/5 / 2/9)
[345310] ['2/9', '1/2', '8/9', '8/9', '3'] -> (8/9 / (1/2 * (8/9 / 3)) - 2/9))
[345311] ['5/8', '3/4', '8/7', '7/6', '7'] -> 8/7 * 7 / (7/6 - 5/8 / 3/4)
[345312] ['7/8', '1', '7/4', '9/5', '8/3'] -> 8/3 / (7/4 / (7/8 * 9/5) - 1)
[345313] ['5/8', '3/4', '8/7', '6/5', '7'] -> 7 * (8/7 / 5/8 + 6/5 / 3/4)
[345314] ['1/5', '2/9', '8/3', '8/3', '8'] -> (8/3 / (1/5 * 2/9) + (8/3 / 8)))
[345315] ['3/8', '3/5', '6/7', '8/7', '5'] -> 3/5 / ((6/7 + 8/7) / 5 - 3/8)
[345316] ['2/9', '1/2', '8/9', '6/5', '3'] -> 3 / (8/9 / (2/9 + 6/5) - 1/2)
[345317] ['3/5', '6/5', '3/2', '2', '7/3'] -> 6/5 * 2 / (3/2 - 3/5 * 7/3)
[345318] ['1/2', '7/9', '6/5', '8/5', '5'] -> 5 / (7/9 - 1/2) * 8/5 / 6/5
[345319] ['5/8', '3/4', '8/7', '4/3', '7'] -> (8/7 + 3/4 * 4/3) * 7 / 5/8
[345320] ['3/8', '3/5', '6/7', '6/5', '5'] -> 5 / (3/5 / (6/7 * /5) - 3/8)
[345321] ['1/2', '7/9', '6/5', '7/4', '5'] -> 6/5 / (1/2 - 7/4 / (7/9 * 5))
[345322] ['1/9', '1/7', '3/7', '7/6', '8'] -> (3/7 - 1/7) * 8 * 7/6 / 1/9
[345323] ['2/9', '1/2', '8/9', '7/5', '3'] -> (8/9 + 3) * 7/5 / 2/9 - 1/2
[345324] ['1/5', '2/9', '7/2', '9/2', '8'] -> 8 / (2/9 / 1/5 - 7/2 / 9/2)
[345325] ['5/8', '3/4', '8/7', '3/2', '7'] -> 8/7 * 7 / (3/4 - 5/8 / 3/2)
[345326] ['3/8', '3/5', '6/7', '5/4', '5'] -> 5 / (3/8 / (6/7 - 3/5) - 5/4)
[345327] ['3/5', '6/5', '8/5', '2', '9/4'] -> (8/5 + 2) / (3/5 * 9/4 - 6/5)
[345328] ['7/8', '1', '7/4', '7/3', '8/3'] -> 8/3 / (1 - 7/3 / (7/8 + 7/4))
[345329] ['2/9', '1/2', '8/9', '5/3', '3'] -> (8/9 / (2/9 * 5/3) - (1/2 * 3)))
[345330] ['1/2', '7/9', '6/5', '7/3', '5'] -> 5 * (7/3 / (1/2 * 7/9) - 6/5)
[345331] ['7/8', '1', '7/4', '7/3', '7/2'] -> 1 / (7/8 * 7/3 - 7/2 / 7/4)
[345332] ['1/2', '7/9', '6/5', '5/2', '5'] -> (5/2 + 5 / 6/5) / (7/9 - 1/2)
[345333] ['7/8', '1', '7/4', '7/3', '9/2'] -> 9/2 * (1 + 7/3 + 7/4 / 7/8)
[345334] ['5/8', '3/4', '8/7', '9/5', '7'] -> 8/7 * 7 * (9/5 + 3/4 / 5/8)
[345335] ['1/5', '1/4', '1/4', '3/8', '8'] -> (1/4 / 1/5 - (1/4 - 8)) / 3/8
[345336] ['2/9', '1/2', '9/8', '9/8', '3'] -> 3 / (2/9 * (9/8 - 1/2 * 9/8))
[345337] ['1/2', '7/9', '6/5', '7/2', '5'] -> 6/5 * 5 * (7/2 / 7/9 - 1/2)
[345338] ['5/8', '3/4', '8/7', '5/2', '7'] -> 8/7 * 5/2 * 7 * 3/4 / 5/8
[345339] ['7/8', '1', '7/4', '5/2', '7/2'] -> (5/2 + 7/4 / 7/2) / (1 - 7/8)
[345340] ['1/9', '1/7', '3/7', '9/4', '8'] -> (1/7 + 3/7 / 9/4) * 8 / 1/9
[345341] ['5/8', '3/4', '8/7', '9/2', '7'] -> 9/2 * (7 / 8/7 - 5/8) - 3/4
[345342] ['7/8', '1', '7/4', '9/2', '9/2'] -> (9/2 * 9/2 - (1 - 7/4)) / 7/8
[345343] ['1/5', '1/4', '1/4', '5/7', '8'] -> (1/4 + 1/4 / 5/7) * 8 / 1/5
[345344] ['1/9', '1/7', '4/9', '4/9', '8'] -> (4/9 + 4/9 / 1/7) / 1/9 - 8
[345345] ['2/9', '1/2', '9/8', '5/4', '3'] -> 3 / (9/8 + 5/4 - 1/2 / 2/9)
[345346] ['3/8', '3/5', '6/7', '5/2', '5'] -> (5/2 - 3/5 / 6/7) * 5 / 3/8
[345347] ['1/9', '1/7', '4/9', '5/9', '8'] -> (5/9 + 1/9 / 1/7) * 8 / 4/9
[345348] ['1/2', '7/9', '5/4', '5/3', '5'] -> 5 / (7/9 - 1/2) * 5/3 / 5/4
[345349] ['5/8', '3/4', '7/6', '4/3', '7'] -> 7 / (4/3 - (7/6 + 5/8 - 3/4))
[345350] ['7/8', '1', '9/5', '9/5', '5/2'] -> 9/5 / (7/8 * 9/5 + 1 - 5/2)
[345351] ['3/8', '3/5', '6/7', '7/2', '5'] -> 6/7 * 7/2 * 5 * 3/5 / 3/8
[345352] ['5/8', '3/4', '7/6', '3/2', '7'] -> (3/2 + 3/4 / 7/6) * 7 / 5/8
[345353] ['7/8', '1', '9/5', '9/5', '7/2'] -> 9/5 / (7/8 - (1 + 9/5) / 7/2)
[345354] ['1/5', '1/4', '1/4', '9/8', '8'] -> (8 - 1/4 / 1/5) / (1/4 * 9/8)
[345355] ['5/8', '3/4', '7/6', '8/5', '7'] -> (7 / (7/6 * (5/8 * 8/5)) - 3/4))
[345356] ['1/9', '1/7', '4/9', '5/6', '8'] -> (4/9 / (1/9 * 1/7) - 8) / 5/6
[345357] ['7/8', '1', '9/5', '9/4', '9/4'] -> 9/4 / (9/4 * 7/8 / 9/5 - 1)
[345358] ['3/8', '3/5', '7/8', '8/9', '5'] -> 3/8 / (8/9 - 7/8) - 3/5 * 5
[345359] ['3/5', '6/5', '2', '9/4', '9/4'] -> (9/4 + 9/4) * (6/5 + 2) / 3/5
[345360] ['1/2', '7/9', '5/4', '8/3', '5'] -> (8/3 + 5 / 5/4) / (7/9 - 1/2)
[345361] ['1/5', '1/4', '1/4', '5/4', '8'] -> ((8 - 1/4) / 5/4 - 1/5) / 1/4
[345362] ['5/8', '3/4', '7/6', '9/5', '7'] -> (7 / (7/6 - 3/4) - 9/5) / 5/8
[345363] ['1/9', '1/7', '4/9', '6/5', '8'] -> 6/5 * (4/9 / (1/9 * 1/7) - 8)
[345364] ['5/8', '3/4', '7/6', '5/2', '7'] -> 7 * (3/4 + (5/8 + 5/2) / 7/6)
[345365] ['1/9', '1/7', '4/9', '3/2', '8'] -> (8 + 4/9 / (1/9 * 1/7)) / 3/2
[345366] ['1/5', '1/4', '1/4', '3/2', '8'] -> 8 * (1/4 / 1/5 + 1/4 + 3/2)
[345367] ['3/5', '6/5', '2', '7/3', '7/2'] -> 2 / ((7/2 - 3/5) / 6/5 - 7/3)
[345368] ['5/8', '3/4', '6/5', '6/5', '7'] -> (7 - 3/4) * (6/5 + 6/5) / 5/8
[345369] ['1/5', '1/4', '1/4', '9/4', '8'] -> 9/4 / (1/4 - 1/4 / (1/5 * 8))
[345370] ['1/2', '7/9', '9/7', '7/5', '5'] -> (7/5 + 7/9 * 9/7) * 5 / 1/2
[345371] ['2/9', '1/2', '8/7', '7/4', '3'] -> (3 + 7/4 * 8/7 / 2/9) / 1/2
[345372] ['3/5', '6/5', '2', '5/2', '5/2'] -> 2 / ((3/5 + 5/2) / 6/5 - 5/2)
[345373] ['5/8', '3/4', '6/5', '5/4', '7'] -> (7 / (5/8 * (5/4 / 3/4)) - 6/5))
[345374] ['3/5', '6/5', '2', '8/3', '8/3'] -> 8/3 / (2 / (3/5 * 6/5) - 8/3)
[345375] ['5/8', '3/4', '6/5', '9/7', '7'] -> 6/5 + (3/4 + 9/7) * 7 / 5/8
[345376] ['7/8', '1', '9/5', '7/3', '9/2'] -> (9/5 + 9/2) * (1 + 7/3) / 7/8
[345377] ['1/5', '1/4', '2/7', '2/7', '8'] -> 8 / (2/7 / (1/4 + 2/7) - 1/5)
[345378] ['1/2', '7/9', '9/7', '5/3', '5'] -> (9/7 + 5 * 5/3 / 7/9) / 1/2
[345379] ['3/8', '3/5', '7/8', '9/4', '5'] -> 9/4 * (7/8 / 3/8 + 5 / 3/5)
[345380] ['1/5', '1/4', '2/7', '2/5', '8'] -> (2/5 + 8 * 1/5 / 2/7) / 1/4
[345381] ['1/2', '7/9', '9/7', '9/5', '5'] -> (9/7 + 9/5) * 5 * 7/9 / 1/2
[345382] ['2/9', '1/2', '7/6', '7/6', '3'] -> 3 + (7/6 + 7/6) / (2/9 * 1/2)
[345383] ['1/5', '1/4', '2/7', '3/7', '8'] -> (2/7 + 8 * 1/4 / 1/5) / 3/7
[345384] ['3/8', '3/5', '7/8', '8/3', '5'] -> 3/5 * 5 / (3/8 * 8/3 - 7/8)
[345385] ['1/2', '7/9', '9/7', '7/3', '5'] -> (5 / 7/9 - 9/7) * 7/3 / 1/2
[345386] ['3/8', '3/5', '7/8', '7/2', '5'] -> 3/5 * 5 / (3/8 - 7/8 / 7/2)
[345387] ['3/5', '5/4', '5/4', '5/3', '2'] -> 2 / (5/4 * (5/3 - 3/5) - 5/4)
[345388] ['2/9', '1/2', '7/6', '9/7', '3'] -> (3 / 2/9 - 7/6 * 9/7) / 1/2
[345389] ['1/2', '7/9', '9/7', '5/2', '5'] -> 5 * 5/2 / 1/2 - 7/9 * 9/7
[345390] ['1/5', '1/4', '2/7', '1/2', '8'] -> 8 * (1/4 / 1/5 + 1/2 / 2/7)
[345391] ['3/5', '5/4', '5/4', '7/4', '2'] -> 2 / (7/4 - 5/4 / (3/5 * 5/4))
[345392] ['1/9', '1/7', '1/2', '5/7', '8'] -> (8 / ((1/7 + 5/7) * 1/2) - 1/9))
[345393] ['1/9', '1/7', '1/2', '3/4', '8'] -> 3/4 * (1/2 + 8 / (1/9 + 1/7))
[345394] ['1/5', '1/4', '2/7', '3/5', '8'] -> 1/5 + (1/4 + 3/5) * 8 / 2/7
[345395] ['1/2', '7/9', '4/3', '7/5', '5'] -> 4/3 * 7/5 * 5 / (1/2 * 7/9)
[345396] ['7/8', '1', '9/4', '9/4', '7/2'] -> 9/4 / (7/8 * (7/2 - 9/4) - 1)
[345397] ['1/5', '1/4', '2/7', '5/8', '8'] -> (8 - 1/4) / 2/7 - 5/8 / 1/5
[345398] ['2/9', '1/2', '6/5', '6/5', '3'] -> 3 / (1/2 / (6/5 * /5) - 2/9)
[345399] ['1/2', '7/9', '4/3', '9/5', '5'] -> (7/9 + 5) / (4/3 / 9/5 - 1/2)
[345400] ['7/8', '1', '9/4', '9/4', '9/2'] -> (9/4 + 9/2) / (9/4 * (1 - 7/8))
[345401] ['3/5', '5/4', '9/7', '9/7', '2'] -> (9/7 / (5/4 * (9/7 / 2)) - 3/5))
[345402] ['5/8', '3/4', '5/4', '7/4', '7'] -> (5/4 + 7) / (5/8 * 7/4 - 3/4)
[345403] ['1/2', '7/9', '4/3', '9/4', '5'] -> (5 / (1/2 * (7/9 * 9/4)) - 4/3))
[345404] ['1/5', '1/4', '2/7', '3/4', '8'] -> 8 / 2/7 - (1/4 + 3/4 / 1/5)
[345405] ['7/8', '1', '9/4', '7/3', '5/2'] -> (7/3 / (7/8 * (5/2 / 9/4)) - 1))
[345406] ['1/9', '1/7', '1/2', '6/5', '8'] -> (8 / (6/5 * (1/9 / 1/7)) - 1/2))
[345407] ['2/9', '1/2', '6/5', '3/2', '3'] -> 3/2 + 3 / (6/5 * 2/9 * 1/2)
[345408] ['7/8', '1', '9/4', '7/3', '8/3'] -> 1 / (8/3 - (9/4 + 7/8 / 7/3))
[345409] ['3/5', '5/4', '9/7', '3/2', '2'] -> 3/5 * (3/2 / (9/7 - 5/4) - 2)
[345410] ['2/9', '1/2', '6/5', '7/4', '3'] -> 3 / (1/2 / (2/9 * 6/5) - 7/4)
[345411] ['1/2', '7/9', '7/5', '3/2', '5'] -> 5 * (7/5 / 7/9 + 3/2 / 1/2)
[345412] ['7/8', '1', '9/4', '7/3', '9/2'] -> 1 / (7/8 * 7/3 - 9/2 / 9/4)
[345413] ['5/8', '3/4', '9/7', '4/3', '7'] -> 9/7 * 7 / (3/4 * 4/3 - 5/8)
[345414] ['1/2', '7/9', '7/5', '5/3', '5'] -> 7/5 / (1/2 * 7/9) * (5/3 + 5)
[345415] ['5/8', '3/4', '9/7', '7/5', '7'] -> 7 / (5/8 * 7/5 - 3/4 / 9/7)
[345416] ['2/9', '1/2', '6/5', '3', '7/2'] -> (3 / 2/9 - 7/2) * 6/5 / 1/2
[345417] ['7/8', '1', '9/4', '5/2', '9/2'] -> (5/2 + 9/4 / 9/2) / (1 - 7/8)
[345418] ['1/9', '1/7', '1/2', '5/3', '8'] -> 5/3 / (1/7 * (1/2 - 1/9 / 8))
[345419] ['3/8', '3/5', '8/9', '9/2', '5'] -> 5 * (3/5 / 8/9 - (3/8 - 9/2))
[345420] ['2/9', '1/2', '6/5', '3', '9/2'] -> (1/2 + 9/2) * 6/5 / 2/9 - 3
[345421] ['1/5', '1/4', '2/7', '8/7', '8'] -> 8 / 1/5 - 8/7 / (1/4 * 2/7)
[345422] ['5/8', '3/4', '9/7', '3/2', '7'] -> 7 / (3/2 - (5/8 + 3/4 / 9/7))
[345423] ['3/8', '3/5', '9/8', '9/8', '5'] -> (9/8 + 3/5 * 9/8) * 5 / 3/8
[345424] ['7/8', '1', '9/4', '7/2', '7/2'] -> 1 + (9/4 + 7/2) * 7/2 / 7/8
[345425] ['1/2', '7/9', '7/5', '9/4', '5'] -> (7/9 + 7/5) * 9/4 * 5 - 1/2
[345426] ['3/5', '5/4', '9/7', '2', '5/2'] -> 2 / (5/4 - 5/2 * 3/5 / 9/7)
[345427] ['5/8', '3/4', '9/7', '5/3', '7'] -> 9/7 * 7 / (3/4 - 5/8 / 5/3)
[345428] ['1/2', '7/9', '7/5', '5/2', '5'] -> 5 * (1/2 + 5/2 + 7/5 / 7/9)
[345429] ['7/8', '1', '7/3', '7/3', '8/3'] -> 1 / (7/8 / 7/3 + 7/3 - 8/3)
[345430] ['5/8', '3/4', '9/7', '9/5', '7'] -> 9/7 * 7 / (5/8 * 9/5 - 3/4)
[345431] ['1/9', '1/7', '1/2', '7/3', '8'] -> 8 / (1/9 / 7/3 + 1/7 / 1/2)
[345432] ['2/9', '1/2', '5/4', '8/5', '3'] -> (3 + 8/5 * 5/4 / 2/9) / 1/2
[345433] ['3/8', '3/5', '9/8', '9/7', '5'] -> (3/5 + 5) * (9/7 + 9/8 / 3/8)
[345434] ['1/2', '7/9', '7/5', '7/2', '5'] -> 5 * (7/5 / 7/9 - (1/2 - 7/2))
[345435] ['5/8', '3/4', '9/7', '7/3', '7'] -> (7/3 + 7 / 3/4) * 9/7 / 5/8
[345436] ['3/8', '3/5', '9/8', '4/3', '5'] -> (3/5 + 9/8 / 3/8) * 4/3 * 5
[345437] ['1/9', '1/7', '5/9', '5/9', '8'] -> 8 / (5/9 + 5/9 - 1/9 / 1/7)
[345438] ['1/5', '1/4', '2/7', '9/5', '8'] -> 8 / 2/7 - 9/5 / (1/5 + 1/4)
[345439] ['3/8', '3/5', '9/8', '3/2', '5'] -> 3/5 / (3/8 / 3/2 - 9/8 / 5)
[345440] ['3/8', '3/5', '9/8', '8/5', '5'] -> 5 * (3/5 / 9/8 + 8/5 / 3/8)
[345441] ['3/5', '5/4', '4/3', '7/4', '2'] -> 2 / (7/4 - (3/5 + 4/3 / 5/4))
[345442] ['5/8', '3/4', '4/3', '4/3', '7'] -> 7 / (5/8 - 4/3 + 3/4 * 4/3)
[345443] ['7/8', '1', '5/2', '9/2', '9/2'] -> 9/2 / (5/2 * (7/8 + 1) - 9/2)
[345444] ['1/5', '1/4', '2/7', '7/3', '8'] -> 7/3 * (2/7 + 8 * 1/4 / 1/5)
[345445] ['2/9', '1/2', '9/7', '7/5', '3'] -> 3 / (7/5 - 9/7) - 1/2 / 2/9
[345446] ['5/8', '3/4', '4/3', '7/5', '7'] -> 7 / (5/8 * 7/5 + 3/4 - 4/3)
[345447] ['1/9', '1/7', '5/9', '3/4', '8'] -> (1/9 + 5/9 / 1/7) * 3/4 * 8
[345448] ['1/2', '7/9', '3/2', '5/2', '5'] -> (5 + 5/2 / 3/2) / (7/9 - 1/2)
[345449] ['3/8', '3/5', '9/8', '7/3', '5'] -> (7/3 - 3/5 / 9/8) * 5 / 3/8
[345450] ['7/8', '1', '7/2', '7/2', '7/2'] -> (7/2 - (1 - 7/2)) * 7/2 / 7/8
