[319141] ['4/9', '7/9', '4/3', '7/5', '9'] -> (4/3 + 4/9 / 7/9) * 7/5 * 9
[323031] ['8/9', '8/9', '8/5', '9/2', '7'] -> 8/5 * (7 + 9/2 * (8/9 + 8/9))
[323032] ['1/5', '3/5', '9/8', '9/4', '3'] -> 9/4 / (1/5 * 9/8) * (3 - 3/5)
[323033] ['1/7', '8/7', '9/7', '2', '9/2'] -> (8/7 + 2 + 9/7 / 9/2) / 1/7
[323034] ['4/7', '3/4', '7/4', '9/5', '7'] -> 7 * (9/5 * (4/7 + 7/4) - 3/4)
[323035] ['4/7', '5/8', '5/6', '9/8', '2'] -> 5/8 / 5/6 / (2 - 9/8 / 4/7)
[323036] ['1/7', '8/7', '4/3', '8/5', '2'] -> (8/5 + 2) * (8/7 / 1/7 - 4/3)
[323037] ['7/9', '1', '6/5', '7/5', '8/5'] -> 8/5 / (7/9 - 1 / 7/5) - 6/5
[323038] ['1/3', '5/9', '1', '8/7', '8/3'] -> (1 + 8/3) / (5/9 / 8/7 - 1/3)
[323039] ['1/8', '1/4', '2/3', '1', '8/7'] -> 1 / 1/8 / (2/3 / 8/7 - 1/4)
[323040] ['4/7', '3/4', '9/5', '9/5', '7'] -> 7 * (4/7 * 9/5 + 9/5 / 3/4)
[323041] ['1/5', '3/5', '8/7', '7/6', '3'] -> (3/5 + 3) * 7/6 / (1/5 / 8/7)
[323042] ['8/9', '8/9', '5/3', '9/5', '7'] -> 5/3 * 9/5 * (7 + 8/9 / 8/9)
[323043] ['1/6', '2/9', '2/5', '5/7', '8'] -> 5/7 * (8 / 2/9 - 2/5 / 1/6)
[323044] ['7/9', '1', '6/5', '7/5', '5/3'] -> (1 + 5/3) / (6/5 - 7/9 * 7/5)
[323045] ['1/8', '1/4', '2/3', '1', '6/5'] -> (1 / (1/8 * 6/5) - 2/3) / 1/4
[323046] ['8/9', '8/9', '5/3', '9/4', '7'] -> 9/4 * (5/3 * 7 - 8/9 / 8/9)
[323047] ['1/5', '3/5', '8/7', '6/5', '3'] -> (3/5 + 6/5 * 3) / (1/5 / 8/7)
[323048] ['4/7', '3/4', '9/5', '9/4', '7'] -> (7 / 4/7 - 9/4) / (3/4 / 9/5)
[323049] ['1/3', '5/9', '1', '8/7', '9/2'] -> (5/9 + 1) * 9/2 / (1/3 / 8/7)
[323050] ['1/6', '2/9', '2/5', '6/7', '8'] -> 8 / 6/7 / (2/9 / 2/5 - 1/6)
[323051] ['4/7', '5/8', '5/6', '9/7', '2'] -> 4/7 * 2 / (5/6 / 5/8 - 9/7)
[323052] ['1/3', '4/9', '3/4', '5/6', '5'] -> (3/4 + 5 / 4/9) / (5/6 - 1/3)
[323053] ['1/8', '1/4', '2/3', '1', '9/7'] -> (2/3 + 1) / (1/4 / 9/7 - 1/8)
[323054] ['4/7', '3/4', '9/5', '8/3', '7'] -> 9/5 * 7 * (8/3 - 4/7 / 3/4)
[323055] ['4/9', '9/8', '8/5', '5/2', '9'] -> 4/9 + (8/5 + 9) / (9/8 / 5/2)
[323056] ['7/9', '1', '6/5', '7/5', '7/3'] -> (7/5 + 7/3) / (7/9 * (6/5 - 1))
[323057] ['1/8', '2/5', '7/6', '3/2', '8'] -> 8 * (1/8 / 3/2 + 7/6 / 2/5)
[323058] ['8/9', '8/9', '5/3', '7/2', '7'] -> (7/2 + 8/9 / 8/9) * (7 - 5/3)
[323059] ['4/9', '5/9', '9/7', '8/3', '5'] -> (4/9 + 8/3) * (5 / 5/9 - 9/7)
[323060] ['1/7', '8/7', '7/5', '2', '7/3'] -> 8/7 / 1/7 / (2 - 7/3 / 7/5)
[323061] ['1/3', '4/9', '3/4', '7/8', '5'] -> 5 / (7/8 - (1/3 + 4/9 * 3/4))
[323062] ['4/9', '9/8', '8/5', '8/3', '9'] -> (8/3 - 4/9) * (9 + 9/8 * 8/5)
[323063] ['3/8', '3/7', '8/5', '7/3', '9'] -> 7/3 * (9 + 8/5 * (3/8 + 3/7))
[323064] ['1/5', '3/5', '8/7', '7/5', '3'] -> 3 / 1/5 / (7/5 / 8/7 - 3/5)
[323065] ['4/9', '5/9', '9/7', '7/2', '5'] -> 7/2 * (5/9 + 9/7 * 5) - 4/9
[323066] ['1/6', '2/9', '2/5', '5/4', '8'] -> (1/6 + 2/5 * 5/4) / (2/9 / 8)
[323067] ['4/9', '9/8', '8/5', '7/2', '9'] -> (9 + 7/2 / 4/9) / (9/8 / 8/5)
[323068] ['1/7', '8/7', '7/5', '2', '8/3'] -> 8/7 / (1/7 - 2 + 8/3 / 7/5)
[323069] ['1/8', '2/5', '7/6', '9/4', '8'] -> 9/4 * (8 / 2/5 - 7/6 / 1/8)
[323070] ['1/3', '5/9', '1', '7/6', '3/2'] -> (7/6 + 3/2) / (1 - (1/3 + 5/9))
[323071] ['4/7', '3/4', '9/4', '8/3', '7'] -> 7 * (8/3 * (9/4 - 3/4) - 4/7)
[323072] ['4/9', '5/9', '9/7', '9/2', '5'] -> 9/2 * (5 + 5/9 / 9/7) - 4/9
[323073] ['1/3', '4/9', '3/4', '7/6', '5'] -> 5 / (3/4 * (7/6 - 4/9) - 1/3)
[323074] ['4/7', '5/8', '5/6', '7/4', '2'] -> 7/4 / (2 - (5/6 + 5/8 / 4/7))
[323075] ['8/9', '8/9', '7/4', '8/3', '7'] -> 8/9 / (8/3 * (8/9 + 7/4) - 7)
[323076] ['4/9', '5/9', '4/3', '4/3', '5'] -> (5 / (5/9 / 4/3) - 4/3) / 4/9
[323077] ['1/3', '5/9', '1', '7/6', '5/3'] -> (1/3 + 1) / (5/9 + 7/6 - 5/3)
[323078] ['1/8', '2/5', '7/6', '5/2', '8'] -> (8 + 2/5 / 1/8) / (7/6 / 5/2)
[323079] ['3/8', '3/7', '8/5', '9/2', '9'] -> 3/8 + (9/2 + 9 / 8/5) / 3/7
[323080] ['4/9', '9/8', '5/3', '5/3', '9'] -> 9/8 * (5/3 + 5/3) + 9 / 4/9
[323081] ['1/6', '2/9', '2/5', '9/4', '8'] -> (8 - (9/4 + 1/6 / 2/5)) / 2/9
[323082] ['4/7', '3/4', '7/3', '5/2', '7'] -> (5/2 - 4/7) / (3/4 / (7/3 + 7))
[323083] ['7/9', '1', '6/5', '3/2', '9/4'] -> 1 / (3/2 - 9/4 * 7/9 / 6/5)
[323084] ['1/7', '8/7', '3/2', '8/5', '2'] -> 3/2 * 8/5 * (2 + 8/7 / 1/7)
[323085] ['1/5', '3/5', '8/7', '7/3', '3'] -> 8/7 * 7/3 * 3 / (1/5 / 3/5)
[323086] ['1/6', '2/9', '2/5', '5/2', '8'] -> 8 / (2/9 / 1/6 - 2/5 * 5/2)
[323087] ['4/9', '5/9', '4/3', '9/5', '5'] -> 9/5 / (4/9 / 4/3) * (5 - 5/9)
[323088] ['4/7', '3/4', '7/3', '7/2', '7'] -> 7/2 * 7 / (7/3 - 3/4 / 4/7)
[323089] ['4/7', '5/8', '5/6', '2', '5/2'] -> 5/2 / (5/6 / (4/7 * 2) - 5/8)
[323090] ['1/3', '4/9', '3/4', '7/5', '5'] -> (1/3 + 7/5 * 5) / (3/4 - 4/9)
[323091] ['4/7', '3/4', '7/3', '9/2', '7'] -> 9/2 * (7/3 + 7 * 4/7 * 3/4)
[323092] ['1/3', '5/9', '1', '7/6', '8/3'] -> 8/3 / (1 / (1/3 + 7/6) - 5/9)
[323093] ['1/7', '8/7', '3/2', '2', '7/3'] -> 8/7 / 1/7 / (3/2 - 7/3 / 2)
[323094] ['7/9', '1', '6/5', '3/2', '8/3'] -> 8/3 / (7/9 - 3/2 + 1 / 6/5)
[323095] ['4/9', '9/8', '7/4', '7/4', '9'] -> 9 * ((7/4 + 7/4) / 9/8 - 4/9)
[323096] ['1/5', '3/5', '8/7', '3', '7/2'] -> 8/7 * 7/2 * (3 + 3/5 / 1/5)
[323097] ['1/6', '2/9', '3/7', '4/9', '8'] -> (4/9 + 8) / (2/9 / 3/7 - 1/6)
[323098] ['1/3', '5/9', '1', '7/6', '7/2'] -> (5/9 + 7/2) / (7/6 - 1) - 1/3
[323099] ['1/5', '3/5', '8/7', '3', '9/2'] -> (3 - 1/5) * 9/2 / (3/5 / 8/7)
[323100] ['8/9', '8/9', '9/5', '5/2', '7'] -> 9/5 * 5/2 * (8/9 * 7 - 8/9)
[323101] ['4/7', '3/4', '8/3', '8/3', '7'] -> 7 * (3/4 * (8/3 + 8/3) - 4/7)
[323102] ['1/6', '2/9', '3/7', '5/9', '8'] -> 8 / 3/7 / (2/9 / 1/6 - 5/9)
[323103] ['1/8', '1/4', '5/7', '1', '3/2'] -> (5/7 + 1) / (1/8 / (1/4 + 3/2))
[323104] ['1/8', '2/5', '5/4', '5/4', '8'] -> (5/4 / 1/8 + 8 / 2/5) / 5/4
[323105] ['4/7', '3/4', '8/3', '7/2', '7'] -> 4/7 * 7/2 * (8/3 + 7 / 3/4)
[323106] ['1/7', '8/7', '8/5', '2', '9/4'] -> (8/5 * (8/7 + 9/4) - 2) / 1/7
[323107] ['1/5', '3/5', '7/6', '6/5', '3'] -> (3/5 + 3 * 7/6 * 6/5) / 1/5
[323108] ['1/3', '4/9', '7/9', '7/9', '5'] -> (5 + 4/9 + 7/9) / (1/3 * 7/9)
[323109] ['1/3', '5/9', '1', '6/5', '4/3'] -> 4/3 / (1/3 + 5/9 - 1 / 6/5)
[323110] ['1/8', '1/4', '5/7', '1', '5/3'] -> 1 / (5/3 * 1/8 / 5/7 - 1/4)
[323111] ['4/9', '5/9', '7/5', '9/4', '5'] -> (9/4 + 7/5 / 4/9) * (5 - 5/9)
[323112] ['4/9', '9/8', '7/4', '7/2', '9'] -> 4/9 * (9 * 7/4 * 7/2 - 9/8)
[323113] ['1/5', '3/5', '7/6', '5/4', '3'] -> (1/5 + 3/5 * 3) / (5/4 - 7/6)
[323114] ['1/8', '2/5', '5/4', '8/5', '8'] -> (8 - 8/5 / (2/5 / 5/4)) / 1/8
[323115] ['1/3', '4/9', '7/9', '6/7', '5'] -> (1/3 + 5) / (7/9 * 6/7 - 4/9)
[323116] ['1/7', '8/7', '8/5', '2', '7/2'] -> 8/5 * (8/7 / 1/7 + 2 * 7/2)
[323117] ['1/5', '3/5', '7/6', '9/7', '3'] -> (3/5 / 7/6 + 9/7 + 3) / 1/5
[323118] ['4/7', '7/9', '7/9', '5/6', '7'] -> 4/7 * 7 / (7/9 / 7/9 - 5/6)
[323119] ['1/3', '5/9', '1', '6/5', '8/5'] -> 8/5 / (6/5 * (1/3 + 5/9) - 1)
[323120] ['1/8', '1/4', '5/7', '1', '7/3'] -> 1 / (1/4 - 7/3 * 1/8 * 5/7)
[323121] ['7/9', '1', '6/5', '8/5', '7/3'] -> 7/3 / (7/9 / 8/5) / (6/5 - 1)
[323122] ['1/7', '8/7', '8/5', '2', '9/2'] -> (8/5 + 8/7 / 1/7) * (9/2 - 2)
[323123] ['4/9', '9/8', '9/5', '9/4', '9'] -> 9 / (4/9 * 9/4 - 9/8 / 9/5)
[323124] ['1/8', '1/4', '5/7', '1', '5/2'] -> 5/2 / (1/8 * 5/7) - 1 / 1/4
[323125] ['1/7', '8/7', '5/3', '2', '9/4'] -> 2 / (9/4 / (1/7 + 8/7) - 5/3)
[323126] ['4/9', '9/8', '9/5', '7/3', '9'] -> 9/5 / (4/9 * 9/8) * (9 - 7/3)
[323127] ['1/3', '5/9', '1', '6/5', '7/4'] -> 6/5 / (7/4 * 1/3 / 5/9 - 1)
[323128] ['7/9', '1', '6/5', '8/5', '8/3'] -> 8/3 / (7/9 * (1 + 6/5) - 8/5)
[323129] ['1/6', '2/9', '3/7', '7/8', '8'] -> (3/7 + 8 / (1/6 + 2/9)) / 7/8
[323130] ['1/3', '5/9', '1', '6/5', '9/5'] -> 9/5 / (6/5 - 1 / (1/3 + 5/9))
[323131] ['1/7', '8/7', '5/3', '2', '5/2'] -> 5/2 / (1/7 / 8/7) / (5/3 / 2)
[323132] ['4/7', '7/9', '7/9', '8/7', '7'] -> 8/7 * 7 / (7/9 - 4/7 * 7/9)
[323133] ['4/9', '5/9', '3/2', '8/5', '5'] -> 8/5 / (4/9 / 3/2) * (5 - 5/9)
[323134] ['7/9', '1', '6/5', '8/5', '7/2'] -> 8/5 * 7/2 / (1 - 7/9) - 6/5
[323135] ['8/9', '8/9', '7/3', '9/2', '7'] -> 7 * (8/9 + 8/9) / (7/3 / 9/2)
[323136] ['1/8', '2/5', '9/7', '4/3', '8'] -> 9/7 * (4/3 / (1/8 * 2/5) - 8)
[323137] ['4/7', '7/9', '7/9', '7/6', '7'] -> 4/7 * 7 / (7/6 - 7/9 / 7/9)
[323138] ['1/8', '1/4', '5/7', '1', '9/2'] -> 9/2 / (1/8 / (1 - 5/7) - 1/4)
[323139] ['1/5', '3/5', '7/6', '7/3', '3'] -> 7/3 / (1/5 * 7/6) * (3 - 3/5)
[323140] ['4/9', '9/8', '9/5', '7/2', '9'] -> 9 / (7/2 / 9/5 - (4/9 + 9/8))
[323141] ['4/9', '5/9', '3/2', '9/5', '5'] -> 3/2 + (5/9 + 5) / (4/9 / 9/5)
[323142] ['1/7', '8/7', '5/3', '2', '9/2'] -> (5/3 - (1/7 - 8/7)) * 2 * 9/2
[323143] ['1/3', '5/9', '1', '6/5', '7/3'] -> (1/3 + 7/3) / (5/9 * (6/5 - 1))
[323144] ['1/6', '2/9', '3/7', '5/4', '8'] -> 8 * (5/4 + 1/6 / 2/9 / 3/7)
[323145] ['1/8', '2/5', '9/7', '7/5', '8'] -> 9/7 * 7/5 / (1/8 - 2/5 / 8)
[323146] ['1/8', '1/4', '3/4', '7/9', '1'] -> 1 / 1/8 / (3/4 * 7/9 - 1/4)
[323147] ['4/7', '5/8', '6/7', '2', '9/2'] -> 9/2 / (5/8 / (6/7 - 4/7) - 2)
[323148] ['1/3', '4/9', '7/9', '7/4', '5'] -> (5 / 7/9 - 1/3) / (4/9 / 7/4)
[323149] ['8/9', '8/9', '5/2', '7/2', '7'] -> 8/9 * 5/2 + 7 * 8/9 * 7/2
[323150] ['1/6', '2/9', '3/7', '9/7', '8'] -> 8 / (1/6 + 2/9) / (9/7 - 3/7)
[323151] ['1/8', '1/4', '3/4', '4/5', '1'] -> 1 / (1/4 - 1/8 / 3/4 / 4/5)
[323152] ['4/9', '5/9', '8/5', '7/4', '5'] -> 8/5 * 5 * (7/4 + 5/9 / 4/9)
[323153] ['1/8', '2/5', '9/7', '3/2', '8'] -> 9/7 / (3/2 / (2/5 + 8) - 1/8)
[323154] ['1/5', '3/5', '6/5', '9/7', '3'] -> (9/7 * (6/5 + 3) - 3/5) / 1/5
[323155] ['1/6', '2/9', '3/7', '4/3', '8'] -> 8 * (4/3 / (1/6 + 2/9) - 3/7)
[323156] ['7/9', '1', '6/5', '5/3', '9/4'] -> 6/5 / (9/4 * 7/9 / 5/3 - 1)
[323157] ['1/3', '5/9', '1', '6/5', '9/2'] -> (9/2 + 1 / 6/5) / (5/9 - 1/3)
[323158] ['8/9', '8/9', '8/3', '9/2', '7'] -> 9/2 * (8/9 / 8/9 - (8/3 - 7))
[323159] ['3/8', '3/7', '9/4', '8/3', '9'] -> 9 + 8/3 * (3/8 + 9/4 / 3/7)
[323160] ['1/8', '2/5', '9/7', '5/3', '8'] -> 9/7 * 5/3 * (8 + 2/5 / 1/8)
[323161] ['1/7', '8/7', '9/5', '2', '9/4'] -> (2 + 9/4 * 8/7 / 9/5) / 1/7
[323162] ['1/6', '2/9', '3/7', '3/2', '8'] -> (3/2 + 8) / (1/6 + 2/9) - 3/7
[323163] ['1/3', '4/9', '7/9', '7/2', '5'] -> (1/3 + 5) / (4/9 - 7/9 / 7/2)
[323164] ['1/8', '1/4', '3/4', '1', '9/7'] -> 1 / 1/8 / (3/4 / 9/7 - 1/4)
[323165] ['1/3', '4/9', '7/9', '9/2', '5'] -> (5 - 7/9) / (1/3 * 4/9) - 9/2
[323166] ['8/9', '8/9', '9/2', '9/2', '7'] -> 7 * 8/9 * 9/2 - 8/9 * 9/2
[323167] ['4/9', '9/8', '5/2', '7/2', '9'] -> 5/2 + 7/2 + 9 / (4/9 * 9/8)
[323168] ['1/7', '8/7', '9/5', '2', '7/3'] -> 8/7 * 9/5 * (2 / 1/7 - 7/3)
[323169] ['1/8', '2/5', '9/7', '9/4', '8'] -> 8 * (9/4 / (1/8 + 2/5) - 9/7)
[323170] ['3/8', '3/7', '7/3', '7/2', '9'] -> 3/7 / (3/8 + 7/2 - 9 / 7/3)
[323171] ['4/7', '7/9', '7/9', '5/3', '7'] -> (5/3 + 7 / 7/9) / (4/7 * 7/9)
[323172] ['4/9', '5/9', '5/3', '7/4', '5'] -> 5/3 * (7/4 / 5/9 + 5 / 4/9)
[323173] ['4/7', '5/8', '7/8', '4/3', '2'] -> 2 / (4/3 - 5/8 / (4/7 * 7/8))
[323174] ['7/9', '1', '6/5', '7/4', '9/5'] -> 6/5 / 9/5 / (7/9 + 1 - 7/4)
[323175] ['4/9', '9/8', '9/2', '9/2', '9'] -> (9/2 + 9) * 9/2 * 4/9 / 9/8
[323176] ['1/5', '3/5', '5/4', '5/3', '3'] -> (3/5 + 3) * 5/3 / (1/5 * 5/4)
[323177] ['1/3', '4/9', '4/5', '7/8', '5'] -> 1/3 / (4/9 / 5 + 4/5 - 7/8)
[323178] ['1/3', '5/9', '1', '5/4', '5/3'] -> (1 + 5/3) / (5/9 / 5/4 - 1/3)
[323179] ['8/9', '9/8', '9/8', '6/5', '7'] -> 7 / (9/8 - 8/9 * 9/8 / 6/5)
[323180] ['7/9', '1', '6/5', '7/4', '9/4'] -> 7/4 / (1 - 7/9 * 6/5) - 9/4
[323181] ['1/8', '1/4', '7/9', '5/6', '1'] -> (5/6 / 1/4 - 1) / (1/8 * 7/9)
[323182] ['1/3', '5/9', '1', '5/4', '7/4'] -> (1/3 + 1) / (5/9 + 5/4 - 7/4)
[323183] ['4/9', '5/9', '5/3', '9/2', '5'] -> (5/3 + 5) * 9/2 * 4/9 / 5/9
[323184] ['1/6', '2/9', '3/7', '7/3', '8'] -> 8 / (2/9 / 1/6 - 3/7 * 7/3)
[323185] ['8/9', '9/8', '9/8', '5/4', '7'] -> 7 / (9/8 * 5/4 - 9/8) - 8/9
[323186] ['7/9', '1', '6/5', '7/4', '7/3'] -> 7/3 / 7/4 / (1 / 6/5 - 7/9)
[323187] ['1/8', '1/4', '7/9', '6/7', '1'] -> 1 / (6/7 * 1/4 * 7/9 - 1/8)
[323188] ['4/7', '7/9', '7/9', '7/3', '7'] -> 7 * ((7/9 + 7/3) / 7/9 - 4/7)
[323189] ['1/6', '2/9', '3/7', '7/2', '8'] -> 8 / (2/9 + 1/6 / 3/7 / 7/2)
[323190] ['3/8', '3/7', '8/3', '7/2', '9'] -> 7/2 * (9 - 8/3 * (3/8 + 3/7))
[323191] ['1/5', '3/5', '5/4', '3', '7/2'] -> 3 / 5/4 / (1/5 * 7/2 - 3/5)
[323192] ['4/9', '5/9', '7/4', '9/5', '5'] -> 5 * (5/9 / 4/9 + 7/4 + 9/5)
[323193] ['1/3', '4/9', '4/5', '7/6', '5'] -> 4/5 * 5 / (4/9 / 1/3 - 7/6)
[323194] ['8/9', '9/8', '9/8', '4/3', '7'] -> 7 / (9/8 - 9/8 / 4/3) - 8/9
[323195] ['1/3', '5/9', '1', '5/4', '7/3'] -> (1 + 7/3) / (5/9 - 1/3 * 5/4)
[323196] ['1/7', '8/7', '2', '9/2', '9/2'] -> (2 + 9/2 / 9/2) / (1/7 / 8/7)
[323197] ['1/8', '1/4', '7/9', '1', '7/6'] -> 1 / (1/4 * 7/9 / 7/6 - 1/8)
[323198] ['1/3', '4/9', '4/5', '5/4', '5'] -> (5 / 4/9 - 5/4) / (1/3 / 4/5)
[323199] ['1/8', '2/5', '4/3', '7/4', '8'] -> 8 / (1/8 + 4/3) / (2/5 / 7/4)
[323200] ['4/7', '5/8', '7/8', '2', '9/4'] -> 9/4 / (5/8 - 4/7) / (7/8 * 2)
[323201] ['4/9', '8/7', '8/7', '3/2', '9'] -> 3/2 + (9 + 8/7 / 8/7) / 4/9
[323202] ['1/3', '5/9', '1', '5/4', '5/2'] -> (1/3 + 1) / (5/9 - 5/4 / 5/2)
[323203] ['1/3', '4/9', '4/5', '9/7', '5'] -> (4/9 + 4/5) * 5 / (1/3 / 9/7)
[323204] ['4/9', '8/7', '8/7', '8/5', '9'] -> 8/7 + (4/9 + 8/7) * 8/5 * 9
[323205] ['4/7', '7/9', '7/9', '9/2', '7'] -> 4/7 / (7/9 - (7/9 + 9/2) / 7)
[323206] ['1/8', '2/5', '4/3', '9/4', '8'] -> (8 - 1/8) / (2/5 / 4/3) - 9/4
[323207] ['4/7', '5/8', '7/8', '2', '5/2'] -> (5/2 + 2 / 4/7) / (7/8 - 5/8)
[323208] ['1/7', '7/6', '7/6', '5/4', '2'] -> 2 / (1/7 * 7/6 + 7/6 - 5/4)
[323209] ['1/3', '4/9', '4/5', '7/5', '5'] -> (5 * (4/5 + 7/5) - 1/3) / 4/9
[323210] ['1/8', '2/5', '4/3', '7/3', '8'] -> (8 + 7/3 / (1/8 + 4/3)) / 2/5
[323211] ['4/9', '8/7', '8/7', '7/4', '9'] -> 8/7 * (7/4 + 9 / 4/9) - 8/7
[323212] ['4/9', '5/9', '7/4', '9/2', '5'] -> 9/2 / ((5/9 + 7/4) / 4/9 - 5)
[323213] ['1/8', '1/4', '7/9', '1', '7/5'] -> 1 / 7/9 / (1/4 / 7/5 - 1/8)
[323214] ['1/5', '3/5', '9/7', '7/4', '3'] -> 7/4 * (3 + 9/7 / (1/5 * 3/5))
[323215] ['1/8', '2/5', '4/3', '7/2', '8'] -> 7/2 / (1/8 / 2/5 - 4/3 / 8)
[323216] ['4/9', '5/9', '9/5', '9/5', '5'] -> (5 / (5/9 - 4/9) - 9/5) / 9/5
[323217] ['1/3', '5/9', '1', '9/7', '4/3'] -> (1/3 + 5/9) / (4/3 / 9/7 - 1)
[323218] ['1/7', '7/6', '7/6', '7/5', '2'] -> (7/6 + (7/6 + 2) / 7/5) / 1/7
[323219] ['4/7', '5/8', '7/8', '2', '9/2'] -> 9/2 / (4/7 * 7/8 - 5/8 / 2)
[323220] ['7/9', '1', '6/5', '9/4', '9/4'] -> 9/4 / (1 / 7/9 - 6/5) - 9/4
[323221] ['1/5', '3/5', '9/7', '9/5', '3'] -> (3/5 + 3 / (9/7 / 9/5)) / 1/5
[323222] ['8/9', '9/8', '9/8', '9/4', '7'] -> (9/8 + 9/4) * (8/9 + 7 / 9/8)
[323223] ['4/9', '5/9', '9/5', '9/4', '5'] -> 9/4 * (5 * (4/9 + 9/5) - 5/9)
[323224] ['4/7', '5/8', '8/9', '8/9', '2'] -> 2 / (8/9 / (4/7 / 5/8) - 8/9)
[323225] ['1/7', '7/6', '7/6', '3/2', '2'] -> 2 / 1/7 / (7/6 * 3/2 - 7/6)
[323226] ['4/9', '8/7', '8/7', '7/3', '9'] -> 9 * (4/9 + 7/3) - 8/7 / 8/7
[323227] ['7/9', '1', '6/5', '9/4', '7/3'] -> 7/3 / (9/4 / 6/5 - (7/9 + 1))
[323228] ['1/3', '4/9', '5/6', '5/6', '5'] -> 5 / (5/6 - 5/6 * 1/3 / 4/9)
[323229] ['8/9', '9/8', '9/8', '7/3', '7'] -> 7 / (7/3 * (9/8 - 8/9 * 9/8))
[323230] ['4/7', '5/8', '8/9', '9/8', '2'] -> 2 / (5/8 / (4/7 * 9/8) - 8/9)
[323231] ['1/8', '2/5', '7/5', '9/5', '8'] -> (8 - 7/5) / (1/8 * (2/5 + 9/5))
[323232] ['1/7', '7/6', '7/6', '8/5', '2'] -> 8/5 * (7/6 / 7/6 + 2 / 1/7)
[323233] ['1/5', '3/5', '9/7', '8/3', '3'] -> 3 + (3/5 + 8/3) / (1/5 / 9/7)
[323234] ['1/7', '7/6', '7/6', '7/4', '2'] -> 2 / 1/7 / (7/6 + 7/6 - 7/4)
[323235] ['1/6', '2/9', '1/2', '5/7', '8'] -> (5/7 * (1/6 + 8) - 1/2) / 2/9
[323236] ['1/8', '2/5', '7/5', '9/2', '8'] -> 9/2 * (8 - 7/5 / (1/8 + 2/5))
[323237] ['1/5', '3/5', '4/3', '3/2', '3'] -> 3/2 / (1/5 / 4/3) * (3 - 3/5)
[323238] ['8/9', '9/8', '8/7', '8/7', '7'] -> 7 * (8/7 + 9/8 * (8/9 + 8/7))
[323239] ['1/3', '4/9', '5/6', '6/5', '5'] -> 5 / (5/6 - 1/3 / 4/9 / 6/5)
[323240] ['1/7', '7/6', '7/6', '2', '5/2'] -> 2 + (7/6 + 5/2) / (1/7 * 7/6)
[323241] ['4/7', '5/8', '8/9', '5/4', '2'] -> (5/4 / (5/8 - 4/7) - 2) / 8/9
[323242] ['1/5', '3/5', '4/3', '7/4', '3'] -> (7/4 * 3 - 3/5 / 4/3) / 1/5
[323243] ['7/9', '1', '6/5', '7/3', '5/2'] -> (7/3 + 6/5 * 5/2) / (1 - 7/9)
[323244] ['4/9', '8/7', '7/6', '5/4', '9'] -> (9 + 5/4 * 8/7 * 7/6) / 4/9
[323245] ['4/9', '5/9', '9/4', '9/2', '5'] -> 9/2 * (5/9 + 5) - 4/9 * 9/4
[323246] ['8/9', '9/8', '8/7', '9/7', '7'] -> 7 * (8/9 * 9/8 + 8/7 + 9/7)
[323247] ['1/3', '5/9', '1', '9/7', '8/3'] -> 8/3 / (1/3 + 5/9 - 1 / 9/7)
[323248] ['1/7', '7/6', '7/6', '2', '9/2'] -> (9/2 / 1/7 - 7/6) / 7/6 - 2
[323249] ['4/9', '5/9', '7/3', '7/3', '5'] -> 5 * (7/3 * 7/3 - 5/9) - 4/9
[323250] ['1/6', '2/9', '1/2', '7/5', '8'] -> ((1/6 + 8) / 7/5 - 1/2) / 2/9
[323251] ['1/3', '4/9', '5/6', '8/5', '5'] -> (5 + 8/5 / (4/9 / 5/6)) / 1/3
[323252] ['1/7', '7/6', '6/5', '6/5', '2'] -> (6/5 / 7/6 + 6/5 * 2) / 1/7
[323253] ['1/8', '2/5', '3/2', '8/3', '8'] -> 2/5 * (8 / 1/8 - 3/2 * 8/3)
[323254] ['1/5', '3/5', '7/5', '5/3', '3'] -> 3 * (3/5 * 5/3 + 7/5 / 1/5)
[323255] ['8/9', '9/8', '8/7', '8/5', '7'] -> (8/7 + 8/9 * 9/8) * 8/5 * 7
[323256] ['4/7', '5/8', '8/9', '3/2', '2'] -> 2 / (3/2 * (5/8 - 4/7)) - 8/9
[323257] ['4/7', '7/9', '4/5', '8/5', '7'] -> 7 * (4/7 + 4/5 + 8/5 / 7/9)
[323258] ['1/7', '7/6', '6/5', '5/4', '2'] -> (6/5 + 2) * 5/4 / (1/7 * 7/6)
[323259] ['7/9', '1', '6/5', '5/2', '8/3'] -> 8/3 / (7/9 / 5/2 + 1 - 6/5)
[323260] ['4/9', '8/7', '7/6', '5/3', '9'] -> 9 * (4/9 + 5/3 * 8/7 * 7/6)
[323261] ['8/9', '9/8', '8/7', '5/3', '7'] -> 8/7 * 7 * (9/8 + 5/3 / 8/9)
[323262] ['1/8', '1/4', '4/5', '1', '3/2'] -> (1/4 + 3/2 + 1 / 4/5) / 1/8
[323263] ['4/9', '8/7', '7/6', '7/4', '9'] -> (8/7 + 4/9 / 7/6) * 7/4 * 9
[323264] ['1/7', '7/6', '6/5', '4/3', '2'] -> 6/5 / (1/7 * 7/6) * (4/3 + 2)
[323265] ['4/9', '5/9', '7/2', '7/2', '5'] -> (7/2 - 4/9) / (5/9 / 5) - 7/2
[323266] ['1/6', '2/9', '5/9', '6/7', '8'] -> (2/9 + 5/9 * 8) / (1/6 / 6/7)
[323267] ['7/9', '1', '6/5', '5/2', '9/2'] -> 6/5 * 5/2 * 9/2 * (7/9 + 1)
