[216690] ['1/6', '1/6', '2/7', '3/8', '7'] -> (2/7 + 1/6 / 1/6) * 7 / 3/8
[225057] ['6/7', '9/7', '5/3', '5/2', '8'] -> 8 * (9/7 / 6/7 + 5/2 / 5/3)
[225058] ['1/7', '4/7', '7/9', '1', '9/5'] -> (1 + 9/5 * (4/7 + 7/9)) / 1/7
[225059] ['3/7', '5/8', '6/5', '9/5', '7'] -> (6/5 + 7) / (9/5 - 5/8 / 3/7)
[225060] ['8/9', '5/4', '4/3', '4/3', '5'] -> (5 / (5/4 * (4/3 / 8/9)) - 4/3))
[225061] ['1', '3/2', '8/5', '5/3', '9/2'] -> 8/5 * 5/3 * 9/2 / (3/2 - 1)
[225062] ['5/7', '6/7', '6/7', '6/7', '6'] -> (6/7 + 6) / (6/7 / 6/7 - 5/7)
[225063] ['1/5', '1', '9/8', '7/6', '5/2'] -> (1 / (1/5 * 5/2) - (9/8 + 7/6)))
[225064] ['3/8', '5/7', '5/7', '4/3', '8'] -> (4/3 * (8 - 5/7) - 5/7) / 3/8
[225065] ['1/7', '4/7', '7/9', '1', '9/4'] -> (9/4 * (7/9 + 1) - 4/7) / 1/7
[225066] ['5/7', '6/7', '6/7', '7/8', '6'] -> (6 / (7/8 * (6/7 / 6/7)) - 5/7))
[225067] ['3/7', '5/8', '6/5', '7/3', '7'] -> (7 / (5/8 * (6/5 / 3/7)) - 7/3))
[225068] ['6/7', '9/7', '7/4', '9/5', '8'] -> 9/5 * (7/4 * 8 - 6/7 / 9/7)
[225069] ['1/8', '1/4', '7/6', '8/5', '9'] -> (7/6 + 1/8 / 1/4) * 8/5 * 9
[225070] ['3/7', '5/8', '6/5', '5/2', '7'] -> (5/2 - 3/7 / 6/5) * 7 / 5/8
[225071] ['2/5', '2/5', '4/5', '9/4', '6'] -> 2/5 * 6 / (2/5 * 9/4 - 4/5)
[225072] ['1/5', '1', '9/8', '7/6', '7/2'] -> 9/8 * ((1 + 7/2) / 1/5 - 7/6)
[225073] ['3/7', '5/8', '6/5', '8/3', '7'] -> (8/3 + 7 / (3/7 * 5/8)) / 6/5
[225074] ['1/7', '4/7', '7/9', '1', '5/2'] -> (5/2 - 4/7) * (7/9 + 1) / 1/7
[225075] ['8/9', '5/4', '4/3', '7/4', '5'] -> 4/3 / (5 * (5/4 - 8/9) - 7/4)
[225076] ['5/7', '6/7', '6/7', '7/6', '6'] -> (6/7 + 6) / (6/7 * 7/6 - 5/7)
[225077] ['3/8', '5/7', '5/7', '9/5', '8'] -> (5/7 * 8 - 5/7) * 9/5 / 3/8
[225078] ['1', '3/2', '8/5', '7/4', '8/3'] -> 8/3 * (3/2 / (7/4 - 8/5) - 1)
[225079] ['1/6', '1/4', '6/7', '7/5', '7'] -> (1/6 + 7 / (6/7 * 7/5)) / 1/4
[225080] ['1/5', '1', '9/8', '6/5', '5/4'] -> 1 / (1/5 / 6/5 + 9/8 - 5/4)
[225081] ['1', '3/2', '8/5', '9/5', '9/5'] -> 8/5 / ((1 + 9/5) / 3/2 - 9/5)
[225082] ['3/8', '5/7', '5/7', '7/3', '8'] -> 8 / (5/7 / (3/8 * 5/7) - 7/3)
[225083] ['1/6', '1/4', '6/7', '8/5', '7'] -> (1/4 + 7 * 6/7 / 8/5) / 1/6
[225084] ['8/9', '5/4', '4/3', '7/3', '5'] -> (5 + 4/3 + 7/3) / (5/4 - 8/9)
[225085] ['2/5', '2/5', '5/6', '7/8', '6'] -> 6 / (7/8 / 5/6 - (2/5 + 2/5))
[225086] ['8/9', '8/9', '9/8', '8/5', '9'] -> 9 / (9/8 * (8/9 - 8/9 / 8/5))
[225087] ['4/5', '6/7', '7/4', '2', '7/2'] -> 7/2 / (2 / 6/7 - 7/4 / 4/5)
[225088] ['3/8', '5/7', '5/7', '7/2', '8'] -> 8 * (7/2 - 3/8) - 5/7 / 5/7
[225089] ['4/9', '7/8', '5/4', '9/5', '6'] -> 5/4 / (7/8 / 9/5 - 4/9) - 6
[225090] ['2/5', '2/5', '5/6', '9/8', '6'] -> (6 + 2/5 / 2/5) / (9/8 - 5/6)
[225091] ['5/7', '6/7', '6/7', '5/3', '6'] -> (6/7 + 6/7) * 6 * 5/3 / 5/7
[225092] ['8/9', '8/9', '9/8', '7/4', '9'] -> 9 / (8/9 / 8/9 + 9/8 - 7/4)
[225093] ['1/8', '1/4', '6/5', '7/3', '9'] -> 9 * (1/8 + 7/3 + 1/4 / 6/5)
[225094] ['3/8', '5/7', '5/7', '9/2', '8'] -> 9/2 * (8 - 5/7 / (3/8 * 5/7))
[225095] ['6/7', '9/7', '7/3', '9/2', '8'] -> 9/2 * (8 - 7/3) - 9/7 / 6/7
[225096] ['4/5', '6/7', '7/4', '2', '9/2'] -> 9/2 / (4/5 - 7/4 / (6/7 + 2))
[225097] ['5/7', '6/7', '6/7', '7/4', '6'] -> 6 / (5/7 * 7/4 - 6/7 / 6/7)
[225098] ['8/9', '8/9', '9/8', '9/5', '9'] -> 9 / (8/9 / 8/9 - 9/8 / 9/5)
[225099] ['1', '3/2', '8/5', '9/5', '8/3'] -> 1 / (8/3 - (3/2 + 9/5 / 8/5))
[225100] ['1/5', '1', '9/8', '6/5', '5/2'] -> 5/2 / ((1/5 + 9/8) / 6/5 - 1)
[225101] ['3/7', '5/8', '5/4', '8/5', '7'] -> 7 * (3/7 + 8/5 * (5/8 + 5/4))
[225102] ['8/9', '8/9', '9/8', '5/2', '9'] -> 9 / (5/2 - (9/8 + 8/9 / 8/9))
[225103] ['1/8', '1/4', '6/5', '7/2', '9'] -> (9 - 1/4) / (7/2 * 1/8 / 6/5)
[225104] ['4/9', '7/8', '5/4', '7/2', '6'] -> 6 / (7/8 * 7/2 - 5/4 / 4/9)
[225105] ['1', '3/2', '8/5', '9/4', '7/3'] -> 1 / (9/4 / 3/2 - 7/3 / 8/5)
[225106] ['2/5', '2/5', '5/6', '7/5', '6'] -> (7/5 * 6 - 2/5) / (2/5 * 5/6)
[225107] ['3/8', '5/7', '3/4', '4/5', '8'] -> (4/5 + 8 / 5/7) * 3/4 / 3/8
[225108] ['8/9', '8/9', '8/7', '8/7', '9'] -> 9 * (8/9 + (8/9 + 8/7) / 8/7)
[225109] ['1/5', '2/7', '4/9', '9/5', '2'] -> (2 + 9/5 * 4/9 / 2/7) / 1/5
[225110] ['1/6', '1/4', '7/8', '9/7', '7'] -> 7 / (1/4 / (1/6 * 9/7) - 7/8)
[225111] ['4/9', '7/8', '9/7', '9/7', '6'] -> (9/7 + 6) / (7/8 - 4/9 * 9/7)
[225112] ['2/5', '2/5', '5/6', '8/5', '6'] -> (6 + 2/5 + 8/5) / (2/5 * 5/6)
[225113] ['3/7', '5/8', '5/4', '9/4', '7'] -> 7 * (3/7 + 9/4) / (5/8 * 5/4)
[225114] ['1/8', '1/4', '5/4', '9/7', '9'] -> (5/4 + 9 * 1/4 / 9/7) / 1/8
[225115] ['1/5', '1', '9/8', '5/4', '4/3'] -> 1 / (1/5 * 5/4 + 9/8 - 4/3)
[225116] ['5/7', '6/7', '6/7', '5/2', '6'] -> 6/7 + 5/2 * (6/7 + 6 / 5/7)
[225117] ['4/5', '6/7', '9/5', '2', '5/2'] -> 9/5 / (5/2 / (6/7 + 2) - 4/5)
[225118] ['1/4', '4/9', '6/5', '4/3', '3'] -> 3 / (4/9 / 4/3 - 1/4 / 6/5)
[225119] ['2/5', '2/5', '5/6', '7/4', '6'] -> (6 / (5/6 * (2/5 * 7/4)) - 2/5))
[225120] ['8/9', '5/4', '7/5', '5/3', '5'] -> (5/3 + 7/5 * 5) / (5/4 - 8/9)
[225121] ['8/9', '8/9', '8/7', '5/4', '9'] -> 9 / (5/4 - 8/9 / (8/9 * /7)
)[225122] ['1/5', '2/7', '4/9', '2', '7/3'] -> (2/7 * 7/3 + 2 / 1/5) / 4/9
[225123] ['4/5', '6/7', '9/5', '2', '8/3'] -> 9/5 / (2 / (6/7 * 8/3) - 4/5)
[225124] ['3/7', '5/8', '5/4', '8/3', '7'] -> 7 / (3/7 * 5/8) - 8/3 / 5/4
[225125] ['6/7', '4/3', '7/5', '7/5', '8'] -> 8 * (7/5 + 7/5 * 6/7 * 4/3)
[225126] ['1/7', '4/7', '4/5', '1', '9/7'] -> (4/7 + (1 + 9/7) / 4/5) / 1/7
[225127] ['8/9', '8/9', '8/7', '9/7', '9'] -> 9 * (8/9 + 8/9 + 8/7 / 9/7)
[225128] ['3/8', '5/7', '3/4', '9/8', '8'] -> 8 * (3/8 + (3/4 + 9/8) / 5/7)
[225129] ['1/4', '4/9', '6/5', '3/2', '3'] -> 3/2 + 3 / (6/5 * 1/4 * 4/9)
[225130] ['1', '3/2', '8/5', '7/3', '9/2'] -> 8/5 * (1 + 7/3 * (3/2 + 9/2))
[225131] ['1/8', '1/4', '9/7', '4/3', '9'] -> (9 - 4/3) / (1/8 + 1/4 / 9/7)
[225132] ['1/7', '4/7', '4/5', '1', '4/3'] -> (4/5 + 1) * (4/7 + 4/3) / 1/7
[225133] ['8/9', '8/9', '8/7', '4/3', '9'] -> 8/7 * 9 * (4/3 + 8/9 / 8/9)
[225134] ['3/7', '5/8', '5/4', '9/2', '7'] -> 3/7 / (5/8 - 5/4 + 9/2 / 7)
[225135] ['1/5', '1', '9/8', '5/4', '9/4'] -> (9/4 / (5/4 * (1/5 + 1)) - 9/8))
[225136] ['2/5', '2/5', '6/7', '7/8', '6'] -> 6 / (2/5 / 2/5 - 6/7 * 7/8)
[225137] ['5/7', '6/7', '7/8', '8/7', '6'] -> (6/7 + 6) / (7/8 * 8/7 - 5/7)
[225138] ['1/7', '4/7', '4/5', '1', '7/5'] -> (4/7 + 4/5) / (1/7 * (7/5 - 1))
[225139] ['1/4', '4/9', '6/5', '5/3', '3'] -> (6/5 / (3 * (4/9 / 5/3)) - 1/4))
[225140] ['6/7', '4/3', '7/5', '9/5', '8'] -> 9/5 * 4/3 * 7/5 * (8 - 6/7)
[225141] ['1/6', '1/4', '8/9', '8/9', '7'] -> 7 / (1/4 * (1/6 + 8/9 / 8/9))
[225142] ['8/9', '8/9', '8/7', '3/2', '9'] -> (3/2 + 9) * (8/9 + 8/7) / 8/9
[225143] ['1/7', '4/7', '4/5', '1', '3/2'] -> (1 + 3/2) * (4/7 + 4/5) / 1/7
[225144] ['1/4', '4/9', '6/5', '7/4', '3'] -> (3 / 4/9 - 7/4) * 6/5 / 1/4
[225145] ['1', '3/2', '8/5', '9/2', '9/2'] -> 3/2 * 8/5 * (9/2 + 1 + 9/2)
[225146] ['1/8', '1/4', '9/7', '3/2', '9'] -> 9 / (9/7 * (1/8 + 1/4 / 3/2))
[225147] ['3/7', '5/8', '9/7', '4/3', '7'] -> (3/7 + 9/7 * 4/3) * 7 / 5/8
[225148] ['3/8', '5/7', '3/4', '5/4', '8'] -> (5/4 / 5/7 - (3/4 - 8)) / 3/8
[225149] ['5/7', '6/7', '7/8', '7/6', '6'] -> (6 / (7/8 * (6/7 * 7/6)) - 5/7))
[225150] ['8/9', '8/9', '8/7', '8/5', '9'] -> (8/9 + 8/9 / 8/7) * 8/5 * 9
[225151] ['1/5', '1', '9/8', '5/4', '5/2'] -> 5/2 * (1/5 + 1) / (5/4 - 9/8)
[225152] ['1/6', '1/4', '8/9', '9/8', '7'] -> 7 / (1/4 * (1/6 + 8/9 * 9/8))
[225153] ['3/7', '5/8', '9/7', '7/5', '7'] -> 9/7 / 7/5 * 7 / (3/7 * 5/8)
[225154] ['1/5', '1', '9/8', '5/4', '8/3'] -> 1/5 / (8/3 / 5/4 - (1 + 9/8))
[225155] ['1/8', '1/4', '9/7', '7/4', '9'] -> (9 - 9/7) / (1/4 + 1/8 / 7/4)
[225156] ['3/7', '5/8', '9/7', '8/5', '7'] -> (7 + 5/8 * 8/5) * 9/7 / 3/7
[225157] ['1/6', '1/4', '8/9', '7/6', '7'] -> 8/9 * (1/6 - 7/6 + 7 / 1/4)
[225158] ['8/9', '8/9', '8/7', '9/4', '9'] -> 9/4 * (8/9 / 8/7 + 8/9 + 9)
[225159] ['5/7', '6/7', '7/8', '7/5', '6'] -> 6 / (5/7 * 7/5 - 6/7 * 7/8)
[225160] ['4/9', '7/8', '9/7', '9/4', '6'] -> 6 / (7/8 * (9/7 - 4/9 * 9/4))
[225161] ['1', '3/2', '5/3', '5/3', '9/4'] -> 1 / (3/2 * 9/4 - (5/3 + 5/3))
[225162] ['6/7', '4/3', '3/2', '9/4', '8'] -> (9/4 + 3/2 / 6/7) * 8 / 4/3
[225163] ['1/5', '1', '9/8', '9/7', '9/7'] -> 9/7 / (9/8 - 9/7 / (1/5 + 1))
[225164] ['8/9', '8/9', '8/7', '5/2', '9'] -> (8/9 + 8/7) * (9 + 5/2 / 8/9)
[225165] ['1/5', '2/7', '1/2', '5/8', '2'] -> (2 + 1/2 / (2/7 * 5/8)) / 1/5
[225166] ['3/8', '5/7', '3/4', '8/5', '8'] -> 8/5 + 3/4 * 8 / (3/8 * 5/7)
[225167] ['8/9', '5/4', '3/2', '5/3', '5'] -> 5 / (3/2 * (8/9 - 5/4 / 5/3))
[225168] ['5/7', '6/7', '7/8', '8/5', '6'] -> (6 / (7/8 * (5/7 * 8/5)) - 6/7))
[225169] ['1/8', '1/4', '9/7', '9/4', '9'] -> (9 / 9/7 - 1/4) / (1/8 * 9/4)
[225170] ['1/6', '1/4', '8/9', '5/4', '7'] -> 7 / (1/4 * 8/9) - 5/4 / 1/6
[225171] ['6/7', '4/3', '3/2', '5/2', '8'] -> 6/7 * 3/2 * (5/2 * 8 - 4/3)
[225172] ['4/9', '7/8', '9/7', '7/3', '6'] -> 9/7 * 6 * (4/9 + 7/3 / 7/8)
[225173] ['3/7', '5/8', '9/7', '7/3', '7'] -> 9/7 * 7 / (3/7 * 7/3 - 5/8)
[225174] ['1/4', '4/9', '6/5', '3', '9/2'] -> (3 + 4/9 * 9/2) * 6/5 / 1/4
[225175] ['8/9', '5/4', '3/2', '7/4', '5'] -> 8/9 / (3/2 - 5/4) * (7/4 + 5)
[225176] ['3/8', '5/7', '3/4', '5/3', '8'] -> 8 / (5/3 / 5/7 - 3/4 / 3/8)
[225177] ['1/8', '1/4', '9/7', '5/2', '9'] -> (5/2 / 1/4 - 9 / 9/7) / 1/8
[225178] ['8/9', '8/9', '7/6', '7/6', '9'] -> (7/6 + 9) / (7/6 / 8/9 - 8/9)
[225179] ['3/7', '5/8', '9/7', '5/2', '7'] -> (9/7 - 3/7) * 7 * 5/2 / 5/8
[225180] ['3/8', '5/7', '3/4', '7/4', '8'] -> (8 - 5/7 * 7/4) / (3/8 * 3/4)
[225181] ['4/5', '6/7', '2', '7/3', '7/2'] -> 2 / (6/7 * 7/2 - 7/3 / 4/5)
[225182] ['5/7', '6/7', '7/8', '9/5', '6'] -> (9/5 + 6) / (6/7 / 5/7 - 7/8)
[225183] ['1', '3/2', '5/3', '7/4', '9/5'] -> (9/5 / (3/2 * (7/4 / 5/3)) - 1))
[225184] ['1/7', '4/7', '4/5', '1', '7/2'] -> (7/2 - 1) * (4/7 + 4/5) / 1/7
[225185] ['1/5', '2/7', '1/2', '5/6', '2'] -> 2 / (5/6 * 1/5 / 2/7 - 1/2)
[225186] ['8/9', '8/9', '7/6', '6/5', '9'] -> 9 * 8/9 / 6/5 / (7/6 - 8/9)
[225187] ['4/5', '6/7', '2', '7/3', '9/2'] -> (6/7 + 2) * 9/2 * 4/5 * 7/3
[225188] ['5/7', '6/7', '7/8', '7/3', '6'] -> (5/7 + 7/3) * (7/8 + 6 / 6/7)
[225189] ['1/5', '1', '9/8', '9/7', '5/3'] -> 5/3 / (1/5 * (9/8 - 1 / 9/7))
[225190] ['4/9', '7/8', '4/3', '4/3', '6'] -> (4/3 + 4/3 * 6) / (4/9 * 7/8)
[225191] ['1/8', '1/4', '9/7', '9/2', '9'] -> (1/8 + 9 / 9/7) / 1/4 - 9/2
[225192] ['3/7', '5/8', '4/3', '7/5', '7'] -> 7 / (4/3 - 5/8 / (3/7 * 7/5))
[225193] ['8/9', '5/4', '3/2', '5/2', '5'] -> (5 / (5/2 * (8/9 * 3/2)) - 5/4))
[225194] ['6/7', '4/3', '8/5', '7/3', '8'] -> (8/5 + 6/7 * 7/3) * (8 - 4/3)
[225195] ['2/5', '2/5', '6/7', '7/3', '6'] -> (6/7 * 7/3 - 2/5) * 6 / 2/5
[225196] ['1/7', '4/7', '5/6', '5/6', '1'] -> 4/7 / (1/7 / (1 - 5/6) - 5/6)
[225197] ['1/5', '1', '9/8', '9/7', '9/5'] -> 9/5 / (1/5 - 1 + 9/8 / 9/7)
[225198] ['2/5', '2/5', '6/7', '5/2', '6'] -> (6/7 + 6) * (5/2 + 2/5 / 2/5)
[225199] ['1/4', '4/9', '5/4', '8/5', '3'] -> (8/5 / 4/9 + 3 / 5/4) / 1/4
[225200] ['1', '3/2', '5/3', '9/5', '7/3'] -> (5/3 + 7/3) / (1 - 3/2 / 9/5)
[225201] ['5/7', '6/7', '8/9', '8/7', '6'] -> 5/7 * 6 / (8/7 - 6/7 / 8/9)
[225202] ['1/8', '1/4', '4/3', '8/5', '9'] -> 9 / (4/3 * (1/8 + 1/4 / 8/5))
[225203] ['1', '3/2', '5/3', '9/5', '5/2'] -> (1 + 5/3) / (3/2 - 5/2 / 9/5)
[225204] ['1/6', '1/4', '8/9', '7/2', '7'] -> (7/2 + 7) / (1/4 + 1/6 / 8/9)
[225205] ['8/9', '5/4', '3/2', '7/2', '5'] -> 3/2 / (5 / 5/4 - 7/2 / 8/9)
[225206] ['8/9', '8/9', '7/6', '7/4', '9'] -> 9 * (8/9 + 8/9) * 7/4 / 7/6
[225207] ['3/7', '5/8', '4/3', '7/4', '7'] -> 7 / (3/7 + 5/8 - 4/3 / 7/4)
[225208] ['1/6', '1/4', '8/9', '9/2', '7'] -> 7 / (1/4 + 1/6 / (8/9 * /2)
)[225209] ['1/5', '2/7', '1/2', '9/7', '2'] -> 9/7 / (1/5 * 2/7) - (1/2 - 2)
[225210] ['1', '3/2', '5/3', '9/5', '7/2'] -> (3/2 + 7/2) * 9/5 * (1 + 5/3)
[225211] ['8/9', '8/9', '7/6', '9/4', '9'] -> 9 / (9/4 * (7/6 - 8/9 / 8/9))
[225212] ['1/4', '4/9', '5/4', '3', '9/2'] -> 9/2 * (1/4 + 3 * (4/9 + 5/4))
[225213] ['4/5', '6/7', '2', '8/3', '9/2'] -> (8/3 - 4/5) * 9/2 * (6/7 + 2)
[225214] ['2/5', '2/5', '7/8', '6/5', '6'] -> 6 / (7/8 * 6/5 - (2/5 + 2/5))
[225215] ['1/7', '4/7', '5/6', '1', '9/7'] -> (9/7 + 4/7 + 1) / (1/7 * 5/6)
[225216] ['3/8', '5/7', '7/9', '5/6', '8'] -> (5/7 + 8 / 7/9) / (5/6 - 3/8)
[225217] ['1/8', '1/4', '7/5', '7/4', '9'] -> 9 / (7/5 * (1/8 + 1/4 / 7/4))
[225218] ['8/9', '5/4', '8/5', '7/4', '5'] -> 5 * (5/4 + 7/4 + 8/5 / 8/9)
[225219] ['8/9', '8/9', '7/6', '7/3', '9'] -> 9 * (8/9 + 7/3 * 8/9 / 7/6)
[225220] ['6/7', '4/3', '7/4', '9/5', '8'] -> 9/5 * (4/3 + 8 * 6/7 * 7/4)
[225221] ['4/5', '6/7', '2', '7/2', '7/2'] -> 7/2 * (6/7 + 7/2 + 2 / 4/5)
[225222] ['1/6', '1/4', '9/8', '6/5', '7'] -> 6/5 * (9/8 / (1/6 * 1/4) - 7)
[225223] ['2/5', '2/5', '7/8', '9/7', '6'] -> 6 / (7/8 * (9/7 - 2/5 / 2/5))
[225224] ['8/9', '8/9', '7/6', '7/2', '9'] -> (9 - 8/9 / 8/9) * 7/2 / 7/6
[225225] ['1/5', '2/7', '1/2', '5/3', '2'] -> (1/5 + 2 / 2/7) * 5/3 / 1/2
[225226] ['3/8', '5/7', '7/9', '6/7', '8'] -> 8 * (7/9 + 5/7 / (3/8 * 6/7))
[225227] ['1/4', '4/9', '9/7', '4/3', '3'] -> (4/3 + 3 / (1/4 * 9/7)) / 4/9
[225228] ['4/5', '6/7', '2', '7/2', '9/2'] -> 2 * 7/2 * (9/2 - 6/7 / 4/5)
[225229] ['5/7', '6/7', '8/9', '8/5', '6'] -> 6 / (8/5 - 6/7 / (5/7 * 8/9))
[225230] ['2/5', '2/5', '7/8', '4/3', '6'] -> (2/5 + 4/3 * 6) / (2/5 * 7/8)
[225231] ['8/9', '8/9', '6/5', '6/5', '9'] -> (6/5 + 6/5) * (9 + 8/9 / 8/9)
[225232] ['1/6', '1/4', '9/8', '9/7', '7'] -> 9/7 * 7 / (1/4 / 1/6 - 9/8)
[225233] ['1', '3/2', '5/3', '7/3', '7/3'] -> (5/3 + 7/3) / (1 + 3/2 - 7/3)
[225234] ['1/8', '1/4', '7/5', '7/3', '9'] -> 9 / (7/3 * (1/4 - 1/8 / 7/5))
[225235] ['8/9', '5/4', '8/5', '9/4', '5'] -> 8/5 * 5 / (8/9 - 5/4 / 9/4)
[225236] ['3/8', '5/7', '7/9', '8/9', '8'] -> (8 / (7/9 * (5/7 / 8/9)) - 3/8))
[225237] ['6/7', '4/3', '9/5', '9/5', '8'] -> 8 * (9/5 / (9/5 - 4/3) - 6/7)
[225238] ['8/9', '8/9', '6/5', '5/4', '9'] -> 6/5 * 5/4 * 9 * (8/9 + 8/9)
[225239] ['1/5', '2/7', '1/2', '2', '9/4'] -> (2 - 1/2) / (1/5 * 2/7) - 9/4
[225240] ['1/4', '4/9', '9/7', '3/2', '3'] -> 9/7 * 3/2 * (4/9 + 3 / 1/4)
[225241] ['3/7', '5/8', '7/5', '8/5', '7'] -> 7 * 3/7 / 5/8 / (8/5 - 7/5)
[225242] ['1', '3/2', '5/3', '7/3', '7/2'] -> (5/3 + 7/3) * (7/2 + 1 + 3/2)
[225243] ['3/8', '5/7', '7/9', '9/8', '8'] -> (8 / (7/9 * (5/7 * 9/8)) - 3/8))
[225244] ['1/6', '1/4', '9/8', '8/5', '7'] -> (7 - 9/8 / 1/4) * 8/5 / 1/6
[225245] ['5/7', '6/7', '8/9', '9/5', '6'] -> (6/7 + 6 / 9/5) / (8/9 - 5/7)
[225246] ['1/5', '1', '9/8', '4/3', '7/4'] -> 7/4 / (9/8 / (1 - 1/5) - 4/3)
[225247] ['1', '3/2', '5/3', '5/2', '7/2'] -> 3/2 * (1 + 5/3) * (5/2 + 7/2)
[225248] ['3/7', '5/8', '7/5', '5/3', '7'] -> 7 / (7/5 * (5/3 - 5/8 / 3/7))
[225249] ['2/5', '2/5', '7/8', '9/5', '6'] -> (9/5 - 2/5) * 6 / (2/5 * 7/8)
[225250] ['8/9', '5/4', '8/5', '8/3', '5'] -> (8/9 + 8/3) * (8/5 * 5 - 5/4)
[225251] ['1/7', '4/7', '5/6', '1', '7/3'] -> ((1 + 7/3) / 5/6 - 4/7) / 1/7
[225252] ['6/7', '4/3', '9/5', '8/3', '8'] -> 9/5 * (4/3 + 8/3 + 8 / 6/7)
[225253] ['5/7', '6/7', '8/9', '9/4', '6'] -> (6/7 + 8/9 * 9/4) * 6 / 5/7
[225254] ['2/5', '2/5', '7/8', '7/3', '6'] -> 6 / (2/5 - 2/5 * 7/8 / 7/3)
[225255] ['8/9', '8/9', '6/5', '7/5', '9'] -> 8/9 * 9 / (7/5 - 8/9 * 6/5)
[225256] ['1/4', '4/9', '9/7', '5/3', '3'] -> 9/7 * 3 * (5/3 / 1/4 - 4/9)
[225257] ['1', '3/2', '5/3', '8/3', '7/2'] -> 8/3 * (3/2 + 5/3 * (1 + 7/2))
[225258] ['1/5', '1', '9/8', '4/3', '9/4'] -> (1 / (1/5 * (9/8 + 4/3)) - 9/4))
[225259] ['1/6', '1/4', '9/8', '9/5', '7'] -> 7 / (9/8 - 1/4 / (1/6 * 9/5))
[225260] ['3/8', '5/7', '7/9', '7/6', '8'] -> 8 * (7/9 + 7/6 * 5/7 / 3/8)
[225261] ['3/7', '5/8', '7/5', '9/5', '7'] -> 7 / (5/8 - 3/7 * 7/5 / 9/5)
[225262] ['6/7', '4/3', '9/5', '9/2', '8'] -> (9/5 + 9/2) * 8 * (4/3 - 6/7)
[225263] ['5/7', '6/7', '8/9', '7/3', '6'] -> 6 * (5/7 + 7/3) / (6/7 * 8/9)
[225264] ['4/9', '7/8', '7/5', '7/3', '6'] -> 6 * (7/3 / (7/5 - 7/8) - 4/9)
[225265] ['8/9', '8/9', '6/5', '5/3', '9'] -> 9 * (8/9 + 5/3 * 8/9 * 6/5)
[225266] ['3/7', '5/8', '7/5', '9/4', '7'] -> (7 - 7/5) * (3/7 + 9/4) / 5/8
[225267] ['6/7', '4/3', '9/4', '9/4', '8'] -> 4/3 * 9/4 + 8 * 9/4 / 6/7
[225268] ['1/7', '4/7', '5/6', '1', '7/2'] -> 1 / (7/2 * 1/7 / 4/7 - 5/6)
[225269] ['4/9', '7/8', '7/5', '5/2', '6'] -> 5/2 * (6 + 7/5 / (4/9 * 7/8))
[225270] ['8/9', '5/4', '5/3', '9/5', '5'] -> 5 / (5/4 - 5/3 / (8/9 * 9/5))
[225271] ['1/5', '2/7', '5/9', '4/7', '2'] -> 2 / (2/7 - 1/5) * 4/7 / 5/9
[225272] ['5/7', '6/7', '8/9', '7/2', '6'] -> 8/9 * 7/2 * (5/7 + 6 / 6/7)
[225273] ['3/7', '5/8', '7/5', '5/2', '7'] -> (5/2 - 5/8) * 7 * (3/7 + 7/5)
[225274] ['3/8', '5/7', '7/9', '9/7', '8'] -> (9/7 + 5/7 * 8) / (3/8 * 7/9)
[225275] ['8/9', '8/9', '6/5', '7/3', '9'] -> 6/5 * (7/3 * 9 - 8/9 / 8/9)
[225276] ['6/7', '4/3', '9/4', '7/2', '8'] -> 6/7 * 7/2 + 9/4 * (4/3 + 8)
[225277] ['8/9', '5/4', '5/3', '9/4', '5'] -> 5 * 8/9 * 9/4 / (5/3 - 5/4)
[225278] ['1/8', '1/4', '8/5', '7/3', '9'] -> (8/5 + 1/4 / 1/8) * (9 - 7/3)
[225279] ['8/9', '8/9', '6/5', '5/2', '9'] -> 6/5 * 5/2 * (9 - 8/9 / 8/9)
[225280] ['3/8', '5/7', '7/9', '7/5', '8'] -> (8 - 5/7 * 7/5) / (3/8 * 7/9)
[225281] ['1', '3/2', '7/4', '7/4', '8/3'] -> (1 / (7/4 * (8/3 / 7/4)) - 3/2))
[225282] ['1/5', '1', '9/8', '7/5', '5/3'] -> 1 / (5/3 - (7/5 + 1/5 * 9/8))
[225283] ['1/8', '1/4', '8/5', '5/2', '9'] -> 5/2 * (9 + 8/5 * (1/8 + 1/4))
[225284] ['1/4', '4/9', '9/7', '8/3', '3'] -> 9/7 * 8/3 * (1/4 + 3 / 4/9)
[225285] ['1/7', '4/7', '6/7', '1', '5/4'] -> 5/4 + (6/7 + 1) / (1/7 * 4/7)
[225286] ['1/4', '4/9', '9/7', '3', '7/2'] -> 9/7 * 3 * 7/2 * 4/9 / 1/4
[225287] ['3/8', '5/7', '7/9', '8/5', '8'] -> (8 / ((3/8 * 5/7) * 7/9) * 8/5))
[225288] ['5/7', '6/7', '9/8', '5/4', '6'] -> 6/7 / (6 * (5/4 - 9/8) - 5/7)
[225289] ['4/9', '7/8', '3/2', '8/5', '6'] -> 8/5 * 6 * (3/2 / 4/9 - 7/8)
[225290] ['8/9', '5/4', '5/3', '7/2', '5'] -> 5/3 / (8/9 * 5 - 5/4 * 7/2)
[225291] ['1/5', '1', '9/8', '7/5', '9/4'] -> (1 + 7/5) * 9/4 / (1/5 * 9/8)
[225292] ['6/7', '4/3', '9/2', '9/2', '8'] -> (6/7 + 4/3 * 9/2) * (8 - 9/2)
