[283681] ['1/3', '2/5', '5/9', '5/4', '3'] -> (1/3 + 3) / (5/9 / 2/5 - 5/4)
[288943] ['2/5', '9/7', '4/3', '7/5', '5'] -> 7/5 / (4/3 - 9/7) - (2/5 + 5)
[288944] ['1/7', '1/4', '6/7', '8/9', '8'] -> 8 / (1/7 + 8/9 * 1/4 * 6/7)
[288945] ['2/9', '5/7', '5/4', '2', '7/3'] -> 2 / (5/7 - (2/9 + 5/4) / 7/3)
[288946] ['4/9', '5/7', '6/7', '9/5', '8'] -> 6/7 + 9/5 * 8 / (4/9 / 5/7)
[288947] ['1/9', '4/7', '2/3', '5/4', '8'] -> (5/4 - 2/3) * 8 / (1/9 / 4/7)
[288948] ['1/9', '3/7', '5/6', '1', '5/3'] -> (1/9 + 5/3 / 3/7) / (1 - 5/6)
[288949] ['2/3', '8/9', '1', '5/4', '7/4'] -> 1 / ((7/4 - 8/9) / 2/3 - 5/4)
[288950] ['1/7', '2/9', '4/7', '2', '9/2'] -> 9/2 / 2/9 + (1/7 + 2) / 4/7
[288951] ['1/7', '1/4', '6/7', '9/8', '8'] -> 8 / (1/7 + 1/4 * 6/7 / 9/8)
[288952] ['7/9', '4/5', '8/7', '7/4', '7'] -> (7 / (8/7 - 4/5) - 7/4) / 7/9
[288953] ['1/2', '5/7', '7/6', '9/5', '2'] -> 2 / (1/2 * (9/5 - 7/6 / 5/7))
[288954] ['2/5', '9/7', '4/3', '8/5', '5'] -> 9/7 * (5 / (2/5 / 8/5) - 4/3)
[288955] ['1/8', '2/9', '4/3', '7/5', '2'] -> 7/5 / (1/8 - 2/9 / (4/3 + 2))
[288956] ['2/7', '5/8', '5/2', '8/3', '9'] -> (5/2 + 9) / (8/3 - 5/8 / 2/7)
[288957] ['1/4', '5/8', '7/8', '8/5', '6'] -> 6 * (7/8 / (1/4 * 5/8) - 8/5)
[288958] ['1/9', '4/7', '2/3', '7/5', '8'] -> 7/5 * (4/7 / 1/9 + 8 / 2/3)
[288959] ['1/7', '2/9', '3/5', '3/5', '2'] -> 2 / (2/9 - 1/7) - (3/5 + 3/5)
[288960] ['2/7', '1/2', '4/5', '1', '7/5'] -> 7/5 / (2/7 * (1 - 4/5)) - 1/2
[288961] ['1/9', '3/7', '5/6', '1', '9/5'] -> (9/5 / 3/7 - 1) / (1/9 / 5/6)
[288962] ['7/9', '4/5', '8/7', '9/5', '7'] -> 8/7 * 7 / (7/9 - 4/5 / 9/5)
[288963] ['3/7', '4/9', '8/5', '9/4', '9'] -> 8/5 * (9 / 4/9 - 9/4 / 3/7)
[288964] ['2/9', '5/7', '5/4', '2', '8/3'] -> (2 / 5/4 + 8/3 / 5/7) / 2/9
[288965] ['1/8', '2/9', '4/3', '8/5', '2'] -> 4/3 / (1/8 - 2/9 / 8/5 / 2)
[288966] ['4/9', '5/7', '6/7', '7/2', '8'] -> (7/2 + 8 - 5/7 / 6/7) / 4/9
[288967] ['2/5', '9/7', '4/3', '7/4', '5'] -> 5 * 2/5 / 7/4 / (4/3 - 9/7)
[288968] ['2/7', '5/8', '5/2', '9/2', '9'] -> 9 / (2/7 + 5/8 / (5/2 + 9/2))
[288969] ['1/8', '2/9', '4/3', '9/5', '2'] -> (2/9 + 2) * 9/5 / (1/8 * 4/3)
[288970] ['3/7', '4/9', '8/5', '7/3', '9'] -> (7/3 - 3/7) * (9 + 8/5 / 4/9)
[288971] ['2/3', '8/9', '1', '9/7', '9/7'] -> 9/7 / (1 / 2/3 - 9/7 / 8/9)
[288972] ['1/9', '4/7', '2/3', '5/3', '8'] -> 5/3 / (1/9 / 2/3) + 8 / 4/7
[288973] ['7/9', '4/5', '8/7', '9/4', '7'] -> 7 / (7/9 * (8/7 - 4/5)) - 9/4
[288974] ['1/4', '5/8', '7/8', '9/4', '6'] -> 6 * (1/4 + 5/8 + 7/8 + 9/4)
[288975] ['1/6', '3/5', '9/7', '8/5', '3'] -> 3 / (3/5 / 9/7 / 8/5 - 1/6)
[288976] ['1/9', '3/7', '5/6', '1', '7/3'] -> (1 / 1/9 - 3/7) / (5/6 / 7/3)
[288977] ['1/2', '5/7', '7/6', '2', '8/3'] -> 7/6 / (5/7 + 2 - 8/3) - 1/2
[288978] ['2/9', '5/7', '5/4', '2', '9/2'] -> 2 + 5/4 / 5/7 + 9/2 / 2/9
[288979] ['2/3', '8/9', '1', '9/7', '4/3'] -> 8/9 / (4/3 - (2/3 + 1) / 9/7)
[288980] ['1/7', '1/4', '7/8', '8/9', '8'] -> 8 / (8/9 * (1/4 + 1/7 * 7/8))
[288981] ['1/2', '5/7', '7/6', '2', '7/2'] -> 2 / (7/2 * 1/2 * 5/7 - 7/6)
[288982] ['1/7', '2/9', '3/5', '3/4', '2'] -> 2 / (1/7 * 3/5) / (2/9 + 3/4)
[288983] ['2/3', '8/9', '1', '9/7', '7/5'] -> 8/9 * 9/7 / (1 / 7/5 - 2/3)
[288984] ['2/7', '5/8', '7/2', '9/2', '9'] -> 9 / (9/2 / 7/2 - (2/7 + 5/8))
[288985] ['3/7', '4/9', '8/5', '8/3', '9'] -> 8/5 * (9 / 3/7 - 8/3 / 4/9)
[288986] ['1/8', '2/9', '7/5', '8/5', '2'] -> 2 / (1/8 * 2/9) / (7/5 + 8/5)
[288987] ['1/7', '1/4', '7/8', '7/6', '8'] -> 8 / 1/7 / (7/8 / 1/4 - 7/6)
[288988] ['2/7', '5/8', '9/2', '9/2', '9'] -> 9/2 / (5/8 / 2/7 - 9 / 9/2)
[288989] ['1/6', '3/5', '9/7', '9/5', '3'] -> (9/5 - 3/5 / 9/7) / (1/6 / 3)
[288990] ['4/9', '5/7', '7/8', '6/5', '8'] -> 8 / (4/9 * 5/7) / (7/8 * 6/5)
[288991] ['3/7', '4/9', '8/5', '7/2', '9'] -> 7/2 / (3/7 * 4/9) + 9 / 8/5
[288992] ['2/7', '1/2', '4/5', '1', '7/3'] -> 1 / (2/7 * 7/3 - 1/2 / 4/5)
[288993] ['1/7', '2/9', '3/5', '4/5', '2'] -> 4/5 / (1/7 * 2/9) - 3/5 * 2
[288994] ['7/9', '4/5', '8/7', '7/2', '7'] -> 8/7 * (7/9 + 7) * (7/2 - 4/5)
[288995] ['1/2', '5/7', '6/5', '5/4', '2'] -> 6/5 / (2 - (5/4 + 1/2 / 5/7))
[288996] ['2/5', '9/7', '4/3', '7/2', '5'] -> 5 * (2/5 / 4/3 + 9/7 * 7/2)
[288997] ['1/7', '1/4', '7/8', '6/5', '8'] -> 8 / (1/7 * 7/8 + 1/4 / 6/5)
[288998] ['2/7', '2/3', '2/3', '2/3', '9'] -> 2/3 + (2/3 + 2/3 * 9) / 2/7
[288999] ['1/9', '4/7', '5/7', '5/7', '8'] -> (5/7 / 1/9 - (5/7 - 8)) / 4/7
[289000] ['1/9', '3/7', '6/7', '1', '6/5'] -> (1 + 6/7 / (3/7 * 6/5)) / 1/9
[289001] ['1/6', '3/5', '9/7', '9/4', '3'] -> 3 / (1/6 * (9/7 - 3/5)) - 9/4
[289002] ['2/5', '9/7', '4/3', '9/2', '5'] -> (4/3 + 9/2) * (5 + 2/5 - 9/7)
[289003] ['2/7', '2/3', '2/3', '5/7', '9'] -> (5/7 / 2/7 + 9 / 2/3) / 2/3
[289004] ['1/9', '4/7', '5/7', '3/4', '8'] -> 5/7 / 3/4 / (1/9 - 4/7 / 8)
[289005] ['3/7', '4/9', '5/3', '9/5', '9'] -> 9/5 * (4/9 + 9 + 5/3 / 3/7)
[289006] ['1/9', '3/7', '6/7', '1', '5/4'] -> (3/7 + 1 / 1/9) / (5/4 - 6/7)
[289007] ['2/5', '9/7', '7/5', '3/2', '5'] -> 3/2 + 7/5 * 5 / (2/5 / 9/7)
[289008] ['1/7', '1/4', '7/8', '7/5', '8'] -> 8 / (1/4 / (7/5 - 7/8) - 1/7)
[289009] ['2/3', '8/9', '1', '9/7', '9/5'] -> 8/9 / (1 / 9/5 - 2/3 / 9/7)
[289010] ['2/7', '2/3', '2/3', '5/6', '9'] -> 9 * (2/3 / (2/7 * 2/3) - 5/6)
[289011] ['1/9', '3/7', '6/7', '1', '7/5'] -> 7/5 * (3/7 + (6/7 + 1) / 1/9)
[289012] ['2/9', '5/7', '9/7', '2', '7/3'] -> 9/7 + (7/3 + 5/7 + 2) / 2/9
[289013] ['7/9', '4/5', '7/6', '4/3', '7'] -> 7 / (7/9 / (4/3 - 4/5) - 7/6)
[289014] ['2/3', '8/9', '1', '9/7', '7/3'] -> (1 + 9/7) * 7/3 / (8/9 - 2/3)
[289015] ['2/7', '2/3', '2/3', '9/8', '9'] -> (2/3 + 2/3 / 2/7) / (9/8 / 9)
[289016] ['1/9', '3/7', '6/7', '1', '8/5'] -> (3/7 + 1) * 8/5 / (1/9 * 6/7)
[289017] ['1/6', '3/5', '9/7', '3', '9/2'] -> (1/6 + 9/2) * (3 + 9/7 / 3/5)
[289018] ['1/9', '4/7', '5/7', '7/8', '8'] -> 4/7 / 1/9 / (7/8 - 5/7) - 8
[289019] ['1/2', '5/7', '6/5', '7/4', '2'] -> 6/5 / (1/2 + 2 - 7/4 / 5/7)
[289020] ['2/5', '9/7', '7/5', '7/4', '5'] -> (7/4 * (9/7 + 5) - 7/5) / 2/5
[289021] ['7/9', '4/5', '7/6', '7/5', '7'] -> (7 + 7/5 / 7/9) / (7/6 - 4/5)
[289022] ['1/8', '2/9', '3/2', '8/5', '2'] -> 2 / (2/9 * 3/2 / 8/5 - 1/8)
[289023] ['1/7', '1/4', '7/8', '9/2', '8'] -> (1/7 + 8) / (1/4 / 7/8) - 9/2
[289024] ['1/4', '5/8', '8/9', '5/2', '6'] -> 6 + 5/2 / (8/9 * 1/4 * 5/8)
[289025] ['1/9', '4/7', '5/7', '9/8', '8'] -> (8 + 5/7 / (1/9 * 9/8)) / 4/7
[289026] ['1/9', '3/7', '6/7', '1', '9/5'] -> 6/7 + (3/7 + 1) / (1/9 / 9/5)
[289027] ['7/9', '4/5', '7/6', '5/3', '7'] -> 7 * 4/5 * 5/3 / (7/6 - 7/9)
[289028] ['1/2', '5/7', '6/5', '2', '9/4'] -> 6/5 / (2 / 5/7 - (1/2 + 9/4))
[289029] ['1/4', '5/8', '8/9', '7/2', '6'] -> 6 / (8/9 / 7/2) - (1/4 - 5/8)
[289030] ['3/7', '4/9', '7/4', '9/4', '9'] -> (9 / 4/9 - 9/4) / (3/7 * 7/4)
[289031] ['1/4', '5/8', '9/8', '8/7', '6'] -> (9/8 + 6) / (5/8 / 8/7 - 1/4)
[289032] ['2/7', '1/2', '5/6', '1', '3/2'] -> 1 / (3/2 - 5/6 / (2/7 / 1/2))
[289033] ['1/7', '1/4', '8/9', '7/6', '8'] -> 8 / (1/7 + 1/4 * 8/9 / 7/6)
[289034] ['7/9', '4/5', '7/6', '9/5', '7'] -> 4/5 * 7 / (7/9 * 9/5 - 7/6)
[289035] ['2/7', '2/3', '2/3', '3/2', '9'] -> 2/3 + (2/3 + 9 / 3/2) / 2/7
[289036] ['4/9', '5/7', '7/8', '9/2', '8'] -> 8 * (5/7 + 9/2 * 4/9 / 7/8)
[289037] ['2/5', '9/7', '7/5', '8/3', '5'] -> 9/7 * (8/3 + (7/5 + 5) / 2/5)
[289038] ['1/2', '5/7', '6/5', '2', '8/3'] -> 6/5 / (2 / 8/3 - 1/2 / 5/7)
[289039] ['1/7', '1/4', '8/9', '6/5', '8'] -> 8 / (8/9 - 1/7 / 1/4) - 6/5
[289040] ['2/9', '5/7', '4/3', '8/5', '2'] -> (8/5 + 2 / (5/7 / 4/3)) / 2/9
[289041] ['7/9', '4/5', '7/6', '9/4', '7'] -> 7 / (7/9 * 9/4 - 7/6 / 4/5)
[289042] ['2/7', '2/3', '2/3', '8/5', '9'] -> 8/5 * 9 * (2/3 / 2/7 - 2/3)
[289043] ['1/6', '3/5', '7/5', '7/5', '3'] -> (3 / 3/5 - 7/5 / 7/5) / 1/6
[289044] ['2/3', '8/9', '1', '4/3', '5/3'] -> 2/3 / (5/3 - (8/9 + 1 / 4/3))
[289045] ['1/8', '2/9', '8/5', '2', '9/4'] -> 2 / (2/9 / 8/5 - 1/8 / 9/4)
[289046] ['1/7', '1/4', '8/9', '5/4', '8'] -> 8/9 * (5/4 / (1/7 * 1/4) - 8)
[289047] ['1/9', '3/7', '7/8', '1', '9/8'] -> (1 / 1/9 + 9/8 / 7/8) / 3/7
[289048] ['2/7', '2/3', '2/3', '7/4', '9'] -> (2/3 + 2/3) * 9 / (2/7 * 7/4)
[289049] ['1/2', '5/7', '6/5', '2', '9/2'] -> 2 * 9/2 / (1/2 * 5/7) - 6/5
[289050] ['7/9', '4/5', '7/6', '7/2', '7'] -> (7/2 * 7 - 7/6) / (7/9 / 4/5)
[289051] ['2/7', '1/2', '5/6', '1', '9/5'] -> 1 / 5/6 / (9/5 - 1/2 / 2/7)
[289052] ['2/3', '8/9', '1', '4/3', '7/3'] -> 4/3 / (8/9 - 7/3 + 1 / 2/3)
[289053] ['3/7', '4/9', '9/5', '7/3', '9'] -> (9 / 9/5 - 3/7) / (4/9 / 7/3)
[289054] ['4/9', '5/7', '8/9', '6/5', '8'] -> 8 / (5/7 * (8/9 - 4/9)) - 6/5
[289055] ['1/7', '2/9', '3/5', '7/4', '2'] -> 2 / (2/9 - 1/7) / (3/5 * 7/4)
[289056] ['2/7', '1/2', '5/6', '1', '9/4'] -> (9/4 + 1/2 / 2/7) / (1 - 5/6)
[289057] ['1/9', '4/7', '5/7', '8/5', '8'] -> 8/5 * (4/7 + 8 + 5/7 / 1/9)
[289058] ['1/9', '3/7', '7/8', '1', '7/6'] -> 1 / (1/9 * (7/8 - 3/7 * 7/6))
[289059] ['2/7', '2/3', '2/3', '9/4', '9'] -> 9/4 * (2/3 / 2/7 - (2/3 - 9))
[289060] ['1/7', '1/4', '8/9', '7/5', '8'] -> 8 / (1/7 + 1/4 / 7/5) - 8/9
[289061] ['4/9', '5/7', '8/9', '5/4', '8'] -> 8 / (5/4 * (8/9 - 4/9 / 5/7))
[289062] ['2/7', '1/2', '5/6', '1', '7/3'] -> 2/7 / (1 / 7/3 - 1/2 * 5/6)
[289063] ['2/9', '5/7', '4/3', '2', '7/3'] -> 4/3 + 7/3 * (5/7 + 2 / 2/9)
[289064] ['1/9', '4/7', '5/7', '7/4', '8'] -> 8 / (1/9 * (7/4 + 5/7 / 4/7))
[289065] ['2/5', '9/7', '3/2', '9/5', '5'] -> (5 + 9/5 / 9/7) / (2/5 / 3/2)
[289066] ['3/7', '4/9', '9/5', '7/2', '9'] -> 7/2 * 4/9 * 9/5 * (9 - 3/7)
[289067] ['2/9', '5/7', '4/3', '2', '5/2'] -> 4/3 / (2 - 5/7 * (2/9 + 5/2))
[289068] ['2/3', '8/9', '1', '7/5', '5/3'] -> 5/3 / (7/5 - 8/9 / 2/3) - 1
[289069] ['2/7', '1/2', '5/6', '1', '8/3'] -> ((1 + 8/3) / 2/7 - 5/6) / 1/2
[289070] ['1/7', '2/9', '3/5', '2', '7/3'] -> (2/9 / 7/3 + 2 / 3/5) / 1/7
[289071] ['1/2', '5/7', '5/4', '9/5', '2'] -> 9/5 / (1/2 / 5/7 - 5/4 / 2)
[289072] ['1/9', '4/7', '5/7', '5/2', '8'] -> (4/7 + 8) / (1/9 * (5/7 + 5/2))
[289073] ['1/7', '1/4', '8/9', '5/3', '8'] -> 8 / (8/9 / (5/3 - 1/7) - 1/4)
[289074] ['1/4', '5/8', '8/7', '9/7', '6'] -> 6 / (9/7 / 8/7 - (1/4 + 5/8))
[289075] ['1/6', '3/5', '5/3', '7/4', '3'] -> 3 / (1/6 * (7/4 - 3/5 * 5/3))
[289076] ['1/9', '3/7', '7/8', '1', '7/5'] -> 3/7 / 1/9 / (7/8 - 1 / 7/5)
[289077] ['3/7', '4/9', '9/5', '9/2', '9'] -> 4/9 * (9/5 + 9/2) * (9 - 3/7)
[289078] ['2/9', '5/7', '4/3', '2', '7/2'] -> (2 + 7/2 * 5/7 * 4/3) / 2/9
[289079] ['2/7', '2/3', '5/7', '6/5', '9'] -> (2/3 * 9 + 5/7 * 6/5) / 2/7
[289080] ['1/8', '2/9', '7/4', '2', '7/2'] -> 2 / 2/9 / (7/4 / 7/2 - 1/8)
[289081] ['1/6', '3/5', '5/3', '9/4', '3'] -> 3 / 1/6 / (9/4 / 5/3 - 3/5)
[289082] ['1/9', '4/7', '3/4', '7/9', '8'] -> 3/4 * 7/9 * 8 / (1/9 / 4/7)
[289083] ['1/7', '1/4', '8/9', '9/5', '8'] -> 8/9 / 1/7 + 8 / (1/4 * 9/5)
[289084] ['4/9', '5/7', '8/9', '5/2', '8'] -> 8 * (5/2 / 5/7 - 4/9 / 8/9)
[289085] ['1/9', '3/7', '7/8', '1', '3/2'] -> (1 + 3/2 / 7/8) / 1/9 - 3/7
[289086] ['1/8', '2/9', '9/5', '9/5', '2'] -> 9/5 / (2/9 * 9/5 / 2 - 1/8)
[289087] ['2/7', '1/2', '6/7', '1', '8/7'] -> 2/7 / 1/2 / (1 / 6/7 - 8/7)
[289088] ['1/7', '1/4', '8/9', '9/4', '8'] -> (9/4 / (1/7 / 8/9) - 8) / 1/4
[289089] ['2/3', '8/9', '1', '7/5', '8/3'] -> 8/3 / ((2/3 + 8/9) / 7/5 - 1)
[289090] ['3/7', '4/9', '9/4', '5/2', '9'] -> 9 / (5/2 / 4/9 - 9/4 / 3/7)
[289091] ['4/9', '5/7', '8/9', '8/3', '8'] -> (8/3 - 4/9) / (5/7 / 8) - 8/9
[289092] ['1/9', '3/7', '7/8', '1', '8/5'] -> (7/8 / 3/7 + 1 / 8/5) / 1/9
[289093] ['2/7', '1/2', '6/7', '1', '6/5'] -> 2/7 / 1/2 / (6/7 - 1 / 6/5)
[289094] ['7/9', '4/5', '6/5', '5/2', '7'] -> 6/5 / 4/5 + 7 / (7/9 / 5/2)
[289095] ['1/8', '2/9', '9/5', '2', '9/4'] -> (2/9 + 2 / 9/5) / (1/8 / 9/4)
[289096] ['1/6', '3/5', '7/4', '7/4', '3'] -> (3 / 3/5 - 7/4 / 7/4) / 1/6
[289097] ['1/9', '4/7', '3/4', '5/6', '8'] -> 5/6 / (1/9 * 3/4) + 8 / 4/7
[289098] ['1/2', '5/7', '9/7', '9/7', '2'] -> (9/7 + 9/7) * 2 / (5/7 - 1/2)
[289099] ['1/9', '3/7', '7/8', '1', '7/4'] -> 1 / (1/9 * 3/7) / (7/4 - 7/8)
[289100] ['2/7', '2/3', '3/4', '3/4', '9'] -> 3/4 * (2/3 * 3/4 + 9 / 2/7)
[289101] ['3/7', '4/9', '9/4', '8/3', '9'] -> 9 + 9/4 * (4/9 + 8/3 / 3/7)
[289102] ['1/9', '4/7', '3/4', '7/8', '8'] -> 8 / (3/4 * (4/7 - 1/9 / 7/8))
[289103] ['1/7', '1/4', '8/9', '5/2', '8'] -> 8 / (1/7 * (5/2 - 1/4)) - 8/9
[289104] ['7/9', '4/5', '6/5', '7/2', '7'] -> 7/2 * 7 / (7/9 / 4/5) - 6/5
[289105] ['1/4', '5/8', '8/7', '5/2', '6'] -> 6 * (8/7 + 5/2 / (1/4 + 5/8))
[289106] ['1/2', '5/7', '9/7', '4/3', '2'] -> 2 / (1/2 - 5/7 / 9/7 / 4/3)
[289107] ['3/7', '4/9', '9/4', '7/2', '9'] -> 9/4 + 3/7 * 7/2 + 9 / 4/9
[289108] ['1/7', '2/9', '5/8', '3/4', '2'] -> 2 / (2/9 - 1/7) - 3/4 / 5/8
[289109] ['2/7', '1/2', '6/7', '1', '8/5'] -> 6/7 / 2/7 / (1 / 8/5 - 1/2)
[289110] ['1/9', '3/7', '7/8', '1', '9/4'] -> 1 / (3/7 * (9/4 - 1/9) - 7/8)
[289111] ['1/8', '2/9', '9/5', '2', '9/2'] -> 9/2 / (2/9 - 1/8 / 9/5 / 2)
[289112] ['3/7', '4/9', '9/4', '9/2', '9'] -> 4/9 * (9/4 + 9/2) + 9 / 3/7
[289113] ['1/2', '5/7', '9/7', '7/5', '2'] -> 2 / (5/7 * (7/5 - 9/7)) - 1/2
[289114] ['1/7', '1/4', '8/9', '7/2', '8'] -> 8 / (1/4 - 1/7) / (8/9 * 7/2)
[289115] ['1/9', '4/7', '3/4', '7/6', '8'] -> 8 / (4/7 * 3/4 - 1/9 / 7/6)
[289116] ['1/6', '3/5', '7/4', '3', '7/2'] -> 7/4 / (1/6 * 3/5) + 3 + 7/2
[289117] ['4/9', '5/7', '9/8', '9/7', '8'] -> (9/7 + 8 / 4/9) / (5/7 * 9/8)
[289118] ['7/9', '4/5', '5/4', '4/3', '7'] -> (4/5 + 4/3) * 7 / (7/9 / 5/4)
[289119] ['1/2', '5/7', '9/7', '3/2', '2'] -> 2 / 3/2 / (5/7 / 9/7 - 1/2)
[289120] ['1/9', '4/7', '3/4', '6/5', '8'] -> 8 / (4/7 * 3/4 - 1/9) - 6/5
[289121] ['2/3', '8/9', '1', '8/5', '7/4'] -> 2/3 / (1 - 7/4 * 8/9 / 8/5)
[289122] ['1/4', '5/8', '7/6', '5/4', '6'] -> 5/8 / 1/4 / (5/4 - 7/6) - 6
[289123] ['1/8', '2/9', '2', '7/3', '5/2'] -> 7/3 / 2/9 - (5/2 - 2 / 1/8)
[289124] ['2/5', '9/7', '8/5', '7/2', '5'] -> 2/5 + 8/5 + 7/2 * (9/7 + 5)
[289125] ['1/7', '1/4', '9/8', '9/8', '8'] -> 1/4 + 8 + (9/8 + 9/8) / 1/7
[289126] ['7/9', '4/5', '5/4', '7/5', '7'] -> (7/5 + 7) / (7/9 * (5/4 - 4/5))
[289127] ['2/3', '8/9', '1', '8/5', '9/4'] -> (9/4 + 2/3 / 8/5) / (1 - 8/9)
[289128] ['3/7', '4/9', '7/3', '9/2', '9'] -> 4/9 * 9/2 + 7/3 * (3/7 + 9)
[289129] ['2/7', '2/3', '3/4', '7/5', '9'] -> 2/3 * 9 / (3/4 / 7/5 - 2/7)
[289130] ['1/7', '2/9', '5/8', '8/7', '2'] -> 2 / (2/9 * (8/7 - (1/7 + 5/8)))
[289131] ['1/7', '1/4', '9/8', '7/6', '8'] -> 8 / (1/7 + 1/4 / 9/8 / 7/6)
[289132] ['2/7', '1/2', '6/7', '1', '8/3'] -> 6/7 / 2/7 / (1/2 - 1 / 8/3)
[289133] ['2/5', '9/7', '5/3', '5/3', '5'] -> 9/7 * 5 * (5/3 + 2/5 + 5/3)
[289134] ['2/3', '8/9', '1', '8/5', '5/2'] -> 5/2 * 2/3 * 8/5 / (1 - 8/9)
[289135] ['1/8', '2/9', '2', '5/2', '7/2'] -> (2 / 2/9 - (5/2 + 7/2)) / 1/8
[289136] ['1/6', '3/5', '9/4', '8/3', '3'] -> 3 / (1/6 * 3/5) - 9/4 * 8/3
[289137] ['4/9', '5/7', '9/8', '8/5', '8'] -> 8/5 + 8 / (9/8 * 4/9 * 5/7)
[289138] ['1/7', '1/4', '9/8', '6/5', '8'] -> 8 / (1/4 / (1/7 * 6/5) - 9/8)
[289139] ['2/7', '1/2', '7/8', '7/8', '1'] -> 7/8 / 2/7 / (1 - 7/8) - 1/2
[289140] ['1/4', '5/8', '7/6', '9/5', '6'] -> 1/4 / (9/5 - (5/8 + 7/6)) - 6
[289141] ['1/7', '1/4', '9/8', '5/4', '8'] -> (5/4 / (1/7 * 1/4) - 8) / 9/8
[289142] ['3/7', '4/9', '5/2', '9/2', '9'] -> ((9 - 5/2) / 3/7 - 9/2) / 4/9
[289143] ['2/5', '9/7', '5/3', '9/5', '5'] -> 9/7 * (5/3 + (9/5 + 5) / 2/5)
[289144] ['2/9', '5/7', '3/2', '7/4', '2'] -> 7/4 * (3/2 + (5/7 + 2) / 2/9)
[289145] ['2/7', '2/3', '3/4', '9/5', '9'] -> 2/3 + 9 / (9/5 * 2/7 * 3/4)
[289146] ['4/9', '5/7', '9/8', '7/4', '8'] -> 8 / 7/4 / (5/7 / 9/8 - 4/9)
[289147] ['1/8', '1/4', '1/4', '2/7', '2'] -> ((2 - 1/4) / 2/7 - 1/8) / 1/4
[289148] ['2/3', '8/9', '1', '5/3', '7/4'] -> 2/3 / (5/3 - 7/4 - (8/9 - 1))
[289149] ['7/9', '4/5', '5/4', '9/5', '7'] -> (9/5 + 7 / 7/9) / (5/4 - 4/5)
[289150] ['1/7', '2/9', '5/8', '5/4', '2'] -> 5/4 / 2/9 + (5/8 + 2) / 1/7
[289151] ['2/7', '1/2', '7/8', '1', '9/8'] -> 7/8 / 2/7 / (9/8 - 1) - 1/2
[289152] ['3/7', '4/9', '8/3', '8/3', '9'] -> (4/9 + 8/3) * (9 - 3/7) - 8/3
[289153] ['1/2', '5/7', '9/7', '2', '7/2'] -> 7/2 / (5/7 * 2 - 9/7) - 1/2
[289154] ['2/5', '9/7', '5/3', '9/4', '5'] -> 2/5 * 5 / (9/4 / 9/7 - 5/3)
[289155] ['2/7', '2/3', '3/4', '7/3', '9'] -> 9 / (2/3 + 7/3 - 3/4 / 2/7)
[289156] ['4/9', '5/7', '9/8', '9/5', '8'] -> (9/5 + 8 / (4/9 * 5/7)) / 9/8
[289157] ['2/3', '8/9', '1', '5/3', '9/5'] -> 8/9 * 9/5 / (2/3 - 1 / 5/3)
[289158] ['1/7', '2/9', '5/8', '9/7', '2'] -> 2 / (2/9 / 9/7) / (5/8 - 1/7)
[289159] ['1/2', '5/7', '9/7', '2', '9/2'] -> (9/2 + 9/7 / 2) / (5/7 - 1/2)
[289160] ['3/7', '4/9', '8/3', '9/2', '9'] -> 9/2 / (3/7 / 8/3) - 4/9 * 9
[289161] ['1/9', '4/7', '3/4', '5/2', '8'] -> (8 - 5/2 / 3/4) / (1/9 / 4/7)
[289162] ['2/5', '9/7', '5/3', '7/3', '5'] -> 7/3 * (9/7 + 5/3 * (2/5 + 5))
[289163] ['1/9', '3/7', '8/9', '1', '4/3'] -> 8/9 * (4/3 / (1/9 * 3/7) - 1)
[289164] ['2/3', '8/9', '1', '5/3', '9/4'] -> 8/9 / ((2/3 + 5/3) / 9/4 - 1)
[289165] ['1/6', '3/5', '8/3', '3', '9/2'] -> 3/5 * ((8/3 + 9/2) / 1/6 - 3)
[289166] ['2/9', '5/7', '3/2', '2', '7/3'] -> (3/2 * 2 - 5/7) / (2/9 / 7/3)
[289167] ['2/7', '2/3', '3/4', '8/3', '9'] -> (9 + 8/3 / (2/7 / 3/4)) / 2/3
[289168] ['1/8', '1/4', '1/4', '4/7', '2'] -> (2 / 4/7 - (1/4 + 1/4)) / 1/8
[289169] ['4/9', '5/7', '9/8', '7/3', '8'] -> (5/7 * 7/3 + 9/8 * 8) / 4/9
[289170] ['3/7', '4/9', '7/2', '7/2', '9'] -> (3/7 + 4/9) * 7/2 * 9 - 7/2
[289171] ['2/3', '8/9', '1', '5/3', '7/3'] -> 2/3 / (1 - 8/9) * (5/3 + 7/3)
[289172] ['2/5', '9/7', '5/3', '8/3', '5'] -> 8/3 / (5/3 - 5 * 2/5 / 9/7)
[289173] ['1/9', '4/7', '3/4', '7/2', '8'] -> 3/4 * 8 + 7/2 / (1/9 / 4/7)
[289174] ['2/3', '8/9', '1', '5/3', '5/2'] -> 1 / (2/3 - 5/2 + 5/3 / 8/9)
[289175] ['4/9', '5/7', '9/8', '5/2', '8'] -> 8 * (5/2 / 5/7 - 4/9 * 9/8)
[289176] ['2/5', '9/7', '5/3', '7/2', '5'] -> 5/3 * 7/2 * (5 + 2/5 - 9/7)
[289177] ['1/6', '5/8', '5/8', '2/3', '3'] -> 3 / (5/8 / (1/6 + 2/3) - 5/8)
[289178] ['7/9', '4/5', '9/7', '4/3', '7'] -> 7 * (9/7 + 4/3 / (7/9 * 4/5))
[289179] ['2/5', '9/7', '5/3', '9/2', '5'] -> 9/7 * (5/3 + 9/2 + 5 / 2/5)
