[19700] ['2', '7/3', '5/2', '5/2', '8/3'] -> (7/3 + (5/2 * (2 + (5/2 * 8/3))))
[30856] ['3/8', '5/9', '2/3', '6/5', '3'] -> (3 / ((2/3 * 6/5) - (3/8 / 5/9)))
[30857] ['2/7', '7/9', '9/8', '7/6', '8'] -> ((8 + (2/7 * 7/6)) / (9/8 - 7/9))
[30858] ['1/2', '6/7', '1', '7/4', '9/5'] -> (1 / (7/4 * 1/2) - (6/7 / 9/5)))
[30859] ['1/4', '3/4', '7/9', '5/3', '2'] -> (((7/9 + (5/3 / 3/4)) * 2) / 1/4)
[30860] ['1/9', '1/5', '3/8', '4/3', '3'] -> ((4/3 + 3) / ((1/9 / 1/5) - 3/8))
[30861] ['1/6', '4/7', '7/9', '6/7', '5'] -> ((4/7 / 6/7) + ((5 * 7/9) / 1/6))
[30862] ['5/4', '7/5', '3/2', '5/3', '4'] -> ((3/2 / 5/3) * (4 / (7/5 - 5/4)))
[30863] ['1/5', '1/5', '9/8', '7/2', '4'] -> ((7/2 / (9/8 - (1/5 / 1/5))) - 4)
[30864] ['1/7', '5/9', '8/9', '7/6', '9'] -> ((8/9 * 9) / ((5/9 / 7/6) - 1/7))
[30865] ['4/9', '3/5', '5/8', '7/8', '4'] -> (4 / ((3/5 * (4/9 + 7/8)) - 5/8))
[30866] ['1/6', '4/7', '7/9', '7/8', '5'] -> ((((5 / 7/8) - 4/7) * 7/9) / 1/6)
[30867] ['5/4', '7/5', '3/2', '7/4', '4'] -> (3/2 / (4 - (5/4 * (7/5 + 7/4))))
[30868] ['1/5', '1/5', '8/7', '7/6', '4'] -> (4 / (7/6 * (8/7 - (1/5 / 1/5))))
[30869] ['1/2', '6/7', '1', '7/4', '5/2'] -> (1 / ((1/2 - 5/2) + (7/4 / 6/7)))
[30870] ['3/8', '2/5', '5/6', '9/5', '4'] -> (((9/5 / 3/8) + (4 / 5/6)) / 2/5)
[30871] ['1/9', '1/9', '8/9', '8/7', '4'] -> ((((8/9 / 8/7) - 1/9) * 4) / 1/9)
[30872] ['5/4', '7/5', '3/2', '7/3', '4'] -> (4 / (3/2 - (7/3 / (5/4 * 7/5))))
[30873] ['1/8', '5/9', '5/8', '4/5', '5'] -> (5 / (5/9 * (5/8 * 4/5)) - 1/8))
[30874] ['1/5', '1/5', '8/7', '6/5', '4'] -> (8/7 * ((4 / 1/5) - (1/5 - 6/5)))
[30875] ['1/2', '6/7', '1', '7/4', '8/3'] -> (1 / (8/3 - ((1/2 + 7/4) / 6/7)))
[30876] ['1/6', '4/7', '7/9', '9/8', '5'] -> (((5 / 9/8) - (4/7 * 7/9)) / 1/6)
[30877] ['1/4', '3/4', '7/9', '2', '5/2'] -> (5/2 / (3/4 * (7/9 / 2)) - 1/4))
[30878] ['8/9', '9/8', '8/7', '5/2', '6'] -> ((8/7 * 6) * (5/2 + (8/9 * 9/8)))
[30879] ['2/7', '7/9', '9/8', '9/7', '8'] -> (((8 / 2/7) - (7/9 * 9/7)) / 9/8)
[30880] ['1/5', '1/5', '8/7', '5/4', '4'] -> ((5/4 - 1/5) * ((4 * 8/7) / 1/5))
[30881] ['1/9', '1/5', '3/8', '9/4', '3'] -> (3 / (1/5 * (3/8 + (1/9 * 9/4))))
[30882] ['1/2', '6/7', '1', '7/4', '7/2'] -> ((6/7 * 7/2) / (1 - (1/2 * 7/4)))
[30883] ['2/9', '5/7', '8/3', '8/3', '5'] -> ((((8/3 / 5/7) - 8/3) * 5) / 2/9)
[30884] ['1/6', '4/7', '7/9', '8/7', '5'] -> ((((8/7 * 5) - 4/7) * 7/9) / 1/6)
[30885] ['2/7', '7/9', '9/8', '4/3', '8'] -> (8 / ((2/7 * 7/9) * 9/8) * 4/3))
[30886] ['1/5', '1/5', '8/7', '4/3', '4'] -> (4 / ((4/3 / 8/7) - (1/5 / 1/5)))
[30887] ['1/4', '3/4', '7/9', '2', '9/2'] -> (2 / ((1/4 / 9/2) - (3/4 - 7/9)))
[30888] ['4/9', '3/5', '5/8', '6/5', '4'] -> (4 / ((4/9 * 5/8) * 6/5) - 3/5))
[30889] ['1/7', '5/9', '8/9', '4/3', '9'] -> (((8/9 + 4/3) / 1/7) - (5/9 - 9))
[30890] ['2/9', '5/7', '8/3', '7/2', '5'] -> ((8/3 / 7/2) * (5 / (2/9 * 5/7)))
[30891] ['1/6', '3/7', '4/9', '7/6', '6'] -> (6 / ((7/6 * (1/6 + 3/7)) - 4/9))
[30892] ['1/9', '1/9', '8/9', '8/5', '4'] -> (((1/9 + (8/9 / 8/5)) * 4) / 1/9)
[30893] ['1/6', '4/7', '7/9', '7/6', '5'] -> ((4/7 * 7/6) + ((5 * 7/9) / 1/6))
[30894] ['1/8', '5/9', '5/8', '8/9', '5'] -> (5/8 * ((5 / 1/8) - (8/9 / 5/9)))
[30895] ['5/4', '7/5', '8/5', '9/5', '4'] -> ((5/4 * 4) * (9/5 + (7/5 + 8/5)))
[30896] ['3/8', '2/5', '6/7', '6/7', '4'] -> (((4 / 2/5) - (6/7 / 6/7)) / 3/8)
[30897] ['1/5', '1/5', '8/7', '3/2', '4'] -> (((4 / 8/7) - (1/5 - 3/2)) / 1/5)
[30898] ['8/9', '9/8', '7/6', '6/5', '6'] -> (((8/9 * 9/8) / (6/5 - 7/6)) - 6)
[30899] ['1/9', '1/5', '3/8', '5/2', '3'] -> (((3 / 5/2) - 1/5) / (1/9 * 3/8))
[30900] ['1/6', '3/7', '4/9', '6/5', '6'] -> (6 / (3/7 * (4/9 + (1/6 / 6/5))))
[30901] ['1/9', '1/9', '8/9', '7/4', '4'] -> (((1/9 / 4) + (8/9 + 7/4)) / 1/9)
[30902] ['1/8', '5/9', '5/8', '9/8', '5'] -> (5 / (5/9 * (9/8 - (1/8 + 5/8))))
[30903] ['1/5', '1/5', '8/7', '8/5', '4'] -> ((((8/5 / 8/7) - 1/5) * 4) / 1/5)
[30904] ['3/8', '5/9', '5/7', '5/7', '3'] -> (5/7 / ((5/7 / 3) - (3/8 * 5/9)))
[30905] ['1/4', '3/4', '4/5', '7/8', '2'] -> (2 / ((7/8 / (1/4 + 4/5)) - 3/4))
[30906] ['1/6', '3/7', '4/9', '4/3', '6'] -> ((1/6 + (6 / (3/7 * 4/3))) / 4/9)
[30907] ['2/9', '3/4', '3/4', '3/4', '5'] -> ((5 - (3/4 / 3/4)) / (2/9 * 3/4))
[30908] ['1/9', '1/9', '8/9', '7/2', '4'] -> (((8/9 * 7/2) - (1/9 * 4)) / 1/9)
[30909] ['2/7', '7/9', '9/8', '7/4', '8'] -> (8 / (7/9 - (7/4 * (2/7 / 9/8))))
[30910] ['1/6', '4/7', '7/9', '4/3', '5'] -> ((4/3 * 5) / ((4/7 * 7/9) - 1/6))
[30911] ['1/5', '1/5', '8/7', '7/4', '4'] -> (((7/4 * (4 - 8/7)) - 1/5) / 1/5)
[30912] ['4/9', '3/5', '5/8', '9/5', '4'] -> ((4 + (3/5 / 9/5)) / (5/8 - 4/9))
[30913] ['5/4', '7/5', '5/3', '7/3', '4'] -> ((7/3 / ((5/4 * 7/5) - 5/3)) - 4)
[30914] ['1/9', '1/9', '8/9', '4', '9/2'] -> ((4 + (8/9 / 1/9)) / (1/9 * 9/2))
[30915] ['1/7', '5/9', '8/9', '7/4', '9'] -> (9 / ((5/9 / 8/9) - (1/7 * 7/4)))
[30916] ['3/8', '2/5', '6/7', '7/6', '4'] -> (((4 / 2/5) - (6/7 * 7/6)) / 3/8)
[30917] ['5/4', '7/5', '5/3', '5/2', '4'] -> (4 / (5/2 * (7/5 - (5/3 / 5/4))))
[30918] ['2/9', '3/4', '3/4', '4/5', '5'] -> ((((5 / 4/5) - 3/4) / 2/9) - 3/4)
[30919] ['3/8', '5/9', '5/7', '6/7', '3'] -> ((5/7 + 3) / (6/7 * (5/9 - 3/8)))
[30920] ['1/5', '1/5', '8/7', '9/4', '4'] -> ((9/4 * 4) / (1/5 + (1/5 / 8/7)))
[30921] ['1/8', '5/9', '5/8', '9/7', '5'] -> (((5 / 9/7) - (5/9 / 5/8)) / 1/8)
[30922] ['1/6', '4/7', '7/9', '3/2', '5'] -> (7/9 * ((4/7 * 3/2) + (5 / 1/6)))
[30923] ['1/6', '3/7', '4/9', '5/3', '6'] -> ((5/3 / (4/9 - (1/6 / 3/7))) - 6)
[30924] ['8/9', '9/8', '7/6', '7/4', '6'] -> (6 / (9/8 * (8/9 - (7/6 / 7/4))))
[30925] ['3/8', '2/5', '6/7', '5/4', '4'] -> (4 / ((2/5 / 6/7) - (3/8 / 5/4)))
[30926] ['5/4', '7/5', '5/3', '7/2', '4'] -> (((4 * 7/2) / 7/5) / (5/3 - 5/4))
[30927] ['1/6', '4/7', '7/9', '8/5', '5'] -> ((8/5 - 4/7) * ((5 * 7/9) / 1/6))
[30928] ['2/9', '3/4', '3/4', '8/9', '5'] -> (((5 + (3/4 / 3/4)) * 8/9) / 2/9)
[30929] ['1/2', '6/7', '1', '9/4', '7/3'] -> (6/7 / (((9/4 - 1) / 7/3) - 1/2))
[30930] ['2/7', '7/9', '9/8', '5/2', '8'] -> ((5/2 / 9/8) + ((8 * 7/9) / 2/7))
[30931] ['1/9', '1/5', '2/5', '6/7', '3'] -> (3 + (2/5 / (6/7 * 1/9) * 1/5)))
[30932] ['1/6', '4/7', '7/9', '5/3', '5'] -> ((5/3 + 5) / ((4/7 * 7/9) - 1/6))
[30933] ['1/4', '3/4', '4/5', '4/3', '2'] -> (2 / (4/3 - ((1/4 + 3/4) / 4/5)))
[30934] ['2/9', '3/4', '3/4', '8/7', '5'] -> (8/7 * ((5 / 2/9) - (3/4 + 3/4)))
[30935] ['1/7', '5/9', '8/9', '8/3', '9'] -> (8/9 / (1/7 * 5/9) - (8/3 / 9)))
[30936] ['3/8', '2/5', '6/7', '4/3', '4'] -> (6/7 * (4/3 + (4 / (3/8 * 2/5))))
[30937] ['5/4', '7/5', '7/4', '9/5', '4'] -> (4 * (9/5 + (7/5 * (5/4 + 7/4))))
[30938] ['4/9', '3/5', '2/3', '5/7', '4'] -> ((2/3 / 5/7) * (4 / (3/5 - 4/9)))
[30939] ['1/9', '1/9', '9/8', '9/7', '4'] -> (((4 / 9/7) - 1/9) / (1/9 * 9/8))
[30940] ['1/6', '4/7', '7/9', '7/4', '5'] -> ((4/7 + (5 / 7/9)) / (1/6 * 7/4))
[30941] ['8/9', '9/8', '7/6', '7/3', '6'] -> (6 * (8/9 + ((7/6 + 7/3) / 9/8)))
[30942] ['3/8', '5/9', '5/7', '7/6', '3'] -> ((5/7 + 3) * (7/6 / (5/9 - 3/8)))
[30943] ['1/2', '6/7', '1', '9/4', '7/2'] -> ((6/7 * 7/2) / ((1/2 * 9/4) - 1))
[30944] ['2/7', '7/9', '9/8', '7/2', '8'] -> ((8 / 2/7) - (7/2 / (7/9 * 9/8)))
[30945] ['5/4', '7/5', '7/4', '9/4', '4'] -> ((7/5 / ((9/4 / 5/4) - 7/4)) - 4)
[30946] ['1/6', '4/7', '7/9', '9/5', '5'] -> ((7/9 * 9/5) * ((5 * 4/7) / 1/6))
[30947] ['8/9', '9/8', '7/6', '5/2', '6'] -> (9/8 + (6 * (5/2 + (7/6 / 8/9))))
[30948] ['5/4', '7/5', '7/4', '7/3', '4'] -> (4 / ((5/4 - 7/3) + (7/4 / 7/5)))
[30949] ['2/7', '7/9', '9/8', '9/2', '8'] -> ((9/2 * (7/9 / 9/8)) * (8 - 2/7))
[30950] ['1/6', '4/7', '7/9', '9/4', '5'] -> ((5 - (9/4 * (4/7 * 7/9))) / 1/6)
[30951] ['1/9', '1/9', '9/8', '5/3', '4'] -> ((5/3 + 4) / (1/9 + (1/9 * 9/8)))
[30952] ['2/9', '3/4', '3/4', '7/5', '5'] -> (5 * ((7/5 / 2/9) - (3/4 + 3/4)))
[30953] ['5/4', '7/5', '7/4', '5/2', '4'] -> (4 * ((5/4 * 7/5) + (7/4 + 5/2)))
[30954] ['1/4', '3/4', '4/5', '2', '9/4'] -> (2 * (3/4 + (9/4 / (1/4 * 4/5))))
[30955] ['4/9', '3/5', '2/3', '7/8', '4'] -> (4 / (3/5 * (2/3 - (4/9 * 7/8))))
[30956] ['8/9', '9/8', '6/5', '5/4', '6'] -> (6 / (5/4 * (6/5 - (8/9 * 9/8))))
[30957] ['1/2', '6/7', '1', '7/3', '5/2'] -> (6/7 / (1/2 * (5/2 / 7/3)) - 1))
[30958] ['1/6', '3/7', '4/9', '9/2', '6'] -> (6 / (9/2 * (4/9 - (1/6 / 3/7))))
[30959] ['1/8', '5/9', '2/3', '5/7', '5'] -> (2/3 / (1/8 - (5/9 / (5/7 + 5))))
[30960] ['1/5', '1/5', '7/6', '7/4', '4'] -> (((4 + (1/5 / 7/4)) * 7/6) / 1/5)
[30961] ['1/4', '3/4', '4/5', '2', '7/3'] -> (2 / ((3/4 / 1/4) - (7/3 / 4/5)))
[30962] ['4/9', '3/5', '2/3', '9/8', '4'] -> (4 / ((9/8 * (4/9 / 3/5)) - 2/3))
[30963] ['2/9', '3/4', '3/4', '8/5', '5'] -> (((5 * 8/5) / 2/9) / (3/4 + 3/4))
[30964] ['1/7', '5/9', '9/8', '7/6', '9'] -> (9 / (9/8 * (5/9 / 7/6)) - 1/7))
[30965] ['1/2', '6/7', '1', '7/3', '8/3'] -> (1/2 / ((7/3 / (6/7 * 8/3)) - 1))
[30966] ['5/4', '7/5', '7/4', '7/2', '4'] -> (4 * ((5/4 + 7/2) + (7/4 / 7/5)))
[30967] ['1/9', '1/5', '2/5', '3', '9/2'] -> (((2/5 / 1/5) + (3 / 9/2)) / 1/9)
[30968] ['1/6', '4/7', '7/9', '9/2', '5'] -> (((4/7 + 9/2) / 1/6) - (5 / 7/9))
[30969] ['3/8', '2/5', '6/7', '7/3', '4'] -> ((4 + ((7/3 * 6/7) / 2/5)) / 3/8)
[30970] ['1/5', '1/5', '7/6', '7/3', '4'] -> (4 / (7/3 - (7/6 + (1/5 / 1/5))))
[30971] ['8/9', '9/8', '6/5', '4/3', '6'] -> (6 / (9/8 * (4/3 / 6/5)) - 8/9))
[30972] ['1/8', '5/9', '2/3', '5/6', '5'] -> (5 / (1/8 * (5/6 + (5/9 / 2/3))))
[30973] ['1/9', '1/5', '3/7', '3/7', '3'] -> ((3/7 / (1/9 * 3/7)) + (3 / 1/5))
[30974] ['1/5', '1/5', '7/6', '5/2', '4'] -> (4 / (7/6 - (5/2 * (1/5 + 1/5))))
[30975] ['1/6', '3/7', '1/2', '5/8', '6'] -> ((((1/2 + 6) / 3/7) - 1/6) / 5/8)
[30976] ['5/4', '7/5', '9/5', '9/4', '4'] -> ((7/5 + 9/5) * (4 + (5/4 + 9/4)))
[30977] ['1/6', '4/7', '4/5', '4/5', '5'] -> (4/7 / ((4/5 / (5 - 4/5)) - 1/6))
[30978] ['2/9', '3/4', '3/4', '7/2', '5'] -> (((5 / (2/9 + 3/4)) * 7/2) / 3/4)
[30979] ['3/8', '2/5', '6/7', '8/3', '4'] -> (((4 / (2/5 * 6/7)) - 8/3) / 3/8)
[30980] ['1/2', '6/7', '1', '5/2', '7/2'] -> (7/2 * ((6/7 + 1) + (5/2 / 1/2)))
[30981] ['8/9', '9/8', '6/5', '7/4', '6'] -> ((7/4 / (9/8 - (8/9 * 6/5))) - 6)
[30982] ['2/9', '3/4', '7/9', '7/9', '5'] -> ((5 - (7/9 / 7/9)) / (2/9 * 3/4))
[30983] ['3/8', '2/5', '6/7', '7/2', '4'] -> (4 + ((6/7 * 7/2) / (3/8 * 2/5)))
[30984] ['4/9', '3/5', '2/3', '5/3', '4'] -> (((3/5 + (4 / 4/9)) * 5/3) / 2/3)
[30985] ['5/4', '7/5', '9/5', '5/2', '4'] -> ((7/5 + 9/5) * (5/2 + (5/4 * 4)))
[30986] ['1/8', '5/9', '2/3', '9/8', '5'] -> (((9/8 / 1/8) - (2/3 - 5)) / 5/9)
[30987] ['2/7', '7/9', '8/7', '8/5', '8'] -> (8 / (7/9 * (8/7 / 8/5)) - 2/7))
[30988] ['1/6', '3/7', '1/2', '8/9', '6'] -> (6 / (1/2 * (8/9 - (1/6 / 3/7))))
[30989] ['3/8', '2/5', '6/7', '4', '9/2'] -> ((4 / 2/5) + (9/2 / (3/8 * 6/7)))
[30990] ['5/4', '7/5', '9/5', '8/3', '4'] -> ((5/4 * 8/3) * (4 + (7/5 + 9/5)))
[30991] ['8/9', '9/8', '6/5', '5/2', '6'] -> (6 * ((8/9 * 9/8) + (6/5 * 5/2)))
[30992] ['1/9', '1/9', '8/7', '7/5', '4'] -> ((8/7 * 4) / (1/9 + (1/9 / 7/5)))
[30993] ['1/5', '1/5', '6/5', '7/4', '4'] -> ((4 + ((1/5 + 6/5) / 7/4)) / 1/5)
[30994] ['1/2', '6/7', '1', '8/3', '7/2'] -> ((6/7 * 7/2) / (1/2 - (1 / 8/3)))
[30995] ['2/9', '3/4', '7/9', '6/7', '5'] -> (7/9 * (6/7 + (5 / (2/9 * 3/4))))
[30996] ['1/8', '5/9', '2/3', '8/7', '5'] -> (2/3 / (1/8 - (5/9 / (8/7 * )))
)[30997] ['1/6', '3/7', '1/2', '9/8', '6'] -> ((1/6 * 6) / ((1/2 / 3/7) - 9/8))
[30998] ['3/8', '5/9', '5/7', '7/3', '3'] -> ((5/7 * 7/3) * (3 / (3/8 * 5/9)))
[30999] ['1/2', '6/7', '1', '8/3', '9/2'] -> (1 / (8/3 - (9/2 * (1/2 / 6/7))))
[31000] ['3/8', '2/5', '7/8', '7/8', '4'] -> (((4 / 2/5) - (7/8 / 7/8)) / 3/8)
[31001] ['1/6', '4/7', '4/5', '9/8', '5'] -> (4/5 / (4/7 * (9/8 / 5)) - 1/6))
[31002] ['2/9', '3/4', '7/9', '7/8', '5'] -> ((7/8 / (3/4 * 7/9)) + (5 / 2/9))
[31003] ['8/9', '9/8', '6/5', '7/2', '6'] -> (6/5 * ((7/2 * 6) - (8/9 * 9/8)))
[31004] ['2/7', '7/9', '8/7', '9/4', '8'] -> (((8 * 9/4) / 7/9) - (2/7 - 8/7))
[31005] ['1/9', '1/9', '8/7', '8/5', '4'] -> (4 / ((1/9 / 8/7) + (1/9 / 8/5)))
[31006] ['1/6', '4/7', '4/5', '6/5', '5'] -> (((5 + (4/5 + 6/5)) * 4/7) / 1/6)
[31007] ['1/5', '1/5', '6/5', '5/2', '4'] -> ((6/5 * 5/2) + ((1/5 + 4) / 1/5))
[31008] ['1/7', '5/9', '9/8', '7/4', '9'] -> (9 / ((5/9 * 9/8) - (1/7 * 7/4)))
[31009] ['1/4', '3/4', '5/6', '5/3', '2'] -> ((2 + (5/6 + 5/3)) / (1/4 * 3/4))
[31010] ['3/8', '2/5', '7/8', '9/8', '4'] -> ((4 + ((7/8 + 9/8) / 2/5)) / 3/8)
[31011] ['3/8', '5/9', '5/7', '8/3', '3'] -> (((8/3 / 5/9) + (3 / 5/7)) / 3/8)
[31012] ['1/9', '1/9', '8/7', '9/5', '4'] -> (((1/9 + (4 / 9/5)) * 8/7) / 1/9)
[31013] ['1/6', '3/7', '1/2', '8/5', '6'] -> (8/5 * (((1/2 + 6) / 3/7) - 1/6))
[31014] ['1/8', '5/9', '2/3', '3/2', '5'] -> (2/3 / ((5/9 / 5) - (1/8 / 3/2)))
[31015] ['1/4', '3/4', '5/6', '9/5', '2'] -> (9/5 / ((3/4 / 2) - (1/4 / 5/6)))
[31016] ['2/7', '7/9', '7/6', '6/5', '8'] -> ((7/9 / 7/6) + (8 / (2/7 * 6/5)))
[31017] ['1/5', '1/5', '5/4', '9/7', '4'] -> ((1/5 / (1/5 * 9/7) - 5/4)) - 4)
[31018] ['5/4', '7/5', '7/3', '5/2', '4'] -> ((5/2 * 4) / ((7/3 / 7/5) - 5/4))
[31019] ['3/8', '2/5', '7/8', '8/7', '4'] -> (((4 / 2/5) - (7/8 * 8/7)) / 3/8)
[31020] ['1/6', '3/7', '1/2', '9/4', '6'] -> (6 / (9/4 * (1/2 - (1/6 / 3/7))))
[31021] ['1/4', '3/4', '5/6', '2', '7/3'] -> ((7/3 + (2 / 3/4)) / (1/4 * 5/6))
[31022] ['1/6', '4/7', '4/5', '9/7', '5'] -> (((5 / 4/5) - (9/7 / 4/7)) / 1/6)
[31023] ['4/9', '3/5', '5/7', '4/5', '4'] -> ((4/5 + (4 / 5/7)) / (4/9 * 3/5))
[31024] ['2/9', '3/4', '7/9', '5/4', '5'] -> (((7/9 + 5) / 2/9) - (3/4 + 5/4))
[31025] ['1/8', '5/9', '2/3', '7/4', '5'] -> (5 / ((1/8 + 7/4) * 2/3) - 5/9))
[31026] ['1/2', '7/8', '7/8', '1', '5/4'] -> ((5/4 + (7/8 / 1/2)) / (1 - 7/8))
[31027] ['1/6', '3/7', '1/2', '5/2', '6'] -> (((1/6 + 6) + (5/2 / 3/7)) / 1/2)
[31028] ['8/9', '9/8', '5/4', '8/5', '6'] -> (8/5 / (6 * (9/8 / 5/4)) - 8/9))
[31029] ['5/4', '7/5', '7/3', '7/2', '4'] -> ((7/2 * 4) / (7/3 - (5/4 * 7/5)))
[31030] ['1/7', '5/9', '9/8', '5/2', '9'] -> ((5/2 / (1/7 * 9/8)) - (5/9 - 9))
[31031] ['2/9', '3/4', '7/9', '9/7', '5'] -> ((5 - (7/9 * 9/7)) / (2/9 * 3/4))
[31032] ['4/9', '3/5', '5/7', '5/6', '4'] -> (4 / ((3/5 * 5/7) * 5/6) - 4/9))
[31033] ['8/9', '9/8', '5/4', '5/3', '6'] -> (6 / ((8/9 * 9/8) - (5/4 / 5/3)))
[31034] ['5/4', '7/5', '8/3', '8/3', '4'] -> ((5/4 + 4) * (8/3 + (8/3 / 7/5)))
[31035] ['8/9', '9/8', '5/4', '9/5', '6'] -> (9/5 * (5/4 + (6 * (8/9 + 9/8))))
[31036] ['1/6', '3/7', '5/9', '4/7', '6'] -> (6 / (((3/7 * 5/9) / 4/7) - 1/6))
[31037] ['1/4', '3/4', '6/7', '9/8', '2'] -> (2 / (9/8 - (3/4 + (1/4 / 6/7))))
[31038] ['1/5', '1/5', '5/4', '8/3', '4'] -> ((5/4 + (1/5 / 1/5)) * (8/3 * 4))
[31039] ['1/6', '4/7', '4/5', '5/3', '5'] -> (((5/3 * 4/7) / 1/6) * (5 - 4/5))
[31040] ['4/9', '3/5', '5/7', '7/8', '4'] -> (4 / ((4/9 * 3/5) * 5/7) * 7/8))
[31041] ['2/9', '3/4', '7/9', '3/2', '5'] -> (((7/9 + 5) / 2/9) - (3/2 / 3/4))
[31042] ['8/9', '9/8', '5/4', '5/2', '6'] -> (6 / (5/2 - (5/4 + (8/9 * 9/8))))
[31043] ['1/8', '5/9', '5/7', '5/7', '5'] -> ((5 - (5/7 + (5/7 / 5/9))) / 1/8)
[31044] ['1/5', '1/5', '5/4', '7/2', '4'] -> (((1/5 / 4) + (5/4 + 7/2)) / 1/5)
[31045] ['3/8', '2/5', '7/8', '3/2', '4'] -> (3/2 / (2/5 * (3/8 - (7/8 / 4))))
[31046] ['1/2', '7/8', '7/8', '1', '5/3'] -> (1 / (1/2 * (7/8 + 7/8)) - 5/3))
[31047] ['3/8', '5/9', '3/4', '7/5', '3'] -> (3 / (5/9 * (3/4 - (3/8 * 7/5))))
[31048] ['2/7', '7/9', '7/6', '9/4', '8'] -> (8 * ((7/6 / (2/7 * 7/9)) - 9/4))
[31049] ['1/9', '1/5', '3/7', '8/7', '3'] -> ((((8/7 / 1/5) - 3) / 1/9) - 3/7)
[31050] ['1/7', '5/9', '8/7', '8/7', '9'] -> (8/7 / ((8/7 / 9) - (1/7 * 5/9)))
[31051] ['1/6', '3/7', '5/9', '5/8', '6'] -> (((6 / (5/9 - 1/6)) - 3/7) / 5/8)
[31052] ['1/8', '5/9', '5/7', '3/4', '5'] -> (5 / (5/7 * (5/9 * 3/4)) - 1/8))
[31053] ['5/4', '7/5', '7/2', '4', '9/2'] -> ((7/2 * (4 + (9/2 / 7/5))) - 5/4)
[31054] ['1/5', '1/5', '9/7', '4/3', '4'] -> (((4 - (1/5 * 4/3)) * 9/7) / 1/5)
[31055] ['4/9', '3/5', '5/7', '9/8', '4'] -> (4 / ((4/9 * 5/7) * 9/8) - 3/5))
[31056] ['8/9', '9/8', '5/4', '7/2', '6'] -> ((7/2 * (6 + (5/4 / 9/8))) - 8/9)
[31057] ['2/9', '3/4', '7/9', '5/3', '5'] -> ((5 * (2/9 / 5/3)) / (7/9 - 3/4))
[31058] ['1/9', '1/9', '7/6', '7/5', '4'] -> (4 / ((1/9 / 1/9) - (7/6 / 7/5)))
[31059] ['1/7', '5/9', '8/7', '7/6', '9'] -> ((5/9 + (1/7 / 9)) / (7/6 - 8/7))
[31060] ['4/9', '3/5', '5/7', '8/7', '4'] -> (((4 / (4/9 * 3/5)) * 8/7) / 5/7)
[31061] ['1/5', '1/5', '9/7', '7/5', '4'] -> ((1/5 + 4) * ((7/5 / 1/5) - 9/7))
[31062] ['1/4', '3/4', '6/7', '7/5', '2'] -> (6/7 / ((3/4 / 7/5) - (1/4 * 2)))
[31063] ['3/8', '2/5', '7/8', '7/3', '4'] -> ((4 / (3/8 * 2/5)) - (7/3 / 7/8))
[31064] ['1/6', '4/7', '4/5', '5/2', '5'] -> (((5 + (4/5 * 5/2)) * 4/7) / 1/6)
[31065] ['3/8', '5/9', '3/4', '7/3', '3'] -> (((7/3 / (3/4 - 5/9)) - 3) / 3/8)
[31066] ['1/5', '1/5', '9/7', '3/2', '4'] -> (4 / ((3/2 / 9/7) - (1/5 / 1/5)))
[31067] ['1/6', '3/7', '5/9', '7/9', '6'] -> ((6 + (5/9 / (1/6 * 7/9))) / 3/7)
[31068] ['1/7', '5/9', '8/7', '6/5', '9'] -> (8/7 / (5/9 * (1/7 * 9)) - 6/5))
[31069] ['1/9', '1/9', '7/6', '8/5', '4'] -> ((7/6 / (1/9 - (1/9 / 8/5))) - 4)
[31070] ['2/7', '7/9', '6/5', '6/5', '8'] -> ((6/5 + 6/5) * ((8 / 7/9) - 2/7))
[31071] ['3/8', '2/5', '7/8', '8/3', '4'] -> (4 / (8/3 * (3/8 / 2/5)) - 7/8))
[31072] ['1/5', '1/5', '9/7', '8/5', '4'] -> ((8/5 / ((1/5 * 9/7) - 1/5)) - 4)
[31073] ['1/4', '3/4', '6/7', '3/2', '2'] -> (6/7 / (1/4 - (3/4 / (3/2 + 2))))
[31074] ['3/8', '5/9', '3/4', '5/2', '3'] -> ((3 + (5/2 / (5/9 * 3/4))) / 3/8)
[31075] ['1/6', '4/7', '4/5', '9/2', '5'] -> (4/7 * (9/2 + (5 / (1/6 * 4/5))))
[31076] ['2/7', '7/9', '6/5', '5/4', '8'] -> (8 / ((2/7 * 7/9) * 6/5) * 5/4))
[31077] ['1/8', '5/9', '5/7', '5/6', '5'] -> (5/7 / (1/8 - (5/9 / (5/6 + 5))))
[31078] ['1/2', '7/8', '7/8', '1', '8/3'] -> (1 / (8/3 - (7/8 + (7/8 / 1/2))))
[31079] ['1/6', '3/7', '5/9', '5/6', '6'] -> (((1/6 - 5/6) + (6 / 3/7)) / 5/9)
[31080] ['1/7', '5/9', '8/7', '9/7', '9'] -> (9 / ((5/9 / 8/7) - (1/7 / 9/7)))
[31081] ['1/9', '1/5', '3/7', '3/2', '3'] -> (3/2 + (3 / (3/7 * (1/9 + 1/5))))
[31082] ['1/2', '7/8', '7/8', '1', '7/2'] -> (((7/8 * 7/2) / (1 - 7/8)) - 1/2)
[31083] ['2/9', '3/4', '7/9', '5/2', '5'] -> ((((5 / 3/4) - 7/9) / 2/9) - 5/2)
[31084] ['1/9', '1/9', '7/6', '9/4', '4'] -> (7/6 / (1/9 - ((1/9 * 9/4) / 4)))
