[275787] ['1/8', '8/9', '3/2', '2', '7/2'] -> (((3/2 * 7/2) - (2 / 8/9)) / 1/8)
[288220] ['1/9', '5/9', '8/9', '7/6', '8'] -> (7/6 / (1/9 - (5/9 / (8/9 + 8))))
[288221] ['1/9', '3/7', '4/7', '1', '8/5'] -> (((1 / 1/9) - 3/7) / (4/7 / 8/5))
[288222] ['1/6', '3/5', '5/7', '9/4', '3'] -> ((3/5 / 1/6) / ((9/4 / 5/7) - 3))
[288223] ['2/9', '5/7', '4/5', '4/3', '2'] -> ((4/5 + (4/3 / 5/7)) / (2/9 / 2))
[288224] ['2/7', '5/8', '8/9', '8/7', '9'] -> (9 / ((8/7 / 8/9) - (2/7 + 5/8)))
[288225] ['2/5', '7/6', '9/4', '8/3', '5'] -> (((9/4 * 8/3) - 2/5) / (7/6 / 5))
[288226] ['3/7', '4/9', '5/6', '7/8', '9'] -> (9 * (4/9 + (5/6 / (3/7 * 7/8))))
[288227] ['1/6', '3/5', '5/7', '5/2', '3'] -> (5/7 * (3/5 + ((5/2 + 3) / 1/6)))
[288228] ['7/9', '7/9', '8/5', '8/3', '7'] -> ((8/3 + (7 / 7/9)) / (7/9 / 8/5))
[288229] ['1/9', '5/9', '8/9', '7/4', '8'] -> ((1/9 + (8/9 * 7/4)) / (5/9 / 8))
[288230] ['1/9', '3/7', '4/7', '1', '9/4'] -> (((4/7 * 9/4) + (1 / 1/9)) / 3/7)
[288231] ['1/4', '3/5', '9/8', '7/5', '6'] -> (3/5 / ((1/4 * (6 - 7/5)) - 9/8))
[288232] ['1/2', '5/7', '5/7', '4/3', '2'] -> (4/3 / ((5/7 / (2 - 5/7)) - 1/2))
[288233] ['1/9', '5/9', '8/9', '9/5', '8'] -> ((8/9 + 8) * (9/5 / (1/9 + 5/9)))
[288234] ['2/5', '7/6', '7/3', '8/3', '5'] -> (8/3 * ((5 / 2/5) - (7/6 + 7/3)))
[288235] ['1/6', '3/5', '5/7', '3', '7/2'] -> (3 * ((7/2 / (3/5 * 5/7)) - 1/6))
[288236] ['1/4', '3/5', '9/8', '3/2', '6'] -> (3/2 / ((9/8 / (3/5 * 6)) - 1/4))
[288237] ['4/9', '2/3', '8/7', '8/7', '8'] -> (8 / ((8/7 / 8/7) - (4/9 / 2/3)))
[288238] ['1/9', '3/7', '4/7', '1', '5/2'] -> (4/7 / ((3/7 * (5/2 - 1/9)) - 1))
[288239] ['1/7', '2/9', '3/8', '5/6', '2'] -> ((5/6 / (2/9 * 3/8)) + (2 / 1/7))
[288240] ['2/3', '7/8', '1', '8/7', '7/2'] -> ((1 + (8/7 * 7/2)) / (7/8 - 2/3))
[288241] ['2/7', '5/8', '8/9', '9/7', '9'] -> (9 / (5/8 - ((2/7 / 8/9) / 9/7)))
[288242] ['7/9', '7/9', '5/3', '5/3', '7'] -> (((7 * (5/3 * 5/3)) - 7/9) / 7/9)
[288243] ['1/6', '3/5', '5/7', '3', '9/2'] -> (5/7 * (3 + ((3/5 + 9/2) / 1/6)))
[288244] ['1/9', '5/9', '9/8', '8/7', '8'] -> ((9/8 * 8) / ((5/9 / 8/7) - 1/9))
[288245] ['2/3', '7/8', '1', '8/7', '9/2'] -> ((9/2 * (2/3 / 7/8)) / (8/7 - 1))
[288246] ['4/9', '2/3', '8/7', '5/4', '8'] -> (((5/4 * 8) - 2/3) / (4/9 / 8/7))
[288247] ['7/9', '7/9', '5/3', '7/4', '7'] -> ((5/3 + (7 / 7/9)) / (7/9 / 7/4))
[288248] ['3/7', '4/9', '5/6', '5/4', '9'] -> ((5/6 + (5/4 / 3/7)) + (9 / 4/9))
[288249] ['1/9', '5/9', '9/8', '6/5', '8'] -> ((6/5 / (1/9 * 9/8)) + (8 / 5/9))
[288250] ['1/4', '3/5', '9/8', '7/4', '6'] -> ((6 * (9/8 + (7/4 / 3/5))) - 1/4)
[288251] ['1/6', '3/5', '3/4', '3/4', '3'] -> (((3 / 3/5) - (3/4 / 3/4)) / 1/6)
[288252] ['2/7', '1/2', '5/9', '1', '8/3'] -> ((1/2 + ((1 + 8/3) / 2/7)) / 5/9)
[288253] ['2/5', '7/6', '5/2', '8/3', '5'] -> ((5/2 - 2/5) * (5 / (7/6 / 8/3)))
[288254] ['2/3', '7/8', '1', '7/6', '5/4'] -> ((5/4 + (7/6 / 2/3)) / (1 - 7/8))
[288255] ['7/9', '7/9', '5/3', '7/3', '7'] -> ((5/3 + 7/3) * (7 - (7/9 / 7/9)))
[288256] ['1/4', '3/5', '9/8', '9/4', '6'] -> ((9/8 / (3/5 - (1/4 * 9/4))) - 6)
[288257] ['1/9', '5/9', '9/8', '9/7', '8'] -> (8 / ((5/9 / 9/7) - (1/9 / 9/8)))
[288258] ['1/7', '1/4', '5/9', '5/4', '8'] -> ((1/4 + 8) + (5/4 / (1/7 * 5/9)))
[288259] ['2/5', '7/6', '5/2', '7/2', '5'] -> ((7/2 - (2/5 - 5/2)) / (7/6 / 5))
[288260] ['4/9', '2/3', '8/7', '3/2', '8'] -> (8/7 * (3/2 + ((2/3 + 8) / 4/9)))
[288261] ['2/7', '1/2', '5/9', '1', '9/2'] -> (((5/9 + 1) / (2/7 / 9/2)) - 1/2)
[288262] ['1/7', '1/4', '5/9', '9/7', '8'] -> (8 * (1/7 + (9/7 / (1/4 / 5/9))))
[288263] ['3/7', '4/9', '5/6', '7/5', '9'] -> ((4/9 * 9) / ((5/6 / 7/5) - 3/7))
[288264] ['1/9', '5/9', '9/8', '7/5', '8'] -> (((7/5 / 1/9) + (8 / 5/9)) / 9/8)
[288265] ['7/9', '7/9', '7/4', '9/4', '7'] -> ((7/4 + 9/4) * (7 - (7/9 / 7/9)))
[288266] ['3/7', '4/9', '5/6', '3/2', '9'] -> (((5/6 + 9) / 3/7) - (4/9 - 3/2))
[288267] ['1/2', '5/7', '5/7', '2', '7/2'] -> ((2 + (5/7 + 5/7)) / (1/2 / 7/2))
[288268] ['2/7', '1/2', '4/7', '5/7', '1'] -> ((1 / (2/7 * (5/7 - 4/7))) - 1/2)
[288269] ['2/7', '1/2', '4/7', '3/4', '1'] -> ((2/7 + 1) / (3/4 * (4/7 - 1/2)))
[288270] ['2/5', '7/6', '9/2', '9/2', '5'] -> (9/2 * ((2/5 * 5) - (7/6 - 9/2)))
[288271] ['1/6', '3/5', '3/4', '7/6', '3'] -> ((3/4 + 3) * ((7/6 / 1/6) - 3/5))
[288272] ['7/9', '7/9', '7/4', '8/3', '7'] -> ((7/9 + 7) / ((7/9 * 8/3) - 7/4))
[288273] ['1/9', '5/9', '9/8', '7/4', '8'] -> ((1/9 + (7/4 / 9/8)) / (5/9 / 8))
[288274] ['1/2', '5/7', '3/4', '5/6', '2'] -> (2 / ((1/2 + 3/4) - (5/6 / 5/7)))
[288275] ['2/5', '6/5', '6/5', '5/4', '5'] -> ((6/5 + 6/5) * (5 / (2/5 * 5/4)))
[288276] ['2/7', '5/8', '8/9', '9/4', '9'] -> ((9 + (9/4 / 2/7)) / (5/8 / 8/9))
[288277] ['2/7', '1/2', '4/7', '4/5', '1'] -> ((2/7 + 1) / ((1/2 / 4/5) - 4/7))
[288278] ['1/9', '5/9', '9/8', '9/5', '8'] -> (9/5 * ((8 * (5/9 + 9/8)) - 1/9))
[288279] ['1/7', '1/4', '5/9', '8/5', '8'] -> (5/9 * ((8/5 / 1/7) + (8 / 1/4)))
[288280] ['1/6', '3/5', '3/4', '4/3', '3'] -> (((3 / 3/5) - (3/4 * 4/3)) / 1/6)
[288281] ['1/8', '2/9', '3/4', '4/5', '2'] -> (2 / (((2/9 * 3/4) / 4/5) - 1/8))
[288282] ['1/4', '3/5', '8/7', '3/2', '6'] -> (3/2 * ((6 / (3/5 - 1/4)) - 8/7))
[288283] ['2/5', '6/5', '6/5', '7/5', '5'] -> ((6/5 + (5 * (6/5 * 7/5))) / 2/5)
[288284] ['2/7', '5/8', '8/9', '5/2', '9'] -> ((9 / (2/7 / 8/9)) - (5/2 / 5/8))
[288285] ['2/7', '1/2', '4/7', '1', '9/8'] -> ((2/7 + 1) / (9/8 - (1/2 + 4/7)))
[288286] ['1/7', '2/9', '3/8', '2', '7/3'] -> (((7/3 / 1/7) - 2) / (2/9 + 3/8))
[288287] ['1/2', '5/7', '3/4', '6/5', '2'] -> (6/5 / ((3/4 / 5/7) - (1/2 * 2)))
[288288] ['3/7', '4/9', '6/7', '6/7', '9'] -> (6/7 + ((9 + (3/7 + 6/7)) / 4/9))
[288289] ['1/8', '2/9', '3/4', '8/7', '2'] -> ((2 / (2/9 - 1/8)) / (3/4 * 8/7))
[288290] ['1/7', '2/9', '3/8', '2', '8/3'] -> (3/8 + ((2 / 8/3) / (1/7 * 2/9)))
[288291] ['2/7', '1/2', '4/7', '1', '6/5'] -> (2/7 / (1 - (4/7 + (1/2 / 6/5))))
[288292] ['2/5', '6/5', '6/5', '9/4', '5'] -> (5 * (6/5 + (9/4 * (2/5 + 6/5))))
[288293] ['2/3', '7/8', '1', '6/5', '9/4'] -> (9/4 / ((7/8 / (2/3 * 6/5)) - 1))
[288294] ['1/7', '1/4', '5/9', '9/4', '8'] -> (8 * ((1/4 / 1/7) + (5/9 * 9/4)))
[288295] ['2/7', '1/2', '4/7', '1', '5/4'] -> ((2/7 + 1) / ((1/2 * 5/4) - 4/7))
[288296] ['4/9', '2/3', '6/5', '7/4', '8'] -> (8 * (7/4 + (2/3 / (4/9 * 6/5))))
[288297] ['1/4', '3/5', '8/7', '7/3', '6'] -> (7/3 * ((1/4 * 8/7) + (6 / 3/5)))
[288298] ['1/8', '2/9', '3/4', '6/5', '2'] -> (2 / (2/9 - ((1/8 / 3/4) / 6/5)))
[288299] ['2/5', '6/5', '6/5', '7/3', '5'] -> (6/5 / ((6/5 / (5 - 7/3)) - 2/5))
[288300] ['1/7', '1/4', '5/9', '7/3', '8'] -> (8 / ((1/7 / 1/4) - (5/9 / 7/3)))
[288301] ['2/9', '5/7', '5/6', '9/7', '2'] -> ((9/7 * (2/9 + 2)) / (5/6 - 5/7))
[288302] ['1/6', '3/5', '7/9', '7/9', '3'] -> (((3 / 3/5) - (7/9 / 7/9)) / 1/6)
[288303] ['1/4', '3/5', '8/7', '5/2', '6'] -> ((8/7 * 5/2) * (6 + (3/5 / 1/4)))
[288304] ['1/9', '3/7', '3/5', '1', '9/7'] -> (((9/7 / 3/5) - 1) / (1/9 * 3/7))
[288305] ['2/7', '5/8', '9/8', '8/7', '9'] -> (9 / ((9/8 * 8/7) - (2/7 + 5/8)))
[288306] ['4/9', '2/3', '6/5', '7/3', '8'] -> ((4/9 + (8 / (6/5 / 7/3))) / 2/3)
[288307] ['2/5', '6/5', '6/5', '7/2', '5'] -> ((6/5 / 2/5) + (5 * (6/5 * 7/2)))
[288308] ['1/4', '3/5', '8/7', '8/3', '6'] -> (8/3 * (1/4 + (6 / (3/5 * 8/7))))
[288309] ['1/6', '3/5', '7/9', '6/7', '3'] -> (7/9 * (6/7 + (3 / (1/6 * 3/5))))
[288310] ['2/7', '5/8', '9/8', '7/6', '9'] -> (((9 - 5/8) / (2/7 * 7/6)) - 9/8)
[288311] ['1/8', '2/9', '3/4', '8/5', '2'] -> (8/5 * ((3/4 / 1/8) + (2 / 2/9)))
[288312] ['2/9', '5/7', '5/6', '3/2', '2'] -> ((3/2 + (5/6 / 5/7)) / (2/9 / 2))
[288313] ['1/2', '5/7', '3/4', '9/5', '2'] -> (2 / ((3/4 / (5/7 * 9/5)) - 1/2))
[288314] ['2/7', '5/8', '9/8', '6/5', '9'] -> (((9 - (9/8 / 5/8)) / 2/7) - 6/5)
[288315] ['3/7', '4/9', '6/7', '5/3', '9'] -> (((5/3 + 9) - (4/9 * 6/7)) / 3/7)
[288316] ['2/5', '6/5', '5/4', '3/2', '5'] -> (6/5 * (5/4 + (5 / (2/5 / 3/2))))
[288317] ['1/9', '5/9', '8/7', '5/2', '8'] -> (1/9 + (8 * (5/2 + (5/9 / 8/7))))
[288318] ['1/7', '2/9', '2/5', '3/5', '2'] -> (2 * ((2/5 / (1/7 * 2/9)) - 3/5))
[288319] ['2/5', '6/5', '5/4', '8/5', '5'] -> ((2/5 * 5) / ((8/5 / 6/5) - 5/4))
[288320] ['1/8', '2/9', '7/9', '7/9', '2'] -> ((7/9 + (7/9 * 2)) / (2/9 - 1/8))
[288321] ['2/7', '1/2', '4/7', '1', '5/2'] -> ((1 + (2/7 * 5/2)) / (4/7 - 1/2))
[288322] ['1/9', '5/9', '8/7', '7/2', '8'] -> ((8 * (7/2 - (5/9 / 8/7))) - 1/9)
[288323] ['2/5', '6/5', '5/4', '7/3', '5'] -> (5 / ((7/3 / (2/5 + 6/5)) - 5/4))
[288324] ['4/9', '2/3', '9/7', '7/5', '8'] -> (7/5 * ((8 / 4/9) - (2/3 * 9/7)))
[288325] ['1/7', '2/9', '2/5', '2/3', '2'] -> (((2 / 1/7) - 2/3) / (2/9 / 2/5))
[288326] ['3/7', '4/9', '6/7', '5/2', '9'] -> ((5/2 * 9) - (3/7 - (6/7 / 4/9)))
[288327] ['2/7', '1/2', '4/7', '1', '9/2'] -> ((((9/2 - 4/7) / 1/2) - 1) / 2/7)
[288328] ['1/9', '5/9', '7/6', '7/5', '8'] -> ((8 / 7/6) / ((5/9 / 7/5) - 1/9))
[288329] ['1/2', '5/7', '7/9', '7/9', '2'] -> (((7/9 * 2) / (7/9 - 5/7)) - 1/2)
[288330] ['1/8', '2/9', '7/9', '7/6', '2'] -> ((7/9 / 7/6) / ((1/8 * 2) - 2/9))
[288331] ['2/3', '7/8', '1', '9/7', '9/7'] -> (9/7 / ((9/7 / 2/3) - (7/8 + 1)))
[288332] ['2/9', '5/7', '5/6', '2', '5/2'] -> (((5/2 / 5/7) - 5/6) / (2/9 / 2))
[288333] ['1/4', '3/5', '7/6', '7/3', '6'] -> ((6 / 3/5) + ((7/6 + 7/3) / 1/4))
[288334] ['4/9', '2/3', '9/7', '7/3', '8'] -> ((8 / (4/9 * 2/3)) - (9/7 * 7/3))
[288335] ['7/9', '7/9', '8/3', '7/2', '7'] -> (8/3 / ((7/9 / 7/2) - (7/9 / 7)))
[288336] ['2/7', '5/8', '9/8', '7/4', '9'] -> (9 / (7/4 * (9/8 - (2/7 + 5/8))))
[288337] ['2/5', '6/5', '9/7', '7/5', '5'] -> (5 * ((6/5 / 2/5) + (9/7 * 7/5)))
[288338] ['4/9', '2/3', '9/7', '5/2', '8'] -> ((4/9 + (8 / (9/7 / 5/2))) / 2/3)
[288339] ['1/7', '2/9', '2/5', '4/5', '2'] -> ((2 / (2/9 - 1/7)) - (2/5 + 4/5))
[288340] ['1/2', '5/7', '7/9', '6/7', '2'] -> ((6/7 * 2) / (5/7 - (1/2 / 7/9)))
[288341] ['1/7', '1/4', '3/5', '3/5', '8'] -> ((3/5 / 1/7) / (1/4 - (3/5 / 8)))
[288342] ['1/4', '3/5', '7/6', '8/3', '6'] -> ((6 * ((8/3 / 3/5) - 1/4)) - 7/6)
[288343] ['2/5', '6/5', '9/7', '3/2', '5'] -> (((2/5 + 5) / (3/2 - 9/7)) - 6/5)
[288344] ['2/3', '7/8', '1', '9/7', '8/5'] -> (1 / ((9/7 / 8/5) - (2/3 / 7/8)))
[288345] ['2/7', '5/8', '9/8', '9/4', '9'] -> ((9 + (9/4 / 2/7)) / (5/8 * 9/8))
[288346] ['1/6', '3/5', '7/9', '8/5', '3'] -> (3 / (((3/5 * 7/9) / 8/5) - 1/6))
[288347] ['1/4', '3/5', '7/6', '7/2', '6'] -> ((1/4 + 7/2) * ((7/6 * 6) - 3/5))
[288348] ['2/7', '5/8', '9/8', '7/3', '9'] -> (9 * ((7/3 * (2/7 + 9/8)) - 5/8))
[288349] ['1/7', '1/4', '3/5', '2/3', '8'] -> (2/3 + (8 / (3/5 * (1/7 / 1/4))))
[288350] ['4/9', '2/3', '9/7', '9/2', '8'] -> ((8 / 9/2) / ((2/3 / 9/7) - 4/9))
[288351] ['1/2', '5/7', '7/9', '8/9', '2'] -> (((8/9 / (7/9 - 5/7)) - 2) / 1/2)
[288352] ['2/7', '1/2', '3/5', '4/5', '1'] -> (4/5 / (1/2 - (3/5 / (2/7 + 1))))
[288353] ['2/7', '5/8', '9/8', '5/2', '9'] -> ((9 / (2/7 * 9/8)) - (5/2 / 5/8))
[288354] ['1/9', '3/7', '5/8', '5/6', '1'] -> (1 / (3/7 * (5/6 - (1/9 + 5/8))))
[288355] ['3/7', '4/9', '7/8', '4/3', '9'] -> (7/8 * (3/7 + (9 / (4/9 / 4/3))))
[288356] ['1/8', '2/9', '4/5', '4/5', '2'] -> ((4/5 / (1/8 * 2/9)) / (2 - 4/5))
[288357] ['1/6', '3/5', '7/9', '9/5', '3'] -> ((9/5 - (3/5 * 7/9)) / (1/6 / 3))
[288358] ['2/9', '5/7', '6/7', '7/6', '2'] -> (6/7 / (((7/6 - 5/7) / 2/9) - 2))
[288359] ['1/9', '3/7', '5/8', '6/7', '1'] -> ((3/7 + 1) / (6/7 * (1/9 * 5/8)))
[288360] ['4/9', '2/3', '7/5', '7/5', '8'] -> (8 / ((7/5 / 7/5) - (4/9 / 2/3)))
[288361] ['7/9', '4/5', '4/5', '7/8', '7'] -> ((4/5 + 7) / ((7/8 / 7/9) - 4/5))
[288362] ['2/9', '5/7', '6/7', '6/5', '2'] -> ((2 / ((2/9 + 5/7) - 6/7)) - 6/5)
[288363] ['2/5', '6/5', '9/7', '9/4', '5'] -> (6/5 / (2/5 - (9/4 / (9/7 * 5))))
[288364] ['3/7', '4/9', '7/8', '3/2', '9'] -> ((3/7 * 7/8) + ((3/2 + 9) / 4/9))
[288365] ['1/7', '2/9', '2/5', '6/5', '2'] -> (((2/5 * 2) / (1/7 * 2/9)) - 6/5)
[288366] ['2/7', '5/8', '9/8', '9/2', '9'] -> (9/2 / (5/8 - (9/8 / (2/7 * 9))))
[288367] ['2/3', '7/8', '1', '4/3', '7/5'] -> (1 / (4/3 - (2/3 + (7/8 / 7/5))))
[288368] ['2/7', '5/8', '8/7', '8/7', '9'] -> ((8/7 * 9) / ((5/8 * 8/7) - 2/7))
[288369] ['1/7', '1/4', '3/5', '7/8', '8'] -> (8 / (((1/4 / 3/5) / 7/8) - 1/7))
[288370] ['1/2', '5/7', '7/9', '9/7', '2'] -> ((2 / (9/7 * (7/9 - 5/7))) - 1/2)
[288371] ['2/3', '7/8', '1', '4/3', '8/5'] -> (1 / (4/3 - (7/8 + (2/3 / 8/5))))
[288372] ['1/8', '2/9', '4/5', '9/8', '2'] -> (2 / (2/9 - ((1/8 / 4/5) / 9/8)))
[288373] ['1/9', '5/9', '5/4', '7/3', '8'] -> ((1/9 + 5/9) + (8 * (5/4 * 7/3)))
[288374] ['2/5', '6/5', '9/7', '7/2', '5'] -> ((9/7 * 7/2) * (5 + (2/5 / 6/5)))
[288375] ['2/3', '7/8', '1', '4/3', '9/5'] -> (9/5 / (7/8 - (4/3 / (2/3 + 1))))
[288376] ['1/9', '3/7', '5/8', '1', '5/4'] -> (1 / (5/8 - (3/7 * (1/9 + 5/4))))
[288377] ['2/7', '1/2', '3/5', '1', '6/5'] -> (6/5 / ((3/5 / (2/7 / 1/2)) - 1))
[288378] ['3/7', '4/9', '7/8', '7/4', '9'] -> (((3/7 * 7/4) + (9 / 4/9)) / 7/8)
[288379] ['1/8', '2/9', '4/5', '7/6', '2'] -> ((4/5 / (1/8 * 2/9)) * (2 - 7/6))
[288380] ['1/2', '5/7', '7/9', '3/2', '2'] -> ((2 / 3/2) / ((5/7 * 7/9) - 1/2))
[288381] ['2/3', '7/8', '1', '4/3', '9/4'] -> (4/3 / ((2/3 - 1) + (7/8 / 9/4)))
[288382] ['1/7', '1/4', '3/5', '9/8', '8'] -> (8 / ((1/4 / (9/8 - 3/5)) - 1/7))
[288383] ['1/7', '2/9', '2/5', '3/2', '2'] -> (3/2 + (2 / (1/7 * (2/9 + 2/5))))
[288384] ['1/8', '2/9', '4/5', '5/4', '2'] -> ((2/9 + 2) * (4/5 + (5/4 / 1/8)))
[288385] ['1/6', '3/5', '4/5', '6/7', '3'] -> ((3/5 + 4/5) * ((3 / 1/6) - 6/7))
[288386] ['1/9', '3/7', '5/8', '1', '3/2'] -> ((1 / (1/9 * 3/7)) / (3/2 - 5/8))
[288387] ['2/3', '7/8', '1', '7/5', '3/2'] -> (3/2 / (1 - (7/8 / (2/3 * 7/5))))
[288388] ['1/7', '1/4', '3/5', '6/5', '8'] -> (((6/5 / (1/7 * 3/5)) - 8) / 1/4)
[288389] ['2/5', '6/5', '7/5', '3/2', '5'] -> ((5 * (2/5 * 6/5)) / (3/2 - 7/5))
[288390] ['2/7', '5/8', '8/7', '9/5', '9'] -> (((9 / (5/8 * 9/5)) - 8/7) / 2/7)
[288391] ['7/9', '4/5', '4/5', '4/3', '7'] -> ((4/5 + 4/3) * (7 / (7/9 * 4/5)))
[288392] ['1/6', '3/5', '4/5', '7/8', '3'] -> ((3/5 / 4/5) + ((7/8 + 3) / 1/6))
[288393] ['1/9', '5/9', '9/7', '3/2', '8'] -> ((8 / 9/7) / ((5/9 / 3/2) - 1/9))
[288394] ['2/9', '5/7', '6/7', '2', '9/4'] -> (((5/7 / 6/7) + (2 * 9/4)) / 2/9)
[288395] ['2/5', '6/5', '7/5', '5/3', '5'] -> ((2/5 + (6/5 * 5)) / (5/3 - 7/5))
[288396] ['1/8', '2/9', '4/5', '4/3', '2'] -> (2 / (((2/9 / 4/5) / 4/3) - 1/8))
[288397] ['1/4', '3/5', '9/7', '7/4', '6'] -> (6 * (1/4 + (7/4 / (3/5 / 9/7))))
[288398] ['1/7', '1/4', '3/5', '4/3', '8'] -> ((4/3 / (1/7 * 1/4)) - (8 / 3/5))
[288399] ['2/9', '5/7', '6/7', '2', '5/2'] -> (((5/7 / 6/7) + (2 + 5/2)) / 2/9)
[288400] ['1/9', '5/9', '9/7', '5/3', '8'] -> ((9/7 * 8) * (5/3 + (1/9 + 5/9)))
[288401] ['1/8', '2/9', '4/5', '7/5', '2'] -> (((4/5 / 2/9) + (7/5 - 2)) / 1/8)
[288402] ['3/7', '4/9', '8/9', '8/9', '9'] -> (((8/9 / 3/7) - 8/9) / (4/9 / 9))
[288403] ['1/9', '3/7', '5/8', '1', '7/4'] -> (((1 / 1/9) - 3/7) / (5/8 / 7/4))
[288404] ['7/9', '4/5', '4/5', '8/5', '7'] -> (7 * ((4/5 / 7/9) + (4/5 + 8/5)))
[288405] ['2/7', '1/2', '3/5', '1', '7/4'] -> ((1 / 7/4) / (1/2 - (2/7 / 3/5)))
[288406] ['2/7', '5/8', '8/7', '7/2', '9'] -> ((8/7 / 2/7) + ((7/2 + 9) / 5/8))
[288407] ['1/6', '3/5', '4/5', '9/7', '3'] -> (4/5 / ((1/6 * 3) - (3/5 / 9/7)))
[288408] ['2/9', '5/7', '6/7', '2', '7/2'] -> ((7/2 - (5/7 / 6/7)) / (2/9 / 2))
[288409] ['1/8', '2/9', '4/5', '3/2', '2'] -> ((3/2 / (1/8 * 4/5)) + (2 / 2/9))
[288410] ['1/7', '2/9', '2/5', '2', '7/3'] -> (((1/7 * 7/3) + (2 / 2/5)) / 2/9)
[288411] ['3/7', '4/9', '8/9', '9/8', '9'] -> ((9 / 3/7) / ((8/9 / 4/9) - 9/8))
[288412] ['1/9', '3/7', '5/8', '1', '9/4'] -> (1 / (5/8 - (9/4 * (1/9 / 3/7))))
[288413] ['4/9', '2/3', '5/3', '9/4', '8'] -> (8 * (((2/3 + 5/3) / 4/9) - 9/4))
[288414] ['1/9', '5/9', '9/7', '7/3', '8'] -> (((5/9 + (9/7 * 7/3)) / 1/9) - 8)
[288415] ['1/7', '1/4', '3/5', '7/4', '8'] -> (1/4 + ((1/7 + 8) / (3/5 / 7/4)))
[288416] ['1/4', '3/5', '9/7', '7/2', '6'] -> (((9/7 * 7/2) / (1/4 * 3/5)) - 6)
[288417] ['4/9', '2/3', '7/4', '7/4', '8'] -> (8 / ((7/4 / 7/4) - (4/9 / 2/3)))
[288418] ['1/6', '3/5', '5/6', '6/7', '3'] -> (((3/5 * 5/6) + (3 / 6/7)) / 1/6)
[288419] ['1/4', '3/5', '9/7', '9/2', '6'] -> ((9/2 / (1/4 * 9/7)) + (6 / 3/5))
[288420] ['4/9', '2/3', '7/4', '9/5', '8'] -> (9/5 * ((7/4 * 8) - (4/9 / 2/3)))
[288421] ['1/9', '5/9', '9/7', '7/2', '8'] -> ((9/7 * 7/2) * (8 * (1/9 + 5/9)))
[288422] ['1/2', '5/7', '4/5', '5/6', '2'] -> (2 / (5/6 * (4/5 - (1/2 / 5/7))))
[288423] ['1/7', '1/4', '3/5', '9/4', '8'] -> (3/5 * (((8 - 9/4) / 1/7) - 1/4))
[288424] ['2/7', '5/8', '7/6', '7/5', '9'] -> ((7/5 * (2/7 + 9)) / (7/6 - 5/8))
[288425] ['2/3', '7/8', '1', '3/2', '7/4'] -> (1 / ((2/3 - 7/8) - (3/2 - 7/4)))
[288426] ['3/7', '4/9', '8/9', '7/5', '9'] -> ((7/5 / (4/9 / 8/9)) * (9 - 3/7))
[288427] ['2/7', '5/8', '7/6', '8/5', '9'] -> ((9 - (5/8 * 8/5)) / (2/7 * 7/6))
[288428] ['2/7', '1/2', '3/5', '1', '9/2'] -> (9/2 * ((1 / (2/7 * 3/5)) - 1/2))
[288429] ['1/7', '2/9', '3/7', '4/9', '2'] -> ((3/7 + (2 / (2/9 + 4/9))) / 1/7)
[288430] ['1/8', '2/9', '4/5', '2', '8/3'] -> ((2 - 1/8) * (4/5 + (8/3 / 2/9)))
[288431] ['1/6', '3/5', '5/6', '9/8', '3'] -> ((3 / 1/6) / ((9/8 / 5/6) - 3/5))
[288432] ['1/4', '3/5', '4/3', '7/4', '6'] -> (6 * ((7/4 / 3/5) - (1/4 - 4/3)))
[288433] ['4/9', '2/3', '9/5', '7/2', '8'] -> ((4/9 + (8 / (9/5 / 7/2))) / 2/3)
[288434] ['1/7', '2/9', '3/7', '5/9', '2'] -> ((2 - (2/9 * 3/7)) / (1/7 * 5/9))
[288435] ['1/9', '5/9', '7/5', '3/2', '8'] -> (3/2 * (7/5 + ((1/9 + 8) / 5/9)))
[288436] ['1/7', '1/4', '3/5', '8/3', '8'] -> (1/4 * (8/3 + (8 / (1/7 * 3/5))))
[288437] ['1/4', '3/5', '4/3', '9/4', '6'] -> (6 * ((1/4 / 3/5) + (4/3 + 9/4)))
[288438] ['1/6', '3/5', '5/6', '7/6', '3'] -> (((3/5 * 5/6) + (7/6 * 3)) / 1/6)
[288439] ['2/7', '1/2', '5/8', '5/7', '1'] -> ((2/7 + 1) / (1/2 - (5/8 * 5/7)))
[288440] ['2/5', '6/5', '5/3', '5/2', '5'] -> (5/2 * ((5 * (6/5 * 5/3)) - 2/5))
[288441] ['2/7', '5/8', '7/6', '9/5', '9'] -> ((9 / (2/7 * 5/8)) / (7/6 * 9/5))
[288442] ['7/9', '4/5', '5/6', '7/8', '7'] -> (7 / (((7/9 / 4/5) / 5/6) - 7/8))
[288443] ['1/8', '2/9', '5/6', '5/6', '2'] -> ((5/6 + 2) / (2/9 - (1/8 * 5/6)))
[288444] ['1/7', '2/9', '3/7', '5/8', '2'] -> (2 / (1/7 - (5/8 * (2/9 * 3/7))))
[288445] ['2/7', '1/2', '5/8', '7/9', '1'] -> (1 / (7/9 * (5/8 - (2/7 / 1/2))))
[288446] ['1/6', '3/5', '5/6', '9/7', '3'] -> ((3/5 + (5/6 / 1/6)) * (9/7 + 3))
[288447] ['3/7', '4/9', '8/9', '9/4', '9'] -> ((9/4 * (4/9 + 8/9)) + (9 / 3/7))
[288448] ['2/9', '5/7', '7/8', '4/3', '2'] -> ((4/3 + 2) / (7/8 * (2/9 * 5/7)))
