[212761] ['4/5', '8/9', '6/5', '9/7', '8'] -> 8 / (4/5 * (9/7 - 8/9)) - 6/5
[218090] ['6/7', '6/5', '3/2', '7/3', '9'] -> (6/5 + 6/7 * 7/3) * (9 - 3/2)
[218091] ['2/3', '5/4', '5/4', '5/4', '6'] -> 6 / (5/4 / (2/3 * 5/4) - 5/4)
[218092] ['1/5', '3/4', '8/9', '8/9', '1'] -> 8/9 / 1/5 / (8/9 / 3/4 - 1)
[218093] ['3/8', '4/5', '8/7', '7/2', '6'] -> 8/7 * 7/2 + 6 / (3/8 * 4/5)
[218094] ['4/9', '5/7', '7/9', '4/5', '6'] -> 6 / (5/7 * 7/9 / 4/5 - 4/9)
[218095] ['3/8', '4/5', '8/7', '9/2', '6'] -> 8/7 * (6 + 9/2 / (3/8 * 4/5))
[218096] ['2/3', '5/4', '5/4', '9/7', '6'] -> (2/3 + 6) / (5/4 - 5/4 / 9/7)
[218097] ['5/6', '8/9', '6/5', '8/5', '8'] -> 8 / (6/5 * (5/6 - 8/9 / 8/5))
[218098] ['3/7', '1/2', '8/3', '8/3', '7'] -> 3/7 * 7 * (8/3 + 8/3 / 1/2)
[218099] ['1/6', '1/6', '6/7', '9/7', '7'] -> (9/7 + 7) / (1/6 + 1/6) - 6/7
[218100] ['7/9', '8/7', '5/4', '2', '5/2'] -> 2 / 7/9 / (5/2 - (8/7 + 5/4))
[218101] ['1/7', '4/9', '4/7', '1', '7/4'] -> (1 / 4/9 - (4/7 - 7/4)) / 1/7
[218102] ['5/6', '8/9', '6/5', '7/4', '8'] -> 8 / (5/6 * (7/4 - 6/5 / 8/9))
[218103] ['7/8', '8/7', '5/3', '9/5', '5'] -> (5/3 + 7/8 * 8/7) * 9/5 * 5
[218104] ['1/8', '1/6', '8/9', '9/5', '9'] -> (8/9 + 1/6 / 1/8) * (9/5 + 9)
[218105] ['1', '5/4', '9/7', '9/7', '8/3'] -> (1 + 9/7) / (8/3 * (9/7 - 5/4))
[218106] ['2/3', '6/7', '7/6', '9/5', '8'] -> (2/3 + 6/7 * 7/6) * 9/5 * 8
[218107] ['5/6', '8/9', '6/5', '7/2', '8'] -> 8/9 * (7/2 * 8 - 5/6 * 6/5)
[218108] ['3/8', '4/5', '7/6', '9/7', '6'] -> (7/6 * 9/7 + 6 / 4/5) / 3/8
[218109] ['1/4', '1/3', '3/4', '8/7', '3'] -> (3 + 3/4 / 1/3) / (1/4 / 8/7)
[218110] ['1/5', '1/5', '7/9', '5/3', '2'] -> (1/5 + 5/3) * 2 / (1/5 * 7/9)
[218111] ['3/7', '5/9', '5/9', '5/8', '7'] -> 7 * 3/7 * 5/9 / (5/8 - 5/9)
[218112] ['5/6', '8/9', '6/5', '9/2', '8'] -> 8 * (8/9 * 9/2 - 5/6 * 6/5)
[218113] ['3/8', '4/5', '7/6', '4/3', '6'] -> 6 / (3/8 + 4/3 - 7/6 / 4/5)
[218114] ['2/3', '6/7', '6/5', '6/5', '8'] -> (6/5 + 6/5) * (2/3 + 8 / 6/7)
[218115] ['2/3', '5/4', '9/7', '4/3', '6'] -> (4/3 + 6) / (5/4 / 9/7 - 2/3)
[218116] ['5/6', '8/9', '5/4', '5/4', '8'] -> (8 + 5/6 / 5/4) / (5/4 - 8/9)
[218117] ['3/7', '5/9', '5/9', '5/7', '7'] -> (7 - 5/7 / 5/9) / (3/7 * 5/9)
[218118] ['1/5', '1/5', '7/9', '9/5', '2'] -> (9/5 * (7/9 + 2) - 1/5) / 1/5
[218119] ['7/8', '8/7', '7/4', '9/5', '5'] -> 5 * (9/5 + 8/7 * (7/8 + 7/4))
[218120] ['1', '5/4', '9/7', '4/3', '7/5'] -> (9/7 + 1 / 7/5) / (4/3 - 5/4)
[218121] ['1/4', '1/3', '3/4', '9/5', '3'] -> (1/3 + 9/5) * (3 / 1/4 - 3/4)
[218122] ['2/3', '6/7', '6/5', '9/7', '8'] -> (9/7 + 6/7 / 6/5) / (2/3 / 8)
[218123] ['1/7', '4/9', '3/5', '3/5', '1'] -> (1 / 1/7 - 3/5) / (4/9 * 3/5)
[218124] ['2/3', '5/4', '9/7', '3/2', '6'] -> 2/3 * (3/2 / (9/7 - 5/4) - 6)
[218125] ['1', '5/4', '9/7', '4/3', '3/2'] -> 4/3 / (5/4 / 3/2 - 1 / 9/7)
[218126] ['1/5', '3/4', '8/9', '1', '3/2'] -> 1 / (1/5 * 3/2) / (8/9 - 3/4)
[218127] ['3/7', '5/9', '5/9', '7/9', '7'] -> (7 + 5/9 / 5/9) / (3/7 * 7/9)
[218128] ['1/6', '1/6', '6/7', '9/2', '7'] -> 6/7 + 9/2 / 7 / (1/6 * 1/6)
[218129] ['3/8', '4/5', '7/6', '7/4', '6'] -> (7/4 / 7/6 + 6 / 4/5) / 3/8
[218130] ['2/3', '6/7', '6/5', '3/2', '8'] -> (2/3 + 6/5) * (6/7 + 3/2 * 8)
[218131] ['1/5', '1/5', '7/9', '2', '7/3'] -> (7/3 / 7/9 - (1/5 - 2)) / 1/5
[218132] ['4/9', '5/7', '7/9', '3/2', '6'] -> 6 / (3/2 - 7/9 / (4/9 / 5/7))
[218133] ['1/8', '1/6', '8/7', '7/6', '9'] -> 9 * (1/6 / 1/8 + 8/7 * 7/6)
[218134] ['7/9', '8/7', '9/7', '7/4', '2'] -> 2 / (7/4 - (7/9 + 8/7 / 9/7))
[218135] ['5/6', '8/9', '5/4', '8/5', '8'] -> 8 / (5/4 - 5/6 / 8/9) - 8/5
[218136] ['1/6', '1/6', '7/8', '8/9', '7'] -> 8/9 / (1/6 * 1/6) - 7 / 7/8
[218137] ['1/4', '1/3', '7/9', '5/6', '3'] -> 3 / (1/4 * (7/9 - 1/3 * 5/6))
[218138] ['6/7', '6/5', '5/3', '9/4', '9'] -> 9 / (9/4 / (6/7 * 5/3) - 6/5)
[218139] ['2/3', '6/7', '6/5', '7/4', '8'] -> 8 / (6/7 / 6/5 - 2/3 / 7/4)
[218140] ['5/6', '8/9', '5/4', '7/4', '8'] -> 8 / (7/4 / 5/4 - 8/9 / 5/6)
[218141] ['3/7', '5/9', '5/9', '6/7', '7'] -> (7 + 3/7 * 5/9) / (6/7 - 5/9)
[218142] ['1/5', '1/5', '7/9', '2', '9/2'] -> 2 + (1/5 + 7/9) / (1/5 / 9/2)
[218143] ['1/4', '1/3', '7/9', '8/7', '3'] -> 3 / (1/3 / 7/9 / 8/7 - 1/4)
[218144] ['1/8', '1/6', '8/7', '5/4', '9'] -> 8/7 * (5/4 / (1/6 - 1/8) - 9)
[218145] ['2/3', '6/7', '6/5', '9/4', '8'] -> 6/7 * 6/5 * 8 * (2/3 + 9/4)
[218146] ['7/9', '8/7', '9/7', '2', '9/4'] -> 2 / ((9/4 - 8/7) / 9/7 - 7/9)
[218147] ['3/8', '4/5', '7/6', '5/2', '6'] -> (4/5 * 5/2 + 7/6 * 6) / 3/8
[218148] ['3/7', '5/9', '5/9', '7/8', '7'] -> 3/7 * 7 / (5/9 / 5/9 - 7/8)
[218149] ['1', '5/4', '9/7', '4/3', '9/5'] -> 5/4 * (1 / (4/3 - 9/7) - 9/5)
[218150] ['1/4', '1/3', '7/9', '6/5', '3'] -> 3 / (1/4 * (7/9 - 1/3 / 6/5))
[218151] ['6/7', '6/5', '5/3', '7/2', '9'] -> 6/5 * 5/3 * (9 + 6/7 * 7/2)
[218152] ['2/3', '6/7', '6/5', '5/2', '8'] -> 5/2 * (8 + 6/7 * (2/3 + 6/5))
[218153] ['5/6', '8/9', '9/7', '9/7', '8'] -> 8 / (9/7 - 9/7 * 5/6 * 8/9)
[218154] ['1/8', '1/6', '8/7', '7/5', '9'] -> (9 - 8/7 / 1/6) / (1/8 / 7/5)
[218155] ['1/6', '1/6', '7/8', '4/3', '7'] -> 7 / (7/8 * (4/3 - 1/6 / 1/6))
[218156] ['4/9', '5/7', '7/9', '9/4', '6'] -> 6 / 9/4 / (5/7 * 7/9 - 4/9)
[218157] ['1/4', '1/3', '7/9', '5/4', '3'] -> (7/9 + 5/4) / (1/4 / 3) - 1/3
[218158] ['2/3', '6/7', '6/5', '8/3', '8'] -> 8 * (2/3 / 6/7 + 8/3 / 6/5)
[218159] ['1/5', '3/4', '8/9', '1', '7/2'] -> 7/2 / (8/9 - 3/4) - (1/5 + 1)
[218160] ['2/3', '5/4', '9/7', '7/2', '6'] -> 7/2 * (2/3 + 6) / (5/4 / 9/7)
[218161] ['1/6', '1/6', '7/8', '7/5', '7'] -> 7 / (7/8 / 7/5 - (1/6 + 1/6))
[218162] ['1/8', '1/6', '8/7', '3/2', '9'] -> 9 * (3/2 + 1/6 / (1/8 * 8/7))
[218163] ['7/8', '8/7', '9/5', '5/2', '5'] -> (8/7 + 9/5 / 7/8) * (5/2 + 5)
[218164] ['3/7', '5/9', '5/9', '9/8', '7'] -> 3/7 * 7 / (9/8 - 5/9 / 5/9)
[218165] ['3/8', '4/5', '7/6', '9/2', '6'] -> (6 + 7/6 * 9/2) / (3/8 / 4/5)
[218166] ['1/4', '1/3', '7/9', '7/5', '3'] -> (1/3 + 3) * 7/5 / (1/4 * 7/9)
[218167] ['4/9', '5/7', '7/9', '7/3', '6'] -> (7/3 - 5/7 * 7/9) / (4/9 / 6)
[218168] ['2/3', '6/7', '6/5', '7/2', '8'] -> 7/2 * (8 / 6/5 - (2/3 - 6/7))
[218169] ['1/6', '1/6', '7/8', '3/2', '7'] -> 7 / (3/2 - (7/8 + 1/6 + 1/6))
[218170] ['1', '5/4', '9/7', '4/3', '8/3'] -> 1 / (9/7 - 5/4) - (4/3 + 8/3)
[218171] ['2/3', '5/4', '9/7', '9/2', '6'] -> 6 * (9/2 / (2/3 * 9/7) - 5/4)
[218172] ['3/7', '5/9', '5/9', '8/7', '7'] -> 8/7 / (5/9 - 3/7 - 5/9 / 7)
[218173] ['7/9', '8/7', '9/7', '2', '9/2'] -> 8/7 / (7/9 - (9/7 + 2) / 9/2)
[218174] ['6/7', '6/5', '7/4', '7/3', '9'] -> 7/4 * (6/7 + 6/5) * (9 - 7/3)
[218175] ['1/6', '1/6', '7/8', '8/5', '7'] -> 8/5 + 7 / (1/6 + 1/6 * 7/8)
[218176] ['1', '5/4', '9/7', '4/3', '7/2'] -> 9/7 * 4/3 * 7/2 / (5/4 - 1)
[218177] ['1/5', '1/5', '4/5', '8/7', '2'] -> 4/5 / (1/5 / (2 - 8/7) - 1/5)
[218178] ['1/4', '1/3', '7/9', '8/5', '3'] -> (3 / 1/4 - 1/3) / (7/9 / 8/5)
[218179] ['1/7', '4/9', '3/5', '8/9', '1'] -> 8/9 / 1/7 / (1 - 4/9 / 3/5)
[218180] ['7/9', '8/7', '4/3', '4/3', '2'] -> 4/3 / (2 - (7/9 + 4/3 / 8/7))
[218181] ['1/6', '1/6', '7/8', '5/3', '7'] -> (7 + 5/3 / 1/6) / (7/8 - 1/6)
[218182] ['2/3', '5/4', '7/5', '7/5', '6'] -> 6 / (7/5 / (2/3 * 7/5) - 5/4)
[218183] ['1/8', '1/6', '8/7', '9/4', '9'] -> 8/7 * (1/8 / 1/6 + 9/4 * 9)
[218184] ['5/6', '8/9', '9/7', '7/4', '8'] -> (8/9 + 8) * 7/4 / (5/6 / 9/7)
[218185] ['1/4', '1/3', '7/9', '9/5', '3'] -> (1/3 + 7/9) * 3 / (1/4 / 9/5)
[218186] ['2/3', '6/7', '5/4', '7/5', '8'] -> 8 / (6/7 - 2/3) / (5/4 * 7/5)
[218187] ['3/8', '4/5', '5/4', '5/4', '6'] -> 5/4 * (6 / (3/8 / 5/4) - 4/5)
[218188] ['1/5', '1/5', '4/5', '7/5', '2'] -> (7/5 + 1/5 + 4/5) / (1/5 / 2)
[218189] ['1/8', '1/6', '8/7', '5/2', '9'] -> (9 - 5/2) / (1/8 + 1/6 / 8/7)
[218190] ['1/5', '3/4', '1', '9/8', '6/5'] -> (3/4 / (9/8 - 1) - 6/5) / 1/5
[218191] ['5/6', '8/9', '9/7', '9/5', '8'] -> 8 / (9/5 / 9/7 - 8/9 / 5/6)
[218192] ['1/7', '4/9', '3/5', '1', '8/7'] -> 8/7 / (1/7 * 3/5) / (1 - 4/9)
[218193] ['1/6', '1/6', '7/8', '9/4', '7'] -> (9/4 + 7 - 7/8 / 1/6) / 1/6
[218194] ['3/8', '4/5', '5/4', '9/7', '6'] -> (6 + 4/5 * 5/4) / (3/8 / 9/7)
[218195] ['1/4', '1/3', '7/9', '5/2', '3'] -> 1/3 / 1/4 / (5/2 / 3 - 7/9)
[218196] ['7/9', '8/7', '4/3', '3/2', '2'] -> 4/3 / (7/9 * (8/7 + 3/2) - 2)
[218197] ['1/5', '3/4', '1', '9/8', '5/4'] -> 3/4 / (1/5 * 5/4) / (9/8 - 1)
[218198] ['6/7', '6/5', '9/5', '9/2', '9'] -> 9/2 * (6/5 + 9/5) + 9 / 6/7
[218199] ['2/3', '6/7', '5/4', '8/5', '8'] -> 8 * (2/3 + 8/5 / (6/7 / 5/4))
[218200] ['1/5', '1/5', '4/5', '2', '9/4'] -> (4/5 + 2 / 1/5) / (1/5 * 9/4)
[218201] ['1/6', '1/6', '8/9', '8/9', '7'] -> (7 + 8/9 / 8/9) / (1/6 + 1/6)
[218202] ['3/8', '4/5', '5/4', '7/5', '6'] -> (5/4 + 6 + 7/5 / 4/5) / 3/8
[218203] ['1/8', '1/6', '7/6', '6/5', '9'] -> 9 / (6/5 * (1/6 + 1/8 * 7/6))
[218204] ['7/8', '8/7', '7/3', '7/3', '5'] -> 7/3 / (7/8 / 7/3) * (5 - 8/7)
[218205] ['1/5', '1/5', '4/5', '2', '7/3'] -> 4/5 / (7/3 * 1/5 / 2 - 1/5)
[218206] ['1/4', '1/3', '4/5', '6/7', '3'] -> 3 / (1/3 / 4/5 - 1/4 / 6/7)
[218207] ['1/6', '1/6', '8/9', '9/8', '7'] -> (7 + 8/9 * 9/8) / (1/6 + 1/6)
[218208] ['1', '5/4', '9/7', '7/5', '7/4'] -> 5/4 / (9/7 * 7/5 - 7/4) - 1
[218209] ['2/3', '6/7', '5/4', '5/3', '8'] -> (2/3 + 8 / 6/7) / (5/3 - 5/4)
[218210] ['1/5', '3/4', '1', '9/8', '4/3'] -> 3/4 / 1/5 / (1 - 9/8 / 4/3)
[218211] ['7/8', '8/7', '7/3', '8/3', '5'] -> 5 * (7/3 + 8/3) - 7/8 * 8/7
[218212] ['6/7', '6/5', '9/4', '5/2', '9'] -> 9 / (6/5 * 5/2 - 9/4 / 6/7)
[218213] ['1/6', '1/6', '8/9', '8/7', '7'] -> 8/9 / (1/6 * 1/6) - 8/7 * 7
[218214] ['1/5', '1/5', '4/5', '2', '7/2'] -> 2 / 1/5 + 7/2 / (1/5 / 4/5)
[218215] ['3/8', '4/5', '5/4', '7/4', '6'] -> 6 / ((7/4 - 5/4) / 4/5 - 3/8)
[218216] ['1', '5/4', '9/7', '7/5', '9/5'] -> 9/7 * (1 + 9/5) / (7/5 - 5/4)
[218217] ['2/3', '6/7', '5/4', '7/4', '8'] -> (5/4 * 8 - 6/7) / (2/3 / 7/4)
[218218] ['1/8', '1/6', '7/6', '7/5', '9'] -> 9 / (7/5 * (1/8 + 1/6 / 7/6))
[218219] ['1/7', '4/9', '3/5', '1', '9/7'] -> (1 / 3/5 + 9/7 / 1/7) / 4/9
[218220] ['7/8', '8/7', '5/2', '5/2', '5'] -> 5 * (5/2 + 5/2) - 7/8 * 8/7
[218221] ['2/3', '5/4', '8/5', '9/5', '6'] -> 5/4 * 8/5 * 9/5 * (2/3 + 6)
[218222] ['6/7', '6/5', '9/4', '8/3', '9'] -> 9 / (6/7 * (8/3 - 9/4)) - 6/5
[218223] ['5/6', '8/9', '9/7', '9/2', '8'] -> (9/2 / 9/7 - 5/6) / (8/9 / 8)
[218224] ['1/8', '1/6', '7/6', '8/5', '9'] -> 7/6 / 1/8 + 8/5 * (1/6 + 9)
[218225] ['7/9', '8/7', '4/3', '2', '5/2'] -> 4/3 / (5/2 - 7/9 * (8/7 + 2))
[218226] ['4/9', '5/7', '4/5', '8/7', '6'] -> 8/7 / (4/9 * (4/5 - 5/7)) - 6
[218227] ['1/6', '1/6', '8/9', '9/7', '7'] -> 8/9 * 9/7 * 7 / (1/6 + 1/6)
[218228] ['2/3', '5/4', '8/5', '9/4', '6'] -> 9/4 * 5/4 * 8/5 * (6 - 2/3)
[218229] ['3/8', '4/5', '9/7', '4/3', '6'] -> 9/7 * (6 / (3/8 * 4/5) - 4/3)
[218230] ['1/6', '1/6', '8/9', '4/3', '7'] -> (4/3 * 7 - 8/9 / 1/6) / 1/6
[218231] ['2/3', '6/7', '5/4', '9/2', '8'] -> 8 / (6/7 * (2/3 - 5/4 / 9/2))
[218232] ['3/7', '5/9', '5/9', '7/3', '7'] -> 7 * (7/3 / 5/9 - 3/7 / 5/9)
[218233] ['1/5', '1/5', '5/6', '7/6', '2'] -> 5/6 / (1/5 * 1/5) + 7/6 + 2
[218234] ['1', '5/4', '9/7', '7/5', '8/3'] -> 8/3 / 5/4 / (7/5 / 9/7 - 1)
[218235] ['7/8', '8/7', '9/2', '9/2', '5'] -> 9/2 / (5 - (7/8 + 9/2 / 8/7))
[218236] ['2/3', '6/7', '9/7', '7/5', '8'] -> 8 / 7/5 / (2/3 + 6/7 - 9/7)
[218237] ['2/3', '5/4', '7/4', '5/2', '6'] -> 5/2 / (5/4 - 2/3 * 7/4) - 6
[218238] ['7/8', '7/6', '7/6', '7/6', '5'] -> (7/6 + 7/6 * 5) / (7/6 - 7/8)
[218239] ['1/6', '1/6', '8/9', '8/5', '7'] -> 7 / (1/6 / 8/9 + 1/6 / 8/5)
[218240] ['1/7', '4/9', '3/5', '1', '5/3'] -> (1 / 1/7 - 3/5) / (4/9 / 5/3)
[218241] ['5/6', '8/9', '7/5', '8/5', '8'] -> 8 / 5/6 / (8/5 / 8/9 - 7/5)
[218242] ['4/9', '5/7', '4/5', '9/7', '6'] -> 6 / (5/7 / 4/5 / 9/7 - 4/9)
[218243] ['2/3', '6/7', '9/7', '8/5', '8'] -> 8 / (9/7 - (2/3 + 6/7) / 8/5)
[218244] ['1/5', '1/5', '5/6', '4/3', '2'] -> 2 / (5/6 - 1/5 / 1/5 / 4/3)
[218245] ['7/8', '7/6', '7/6', '6/5', '5'] -> 7/6 * 6/5 * 5 / (7/6 - 7/8)
[218246] ['2/3', '5/4', '9/5', '7/3', '6'] -> 5/4 * (6 / (2/3 / 7/3) - 9/5)
[218247] ['1/6', '1/6', '8/9', '7/4', '7'] -> (7/4 - 8/9) / (1/6 * 1/6) - 7
[218248] ['1', '5/4', '9/7', '3/2', '3/2'] -> 1 / (3/2 - 3/2 * 5/4 / 9/7)
[218249] ['1/5', '1/5', '5/6', '3/2', '2'] -> 2 / 5/6 / (1/5 * 3/2 - 1/5)
[218250] ['3/8', '4/5', '9/7', '9/5', '6'] -> (6 - (4/5 - 9/5)) / (3/8 / 9/7)
[218251] ['2/3', '6/7', '4/3', '4/3', '8'] -> 2/3 * 8 / (4/3 / 6/7 - 4/3)
[218252] ['2/3', '5/4', '9/5', '9/2', '6'] -> 2/3 * 5/4 * (9/5 + 9/2 * 6)
[218253] ['3/7', '5/9', '4/7', '4/7', '7'] -> (4/7 + 4/7 / 3/7) / (5/9 / 7)
[218254] ['1', '5/4', '9/7', '3/2', '8/5'] -> 8/5 / (1 - 3/2 / (5/4 * 9/7))
[218255] ['1/5', '1/5', '5/6', '5/3', '2'] -> (2 * (5/6 + 5/3) - 1/5) / 1/5
[218256] ['1/6', '1/6', '9/8', '9/8', '7'] -> (7 + 9/8 / 9/8) / (1/6 + 1/6)
[218257] ['3/8', '4/5', '9/7', '7/3', '6'] -> 7/3 * (6 + 9/7 / (3/8 * 4/5))
[218258] ['3/7', '5/9', '4/7', '2/3', '7'] -> 2/3 * 7 / (3/7 / 4/7 - 5/9)
[218259] ['1/8', '1/6', '6/5', '7/3', '9'] -> 9 / (1/8 * 6/5) / (1/6 + 7/3)
[218260] ['2/3', '5/4', '7/2', '7/2', '6'] -> 6 / (7/2 / (2/3 * 7/2) - 5/4)
[218261] ['7/8', '7/6', '7/6', '7/5', '5'] -> 7/5 / (7/6 - 7/8 - 7/6 / 5)
[218262] ['2/3', '6/7', '4/3', '9/5', '8'] -> 4/3 * 9/5 * (2/3 + 8 / 6/7)
[218263] ['6/7', '6/5', '7/2', '9/2', '9'] -> 9 / (6/7 * 9/2 - 7/2) - 6/5
[218264] ['1/5', '1/5', '5/6', '2', '7/3'] -> 2 / 1/5 + 7/3 / (1/5 * 5/6)
[218265] ['7/9', '8/7', '7/5', '7/4', '2'] -> 2 / 7/9 / (7/4 / 7/5 - 8/7)
[218266] ['3/7', '5/9', '4/7', '5/7', '7'] -> (7 - (4/7 + 5/7)) / (3/7 * 5/9)
[218267] ['5/6', '8/9', '7/5', '5/2', '8'] -> (7/5 * 5/2 - 5/6) / (8/9 / 8)
[218268] ['1/4', '1/3', '5/6', '7/5', '3'] -> (3 + 7/5 / 1/3) / (1/4 / 5/6)
[218269] ['1', '5/4', '9/7', '3/2', '9/4'] -> 3/2 / 9/4 / (1 - 5/4 / 9/7)
[218270] ['1/6', '1/6', '9/8', '6/5', '7'] -> 7 / (9/8 - 1/6 / 1/6 / 6/5)
[218271] ['2/3', '6/7', '4/3', '9/4', '8'] -> 6/7 * (8 * (4/3 + 9/4) - 2/3)
[218272] ['1/5', '1/5', '5/6', '2', '8/3'] -> 1/5 / (5/6 - (1/5 + 2) / 8/3)
[218273] ['2/3', '9/7', '9/7', '7/5', '6'] -> (9/7 + 9/7) * 7/5 * (2/3 + 6)
[218274] ['1/5', '3/4', '1', '8/7', '8/5'] -> (8/7 + 8/5) / (1/5 / (3/4 + 1))
[218275] ['1/8', '1/6', '6/5', '9/2', '9'] -> 9 / 1/6 - 9/2 / (1/8 * 6/5)
[218276] ['7/8', '7/6', '7/6', '9/5', '5'] -> (7/6 + 7/6) * 5 / (7/8 / 9/5)
[218277] ['1/6', '1/6', '9/8', '9/7', '7'] -> 7 / (1/6 + 1/6) / (9/8 / 9/7)
[218278] ['2/3', '6/7', '7/5', '3/2', '8'] -> 7/5 * (8 / (2/3 / 3/2) - 6/7)
[218279] ['1', '5/4', '9/7', '3/2', '5/2'] -> 1 / (9/7 - 5/4) - (3/2 + 5/2)
[218280] ['6/7', '5/4', '5/4', '4/3', '9'] -> 9 * (5/4 + 4/3 / 6/7) - 5/4
[218281] ['3/8', '4/5', '9/7', '9/2', '6'] -> 6 * (9/2 / (4/5 * 9/7) - 3/8)
[218282] ['1/5', '1/5', '6/7', '6/7', '2'] -> 2 / (1/5 - 1/5 / (6/7 + 6/7))
[218283] ['5/6', '8/9', '3/2', '8/5', '8'] -> 8 * (3/2 + 8/5 * 5/6 / 8/9)
[218284] ['7/8', '7/6', '7/6', '9/4', '5'] -> 5 / (9/4 - 7/8 * (7/6 + 7/6))
[218285] ['1/6', '1/6', '9/8', '4/3', '7'] -> ((7 - 1/6) / 4/3 - 9/8) / 1/6
[218286] ['2/3', '9/7', '9/7', '9/4', '6'] -> 9/7 * 6 / (9/4 - 9/7 / 2/3)
[218287] ['1', '5/4', '9/7', '3/2', '7/2'] -> (3/2 + 9/7 * 7/2) / (5/4 - 1)
[218288] ['5/6', '8/9', '3/2', '7/4', '8'] -> 5/6 * 8 / (7/4 / 3/2 - 8/9)
[218289] ['3/7', '5/9', '4/7', '5/6', '7'] -> (3/7 / (4/7 - 5/9) - 7) / 5/6
[218290] ['4/9', '5/7', '4/5', '5/2', '6'] -> (5/7 + 5/2) * 6 * (4/9 + 4/5)
[218291] ['6/7', '5/4', '5/4', '3/2', '9'] -> 9 * (3/2 + 5/4 / (6/7 * 5/4))
[218292] ['1/8', '1/6', '5/4', '7/5', '9'] -> (7/5 / 1/8 - 9 / 5/4) / 1/6
[218293] ['7/9', '8/7', '7/5', '2', '8/3'] -> 8/3 / (7/5 * (2 - (7/9 + 8/7)))
[218294] ['1/5', '3/4', '1', '8/7', '9/4'] -> 3/4 / 1/5 / (8/7 - 1) - 9/4
[218295] ['3/8', '4/5', '4/3', '3/2', '6'] -> (4/5 + 4/3) * 6 * (3/8 + 3/2)
[218296] ['2/3', '6/7', '7/5', '5/2', '8'] -> 8 / (5/2 * 2/3 / 7/5 - 6/7)
[218297] ['1/7', '4/9', '5/8', '7/9', '1'] -> 1 / 1/7 / (4/9 + 5/8 - 7/9)
[218298] ['6/7', '5/4', '5/4', '8/5', '9'] -> 9 / (6/7 * 5/4) / (8/5 - 5/4)
[218299] ['2/3', '9/7', '4/3', '4/3', '6'] -> 4/3 / (4/3 - 9/7) - 2/3 * 6
[218300] ['1/6', '1/6', '9/8', '8/5', '7'] -> 7 / (1/6 * 9/8 + 1/6 / 8/5)
[218301] ['3/7', '5/9', '4/7', '6/7', '7'] -> ((6/7 + 7) / 5/9 - 3/7) / 4/7
[218302] ['4/9', '5/7', '4/5', '8/3', '6'] -> (6 + 8/3 / (5/7 * 4/5)) / 4/9
[218303] ['2/3', '6/7', '7/5', '8/3', '8'] -> (2/3 + 8/3 / 7/5) / (6/7 / 8)
[218304] ['6/7', '5/4', '5/4', '5/3', '9'] -> 9 / (5/4 - 5/4 / (6/7 * 5/3))
[218305] ['3/7', '5/9', '4/7', '7/8', '7'] -> 7 / (7/8 * (4/7 - 3/7 * 5/9))
[218306] ['1/6', '1/6', '9/8', '5/3', '7'] -> 5/3 / (1/6 * (1/6 + 7) - 9/8)
[218307] ['2/3', '6/7', '7/5', '7/2', '8'] -> 2/3 + 7/2 * 8 / (6/7 * 7/5)
[218308] ['6/7', '5/4', '5/4', '7/4', '9'] -> 6/7 * 7/4 + 9 * (5/4 + 5/4)
[218309] ['7/9', '8/7', '3/2', '3/2', '2'] -> 8/7 * 3/2 / (2 - 3/2 / 7/9)
[218310] ['1/6', '1/6', '9/8', '7/4', '7'] -> 7 / (7/4 - (9/8 + 1/6 + 1/6))
[218311] ['4/9', '5/7', '4/5', '9/2', '6'] -> 5/7 * 9/2 * 6 * (4/9 + 4/5)
[218312] ['1/8', '1/6', '9/7', '7/5', '9'] -> 9/7 / 9 / (1/8 - 1/6 / 7/5)
[218313] ['5/6', '8/9', '8/5', '7/2', '8'] -> (7/2 + 8 / 8/9) / (5/6 / 8/5)
[218314] ['1/5', '1/5', '6/7', '5/4', '2'] -> 2 / (5/4 - 1/5 / 1/5 / 6/7)
[218315] ['1/7', '4/9', '5/8', '6/7', '1'] -> 1/7 / (4/9 * 6/7 + 5/8 - 1)
[218316] ['6/7', '5/4', '5/4', '9/5', '9'] -> 9 / 9/5 / (5/4 / 6/7 - 5/4)
[218317] ['2/3', '6/7', '3/2', '8/5', '8'] -> 3/2 * 8/5 * (2/3 + 8 / 6/7)
[218318] ['1/5', '1/5', '6/7', '9/7', '2'] -> 6/7 / (1/5 * 1/5) + 9/7 * 2
[218319] ['6/7', '5/4', '5/4', '9/4', '9'] -> (5/4 + 5/4) / (6/7 / 9) - 9/4
[218320] ['5/6', '8/9', '5/3', '5/3', '8'] -> 5/3 * (8/9 / 5/6 + 5/3 * 8)
[218321] ['1', '5/4', '9/7', '8/5', '7/3'] -> 8/5 / 7/3 / (9/7 / 5/4 - 1)
[218322] ['1/5', '1/5', '6/7', '4/3', '2'] -> 2 / (1/5 / 6/7 - 1/5 / 4/3)
[218323] ['4/9', '5/7', '5/6', '6/7', '6'] -> 6 / (5/7 * 5/6 / 6/7 - 4/9)
[218324] ['1/7', '4/9', '5/8', '8/9', '1'] -> (1 + 8/9 / (1/7 * 4/9)) / 5/8
[218325] ['1', '5/4', '9/7', '8/5', '5/2'] -> 1 / (9/7 - 5/4) - 8/5 * 5/2
