[295486] ['4/9', '8/7', '3/2', '9/5', '8'] -> 9/5 * (4/9 + 3/2) * (8 - 8/7)
[303993] ['2/7', '2/5', '5/6', '7/3', '6'] -> 5/6 + 7/3 / 2/7 + 6 / 2/5
[303994] ['4/5', '6/5', '7/5', '8/5', '7'] -> (4/5 + 7) / (6/5 - 7/5 / 8/5)
[303995] ['1/3', '2/5', '5/8', '7/6', '9'] -> (9 / ((1/3 + 7/6) * 2/5) * 5/8))
[303996] ['5/9', '3/4', '4/5', '8/7', '7'] -> 7 / (5/9 * 3/4) * 8/7 / 4/5
[303997] ['1/9', '7/9', '1', '8/5', '8/3'] -> (8/3 + 1 / 1/9) * 8/5 / 7/9
[303998] ['2/7', '2/5', '5/6', '5/2', '6'] -> (6 / 2/7 - 2/5 * 5/2) / 5/6
[303999] ['2/7', '5/7', '7/9', '7/2', '5'] -> 7/2 * (5 / 7/9 - (2/7 - 5/7))
[304000] ['2/7', '2/5', '5/6', '8/3', '6'] -> 8/3 + 2/5 * 5/6 + 6 / 2/7
[304001] ['5/9', '3/4', '4/5', '6/5', '7'] -> 4/5 / 6/5 * 7 / (3/4 - 5/9)
[304002] ['1/9', '9/7', '4/3', '7/4', '8'] -> (8 / ((1/9 * 9/7) * 4/3) * 7/4))
[304003] ['4/5', '6/5', '7/5', '9/5', '7'] -> (9/5 + 7) / (7/5 / 6/5 - 4/5)
[304004] ['1/7', '4/7', '4/7', '8/9', '8'] -> 8 / (4/7 - 1/7 / 4/7) - 8/9
[304005] ['2/7', '2/5', '5/6', '7/2', '6'] -> 7/2 * (6 + 2/7 / (2/5 * /6)
)[304006] ['1/3', '2/5', '5/8', '3/2', '9'] -> 9 / (5/8 * (1/3 + 2/5 / 3/2))
[304007] ['5/9', '3/5', '5/3', '7/4', '2'] -> 2 / (5/3 / 5/9 - 7/4 / 3/5)
[304008] ['5/7', '1', '6/5', '9/7', '9/4'] -> 5/7 * 6/5 / (1 + 9/7 - 9/4)
[304009] ['5/9', '3/4', '4/5', '5/4', '7'] -> (5/4 + 7 / 4/5) / (5/9 * 3/4)
[304010] ['3/7', '5/8', '3/2', '7/3', '5'] -> 3/7 / (5 / 7/3 - (5/8 + 3/2))
[304011] ['1/7', '4/9', '1/2', '2', '9/4'] -> (2 - 4/9) * 9/4 / 1/7 - 1/2
[304012] ['1/7', '4/7', '4/7', '9/8', '8'] -> (1/7 + 8 * (4/7 + 9/8)) / 4/7
[304013] ['2/7', '2/5', '5/6', '9/2', '6'] -> 6 * (9/2 / 5/6 - 2/5 / 2/7)
[304014] ['1/9', '9/7', '4/3', '9/4', '8'] -> 9/7 * 8 * (9/4 + 1/9 / 4/3)
[304015] ['1/9', '7/9', '1', '5/3', '9/5'] -> (1 + 7/9 / 1/9) * 5/3 * 9/5
[304016] ['3/7', '5/8', '3/2', '7/2', '5'] -> (3/2 + 3/7 * 7/2) * 5 / 5/8
[304017] ['1/7', '4/7', '4/7', '7/6', '8'] -> (4/7 * 8 - 4/7) / (1/7 * 7/6)
[304018] ['1/3', '2/5', '5/8', '7/3', '9'] -> (9 / (5/8 * (2/5 * 7/3)) - 1/3))
[304019] ['5/9', '3/5', '5/3', '2', '7/3'] -> (5/3 + 7/3) * 2 / (5/9 * 3/5)
[304020] ['1/9', '9/7', '4/3', '7/3', '8'] -> 8 / (4/3 / (9/7 * 7/3) - 1/9)
[304021] ['1/9', '7/9', '1', '5/3', '5/2'] -> (7/9 + 1) * 5/2 / (1/9 * 5/3)
[304022] ['1/5', '2/9', '8/9', '9/4', '3'] -> 9/4 * 8/9 / 2/9 + 3 / 1/5
[304023] ['1/7', '4/7', '4/7', '5/4', '8'] -> 4/7 * 8 * (5/4 + 4/7 / 1/7)
[304024] ['2/7', '4/5', '1', '4/3', '7/2'] -> (4/5 + 4/3) * (7/2 / 2/7 - 1)
[304025] ['1/7', '4/9', '1/2', '2', '8/3'] -> (8/3 / ((1/7 * 1/2) * 2) - 4/9))
[304026] ['2/7', '5/7', '4/5', '8/7', '5'] -> 5 * (8/7 / (2/7 * 5/7) - 4/5)
[304027] ['2/7', '2/5', '6/7', '9/8', '6'] -> 6 / (6/7 * 9/8 - 2/7 / 2/5)
[304028] ['5/9', '3/4', '4/5', '8/5', '7'] -> 8/5 * (7 / (5/9 * 4/5) - 3/4)
[304029] ['1/3', '2/5', '5/8', '7/2', '9'] -> (7/2 + 9) / (5/8 * 1/3 / 2/5)
[304030] ['3/7', '9/8', '7/6', '6/5', '9'] -> 9 / (9/8 / (7/6 * /5) - 3/7)
[304031] ['5/9', '3/5', '5/3', '2', '7/2'] -> (5/3 + 7/2 * 2 / 3/5) / 5/9
[304032] ['1/5', '2/9', '8/9', '3', '7/2'] -> (1/5 + 3) * (7/2 + 8/9 / 2/9)
[304033] ['5/7', '1', '6/5', '4/3', '4/3'] -> 6/5 * 4/3 / (1 / 5/7 - 4/3)
[304034] ['1/9', '9/7', '4/3', '9/2', '8'] -> (4/3 + 8) / (9/2 * 1/9 / 9/7)
[304035] ['3/7', '9/8', '7/6', '4/3', '9'] -> (9 + 4/3 * 9/8 / 7/6) / 3/7
[304036] ['4/5', '6/5', '3/2', '7/3', '7'] -> 4/5 / (6/5 - 3/2 + 7/3 / 7)
[304037] ['1/9', '7/9', '1', '7/4', '7/3'] -> (7/3 + 7/9 / 7/4) / 1/9 - 1
[304038] ['1/5', '2/9', '8/9', '3', '9/2'] -> 3 + 9/2 * (2/9 + 8/9 / 1/5)
[304039] ['5/7', '1', '6/5', '4/3', '7/5'] -> (6/5 / (7/5 * (1 / 4/3)) - 5/7))
[304040] ['5/9', '3/4', '4/5', '9/5', '7'] -> (9/5 + 7 / 5/9) / (3/4 * 4/5)
[304041] ['1/7', '4/7', '4/7', '9/2', '8'] -> 8 * (4/7 * 9/2 - (1/7 - 4/7))
[304042] ['1/5', '2/9', '9/8', '9/8', '3'] -> 3 / (9/8 * 2/9 / 1/5 - 9/8)
[304043] ['2/7', '2/5', '6/7', '4/3', '6'] -> 4/3 * (6/7 / 2/7 + 6 / 2/5)
[304044] ['5/9', '3/5', '7/4', '2', '9/4'] -> (7/4 + 9/4) * 2 / (5/9 * 3/5)
[304045] ['2/7', '5/7', '4/5', '7/5', '5'] -> (5/7 + 5) * (7/5 + 4/5 / 2/7)
[304046] ['3/7', '5/8', '8/5', '9/4', '5'] -> 9/4 * (5 / 3/7 - 5/8 * 8/5)
[304047] ['5/9', '3/4', '4/5', '9/4', '7'] -> (9/4 + 7 / (5/9 * 4/5)) / 3/4
[304048] ['4/5', '6/5', '8/5', '7/4', '7'] -> 7 * (4/5 + 8/5 * 7/4) - 6/5
[304049] ['1/7', '4/9', '5/9', '5/8', '2'] -> (4/9 + 5/9 + 2 / 1/7) / 5/8
[304050] ['1/3', '2/5', '2/3', '9/8', '9'] -> 9 / (1/3 / 2/5 + 2/3 - 9/8)
[304051] ['2/7', '2/5', '6/7', '7/4', '6'] -> 6 / (7/4 * (6/7 - 2/7 / 2/5))
[304052] ['5/9', '3/5', '7/4', '2', '7/3'] -> (2 / (5/9 * (7/4 / 7/3)) - 3/5))
[304053] ['1/9', '7/9', '1', '7/4', '7/2'] -> (7/9 + 7/2 / 7/4) / 1/9 - 1
[304054] ['1/7', '4/7', '3/5', '3/4', '8'] -> 8 / (3/4 - 1/7 / (4/7 * /5)
)[304055] ['1/7', '4/9', '5/9', '5/7', '2'] -> (5/7 + 4/9 + 5/9) * 2 / 1/7
[304056] ['1/3', '2/5', '2/3', '8/7', '9'] -> 8/7 * ((9 - 1/3) / 2/5 - 2/3)
[304057] ['1/5', '2/9', '9/8', '5/4', '3'] -> 5/4 / (1/5 * 2/9) - (9/8 + 3)
[304058] ['1/7', '4/7', '3/5', '7/9', '8'] -> (8 / ((1/7 + 4/7) * 3/5) * 7/9))
[304059] ['5/9', '3/5', '7/4', '2', '8/3'] -> 2 / (5/9 * (7/4 - 3/5 * 8/3))
[304060] ['4/5', '6/5', '5/3', '7/4', '7'] -> 7 / (7/4 * (5/3 - 6/5 / 4/5))
[304061] ['3/7', '5/8', '8/5', '8/3', '5'] -> 5 / (8/3 / 8/5 - 5/8 / 3/7)
[304062] ['1/9', '7/9', '1', '9/5', '9/5'] -> (7/9 + 9/5) / 1/9 - (1 - 9/5)
[304063] ['2/7', '5/7', '4/5', '9/5', '5'] -> (5 + 5/7 * (4/5 + 9/5)) / 2/7
[304064] ['3/7', '9/8', '7/6', '9/2', '9'] -> (9/2 + 9) / (7/6 * 3/7 * 9/8)
[304065] ['1/9', '9/7', '7/5', '9/5', '8'] -> 8 * (1/9 + 9/5 + 7/5 / 9/7)
[304066] ['3/7', '5/8', '8/5', '7/2', '5'] -> (5 - 3/7) * 7/2 / 5/8 - 8/5
[304067] ['5/9', '3/5', '7/4', '2', '9/2'] -> (9/2 + 7/4 * 2) / (5/9 * 3/5)
[304068] ['5/9', '3/4', '5/6', '5/6', '7'] -> 7 / (5/6 * 3/4 / 5/9 - 5/6)
[304069] ['4/5', '6/5', '5/3', '8/3', '7'] -> 6/5 * (4/5 * 5/3 + 8/3 * 7)
[304070] ['1/3', '2/5', '2/3', '7/4', '9'] -> 1/3 + 2/3 * 7/4 + 9 / 2/5
[304071] ['1/9', '7/9', '1', '9/5', '7/3'] -> (1 + 7/3 / (7/9 * 9/5)) / 1/9
[304072] ['1/5', '2/9', '9/8', '7/5', '3'] -> (3 / (9/8 * (2/9 * 7/5)) - 1/5))
[304073] ['2/7', '5/7', '4/5', '7/3', '5'] -> 4/5 * 5 / (5/7 / 2/7 - 7/3)
[304074] ['5/9', '3/5', '9/5', '9/5', '2'] -> (2 / (3/5 - 5/9) - 9/5) / 9/5
[304075] ['3/7', '9/8', '6/5', '9/7', '9'] -> 9 / (3/7 - 9/8 + 9/7 / 6/5)
[304076] ['5/9', '3/4', '5/6', '6/7', '7'] -> 7 * (5/6 / (3/4 - 5/9) - 6/7)
[304077] ['1/3', '2/5', '2/3', '9/4', '9'] -> (9 / (9/4 * (1/3 / 2/5)) - 2/3))
[304078] ['2/7', '5/7', '4/5', '5/2', '5'] -> (5/7 + 4/5) * 5 / 2/7 - 5/2
[304079] ['2/7', '2/5', '7/8', '9/8', '6'] -> 6 / (7/8 / 2/7 - 9/8 / 2/5)
[304080] ['3/7', '5/8', '5/3', '5/3', '5'] -> (5/3 + 5/3 + 5 / 3/7) / 5/8
[304081] ['5/9', '3/5', '9/5', '2', '9/4'] -> (2 / (5/9 * (3/5 + 9/5)) - 9/4))
[304082] ['3/7', '9/8', '6/5', '4/3', '9'] -> 6/5 * (4/3 + 9 / (3/7 * 9/8))
[304083] ['1/9', '9/7', '7/5', '5/2', '8'] -> (1/9 + 7/5 / 9/7) * 5/2 * 8
[304084] ['4/5', '6/5', '7/4', '7/4', '7'] -> 6/5 * 7 / (7/4 - 4/5 * 7/4)
[304085] ['1/7', '4/9', '5/9', '8/9', '2'] -> (4/9 + 8/9 / 1/7) * 2 / 5/9
[304086] ['1/7', '4/7', '3/5', '5/4', '8'] -> 3/5 * 5/4 * 8 * 4/7 / 1/7
[304087] ['3/7', '5/8', '5/3', '7/4', '5'] -> (5 / (5/3 * (3/7 * 7/4)) - 5/8))
[304088] ['5/9', '3/4', '5/6', '8/9', '7'] -> 7 / (5/9 - 8/9 + 3/4 * 5/6)
[304089] ['1/9', '7/9', '1', '9/4', '9/4'] -> (7/9 + 9/4) / 1/9 - (1 + 9/4)
[304090] ['3/7', '9/8', '6/5', '3/2', '9'] -> (3/2 + 9 / 3/7) * 6/5 / 9/8
[304091] ['1/3', '2/5', '5/7', '7/9', '9'] -> (9 + 1/3 / (5/7 * /9)) / 2/5
[304092] ['5/9', '3/4', '5/6', '9/8', '7'] -> 7 / (5/9 / 5/6 + 3/4 - 9/8)
[304093] ['1/7', '4/9', '5/9', '7/6', '2'] -> (2 - 5/9 / 7/6) / (1/7 * 4/9)
[304094] ['5/9', '3/5', '9/5', '2', '9/2'] -> (9/2 * 2 / 5/9 - 9/5) / 3/5
[304095] ['2/7', '2/5', '7/8', '5/4', '6'] -> 6 / (2/5 * 5/4 - 2/7 * 7/8)
[304096] ['4/5', '6/5', '7/4', '7/2', '7'] -> 6/5 / (4/5 - (7/4 + 7/2) / 7)
[304097] ['2/7', '5/7', '5/6', '9/8', '5'] -> (5/7 / (5 * 9/8) - (2/7 + 5/6)))
[304098] ['1/9', '9/7', '3/2', '3/2', '8'] -> (3/2 - 3/2 / 9/7) * 8 / 1/9
[304099] ['1/5', '2/9', '9/8', '3', '9/2'] -> (3 / ((2/9 - 1/5) * 9/8) + 9/2))
[304100] ['4/5', '6/5', '9/5', '7/3', '7'] -> 6/5 * (9/5 + 7/3 * (4/5 + 7))
[304101] ['2/7', '2/5', '7/8', '9/7', '6'] -> (2/7 + 9/7 / 2/5) * 6 / 7/8
[304102] ['5/9', '3/4', '5/6', '6/5', '7'] -> 7 / (3/4 / (5/9 * 6/5) - 5/6)
[304103] ['5/9', '3/5', '2', '9/4', '7/3'] -> 7/3 / (2 * (3/5 - 5/9)) - 9/4
[304104] ['1/7', '4/9', '5/9', '9/7', '2'] -> 4/9 + 5/9 + (9/7 + 2) / 1/7
[304105] ['1/9', '7/9', '1', '9/4', '9/2'] -> (7/9 + 9/2 / 9/4) / 1/9 - 1
[304106] ['2/7', '4/5', '1', '3/2', '9/4'] -> 3/2 / (2/7 * (1 - 4/5)) - 9/4
[304107] ['1/3', '2/5', '5/7', '7/8', '9'] -> (2/5 + 9 / 5/7) / (7/8 - 1/3)
[304108] ['3/7', '9/8', '6/5', '9/4', '9'] -> 9/8 + 9/4 / 6/5 + 9 / 3/7
[304109] ['1/5', '2/9', '8/7', '8/7', '3'] -> (8/7 / 1/5 - 8/7 / 3) / 2/9
[304110] ['1/3', '2/5', '5/7', '8/9', '9'] -> (9 - 1/3 / 5/7) / (2/5 * 8/9)
[304111] ['5/9', '3/4', '5/6', '5/3', '7'] -> 7 / (3/4 * 5/6 - 5/9 / 5/3)
[304112] ['3/7', '9/8', '6/5', '5/2', '9'] -> 9 / (6/5 * 5/2 - 9/8 / 3/7)
[304113] ['1/7', '4/9', '5/9', '3/2', '2'] -> (2 / 1/7 - 4/9 * 3/2) / 5/9
[304114] ['2/7', '5/7', '5/6', '3/2', '5'] -> (3/2 + 5/7 / 2/7) * 5 / 5/6
[304115] ['1/7', '4/7', '3/5', '9/2', '8'] -> 3/5 * (4/7 / 1/7 + 9/2 * 8)
[304116] ['4/5', '6/5', '9/4', '9/2', '7'] -> 7 * 4/5 * 9/2 / (9/4 - 6/5)
[304117] ['1/9', '7/9', '1', '5/2', '5/2'] -> (1 + 7/9 * 5/2) / 1/9 - 5/2
[304118] ['3/7', '5/8', '7/4', '5/2', '5'] -> (5 + 5/2 / 7/4) / (3/7 * 5/8)
[304119] ['1/3', '2/5', '5/7', '6/5', '9'] -> (2/5 + 6/5 * 9) * 5/7 / 1/3
[304120] ['2/7', '5/7', '5/6', '7/4', '5'] -> 5/7 / (5/6 * 7/4 - 2/7 * 5)
[304121] ['5/9', '3/5', '2', '5/2', '8/3'] -> (8/3 / (5/9 * (2 / 5/2)) - 3/5))
[304122] ['1/7', '4/9', '5/9', '5/3', '2'] -> 2 * (5/9 + 5/3 / 1/7) - 4/9
[304123] ['1/5', '2/9', '8/7', '9/7', '3'] -> 8/7 / (1/5 * 2/9) + 9/7 - 3
[304124] ['2/7', '5/7', '5/6', '9/4', '5'] -> (5 / (5/6 * (5/7 / 2/7)) - 9/4))
[304125] ['5/9', '3/5', '2', '5/2', '7/2'] -> (7/2 + 2 + 5/2) / (5/9 * 3/5)
[304126] ['3/7', '5/8', '7/4', '7/2', '5'] -> 3/7 / (7/2 - 5/8 - 5 / 7/4)
[304127] ['1/5', '2/9', '8/7', '4/3', '3'] -> 8/7 * (4/3 / 2/9 + 3 / 1/5)
[304128] ['1/9', '9/7', '8/5', '8/5', '8'] -> 8/5 * 8 + 8/5 / (1/9 * 9/7)
[304129] ['1/7', '4/7', '5/8', '7/6', '8'] -> 8 / (5/8 - 7/6 * 1/7 / 4/7)
[304130] ['1/5', '2/9', '8/7', '7/5', '3'] -> 8/7 * 7/5 / (3 * (2/9 - 1/5))
[304131] ['2/7', '5/7', '5/6', '8/3', '5'] -> (5 + 5/7 / 2/7) * 8/3 / 5/6
[304132] ['5/9', '3/5', '2', '7/2', '7/2'] -> 2 * ((7/2 + 7/2) / 5/9 - 3/5)
[304133] ['3/7', '9/8', '5/4', '7/5', '9'] -> 9 / (9/8 - 7/5 * 3/7 * 5/4)
[304134] ['3/7', '5/8', '9/5', '9/5', '5'] -> 9/5 / (3/7 * (5 - 5/8) - 9/5)
[304135] ['5/7', '1', '6/5', '3/2', '7/4'] -> 6/5 / (1 + 3/2 - 7/4 / 5/7)
[304136] ['2/7', '5/7', '6/7', '6/7', '5'] -> (6/7 + 5 * 6/7 / 5/7) / 2/7
[304137] ['1/5', '2/9', '8/7', '3/2', '3'] -> 8/7 * (3/2 / 1/5 + 3 / 2/9)
[304138] ['3/7', '5/8', '9/5', '7/3', '5'] -> 9/5 * 5 / (3/7 * 7/3 - 5/8)
[304139] ['1/7', '4/9', '5/9', '2', '7/2'] -> 7/2 / 1/7 - (4/9 + 5/9) / 2
[304140] ['5/7', '1', '6/5', '3/2', '9/5'] -> 9/5 / (5/7 * 3/2 - 1) - 6/5
[304141] ['5/9', '5/8', '5/8', '2/3', '2'] -> 5/8 / (5/8 - 5/9) * (2/3 + 2)
[304142] ['5/9', '3/4', '6/7', '6/5', '7'] -> 7 * 6/7 / 5/9 / (6/5 - 3/4)
[304143] ['1/3', '2/5', '5/7', '9/4', '9'] -> 2/5 / (9/4 / (5/7 * 9) - 1/3)
[304144] ['1/5', '2/9', '8/7', '5/3', '3'] -> 5/3 * 8/7 / 2/9 * (3 - 1/5)
[304145] ['3/7', '9/8', '5/4', '9/5', '9'] -> 9 / (9/8 / 3/7 - 5/4 * 9/5)
[304146] ['5/7', '1', '6/5', '3/2', '9/4'] -> 6/5 / ((9/4 - 3/2) / 5/7 - 1)
[304147] ['4/5', '5/4', '5/4', '7/4', '7'] -> (5/4 + 7/4) * (7 + 4/5 * 5/4)
[304148] ['2/7', '5/7', '6/7', '8/7', '5'] -> 6/7 * 8/7 * 5 / (2/7 * 5/7)
[304149] ['1/9', '9/7', '8/5', '7/3', '8'] -> 8/5 * (9/7 / 1/9 + 8 / 7/3)
[304150] ['1/9', '4/5', '4/5', '1', '8/7'] -> (4/5 / (1/9 * 1) - (4/5 / 8/7)))
[304151] ['3/7', '5/8', '9/5', '8/3', '5'] -> 9/5 * (5/8 * 8/3 + 5 / 3/7)
[304152] ['5/9', '5/8', '5/8', '3/4', '2'] -> 5/8 / 3/4 * 2 / (5/8 - 5/9)
[304153] ['1/5', '2/9', '8/7', '9/5', '3'] -> 3 / (2/9 - 1/5 / (8/7 * /5)
)[304154] ['1/3', '2/5', '5/7', '7/3', '9'] -> 5/7 * ((7/3 + 9) / 1/3 - 2/5)
[304155] ['4/5', '5/4', '5/4', '9/4', '7'] -> 5/4 + 7 * (9/4 + 4/5 * 5/4)
[304156] ['5/9', '3/4', '6/7', '9/7', '7'] -> 6/7 / 9/7 * 7 / (3/4 - 5/9)
[304157] ['3/7', '9/8', '5/4', '9/4', '9'] -> 9 / (3/7 * (5/4 + 9/4) - 9/8)
[304158] ['2/7', '5/7', '6/7', '7/6', '5'] -> (6/7 + 5 / (5/7 * 7/6)) / 2/7
[304159] ['3/7', '5/8', '9/5', '7/2', '5'] -> 5 / (7/2 * 3/7 / 9/5 - 5/8)
[304160] ['1/7', '4/7', '5/8', '7/3', '8'] -> 8 / (1/7 / (5/8 - 4/7) - 7/3)
[304161] ['4/5', '5/4', '5/4', '7/3', '7'] -> 5/4 + (4/5 + 7) * 5/4 * 7/3
[304162] ['1/3', '2/5', '5/7', '7/2', '9'] -> (9 - 7/2 * 2/5 * 5/7) / 1/3
[304163] ['1/9', '4/5', '4/5', '1', '6/5'] -> (6/5 / (1/9 * (1 / 4/5)) - 4/5))
[304164] ['5/9', '3/4', '6/7', '7/5', '7'] -> 7 / (5/9 * (7/5 - 3/4 / 6/7))
[304165] ['2/7', '5/7', '6/7', '5/4', '5'] -> 5/7 / (5/4 / 6/7 - 2/7 * 5)
[304166] ['3/7', '9/8', '5/4', '5/2', '9'] -> (9 / (3/7 * (5/2 / 5/4)) - 9/8))
[304167] ['3/7', '5/8', '9/4', '9/4', '5'] -> (9/4 / 3/7 - 9/4) * 5 / 5/8
[304168] ['5/7', '1', '6/5', '8/5', '8/5'] -> 8/5 / (1 / 5/7 - 8/5 / 6/5)
[304169] ['2/7', '4/5', '1', '5/3', '9/5'] -> 4/5 / (1 / 2/7 - (5/3 + 9/5))
[304170] ['4/5', '5/4', '5/4', '9/2', '7'] -> 9/2 + (4/5 + 7) * (5/4 + 5/4)
[304171] ['5/9', '5/8', '5/8', '8/9', '2'] -> 2 / (5/9 * 5/8 + 5/8 - 8/9)
[304172] ['1/3', '2/5', '3/4', '7/9', '9'] -> (7/9 + 9) / 2/5 - 1/3 / 3/4
[304173] ['3/7', '9/8', '5/4', '8/3', '9'] -> 9 / (3/7 * (9/8 + 8/3) - 5/4)
[304174] ['1/9', '9/7', '5/3', '5/3', '8'] -> 8 / (9/7 * (5/3 - 1/9) - 5/3)
[304175] ['3/7', '5/8', '9/4', '7/3', '5'] -> 5 / (7/3 * (3/7 + 5/8) - 9/4)
[304176] ['1/7', '4/9', '4/7', '5/6', '2'] -> (2 - 4/7 * 5/6) / (1/7 * 4/9)
[304177] ['5/9', '3/4', '6/7', '8/5', '7'] -> 6/7 * 7 / (8/5 - 3/4 / 5/9)
[304178] ['2/7', '5/7', '6/7', '8/5', '5'] -> 6/7 / (2/7 / 8/5 - 5/7 / 5)
[304179] ['1/9', '9/7', '5/3', '7/4', '8'] -> (9/7 - 5/3 / 7/4) * 8 / 1/9
[304180] ['1/7', '4/7', '2/3', '9/5', '8'] -> 8 / (4/7 / (2/3 * /5) - 1/7)
[304181] ['5/9', '3/4', '6/7', '5/3', '7'] -> 6/7 * 5/3 * 7 / (5/9 * 3/4)
[304182] ['1/3', '2/5', '3/4', '6/7', '9'] -> 9 / (2/5 * 6/7) - 3/4 / 1/3
[304183] ['3/7', '5/8', '9/4', '5/2', '5'] -> (5 / (3/7 * (5/2 / 9/4)) - 5/8))
[304184] ['4/5', '5/4', '9/7', '4/3', '7'] -> 5/4 * 9/7 * 7 * (4/5 + 4/3)
[304185] ['3/7', '9/8', '9/7', '7/5', '9'] -> (9 / (7/5 * (3/7 + 9/8)) - 9/7))
[304186] ['5/7', '1', '6/5', '8/5', '9/5'] -> 8/5 / (1 - 6/5 / (5/7 * 9/5))
[304187] ['5/9', '3/4', '6/7', '9/5', '7'] -> 6/7 * 7 / (5/9 * 9/5 - 3/4)
[304188] ['2/7', '5/7', '6/7', '7/4', '5'] -> 6/7 / (2/7 - 5/7 * 7/4 / 5)
[304189] ['4/5', '5/4', '9/7', '3/2', '7'] -> (9/7 + 4/5 * 5/4) * 3/2 * 7
[304190] ['1/7', '4/9', '4/7', '8/7', '2'] -> 2 + (4/7 + 8/7 / 4/9) / 1/7
[304191] ['5/7', '1', '6/5', '8/5', '9/4'] -> 9/4 / (5/7 - 1 / 8/5) - 6/5
[304192] ['4/5', '5/4', '9/7', '5/3', '7'] -> 9/7 * 7 * (5/3 + 4/5 * 5/4)
[304193] ['3/7', '9/8', '9/7', '9/5', '9'] -> 9 / (9/8 * 9/7 / 9/5 - 3/7)
[304194] ['1/9', '9/7', '5/3', '5/2', '8'] -> 9/7 * (1/9 + 5/3) * (5/2 + 8)
[304195] ['2/7', '5/7', '6/7', '9/5', '5'] -> (9/5 * (5 - 5/7) - 6/7) / 2/7
[304196] ['3/7', '5/8', '7/3', '7/3', '5'] -> (7/3 + 7/3 * (3/7 + 5)) / 5/8
[304197] ['5/9', '3/4', '6/7', '7/3', '7'] -> (3/4 + 6/7) * (7/3 + 7 / 5/9)
[304198] ['1/7', '4/7', '5/7', '5/6', '8'] -> 4/7 / (5/6 / 5/7 - 1/7 * 8)
[304199] ['4/5', '5/4', '9/7', '7/4', '7'] -> 4/5 * 7 * (7/4 + 5/4 + 9/7)
[304200] ['3/7', '9/8', '9/7', '5/2', '9'] -> 9 / (9/8 * 9/7 - 3/7 * 5/2)
[304201] ['1/7', '4/9', '4/7', '6/5', '2'] -> (2 - 4/7 / 6/5) / (1/7 * 4/9)
[304202] ['3/7', '5/8', '7/3', '5/2', '5'] -> (5 + 3/7 * 7/3) * 5/2 / 5/8
[304203] ['5/9', '3/4', '6/7', '8/3', '7'] -> 6/7 / (5/9 * 3/4 - 8/3 / 7)
[304204] ['2/7', '5/7', '6/7', '9/4', '5'] -> 6/7 / (5/7 * 9/4 / 5 - 2/7)
[304205] ['4/5', '5/4', '9/7', '9/5', '7'] -> (9/5 + 9/7 * 7) / (5/4 - 4/5)
[304206] ['1/9', '9/7', '5/3', '9/2', '8'] -> (8 / (9/7 * (5/3 / 9/2)) - 1/9))
[304207] ['5/9', '5/8', '5/8', '7/5', '2'] -> 2 / (5/9 * (7/5 - (5/8 + 5/8)))
[304208] ['1/9', '4/5', '5/6', '5/6', '1'] -> 4/5 / (1 - (5/6 + 1/9 / 5/6))
[304209] ['1/3', '2/5', '7/9', '6/7', '9'] -> 7/9 * 6/7 + (1/3 + 9) / 2/5
[304210] ['1/9', '9/7', '7/4', '7/4', '8'] -> 8 * (7/4 / 9/7 - (1/9 - 7/4))
[304211] ['3/7', '9/8', '4/3', '4/3', '9'] -> 9/8 * (4/3 + 4/3) + 9 / 3/7
[304212] ['5/7', '1', '6/5', '8/5', '9/2'] -> 8/5 * 9/2 / (1 - 5/7) - 6/5
[304213] ['5/9', '5/8', '5/8', '3/2', '2'] -> 3/2 / (5/8 - 5/8 / (5/9 * 2))
[304214] ['5/9', '3/4', '7/8', '7/8', '7'] -> 7 / (3/4 * (7/8 - 5/9 * 7/8))
[304215] ['2/7', '5/7', '6/7', '8/3', '5'] -> 6/7 / (5/7 / 5 - 2/7 / 8/3)
[304216] ['3/7', '9/8', '4/3', '7/5', '9'] -> (3/7 + 7/5) * (9/8 + 4/3 * 9)
[304217] ['3/7', '5/8', '5/2', '5/2', '5'] -> ((5/2 + 5) / 3/7 - 5/2) / 5/8
[304218] ['2/7', '4/5', '1', '7/4', '7/3'] -> (1 / (2/7 * 7/3) - (7/4 / 4/5)))
[304219] ['2/7', '5/7', '6/7', '9/2', '5'] -> (5 + 2/7 - 5/7) * 9/2 / 6/7
[304220] ['5/9', '3/4', '7/8', '9/8', '7'] -> (7 + 3/4 / 9/8) / (7/8 - 5/9)
[304221] ['1/7', '4/7', '5/7', '7/4', '8'] -> 8 * (5/7 + 4/7 / (1/7 * 7/4))
[304222] ['1/9', '9/7', '7/4', '9/4', '8'] -> 8 * ((7/4 + 9/4) / 9/7 - 1/9)
[304223] ['1/3', '2/5', '7/9', '9/8', '9'] -> 7/9 * 9 / (9/8 - 1/3 / 2/5)
[304224] ['5/9', '3/4', '7/8', '8/7', '7'] -> 7 / (3/4 * (7/8 - 5/9 / 8/7))
[304225] ['1/5', '2/9', '6/5', '5/4', '3'] -> (3 + 6/5 / (1/5 * 2/9)) / 5/4
[304226] ['1/7', '4/7', '5/7', '9/5', '8'] -> 5/7 * 9/5 * 8 / (4/7 - 1/7)
[304227] ['3/7', '5/8', '5/2', '9/2', '5'] -> (5/2 + 9/2) * 5 * 3/7 / 5/8
[304228] ['1/9', '9/7', '7/4', '7/3', '8'] -> 7/3 / (9/7 / 8 - 1/9 / 7/4)
