[177301] ['4/7', '5/6', '5/3', '5/2', '6'] -> (5/2 + 6 / (4/7 / 5/3)) / 5/6
[183029] ['2/5', '2/5', '5/4', '9/2', '7'] -> (2/5 + (9/2 + 7) / 5/4) / 2/5
[183030] ['1/3', '3/7', '1/2', '7/9', '6'] -> 3/7 / 1/2 + 6 / (1/3 * 7/9)
[183031] ['7/9', '5/6', '8/5', '5/3', '5'] -> 5/3 * 5 / (5/6 - 7/9 / 8/5)
[183032] ['1/4', '9/8', '9/8', '5/2', '7'] -> 7 * (9/8 + 5/2) - (1/4 + 9/8)
[183033] ['5/6', '8/9', '7/6', '9/5', '4'] -> 4 / (9/5 * 5/6 * 8/9 - 7/6)
[183034] ['2/5', '7/4', '9/4', '9/4', '6'] -> 9/4 * (7/4 + 9/4) + 6 / 2/5
[183035] ['1/5', '1/5', '3/7', '5/7', '1'] -> 5/7 / (3/7 - (1/5 + 1/5)) - 1
[183036] ['2/3', '8/9', '7/5', '2', '8/3'] -> 8/9 / (7/5 / 2 - 2/3) - 8/3
[183037] ['1/3', '3/7', '1/2', '7/8', '6'] -> 1/2 / 7/8 * 6 / (1/3 * 3/7)
[183038] ['3/7', '2/3', '7/8', '4/3', '2'] -> 2 / (7/8 * (2/3 - 3/7 * 4/3))
[183039] ['1/8', '4/5', '1', '9/8', '7/6'] -> 1 / 1/8 / (7/6 / 4/5 - 9/8)
[183040] ['4/7', '5/6', '7/8', '9/5', '8'] -> 8 / (4/7 / 5/6) / (7/8 / 9/5)
[183041] ['3/7', '4/7', '4/7', '6/7', '1'] -> 3/7 / (1 / (4/7 + 4/7) - 6/7)
[183042] ['1/8', '4/5', '1', '9/8', '6/5'] -> (6/5 + 4/5 + 9/8) / 1/8 - 1
[183043] ['1/4', '9/8', '8/7', '4/3', '7'] -> 7 / (1/4 - 9/8 + 4/3 / 8/7)
[183044] ['3/7', '2/3', '7/8', '3/2', '2'] -> 2/3 * 3/2 / (7/8 / 3/7 - 2)
[183045] ['2/5', '2/5', '9/7', '5/3', '7'] -> 9/7 * 7 * (5/3 + 2/5 / 2/5)
[183046] ['4/7', '3/2', '5/3', '8/3', '6'] -> 6 / ((8/3 - 5/3) / 4/7 - 3/2)
[183047] ['5/6', '8/9', '6/5', '5/4', '4'] -> 4 / (5/4 * (6/5 - 8/9 / 5/6))
[183048] ['7/9', '5/6', '8/5', '5/2', '5'] -> (5/2 * 5 - 5/6) / (7/9 / 8/5)
[183049] ['4/7', '5/6', '7/8', '9/2', '8'] -> 7/8 * 9/2 * (5/6 * 8 - 4/7)
[183050] ['1/9', '3/8', '6/7', '8/7', '9'] -> ((6/7 + 8/7) / 1/9 - 9) / 3/8
[183051] ['1/5', '1/5', '3/7', '5/6', '1'] -> 1 / (1/5 / (3/7 - 1/5) - 5/6)
[183052] ['2/5', '7/4', '7/3', '8/3', '6'] -> 6 / (2/5 * (7/3 + 8/3) - 7/4)
[183053] ['3/7', '2/3', '7/8', '7/4', '2'] -> 2 / (2/3 * (7/8 - 3/7 * 7/4))
[183054] ['2/5', '2/5', '9/7', '7/4', '7'] -> (7/4 * (7 - 9/7) - 2/5) / 2/5
[183055] ['2/3', '8/9', '3/2', '5/3', '2'] -> 2/3 / (5/3 - (8/9 + 3/2 / 2))
[183056] ['1/5', '1/5', '3/7', '6/7', '1'] -> (1 + 1/5 + 6/7) / (1/5 * 3/7)
[183057] ['1/3', '3/7', '1/2', '4/3', '6'] -> 6 / (3/7 * 1/2) - 4/3 / 1/3
[183058] ['5/7', '5/4', '7/3', '7/3', '9'] -> (7/3 + 7/3) * 9 * 5/7 / 5/4
[183059] ['4/7', '6/7', '7/5', '3', '7/2'] -> 4/7 / (6/7 - 7/2 / (7/5 * 3))
[183060] ['5/6', '8/9', '6/5', '7/5', '4'] -> 7/5 * 4 / (8/9 * 6/5 - 5/6)
[183061] ['2/5', '2/5', '9/7', '9/5', '7'] -> 7 * (9/5 + 2/5 + 9/7) - 2/5
[183062] ['1/8', '4/5', '1', '9/8', '5/3'] -> 5/3 * ((4/5 + 9/8) / 1/8 - 1)
[183063] ['4/7', '3/2', '9/5', '9/5', '6'] -> 6 / (9/5 / (4/7 * 9/5) - 3/2)
[183064] ['5/7', '5/4', '7/3', '5/2', '9'] -> 7/3 * (5/2 / 5/4 - (5/7 - 9))
[183065] ['2/3', '8/9', '3/2', '2', '7/2'] -> 2 / ((8/9 + 3/2) / 2/3 - 7/2)
[183066] ['2/5', '7/4', '7/3', '9/2', '6'] -> (2/5 + 6) * (9/2 - 7/4 / 7/3)
[183067] ['5/6', '8/9', '6/5', '3/2', '4'] -> 4 / 3/2 / (5/6 * 6/5 - 8/9)
[183068] ['7/9', '5/6', '5/3', '7/3', '5'] -> (5/3 + 5) * 7/3 / (7/9 * 5/6)
[183069] ['4/7', '5/6', '8/9', '7/6', '8'] -> 8 / (8/9 - 7/6 * 4/7 * 5/6)
[183070] ['5/7', '5/4', '7/3', '8/3', '9'] -> 9 / (5/4 - 8/3 / (5/7 + 7/3))
[183071] ['3/7', '2/3', '7/8', '2', '5/2'] -> 5/2 / (2/3 - 3/7) / (7/8 / 2)
[183072] ['1/8', '4/5', '1', '9/8', '9/5'] -> (1 + 9/5 / (4/5 * 9/8)) / 1/8
[183073] ['1/9', '3/8', '6/7', '3/2', '9'] -> 3/2 / (1/9 - 3/8 / 6/7 / 9)
[183074] ['5/7', '5/4', '7/3', '7/2', '9'] -> (7/2 - 5/4) * (9 + 5/7 * 7/3)
[183075] ['7/9', '5/6', '7/4', '7/4', '5'] -> (7/4 + 7/4 / 7/9) / (5/6 / 5)
[183076] ['2/5', '2/5', '9/7', '7/2', '7'] -> (9/7 + 2/5 / 2/5) * (7/2 + 7)
[183077] ['2/5', '7/4', '8/3', '8/3', '6'] -> (6 + 7/4 * 8/3) / 2/5 - 8/3
[183078] ['2/3', '8/9', '8/5', '7/4', '2'] -> 2/3 / (8/5 * (2 - 8/9) - 7/4)
[183079] ['1/8', '4/5', '1', '9/8', '7/3'] -> (1 + 7/3) * 9/8 / (1/8 / 4/5)
[183080] ['4/7', '6/7', '3/2', '7/3', '3'] -> 4/7 / (6/7 - 3/2 - (7/3 - 3))
[183081] ['5/6', '8/9', '6/5', '5/2', '4'] -> 4 / (8/9 - 5/6) / (6/5 * 5/2)
[183082] ['1/4', '9/8', '8/7', '9/2', '7'] -> 8/7 * 7 + 9/2 / (1/4 * 9/8)
[183083] ['2/5', '7/4', '7/2', '7/2', '6'] -> 7/2 * 6 / (7/4 / 2/5 - 7/2)
[183084] ['2/3', '8/9', '8/5', '2', '7/3'] -> 2 / (7/3 * 2/3 / 8/5 - 8/9)
[183085] ['1/8', '4/5', '1', '9/8', '7/2'] -> (7/2 / 4/5 - 1) / (1/8 * 9/8)
[183086] ['1/3', '3/7', '5/9', '3/5', '6'] -> (6 / 3/7 - 1/3) / 5/9 - 3/5
[183087] ['1/4', '9/8', '7/6', '7/6', '7'] -> (7 / 1/4 - 7/6 / 7/6) / 9/8
[183088] ['5/6', '8/9', '5/4', '5/4', '4'] -> 5/6 * 4 / (5/4 - 8/9 * 5/4)
[183089] ['1/9', '3/8', '6/7', '7/3', '9'] -> (7/3 / (1/9 / 6/7) - 9) / 3/8
[183090] ['5/7', '5/4', '8/3', '7/2', '9'] -> 7/2 * (5/7 + 9) / (8/3 - 5/4)
[183091] ['2/3', '8/9', '8/5', '2', '8/3'] -> 2 / (2/3 / 8/5 - 8/9 / 8/3)
[183092] ['7/9', '5/6', '9/5', '9/5', '5'] -> (5/6 + 5) * (9/5 + 9/5 / 7/9)
[183093] ['4/7', '5/6', '8/9', '7/4', '8'] -> 8 / (7/4 * (5/6 - 4/7 / 8/9))
[183094] ['1/5', '1/5', '3/7', '1', '8/5'] -> 8/5 / (1 - (1/5 + 1/5) / 3/7)
[183095] ['1/4', '9/8', '7/6', '9/7', '7'] -> 9/7 / (1/4 / 7/6 - 9/8 / 7)
[183096] ['3/7', '4/7', '4/7', '1', '8/3'] -> 3/7 / ((4/7 + 1) / 8/3 - 4/7)
[183097] ['4/7', '3/2', '5/2', '5/2', '6'] -> 6 / (5/2 / (4/7 * 5/2) - 3/2)
[183098] ['3/7', '2/3', '8/9', '5/4', '2'] -> 2/3 / (5/4 / 3/7 - (8/9 + 2))
[183099] ['2/3', '8/9', '8/5', '2', '9/2'] -> 8/5 * 9/2 * (2 + 8/9 / 2/3)
[183100] ['1/4', '9/8', '7/6', '7/5', '7'] -> 7 / 7/5 / (1/4 + 9/8 - 7/6)
[183101] ['4/7', '6/7', '8/5', '9/4', '3'] -> 4/7 / (6/7 - 3 / (8/5 * 9/4))
[183102] ['4/7', '5/6', '8/9', '9/4', '8'] -> 8 * (9/4 / 4/7 - 5/6 / 8/9)
[183103] ['2/5', '9/5', '9/5', '7/2', '6'] -> 2/5 * 6 / (9/5 + 9/5 - 7/2)
[183104] ['7/9', '5/6', '9/5', '8/3', '5'] -> 5 * (7/9 + 9/5 + 5/6 * 8/3)
[183105] ['2/3', '8/9', '5/3', '9/5', '2'] -> 8/9 / (2/3 / 9/5 + 5/3 - 2)
[183106] ['4/7', '8/5', '8/5', '8/5', '6'] -> 6 * ((8/5 + 8/5) / 4/7 - 8/5)
[183107] ['2/5', '2/5', '4/3', '9/2', '7'] -> 9/2 * (7 - 4/3 / (2/5 + 2/5))
[183108] ['5/6', '8/9', '5/4', '7/4', '4'] -> 4 / (8/9 - 5/6) / (5/4 + 7/4)
[183109] ['1/5', '1/5', '3/7', '1', '9/4'] -> (1 / 3/7 - 1/5) / (1/5 / 9/4)
[183110] ['7/9', '5/6', '9/4', '9/4', '5'] -> (9/4 + 7/9 * 9/4) / (5/6 / 5)
[183111] ['3/7', '4/7', '3/5', '5/7', '1'] -> (3/7 + 5/7) / (1 - 4/7 / 3/5)
[183112] ['1/3', '3/7', '5/9', '6/7', '6'] -> (6 - 1/3 * 6/7) / (3/7 * 5/9)
[183113] ['1/8', '4/5', '1', '8/7', '7/5'] -> (1 + 7/5 / (4/5 / 8/7)) / 1/8
[183114] ['1/4', '9/8', '7/6', '9/5', '7'] -> 7 / (7/6 - (1/4 + 9/8 / 9/5))
[183115] ['3/7', '2/3', '8/9', '8/5', '2'] -> 2 / (2/3 / (3/7 * 8/5) - 8/9)
[183116] ['4/7', '5/6', '8/9', '8/3', '8'] -> 8 * (8/3 / (4/7 / 5/6) - 8/9)
[183117] ['1/3', '3/7', '5/9', '8/9', '6'] -> 8/9 * 6 / (1/3 / 3/7 - 5/9)
[183118] ['4/7', '8/5', '8/5', '9/5', '6'] -> 8/5 * (6 / (4/7 / 8/5) - 9/5)
[183119] ['1/5', '1/5', '3/7', '1', '8/3'] -> (1 / 3/7 - (1/5 - 8/3)) / 1/5
[183120] ['2/3', '8/9', '7/4', '2', '7/3'] -> 2 * 7/3 / (7/4 - (2/3 + 8/9))
[183121] ['1/8', '4/5', '1', '8/7', '3/2'] -> (1 + 8/7) * (3/2 / 1/8 - 4/5)
[183122] ['1/9', '3/8', '7/8', '6/5', '9'] -> 6/5 * 9 * (7/8 / 3/8 - 1/9)
[183123] ['3/7', '2/3', '8/9', '5/3', '2'] -> 2 / (2/3 / (3/7 * 8/9) - 5/3)
[183124] ['2/5', '9/5', '7/3', '7/2', '6'] -> (6 - 7/3 / 7/2) / (2/5 / 9/5)
[183125] ['4/7', '8/5', '8/5', '9/4', '6'] -> 6 * (9/4 + 8/5 / (4/7 * 8/5))
[183126] ['1/8', '4/5', '1', '8/7', '8/5'] -> (1 + 8/5 / 8/7) / (1/8 * 4/5)
[183127] ['4/7', '5/6', '8/9', '7/2', '8'] -> (5/6 * 8 - 4/7) / (8/9 / 7/2)
[183128] ['1/5', '1/5', '3/7', '1', '7/2'] -> (7/2 * (3/7 + 1) - 1/5) / 1/5
[183129] ['2/3', '8/9', '7/4', '2', '5/2'] -> 2/3 / (8/9 / (5/2 - 2) - 7/4)
[183130] ['1/3', '3/7', '5/9', '7/6', '6'] -> (6 - 1/3 / 7/6) / (3/7 * 5/9)
[183131] ['2/5', '2/5', '7/5', '9/4', '7'] -> (7 + 7/5 / 2/5) / 2/5 - 9/4
[183132] ['7/9', '5/6', '9/4', '7/2', '5'] -> (5/6 + 5) / (7/9 / 7/2) - 9/4
[183133] ['1/4', '9/8', '6/5', '6/5', '7'] -> (7 / 1/4 - 6/5 / 6/5) / 9/8
[183134] ['2/5', '9/5', '5/2', '5/2', '6'] -> 9/5 * (5/2 + 5/2) + 6 / 2/5
[183135] ['4/7', '6/7', '5/3', '7/3', '3'] -> 6/7 * 7/3 / (3 - 5/3 / 4/7)
[183136] ['1/8', '4/5', '1', '8/7', '7/4'] -> (1 + 8/7) * 7/4 / (1/8 / 4/5)
[183137] ['2/3', '8/9', '7/4', '2', '7/2'] -> 2/3 / (8/9 * 2 + 7/4 - 7/2)
[183138] ['1/5', '1/5', '4/9', '1/2', '1'] -> (1/5 + 1) / (1/2 - 1/5 / 4/9)
[183139] ['5/7', '9/7', '9/7', '9/2', '9'] -> (9/7 + 9) / (5/7 - 9/7 / 9/2)
[183140] ['3/7', '2/3', '8/9', '2', '7/3'] -> (2/3 + 2) / (3/7 * 7/3 - 8/9)
[183141] ['5/6', '8/9', '9/7', '4/3', '4'] -> (8/9 + 4) / (4/3 / 9/7 - 5/6)
[183142] ['2/5', '2/5', '7/5', '7/3', '7'] -> 2/5 / (7/3 / (7 - 7/5) - 2/5)
[183143] ['4/7', '8/5', '8/5', '9/2', '6'] -> 8/5 * 9/2 + 6 / (4/7 / 8/5)
[183144] ['1/4', '9/8', '6/5', '9/7', '7'] -> 7 * (9/8 / 1/4 - 9/7 / 6/5)
[183145] ['2/3', '8/9', '9/5', '9/5', '2'] -> (2/3 + 2) / (9/5 / 9/5 - 8/9)
[183146] ['7/9', '5/6', '7/3', '7/3', '5'] -> 7/9 + (5/6 + 7/3) * (7/3 + 5)
[183147] ['1/8', '4/5', '1', '8/7', '9/5'] -> 9/5 / (1/8 / (8/7 - 1) - 4/5)
[183148] ['2/5', '9/5', '8/3', '7/2', '6'] -> 8/3 * 6 + 7/2 + 9/5 / 2/5
[183149] ['1/3', '3/7', '5/9', '4/3', '6'] -> 6 * (1/3 + 5/9 + 4/3 / 3/7)
[183150] ['4/7', '8/5', '5/3', '5/3', '6'] -> 6 / (5/3 / 4/7 - 8/5 * 5/3)
[183151] ['2/3', '8/9', '9/5', '2', '9/4'] -> 2 / (8/9 / 2/3 - 9/4 / 9/5)
[183152] ['3/7', '4/7', '3/5', '1', '9/8'] -> 3/7 / (3/5 * (4/7 + 9/8) - 1)
[183153] ['2/5', '2/5', '7/5', '8/3', '7'] -> 8/3 * (7/5 * 7 - (2/5 + 2/5))
[183154] ['5/6', '8/9', '9/7', '7/5', '4'] -> 4 / 5/6 / (7/5 / 9/7 - 8/9)
[183155] ['7/9', '5/6', '7/3', '8/3', '5'] -> 8/3 * (7/3 / 7/9 + 5 / 5/6)
[183156] ['2/3', '8/9', '9/5', '2', '5/2'] -> 2/3 / 5/2 / (9/5 / 2 - 8/9)
[183157] ['2/5', '2/5', '7/5', '7/2', '7'] -> 2/5 / (7/2 / (7/5 + 7) - 2/5)
[183158] ['4/7', '6/7', '7/4', '5/2', '3'] -> 3 / (7/4 / (4/7 / 6/7) - 5/2)
[183159] ['3/7', '2/3', '8/9', '2', '9/2'] -> 9/2 * ((2/3 + 2) / 3/7 - 8/9)
[183160] ['4/7', '8/5', '5/3', '9/4', '6'] -> 9/4 * (6 + 5/3 / (4/7 / 8/5))
[183161] ['1/4', '9/8', '6/5', '5/3', '7'] -> 7 / 5/3 / (1/4 + 9/8 - 6/5)
[183162] ['1/3', '3/7', '5/9', '3/2', '6'] -> 6 * (5/9 + 3/2 / 3/7) - 1/3
[183163] ['2/3', '8/9', '9/5', '2', '8/3'] -> 2/3 / (9/5 / 8/9 - 2) - 8/3
[183164] ['4/7', '8/5', '5/3', '5/2', '6'] -> 8/5 * (6 / (4/7 / 5/3) - 5/2)
[183165] ['7/9', '5/6', '5/2', '9/2', '5'] -> (5/2 + 5 * 7/9 * 9/2) / 5/6
[183166] ['2/5', '2/5', '3/2', '5/3', '7'] -> (7 / 2/5 - 3/2) / (2/5 * 5/3)
[183167] ['2/3', '8/9', '9/5', '2', '7/2'] -> 8/9 / 2/3 / (2 - 7/2 / 9/5)
[183168] ['5/6', '8/9', '9/7', '5/3', '4'] -> 4 / (9/7 * (5/3 - 8/9) - 5/6)
[183169] ['1/4', '9/8', '6/5', '7/3', '7'] -> 7 * (9/8 + 7/3) - 1/4 / 6/5
[183170] ['1/5', '1/5', '4/9', '7/9', '1'] -> (1 + 7/9 / 1/5) / 1/5 - 4/9
[183171] ['5/7', '9/7', '7/5', '8/3', '9'] -> (9/7 + 9) * (8/3 / 5/7 - 7/5)
[183172] ['7/9', '5/6', '8/3', '8/3', '5'] -> (8/3 + 5 / (5/6 / 8/3)) / 7/9
[183173] ['3/7', '4/7', '3/5', '1', '7/5'] -> (3/5 + 1) / (7/5 - 4/7 / 3/7)
[183174] ['2/5', '9/4', '7/3', '7/3', '6'] -> 6 / (7/3 / (2/5 * 7/3) - 9/4)
[183175] ['4/7', '6/7', '9/5', '9/5', '3'] -> 4/7 / (6/7 - 3 / (9/5 + 9/5))
[183176] ['4/7', '8/5', '5/3', '7/2', '6'] -> 4/7 * 7/2 / (5/3 - 8/5) - 6
[183177] ['2/3', '8/9', '2', '9/4', '9/4'] -> (2/3 + 2) / (9/4 / 9/4 - 8/9)
[183178] ['2/5', '2/5', '3/2', '7/3', '7'] -> (2/5 / 3/2 + 7/3 + 7) / 2/5
[183179] ['1/4', '9/8', '6/5', '5/2', '7'] -> 6/5 * 5/2 * 7 / (9/8 - 1/4)
[183180] ['4/7', '8/5', '5/3', '9/2', '6'] -> 5/3 * 9/2 * (6 - 8/5 / 4/7)
[183181] ['2/5', '2/5', '3/2', '8/3', '7'] -> 3/2 * 8/3 * (7 - 2/5 / 2/5)
[183182] ['3/7', '4/7', '3/5', '1', '5/3'] -> 3/7 * 5/3 / (3/5 - 4/7) - 1
[183183] ['1/3', '3/7', '5/9', '9/4', '6'] -> 6 / (3/7 * (9/4 - 5/9 / 1/3))
[183184] ['2/5', '2/5', '8/5', '8/5', '7'] -> 7 / (2/5 / 8/5) - 8/5 / 2/5
[183185] ['2/3', '8/9', '2', '9/4', '7/2'] -> 2 / (8/9 / 2/3 + 9/4 - 7/2)
[183186] ['1/9', '3/8', '8/9', '7/4', '9'] -> 9 / (7/4 - (8/9 + 1/9 + 3/8))
[183187] ['2/5', '2/5', '8/5', '5/3', '7'] -> 5/3 * (2/5 + 7 * (2/5 + 8/5))
[183188] ['2/3', '8/9', '2', '7/3', '7/3'] -> (2/3 + 2) / (7/3 / 7/3 - 8/9)
[183189] ['1/4', '9/8', '6/5', '9/2', '7'] -> 9/2 * (7 / 6/5 - 1/4) - 9/8
[183190] ['3/7', '2/3', '9/8', '3/2', '2'] -> 2 / (2/3 - 9/8 / (3/7 + 3/2))
[183191] ['1/8', '4/5', '1', '7/6', '3/2'] -> (1 / 4/5 + 7/6 * 3/2) / 1/8
[183192] ['2/5', '2/5', '8/5', '7/4', '7'] -> (8/5 - 2/5 / 7/4) / (2/5 / 7)
[183193] ['1/4', '9/8', '5/4', '9/7', '7'] -> 9/7 * 7 / (5/4 + 1/4 - 9/8)
[183194] ['2/5', '9/4', '8/3', '9/2', '6'] -> 9/4 * (6 + 8/3 / 2/5) - 9/2
[183195] ['7/9', '6/7', '6/7', '7/8', '5'] -> 5 / 6/7 / (7/8 / 6/7 - 7/9)
[183196] ['1/3', '3/7', '5/9', '8/3', '6'] -> 6 * (1/3 / 3/7 + 5/9 + 8/3)
[183197] ['4/7', '5/6', '9/8', '7/2', '8'] -> 9/8 * 7/2 * (5/6 * 8 - 4/7)
[183198] ['4/7', '8/5', '7/4', '7/3', '6'] -> 8/5 * (4/7 * 7/4 + 7/3 * 6)
[183199] ['3/7', '2/3', '9/8', '5/3', '2'] -> 2 / (9/8 / (3/7 / 2/3) - 5/3)
[183200] ['2/3', '8/9', '2', '7/2', '7/2'] -> (2/3 + 2) / (7/2 / 7/2 - 8/9)
[183201] ['1/9', '3/8', '9/8', '8/7', '9'] -> 3/8 / (1/9 * 9 - 9/8 / 8/7)
[183202] ['4/7', '6/7', '9/4', '5/2', '3'] -> 5/2 * 3 / (6/7 - 4/7) - 9/4
[183203] ['4/7', '8/5', '7/4', '8/3', '6'] -> 8/5 * (8/3 * 6 - 4/7 * 7/4)
[183204] ['2/3', '9/8', '9/8', '9/8', '2'] -> 2 / (2/3 * (9/8 - 9/8 / 9/8))
[183205] ['7/9', '6/7', '6/7', '9/8', '5'] -> 5 / (7/9 * (6/7 + 6/7) - 9/8)
[183206] ['1/4', '9/8', '5/4', '8/5', '7'] -> 5/4 / (1/4 * 9/8) * (7 - 8/5)
[183207] ['1/8', '4/5', '1', '7/6', '5/2'] -> 1 / 1/8 / (4/5 - 7/6 / 5/2)
[183208] ['3/7', '4/7', '3/5', '1', '8/3'] -> 3/7 * 8/3 / (1 - 4/7 / 3/5)
[183209] ['4/7', '6/7', '9/4', '3', '7/2'] -> 3 / (7/2 - 9/4 / (4/7 / 6/7))
[183210] ['1/9', '3/8', '9/8', '6/5', '9'] -> (6/5 + 3/8 + 9/8) * (9 - 1/9)
[183211] ['2/5', '2/5', '5/3', '5/3', '7'] -> (5/3 * 7 - (2/5 + 5/3)) / 2/5
[183212] ['4/7', '8/5', '9/5', '9/5', '6'] -> 6 / (8/5 + 9/5 - 9/5 / 4/7)
[183213] ['2/5', '7/3', '7/3', '8/3', '6'] -> (6 + 7/3 + 7/3) / 2/5 - 8/3
[183214] ['2/5', '2/5', '5/3', '7/4', '7'] -> 2/5 / (5/3 * 7/4 / 7 - 2/5)
[183215] ['1/5', '1/5', '4/9', '1', '4/3'] -> (4/3 - (1/5 - 1)) / (1/5 * 4/9)
[183216] ['2/3', '9/8', '9/8', '7/6', '2'] -> 9/8 / (7/6 - 9/8) - 2 / 2/3
[183217] ['1/9', '3/8', '9/8', '9/7', '9'] -> (1/9 + 9/8 / 3/8) * (9 - 9/7)
[183218] ['3/7', '4/7', '5/8', '5/8', '1'] -> 3/7 / (1 - (5/8 + 4/7 * 5/8))
[183219] ['3/7', '2/3', '9/8', '2', '5/2'] -> 2 / 2/3 / (9/8 / 3/7 - 5/2)
[183220] ['5/7', '9/7', '8/5', '9/2', '9'] -> 9/7 / (9/2 / 9 - 5/7 / 8/5)
[183221] ['4/7', '5/6', '7/6', '6/5', '8'] -> 8 / (5/6 * 6/5 - 4/7 * 7/6)
[183222] ['4/7', '8/5', '9/5', '8/3', '6'] -> 6 * (9/5 + 8/3) - 8/5 / 4/7
[183223] ['1/4', '9/8', '9/7', '4/3', '7'] -> 9/7 / 4/3 * 7 / (1/4 * 9/8)
[183224] ['3/7', '4/7', '5/8', '3/4', '1'] -> 1 / (5/8 + 3/4 - 4/7 / 3/7)
[183225] ['1/5', '1/5', '4/9', '1', '8/5'] -> (1/5 + 1 + 8/5 / 4/9) / 1/5
[183226] ['2/5', '2/5', '5/3', '8/3', '7'] -> 7 * (8/3 + 2/5 / 2/5) - 5/3
[183227] ['5/6', '8/9', '7/5', '3/2', '4'] -> 4 / (8/9 * 3/2 - 5/6 * 7/5)
[183228] ['1/5', '1/5', '4/9', '1', '5/3'] -> (1 + 5/3) / (1/5 - 1/5 * 4/9)
[183229] ['5/7', '9/7', '5/3', '7/2', '9'] -> 9 * (7/2 - 5/3 / (5/7 + 9/7))
[183230] ['2/5', '2/5', '7/4', '7/4', '7'] -> (7 / (2/5 * 2/5) - 7/4) / 7/4
[183231] ['3/7', '2/3', '9/8', '2', '9/2'] -> 2 / (2/3 - 9/8 / (3/7 * 9/2))
[183232] ['5/6', '8/9', '7/5', '8/5', '4'] -> 4 / (8/9 - 5/6) / (7/5 + 8/5)
[183233] ['4/7', '8/5', '9/4', '9/4', '6'] -> 8/5 * (9/4 + 9/4 + 6 / 4/7)
[183234] ['2/3', '9/8', '9/8', '4/3', '2'] -> 2 / (9/8 / 9/8 / 4/3 - 2/3)
[183235] ['2/5', '7/3', '8/3', '8/3', '6'] -> (8/3 + 8/3 / 2/5) / (7/3 / 6)
[183236] ['4/7', '6/7', '3', '7/2', '7/2'] -> 7/2 * (6/7 + 7/2 * 4/7 * 3)
[183237] ['5/6', '8/9', '7/5', '5/3', '4'] -> 5/3 * 4 / (5/6 * 7/5 - 8/9)
[183238] ['3/7', '2/3', '8/7', '6/5', '2'] -> 8/7 / (2 * 3/7 / 6/5 - 2/3)
[183239] ['1/4', '9/8', '9/7', '5/3', '7'] -> 9/7 * 5/3 / (1/4 - 9/8 / 7)
[183240] ['2/3', '9/8', '9/8', '3/2', '2'] -> 2 / (9/8 - 3/2 - (2/3 - 9/8))
[183241] ['3/7', '4/7', '5/8', '7/8', '1'] -> 1 / (7/8 - 5/8 / (3/7 / 4/7))
[183242] ['1/3', '3/7', '4/7', '9/5', '6'] -> (3/7 + 6) / (4/7 / (1/3 + 9/5))
[183243] ['4/7', '5/6', '7/6', '5/2', '8'] -> 8 / (4/7 * 7/6 - 5/6 / 5/2)
[183244] ['4/7', '7/8', '7/8', '7/8', '3'] -> 3 / (4/7 * (7/8 + 7/8) - 7/8)
[183245] ['5/7', '9/7', '7/4', '9/4', '9'] -> 7/4 + 5/7 + 9/7 + 9/4 * 9
[183246] ['1/4', '9/8', '9/7', '9/5', '7'] -> 9/7 * 7 / (9/8 / 9/5 - 1/4)
[183247] ['5/6', '8/9', '7/5', '9/5', '4'] -> 4 / 5/6 / (8/9 * 9/5 - 7/5)
[183248] ['1/9', '3/8', '8/7', '5/4', '9'] -> 8/7 * (5/4 / (1/9 * 3/8) - 9)
[183249] ['1/3', '3/7', '3/5', '5/8', '6'] -> 6 / (1/3 + 3/5) / (3/7 * 5/8)
[183250] ['3/7', '2/3', '8/7', '7/5', '2'] -> 8/7 / (3/7 / (2 - 7/5) - 2/3)
[183251] ['2/5', '5/2', '5/2', '9/2', '6'] -> 5/2 * 6 * (9/2 - (2/5 + 5/2))
[183252] ['4/7', '5/6', '6/5', '5/4', '8'] -> 8 * (5/4 + 6/5 / (4/7 / 5/6))
[183253] ['1/4', '9/8', '9/7', '8/3', '7'] -> (9/7 * 7 - 9/8 * 8/3) / 1/4
[183254] ['4/7', '7/8', '7/8', '8/7', '3'] -> 4/7 / (7/8 - 8/7 + 7/8 / 3)
[183255] ['1/3', '3/7', '3/5', '2/3', '6'] -> (6 / 3/7 - 2/3) / (1/3 / 3/5)
[183256] ['4/7', '8/5', '7/3', '5/2', '6'] -> 5/2 * (8/5 + 6 * 4/7 * 7/3)
[183257] ['1/8', '4/5', '1', '5/4', '9/2'] -> 9/2 / ((5/4 - 1) / 4/5 - 1/8)
[183258] ['1/4', '9/8', '9/7', '9/2', '7'] -> (9/7 * 7 + 9/2 / 1/4) / 9/8
[183259] ['2/3', '9/8', '9/8', '2', '8/3'] -> 8/3 / ((2 - 9/8) / 9/8 - 2/3)
[183260] ['2/5', '5/2', '7/2', '9/2', '6'] -> 5/2 * (2/5 + 6) + 7/2 + 9/2
[183261] ['1/5', '1/5', '1/2', '5/8', '1'] -> 1 / (1/5 / (1/2 - 1/5) - 5/8)
[183262] ['3/7', '2/3', '8/7', '2', '7/3'] -> 8/7 / (7/3 - (2 + 3/7 * 2/3))
[183263] ['2/3', '9/8', '9/8', '2', '7/2'] -> 2 / (2/3 * 7/2 - (9/8 + 9/8))
[183264] ['4/7', '8/5', '7/3', '7/2', '6'] -> (8/5 - 4/7) * (7/3 + 7/2 * 6)
