[59098] ['1/9', '1/7', '4/5', '9/5', '7'] -> (((7 - 4/5) / (1/7 * 9/5)) - 1/9)
[69824] ['1/9', '1/4', '9/4', '9/4', '7'] -> (((7 / 1/9) - (9/4 / 1/4)) / 9/4)
[69825] ['1/9', '4/5', '7/2', '7/2', '4'] -> ((4/5 * (7/2 + (7/2 / 1/9))) - 4)
[69826] ['1/4', '6/5', '7/5', '5/3', '5'] -> ((6/5 / 5/3) / ((7/5 / 5) - 1/4))
[69827] ['3/8', '5/8', '9/7', '8/5', '8'] -> ((8 - (5/8 * 8/5)) / (3/8 / 9/7))
[69828] ['4/7', '4/5', '1', '6/5', '3/2'] -> (4/5 / (6/5 - (1 / (4/7 * 3/2))))
[69829] ['1/9', '1/2', '4/5', '5/4', '5'] -> (5 / (1/9 * (5/4 + (1/2 / 4/5))))
[69830] ['1/9', '1/4', '9/4', '5/2', '7'] -> (((1/9 + 7) - (5/2 / 9/4)) / 1/4)
[69831] ['1/7', '2/5', '4/9', '2/3', '5'] -> (((2/5 / 1/7) - 2/3) / (4/9 / 5))
[69832] ['2/5', '5/6', '5/4', '9/5', '3'] -> (3 / (5/6 * (9/5 - (2/5 + 5/4))))
[69833] ['1/9', '4/5', '4', '9/2', '9/2'] -> ((4/5 + 4) * (9/2 + (1/9 * 9/2)))
[69834] ['3/8', '5/8', '9/7', '5/3', '8'] -> (9/7 * ((8 / 3/8) - (5/3 / 5/8)))
[69835] ['1/9', '1/2', '4/5', '9/7', '5'] -> (4/5 / (1/9 - ((1/2 / 9/7) / 5)))
[69836] ['1/6', '4/7', '5/4', '9/7', '9'] -> ((9 * (1/6 * 4/7)) / (9/7 - 5/4))
[69837] ['1/4', '6/5', '7/5', '5/2', '5'] -> ((5 - (6/5 + 7/5)) / (1/4 / 5/2))
[69838] ['1/9', '1/4', '7/3', '5/2', '7'] -> ((5/2 / 1/4) - (7 - (7/3 / 1/9)))
[69839] ['1/8', '1/7', '5/9', '5/8', '3'] -> (3 * (1/8 + (5/8 / (1/7 * 5/9))))
[69840] ['1/5', '4/7', '3/5', '7/6', '6'] -> (((6 / 7/6) - (4/7 * 3/5)) / 1/5)
[69841] ['2/5', '3/4', '7/9', '6/5', '4'] -> ((2/5 + 4) / ((7/9 * 6/5) - 3/4))
[69842] ['1/6', '4/7', '5/4', '4/3', '9'] -> (9 / ((1/6 / 4/7) - (5/4 - 4/3)))
[69843] ['1/4', '6/5', '7/5', '8/3', '5'] -> (8/3 + ((7/5 + 5) / (1/4 * 6/5)))
[69844] ['2/7', '5/6', '7/8', '4/3', '2'] -> (2 / ((7/8 * (4/3 - 2/7)) - 5/6))
[69845] ['2/9', '1/4', '9/7', '9/7', '4'] -> ((4 / 2/9) / ((9/7 / 9/7) - 1/4))
[69846] ['1/9', '1/2', '4/5', '7/5', '5'] -> (4/5 + (1/2 * (7/5 + (5 / 1/9))))
[69847] ['4/7', '4/5', '1', '6/5', '9/4'] -> (6/5 / ((4/5 * 9/4) - (1 / 4/7)))
[69848] ['3/8', '5/8', '9/7', '9/4', '8'] -> (((9/4 / 9/7) - 5/8) / (3/8 / 8))
[69849] ['1/9', '5/6', '5/6', '7/8', '4'] -> ((4 - (5/6 + 5/6)) / (1/9 * 7/8))
[69850] ['1/5', '4/7', '3/5', '5/4', '6'] -> (6 * ((3/5 / (1/5 * 4/7)) - 5/4))
[69851] ['2/5', '3/4', '7/9', '5/4', '4'] -> ((4 / 3/4) / ((7/9 / 5/4) - 2/5))
[69852] ['2/7', '5/6', '7/8', '7/5', '2'] -> ((2 / 2/7) / ((5/6 * 7/5) - 7/8))
[69853] ['1/9', '1/2', '4/5', '3/2', '5'] -> ((4/5 * 5) * (3/2 + (1/2 / 1/9)))
[69854] ['2/9', '1/4', '9/7', '7/5', '4'] -> ((4 + (2/9 * 9/7)) / (1/4 / 7/5))
[69855] ['4/7', '4/5', '1', '6/5', '7/3'] -> (6/5 / (4/5 - (1 / (4/7 * 7/3))))
[69856] ['3/8', '5/8', '9/7', '7/2', '8'] -> ((9/7 + (3/8 * 8)) / (5/8 / 7/2))
[69857] ['1/9', '5/6', '5/6', '8/9', '4'] -> ((4 - (5/6 / 5/6)) / (1/9 / 8/9))
[69858] ['1/6', '4/7', '5/4', '3/2', '9'] -> ((4/7 / 5/4) * ((9 / 1/6) - 3/2))
[69859] ['2/5', '3/4', '7/9', '9/7', '4'] -> ((4 / (2/5 * 7/9)) / (9/7 - 3/4))
[69860] ['1/5', '4/7', '7/6', '5/4', '5'] -> (7/6 * (4/7 + (5 / (1/5 * 5/4))))
[69861] ['2/7', '5/6', '7/8', '3/2', '2'] -> ((2/7 / (7/8 - 5/6)) * (3/2 + 2))
[69862] ['1/9', '5/6', '5/6', '9/8', '4'] -> ((4 - (5/6 / 5/6)) / (1/9 * 9/8))
[69863] ['1/4', '6/5', '3/2', '8/3', '5'] -> ((3/2 + (1/4 * 6/5)) * (8/3 * 5))
[69864] ['4/7', '4/5', '1', '6/5', '5/2'] -> (6/5 / ((4/5 - 5/2) + (1 / 4/7)))
[69865] ['1/9', '1/2', '4/5', '8/5', '5'] -> (8/5 / ((4/5 / (5 - 1/2)) - 1/9))
[69866] ['1/6', '4/7', '5/4', '5/3', '9'] -> ((5/3 * ((9 / 4/7) - 5/4)) - 1/6)
[69867] ['1/9', '1/4', '8/3', '9/2', '7'] -> (8/3 * (7 + (9/2 * (1/9 / 1/4))))
[69868] ['1/9', '5/6', '5/6', '8/7', '4'] -> ((4 - (5/6 + 5/6)) / (1/9 / 8/7))
[69869] ['2/5', '3/4', '7/9', '3/2', '4'] -> ((4 / 2/5) / ((7/9 * 3/2) - 3/4))
[69870] ['4/7', '4/5', '1', '6/5', '8/3'] -> (1 / (8/3 - (6/5 / (4/7 * 4/5))))
[69871] ['4/7', '4/5', '1', '6/5', '7/2'] -> ((7/2 * (4/7 + 4/5)) / (6/5 - 1))
[69872] ['1/9', '1/4', '7/2', '7/2', '7'] -> (7 / (1/9 * (7/2 - (1/4 * 7/2))))
[69873] ['3/8', '5/8', '7/5', '7/5', '8'] -> ((7/5 / 7/5) + ((5/8 + 8) / 3/8))
[69874] ['2/5', '3/4', '7/9', '8/5', '4'] -> ((8/5 + 4) / (7/9 * (2/5 * 3/4)))
[69875] ['1/5', '4/7', '7/6', '3/2', '5'] -> ((5 / 1/5) - (3/2 * (4/7 * 7/6)))
[69876] ['1/9', '5/6', '5/6', '7/6', '4'] -> (4 / ((5/6 * (7/6 - 5/6)) - 1/9))
[69877] ['1/7', '2/5', '4/9', '8/9', '5'] -> (5 * ((2/5 / 1/7) + (8/9 / 4/9)))
[69878] ['1/4', '6/5', '5/3', '7/4', '5'] -> ((6/5 * 5/3) * (5 + (7/4 / 1/4)))
[69879] ['2/5', '3/4', '7/9', '5/3', '4'] -> (4 / ((7/9 / 5/3) - (2/5 * 3/4)))
[69880] ['1/9', '5/6', '5/6', '6/5', '4'] -> (5/6 * ((4 / (1/9 / 5/6)) - 6/5))
[69881] ['1/6', '4/7', '5/4', '9/4', '9'] -> ((1/6 * 9) / (9/4 - (5/4 / 4/7)))
[69882] ['5/9', '5/7', '3/4', '6/5', '4'] -> ((4 / (5/7 * 6/5)) / (3/4 - 5/9))
[69883] ['1/5', '4/7', '7/6', '8/5', '5'] -> (8/5 / (1/5 - ((4/7 * 7/6) / 5)))
[69884] ['3/8', '5/8', '7/5', '9/4', '8'] -> ((8 * (3/8 + 9/4)) / (5/8 * 7/5))
[69885] ['1/6', '4/7', '5/4', '7/3', '9'] -> (9 * ((7/3 / 4/7) - (1/6 + 5/4)))
[69886] ['1/7', '2/5', '4/9', '8/7', '5'] -> ((2/5 + 8/7) * (5 / (1/7 / 4/9)))
[69887] ['2/9', '1/4', '9/7', '9/5', '4'] -> ((2/9 + (4 / 9/7)) / (1/4 / 9/5))
[69888] ['1/9', '2/7', '2/7', '3/8', '7'] -> (3/8 * ((2/7 / 2/7) + (7 / 1/9)))
[69889] ['1/4', '6/5', '5/3', '7/3', '5'] -> (6/5 / ((7/3 / 5) - (1/4 * 5/3)))
[69890] ['1/5', '4/7', '7/6', '5/3', '5'] -> ((5 / 1/5) - (5/3 - (4/7 * 7/6)))
[69891] ['1/6', '4/7', '5/4', '5/2', '9'] -> ((9 - (5/2 / 5/4)) / (1/6 / 4/7))
[69892] ['3/8', '5/8', '7/5', '7/2', '8'] -> (8 * ((3/8 + 7/2) - (5/8 * 7/5)))
[69893] ['2/7', '5/6', '7/8', '2', '7/3'] -> (2 / ((2/7 * (7/8 + 7/3)) - 5/6))
[69894] ['5/9', '5/7', '3/4', '4/3', '4'] -> (4 / (3/4 - ((5/9 / 5/7) / 4/3)))
[69895] ['1/9', '5/6', '5/6', '8/5', '4'] -> (((4 / 5/6) - 8/5) / (1/9 / 5/6))
[69896] ['1/5', '4/7', '7/6', '7/4', '5'] -> ((5 / (1/5 * 7/4)) / (7/6 - 4/7))
[69897] ['1/4', '6/5', '7/4', '7/3', '5'] -> (5 * ((1/4 + 7/4) + (6/5 * 7/3)))
[69898] ['2/5', '5/6', '9/7', '7/3', '3'] -> (7/3 * (9/7 + (3 / (2/5 * 5/6))))
[69899] ['1/5', '4/7', '7/6', '9/5', '5'] -> ((5 - 9/5) / (7/6 * (1/5 * 4/7)))
[69900] ['2/9', '1/4', '9/7', '4', '9/2'] -> ((9/2 / (9/7 - (1/4 / 2/9))) - 4)
[69901] ['1/6', '4/7', '9/7', '9/7', '9'] -> (9 * ((1/6 * 4/7) + (9/7 + 9/7)))
[69902] ['5/9', '5/7', '3/4', '8/5', '4'] -> ((4 / (5/7 - 5/9)) - (3/4 * 8/5))
[69903] ['1/7', '2/5', '4/9', '9/7', '5'] -> (((9/7 + 5) / (2/5 - 1/7)) - 4/9)
[69904] ['3/8', '5/8', '8/5', '9/2', '8'] -> (9/2 * (8 - (8/5 / (3/8 / 5/8))))
[69905] ['1/5', '4/7', '5/8', '4/5', '6'] -> (6 / ((1/5 / (4/5 - 4/7)) - 5/8))
[69906] ['2/9', '1/4', '4/3', '7/5', '4'] -> ((7/5 + 4) / (1/4 / (4/3 - 2/9)))
[69907] ['1/7', '2/5', '4/9', '4/3', '5'] -> ((2/5 + 5) * (4/3 + (4/9 / 1/7)))
[69908] ['1/6', '4/7', '9/7', '8/5', '9'] -> (8/5 * ((4/7 / 1/6) + (9/7 * 9)))
[69909] ['3/8', '5/8', '7/4', '7/4', '8'] -> ((7/4 / 7/4) + ((5/8 + 8) / 3/8))
[69910] ['2/7', '5/6', '8/9', '8/7', '2'] -> (2 / ((5/6 / (8/7 - 2/7)) - 8/9))
[69911] ['2/5', '3/4', '4/5', '4/5', '4'] -> ((4/5 + 4) / ((3/4 * 4/5) - 2/5))
[69912] ['1/5', '4/7', '5/8', '7/8', '6'] -> ((6 / (1/5 / 4/7)) / (5/8 / 7/8))
[69913] ['1/9', '1/2', '5/6', '9/7', '5'] -> ((((5 - 1/2) / 9/7) - 5/6) / 1/9)
[69914] ['1/4', '6/5', '7/3', '8/3', '5'] -> (6/5 / ((1/4 * 7/3) - (8/3 / 5)))
[69915] ['2/5', '5/6', '4/3', '4/3', '3'] -> ((4/3 + 4/3) * (3 / (2/5 * 5/6)))
[69916] ['1/7', '2/5', '4/9', '3/2', '5'] -> (5 * ((2/5 / (1/7 * 4/9)) - 3/2))
[69917] ['3/8', '5/8', '7/4', '9/5', '8'] -> (((7/4 / 5/8) - (9/5 - 8)) / 3/8)
[69918] ['1/5', '4/7', '7/6', '7/2', '5'] -> ((7/6 * (4/7 + 5)) + (7/2 / 1/5))
[69919] ['2/5', '3/4', '4/5', '8/7', '4'] -> (4 / ((4/5 / 8/7) - (2/5 / 3/4)))
[69920] ['1/9', '5/6', '6/7', '9/8', '4'] -> (((5/6 / 1/9) / (9/8 - 6/7)) - 4)
[69921] ['2/5', '5/6', '4/3', '3/2', '3'] -> ((2/5 + (3 / 5/6)) / (3/2 - 4/3))
[69922] ['1/7', '2/5', '4/9', '8/5', '5'] -> ((4/9 * 5) * ((8/5 / 1/7) - 2/5))
[69923] ['2/9', '1/4', '7/5', '8/5', '4'] -> ((4 / (2/9 * 1/4)) / (7/5 + 8/5))
[69924] ['1/9', '1/2', '5/6', '7/2', '5'] -> ((5 + (5/6 + 7/2)) / (1/2 - 1/9))
[69925] ['5/9', '5/7', '3/4', '8/3', '4'] -> ((8/3 / 4) / ((5/9 / 5/7) - 3/4))
[69926] ['2/5', '5/6', '4/3', '5/3', '3'] -> ((4/3 * 3) / (5/6 - (2/5 * 5/3)))
[69927] ['1/9', '5/6', '6/7', '8/7', '4'] -> ((1/9 / (6/7 - 5/6)) * (8/7 + 4))
[69928] ['1/5', '4/7', '5/8', '7/6', '6'] -> (6 / (5/8 * (4/7 - (1/5 / 7/6))))
[69929] ['2/9', '1/4', '7/5', '5/3', '4'] -> (((5/3 / (1/4 / 7/5)) - 4) / 2/9)
[69930] ['2/5', '3/4', '4/5', '9/7', '4'] -> ((4 / 3/4) / ((4/5 / 9/7) - 2/5))
[69931] ['1/9', '2/7', '2/7', '5/6', '7'] -> ((2/7 + (2/7 / 1/9)) / (5/6 / 7))
[69932] ['3/8', '5/8', '9/4', '5/2', '8'] -> ((8 - (5/2 / 5/8)) / (3/8 / 9/4))
[69933] ['1/6', '4/7', '4/3', '7/5', '9'] -> (4/3 / ((1/6 / 7/5) - (4/7 / 9)))
[69934] ['5/9', '5/7', '3/4', '7/2', '4'] -> ((4 / (5/9 / 5/7)) / (3/4 / 7/2))
[69935] ['1/9', '1/2', '6/7', '6/7', '5'] -> (((6/7 / 1/9) + (6/7 * 5)) / 1/2)
[69936] ['1/5', '4/7', '5/8', '6/5', '6'] -> (((6 / 5/8) - 6/5) / (1/5 / 4/7))
[69937] ['1/9', '2/7', '2/7', '6/7', '7'] -> ((2/7 + (2/7 * 7)) / (1/9 * 6/7))
[69938] ['1/4', '5/4', '5/4', '4/3', '5'] -> ((5 / 5/4) / ((1/4 + 5/4) - 4/3))
[69939] ['1/9', '5/6', '6/7', '7/6', '4'] -> (((4 / 6/7) - (5/6 + 7/6)) / 1/9)
[69940] ['4/7', '4/5', '1', '5/4', '9/2'] -> (9/2 / ((1 / 4/7) - (5/4 / 4/5)))
[69941] ['1/5', '4/7', '6/5', '7/5', '5'] -> ((6/5 * 7/5) * (5 / (1/5 / 4/7)))
[69942] ['1/5', '4/7', '6/5', '3/2', '5'] -> (6/5 / ((1/5 / 4/7) - (3/2 / 5)))
[69943] ['1/4', '5/4', '5/4', '7/4', '5'] -> (((7/4 * 5) - 5/4) / (1/4 * 5/4))
[69944] ['2/5', '5/6', '4/3', '7/3', '3'] -> (3 * ((5/6 + 4/3) + (7/3 / 2/5)))
[69945] ['2/5', '3/4', '5/6', '5/6', '4'] -> ((2/5 * 4) / ((3/4 / 5/6) - 5/6))
[69946] ['1/9', '2/7', '2/7', '9/8', '7'] -> (((1/9 + 7) - (2/7 / 9/8)) / 2/7)
[69947] ['2/5', '5/6', '4/3', '5/2', '3'] -> ((4/3 * 3) / ((2/5 * 5/2) - 5/6))
[69948] ['1/6', '4/7', '4/3', '9/4', '9'] -> (9 / (((1/6 + 4/3) / 4/7) - 9/4))
[69949] ['1/9', '2/7', '2/7', '8/7', '7'] -> (7 * ((2/7 / 1/9) - (2/7 - 8/7)))
[69950] ['1/9', '1/2', '6/7', '8/7', '5'] -> ((8/7 / 6/7) / ((1/9 * 5) - 1/2))
[69951] ['1/6', '4/7', '4/3', '7/3', '9'] -> ((4/3 * 9) / (4/7 - (1/6 / 7/3)))
[69952] ['1/9', '2/7', '2/7', '7/6', '7'] -> ((2/7 + (2/7 * 7)) / (1/9 / 7/6))
[69953] ['4/7', '4/5', '1', '9/7', '8/5'] -> (8/5 / (((4/7 + 4/5) / 9/7) - 1))
[69954] ['1/5', '4/7', '6/5', '9/5', '5'] -> (6/5 / (9/5 - (5 * (1/5 / 4/7))))
[69955] ['1/9', '1/2', '6/7', '7/6', '5'] -> (((6/7 / 1/9) + (5 / 7/6)) / 1/2)
[69956] ['3/8', '2/3', '2/3', '9/7', '8'] -> ((8 - (2/3 / 2/3)) / (3/8 / 9/7))
[69957] ['2/5', '3/4', '5/6', '9/8', '4'] -> (4 / (9/8 - (5/6 * (2/5 + 3/4))))
[69958] ['1/9', '2/7', '2/7', '6/5', '7'] -> ((2/7 + (2/7 / 1/9)) * (6/5 * 7))
[69959] ['2/5', '5/6', '7/5', '3/2', '3'] -> ((7/5 + (3/2 / 5/6)) / (2/5 / 3))
[69960] ['1/5', '4/7', '6/5', '9/4', '5'] -> (6/5 * ((9/4 / 1/5) + (5 / 4/7)))
[69961] ['1/7', '2/5', '4/9', '9/2', '5'] -> (5 * ((2/5 / 1/7) + (4/9 * 9/2)))
[69962] ['1/9', '5/6', '6/7', '5/3', '4'] -> (((4 / 6/7) - (5/3 / 5/6)) / 1/9)
[69963] ['1/9', '2/7', '2/7', '7/5', '7'] -> ((2/7 + (2/7 / 1/9)) * (7/5 + 7))
[69964] ['1/6', '4/7', '7/5', '3/2', '9'] -> ((7/5 * 9) * (3/2 - (1/6 - 4/7)))
[69965] ['5/9', '5/7', '7/9', '6/5', '4'] -> ((4 / (5/7 * (7/9 - 5/9))) - 6/5)
[69966] ['1/9', '1/2', '6/7', '4/3', '5'] -> ((4/3 / (1/9 * 6/7)) + (5 / 1/2))
[69967] ['2/7', '5/6', '8/9', '2', '7/2'] -> (2 / ((2/7 / 8/9) - (5/6 / 7/2)))
[69968] ['1/4', '5/4', '9/7', '5/3', '5'] -> (9/7 * ((5 / 1/4) - (5/3 / 5/4)))
[69969] ['1/6', '4/7', '7/5', '8/5', '9'] -> (((4/7 * 9) - (8/5 / 7/5)) / 1/6)
[69970] ['5/9', '5/7', '7/9', '9/7', '4'] -> (4 / (5/9 - (7/9 / (5/7 + 9/7))))
[69971] ['1/8', '1/7', '4/7', '8/5', '3'] -> (1/7 / (1/8 - ((4/7 / 8/5) / 3)))
[69972] ['2/5', '3/4', '5/6', '9/4', '4'] -> (4 * ((9/4 / (2/5 * 5/6)) - 3/4))
[69973] ['1/9', '1/2', '6/7', '3/2', '5'] -> ((5 - ((1/2 + 3/2) / 6/7)) / 1/9)
[69974] ['3/8', '2/3', '5/7', '7/9', '8'] -> (8 * (5/7 + (2/3 / (3/8 * 7/9))))
[69975] ['1/9', '5/6', '6/7', '5/2', '4'] -> (4 + (6/7 * (5/6 + (5/2 / 1/9))))
[69976] ['1/7', '2/5', '1/2', '2/3', '5'] -> (((1/2 / 1/7) + (5 / 2/5)) / 2/3)
[69977] ['2/9', '1/4', '8/5', '5/2', '4'] -> (8/5 * ((5/2 / 2/9) - (1/4 - 4)))
[69978] ['1/6', '4/7', '7/5', '7/4', '9'] -> ((4/7 + (9 / 7/5)) / (1/6 * 7/4))
[69979] ['2/9', '1/4', '8/5', '8/3', '4'] -> ((4 - (1/4 * 8/3)) / (2/9 / 8/5))
[69980] ['1/9', '1/2', '6/7', '8/5', '5'] -> ((5 / (1/2 - 1/9)) / (6/7 / 8/5))
[69981] ['1/9', '2/7', '2/7', '9/4', '7'] -> ((7 - (2/7 / 2/7)) / (1/9 * 9/4))
[69982] ['5/9', '5/7', '7/9', '3/2', '4'] -> (4 / (7/9 * (3/2 - (5/7 / 5/9))))
[69983] ['2/5', '5/6', '3/2', '8/5', '3'] -> (8/5 / ((2/5 - 5/6) + (3/2 / 3)))
[69984] ['2/9', '1/4', '8/5', '7/2', '4'] -> ((8/5 * (1/4 + 7/2)) + (4 / 2/9))
[69985] ['1/9', '5/6', '6/7', '4', '9/2'] -> (4 / ((1/9 / (6/7 - 5/6)) - 9/2))
[69986] ['1/4', '5/4', '9/7', '8/3', '5'] -> (9/7 * (8/3 + (5 / (1/4 * 5/4))))
[69987] ['1/5', '4/7', '2/3', '7/9', '6'] -> (7/9 * ((4/7 / 2/3) + (6 / 1/5)))
[69988] ['3/8', '2/3', '5/7', '6/7', '8'] -> ((2/3 + (5/7 / 3/8)) / (6/7 / 8))
[69989] ['2/5', '5/6', '3/2', '5/3', '3'] -> ((2/5 + (3 / 5/6)) / (5/3 - 3/2))
[69990] ['1/6', '4/7', '7/5', '7/3', '9'] -> ((((9 / 7/5) - 7/3) / 1/6) - 4/7)
[69991] ['1/9', '5/6', '7/8', '7/8', '4'] -> ((4 - (5/6 / 7/8)) / (1/9 / 7/8))
[69992] ['1/9', '2/7', '2/7', '7/2', '7'] -> ((7/2 + 7) * ((2/7 / 1/9) - 2/7))
[69993] ['1/9', '1/2', '6/7', '7/3', '5'] -> (((1/2 + (7/3 / 6/7)) / 1/9) - 5)
[69994] ['1/5', '4/7', '5/4', '7/4', '5'] -> ((5 + (4/7 * 7/4)) / (1/5 * 5/4))
[69995] ['2/5', '5/6', '3/2', '9/4', '3'] -> ((3/2 + (3 / (5/6 / 9/4))) / 2/5)
[69996] ['4/7', '4/5', '1', '4/3', '5/3'] -> ((5/3 / ((4/5 / 4/7) - 4/3)) - 1)
[69997] ['1/8', '1/7', '3/5', '6/7', '3'] -> ((6/7 + 3) / (3/5 * (1/8 + 1/7)))
[69998] ['3/8', '2/3', '5/7', '9/8', '8'] -> (8 / (((3/8 + 2/3) / 5/7) - 9/8))
[69999] ['2/5', '3/4', '6/7', '8/7', '4'] -> (6/7 / (3/4 - (8/7 / (2/5 * 4))))
[70000] ['1/5', '4/7', '5/4', '9/5', '5'] -> ((5 / 4/7) + ((5/4 + 9/5) / 1/5))
[70001] ['2/5', '5/6', '3/2', '7/3', '3'] -> ((3/2 / (2/5 * 5/6)) * (7/3 + 3))
[70002] ['1/9', '2/7', '1/3', '2/5', '7'] -> (((2/7 / 2/5) - 1/3) / (1/9 / 7))
[70003] ['1/9', '5/6', '7/8', '6/5', '4'] -> ((4 - 6/5) / (7/8 * (1/9 / 5/6)))
[70004] ['2/9', '1/4', '7/4', '7/4', '4'] -> ((4 / 2/9) / ((7/4 / 7/4) - 1/4))
[70005] ['1/9', '1/2', '7/8', '9/8', '5'] -> ((5 + (7/8 / (1/9 * 9/8))) / 1/2)
[70006] ['2/5', '5/6', '3/2', '5/2', '3'] -> (3/2 + ((5/2 * 3) / (2/5 * 5/6)))
[70007] ['3/8', '2/3', '5/7', '7/6', '8'] -> ((2/3 + (5/7 / 3/8)) * (7/6 * 8))
[70008] ['2/7', '5/6', '9/8', '3/2', '2'] -> (2 / (5/6 - (2/7 * (9/8 + 3/2))))
[70009] ['1/7', '2/5', '1/2', '7/6', '5'] -> ((5 / (1/7 / 2/5)) / (1/2 * 7/6))
[70010] ['2/5', '3/4', '6/7', '6/5', '4'] -> ((6/5 / (2/5 * (6/7 - 3/4))) - 4)
[70011] ['1/6', '4/7', '3/2', '5/3', '9'] -> (9 * ((5/3 / 4/7) - (1/6 * 3/2)))
[70012] ['2/5', '5/6', '3/2', '8/3', '3'] -> (3/2 + (3 * (5/6 + (8/3 / 2/5))))
[70013] ['1/9', '1/2', '7/8', '7/6', '5'] -> ((7/6 / 7/8) / ((1/9 * 5) - 1/2))
[70014] ['1/5', '4/7', '5/4', '5/2', '5'] -> (5/4 + ((1/5 + 5) / (4/7 / 5/2)))
[70015] ['2/9', '1/4', '7/4', '7/3', '4'] -> (((7/4 / 1/4) + (7/3 - 4)) / 2/9)
[70016] ['2/5', '3/4', '6/7', '5/4', '4'] -> (4 / (3/4 - (5/4 * (2/5 / 6/7))))
[70017] ['1/9', '5/6', '7/8', '7/5', '4'] -> ((4 - (7/5 * (5/6 / 7/8))) / 1/9)
[70018] ['3/8', '2/3', '5/7', '5/4', '8'] -> (8 * (3/8 + (5/4 / (2/3 * 5/7))))
[70019] ['2/7', '5/6', '9/8', '5/3', '2'] -> ((2 / 2/7) / ((5/6 + 9/8) - 5/3))
[70020] ['1/9', '2/7', '1/3', '5/8', '7'] -> (((2/7 * 7) - 1/3) / (1/9 * 5/8))
[70021] ['1/5', '4/7', '2/3', '9/7', '6'] -> (((4/7 / 2/3) + (6 / 1/5)) / 9/7)
[70022] ['1/5', '4/7', '5/4', '8/3', '5'] -> (8/3 * ((1/5 * 5/4) + (5 / 4/7)))
[70023] ['2/5', '5/6', '8/5', '8/5', '3'] -> (8/5 / (8/5 - (2/5 * (5/6 + 3))))
[70024] ['2/5', '3/4', '6/7', '9/7', '4'] -> (6/7 / (4 - (3/4 + (9/7 / 2/5))))
[70025] ['3/8', '2/3', '5/7', '4/3', '8'] -> ((2/3 + (5/7 / 3/8)) * (4/3 + 8))
[70026] ['4/7', '4/5', '1', '4/3', '7/2'] -> ((4/7 * 7/2) / (4/3 - (1 / 4/5)))
[70027] ['1/9', '2/7', '1/3', '3/4', '7'] -> ((2/7 * 1/3) / (1/9 - (3/4 / 7)))
[70028] ['1/5', '4/7', '5/4', '7/2', '5'] -> (7/2 * ((4/7 / 1/5) + (5 / 5/4)))
[70029] ['1/9', '1/2', '7/8', '5/4', '5'] -> (7/8 + (1/2 * (5/4 + (5 / 1/9))))
[70030] ['1/6', '4/7', '3/2', '8/3', '9'] -> (((4/7 + 3/2) * (8/3 + 9)) - 1/6)
[70031] ['2/9', '1/4', '9/5', '9/5', '4'] -> ((4 / 2/9) / ((9/5 / 9/5) - 1/4))
[70032] ['2/5', '5/6', '8/5', '9/5', '3'] -> ((8/5 * 9/5) * (5/6 + (3 / 2/5)))
[70033] ['2/7', '5/6', '9/8', '2', '9/4'] -> ((2 / 2/7) / (9/4 - (5/6 + 9/8)))
[70034] ['1/9', '2/7', '1/3', '5/6', '7'] -> ((7 / 2/7) - (5/6 - (1/9 / 1/3)))
[70035] ['1/5', '4/7', '9/7', '9/7', '5'] -> ((((9/7 + 5) / 1/5) - 4/7) / 9/7)
[70036] ['1/4', '5/4', '8/5', '7/3', '5'] -> (1/4 / (((5 - 5/4) / 8/5) - 7/3))
[70037] ['1/9', '5/6', '7/8', '9/5', '4'] -> (((9/5 / 1/9) + (4 / 5/6)) / 7/8)
[70038] ['1/7', '2/5', '1/2', '9/4', '5'] -> (((5 - (1/2 / 2/5)) / 1/7) - 9/4)
[70039] ['2/7', '5/6', '9/8', '2', '7/3'] -> (2 / (5/6 - (7/3 * (2/7 * 9/8))))
[70040] ['1/5', '4/7', '2/3', '9/5', '6'] -> ((9/5 / (1/5 * 2/3)) + (6 / 4/7))
[70041] ['1/6', '4/7', '8/5', '9/5', '9'] -> ((8/5 / (1/6 * 4/7)) - (9/5 - 9))
[70042] ['2/5', '3/4', '6/7', '7/4', '4'] -> (4 / ((7/4 / 6/7) - (3/4 / 2/5)))
[70043] ['2/9', '1/4', '9/5', '8/3', '4'] -> ((4 / ((2/9 * 9/5) - 1/4)) - 8/3)
[70044] ['1/9', '5/6', '7/8', '7/2', '4'] -> ((5/6 * 4) / ((7/8 / 7/2) - 1/9))
[70045] ['1/5', '4/7', '2/3', '9/4', '6'] -> (2/3 + (6 / (9/4 * (1/5 * 4/7))))
[70046] ['2/7', '5/6', '9/8', '2', '8/3'] -> (2 / ((9/8 * 8/3) - (5/6 / 2/7)))
[70047] ['1/7', '2/5', '1/2', '8/3', '5'] -> (8/3 * ((5 / 2/5) - (1/2 / 1/7)))
[70048] ['1/4', '5/4', '7/4', '8/3', '5'] -> (((5 / 5/4) - 7/4) / (1/4 / 8/3))
[70049] ['2/7', '5/6', '9/8', '2', '9/2'] -> (2 * ((9/2 / (2/7 / 5/6)) - 9/8))
[70050] ['2/9', '1/4', '9/5', '4', '9/2'] -> (9/2 / (2/9 - ((1/4 / 9/5) / 4)))
[70051] ['2/5', '5/6', '5/3', '5/2', '3'] -> ((5/2 + (5/3 / 2/5)) / (5/6 / 3))
[70052] ['1/9', '1/2', '7/8', '9/5', '5'] -> (9/5 / (1/9 * (1/2 + (7/8 / 5))))
