[256088] ['2/5', '7/6', '5/4', '9/7', '8'] -> ((((8 * 7/6) / 2/5) * 9/7) / 5/4)
[265112] ['1/5', '2/7', '7/8', '7/4', '7'] -> (7 * ((2/7 / 1/5) + (7/4 / 7/8)))
[265113] ['2/9', '5/7', '4/5', '5/3', '6'] -> (4/5 / ((2/9 / 5/7) - (5/3 / 6)))
[265114] ['2/5', '3/7', '5/6', '9/8', '9'] -> (9/8 * ((2/5 * 5/6) + (9 / 3/7)))
[265115] ['1/9', '5/8', '5/8', '9/8', '2'] -> ((2 + (5/8 / 5/8)) / (1/9 * 9/8))
[265116] ['4/9', '3/2', '9/4', '7/2', '7'] -> ((7/2 * 7) - (3/2 - (4/9 * 9/4)))
[265117] ['1/5', '2/7', '7/8', '9/5', '7'] -> (((7 + (2/7 - 9/5)) * 7/8) / 1/5)
[265118] ['2/9', '1/4', '9/7', '9/7', '2'] -> (((2 / 2/9) - 9/7) / (1/4 * 9/7))
[265119] ['3/7', '4/7', '7/5', '8/3', '8'] -> (7/5 * ((8 / 3/7) - (4/7 * 8/3)))
[265120] ['4/9', '3/2', '7/3', '7/3', '7'] -> ((7/3 + 7) / (7/3 - (4/9 + 3/2)))
[265121] ['2/5', '3/7', '5/6', '7/6', '9'] -> ((9 + (7/6 * (3/7 / 5/6))) / 2/5)
[265122] ['2/7', '5/8', '6/7', '8/3', '3'] -> (3 / (6/7 - (5/8 + (2/7 / 8/3))))
[265123] ['2/9', '4/5', '6/7', '1', '6/5'] -> ((4/5 / (2/9 * 1) - 6/7)) - 6/5)
[265124] ['1/4', '5/6', '7/5', '7/2', '9'] -> ((9 - (7/2 / (5/6 * 7/5))) / 1/4)
[265125] ['2/9', '1/4', '9/7', '7/5', '2'] -> (2 / (2/9 - (1/4 / (9/7 * /5)))
)[265126] ['3/7', '4/7', '7/5', '7/2', '8'] -> (4/7 + (8 * (3/7 + (7/2 / 7/5))))
[265127] ['1/4', '5/6', '7/5', '9/2', '9'] -> (((9 * (5/6 * 7/5)) - 9/2) / 1/4)
[265128] ['2/5', '3/7', '5/6', '6/5', '9'] -> ((5/6 * 9) * (2/5 + (6/5 / 3/7)))
[265129] ['2/7', '5/8', '6/7', '3', '9/2'] -> (((3 + (2/7 / 6/7)) * 9/2) / 5/8)
[265130] ['4/9', '3/2', '7/3', '7/2', '7'] -> (7 / (7/3 * (7/2 - (3/2 / 4/9))))
[265131] ['1/8', '5/9', '2', '9/2', '9/2'] -> (((5/9 * (9/2 + 9/2)) - 2) / 1/8)
[265132] ['3/7', '4/7', '7/5', '9/2', '8'] -> ((7/5 * 8) * ((4/7 * 9/2) - 3/7))
[265133] ['1/5', '2/7', '7/8', '8/3', '7'] -> ((1/5 + 7) * (2/7 + (8/3 / 7/8)))
[265134] ['1/9', '2/7', '2/5', '7/9', '6'] -> ((1/9 / 2/5) + ((7/9 + 6) / 2/7))
[265135] ['1/6', '4/9', '1', '5/4', '9/5'] -> (1 / (1/6 * (5/4 / 9/5)) - 4/9))
[265136] ['1/9', '5/8', '5/8', '9/7', '2'] -> ((5/8 + ((5/8 + 2) / 9/7)) / 1/9)
[265137] ['2/9', '1/4', '9/7', '5/3', '2'] -> (2/9 / (((2 - 5/3) / 9/7) - 1/4))
[265138] ['1/9', '2/7', '2/5', '5/6', '6'] -> (((5/6 * 2/5) / 1/9) + (6 / 2/7))
[265139] ['1/6', '4/9', '1', '5/4', '5/2'] -> ((1/6 + 5/2) / (4/9 * (5/4 - 1)))
[265140] ['3/7', '4/7', '8/5', '9/4', '8'] -> ((8/5 * 9/4) * (8 - (4/7 / 3/7)))
[265141] ['2/5', '3/7', '5/6', '8/5', '9'] -> ((2/5 - 8/5) + (9 / (3/7 * 5/6)))
[265142] ['2/9', '5/7', '4/5', '7/2', '6'] -> ((5/7 * 7/2) * (6 + (4/5 / 2/9)))
[265143] ['1/4', '7/9', '1', '6/5', '7/5'] -> ((7/5 / (1/4 * (1 - 7/9))) - 6/5)
[265144] ['1/8', '4/7', '4/7', '3/4', '2'] -> (((4/7 * 3/4) + (4/7 + 2)) / 1/8)
[265145] ['1/9', '2/7', '2/5', '6/7', '6'] -> ((6 - 2/7) / (6/7 * (1/9 / 2/5)))
[265146] ['2/7', '5/8', '7/8', '6/5', '3'] -> ((6/5 + (3 / 5/8)) / (2/7 * 7/8))
[265147] ['1/6', '4/9', '1', '5/4', '7/2'] -> (((7/2 * 5/4) / 1/6) - (1 / 4/9))
[265148] ['4/9', '5/8', '6/7', '9/5', '2'] -> (2 / (6/7 * (4/9 - (5/8 / 9/5))))
[265149] ['3/7', '4/7', '8/5', '7/2', '8'] -> ((8/5 + 8) * (7/2 - (3/7 + 4/7)))
[265150] ['2/7', '5/8', '7/8', '5/4', '3'] -> (((3 / (2/7 * 5/8)) * 5/4) / 7/8)
[265151] ['1/6', '4/9', '1', '9/7', '9/7'] -> ((1 + 9/7) / (9/7 * (1/6 * 4/9)))
[265152] ['4/9', '8/5', '8/5', '5/3', '7'] -> (((5/3 * 7) - (8/5 / 8/5)) / 4/9)
[265153] ['1/9', '1/8', '7/8', '1', '5/2'] -> (((1 - 1/9) * (7/8 + 5/2)) / 1/8)
[265154] ['3/7', '4/7', '5/3', '5/3', '8'] -> (8 / ((4/7 / 3/7) - (5/3 / 5/3)))
[265155] ['2/9', '1/4', '9/7', '9/5', '2'] -> ((9/7 + 9/5) * ((2 / 1/4) - 2/9))
[265156] ['4/9', '5/8', '6/7', '2', '7/3'] -> ((6/7 + 2) * (7/3 / (4/9 * 5/8)))
[265157] ['1/6', '4/9', '1', '9/7', '4/3'] -> (4/3 / (1/6 * (1 / 9/7)) - 4/9))
[265158] ['1/5', '2/7', '8/9', '8/7', '7'] -> (8/9 * (7 + (8/7 / (1/5 * 2/7))))
[265159] ['1/8', '4/7', '4/7', '4/5', '2'] -> (((4/7 + (2 / 4/5)) / 1/8) - 4/7)
[265160] ['4/9', '8/5', '8/5', '9/5', '7'] -> (8/5 * (8/5 + (9/5 * (4/9 + 7))))
[265161] ['1/9', '1/8', '7/8', '1', '7/2'] -> (1 / (1/9 * (1/8 + (7/8 / 7/2))))
[265162] ['1/9', '2/7', '2/5', '7/6', '6'] -> (((7/6 * 2/5) / 1/9) * (6 - 2/7))
[265163] ['1/9', '1/8', '7/8', '1', '9/2'] -> (1 / ((1/9 + 1/8) - (7/8 / 9/2)))
[265164] ['1/9', '2/7', '2/5', '6/5', '6'] -> ((2/5 / (1/9 * 6/5)) + (6 / 2/7))
[265165] ['1/8', '4/7', '4/7', '8/9', '2'] -> ((((2 / 1/8) - 4/7) * 8/9) / 4/7)
[265166] ['1/4', '5/6', '9/5', '7/2', '9'] -> ((7/2 / (1/4 * 5/6)) - (9/5 - 9))
[265167] ['2/5', '3/7', '5/6', '9/4', '9'] -> ((9/4 / 3/7) + ((9 * 5/6) / 2/5))
[265168] ['1/9', '1/8', '8/9', '8/9', '1'] -> ((1 / 1/8) + ((8/9 + 8/9) / 1/9))
[265169] ['1/9', '5/8', '5/8', '2', '5/2'] -> (5/2 / (1/9 * (5/8 + (5/8 / 2))))
[265170] ['4/9', '8/5', '8/5', '5/2', '7'] -> ((4/9 + (8/5 * 5/2)) * (7 - 8/5))
[265171] ['1/6', '4/9', '1', '9/7', '5/3'] -> (((5/3 + (4/9 + 1)) * 9/7) / 1/6)
[265172] ['2/7', '5/8', '7/8', '5/3', '3'] -> (3 / ((5/8 / 5/3) - (2/7 * 7/8)))
[265173] ['1/9', '1/8', '8/9', '1', '9/8'] -> (((9/8 + (8/9 + 1)) / 1/8) - 1/9)
[265174] ['1/4', '5/6', '7/3', '7/3', '9'] -> ((7/3 + 9) + ((5/6 + 7/3) / 1/4))
[265175] ['3/7', '4/7', '9/5', '7/3', '8'] -> ((4/7 + 8) * (9/5 + (3/7 * 7/3)))
[265176] ['2/5', '3/7', '5/6', '7/2', '9'] -> ((3/7 + (2/5 * 5/6)) * (7/2 * 9))
[265177] ['1/9', '2/7', '2/5', '4/3', '6'] -> (((6 + (4/3 / 2/5)) * 2/7) / 1/9)
[265178] ['4/9', '8/5', '8/5', '9/2', '7'] -> (8/5 + ((4/9 * 8/5) * (9/2 * 7)))
[265179] ['2/9', '5/7', '5/6', '6/5', '6'] -> (5/7 * (6/5 + (6 / (2/9 * 5/6))))
[265180] ['2/9', '4/5', '6/7', '1', '7/2'] -> (((1 / 4/5) + (7/2 / 6/7)) / 2/9)
[265181] ['1/4', '5/6', '8/3', '8/3', '9'] -> (8/3 / (9 - ((8/3 * 5/6) / 1/4)))
[265182] ['3/7', '4/7', '9/5', '7/2', '8'] -> ((9/5 - 3/7) * (7/2 + (8 / 4/7)))
[265183] ['2/9', '5/7', '5/6', '5/4', '6'] -> (6 * ((5/6 / (2/9 * 5/7)) - 5/4))
[265184] ['2/7', '5/8', '7/8', '9/5', '3'] -> (((9/5 / 7/8) + (3 / 5/8)) / 2/7)
[265185] ['1/6', '4/9', '1', '9/7', '7/3'] -> (9/7 / ((1 / 7/3) - (1/6 / 4/9)))
[265186] ['1/5', '2/7', '8/9', '9/7', '7'] -> ((8/9 / 9/7) * ((7 / 1/5) - 2/7))
[265187] ['4/9', '8/5', '5/3', '7/4', '7'] -> ((5/3 / 7/4) * ((7 * 8/5) / 4/9))
[265188] ['1/8', '4/7', '4/7', '7/5', '2'] -> (7/5 * ((4/7 + 4/7) + (2 / 1/8)))
[265189] ['1/9', '2/7', '2/5', '5/3', '6'] -> (((5/3 * 2/7) / 1/9) * (6 - 2/5))
[265190] ['4/9', '8/5', '5/3', '9/5', '7'] -> (8/5 / ((7 * (4/9 / 5/3)) - 9/5))
[265191] ['2/9', '5/7', '5/6', '4/3', '6'] -> (((6 / 5/6) - (4/3 / 5/7)) / 2/9)
[265192] ['1/9', '1/8', '8/9', '1', '9/7'] -> (((8/9 / (9/7 - 1)) - 1/9) / 1/8)
[265193] ['1/8', '4/7', '4/7', '8/5', '2'] -> (8/5 * ((2 / 1/8) - (4/7 / 4/7)))
[265194] ['1/4', '7/9', '1', '6/5', '9/2'] -> (6/5 * ((9/2 / (1 - 7/9)) - 1/4))
[265195] ['1/6', '4/9', '1', '9/7', '9/2'] -> (((1 + 9/7) * (1/6 + 9/2)) / 4/9)
[265196] ['1/4', '6/7', '6/7', '7/6', '9'] -> (((9 / 7/6) - (6/7 + 6/7)) / 1/4)
[265197] ['1/9', '5/8', '2/3', '6/7', '2'] -> (((2 / 6/7) - 2/3) / (1/9 * 5/8))
[265198] ['2/9', '5/7', '5/6', '7/5', '6'] -> ((5/7 + (6 / (2/9 * 7/5))) / 5/6)
[265199] ['4/9', '5/8', '7/8', '6/5', '2'] -> ((5/8 * 6/5) / (2 - (7/8 / 4/9)))
[265200] ['2/7', '5/8', '7/8', '8/3', '3'] -> (8/3 * ((3 / 2/7) - (5/8 + 7/8)))
[265201] ['1/5', '2/7', '8/9', '3/2', '7'] -> (3/2 + (7 / (2/7 * (1/5 + 8/9))))
[265202] ['4/9', '8/5', '5/3', '8/3', '7'] -> (((7 - (8/5 / 8/3)) * 5/3) / 4/9)
[265203] ['1/4', '6/7', '6/7', '7/5', '9'] -> ((9 / (1/4 * 7/5)) - (6/7 + 6/7))
[265204] ['1/9', '2/7', '2/5', '7/3', '6'] -> (((6 + (2/7 * 7/3)) * 2/5) / 1/9)
[265205] ['1/5', '2/7', '8/9', '8/5', '7'] -> (8/5 + (((1/5 + 7) * 8/9) / 2/7))
[265206] ['2/5', '3/7', '6/7', '4/3', '9'] -> ((6/7 / (3/7 * 4/3)) + (9 / 2/5))
[265207] ['2/9', '1/4', '7/5', '2', '7/3'] -> (2 / ((1/4 / 7/5) - (2/9 / 7/3)))
[265208] ['1/8', '4/7', '4/7', '2', '8/3'] -> ((4/7 + (4/7 / 1/8)) * (2 + 8/3))
[265209] ['2/9', '4/5', '7/8', '1', '6/5'] -> (4/5 / ((2/9 * 6/5) * 1) - 7/8))
[265210] ['1/9', '1/8', '8/9', '1', '5/2'] -> (((8/9 * (1 + 5/2)) - 1/9) / 1/8)
[265211] ['2/9', '5/7', '5/6', '5/3', '6'] -> ((((6 * 5/6) / 5/7) - 5/3) / 2/9)
[265212] ['1/6', '4/9', '1', '7/5', '7/5'] -> ((((1 + 7/5) / 4/9) - 7/5) / 1/6)
[265213] ['1/4', '6/7', '6/7', '9/5', '9'] -> (((6/7 / 6/7) + (9 / 9/5)) / 1/4)
[265214] ['2/7', '5/8', '8/9', '8/7', '3'] -> ((3 + (8/7 / 8/9)) / (2/7 * 5/8))
[265215] ['1/8', '4/7', '4/7', '2', '9/2'] -> (((9/2 + (4/7 - 2)) / 1/8) - 4/7)
[265216] ['1/9', '2/7', '2/5', '7/2', '6'] -> (((7/2 * 2/7) / 1/9) + (6 / 2/5))
[265217] ['4/9', '8/5', '7/4', '7/4', '7'] -> (7 / (4/9 * (7/4 - (7/4 / 8/5))))
[265218] ['2/9', '5/7', '5/6', '7/4', '6'] -> ((6 - (5/6 / (5/7 * 7/4))) / 2/9)
[265219] ['1/4', '7/9', '1', '5/4', '5/3'] -> (5/3 / ((1/4 * 5/4) * 1) - 7/9))
[265220] ['2/5', '3/7', '6/7', '9/4', '9'] -> ((9 / 2/5) - (3/7 - (6/7 * 9/4)))
[265221] ['2/7', '5/8', '8/9', '7/6', '3'] -> ((2/7 + 3) / ((8/9 / 7/6) - 5/8))
[265222] ['1/9', '5/8', '2/3', '5/3', '2'] -> ((5/3 + 2) / (2/3 + (1/9 - 5/8)))
[265223] ['1/4', '6/7', '7/8', '8/9', '9'] -> ((7/8 * 8/9) * ((9 * 6/7) / 1/4))
[265224] ['4/9', '5/8', '7/8', '5/3', '2'] -> (5/3 / ((4/9 + 7/8) - (5/8 * 2)))
[265225] ['1/5', '2/7', '8/9', '9/4', '7'] -> (7 * ((2/7 / 1/5) + (8/9 * 9/4)))
[265226] ['1/9', '1/8', '1', '9/8', '7/6'] -> (1/9 / (1/8 * (7/6 / 9/8)) - 1))
[265227] ['2/5', '3/7', '6/7', '8/3', '9'] -> (9 / ((6/7 / (2/5 * 8/3)) - 3/7))
[265228] ['1/9', '2/7', '3/7', '3/7', '6'] -> (6 * ((3/7 / 1/9) - (2/7 - 3/7)))
[265229] ['1/6', '4/9', '1', '7/5', '5/3'] -> ((1 + 7/5) / ((4/9 / 5/3) - 1/6))
[265230] ['4/9', '8/5', '7/4', '7/3', '7'] -> (8/5 * ((7 / 4/9) - (7/4 / 7/3)))
[265231] ['1/4', '6/7', '7/8', '6/5', '9'] -> (9 / (((6/7 * 7/8) / 6/5) - 1/4))
[265232] ['1/9', '2/7', '3/7', '3/5', '6'] -> ((6 + (2/7 / (1/9 * 3/5))) / 3/7)
[265233] ['2/9', '4/5', '7/8', '1', '8/5'] -> (8/5 / (2/9 * (1 - (4/5 * 7/8))))
[265234] ['2/5', '3/7', '6/7', '9/2', '9'] -> (((9 / 2/5) - (3/7 * 9/2)) / 6/7)
[265235] ['4/9', '5/8', '7/8', '9/5', '2'] -> (2 / (7/8 - (4/9 + (5/8 / 9/5))))
[265236] ['4/9', '8/5', '7/4', '5/2', '7'] -> (8/5 * ((7/4 - 5/2) + (7 / 4/9)))
[265237] ['1/9', '5/8', '5/7', '5/7', '2'] -> (5/7 / (1/9 * 5/8) - (5/7 / 2)))
[265238] ['3/7', '3/5', '3/5', '7/6', '8'] -> ((3/5 / 7/6) * (8 / (3/5 - 3/7)))
[265239] ['2/9', '5/7', '5/6', '7/2', '6'] -> ((6 / 2/9) - (7/2 * (5/7 / 5/6)))
[265240] ['4/9', '8/5', '7/4', '8/3', '7'] -> (((8/3 + (7 / 7/4)) * 8/5) / 4/9)
[265241] ['1/4', '6/7', '7/8', '7/5', '9'] -> (9 / (7/5 * (7/8 + (1/4 - 6/7))))
[265242] ['3/7', '3/5', '3/5', '6/5', '8'] -> ((3/5 * 8) / ((3/5 / 3/7) - 6/5))
[265243] ['1/9', '5/8', '5/7', '3/4', '2'] -> ((2 / (1/9 * 5/7)) - (3/4 / 5/8))
[265244] ['2/7', '5/8', '8/9', '7/5', '3'] -> (3 / ((5/8 / 7/5) - (2/7 / 8/9)))
[265245] ['2/9', '5/7', '5/6', '9/2', '6'] -> ((5/7 / 5/6) * (9/2 * (2/9 + 6)))
[265246] ['1/9', '5/8', '5/7', '7/9', '2'] -> ((2 + (1/9 / 7/9)) / (5/7 - 5/8))
[265247] ['1/9', '1/8', '1', '9/8', '7/5'] -> ((1 + 7/5) * ((9/8 / 1/9) - 1/8))
[265248] ['1/8', '4/7', '3/5', '5/6', '2'] -> (((2 / 4/7) - (3/5 * 5/6)) / 1/8)
[265249] ['1/4', '7/9', '1', '5/4', '7/2'] -> (1 + ((5/4 + (7/2 / 7/9)) / 1/4))
[265250] ['1/4', '6/7', '7/8', '5/3', '9'] -> (9 * ((1/4 + 5/3) + (6/7 * 7/8)))
[265251] ['3/7', '3/5', '3/5', '4/3', '8'] -> ((3/5 + 3/5) * (4/3 + (8 / 3/7)))
[265252] ['4/9', '5/8', '7/8', '2', '9/2'] -> (2 / ((4/9 * 5/8) - (7/8 / 9/2)))
[265253] ['2/5', '3/7', '7/8', '7/6', '9'] -> (9 / (((7/6 * 3/7) / 2/5) - 7/8))
[265254] ['2/9', '4/5', '7/8', '1', '7/3'] -> (7/3 / (((1 - 2/9) / 4/5) - 7/8))
[265255] ['2/9', '5/7', '6/7', '8/7', '6'] -> (((5/7 + (6/7 / 2/9)) * 6) / 8/7)
[265256] ['2/7', '5/8', '8/9', '5/3', '3'] -> (5/3 / (5/8 * (8/9 / 2/7)) - 3))
[265257] ['2/5', '3/7', '7/8', '6/5', '9'] -> (7/8 * (3/7 + ((9 * 6/5) / 2/5)))
[265258] ['1/5', '2/7', '9/8', '7/6', '7'] -> (7 / (1/5 * (9/8 + (2/7 * 7/6))))
[265259] ['1/4', '7/9', '1', '9/7', '4/3'] -> (4/3 / ((1/4 * 7/9) * 9/7) - 1))
[265260] ['3/7', '3/5', '3/5', '5/3', '8'] -> (8 / ((3/5 / 3/7) + (3/5 - 5/3)))
[265261] ['1/6', '4/9', '1', '3/2', '7/4'] -> (1 / ((4/9 / 1/6) - (3/2 * 7/4)))
[265262] ['2/9', '4/5', '7/8', '1', '5/2'] -> (1 / ((2/9 * 5/2) * 7/8) - 4/5))
[265263] ['3/7', '3/5', '3/5', '7/4', '8'] -> (((8 * (3/7 + 3/5)) * 7/4) / 3/5)
[265264] ['1/4', '6/7', '8/9', '9/8', '9'] -> (((8/9 * 6/7) / 1/4) * (9 - 9/8))
[265265] ['4/9', '8/5', '9/5', '7/2', '7'] -> ((7/2 * 7) - (9/5 * (4/9 / 8/5)))
[265266] ['3/7', '3/5', '3/5', '9/5', '8'] -> (8 * ((9/5 / 3/7) - (3/5 + 3/5)))
[265267] ['1/9', '2/7', '3/7', '5/4', '6'] -> (((6 * 3/7) / 1/9) / (5/4 - 2/7))
[265268] ['2/9', '4/5', '7/8', '1', '8/3'] -> ((7/8 + 1) * (4/5 + (8/3 / 2/9)))
[265269] ['4/9', '5/8', '8/9', '6/5', '2'] -> (2 / (5/8 * (4/9 + 8/9)) - 6/5))
[265270] ['1/8', '4/7', '3/5', '8/7', '2'] -> ((8/7 / (3/5 - 4/7)) - (2 / 1/8))
[265271] ['2/9', '5/7', '6/7', '5/4', '6'] -> ((6 - (5/7 / (6/7 * /4))) / 2/9)
[265272] ['2/9', '1/4', '7/4', '9/5', '2'] -> (2 / ((7/4 / 9/5) - (2/9 / 1/4)))
[265273] ['4/9', '8/5', '9/4', '9/4', '7'] -> ((7 / ((8/5 / 9/4) - 4/9)) - 9/4)
[265274] ['4/9', '5/8', '8/9', '5/4', '2'] -> (2 / (5/4 - (8/9 + (4/9 * 5/8))))
[265275] ['1/6', '4/9', '1', '8/5', '8/5'] -> (8/5 / ((4/9 / 1/6) - (1 + 8/5)))
[265276] ['1/9', '2/7', '3/7', '7/5', '6'] -> (7/5 * ((6 / 2/7) - (3/7 / 1/9)))
[265277] ['1/6', '4/9', '1', '8/5', '5/3'] -> ((1 + 5/3) / ((4/9 / 8/5) - 1/6))
[265278] ['1/5', '2/7', '9/8', '4/3', '7'] -> ((9/8 / 1/5) + (7 / (2/7 * 4/3)))
[265279] ['2/9', '1/4', '7/4', '2', '9/4'] -> (1/4 + (2 * (7/4 + (9/4 / 2/9))))
[265280] ['4/9', '8/5', '9/4', '8/3', '7'] -> (((8/3 * 7) / (4/9 * 8/5)) - 9/4)
[265281] ['2/9', '4/5', '8/9', '1', '9/8'] -> (1 / ((2/9 / 4/5) + (8/9 - 9/8)))
[265282] ['1/4', '6/7', '8/9', '9/7', '9'] -> (((8/9 * (9 - 9/7)) - 6/7) / 1/4)
[265283] ['1/9', '2/7', '3/7', '7/4', '6'] -> ((3/7 / (1/9 * 2/7)) + (7/4 * 6))
[265284] ['3/7', '3/5', '5/8', '2/3', '8'] -> (8 / ((3/5 / 3/7) - (2/3 / 5/8)))
[265285] ['1/9', '2/7', '3/7', '9/5', '6'] -> (((6 / 9/5) - (2/7 / 3/7)) / 1/9)
[265286] ['2/9', '1/4', '9/5', '2', '9/4'] -> ((2/9 + 2) * (9/5 + (9/4 / 1/4)))
[265287] ['4/9', '8/5', '9/4', '9/2', '7'] -> ((4/9 * 8/5) * (9/4 + (9/2 * 7)))
[265288] ['1/9', '5/8', '5/7', '9/7', '2'] -> ((2 + (1/9 * 9/7)) / (5/7 - 5/8))
[265289] ['1/4', '6/7', '8/9', '3/2', '9'] -> (1/4 + (9 * (8/9 + (3/2 / 6/7))))
[265290] ['3/7', '3/5', '5/8', '5/7', '8'] -> (((5/7 / 3/7) + (8 / 3/5)) / 5/8)
[265291] ['1/5', '2/7', '9/8', '8/5', '7'] -> (8/5 + ((1/5 + 7) / (2/7 * 9/8)))
[265292] ['4/9', '8/5', '7/3', '7/3', '7'] -> ((8/5 * 7) * (7/3 - (4/9 / 7/3)))
[265293] ['2/5', '3/7', '7/8', '9/5', '9'] -> (7/8 * (3/7 + ((9/5 + 9) / 2/5)))
[265294] ['2/9', '5/7', '6/7', '7/3', '6'] -> (((6 / 6/7) - (5/7 * 7/3)) / 2/9)
[265295] ['2/9', '1/4', '9/5', '2', '5/2'] -> (((2 + (2/9 * 9/5)) * 5/2) / 1/4)
[265296] ['1/9', '2/7', '3/7', '5/2', '6'] -> ((6 + (2/7 / 3/7)) / (1/9 * 5/2))
[265297] ['1/4', '6/7', '8/9', '5/3', '9'] -> ((5/3 - 8/9) * ((9 * 6/7) / 1/4))
[265299] ['1/6', '4/9', '1', '5/3', '7/3'] -> (7/3 / (1/6 * (1 / 4/9)) - 5/3))
[265298] ['4/9', '5/8', '8/9', '2', '7/3'] -> ((2 + 7/3) / ((4/9 + 5/8) - 8/9))
[265300] ['4/9', '8/5', '7/3', '8/3', '7'] -> (((7 + (7/3 - 8/3)) * 8/5) / 4/9)
[265301] ['1/4', '6/7', '8/9', '7/4', '9'] -> (6/7 + (9 / (7/4 * (1/4 * 8/9))))
[265302] ['1/8', '4/7', '3/5', '9/5', '2'] -> ((9/5 / (1/8 * 4/7)) - (3/5 * 2))
[265303] ['1/5', '2/7', '9/8', '9/4', '7'] -> (7 * ((2/7 / 1/5) + (9/4 / 9/8)))
[265304] ['3/7', '3/5', '5/8', '4/5', '8'] -> (8 * ((3/5 / (4/5 - 5/8)) - 3/7))
[265305] ['4/9', '5/8', '8/9', '2', '7/2'] -> (2 / ((7/2 * (4/9 * 5/8)) - 8/9))
[265306] ['2/5', '3/7', '7/8', '7/2', '9'] -> (((9 / 2/5) - (3/7 * 7/2)) / 7/8)
[265307] ['1/9', '2/7', '4/9', '2/3', '6'] -> (6 * (1/9 + ((4/9 + 2/3) / 2/7)))
[265308] ['1/4', '6/7', '8/9', '7/3', '9'] -> (((8/9 * 9) - (6/7 * 7/3)) / 1/4)
[265309] ['4/9', '8/5', '5/2', '5/2', '7'] -> ((5/2 * (7 + (8/5 / 4/9))) - 5/2)
[265310] ['2/7', '5/8', '9/8', '7/5', '3'] -> (3 / ((5/8 / 7/5) - (2/7 * 9/8)))
[265311] ['2/9', '4/5', '8/9', '1', '9/5'] -> (9/5 / (((1 - 2/9) / 8/9) - 4/5))
[265312] ['1/4', '7/9', '1', '4/3', '4/3'] -> (1 / ((7/9 / (4/3 + 4/3)) - 1/4))
[265313] ['1/6', '4/9', '1', '7/4', '5/2'] -> (((5/2 * 7/4) / 1/6) - (1 / 4/9))
[265314] ['2/5', '3/7', '7/8', '9/2', '9'] -> (7/8 * ((3/7 + 9/2) + (9 / 2/5)))
[265315] ['2/9', '5/7', '7/8', '8/7', '6'] -> (7/8 * ((6 / 2/9) - (5/7 - 8/7)))
[265316] ['4/9', '5/8', '9/8', '7/6', '2'] -> (2 / ((5/8 / (4/9 * 9/8)) - 7/6))
[265317] ['1/8', '4/7', '3/5', '2', '7/2'] -> ((2 - 4/7) * ((7/2 * 3/5) / 1/8))
[265318] ['2/7', '5/8', '9/8', '8/5', '3'] -> ((((3 / 2/7) - 9/8) * 8/5) / 5/8)
[265319] ['1/6', '4/9', '1', '7/4', '7/2'] -> (((1 / 4/9) - (7/4 - 7/2)) / 1/6)
[265320] ['1/9', '1/8', '1', '7/6', '7/6'] -> ((7/6 + 7/6) / (1/9 * (1 - 1/8)))
[265321] ['1/9', '2/7', '4/9', '5/6', '6'] -> ((6 + (4/9 / (1/9 * 2/7))) / 5/6)
[265322] ['3/7', '3/5', '5/8', '9/8', '8'] -> (8 * ((3/5 * 5/8) + (9/8 / 3/7)))
[265323] ['1/4', '6/7', '8/9', '9/2', '9'] -> ((6/7 * 8/9) * ((9 / 1/4) - 9/2))
[265324] ['1/9', '2/7', '4/9', '8/9', '6'] -> (((6 / 2/7) - (1/9 - 4/9)) / 8/9)
[265325] ['1/9', '1/8', '1', '7/6', '7/5'] -> (1 / (7/5 * 1/8) - (1/9 / 7/6)))
[265326] ['2/9', '5/7', '7/8', '9/7', '6'] -> (6 / (2/9 * (9/7 + (5/7 - 7/8))))
[265327] ['3/7', '3/5', '5/8', '9/7', '8'] -> (8 * ((9/7 / (3/5 * 5/8)) - 3/7))
[265328] ['1/9', '5/8', '5/7', '2', '5/2'] -> (2 / ((5/8 / (5/7 + 5/2)) - 1/9))
[265329] ['1/4', '7/9', '1', '4/3', '9/5'] -> (4/3 / (1/4 * (7/9 - (1 / 9/5))))
[265330] ['1/5', '2/7', '8/7', '7/6', '7'] -> ((((7 / 7/6) - 8/7) / 1/5) - 2/7)
[265331] ['2/9', '5/7', '7/8', '4/3', '6'] -> (6 / ((2/9 + 4/3) * 7/8) - 5/7))
[265332] ['1/6', '4/9', '1', '9/5', '7/2'] -> (((7/2 / (1/6 * 9/5)) - 1) / 4/9)
[265333] ['4/9', '8/5', '7/2', '9/2', '7'] -> (7 + (9/2 * (7/2 + (4/9 / 8/5))))
[265334] ['1/4', '6/7', '9/8', '5/4', '9'] -> (9 * ((1/4 / 6/7) + (9/8 + 5/4)))
[265335] ['2/7', '5/8', '9/8', '5/2', '3'] -> (3 / (2/7 * (5/8 * 5/2)) - 9/8))
[265336] ['1/8', '4/7', '5/8', '3/4', '2'] -> (((2 + (5/8 / 4/7)) / 1/8) - 3/4)
[265337] ['1/5', '2/7', '8/7', '9/7', '7'] -> ((1/5 + (8/7 / 2/7)) * (7 - 9/7))
[265338] ['2/5', '3/7', '8/9', '9/7', '9'] -> (9 / ((9/7 / 8/9) - (3/7 / 2/5)))
[265339] ['1/9', '1/8', '1', '6/5', '5/4'] -> (1 / ((5/4 * (1/9 * 6/5)) - 1/8))
[265340] ['2/9', '2/7', '2/7', '5/9', '2'] -> ((2/7 + 2) / (2/7 * (5/9 - 2/9)))
