[195031] ['3/4', '7/9', '8/7', '4/3', '8'] -> 8 / (3/4 * (4/3 - 7/9 * 8/7))
[198893] ['1/7', '1/5', '1', '6/5', '3/2'] -> (1/5 + 1 / 1/7) / (3/2 - 6/5)
[198894] ['2/5', '5/7', '5/6', '9/4', '7'] -> 5/7 / (5/6 - 9/4 / (2/5 * 7))
[198895] ['3/7', '7/9', '6/5', '5/4', '6'] -> 5/4 * (6/5 + 6 / (3/7 * 7/9))
[198896] ['4/5', '9/7', '7/4', '7/4', '5'] -> 5 * (4/5 + 7/4 + 9/7 * 7/4)
[198897] ['2/9', '5/8', '7/9', '7/9', '3'] -> 7/9 / 7/9 / (2/9 * 3 - 5/8)
[198898] ['7/9', '7/6', '9/5', '8/3', '9'] -> (8/3 + 7/9 / 7/6) * (9 - 9/5)
[198899] ['1/6', '1/2', '7/8', '9/5', '2'] -> 1/6 * 2 / (1/2 - 7/8 / 9/5)
[198900] ['5/8', '2/3', '5/7', '6/5', '6'] -> 6 / 6/5 / (5/8 / 5/7 - 2/3)
[198901] ['1/7', '3/5', '3/5', '5/4', '7'] -> (3/5 + 7 / (1/7 / 3/5)) / 5/4
[198902] ['2/5', '5/7', '5/6', '7/3', '7'] -> (7 / 2/5 - 5/6 / 7/3) / 5/7
[198903] ['5/8', '2/3', '5/7', '5/4', '6'] -> 6 / (2/3 * (5/4 - 5/8 / 5/7))
[198904] ['2/5', '5/7', '5/6', '5/2', '7'] -> 7 * (5/2 + 5/6 * (2/5 + 5/7))
[198905] ['7/9', '7/6', '9/4', '8/3', '9'] -> (9 + 7/9 + 8/3) / (7/6 / 9/4)
[198906] ['1/6', '1/2', '8/9', '7/6', '2'] -> (1/6 + 7/6) / (1/2 - 8/9 / 2)
[198907] ['1/5', '2/5', '4/7', '1', '7/2'] -> 4/7 * 7/2 / (1/5 * 2/5) - 1
[198908] ['3/7', '7/9', '6/5', '4/3', '6'] -> 6 / (3/7 * (4/3 - 7/9)) - 6/5
[198909] ['5/7', '5/4', '7/4', '2', '7/3'] -> 2 / 5/7 / (7/3 / 5/4 - 7/4)
[198910] ['3/5', '8/9', '5/4', '5/3', '8'] -> 8 / (3/5 * (5/3 - 8/9 * 5/4))
[198911] ['2/9', '5/8', '7/9', '7/8', '3'] -> 2/9 / (5/8 - 7/8 + 7/9 / 3)
[198912] ['2/5', '5/7', '5/6', '8/3', '7'] -> 2/5 * 5/6 + 7 * (5/7 + 8/3)
[198913] ['4/5', '9/7', '7/4', '5/2', '5'] -> 7/4 * 5/2 * (5 - (4/5 - 9/7))
[198914] ['1/7', '1/5', '1', '6/5', '7/3'] -> (6/5 - (1/7 - 1)) / (1/5 / 7/3)
[198915] ['7/9', '7/6', '5/2', '5/2', '9'] -> 5/2 * (9 + 7/6 / (7/9 * 5/2))
[198916] ['1/5', '2/5', '4/7', '1', '9/2'] -> (1 + 9/2 - 2/5 / 4/7) / 1/5
[198917] ['1/7', '3/5', '3/5', '3/2', '7'] -> (7 - 1/7) / (3/5 / (3/5 + 3/2))
[198918] ['3/7', '7/9', '6/5', '7/5', '6'] -> 7/5 * 6 / (3/7 * 7/9) - 6/5
[198919] ['5/8', '2/3', '5/7', '4/3', '6'] -> 6 / (5/8 * (4/3 - 2/3 / 5/7))
[198920] ['3/5', '8/9', '5/4', '7/4', '8'] -> 8 / (3/5 * (8/9 + 7/4) - 5/4)
[198921] ['4/5', '9/7', '7/4', '8/3', '5'] -> 7/4 * 8/3 * 5 * 4/5 * 9/7
[198922] ['3/4', '8/7', '6/5', '8/3', '8'] -> 8 / (6/5 / 8/7 - 3/4) - 8/3
[198923] ['1/5', '2/5', '3/5', '3/5', '1'] -> (3/5 + 1) / (2/5 - 1/5 / 3/5)
[198924] ['2/5', '5/7', '6/7', '6/7', '7'] -> (6/7 + 6/7 * 7) / (2/5 * 5/7)
[198925] ['5/7', '5/4', '7/4', '2', '8/3'] -> 8/3 / (7/4 / (2 - 5/7) - 5/4)
[198926] ['3/4', '8/7', '6/5', '7/2', '8'] -> 7/2 + (3/4 + 8) * (8/7 + 6/5)
[198927] ['1/7', '3/5', '3/5', '7/4', '7'] -> (7 - 3/5 / 3/5) / (1/7 * 7/4)
[198928] ['1/7', '1/5', '1', '6/5', '9/2'] -> (1 - 1/5) / (1/7 / 9/2) - 6/5
[198929] ['2/9', '5/8', '7/9', '7/6', '3'] -> (7/6 / 7/9 + 3 / 2/9) / 5/8
[198930] ['3/5', '8/9', '5/4', '9/4', '8'] -> 5/4 * 9/4 * (8 + 3/5 * 8/9)
[198931] ['1/5', '2/5', '3/5', '3/4', '1'] -> (1/5 + 1) / (3/5 * 3/4 - 2/5)
[198932] ['3/7', '8/9', '1', '5/4', '9/4'] -> 5/4 / (3/7 * (1 - 8/9)) - 9/4
[198933] ['1/3', '6/5', '5/3', '9/4', '6'] -> 5/3 * 9/4 * (6 + 1/3 * 6/5)
[198934] ['1/9', '5/7', '5/7', '6/7', '9'] -> 9 + (5/7 + 5/7) / (1/9 * 6/7)
[198935] ['7/9', '6/5', '6/5', '5/4', '9'] -> (6/5 + 7/9 * 6/5) * 5/4 * 9
[198936] ['5/8', '2/3', '5/7', '7/4', '6'] -> 5/7 * 7/4 / (2/3 - 5/8) - 6
[198937] ['1/5', '2/5', '3/5', '7/9', '1'] -> 3/5 / (2/5 / (7/9 + 1) - 1/5)
[198938] ['3/4', '8/7', '5/4', '5/4', '8'] -> 8 * (5/4 + (3/4 + 5/4) / 8/7)
[198939] ['1/3', '6/5', '5/3', '7/2', '6'] -> 6 * (6/5 * 7/2 - 1/3 / 5/3)
[198940] ['2/5', '5/7', '6/7', '8/7', '7'] -> 6/7 * 8/7 * 7 / (2/5 * 5/7)
[198941] ['7/9', '6/5', '6/5', '9/7', '9'] -> (6/5 + 6/5) * (9 + 7/9 * 9/7)
[198942] ['1/7', '3/5', '3/5', '5/2', '7'] -> (5/2 + 3/5 / 3/5) * (7 - 1/7)
[198943] ['3/7', '7/9', '6/5', '7/3', '6'] -> (7/9 + 7/3) * 6/5 * (3/7 + 6)
[198944] ['2/5', '5/7', '6/7', '7/6', '7'] -> (6/7 + 7 / 7/6) / (2/5 * 5/7)
[198945] ['1/5', '2/5', '3/5', '5/6', '1'] -> (3/5 + 1) / (5/6 * 1/5 * 2/5)
[198946] ['1/6', '1/2', '9/8', '8/7', '2'] -> (9/8 / 1/2 + 2 / 8/7) / 1/6
[198947] ['4/5', '9/7', '9/5', '7/3', '5'] -> (9/5 + 9/7 * 5) / (4/5 / 7/3)
[198948] ['3/4', '8/7', '5/4', '4/3', '8'] -> 5/4 * 8 / (4/3 / 8/7 - 3/4)
[198949] ['3/7', '7/9', '6/5', '5/2', '6'] -> 5/2 * (6 + 6/5 / (3/7 * 7/9))
[198950] ['3/5', '8/9', '9/7', '4/3', '8'] -> 9/7 * (8/9 + 8 / (3/5 / 4/3))
[198951] ['7/9', '6/5', '6/5', '4/3', '9'] -> 6/5 + (7/9 + 4/3) * 6/5 * 9
[198952] ['5/7', '5/4', '9/5', '2', '7/3'] -> 2 / 7/3 / (5/7 * 9/5 - 5/4)
[198953] ['1/7', '1/5', '1', '5/4', '3/2'] -> 3/2 / (1/5 - 1/7) - (1 + 5/4)
[198954] ['2/9', '5/8', '7/9', '5/2', '3'] -> 2/9 / (7/9 / 3 - 5/8 / 5/2)
[198955] ['1/7', '3/5', '5/8', '2/3', '7'] -> 7 * 1/7 / 5/8 / (2/3 - 3/5)
[198956] ['5/8', '2/3', '5/7', '5/2', '6'] -> 5/2 / (5/7 - 5/8) - 2/3 * 6
[198957] ['1/9', '5/7', '5/7', '7/6', '9'] -> 9 + (5/7 + 5/7) / (1/9 / 7/6)
[198958] ['3/4', '8/7', '5/4', '5/3', '8'] -> 8/7 * (3/4 + 8) / (5/3 - 5/4)
[198959] ['2/5', '5/7', '6/7', '9/7', '7'] -> (9/7 + (5/7 + 7) / 2/5) / 6/7
[198960] ['1/7', '1/5', '1', '5/4', '8/5'] -> (1/5 + 1) / (1/7 * (8/5 - 5/4))
[198961] ['3/7', '7/9', '6/5', '7/2', '6'] -> 7/2 * (3/7 + 6 / (7/9 * 6/5))
[198962] ['7/9', '6/5', '6/5', '3/2', '9'] -> (7/9 + 6/5 / 6/5) * 3/2 * 9
[198963] ['3/7', '8/9', '1', '9/7', '9/7'] -> (9/7 / (1 - 8/9) - 9/7) / 3/7
[198964] ['2/9', '5/8', '7/9', '3', '7/2'] -> 7/2 / (7/9 * (3 - 5/8 / 2/9))
[198965] ['1/3', '6/5', '7/4', '7/2', '6'] -> 6/5 * (7/2 / 7/4 + 6 / 1/3)
[198966] ['3/7', '7/9', '6/5', '9/2', '6'] -> 9/2 * (3/7 * 7/9 + 6 / 6/5)
[198967] ['7/9', '6/5', '6/5', '8/5', '9'] -> 6/5 + 9 * (8/5 + 7/9 * 6/5)
[198968] ['2/5', '5/7', '6/7', '3/2', '7'] -> 3/2 + (5/7 + 7) / (2/5 * 6/7)
[198969] ['2/9', '5/8', '4/5', '4/5', '3'] -> 4/5 / 4/5 / (2/9 * 3 - 5/8)
[198970] ['3/5', '8/9', '9/7', '7/4', '8'] -> 7/4 * (8 / (3/5 * 8/9) - 9/7)
[198971] ['4/5', '9/7', '9/4', '9/4', '5'] -> 5 * (4/5 + 9/4 + 9/4 / 9/7)
[198972] ['3/5', '8/9', '9/7', '9/5', '8'] -> 9/7 * 8 * (9/5 + 3/5 * 8/9)
[198973] ['1/7', '1/5', '1', '5/4', '9/4'] -> (1 / 1/5 - 5/4) / 1/7 - 9/4
[198974] ['3/7', '8/9', '1', '9/7', '3/2'] -> 9/7 / (3/7 - 3/2 + 1 / 8/9)
[198975] ['1/5', '2/5', '3/5', '1', '9/7'] -> 3/5 / (1/5 - 2/5 / (1 + 9/7))
[198976] ['2/9', '5/8', '4/5', '5/6', '3'] -> ((5/6 + 3) / 5/8 - 4/5) / 2/9
[198977] ['1/3', '6/5', '9/4', '7/3', '6'] -> 7/3 / (9/4 / 6 - 1/3 / 6/5)
[198978] ['1/5', '2/5', '3/5', '1', '4/3'] -> (1/5 + 1) / (3/5 / 4/3 - 2/5)
[198979] ['7/9', '6/5', '6/5', '9/5', '9'] -> 6/5 * 9 * (9/5 - (7/9 - 6/5))
[198980] ['2/5', '5/7', '6/7', '7/4', '7'] -> 6/7 / (2/5 * 5/7 - 7/4 / 7)
[198981] ['3/4', '8/7', '9/7', '5/2', '8'] -> 8 * (3/4 * 5/2 + 9/7 / 8/7)
[198982] ['1/3', '6/5', '9/4', '8/3', '6'] -> 6 / ((1/3 + 8/3) / 6/5 - 9/4)
[198983] ['1/5', '2/5', '3/5', '1', '3/2'] -> (3/5 + 1) / (2/5 / 3/2 - 1/5)
[198984] ['4/5', '9/7', '9/4', '7/2', '5'] -> (4/5 + 9/7 / 9/4) * 7/2 * 5
[198985] ['3/5', '8/9', '9/7', '7/3', '8'] -> 8 / (7/3 / 9/7 - 8/9 / 3/5)
[198986] ['5/8', '2/3', '3/4', '9/7', '6'] -> 6 / (3/4 / (2/3 * 9/7) - 5/8)
[198987] ['3/7', '7/9', '5/4', '8/5', '6'] -> (6 + 5/4 * 8/5) / (3/7 * 7/9)
[198988] ['2/5', '5/7', '6/7', '9/4', '7'] -> 6/7 / (9/4 / 7 - 2/5 * 5/7)
[198989] ['3/4', '8/7', '9/7', '7/2', '8'] -> 3/4 * 7/2 * (9/7 * 8 - 8/7)
[198990] ['1/5', '2/5', '3/5', '1', '7/4'] -> 2/5 / 1/5 / (7/4 - 1 / 3/5)
[198991] ['1/7', '1/5', '1', '5/4', '8/3'] -> (1/5 + 1 / 1/7) * 5/4 * 8/3
[198992] ['2/9', '5/8', '4/5', '7/8', '3'] -> (5/8 / (7/8 - 4/5) - 3) / 2/9
[198993] ['3/5', '8/9', '9/7', '5/2', '8'] -> 9/7 * 5/2 * (8 - 3/5 * 8/9)
[198994] ['1/6', '1/2', '8/7', '5/3', '2'] -> 8/7 * 2 * (1/2 + 5/3 / 1/6)
[198995] ['1/3', '6/5', '7/3', '9/2', '6'] -> 6/5 * (9/2 * 6 - 7/3 / 1/3)
[198996] ['4/5', '9/7', '7/3', '7/3', '5'] -> (7/3 + 7/3) * 5 * 4/5 * 9/7
[198997] ['2/9', '5/8', '4/5', '8/9', '3'] -> 3 / (2/9 * 5/8) / (4/5 / 8/9)
[198998] ['5/8', '2/3', '3/4', '9/5', '6'] -> 6 / 2/3 / (5/8 * 9/5 - 3/4)
[198999] ['7/9', '6/5', '6/5', '9/2', '9'] -> (7/9 + 6/5 / 6/5) * (9/2 + 9)
[199000] ['1/7', '3/5', '5/8', '7/6', '7'] -> (7 - 3/5) / (7/6 * 1/7 / 5/8)
[199001] ['3/4', '8/7', '4/3', '7/5', '8'] -> (8/7 + 3/4 * 4/3) * 7/5 * 8
[199002] ['1/7', '1/5', '1', '5/4', '9/2'] -> 9/2 / (1/7 * 5/4) - (1/5 + 1)
[199003] ['2/9', '5/8', '4/5', '9/8', '3'] -> 3 / (2/9 * 5/8) / (4/5 * 9/8)
[199004] ['1/5', '2/5', '3/5', '1', '7/3'] -> (3/5 + 1) / (1/5 * 7/3 - 2/5)
[199005] ['5/7', '5/4', '2', '7/3', '5/2'] -> 2 / (5/4 + 7/3 - 5/2 / 5/7)
[199006] ['2/5', '5/7', '6/7', '9/2', '7'] -> 5/7 * 9/2 * (7 + 2/5 / 6/7)
[199007] ['1/9', '5/7', '5/7', '7/3', '9'] -> 5/7 * (7/3 / 1/9 + 9 / 5/7)
[199008] ['3/7', '7/9', '5/4', '9/4', '6'] -> 9/4 + (5/4 + 6) / (3/7 * 7/9)
[199009] ['3/7', '8/9', '1', '9/7', '5/2'] -> 9/7 / (1 / 8/9 - 3/7 * 5/2)
[199010] ['3/4', '8/7', '4/3', '3/2', '8'] -> 8/7 * (3/4 + 3/2) * (4/3 + 8)
[199011] ['1/5', '2/5', '3/5', '1', '5/2'] -> 5/2 / (3/5 - 1/5 / 2/5) - 1
[199012] ['5/8', '2/3', '7/9', '7/9', '6'] -> 6 / 2/3 / (7/9 / 7/9 - 5/8)
[199013] ['1/7', '3/5', '5/8', '6/5', '7'] -> (1/7 + 6/5 / 3/5) / (5/8 / 7)
[199014] ['7/9', '6/5', '5/4', '4/3', '9'] -> 7/9 * 9 / (4/3 - 5/4 / 6/5)
[199015] ['3/7', '8/9', '1', '9/7', '8/3'] -> (1 + 9/7) / (3/7 - 8/9 / 8/3)
[199016] ['5/8', '2/3', '7/9', '4/5', '6'] -> (2/3 + 6) / (7/9 - 5/8 * 4/5)
[199017] ['1/7', '3/5', '5/8', '5/4', '7'] -> 3/5 / (1/7 / 5/4 - 5/8 / 7)
[199018] ['3/7', '7/9', '5/4', '5/2', '6'] -> (6 + 5/2 / 5/4) / (3/7 * 7/9)
[199019] ['1/5', '2/5', '5/8', '5/8', '1'] -> 5/8 / (5/8 - (1/5 + 2/5)) - 1
[199020] ['5/7', '5/4', '2', '7/3', '9/2'] -> 2 / (7/3 * (5/7 + 5/4) - 9/2)
[199021] ['2/9', '5/8', '4/5', '5/4', '3'] -> 4/5 * 5/4 / (2/9 * 3 - 5/8)
[199022] ['3/5', '8/9', '4/3', '7/3', '8'] -> (8/9 + 8 / (3/5 / 7/3)) / 4/3
[199023] ['3/7', '7/9', '5/4', '7/2', '6'] -> 6 / (5/4 / (3/7 * 7/9) - 7/2)
[199024] ['4/5', '9/7', '5/2', '5/2', '5'] -> (5/2 + 9/7 * 5/2) * (5 - 4/5)
[199025] ['1/3', '5/4', '5/4', '9/5', '6'] -> 5/4 * 9/5 + (5/4 + 6) / 1/3
[199026] ['1/6', '1/2', '7/6', '9/5', '2'] -> 2 / (1/2 / 9/5 - 1/6 * 7/6)
[199027] ['3/7', '7/9', '5/4', '9/2', '6'] -> 6 / (9/2 * 3/7 * 7/9 - 5/4)
[199028] ['1/9', '5/7', '3/4', '7/9', '9'] -> (5/7 / 1/9 + 9 / 7/9) / 3/4
[199029] ['1/7', '3/5', '5/8', '3/2', '7'] -> (3/5 + 3/2) / (5/8 / (1/7 + 7))
[199030] ['4/5', '9/7', '5/2', '8/3', '5'] -> 9/7 * 8/3 * (5 + 4/5 * 5/2)
[199031] ['3/4', '8/7', '7/5', '3/2', '8'] -> 7/5 * (8/7 + 8 / (3/4 / 3/2))
[199032] ['5/7', '5/4', '2', '5/2', '7/2'] -> (5/2 + 7/2) / (2 - 5/4 / 5/7)
[199033] ['2/9', '5/8', '4/5', '7/5', '3'] -> (7/5 + 4/5 / 2/9) / (5/8 / 3)
[199034] ['1/9', '5/7', '3/4', '4/5', '9'] -> 4/5 / 1/9 + 9 / (5/7 * 3/4)
[199035] ['5/7', '5/4', '2', '5/2', '9/2'] -> 5/4 + (2 + 9/2) / (5/7 / 5/2)
[199036] ['2/5', '5/7', '7/8', '4/3', '7'] -> 7 / (2/5 - 4/3 + 7/8 / 5/7)
[199037] ['1/6', '1/2', '6/5', '3/2', '2'] -> 6/5 * (2 + 3/2 / (1/6 * 1/2))
[199038] ['4/5', '9/7', '8/3', '7/2', '5'] -> 5 * (4/5 / 8/3 + 9/7 * 7/2)
[199039] ['3/4', '8/7', '7/5', '9/4', '8'] -> 7/5 * (9/4 * 8 - 3/4 * 8/7)
[199040] ['1/7', '3/5', '5/8', '9/5', '7'] -> 3/5 / ((9/5 - 5/8) / 7 - 1/7)
[199041] ['3/7', '7/9', '9/7', '3/2', '6'] -> (6 / (7/9 / 3/2) - 9/7) / 3/7
[199042] ['1/5', '2/5', '5/8', '1', '9/8'] -> 9/8 / (1/5 * (5/8 - 2/5)) - 1
[199043] ['5/8', '2/3', '7/9', '9/7', '6'] -> 6 / 2/3 / (7/9 * 9/7 - 5/8)
[199044] ['7/9', '6/5', '5/4', '7/2', '9'] -> 7/2 + 9 * (7/9 + 6/5 * 5/4)
[199045] ['3/5', '8/9', '7/5', '5/2', '8'] -> 8 * (5/2 + 3/5 / 8/9) - 7/5
[199046] ['3/4', '8/7', '7/5', '8/3', '8'] -> 7/5 * (8/7 + 8 * 3/4 * 8/3)
[199047] ['2/9', '5/8', '4/5', '7/3', '3'] -> 3 + 7/3 / (4/5 * 2/9 * 5/8)
[199048] ['1/6', '1/2', '6/5', '2', '7/3'] -> (7/3 + 1/2 * 2) / (1/6 / 6/5)
[199049] ['2/5', '5/7', '7/8', '5/3', '7'] -> 5/7 * 7 / (7/8 - 2/5 * 5/3)
[199050] ['3/7', '8/9', '1', '4/3', '9/5'] -> 8/9 / (4/3 - 1 / (3/7 * 9/5))
[199051] ['1/3', '5/4', '9/7', '5/3', '6'] -> 6 / (5/4 / 9/7 / 5/3 - 1/3)
[199052] ['1/7', '3/5', '5/8', '7/3', '7'] -> 7 / (5/8 / (1/7 / 3/5) - 7/3)
[199053] ['2/5', '5/7', '7/8', '7/4', '7'] -> 7 / (2/5 * 5/7) - 7/8 / 7/4
[199054] ['3/7', '7/9', '9/7', '9/5', '6'] -> 9/5 * 6 * (9/7 / 3/7 - 7/9)
[199055] ['3/4', '8/7', '3/2', '5/3', '8'] -> 8 / (5/3 / 8/7 - 3/4 * 3/2)
[199056] ['5/7', '5/4', '2', '9/2', '9/2'] -> 2 + 5/4 / 5/7 + 9/2 * 9/2
[199057] ['2/9', '5/8', '4/5', '5/2', '3'] -> (5/2 / 2/9 + 3 / 4/5) / 5/8
[199058] ['4/5', '4/3', '4/3', '4/3', '5'] -> 5 * (4/5 + 4/3 + 4/3 + 4/3)
[199059] ['1/9', '5/7', '3/4', '8/7', '9'] -> 8/7 / (1/9 * 9 - 5/7 / 3/4)
[199060] ['1/7', '1/5', '1', '4/3', '9/5'] -> 1/5 + (1 + 4/3 * 9/5) / 1/7
[199061] ['1/3', '5/4', '9/7', '9/4', '6'] -> 6 * (9/4 / (1/3 * 9/7) - 5/4)
[199062] ['1/6', '1/2', '5/4', '7/5', '2'] -> (1/2 + 2 * 5/4 * 7/5) / 1/6
[199063] ['1/7', '3/5', '5/8', '7/2', '7'] -> 3/5 / 5/8 * 7/2 * (1/7 + 7)
[199064] ['2/9', '5/8', '4/5', '8/3', '3'] -> 5/8 * 3 * (4/5 + 8/3 / 2/9)
[199065] ['4/5', '4/3', '4/3', '3/2', '5'] -> 5 * (4/5 + 3/2 * (4/3 + 4/3))
[199066] ['1/7', '1/5', '1', '4/3', '9/4'] -> 1 / 4/3 / (1/7 * 1/5) - 9/4
[199067] ['1/9', '5/7', '3/4', '6/5', '9'] -> 6/5 / (3/4 / 5/7 - 1/9 * 9)
[199068] ['5/8', '2/3', '7/9', '7/3', '6'] -> (7/3 / (7/9 - 2/3) - 6) / 5/8
[199069] ['1/5', '2/5', '5/8', '1', '7/3'] -> 1 / 5/8 / (1/5 * 7/3 - 2/5)
[199070] ['3/7', '7/9', '4/3', '4/3', '6'] -> (6 + 4/3 / 7/9) / (3/7 / 4/3)
[199071] ['1/9', '5/7', '3/4', '5/4', '9'] -> 5/4 / (1/9 * 5/7) - (3/4 - 9)
[199072] ['3/5', '8/9', '3/2', '5/2', '8'] -> (5/2 / 3/5 - 3/2) / (8/9 / 8)
[199073] ['2/5', '5/7', '7/8', '7/3', '7'] -> 7 / (7/8 / 5/7 - 2/5 * 7/3)
[199074] ['1/7', '1/5', '1', '4/3', '7/3'] -> 1 + 4/3 / 1/5 + 7/3 / 1/7
[199075] ['1/3', '5/4', '9/7', '7/2', '6'] -> 6 / (7/2 * 1/3 * 9/7 - 5/4)
[199076] ['2/9', '5/8', '5/6', '6/7', '3'] -> 3 / (5/6 / 6/7 - (2/9 + 5/8))
[199077] ['7/9', '6/5', '9/7', '5/3', '9'] -> 5/3 * (9/7 + (6/5 + 9) / 7/9)
[199078] ['1/6', '1/2', '9/7', '4/3', '2'] -> 4/3 / (1/2 / 9/7 - 1/6 * 2)
[199079] ['1/7', '3/5', '2/3', '5/7', '7'] -> (7 - 1/7) / (5/7 * 3/5 * 2/3)
[199080] ['1/7', '1/5', '1', '4/3', '5/2'] -> (1/5 + 1 / 1/7) * 4/3 * 5/2
[199081] ['3/7', '7/9', '4/3', '3/2', '6'] -> (6 + 4/3 * 3/2) / (3/7 * 7/9)
[199082] ['1/3', '5/4', '9/7', '9/2', '6'] -> 6 / (5/4 / 1/3 - 9/2 / 9/7)
[199083] ['3/5', '8/9', '3/2', '8/3', '8'] -> 8/3 + 3/2 * (8/9 + 8 / 3/5)
[199084] ['1/5', '2/5', '5/8', '1', '7/2'] -> (7/2 / 1/5 - 1 / 2/5) / 5/8
[199085] ['1/6', '1/2', '9/7', '7/5', '2'] -> (9/7 / 1/2 + 2 / 7/5) / 1/6
[199086] ['5/7', '9/7', '9/7', '7/4', '2'] -> 9/7 / (9/7 - (5/7 + 7/4) / 2)
[199087] ['1/9', '5/7', '3/4', '7/5', '9'] -> (9 + 7/5 / (1/9 / 5/7)) / 3/4
[199088] ['1/7', '1/5', '1', '4/3', '8/3'] -> (1/5 + 1) * (4/3 + 8/3 / 1/7)
[199089] ['2/5', '5/7', '7/8', '7/2', '7'] -> (7 / (2/5 * 5/7) - 7/2) / 7/8
[199090] ['5/8', '2/3', '4/5', '7/8', '6'] -> 6 / (2/3 * (7/8 - 5/8 * 4/5))
[199091] ['1/6', '1/2', '9/7', '3/2', '2'] -> (9/7 * (3/2 + 2) - 1/2) / 1/6
[199092] ['3/7', '7/9', '4/3', '7/4', '6'] -> 6 / (4/3 - 3/7 * (7/9 + 7/4))
[199093] ['1/7', '1/5', '1', '4/3', '7/2'] -> (1/7 + 1 / 1/5) * 4/3 * 7/2
[199094] ['5/8', '2/3', '4/5', '8/9', '6'] -> 6 / (2/3 / 8/9 - 5/8 * 4/5)
[199095] ['2/9', '5/8', '5/6', '9/7', '3'] -> 3 / (5/6 - (2/9 + 5/8 / 9/7))
[199096] ['1/5', '2/5', '2/3', '7/9', '1'] -> (2/5 + 2/3) / (1/5 * (1 - 7/9))
[199097] ['4/5', '4/3', '7/5', '7/4', '5'] -> 5 * (7/5 + 4/3 * (4/5 + 7/4))
[199098] ['5/8', '2/3', '4/5', '9/8', '6'] -> 6 / (2/3 * 9/8 - 5/8 * 4/5)
[199099] ['1/5', '2/5', '2/3', '4/5', '1'] -> 1 / (2/3 - 1/5 / 2/5 / 4/5)
[199100] ['7/9', '6/5', '9/7', '9/2', '9'] -> 7/9 * 9 * (9/2 - 9/7 / 6/5)
[199101] ['2/5', '5/7', '8/9', '9/8', '7'] -> (8/9 + 7 / (5/7 * 9/8)) / 2/5
[199102] ['5/7', '9/7', '9/7', '2', '8/3'] -> 9/7 * 8/3 / (5/7 * 2 - 9/7)
[199103] ['1/7', '3/5', '2/3', '6/7', '7'] -> (7 - 6/7 / 2/3) / (1/7 / 3/5)
[199104] ['2/9', '5/8', '5/6', '7/5', '3'] -> 7/5 / (2/9 / 5/6 - 5/8 / 3)
[199105] ['1/9', '5/7', '3/4', '7/4', '9'] -> 9 + 7/4 / (3/4 * 1/9 / 5/7)
[199106] ['3/5', '8/9', '8/5', '5/2', '8'] -> 5/2 * 8 * (8/5 / 8/9 - 3/5)
[199107] ['4/5', '4/3', '7/5', '9/5', '5'] -> (4/5 + 4/3 * 7/5) * 9/5 * 5
[199108] ['3/5', '8/9', '8/5', '7/2', '8'] -> 8/9 * (3/5 - 8/5 + 7/2 * 8)
[199109] ['4/5', '4/3', '7/5', '9/4', '5'] -> (7/5 + 5) * 9/4 / (4/5 / 4/3)
[199110] ['1/9', '5/7', '3/4', '9/5', '9'] -> 5/7 / 3/4 * (9 + 9/5 / 1/9)
[199111] ['3/4', '8/7', '5/3', '5/3', '8'] -> 8/7 * (5/3 + 8 * (3/4 + 5/3))
[199112] ['3/7', '7/9', '7/5', '7/5', '6'] -> (7/5 + (7/5 + 6) / 3/7) / 7/9
[199113] ['5/8', '2/3', '4/5', '7/5', '6'] -> 6 / (5/8 * 2/3) / (7/5 - 4/5)
[199114] ['2/9', '5/8', '5/6', '7/4', '3'] -> (3 + 7/4 / (5/8 / 5/6)) / 2/9
[199115] ['7/9', '6/5', '4/3', '8/5', '9'] -> 8/5 * (9 / (4/3 - 7/9) - 6/5)
[199116] ['1/9', '5/7', '3/4', '9/4', '9'] -> 9 + 5/7 * (3/4 + 9/4 / 1/9)
[199117] ['3/5', '8/9', '5/3', '9/4', '8'] -> 8 * (3/5 * 5/3 + 8/9 * 9/4)
[199118] ['7/9', '6/5', '4/3', '5/3', '9'] -> 6/5 * 9 * (5/3 - (7/9 - 4/3))
[199119] ['1/3', '5/4', '8/5', '9/4', '6'] -> (6 + 5/4 - 9/4) / (1/3 / 8/5)
[199120] ['1/6', '1/2', '9/7', '2', '7/2'] -> (1/2 + 9/7 / 2) / (1/6 / 7/2)
[199121] ['1/7', '1/5', '1', '7/5', '9/4'] -> (1 + 7/5 / 1/7) / (1/5 * 9/4)
[199122] ['5/8', '2/3', '4/5', '8/5', '6'] -> 6 / (5/8 * (8/5 - 4/5 / 2/3))
[199123] ['1/7', '3/5', '2/3', '7/6', '7'] -> 7 / (2/3 / (3/5 - 1/7) - 7/6)
[199124] ['2/9', '5/8', '5/6', '9/4', '3'] -> ((5/6 + 3) / 2/9 - 9/4) / 5/8
[199125] ['1/5', '2/5', '2/3', '1', '5/4'] -> 1 / (2/3 - 5/4 * 1/5 / 2/5)
[199126] ['1/7', '1/5', '1', '7/5', '7/3'] -> (1 + 7/5 / 1/5) / (1/7 * 7/3)
[199127] ['4/5', '4/3', '3/2', '7/4', '5'] -> 4/5 * 5 / (4/3 - 7/4 / 3/2)
[199128] ['5/8', '2/3', '4/5', '9/4', '6'] -> 9/4 / (5/8 * 4/5) * (6 - 2/3)
