[106381] ['2/9', '9/8', '7/4', '7/2', '4'] -> (4 + 7/2 / 7/4) / (2/9 * 9/8)
[111155] ['3/5', '7/8', '8/7', '4', '9/2'] -> 9/2 / (3/5 * (8/7 - 7/8)) - 4
[111156] ['1/5', '8/7', '7/6', '9/4', '7'] -> 7 / (7/6 * 1/5 * 8/7) - 9/4
[111157] ['1/5', '3/4', '9/7', '7/2', '9'] -> 9 / (1/5 * 7/2) / (9/7 - 3/4)
[111158] ['2/7', '4/7', '8/5', '9/5', '7'] -> (4/7 + 8/5 / 2/7) / (9/5 / 7)
[111159] ['3/8', '3/8', '1/2', '1', '7/5'] -> 1 / (3/8 / (7/5 - 1/2) - 3/8)
[111160] ['2/3', '3/4', '8/7', '5/3', '3'] -> 3 / ((5/3 - 2/3) / 8/7 - 3/4)
[111161] ['4/9', '4/7', '3', '7/2', '7/2'] -> 3 * (7/2 + 7/2 / (4/9 / 4/7))
[111162] ['2/9', '3/7', '6/5', '8/3', '8'] -> 6/5 * (8/3 / (2/9 * 3/7) - 8)
[111163] ['3/5', '3/5', '5/8', '7/6', '5'] -> 3/5 * 5 / (7/6 - 5/8 / 3/5)
[111164] ['3/8', '3/8', '1/2', '1', '5/3'] -> 1 / (3/8 - 5/3 + 1/2 / 3/8)
[111165] ['1/5', '8/7', '7/6', '8/3', '7'] -> 7 * (8/7 / 1/5 - 8/3 / 7/6)
[111166] ['3/5', '3/5', '5/8', '5/4', '5'] -> 3/5 * 5 / (3/5 * 5/4 - 5/8)
[111167] ['4/9', '4/7', '3', '9/2', '9/2'] -> 3 * (9/2 + 9/2 * 4/9 / 4/7)
[111168] ['1/7', '2/9', '3/8', '3/7', '3'] -> 3/8 + 3 / (2/9 * (1/7 + 3/7))
[111169] ['2/3', '3/4', '8/7', '9/4', '3'] -> 3/4 / (2/3 * 3 - 9/4 / 8/7)
[111170] ['3/8', '3/8', '1/2', '1', '7/4'] -> 1 / (7/4 - (3/8 + 1/2 / 3/8))
[111171] ['5/9', '7/9', '4/3', '4/3', '9'] -> (4/3 + 5/9 * 4/3) / (7/9 / 9)
[111172] ['1/5', '8/7', '7/6', '7/2', '7'] -> 8/7 / 7/6 * (7 + 7/2 / 1/5)
[111173] ['3/8', '3/7', '3/4', '7/4', '2'] -> 3/7 / (2 / 7/4 - (3/8 + 3/4))
[111174] ['2/9', '3/7', '6/5', '9/2', '8'] -> 8 / (2/9 + 3/7 / 9/2) - 6/5
[111175] ['3/8', '3/8', '1/2', '1', '9/5'] -> 1 / (3/8 / 1/2 / 9/5 - 3/8)
[111176] ['1/8', '1/2', '4/3', '8/5', '6'] -> 6 / 4/3 / (1/2 / 8/5 - 1/8)
[111177] ['1/7', '2/9', '3/8', '4/9', '3'] -> 3 / (1/7 * (3/8 + 2/9 / 4/9))
[111178] ['1/8', '1/7', '6/5', '3/2', '7'] -> (3/2 + 1/7 * 7) / (1/8 / 6/5)
[111179] ['5/9', '7/9', '4/3', '7/5', '9'] -> 4/3 * (7/5 / 7/9 + 9 / 5/9)
[111180] ['4/9', '3/5', '3/5', '5/8', '3'] -> 3 / (3/5 / 4/9 - (3/5 + 5/8))
[111181] ['2/7', '4/7', '8/5', '9/2', '7'] -> 7 + (9/2 + 4/7 / 8/5) / 2/7
[111182] ['1/4', '1/4', '6/7', '9/4', '4'] -> 6/7 / (1/4 * 1/4) * (4 - 9/4)
[111183] ['1/5', '8/7', '6/5', '6/5', '7'] -> 6/5 / (1/5 - 6/5 / (8/7 * 7))
[111184] ['2/9', '3/7', '5/4', '5/4', '8'] -> 8 / 3/7 / (5/4 / 5/4 - 2/9)
[111185] ['1/5', '3/4', '4/3', '7/2', '9'] -> 9 / 1/5 / (7/2 / 4/3 - 3/4)
[111186] ['3/5', '7/8', '7/6', '3/2', '4'] -> 7/6 / (3/2 - 7/8 / 3/5) - 4
[111187] ['4/9', '3/5', '3/5', '2/3', '3'] -> 4/9 * (3/5 + 3) / (2/3 - 3/5)
[111188] ['2/3', '3/4', '8/7', '8/3', '3'] -> 2/3 / (8/3 / (8/7 * 3) - 3/4)
[111189] ['2/7', '4/7', '5/3', '5/3', '7'] -> 7 * (5/3 + 4/7 / 2/7) - 5/3
[111190] ['5/9', '7/9', '4/3', '7/4', '9'] -> 9 * (5/9 / 4/3 + 7/4 / 7/9)
[111191] ['3/8', '3/8', '5/9', '5/9', '1'] -> 1 / (3/8 * (5/9 + 5/9) - 3/8)
[111192] ['1/5', '8/7', '6/5', '5/4', '7'] -> 6/5 / (1/5 * 8/7 - 5/4 / 7)
[111193] ['1/8', '1/7', '6/5', '5/3', '7'] -> (1/7 * 7 + 6/5 * 5/3) / 1/8
[111194] ['1/7', '2/9', '3/8', '5/9', '3'] -> 3 / (3/8 / 1/7 - 5/9 / 2/9)
[111195] ['1/8', '1/2', '7/5', '3/2', '6'] -> 7/5 / (1/8 - 1/2 / (3/2 + 6))
[111196] ['1/7', '1/6', '3/8', '4/9', '4'] -> (1/6 + 4 / (1/7 / 3/8)) / 4/9
[111197] ['2/9', '3/7', '5/4', '4/3', '8'] -> 5/4 * 8 + 4/3 / (2/9 * 3/7)
[111198] ['4/9', '3/5', '3/5', '5/7', '3'] -> 3/5 / (4/9 / 5/7 - 3/5) - 3
[111199] ['1/5', '3/4', '7/5', '7/5', '9'] -> (7/5 + 7/5) / (1/5 - 3/4 / 9)
[111200] ['3/5', '3/5', '5/8', '7/4', '5'] -> 3/5 / (3/5 * 5/8 - 7/4 / 5)
[111201] ['1/5', '8/7', '6/5', '9/7', '7'] -> 7 * (6/5 + 9/7 - (1/5 - 8/7))
[111202] ['5/9', '7/9', '4/3', '7/2', '9'] -> 4/3 / (5/9 - 7/2 / (7/9 * 9))
[111203] ['3/5', '7/8', '7/6', '7/4', '4'] -> 7/4 * 4 / (7/8 / 3/5 - 7/6)
[111204] ['1/4', '1/4', '6/7', '8/3', '4'] -> (8/3 / 1/4 - 4 / 6/7) / 1/4
[111205] ['2/3', '3/4', '7/6', '4/3', '3'] -> 2/3 / (3/4 - 7/6 + 4/3 / 3)
[111206] ['1/5', '8/7', '6/5', '3/2', '7'] -> 8/7 / (3/2 / 7 - 1/5 / 6/5)
[111207] ['5/9', '7/9', '4/3', '9/2', '9'] -> 4/3 * (5/9 + 7/9) * (9/2 + 9)
[111208] ['1/5', '3/4', '7/5', '5/3', '9'] -> (7/5 - 1/5) * 9 / (3/4 / 5/3)
[111209] ['3/5', '7/8', '7/6', '9/5', '4'] -> (4 + 9/5 / 3/5) / (7/6 - 7/8)
[111210] ['2/7', '4/7', '5/3', '8/3', '7'] -> (4/7 * 8/3 - (5/3 - 7)) / 2/7
[111211] ['4/9', '3/5', '3/5', '5/6', '3'] -> 3/5 / (5/6 / (4/9 * 3) - 3/5)
[111212] ['1/8', '1/7', '6/5', '8/3', '7'] -> (8/3 + 7 / (1/8 + 1/7)) / 6/5
[111213] ['2/9', '3/7', '5/4', '8/5', '8'] -> (8 - 8/5 / 3/7) / (2/9 / 5/4)
[111214] ['1/4', '1/4', '7/8', '8/9', '4'] -> 7/8 / (1/4 / 8/9 - 1/4) - 4
[111215] ['3/8', '3/8', '5/9', '4/5', '1'] -> 1 / (5/9 * (3/8 - 3/8 * 4/5))
[111216] ['5/9', '7/9', '7/5', '8/5', '9'] -> 8/5 / (7/9 - 5/9 - 7/5 / 9)
[111217] ['2/7', '4/7', '5/3', '9/2', '7'] -> 4/7 / (5/3 * (9/2 - 2/7) - 7)
[111218] ['2/3', '3/4', '7/6', '9/5', '3'] -> 2/3 / (3/4 / 9/5 - 7/6 / 3)
[111219] ['1/4', '1/4', '7/8', '7/6', '4'] -> 1/4 * 4 / (7/6 - (1/4 + 7/8))
[111220] ['1/5', '3/4', '3/2', '7/3', '9'] -> (7/3 - 1/5) * (9 + 3/4 + 3/2)
[111221] ['3/8', '3/7', '7/9', '8/9', '2'] -> 2 / 7/9 / (3/7 / 8/9 - 3/8)
[111222] ['3/8', '3/8', '5/9', '5/6', '1'] -> 1 / 5/9 / (3/8 / 5/6 - 3/8)
[111223] ['3/5', '7/8', '7/6', '5/2', '4'] -> 4 / (3/5 * 5/2 - 7/6 / 7/8)
[111224] ['1/8', '1/7', '5/4', '5/4', '7'] -> (5/4 / 1/7 + 5/4 - 7) / 1/8
[111225] ['3/8', '3/7', '7/9', '9/8', '2'] -> 2 / 7/9 / (3/7 * 9/8 - 3/8)
[111226] ['3/5', '7/8', '7/6', '8/3', '4'] -> 4 / (7/8 / 7/6 - 3/5) - 8/3
[111227] ['4/9', '3/5', '3/5', '6/5', '3'] -> (3/5 + 3) / (3/5 / 4/9 - 6/5)
[111228] ['2/7', '4/7', '7/4', '5/2', '7'] -> 7 * (4/7 / 2/7 + 5/2 / 7/4)
[111229] ['2/3', '3/4', '7/6', '3', '7/2'] -> 2/3 / ((7/2 - 7/6) / 3 - 3/4)
[111230] ['1/5', '3/4', '8/5', '7/2', '9'] -> (9 - 7/2 * 3/4 * 8/5) / 1/5
[111231] ['1/7', '2/9', '3/8', '6/5', '3'] -> 3 / (2/9 - 1/7) / (3/8 + 6/5)
[111232] ['3/5', '3/5', '2/3', '7/9', '5'] -> 5 * (3/5 / (7/9 - 2/3) - 3/5)
[111233] ['3/5', '7/8', '7/6', '4', '9/2'] -> 9/2 * (4 / 3/5 - 7/6 / 7/8)
[111234] ['1/8', '1/7', '5/4', '3/2', '7'] -> 1/7 / (1/8 - 5/4 / 3/2 / 7)
[111235] ['1/7', '1/6', '3/8', '8/9', '4'] -> (4 - 1/6 / 3/8) / 1/7 - 8/9
[111236] ['1/8', '1/2', '8/5', '7/3', '6'] -> 8/5 + 7/3 * 6 / (1/8 + 1/2)
[111237] ['4/9', '3/5', '3/5', '3/2', '3'] -> (3/5 + 3) / (3/2 - 3/5 / 4/9)
[111238] ['2/3', '3/4', '6/5', '5/4', '3'] -> 3 / (3/4 - 2/3) / (6/5 * 5/4)
[111239] ['3/8', '3/8', '5/9', '1', '9/8'] -> 1 / (5/9 * (9/8 - 3/8) - 3/8)
[111240] ['3/5', '3/5', '2/3', '4/5', '5'] -> (3/5 + 5) / (2/3 / 4/5 - 3/5)
[111241] ['3/5', '7/8', '6/5', '6/5', '4'] -> 3/5 / (6/5 - 7/8 - 6/5 / 4)
[111242] ['4/9', '3/5', '3/5', '8/5', '3'] -> 8/5 / (4/9 * 3/5 - 3/5 / 3)
[111243] ['2/9', '3/7', '5/4', '8/3', '8'] -> 8 * (2/9 / 8/3 + 5/4 / 3/7)
[111244] ['1/8', '1/7', '5/4', '5/3', '7'] -> 7 / (1/7 * (5/4 + 5/3) - 1/8)
[111245] ['1/7', '2/9', '3/8', '7/5', '3'] -> (3 / 7/5 - 1/7) / (2/9 * 3/8)
[111246] ['3/8', '3/8', '5/9', '1', '8/7'] -> 1 / 3/8 / (5/9 / 8/7 - 3/8)
[111247] ['2/3', '3/4', '6/5', '3/2', '3'] -> 3 / (3/2 / 6/5 - 3/4 / 2/3)
[111248] ['1/4', '1/4', '8/9', '8/9', '4'] -> 4 / (1/4 * (8/9 - 1/4 * 8/9))
[111249] ['1/8', '1/7', '5/4', '9/5', '7'] -> 9/5 / 7 / (1/8 - 1/7 / 5/4)
[111250] ['1/8', '1/7', '5/4', '9/4', '7'] -> 9/4 / 7 / (1/8 * 5/4 - 1/7)
[111251] ['1/4', '1/4', '8/9', '9/8', '4'] -> 4 / (1/4 * (8/9 - 1/4 / 9/8))
[111252] ['5/9', '7/9', '3/2', '9/4', '9'] -> 9 / (9/4 * (3/2 - (5/9 + 7/9)))
[111253] ['3/8', '3/7', '7/9', '8/5', '2'] -> 2 / (7/9 * (3/8 - 3/7 / 8/5))
[111254] ['1/7', '1/6', '3/8', '5/4', '4'] -> 1/6 * 4 + 5/4 / (1/7 * 3/8)
[111255] ['3/5', '3/5', '2/3', '9/8', '5'] -> 5 / ((9/8 - 3/5) / 3/5 - 2/3)
[111256] ['1/5', '3/4', '7/4', '7/3', '9'] -> 9 * ((7/4 - 3/4) / 1/5 - 7/3)
[111257] ['3/5', '7/8', '6/5', '3/2', '4'] -> 6/5 / (7/8 - 3/5) * (3/2 + 4)
[111258] ['2/9', '3/7', '9/7', '7/5', '8'] -> 8 / (2/9 * 7/5) - (3/7 + 9/7)
[111259] ['1/8', '1/7', '5/4', '7/3', '7'] -> 7 / (7/3 * 1/7 * 5/4 - 1/8)
[111260] ['5/9', '7/9', '8/5', '8/5', '9'] -> (7/9 + 5/9 * 8/5) * 8/5 * 9
[111261] ['3/8', '3/7', '7/9', '5/3', '2'] -> 5/3 / 3/8 / (2 - 7/9 / 3/7)
[111262] ['3/5', '3/5', '2/3', '8/7', '5'] -> 5 / (3/5 / 3/5 / 8/7 - 2/3)
[111263] ['2/7', '4/7', '9/5', '9/2', '7'] -> (4/7 + 7) / 2/7 - 9/2 / 9/5
[111264] ['2/9', '3/7', '9/7', '8/5', '8'] -> (3/7 / 9/7 + 8 / 8/5) / 2/9
[111265] ['1/5', '3/4', '7/4', '8/3', '9'] -> 8/3 / (1/5 * (3/4 - 7/4 / 9))
[111266] ['1/4', '1/4', '8/9', '5/4', '4'] -> (1/4 + 5/4 + 4 / 8/9) / 1/4
[111267] ['2/7', '4/7', '9/4', '9/4', '7'] -> 9/4 + 7 * (9/4 + 2/7 + 4/7)
[111268] ['3/8', '3/8', '5/9', '1', '8/5'] -> 1 / (3/8 - 8/5 * 3/8 * 5/9)
[111269] ['5/9', '7/9', '8/5', '9/5', '9'] -> 9 * (7/9 + 5/9 * (8/5 + 9/5))
[111270] ['2/9', '3/7', '9/7', '9/5', '8'] -> 9/5 * (3/7 + 9/7) * (8 - 2/9)
[111271] ['3/8', '3/7', '7/9', '2', '9/4'] -> (2 + 9/4 / 3/8) / (3/7 * 7/9)
[111272] ['1/7', '2/9', '3/8', '8/3', '3'] -> (3 / 1/7 - 8/3 / 2/9) / 3/8
[111273] ['3/5', '3/5', '2/3', '5/4', '5'] -> (3/5 + 5) / (2/3 * 5/4 - 3/5)
[111274] ['2/7', '4/7', '9/4', '8/3', '7'] -> 4/7 / (8/3 - 2/7 * (9/4 + 7))
[111275] ['1/5', '3/4', '9/5', '7/2', '9'] -> 9 * (7/2 / 3/4 - (1/5 + 9/5))
[111276] ['1/8', '1/7', '9/7', '8/5', '7'] -> ((7 - 1/7) / 8/5 - 9/7) / 1/8
[111277] ['3/8', '3/7', '7/9', '2', '5/2'] -> 3/7 / (5/2 - (2 + 3/8 / 7/9))
[111278] ['3/5', '7/8', '6/5', '9/4', '4'] -> 9/4 * 4 / (7/8 - 3/5 / 6/5)
[111279] ['1/5', '8/7', '9/7', '7/4', '7'] -> (9/7 + (8/7 + 7) / 1/5) / 7/4
[111280] ['5/9', '7/9', '8/5', '8/3', '9'] -> 8/5 + (9 + 7/9 + 8/3) / 5/9
[111281] ['2/7', '4/7', '7/3', '7/3', '7'] -> (7/3 * 7 - (2/7 + 7/3)) / 4/7
[111282] ['1/8', '5/9', '5/9', '5/7', '6'] -> 5/9 / 5/7 / (1/8 - 5/9 / 6)
[111283] ['3/8', '3/8', '5/9', '1', '7/3'] -> (7/3 + 1 / 3/8) / (3/8 * 5/9)
[111284] ['2/9', '3/7', '9/7', '7/2', '8'] -> (9/7 / 2/9 - (7/2 - 8)) / 3/7
[111285] ['3/5', '3/5', '2/3', '9/7', '5'] -> 5 / (3/5 / (9/7 - 3/5) - 2/3)
[111286] ['1/7', '2/9', '3/8', '3', '9/2'] -> 9/2 / (1/7 * (3 - 3/8 / 2/9))
[111287] ['1/5', '3/4', '9/4', '7/3', '9'] -> 7/3 + (3/4 + 9) / (1/5 * 9/4)
[111288] ['3/8', '3/7', '7/9', '2', '7/2'] -> 7/2 / (3/7 * 7/9 - 3/8 / 2)
[111289] ['5/9', '7/9', '8/5', '7/2', '9'] -> 9 * (7/2 - (5/9 + 7/9) / 8/5)
[111290] ['4/9', '3/5', '5/8', '3/4', '3'] -> 3 / (4/9 * 3/5) / (5/8 * 3/4)
[111291] ['1/5', '8/7', '9/7', '9/5', '7'] -> 7 * (8/7 + 9/7 * 9/5) - 1/5
[111292] ['3/5', '3/5', '2/3', '4/3', '5'] -> (3/5 + 4/3) / (2/3 - 3/5) - 5
[111293] ['1/7', '2/9', '2/5', '2/5', '3'] -> (2/5 / (1/7 * 2/9) - 3) / 2/5
[111294] ['1/4', '1/4', '8/9', '9/5', '4'] -> 9/5 / (1/4 / 8/9) * (4 - 1/4)
[111295] ['2/3', '3/4', '5/4', '7/3', '3'] -> 3 / (5/4 / 2/3 - 3/4 * 7/3)
[111296] ['5/9', '7/9', '8/5', '9/2', '9'] -> 8/5 * (9 + 9/2 * (5/9 + 7/9))
[111297] ['1/4', '1/4', '8/9', '9/4', '4'] -> 9/4 / (1/4 / 8/9) + 4 / 1/4
[111298] ['3/5', '7/8', '6/5', '8/3', '4'] -> 3/5 / (6/5 / (4 - 8/3) - 7/8)
[111299] ['2/7', '4/7', '5/2', '5/2', '7'] -> (7 + 5/2 + 5/2) / (2/7 / 4/7)
[111300] ['1/8', '1/7', '9/7', '9/2', '7'] -> (1/7 + 9/7 / 9/2) / (1/8 / 7)
[111301] ['1/7', '1/6', '2/5', '3/7', '4'] -> (1/7 + 4) / (2/5 * 3/7) - 1/6
[111302] ['1/7', '2/9', '2/5', '4/9', '3'] -> 3 * (2/9 + 4/9 / (1/7 * 2/5))
[111303] ['1/8', '5/9', '5/9', '5/6', '6'] -> (5/6 - 5/9) * 6 / (1/8 * 5/9)
[111304] ['2/3', '3/4', '9/7', '4/3', '3'] -> 2/3 / (4/3 / (3 - 9/7) - 3/4)
[111305] ['1/5', '3/4', '7/3', '8/3', '9'] -> (7/3 / 1/5 - (8/3 - 9)) / 3/4
[111306] ['1/4', '1/4', '9/8', '9/8', '4'] -> (9/8 + 4 - (1/4 - 9/8)) / 1/4
[111307] ['5/9', '7/9', '5/3', '8/3', '9'] -> ((8/3 + 9) / 7/9 - 5/3) / 5/9
[111308] ['3/5', '7/8', '5/4', '5/4', '4'] -> 5/4 * 4 / (7/8 / 3/5 - 5/4)
[111309] ['1/8', '1/7', '4/3', '7/5', '7'] -> 7 / (1/8 + 4/3) / (1/7 * 7/5)
[111310] ['1/4', '1/4', '9/8', '8/7', '4'] -> (1/4 + 1/4) / (8/7 - 9/8) - 4
[111311] ['1/5', '8/7', '9/7', '7/2', '7'] -> (1/5 + 8/7 * 7/2) * (7 - 9/7)
[111312] ['2/3', '3/4', '9/7', '3/2', '3'] -> 3 / (3/2 * (2/3 - 3/4 / 9/7))
[111313] ['1/5', '3/4', '7/3', '9/2', '9'] -> (7/3 - 1/5) * (9/2 + 3/4 * 9)
[111314] ['2/7', '3/5', '3/5', '3/5', '7'] -> 7 / 2/7 - 3/5 / (3/5 + 3/5)
[111315] ['1/7', '2/9', '2/5', '4/7', '3'] -> (4/7 / (2/9 * 2/5) - 3) / 1/7
[111316] ['3/8', '3/8', '4/7', '2/3', '1'] -> 3/8 / (1 - 3/8 / 4/7 / 2/3)
[111317] ['1/4', '1/4', '9/8', '6/5', '4'] -> 6/5 / (9/8 / (4 - 1/4) - 1/4)
[111318] ['3/5', '7/8', '5/4', '3/2', '4'] -> 4 / (3/5 * 5/4 - 7/8 / 3/2)
[111319] ['5/9', '7/9', '7/4', '7/3', '9'] -> 9 * (5/9 + 7/9 + 7/3 / 7/4)
[111320] ['1/5', '8/7', '4/3', '4/3', '7'] -> 4/3 / 1/5 + 7 * (8/7 + 4/3)
[111321] ['2/9', '3/7', '4/3', '5/2', '8'] -> 8 / (3/7 * (4/3 - 2/9 * 5/2))
[111322] ['2/3', '3/4', '9/7', '5/3', '3'] -> 2/3 / (3/4 / 9/7 - 5/3 / 3)
[111323] ['5/9', '7/9', '7/4', '5/2', '9'] -> 5/2 + (5/9 + 9) / (7/9 / 7/4)
[111324] ['3/8', '3/8', '4/7', '3/4', '1'] -> 3/4 / (3/8 / 4/7 + 3/8 - 1)
[111325] ['1/8', '5/9', '5/9', '6/5', '6'] -> (5/9 + 5/9 / 1/8) * (6 - 6/5)
[111326] ['1/7', '2/9', '2/5', '5/7', '3'] -> (3 + 2/5 / 2/9) / (1/7 / 5/7)
[111327] ['5/9', '7/9', '7/4', '7/2', '9'] -> 9 * (5/9 + 7/9) / (7/4 / 7/2)
[111328] ['2/9', '3/7', '4/3', '7/2', '8'] -> 4/3 / (2/9 + 8 - 7/2 / 3/7)
[111329] ['4/9', '3/5', '5/8', '9/7', '3'] -> 3 / (3/5 - 4/9) / (5/8 * 9/7)
[111330] ['3/5', '7/8', '5/4', '9/5', '4'] -> 4 / (5/4 / (9/5 - 3/5) - 7/8)
[111331] ['5/9', '7/9', '9/5', '9/5', '9'] -> (5/9 + 7/9) * (9/5 + 9/5 * 9)
[111332] ['1/8', '1/7', '4/3', '9/2', '7'] -> (1/8 + 9/2 / 4/3) * (7 - 1/7)
[111333] ['1/4', '1/4', '9/8', '9/5', '4'] -> 9/5 / (1/4 * 9/8) * (4 - 1/4)
[111334] ['2/9', '3/7', '7/5', '7/5', '8'] -> 8 / 3/7 / (7/5 / 7/5 - 2/9)
[111335] ['3/8', '3/7', '4/5', '9/7', '2'] -> 3/7 / (2 - (3/8 + 9/7 / 4/5))
[111336] ['1/8', '5/9', '5/9', '7/5', '6'] -> 5/9 * 7/5 / (1/8 - 5/9 / 6)
[111337] ['1/7', '2/9', '2/5', '5/6', '3'] -> (3 + 5/6 / (1/7 / 2/5)) / 2/9
[111338] ['1/5', '8/7', '4/3', '7/3', '7'] -> 8/7 * (4/3 * 7 + 7/3 / 1/5)
[111339] ['1/4', '1/4', '9/8', '7/3', '4'] -> (7/3 / 1/4 - 4) / (1/4 / 9/8)
[111340] ['3/5', '7/8', '5/4', '7/3', '4'] -> (7/3 + 4 / 3/5) / (5/4 - 7/8)
[111341] ['4/9', '3/5', '5/8', '5/3', '3'] -> (5/3 + 3 / 3/5) / (4/9 * 5/8)
[111342] ['2/9', '3/7', '7/5', '8/5', '8'] -> (8 - 8/5 / (3/7 * 7/5)) / 2/9
[111343] ['2/7', '3/5', '3/5', '5/6', '7'] -> 3/5 * (7 / (2/7 * 3/5) - 5/6)
[111344] ['1/8', '1/7', '7/5', '3/2', '7'] -> 7 + 7/5 * (1/7 + 3/2 / 1/8)
[111345] ['1/7', '2/9', '2/5', '6/7', '3'] -> 6/7 / (2/5 * (2/9 - 1/7)) - 3
[111346] ['1/4', '1/4', '8/7', '8/7', '4'] -> (8/7 + 8/7 * (1/4 + 4)) / 1/4
[111347] ['1/5', '8/7', '4/3', '5/2', '7'] -> 8/7 * 7 / (4/3 / 5/2 - 1/5)
[111348] ['3/8', '3/7', '4/5', '7/5', '2'] -> 3/7 * 7/5 / (4/5 / 2 - 3/8)
[111349] ['2/3', '3/4', '9/7', '3', '9/2'] -> 9/7 * (2/3 + 9/2 / (3/4 / 3))
[111350] ['1/8', '1/7', '7/5', '5/3', '7'] -> 7 / (1/7 + 5/3 * 1/8 / 7/5)
[111351] ['2/7', '3/5', '3/5', '7/8', '7'] -> (7 - 3/5 / 3/5) / (2/7 * 7/8)
[111352] ['1/5', '7/9', '7/9', '6/7', '9'] -> 6/7 * 9 * (7/9 / 1/5 - 7/9)
[111353] ['5/9', '7/9', '9/5', '9/2', '9'] -> (7/9 + 5/9 * 9/5) * (9/2 + 9)
[111354] ['1/5', '8/7', '4/3', '8/3', '7'] -> 8/3 / 1/5 + 7 * 8/7 * 4/3
[111355] ['3/5', '3/5', '5/7', '7/6', '5'] -> (3/5 + 5) / (5/7 * 7/6 - 3/5)
[111356] ['1/8', '5/9', '5/9', '7/3', '6'] -> (6 + 5/9 / 5/9) / (1/8 * 7/3)
[111357] ['4/9', '3/5', '5/8', '9/4', '3'] -> (9/4 + 3 / 4/9) / (3/5 * 5/8)
[111358] ['1/7', '2/9', '2/5', '8/9', '3'] -> (3 + 2/9 / 2/5) / 1/7 - 8/9
[111359] ['5/9', '7/9', '9/4', '9/4', '9'] -> (5/9 + 7/9) * (9/4 * 9 - 9/4)
[111360] ['1/5', '7/9', '7/9', '7/8', '9'] -> 9 / (1/5 * (7/8 + 7/9 / 7/9))
[111361] ['2/9', '3/7', '7/5', '9/5', '8'] -> (8 / 2/9 - 9/5) / 7/5 - 3/7
[111362] ['3/5', '7/8', '9/7', '7/5', '4'] -> 4 * 3/5 / 7/8 / (7/5 - 9/7)
[111363] ['5/9', '7/9', '9/4', '5/2', '9'] -> 9 / (9/4 - 5/2 / (5/9 + 7/9))
[111364] ['1/5', '8/7', '4/3', '9/2', '7'] -> (1/5 + 7) * (9/2 - 4/3 / 8/7)
[111365] ['3/8', '3/7', '4/5', '9/5', '2'] -> 2 * (4/5 + 9/5 / (3/8 * 3/7))
[111366] ['1/8', '1/7', '7/5', '7/3', '7'] -> 7 / 7/5 / (1/7 * 7/3 - 1/8)
[111367] ['1/8', '5/9', '5/9', '9/2', '6'] -> 9/2 * 6 / (1/8 + 5/9 / 5/9)
[111368] ['5/9', '7/9', '9/4', '7/2', '9'] -> 9 / (7/2 / (5/9 + 7/9) - 9/4)
[111369] ['1/4', '1/4', '8/7', '8/5', '4'] -> (1/4 + 4 / 8/7) / (1/4 / 8/5)
[111370] ['1/7', '2/9', '2/5', '8/7', '3'] -> (8/7 / (2/5 - 2/9) - 3) / 1/7
[111371] ['4/9', '3/5', '5/8', '3', '9/2'] -> 9/2 / (5/8 * 4/9 * 3/5) - 3
[111372] ['1/5', '8/7', '7/5', '3/2', '7'] -> 8/7 * 3/2 * (7 + 7/5 / 1/5)
[111373] ['1/8', '1/7', '7/5', '8/3', '7'] -> 7 / (1/7 * 8/3 - 1/8 / 7/5)
[111374] ['2/7', '3/5', '3/5', '5/4', '7'] -> 3/5 / (5/4 / (2/7 * 7) - 3/5)
[111375] ['2/9', '3/7', '7/5', '5/2', '8'] -> 8 / (2/9 * 3/7) / (7/5 * 5/2)
[111376] ['2/3', '3/4', '7/5', '5/3', '3'] -> 2/3 / (7/5 * 5/3 / 3 - 3/4)
[111377] ['1/8', '1/7', '7/5', '7/2', '7'] -> (1/7 + 7 / 7/2) / (1/8 / 7/5)
[111378] ['5/9', '7/9', '7/3', '5/2', '9'] -> 5/2 * (9 + 7/9 / (5/9 * 7/3))
[111379] ['1/7', '1/6', '2/5', '7/3', '4'] -> (1/7 + 4) / (2/5 / 7/3) - 1/6
[111380] ['1/4', '1/4', '8/7', '7/4', '4'] -> 7/4 / (1/4 / 8/7) + 4 / 1/4
[111381] ['1/5', '7/9', '7/9', '7/6', '9'] -> (7/9 / 1/5 - 7/9) / (7/6 / 9)
[111382] ['2/9', '3/7', '7/5', '8/3', '8'] -> (3/7 * 8 + 8/3 / 7/5) / 2/9
[111383] ['2/3', '3/4', '7/5', '7/4', '3'] -> 3 / (7/4 / 7/5 - 3/4 / 2/3)
[111384] ['1/5', '8/7', '7/5', '7/3', '7'] -> 7/5 / 7/3 * 7 / (1/5 / 8/7)
[111385] ['1/7', '2/9', '2/5', '5/4', '3'] -> 5/4 * (3 / 1/7 - 2/5 / 2/9)
[111386] ['3/8', '3/8', '4/7', '1', '3/2'] -> 3/8 / (1 - 3/2 * 3/8 / 4/7)
[111387] ['3/8', '3/7', '4/5', '2', '8/3'] -> 2 / (3/8 / 3/7 - 4/5) - 8/3
[111388] ['2/3', '3/4', '7/5', '9/5', '3'] -> (7/5 + 9/5 / 3) / (3/4 - 2/3)
[111389] ['1/4', '1/4', '8/7', '9/4', '4'] -> (1/4 + 9/4 + 4 / 8/7) / 1/4
[111390] ['2/7', '3/5', '3/5', '3/2', '7'] -> 7 / 2/7 - (3/2 - 3/5 / 3/5)
