[257086] ['4/9', '4/5', '7/8', '8/3', '7'] -> (7 + 8/3 / 4/5) / (7/8 - 4/9)
[261092] ['1/9', '1/5', '8/7', '7/2', '6'] -> 7/2 * (8/7 / (1/5 - 1/9) - 6)
[261093] ['1/4', '5/8', '1', '9/7', '4/3'] -> 1 / (1/4 + 5/8) / (4/3 - 9/7)
[261094] ['1/9', '5/9', '4/5', '5/3', '2'] -> (2 - 4/5) / (1/9 / (5/9 + 5/3))
[261095] ['2/9', '4/7', '7/5', '8/3', '6'] -> (4/7 * 6 + 8/3 / 7/5) / 2/9
[261096] ['4/9', '8/9', '4/3', '9/5', '7'] -> 9/5 * (8/9 + 7 * (4/9 + 4/3))
[261097] ['2/9', '2/3', '1', '5/3', '5/2'] -> (1 + 5/3) / (2/3 - 2/9 * 5/2)
[261098] ['1/4', '2/3', '8/7', '9/5', '9'] -> 8/7 * 9/5 * (9 + 2/3 / 1/4)
[261099] ['3/7', '4/9', '5/3', '9/4', '8'] -> 8 / (4/9 / (9/4 - 5/3) - 3/7)
[261100] ['2/9', '2/9', '1/4', '8/5', '2'] -> 2 / (2/9 / 8/5 - 2/9 * 1/4)
[261101] ['1/9', '5/9', '4/5', '7/4', '2'] -> 2 + (7/4 + 5/9 / 4/5) / 1/9
[261102] ['1/8', '4/9', '3/5', '7/6', '2'] -> (7/6 / 3/5 - 4/9) / (1/8 / 2)
[261103] ['2/9', '4/7', '7/5', '7/2', '6'] -> 7/2 * (4/7 / 2/9 + 6 / 7/5)
[261104] ['1/9', '1/5', '7/6', '7/6', '6'] -> 6 / 1/5 / (7/6 * 7/6 - 1/9)
[261105] ['1/4', '5/8', '1', '9/7', '3/2'] -> 9/7 / (5/8 - 1 / (1/4 + 3/2))
[261106] ['2/9', '2/3', '1', '5/3', '7/2'] -> (1 + 5/3) / (2/9 * 7/2 - 2/3)
[261107] ['4/9', '8/9', '4/3', '5/2', '7'] -> 4/3 * (4/9 / 8/9 + 5/2 * 7)
[261108] ['2/9', '2/9', '1/4', '7/4', '2'] -> 2 / (2/9 + 1/4 - 2/9 * 7/4)
[261109] ['1/8', '4/9', '3/5', '5/4', '2'] -> (2 / (4/9 * 5/4) - 3/5) / 1/8
[261110] ['2/9', '2/9', '1/4', '9/5', '2'] -> (2/9 + 2 / 9/5) / (2/9 * 1/4)
[261111] ['2/9', '2/3', '1', '5/3', '9/2'] -> (5/3 + 2/3 * (1 + 9/2)) / 2/9
[261112] ['1/5', '1/4', '2/7', '2/3', '7'] -> 7 / (1/5 / 2/7) / (2/3 - 1/4)
[261113] ['1/9', '1/5', '7/6', '5/4', '6'] -> (7/6 + 6 * 1/5 * 5/4) / 1/9
[261114] ['1/4', '2/3', '8/7', '7/2', '9'] -> 9 * (7/2 - (1/4 + 2/3 / 8/7))
[261115] ['3/8', '6/5', '4/3', '5/3', '9'] -> (6/5 + 9) / (4/3 / 5/3 - 3/8)
[261116] ['1/4', '5/8', '1', '9/7', '5/3'] -> 1 / (5/8 / 9/7 / 5/3 - 1/4)
[261117] ['3/7', '4/9', '5/3', '7/2', '8'] -> 5/3 * 8 / (3/7 + 4/9 / 7/2)
[261118] ['1/6', '2/5', '1', '9/8', '3/2'] -> 1 / (1/6 / 2/5 + 9/8 - 3/2)
[261119] ['2/7', '5/9', '3', '7/2', '9/2'] -> 3 + (7/2 + 5/9 * 9/2) / 2/7
[261120] ['1/9', '1/5', '7/6', '9/7', '6'] -> 7/6 * (9/7 + 6 / (1/9 + 1/5))
[261121] ['3/7', '4/9', '5/3', '9/2', '8'] -> 8 * (9/2 / (3/7 / 4/9) - 5/3)
[261122] ['1/4', '5/8', '1', '9/7', '7/4'] -> 7/4 / (1/4 / 9/7) / (1 - 5/8)
[261123] ['2/9', '4/7', '3/2', '5/3', '6'] -> (6 / (4/7 * 3/2) - 5/3) / 2/9
[261124] ['1/9', '1/5', '7/6', '7/5', '6'] -> (7/5 / (1/9 * 7/6) - 6) / 1/5
[261125] ['2/7', '4/7', '4/7', '4/7', '3'] -> 4/7 * 3 / (4/7 - 2/7 / 4/7)
[261126] ['4/9', '4/7', '5/7', '3/4', '2'] -> 4/7 / (5/7 / 2 - 4/9 * 3/4)
[261127] ['1/8', '4/9', '3/5', '8/5', '2'] -> 8/5 / (1/8 * 4/9) / (3/5 * 2)
[261128] ['1/6', '2/5', '1', '9/8', '7/4'] -> 1 / (1/6 * 2/5) / (7/4 - 9/8)
[261129] ['1/5', '1/4', '2/7', '6/7', '7'] -> 2/7 - 6/7 / 1/5 + 7 / 1/4
[261130] ['3/8', '6/5', '4/3', '7/2', '9'] -> 3/8 * (9 / (4/3 - 6/5) - 7/2)
[261131] ['4/9', '8/9', '7/5', '9/5', '7'] -> (7/5 + 9/5) * (7 + 4/9 / 8/9)
[261132] ['2/9', '4/7', '3/2', '9/4', '6'] -> (3/2 + 6 / 4/7) / (2/9 * 9/4)
[261133] ['4/9', '4/7', '5/7', '7/9', '2'] -> 4/7 / (4/9 - 7/9 + 5/7 / 2)
[261134] ['1/8', '4/9', '3/5', '5/3', '2'] -> (4/9 / 2 + 5/3 / 3/5) / 1/8
[261135] ['2/7', '4/7', '4/7', '5/7', '3'] -> (4/7 + 4/7) / (2/7 - 5/7 / 3)
[261136] ['1/9', '1/9', '3/8', '1', '3/2'] -> 1 / (3/8 - 3/2 * (1/9 + 1/9))
[261137] ['4/9', '8/9', '7/5', '9/4', '7'] -> 7 / (8/9 - 4/9 * 7/5) - 9/4
[261138] ['2/9', '4/7', '3/2', '5/2', '6'] -> (6 / 4/7 - 5/2) / (2/9 * 3/2)
[261139] ['1/4', '5/8', '1', '9/7', '8/3'] -> (1 + 8/3 / 1/4) / (5/8 / 9/7)
[261140] ['2/9', '2/3', '1', '9/5', '9/4'] -> 2/3 / (9/4 / 9/5 - (2/9 + 1))
[261141] ['1/4', '2/3', '6/5', '9/7', '9'] -> 2/3 + 9 / (9/7 * 1/4 * 6/5)
[261142] ['1/8', '4/9', '3/5', '7/4', '2'] -> (7/4 / 1/8 - 2 / 3/5) / 4/9
[261143] ['1/9', '1/9', '3/8', '1', '8/5'] -> 8/5 / (1/9 / (1 - 3/8) - 1/9)
[261144] ['3/7', '4/9', '7/4', '7/2', '8'] -> 8 / (3/7 * 4/9) / (7/2 - 7/4)
[261145] ['1/9', '5/9', '5/6', '9/7', '2'] -> 9/7 * (5/9 / 5/6 + 2 / 1/9)
[261146] ['4/9', '8/9', '7/5', '5/2', '7'] -> 7 * 7/5 * 5/2 - 4/9 / 8/9
[261147] ['2/9', '2/9', '2/7', '4/7', '2'] -> (2/7 + 2) / (2/9 - 2/9 * 4/7)
[261148] ['1/4', '5/8', '1', '9/7', '9/2'] -> (1 + 9/2 / (1/4 * 9/7)) / 5/8
[261149] ['2/9', '2/3', '1', '9/5', '8/3'] -> 8/3 / (2/9 - 2/3 + 1 / 9/5)
[261150] ['1/6', '2/5', '1', '9/8', '7/2'] -> 7/2 / ((9/8 - 1) / 2/5 - 1/6)
[261151] ['2/9', '4/7', '8/5', '8/5', '6'] -> 8/5 / 2/9 + 6 / (4/7 / 8/5)
[261152] ['3/7', '4/9', '7/4', '9/2', '8'] -> 9/2 / (3/7 * 7/4) + 8 / 4/9
[261153] ['1/4', '2/3', '6/5', '7/5', '9'] -> 9 / (2/3 - 7/5 * 1/4 / 6/5)
[261154] ['1/9', '1/9', '3/8', '1', '7/4'] -> 1 / (1/9 * (7/4 - 3/8) - 1/9)
[261155] ['2/7', '4/7', '4/7', '5/6', '3'] -> 4/7 / (3 * (4/7 - 2/7) - 5/6)
[261156] ['3/8', '6/5', '7/5', '5/2', '9'] -> 6/5 / (7/5 - 9 * 3/8 / 5/2)
[261157] ['1/4', '5/8', '1', '4/3', '4/3'] -> 1 / (1/4 * (4/3 + 4/3) - 5/8)
[261158] ['4/9', '8/9', '7/5', '7/2', '7'] -> 7 * (4/9 / 7/5 + 8/9 * 7/2)
[261159] ['1/6', '2/5', '1', '9/8', '9/2'] -> 9/2 / 2/5 + (1 + 9/8) / 1/6
[261160] ['1/5', '1/4', '2/7', '7/6', '7'] -> 2/7 * 7 / (1/4 / 1/5 - 7/6)
[261161] ['3/7', '4/9', '9/5', '9/5', '8'] -> 9/5 + 9/5 / 3/7 + 8 / 4/9
[261162] ['4/9', '4/7', '5/7', '8/9', '2'] -> 2 / (4/9 + 8/9 - 5/7 / 4/7)
[261163] ['2/9', '4/7', '8/5', '5/3', '6'] -> (6 - 8/5 / 4/7) / (2/9 / 5/3)
[261164] ['1/9', '1/9', '3/8', '1', '9/4'] -> (9/4 + 3/8 * (1/9 + 1)) / 1/9
[261165] ['1/9', '1/5', '6/5', '9/7', '6'] -> (1/9 * 6/5 + 6 / 9/7) / 1/5
[261166] ['1/9', '5/9', '5/6', '9/5', '2'] -> (5/9 * 9/5 + 5/6 * 2) / 1/9
[261167] ['2/9', '4/7', '8/5', '7/4', '6'] -> 8/5 * 7/4 * (6 + 4/7 / 2/9)
[261168] ['1/8', '4/9', '3/5', '2', '8/3'] -> 8/3 / 3/5 + (4/9 + 2) / 1/8
[261169] ['1/6', '2/5', '1', '8/7', '5/4'] -> (1 / 8/7 + 5/4 / 2/5) / 1/6
[261170] ['2/9', '2/3', '1', '9/2', '9/2'] -> (9/2 - (1 - 9/2)) / (2/9 / 2/3)
[261171] ['1/6', '2/5', '1', '8/7', '9/7'] -> 8/7 / 2/5 / (9/7 - (1/6 + 1))
[261172] ['3/8', '6/5', '3/2', '7/4', '9'] -> (3/2 + 7/4) / (6/5 / 9) - 3/8
[261173] ['2/9', '4/7', '8/5', '9/4', '6'] -> 6 / (2/9 * (8/5 - 4/7)) - 9/4
[261174] ['1/4', '5/8', '1', '4/3', '7/2'] -> 1 / (1/4 * 7/2 - 5/8 * 4/3)
[261175] ['1/9', '1/9', '2/5', '2/5', '1'] -> ((1/9 + 1) / 1/9 - 2/5) / 2/5
[261176] ['1/6', '2/5', '1', '8/7', '4/3'] -> 8/7 * (1 + 4/3 / (1/6 * 2/5))
[261177] ['3/7', '4/9', '9/5', '8/3', '8'] -> (8/3 / 3/7 + 8 / 9/5) / 4/9
[261178] ['2/7', '4/7', '4/7', '4/3', '3'] -> 4/7 / (2/7 / 4/3 - 4/7 / 3)
[261179] ['3/8', '6/5', '3/2', '9/2', '9'] -> 9 + 3/2 * 9/2 / (3/8 * 6/5)
[261180] ['1/9', '5/9', '6/7', '7/8', '2'] -> 2 / (6/7 * 7/8 - (1/9 + 5/9))
[261181] ['1/5', '1/4', '2/7', '7/3', '7'] -> 7 / (1/5 * (7/3 - 1/4 / 2/7))
[261182] ['2/9', '4/7', '8/5', '8/3', '6'] -> 8/5 * (8/3 / (2/9 * 4/7) - 6)
[261183] ['1/4', '2/3', '9/7', '8/5', '9'] -> 9/7 * 8/5 * (9 + 2/3 / 1/4)
[261184] ['1/9', '5/9', '6/7', '8/9', '2'] -> (2 / 6/7 - (5/9 - 8/9)) / 1/9
[261185] ['2/7', '4/7', '4/7', '8/5', '3'] -> 4/7 * 3 / (4/7 / 8/5 - 2/7)
[261186] ['1/5', '1/4', '2/7', '5/2', '7'] -> 7 / 2/7 - 1/4 / (1/5 * 5/2)
[261187] ['1/9', '1/9', '2/5', '1/2', '1'] -> 1/2 + (1/9 + 1 / 2/5) / 1/9
[261188] ['1/6', '2/5', '1', '8/7', '7/4'] -> (7/4 / (2/5 / 8/7) - 1) / 1/6
[261189] ['2/9', '4/7', '8/5', '9/2', '6'] -> 4/7 * 8/5 * (6 + 9/2 / 2/9)
[261190] ['2/7', '4/7', '4/7', '5/3', '3'] -> 4/7 / 2/7 / (3 - 5/3 / 4/7)
[261191] ['1/9', '1/5', '5/4', '9/2', '6'] -> 6 / (1/9 * 9/2 - 1/5 * 5/4)
[261192] ['1/4', '2/3', '9/7', '7/3', '9'] -> (7/3 + 9) / (2/3 - 1/4 / 9/7)
[261193] ['2/9', '4/7', '5/3', '5/3', '6'] -> (6 + 5/3 + 5/3) / (2/9 / 4/7)
[261194] ['3/8', '6/5', '8/5', '7/2', '9'] -> 3/8 + 6/5 / 8/5 * 7/2 * 9
[261195] ['4/9', '8/9', '8/5', '9/2', '7'] -> (4/9 + 8/9 * 9/2) * (7 - 8/5)
[261196] ['1/8', '4/9', '5/8', '9/8', '2'] -> (4/9 + 2 + 5/8 / 9/8) / 1/8
[261197] ['1/9', '1/5', '9/7', '9/7', '6'] -> 9/7 / 1/5 + 6 + 9/7 / 1/9
[261198] ['1/5', '1/4', '2/7', '9/2', '7'] -> 9/2 / 2/7 + 7 + 1/4 / 1/5
[261199] ['1/4', '5/8', '1', '7/5', '5/2'] -> (1 + 5/2 / (1/4 / 7/5)) / 5/8
[261200] ['3/7', '4/9', '9/4', '7/2', '8'] -> 8 / (4/9 * (9/4 - 3/7 * 7/2))
[261201] ['1/4', '2/3', '9/7', '8/3', '9'] -> 9 / (1/4 * 9/7) - 8/3 / 2/3
[261202] ['2/9', '4/7', '5/3', '7/4', '6'] -> (4/7 * 7/4 - (5/3 - 6)) / 2/9
[261203] ['1/9', '1/9', '2/5', '5/8', '1'] -> 1 / (5/8 * (1/9 - 1/9 * 2/5))
[261204] ['2/9', '2/9', '2/7', '4/3', '2'] -> 2 + (2/9 + 4/3 / 2/7) / 2/9
[261205] ['2/7', '4/7', '4/7', '5/2', '3'] -> 4/7 / (2/7 + 4/7 - 5/2 / 3)
[261206] ['1/6', '2/5', '1', '8/7', '5/2'] -> (2/5 + 1) * 5/2 / (1/6 / 8/7)
[261207] ['3/7', '4/9', '9/4', '9/2', '8'] -> 8 / 4/9 / (9/4 / 3/7 - 9/2)
[261208] ['1/4', '5/8', '1', '7/5', '7/2'] -> (7/2 / 5/8 - (1 - 7/5)) / 1/4
[261209] ['4/9', '4/7', '5/7', '9/5', '2'] -> 4/7 * 2 / (4/9 - 5/7 / 9/5)
[261210] ['1/9', '1/5', '9/7', '3/2', '6'] -> 3/2 + 6 / (1/9 + 1/5 / 9/7)
[261211] ['1/9', '5/9', '6/7', '9/7', '2'] -> (2 / 1/9 - 6/7) / (5/9 * 9/7)
[261212] ['1/6', '2/5', '1', '8/7', '8/3'] -> (2/5 + 1) * (8/7 + 8/3 / 1/6)
[261213] ['1/9', '1/5', '9/7', '8/5', '6'] -> 6 / (1/9 + 1/5) / (9/7 / 8/5)
[261214] ['2/7', '4/7', '4/7', '3', '9/2'] -> 3 * (9/2 + 4/7 / (2/7 * 4/7))
[261215] ['1/4', '5/8', '1', '7/5', '9/2'] -> (9/2 + 5/8 * (1 + 7/5)) / 1/4
[261216] ['4/9', '8/9', '7/4', '7/4', '7'] -> 7 * (7/4 + 7/4) - 4/9 / 8/9
[261217] ['3/7', '4/9', '7/3', '9/2', '8'] -> 8 * (3/7 * 7/3 + 4/9 * 9/2)
[261218] ['1/6', '2/5', '1', '8/7', '7/2'] -> 8/7 / 2/5 / (1 / 7/2 - 1/6)
[261219] ['4/9', '4/7', '5/7', '2', '7/3'] -> (5/7 + 7/3) * 2 / (4/9 * 4/7)
[261220] ['1/9', '5/9', '6/7', '3/2', '2'] -> (2 / 6/7 - 5/9) / (1/9 / 3/2)
[261221] ['1/4', '5/8', '1', '3/2', '8/5'] -> 5/8 / 1/4 / (8/5 - 3/2) - 1
[261222] ['1/9', '1/9', '2/5', '5/6', '1'] -> (1 - 1/9) / (5/6 * 1/9 * 2/5)
[261223] ['2/9', '4/7', '5/3', '7/2', '6'] -> (6 / 4/7 - (5/3 + 7/2)) / 2/9
[261224] ['2/9', '2/9', '2/7', '7/4', '2'] -> (2/7 + 2) / (2/9 - 2/9 / 7/4)
[261225] ['4/9', '8/9', '7/4', '7/3', '7'] -> 7 / (4/9 / 8/9) / (7/3 - 7/4)
[261226] ['1/9', '1/5', '9/7', '7/4', '6'] -> 6 / 1/5 / (7/4 / 9/7 - 1/9)
[261227] ['3/7', '4/9', '5/2', '8/3', '8'] -> 4/9 + 8 + 8/3 / (3/7 / 5/2)
[261228] ['1/4', '5/8', '1', '3/2', '9/5'] -> 1 / (1/4 + 5/8 - 3/2 / 9/5)
[261229] ['1/9', '5/9', '6/7', '7/4', '2'] -> (2 - 5/9 * 6/7) / (1/9 / 7/4)
[261230] ['1/5', '1/4', '1/3', '2/3', '7'] -> (2/3 + 7 - 1/3 / 1/5) / 1/4
[261231] ['4/9', '8/9', '7/4', '5/2', '7'] -> 7 * (8/9 / 4/9 + 5/2 / 7/4)
[261232] ['1/9', '1/5', '9/7', '9/5', '6'] -> (6 / 9/7 - (1/5 + 9/5)) / 1/9
[261233] ['1/4', '2/3', '7/5', '9/4', '9'] -> (1/4 + 7/5 * (9/4 + 9)) / 2/3
[261234] ['1/4', '5/8', '1', '8/5', '5/3'] -> 1 / (5/3 * 1/4 * 8/5 - 5/8)
[261235] ['1/6', '2/5', '1', '7/6', '9/7'] -> (1 / 2/5 + 7/6 * 9/7) / 1/6
[261236] ['1/8', '4/9', '5/8', '2', '9/4'] -> (2 / 1/8 - 4/9 * 9/4) / 5/8
[261237] ['2/7', '4/7', '3/5', '7/8', '3'] -> 3 / (3/5 * (2/7 + 7/8) - 4/7)
[261238] ['4/9', '8/9', '9/5', '9/5', '7'] -> (4/9 + 8/9 * 7) * (9/5 + 9/5)
[261239] ['3/7', '4/9', '8/3', '9/2', '8'] -> 9/2 * 4/9 * 8/3 + 8 / 3/7
[261240] ['1/4', '5/8', '1', '8/5', '7/4'] -> (8/5 + (1 + 7/4) / 5/8) / 1/4
[261241] ['1/5', '1/4', '1/3', '7/8', '7'] -> 7 / (1/5 * (7/8 + 1/4 + 1/3))
[261242] ['2/9', '4/7', '7/4', '5/2', '6'] -> 6 * (4/7 / 2/9 + 5/2 / 7/4)
[261243] ['1/9', '5/9', '6/7', '2', '8/3'] -> 2 / 6/7 / (5/9 / 8/3 - 1/9)
[261244] ['1/8', '4/9', '5/8', '2', '5/2'] -> (5/2 / 4/9 - (5/8 + 2)) / 1/8
[261245] ['2/7', '4/7', '3/5', '9/8', '3'] -> 3 / (4/7 / 2/7 - 9/8 / 3/5)
[261246] ['1/5', '1/4', '1/3', '8/9', '7'] -> (7 - 1/3 / 1/5) / (1/4 * 8/9)
[261247] ['1/4', '5/8', '1', '8/5', '9/4'] -> 9/4 / (1/4 * 5/8) / (8/5 - 1)
[261248] ['2/9', '2/9', '1/3', '3/7', '2'] -> (2/9 / 1/3 + 2 / 3/7) / 2/9
[261249] ['3/7', '4/9', '9/2', '9/2', '8'] -> 8 / 4/9 - (9/2 - 9/2 / 3/7)
[261250] ['4/9', '4/7', '3/4', '7/8', '2'] -> 2 / (4/7 - 4/9) / (3/4 * 7/8)
[261251] ['1/8', '4/9', '5/8', '2', '9/2'] -> 2 / (5/8 / 9/2 - 1/8 * 4/9)
[261252] ['1/4', '5/8', '1', '8/5', '7/3'] -> 8/5 / (1 - 7/3 * 1/4 / 5/8)
[261253] ['4/9', '8/9', '9/5', '8/3', '7'] -> 9/5 * 8/3 * (7 - 8/9 / 4/9)
[261254] ['1/6', '2/5', '1', '7/6', '7/4'] -> (1 / 2/5 + 7/4 / 7/6) / 1/6
[261255] ['2/9', '4/7', '7/4', '7/2', '6'] -> 6 / 2/9 - 4/7 * (7/4 + 7/2)
[261256] ['3/7', '1/2', '1/2', '1/2', '8'] -> 8 / 1/2 / (1/2 / 3/7 - 1/2)
[261257] ['2/9', '2/9', '1/3', '5/9', '2'] -> (1/3 + 2 / (2/9 / 5/9)) / 2/9
[261258] ['1/4', '5/8', '1', '8/5', '8/3'] -> 8/5 / (8/3 * 1/4 / 5/8 - 1)
[261259] ['4/9', '4/7', '3/4', '8/9', '2'] -> 2 / (3/4 * (8/9 - 4/9 / 4/7))
[261260] ['1/6', '2/5', '1', '7/6', '9/5'] -> (1 + 9/5 / (1/6 * 2/5)) / 7/6
[261261] ['1/5', '1/4', '1/3', '7/6', '7'] -> (7/6 - 1/3) / (1/4 / (1/5 + 7))
[261262] ['1/4', '2/3', '8/5', '7/4', '9'] -> 8/5 * (9 / 2/3 - (1/4 - 7/4))
[261263] ['2/9', '5/7', '5/7', '1', '8/3'] -> (1 + 5/7 / 5/7) / (2/9 / 8/3)
[261264] ['1/4', '5/8', '1', '5/3', '5/3'] -> 1 / (1/4 * 5/3 - 5/8 / 5/3)
[261265] ['2/9', '2/9', '1/3', '4/7', '2'] -> (1/3 + 2 / 2/9) / (2/9 / 4/7)
[261266] ['2/7', '4/7', '3/5', '9/7', '3'] -> (4/7 + 9/7 + 3 / 3/5) / 2/7
[261267] ['3/7', '1/2', '1/2', '3/5', '8'] -> 8 / (1/2 / 3/7 - 1/2 / 3/5)
[261268] ['1/9', '1/9', '2/5', '1', '3/2'] -> (1/9 * 3/2 + 1 / 2/5) / 1/9
[261269] ['4/9', '8/9', '9/4', '9/4', '7'] -> (4/9 + 8/9) * (9/4 + 9/4 * 7)
[261270] ['1/9', '5/9', '7/8', '8/7', '2'] -> 7/8 * 8/7 + (5/9 + 2) / 1/9
[261271] ['4/9', '4/7', '3/4', '9/8', '2'] -> 2 / 4/9 / (3/4 / 4/7 - 9/8)
[261272] ['1/4', '5/8', '1', '5/3', '7/4'] -> (1/4 + 1) / (5/8 * (7/4 - 5/3))
[261273] ['1/6', '2/5', '1', '7/6', '7/3'] -> (7/3 / (2/5 * 7/6) - 1) / 1/6
[261274] ['2/9', '4/7', '9/5', '9/4', '6'] -> 6 / (9/5 * 2/9 * 4/7) - 9/4
[261275] ['1/9', '1/5', '4/3', '7/4', '6'] -> (4/3 / 1/9 + 6 / 1/5) / 7/4
[261276] ['4/9', '8/9', '9/4', '7/3', '7'] -> 9/4 * (4/9 + 8/9 + 7/3 + 7)
[261277] ['2/9', '2/9', '1/3', '5/8', '2'] -> 2/9 / 2/9 / (1/3 * 2 - 5/8)
[261278] ['4/9', '4/7', '3/4', '7/6', '2'] -> 2 / (3/4 - 4/9 / 4/7 / 7/6)
[261279] ['2/7', '4/7', '3/5', '7/5', '3'] -> 2/7 / (7/5 / (3 - 3/5) - 4/7)
[261280] ['1/4', '2/3', '8/5', '7/3', '9'] -> 9 * (8/5 * (7/3 - 1/4) - 2/3)
[261281] ['1/8', '4/9', '2/3', '7/8', '2'] -> 2 / (7/8 - (1/8 + 4/9 / 2/3))
[261282] ['1/9', '1/5', '4/3', '9/4', '6'] -> (4/3 / (1/9 * 1/5) - 6) / 9/4
[261283] ['3/7', '1/2', '1/2', '4/5', '8'] -> (1/2 + 8 / 4/5) / 3/7 - 1/2
[261284] ['4/9', '8/9', '9/4', '7/2', '7'] -> 7/2 * (7 + 4/9 / 8/9) - 9/4
[261285] ['1/4', '5/8', '1', '5/3', '9/2'] -> (1 + 5/3) / (1/4 - 5/8 / 9/2)
[261286] ['1/5', '1/4', '1/3', '7/4', '7'] -> 7/4 + 1/4 / 1/5 + 7 / 1/3
[261287] ['1/8', '4/9', '2/3', '9/8', '2'] -> (2 + 4/9 / 2/3) / (1/8 / 9/8)
[261288] ['4/9', '4/7', '3/4', '6/5', '2'] -> 2 / (4/9 * (3/4 - 4/7)) - 6/5
[261289] ['1/9', '1/9', '2/5', '1', '7/3'] -> (1 / 1/9 - 7/3) / (1/9 / 2/5)
[261290] ['2/7', '4/7', '3/5', '7/4', '3'] -> 4/7 / 2/7 / (3 - 7/4 / 3/5)
[261291] ['1/4', '2/3', '8/5', '9/2', '9'] -> 9 * (9/2 / (8/5 - 1/4) - 2/3)
[261292] ['1/4', '5/8', '1', '7/4', '7/4'] -> (1 + (7/4 + 7/4) / 1/4) / 5/8
[261293] ['4/9', '8/9', '7/3', '7/3', '7'] -> (7/3 * (7/3 + 7) - 4/9) / 8/9
[261294] ['2/9', '2/9', '1/3', '6/5', '2'] -> 6/5 * (2/9 + 2) / (1/3 - 2/9)
[261295] ['3/7', '1/2', '1/2', '7/6', '8'] -> 8 / (7/6 * (1/2 - 3/7 * 1/2))
[261296] ['1/9', '1/5', '7/5', '7/5', '6'] -> (7/5 + 7/5) / 1/9 - 1/5 * 6
[261297] ['1/5', '1/4', '1/3', '7/2', '7'] -> (1/4 + 7/2) * (7 - 1/5 / 1/3)
[261298] ['2/9', '2/9', '1/3', '9/7', '2'] -> (2/9 + 2 / 9/7) / (2/9 * 1/3)
[261299] ['1/6', '2/5', '1', '6/5', '8/5'] -> 1 / (2/5 / 6/5 / 8/5 - 1/6)
[261300] ['1/4', '5/8', '1', '7/4', '7/3'] -> 1 / (7/4 - (1/4 + 5/8 * 7/3))
[261301] ['1/9', '5/9', '7/8', '7/4', '2'] -> (5/9 + 7/8) / (1/9 / 2) - 7/4
[261302] ['1/6', '2/5', '1', '6/5', '5/3'] -> (5/3 / (2/5 / 6/5) - 1) / 1/6
[261303] ['1/9', '1/5', '7/5', '7/4', '6'] -> 6 / 1/9 / (7/5 * 7/4 - 1/5)
[261304] ['4/9', '4/7', '3/4', '3/2', '2'] -> 2 / (4/9 * (3/2 - 3/4 / 4/7))
[261305] ['2/7', '4/7', '3/5', '5/2', '3'] -> 4/7 / (3 - (5/2 + 2/7 / 3/5))
[261306] ['2/9', '5/7', '3/4', '8/9', '1'] -> 1 / (3/4 - 5/7) - 8/9 / 2/9
[261307] ['2/9', '4/7', '9/4', '5/2', '6'] -> 9/4 + 5/2 / 2/9 + 6 / 4/7
[261308] ['1/9', '1/9', '3/7', '4/9', '1'] -> (1 / 3/7 - (1/9 - 4/9)) / 1/9
[261309] ['3/7', '1/2', '1/2', '3/2', '8'] -> (1/2 + 8 + 3/2 / 3/7) / 1/2
[261310] ['1/4', '5/8', '1', '7/4', '7/2'] -> (1 + 7/2) / (5/8 - 1/4 * 7/4)
[261311] ['1/6', '2/5', '1', '6/5', '9/4'] -> 1 / (1/6 * 9/4 - 2/5 / 6/5)
[261312] ['4/9', '4/7', '3/4', '8/5', '2'] -> 8/5 * (2 / (4/7 - 4/9) - 3/4)
[261313] ['2/9', '2/9', '1/3', '9/5', '2'] -> (1/3 + 2 / (2/9 * 9/5)) / 2/9
[261314] ['2/9', '4/7', '9/4', '8/3', '6'] -> (6 - 8/3) / (2/9 * 4/7) - 9/4
[261315] ['3/7', '1/2', '1/2', '5/3', '8'] -> 8 / (1/2 / 3/7 - 1/2 * 5/3)
[261316] ['2/7', '4/7', '3/5', '3', '7/2'] -> 4/7 / (7/2 - (3 + 2/7 / 3/5))
[261317] ['1/5', '1/4', '3/8', '5/9', '7'] -> 7 / (1/4 + 5/9 * 1/5 * 3/8)
[261318] ['1/9', '1/5', '7/5', '7/2', '6'] -> 6 + 7/5 / 7/2 / (1/9 * 1/5)
[261319] ['1/9', '5/9', '7/8', '2', '7/3'] -> 7/3 / (7/8 - (5/9 + 1/9 * 2))
[261320] ['2/9', '2/9', '1/3', '2', '5/2'] -> 1/3 / 2/9 + 5/2 / (2/9 / 2)
[261321] ['3/7', '1/2', '1/2', '7/4', '8'] -> 8 * 3/7 / 1/2 / (1/2 / 7/4)
[261322] ['1/4', '5/7', '5/7', '3/4', '9'] -> (9 - 5/7 / 5/7) / (1/4 / 3/4)
[261323] ['2/7', '4/7', '5/8', '5/8', '3'] -> 3 / (2/7 * 5/8 + 4/7 - 5/8)
[261324] ['3/8', '5/4', '9/7', '7/3', '9'] -> 9 / (9/7 - (3/8 + 5/4 / 7/3))
[261325] ['1/8', '4/9', '5/7', '7/9', '2'] -> (4/9 + 2 + 5/7 * 7/9) / 1/8
[261326] ['1/9', '1/5', '3/2', '3/2', '6'] -> (3/2 + 6) / 1/5 - 3/2 / 1/9
[261327] ['1/9', '5/9', '7/8', '2', '7/2'] -> 7/2 / 7/8 / (5/9 / 2 - 1/9)
[261328] ['1/4', '5/7', '5/7', '7/9', '9'] -> (7/9 * 9 - 5/7 / 5/7) / 1/4
