[141841] ['3/4', '9/7', '7/5', '8/5', '3'] -> 8/5 / (7/5 / (3 - 9/7) - 3/4)
[146212] ['5/7', '5/6', '8/5', '7/4', '4'] -> 4 / 5/6 / (8/5 / 7/4 - 5/7)
[146213] ['1/2', '4/3', '5/3', '5/3', '3'] -> 3 * (4/3 + (5/3 + 5/3) / 1/2)
[146214] ['1/4', '4/7', '5/3', '5/2', '8'] -> 8 / (4/7 * (5/2 - (1/4 + 5/3)))
[146215] ['7/9', '5/6', '8/5', '5/3', '3'] -> 8/5 / (3 - (7/9 + 5/3) / 5/6)
[146216] ['2/5', '5/9', '3/5', '7/6', '2'] -> 2/5 / 3/5 / (7/6 / 2 - 5/9)
[146217] ['2/5', '3/7', '1', '6/5', '9/2'] -> 9/2 * (1 / 3/7 + 6/5 / 2/5)
[146218] ['1/2', '4/3', '5/3', '9/5', '3'] -> 5/3 * 9/5 * 3 / (1/2 / 4/3)
[146219] ['2/7', '2/5', '7/5', '7/3', '4'] -> (2/5 + 4 / 2/7) / (7/5 / 7/3)
[146220] ['1/7', '3/8', '5/4', '4/3', '6'] -> 6 / (1/7 * (5/4 + 3/8 * 4/3))
[146221] ['1/3', '7/9', '8/9', '7/6', '7'] -> 7 / (7/9 / 7/6 - 1/3 / 8/9)
[146222] ['2/9', '7/9', '4/5', '8/3', '7'] -> 8/3 / (2/9 * 4/5) + 7 / 7/9
[146223] ['1/4', '4/7', '5/3', '9/2', '8'] -> 9/2 * (1/4 + 8 - 5/3 / 4/7)
[146224] ['1/7', '7/6', '5/4', '8/5', '3'] -> (8/5 + 3 / 5/4) / (1/7 * 7/6)
[146225] ['7/9', '5/6', '8/5', '9/4', '3'] -> 3 / 5/6 / (7/9 * 9/4 - 8/5)
[146226] ['2/9', '7/9', '4/5', '7/2', '7'] -> 7/2 * 7 - (7/9 - 2/9 / 4/5)
[146227] ['2/3', '7/9', '7/9', '6/7', '5'] -> (7/9 + 5) / (7/9 / 6/7 - 2/3)
[146228] ['1/7', '7/6', '5/4', '5/3', '3'] -> 3 / (1/7 * 7/6) / (5/4 / 5/3)
[146229] ['1/3', '7/9', '8/9', '6/5', '7'] -> 7/9 + (7 + 8/9 / 6/5) / 1/3
[146230] ['1/7', '4/5', '9/5', '9/5', '4'] -> 9/5 + 4 + (4/5 + 9/5) / 1/7
[146231] ['5/7', '5/6', '8/5', '7/3', '4'] -> 8/5 / (5/6 * 4 - 7/3 / 5/7)
[146232] ['1/7', '3/8', '5/4', '3/2', '6'] -> (5/4 / 1/7 + 3/2 / 6) / 3/8
[146233] ['3/5', '6/7', '9/7', '9/2', '9'] -> 9/7 / 6/7 + (9/2 + 9) / 3/5
[146234] ['2/7', '2/5', '3/2', '5/3', '4'] -> 4 / (5/3 * (3/2 - 2/5 / 2/7))
[146235] ['5/7', '5/6', '8/5', '5/2', '4'] -> (5/6 + 5/2) * (8/5 + 4 / 5/7)
[146236] ['2/3', '7/9', '7/9', '9/8', '5'] -> 5 / (7/9 * (9/8 - 2/3 / 7/9))
[146237] ['1/4', '4/7', '7/4', '8/3', '8'] -> 8 / (4/7 * 7/4 - 1/4 * 8/3)
[146238] ['1/7', '3/8', '5/4', '8/5', '6'] -> 8/5 / 1/7 + 6 / (3/8 * 5/4)
[146239] ['1/7', '4/5', '9/5', '7/3', '4'] -> (4/5 + 9/5 * 4) / (1/7 * 7/3)
[146240] ['1/7', '7/6', '5/4', '7/3', '3'] -> 3 / (1/7 * (7/3 - 7/6 * 5/4))
[146241] ['2/9', '7/9', '5/6', '6/7', '7'] -> 7 * 2/9 * 6/7 / (5/6 - 7/9)
[146242] ['7/9', '5/6', '8/5', '3', '7/2'] -> 5/6 / (3 - 7/9 - 7/2 / 8/5)
[146243] ['1/2', '4/3', '9/5', '9/4', '3'] -> 1/2 / (9/4 / 4/3 - 3 / 9/5)
[146244] ['2/3', '7/9', '7/9', '8/7', '5'] -> 5 / (7/9 / 7/9 / 8/7 - 2/3)
[146245] ['3/5', '6/7', '4/3', '7/5', '9'] -> 4/3 * 7/5 * 9 / (3/5 / 6/7)
[146246] ['2/7', '2/5', '3/2', '9/5', '4'] -> 2/5 / (9/5 - (2/7 + 3/2)) - 4
[146247] ['1/3', '7/9', '8/9', '7/5', '7'] -> 7 / (7/9 / 8/9 / 7/5 - 1/3)
[146248] ['5/7', '5/6', '8/5', '7/2', '4'] -> 8/5 / (7/2 / 5/7 - (5/6 + 4))
[146249] ['1/8', '5/6', '8/7', '5/3', '7'] -> 8/7 * 7 + 5/3 / (1/8 * 5/6)
[146250] ['7/9', '5/6', '8/5', '3', '9/2'] -> 8/5 * (3 * (7/9 + 9/2) - 5/6)
[146251] ['2/3', '7/9', '7/9', '7/6', '5'] -> (7/9 + 5) / (7/9 * 7/6 - 2/3)
[146252] ['1/2', '4/3', '9/5', '5/2', '3'] -> 1/2 + (4/3 + 9/5) * 5/2 * 3
[146253] ['2/9', '2/3', '9/7', '5/2', '9'] -> (9 / 9/7 - 2/3 * 5/2) / 2/9
[146254] ['3/5', '6/7', '4/3', '3/2', '9'] -> (6/7 + 4/3 * 3/2) * (9 - 3/5)
[146255] ['2/5', '5/9', '3/5', '2', '9/4'] -> (2/5 + 2) / (9/4 * (3/5 - 5/9))
[146256] ['1/7', '7/6', '5/4', '3', '7/2'] -> 3 / (5/4 / (7/6 + 7/2) - 1/7)
[146257] ['1/7', '3/8', '5/4', '7/3', '6'] -> 5/4 / (3/8 - 1/7 * 7/3) - 6
[146258] ['3/5', '6/7', '4/3', '8/5', '9'] -> 9 * (3/5 * 4/3 + 8/5 / 6/7)
[146259] ['2/5', '3/7', '1', '5/4', '7/4'] -> 5/4 / 7/4 / (3/7 - 2/5) - 1
[146260] ['1/4', '4/7', '9/5', '5/2', '8'] -> (5/2 - 9/5) / (1/4 / (4/7 + 8))
[146261] ['7/9', '5/6', '5/3', '7/3', '3'] -> (5/3 + 7/3) / (3 * (5/6 - 7/9))
[146262] ['1/3', '7/9', '8/9', '9/5', '7'] -> 9/5 * (7/9 + 8/9) + 7 / 1/3
[146263] ['1/8', '5/6', '8/7', '7/3', '7'] -> 7 * (7/3 + 8/7 * (1/8 + 5/6))
[146264] ['1/2', '4/3', '7/3', '7/3', '3'] -> 3 * ((7/3 + 7/3) / 1/2 - 4/3)
[146265] ['1/7', '7/6', '9/7', '4/3', '3'] -> (1/7 + 9/7 * 3) / (4/3 - 7/6)
[146266] ['7/9', '5/6', '5/3', '5/2', '3'] -> 5/2 / (5/3 * (5/6 - 7/9)) - 3
[146267] ['1/7', '3/8', '5/4', '7/2', '6'] -> 6 / (7/2 * 1/7 * 5/4 - 3/8)
[146268] ['2/9', '2/3', '4/3', '7/5', '9'] -> 9 * (2/9 / (7/5 - 4/3) - 2/3)
[146269] ['2/9', '7/9', '5/6', '7/5', '7'] -> (7 - 7/9) / (7/5 * 2/9 * 5/6)
[146270] ['1/3', '7/9', '8/9', '9/2', '7'] -> 8/9 / (7/9 / 7 - 1/3 / 9/2)
[146271] ['1/2', '4/3', '5/2', '5/2', '3'] -> 3 / (5/2 - 1/2 - 5/2 / 4/3)
[146272] ['1/7', '3/8', '9/7', '9/7', '6'] -> 9/7 / (9/7 - (3/8 + 1/7 * 6))
[146273] ['3/5', '6/7', '4/3', '9/5', '9'] -> (3/5 + 9) / (6/7 * (9/5 - 4/3))
[146274] ['2/9', '7/9', '5/6', '3/2', '7'] -> (2/9 + 3/2) / (5/6 - 7/9) - 7
[146275] ['5/7', '5/6', '5/3', '4', '9/2'] -> 4 * (5/3 / 5/7 - (5/6 - 9/2))
[146276] ['1/4', '4/7', '9/4', '5/2', '8'] -> 5/2 + 8 * (9/4 + 1/4 / 4/7)
[146277] ['7/9', '5/6', '7/4', '7/4', '3'] -> 3 / (7/4 / (7/9 / 5/6) - 7/4)
[146278] ['3/5', '6/7', '4/3', '9/4', '9'] -> 9 / (4/3 * (6/7 - 3/5)) - 9/4
[146279] ['5/7', '5/6', '7/4', '7/4', '4'] -> 4 / (5/6 / 5/7 - 7/4 / 7/4)
[146280] ['2/3', '7/9', '7/9', '8/5', '5'] -> 8/5 * 5 / (7/9 / 7/9 - 2/3)
[146281] ['2/5', '5/9', '5/8', '3/4', '2'] -> 2 / (2/5 * (5/8 - 5/9 * 3/4))
[146282] ['2/9', '7/9', '5/6', '5/3', '7'] -> 7 / (2/9 / 7/9) - 5/6 / 5/3
[146283] ['1/7', '4/5', '9/4', '4', '9/2'] -> 4/5 * (4 / 1/7 + 9/2 / 9/4)
[146284] ['7/9', '5/6', '7/4', '9/4', '3'] -> (7/4 + 9/4) / (3 * (5/6 - 7/9))
[146285] ['2/3', '7/9', '7/9', '5/3', '5'] -> 5 / (7/9 / (5/3 - 7/9) - 2/3)
[146286] ['1/3', '7/9', '9/8', '9/7', '7'] -> 1/3 * 7 / (9/8 / 9/7 - 7/9)
[146287] ['1/2', '7/5', '7/5', '8/5', '3'] -> 3 / (7/5 / 7/5 / 8/5 - 1/2)
[146288] ['2/5', '3/7', '1', '5/4', '7/2'] -> 5/4 + (1 + 7/2 / 2/5) / 3/7
[146289] ['1/4', '4/7', '5/2', '5/2', '8'] -> 4/7 * 8 * (5/2 + 1/4 + 5/2)
[146290] ['1/8', '5/6', '7/6', '3/2', '7'] -> 3/2 / (7/6 / 7 - 1/8 * 5/6)
[146291] ['5/7', '5/6', '7/4', '5/2', '4'] -> 5/2 * 4 / (5/7 * 7/4 - 5/6)
[146292] ['2/5', '5/9', '5/8', '4/5', '2'] -> 2 / (2/5 + 4/5) / (5/8 - 5/9)
[146293] ['3/5', '6/7', '4/3', '5/2', '9'] -> 5/2 * 6/7 * 4/3 * (9 - 3/5)
[146294] ['1/7', '4/5', '7/3', '7/3', '4'] -> (7/3 + 7/3) * (1/7 + 4 / 4/5)
[146295] ['2/9', '7/9', '5/6', '9/4', '7'] -> 5/6 / 2/9 + 7 / (7/9 / 9/4)
[146296] ['2/5', '3/7', '1', '5/4', '9/2'] -> 9/2 / (2/5 * 3/7) - (1 + 5/4)
[146297] ['2/7', '2/5', '5/3', '5/2', '4'] -> 4 / (5/2 - 5/3 / (2/7 / 2/5))
[146298] ['1/3', '7/9', '9/8', '7/5', '7'] -> 7 / (7/9 * 9/8 / 7/5 - 1/3)
[146299] ['1/8', '5/6', '7/6', '8/5', '7'] -> 7 / (1/8 - 7/6 + 5/6 * 8/5)
[146300] ['2/9', '2/3', '7/5', '7/3', '9'] -> (9 + 7/3 / 7/5) / (2/3 - 2/9)
[146301] ['1/7', '7/6', '9/7', '8/3', '3'] -> (3 / 7/6 - 9/7) / (1/7 / 8/3)
[146302] ['2/5', '5/9', '5/8', '6/7', '2'] -> 2 / (5/9 - 2/5) / (5/8 * 6/7)
[146303] ['1/7', '4/5', '7/3', '7/2', '4'] -> (7/3 + 7/2) * (4 + 1/7 * 4/5)
[146304] ['7/9', '5/6', '7/4', '3', '7/2'] -> 7/4 * 3 * (7/2 + 5/6 / 7/9)
[146305] ['5/7', '5/6', '7/4', '7/2', '4'] -> 7/2 * 4 / (7/4 - 5/6 / 5/7)
[146306] ['1/2', '7/5', '7/5', '9/4', '3'] -> 3 / (1/2 * 9/4 - 7/5 / 7/5)
[146307] ['1/7', '7/6', '4/3', '4/3', '3'] -> (3 + 4/3 / 4/3) / (1/7 * 7/6)
[146308] ['2/3', '7/9', '7/9', '7/3', '5'] -> (7/9 + 7/3 * 5) / (2/3 * 7/9)
[146309] ['1/7', '4/5', '7/3', '4', '9/2'] -> 9/2 * (1/7 * 7/3 + 4 / 4/5)
[146310] ['1/4', '4/7', '9/2', '9/2', '8'] -> 1/4 + 8 + (9/2 + 9/2) / 4/7
[146311] ['2/5', '3/7', '1', '9/7', '4/3'] -> 9/7 * 4/3 / (3/7 / 2/5 - 1)
[146312] ['5/7', '5/6', '7/4', '4', '9/2'] -> 4 * (9/2 + 7/4 * 5/7 / 5/6)
[146313] ['7/9', '5/6', '7/4', '3', '9/2'] -> 7/4 / (5/6 - 7/9) - (3 + 9/2)
[146314] ['2/9', '7/9', '5/6', '8/3', '7'] -> ((7 - 8/3) / 2/9 - 5/6) / 7/9
[146315] ['1/8', '5/6', '7/6', '9/5', '7'] -> 9/5 / (7/6 / (5/6 * 7) - 1/8)
[146316] ['2/9', '2/3', '7/5', '7/2', '9'] -> 7/2 * (9 - 2/3 / (2/9 * 7/5))
[146317] ['3/5', '6/7', '7/5', '5/3', '9'] -> 5/3 * (3/5 + 7/5 * (6/7 + 9))
[146318] ['1/2', '7/5', '7/5', '7/3', '3'] -> 3 / (1/2 - 7/5 / (7/5 + 7/3))
[146319] ['1/7', '3/8', '4/3', '7/4', '6'] -> 6 / (3/8 * 4/3 - 1/7 * 7/4)
[146320] ['1/3', '7/9', '9/8', '9/5', '7'] -> 7 / (9/5 * (9/8 - 7/9) - 1/3)
[146321] ['5/7', '5/6', '9/5', '9/5', '4'] -> 4 / (5/6 / 5/7 - 9/5 / 9/5)
[146322] ['1/8', '5/6', '7/6', '9/4', '7'] -> (7 / 1/8 - (5/6 + 7/6)) / 9/4
[146323] ['2/3', '7/9', '7/9', '8/3', '5'] -> (5 + 7/9 / 7/9) / (2/3 / 8/3)
[146324] ['1/2', '7/5', '7/5', '3', '7/2'] -> 3 * (7/5 / 7/5 + 7/2 / 1/2)
[146325] ['1/8', '5/6', '7/6', '7/2', '7'] -> (7 / 7/6 - 7/2) / (1/8 * 5/6)
[146326] ['1/3', '7/9', '9/8', '5/2', '7'] -> 7/9 + 5/2 / 9/8 + 7 / 1/3
[146327] ['5/7', '5/6', '9/5', '7/3', '4'] -> 4 / (5/7 * 7/3 - 5/6 * 9/5)
[146328] ['1/2', '7/5', '7/5', '3', '9/2'] -> 3 * (9/2 / 1/2 - 7/5 / 7/5)
[146329] ['2/7', '2/5', '7/4', '5/2', '4'] -> (7/4 + 5/2 / 2/5) / 2/7 - 4
[146330] ['1/7', '7/6', '4/3', '9/5', '3'] -> (7/6 + 4/3) * (9/5 / 1/7 - 3)
[146331] ['1/7', '4/5', '8/3', '7/2', '4'] -> (7/2 - 8/3) * (4/5 + 4 / 1/7)
[146332] ['5/7', '5/6', '9/5', '5/2', '4'] -> 4 * (9/5 + 5/2 / (5/7 * 5/6))
[146333] ['1/4', '3/5', '3/5', '7/8', '8'] -> (7/8 * 8 - 3/5 / 3/5) / 1/4
[146334] ['1/8', '5/6', '6/5', '5/4', '7'] -> 7 / (1/8 * (5/6 + 6/5 * 5/4))
[146335] ['1/2', '7/5', '3/2', '3/2', '3'] -> (3/2 / (3/2 - 7/5) - 3) / 1/2
[146336] ['1/3', '7/9', '8/7', '8/7', '7'] -> (7 / 7/9 - 8/7 / 8/7) / 1/3
[146337] ['3/5', '6/7', '7/5', '9/2', '9'] -> (9 + 9/2 * 6/7 * 7/5) / 3/5
[146338] ['2/3', '7/9', '4/5', '8/9', '5'] -> 5 * 2/3 * 4/5 / (8/9 - 7/9)
[146339] ['2/7', '2/5', '7/4', '7/2', '4'] -> 7/4 + 7/2 / 2/7 + 4 / 2/5
[146340] ['1/4', '3/5', '3/5', '8/7', '8'] -> (8 / 8/7 - 3/5 / 3/5) / 1/4
[146341] ['7/9', '5/6', '9/5', '3', '9/2'] -> 9/5 * 3 * (9/2 + 7/9 - 5/6)
[146342] ['3/5', '6/7', '3/2', '3/2', '9'] -> 3/2 * (9 / (3/5 * 6/7) - 3/2)
[146343] ['5/7', '5/6', '9/5', '4', '9/2'] -> 9/5 * 4 * (9/2 - 5/6 / 5/7)
[146344] ['1/7', '3/8', '7/5', '7/5', '6'] -> 7/5 + 7/5 * (1/7 + 6 / 3/8)
[146345] ['7/9', '5/6', '9/4', '9/4', '3'] -> 3 / (5/6 * 9/4 - 7/9 * 9/4)
[146346] ['2/9', '2/3', '5/3', '5/3', '9'] -> (9 - 5/3 / 5/3) / (2/9 / 2/3)
[146347] ['2/7', '2/5', '7/4', '4', '9/2'] -> 9/2 / 2/7 - (7/4 - 4 / 2/5)
[146348] ['3/5', '6/7', '3/2', '5/3', '9'] -> 9 * (3/2 + 5/3 * 3/5 / 6/7)
[146349] ['1/7', '5/6', '5/6', '5/6', '4'] -> (5/6 / 1/7 - 5/6) / (5/6 / 4)
[146350] ['5/7', '5/6', '9/4', '9/4', '4'] -> 4 / (5/6 / 5/7 - 9/4 / 9/4)
[146351] ['1/4', '3/5', '3/5', '7/2', '8'] -> 7/2 * 8 - 3/5 / (1/4 * 3/5)
[146352] ['1/2', '7/5', '3/2', '3', '7/2'] -> (3/2 + 7/2 / 7/5) / (1/2 / 3)
[146353] ['3/5', '6/7', '3/2', '9/4', '9'] -> 3/2 * 9 / (3/5 * 6/7) - 9/4
[146354] ['1/7', '5/6', '5/6', '7/8', '4'] -> (4 - 5/6 / 5/6) / (1/7 * 7/8)
[146355] ['2/9', '7/9', '6/7', '5/3', '7'] -> (5/3 - 7/9) * 7 / (2/9 / 6/7)
[146356] ['7/9', '5/6', '9/4', '5/2', '3'] -> 9/4 * (5/6 + 3 * (7/9 + 5/2))
[146357] ['1/4', '3/5', '3/5', '9/2', '8'] -> 3/5 / 1/4 + 8 * 3/5 * 9/2
[146358] ['2/5', '5/9', '5/8', '2', '5/2'] -> 2 / (5/9 * (2/5 - 5/8 / 5/2))
[146359] ['2/3', '7/9', '4/5', '6/5', '5'] -> 2/3 / (4/5 - 7/9) - 6/5 * 5
[146360] ['5/7', '5/6', '9/4', '5/2', '4'] -> 9/4 * 4 * (5/2 / 5/7 - 5/6)
[146361] ['2/3', '7/9', '4/5', '5/4', '5'] -> 5 / (7/9 / (2/3 * 4/5) - 5/4)
[146362] ['1/3', '7/9', '8/7', '7/4', '7'] -> 7 / (7/9 / (1/3 * 8/7) - 7/4)
[146363] ['2/9', '7/9', '6/7', '9/4', '7'] -> 6/7 / (9/4 / 7 - 2/9 / 7/9)
[146364] ['1/7', '5/6', '5/6', '6/5', '4'] -> 6/5 * 4 * (5/6 / 1/7 - 5/6)
[146365] ['2/5', '5/9', '5/8', '2', '9/2'] -> 2 / (2/5 * 5/9 - 5/8 / 9/2)
[146366] ['1/7', '3/8', '7/5', '5/2', '6'] -> 6 / (1/7 + 3/8 / 7/5 / 5/2)
[146367] ['2/7', '2/5', '9/5', '8/3', '4'] -> (8/3 / 2/7 - 4) / (2/5 / 9/5)
[146368] ['7/9', '5/6', '7/3', '8/3', '3'] -> (7/3 + 3) / (7/9 / (5/6 + 8/3))
[146369] ['1/7', '5/6', '5/6', '5/4', '4'] -> 5/6 / 5/4 + 4 / (1/7 / 5/6)
[146370] ['1/4', '3/5', '5/8', '4/5', '8'] -> 8 * (3/5 + 5/8 / 1/4) - 4/5
[146371] ['2/5', '5/9', '2/3', '2/3', '2'] -> 2/3 / (5/9 / (2/5 * 2) - 2/3)
[146372] ['2/9', '7/9', '7/8', '7/8', '7'] -> 7 / (2/9 * 7/8 - (7/9 - 7/8))
[146373] ['1/7', '7/6', '7/5', '3', '7/2'] -> 7/5 / (7/2 / (3 - 1/7) - 7/6)
[146374] ['2/3', '7/9', '4/5', '3/2', '5'] -> 4/5 / 3/2 * 5 / (7/9 - 2/3)
[146375] ['7/9', '5/6', '7/3', '3', '9/2'] -> 7/3 * 3 * (9/2 - 5/6 / 7/9)
[146376] ['1/7', '3/8', '7/5', '8/3', '6'] -> 7/5 * (1/7 + 8/3 * (3/8 + 6))
[146377] ['1/7', '5/6', '5/6', '9/7', '4'] -> (4 + 5/6 - 9/7) / 1/7 - 5/6
[146378] ['2/5', '5/9', '2/3', '5/7', '2'] -> (2/3 + 2) / (5/7 * (5/9 - 2/5))
[146379] ['1/2', '7/5', '5/3', '5/3', '3'] -> (5/3 + 7/5 * 5/3) / (1/2 / 3)
[146380] ['1/8', '5/6', '5/4', '3/2', '7'] -> ((7 - 5/4) / 3/2 - 5/6) / 1/8
[146381] ['1/7', '7/6', '3/2', '3/2', '3'] -> (3 + 3/2 / 3/2) / (1/7 * 7/6)
[146382] ['1/2', '7/5', '5/3', '7/4', '3'] -> 3 / (1/2 / (5/3 - 7/5) - 7/4)
[146383] ['3/5', '6/7', '8/5', '9/5', '9'] -> 9/5 + 9 * (3/5 + 8/5 / 6/7)
[146384] ['2/5', '3/7', '1', '4/3', '9/4'] -> 1 / 4/3 / (3/7 - 2/5) - 9/4
[146385] ['1/4', '3/5', '5/8', '8/9', '8'] -> (3/5 + 8 / 8/9) / (1/4 / 5/8)
[146386] ['2/7', '2/5', '9/4', '7/3', '4'] -> 9/4 * (2/7 * 7/3 + 4 / 2/5)
[146387] ['1/3', '7/9', '8/7', '9/2', '7'] -> 8/7 * 9/2 * (7 - 7/9 / 1/3)
[146388] ['1/7', '3/8', '7/5', '9/2', '6'] -> 9/2 / (1/7 + 3/8 / 7/5 / 6)
[146389] ['3/5', '6/7', '8/5', '9/4', '9'] -> 3/5 / 8/5 + 9 / (6/7 / 9/4)
[146390] ['1/7', '5/6', '5/6', '3/2', '4'] -> 4 / (1/7 / 5/6) - (5/6 - 3/2)
[146391] ['5/7', '5/6', '7/2', '4', '9/2'] -> 4 / (5/6 / 5/7 + 7/2 - 9/2)
[146392] ['2/9', '7/9', '7/8', '9/7', '7'] -> (7 / 9/7 - 7/9) / (2/9 * 7/8)
[146393] ['1/2', '7/5', '5/3', '9/4', '3'] -> (3 + 7/5 * 5/3) / (1/2 / 9/4)
[146394] ['1/8', '5/6', '5/4', '7/4', '7'] -> 7 / (5/6 * (7/4 - 5/4) - 1/8)
[146395] ['7/9', '5/6', '3', '9/2', '9/2'] -> (9/2 + 9/2) / (5/6 / (3 - 7/9))
[146396] ['1/7', '3/8', '3/2', '8/5', '6'] -> 8/5 + 6 / (1/7 * (3/8 + 3/2))
[146397] ['2/7', '2/5', '9/4', '5/2', '4'] -> (4 / 2/5 - 5/2) / 2/7 - 9/4
[146398] ['1/7', '7/6', '3/2', '9/5', '3'] -> 3 + 9/5 * (7/6 + 3/2 / 1/7)
[146399] ['5/7', '5/6', '4', '9/2', '9/2'] -> 4 / (5/6 / 5/7 - 9/2 / 9/2)
[146400] ['2/9', '7/9', '7/8', '3/2', '7'] -> 7 * 2/9 * 3/2 / (7/8 - 7/9)
[146401] ['5/7', '6/7', '6/7', '6/7', '4'] -> 4 / (6/7 / 6/7 - 5/7 / 6/7)
[146402] ['2/3', '7/9', '4/5', '7/3', '5'] -> (7/3 + 5) / (7/9 / 4/5 - 2/3)
[146403] ['1/8', '5/6', '5/4', '9/5', '7'] -> (9/5 / 1/8 + 7 / 5/4) / 5/6
[146404] ['2/7', '2/5', '9/4', '8/3', '4'] -> (2/7 + 4) * (9/4 * 8/3 - 2/5)
[146405] ['1/7', '5/6', '5/6', '5/3', '4'] -> 4 / 1/7 / (5/3 / 5/6 - 5/6)
[146406] ['2/9', '7/9', '7/8', '8/5', '7'] -> 7 / (7/9 / 8/5 - 2/9 * 7/8)
[146407] ['1/3', '7/9', '7/6', '8/5', '7'] -> 7 / (7/9 / (1/3 * 8/5) - 7/6)
[146408] ['2/5', '5/9', '2/3', '8/9', '2'] -> 8/9 / (5/9 * (2/5 - 2/3 / 2))
[146409] ['1/4', '3/5', '5/8', '9/5', '8'] -> (9/5 - 3/5) * 8 / (1/4 / 5/8)
[146410] ['3/5', '6/7', '5/3', '5/3', '9'] -> 6/7 * (5/3 + 5/3) * (9 - 3/5)
[146411] ['1/7', '5/6', '5/6', '7/4', '4'] -> (4 - 5/6 / 5/6 / 7/4) / 1/7
[146412] ['2/7', '2/5', '9/4', '7/2', '4'] -> (4 / 2/7 - 7/2) / 2/5 - 9/4
[146413] ['2/5', '5/9', '2/3', '9/8', '2'] -> 2/5 / 2/3 / (9/8 / 5/9 - 2)
[146414] ['2/9', '7/9', '7/8', '9/5', '7'] -> (7/9 + 7 / 9/5) / (2/9 * 7/8)
[146415] ['3/5', '6/7', '5/3', '7/4', '9'] -> 6/7 * 5/3 * 7/4 * (3/5 + 9)
[146416] ['2/7', '2/5', '9/4', '4', '9/2'] -> 4 * 9/2 / (2/7 + 2/5) - 9/4
[146417] ['1/4', '3/5', '5/8', '9/4', '8'] -> 9/4 + (1/4 + 8 / 5/8) / 3/5
[146418] ['1/2', '7/5', '7/4', '9/5', '3'] -> 9/5 / 1/2 / (7/5 + 7/4 - 3)
[146419] ['1/7', '5/6', '5/6', '9/5', '4'] -> 5/6 * (9/5 + 4 / 1/7) - 5/6
[146420] ['2/5', '5/9', '2/3', '7/6', '2'] -> 2/5 * 2 / (2/3 / 5/9 - 7/6)
[146421] ['1/2', '7/5', '7/4', '9/4', '3'] -> 3 / (7/4 / 7/5 - 1/2 * 9/4)
[146422] ['7/9', '6/7', '6/7', '9/7', '3'] -> (6/7 + 9/7) / (6/7 - 7/9) - 3
[146423] ['2/9', '7/9', '7/8', '9/2', '7'] -> 7/9 / 7/8 * (7 / 2/9 - 9/2)
[146424] ['1/7', '5/6', '5/6', '9/4', '4'] -> 9/4 * (5/6 / 1/7 + 5/6 + 4)
[146425] ['1/4', '3/5', '2/3', '2/3', '8'] -> (2/3 / 1/4 + 8 / 3/5) / 2/3
[146426] ['3/5', '6/7', '5/3', '7/3', '9'] -> 3/5 * 5/3 + 7/3 * (6/7 + 9)
[146427] ['2/7', '2/5', '5/2', '5/2', '4'] -> 4 * (5/2 + 5/2 / (2/7 / 2/5))
[146428] ['2/9', '7/9', '8/9', '8/9', '7'] -> (7 - 7/9) / (2/9 / 8/9) - 8/9
[146429] ['1/3', '7/9', '6/5', '9/7', '7'] -> 6/5 * (7 / 1/3 - 7/9 * 9/7)
[146430] ['1/4', '3/5', '2/3', '5/7', '8'] -> (8 + 3/5 * 2/3) / (1/4 / 5/7)
[146431] ['2/3', '7/9', '5/6', '8/9', '5'] -> (7/9 + 5) / (5/6 - 2/3 * 8/9)
[146432] ['5/7', '6/7', '6/7', '9/7', '4'] -> 4 / (5/7 / 6/7 - 6/7 / 9/7)
[146433] ['3/5', '6/7', '5/3', '5/2', '9'] -> 3/5 * 9 * (5/2 + 5/3 / 6/7)
[146434] ['2/7', '2/5', '5/2', '8/3', '4'] -> (5/2 - 2/5) * 8/3 * (2/7 + 4)
[146435] ['2/5', '5/9', '2/3', '3/2', '2'] -> (2/3 + 2) / (3/2 - 5/9 / 2/5)
[146436] ['1/8', '5/6', '9/7', '7/4', '7'] -> 9/7 * (7 + 7/4 / (1/8 / 5/6))
[146437] ['1/4', '3/5', '2/3', '6/7', '8'] -> (2/3 + 8 / 6/7) / (1/4 / 3/5)
[146438] ['5/7', '6/7', '6/7', '7/5', '4'] -> 6/7 * 4 / (5/7 * 7/5 - 6/7)
[146439] ['1/7', '3/8', '8/5', '7/3', '6'] -> 6 / (1/7 / 8/5 + 3/8 / 7/3)
[146440] ['2/5', '5/9', '2/3', '8/5', '2'] -> 2/3 / (5/9 / 2 - 2/5 / 8/5)
[146441] ['2/7', '2/5', '5/2', '4', '9/2'] -> 4 + 5/2 / 2/7 + 9/2 / 2/5
[146442] ['1/7', '7/6', '8/5', '3', '7/2'] -> (3 / 1/7 - 7/2) / (7/6 / 8/5)
[146443] ['2/3', '7/9', '5/6', '7/6', '5'] -> (7/6 / (5/6 - 7/9) - 5) / 2/3
[146444] ['1/7', '5/6', '6/7', '6/7', '4'] -> 6/7 / (5/6 * 6/7 / 4 - 1/7)
[146445] ['1/3', '7/9', '6/5', '5/3', '7'] -> (7/9 + (5/3 + 7) / 6/5) / 1/3
[146446] ['1/8', '5/6', '9/7', '9/5', '7'] -> (9/5 - 9/7) * 7 / (1/8 / 5/6)
[146447] ['3/5', '6/7', '7/4', '7/4', '9'] -> 6/7 * (7/4 + 9 / (3/5 / 7/4))
