[157593] ['2/7', '5/8', '4/5', '3/2', '4'] -> (((3/2 + (4 / 2/7)) / 5/8) - 4/5)
[165010] ['1/4', '2/5', '8/9', '5/2', '7'] -> (8/9 * ((7 / 1/4) - (2/5 * 5/2)))
[165011] ['5/7', '8/7', '7/6', '5/3', '5'] -> ((5 / 5/7) / ((5/3 / 8/7) - 7/6))
[165012] ['5/8', '7/9', '6/7', '7/5', '2'] -> ((2 / 6/7) / ((5/8 * 7/5) - 7/9))
[165013] ['2/5', '7/6', '5/3', '2', '8/3'] -> (2 * (7/6 + ((5/3 + 8/3) / 2/5)))
[165014] ['2/7', '3/5', '7/3', '8/3', '6'] -> ((3/5 * (7/3 + 8/3)) + (6 / 2/7))
[165015] ['5/9', '7/9', '5/6', '8/9', '8'] -> (8 / ((7/9 / 5/9) - (8/9 / 5/6)))
[165016] ['2/7', '5/6', '5/4', '9/5', '4'] -> (9/5 * ((4 / 2/7) - (5/6 / 5/4)))
[165017] ['5/8', '7/9', '6/7', '3/2', '2'] -> (2 / (6/7 * (3/2 - (5/8 + 7/9))))
[165018] ['3/8', '4/7', '2/3', '7/5', '7'] -> (2/3 + (7 / (7/5 * (3/8 * 4/7))))
[165019] ['1/4', '2/5', '4/9', '5/8', '9'] -> (((9 * (4/9 / 5/8)) - 2/5) / 1/4)
[165020] ['2/5', '7/6', '5/3', '2', '7/2'] -> (2 / ((5/3 / 2/5) - (7/6 * 7/2)))
[165021] ['5/6', '7/8', '9/5', '3', '7/2'] -> ((5/6 * 9/5) / ((7/8 * 7/2) - 3))
[165022] ['2/7', '5/6', '5/4', '9/4', '4'] -> (4 / ((2/7 * (5/4 + 9/4)) - 5/6))
[165023] ['5/8', '7/9', '6/7', '8/5', '2'] -> ((6/7 / 5/8) / ((8/5 / 7/9) - 2))
[165024] ['5/9', '7/9', '5/6', '8/7', '8'] -> (8 / (((5/9 + 7/9) / 8/7) - 5/6))
[165025] ['2/5', '7/6', '5/3', '2', '9/2'] -> (2 / ((7/6 / 2/5) + (5/3 - 9/2)))
[165026] ['7/9', '5/6', '5/4', '9/7', '4'] -> ((4 / 7/9) / ((5/4 / 5/6) - 9/7))
[165027] ['2/3', '5/7', '5/4', '5/2', '9'] -> (9 * ((5/2 / 5/7) - (2/3 * 5/4)))
[165028] ['5/6', '7/8', '9/5', '3', '9/2'] -> (9/5 / (7/8 - (3 / (5/6 * 9/2))))
[165029] ['5/9', '9/8', '5/3', '7/3', '3'] -> (3 / (9/8 * (7/3 - (5/9 + 5/3))))
[165030] ['2/7', '3/5', '5/2', '5/2', '6'] -> ((3/5 * (5/2 + 5/2)) + (6 / 2/7))
[165031] ['1/4', '2/5', '4/9', '5/7', '9'] -> ((2/5 + (9 * (4/9 / 5/7))) / 1/4)
[165032] ['5/7', '8/7', '7/6', '7/3', '5'] -> ((7/6 + 7/3) * (5 + (5/7 + 8/7)))
[165033] ['2/7', '5/6', '5/4', '7/3', '4'] -> ((7/3 * (2/7 + 4)) / (5/4 - 5/6))
[165034] ['3/8', '4/7', '2/3', '5/3', '7'] -> (((5/3 - (4/7 * 2/3)) * 7) / 3/8)
[165035] ['2/7', '3/5', '5/2', '8/3', '6'] -> (8/3 * (3/5 + (6 / (2/7 * 5/2))))
[165036] ['5/9', '3/2', '9/5', '9/5', '6'] -> (9/5 + ((5/9 + 3/2) * (9/5 * 6)))
[165037] ['5/9', '7/9', '5/6', '9/7', '8'] -> (8 / ((7/9 * 9/7) - (5/9 / 5/6)))
[165038] ['5/7', '8/7', '7/6', '5/2', '5'] -> (8/7 / ((5/7 - 7/6) + (5/2 / 5)))
[165039] ['7/9', '5/6', '5/4', '3/2', '4'] -> (4 / (3/2 * (7/9 - (5/6 / 5/4))))
[165040] ['5/9', '9/8', '5/3', '3', '9/2'] -> (((3 + (5/3 / 5/9)) * 9/2) / 9/8)
[165041] ['2/3', '5/7', '5/4', '9/2', '9'] -> (9 * ((9/2 / 5/4) - (2/3 / 5/7)))
[165042] ['1/4', '2/5', '9/8', '6/5', '7'] -> (((7 * 6/5) / 2/5) / (9/8 - 1/4))
[165043] ['5/9', '7/9', '5/6', '7/5', '8'] -> (8 * (7/5 + ((5/9 + 7/9) / 5/6)))
[165044] ['3/8', '4/7', '2/3', '9/4', '7'] -> (7 * (((9/4 * 2/3) / 3/8) - 4/7))
[165045] ['1/7', '2/9', '5/4', '7/3', '7'] -> ((7 - (1/7 * 7/3)) / (2/9 * 5/4))
[165046] ['5/7', '8/7', '7/6', '8/3', '5'] -> (((8/7 + (8/3 / 7/6)) * 5) / 5/7)
[165047] ['2/7', '3/5', '8/3', '8/3', '6'] -> ((3/5 * 6) * ((8/3 / 2/7) - 8/3))
[165048] ['2/5', '7/6', '7/4', '2', '5/2'] -> ((2/5 * 5/2) / ((7/6 * 7/4) - 2))
[165049] ['2/3', '5/7', '9/7', '7/5', '9'] -> ((9/7 + 9) * (7/5 + (2/3 / 5/7)))
[165050] ['1/4', '2/5', '4/9', '5/6', '9'] -> (4/9 / (1/4 - (5/6 / (2/5 * 9))))
[165051] ['5/6', '7/8', '7/3', '7/3', '3'] -> (7/3 / ((7/8 / 7/3) - (5/6 / 3)))
[165052] ['5/7', '8/7', '7/6', '7/2', '5'] -> ((((5 * 8/7) / 5/7) * 7/2) / 7/6)
[165053] ['3/8', '4/7', '2/3', '8/3', '7'] -> ((2/3 + (8/3 / 4/7)) + (7 / 3/8))
[165054] ['5/9', '7/9', '5/6', '9/2', '8'] -> (9/2 * ((5/6 * 8) - (5/9 + 7/9)))
[165055] ['2/7', '3/5', '8/3', '9/2', '6'] -> ((9/2 / (2/7 * 3/5)) - (6 / 8/3))
[165056] ['1/7', '2/9', '5/4', '8/3', '7'] -> ((5/4 / 2/9) + (7 / (1/7 * 8/3)))
[165057] ['5/9', '9/8', '7/4', '7/3', '3'] -> (3 / ((7/4 / 7/3) - (5/9 * 9/8)))
[165058] ['2/5', '7/6', '7/4', '2', '7/2'] -> (2 / ((7/4 / (2/5 * 7/2)) - 7/6))
[165059] ['5/6', '7/8', '5/2', '3', '7/2'] -> (((3 + (5/2 / 5/6)) * 7/2) / 7/8)
[165060] ['3/8', '4/7', '2/3', '9/2', '7'] -> (((4/7 * 7) + (9/2 / 3/8)) / 2/3)
[165061] ['5/9', '9/8', '7/4', '5/2', '3'] -> (3 / (5/2 - (7/4 + (5/9 * 9/8))))
[165062] ['2/7', '5/6', '9/7', '7/3', '4'] -> (4 * ((9/7 / 2/7) - (5/6 - 7/3)))
[165063] ['2/7', '3/5', '7/2', '7/2', '6'] -> ((3/5 * (7/2 + 7/2)) * (6 - 2/7))
[165064] ['5/7', '8/7', '6/5', '5/4', '5'] -> ((6/5 * 5) / (8/7 - (5/7 * 5/4)))
[165065] ['2/5', '7/6', '7/4', '2', '9/2'] -> ((7/4 / 7/6) + ((9/2 * 2) / 2/5))
[165066] ['5/9', '9/8', '7/4', '8/3', '3'] -> (8/3 / ((5/9 * 3) - (7/4 / 9/8)))
[165067] ['2/3', '5/7', '9/7', '9/4', '9'] -> ((2/3 * 9) / (9/4 - (5/7 + 9/7)))
[165068] ['1/4', '2/5', '4/9', '8/9', '9'] -> (1/4 + ((9 + (4/9 / 8/9)) / 2/5))
[165069] ['1/7', '2/9', '9/7', '4/3', '7'] -> ((7 + (1/7 / 9/7)) / (2/9 * 4/3))
[165070] ['5/9', '9/8', '7/4', '3', '7/2'] -> (3 / ((5/9 * 9/8) - (7/4 / 7/2)))
[165071] ['2/7', '3/5', '7/2', '9/2', '6'] -> ((((6 / 2/7) - 9/2) / 3/5) - 7/2)
[165072] ['2/3', '5/7', '9/7', '5/2', '9'] -> ((9/7 + 9) * (5/2 * (2/3 / 5/7)))
[165073] ['5/9', '8/5', '8/5', '9/5', '6'] -> (8/5 / ((8/5 + 9/5) - (5/9 * 6)))
[165074] ['1/4', '2/5', '9/8', '9/4', '7'] -> (((9/4 + 7) / 2/5) - (1/4 - 9/8))
[165075] ['2/5', '7/6', '9/5', '2', '9/4'] -> (9/4 * (7/6 + ((9/5 + 2) / 2/5)))
[165076] ['2/7', '5/6', '4/3', '7/5', '4'] -> (4 / ((2/7 + 5/6) - (4/3 / 7/5)))
[165077] ['1/4', '2/5', '4/9', '9/8', '9'] -> (1/4 + ((9 + (4/9 * 9/8)) / 2/5))
[165078] ['7/9', '5/6', '9/7', '7/5', '4'] -> (4 / ((5/6 * 7/5) - (7/9 * 9/7)))
[165079] ['2/5', '5/6', '6/7', '1', '8/5'] -> (8/5 / ((2/5 + 5/6) - (1 / 6/7)))
[165080] ['5/9', '7/9', '6/7', '5/4', '8'] -> (6/7 + ((5/4 * 8) / (5/9 * 7/9)))
[165081] ['5/8', '7/9', '7/8', '8/9', '2'] -> ((8/9 * (5/8 + 2)) / (7/8 - 7/9))
[165082] ['1/7', '2/9', '9/7', '8/5', '7'] -> (7 / (2/9 + ((1/7 / 9/7) / 8/5)))
[165083] ['7/9', '5/6', '9/7', '3/2', '4'] -> (4 / (5/6 - ((7/9 * 9/7) / 3/2)))
[165084] ['1/4', '2/5', '9/8', '5/2', '7'] -> (((7 / 1/4) - (2/5 * 5/2)) / 9/8)
[165085] ['5/6', '8/9', '8/9', '6/5', '3'] -> ((8/9 * 3) / ((5/6 * 6/5) - 8/9))
[165086] ['2/5', '5/6', '6/7', '1', '5/3'] -> ((2/5 * 5/3) / (1 - (5/6 / 6/7)))
[165087] ['5/8', '7/9', '7/8', '9/8', '2'] -> ((5/8 + 2) / (9/8 * (7/8 - 7/9)))
[165088] ['5/9', '8/5', '8/5', '7/2', '6'] -> ((5/9 * 6) * (8/5 + (8/5 * 7/2)))
[165089] ['1/7', '2/9', '9/7', '5/3', '7'] -> (7 + (((2/9 + 5/3) * 9/7) / 1/7))
[165090] ['2/7', '5/8', '5/8', '5/7', '6'] -> (6 / ((5/8 - 5/7) - (2/7 - 5/8)))
[165091] ['2/5', '7/6', '9/5', '2', '8/3'] -> ((9/5 / 2) / ((7/6 / 8/3) - 2/5))
[165092] ['5/7', '8/7', '6/5', '5/3', '5'] -> ((8/7 / 5) / (6/5 - (5/7 * 5/3)))
[165093] ['2/3', '5/7', '4/3', '8/5', '9'] -> ((5/7 * 9) * (4/3 + (8/5 / 2/3)))
[165094] ['2/5', '5/6', '6/7', '1', '7/4'] -> (1 / ((5/6 / 2/5) - (7/4 / 6/7)))
[165095] ['7/9', '5/6', '9/7', '5/3', '4'] -> (4 / ((7/9 * 9/7) + (5/6 - 5/3)))
[165096] ['1/4', '2/5', '4/9', '5/4', '9'] -> ((9 / 4/9) + ((1/4 + 5/4) / 2/5))
[165097] ['1/4', '2/5', '8/7', '8/7', '7'] -> ((7 / 1/4) - (8/7 + (8/7 / 2/5)))
[165098] ['2/3', '5/7', '4/3', '5/3', '9'] -> (4/3 + ((2/3 + 5/3) * (5/7 + 9)))
[165099] ['5/9', '9/8', '9/5', '3', '7/2'] -> ((5/9 * 9/5) / ((7/2 / 3) - 9/8))
[165100] ['5/9', '7/9', '6/7', '5/2', '8'] -> ((6/7 * 5/2) * ((8 * 7/9) / 5/9))
[165101] ['5/8', '7/9', '7/8', '5/4', '2'] -> (2 / (5/4 - (7/9 * (5/8 + 7/8))))
[165102] ['5/9', '8/5', '5/3', '9/5', '6'] -> ((8/5 * 5/3) * ((6 / 5/9) - 9/5))
[165103] ['2/3', '5/7', '4/3', '7/4', '9'] -> (9 / (7/4 * (5/7 - (2/3 / 4/3))))
[165104] ['2/7', '5/6', '4/3', '8/3', '4'] -> (8/3 / (4 - ((4/3 * 5/6) / 2/7)))
[165105] ['1/4', '2/5', '8/7', '7/6', '7'] -> (1/4 + (((8/7 + 7) * 7/6) / 2/5))
[165106] ['5/9', '9/8', '9/5', '3', '9/2'] -> (9/5 / ((3 / (5/9 * 9/2)) - 9/8))
[165107] ['5/7', '8/7', '6/5', '7/3', '5'] -> (5 * (8/7 + (6/5 * (5/7 + 7/3))))
[165108] ['7/9', '5/6', '9/7', '9/5', '4'] -> ((4 / 7/9) / ((5/6 * 9/5) - 9/7))
[165109] ['5/6', '8/9', '8/9', '5/3', '3'] -> (8/9 * ((5/3 / (8/9 - 5/6)) - 3))
[165110] ['5/7', '8/7', '6/5', '5/2', '5'] -> ((6/5 * 5/2) * ((5 * 8/7) / 5/7))
[165111] ['5/8', '7/9', '7/8', '4/3', '2'] -> (4/3 / ((7/9 * 2) - (5/8 + 7/8)))
[165112] ['2/7', '5/6', '7/5', '3/2', '4'] -> (4 / ((5/6 / 7/5) - (2/7 * 3/2)))
[165113] ['2/5', '7/6', '2', '9/4', '8/3'] -> (8/3 / (2/5 * (7/6 - (2 / 9/4))))
[165114] ['5/9', '8/5', '5/3', '5/2', '6'] -> (5/3 / ((5/2 / 6) - (5/9 / 8/5)))
[165115] ['2/3', '5/7', '4/3', '9/4', '9'] -> ((4/3 / (5/7 - 2/3)) - (9 / 9/4))
[165116] ['1/7', '2/9', '4/3', '4/3', '7'] -> ((4/3 + 4/3) / (1/7 - (2/9 / 7)))
[165117] ['1/4', '2/5', '8/7', '9/7', '7'] -> (((8/7 / 2/5) + (7 / 1/4)) / 9/7)
[165118] ['3/8', '4/7', '5/7', '5/3', '7'] -> ((7 / (3/8 + 5/3)) / (5/7 - 4/7))
[165119] ['5/7', '8/7', '6/5', '7/2', '5'] -> (8/7 / ((5/7 + 7/2) - (5 / 6/5)))
[165120] ['5/9', '9/8', '7/3', '7/3', '3'] -> (7/3 / ((5/9 - 9/8) - (7/3 - 3)))
[165121] ['2/7', '5/6', '7/5', '8/5', '4'] -> (8/5 / ((7/5 / 2/7) - (5/6 + 4)))
[165122] ['1/4', '2/5', '4/9', '9/4', '9'] -> (9 / ((4/9 * 9/4) - (1/4 / 2/5)))
[165123] ['2/7', '5/8', '5/8', '7/6', '6'] -> ((6 + ((5/8 / 5/8) / 7/6)) / 2/7)
[165124] ['2/7', '5/6', '7/5', '5/3', '4'] -> (4 / (5/6 - (5/3 * (2/7 * 7/5))))
[165125] ['7/9', '5/6', '9/7', '7/2', '4'] -> ((7/9 * 9/7) / ((7/2 / 4) - 5/6))
[165126] ['2/7', '5/8', '5/8', '6/5', '6'] -> (6/5 * ((6 / 2/7) - (5/8 / 5/8)))
[165127] ['1/4', '2/5', '4/9', '5/2', '9'] -> ((4/9 * 9) * ((5/2 / 2/5) - 1/4))
[165128] ['5/9', '9/8', '7/3', '3', '7/2'] -> ((3 / 9/8) / ((7/3 / 7/2) - 5/9))
[165129] ['2/7', '5/6', '7/5', '7/4', '4'] -> (4 / (2/7 * (7/4 - (5/6 * 7/5))))
[165130] ['5/7', '8/7', '5/4', '4/3', '5'] -> ((5/7 + 5) / (5/4 * (4/3 - 8/7)))
[165131] ['1/7', '2/9', '4/3', '7/4', '7'] -> (((4/3 / 1/7) - (7 / 7/4)) / 2/9)
[165132] ['2/5', '7/6', '2', '7/3', '8/3'] -> (8/3 * ((7/6 + 2) + (7/3 / 2/5)))
[165133] ['2/5', '5/6', '7/8', '1', '9/8'] -> ((2/5 * 5/6) / ((1 / 9/8) - 7/8))
[165134] ['5/6', '8/9', '9/8', '9/8', '3'] -> ((3 / (8/9 - 5/6)) / (9/8 + 9/8))
[165135] ['7/9', '5/6', '4/3', '7/5', '4'] -> (4 / (((7/5 * 5/6) / 7/9) - 4/3))
[165136] ['2/7', '5/8', '5/8', '5/4', '6'] -> ((6 / 2/7) + ((5/8 + 5/4) / 5/8))
[165137] ['1/4', '2/5', '4/9', '7/2', '9'] -> ((7/2 / 1/4) + ((9 * 4/9) / 2/5))
[165138] ['5/9', '8/5', '7/4', '9/5', '6'] -> (6 / ((8/5 + 9/5) - (7/4 / 5/9)))
[165139] ['2/7', '5/6', '7/5', '9/5', '4'] -> (4 / ((9/5 / 7/5) - (2/7 + 5/6)))
[165140] ['1/4', '2/5', '8/7', '7/4', '7'] -> ((8/7 + (2/5 / 1/4)) * (7/4 + 7))
[165141] ['5/9', '7/9', '7/8', '4/3', '8'] -> ((5/9 + 8) / (7/9 * (4/3 - 7/8)))
[165142] ['2/7', '5/8', '5/8', '9/7', '6'] -> (6 / ((2/7 + 5/8) + (5/8 - 9/7)))
[165143] ['2/3', '5/7', '7/5', '7/5', '9'] -> (9 * (2/3 + (5/7 * (7/5 + 7/5))))
[165144] ['5/9', '9/8', '8/3', '8/3', '3'] -> (((8/3 * 8/3) / 5/9) * (3 - 9/8))
[165145] ['5/9', '8/5', '7/4', '9/4', '6'] -> (6 / ((9/4 * (5/9 * 8/5)) - 7/4))
[165146] ['1/4', '2/5', '4/9', '9/2', '9'] -> (4/9 * (9 + (9/2 / (1/4 * 2/5))))
[165147] ['1/4', '2/5', '8/7', '9/5', '7'] -> ((2/5 + 8/7) * (7 / (1/4 * 9/5)))
[165148] ['5/6', '8/9', '9/8', '8/7', '3'] -> (8/7 / ((8/9 / (9/8 - 5/6)) - 3))
[165149] ['5/7', '8/7', '5/4', '7/4', '5'] -> ((5/4 + 7/4) * ((5 * 8/7) / 5/7))
[165150] ['1/7', '2/9', '4/3', '9/4', '7'] -> ((9/4 * (2/9 + 4/3)) * (7 - 1/7))
[165151] ['2/3', '5/7', '7/5', '3/2', '9'] -> ((5/7 + 9) / ((3/2 / 7/5) - 2/3))
[165152] ['2/7', '5/6', '7/5', '7/3', '4'] -> (2/7 / ((5/6 / 7/5) - (7/3 / 4)))
[165153] ['5/8', '7/9', '7/8', '2', '5/2'] -> (7/9 / (5/8 - (2 / (7/8 + 5/2))))
[165154] ['5/9', '7/9', '7/8', '8/5', '8'] -> (8 / ((7/9 * 7/8) - (5/9 / 8/5)))
[165155] ['5/6', '8/9', '9/8', '7/6', '3'] -> ((7/6 / (5/6 - (8/9 / 9/8))) - 3)
[165156] ['1/7', '2/9', '4/3', '7/3', '7'] -> ((7 - (4/3 + (1/7 * 7/3))) / 2/9)
[165157] ['1/4', '2/5', '8/7', '9/4', '7'] -> (9/4 + (7 * (1/4 + (8/7 / 2/5))))
[165158] ['2/5', '7/6', '2', '5/2', '8/3'] -> ((2/5 + 2) / (7/6 - (8/3 / 5/2)))
[165159] ['1/4', '2/5', '1/2', '5/9', '9'] -> (1/4 + (((1/2 + 5/9) * 9) / 2/5))
[165160] ['2/7', '5/6', '7/5', '8/3', '4'] -> (4 / ((2/7 * 8/3) - (5/6 / 7/5)))
[165161] ['5/7', '8/7', '5/4', '7/3', '5'] -> (5 / ((7/3 * (5/7 / 8/7)) - 5/4))
[165162] ['2/7', '5/8', '5/8', '3/2', '6'] -> (6 * ((3/2 / 2/7) - (5/8 + 5/8)))
[165163] ['5/6', '8/9', '9/8', '6/5', '3'] -> ((3 / 9/8) / ((5/6 * 6/5) - 8/9))
[165164] ['5/9', '9/8', '3', '9/2', '9/2'] -> (9/2 / (3 - (9/2 * (5/9 * 9/8))))
[165165] ['5/9', '8/5', '7/4', '7/2', '6'] -> ((8/5 + 7/2) + ((6 * 7/4) / 5/9))
[165166] ['1/7', '2/9', '4/3', '7/2', '7'] -> (((1/7 * 7/2) + (7 / 2/9)) / 4/3)
[165167] ['2/3', '5/7', '7/5', '8/3', '9'] -> (((5/7 + 7/5) * (8/3 + 9)) - 2/3)
[165168] ['5/8', '7/9', '7/8', '2', '7/2'] -> (7/2 / (7/9 * (5/8 - (7/8 / 2))))
[165169] ['2/5', '7/6', '2', '8/3', '8/3'] -> (8/3 * ((7/6 * 2) + (8/3 / 2/5)))
[165170] ['2/3', '5/7', '7/5', '9/2', '9'] -> ((2/3 * 9/2) * (9 - (5/7 * 7/5)))
[165171] ['5/9', '8/5', '9/5', '9/4', '6'] -> ((6 / (5/9 * 9/4)) / (9/5 - 8/5))
[165172] ['2/5', '5/6', '7/8', '1', '9/5'] -> (9/5 / ((2/5 + 7/8) - (1 / 5/6)))
[165173] ['5/9', '7/9', '8/9', '8/7', '8'] -> (8 * (8/7 + ((5/9 + 8/9) / 7/9)))
[165174] ['2/7', '5/6', '3/2', '8/5', '4'] -> ((((4 / 2/7) - 3/2) * 8/5) / 5/6)
[165175] ['2/7', '5/8', '5/8', '7/4', '6'] -> ((7/4 + (5/8 + 5/8)) + (6 / 2/7))
[165176] ['2/5', '7/6', '2', '8/3', '7/2'] -> (7/6 + (2 * (8/3 + (7/2 / 2/5))))
[165177] ['1/7', '2/9', '7/5', '3/2', '7'] -> ((7 / 2/9) - (3/2 / (1/7 * 7/5)))
[165178] ['5/6', '8/9', '9/8', '5/3', '3'] -> (((5/3 / (8/9 - 5/6)) - 3) / 9/8)
[165179] ['5/9', '7/9', '8/9', '6/5', '8'] -> (8 / ((7/9 / 5/9) - (8/9 * 6/5)))
[165180] ['3/8', '4/7', '3/4', '4/3', '7'] -> ((4/7 + (3/4 / 3/8)) * (4/3 * 7))
[165181] ['2/7', '5/8', '5/8', '9/5', '6'] -> ((5/8 + 5/8) * ((6 / 2/7) - 9/5))
[165182] ['7/9', '5/6', '7/5', '7/3', '4'] -> ((7/3 * 4) / ((5/6 * 7/5) - 7/9))
[165183] ['1/4', '2/5', '7/6', '5/4', '7'] -> ((7 / 7/6) / ((2/5 * 5/4) - 1/4))
[165184] ['1/7', '2/9', '7/5', '8/5', '7'] -> ((8/5 / 2/9) + (7 + (7/5 / 1/7)))
[165185] ['2/7', '5/6', '3/2', '9/5', '4'] -> (9/5 * ((5/6 - 3/2) + (4 / 2/7)))
[165186] ['1/4', '2/5', '1/2', '8/7', '9'] -> (8/7 * (((9 - 1/2) / 2/5) - 1/4))
[165187] ['5/9', '7/9', '8/9', '5/4', '8'] -> (8 / ((5/9 / 5/4) + (7/9 - 8/9)))
[165188] ['2/7', '5/8', '5/8', '9/4', '6'] -> ((((5/8 + 5/8) * 6) / 2/7) - 9/4)
[165189] ['2/5', '6/5', '6/5', '6/5', '2'] -> (6/5 / ((2 / (2/5 + 6/5)) - 6/5))
[165190] ['7/9', '5/6', '7/5', '8/3', '4'] -> ((8/3 + 4) / (5/6 - (7/9 / 7/5)))
[165191] ['2/5', '5/6', '8/9', '8/9', '1'] -> ((8/9 / (2/5 * 5/6)) / (1 - 8/9))
[165192] ['5/6', '8/9', '9/8', '9/5', '3'] -> ((9/5 * (8/9 + 3)) / (9/8 - 5/6))
[165193] ['5/9', '8/7', '8/7', '4/3', '3'] -> (8/7 / (5/9 - ((8/7 * 4/3) / 3)))
[165194] ['5/7', '8/7', '9/7', '5/3', '5'] -> ((5/7 + 5) / (5/3 * (9/7 - 8/7)))
[165195] ['2/7', '5/8', '5/8', '7/3', '6'] -> (6 / (((5/8 + 5/8) / 7/3) - 2/7))
[165196] ['1/4', '2/5', '1/2', '4/3', '9'] -> ((1/2 / (1/4 * 4/3)) + (9 / 2/5))
[165197] ['2/5', '5/6', '8/9', '1', '9/8'] -> ((2/5 + 1) / (9/8 - (8/9 / 5/6)))
[165198] ['5/9', '7/9', '8/9', '8/5', '8'] -> (8 / ((5/9 - 7/9) + (8/9 / 8/5)))
[165199] ['7/9', '5/6', '3/2', '8/5', '4'] -> (4 / ((5/6 * 8/5) - (7/9 * 3/2)))
[165200] ['5/9', '8/7', '8/7', '3/2', '3'] -> (8/7 / ((8/7 * 3/2) - (5/9 * 3)))
[165201] ['2/5', '6/5', '6/5', '7/5', '2'] -> ((2/5 * 2) / (6/5 - (7/5 / 6/5)))
[165202] ['5/6', '8/9', '9/8', '7/3', '3'] -> (8/9 / ((7/3 / 3) - (5/6 / 9/8)))
[165203] ['2/5', '5/6', '8/9', '1', '8/7'] -> ((2/5 * 5/6) / (8/9 - (1 / 8/7)))
[165204] ['1/4', '2/5', '7/6', '9/4', '7'] -> ((9/4 / 1/4) + (7 / (2/5 * 7/6)))
[165205] ['1/7', '2/9', '7/5', '9/5', '7'] -> ((7 - 1/7) / (9/5 * (2/9 / 7/5)))
[165206] ['5/9', '8/5', '9/4', '9/2', '6'] -> ((5/9 * 9/2) * (6 + (8/5 * 9/4)))
[165207] ['2/7', '5/8', '5/8', '7/2', '6'] -> (6 / ((5/8 + 5/8) - (2/7 * 7/2)))
[165208] ['2/3', '5/7', '3/2', '9/2', '9'] -> ((3/2 + 9) * ((2/3 * 9/2) - 5/7))
[165209] ['5/8', '7/9', '8/9', '8/5', '2'] -> (8/5 / (7/9 - (8/9 / (5/8 * 2))))
[165210] ['1/4', '2/5', '5/9', '5/9', '9'] -> (9 / ((5/9 / 5/9) - (1/4 / 2/5)))
[165211] ['5/9', '8/5', '7/3', '7/3', '6'] -> (8/5 * ((6 * (5/9 + 7/3)) - 7/3))
[165212] ['5/9', '8/7', '8/7', '5/3', '3'] -> (8/7 / ((8/7 / 3) - (5/9 / 5/3)))
[165213] ['2/7', '5/6', '8/5', '5/3', '4'] -> ((5/6 + 5/3) * (4 + (8/5 / 2/7)))
[165214] ['5/9', '7/9', '8/9', '9/4', '8'] -> (8 / ((9/4 * (5/9 * 8/9)) - 7/9))
[165215] ['2/5', '6/5', '6/5', '7/4', '2'] -> ((6/5 + 6/5) / (2/5 * (2 - 7/4)))
[165216] ['5/7', '8/7', '9/7', '8/3', '5'] -> ((5/7 + 5) / (8/3 - (8/7 + 9/7)))
[165217] ['1/7', '2/9', '7/5', '7/3', '7'] -> (((1/7 * 7/3) + (7 / 7/5)) / 2/9)
[165218] ['2/3', '5/7', '8/5', '8/5', '9'] -> (8/5 * ((8/5 / 2/3) + (9 / 5/7)))
[165219] ['2/5', '6/5', '6/5', '9/5', '2'] -> (((6/5 + 2) * (6/5 + 9/5)) / 2/5)
[165220] ['5/7', '8/7', '4/3', '4/3', '5'] -> (5 * (4/3 + ((8/7 + 4/3) / 5/7)))
[165221] ['2/7', '5/6', '8/5', '9/5', '4'] -> (8/5 * ((4 / (2/7 * 5/6)) - 9/5))
[165222] ['5/9', '8/7', '8/7', '9/5', '3'] -> ((8/7 * 3) / (8/7 - (5/9 * 9/5)))
[165223] ['2/5', '5/6', '8/9', '1', '4/3'] -> (2/5 / ((1 / (5/6 * 8/9)) - 4/3))
[165224] ['2/3', '5/7', '8/5', '7/4', '9'] -> (9 * (2/3 + (7/4 * (5/7 * 8/5))))
[165225] ['1/4', '2/5', '6/5', '9/7', '7'] -> (((9/7 * 7) - (6/5 / 2/5)) / 1/4)
[165226] ['5/9', '7/9', '9/8', '6/5', '8'] -> (8 / ((7/9 / 5/9) - (6/5 / 9/8)))
[165227] ['2/7', '5/8', '2/3', '3/4', '6'] -> (((6 / (2/3 - 2/7)) - 3/4) / 5/8)
[165228] ['1/7', '2/9', '7/5', '7/2', '7'] -> ((7/5 + 7) * (7/2 - (1/7 / 2/9)))
[165229] ['5/7', '8/7', '4/3', '8/5', '5'] -> (5 / ((4/3 / 8/5) - (5/7 / 8/7)))
[165230] ['5/9', '8/5', '8/3', '9/2', '6'] -> ((9/2 * 6) - (8/3 / (5/9 * 8/5)))
[165231] ['2/3', '5/7', '8/5', '9/5', '9'] -> (((8/5 + 9/5) + (9 / 5/7)) / 2/3)
[165232] ['1/4', '2/5', '5/9', '7/9', '9'] -> ((7/9 + (5/9 * (2/5 + 9))) / 1/4)
[165233] ['3/8', '4/7', '7/9', '5/6', '7'] -> (7 * (4/7 + (5/6 / (3/8 * 7/9))))
[165234] ['5/7', '8/7', '4/3', '7/4', '5'] -> (5 / ((5/7 / 8/7) + (4/3 - 7/4)))
[165235] ['2/3', '5/7', '8/5', '9/4', '9'] -> (9 * ((8/5 * 9/4) - (2/3 / 5/7)))
[165236] ['5/9', '7/9', '9/8', '9/7', '8'] -> (8 / ((9/7 * (7/9 / 9/8)) - 5/9))
[165237] ['7/9', '5/6', '8/5', '9/4', '4'] -> (4 / (((9/4 - 7/9) / 5/6) - 8/5))
[165238] ['5/9', '8/7', '8/7', '5/2', '3'] -> ((8/7 + (8/7 / 5/9)) * (5/2 * 3))
