[196991] ['2/9', '3/5', '2/3', '7/5', '3'] -> (((3 * (3/5 + 7/5)) - 2/3) / 2/9)
[207109] ['3/4', '9/8', '8/7', '2', '9/4'] -> (9/4 / ((3/4 / 8/7) - (9/8 / 2)))
[207110] ['7/9', '7/6', '9/7', '8/5', '8'] -> ((9/7 * (7/9 + 7/6)) * (8/5 + 8))
[207111] ['4/5', '6/5', '9/7', '5/3', '9'] -> ((9/7 + 9) * (5/3 + (4/5 / 6/5)))
[207112] ['5/8', '7/9', '5/4', '9/5', '8'] -> (8 / ((5/4 / (5/8 * 9/5)) - 7/9))
[207113] ['1/6', '5/7', '5/4', '9/7', '2'] -> (2 / ((1/6 * 5/7) + (5/4 - 9/7)))
[207114] ['3/7', '5/3', '5/3', '9/5', '6'] -> ((9/5 * 6) * ((5/3 / 3/7) - 5/3))
[207115] ['1/7', '2/7', '7/8', '1', '9/4'] -> ((((1 + 9/4) / 7/8) - 2/7) / 1/7)
[207116] ['2/9', '6/7', '8/7', '6/5', '3'] -> (8/7 / ((6/7 / 6/5) - (2/9 * 3)))
[207117] ['1/7', '7/9', '7/5', '5/2', '7'] -> ((5/2 * (1/7 + 7/5)) * (7 - 7/9))
[207118] ['4/9', '1/2', '5/9', '1', '7/5'] -> ((5/9 / (1/2 - 4/9)) * (1 + 7/5))
[207119] ['1/9', '9/8', '3/2', '8/5', '9'] -> ((8/5 * (9/8 * 3/2)) * (9 - 1/9))
[207120] ['7/9', '7/6', '9/7', '7/4', '8'] -> (8 / ((7/9 * 9/7) - (7/6 / 7/4)))
[207121] ['1/5', '1/2', '1', '9/7', '4/3'] -> ((4/3 / 1/5) / ((1 / 9/7) - 1/2))
[207122] ['3/7', '5/3', '5/3', '9/4', '6'] -> (9/4 * ((6 / 3/7) - (5/3 + 5/3)))
[207123] ['5/8', '9/8', '6/5', '7/3', '6'] -> (((7/3 * 6) / (5/8 / 9/8)) - 6/5)
[207124] ['3/4', '9/8', '8/7', '2', '5/2'] -> (3/4 / (9/8 - (5/2 / (8/7 * 2))))
[207125] ['5/6', '7/4', '7/4', '9/5', '5'] -> ((7/4 - (5/6 - 7/4)) * (9/5 * 5))
[207126] ['3/7', '5/3', '5/3', '5/2', '6'] -> ((5/3 / 5/2) + (6 / (3/7 / 5/3)))
[207127] ['2/5', '8/9', '3/2', '9/4', '7'] -> (3/2 + ((7 + (8/9 * 9/4)) / 2/5))
[207128] ['1/5', '1/2', '1', '9/7', '7/5'] -> ((7/5 / (1/5 * (9/7 - 1))) - 1/2)
[207129] ['3/8', '4/9', '9/5', '7/3', '6'] -> ((7/3 + (4/9 * 6)) / (3/8 / 9/5))
[207130] ['5/8', '9/8', '5/4', '9/7', '6'] -> (6 / ((5/8 - 5/4) + (9/8 / 9/7)))
[207131] ['1/6', '5/7', '5/4', '5/3', '2'] -> (2 / ((1/6 + 5/3) - (5/4 / 5/7)))
[207132] ['5/6', '7/4', '7/4', '9/4', '5'] -> (7/4 + (5 * (7/4 + (9/4 / 5/6))))
[207133] ['2/9', '6/7', '8/7', '9/7', '3'] -> (((6/7 / 2/9) / (9/7 - 8/7)) - 3)
[207134] ['1/7', '7/9', '7/5', '9/2', '7'] -> ((7/5 + 7) * (9/2 * (7/9 - 1/7)))
[207135] ['3/4', '9/8', '8/7', '2', '7/2'] -> ((3/4 * 2) / (7/2 * (8/7 - 9/8)))
[207136] ['2/5', '8/9', '3/2', '7/3', '7'] -> (((3/2 + 7/3) + (7 / 2/5)) / 8/9)
[207137] ['5/6', '7/4', '7/4', '7/3', '5'] -> (7/3 + (5 * (7/4 + (5/6 + 7/4))))
[207138] ['3/7', '5/3', '5/3', '7/2', '6'] -> (((7/2 - 5/3) / (3/7 / 6)) - 5/3)
[207139] ['3/4', '9/8', '8/7', '2', '9/2'] -> (9/2 / ((2 * (3/4 / 8/7)) - 9/8))
[207140] ['4/9', '1/2', '5/9', '1', '7/4'] -> (1 / ((7/4 * (1/2 * 5/9)) - 4/9))
[207141] ['1/5', '1/2', '1', '9/7', '8/5'] -> ((1 + 9/7) / (1/5 / (1/2 + 8/5)))
[207142] ['1/9', '9/8', '8/5', '8/5', '9'] -> ((8/5 + (8/5 / 1/9)) + (9 / 9/8))
[207143] ['5/8', '9/8', '5/4', '7/3', '6'] -> (6 * (7/3 + ((5/8 + 5/4) / 9/8)))
[207144] ['5/6', '7/4', '7/4', '5/2', '5'] -> ((5/2 + (5 * (7/4 + 7/4))) / 5/6)
[207145] ['1/6', '5/7', '5/4', '7/4', '2'] -> ((((7/4 + 2) / 5/7) - 5/4) / 1/6)
[207146] ['7/9', '7/6', '4/3', '9/5', '8'] -> (9/5 * (4/3 + (8 / (7/9 / 7/6))))
[207147] ['2/5', '8/9', '3/2', '5/2', '7'] -> (3/2 + ((5/2 + (7 / 2/5)) / 8/9))
[207148] ['2/9', '6/7', '8/7', '8/5', '3'] -> ((8/7 + (6/7 / 2/9)) * (8/5 * 3))
[207149] ['4/5', '6/5', '7/5', '7/5', '9'] -> ((9 * (6/5 + 7/5)) - (4/5 - 7/5))
[207150] ['5/8', '9/8', '9/7', '9/7', '6'] -> ((9/7 * 6) / (9/8 - (5/8 * 9/7)))
[207151] ['1/5', '1/2', '1', '9/7', '5/3'] -> ((1 + (5/3 / 1/5)) / (1/2 / 9/7))
[207152] ['5/8', '7/9', '9/7', '4/3', '8'] -> ((9/7 + (8 / (7/9 / 4/3))) / 5/8)
[207153] ['1/7', '7/9', '3/2', '5/3', '7'] -> ((3/2 * 7) * (1/7 + (5/3 / 7/9)))
[207154] ['2/9', '6/7', '8/7', '5/3', '3'] -> (8/7 / (((5/3 - 6/7) / 3) - 2/9))
[207155] ['5/8', '7/9', '9/7', '7/5', '8'] -> (8 * (7/5 + (9/7 / (5/8 / 7/9))))
[207156] ['5/6', '7/4', '7/4', '7/2', '5'] -> ((5 / 5/6) / ((7/2 / 7/4) - 7/4))
[207157] ['1/9', '9/8', '8/5', '7/4', '9'] -> ((8/5 * 9) * (1/9 + (7/4 / 9/8)))
[207158] ['1/6', '5/7', '5/4', '2', '9/4'] -> ((2 / 1/6) / (9/4 - (5/4 / 5/7)))
[207159] ['1/5', '1/2', '1', '9/7', '9/5'] -> ((1 + (9/5 / 9/7)) / (1/5 * 1/2))
[207160] ['7/9', '7/6', '7/5', '5/3', '8'] -> (8 * ((7/9 / 7/6) + (7/5 * 5/3)))
[207161] ['5/8', '9/8', '9/7', '7/5', '6'] -> (6 * (5/8 + (7/5 * (9/8 + 9/7))))
[207162] ['1/7', '7/9', '3/2', '9/4', '7'] -> ((3/2 * 9/4) * (7 + (1/7 * 7/9)))
[207163] ['2/9', '6/7', '8/7', '9/5', '3'] -> ((8/7 + (6/7 / 2/9)) * (9/5 + 3))
[207164] ['5/8', '9/8', '9/7', '3/2', '6'] -> (6 * (5/8 + (9/7 * (9/8 + 3/2))))
[207165] ['2/9', '6/7', '8/7', '9/4', '3'] -> (9/4 + ((8/7 + 3) / (2/9 * 6/7)))
[207166] ['1/6', '5/7', '5/4', '2', '8/3'] -> ((2 / 5/4) + (8/3 / (1/6 * 5/7)))
[207167] ['1/9', '9/8', '8/5', '5/2', '9'] -> (((5/2 / (1/9 / 8/5)) - 9) / 9/8)
[207168] ['1/7', '2/7', '8/9', '1', '4/3'] -> ((4/3 / (1/7 / 2/7)) / (1 - 8/9))
[207169] ['5/8', '7/9', '9/7', '7/4', '8'] -> (((7/9 * 9/7) + (7/4 * 8)) / 5/8)
[207170] ['3/7', '5/3', '9/5', '5/2', '6'] -> (9/5 * ((6 / 3/7) - (5/3 / 5/2)))
[207171] ['3/8', '4/9', '8/3', '7/2', '6'] -> ((((6 / 4/9) - 7/2) / 3/8) - 8/3)
[207172] ['1/7', '7/9', '8/5', '8/5', '7'] -> ((8/5 / 7/9) / ((8/5 / 7) - 1/7))
[207173] ['3/8', '4/9', '7/2', '7/2', '6'] -> (6 * ((7/2 / 4/9) - (3/8 + 7/2)))
[207174] ['3/4', '9/8', '6/5', '4/3', '2'] -> (2 / (4/3 - (9/8 / (3/4 * 6/5))))
[207175] ['2/9', '6/7', '8/7', '5/2', '3'] -> (((5/2 + 3) / 2/9) - (6/7 / 8/7))
[207176] ['5/8', '7/9', '9/7', '9/5', '8'] -> ((7/9 * 8) * (9/5 + (9/7 / 5/8)))
[207177] ['4/9', '1/2', '4/7', '2/3', '1'] -> (1 / ((2/3 / 4/7) - (1/2 / 4/9)))
[207178] ['7/9', '7/6', '7/5', '5/2', '8'] -> (((7/5 * 5/2) - 7/6) / (7/9 / 8))
[207179] ['3/7', '5/3', '9/5', '7/2', '6'] -> (9/5 * (6 + (7/2 * (3/7 + 5/3))))
[207180] ['5/8', '9/8', '9/7', '9/4', '6'] -> (6 / (((9/4 - 9/8) / 9/7) - 5/8))
[207181] ['1/6', '5/7', '9/7', '9/7', '2'] -> (((5/7 * 2) + (9/7 + 9/7)) / 1/6)
[207182] ['2/5', '8/9', '8/5', '5/2', '7'] -> ((8/9 * 5/2) * ((8/5 * 7) - 2/5))
[207183] ['3/7', '5/3', '9/4', '9/4', '6'] -> (6 * (5/3 + (9/4 / (3/7 * 9/4))))
[207184] ['1/7', '2/7', '8/9', '1', '5/3'] -> ((1 + 5/3) / ((2/7 * 8/9) - 1/7))
[207185] ['5/8', '9/8', '9/7', '8/3', '6'] -> ((5/8 + (9/8 / 9/7)) * (8/3 * 6))
[207186] ['1/9', '9/8', '5/3', '9/4', '9'] -> (((5/3 + (9/4 / 9/8)) / 1/9) - 9)
[207187] ['3/4', '9/8', '6/5', '2', '7/3'] -> (2 / (7/3 - (6/5 * (3/4 + 9/8))))
[207188] ['1/5', '1/2', '1', '4/3', '3/2'] -> ((1/2 + (3/2 / 1/5)) / (4/3 - 1))
[207189] ['5/6', '7/4', '7/3', '7/3', '5'] -> ((5 / (5/6 / 7/3)) / (7/3 - 7/4))
[207190] ['1/7', '7/9', '8/5', '9/5', '7'] -> (8/5 + (9/5 * (7 + (7/9 / 1/7))))
[207191] ['3/8', '1/2', '1/2', '6/7', '6'] -> (6 / ((6/7 * (3/8 + 1/2)) - 1/2))
[207192] ['7/9', '7/6', '7/5', '9/2', '8'] -> ((7/6 + (7/5 * (9/2 + 8))) / 7/9)
[207193] ['4/9', '1/2', '4/7', '7/9', '1'] -> (1 / (((7/9 - 1/2) / 4/7) - 4/9))
[207194] ['5/6', '7/4', '7/3', '5/2', '5'] -> (5 / (5/2 * (5/6 - (7/4 / 7/3))))
[207195] ['7/9', '7/6', '3/2', '3/2', '8'] -> (8 / ((3/2 / 3/2) - (7/9 / 7/6)))
[207196] ['1/5', '1/2', '1', '4/3', '7/4'] -> ((1 / (1/5 * 1/2)) / (7/4 - 4/3))
[207197] ['3/7', '5/3', '7/3', '9/2', '6'] -> (9/2 * ((3/7 * 7/3) - (5/3 - 6)))
[207198] ['5/8', '9/8', '4/3', '7/4', '6'] -> (6 / ((5/8 * 7/4) - (9/8 / 4/3)))
[207199] ['4/5', '5/4', '5/4', '7/5', '9'] -> ((5/4 + 5/4) * (9 - (4/5 - 7/5)))
[207200] ['5/6', '7/4', '7/3', '8/3', '5'] -> ((8/3 + (7/3 / 7/4)) / (5/6 / 5))
[207201] ['3/4', '9/8', '6/5', '2', '7/2'] -> (3/4 / (9/8 - (7/2 / (6/5 + 2))))
[207202] ['1/6', '5/7', '9/7', '9/5', '2'] -> ((9/7 + (5/7 * (9/5 + 2))) / 1/6)
[207203] ['3/8', '1/2', '1/2', '8/7', '6'] -> (6 / ((1/2 / 8/7) - (3/8 * 1/2)))
[207204] ['2/5', '8/9', '5/3', '9/4', '7'] -> (5/3 * (2/5 + (7 * (8/9 * 9/4))))
[207205] ['5/8', '7/9', '4/3', '5/3', '8'] -> (4/3 / ((5/8 - 7/9) + (5/3 / 8)))
[207206] ['4/9', '1/2', '4/7', '5/6', '1'] -> (((5/6 / (4/7 - 1/2)) - 1) / 4/9)
[207207] ['1/7', '2/7', '8/9', '1', '7/3'] -> ((7/3 - (2/7 - 1)) / (1/7 * 8/9))
[207208] ['3/8', '1/2', '1/2', '6/5', '6'] -> (((6 / 6/5) - 1/2) / (3/8 * 1/2))
[207209] ['5/8', '9/8', '4/3', '7/3', '6'] -> ((4/3 * 6) / ((5/8 * 7/3) - 9/8))
[207210] ['5/8', '7/9', '4/3', '7/4', '8'] -> ((7/4 / (5/8 * 7/9)) * (8 - 4/3))
[207211] ['4/5', '5/4', '5/4', '9/4', '9'] -> ((9 + (9/4 / 5/4)) / (5/4 - 4/5))
[207212] ['1/6', '5/7', '9/7', '2', '9/2'] -> (9/2 * (2 + (5/7 / (1/6 * 9/7))))
[207213] ['1/7', '2/7', '8/9', '1', '5/2'] -> (8/9 * (5/2 + (1 / (1/7 * 2/7))))
[207214] ['3/7', '5/3', '8/3', '9/2', '6'] -> (((9/2 - 8/3) / (3/7 / 6)) - 5/3)
[207215] ['1/5', '1/2', '1', '7/5', '7/5'] -> (((1 / 1/2) + (7/5 + 7/5)) / 1/5)
[207216] ['3/4', '9/8', '5/4', '7/5', '2'] -> (3/4 / (2 - (7/5 * (9/8 * 5/4))))
[207217] ['7/9', '7/6', '8/5', '5/3', '8'] -> ((8/5 + 8) * (5/3 / (7/9 / 7/6)))
[207218] ['1/6', '5/7', '4/3', '7/5', '2'] -> ((2 + (5/7 * 7/5)) / (1/6 / 4/3))
[207219] ['4/5', '5/4', '5/4', '9/2', '9'] -> ((9/2 + 9) / (5/4 * (5/4 - 4/5)))
[207220] ['5/6', '7/4', '8/3', '7/2', '5'] -> ((5 * (5/6 + (7/4 * 8/3))) - 7/2)
[207221] ['1/9', '9/8', '7/4', '5/2', '9'] -> (1/9 + ((7/4 + 9) / (9/8 / 5/2)))
[207222] ['7/9', '7/6', '8/5', '7/4', '8'] -> ((8 - 8/5) / (7/9 / (7/6 + 7/4)))
[207223] ['1/5', '1/2', '1', '7/5', '5/3'] -> ((1 + 7/5) / ((1/2 / 5/3) - 1/5))
[207224] ['5/8', '7/9', '4/3', '5/2', '8'] -> (8 / ((7/9 / 4/3) - (5/8 / 5/2)))
[207225] ['1/9', '9/8', '7/4', '9/2', '9'] -> (((1/9 + 7/4) * (9/2 + 9)) - 9/8)
[207226] ['3/4', '9/8', '9/7', '7/5', '2'] -> (9/7 / (9/8 - (2 * (3/4 / 7/5))))
[207227] ['7/9', '7/6', '8/5', '9/4', '8'] -> ((9/4 + (7/6 / 7/9)) * (8 - 8/5))
[207228] ['5/8', '7/9', '4/3', '7/2', '8'] -> ((7/2 + (4/3 / 8)) / (7/9 - 5/8))
[207229] ['4/5', '5/4', '9/7', '3/2', '9'] -> ((9/7 + (4/5 * 5/4)) * (3/2 + 9))
[207230] ['5/6', '9/5', '9/5', '9/5', '5'] -> (5 * (9/5 + (5/6 * (9/5 + 9/5))))
[207231] ['3/7', '7/4', '7/4', '5/2', '6'] -> (6 * (5/2 + (3/7 * (7/4 + 7/4))))
[207232] ['1/9', '9/8', '9/5', '9/4', '9'] -> (9 / ((9/8 / 9/5) - (1/9 * 9/4)))
[207233] ['3/8', '1/2', '5/9', '4/5', '6'] -> ((1/2 * 6) / (4/5 - (3/8 / 5/9)))
[207234] ['7/9', '7/6', '8/5', '7/3', '8'] -> ((7/3 + (7/6 * 8)) / (7/9 / 8/5))
[207235] ['1/6', '5/7', '4/3', '7/4', '2'] -> (2 / ((1/6 - 4/3) + (5/7 * 7/4)))
[207236] ['3/4', '9/8', '9/7', '3/2', '2'] -> ((3/2 * 2) / ((9/8 / 9/7) - 3/4))
[207237] ['1/7', '2/7', '1', '9/8', '6/5'] -> (1/7 / (9/8 - (2/7 + (1 / 6/5))))
[207238] ['5/8', '9/8', '7/5', '5/2', '6'] -> (6 * ((7/5 * 5/2) - (5/8 - 9/8)))
[207239] ['3/7', '7/4', '9/5', '9/5', '6'] -> (6 / ((9/5 / 9/5) - (3/7 * 7/4)))
[207240] ['2/9', '6/7', '7/6', '5/2', '3'] -> (6/7 + ((3 + (5/2 / 7/6)) / 2/9))
[207241] ['5/8', '7/9', '4/3', '9/2', '8'] -> ((((9/2 + 8) / 5/8) - 4/3) / 7/9)
[207242] ['1/7', '7/9', '5/3', '7/2', '7'] -> ((1/7 + (5/3 / 7/9)) * (7/2 + 7))
[207243] ['4/5', '5/4', '9/7', '5/3', '9'] -> ((4/5 * (5/4 + 5/3)) * (9/7 + 9))
[207244] ['1/7', '2/7', '1', '9/8', '9/7'] -> ((9/7 / (1/7 + 2/7)) / (9/8 - 1))
[207245] ['1/6', '5/7', '4/3', '9/5', '2'] -> (2 + ((9/5 + (4/3 / 5/7)) / 1/6))
[207246] ['3/8', '1/2', '5/9', '7/8', '6'] -> ((((7/8 + 6) / 5/9) - 3/8) / 1/2)
[207247] ['1/5', '1/2', '1', '3/2', '3/2'] -> (3/2 * (1 + (3/2 / (1/5 * 1/2))))
[207248] ['2/9', '6/7', '7/6', '3', '7/2'] -> (3 * (7/2 + (7/6 / (2/9 / 6/7))))
[207249] ['7/9', '7/6', '8/5', '9/2', '8'] -> ((7/6 / 7/9) + (8 / (8/5 / 9/2)))
[207250] ['1/5', '1/2', '1', '3/2', '5/3'] -> (((3/2 * 5/3) / (1/5 * 1/2)) - 1)
[207251] ['3/4', '9/8', '9/7', '7/4', '2'] -> ((9/7 * 2) / (3/4 - (9/8 / 7/4)))
[207252] ['7/9', '7/6', '5/3', '5/3', '8'] -> (8 / ((5/3 / 5/3) - (7/9 / 7/6)))
[207253] ['3/8', '1/2', '5/9', '9/7', '6'] -> ((6 / 9/7) / ((3/8 / 1/2) - 5/9))
[207254] ['2/9', '6/7', '7/6', '3', '9/2'] -> ((9/2 / 6/7) + ((7/6 + 3) / 2/9))
[207255] ['1/5', '1/2', '1', '3/2', '7/3'] -> ((1 / 3/2) + (7/3 / (1/5 * 1/2)))
[207256] ['3/7', '7/4', '9/5', '7/2', '6'] -> (((3/7 * 7/2) / (9/5 - 7/4)) - 6)
[207257] ['5/8', '9/8', '8/5', '7/4', '6'] -> (((7/4 * 6) - 9/8) / (5/8 / 8/5))
[207258] ['2/5', '8/9', '7/4', '9/2', '7'] -> (8/9 * (((9/2 + 7) / 2/5) - 7/4))
[207259] ['5/6', '9/5', '5/2', '7/2', '5'] -> ((5/6 * 9/5) * (7/2 + (5/2 * 5)))
[207260] ['1/6', '5/7', '4/3', '2', '7/2'] -> (((5/7 * 7/2) + (2 / 4/3)) / 1/6)
[207261] ['1/9', '9/8', '7/3', '7/3', '9'] -> ((7/3 * (7/3 + (9 / 9/8))) - 1/9)
[207262] ['4/9', '1/2', '4/7', '1', '8/5'] -> (1 / ((1/2 / (8/5 - 4/7)) - 4/9))
[207263] ['2/5', '8/9', '9/5', '9/5', '7'] -> (((9/5 * 7) - 9/5) / (2/5 / 8/9))
[207264] ['5/8', '9/8', '8/5', '9/5', '6'] -> ((9/5 + (6 / 5/8)) / (8/5 - 9/8))
[207265] ['1/5', '1/2', '1', '8/5', '7/4'] -> (((1 / 1/2) + (8/5 * 7/4)) / 1/5)
[207266] ['4/5', '5/4', '9/7', '8/3', '9'] -> ((5/4 * (9/7 + 9)) * (8/3 - 4/5))
[207267] ['1/9', '9/8', '7/3', '5/2', '9'] -> (9 / (((5/2 - 7/3) / 1/9) - 9/8))
[207268] ['5/8', '7/9', '7/5', '9/4', '8'] -> (8 / ((9/4 / (5/8 + 7/5)) - 7/9))
[207269] ['2/5', '8/9', '9/5', '9/4', '7'] -> ((8/9 * 9/4) + ((9/5 + 7) / 2/5))
[207270] ['1/7', '2/7', '1', '9/8', '9/4'] -> ((1 / (1/7 * 2/7)) - (9/8 / 9/4))
[207271] ['5/8', '9/8', '8/5', '7/3', '6'] -> ((8/5 / (5/8 / 9/8)) * (7/3 + 6))
[207272] ['3/8', '1/2', '5/9', '5/2', '6'] -> ((5/2 / (3/8 * 5/9)) + (6 / 1/2))
[207273] ['2/9', '6/7', '6/5', '9/7', '3'] -> (6/7 + ((9/7 + 3) / (2/9 / 6/5)))
[207274] ['5/6', '9/4', '9/4', '9/4', '5'] -> (((5/6 + 5) * (9/4 + 9/4)) - 9/4)
[207275] ['5/8', '9/8', '8/5', '5/2', '6'] -> ((9/8 / (8/5 - (5/8 * 5/2))) - 6)
[207276] ['3/7', '7/4', '5/2', '8/3', '6'] -> (8/3 * (3/7 + (6 / (7/4 / 5/2))))
[207277] ['2/5', '8/9', '9/5', '7/2', '7'] -> (((7 - 8/9) / (2/5 / 9/5)) - 7/2)
[207278] ['5/6', '9/4', '9/4', '8/3', '5'] -> ((5 * (9/4 + (5/6 + 9/4))) - 8/3)
[207279] ['1/5', '1/2', '1', '5/3', '5/3'] -> (((5/3 + (5/3 / 1/2)) / 1/5) - 1)
[207280] ['4/9', '1/2', '4/7', '1', '9/5'] -> (1 / (((1/2 / 4/7) / 9/5) - 4/9))
[207281] ['5/8', '7/9', '7/5', '8/3', '8'] -> ((7/5 * 8/3) * (8 * (5/8 / 7/9)))
[207282] ['5/8', '9/8', '8/5', '7/2', '6'] -> ((7/2 + (5/8 * 8/5)) / (9/8 / 6))
[207283] ['3/4', '9/8', '4/3', '5/3', '2'] -> ((4/3 + 5/3) / (2 - (3/4 + 9/8)))
[207284] ['3/7', '7/4', '5/2', '9/2', '6'] -> (9/2 + (6 * (5/2 + (3/7 * 7/4))))
[207285] ['3/8', '1/2', '4/7', '7/9', '6'] -> (((6 / 3/8) - 4/7) / (1/2 / 7/9))
[207286] ['4/5', '5/4', '4/3', '7/3', '9'] -> (9 * ((4/3 + 7/3) - (4/5 * 5/4)))
[207287] ['5/8', '9/8', '5/3', '5/3', '6'] -> (6 / (((5/8 + 5/3) / 5/3) - 9/8))
[207288] ['1/9', '9/8', '7/2', '7/2', '9'] -> (((9 * (7/2 - 1/9)) - 7/2) / 9/8)
[207289] ['7/9', '7/6', '9/5', '9/2', '8'] -> ((7/6 / 7/9) + (9/5 * (9/2 + 8)))
[207290] ['5/6', '9/4', '9/4', '9/2', '5'] -> (5 / (5/6 * (9/4 - (9/2 / 9/4))))
[207291] ['1/6', '5/7', '7/5', '2', '9/4'] -> ((7/5 / (1/6 / 5/7)) / (9/4 - 2))
[207292] ['1/7', '7/9', '9/5', '5/2', '7'] -> ((5/2 * (7/9 * 9/5)) * (7 - 1/7))
[207293] ['3/4', '9/8', '4/3', '9/5', '2'] -> (2 / (((9/8 * 4/3) / 9/5) - 3/4))
[207294] ['5/8', '7/9', '7/5', '9/2', '8'] -> (8 * (7/9 + (9/2 / (5/8 + 7/5))))
[207295] ['1/7', '2/7', '1', '8/7', '7/5'] -> ((1 + 7/5) / (1/7 / (2/7 + 8/7)))
[207296] ['4/9', '1/2', '4/7', '1', '5/2'] -> (4/9 / ((1 / (5/2 - 4/7)) - 1/2))
[207297] ['5/8', '9/8', '5/3', '7/3', '6'] -> (6 / (9/8 - (7/3 * (5/8 / 5/3))))
[207298] ['2/9', '6/7', '6/5', '5/3', '3'] -> ((3 + (5/3 / (6/7 / 6/5))) / 2/9)
[207299] ['5/6', '9/4', '7/3', '8/3', '5'] -> (5 + ((5/6 + 7/3) * (9/4 * 8/3)))
[207300] ['3/4', '9/8', '4/3', '2', '5/2'] -> (4/3 / (5/2 - ((3/4 + 2) / 9/8)))
[207301] ['4/5', '5/4', '4/3', '9/2', '9'] -> (9/2 * (((9 - 4/3) / 5/4) - 4/5))
[207302] ['2/5', '8/9', '9/4', '5/2', '7'] -> ((9/4 * (8/9 + 7)) + (5/2 / 2/5))
[207303] ['4/9', '1/2', '4/7', '1', '8/3'] -> (8/3 / (1/2 * (1 - (4/9 / 4/7))))
[207304] ['1/7', '7/9', '9/5', '7/2', '7'] -> ((7/2 * (7 + (1/7 / 9/5))) - 7/9)
[207305] ['5/8', '9/8', '7/4', '7/4', '6'] -> (6 * ((7/4 + 7/4) - (5/8 - 9/8)))
[207306] ['1/5', '1/2', '1', '7/4', '7/4'] -> ((((1 + 7/4) / 1/5) - 7/4) / 1/2)
[207307] ['3/8', '1/2', '4/7', '5/6', '6'] -> ((1/2 + (6 / 4/7)) / (5/6 - 3/8))
[207308] ['1/6', '5/7', '7/5', '2', '8/3'] -> (2 + ((8/3 + (5/7 * 7/5)) / 1/6))
[207309] ['3/7', '9/5', '9/5', '7/3', '6'] -> ((9/5 + (9/5 * 6)) * (7/3 - 3/7))
[207310] ['3/4', '9/8', '4/3', '2', '7/2'] -> ((7/2 + (3/4 * 2)) / (4/3 - 9/8))
[207311] ['1/9', '8/7', '8/7', '6/5', '9'] -> (8/7 / ((1/9 * 9) - (8/7 / 6/5)))
[207312] ['5/8', '9/8', '7/4', '9/5', '6'] -> (6 * ((5/8 * 9/5) + (9/8 + 7/4)))
[207313] ['5/6', '9/4', '5/2', '7/2', '5'] -> (((9/4 * 5) + (5/2 * 7/2)) / 5/6)
[207314] ['2/9', '6/7', '6/5', '9/5', '3'] -> (((9/5 + 3) / (2/9 * 6/7)) - 6/5)
[207315] ['2/5', '8/9', '9/4', '8/3', '7'] -> (7 + (9/4 * (8/9 + (8/3 / 2/5))))
[207316] ['7/9', '7/6', '7/2', '7/2', '8'] -> (8 / ((7/2 / 7/2) - (7/9 / 7/6)))
[207317] ['1/5', '1/2', '1', '7/4', '7/3'] -> ((1/2 + 7/4) * ((7/3 / 1/5) - 1))
[207318] ['1/9', '8/7', '8/7', '5/4', '9'] -> (8/7 / (((8/7 * 5/4) / 9) - 1/9))
[207319] ['4/5', '5/4', '7/5', '7/4', '9'] -> (5/4 + ((7/5 + 9) / (4/5 / 7/4)))
[207320] ['5/8', '7/9', '3/2', '9/4', '8'] -> ((3/2 * 8) / (7/9 - (5/8 / 9/4)))
[207321] ['1/7', '7/9', '9/4', '9/4', '7'] -> ((7/9 * (9/4 + 9/4)) * (7 - 1/7))
[207322] ['1/7', '2/7', '1', '8/7', '9/4'] -> (((8/7 * (1 + 9/4)) - 2/7) / 1/7)
[207323] ['1/6', '5/7', '3/2', '3/2', '2'] -> ((3/2 + (5/7 * (3/2 + 2))) / 1/6)
[207324] ['1/9', '8/7', '8/7', '9/7', '9'] -> (8/7 + (9 * (9/7 + (1/9 + 8/7))))
[207325] ['2/9', '6/7', '6/5', '7/3', '3'] -> ((3 - (6/7 / 6/5)) / (2/9 / 7/3))
[207326] ['1/6', '5/7', '3/2', '5/3', '2'] -> (3/2 * (2 + (5/3 / (1/6 * 5/7))))
[207327] ['5/8', '7/9', '3/2', '7/3', '8'] -> (((3/2 * 8) + (7/3 / 7/9)) / 5/8)
[207328] ['2/5', '8/9', '7/3', '7/3', '7'] -> ((8/9 / 2/5) + (7/3 * (7/3 + 7)))
[207329] ['5/6', '9/4', '7/2', '7/2', '5'] -> ((7/2 / (5/6 - (7/2 / 5))) - 9/4)
[207330] ['5/8', '9/8', '9/5', '7/3', '6'] -> ((9/5 / 9/8) + (6 / (5/8 / 7/3)))
[207331] ['1/9', '8/7', '8/7', '7/5', '9'] -> (8/7 / ((8/7 / 9) - (1/9 / 7/5)))
[207332] ['3/7', '9/5', '9/4', '9/4', '6'] -> (6 * ((9/4 / 3/7) - (9/4 / 9/5)))
[207333] ['5/8', '9/8', '9/5', '7/2', '6'] -> (6 * ((7/2 / 5/8) - (9/5 / 9/8)))
[207334] ['1/6', '5/7', '3/2', '2', '9/4'] -> (2 / (((1/6 + 3/2) / 5/7) - 9/4))
[207335] ['3/8', '1/2', '4/7', '8/5', '6'] -> ((6 / 8/5) / ((3/8 / 4/7) - 1/2))
[207336] ['1/7', '2/7', '1', '7/6', '7/6'] -> (((7/6 / (7/6 - 1)) - 1/7) / 2/7)
[207337] ['4/5', '5/4', '7/5', '8/3', '9'] -> (9 * ((4/5 / (7/5 - 5/4)) - 8/3))
