[39399] ['8/7', '6/5', '4/3', '9/4', '6'] -> ((6 / (6/5 * (4/3 - 8/7))) - 9/4)
[50177] ['1/4', '2/5', '5/7', '4/3', '5'] -> (2/5 / (1/4 - (4/3 / (5/7 + 5))))
[50178] ['5/2', '5/2', '7/2', '7/2', '6'] -> (6 * ((5/2 + 5/2) - (7/2 / 7/2)))
[50179] ['1/3', '5/8', '7/4', '7/2', '8'] -> ((7/4 * 7/2) / (1/3 - (5/8 / 8)))
[50180] ['1/9', '5/9', '5/8', '9/4', '3'] -> (3 / (1/9 * (9/4 - (5/8 / 5/9))))
[50181] ['1/9', '3/8', '2/5', '5/8', '4'] -> ((2/5 * 5/8) * (4 / (1/9 * 3/8)))
[50182] ['1/5', '2/9', '9/5', '9/2', '5'] -> (9/2 * ((1/5 / 9/5) + (2/9 + 5)))
[50183] ['1/5', '1/5', '4/7', '6/5', '6'] -> ((1/5 + 6/5) * ((6 * 4/7) / 1/5))
[50184] ['5/2', '8/3', '8/3', '8/3', '6'] -> ((5/2 - (8/3 / 8/3)) * (8/3 * 6))
[50185] ['1/9', '1/5', '5/9', '3/5', '5'] -> (((1/5 + (5/9 * 3/5)) * 5) / 1/9)
[50186] ['2/5', '2/5', '8/7', '9/4', '3'] -> (8/7 * (9/4 + (3 / (2/5 * 2/5))))
[50187] ['1/2', '4/7', '5/8', '8/5', '4'] -> (8/5 + (4 / (5/8 * (1/2 * 4/7))))
[50188] ['1/7', '1/7', '7/9', '4/3', '5'] -> (((1/7 + 5) - (4/3 / 7/9)) / 1/7)
[50189] ['1/6', '1/6', '2/5', '7/9', '9'] -> ((1/6 + (9 / 2/5)) / (1/6 + 7/9))
[50190] ['1/9', '5/9', '5/8', '7/3', '3'] -> (7/3 / ((3 * (5/8 - 5/9)) - 1/9))
[50191] ['1/4', '2/5', '5/7', '5/3', '5'] -> (2/5 / ((1/4 / 5/7) - (5/3 / 5)))
[50192] ['1/5', '2/9', '9/4', '9/4', '5'] -> ((5 / 1/5) - (2/9 * (9/4 + 9/4)))
[50193] ['1/5', '5/9', '9/8', '4/3', '4'] -> (4 / ((1/5 * 5/9) * 9/8) * 4/3))
[50194] ['2/7', '3/7', '5/9', '2', '5/2'] -> ((5/2 * (2/7 + 2)) / (3/7 * 5/9))
[50195] ['2/5', '2/5', '8/7', '5/2', '3'] -> (3 / (5/2 * (2/5 - (2/5 / 8/7))))
[50196] ['5/2', '7/2', '7/2', '9/2', '6'] -> (6 * (7/2 + (7/2 / (5/2 + 9/2))))
[50197] ['1/9', '3/8', '2/5', '4/5', '4'] -> ((4 - (2/5 / (3/8 * 4/5))) / 1/9)
[50198] ['2/5', '2/5', '8/7', '3', '7/2'] -> (7/2 * (3 + ((2/5 + 8/7) / 2/5)))
[50199] ['1/5', '1/5', '4/7', '3/2', '6'] -> (6 / ((1/5 / (1/5 * /7)) - 3/2))
[50200] ['8/3', '8/3', '8/3', '9/2', '6'] -> (6 * (9/2 - (8/3 / (8/3 + 8/3))))
[50201] ['1/4', '2/5', '5/7', '9/4', '5'] -> ((9/4 + ((1/4 + 5) / 5/7)) / 2/5)
[50202] ['1/2', '4/7', '5/8', '7/3', '4'] -> (4 / ((4/7 * 7/3) * 5/8) - 1/2))
[50203] ['1/3', '5/8', '9/4', '7/3', '8'] -> (1/3 / ((7/3 / 8) - (5/8 / 9/4)))
[50204] ['1/5', '5/9', '9/8', '3/2', '4'] -> ((4 - (3/2 / 9/8)) / (1/5 * 5/9))
[50205] ['5/9', '4/5', '1', '8/3', '8/3'] -> (8/3 / ((5/9 / (1 - 4/5)) - 8/3))
[50206] ['8/3', '8/3', '9/2', '9/2', '6'] -> (((9/2 * 9/2) * (8/3 * 8/3)) / 6)
[50207] ['1/4', '2/5', '5/7', '7/3', '5'] -> (5 / (7/3 * (5/7 - (1/4 / 2/5))))
[50208] ['1/5', '1/5', '4/7', '5/3', '6'] -> (6 / (5/3 * (1/5 / 4/7)) - 1/5))
[50209] ['1/5', '2/9', '9/4', '7/2', '5'] -> (((5 + (2/9 * 9/4)) / 1/5) - 7/2)
[50210] ['1/9', '3/8', '2/5', '5/6', '4'] -> (4 / (3/8 * (1/9 + (2/5 * 5/6))))
[50211] ['3/8', '7/8', '8/7', '7/6', '4'] -> (7/8 / ((3/8 / 8/7) - (7/6 / 4)))
[50212] ['1/9', '5/9', '2/3', '4/5', '3'] -> ((3 + (1/9 / 5/9)) / (4/5 - 2/3))
[50213] ['1/2', '4/7', '5/8', '5/2', '4'] -> ((5/8 + ((5/2 + 4) / 4/7)) / 1/2)
[50214] ['1/7', '1/7', '7/9', '9/5', '5'] -> (((5 / (7/9 * 9/5)) - 1/7) / 1/7)
[50215] ['1/3', '5/8', '9/4', '7/2', '8'] -> ((9/4 * (7/2 + 8)) - (5/8 / 1/3))
[50216] ['2/7', '3/7', '4/7', '4/7', '2'] -> (((2 / (4/7 - 3/7)) - 2/7) / 4/7)
[50217] ['1/9', '3/8', '2/5', '6/7', '4'] -> (4 / ((1/9 + 3/8) * 2/5) * 6/7))
[50218] ['7/2', '7/2', '7/2', '7/2', '6'] -> (6 * (7/2 + (7/2 / (7/2 + 7/2))))
[50219] ['5/9', '4/5', '1', '8/3', '9/2'] -> (4/5 / (9/2 - (8/3 + (1 / 5/9))))
[50220] ['1/3', '5/8', '9/4', '9/2', '8'] -> ((9/2 * (8 - 9/4)) - (5/8 / 1/3))
[50221] ['2/7', '3/7', '4/7', '3/5', '2'] -> ((4/7 * 2) / ((2/7 / 3/5) - 3/7))
[50222] ['7/2', '7/2', '7/2', '9/2', '6'] -> (6 * (9/2 - (7/2 / (7/2 + 7/2))))
[50223] ['3/8', '7/8', '8/7', '5/4', '4'] -> (((5/4 + (7/8 * 8/7)) * 4) / 3/8)
[50224] ['2/5', '2/5', '7/6', '3/2', '3'] -> (2/5 / (3/2 * 2/5) - (7/6 / 3)))
[50225] ['1/2', '4/7', '2/3', '2/3', '4'] -> (4 / ((2/3 / 1/2) - (2/3 / 4/7)))
[50226] ['1/6', '1/6', '2/5', '5/4', '9'] -> (((1/6 + 9) / 2/5) - (1/6 - 5/4))
[50227] ['2/7', '3/7', '4/7', '5/7', '2'] -> ((4/7 * 2) / (5/7 - (2/7 / 3/7)))
[50228] ['1/9', '5/9', '2/3', '5/4', '3'] -> (2/3 / ((5/9 - 1/9) - (5/4 / 3)))
[50229] ['7/2', '7/2', '9/2', '9/2', '6'] -> (((9/2 + 6) * (7/2 + 9/2)) / 7/2)
[50230] ['1/7', '1/7', '7/9', '7/3', '5'] -> (((5 / 1/7) - (7/3 / 1/7)) / 7/9)
[50231] ['2/5', '2/5', '7/6', '8/5', '3'] -> ((2/5 + 8/5) / (3 - (7/6 / 2/5)))
[50232] ['1/5', '2/9', '7/3', '7/2', '5'] -> ((((7/3 / 2/9) - 5) / 1/5) - 7/2)
[50233] ['1/5', '1/5', '4/7', '5/2', '6'] -> ((6 / 4/7) + ((1/5 + 5/2) / 1/5))
[50234] ['1/5', '5/9', '9/8', '9/4', '4'] -> (4 / (5/9 * (9/8 / 9/4)) - 1/5))
[50235] ['1/9', '5/9', '2/3', '9/7', '3'] -> (((3 / 9/7) - 5/9) / (1/9 * 2/3))
[50236] ['3/8', '7/8', '8/7', '4/3', '4'] -> ((7/8 * 8/7) / (3/8 - (4/3 / 4)))
[50237] ['1/9', '3/8', '2/5', '9/8', '4'] -> ((1/9 + (4 / (2/5 * 9/8))) / 3/8)
[50238] ['1/5', '5/9', '9/8', '7/3', '4'] -> (7/3 / (4 - (9/8 + (5/9 / 1/5))))
[50239] ['5/9', '4/5', '1', '7/2', '9/2'] -> ((5/9 / (4/5 - (7/2 / 9/2))) - 1)
[50240] ['1/2', '4/7', '2/3', '9/8', '4'] -> (4 / (2/3 * (9/8 - (1/2 / 4/7))))
[50241] ['1/5', '1/5', '4/7', '9/2', '6'] -> ((9/2 / ((1/5 / 4/7) - 1/5)) - 6)
[50242] ['1/6', '1/6', '2/5', '5/3', '9'] -> ((9 + (1/6 / (1/6 * /3))) / 2/5)
[50243] ['5/9', '4/5', '1', '9/2', '9/2'] -> ((1 / 4/5) + (9/2 * (5/9 + 9/2)))
[50244] ['1/9', '5/9', '2/3', '8/5', '3'] -> (8/5 / (2/3 - (3 * (1/9 / 5/9))))
[50245] ['1/9', '3/8', '2/5', '7/6', '4'] -> (((4 / (1/9 + 3/8)) * 7/6) / 2/5)
[50246] ['2/7', '3/7', '4/7', '8/9', '2'] -> ((4/7 + 2) / (3/7 - (2/7 / 8/9)))
[50247] ['1/5', '1/5', '3/5', '5/7', '6'] -> (6 * ((3/5 / (1/5 * 5/7)) - 1/5))
[50248] ['1/7', '1/7', '7/9', '9/2', '5'] -> ((((1/7 + 7/9) * 9/2) / 1/7) - 5)
[50249] ['1/5', '5/9', '9/8', '7/2', '4'] -> ((7/2 / (9/8 * (1/5 * 5/9))) - 4)
[50250] ['1/2', '4/7', '2/3', '6/5', '4'] -> ((2/3 / (1/2 - (4/7 / 6/5))) - 4)
[50251] ['2/5', '2/5', '7/6', '5/2', '3'] -> ((2/5 + 2/5) / ((3 / 5/2) - 7/6))
[50252] ['1/5', '2/9', '5/2', '9/2', '5'] -> ((1/5 * 5/2) + (9/2 * (2/9 + 5)))
[50253] ['1/6', '1/6', '2/5', '9/2', '9'] -> ((9/2 * (1/6 + 1/6)) + (9 / 2/5))
[50254] ['1/4', '2/5', '3/4', '8/9', '5'] -> (((3/4 + (2/5 / 8/9)) * 5) / 1/4)
[50255] ['5/9', '5/6', '5/6', '6/7', '1'] -> (5/9 / (5/6 * 1) - (5/6 / 6/7)))
[50256] ['2/7', '3/7', '4/7', '6/5', '2'] -> (4/7 / ((2/7 / 6/5) - (3/7 / 2)))
[50257] ['1/7', '1/7', '4/5', '4/5', '5'] -> (((4/5 - (1/7 * 4/5)) * 5) / 1/7)
[50258] ['1/9', '3/8', '2/5', '5/4', '4'] -> ((4 - ((5/4 * 2/5) / 3/8)) / 1/9)
[50259] ['2/5', '2/5', '7/6', '8/3', '3'] -> (2/5 / (2/5 * 7/6) - (3 / 8/3)))
[50260] ['1/9', '1/9', '1/9', '1/4', '7'] -> (((1/9 * 7) - 1/9) / (1/9 * 1/4))
[50261] ['1/9', '5/9', '2/3', '9/4', '3'] -> (2/3 / ((1/9 * (9/4 + 3)) - 5/9))
[50262] ['1/5', '1/5', '3/5', '7/9', '6'] -> (1/5 + (7/9 * (3/5 + (6 / 1/5))))
[50263] ['1/2', '4/7', '2/3', '7/5', '4'] -> (4 / (7/5 * (1/2 - (4/7 * 2/3))))
[50264] ['1/5', '2/9', '8/3', '7/2', '5'] -> (8/3 / (2/9 * (7/2 / 5)) - 1/5))
[50265] ['2/7', '3/7', '4/7', '5/4', '2'] -> (2 / (5/4 - (2/7 / (3/7 * /7)))
)[50266] ['1/7', '1/7', '4/5', '6/7', '5'] -> (((5 + (1/7 - 6/7)) * 4/5) / 1/7)
[50267] ['1/4', '2/5', '3/4', '7/6', '5'] -> (5 / ((1/4 / 2/5) + (3/4 - 7/6)))
[50268] ['1/5', '5/9', '8/7', '8/7', '4'] -> (8/7 / (5/9 * (8/7 / 4)) - 1/5))
[50269] ['1/5', '2/9', '8/3', '9/2', '5'] -> (8/3 * (9/2 + (5 * (1/5 / 2/9))))
[50270] ['5/9', '5/6', '5/6', '1', '7/6'] -> (5/9 / (5/6 * 1) - (5/6 * 7/6)))
[50271] ['1/2', '4/7', '2/3', '5/2', '4'] -> (4 / (5/2 - (2/3 / (1/2 * 4/7))))
[50272] ['1/5', '5/9', '8/7', '7/6', '4'] -> ((4 - (8/7 * 7/6)) / (1/5 * 5/9))
[50273] ['1/7', '1/7', '4/5', '8/9', '5'] -> ((((4/5 * 5) - 1/7) * 8/9) / 1/7)
[50274] ['1/5', '1/5', '3/5', '9/7', '6'] -> (1/5 + ((3/5 + (6 / 1/5)) / 9/7))
[50275] ['2/7', '3/7', '4/7', '5/3', '2'] -> ((4/7 * 2) / ((2/7 * 5/3) - 3/7))
[50276] ['1/7', '1/7', '4/5', '9/8', '5'] -> (((4/5 * 5) - 1/7) / (1/7 * 9/8))
[50277] ['1/9', '3/8', '2/5', '7/4', '4'] -> (4 / ((3/8 / (7/4 - 2/5)) - 1/9))
[50278] ['1/2', '4/7', '5/7', '7/9', '4'] -> (4 / (7/9 * (4/7 - (1/2 * 5/7))))
[50279] ['1/3', '2/3', '5/7', '4/3', '8'] -> (8 * (2/3 + ((1/3 + 4/3) / 5/7)))
[50280] ['1/9', '1/5', '4/7', '2/3', '5'] -> (2/3 / (5 * 1/5) - (1/9 / 4/7)))
[50281] ['5/9', '5/6', '5/6', '1', '4/3'] -> (1 / ((5/9 / 5/6) - (5/6 / 4/3)))
[50282] ['1/5', '1/4', '1/4', '1/3', '5'] -> ((5 / 1/5) - (1/4 + (1/4 / 1/3)))
[50283] ['2/7', '3/7', '4/7', '9/5', '2'] -> ((4/7 * 2) / (2/7 - (3/7 / 9/5)))
[50284] ['1/9', '3/8', '2/5', '9/5', '4'] -> ((4 / 1/9) - (9/5 / (3/8 * 2/5)))
[50285] ['1/6', '1/6', '3/7', '8/9', '9'] -> (((1/6 + 1/6) + (9 / 3/7)) / 8/9)
[50286] ['1/9', '1/9', '1/9', '3/5', '7'] -> ((1/9 + 7) / (1/9 + (1/9 / 3/5)))
[50287] ['3/8', '7/8', '7/6', '4/3', '4'] -> (4 / ((7/6 + 4/3) - (7/8 / 3/8)))
[50288] ['1/7', '1/7', '4/5', '7/6', '5'] -> ((4/5 * 5) / (7/6 - (1/7 / 1/7)))
[50289] ['1/2', '4/7', '5/7', '4/5', '4'] -> ((4 / (5/7 * (4/5 - 4/7))) - 1/2)
[50290] ['1/4', '2/5', '3/4', '7/3', '5'] -> (5 / (7/3 - (1/4 + (3/4 / 2/5))))
[50291] ['1/9', '5/9', '5/7', '5/6', '3'] -> ((3 - (5/9 / 5/7)) / (1/9 * 5/6))
[50292] ['2/5', '2/5', '6/5', '7/3', '3'] -> (((2/5 + (6/5 * 7/3)) * 3) / 2/5)
[50293] ['1/5', '1/4', '1/4', '3/8', '5'] -> ((5 * (1/5 + 1/4)) / (1/4 * 3/8))
[50294] ['1/9', '1/9', '1/9', '2/3', '7'] -> ((7 + (1/9 / (1/9 * 1/9))) / 2/3)
[50295] ['1/6', '1/6', '3/7', '9/8', '9'] -> (9/8 * ((1/6 + 1/6) + (9 / 3/7)))
[50296] ['1/9', '1/5', '4/7', '5/7', '5'] -> ((5 * ((4/7 / 1/9) - 1/5)) - 5/7)
[50297] ['1/9', '3/8', '2/5', '9/4', '4'] -> ((9/4 / 1/9) + (4 * (3/8 / 2/5)))
[50298] ['1/7', '1/7', '4/5', '6/5', '5'] -> ((1/7 + 5) / (6/5 * (1/7 / 4/5)))
[50299] ['1/2', '4/7', '5/7', '6/7', '4'] -> (4 / ((6/7 / (4/7 + 5/7)) - 1/2))
[50300] ['2/7', '3/7', '4/7', '2', '9/4'] -> (2/7 / (((9/4 - 2) / 3/7) - 4/7))
[50301] ['3/8', '7/8', '7/6', '8/5', '4'] -> ((8/5 * (3/8 + 4)) / (7/6 - 7/8))
[50302] ['1/6', '1/6', '3/7', '7/6', '9'] -> (((1/6 / 7/6) + (3/7 * 9)) / 1/6)
[50303] ['2/5', '2/5', '6/5', '5/2', '3'] -> (2/5 / (((3 - 5/2) / 6/5) - 2/5))
[50304] ['1/7', '1/7', '4/5', '5/4', '5'] -> (((4/5 - (1/7 / 5/4)) * 5) / 1/7)
[50305] ['1/3', '2/3', '5/7', '5/2', '8'] -> (8 * ((5/2 / 5/7) - (1/3 / 2/3)))
[50306] ['1/9', '5/9', '5/7', '7/8', '3'] -> (((3 * 5/9) / 1/9) / (5/7 * 7/8))
[50307] ['1/9', '1/9', '1/9', '3/4', '7'] -> ((1/9 + 7) * (3/4 / (1/9 + 1/9)))
[50308] ['2/7', '3/7', '4/7', '2', '7/3'] -> (2 / ((3/7 / 4/7) - (2/7 * 7/3)))
[50309] ['1/6', '1/6', '3/7', '6/5', '9'] -> (6/5 * ((9 / 3/7) - (1/6 / 1/6)))
[50310] ['5/9', '5/6', '5/6', '1', '7/4'] -> (1 / ((5/6 / 5/9) - (5/6 * 7/4)))
[50311] ['1/9', '1/9', '1/9', '7/9', '7'] -> (((7/9 * 7) - 1/9) / (1/9 + 1/9))
[50312] ['1/5', '5/9', '8/7', '3/2', '4'] -> (((4 / (5/9 * 8/7)) - 3/2) / 1/5)
[50313] ['1/2', '4/7', '5/7', '9/8', '4'] -> ((9/8 * (4/7 + 4)) / (5/7 - 1/2))
[50314] ['1/7', '1/7', '4/5', '9/7', '5'] -> (((5 * (1/7 + 4/5)) - 9/7) / 1/7)
[50315] ['1/9', '1/5', '4/7', '7/9', '5'] -> (((5 - 1/9) / 1/5) - (4/7 * 7/9))
[50316] ['1/6', '1/6', '3/7', '5/4', '9'] -> ((5/4 / (1/6 * 1/6)) - (9 / 3/7))
[50317] ['3/8', '7/8', '7/6', '8/3', '4'] -> (4 / ((8/3 * (7/8 - 3/8)) - 7/6))
[50318] ['2/5', '2/5', '5/4', '5/4', '3'] -> (3 / (5/4 * (2/5 * 5/4)) - 2/5))
[50319] ['1/9', '1/9', '1/9', '5/6', '7'] -> ((7 / (1/9 + 1/9)) - (5/6 / 1/9))
[50320] ['1/5', '1/5', '5/8', '6/5', '6'] -> (6 / ((1/5 / 1/5) - (5/8 * 6/5)))
[50321] ['1/5', '1/4', '1/4', '5/8', '5'] -> ((5 - (1/4 / 1/5)) / (1/4 * 5/8))
[50322] ['1/5', '5/9', '8/7', '5/3', '4'] -> ((8/7 / (1/5 * 5/9)) * (4 - 5/3))
[50323] ['5/9', '5/6', '5/6', '1', '7/3'] -> ((1 + 7/3) / ((5/6 * 5/6) - 5/9))
[50324] ['3/8', '7/8', '6/5', '6/5', '4'] -> (((6/5 + (7/8 * 6/5)) * 4) / 3/8)
[50325] ['1/5', '1/4', '1/4', '2/3', '5'] -> ((5 * (1/5 / 1/4)) / (1/4 * 2/3))
[50326] ['1/7', '1/7', '4/5', '5/3', '5'] -> ((5 - (5/3 * (1/7 + 4/5))) / 1/7)
[50327] ['2/5', '2/5', '5/4', '7/5', '3'] -> (2/5 / (7/5 - (5/4 + (2/5 / 3))))
[50328] ['2/7', '3/7', '3/5', '5/8', '2'] -> (3/7 / (5/8 * 3/5) - (2/7 * 2)))
[50329] ['1/9', '1/9', '1/9', '7/8', '7'] -> (7 / (7/8 * (1/9 + (1/9 + 1/9))))
[50330] ['5/9', '5/6', '5/6', '1', '5/2'] -> ((5/2 + (5/6 / 5/9)) / (1 - 5/6))
[50331] ['1/5', '1/5', '5/8', '7/5', '6'] -> (6 / (5/8 * (7/5 - (1/5 / 1/5))))
[50332] ['1/9', '3/8', '3/7', '5/8', '4'] -> (4 / (1/9 * (5/8 + (3/8 / 3/7))))
[50333] ['1/2', '4/7', '5/7', '9/5', '4'] -> ((9/5 * 4) / ((4/7 / 5/7) - 1/2))
[50334] ['1/5', '5/9', '8/7', '9/5', '4'] -> (8/7 * ((5/9 * 9/5) + (4 / 1/5)))
[50335] ['1/9', '1/9', '1/9', '8/9', '7'] -> (7 + ((8/9 + (1/9 / 1/9)) / 1/9))
[50336] ['1/7', '1/7', '4/5', '9/5', '5'] -> (5 * (((1/7 + 4/5) / 1/7) - 9/5))
[50337] ['1/9', '1/5', '4/7', '8/9', '5'] -> (((1/9 + 5) / 1/5) - (8/9 / 4/7))
[50338] ['1/5', '1/5', '5/8', '5/3', '6'] -> ((1/5 + (5/3 * 6)) / (5/8 - 1/5))
[50339] ['1/2', '4/7', '3/4', '3/4', '4'] -> ((3/4 * 4) / ((1/2 / 4/7) - 3/4))
[50340] ['1/6', '1/6', '3/7', '7/4', '9'] -> (9 * ((1/6 / 7/4) + (3/7 / 1/6)))
[50341] ['1/9', '1/9', '1/9', '8/7', '7'] -> ((8/7 * 7) / (1/9 + (1/9 + 1/9)))
[50342] ['1/5', '1/4', '1/4', '6/7', '5'] -> ((1/5 * 5) / ((1/4 / 6/7) - 1/4))
[50343] ['1/3', '2/3', '7/9', '8/5', '8'] -> ((((8 / 2/3) - 1/3) * 8/5) / 7/9)
[50344] ['1/9', '3/8', '3/7', '3/4', '4'] -> (4 / (3/7 * (3/8 / 3/4)) - 1/9))
[50345] ['3/8', '7/8', '6/5', '8/5', '4'] -> ((6/5 + (8/5 * (7/8 + 4))) / 3/8)
[50346] ['1/6', '1/6', '3/7', '9/5', '9'] -> ((9/5 + (1/6 / 1/6)) * (9 - 3/7))
[50347] ['1/9', '5/9', '5/7', '8/5', '3'] -> (5/7 * (8/5 + ((5/9 + 3) / 1/9)))
[50348] ['1/9', '1/5', '4/7', '8/7', '5'] -> (8/7 / (1/9 * (1/5 * 5)) - 4/7))
[50349] ['1/5', '1/5', '5/8', '9/2', '6'] -> (6 + (9/2 / (5/8 * (1/5 + 1/5))))
[50350] ['1/9', '3/8', '3/7', '4/5', '4'] -> (4 / ((1/9 + 3/8) * 3/7) * 4/5))
[50351] ['1/7', '1/7', '4/5', '8/3', '5'] -> ((4/5 + (1/7 / 1/7)) * (8/3 * 5))
[50352] ['1/2', '4/7', '3/4', '8/9', '4'] -> (4 / ((4/7 * 3/4) * 8/9) - 1/2))
[50353] ['1/9', '1/9', '1/9', '9/7', '7'] -> (((7 / 9/7) - 1/9) / (1/9 + 1/9))
[50354] ['3/8', '7/8', '6/5', '9/4', '4'] -> (9/4 / ((3/8 / 6/5) - (7/8 / 4)))
[50355] ['1/9', '5/9', '5/7', '9/5', '3'] -> ((9/5 - 5/9) * ((3 * 5/7) / 1/9))
[50356] ['1/5', '1/5', '2/3', '5/7', '6'] -> (6 * ((1/5 / (5/7 - 2/3)) - 1/5))
[50357] ['1/9', '3/8', '3/7', '7/8', '4'] -> (4 / (3/7 * (7/8 - (1/9 + 3/8))))
[50358] ['1/6', '1/6', '3/7', '7/2', '9'] -> ((3/7 + (1/6 + 1/6)) * (7/2 * 9))
[50359] ['1/9', '1/9', '1/9', '4/3', '7'] -> ((1/9 + 7) / (4/3 * (1/9 + 1/9)))
[50360] ['1/2', '4/7', '3/4', '6/5', '4'] -> (((1/2 + 4) / (3/4 - 4/7)) - 6/5)
[50361] ['1/4', '2/5', '7/9', '3/2', '5'] -> (2/5 / (1/4 - ((7/9 * 3/2) / 5)))
[50362] ['1/9', '1/5', '4/7', '6/5', '5'] -> (4/7 * (((5 - 1/5) / 1/9) - 6/5))
[50363] ['1/5', '1/5', '2/3', '6/7', '6'] -> (((1/5 + (6 / 6/7)) * 2/3) / 1/5)
[50364] ['1/5', '1/4', '1/4', '7/6', '5'] -> ((1/5 * 5) / ((1/4 * 7/6) - 1/4))
[50365] ['1/3', '2/3', '4/5', '8/7', '8'] -> (((8 / (4/5 - 1/3)) - 8/7) / 2/3)
[50366] ['1/2', '4/7', '3/4', '5/4', '4'] -> (((3/4 + 5/4) / (4/7 - 1/2)) - 4)
[50367] ['3/8', '7/8', '6/5', '5/2', '4'] -> ((6/5 * 5/2) * (4 / (7/8 - 3/8)))
[50368] ['1/9', '1/9', '1/9', '3/2', '7'] -> (3/2 * (7 + (1/9 / (1/9 * 1/9))))
[50369] ['5/9', '5/6', '6/7', '1', '5/4'] -> (1 / ((5/6 / 5/9) - (5/4 / 6/7)))
[50370] ['1/9', '3/8', '3/7', '9/8', '4'] -> (4 * ((3/8 / 1/9) + (9/8 / 3/7)))
[50371] ['1/5', '5/9', '7/6', '6/5', '4'] -> ((5/9 * 6/5) + ((4 * 7/6) / 1/5))
[50372] ['1/6', '1/6', '4/9', '2/3', '9'] -> (((1/6 / 1/6) + (2/3 + 9)) / 4/9)
[50373] ['1/9', '1/9', '1/9', '8/5', '7'] -> (7 / ((1/9 + 1/9) + (1/9 / 8/5)))
[50374] ['1/5', '1/5', '2/3', '9/7', '6'] -> (((1/5 * 2/3) + (6 / 9/7)) / 1/5)
[50375] ['3/8', '7/8', '6/5', '8/3', '4'] -> ((6/5 * 4) * (8/3 + (7/8 / 3/8)))
[50376] ['1/7', '1/7', '5/6', '8/9', '5'] -> (1/7 / ((5/6 / 5) - (1/7 / 8/9)))
[50377] ['1/9', '1/5', '4/7', '9/7', '5'] -> (((5 - 1/9) / 1/5) - (4/7 / 9/7))
[50378] ['1/5', '1/5', '2/3', '8/5', '6'] -> ((6 - (2/3 * (1/5 + 8/5))) / 1/5)
[50379] ['1/9', '3/8', '3/7', '7/6', '4'] -> ((4 - ((7/6 * 3/7) / 3/8)) / 1/9)
[50380] ['1/5', '5/9', '7/6', '5/4', '4'] -> (7/6 / (1/5 * 5/9) - (5/4 / 4)))
[50381] ['3/8', '7/8', '6/5', '7/2', '4'] -> (4 / (3/8 - (7/8 / (6/5 * /2)))
)[50382] ['1/7', '1/7', '5/6', '9/8', '5'] -> (1/7 / ((5/6 / 5) - (1/7 * 9/8)))
[50383] ['1/3', '2/3', '4/5', '7/3', '8'] -> ((7/3 + (1/3 + 2/3)) * (8 - 4/5))
[50384] ['1/5', '1/4', '1/4', '5/3', '5'] -> (((5 - (1/4 / 5/3)) / 1/5) - 1/4)
[50385] ['1/2', '4/7', '3/4', '5/3', '4'] -> (1/2 / (3/4 - (5/3 / (4/7 * 4))))
[50386] ['1/5', '5/9', '7/6', '9/7', '4'] -> (4 / ((1/5 * 5/9) * 7/6) * 9/7))
[50387] ['1/5', '1/5', '2/3', '9/4', '6'] -> (9/4 * ((2/3 / (1/5 * 1/5)) - 6))
[50388] ['3/8', '7/8', '5/4', '5/4', '4'] -> (4 / ((5/4 + 5/4) - (7/8 / 3/8)))
[50389] ['1/7', '1/7', '5/6', '8/7', '5'] -> (((5 / (1/7 + 1/7)) * 8/7) / 5/6)
[50390] ['1/9', '1/9', '1/9', '9/4', '7'] -> ((7 - (1/9 / 1/9)) / (1/9 * 9/4))
[50391] ['1/5', '1/4', '1/4', '7/4', '5'] -> (((7/4 / 1/4) - (1/5 * 5)) / 1/4)
[50392] ['2/5', '2/5', '9/7', '9/4', '3'] -> ((3 / ((2/5 * 9/7) - 2/5)) - 9/4)
[50393] ['1/9', '3/8', '3/7', '5/4', '4'] -> (((4 / (1/9 + 3/8)) * 5/4) / 3/7)
[50394] ['1/5', '5/9', '7/6', '4/3', '4'] -> (4/3 / (4 - (7/6 + (5/9 / 1/5))))
[50395] ['1/6', '1/6', '4/9', '7/8', '9'] -> ((9 + (1/6 + 1/6)) / (4/9 * 7/8))
[50396] ['2/5', '2/5', '9/7', '7/3', '3'] -> (((7/3 * (9/7 + 3)) - 2/5) / 2/5)
[50397] ['1/7', '1/7', '5/6', '9/7', '5'] -> ((9/7 + 5) / (1/7 + (1/7 * 5/6)))
[50398] ['1/4', '2/5', '7/9', '7/2', '5'] -> (1/4 + ((5 + (7/2 / 7/9)) / 2/5))
[50399] ['1/9', '3/8', '3/7', '7/5', '4'] -> (4 / ((3/8 * 7/5) * 3/7) - 1/9))
[50400] ['1/5', '1/4', '1/4', '8/3', '5'] -> (((5 * (1/5 + 1/4)) * 8/3) / 1/4)
[50401] ['1/9', '1/9', '1/9', '7/2', '7'] -> ((7/2 * 7) - (1/9 / (1/9 + 1/9)))
[50402] ['1/6', '1/6', '4/9', '8/7', '9'] -> (((9 + (1/6 + 1/6)) * 8/7) / 4/9)
[50403] ['1/5', '5/9', '7/6', '3/2', '4'] -> (((4 - 7/6) / (1/5 * 5/9)) - 3/2)
[50404] ['1/9', '1/5', '4/7', '8/5', '5'] -> ((4/7 * ((5 / 1/9) - 1/5)) - 8/5)
[50405] ['1/7', '1/7', '5/6', '4/3', '5'] -> (5 / (5/6 * (1/7 + (1/7 / 4/3))))
