[239356] ['1/6', '5/9', '8/9', '3/2', '7'] -> 8/9 * 3/2 * 7 / (5/9 - 1/6)
[244908] ['1/6', '2/3', '9/8', '7/6', '7'] -> 7 / (1/6 / 2/3 - (9/8 - 7/6))
[244909] ['4/9', '5/9', '5/7', '6/7', '7'] -> 6/7 * (5/9 + 7) / (5/7 - 4/9)
[244910] ['9/7', '5/3', '9/5', '5/2', '5'] -> 9/7 * (5/3 + 5/2 * (9/5 + 5))
[244911] ['1/9', '1/4', '2/7', '3/5', '2'] -> 2 / 3/5 / (1/9 / 2/7 - 1/4)
[244912] ['1/4', '1/3', '7/9', '1', '7/4'] -> (7/4 / (1/4 * 7/9) - 1) / 1/3
[244913] ['4/9', '5/9', '5/7', '7/8', '7'] -> 7 / 7/8 / (5/9 / 5/7 - 4/9)
[244914] ['1/5', '4/7', '3/2', '3/2', '2'] -> 3/2 * (2 / (1/5 * 4/7) - 3/2)
[244915] ['1/4', '1/3', '7/9', '1', '9/5'] -> (1 + 7/9 / 1/3) / (1/4 / 9/5)
[244916] ['6/7', '5/4', '3/2', '7/4', '2'] -> 6/7 / (3/2 / 2 - 5/4 / 7/4)
[244917] ['5/9', '5/9', '6/7', '9/7', '6'] -> (6/7 + 6) / (9/7 - 5/9 / 5/9)
[244918] ['5/4', '9/7', '9/7', '7/5', '8'] -> 5/4 * 8 * (7/5 + 9/7 / 9/7)
[244919] ['1/7', '1', '8/5', '9/4', '8/3'] -> 9/4 * (8/3 / (1/7 * 8/5) - 1)
[244920] ['1/9', '1/4', '2/7', '2/3', '2'] -> 2 / (2/3 / 2/7 - 1/4 / 1/9)
[244921] ['1/4', '1/3', '7/9', '1', '9/4'] -> (1 + 9/4 / (1/4 / 7/9)) / 1/3
[244922] ['4/9', '5/9', '5/7', '8/9', '7'] -> (7 * (5/7 + 8/9) - 5/9) / 4/9
[244923] ['9/7', '5/3', '9/4', '7/3', '5'] -> 5 / (7/3 - 9/7 * 5/3) - 9/4
[244924] ['2/5', '4/7', '8/9', '9/7', '8'] -> 9/7 * (8 / 2/5 - 8/9) - 4/7
[244925] ['5/4', '9/7', '9/7', '8/5', '8'] -> 8 * (5/4 * 8/5 + 9/7 / 9/7)
[244926] ['6/7', '5/4', '3/2', '2', '9/4'] -> 3/2 / (9/4 / (6/7 * 2) - 5/4)
[244927] ['1/4', '1/3', '7/9', '1', '5/2'] -> 1 / 1/4 / (5/2 - 7/9 / 1/3)
[244928] ['1/6', '2/3', '9/8', '8/5', '7'] -> 2/3 + 7 / (8/5 * 1/6 * 9/8)
[244929] ['1/5', '4/7', '3/2', '7/4', '2'] -> 3/2 + (4/7 + 2) / (1/5 / 7/4)
[244930] ['1/7', '1', '8/5', '9/4', '9/2'] -> 8/5 * (1 + 9/2 / (1/7 * 9/4))
[244931] ['9/7', '5/3', '9/4', '5/2', '5'] -> 5 / 5/2 / (9/4 / 9/7 - 5/3)
[244932] ['5/4', '9/7', '9/7', '9/5', '8'] -> (9/7 + 9/5) * 8 * 5/4 / 9/7
[244933] ['1/8', '2/3', '7/6', '9/2', '9'] -> (2/3 + 9 * 7/6 / 9/2) / 1/8
[244934] ['7/5', '9/5', '9/5', '5/2', '9'] -> (7/5 + 9/5) * (5/2 + 9 / 9/5)
[244935] ['4/9', '5/9', '5/7', '8/7', '7'] -> 8/7 * 7 / (5/9 / 5/7 - 4/9)
[244936] ['1/5', '4/7', '3/2', '9/5', '2'] -> (2 / (4/7 / 9/5) - 3/2) / 1/5
[244937] ['1/7', '1', '8/5', '7/3', '7/3'] -> 8/5 * (1 - 7/3 + 7/3 / 1/7)
[244938] ['1/6', '2/3', '9/8', '7/4', '7'] -> ((7 - 7/4) / 9/8 - 2/3) / 1/6
[244939] ['1/5', '4/7', '3/2', '2', '9/4'] -> 3/2 * 2 / (1/5 * 4/7) - 9/4
[244940] ['1/7', '1', '8/5', '7/3', '5/2'] -> 8/5 / (1 / 5/2 - 1/7 * 7/3)
[244941] ['7/5', '9/5', '9/5', '9/2', '9'] -> (9/2 + 9) / (9/5 / (7/5 + 9/5))
[244942] ['4/9', '5/9', '5/7', '7/6', '7'] -> (5/9 + 7) / (7/6 * (5/7 - 4/9))
[244943] ['1/4', '1/3', '4/5', '8/9', '1'] -> 1 / (4/5 * (1/3 - 1/4 / 8/9))
[244944] ['5/9', '5/9', '6/7', '7/4', '6'] -> 6 / 7/4 / (5/9 / 5/9 - 6/7)
[244945] ['6/7', '5/4', '8/5', '8/5', '2'] -> 2 / (5/4 - 8/5 / (6/7 * 8/5))
[244946] ['5/4', '9/7', '9/7', '9/2', '8'] -> 8 * (5/4 + 9/2 / (9/7 + 9/7))
[244947] ['4/9', '5/9', '5/7', '6/5', '7'] -> (5/9 + 5/7) * 7 / (4/9 / 6/5)
[244948] ['2/5', '4/7', '8/9', '7/4', '8'] -> 8 / (7/4 - 4/7 / 2/5) - 8/9
[244949] ['1/5', '4/7', '3/2', '2', '5/2'] -> 3/2 * (2 / 4/7 + 5/2 / 1/5)
[244950] ['1/9', '1/4', '2/7', '8/7', '2'] -> 8/7 / (1/9 * 1/4) / (2 - 2/7)
[244951] ['7/5', '9/5', '9/4', '7/2', '9'] -> (7/5 + 9/5) * (7/2 + 9 / 9/4)
[244952] ['5/4', '9/7', '4/3', '7/5', '8'] -> 4/3 * 7/5 * 8 * 5/4 * 9/7
[244953] ['1/8', '2/3', '6/5', '9/4', '9'] -> 9 * (1/8 + 2/3 + 9/4 / 6/5)
[244954] ['1/6', '2/3', '8/7', '5/4', '7'] -> 8/7 / (1/6 - 2/3 * 5/4 / 7)
[244955] ['9/7', '5/3', '5/2', '7/2', '5'] -> 5/2 / 5/3 + 5 * 9/7 * 7/2
[244956] ['5/4', '9/7', '4/3', '8/5', '8'] -> (4/3 + 8) * 8/5 * 5/4 * 9/7
[244957] ['1/4', '1/3', '4/5', '1', '4/3'] -> (1 + 4/3 / (1/3 * 4/5)) / 1/4
[244958] ['1/5', '4/7', '3/2', '2', '9/2'] -> 4/7 * 2 * (9/2 / 1/5 - 3/2)
[244959] ['2/5', '4/7', '8/9', '7/3', '8'] -> (4/7 * 7/3 + 8 / 2/5) / 8/9
[244960] ['4/9', '5/9', '5/7', '7/5', '7'] -> (7/5 + 7) / (4/9 / (5/9 + 5/7))
[244961] ['1/8', '2/3', '6/5', '5/2', '9'] -> (2/3 * 9 - 6/5 * 5/2) / 1/8
[244962] ['9/7', '5/3', '5/2', '9/2', '5'] -> 9/7 * (5/3 + 9/2 + 5/2 * 5)
[244963] ['5/4', '9/7', '4/3', '5/3', '8'] -> 4/3 / (9/7 - 5/4) - 5/3 * 8
[244964] ['1/5', '4/7', '8/5', '8/5', '2'] -> 2 + (8/5 + 8/5 / 4/7) / 1/5
[244965] ['1/9', '1/4', '2/7', '7/5', '2'] -> 2 / (1/9 * 7/5) / (1/4 + 2/7)
[244966] ['1/7', '1', '8/5', '8/3', '9/2'] -> 9/2 * (1 / 1/7 - 8/3 / 8/5)
[244967] ['2/7', '2/7', '4/7', '5/8', '3'] -> 2/7 / (4/7 / 3 - 2/7 * 5/8)
[244968] ['2/9', '2/5', '6/7', '1', '5/3'] -> (1 / 6/7 + 5/3 / 2/5) / 2/9
[244969] ['5/9', '5/9', '7/8', '8/9', '6'] -> 6 / (5/9 / 5/9 / 8/9 - 7/8)
[244970] ['5/4', '9/7', '4/3', '9/5', '8'] -> 8 / (9/5 / 9/7 - 4/3 / 5/4)
[244971] ['1/9', '1/4', '2/7', '3/2', '2'] -> 3/2 / (2/7 - 1/4) - 2 / 1/9
[244972] ['9/7', '5/3', '7/2', '7/2', '5'] -> (7/2 + 9/7 * 7/2) / (5/3 / 5)
[244973] ['1/8', '2/3', '5/4', '5/4', '9'] -> (5/4 / 5/4 - 2/3) / (1/8 / 9)
[244974] ['2/5', '4/7', '8/9', '7/2', '8'] -> (2/5 + 8) * (7/2 - 4/7 / 8/9)
[244975] ['2/9', '1/4', '1/2', '8/7', '6'] -> 1/2 / 6 / (2/9 - 1/4 / 8/7)
[244976] ['1/7', '1', '8/5', '7/2', '9/2'] -> 8/5 * (1 / 1/7 + 7/2 + 9/2)
[244977] ['5/4', '9/7', '4/3', '5/2', '8'] -> (4/3 + 8) * 5/2 / (5/4 / 9/7)
[244978] ['4/9', '5/9', '5/7', '5/3', '7'] -> (5/3 + 7 / (5/9 / 5/7)) / 4/9
[244979] ['2/5', '4/7', '8/9', '9/2', '8'] -> 9/2 / (2/5 / 8/9) + 8 / 4/7
[244980] ['6/7', '5/4', '8/5', '2', '9/2'] -> 2 * (9/2 / (8/5 - 5/4) - 6/7)
[244981] ['1/7', '1', '5/3', '5/3', '5/3'] -> (5/3 + 5/3) / 1/7 - (1 - 5/3)
[244982] ['5/9', '5/9', '7/8', '9/7', '6'] -> 6 / (7/8 * (9/7 - 5/9 / 5/9))
[244983] ['5/4', '9/7', '4/3', '7/2', '8'] -> 7/2 / (5/4 / 9/7) * (8 - 4/3)
[244984] ['1/4', '1/3', '5/6', '1', '9/7'] -> 1/3 / 1/4 / (5/6 - 1 / 9/7)
[244985] ['2/7', '2/7', '4/7', '4/5', '3'] -> 4/7 * 3 / (2/7 / 4/5 - 2/7)
[244986] ['1/9', '1/4', '2/7', '7/4', '2'] -> 2 / (1/9 * (1/4 + 2/7 * 7/4))
[244987] ['1/6', '2/3', '7/6', '7/5', '7'] -> 2/3 / (1/6 - 7/6 / (7/5 + 7))
[244988] ['1/5', '4/7', '8/5', '2', '8/3'] -> (2 + 8/3) / (1/5 / (8/5 - 4/7))
[244989] ['1/7', '1', '5/3', '5/3', '9/4'] -> 9/4 / (5/3 / (5/3 - 1/7) - 1)
[244990] ['2/7', '2/7', '4/7', '5/6', '3'] -> 4/7 / 2/7 / (3 - 5/6 / 2/7)
[244991] ['1/4', '1/3', '5/6', '1', '8/5'] -> (1 / 5/6 + 8/5 / 1/3) / 1/4
[244992] ['1/8', '2/3', '9/7', '9/7', '9'] -> (9/7 / 9/7 - 2/3) / (1/8 / 9)
[244993] ['1/6', '2/3', '7/6', '8/5', '7'] -> 7 / 7/6 / (2/3 / 8/5 - 1/6)
[244994] ['2/7', '2/7', '4/7', '6/7', '3'] -> (6/7 + 3 / (2/7 / 4/7)) / 2/7
[244995] ['6/7', '5/4', '5/3', '2', '9/4'] -> 5/4 / (6/7 * 2 - 5/3) - 9/4
[244996] ['9/7', '7/4', '7/4', '7/2', '5'] -> 5 * (7/4 + 7/2) - 9/7 * 7/4
[244997] ['2/9', '1/4', '5/9', '4/5', '6'] -> 6 / (2/9 / 5/9 / 4/5 - 1/4)
[244998] ['5/4', '9/7', '7/5', '3/2', '8'] -> 8 * (9/7 * 7/5 + 3/2 / 5/4)
[244999] ['4/9', '5/9', '5/7', '8/3', '7'] -> 8/3 * (7 / 5/7 - 4/9 / 5/9)
[245000] ['5/9', '5/9', '7/8', '8/5', '6'] -> 6 / (7/8 - 5/9 / 5/9 / 8/5)
[245001] ['1/7', '1', '5/3', '5/3', '5/2'] -> 5/2 * (5/3 / 1/7 - 5/3) - 1
[245002] ['1/9', '1/4', '2/7', '2', '5/2'] -> (5/2 / (1/4 + 2/7) - 2) / 1/9
[245003] ['2/9', '1/4', '5/9', '5/6', '6'] -> 6 / (2/9 - 1/4 - (5/9 - 5/6))
[245004] ['6/7', '5/4', '5/3', '2', '5/2'] -> 2 * 5/2 / (5/3 - 5/4 / 6/7)
[245005] ['2/7', '2/7', '4/7', '7/6', '3'] -> 4/7 / (7/6 - (2/7 + 2/7 * 3))
[245006] ['1/8', '2/3', '9/7', '7/5', '9'] -> (9 * 2/3 / 7/5 - 9/7) / 1/8
[245007] ['7/5', '9/4', '7/3', '8/3', '9'] -> 9/4 * (7/3 + (8/3 + 9) / 7/5)
[245008] ['1/9', '1/4', '2/7', '2', '7/2'] -> 2 / 1/9 / (2/7 * 7/2 - 1/4)
[245009] ['1/8', '2/3', '9/7', '3/2', '9'] -> 9 / (3/2 / 9/7 - (1/8 + 2/3))
[245010] ['2/7', '2/7', '4/7', '5/4', '3'] -> 4/7 * 3 / (2/7 * 5/4 - 2/7)
[245011] ['7/5', '9/4', '7/3', '9/2', '9'] -> (9/2 - 9/4) * (9 + 7/3 / 7/5)
[245012] ['1/7', '1', '5/3', '7/4', '7/4'] -> 7/4 * (1/7 + 1) / (7/4 - 5/3)
[245013] ['5/4', '9/7', '7/5', '7/3', '8'] -> 8 / (5/4 * 7/3) / (7/5 - 9/7)
[245014] ['1/9', '1/4', '2/7', '2', '9/2'] -> 2 / (1/4 / 2/7 / 9/2 - 1/9)
[245015] ['9/7', '7/4', '9/5', '7/3', '5'] -> 9/5 * (7/3 + 7/4 * (9/7 + 5))
[245016] ['1/8', '2/3', '9/7', '8/5', '9'] -> 9 / 9/7 / (2/3 / 8/5 - 1/8)
[245017] ['1/6', '2/3', '6/5', '9/4', '7'] -> 7 + 6/5 * (2/3 + 9/4 / 1/6)
[245018] ['6/7', '5/4', '7/4', '7/4', '2'] -> 2 / (5/4 - 7/4 / (6/7 * 7/4))
[245019] ['2/9', '1/4', '5/9', '7/6', '6'] -> (6 + 5/9 - 7/6) / 2/9 - 1/4
[245020] ['7/5', '9/4', '5/2', '8/3', '9'] -> 9 / (9/4 / 5/2 - 7/5 / 8/3)
[245021] ['4/9', '5/9', '3/4', '7/9', '7'] -> (5/9 + 7/9 + 7 / 3/4) / 4/9
[245022] ['1/4', '1/3', '6/7', '1', '7/5'] -> 6/7 / (1/4 / 1/3 - 1 / 7/5)
[245023] ['1/8', '2/3', '9/7', '7/4', '9'] -> 2/3 * 9 + 7/4 / (1/8 / 9/7)
[245024] ['1/7', '1', '5/3', '7/4', '9/4'] -> (1 + 5/3) * 9/4 / (1/7 * 7/4)
[245025] ['1/6', '2/3', '6/5', '9/2', '7'] -> 9/2 * (1/6 - 2/3 + 7 / 6/5)
[245026] ['7/5', '9/4', '5/2', '7/2', '9'] -> 9 / 5/2 / (7/5 + 9/4 - 7/2)
[245027] ['1/5', '4/7', '5/3', '2', '5/2'] -> 2 / 1/5 / (5/3 / 4/7 - 5/2)
[245028] ['2/5', '4/7', '9/8', '8/5', '8'] -> (8 + 8/5 / 4/7) / (2/5 * 9/8)
[245029] ['1/4', '1/3', '6/7', '1', '3/2'] -> (1 + 3/2 / (1/4 * 6/7)) / 1/3
[245030] ['1/6', '2/3', '5/4', '5/4', '7'] -> (7 - 5/4 / 5/4) / (1/6 / 2/3)
[245031] ['2/7', '2/7', '4/7', '3/2', '3'] -> (3/2 + 3 / 2/7) / (2/7 / 4/7)
[245032] ['5/9', '5/9', '7/8', '9/2', '6'] -> (9/2 - 5/9 / 5/9) / (7/8 / 6)
[245033] ['1/5', '4/7', '5/3', '2', '8/3'] -> (2 + 8/3 / (4/7 * 5/3)) / 1/5
[245034] ['1/8', '2/3', '9/7', '9/5', '9'] -> 2/3 + 9 / (1/8 * (9/7 + 9/5))
[245035] ['4/9', '5/9', '3/4', '6/7', '7'] -> 6/7 * 7 / (4/9 + 5/9 - 3/4)
[245036] ['2/9', '2/5', '7/8', '1', '6/5'] -> (6/5 + 2/5 / 2/9) / (1 - 7/8)
[245037] ['5/9', '5/9', '8/9', '8/9', '6'] -> 8/9 * 6 / (5/9 + 5/9 - 8/9)
[245038] ['2/9', '1/4', '5/9', '9/5', '6'] -> 6 + 5/9 * 9/5 / (2/9 * 1/4)
[245039] ['2/7', '2/7', '4/7', '8/5', '3'] -> 2/7 / (4/7 / 3 - 2/7 / 8/5)
[245040] ['6/7', '5/4', '7/4', '2', '5/2'] -> 2 / (5/4 + 7/4 - 5/2 / 6/7)
[245041] ['1/8', '2/3', '9/7', '9/4', '9'] -> (9/7 + 9) * (9/4 + 1/8 * 2/3)
[245042] ['1/7', '1', '5/3', '7/4', '8/3'] -> (7/4 * 8/3 - 1) / 1/7 - 5/3
[245043] ['5/9', '5/9', '8/9', '9/8', '6'] -> 6 / 9/8 / (5/9 + 5/9 - 8/9)
[245044] ['2/9', '2/5', '7/8', '1', '5/4'] -> 2/5 / 2/9 / (7/8 - 1 / 5/4)
[245045] ['5/4', '9/7', '3/2', '8/5', '8'] -> 8 * (3/2 / (8/5 - 5/4) - 9/7)
[245046] ['1/5', '4/7', '5/3', '2', '9/2'] -> (9/2 + 2 / 4/7) / (1/5 * 5/3)
[245047] ['1/7', '1', '5/3', '7/4', '7/2'] -> 1 / (1/7 * 7/2) / (7/4 - 5/3)
[245048] ['6/7', '5/4', '9/5', '9/5', '2'] -> 2 / (5/4 - 9/5 / (6/7 * 9/5))
[245049] ['1/8', '2/3', '9/7', '5/2', '9'] -> (9 / 9/7 - 5/2) / (1/8 / 2/3)
[245050] ['1/6', '2/3', '5/4', '5/3', '7'] -> 7 / 5/4 / (2/3 / 5/3 - 1/6)
[245051] ['4/9', '5/9', '3/4', '7/6', '7'] -> 7 / 7/6 / (4/9 + 5/9 - 3/4)
[245052] ['5/9', '5/9', '8/9', '7/6', '6'] -> 6 * (5/9 + 5/9) / (7/6 - 8/9)
[245053] ['1/9', '1/4', '1/3', '8/7', '2'] -> (2 + 8/7 * (1/4 + 1/3)) / 1/9
[245054] ['1/4', '1/3', '6/7', '1', '5/2'] -> (5/2 + 1 / (1/3 * 6/7)) / 1/4
[245055] ['1/4', '1/3', '6/7', '1', '8/3'] -> (8/3 / 1/3 - 1) / (1/4 / 6/7)
[245056] ['2/5', '4/7', '9/8', '7/3', '8'] -> 9/8 * (4/7 * 7/3 + 8 / 2/5)
[245057] ['4/9', '5/9', '3/4', '6/5', '7'] -> 7 / (5/9 / (4/9 * 6/5) - 3/4)
[245058] ['7/5', '7/3', '7/3', '7/3', '9'] -> 9 * (7/3 / 7/5 + 7/3 / 7/3)
[245059] ['1/8', '2/3', '4/3', '7/5', '9'] -> 9 / ((1/8 + 4/3) / 7/5 - 2/3)
[245060] ['1/5', '4/7', '7/4', '2', '9/4'] -> (7/4 + 2 / 4/7) / 1/5 - 9/4
[245061] ['2/7', '2/7', '4/7', '7/3', '3'] -> 3 / (2/7 / 7/3) - 2/7 / 4/7
[245062] ['2/9', '2/5', '7/8', '1', '3/2'] -> 1 / (7/8 - 3/2 * 2/9 / 2/5)
[245063] ['1/7', '1', '5/3', '9/5', '7/3'] -> (1 / 7/3 + 5/3 * 9/5) / 1/7
[245064] ['1/6', '2/3', '9/7', '7/5', '7'] -> 2/3 + 7 / (7/5 * 1/6 * 9/7)
[245065] ['2/9', '1/4', '4/7', '5/7', '6'] -> 6 / 2/9 - (5/7 + 4/7 / 1/4)
[245066] ['7/5', '7/3', '7/3', '5/2', '9'] -> (7/5 + 7/3 * 9) / (7/3 / 5/2)
[245067] ['9/7', '7/4', '9/4', '9/2', '5'] -> 5 * (7/4 + 9/2 / 9/7) - 9/4
[245068] ['4/9', '5/9', '3/4', '5/4', '7'] -> (5/4 / 5/9 + 7 / 4/9) / 3/4
[245069] ['1/5', '4/7', '7/4', '2', '7/3'] -> 2 / (1/5 * (7/4 - 4/7 * 7/3))
[245070] ['1/7', '1', '5/3', '9/5', '5/2'] -> 9/5 * 5/2 * (1 / 1/7 - 5/3)
[245071] ['2/9', '1/4', '4/7', '3/4', '6'] -> 3/4 / (2/9 * 1/4) + 6 / 4/7
[245072] ['5/9', '5/9', '8/9', '3/2', '6'] -> 6 / (3/2 - (5/9 + 5/9) / 8/9)
[245073] ['2/7', '2/7', '4/7', '8/3', '3'] -> 3 * (2/7 + 4/7) / (2/7 / 8/3)
[245074] ['2/9', '2/5', '7/8', '1', '5/3'] -> 5/3 / (2/9 / 2/5) / (1 - 7/8)
[245075] ['1/5', '4/7', '7/4', '2', '5/2'] -> 5/2 / (1/5 / 2) - 4/7 * 7/4
[245076] ['2/5', '4/7', '9/8', '7/2', '8'] -> (2/5 + 8) * (7/2 - 4/7 * 9/8)
[245077] ['7/5', '7/3', '7/3', '9/2', '9'] -> 9 + (7/3 + 7/3) / (7/5 / 9/2)
[245078] ['2/9', '1/4', '4/7', '7/9', '6'] -> 6 / (2/9 / 4/7 / 7/9 - 1/4)
[245079] ['1/6', '2/3', '9/7', '9/5', '7'] -> 9/5 * (7 / (2/3 / 9/7) - 1/6)
[245080] ['2/5', '4/7', '9/8', '9/2', '8'] -> 9/2 / (2/5 * 9/8) + 8 / 4/7
[245081] ['1/5', '4/7', '7/4', '2', '8/3'] -> 8/3 * (2 / 1/5 - 4/7 * 7/4)
[245082] ['1/4', '1/3', '7/8', '1', '8/5'] -> 1 / (7/8 - 1/3 / (1/4 * 8/5))
[245083] ['5/9', '5/9', '8/9', '7/4', '6'] -> 6 / (5/9 + 5/9 + 8/9 - 7/4)
[245084] ['6/7', '5/4', '2', '9/4', '9/4'] -> 2 / (5/4 - 9/4 / (6/7 * 9/4))
[245085] ['1/9', '1/4', '3/8', '3/7', '2'] -> (1/4 / (3/7 - 3/8) - 2) / 1/9
[245086] ['9/7', '7/4', '5/2', '5/2', '5'] -> 7/4 * (5/2 * 5 - (9/7 - 5/2))
[245087] ['1/8', '2/3', '7/5', '7/4', '9'] -> 9 + 7/4 / (7/5 * 1/8 * 2/3)
[245088] ['5/4', '9/7', '8/5', '7/4', '8'] -> 8/5 * (7/4 * (9/7 + 8) - 5/4)
[245089] ['1/4', '1/3', '7/8', '1', '9/5'] -> 1/3 / (1/4 / 9/5 + 7/8 - 1)
[245090] ['1/9', '1/4', '3/8', '4/7', '2'] -> 4/7 / (1/9 * 3/8) * (2 - 1/4)
[245091] ['2/7', '2/7', '3/5', '5/7', '3'] -> 2/7 / (5/7 / (3 - 3/5) - 2/7)
[245092] ['4/9', '5/9', '3/4', '8/5', '7'] -> (7 / 5/9 - 8/5) / 4/9 - 3/4
[245093] ['1/7', '1', '5/3', '9/4', '5/2'] -> 5/2 / (1/7 * (5/3 - 1)) - 9/4
[245094] ['1/4', '1/3', '7/8', '1', '5/2'] -> 1 / (1/3 * (1/4 + 5/2) - 7/8)
[245095] ['1/8', '2/3', '7/5', '7/3', '9'] -> 9 / (1/8 / 7/5 + 2/3 / 7/3)
[245096] ['5/9', '5/9', '8/9', '8/3', '6'] -> 6 * (5/9 / 5/9 + 8/3 / 8/9)
[245097] ['1/9', '1/4', '3/8', '3/5', '2'] -> (2 / 3/5 - 1/4 / 3/8) / 1/9
[245098] ['5/4', '9/7', '8/5', '9/4', '8'] -> 8 * (8/5 + 9/4 / (5/4 * 9/7))
[245099] ['9/7', '7/4', '8/3', '8/3', '5'] -> 9/7 * 7/4 * (8/3 * 5 - 8/3)
[245100] ['1/8', '2/3', '7/5', '5/2', '9'] -> 5/2 / (1/8 + 2/3) * (9 - 7/5)
[245101] ['1/5', '4/7', '9/5', '2', '9/4'] -> 2 / (9/5 / (1/5 + 4/7) - 9/4)
[245102] ['4/9', '5/9', '3/4', '7/4', '7'] -> 7/4 + (5/9 + 7 / 3/4) / 4/9
[245103] ['2/5', '4/7', '8/7', '9/4', '8'] -> 8/7 * 9/4 + (4/7 + 8) / 2/5
[245104] ['9/7', '7/4', '8/3', '9/2', '5'] -> 8/3 * (9/7 * 5 + 9/2 / 7/4)
[245105] ['1/5', '4/7', '9/5', '2', '7/3'] -> 9/5 * 2 * 7/3 / (1/5 / 4/7)
[245106] ['4/9', '5/9', '3/4', '9/5', '7'] -> (7 + 5/9 * 9/5) / (4/9 * 3/4)
[245107] ['6/7', '5/4', '2', '7/3', '5/2'] -> 6/7 / (5/4 / 7/3 + 2 - 5/2)
[245108] ['5/9', '5/9', '9/8', '8/7', '6'] -> 6 / (9/8 - 5/9 / 5/9 / 8/7)
[245109] ['1/4', '1/3', '8/9', '1', '6/5'] -> 1/3 / 1/4 / (8/9 - 1 / 6/5)
[245110] ['9/7', '7/4', '7/2', '7/2', '5'] -> 7/2 / 7/4 + 7/2 * (9/7 + 5)
[245111] ['1/9', '1/4', '3/8', '4/5', '2'] -> 3/8 / 1/4 + 2 / (1/9 * 4/5)
[245112] ['4/9', '5/9', '3/4', '7/3', '7'] -> (5/9 + 7 + 7/3 / 3/4) / 4/9
[245113] ['1/5', '4/7', '9/5', '2', '5/2'] -> (9/5 + 2 / 4/7) / 1/5 - 5/2
[245114] ['2/5', '4/7', '8/7', '9/2', '8'] -> 9/2 - 4/7 / 8/7 + 8 / 2/5
[245115] ['2/9', '1/4', '4/7', '4/3', '6'] -> 4/7 * (4/3 / (1/4 - 2/9) - 6)
[245116] ['5/4', '9/7', '8/5', '9/2', '8'] -> 8/5 + 9/2 * 8 / (5/4 * 9/7)
[245117] ['6/7', '5/4', '2', '5/2', '5/2'] -> 2 / (5/4 - 5/2 / (6/7 * 5/2))
[245118] ['1/7', '1', '5/3', '7/3', '7/2'] -> 7/2 / 1/7 - 5/3 / (1 + 7/3)
[245119] ['4/9', '5/9', '3/4', '5/2', '7'] -> 5/9 / 4/9 + 7 * (3/4 + 5/2)
[245120] ['2/5', '4/7', '7/6', '7/6', '8'] -> 4/7 * 7/6 + 8 / (2/5 / 7/6)
[245121] ['1/6', '2/3', '7/5', '8/3', '7'] -> 8/3 * (2/3 / 1/6 + 7 / 7/5)
[245122] ['1/8', '2/3', '3/2', '9/5', '9'] -> 9 / (2/3 / 3/2 - 1/8 / 9/5)
[245123] ['1/9', '1/4', '3/8', '9/7', '2'] -> 9/7 * (1/4 / 3/8 + 2 / 1/9)
[245124] ['2/9', '1/4', '4/7', '3/2', '6'] -> 4/7 * 6 * (1/4 + 3/2 / 2/9)
[245125] ['5/9', '5/9', '9/8', '7/5', '6'] -> 6 / 9/8 / (5/9 * 7/5 - 5/9)
[245126] ['1/7', '1', '5/3', '5/2', '5/2'] -> 5/3 * (5/2 / 1/7 - 5/2) - 1
[245127] ['1/4', '1/3', '8/9', '1', '8/5'] -> 1/3 / (8/9 - 1/4 - 1 / 8/5)
[245128] ['2/5', '4/7', '7/6', '9/7', '8'] -> 8 / (2/5 * 7/6) / (9/7 - 4/7)
[245129] ['9/7', '9/5', '9/5', '7/3', '5'] -> 9/5 * 7/3 * (5 + 9/7 / 9/5)
[245130] ['1/5', '4/7', '2', '9/4', '9/4'] -> 9/4 / (4/7 / 2 - 1/5) - 9/4
[245131] ['1/6', '2/3', '7/5', '9/2', '7'] -> 2/3 + (1/6 + 9/2) / (7/5 / 7)
[245132] ['6/7', '5/4', '2', '8/3', '8/3'] -> 2 / (5/4 - 8/3 / (6/7 * 8/3))
[245133] ['1/8', '2/3', '8/5', '8/5', '9'] -> (8/5 / 8/5 - 2/3) / (1/8 / 9)
[245134] ['2/9', '2/5', '8/9', '1', '6/5'] -> 2/5 / 2/9 / (6/5 - 1 / 8/9)
[245135] ['9/7', '9/5', '9/5', '5/2', '5'] -> (9/5 + 9/5 / 9/7) * (5/2 + 5)
[245136] ['1/7', '1', '5/3', '5/2', '8/3'] -> 5/2 * (5/3 / 1/7 - 1) - 8/3
[245137] ['2/5', '4/7', '7/6', '3/2', '8'] -> 8 / (2/5 * (3/2 - 4/7 * 7/6))
[245138] ['5/4', '9/7', '5/3', '5/2', '8'] -> 9/7 * (5/2 * 8 - 5/3 / 5/4)
[245139] ['4/9', '5/9', '7/9', '8/9', '7'] -> 7 / (4/9 - 7/9 + 5/9 / 8/9)
[245140] ['1/4', '1/3', '8/9', '1', '9/5'] -> 1 / (1/4 - 1/3 / 8/9 / 9/5)
[245141] ['1/9', '1/4', '3/8', '9/5', '2'] -> 2 / 9/5 / (1/9 / 3/8 - 1/4)
[245142] ['2/7', '2/7', '3/5', '6/5', '3'] -> (2/7 + 6/5 / 3/5) / (2/7 / 3)
[245143] ['2/5', '4/7', '7/6', '7/4', '8'] -> (7/6 + 7/4) * (8 + 2/5 * 4/7)
[245144] ['4/9', '5/9', '7/9', '9/8', '7'] -> 7 / (4/9 - 7/9 + 5/9 * 9/8)
