[276714] ['(2-i)', '(3-6i)', '3', '(4+9i)'] -> ((2-i) + ((4+9i) * ((3-6i) / 3)))
[321669] ['(2-i)', '(5-3i)', '(5+5i)', '(8+8i)'] -> (((2-i) * (8+8i)) + ((5-3i) - (5+5i)))
[321711] ['(2-i)', '(5-3i)', '(6-9i)', '(8+7i)'] -> (((2-i) * (8+7i)) - ((5-3i) - (6-9i)))
[321732] ['(2-i)', '(5-3i)', '(6-7i)', '(8+3i)'] -> (((8+3i) * ((5-3i) - (2-i))) - (6-7i))
[321737] ['(2-i)', '(5-3i)', '(6-6i)', '6'] -> (((5-3i) * 6) - ((2-i) * (6-6i)))
[321744] ['(2-i)', '(5-3i)', '(6-6i)', '(9-9i)'] -> ((6-6i) * ((9-9i) - ((2-i) * (5-3i))))
[321748] ['(2-i)', '(5-3i)', '(6-6i)', '(9-2i)'] -> (-6i / (-i + (3i / 4)))
[321756] ['(2-i)', '(5-3i)', '(6-5i)', '(8+7i)'] -> (((2-i) * ((5-3i) + (8+7i))) - (6-5i))
[321766] ['(2-i)', '(5-3i)', '(6-4i)', '(9+5i)'] -> (((2-i) * (9+5i)) - ((5-3i) - (6-4i)))
[321779] ['(2-i)', '(5-3i)', '(6-3i)', '(9+9i)'] -> (4i / (-i + (7 / -6i)))
[321783] ['(2-i)', '(5-3i)', '(6-2i)', '(7+i)'] -> (((7+i) * ((6-2i) - (2-i))) - (5-3i))
[321784] ['(2-i)', '(5-3i)', '(6-2i)', '8'] -> (8 * ((6-2i) + ((2-i) - (5-3i))))
[321787] ['(2-i)', '(5-3i)', '(6-i)', '(7-i)'] -> ((5-3i) + ((7-i) / ((2-i) / (6-i))))
[321796] ['(2-i)', '(5-3i)', '6', '(7-2i)'] -> (6 * ((7-2i) + ((2-i) - (5-3i))))
[321806] ['(2-i)', '(5-3i)', '(6+i)', '(6+7i)'] -> (((2-i) * (6+i)) + ((5-3i) + (6+7i)))
[321807] ['(2-i)', '(5-3i)', '(6+i)', '(8-3i)'] -> (((2-i) + (6+i)) * ((8-3i) - (5-3i)))
[321814] ['(2-i)', '(5-3i)', '(6+2i)', '(8-4i)'] -> ((8-4i) + ((6+2i) / ((2-i) / (5-3i))))
[321815] ['(2-i)', '(5-3i)', '(6+2i)', '(9+7i)'] -> (((2-i) * (9+7i)) + ((5-3i) - (6+2i)))
[321821] ['(2-i)', '(5-3i)', '(6+3i)', '(8+8i)'] -> (((5-3i) * ((6+3i) - (2-i))) - (8+8i))
[321827] ['(2-i)', '(5-3i)', '(6+4i)', '(7-i)'] -> ((6+4i) + ((7-i) / ((2-i) / (5-3i))))
[321833] ['(2-i)', '(5-3i)', '(6+5i)', '(7+7i)'] -> (((5-3i) * (6+5i)) - ((2-i) * (7+7i)))
[321841] ['(2-i)', '(5-3i)', '(6+6i)', '(6+6i)'] -> (((6+6i) * ((5-3i) - (2-i))) - (6+6i))
[321842] ['(2-i)', '(5-3i)', '(6+6i)', '(7-9i)'] -> (((7-9i) - (5-3i)) / ((2-i) / (6+6i)))
[321848] ['(2-i)', '(5-3i)', '(6+6i)', '(9-6i)'] -> ((6+6i) * ((9-6i) - ((2-i) + (5-3i))))
[321861] ['(2-i)', '(5-3i)', '(6+8i)', '(9-i)'] -> (((6+8i) + ((5-3i) * (9-i))) / (2-i))
[321882] ['(2-i)', '(5-3i)', '(7-8i)', '(9+6i)'] -> (((2-i) * ((5-3i) + (9+6i))) - (7-8i))
[321893] ['(2-i)', '(5-3i)', '(7-7i)', '(8+6i)'] -> ((-3i * (1+8i)) - ((5-3i) - 5))
[321900] ['(2-i)', '(5-3i)', '(7-6i)', '(7+i)'] -> (((7+i) / ((2-i) / (7-6i))) - (5-3i))
[321914] ['(2-i)', '(5-3i)', '(7-5i)', '(7+i)'] -> (((5-3i) * ((7+i) - (2-i))) - (7-5i))
[321929] ['(2-i)', '(5-3i)', '(7-3i)', '(8+8i)'] -> (((2-i) * ((5-3i) + (8+8i))) - (7-3i))
[321940] ['(2-i)', '(5-3i)', '(7-2i)', '(9+4i)'] -> (((2-i) * (9+4i)) - ((5-3i) - (7-2i)))
[321954] ['(2-i)', '(5-3i)', '(7+i)', '(7+5i)'] -> (((7+5i) * ((5-3i) - (2-i))) - (7+i))
[321963] ['(2-i)', '(5-3i)', '(7+2i)', '(9-i)'] -> (((5-3i) * (7+2i)) - ((2-i) * (9-i)))
[321971] ['(2-i)', '(5-3i)', '(7+4i)', '(9+8i)'] -> (((2-i) * (9+8i)) + ((5-3i) - (7+4i)))
[321974] ['(2-i)', '(5-3i)', '(7+5i)', '(7+5i)'] -> ((7+5i) * ((2-i) + ((5-3i) / (7+5i))))
[321989] ['(2-i)', '(5-3i)', '(7+6i)', '(9-8i)'] -> (((2-i) * (7+6i)) - ((5-3i) - (9-8i)))
[321990] ['(2-i)', '(5-3i)', '(7+6i)', '(9+4i)'] -> (((7+6i) * ((5-3i) - (2-i))) - (9+4i))
[322020] ['(2-i)', '(5-3i)', '(8-6i)', '(9+7i)'] -> (((2-i) * ((5-3i) + (9+7i))) - (8-6i))
[322023] ['(2-i)', '(5-3i)', '(8-5i)', '(8+5i)'] -> (((2-i) * (8+5i)) - ((5-3i) - (8-5i)))
[322027] ['(2-i)', '(5-3i)', '(8-5i)', '(9+9i)'] -> (((2-i) + (5-3i)) + ((8-5i) + (9+9i)))
[322028] ['(2-i)', '(5-3i)', '(8-4i)', '(8+4i)'] -> (((8+4i) * ((5-3i) - (2-i))) - (8-4i))
[322033] ['(2-i)', '(5-3i)', '(8-4i)', '(9+8i)'] -> (((2-i) + (5-3i)) + ((8-4i) + (9+8i)))
[322046] ['(2-i)', '(5-3i)', '(8-3i)', '(9+7i)'] -> (((2-i) + (5-3i)) + ((8-3i) + (9+7i)))
[322048] ['(2-i)', '(5-3i)', '(8-2i)', '(9+6i)'] -> (((2-i) + (5-3i)) + ((8-2i) + (9+6i)))
[322050] ['(2-i)', '(5-3i)', '(8-i)', '(8+9i)'] -> (((2-i) * ((5-3i) + (8+9i))) - (8-i))
[322055] ['(2-i)', '(5-3i)', '(8-i)', '(9+5i)'] -> (((2-i) + (5-3i)) + ((8-i) + (9+5i)))
[322057] ['(2-i)', '(5-3i)', '8', '8'] -> ((8 + ((5-3i) * 8)) / (2-i))
[322058] ['(2-i)', '(5-3i)', '8', '(8+2i)'] -> (8 * ((2-i) + ((8+2i) / (5-3i))))
[322061] ['(2-i)', '(5-3i)', '8', '(9-6i)'] -> ((8 * (9-6i)) / ((5-3i) - (2-i)))
[322063] ['(2-i)', '(5-3i)', '8', '(9+3i)'] -> ((-6i * (2+2i)) * (1 - -i))
[322065] ['(2-i)', '(5-3i)', '8', '(9+4i)'] -> (((2-i) + (5-3i)) + (8 + (9+4i)))
[322073] ['(2-i)', '(5-3i)', '(8+i)', '(9+3i)'] -> (((2-i) + (5-3i)) + ((8+i) + (9+3i)))
[322083] ['(2-i)', '(5-3i)', '(8+2i)', '(9+2i)'] -> (((2-i) + (5-3i)) + ((8+2i) + (9+2i)))
[322084] ['(2-i)', '(5-3i)', '(8+2i)', '(9+9i)'] -> (((2-i) * (5-3i)) + ((8+2i) + (9+9i)))
[322089] ['(2-i)', '(5-3i)', '(8+3i)', '(9+i)'] -> (((2-i) + (5-3i)) + ((8+3i) + (9+i)))
[322093] ['(2-i)', '(5-3i)', '(8+3i)', '(9+8i)'] -> (-3i * (((1+8i) + (6-8i)) - (7-8i)))
[322097] ['(2-i)', '(5-3i)', '(8+4i)', '(9-3i)'] -> (((2-i) * (8+4i)) - ((5-3i) - (9-3i)))
[322098] ['(2-i)', '(5-3i)', '(8+4i)', '9'] -> (((2-i) + (5-3i)) + ((8+4i) + 9))
[322100] ['(2-i)', '(5-3i)', '(8+4i)', '(9+7i)'] -> (((2-i) * (5-3i)) + ((8+4i) + (9+7i)))
[322107] ['(2-i)', '(5-3i)', '(8+5i)', '(9-i)'] -> (((2-i) + (5-3i)) + ((8+5i) + (9-i)))
[322110] ['(2-i)', '(5-3i)', '(8+5i)', '(9+6i)'] -> ((-6i / -i) * ((1+i) * (2-2i)))
[322115] ['(2-i)', '(5-3i)', '(8+6i)', '(9-2i)'] -> (((2-i) + (5-3i)) + ((8+6i) + (9-2i)))
[322120] ['(2-i)', '(5-3i)', '(8+6i)', '(9+5i)'] -> (((2-i) * (5-3i)) + ((8+6i) + (9+5i)))
[322121] ['(2-i)', '(5-3i)', '(8+6i)', '(9+9i)'] -> (((2-i) * (9+9i)) + ((5-3i) - (8+6i)))
[322125] ['(2-i)', '(5-3i)', '(8+7i)', '(9-3i)'] -> (((2-i) + (5-3i)) + ((8+7i) + (9-3i)))
[322127] ['(2-i)', '(5-3i)', '(8+7i)', '(9+4i)'] -> (-6i * (-i - ((5-5i) / (1+i))))
[322129] ['(2-i)', '(5-3i)', '(8+8i)', '(9-4i)'] -> (((2-i) + (5-3i)) + ((8+8i) + (9-4i)))
[322130] ['(2-i)', '(5-3i)', '(8+8i)', '(9+3i)'] -> (((2-i) * (5-3i)) + ((8+8i) + (9+3i)))
[322134] ['(2-i)', '(5-3i)', '(8+9i)', '(9-5i)'] -> (((2-i) + (5-3i)) + ((8+9i) + (9-5i)))
[322135] ['(2-i)', '(5-3i)', '(8+9i)', '(9+2i)'] -> (((2-i) * (5-3i)) + ((8+9i) + (9+2i)))
[322141] ['(2-i)', '(5-3i)', '(9-9i)', '(9+3i)'] -> (((9+3i) * ((5-3i) - (2-i))) - (9-9i))
[322148] ['(2-i)', '(5-3i)', '(9-7i)', '(9+3i)'] -> (((9-7i) - (5-3i)) / ((2-i) / (9+3i)))
[322158] ['(2-i)', '(5-3i)', '(9-4i)', '(9+8i)'] -> (((2-i) * ((5-3i) + (9+8i))) - (9-4i))
[322164] ['(2-i)', '(5-3i)', '(9-2i)', '(9+5i)'] -> ((2-i) * ((9+5i) + ((5-3i) / (9-2i))))
[322168] ['(2-i)', '(5-3i)', '(9+2i)', '(9+2i)'] -> (-3i * (((1+8i) + (6-4i)) - (7-4i)))
[322182] ['(2-i)', '(5-2i)', '(5-2i)', '(7+7i)'] -> ((-6i / -i) * ((1+3i) + (3-3i)))
[322188] ['(2-i)', '(5-2i)', '(5-i)', '(5+4i)'] -> ((-6i * -i) * ((1+3i) - (5+3i)))
[322193] ['(2-i)', '(5-2i)', '(5-i)', '(6+6i)'] -> ((6+6i) * (((2-i) + (5-2i)) - (5-i)))
[322199] ['(2-i)', '(5-2i)', '(5-i)', '(7+6i)'] -> (((2-i) * ((5-i) + (7+6i))) - (5-2i))
[322203] ['(2-i)', '(5-2i)', '(5-i)', '(9-i)'] -> (((5-i) + ((5-2i) * (9-i))) / (2-i))
[322217] ['(2-i)', '(5-2i)', '5', '(7+5i)'] -> (((2-i) * (5 + (7+5i))) - (5-2i))
[322222] ['(2-i)', '(5-2i)', '5', '(8-3i)'] -> (-6i * ((4+3i) - (-i * (1+4i))))
[322230] ['(2-i)', '(5-2i)', '5', '(9+7i)'] -> (((2-i) * 5) + ((5-2i) + (9+7i)))
[322234] ['(2-i)', '(5-2i)', '(5+i)', '(6-6i)'] -> ((6-6i) * ((5+i) + ((2-i) - (5-2i))))
[322238] ['(2-i)', '(5-2i)', '(5+i)', '(7+4i)'] -> (((2-i) * ((5+i) + (7+4i))) - (5-2i))
[322242] ['(2-i)', '(5-2i)', '(5+i)', '(8+5i)'] -> (((2-3i) * (5+9i)) - ((6+5i) + (7-2i)))
[322244] ['(2-i)', '(5-2i)', '(5+i)', '(9+6i)'] -> (((2-i) * (9+6i)) + ((5-2i) - (5+i)))
[322263] ['(2-i)', '(5-2i)', '(5+3i)', '(5+6i)'] -> (((5-2i) * (5+3i)) - ((2-i) + (5+6i)))
[322269] ['(2-i)', '(5-2i)', '(5+3i)', '(6+9i)'] -> (((2-i) * ((5-2i) + (6+9i))) - (5+3i))
[322270] ['(2-i)', '(5-2i)', '(5+3i)', '(7+2i)'] -> (((2-i) * ((5+3i) + (7+2i))) - (5-2i))
[322276] ['(2-i)', '(5-2i)', '(5+3i)', '(9+4i)'] -> (((2-i) - (9+4i)) + ((5-2i) * (5+3i)))
[322281] ['(2-i)', '(5-2i)', '(5+4i)', '(6+2i)'] -> (((2-i) * (6+2i)) + ((5-2i) + (5+4i)))
[322287] ['(2-i)', '(5-2i)', '(5+4i)', '(7+i)'] -> (((2-i) * ((5+4i) + (7+i))) - (5-2i))
[322295] ['(2-i)', '(5-2i)', '(5+5i)', '7'] -> (((2-i) * ((5+5i) + 7)) - (5-2i))
[322302] ['(2-i)', '(5-2i)', '(5+6i)', '(7-i)'] -> (((2-i) * ((5+6i) + (7-i))) - (5-2i))
[322306] ['(2-i)', '(5-2i)', '(5+6i)', '(8+8i)'] -> (((2-i) * (8+8i)) + ((5-2i) - (5+6i)))
[322310] ['(2-i)', '(5-2i)', '(5+7i)', '(7-2i)'] -> (((2-i) * ((5+7i) + (7-2i))) - (5-2i))
[322315] ['(2-i)', '(5-2i)', '(5+7i)', '(8+5i)'] -> (((8+5i) * ((5-2i) - (2-i))) - (5+7i))
[322322] ['(2-i)', '(5-2i)', '(5+8i)', '(7-3i)'] -> (-3i * (((1+8i) + (7-9i)) - (8-9i)))
[322336] ['(2-i)', '(5-2i)', '(5+9i)', '(7-4i)'] -> (((2-i) * ((5+9i) + (7-4i))) - (5-2i))
[322337] ['(2-i)', '(5-2i)', '(5+9i)', '7'] -> (((2-i) * 7) + ((5-2i) + (5+9i)))
[322363] ['(2-i)', '(5-2i)', '(6-8i)', '(8+7i)'] -> (((2-i) * (8+7i)) - ((5-2i) - (6-8i)))
[322369] ['(2-i)', '(5-2i)', '(6-7i)', '(6+6i)'] -> ((6+6i) * (((2-i) * (5-2i)) - (6-7i)))
[322380] ['(2-i)', '(5-2i)', '(6-6i)', '(6+i)'] -> (((5-2i) * (6+i)) - ((2-i) + (6-6i)))
[322389] ['(2-i)', '(5-2i)', '(6-6i)', '(8+4i)'] -> (((6-6i) * (8+4i)) / ((5-2i) - (2-i)))
[322391] ['(2-i)', '(5-2i)', '(6-6i)', '(9-i)'] -> (((1-3i) + (5-3i)) * ((8+3i) - (6+i)))
[322396] ['(2-i)', '(5-2i)', '(6-5i)', '(8+6i)'] -> (((2-i) * ((5-2i) + (8+6i))) - (6-5i))
[322407] ['(2-i)', '(5-2i)', '(6-4i)', '(6+9i)'] -> (((2-i) * ((6-4i) + (6+9i))) - (5-2i))
[322420] ['(2-i)', '(5-2i)', '(6-3i)', '(6+6i)'] -> ((6+6i) * ((5-2i) - ((6-3i) / (2-i))))
[322421] ['(2-i)', '(5-2i)', '(6-3i)', '(6+8i)'] -> (((2-i) * ((6-3i) + (6+8i))) - (5-2i))
[322431] ['(2-i)', '(5-2i)', '(6-3i)', '(9+5i)'] -> (((2-i) * (9+5i)) - ((5-2i) - (6-3i)))
[322432] ['(2-i)', '(5-2i)', '(6-3i)', '(9+6i)'] -> ((-6i / -i) * ((2-6i) + (2+6i)))
[322437] ['(2-i)', '(5-2i)', '(6-2i)', '(6+7i)'] -> (((2-i) * ((6-2i) + (6+7i))) - (5-2i))
[322447] ['(2-i)', '(5-2i)', '(6-i)', '(6+2i)'] -> ((6+2i) * ((6-i) - ((5-2i) / (2-i))))
[322451] ['(2-i)', '(5-2i)', '(6-i)', '(6+6i)'] -> (((2-i) * ((6-i) + (6+6i))) - (5-2i))
[322458] ['(2-i)', '(5-2i)', '(6-i)', '8'] -> (8 * ((6-i) + ((2-i) - (5-2i))))
[322464] ['(2-i)', '(5-2i)', '6', '(6+5i)'] -> (((2-i) * (6 + (6+5i))) - (5-2i))
[322466] ['(2-i)', '(5-2i)', '6', '(7-i)'] -> (6 * ((7-i) + ((2-i) - (5-2i))))
[322474] ['(2-i)', '(5-2i)', '6', '(9+3i)'] -> (((2-3i) + (5+9i)) + ((8-3i) + (9-3i)))
[322476] ['(2-i)', '(5-2i)', '(6+i)', '(6+4i)'] -> (((2-i) * ((6+i) + (6+4i))) - (5-2i))
[322478] ['(2-i)', '(5-2i)', '(6+i)', '(6+6i)'] -> (((2-3i) - (8-3i)) * ((5+9i) - (9+9i)))
[322482] ['(2-i)', '(5-2i)', '(6+i)', '(8-2i)'] -> (((2-i) + (6+i)) * ((8-2i) - (5-2i)))
[322491] ['(2-i)', '(5-2i)', '(6+2i)', '(6+3i)'] -> (((2-i) * ((6+2i) + (6+3i))) - (5-2i))
[322499] ['(2-i)', '(5-2i)', '(6+2i)', '(8-i)'] -> ((3+9i) - ((2-5i) * ((1-8i) - (4-5i))))
[322510] ['(2-i)', '(5-2i)', '(6+3i)', '(8-8i)'] -> (((6+3i) * (8-8i)) / ((5-2i) - (2-i)))
[322516] ['(2-i)', '(5-2i)', '(6+3i)', '(9+7i)'] -> (((2-i) * (9+7i)) + ((5-2i) - (6+3i)))
[322539] ['(2-i)', '(5-2i)', '(6+6i)', '(7-8i)'] -> ((-3i * (1+8i)) - ((8-i) - (8+2i)))
[322547] ['(2-i)', '(5-2i)', '(6+6i)', '(9-5i)'] -> (-6i * (((9+6i) / (2-3i)) - -i))
[322572] ['(2-i)', '(5-2i)', '(6+8i)', '(8+9i)'] -> (((2-i) * (8+9i)) + ((5-2i) - (6+8i)))
[322615] ['(2-i)', '(5-2i)', '(7-8i)', '(9+5i)'] -> (((2-i) * ((5-2i) + (9+5i))) - (7-8i))
[322634] ['(2-i)', '(5-2i)', '(7-6i)', '(8+6i)'] -> (((2-i) * (8+6i)) - ((5-2i) - (7-6i)))
[322667] ['(2-i)', '(5-2i)', '(7-3i)', '(8+7i)'] -> (((2-i) * ((5-2i) + (8+7i))) - (7-3i))
[322685] ['(2-i)', '(5-2i)', '(7-i)', '(9+4i)'] -> (((2-i) * (9+4i)) - ((5-2i) - (7-i)))
[322690] ['(2-i)', '(5-2i)', '7', '(9+9i)'] -> (((2-i) * (5-2i)) + (7 + (9+9i)))
[322699] ['(2-i)', '(5-2i)', '(7+i)', '(9+8i)'] -> (((2-i) * (5-2i)) + ((7+i) + (9+8i)))
[322700] ['(2-i)', '(5-2i)', '(7+2i)', '(7+5i)'] -> (((5-2i) * ((7+2i) - (2-i))) - (7+5i))
[322701] ['(2-i)', '(5-2i)', '(7+2i)', '(7+9i)'] -> (((2-i) * ((5-2i) + (7+9i))) - (7+2i))
[322708] ['(2-i)', '(5-2i)', '(7+2i)', '(9+7i)'] -> (((2-i) * (5-2i)) + ((7+2i) + (9+7i)))
[322710] ['(2-i)', '(5-2i)', '(7+3i)', '8'] -> (8 * ((2-i) + ((7+3i) / (5-2i))))
[322716] ['(2-i)', '(5-2i)', '(7+3i)', '(9+4i)'] -> (((9+4i) * ((5-2i) - (2-i))) - (7+3i))
[322717] ['(2-i)', '(5-2i)', '(7+3i)', '(9+6i)'] -> (((2-i) * (5-2i)) + ((7+3i) + (9+6i)))
[322720] ['(2-i)', '(5-2i)', '(7+4i)', '(9-2i)'] -> (((7+4i) + ((5-2i) * (9-2i))) / (2-i))
[322722] ['(2-i)', '(5-2i)', '(7+4i)', '(9+5i)'] -> (((2-i) * (5-2i)) + ((7+4i) + (9+5i)))
[322728] ['(2-i)', '(5-2i)', '(7+5i)', '(9+4i)'] -> (((2-i) * (5-2i)) + ((7+5i) + (9+4i)))
[322730] ['(2-i)', '(5-2i)', '(7+5i)', '(9+8i)'] -> (((2-i) * (9+8i)) + ((5-2i) - (7+5i)))
[322736] ['(2-i)', '(5-2i)', '(7+6i)', '(9-7i)'] -> ((-6i + (2+4i)) * (-i + (6+7i)))
[322739] ['(2-i)', '(5-2i)', '(7+6i)', '(9+3i)'] -> (((2-i) * (5-2i)) + ((7+6i) + (9+3i)))
[322741] ['(2-i)', '(5-2i)', '(7+7i)', '(8-9i)'] -> (((2-i) * (7+7i)) - ((5-2i) - (8-9i)))
[322754] ['(2-i)', '(5-2i)', '(7+7i)', '(9+2i)'] -> (((2-i) * (5-2i)) + ((7+7i) + (9+2i)))
[322760] ['(2-i)', '(5-2i)', '(7+8i)', '(9+i)'] -> (((2-i) * (5-2i)) + ((7+8i) + (9+i)))
[322765] ['(2-i)', '(5-2i)', '(7+9i)', '9'] -> (((2-i) * (5-2i)) + ((7+9i) + 9))
[322770] ['(2-i)', '(5-2i)', '(8-9i)', '(9+3i)'] -> ((9+3i) * ((2-i) + ((5-2i) / (8-9i))))
[322773] ['(2-i)', '(5-2i)', '(8-8i)', '8'] -> (((8-8i) + ((5-2i) * 8)) / (2-i))
[322779] ['(2-i)', '(5-2i)', '(8-7i)', '8'] -> (((5-2i) * (8 - (2-i))) - (8-7i))
[322787] ['(2-i)', '(5-2i)', '(8-6i)', '(9+6i)'] -> (((2-i) * ((5-2i) + (9+6i))) - (8-6i))
[322790] ['(2-i)', '(5-2i)', '(8-6i)', '(9+9i)'] -> (((2-i) + (5-2i)) + ((8-6i) + (9+9i)))
[322794] ['(2-i)', '(5-2i)', '(8-5i)', '(9+8i)'] -> (((2-i) + (5-2i)) + ((8-5i) + (9+8i)))
[322796] ['(2-i)', '(5-2i)', '(8-4i)', '(8+5i)'] -> (((2-i) * (8+5i)) - ((5-2i) - (8-4i)))
[322800] ['(2-i)', '(5-2i)', '(8-4i)', '(9+7i)'] -> (-6i * ((2+7i) + (-i * (3-2i))))
[322804] ['(2-i)', '(5-2i)', '(8-3i)', '(9+6i)'] -> (((2-i) + (5-2i)) + ((8-3i) + (9+6i)))
[322808] ['(2-i)', '(5-2i)', '(8-2i)', '(9+5i)'] -> ((6-6i) * ((2+7i) + (-6i - -i)))
[322810] ['(2-i)', '(5-2i)', '(8-i)', '(8+8i)'] -> (((2-i) * ((5-2i) + (8+8i))) - (8-i))
[322814] ['(2-i)', '(5-2i)', '(8-i)', '(9+4i)'] -> (((2-i) + (5-2i)) + ((8-i) + (9+4i)))
[322817] ['(2-i)', '(5-2i)', '8', '(8+9i)'] -> (((2-i) * (5-2i)) + (8 + (8+9i)))
[322818] ['(2-i)', '(5-2i)', '8', '(9-3i)'] -> ((8 * (9-3i)) / ((5-2i) - (2-i)))
[322821] ['(2-i)', '(5-2i)', '8', '(9+3i)'] -> (((2-i) + (5-2i)) + (8 + (9+3i)))
[322823] ['(2-i)', '(5-2i)', '(8+i)', '(8+8i)'] -> (((2-i) * (5-2i)) + ((8+i) + (8+8i)))
[322825] ['(2-i)', '(5-2i)', '(8+i)', '(9+2i)'] -> (((2-i) + (5-2i)) + ((8+i) + (9+2i)))
[322827] ['(2-i)', '(5-2i)', '(8+i)', '(9+3i)'] -> (((2-i) * (9+3i)) - ((5-2i) - (8+i)))
[322829] ['(2-i)', '(5-2i)', '(8+2i)', '(8+7i)'] -> (((2-i) * (5-2i)) + ((8+2i) + (8+7i)))
[322832] ['(2-i)', '(5-2i)', '(8+2i)', '(9+i)'] -> (((2-i) + (5-2i)) + ((8+2i) + (9+i)))
[322833] ['(2-i)', '(5-2i)', '(8+3i)', '(8+6i)'] -> (((2-i) * (5-2i)) + ((8+3i) + (8+6i)))
[322837] ['(2-i)', '(5-2i)', '(8+3i)', '9'] -> ((-3i * (2+7i)) + ((1+9i) + (2-3i)))
[322841] ['(2-i)', '(5-2i)', '(8+3i)', '(9+4i)'] -> (((5-2i) * (8+3i)) - ((2-i) * (9+4i)))
[322845] ['(2-i)', '(5-2i)', '(8+4i)', '(8+5i)'] -> ((-6i + (2+8i)) * (-i * (6+6i)))
[322850] ['(2-i)', '(5-2i)', '(8+4i)', '(9-2i)'] -> (((2-i) * (8+4i)) - ((5-2i) - (9-2i)))
[322851] ['(2-i)', '(5-2i)', '(8+4i)', '(9-i)'] -> (((2-i) + (5-2i)) + ((8+4i) + (9-i)))
[322857] ['(2-i)', '(5-2i)', '(8+5i)', '(9-2i)'] -> (((2-i) + (5-2i)) + ((8+5i) + (9-2i)))
[322860] ['(2-i)', '(5-2i)', '(8+6i)', '(9-3i)'] -> (((2-i) + (5-2i)) + ((8+6i) + (9-3i)))
[322861] ['(2-i)', '(5-2i)', '(8+6i)', '(9+5i)'] -> (((9+5i) * ((5-2i) - (2-i))) - (8+6i))
[322863] ['(2-i)', '(5-2i)', '(8+7i)', '(9-4i)'] -> (((2-i) + (5-2i)) + ((8+7i) + (9-4i)))
[322864] ['(2-i)', '(5-2i)', '(8+7i)', '(9+9i)'] -> (((2-i) * (9+9i)) + ((5-2i) - (8+7i)))
[322867] ['(2-i)', '(5-2i)', '(8+8i)', '(9-5i)'] -> ((3+9i) + (-3i * ((1+9i) + (2-2i))))
[322875] ['(2-i)', '(5-2i)', '(8+9i)', '(9-6i)'] -> (((2-i) + (5-2i)) + ((8+9i) + (9-6i)))
[322877] ['(2-i)', '(5-2i)', '(8+9i)', '(9+i)'] -> (((2-i) * ((5-2i) + (8+9i))) - (9+i))
[322884] ['(2-i)', '(5-2i)', '(9-6i)', '(9+3i)'] -> (((9-6i) - (5-2i)) / ((2-i) / (9+3i)))
[322890] ['(2-i)', '(5-2i)', '(9-4i)', '(9+7i)'] -> (((2-i) * ((5-2i) + (9+7i))) - (9-4i))
[322893] ['(2-i)', '(5-2i)', '(9-3i)', '(9+9i)'] -> (((9+9i) + ((5-2i) * (9-3i))) / (2-i))
[322903] ['(2-i)', '(5-2i)', '(9+2i)', '(9+3i)'] -> (((2-i) * (9+2i)) - ((5-2i) - (9+3i)))
[322913] ['(2-i)', '(5-2i)', '(9+6i)', '(9+9i)'] -> (((9+6i) * ((5-2i) - (2-i))) - (9+9i))
[322924] ['(2-i)', '(5-i)', '5', '(6+i)'] -> (((5-i) * (6+i)) - ((2-i) + 5))
[322925] ['(2-i)', '(5-i)', '5', '(6+6i)'] -> ((6+6i) * (((2-i) + (5-i)) - 5))
[322937] ['(2-i)', '(5-i)', '5', '(9+6i)'] -> (((2-i) * 5) + ((5-i) + (9+6i)))
[322943] ['(2-i)', '(5-i)', '(5+i)', '(8+4i)'] -> (((2-i) * (5+i)) + ((5-i) + (8+4i)))
[322948] ['(2-i)', '(5-i)', '(5+2i)', '(5+4i)'] -> (((2-i) - (5+4i)) + ((5-i) * (5+2i)))
[322949] ['(2-i)', '(5-i)', '(5+2i)', '(6-6i)'] -> ((6-6i) * ((5+2i) + ((2-i) - (5-i))))
[322954] ['(2-i)', '(5-i)', '(5+2i)', '(7+2i)'] -> (((2-i) * (5+2i)) + ((5-i) + (7+2i)))
[322961] ['(2-i)', '(5-i)', '(5+2i)', '(9+6i)'] -> (((2-i) * (9+6i)) + ((5-i) - (5+2i)))
[322964] ['(2-i)', '(5-i)', '(5+3i)', '6'] -> (((2-i) * (5+3i)) + ((5-i) + 6))
[322965] ['(2-i)', '(5-i)', '(5+3i)', '(6+2i)'] -> (((2-i) * (6+2i)) + ((5-i) + (5+3i)))
[322967] ['(2-i)', '(5-i)', '(5+3i)', '(6+8i)'] -> (-6i * ((6+7i) + (-i * (3-6i))))
[322968] ['(2-i)', '(5-i)', '(5+3i)', '(6+9i)'] -> (((2-i) - (6+9i)) + ((5-i) * (5+3i)))
[323032] ['(2-i)', '(5-i)', '(5+7i)', '(8+8i)'] -> (((2-i) * (8+8i)) + ((5-i) - (5+7i)))
[323040] ['(2-i)', '(5-i)', '(5+8i)', '7'] -> (((2-i) * 7) + ((5-i) + (5+8i)))
[323054] ['(2-i)', '(5-i)', '(5+9i)', '(7-6i)'] -> ((5+9i) + ((7-6i) / ((2-i) / (5-i))))
[323065] ['(2-i)', '(5-i)', '(6-9i)', '(6+9i)'] -> (-6i * ((3-i) - (-i * (5+3i))))
[323096] ['(2-i)', '(5-i)', '(6-7i)', '8'] -> (8 * (((2-i) * (5-i)) - (6-7i)))
[323097] ['(2-i)', '(5-i)', '(6-7i)', '(8+7i)'] -> (((2-i) * (8+7i)) - ((5-i) - (6-7i)))
