[71609] ['5/9', '5/8', '8/5', '9', '9'] -> (8/5 + ((9 + (5/9 * 9)) / 5/8))
[75944] ['5/7', '7/4', '7/2', '6', '6'] -> (6 * ((6 * (5/7 * 7/4)) - 7/2))
[75945] ['4/5', '1', '1', '8/3', '7/2'] -> (1 / (((7/2 - 8/3) / 4/5) - 1))
[75946] ['3/8', '1', '8/7', '6/5', '5'] -> ((8/7 * 5) * (1 + (6/5 / 3/8)))
[75947] ['9/7', '3/2', '9/4', '5', '6'] -> ((3/2 / 9/4) + (6 / (9/7 / 5)))
[75948] ['7/8', '1', '7/6', '6/5', '7'] -> (7 / (7/8 * (7/6 - (1 / 6/5))))
[75949] ['4/5', '1', '1', '8/3', '9/2'] -> (9/2 * ((1 + 1) + (8/3 / 4/5)))
[75950] ['1/7', '1/4', '1', '4/3', '7'] -> ((7 * (1/7 + 1)) / (1/4 * 4/3))
[75951] ['5/7', '9/5', '9/4', '6', '6'] -> (9/4 * (6 + (6 / (5/7 * 9/5))))
[75952] ['3/8', '1', '8/7', '5/4', '5'] -> (5 / ((5/4 / (1 + 8/7)) - 3/8))
[75953] ['4/9', '7/8', '4/3', '2', '2'] -> ((4/3 / 4/9) / ((2 / 2) - 7/8))
[75954] ['7/8', '1', '7/6', '5/4', '7'] -> (1 / ((7/8 / 7) + (7/6 - 5/4)))
[75955] ['5/8', '5/8', '7/4', '9', '9'] -> ((9 + 9) / (7/4 - (5/8 / 5/8)))
[75956] ['1/7', '1/4', '1', '7/5', '7'] -> ((1/7 + (1 / 7/5)) / (1/4 / 7))
[75957] ['5/7', '9/5', '7/3', '6', '6'] -> (6 + ((5/7 * 9/5) * (7/3 * 6)))
[75958] ['4/5', '1', '1', '7/2', '9/2'] -> (((1 + 9/2) / (1 - 4/5)) - 7/2)
[75959] ['2/9', '4/5', '8/5', '7', '7'] -> ((7 / 2/9) - (7 + (4/5 / 8/5)))
[75960] ['4/9', '7/8', '3/2', '2', '2'] -> ((3/2 / 2) / (2 - (7/8 / 4/9)))
[75961] ['1/5', '5/9', '7/3', '4', '4'] -> ((4 + (4 / 5/9)) / (1/5 * 7/3))
[75962] ['1/3', '7/8', '1', '6/5', '6'] -> ((6 / 6/5) / ((1/3 + 7/8) - 1))
[75963] ['4/7', '5/4', '9/2', '5', '8'] -> (8 * ((5 / 4/7) - (5/4 + 9/2)))
[75964] ['9/7', '8/5', '5/3', '5', '6'] -> ((8/5 * 5) * ((6 / 9/7) - 5/3))
[75965] ['5/8', '5/8', '5/2', '9', '9'] -> ((9 * 9) / ((5/2 / 5/8) - 5/8))
[75966] ['1/5', '5/9', '7/2', '4', '4'] -> ((4 / 5/9) / (4 - (1/5 + 7/2)))
[75967] ['4/7', '9/7', '9/7', '5', '8'] -> (8 * ((4/7 - 9/7) - (9/7 - 5)))
[75968] ['9/7', '8/5', '7/4', '5', '6'] -> (6 + ((9/7 * 8/5) * (7/4 * 5)))
[75969] ['3/8', '1', '8/7', '5/3', '5'] -> (5 / (((5/3 - 1) / 8/7) - 3/8))
[75970] ['1/3', '7/8', '1', '9/7', '6'] -> ((6 + (7/8 * (1 + 9/7))) / 1/3)
[75971] ['5/6', '5/6', '7/8', '1', '1'] -> ((1 / 5/6) / ((7/8 / 5/6) - 1))
[75972] ['1/5', '5/9', '4', '4', '9/2'] -> ((4 / 5/9) / (9/2 - (1/5 + 4)))
[75973] ['9/7', '8/5', '9/5', '5', '6'] -> ((5 + (9/5 / 9/7)) / (8/5 / 6))
[75974] ['1/5', '9/7', '2', '7/2', '4'] -> ((1/5 + 4) * ((2 * 7/2) - 9/7))
[75975] ['5/6', '5/6', '8/9', '1', '1'] -> ((1 + (5/6 + 5/6)) / (1 - 8/9))
[75976] ['4/9', '7/8', '9/5', '2', '2'] -> ((2 / 2) / ((7/8 / 9/5) - 4/9))
[75977] ['2/9', '4/5', '7/3', '7', '7'] -> ((7 - (7/3 / 7)) / (2/9 / 4/5))
[75978] ['1/5', '4/7', '5/8', '4', '4'] -> (((4 / 4/7) - 4) / (1/5 * 5/8))
[75979] ['7/8', '1', '7/6', '9/2', '7'] -> ((9/2 - 1) * (7 / (7/8 * 7/6)))
[75980] ['1/5', '9/7', '2', '4', '9/2'] -> ((2 / 1/5) + (9/2 / (9/7 / 4)))
[75981] ['1/9', '8/7', '9/4', '4', '7'] -> ((8/7 * 7) + (4 / (1/9 * 9/4)))
[75982] ['4/7', '9/7', '9/4', '5', '8'] -> (5 + (9/4 * (8 + (4/7 / 9/7))))
[75983] ['1/5', '4/7', '2/3', '4', '4'] -> ((1/5 + (4 / 4/7)) * (4 - 2/3))
[75984] ['9/7', '8/5', '7/3', '5', '6'] -> ((8/5 * 5) * (6 - (9/7 * 7/3)))
[75985] ['3/8', '1', '8/7', '9/4', '5'] -> (9/4 * ((5 / (3/8 * 8/7)) - 1))
[75986] ['7/8', '1', '8/7', '9/7', '9'] -> (9 / (7/8 - (8/7 / (1 + 9/7))))
[75987] ['4/9', '7/8', '2', '2', '5/2'] -> ((2 / 4/9) / ((7/8 * 5/2) - 2))
[75988] ['1/9', '8/7', '5/2', '4', '7'] -> (4 / (1/9 * (8/7 + (5/2 / 7))))
[75989] ['3/5', '5/7', '1', '2', '7/2'] -> ((5/7 / (3/5 - (2 / 7/2))) - 1)
[75990] ['5/8', '2/3', '7/9', '9', '9'] -> (9 / ((9 * (7/9 - 2/3)) - 5/8))
[75991] ['1/5', '4/7', '5/7', '4', '4'] -> ((4 + 4) * ((5/7 / 1/5) - 4/7))
[75992] ['5/6', '5/6', '1', '1', '7/6'] -> ((5/6 / ((1 / 5/6) - 7/6)) - 1)
[75993] ['7/8', '1', '6/5', '5/4', '7'] -> ((7 + (1 / 5/4)) / (6/5 - 7/8))
[75994] ['5/8', '2/3', '5/6', '9', '9'] -> ((9 + (9 / (2/3 + 5/6))) / 5/8)
[75995] ['3/8', '1', '8/7', '8/3', '5'] -> (((5 / 8/7) - 1) / (3/8 / 8/3))
[75996] ['7/8', '1', '6/5', '9/7', '7'] -> (7 / ((7/8 * 9/7) - (1 / 6/5)))
[75997] ['9/7', '8/5', '8/3', '5', '6'] -> (5 * ((6 / (9/7 / 8/5)) - 8/3))
[75998] ['3/5', '3/4', '3/4', '1', '2'] -> (2 / ((1 / 3/4) - (3/4 / 3/5)))
[75999] ['1/7', '2/7', '4/9', '1', '7'] -> ((7 - (2/7 - 1)) / (1/7 / 4/9))
[76000] ['4/7', '4/3', '7/5', '5', '8'] -> ((7/5 * 5) * (8 * (4/7 / 4/3)))
[76001] ['4/9', '7/8', '2', '2', '9/2'] -> (2 + (2 * (7/8 + (9/2 / 4/9))))
[76002] ['5/7', '7/3', '8/3', '6', '6'] -> (6 / ((6 / (7/3 * 8/3)) - 5/7))
[76003] ['1/5', '7/5', '2', '7/3', '4'] -> ((2 / 7/3) * (4 / (1/5 / 7/5)))
[76004] ['9/7', '8/5', '7/2', '5', '6'] -> ((8/5 * 5) * (9/7 + (6 / 7/2)))
[76005] ['1/5', '4/7', '7/9', '4', '4'] -> ((1/5 + 4) * (4/7 + (4 / 7/9)))
[76006] ['3/5', '3/4', '7/9', '1', '2'] -> (2 / (1 - (3/5 * (3/4 + 7/9))))
[76007] ['5/7', '7/3', '7/2', '6', '6'] -> (7/2 * ((5/7 * 6) + (6 / 7/3)))
[76008] ['7/8', '1', '8/7', '9/4', '9'] -> (9 / (9/4 - (7/8 * (1 + 8/7))))
[76009] ['3/8', '1', '7/6', '6/5', '5'] -> (1 / ((3/8 / 5) + (7/6 - 6/5)))
[76010] ['5/8', '2/3', '8/7', '9', '9'] -> ((9 / 9) / (5/8 - (2/3 / 8/7)))
[76011] ['7/8', '1', '6/5', '3/2', '7'] -> ((1 + 3/2) * (7 / (7/8 / 6/5)))
[76012] ['1/5', '4/7', '5/6', '4', '4'] -> ((5/6 * 4) * (1/5 + (4 / 4/7)))
[76013] ['2/9', '5/6', '6/7', '7', '7'] -> (((7 / (2/9 / 6/7)) - 7) / 5/6)
[76014] ['3/5', '3/4', '7/8', '1', '2'] -> (1 / ((3/4 * 2) - (7/8 / 3/5)))
[76015] ['5/8', '2/3', '7/6', '9', '9'] -> ((9 + 9) / (7/6 - (5/8 * 2/3)))
[76016] ['1/7', '2/7', '7/9', '1', '7'] -> ((1 + 7) / (7/9 * (1/7 + 2/7)))
[76017] ['9/7', '5/3', '5/3', '5', '6'] -> (6 * (5/3 + (5 / (9/7 * 5/3))))
[76018] ['7/8', '1', '6/5', '8/5', '7'] -> ((7 / 7/8) / ((8/5 / 6/5) - 1))
[76019] ['3/8', '1', '7/6', '5/4', '5'] -> (1 / ((5 * (5/4 - 7/6)) - 3/8))
[76020] ['5/6', '5/6', '1', '1', '3/2'] -> (1 / ((3/2 * (5/6 * 5/6)) - 1))
[76021] ['1/5', '4/7', '8/9', '4', '4'] -> (8/9 * ((4 / 1/5) + (4 / 4/7)))
[76022] ['1/3', '8/9', '1', '7/4', '6'] -> (6 / (7/4 - ((1/3 + 1) / 8/9)))
[76023] ['4/9', '8/9', '6/5', '2', '2'] -> (8/9 / (((4/9 + 2) / 6/5) - 2))
[76024] ['9/7', '5/3', '7/4', '5', '6'] -> (7/4 * ((5/3 * 6) - (9/7 - 5)))
[76025] ['5/6', '5/6', '1', '1', '8/5'] -> (1 / (((5/6 + 5/6) / 8/5) - 1))
[76026] ['3/8', '1', '7/6', '9/7', '5'] -> ((1 + 5) * (9/7 / (3/8 / 7/6)))
[76027] ['1/5', '4/7', '9/8', '4', '4'] -> (((4 / 1/5) + (4 / 4/7)) / 9/8)
[76028] ['2/9', '5/6', '9/8', '7', '7'] -> ((7 + 7) / (5/6 - (2/9 * 9/8)))
[76029] ['1/7', '2/7', '5/6', '1', '7'] -> ((1 + 7) / (5/6 - (1/7 / 2/7)))
[76030] ['4/9', '8/9', '5/4', '2', '2'] -> (2 / ((8/9 * 2) - (4/9 + 5/4)))
[76031] ['1/3', '1', '9/8', '8/7', '6'] -> (((1 / 8/7) + (9/8 + 6)) / 1/3)
[76032] ['3/5', '3/4', '1', '5/4', '2'] -> ((3/5 * 2) / ((1 / 5/4) - 3/4))
[76033] ['5/6', '5/6', '1', '1', '7/4'] -> ((1 + 1) / (7/4 - (5/6 + 5/6)))
[76034] ['7/8', '1', '7/6', '8/5', '9'] -> (9 * ((7/8 + 7/6) + (1 / 8/5)))
[76035] ['4/7', '4/3', '9/2', '5', '8'] -> (9/2 * ((4/3 / 4/7) - (5 - 8)))
[76036] ['5/7', '5/2', '9/2', '6', '6'] -> (((5/7 * 6) * (5/2 + 9/2)) - 6)
[76037] ['1/3', '1', '9/8', '6/5', '6'] -> ((6 / 6/5) / ((1/3 + 1) - 9/8))
[76038] ['5/6', '5/6', '1', '1', '9/5'] -> ((5/6 / ((5/6 + 1) - 9/5)) - 1)
[76039] ['1/5', '5/3', '7/4', '2', '4'] -> ((5/3 * 2) * (1/5 + (7/4 * 4)))
[76040] ['2/9', '5/6', '7/6', '7', '7'] -> (((7 / (2/9 * 7/6)) - 7) / 5/6)
[76041] ['1/5', '4/7', '7/5', '4', '4'] -> ((((4 / 4/7) - 7/5) / 1/5) - 4)
[76042] ['5/6', '5/6', '1', '1', '9/4'] -> (1 / ((5/6 * 9/4) - (5/6 + 1)))
[76043] ['7/8', '1', '6/5', '8/3', '7'] -> (6/5 * ((8/3 * (7/8 + 7)) - 1))
[76044] ['7/8', '1', '7/6', '9/5', '9'] -> ((1 + 9) * (9/5 / (7/8 / 7/6)))
[76045] ['3/5', '3/4', '1', '3/2', '2'] -> (2 / (((3/2 - 1) / 3/5) - 3/4))
[76046] ['5/6', '5/6', '1', '1', '7/3'] -> ((1 + 7/3) / (5/6 * (1 - 5/6)))
[76047] ['4/7', '7/5', '9/4', '5', '8'] -> (((8 + (7/5 * 5)) / 4/7) - 9/4)
[76048] ['7/8', '1', '7/6', '5/2', '9'] -> ((5/2 + (1 - 7/6)) / (7/8 / 9))
[76049] ['7/8', '1', '6/5', '7/2', '7'] -> ((7/2 - 1) * (7 / (7/8 / 6/5)))
[76050] ['5/7', '7/2', '7/2', '6', '6'] -> (((5/7 * 6) * (7/2 + 7/2)) - 6)
[76051] ['5/6', '5/6', '1', '1', '5/2'] -> ((1 + (5/2 / 5/6)) / (1 - 5/6))
[76052] ['4/9', '8/9', '5/3', '2', '2'] -> (2 / (((2 - 4/9) / 8/9) - 5/3))
[76053] ['5/8', '2/3', '9/5', '9', '9'] -> ((9 + 9) / (9/5 * (5/8 * 2/3)))
[76054] ['9/7', '7/4', '7/4', '5', '6'] -> (7/4 + (7/4 * (5 + (9/7 * 6))))
[76055] ['2/9', '5/6', '9/7', '7', '7'] -> ((7 / 2/9) - (7 * (5/6 * 9/7)))
[76056] ['4/7', '7/5', '8/3', '5', '8'] -> (8 / ((5 / 7/5) - (4/7 + 8/3)))
[76057] ['3/5', '3/4', '1', '7/4', '2'] -> (((7/4 + 2) / (3/4 - 3/5)) - 1)
[76058] ['7/8', '1', '6/5', '5/4', '9'] -> (9 / ((7/8 + 1) - (6/5 * 5/4)))
[76059] ['1/5', '7/4', '7/4', '2', '4'] -> ((2 / 1/5) + (4 * (7/4 + 7/4)))
[76060] ['5/6', '5/6', '1', '1', '7/2'] -> (((7/2 / (1 - 5/6)) - 1) / 5/6)
[76061] ['3/4', '3/4', '7/9', '6', '6'] -> ((6 + (6 / 3/4)) / (3/4 * 7/9))
[76062] ['4/7', '7/5', '9/2', '5', '8'] -> ((7/5 * (4/7 + 8)) / (5 - 9/2))
[76063] ['9/7', '9/5', '9/5', '5', '6'] -> ((5 + (9/7 / 9/5)) * (6 - 9/5))
[76064] ['1/7', '2/7', '1', '8/5', '7'] -> (8/5 * (1 + (7 / (1/7 / 2/7))))
[76065] ['1/3', '1', '8/7', '5/4', '6'] -> (6 / ((5/4 / (1 + 8/7)) - 1/3))
[76066] ['7/8', '1', '5/4', '7/5', '7'] -> ((1 + 7/5) * (7 / (7/8 / 5/4)))
[76067] ['4/7', '3/2', '8/5', '5', '8'] -> (4/7 * ((5 / (8/5 - 3/2)) - 8))
[76068] ['3/8', '1', '6/5', '9/7', '5'] -> ((1 + (6/5 * 5)) / (3/8 / 9/7))
[76069] ['7/8', '1', '6/5', '4/3', '9'] -> (9 / ((7/8 - 4/3) + (1 / 6/5)))
[76070] ['2/9', '5/6', '8/5', '7', '7'] -> ((8/5 / 2/9) + ((7 + 7) / 5/6))
[76071] ['1/5', '4/7', '5/2', '4', '4'] -> ((4/7 * 5/2) * (4 * (1/5 + 4)))
[76072] ['3/5', '3/4', '1', '2', '8/3'] -> ((8/3 + (2 / 3/5)) / (1 - 3/4))
[76073] ['3/4', '3/4', '7/8', '6', '6'] -> (6 / ((3/4 / 6) - (3/4 - 7/8)))
[76074] ['9/7', '9/5', '5/2', '5', '6'] -> (5/2 * ((5 + 6) - (9/5 / 9/7)))
[76075] ['5/6', '6/7', '7/8', '1', '1'] -> ((1 + 1) / (5/6 - (6/7 * 7/8)))
[76076] ['4/9', '8/9', '2', '2', '7/3'] -> (8/9 / ((4/9 * 7/3) - (2 / 2)))
[76077] ['2/9', '5/6', '7/4', '7', '7'] -> (7 / ((7/4 / (2/9 * 7)) - 5/6))
[76078] ['4/9', '8/9', '2', '2', '5/2'] -> (2 / ((4/9 + 8/9) - (5/2 / 2)))
[76079] ['1/7', '1/3', '1/3', '1', '7'] -> (7 * ((1/7 / 1/3) + (1 / 1/3)))
[76080] ['5/6', '6/7', '8/9', '1', '1'] -> ((1 + 1) / ((5/6 / 6/7) - 8/9))
[76081] ['2/9', '5/6', '9/5', '7', '7'] -> ((7 + (9/5 * (2/9 + 7))) / 5/6)
[76082] ['4/7', '3/2', '8/3', '5', '8'] -> (5 + (3/2 * (8 + (8/3 / 4/7))))
[76083] ['2/9', '5/6', '9/4', '7', '7'] -> (7 * ((5/6 / 2/9) - (9/4 / 7)))
[76084] ['7/8', '1', '5/4', '9/4', '7'] -> ((7 - 1) / (7/8 / (5/4 + 9/4)))
[76085] ['3/4', '3/4', '7/3', '6', '6'] -> (((3/4 + 6) * (6 - 7/3)) - 3/4)
[76086] ['4/7', '3/2', '9/2', '5', '8'] -> ((3/2 * (5 + (8 / 4/7))) - 9/2)
[76087] ['5/6', '6/7', '1', '1', '6/5'] -> ((5/6 / (6/5 - (1 / 6/7))) - 1)
[76088] ['9/7', '9/4', '5/2', '5', '6'] -> (6 / ((5 / 5/2) - (9/4 / 9/7)))
[76089] ['3/5', '7/9', '6/7', '1', '2'] -> (2 * ((1 / (6/7 - 7/9)) - 3/5))
[76090] ['7/8', '1', '5/4', '9/2', '7'] -> ((9/2 * (7 - 5/4)) - (7/8 + 1))
[76091] ['5/8', '5/7', '5/6', '9', '9'] -> ((9 / 9) / ((5/8 / 5/7) - 5/6))
[76092] ['4/9', '9/8', '7/6', '2', '2'] -> (2 / ((7/6 / 2) - (4/9 * 9/8)))
[76093] ['3/8', '1', '5/4', '9/7', '5'] -> (1 / ((3/8 / 9/7) - (5/4 / 5)))
[76094] ['7/8', '1', '5/4', '5/4', '9'] -> (9 / (5/4 * (1 - (7/8 / 5/4))))
[76095] ['1/5', '2', '7/3', '7/2', '4'] -> ((4 / 1/5) / ((2 + 7/3) - 7/2))
[76096] ['2/9', '5/6', '8/3', '7', '7'] -> ((8/3 / (2/9 / 5/6)) + (7 + 7))
[76097] ['5/8', '5/7', '6/7', '9', '9'] -> ((9 + 9) / (6/7 * (5/8 / 5/7)))
[76098] ['1/9', '6/5', '4', '9/2', '7'] -> (((4 + 9/2) - (7 / 6/5)) / 1/9)
[76099] ['7/8', '1', '5/4', '9/7', '9'] -> ((9/7 + 9) / ((5/4 / 7/8) - 1))
[76100] ['9/7', '7/3', '9/2', '5', '6'] -> ((7/3 * 9/2) * (6 + (9/7 - 5)))
[76101] ['1/5', '2', '7/3', '4', '9/2'] -> (4 / ((9/2 / (2 - 1/5)) - 7/3))
[76102] ['5/6', '6/7', '1', '1', '4/3'] -> (1 / ((1 / (6/7 * 4/3)) - 5/6))
[76103] ['7/8', '1', '9/7', '7/5', '7'] -> ((9/7 * 7) / (1 - (7/8 / 7/5)))
[76104] ['1/3', '1', '7/6', '7/5', '6'] -> (7/5 * ((6 / 1/3) - (1 / 7/6)))
[76105] ['1/9', '5/4', '5/4', '4', '7'] -> ((5/4 * 7) + (4 + (5/4 / 1/9)))
[76106] ['4/9', '9/8', '5/4', '2', '2'] -> (2 / ((2 / 9/8) - (4/9 + 5/4)))
[76107] ['1/5', '3/5', '9/4', '4', '4'] -> (4 * ((9/4 * 4) - (3/5 / 1/5)))
[76108] ['4/7', '8/5', '9/4', '5', '8'] -> ((8 + (8/5 / 4/7)) / (9/4 / 5))
[76109] ['5/8', '5/7', '8/9', '9', '9'] -> (8/9 * ((9 / 5/8) + (9 / 5/7)))
[76110] ['1/7', '1/3', '3/4', '1', '7'] -> ((1 - 1/7) * (7 / (1/3 * 3/4)))
[76111] ['7/8', '1', '5/4', '8/5', '9'] -> (9 / (7/8 - ((1 / 5/4) / 8/5)))
[76112] ['2/9', '6/7', '7/8', '7', '7'] -> ((6/7 / 7/8) * ((7 / 2/9) - 7))
[76113] ['5/6', '6/7', '1', '1', '3/2'] -> ((1 / 3/2) / (1 - (5/6 / 6/7)))
[76114] ['5/8', '5/7', '9/8', '9', '9'] -> (((9 / 5/8) + (9 / 5/7)) / 9/8)
[76115] ['4/9', '9/8', '9/7', '2', '2'] -> (2 * ((2 / (9/7 - 9/8)) - 4/9))
[76116] ['1/3', '1', '7/6', '9/5', '6'] -> (9/5 * (1/3 + (6 * (1 + 7/6))))
[76117] ['2/9', '6/7', '8/9', '7', '7'] -> (((8/9 + (6/7 * 7)) / 2/9) - 7)
[76118] ['5/8', '5/7', '8/7', '9', '9'] -> ((8/7 + (9 / 9)) / (5/7 - 5/8))
[76119] ['4/9', '9/8', '4/3', '2', '2'] -> ((4/3 / 4/9) / (9/8 - (2 / 2)))
[76120] ['1/5', '5/8', '3/4', '4', '4'] -> (4 / ((5/8 / (1/5 * 3/4)) - 4))
[76121] ['3/5', '7/9', '1', '6/5', '2'] -> ((6/5 + 2) / (3/5 * (1 - 7/9)))
[76122] ['7/8', '1', '9/7', '5/3', '7'] -> ((1 + 7) / (7/8 * (5/3 - 9/7)))
[76123] ['5/8', '5/7', '7/6', '9', '9'] -> ((7/6 / (5/8 / 5/7)) * (9 + 9))
[76124] ['2/9', '6/7', '8/7', '7', '7'] -> ((6/7 * 8/7) * ((7 / 2/9) - 7))
[76125] ['7/8', '1', '9/7', '9/5', '7'] -> (7 / ((1 / 9/7) - (7/8 / 9/5)))
[76126] ['3/8', '1', '9/7', '8/5', '5'] -> (((8/5 * 5) - 1) / (3/8 / 9/7))
[76127] ['1/9', '5/4', '8/5', '4', '7'] -> ((4 + (8/5 / 1/9)) + (7 / 5/4))
[76128] ['1/7', '1/3', '1', '6/5', '7'] -> ((6/5 * 7) * ((1 / 1/3) - 1/7))
[76129] ['7/8', '1', '9/7', '9/4', '7'] -> ((9/7 * 7) / (9/4 - (7/8 + 1)))
[76130] ['1/5', '5/8', '6/7', '4', '4'] -> (6/7 * ((4 / (1/5 * 5/8)) - 4))
[76131] ['4/7', '5/3', '5/2', '5', '8'] -> ((5 + (8 / (4/7 / 5/2))) / 5/3)
[76132] ['3/8', '1', '9/7', '5/3', '5'] -> (1 / ((5/3 / 5) - (3/8 / 9/7)))
[76133] ['4/9', '9/8', '5/3', '2', '2'] -> (2 / ((9/8 * (2 - 4/9)) - 5/3))
[76134] ['2/9', '6/7', '6/5', '7', '7'] -> (6/5 * ((7 / (2/9 / 6/7)) - 7))
[76135] ['2/9', '6/7', '5/4', '7', '7'] -> ((7 / 2/9) - (7 * (6/7 * 5/4)))
[76136] ['1/7', '1/3', '1', '7/5', '7'] -> ((7/5 + 7) * ((1 / 1/3) - 1/7))
[76137] ['7/8', '1', '9/7', '9/2', '7'] -> ((9/2 / (7/8 * 9/7)) * (7 - 1))
[76138] ['4/7', '5/3', '9/2', '5', '8'] -> ((5 / 5/3) / (8 - (9/2 / 4/7)))
[76139] ['3/4', '7/9', '5/2', '6', '6'] -> ((5/2 - 3/4) * (6 + (6 / 7/9)))
[76140] ['5/6', '7/8', '7/8', '1', '1'] -> ((1 / 7/8) / (1 - (5/6 / 7/8)))
[76141] ['5/8', '5/7', '4/3', '9', '9'] -> ((9 + (4/3 * 9)) / (5/8 / 5/7))
[76142] ['1/5', '5/8', '6/5', '4', '4'] -> (((1/5 - 6/5) + (4 * 4)) / 5/8)
[76143] ['1/9', '5/4', '5/2', '4', '7'] -> (4 / ((5/4 / (7 - 5/2)) - 1/9))
[76144] ['1/7', '1/3', '1', '8/5', '7'] -> (1 / ((1/7 / 8/5) - (1/3 / 7)))
[76145] ['4/7', '7/4', '7/4', '5', '8'] -> (8 * (5 - (4/7 * (7/4 + 7/4))))
[76146] ['7/8', '1', '9/7', '9/5', '9'] -> (9 / (1 - ((7/8 * 9/7) / 9/5)))
[76147] ['3/4', '7/9', '7/2', '6', '6'] -> ((6 + ((7/2 + 6) / 3/4)) / 7/9)
[76148] ['7/8', '1', '4/3', '7/5', '7'] -> (7 / ((7/8 / 7/5) + (1 - 4/3)))
[76149] ['1/9', '5/4', '8/3', '4', '7'] -> (7 / (((1/9 + 4) / 8/3) - 5/4))
[76150] ['3/4', '7/9', '9/2', '6', '6'] -> (6 + ((9/2 + 6) / (3/4 * 7/9)))
[76151] ['4/9', '9/8', '2', '2', '7/3'] -> (7/3 / (((4/9 + 2) / 2) - 9/8))
[76152] ['1/5', '5/8', '4/3', '4', '4'] -> (4 / ((4/3 / (1/5 / 5/8)) - 4))
[76153] ['7/8', '1', '9/7', '9/4', '9'] -> (9 / (7/8 * (1 - (9/7 / 9/4))))
[76154] ['4/7', '7/4', '9/5', '5', '8'] -> ((7/4 * (4/7 + 8)) + (9/5 * 5))
[76155] ['5/8', '5/7', '3/2', '9', '9'] -> ((9 / 5/7) + (9 + (3/2 / 5/8)))
[76156] ['4/3', '8/5', '7/4', '5', '6'] -> (8/5 * (6 + (4/3 * (7/4 + 5))))
[76157] ['5/6', '7/8', '1', '1', '5/4'] -> ((5/4 / ((7/8 / 5/6) - 1)) - 1)
[76158] ['1/3', '1', '9/7', '8/5', '6'] -> (8/5 * (1 + (6 / (1/3 * 9/7))))
[76159] ['7/8', '1', '9/7', '7/3', '9'] -> ((9 / (1 - 7/8)) / (9/7 * 7/3))
[76160] ['3/5', '7/9', '1', '2', '9/4'] -> (2 / ((7/9 * 9/4) - (1 / 3/5)))
[76161] ['3/8', '1', '9/7', '7/2', '5'] -> (9/7 / ((5 / 7/2) - (3/8 + 1)))
[76162] ['7/8', '1', '4/3', '9/5', '7'] -> (7 / (4/3 - ((7/8 + 1) / 9/5)))
[76163] ['1/5', '5/8', '5/3', '4', '4'] -> ((4 / 1/5) / ((5/8 * 4) - 5/3))
[76164] ['7/8', '1', '9/7', '5/2', '9'] -> (9 / (5/2 - (1 + (7/8 * 9/7))))
[76165] ['4/7', '9/5', '9/4', '5', '8'] -> ((9/4 / 9/5) + ((5 + 8) / 4/7))
[76166] ['7/8', '1', '9/7', '7/2', '9'] -> (((9 / 9/7) - 1) / (7/8 / 7/2))
[76167] ['3/5', '7/9', '1', '2', '8/3'] -> (8/3 / ((1 / 3/5) - (7/9 * 2)))
[76168] ['5/6', '7/8', '1', '1', '3/2'] -> ((1 + 3/2) / (5/6 * (1 - 7/8)))
[76169] ['1/3', '1', '9/7', '5/2', '6'] -> ((6 - 5/2) / (1/3 / (1 + 9/7)))
[76170] ['2/9', '6/7', '5/2', '7', '7'] -> (7 * (6/7 + (7 / (2/9 + 5/2))))
[76171] ['5/6', '7/8', '1', '1', '9/5'] -> ((9/5 + (1 / 5/6)) / (1 - 7/8))
[76172] ['1/5', '2/3', '5/7', '4', '4'] -> ((4 + 4) / (5/7 * (2/3 - 1/5)))
[76173] ['3/4', '4/5', '9/4', '6', '6'] -> ((6 - 9/4) * (6 / (3/4 / 4/5)))
[76174] ['1/7', '3/8', '1/2', '1', '7'] -> ((1 + (1/7 / 1/2)) / (3/8 / 7))
[76175] ['1/9', '9/7', '9/5', '4', '7'] -> ((4 + (1/9 * 9/5)) * (7 - 9/7))
[76176] ['1/3', '1', '4/3', '9/5', '6'] -> (6 * (1 + (9/5 * (1/3 + 4/3))))
[76177] ['5/8', '5/7', '7/3', '9', '9'] -> (5/8 * (9 + (9 / (5/7 / 7/3))))
[76178] ['3/8', '1', '7/5', '7/4', '5'] -> ((1 + (7/5 / 7/4)) / (3/8 / 5))
[76179] ['3/5', '4/5', '6/7', '1', '2'] -> (4/5 / ((3/5 * 2) - (1 / 6/7)))
[76180] ['4/7', '9/5', '9/2', '5', '8'] -> ((4/7 * 5) * (8 + (9/5 / 9/2)))
[76181] ['2/9', '6/7', '7/2', '7', '7'] -> (6/7 * ((7/2 - 7) + (7 / 2/9)))
[76182] ['1/5', '2/3', '7/9', '4', '4'] -> ((2/3 * 4) / (4 - (7/9 / 1/5)))
[76183] ['3/4', '4/5', '7/3', '6', '6'] -> ((7/3 * 6) + (6 / (3/4 * 4/5)))
[76184] ['5/8', '5/7', '5/2', '9', '9'] -> ((9 * 9) / (5/2 + (5/8 / 5/7)))
[76185] ['7/5', '7/5', '7/4', '5', '6'] -> (7/5 / (((7/4 * 5) / 6) - 7/5))
[76186] ['1/9', '9/7', '5/2', '4', '7'] -> (4 / ((5/2 / (9/7 * 7)) - 1/9))
[76187] ['5/6', '7/8', '1', '1', '8/3'] -> (1 / ((5/6 + 7/8) + (1 - 8/3)))
[76188] ['7/5', '7/5', '9/4', '5', '6'] -> ((5 * 6) / (9/4 - (7/5 / 7/5)))
