[35805] ['7/6', '7/6', '9/5', '2', '8'] -> (8 / ((9/5 * (2 - 7/6)) - 7/6))
[40181] ['1/7', '4/5', '3', '3', '9/2'] -> ((9/2 / 1/7) - ((3 + 3) / 4/5))
[40182] ['1/7', '1', '7/6', '8/5', '9'] -> (8/5 * (9 + (1 / (1/7 * 7/6))))
[40183] ['1/2', '2/3', '9/5', '7', '7'] -> ((9/5 * (1/2 + 7)) + (7 / 2/3))
[40184] ['1/9', '4/7', '8/9', '9', '9'] -> (9 + (9 * (1/9 + (8/9 / 4/7))))
[40185] ['1/7', '5/6', '6/7', '3', '3'] -> (3 * (3 + (6/7 / (1/7 / 5/6))))
[40186] ['6/7', '8/7', '7/5', '4', '5'] -> ((6/7 * 5) * (4 + (8/7 * 7/5)))
[40187] ['3/8', '7/9', '7/6', '5', '5'] -> ((5 * 5) / (3/8 + (7/9 / 7/6)))
[40188] ['1/7', '1', '7/6', '9/5', '9'] -> (((9 / 9/5) - 1) / (1/7 * 7/6))
[40189] ['5/7', '5/7', '7/2', '5', '7'] -> ((5 - (5/7 / 7)) / (5/7 / 7/2))
[40190] ['2/3', '5/6', '9/7', '7', '9'] -> (9/7 * ((7 / 2/3) - (5/6 - 9)))
[40191] ['1/9', '1', '6/5', '7/4', '4'] -> ((6/5 / 7/4) * ((4 / 1/9) - 1))
[40192] ['2/5', '5/4', '9/7', '2', '7'] -> (7 * ((2/5 + 2) + (9/7 / 5/4)))
[40193] ['1/9', '4/7', '7/6', '9', '9'] -> ((7/6 / (1/9 / 4/7)) + (9 + 9))
[40194] ['5/7', '3/4', '7/9', '5', '7'] -> ((7 + (5 / 5/7)) / (3/4 * 7/9))
[40195] ['7/9', '4/5', '7/4', '2', '6'] -> (6 / ((2 / 4/5) - (7/4 / 7/9)))
[40196] ['1/2', '5/7', '7/9', '7', '7'] -> ((1/2 * (5/7 + 7)) * (7 - 7/9))
[40197] ['5/7', '3/4', '4/5', '5', '7'] -> ((3/4 * 4/5) * (7 * (5/7 + 5)))
[40198] ['3/8', '7/9', '5/4', '5', '5'] -> (5 / ((5 * (3/8 * 7/9)) - 5/4))
[40199] ['1/7', '1', '6/5', '5/4', '9'] -> ((6/5 * 5/4) * (9 + (1 / 1/7)))
[40200] ['1/7', '5/6', '9/8', '3', '3'] -> ((3 / (1/7 * 3)) / (9/8 - 5/6))
[40201] ['1/8', '4/7', '7/8', '2', '9'] -> (9 / (1/8 + ((4/7 * 7/8) / 2)))
[40202] ['1/9', '1', '5/4', '5/4', '4'] -> (4 / (1/9 * (5/4 - (1 - 5/4))))
[40203] ['5/7', '7/8', '8/9', '2', '9'] -> ((8/9 * 9) * (5/7 + (2 / 7/8)))
[40204] ['2/5', '5/4', '5/3', '2', '7'] -> ((2 * 7) / (5/4 - (2/5 * 5/3)))
[40205] ['7/9', '4/5', '2', '7/3', '6'] -> ((4/5 * 6) * (2 + (7/3 / 7/9)))
[40206] ['1/2', '5/7', '4/5', '7', '7'] -> (((7 + 7) / (5/7 * 4/5)) - 1/2)
[40207] ['5/7', '3/4', '7/8', '5', '7'] -> (7 * (5 - (5/7 + (3/4 / 7/8))))
[40208] ['3/8', '7/9', '9/7', '5', '5'] -> (((5 + 5) - (7/9 * 9/7)) / 3/8)
[40209] ['7/9', '4/5', '2', '5/2', '6'] -> (5/2 * (6 + ((4/5 + 2) / 7/9)))
[40210] ['5/7', '7/8', '9/8', '2', '9'] -> ((5/7 + (2 / 7/8)) / (9/8 / 9))
[40211] ['1/2', '5/7', '5/6', '7', '7'] -> ((7 + 7) / (5/6 * (1/2 / 5/7)))
[40212] ['3/8', '7/9', '4/3', '5', '5'] -> ((5 * 5) / (4/3 - (3/8 * 7/9)))
[40213] ['1/9', '4/7', '9/7', '9', '9'] -> ((9/7 + 9) / ((1/9 * 9) - 4/7))
[40214] ['1/8', '4/7', '9/8', '2', '9'] -> (9 / ((4/7 * (2 - 9/8)) - 1/8))
[40215] ['5/7', '7/6', '2', '3', '7/2'] -> (2 / (3 - (7/2 * (5/7 * 7/6))))
[40216] ['1/7', '1', '6/5', '7/5', '9'] -> (((7/5 - 1) / (1/7 / 9)) - 6/5)
[40217] ['7/9', '4/5', '2', '9/2', '6'] -> ((4/5 * 9/2) * (2 + (7/9 * 6)))
[40218] ['1/8', '2/5', '3/7', '6', '8'] -> (((6 / 2/5) - 8) / (1/8 / 3/7))
[40219] ['5/7', '7/6', '2', '3', '9/2'] -> ((3 - 5/7) * (9/2 * (7/6 * 2)))
[40220] ['1/9', '1', '5/4', '8/5', '4'] -> (1 + (5/4 * (4 + (8/5 / 1/9))))
[40221] ['1/2', '5/7', '8/9', '7', '7'] -> ((5/7 + 7) * (7 * (1/2 * 8/9)))
[40222] ['1/7', '1', '6/5', '8/5', '9'] -> (8/5 / (1 - (6/5 / (1/7 * 9))))
[40223] ['1/8', '2/5', '4/9', '6', '8'] -> (((8 / 4/9) - (6 / 2/5)) / 1/8)
[40224] ['5/7', '6/5', '6/5', '2', '3'] -> ((6/5 / (5/7 - (2 / 3))) - 6/5)
[40225] ['2/5', '9/7', '9/7', '2', '7'] -> ((9/7 + 2) + ((9/7 + 7) / 2/5))
[40226] ['1/2', '5/7', '9/8', '7', '7'] -> ((5/7 + 7) * (7 * (1/2 / 9/8)))
[40227] ['1/8', '2/5', '5/9', '6', '8'] -> (5/9 * (((2/5 + 6) / 1/8) - 8))
[40228] ['1/2', '5/7', '8/7', '7', '7'] -> ((5/7 + 7) + ((8/7 + 7) / 1/2))
[40229] ['3/8', '7/9', '5/3', '5', '5'] -> (5 / (5/3 - (5 * (3/8 * 7/9))))
[40230] ['1/9', '1', '9/7', '9/7', '4'] -> (((1 / 1/9) - 9/7) / (9/7 / 4))
[40231] ['2/5', '9/7', '3/2', '2', '7'] -> ((2 * 7) * ((9/7 / 2/5) - 3/2))
[40232] ['1/8', '4/7', '7/5', '2', '9'] -> (9 / ((1/8 / 7/5) + (4/7 / 2)))
[40233] ['5/7', '3/4', '9/5', '5', '7'] -> ((5 + (5/7 * 7)) / (3/4 / 9/5))
[40234] ['2/5', '3/7', '5/6', '7', '8'] -> ((7 / 3/7) + (8 - (2/5 * 5/6)))
[40235] ['1/8', '2/5', '4/7', '6', '8'] -> ((4/7 + 8) * (6 - (2/5 / 1/8)))
[40236] ['1/7', '1', '6/5', '9/4', '9'] -> ((9 / (6/5 + (1/7 - 1))) - 9/4)
[40237] ['1/7', '5/6', '8/5', '3', '3'] -> ((5/6 * 8/5) * ((3 / 1/7) - 3))
[40238] ['2/3', '6/7', '9/5', '7', '9'] -> (9 * ((7 * (6/7 / 9/5)) - 2/3))
[40239] ['6/7', '6/5', '9/5', '4', '5'] -> ((6/5 / 9/5) + (5 / (6/7 / 4)))
[40240] ['1/7', '1', '6/5', '7/3', '9'] -> (((9 / 7/3) - 1) / (1/7 / 6/5))
[40241] ['2/5', '3/7', '7/8', '7', '8'] -> (7/8 * ((3/7 + 7) + (8 / 2/5)))
[40242] ['2/3', '6/7', '5/2', '7', '9'] -> ((2/3 + (6/7 * 7)) / (5/2 / 9))
[40243] ['2/5', '9/7', '7/4', '2', '7'] -> ((7/4 * (2/5 + 2)) * (7 - 9/7))
[40244] ['1/7', '1', '6/5', '8/3', '9'] -> ((6/5 - (1/7 - 1)) * (8/3 + 9))
[40245] ['1/2', '5/7', '4/3', '7', '7'] -> ((7 - 5/7) * (7 / (1/2 + 4/3)))
[40246] ['2/5', '3/7', '8/9', '7', '8'] -> ((2/5 * 7) * ((8 / 8/9) - 3/7))
[40247] ['1/8', '4/7', '9/5', '2', '9'] -> (4/7 * (2 + (9 / (1/8 * 9/5))))
[40248] ['2/5', '9/7', '2', '9/4', '7'] -> (7 * (2 + (9/7 / (2/5 * 9/4))))
[40249] ['2/5', '3/7', '9/8', '7', '8'] -> ((2/5 * 7) * ((9/8 * 8) - 3/7))
[40250] ['3/8', '7/9', '7/3', '5', '5'] -> ((5 / 5) / (3/8 - (7/9 / 7/3)))
[40251] ['5/7', '3/4', '9/2', '5', '7'] -> ((7 * (5 - 5/7)) - (9/2 / 3/4))
[40252] ['1/8', '4/7', '2', '9/4', '9'] -> ((2 / (1/8 * 4/7)) - (9 / 9/4))
[40253] ['6/7', '6/5', '4', '9/2', '5'] -> ((6/5 / ((9/2 / 5) - 6/7)) - 4)
[40254] ['7/9', '5/6', '2', '9/4', '6'] -> ((6 / (5/6 - 7/9)) / (2 * 9/4))
[40255] ['5/7', '6/5', '5/3', '2', '3'] -> ((3 / ((5/3 / 2) - 5/7)) - 6/5)
[40256] ['3/8', '7/9', '8/3', '5', '5'] -> ((8/3 + (5 * 5)) / (3/8 + 7/9))
[40257] ['1/9', '1', '9/7', '5/3', '4'] -> ((9/7 + (1 / 1/9)) * (4 - 5/3))
[40258] ['1/2', '5/7', '7/4', '7', '7'] -> ((5/7 + 7) * (7 / (1/2 + 7/4)))
[40259] ['5/7', '7/9', '4/5', '5', '7'] -> ((7/9 * 4/5) * (5 * (5/7 + 7)))
[40260] ['1/7', '5/6', '7/3', '3', '3'] -> ((3 - 1/7) * (3 / (5/6 / 7/3)))
[40261] ['2/5', '9/7', '2', '8/3', '7'] -> (9/7 * (7 + ((2 + 8/3) / 2/5)))
[40262] ['6/7', '5/4', '5/4', '4', '5'] -> ((5 / (5/4 - (6/7 * 5/4))) - 4)
[40263] ['2/5', '3/7', '7/6', '7', '8'] -> ((2/5 * 8) * (7 + (3/7 * 7/6)))
[40264] ['2/3', '7/8', '7/5', '7', '9'] -> ((9 + (7 / 7/5)) / (2/3 * 7/8))
[40265] ['1/8', '4/7', '2', '8/3', '9'] -> ((4/7 + 2) * (9 + (1/8 * 8/3)))
[40266] ['1/9', '4/7', '5/2', '9', '9'] -> (9 / ((5/2 / (4/7 * 9)) - 1/9))
[40267] ['1/2', '5/7', '9/5', '7', '7'] -> ((1/2 + 7) * ((5/7 * 7) - 9/5))
[40268] ['1/9', '1', '9/7', '7/4', '4'] -> ((4 - (1 / 7/4)) / (1/9 * 9/7))
[40269] ['7/9', '6/7', '6/7', '2', '6'] -> ((6/7 + (2 / 7/9)) / (6/7 / 6))
[40270] ['1/7', '1', '5/4', '7/5', '9'] -> ((9 / 5/4) + ((1 + 7/5) / 1/7))
[40271] ['1/8', '4/7', '2', '9/2', '9'] -> (((2 / 4/7) - (9/2 / 9)) / 1/8)
[40272] ['3/8', '7/9', '9/2', '5', '5'] -> (5 / (5 - (9/2 + (3/8 * 7/9))))
[40273] ['7/9', '6/7', '7/8', '2', '6'] -> ((2 / (7/9 * 6)) / (7/8 - 6/7))
[40274] ['1/9', '4/7', '7/2', '9', '9'] -> (4/7 + ((1/9 + 9) / (7/2 / 9)))
[40275] ['1/9', '1', '9/7', '9/4', '4'] -> (((4 / 9/7) - (1 / 9/4)) / 1/9)
[40276] ['1/8', '2/5', '7/4', '6', '8'] -> ((7/4 + (8 / (2/5 + 6))) / 1/8)
[40277] ['6/7', '5/4', '8/5', '4', '5'] -> ((6/7 * 4) * (5 + (5/4 * 8/5)))
[40278] ['2/3', '7/8', '9/5', '7', '9'] -> (9/5 * ((7/8 * (7 + 9)) - 2/3))
[40279] ['7/9', '6/7', '9/8', '2', '6'] -> ((6 + (2 / 6/7)) / (9/8 - 7/9))
[40280] ['1/7', '1', '5/4', '5/3', '9'] -> ((1 + 9) / (1/7 * (5/4 + 5/3)))
[40281] ['1/2', '5/7', '8/3', '7', '7'] -> (8/3 * ((7 / 1/2) - (5/7 * 7)))
[40282] ['1/8', '3/5', '7/9', '2', '9'] -> (((7/9 * 9) - 2) / (1/8 / 3/5))
[40283] ['1/7', '6/7', '6/5', '3', '3'] -> (3 * (3 + (6/7 / (1/7 * 6/5))))
[40284] ['2/5', '3/7', '8/5', '7', '8'] -> (8/5 / (8 - (7 + (2/5 / 3/7))))
[40285] ['5/7', '8/9', '6/5', '2', '9'] -> (2 + (9 * (6/5 + (8/9 / 5/7))))
[40286] ['1/8', '2/5', '7/3', '6', '8'] -> (((6 / 2/5) - 8) / (1/8 * 7/3))
[40287] ['5/7', '6/5', '2', '3', '9/2'] -> (9/2 * (3 + (2 / (5/7 * 6/5))))
[40288] ['3/8', '4/5', '8/7', '5', '5'] -> (5 * ((5 / 8/7) - (3/8 - 4/5)))
[40289] ['2/3', '8/9', '7/6', '7', '9'] -> (7/6 + ((9 + (8/9 * 7)) / 2/3))
[40290] ['2/5', '4/3', '2', '7/2', '7'] -> (2 / (4/3 - (7/2 / (2/5 * 7))))
[40291] ['1/8', '2/5', '7/2', '6', '8'] -> (6 / (7/2 - (2/5 * (1/8 + 8))))
[40292] ['6/7', '5/4', '5/2', '4', '5'] -> ((6/7 * 4) * (5 + (5/2 / 5/4)))
[40293] ['1/8', '3/5', '8/9', '2', '9'] -> ((2 + 9) / (3/5 * (8/9 - 1/8)))
[40294] ['7/9', '6/7', '5/4', '2', '6'] -> (5/4 * ((2 / (6/7 - 7/9)) - 6))
[40295] ['2/5', '7/5', '7/5', '2', '7'] -> (((7 / (2/5 / 2)) - 7/5) / 7/5)
[40296] ['5/7', '5/4', '9/7', '2', '3'] -> ((9/7 + 3) / ((5/7 * 2) - 5/4))
[40297] ['5/7', '7/9', '5/4', '5', '7'] -> ((7/9 / 5/4) * (5 * (5/7 + 7)))
[40298] ['1/7', '6/7', '9/5', '3', '3'] -> (((3 - 6/7) / (1/7 / 9/5)) - 3)
[40299] ['1/7', '1', '5/4', '7/3', '9'] -> ((1 + 9) / (7/3 * (1/7 * 5/4)))
[40300] ['5/7', '8/9', '7/5', '2', '9'] -> ((8/9 * 9) * (2 + (5/7 * 7/5)))
[40301] ['2/5', '3/7', '7/3', '7', '8'] -> ((3/7 * (7/3 + 7)) + (8 / 2/5))
[40302] ['6/7', '5/4', '7/2', '4', '5'] -> ((6/7 * 7/2) * (4 + (5 / 5/4)))
[40303] ['7/9', '6/7', '8/5', '2', '6'] -> ((8/5 + 2) * (6 + (7/9 * 6/7)))
[40304] ['5/7', '7/9', '7/5', '5', '7'] -> ((7/5 - 7/9) * (5 * (5/7 + 7)))
[40305] ['2/5', '3/2', '3/2', '2', '7'] -> ((2/5 + 2) * (7 + (3/2 + 3/2)))
[40306] ['1/7', '1', '5/4', '5/2', '9'] -> ((1 + 9) + (5/2 / (1/7 * 5/4)))
[40307] ['5/7', '5/4', '8/5', '2', '3'] -> ((3 / (5/7 / 2)) / (8/5 - 5/4))
[40308] ['7/9', '6/7', '7/4', '2', '6'] -> ((7/4 * 2) * ((6 / 7/9) - 6/7))
[40309] ['1/8', '3/5', '9/7', '2', '9'] -> (((9 / 9/7) - 2) / (1/8 / 3/5))
[40310] ['5/7', '8/9', '8/5', '2', '9'] -> (8/5 + ((2 * 9) / (5/7 / 8/9)))
[40311] ['2/3', '8/9', '5/2', '7', '9'] -> ((7 - 5/2) * (9 * (2/3 * 8/9)))
[40312] ['1/7', '7/8', '5/4', '3', '3'] -> ((3 / 1/7) / (3 - (7/8 + 5/4)))
[40313] ['6/7', '9/7', '8/5', '4', '5'] -> ((4 * 5) * ((9/7 * 8/5) - 6/7))
[40314] ['5/7', '5/4', '5/3', '2', '3'] -> (2 / (3 - (5/3 / (5/7 / 5/4))))
[40315] ['1/8', '3/5', '4/3', '2', '9'] -> ((4/3 * (3/5 + 9)) * (2 - 1/8))
[40316] ['2/5', '3/2', '2', '7/3', '7'] -> ((3/2 * (2 + 7/3)) + (7 / 2/5))
[40317] ['1/2', '3/4', '9/7', '7', '7'] -> ((7 + (9/7 * 7)) / (1/2 / 3/4))
[40318] ['5/7', '8/9', '5/3', '2', '9'] -> ((8/9 * 9) / ((5/3 / 5/7) - 2))
[40319] ['2/3', '8/9', '7/2', '7', '9'] -> ((9 / (2/3 / 8/9)) / (7/2 / 7))
[40320] ['1/9', '1', '4/3', '9/5', '4'] -> ((1 + (4 / (4/3 * 9/5))) / 1/9)
[40321] ['1/8', '3/7', '4/5', '6', '8'] -> ((3/7 * 4/5) * (6 + (8 / 1/8)))
[40322] ['2/5', '4/9', '5/9', '7', '8'] -> (2/5 * ((8 * (5/9 + 7)) - 4/9))
[40323] ['3/8', '4/5', '9/4', '5', '5'] -> (((5 / 4/5) - (9/4 - 5)) / 3/8)
[40324] ['1/9', '1', '7/5', '7/5', '4'] -> (((4 / 1/9) - (1 + 7/5)) / 7/5)
[40325] ['5/7', '5/4', '9/5', '2', '3'] -> (2 / ((5/4 / 5/7) - (3 / 9/5)))
[40326] ['5/7', '8/9', '9/5', '2', '9'] -> (8/9 * (9/5 + (9 / (5/7 / 2))))
[40327] ['2/5', '4/9', '4/7', '7', '8'] -> ((4/9 * (2/5 + 8)) * (7 - 4/7))
[40328] ['3/8', '4/5', '9/2', '5', '5'] -> ((9/2 * 5) + (5 * (3/8 * 4/5)))
[40329] ['5/7', '7/9', '7/3', '5', '7'] -> ((7 - (7/3 / 5/7)) / (7/9 / 5))
[40330] ['1/2', '3/4', '9/5', '7', '7'] -> (9/5 * ((7 + 7) - (1/2 / 3/4)))
[40331] ['5/7', '5/4', '2', '7/3', '3'] -> (2 / (3 - (5/4 + (5/7 * 7/3))))
[40332] ['1/7', '7/8', '8/5', '3', '3'] -> (3 * ((7/8 / 1/7) + (3 / 8/5)))
[40333] ['1/9', '3/5', '6/5', '9', '9'] -> (((9 + (6/5 / 1/9)) / 3/5) - 9)
[40334] ['2/5', '4/9', '2/3', '7', '8'] -> ((7 / 2/5) + (8 - (2/3 / 4/9)))
[40335] ['5/7', '5/4', '2', '5/2', '3'] -> (2 / (5/4 - (5/2 / (5/7 * 3))))
[40336] ['3/8', '5/6', '8/9', '5', '5'] -> ((5 + (5 / (3/8 * 8/9))) / 5/6)
[40337] ['6/7', '4/3', '7/4', '4', '5'] -> ((5 / (4/3 - 6/7)) / (7/4 / 4))
[40338] ['2/5', '4/9', '5/7', '7', '8'] -> ((4/9 * 7) * (8 - (2/5 * 5/7)))
[40339] ['1/8', '5/8', '7/9', '2', '9'] -> (2 * ((5/8 / 1/8) + (7/9 * 9)))
[40340] ['1/8', '3/7', '3/2', '6', '8'] -> (3/7 / (1/8 - (3/2 / (6 + 8))))
[40341] ['5/7', '5/4', '2', '3', '9/2'] -> (3 * (9/2 + (2 / (5/7 / 5/4))))
[40342] ['5/7', '4/5', '5/6', '5', '7'] -> ((7 * (5/7 * 4/5)) / (5/6 / 5))
[40343] ['1/9', '3/5', '9/7', '9', '9'] -> (((9 / (3/5 * 9/7)) - 9) / 1/9)
[40344] ['2/5', '4/9', '3/4', '7', '8'] -> (((8 / 2/5) - (7 / 3/4)) / 4/9)
[40345] ['1/2', '7/9', '6/7', '7', '7'] -> ((6/7 * 7) + (7 / (1/2 * 7/9)))
[40346] ['1/8', '3/7', '8/5', '6', '8'] -> (8/5 * ((1/8 * 8) + (6 / 3/7)))
[40347] ['1/9', '1', '7/5', '5/2', '4'] -> (5/2 * ((1 - 4) + (7/5 / 1/9)))
[40348] ['3/8', '5/6', '7/6', '5', '5'] -> ((5 / 5) / ((3/8 + 5/6) - 7/6))
[40349] ['1/2', '7/9', '7/8', '7', '7'] -> (7 / (7/9 * (1/2 - (7/8 / 7))))
[40350] ['1/7', '7/8', '7/3', '3', '3'] -> (3 / ((3 * (1/7 * 7/3)) - 7/8))
[40351] ['7/9', '7/8', '2', '7/3', '6'] -> ((7/3 + 6) / (2 - (7/9 + 7/8)))
[40352] ['5/7', '4/5', '8/9', '5', '7'] -> ((5/7 + 7) * ((4/5 * 5) - 8/9))
[40353] ['1/8', '5/8', '9/7', '2', '9'] -> (2 * ((5/8 / 1/8) + (9 / 9/7)))
[40354] ['5/7', '9/7', '8/5', '2', '3'] -> ((8/5 * 3) / (2 - (9/7 / 5/7)))
[40355] ['2/5', '4/9', '5/6', '7', '8'] -> (((8 / 4/9) - (7 / 5/6)) / 2/5)
[40356] ['1/9', '1', '7/5', '7/2', '4'] -> ((4 / 1/9) / ((7/2 / 7/5) - 1))
[40357] ['1/2', '7/9', '9/8', '7', '7'] -> ((7 + (7 / 1/2)) / (7/9 * 9/8))
[40358] ['1/7', '1', '4/3', '9/4', '9'] -> ((9/4 / 1/7) + (9 - (1 / 4/3)))
[40359] ['6/7', '7/5', '7/5', '4', '5'] -> (7/5 / ((5 / (6/7 * 4)) - 7/5))
[40360] ['5/7', '9/7', '2', '5/2', '3'] -> ((2 * 5/2) * (3 + (9/7 / 5/7)))
[40361] ['2/5', '9/5', '2', '9/4', '7'] -> (9/5 + ((2/5 + 2) * (9/4 + 7)))
[40362] ['1/7', '7/8', '3', '3', '9/2'] -> (3 * ((9/2 / 7/8) - (1/7 - 3)))
[40363] ['6/7', '7/5', '8/5', '4', '5'] -> ((4 / 5) / ((7/5 / 6/7) - 8/5))
[40364] ['1/9', '3/5', '7/2', '9', '9'] -> ((3/5 + 9) * (7/2 - (1/9 * 9)))
[40365] ['1/2', '7/9', '6/5', '7', '7'] -> ((7 + (7 / (1/2 * 6/5))) / 7/9)
[40366] ['5/7', '9/8', '9/7', '2', '9'] -> ((9/7 + (2 * 9)) / (5/7 * 9/8))
[40367] ['1/9', '1', '3/2', '9/5', '4'] -> (4 / (((3/2 - 1) / 9/5) - 1/9))
[40368] ['3/8', '5/6', '8/5', '5', '5'] -> ((8/5 * 5) + (5 / (3/8 * 5/6)))
[40369] ['5/7', '4/5', '4/3', '5', '7'] -> ((4/5 / 4/3) * (7 * (5/7 + 5)))
[40370] ['7/9', '8/9', '7/5', '2', '6'] -> ((2 + 6) / (8/9 - (7/9 / 7/5)))
[40371] ['6/7', '7/5', '5/3', '4', '5'] -> ((4 / 5) / (5/3 - (7/5 / 6/7)))
[40372] ['1/2', '7/9', '5/4', '7', '7'] -> ((7 + 7) / (7/9 * (5/4 - 1/2)))
[40373] ['1/8', '2/3', '4/5', '2', '9'] -> ((4/5 * 9) * ((2/3 / 1/8) - 2))
[40374] ['7/9', '8/9', '8/5', '2', '6'] -> ((2 / ((7/9 + 8/9) - 8/5)) - 6)
[40375] ['2/5', '2', '9/4', '9/4', '7'] -> ((9/4 + (2 + 9/4)) + (7 / 2/5))
[40376] ['3/8', '5/6', '7/4', '5', '5'] -> ((5 / 5/6) + ((7/4 + 5) / 3/8))
[40377] ['6/7', '7/5', '7/4', '4', '5'] -> ((6/7 * 5) * ((7/4 * 4) - 7/5))
[40378] ['1/9', '1', '8/5', '8/5', '4'] -> ((8/5 / 1/9) / (1 - (8/5 / 4)))
[40379] ['5/7', '4/3', '8/5', '2', '3'] -> (8/5 / (((3 - 2) / 5/7) - 4/3))
[40380] ['7/9', '8/9', '9/5', '2', '6'] -> ((9/5 * (7/9 + 8/9)) * (2 + 6))
[40381] ['2/3', '8/7', '5/2', '7', '9'] -> ((5/2 + (8/7 * 7)) + (9 / 2/3))
[40382] ['1/9', '5/8', '3/4', '9', '9'] -> (9 / ((5/8 + 3/4) - (1/9 * 9)))
[40383] ['1/7', '1', '7/5', '9/4', '9'] -> ((9 / (1/7 * (1 + 7/5))) - 9/4)
[40384] ['2/5', '4/9', '5/4', '7', '8'] -> ((2/5 + (7 / 5/4)) + (8 / 4/9))
[40385] ['3/8', '5/6', '9/2', '5', '5'] -> ((9/2 / 3/8) + ((5 + 5) / 5/6))
[40386] ['5/7', '4/3', '5/3', '2', '3'] -> (2 / ((5/3 / 5/7) - (3 / 4/3)))
[40387] ['1/8', '2/3', '6/5', '2', '9'] -> (((9 * (2/3 / 6/5)) - 2) / 1/8)
[40388] ['5/7', '9/8', '7/4', '2', '9'] -> (9 / ((5/7 * 7/4) + (9/8 - 2)))
[40389] ['1/7', '1', '7/5', '7/3', '9'] -> (9 * ((1 / (1/7 * 7/5)) - 7/3))
[40390] ['1/9', '1', '8/5', '9/5', '4'] -> ((4 - 1) / (9/5 * (1/9 / 8/5)))
[40391] ['2/5', '2', '7/3', '5/2', '7'] -> ((7 + (2/5 * 5/2)) / (7/3 - 2))
[40392] ['7/9', '9/8', '8/7', '2', '6'] -> ((2 / (7/9 * 6)) / (8/7 - 9/8))
[40393] ['5/7', '4/5', '5/2', '5', '7'] -> (5 + (7 * (5/7 + (4/5 * 5/2))))
[40394] ['5/7', '9/8', '9/5', '2', '9'] -> ((9/5 + (9 / (5/7 / 2))) / 9/8)
[40395] ['3/8', '6/7', '6/7', '5', '5'] -> (((5 + 5) - (6/7 / 6/7)) / 3/8)
[40396] ['6/7', '7/5', '5/2', '4', '5'] -> (7/5 * (5 + (5/2 * (6/7 + 4))))
[40397] ['1/2', '7/9', '5/3', '7', '7'] -> ((7 - 5/3) * (7 * (1/2 / 7/9)))
[40398] ['1/8', '4/9', '4/5', '6', '8'] -> (4/5 * ((6 / 1/8) - (8 / 4/9)))
[40399] ['1/7', '1', '7/5', '5/2', '9'] -> (1 + (5/2 * (9 + (1/7 * 7/5))))
[40400] ['2/5', '2', '7/3', '7/2', '7'] -> ((7/2 / 7/3) + ((2 + 7) / 2/5))
[40401] ['1/7', '8/9', '3/2', '3', '3'] -> ((8/9 * 3/2) * ((3 / 1/7) - 3))
[40402] ['1/9', '1', '8/5', '7/2', '4'] -> (4 + (8/5 * (7/2 + (1 / 1/9))))
[40403] ['5/7', '4/3', '2', '9/4', '3'] -> (2 / (((3 - 4/3) / 5/7) - 9/4))
[40404] ['1/2', '7/9', '9/5', '7', '7'] -> ((7 + (7 / (7/9 * 9/5))) / 1/2)
[40405] ['2/5', '2', '8/3', '8/3', '7'] -> (2 * ((8/3 * 7) - (8/3 / 2/5)))
[40406] ['1/8', '4/9', '6/7', '6', '8'] -> ((4/9 * (6/7 + 6)) * (8 - 1/8))
[40407] ['5/7', '9/8', '2', '5/2', '9'] -> (9 / ((5/2 / 5/7) - (9/8 + 2)))
[40408] ['1/7', '1', '7/5', '7/2', '9'] -> (1 + (7/2 * (1/7 + (9 / 7/5))))
[40409] ['1/2', '7/9', '5/2', '7', '7'] -> (((7/9 * 7) * (7 - 5/2)) - 1/2)
[40410] ['3/8', '6/7', '8/7', '5', '5'] -> (8/7 + ((5 + 5) / (3/8 / 6/7)))
[40411] ['1/9', '5/8', '9/8', '9', '9'] -> ((9 + 9) / (5/8 + (1/9 * 9/8)))
[40412] ['6/7', '3/2', '5/3', '4', '5'] -> (4 * ((5 / 6/7) - (3/2 - 5/3)))
[40413] ['5/7', '5/6', '9/7', '5', '7'] -> ((9/7 - 5/7) * (7 / (5/6 / 5)))
[40414] ['1/9', '1', '5/3', '7/2', '4'] -> ((4 / (1/9 / 5/3)) / (7/2 - 1))
[40415] ['2/5', '4/9', '7/3', '7', '8'] -> (((8 / 2/5) - (7/3 + 7)) / 4/9)
[40416] ['3/8', '6/7', '7/6', '5', '5'] -> (((5 + 5) - (6/7 * 7/6)) / 3/8)
[40417] ['5/7', '5/6', '4/3', '5', '7'] -> (7 * ((5/6 * (5/7 + 5)) - 4/3))
[40418] ['1/8', '5/7', '4/5', '2', '9'] -> (9 / (5/7 * (1/8 + (4/5 / 2))))
[40419] ['5/7', '4/3', '2', '3', '7/2'] -> (3 / (2 - (7/2 * (5/7 / 4/3))))
[40420] ['3/7', '3/7', '3/7', '2', '7'] -> (7 * ((3/7 / 3/7) + (3/7 + 2)))
[40421] ['2/3', '6/5', '7/2', '7', '9'] -> ((7 / (2/3 - (7/2 / 9))) - 6/5)
[40422] ['2/5', '4/9', '7/2', '7', '8'] -> ((((8 / 4/9) - 7) / 2/5) - 7/2)
[40423] ['5/7', '5/6', '3/2', '5', '7'] -> ((5 - 5/7) * (7 / (5/6 * 3/2)))
[40424] ['1/7', '1', '3/2', '9/4', '9'] -> ((9 + (1 / 1/7)) / (3/2 / 9/4))
[40425] ['5/7', '8/7', '6/5', '2', '9'] -> ((9 / (5/7 / 8/7)) / (6/5 / 2))
