[26854] ['1/7', '3/7', '1', '5/2', '5'] -> (((3/7 + 1) + (5 / 5/2)) / 1/7)
[32017] ['3/7', '5/8', '2', '8/3', '9'] -> (((2 + 9) / 3/7) - (5/8 * 8/3))
[32018] ['3/7', '8/9', '8/5', '7', '9'] -> ((7 / (3/7 * 8/9)) + (9 / 8/5))
[32019] ['2/9', '8/7', '5/3', '5', '5'] -> ((5 - (5/3 / 5)) / (2/9 / 8/7))
[32020] ['2/9', '2/7', '5/2', '7', '8'] -> ((2/7 + (7 / 5/2)) * (8 - 2/9))
[32021] ['7/6', '6/5', '9/7', '2', '9'] -> ((6/5 + 2) * (9 - (7/6 * 9/7)))
[32022] ['4/5', '1', '9/8', '6/5', '3'] -> (3 / ((9/8 - 6/5) - (4/5 - 1)))
[32023] ['4/9', '4/7', '5/8', '5', '7'] -> ((7 / (4/9 + 5)) / (5/8 - 4/7))
[32024] ['1/2', '5/9', '5/9', '2', '3'] -> (3 * ((5/9 / (5/9 - 1/2)) - 2))
[32025] ['3/7', '8/9', '7/4', '7', '9'] -> ((7 + 9) / (7/4 * (3/7 * 8/9)))
[32026] ['7/9', '7/6', '5/4', '6', '7'] -> ((6 * ((7/9 * 7) - 5/4)) - 7/6)
[32027] ['5/9', '5/9', '9/7', '4', '5'] -> (((5 / 9/7) - 5/9) / (5/9 / 4))
[32028] ['2/9', '2/7', '7/2', '7', '8'] -> (8 / (2/9 * (7/2 - (2/7 * 7))))
[32029] ['7/6', '6/5', '2', '9/4', '9'] -> (9/4 * ((7/6 + 2) + (9 / 6/5)))
[32030] ['2/9', '4/7', '7/4', '2', '7'] -> ((2 + (4/7 / 2/9)) * (7 - 7/4))
[32031] ['3/7', '8/9', '9/4', '7', '9'] -> ((8/9 * 9/4) * (9 + (3/7 * 7)))
[32032] ['1/2', '5/9', '5/8', '2', '3'] -> (3 / ((5/8 / 5/9) - (1/2 * 2)))
[32033] ['4/5', '1', '9/8', '7/5', '3'] -> (1 / (((9/8 + 7/5) / 3) - 4/5))
[32034] ['4/9', '4/7', '3/4', '5', '7'] -> (((4/7 * 7) + (5 / 3/4)) / 4/9)
[32035] ['2/9', '1/3', '1/2', '7', '8'] -> ((((7 - 1/3) / 1/2) - 8) / 2/9)
[32036] ['3/4', '6/5', '5/3', '8', '9'] -> ((3/4 * 8) + (9 * (6/5 * 5/3)))
[32037] ['7/6', '6/5', '2', '7/2', '9'] -> ((6/5 * 7/2) * ((9 / 7/6) - 2))
[32038] ['2/9', '1/3', '4/7', '7', '8'] -> ((8 / 2/9) - (7 / (1/3 / 4/7)))
[32039] ['3/8', '6/7', '7/6', '7', '7'] -> (7 + (6/7 * (7/6 + (7 / 3/8))))
[32040] ['5/7', '5/3', '2', '5/2', '8'] -> (8 / (2 * (5/2 - (5/3 / 5/7))))
[32041] ['3/7', '7/8', '7/8', '2', '6'] -> ((2 * 6) / (7/8 - (3/7 * 7/8)))
[32042] ['1/2', '5/9', '4/5', '2', '3'] -> (3 * (4/5 + (2 / (1/2 * 5/9))))
[32043] ['5/9', '5/9', '4', '9/2', '5'] -> ((4 * 9/2) + (5 + (5/9 / 5/9)))
[32044] ['1', '6/5', '7/4', '7/3', '8'] -> ((6/5 * 7/3) * (8 + (1 / 7/4)))
[32045] ['3/8', '6/7', '6/5', '7', '7'] -> ((6/7 + 6/5) * ((7 / 3/8) - 7))
[32046] ['2/9', '1/3', '3/4', '7', '8'] -> (((7 - 1/3) / 2/9) - (3/4 * 8))
[32047] ['3/7', '7/8', '8/9', '2', '6'] -> ((2 + 6) / (8/9 * (3/7 * 7/8)))
[32048] ['1/2', '5/9', '6/7', '2', '3'] -> ((2 / 3) / ((1/2 / 6/7) - 5/9))
[32049] ['2/9', '8/7', '7/2', '5', '5'] -> (8/7 * ((7/2 - 5) + (5 / 2/9)))
[32050] ['3/7', '9/8', '7/6', '7', '9'] -> (((7 / 7/6) + (9 / 3/7)) / 9/8)
[32051] ['2/9', '1/3', '4/5', '7', '8'] -> ((8 / (2/9 * 4/5)) - (7 / 1/3))
[32052] ['2/9', '3/5', '5/7', '2', '7'] -> ((5/7 + 7) * ((2 / 3/5) - 2/9))
[32053] ['7/9', '6/5', '3/2', '6', '7'] -> ((7 / (7/9 * (3/2 - 6/5))) - 6)
[32054] ['4/9', '4/7', '9/8', '5', '7'] -> (7 * ((5 / 9/8) - (4/9 + 4/7)))
[32055] ['4/5', '1', '9/8', '3', '9/2'] -> (3 * (9/8 + ((1 + 9/2) / 4/5)))
[32056] ['3/4', '9/7', '3/2', '8', '9'] -> ((8 + (9 / 3/2)) / (3/4 / 9/7))
[32057] ['3/7', '9/8', '4/3', '7', '9'] -> (9/8 * (9 + (7 * (3/7 + 4/3))))
[32058] ['3/8', '6/7', '3/2', '7', '7'] -> ((7 + 7) / (3/8 / (3/2 - 6/7)))
[32059] ['7/6', '4/3', '9/5', '2', '9'] -> (9 * ((7/6 * 4/3) + (2 / 9/5)))
[32060] ['3/4', '9/7', '8/5', '8', '9'] -> ((9 + (8 / 8/5)) / (3/4 / 9/7))
[32061] ['5/9', '4/7', '5/7', '4', '5'] -> (((5/7 + 4) + (5 / 5/9)) / 4/7)
[32062] ['4/5', '1', '8/7', '7/6', '3'] -> ((3 / 7/6) / ((1 / 4/5) - 8/7))
[32063] ['1', '6/5', '9/4', '8/3', '8'] -> (1 + (9/4 * (8 + (8/3 / 6/5))))
[32064] ['3/7', '9/8', '7/5', '7', '9'] -> (9 / (7/5 * (3/7 - (9/8 / 7))))
[32065] ['3/8', '6/7', '8/5', '7', '7'] -> ((6/7 * 7) * ((7 / 8/5) - 3/8))
[32066] ['3/4', '9/7', '5/3', '8', '9'] -> (9 / ((3/4 / 9/7) - (5/3 / 8)))
[32067] ['1', '6/5', '7/3', '7/3', '8'] -> (6/5 * ((7/3 * 8) - (1 - 7/3)))
[32068] ['3/7', '9/8', '8/5', '7', '9'] -> ((7 / (3/7 / 9/8)) + (9 / 8/5))
[32069] ['4/9', '4/7', '5/4', '5', '7'] -> ((5 / 4/9) + (7 * (4/7 + 5/4)))
[32070] ['2/9', '1/3', '5/4', '7', '8'] -> ((8 / (2/9 / 5/4)) - (7 / 1/3))
[32071] ['7/9', '6/5', '8/3', '6', '7'] -> (6 * (7 - (7/9 + (8/3 / 6/5))))
[32072] ['5/9', '4/7', '4/5', '4', '5'] -> ((4 + (4/5 / 4/7)) * (5 - 5/9))
[32073] ['2/9', '7/6', '8/5', '5', '5'] -> (((5 / 2/9) - 5) / (7/6 / 8/5))
[32074] ['4/5', '1', '8/7', '7/5', '3'] -> ((8/7 * 7/5) * (3 / (1 - 4/5)))
[32075] ['5/9', '4/7', '5/6', '4', '5'] -> ((5/6 + 5) * (4 / (5/9 / 4/7)))
[32076] ['5/7', '9/5', '2', '7/2', '8'] -> ((2 * (8 + (7/2 / 5/7))) - 9/5)
[32077] ['3/7', '9/8', '9/5', '7', '9'] -> (9/8 * ((7 / 3/7) + (9 / 9/5)))
[32078] ['7/6', '7/5', '2', '7/2', '9'] -> ((2 * 9) * ((7/2 / 7/5) - 7/6))
[32079] ['7/9', '5/4', '5/4', '6', '7'] -> ((6 * (5/4 + 5/4)) + (7 / 7/9))
[32080] ['2/9', '1/3', '7/4', '7', '8'] -> ((8 / 2/9) - (7 / (1/3 * 7/4)))
[32081] ['3/8', '6/7', '9/4', '7', '7'] -> (7 * ((6/7 * (7 - 3/8)) - 9/4))
[32082] ['1', '5/4', '5/4', '7/4', '8'] -> ((5/4 * 8) * (1 + (7/4 / 5/4)))
[32083] ['3/4', '9/7', '9/2', '8', '9'] -> (8 * (9/7 + (9 / (3/4 + 9/2))))
[32084] ['5/9', '4/7', '8/9', '4', '5'] -> (4 * ((8/9 / 4/7) - (5/9 - 5)))
[32085] ['7/9', '5/4', '9/7', '6', '7'] -> ((6 * 7) / (7/9 + (5/4 / 9/7)))
[32086] ['3/7', '9/8', '5/2', '7', '9'] -> (9 / (7 * (9/8 - (3/7 * 5/2))))
[32087] ['3/7', '8/9', '8/9', '2', '6'] -> (((2 * 6) / (3/7 / 8/9)) - 8/9)
[32088] ['2/9', '7/6', '9/4', '5', '5'] -> (5 * ((7/6 / 2/9) - (9/4 / 5)))
[32089] ['4/5', '1', '8/7', '5/3', '3'] -> ((3 / 5/3) / ((1 / 8/7) - 4/5))
[32090] ['1', '5/4', '5/4', '9/4', '8'] -> (9/4 / ((5/4 - 1) - (5/4 / 8)))
[32091] ['7/9', '5/4', '4/3', '6', '7'] -> ((6 - (4/3 / 7/9)) / (5/4 / 7))
[32092] ['3/7', '8/9', '9/8', '2', '6'] -> (((2 * 6) / (3/7 * 9/8)) - 8/9)
[32093] ['3/8', '6/7', '7/2', '7', '7'] -> ((7 - (7/2 - 7)) / (3/8 / 6/7))
[32094] ['1/2', '4/7', '3/5', '2', '3'] -> (3/5 * ((3 / (4/7 - 1/2)) - 2))
[32095] ['2/9', '7/6', '5/2', '5', '5'] -> (((7/6 * 5) - (5/2 / 5)) / 2/9)
[32096] ['2/9', '3/8', '2/5', '7', '8'] -> ((7 / 2/9) - (8 * (3/8 / 2/5)))
[32097] ['2/9', '3/5', '5/4', '2', '7'] -> ((7 / (2/9 * 5/4)) - (3/5 * 2))
[32098] ['1', '5/4', '5/4', '7/3', '8'] -> (8 / (7/3 - (1 + (5/4 / 5/4))))
[32099] ['4/9', '4/7', '7/4', '5', '7'] -> ((7/4 + 5) * ((4/7 * 7) - 4/9))
[32100] ['5/7', '2', '9/4', '5/2', '8'] -> ((2 * (9/4 + 8)) + (5/2 / 5/7))
[32101] ['5/9', '4/7', '8/7', '4', '5'] -> ((5 * (4 + (4/7 / 5/9))) - 8/7)
[32102] ['3/7', '8/9', '7/6', '2', '6'] -> ((2 + 6) / ((8/9 / 7/6) - 3/7))
[32103] ['1/2', '4/7', '5/8', '2', '3'] -> ((2 * 3) / ((1/2 / 4/7) - 5/8))
[32104] ['3/8', '6/7', '9/2', '7', '7'] -> ((9/2 / 3/8) + (6/7 * (7 + 7)))
[32105] ['2/9', '7/6', '8/3', '5', '5'] -> ((8/3 / (2/9 / 7/6)) + (5 + 5))
[32106] ['5/9', '4/7', '7/6', '4', '5'] -> ((7/6 * 4) * (5 / (5/9 / 4/7)))
[32107] ['4/9', '4/7', '5/2', '5', '7'] -> ((5/2 - 4/7) * (7 + (4/9 + 5)))
[32108] ['3/8', '7/8', '8/9', '7', '7'] -> (3/8 / ((7 / 7) - (7/8 / 8/9)))
[32109] ['2/9', '3/5', '7/5', '2', '7'] -> (((7 - 7/5) / 2/9) - (3/5 * 2))
[32110] ['2/9', '7/6', '7/2', '5', '5'] -> (((5 + 5) - (7/6 + 7/2)) / 2/9)
[32111] ['1/2', '4/7', '7/9', '2', '3'] -> (4/7 / ((2 / 3) - (1/2 / 7/9)))
[32112] ['3/4', '7/5', '5/3', '8', '9'] -> ((3/4 * 8) * ((9 / 5/3) - 7/5))
[32113] ['5/9', '4/7', '6/5', '4', '5'] -> ((4/7 * 5) * (6/5 + (4 / 5/9)))
[32114] ['7/6', '5/3', '2', '9/4', '9'] -> ((5/3 * 9) / ((7/6 * 9/4) - 2))
[32115] ['3/7', '8/9', '5/4', '2', '6'] -> (6 * ((2 / (3/7 * 8/9)) - 5/4))
[32116] ['3/7', '3/4', '9/7', '2', '9'] -> ((3/7 + 9/7) * (2 + (9 / 3/4)))
[32117] ['2/9', '3/8', '4/7', '7', '8'] -> ((8 / (2/9 * 3/8)) / (4/7 * 7))
[32118] ['7/9', '5/4', '9/2', '6', '7'] -> (7 / (7/9 * (6 - (5/4 * 9/2))))
[32119] ['5/9', '4/7', '5/4', '4', '5'] -> (5/4 + ((4 + (5 / 5/9)) / 4/7))
[32120] ['4/9', '4/7', '7/2', '5', '7'] -> ((7/2 * (7 + (4/7 / 4/9))) - 5)
[32121] ['7/6', '7/4', '9/5', '2', '9'] -> (9/5 * ((2 * (9 - 7/4)) - 7/6))
[32122] ['2/9', '6/5', '5/4', '5', '5'] -> ((6/5 * 5) + (5 / (2/9 * 5/4)))
[32123] ['5/7', '2', '7/3', '9/2', '8'] -> (9/2 + (7/3 * (8 + (5/7 / 2))))
[32124] ['2/9', '3/8', '5/8', '7', '8'] -> ((7 - (5/8 * 8)) / (2/9 * 3/8))
[32125] ['5/9', '4/7', '4/3', '4', '5'] -> (((4/3 + 5) + (4 / 4/7)) / 5/9)
[32126] ['3/8', '7/8', '4/3', '7', '7'] -> ((7 + (7 / (3/8 * 4/3))) / 7/8)
[32127] ['1/2', '4/7', '9/8', '2', '3'] -> ((2 * 3) / (9/8 - (1/2 / 4/7)))
[32128] ['1', '5/4', '9/7', '5/3', '8'] -> ((9/7 * 8) * (1 + (5/3 / 5/4)))
[32129] ['2/9', '3/8', '5/7', '7', '8'] -> (((7 / (3/8 / 5/7)) - 8) / 2/9)
[32130] ['3/4', '7/5', '5/2', '8', '9'] -> (((5/2 * (7/5 + 9)) - 8) / 3/4)
[32131] ['3/7', '8/9', '3/2', '2', '6'] -> (6 * (8/9 + (2 / (3/7 * 3/2))))
[32132] ['4/9', '3/5', '5/8', '5', '7'] -> (((7 / 3/5) - 5) / (4/9 * 5/8))
[32133] ['3/7', '3/4', '8/5', '2', '9'] -> ((2 / 8/5) + ((3/4 + 9) / 3/7))
[32134] ['2/9', '3/5', '2', '8/3', '7'] -> (((7 + (2 / 2/9)) / 3/5) - 8/3)
[32135] ['1/2', '4/7', '6/5', '2', '3'] -> (4/7 / (1/2 - (2 / (6/5 + 3))))
[32136] ['1', '5/4', '9/7', '9/5', '8'] -> ((5/4 * 8) * (1 + (9/5 / 9/7)))
[32137] ['4/9', '3/5', '2/3', '5', '7'] -> (((3/5 * 5) + (2/3 + 7)) / 4/9)
[32138] ['1/2', '4/7', '5/4', '2', '3'] -> (3 / ((1/2 / 4/7) + (5/4 - 2)))
[32139] ['3/7', '7/6', '5/4', '7', '9'] -> ((3/7 + (5/4 / 7/6)) * (7 + 9))
[32140] ['3/8', '7/8', '5/3', '7', '7'] -> ((7 + (7 / 7/8)) / (3/8 * 5/3))
[32141] ['1', '5/4', '9/7', '7/3', '8'] -> (7/3 * ((5/4 * 8) - (1 - 9/7)))
[32142] ['3/4', '7/5', '7/2', '8', '9'] -> (9 + ((3/4 / 7/5) * (7/2 * 8)))
[32143] ['5/7', '2', '7/2', '9/2', '8'] -> ((7/2 * (5/7 + 8)) - (2 + 9/2))
[32144] ['2/9', '3/8', '7/8', '7', '8'] -> ((7 / 2/9) - (8 + (3/8 - 7/8)))
[32145] ['1/2', '4/7', '7/5', '2', '3'] -> (4/7 / (1/2 - (2 / (7/5 * 3))))
[32146] ['7/9', '9/7', '7/2', '6', '7'] -> (9/7 * ((6 * (7/9 + 7/2)) - 7))
[32147] ['5/7', '2', '9/2', '9/2', '8'] -> ((2 + 9/2) + ((9/2 + 8) / 5/7))
[32148] ['4/9', '3/5', '4/5', '5', '7'] -> (((5 + 7) - (4/5 / 3/5)) / 4/9)
[32149] ['3/8', '8/9', '8/9', '7', '7'] -> ((7 / 3/8) - (8/9 - (8/9 * 7)))
[32150] ['3/7', '7/6', '8/5', '7', '9'] -> (8/5 * ((9 / 3/7) - (7 / 7/6)))
[32151] ['3/4', '3/4', '4/5', '2', '8'] -> (3/4 * ((2 / (4/5 - 3/4)) - 8))
[32152] ['2/9', '6/5', '9/4', '5', '5'] -> ((5 + 5) / (9/4 * (2/9 / 6/5)))
[32153] ['2/9', '6/5', '7/3', '5', '5'] -> ((5 * (5 + (2/9 * 6/5))) - 7/3)
[32154] ['3/8', '8/9', '9/8', '7', '7'] -> ((7 / 9/8) - (8/9 - (7 / 3/8)))
[32155] ['3/7', '8/9', '2', '5/2', '6'] -> (2 / ((5/2 / (3/7 * 6)) - 8/9))
[32156] ['3/4', '3/4', '8/7', '2', '8'] -> ((2 + (3/4 + 3/4)) * (8 - 8/7))
[32157] ['7/9', '4/3', '8/5', '6', '7'] -> ((7 - (4/3 - 6)) / (7/9 / 8/5))
[32158] ['2/9', '6/5', '5/2', '5', '5'] -> (6/5 * ((5/2 - 5) + (5 / 2/9)))
[32159] ['4/5', '1', '7/6', '3', '7/2'] -> (4/5 / ((3 / (7/2 - 1)) - 7/6))
[32160] ['5/9', '4/7', '7/3', '4', '5'] -> ((4 - (4/7 * 7/3)) / (5/9 / 5))
[32161] ['1/2', '4/7', '2', '5/2', '3'] -> (3 / (((2 - 1/2) / 4/7) - 5/2))
[32162] ['3/4', '3/4', '7/5', '2', '8'] -> ((7/5 + (3/4 / 3/4)) * (2 + 8))
[32163] ['2/9', '5/8', '6/7', '2', '7'] -> (((6/7 * 7) + (2 / 2/9)) / 5/8)
[32164] ['2/9', '3/8', '7/5', '7', '8'] -> (((7 / (3/8 * 7/5)) - 8) / 2/9)
[32165] ['3/7', '7/6', '8/3', '7', '9'] -> (((8/3 + 9) + (7 / 3/7)) / 7/6)
[32166] ['4/5', '1', '6/5', '6/5', '3'] -> ((6/5 + (6/5 * 3)) / (1 - 4/5))
[32167] ['3/7', '9/8', '9/8', '2', '6'] -> ((9/8 + 9/8) * (6 + (2 / 3/7)))
[32168] ['5/9', '4/7', '5/2', '4', '5'] -> ((5 / 5/9) / ((5/2 / 4/7) - 4))
[32169] ['2/9', '3/8', '8/5', '7', '8'] -> ((7 - (8 / 8/5)) / (2/9 * 3/8))
[32170] ['3/7', '9/8', '7/6', '2', '6'] -> (6 / ((9/8 / (3/7 * 7/6)) - 2))
[32171] ['4/9', '3/5', '8/7', '5', '7'] -> ((5 / (3/5 - 4/9)) - (8/7 + 7))
[32172] ['2/9', '3/8', '9/5', '7', '8'] -> ((7 - (8 * (3/8 / 9/5))) / 2/9)
[32173] ['7/9', '7/5', '3/2', '6', '7'] -> ((7 / (7/5 - (7/9 * 3/2))) - 6)
[32174] ['2/9', '5/8', '7/6', '2', '7'] -> (((2 / 2/9) + (7 / 7/6)) / 5/8)
[32175] ['4/5', '1', '6/5', '7/4', '3'] -> (3 / (1 - (7/4 / (4/5 + 6/5))))
[32176] ['5/9', '4/7', '4', '9/2', '5'] -> ((9/2 * ((4 / 4/7) - 5/9)) - 5)
[32177] ['2/9', '5/8', '6/5', '2', '7'] -> ((7 / (2 * (2/9 * 5/8))) - 6/5)
[32178] ['1/2', '3/5', '5/6', '2', '3'] -> ((3 / (1/2 * 3/5)) / (5/6 / 2))
[32179] ['3/7', '6/5', '3/2', '7', '9'] -> (3/2 + ((3/7 / 6/5) * (7 * 9)))
[32180] ['3/4', '7/9', '6/5', '2', '8'] -> (8 * (7/9 + (2 / (3/4 * 6/5))))
[32181] ['1/2', '3/5', '6/7', '2', '3'] -> (6/7 * ((3 / (3/5 - 1/2)) - 2))
[32182] ['3/7', '7/9', '7/4', '2', '9'] -> (7/4 * (((2 + 9) / 7/9) - 3/7))
[32183] ['3/7', '9/8', '4/3', '2', '6'] -> ((9/8 * 4/3) * (2 + (6 / 3/7)))
[32184] ['2/9', '5/4', '7/4', '5', '5'] -> ((7/4 - (5/4 / 5)) + (5 / 2/9))
[32185] ['5/9', '3/5', '5/7', '4', '5'] -> ((5/7 * 4) * ((5 / 5/9) - 3/5))
[32186] ['3/7', '9/8', '7/5', '2', '6'] -> ((3/7 + 7/5) * (9/8 + (2 * 6)))
[32187] ['7/9', '7/5', '7/3', '6', '7'] -> ((7 + (7/5 * (7/3 + 6))) / 7/9)
[32188] ['7/9', '7/9', '7/9', '8', '9'] -> (8 + (9 * (7/9 + (7/9 / 7/9))))
[32189] ['3/4', '7/9', '7/5', '2', '8'] -> ((7/5 / (3/4 * 7/9)) * (2 + 8))
[32190] ['3/8', '8/9', '7/4', '7', '7'] -> ((7 + 7) / (7/4 * (3/8 * 8/9)))
[32191] ['7/9', '7/9', '4/5', '8', '9'] -> ((8 / 4/5) + (9 * (7/9 + 7/9)))
[32192] ['3/7', '4/5', '4/5', '2', '9'] -> ((2 + (4/5 / 4/5)) + (9 / 3/7))
[32193] ['2/9', '5/4', '9/4', '5', '5'] -> ((5 / 2/9) + (5 - (5/4 + 9/4)))
[32194] ['3/7', '9/8', '7/4', '2', '6'] -> ((2 * ((6 / 3/7) - 9/8)) - 7/4)
[32195] ['6/5', '9/7', '2', '5/2', '9'] -> ((2 - (6/5 / 9/7)) * (5/2 * 9))
[32196] ['7/9', '7/5', '7/2', '6', '7'] -> ((6 / (7/5 / 7/2)) + (7 / 7/9))
[32197] ['4/9', '3/5', '3/2', '5', '7'] -> (3/2 + ((7 + (3/5 * 5)) / 4/9))
[32198] ['2/9', '5/8', '8/5', '2', '7'] -> (((7 + (2 / 2/9)) / 5/8) - 8/5)
[32199] ['4/5', '1', '5/4', '7/5', '3'] -> ((3 / (4/5 * (7/5 - 5/4))) - 1)
[32200] ['1/2', '3/5', '7/6', '2', '3'] -> (((3 / (3/5 - 1/2)) - 2) / 7/6)
[32201] ['3/4', '7/9', '9/5', '2', '8'] -> (2 + ((3/4 + 7/9) * (9/5 * 8)))
[32202] ['5/9', '3/5', '9/7', '4', '5'] -> ((9/7 * 4) * (5 - (5/9 * 3/5)))
[32203] ['7/9', '7/9', '6/7', '8', '9'] -> ((8 + ((7/9 + 9) / 7/9)) / 6/7)
[32204] ['3/8', '8/9', '9/4', '7', '7'] -> ((3/8 + (9/4 * 7)) + (7 / 8/9))
[32205] ['4/9', '3/5', '7/4', '5', '7'] -> ((5 / (4/9 * 3/5)) - (7/4 - 7))
[32206] ['3/7', '4/5', '8/9', '2', '9'] -> ((9 / (3/7 * 4/5)) - (2 / 8/9))
[32207] ['2/9', '5/8', '9/5', '2', '7'] -> ((2 + (9/5 * (2/9 + 7))) / 5/8)
[32208] ['5/9', '3/5', '8/5', '4', '5'] -> ((3/5 + (5 / 5/9)) / (8/5 / 4))
[32209] ['3/7', '9/8', '2', '8/3', '6'] -> (9/8 * (8/3 + ((2 + 6) / 3/7)))
[32210] ['4/9', '3/5', '9/5', '5', '7'] -> (((5 + 7) / 4/9) - (9/5 / 3/5))
[32211] ['3/7', '4/5', '9/8', '2', '9'] -> ((9 / (3/7 * 4/5)) - (9/8 * 2))
[32212] ['1/2', '3/5', '5/3', '2', '3'] -> ((3/5 + 3) * (2 / (1/2 / 5/3)))
[32213] ['3/7', '9/8', '2', '7/2', '6'] -> (3/7 / (((6 - 2) / 7/2) - 9/8))
[32214] ['1', '5/4', '9/2', '9/2', '8'] -> ((9/2 * 9/2) / (1 - (5/4 / 8)))
[32215] ['2/9', '9/7', '9/7', '5', '5'] -> ((5 * 5) - (9/7 - (2/9 * 9/7)))
[32216] ['7/9', '3/2', '9/5', '6', '7'] -> ((7 / (7/9 * (9/5 - 3/2))) - 6)
[32217] ['1', '9/7', '9/7', '9/7', '8'] -> (8 * (1 + ((9/7 + 9/7) / 9/7)))
[32218] ['5/9', '3/5', '7/2', '4', '5'] -> (4 / (7/2 - (3/5 * (5/9 + 5))))
[32219] ['3/4', '4/5', '8/9', '2', '8'] -> (2 * (3/4 + (8 / (4/5 * 8/9))))
[32220] ['7/9', '3/2', '9/4', '6', '7'] -> ((3/2 + (9/4 * 6)) + (7 / 7/9))
[32221] ['2/9', '2/5', '5/7', '7', '8'] -> ((2/5 * (5/7 + 7)) * (8 - 2/9))
[32222] ['3/7', '8/7', '7/5', '2', '6'] -> (7/5 * ((8/7 + 2) + (6 / 3/7)))
[32223] ['3/7', '5/4', '5/3', '7', '9'] -> ((7 / 3/7) + (9 - (5/3 / 5/4)))
[32224] ['7/9', '3/2', '5/2', '6', '7'] -> ((5/2 - (3/2 / 7/9)) * (6 * 7))
[32225] ['3/7', '4/5', '5/4', '2', '9'] -> ((2 + (4/5 * 5/4)) + (9 / 3/7))
[32226] ['3/4', '4/5', '7/6', '2', '8'] -> (8 / (3/4 - (7/6 / (4/5 + 2))))
[32227] ['6/5', '3/2', '2', '8/3', '9'] -> (3/2 * (2 + (6/5 * (8/3 + 9))))
[32228] ['3/7', '8/7', '8/5', '2', '6'] -> ((3/7 * 6) / ((2 / 8/5) - 8/7))
[32229] ['3/8', '9/8', '5/4', '7', '7'] -> ((3/8 + 7) + (7 * (9/8 + 5/4)))
[32230] ['7/9', '8/5', '8/5', '6', '7'] -> ((8/5 * 6) + (7 / (7/9 / 8/5)))
[32231] ['3/7', '5/4', '7/3', '7', '9'] -> ((3/7 + (9 / 7/3)) / (5/4 / 7))
[32232] ['1', '9/7', '9/7', '9/5', '8'] -> (8 * ((1 + 9/7) + (9/7 / 9/5)))
[32233] ['7/9', '7/9', '9/4', '8', '9'] -> (8 * ((9 / 9/4) - (7/9 / 7/9)))
[32234] ['1/2', '5/8', '8/9', '2', '3'] -> (3 / (2 * (5/8 - (1/2 / 8/9))))
[32235] ['4/9', '5/8', '2/3', '5', '7'] -> ((2/3 + 7) / (4/9 - (5/8 / 5)))
[32236] ['3/8', '9/8', '7/5', '7', '7'] -> (7 * ((3/8 * 7) + (9/8 / 7/5)))
[32237] ['3/7', '5/4', '5/2', '7', '9'] -> ((9 + (3/7 * 7)) / (5/4 / 5/2))
[32238] ['5/9', '5/8', '6/7', '4', '5'] -> ((4 + (5 / (5/8 * 6/7))) / 5/9)
[32239] ['1/2', '5/8', '8/7', '2', '3'] -> (3 / ((1/2 / 8/7) - (5/8 / 2)))
[32240] ['2/9', '9/7', '5/3', '5', '5'] -> ((5 + (5 / 9/7)) / (2/9 * 5/3))
[32241] ['3/7', '7/6', '6/5', '2', '6'] -> ((7/6 * (3/7 + 6)) * (6/5 + 2))
[32242] ['1/2', '5/8', '9/7', '2', '3'] -> (9/7 / (5/8 - (2 / (1/2 + 3))))
[32243] ['4/5', '1', '9/7', '8/5', '3'] -> ((8/5 / 3) / (4/5 - (1 / 9/7)))
[32244] ['3/4', '5/6', '6/7', '2', '8'] -> ((6/7 * 8) * (5/6 + (2 / 3/4)))
[32245] ['3/7', '4/5', '2', '9/4', '9'] -> (9 / ((9/4 / (4/5 + 2)) - 3/7))
[32246] ['3/7', '7/6', '4/3', '2', '6'] -> ((6 + (2 / 7/6)) / (3/7 / 4/3))
[32247] ['2/9', '5/7', '5/7', '2', '7'] -> ((5/7 + 7) / (5/7 / (2/9 + 2)))
[32248] ['3/7', '5/4', '9/2', '7', '9'] -> (9 / (((5/4 * 9/2) / 7) - 3/7))
[32249] ['4/5', '1', '9/7', '7/4', '3'] -> (7/4 * ((3 / (1 - 4/5)) - 9/7))
[32250] ['1/2', '5/8', '9/5', '2', '3'] -> (3 / ((5/8 * 9/5) - (1/2 * 2)))
[32251] ['3/7', '7/6', '7/5', '2', '6'] -> ((3/7 + 6) * (7/5 + (7/6 * 2)))
[32252] ['2/9', '2/5', '9/8', '7', '8'] -> ((7 + 8) / (9/8 * (2/9 / 2/5)))
[32253] ['2/9', '5/7', '3/4', '2', '7'] -> ((3/4 * 2) + (7 / (2/9 / 5/7)))
[32254] ['4/9', '5/8', '5/6', '5', '7'] -> (((5 + 7) - (5/6 / 5/8)) / 4/9)
[32255] ['1', '9/7', '4/3', '4/3', '8'] -> ((9/7 * (4/3 + 4/3)) * (8 - 1))
[32256] ['7/9', '4/5', '6/7', '8', '9'] -> (9 + (8 / (6/7 * (7/9 * 4/5))))
[32257] ['5/9', '5/8', '9/7', '4', '5'] -> (((5 / (9/7 / 4)) - 5/9) / 5/8)
[32258] ['7/9', '8/5', '7/2', '6', '7'] -> ((8/5 * 6) * (7 - (7/2 / 7/9)))
[32259] ['3/7', '4/5', '2', '7/2', '9'] -> ((3/7 * 7/2) + (9 / (4/5 / 2)))
[32260] ['3/4', '6/7', '6/5', '2', '8'] -> ((6/7 * (3/4 + 8)) * (6/5 + 2))
[32261] ['5/9', '5/8', '7/5', '4', '5'] -> ((7/5 + 4) * (5 * (5/9 / 5/8)))
