[53707] ['1/3', '9/7', '3/2', '3', '3'] -> ((3 + (3 / 9/7)) / (1/3 / 3/2))
[59183] ['2/9', '4/9', '7/4', '2', '2'] -> ((7/4 + 2) + (2 / (2/9 * 4/9)))
[59184] ['7/9', '5/4', '9/7', '5', '5'] -> ((5 + (7/9 * 9/7)) / (5/4 / 5))
[59185] ['1/5', '2/3', '9/7', '5', '8'] -> ((9/7 * 5) * (8 * (2/3 - 1/5)))
[59186] ['1/9', '4/7', '5/8', '7', '7'] -> ((1/9 + 7) * ((4/7 * 7) - 5/8))
[59187] ['2/7', '6/7', '1', '8/5', '2'] -> (6/7 / ((2/7 + 1) - (2 / 8/5)))
[59188] ['8/7', '9/4', '7/2', '7', '7'] -> (7 + (8/7 * (7 + (9/4 * 7/2))))
[59189] ['2/7', '5/9', '7/4', '9', '9'] -> (7/4 * ((5/9 * 9) - (2/7 - 9)))
[59190] ['2/5', '1', '9/5', '7/3', '7'] -> ((9/5 - (1 / 7/3)) / (2/5 / 7))
[59191] ['2/7', '6/7', '1', '5/3', '2'] -> (2 / ((1 / (6/7 - 2/7)) - 5/3))
[59192] ['8/7', '9/4', '9/2', '7', '7'] -> (8/7 * (7 + (7 / (9/4 / 9/2))))
[59193] ['5/6', '9/8', '8/3', '4', '7'] -> ((5/6 + (9/8 * 4)) + (8/3 * 7))
[59194] ['5/9', '7/6', '5/4', '4', '8'] -> (8 / (5/9 - (7/6 / (5/4 + 4))))
[59195] ['2/9', '4/9', '2', '2', '7/3'] -> ((2 / 4/9) + ((2 + 7/3) / 2/9))
[59196] ['1/9', '4/7', '3/4', '7', '7'] -> ((4/7 * 3/4) * ((7 / 1/9) - 7))
[59197] ['1', '9/7', '5/3', '9/5', '5'] -> ((9/7 * (1 + 9/5)) * (5/3 + 5))
[59198] ['4/7', '3/4', '1', '6/5', '6'] -> ((6 / (1 - (4/7 / 3/4))) - 6/5)
[59199] ['2/7', '3/8', '3/5', '6', '6'] -> (((6 / 2/7) - 6) / (3/8 / 3/5))
[59200] ['2/7', '6/7', '1', '2', '7/3'] -> (1 / ((7/3 / (2/7 + 6/7)) - 2))
[59201] ['2/5', '1', '9/4', '9/4', '7'] -> (((9/4 * 7) / (1 - 2/5)) - 9/4)
[59202] ['5/6', '8/7', '8/7', '4', '7'] -> ((4 + (7 * (8/7 + 8/7))) / 5/6)
[59203] ['1/5', '5/7', '3/4', '5', '8'] -> ((((5 + 8) / 5/7) - 1/5) / 3/4)
[59204] ['7/9', '5/4', '5/3', '5', '5'] -> (((5 * 5) - 5/3) / (7/9 * 5/4))
[59205] ['2/5', '1', '9/4', '7/3', '7'] -> (9/4 * (((7 - 7/3) / 2/5) - 1))
[59206] ['1/3', '3/5', '7/8', '1', '9'] -> ((9 / (1/3 * 3/5)) / (7/8 + 1))
[59207] ['5/9', '7/6', '7/5', '4', '8'] -> ((8 * (7/5 + (7/6 / 5/9))) - 4)
[59208] ['2/9', '4/9', '2', '2', '9/2'] -> ((2 * 9/2) * (2 + (2/9 + 4/9)))
[59209] ['2/7', '5/9', '8/3', '9', '9'] -> (((9 + (8/3 / 2/7)) / 5/9) - 9)
[59210] ['7/9', '5/4', '7/4', '5', '5'] -> ((5/4 - (7/4 / 7/9)) + (5 * 5))
[59211] ['5/6', '8/7', '5/4', '4', '7'] -> ((8/7 + 4) * (7 * (5/6 / 5/4)))
[59212] ['4/7', '3/4', '1', '5/3', '6'] -> (6 * (5/3 + (1 / (4/7 * 3/4))))
[59213] ['8/7', '8/3', '9/2', '7', '7'] -> ((8/7 - (8/3 / 7)) * (9/2 * 7))
[59214] ['7/9', '5/4', '9/5', '5', '5'] -> ((5 - 5/4) * (5 + (7/9 * 9/5)))
[59215] ['4/7', '3/4', '1', '9/5', '6'] -> ((1 + 9/5) * (4/7 + (6 / 3/4)))
[59216] ['2/5', '1', '9/4', '9/2', '7'] -> (((7 - (1 - 9/2)) / 2/5) - 9/4)
[59217] ['8/7', '9/2', '9/2', '7', '7'] -> ((9/2 + 9/2) + (7 + (8/7 * 7)))
[59218] ['2/7', '3/8', '7/9', '6', '6'] -> ((2/7 + (6 / 3/8)) + (6 / 7/9))
[59219] ['1/5', '5/7', '5/6', '5', '8'] -> ((5/6 + 5) * (8 * (5/7 - 1/5)))
[59220] ['1', '9/7', '5/3', '9/2', '5'] -> ((9/2 * (5/3 + (5 / 9/7))) - 1)
[59221] ['1/9', '4/7', '9/8', '7', '7'] -> ((7 - (4/7 * 7)) / (1/9 * 9/8))
[59222] ['2/7', '3/8', '4/5', '6', '6'] -> ((6 / (2/7 * 4/5)) - (3/8 * 6))
[59223] ['1/5', '9/8', '2', '5/2', '5'] -> ((5 * (1/5 + 5/2)) / (9/8 / 2))
[59224] ['5/6', '8/7', '9/4', '4', '7'] -> (9/4 * (4 + (7 * (5/6 * 8/7))))
[59225] ['1/9', '4/7', '8/7', '7', '7'] -> ((8/7 / 1/9) / ((7 / 7) - 4/7))
[59226] ['1/3', '3/5', '1', '7/4', '9'] -> (((9 / 3/5) - 1) / (1/3 * 7/4))
[59227] ['1/5', '5/7', '8/9', '5', '8'] -> (8/9 * ((5 / (1/5 * 5/7)) - 8))
[59228] ['5/9', '6/5', '9/7', '4', '8'] -> ((8 + (4 / 9/7)) / (5/9 / 6/5))
[59229] ['4/7', '7/9', '7/9', '1', '6'] -> ((7/9 + 1) * (6 / (4/7 * 7/9)))
[59230] ['1/5', '5/7', '9/8', '5', '8'] -> (((5 / (1/5 * 5/7)) - 8) / 9/8)
[59231] ['5/6', '8/7', '7/2', '4', '7'] -> ((8/7 * 7) / ((5/6 + 7/2) - 4))
[59232] ['2/9', '1/2', '6/7', '2', '2'] -> (2 / ((2 / 6/7) - (1/2 / 2/9)))
[59233] ['7/6', '7/6', '4/3', '7', '7'] -> ((7 * 7) / (7/6 + (7/6 / 4/3)))
[59234] ['1', '9/7', '7/4', '7/3', '5'] -> ((9/7 * 7/4) * ((7/3 * 5) - 1))
[59235] ['2/5', '1', '5/2', '8/3', '7'] -> (8/3 * ((2/5 * 5/2) + (1 + 7)))
[59236] ['1/5', '8/7', '8/7', '2', '5'] -> ((5 / 1/5) - (2 - (8/7 / 8/7)))
[59237] ['7/6', '7/6', '7/5', '7', '7'] -> ((7 / (7/5 - 7/6)) - (7 / 7/6))
[59238] ['5/9', '6/5', '7/4', '4', '8'] -> ((4 / 5/9) + (8 * (6/5 * 7/4)))
[59239] ['2/7', '4/7', '8/9', '9', '9'] -> (8/9 * (9 + (9 / (2/7 / 4/7))))
[59240] ['2/5', '1', '5/2', '7/2', '7'] -> ((5/2 / ((7/2 / 7) - 2/5)) - 1)
[59241] ['1/5', '5/7', '5/4', '5', '8'] -> ((5/7 * 8) * (1/5 + (5 / 5/4)))
[59242] ['1', '9/7', '7/4', '7/2', '5'] -> (7/2 * ((1 / 7/4) + (9/7 + 5)))
[59243] ['1/9', '4/7', '9/7', '7', '7'] -> (4/7 * ((7 / (1/9 * 9/7)) - 7))
[59244] ['2/7', '7/8', '1', '5/3', '2'] -> ((1 / 7/8) / (2 - (2/7 + 5/3)))
[59245] ['7/6', '7/6', '8/5', '7', '7'] -> (8/5 * ((7/6 / 7/6) + (7 + 7)))
[59246] ['5/9', '6/5', '9/5', '4', '8'] -> ((6/5 * 4) * (5/9 + (8 / 9/5)))
[59247] ['2/7', '3/8', '5/4', '6', '6'] -> ((6 / (2/7 / 5/4)) - (3/8 * 6))
[59248] ['7/9', '9/7', '7/5', '5', '5'] -> ((7/5 + (7/9 * 9/7)) * (5 + 5))
[59249] ['2/5', '1', '5/2', '9/2', '7'] -> ((1 + 9/2) + (5/2 * (2/5 + 7)))
[59250] ['1/9', '4/7', '7/5', '7', '7'] -> (7 + (7/5 * (7 + (4/7 / 1/9))))
[59251] ['2/5', '1', '8/3', '7/2', '7'] -> ((1 + 7) / (2/5 * (7/2 - 8/3)))
[59252] ['2/7', '4/7', '8/5', '9', '9'] -> ((9 + 9) / (4/7 + (2/7 / 8/5)))
[59253] ['5/6', '6/5', '8/5', '4', '7'] -> ((6/5 + (7 / 5/6)) / (8/5 / 4))
[59254] ['4/7', '7/9', '1', '8/7', '6'] -> ((4/7 * 6) / ((1 / 7/9) - 8/7))
[59255] ['5/9', '5/4', '7/5', '4', '8'] -> ((8 / (5/9 * 4)) / (7/5 - 5/4))
[59256] ['1/5', '5/7', '8/5', '5', '8'] -> (8 * (8/5 + (5 * (1/5 / 5/7))))
[59257] ['2/9', '1/2', '8/5', '2', '2'] -> (2 / (2/9 - (1/2 / (8/5 + 2))))
[59258] ['2/7', '3/8', '5/3', '6', '6'] -> (((6 / 2/7) - 6) / (3/8 * 5/3))
[59259] ['2/7', '7/8', '1', '2', '5/2'] -> ((1 + (2 * 5/2)) / (2/7 * 7/8))
[59260] ['1/5', '5/7', '5/3', '5', '8'] -> (5 + (5/3 * (1/5 + (8 / 5/7))))
[59261] ['2/9', '1/2', '7/4', '2', '2'] -> ((2 / 2/9) / ((7/4 / 2) - 1/2))
[59262] ['2/9', '7/6', '7/6', '4', '9'] -> (((7/6 * 9) - (7/6 + 4)) / 2/9)
[59263] ['2/7', '4/7', '9/5', '9', '9'] -> (((9 / 9/5) - (2/7 - 9)) / 4/7)
[59264] ['2/7', '7/8', '1', '2', '8/3'] -> (8/3 * (1 + (2 / (2/7 * 7/8))))
[59265] ['4/7', '7/9', '1', '9/7', '6'] -> ((7/9 + 1) * (6 / (4/7 / 9/7)))
[59266] ['1/5', '8/7', '5/3', '2', '5'] -> ((2 + 5) / (5/3 * (1/5 / 8/7)))
[59267] ['2/9', '1/2', '9/5', '2', '2'] -> (2 / (2/9 - ((1/2 / 9/5) / 2)))
[59268] ['7/9', '9/7', '9/5', '5', '5'] -> ((7/9 * (9/7 + 9/5)) * (5 + 5))
[59269] ['5/6', '6/5', '4', '9/2', '7'] -> ((4 * 9/2) + (7 - (5/6 * 6/5)))
[59270] ['1/9', '4/7', '9/4', '7', '7'] -> ((7 / (1/9 * 9/4)) - (4/7 * 7))
[59271] ['3/7', '3/7', '4/9', '1', '7'] -> (3/7 * ((1 / (4/9 - 3/7)) - 7))
[59272] ['5/9', '5/4', '7/2', '4', '8'] -> ((5/9 * 4) * (8 + (7/2 / 5/4)))
[59273] ['2/7', '3/8', '7/3', '6', '6'] -> (7/3 * ((2/7 - 6) + (6 / 3/8)))
[59274] ['1/3', '5/7', '7/9', '1', '9'] -> (9 * (1 + (7/9 / (1/3 / 5/7))))
[59275] ['5/6', '5/4', '5/4', '4', '7'] -> ((7 / ((5/4 / 5/6) - 5/4)) - 4)
[59276] ['1/9', '4/7', '5/2', '7', '7'] -> ((7 / 1/9) / (7 - (5/2 / 4/7)))
[59277] ['1', '9/7', '9/4', '9/4', '5'] -> ((1 + 5) * (9/4 + (9/4 / 9/7)))
[59278] ['1/3', '5/7', '5/6', '1', '9'] -> ((5/7 / 5/6) * (1 + (9 / 1/3)))
[59279] ['5/6', '5/4', '9/7', '4', '7'] -> ((9/7 * 4) * (7 * (5/6 / 5/4)))
[59280] ['5/9', '9/7', '7/5', '4', '8'] -> (8 * (4 - (7/5 * (5/9 * 9/7))))
[59281] ['3/7', '3/7', '5/9', '1', '7'] -> (((1 / 3/7) - 3/7) / (5/9 / 7))
[59282] ['2/9', '1/2', '2', '2', '9/2'] -> ((2 + (9/2 * (2/9 + 2))) / 1/2)
[59283] ['2/9', '7/6', '9/5', '4', '9'] -> (4 / (9/5 * (2/9 - (7/6 / 9))))
[59284] ['7/9', '9/7', '5/2', '5', '5'] -> ((5/2 * (5 + 5)) - (7/9 * 9/7))
[59285] ['1/5', '8/7', '2', '5/2', '5'] -> ((5 - (2 / 5/2)) / (1/5 / 8/7))
[59286] ['3/7', '3/7', '4/7', '1', '7'] -> ((3/7 / (4/7 - 3/7)) * (1 + 7))
[59287] ['5/9', '9/7', '3/2', '4', '8'] -> ((4 + (8 / (9/7 / 3/2))) / 5/9)
[59288] ['4/7', '7/9', '1', '5/3', '6'] -> (6 * (4/7 + ((1 + 5/3) / 7/9)))
[59289] ['2/7', '8/9', '1', '7/6', '2'] -> ((7/6 * (2/7 + 2)) / (1 - 8/9))
[59290] ['1', '9/7', '9/4', '5/2', '5'] -> (((5/2 + 5) / (9/7 - 1)) - 9/4)
[59291] ['5/6', '5/4', '9/4', '4', '7'] -> ((7 + (9/4 * 4)) / (5/6 / 5/4))
[59292] ['1/9', '4/7', '9/2', '7', '7'] -> (((7 + 7) / 4/7) - (1/9 * 9/2))
[59293] ['7/6', '6/5', '8/5', '7', '7'] -> (7 * (((7 - 8/5) / 7/6) - 6/5))
[59294] ['1/5', '3/4', '6/7', '5', '8'] -> ((5 / (1/5 * 3/4)) - (8 / 6/7))
[59295] ['3/7', '3/7', '5/8', '1', '7'] -> ((7 + (3/7 - 1)) / (3/7 * 5/8))
[59296] ['2/7', '2/5', '2/5', '6', '6'] -> ((6 - 2/5) * (6 * (2/7 / 2/5)))
[59297] ['5/9', '9/7', '7/4', '4', '8'] -> (8 * ((5/9 * 9/7) + (4 / 7/4)))
[59298] ['1/9', '3/5', '5/8', '7', '7'] -> ((7 / (1/9 * 3/5)) / (5/8 * 7))
[59299] ['2/7', '8/9', '1', '5/4', '2'] -> (2 / ((5/4 / (2/7 + 1)) - 8/9))
[59300] ['7/9', '4/3', '3/2', '5', '5'] -> (4/3 / ((7/9 * (3/2 + 5)) - 5))
[59301] ['3/7', '3/7', '4/5', '1', '7'] -> ((1 + ((3/7 + 7) / 4/5)) / 3/7)
[59302] ['5/9', '9/7', '9/4', '4', '8'] -> ((9/7 * 8) * (5/9 + (4 / 9/4)))
[59303] ['2/9', '6/5', '7/4', '4', '9'] -> ((4 / (2/9 / 7/4)) - (9 / 6/5))
[59304] ['1/9', '3/5', '5/7', '7', '7'] -> ((3/5 * 5/7) * ((7 / 1/9) - 7))
[59305] ['7/6', '6/5', '7/3', '7', '7'] -> ((7 + (7/3 * 7)) / (7/6 / 6/5))
[59306] ['7/9', '4/3', '8/5', '5', '5'] -> ((5 + (4/3 * 5)) / (7/9 / 8/5))
[59307] ['5/6', '9/7', '8/5', '4', '7'] -> ((9/7 * 7) * (4 - (5/6 * 8/5)))
[59308] ['4/7', '7/9', '1', '7/3', '6'] -> (6 / (4/7 - (1 / (7/9 + 7/3))))
[59309] ['1', '9/7', '7/3', '7/3', '5'] -> ((9/7 * (7/3 + 7/3)) * (5 - 1))
[59310] ['5/9', '9/7', '7/3', '4', '8'] -> (8 / (9/7 - (4 * (5/9 / 7/3))))
[59311] ['2/9', '6/5', '9/4', '4', '9'] -> ((2/9 + (4 / 6/5)) * (9 - 9/4))
[59312] ['5/6', '9/7', '5/3', '4', '7'] -> ((5/6 * 4) + (7 * (9/7 + 5/3)))
[59313] ['1/5', '7/6', '7/5', '2', '5'] -> ((5 - (7/5 - 2)) / (1/5 * 7/6))
[59314] ['1/5', '3/4', '3/2', '5', '8'] -> (8 * ((1/5 * 5) + (3/2 / 3/4)))
[59315] ['1/3', '5/7', '1', '9/5', '9'] -> ((1 + (9 / (5/7 * 9/5))) / 1/3)
[59316] ['2/9', '6/5', '7/3', '4', '9'] -> ((4 - 7/3) * (9 + (6/5 / 2/9)))
[59317] ['3/7', '3/7', '8/9', '1', '7'] -> (7 * ((3/7 / (1 - 8/9)) - 3/7))
[59318] ['4/7', '7/9', '1', '7/2', '6'] -> ((7/2 * ((6 / 7/9) - 4/7)) - 1)
[59319] ['5/6', '9/7', '7/4', '4', '7'] -> (7 / (4 - (7/4 * (5/6 + 9/7))))
[59320] ['7/9', '4/3', '5/2', '5', '5'] -> ((4/3 * 5) / (7/9 - (5/2 / 5)))
[59321] ['7/6', '6/5', '9/2', '7', '7'] -> (6/5 * ((7 / (7/6 / 9/2)) - 7))
[59322] ['2/7', '3/5', '7/8', '9', '9'] -> (((9 / 3/5) - 9) / (2/7 * 7/8))
[59323] ['3/7', '3/7', '1', '9/8', '7'] -> (7 / ((9/8 / 3/7) - (1 / 3/7)))
[59324] ['2/9', '6/5', '8/3', '4', '9'] -> ((8/3 + 4) * (9 - (6/5 / 2/9)))
[59325] ['5/6', '9/7', '7/3', '4', '7'] -> ((7 * (9/7 * 4)) / (7/3 - 5/6))
[59326] ['2/9', '6/5', '7/2', '4', '9'] -> ((6/5 + (2/9 * 9)) * (7/2 + 4))
[59327] ['7/9', '4/3', '9/2', '5', '5'] -> ((4/3 * 5) / ((7/9 + 9/2) - 5))
[59328] ['1/3', '3/4', '6/7', '1', '9'] -> ((1/3 * 9) / (1 - (3/4 / 6/7)))
[59329] ['7/6', '5/4', '4/3', '7', '7'] -> (((7 / 4/3) - 5/4) / (7/6 / 7))
[59330] ['1/5', '7/6', '2', '5/2', '5'] -> ((2 / 5/2) / ((7/6 / 5) - 1/5))
[59331] ['1', '9/7', '5/2', '7/2', '5'] -> ((5 * (9/7 * 7/2)) - (1 - 5/2))
[59332] ['2/9', '5/9', '8/7', '2', '2'] -> (2 / ((5/9 / 2) - (2/9 / 8/7)))
[59333] ['5/6', '9/7', '5/2', '4', '7'] -> (4 * ((9/7 * 7) - (5/2 / 5/6)))
[59334] ['1', '9/7', '5/2', '9/2', '5'] -> ((5/2 + (9/2 / 9/7)) * (5 - 1))
[59335] ['4/7', '4/5', '7/8', '1', '6'] -> (6 / (7/8 * (1 - (4/7 / 4/5))))
[59336] ['2/9', '5/9', '5/4', '2', '2'] -> (2 / ((2/9 - 5/4) + (5/9 * 2)))
[59337] ['1/5', '7/9', '7/9', '5', '8'] -> (8 / (5 - (7/9 + (7/9 / 1/5))))
[59338] ['2/7', '3/5', '8/7', '9', '9'] -> (((9 / 3/5) - 9) / (2/7 / 8/7))
[59339] ['1/3', '3/4', '1', '6/5', '9'] -> ((9 / 3/4) / ((1 / 6/5) - 1/3))
[59340] ['5/9', '7/5', '7/5', '4', '8'] -> ((5/9 * 4) * (8 + (7/5 + 7/5)))
[59341] ['2/7', '2/5', '4/5', '6', '6'] -> ((6 / 2/7) + (6 * (2/5 / 4/5)))
[59342] ['1/9', '3/5', '8/9', '7', '7'] -> ((7 + (7 / 3/5)) / (8/9 - 1/9))
[59343] ['1', '9/7', '8/3', '8/3', '5'] -> (9/7 * (8/3 + (8/3 * (1 + 5))))
[59344] ['7/9', '7/5', '8/5', '5', '5'] -> (5 * ((8/5 + 5) - (7/5 / 7/9)))
[59345] ['5/9', '7/5', '3/2', '4', '8'] -> ((4 / 5/9) + (8 * (7/5 * 3/2)))
[59346] ['1/3', '3/4', '1', '9/7', '9'] -> (((9 / 9/7) - 1) / (1/3 * 3/4))
[59347] ['3/7', '3/7', '1', '8/5', '7'] -> ((7 + (3/7 - 1)) / (3/7 / 8/5))
[59348] ['1', '9/7', '8/3', '7/2', '5'] -> (8/3 / ((5 / (9/7 * 7/2)) - 1))
[59349] ['2/9', '5/4', '8/5', '4', '9'] -> (4 + (9 * (2/9 + (5/4 * 8/5))))
[59350] ['2/7', '8/9', '1', '2', '7/3'] -> ((2 + (2/7 * 7/3)) / (1 - 8/9))
[59351] ['5/6', '7/5', '7/5', '4', '7'] -> (7/5 / ((7 * (5/6 / 4)) - 7/5))
[59352] ['1', '9/7', '8/3', '9/2', '5'] -> ((9/2 * (1 + 9/7)) * (5 - 8/3))
[59353] ['1', '9/7', '7/2', '7/2', '5'] -> ((5 * (1 + (9/7 * 7/2))) - 7/2)
[59354] ['3/7', '3/7', '1', '9/5', '7'] -> ((9/5 * 7) * ((1 / 3/7) - 3/7))
[59355] ['1/5', '7/9', '8/7', '5', '8'] -> (8 / (7/9 * (1/5 + (8/7 / 5))))
[59356] ['2/9', '5/4', '9/4', '4', '9'] -> (4 / (((5/4 + 9/4) / 9) - 2/9))
[59357] ['7/9', '7/5', '5/2', '5', '5'] -> ((5/2 + 5) * (5 - (7/5 / 7/9)))
[59358] ['4/7', '4/5', '1', '5/4', '6'] -> ((6 / (4/5 - 4/7)) - (1 + 5/4))
[59359] ['5/6', '7/5', '7/4', '4', '7'] -> (5/6 * ((7/5 / 7/4) + (4 * 7)))
[59360] ['1', '9/7', '9/2', '9/2', '5'] -> ((5 * (1 + 9/2)) - (9/2 / 9/7))
[59361] ['1/5', '7/9', '6/5', '5', '8'] -> (8 / (5 - (6/5 / (1/5 / 7/9))))
[59362] ['7/6', '9/7', '4/3', '7', '7'] -> (7 + (7 * (9/7 + (4/3 / 7/6))))
[59363] ['2/9', '5/4', '7/2', '4', '9'] -> (4 * (7/2 + (9 * (2/9 * 5/4))))
[59364] ['5/9', '7/5', '5/2', '4', '8'] -> ((8 * (7/5 + 5/2)) - (4 / 5/9))
[59365] ['7/9', '7/5', '8/3', '5', '5'] -> ((5 + (7/5 - 8/3)) / (7/9 / 5))
[59366] ['2/7', '3/5', '7/5', '9', '9'] -> (((9 + (3/5 / 7/5)) / 2/7) - 9)
[59367] ['1/3', '7/9', '1', '8/5', '9'] -> ((7/9 * 9) / ((1 / 8/5) - 1/3))
[59368] ['2/7', '2/5', '7/6', '6', '6'] -> (((6 / (2/5 * 7/6)) - 6) / 2/7)
[59369] ['7/6', '9/7', '7/5', '7', '7'] -> (7/5 / ((7 / (7 - 9/7)) - 7/6))
[59370] ['7/9', '7/5', '7/2', '5', '5'] -> ((7/2 - 7/5) * (5 + (5 / 7/9)))
[59371] ['1/9', '3/5', '9/7', '7', '7'] -> (((7 / 3/5) - (9/7 * 7)) / 1/9)
[59372] ['5/6', '7/5', '9/4', '4', '7'] -> (7 / (5/6 * (4 - (7/5 + 9/4))))
[59373] ['2/7', '2/5', '5/4', '6', '6'] -> ((6 / 2/7) + (6 * (2/5 * 5/4)))
[59374] ['2/9', '5/9', '2', '2', '9/2'] -> (9/2 * (2/9 + (2 * (5/9 + 2))))
[59375] ['5/6', '7/5', '7/3', '4', '7'] -> ((4 * 7) / (7/3 - (5/6 * 7/5)))
[59376] ['1/5', '9/7', '9/7', '2', '5'] -> ((5 / 1/5) - (2 - (9/7 / 9/7)))
[59377] ['2/7', '1', '9/8', '6/5', '2'] -> (2 / (2/7 * (9/8 - (1 / 6/5))))
[59378] ['5/9', '3/2', '7/4', '4', '8'] -> ((4 + (8 / (3/2 / 7/4))) / 5/9)
[59379] ['1/5', '7/9', '4/3', '5', '8'] -> ((4/3 + (1/5 * 5)) / (7/9 / 8))
[59380] ['1/9', '3/5', '7/5', '7', '7'] -> ((3/5 / 7/5) * ((7 / 1/9) - 7))
[59381] ['7/6', '9/7', '7/4', '7', '7'] -> ((7 + (9/7 * 7)) / (7/6 / 7/4))
[59382] ['3/7', '4/9', '1/2', '1', '7'] -> ((3/7 * 7) / ((1/2 / 4/9) - 1))
[59383] ['2/9', '9/7', '3/2', '4', '9'] -> ((9 / (3/2 - 9/7)) - (4 / 2/9))
[59384] ['1', '4/3', '7/5', '7/5', '5'] -> ((7/5 + (1 / 5)) / (7/5 - 4/3))
[59385] ['4/7', '4/5', '1', '9/5', '6'] -> (6 * ((1 / 4/7) + (9/5 / 4/5)))
[59386] ['7/9', '3/2', '7/4', '5', '5'] -> (3/2 + ((5 + 5) / (7/9 / 7/4)))
[59387] ['2/7', '2/5', '5/3', '6', '6'] -> (5/3 * (6 + (6 / (2/7 / 2/5))))
[59388] ['1', '4/3', '7/5', '3/2', '5'] -> ((4/3 * 3/2) * (5 * (1 + 7/5)))
[59389] ['1/5', '9/7', '3/2', '2', '5'] -> (9/7 * (2 + (5 / (1/5 * 3/2))))
[59390] ['5/9', '8/5', '8/5', '4', '8'] -> (5/9 * ((8 * (8/5 + 4)) - 8/5))
[59391] ['4/7', '4/5', '1', '7/3', '6'] -> ((1 + (4/7 / 4/5)) * (7/3 * 6))
[59392] ['7/9', '3/2', '9/5', '5', '5'] -> ((3/2 * 9/5) * (5 + (7/9 * 5)))
[59393] ['2/7', '3/5', '5/2', '9', '9'] -> ((9 / 2/7) - (9 - (3/5 * 5/2)))
[59394] ['1/3', '4/5', '1', '9/8', '9'] -> ((1/3 * 9) / ((1 / 4/5) - 9/8))
[59395] ['5/9', '8/5', '7/3', '4', '8'] -> (((8 / (5/9 / 4)) - 8/5) / 7/3)
[59396] ['1', '4/3', '7/5', '7/3', '5'] -> (1 + (5 * (4/3 + (7/5 * 7/3))))
[59397] ['2/7', '2/5', '5/2', '6', '6'] -> ((6 - 2/5) * (6 * (2/7 * 5/2)))
[59398] ['4/7', '4/5', '1', '7/2', '6'] -> ((7/2 * (4/7 + 4/5)) * (6 - 1))
[59399] ['2/9', '4/7', '3/4', '2', '2'] -> (((2 + (2 / 4/7)) / 2/9) - 3/4)
[59400] ['2/9', '9/7', '9/5', '4', '9'] -> ((2/9 + (4 / 9/7)) * (9 - 9/5))
[59401] ['1/5', '7/9', '9/4', '5', '8'] -> (8 / (7/9 - (5 * (1/5 / 9/4))))
[59402] ['3/7', '4/9', '2/3', '1', '7'] -> ((2/3 + (7 * (3/7 + 1))) / 4/9)
[59403] ['7/9', '3/2', '5/2', '5', '5'] -> (3/2 + ((5 + (5/2 * 5)) / 7/9))
[59404] ['1/5', '9/7', '9/5', '2', '5'] -> (2 * (5 + (9/5 / (1/5 * 9/7))))
[59405] ['5/9', '8/5', '7/2', '4', '8'] -> ((4 + (8/5 * 7/2)) + (8 / 5/9))
[59406] ['2/7', '1', '9/8', '5/3', '2'] -> (1 / (((2 - 5/3) / 2/7) - 9/8))
[59407] ['2/9', '9/7', '9/4', '4', '9'] -> (((9 / (9/4 - 9/7)) - 4) / 2/9)
[59408] ['7/9', '3/2', '7/2', '5', '5'] -> (5 * ((3/2 / 5) + (7/2 / 7/9)))
[59409] ['7/6', '4/3', '9/5', '7', '7'] -> (9/5 * (4/3 + ((7 + 7) / 7/6)))
[59410] ['2/7', '5/8', '2/3', '9', '9'] -> (((9 / 2/7) - 9) / (5/8 / 2/3))
[59411] ['2/7', '3/7', '5/9', '6', '6'] -> (6 * ((2/7 / 3/7) + (5/9 * 6)))
[59412] ['2/9', '4/7', '5/6', '2', '2'] -> (((2 / 4/7) - 5/6) / (2/9 / 2))
[59413] ['1/3', '4/5', '1', '3/2', '9'] -> (9 / (1 - (3/2 * (1/3 / 4/5))))
[59414] ['3/7', '4/9', '5/6', '1', '7'] -> ((7 + (1 / 3/7)) / (5/6 - 4/9))
[59415] ['2/9', '9/7', '8/3', '4', '9'] -> ((9/7 * 4) * (8/3 + (2/9 * 9)))
[59416] ['1/5', '7/9', '9/2', '5', '8'] -> ((7/9 + (5 / 1/5)) - (8 / 9/2))
[59417] ['1/5', '9/7', '2', '8/3', '5'] -> (8/3 / ((2 / (9/7 * 5)) - 1/5))
[59418] ['7/6', '4/3', '9/2', '7', '7'] -> ((4/3 * 7) / ((7 / 9/2) - 7/6))
[59419] ['1/9', '5/8', '2/3', '7', '7'] -> ((2/3 + (7 / 7)) / (1/9 * 5/8))
[59420] ['1', '4/3', '8/5', '5/2', '5'] -> (5/2 * (8/5 + (4/3 * (1 + 5))))
[59421] ['2/7', '5/8', '7/9', '9', '9'] -> (9 / (2/7 + ((5/8 / 7/9) / 9)))
[59422] ['1/5', '9/7', '2', '7/2', '5'] -> (((1/5 + 9/7) * (7/2 * 5)) - 2)
[59423] ['5/6', '9/5', '7/3', '4', '7'] -> (4 * ((9/5 + 7) - (7/3 / 5/6)))
[59424] ['3/7', '4/9', '7/8', '1', '7'] -> ((7 + (1 / 3/7)) / (4/9 * 7/8))
[59425] ['7/6', '7/5', '7/5', '7', '7'] -> ((7 - 7/5) * (7 / (7/6 * 7/5)))
[59426] ['7/9', '8/5', '9/5', '5', '5'] -> (5 * ((7/9 * 9/5) - (8/5 - 5)))
[59427] ['1', '4/3', '8/5', '7/2', '5'] -> (8/5 / (1 - ((4/3 * 7/2) / 5)))
