[913612] ['1/7', '1/8', '2/9', '7/6', '9/2'] -> ((2/9 / ((1/7 * 7/6) - 1/8)) * 9/2)
[980508] ['1/7', '3/5', '3/5', '4/3', '8/7'] -> ((8/7 / 1/7) / (4/3 - (3/5 / 3/5)))
[980532] ['1/7', '3/5', '3/5', '4/5', '7/8'] -> (((3/5 / (4/5 - 3/5)) / 1/7) / 7/8)
[980536] ['1/7', '3/5', '3/5', '4/5', '8/7'] -> (((3/5 * 8/7) / 1/7) / (4/5 - 3/5))
[980546] ['1/7', '3/5', '3/5', '4/7', '5/3'] -> ((3/5 + (1/7 / 5/3)) / (3/5 - 4/7))
[980563] ['1/7', '3/5', '3/5', '4/7', '8/7'] -> (((1/7 + 8/7) - 3/5) / (3/5 - 4/7))
[980590] ['1/7', '3/5', '3/5', '4/9', '8/9'] -> (((3/5 / (3/5 - 4/9)) / 1/7) * 8/9)
[980595] ['1/7', '3/5', '3/5', '4/9', '9/8'] -> (((3/5 / (3/5 - 4/9)) / 1/7) / 9/8)
[980610] ['1/7', '3/5', '3/5', '5/2', '7/8'] -> ((((3/5 + 3/5) * 5/2) / 1/7) / 7/8)
[980612] ['1/7', '3/5', '3/5', '5/2', '8/3'] -> ((((3/5 / 1/7) - 3/5) * 5/2) * 8/3)
[980614] ['1/7', '3/5', '3/5', '5/2', '8/7'] -> ((((3/5 + 3/5) * 5/2) / 1/7) * 8/7)
[980635] ['1/7', '3/5', '3/5', '5/3', '7/9'] -> ((((3/5 / 3/5) + 5/3) / 1/7) / 7/9)
[980637] ['1/7', '3/5', '3/5', '5/3', '8/5'] -> ((8/5 / 1/7) / ((5/3 - 3/5) - 3/5))
[980640] ['1/7', '3/5', '3/5', '5/3', '9/2'] -> ((((3/5 / 1/7) / 3/5) - 5/3) * 9/2)
[980641] ['1/7', '3/5', '3/5', '5/3', '9/4'] -> (((5/3 / 1/7) - (3/5 / 3/5)) * 9/4)
[980643] ['1/7', '3/5', '3/5', '5/3', '9/7'] -> ((((3/5 / 3/5) + 5/3) / 1/7) * 9/7)
[980651] ['1/7', '3/5', '3/5', '5/4', '6/7'] -> ((6/7 / 1/7) / (5/4 - (3/5 / 3/5)))
[980700] ['1/7', '3/5', '3/5', '5/7', '7/8'] -> ((3/5 / ((1/7 + 3/5) - 5/7)) / 7/8)
[980729] ['1/7', '3/5', '3/5', '5/8', '9/7'] -> ((9/7 / 1/7) / ((3/5 / 3/5) - 5/8))
[980757] ['1/7', '3/5', '3/5', '6/5', '7/8'] -> ((((3/5 + 6/5) / 1/7) / 3/5) / 7/8)
[980759] ['1/7', '3/5', '3/5', '6/5', '8/3'] -> ((((3/5 / 1/7) + 6/5) / 3/5) * 8/3)
[980760] ['1/7', '3/5', '3/5', '6/5', '8/5'] -> (((3/5 + (6/5 / 1/7)) / 3/5) * 8/5)
[980761] ['1/7', '3/5', '3/5', '6/5', '8/7'] -> ((((3/5 + 6/5) / 1/7) / 3/5) * 8/7)
[980765] ['1/7', '3/5', '3/5', '6/5', '9/5'] -> ((((9/5 / 1/7) - 3/5) * 6/5) / 3/5)
[980767] ['1/7', '3/5', '3/5', '6/5', '9/8'] -> (((3/5 + 6/5) / 1/7) / (9/8 - 3/5))
[980774] ['1/7', '3/5', '3/5', '6/7', '7/8'] -> ((3/5 + (6/7 / 1/7)) / (7/8 - 3/5))
[980776] ['1/7', '3/5', '3/5', '6/7', '8/3'] -> ((((6/7 / 1/7) - 3/5) / 3/5) * 8/3)
[980782] ['1/7', '3/5', '3/5', '6/7', '9/5'] -> ((((3/5 + 9/5) / 1/7) * 6/7) / 3/5)
[980790] ['1/7', '3/5', '3/5', '7/2', '7/8'] -> ((3/5 / ((3/5 / 7/2) - 1/7)) / 7/8)
[980793] ['1/7', '3/5', '3/5', '7/2', '8/5'] -> (8/5 / ((1/7 / 3/5) - (3/5 / 7/2)))
[980794] ['1/7', '3/5', '3/5', '7/2', '8/7'] -> ((3/5 * 8/7) / ((3/5 / 7/2) - 1/7))
[980798] ['1/7', '3/5', '3/5', '7/2', '9/5'] -> ((3/5 + 9/5) / (3/5 - (1/7 * 7/2)))
[980852] ['1/7', '3/5', '3/5', '7/6', '9/5'] -> ((3/5 + 9/5) / ((1/7 * 3/5) * 7/6))
[980857] ['1/7', '3/5', '3/5', '7/8', '8/3'] -> (((3/5 + (3/5 / 7/8)) / 1/7) * 8/3)
[980869] ['1/7', '3/5', '3/5', '7/9', '8/7'] -> (8/7 / (3/5 - (3/5 * (1/7 + 7/9))))
[980877] ['1/7', '3/5', '3/5', '8/3', '8/5'] -> ((((3/5 + 3/5) * 8/3) / 1/7) + 8/5)
[980906] ['1/7', '3/5', '3/5', '9/2', '9/2'] -> (((3/5 * 9/2) / 1/7) + (3/5 + 9/2))
[980907] ['1/7', '3/5', '3/5', '9/2', '9/4'] -> (((9/2 / (3/5 + 3/5)) / 1/7) - 9/4)
[980918] ['1/7', '3/5', '3/5', '9/7', '9/7'] -> ((((3/5 * 9/7) + 9/7) / 1/7) / 3/5)
[980932] ['1/7', '3/5', '3/7', '3/7', '5/8'] -> ((3/7 / ((3/5 - 1/7) - 3/7)) / 5/8)
[980945] ['1/7', '3/5', '3/7', '3/7', '8/7'] -> (8/7 / (((3/7 - 1/7) / 3/5) - 3/7))
[980954] ['1/7', '3/5', '3/7', '3/8', '4/5'] -> ((((3/5 + 3/7) / 1/7) / 3/8) / 4/5)
[980957] ['1/7', '3/5', '3/7', '3/8', '5/2'] -> (((3/5 + (3/7 / 1/7)) / 3/8) * 5/2)
[980958] ['1/7', '3/5', '3/7', '3/8', '5/3'] -> ((3/5 / (3/8 - (1/7 / 3/7))) * 5/3)
[980959] ['1/7', '3/5', '3/7', '3/8', '5/4'] -> ((((3/5 + 3/7) / 1/7) / 3/8) * 5/4)
[980961] ['1/7', '3/5', '3/7', '3/8', '5/7'] -> ((3/5 / ((3/7 * 3/8) - 1/7)) * 5/7)
[980986] ['1/7', '3/5', '3/7', '4/3', '5/2'] -> ((((3/5 + 3/7) * 4/3) / 1/7) * 5/2)
[980993] ['1/7', '3/5', '3/7', '4/3', '6/5'] -> (6/5 / (((3/5 * 3/7) / 4/3) - 1/7))
[981002] ['1/7', '3/5', '3/7', '4/3', '8/3'] -> (8/3 / (3/7 - ((1/7 * 4/3) / 3/5)))
[981003] ['1/7', '3/5', '3/7', '4/3', '8/5'] -> (8/5 / ((3/5 * 3/7) - (1/7 * 4/3)))
[981011] ['1/7', '3/5', '3/7', '4/5', '4/5'] -> (4/5 / ((1/7 / (3/5 - 3/7)) - 4/5))
[981019] ['1/7', '3/5', '3/7', '4/5', '5/8'] -> (((3/7 / (4/5 - 3/5)) / 1/7) / 5/8)
[981022] ['1/7', '3/5', '3/7', '4/5', '6/7'] -> ((4/5 / ((3/5 - 1/7) - 3/7)) * 6/7)
[981027] ['1/7', '3/5', '3/7', '4/5', '7/6'] -> ((4/5 / ((3/5 - 1/7) - 3/7)) / 7/6)
[981031] ['1/7', '3/5', '3/7', '4/5', '8/5'] -> (((3/7 / (4/5 - 3/5)) / 1/7) * 8/5)
[981057] ['1/7', '3/5', '3/7', '4/7', '8/3'] -> ((((3/7 / 3/5) + 4/7) / 1/7) * 8/3)
[981072] ['1/7', '3/5', '3/7', '4/9', '5/8'] -> (((1/7 / (4/9 - 3/7)) / 3/5) / 5/8)
[981083] ['1/7', '3/5', '3/7', '4/9', '8/3'] -> (8/3 / (((1/7 / 3/5) / 3/7) - 4/9))
[981085] ['1/7', '3/5', '3/7', '4/9', '8/7'] -> (8/7 / ((1/7 / 3/5) - (3/7 * 4/9)))
[981106] ['1/7', '3/5', '3/7', '5/2', '7/8'] -> ((3/5 / ((3/7 / 5/2) - 1/7)) / 7/8)
[981108] ['1/7', '3/5', '3/7', '5/2', '8/3'] -> (((3/5 + (3/7 / 1/7)) * 5/2) * 8/3)
[981109] ['1/7', '3/5', '3/7', '5/2', '8/5'] -> (8/5 / ((1/7 / 3/5) - (3/7 / 5/2)))
[981110] ['1/7', '3/5', '3/7', '5/2', '8/7'] -> ((3/5 / ((3/7 / 5/2) - 1/7)) * 8/7)
[981134] ['1/7', '3/5', '3/7', '5/3', '8/7'] -> (8/7 / (((3/5 - 1/7) - 3/7) * 5/3))
[981147] ['1/7', '3/5', '3/7', '5/4', '6/7'] -> (6/7 / (((3/5 - 1/7) - 3/7) * 5/4))
[981155] ['1/7', '3/5', '3/7', '5/4', '8/3'] -> ((((3/5 + 3/7) * 5/4) / 1/7) * 8/3)
[981187] ['1/7', '3/5', '3/7', '5/7', '5/8'] -> ((3/7 / ((1/7 + 3/5) - 5/7)) / 5/8)
[981188] ['1/7', '3/5', '3/7', '5/7', '5/9'] -> ((((3/7 + 5/7) / 1/7) / 3/5) / 5/9)
[981199] ['1/7', '3/5', '3/7', '5/7', '8/5'] -> ((3/7 / ((1/7 + 3/5) - 5/7)) * 8/5)
[981200] ['1/7', '3/5', '3/7', '5/7', '8/7'] -> (8/7 / ((5/7 - (1/7 / 3/5)) - 3/7))
[981202] ['1/7', '3/5', '3/7', '5/7', '9/2'] -> ((((5/7 / 3/5) - 3/7) / 1/7) * 9/2)
[981203] ['1/7', '3/5', '3/7', '5/7', '9/4'] -> (((3/7 / (5/7 - 3/5)) / 1/7) - 9/4)
[981204] ['1/7', '3/5', '3/7', '5/7', '9/5'] -> ((((3/7 + 5/7) / 1/7) / 3/5) * 9/5)
[981208] ['1/7', '3/5', '3/7', '5/8', '5/9'] -> (((1/7 / (5/8 - 3/5)) / 3/7) / 5/9)
[981218] ['1/7', '3/5', '3/7', '5/8', '8/3'] -> (((3/5 + (3/7 / 5/8)) / 1/7) * 8/3)
[981219] ['1/7', '3/5', '3/7', '5/8', '8/5'] -> (8/5 / (3/5 - ((1/7 / 3/7) / 5/8)))
[981225] ['1/7', '3/5', '3/7', '5/8', '9/7'] -> (9/7 / ((1/7 + 5/8) - (3/7 / 3/5)))
[981241] ['1/7', '3/5', '3/7', '5/9', '9/2'] -> (((3/7 + (3/5 * 5/9)) / 1/7) * 9/2)
[981248] ['1/7', '3/5', '3/7', '6/5', '7/2'] -> (((6/5 / (3/5 - 3/7)) - 1/7) * 7/2)
[981250] ['1/7', '3/5', '3/7', '6/5', '7/4'] -> ((6/5 / ((3/5 - 1/7) - 3/7)) / 7/4)
[981253] ['1/7', '3/5', '3/7', '6/5', '7/8'] -> (((3/5 + (6/5 / 1/7)) / 3/7) / 7/8)
[981255] ['1/7', '3/5', '3/7', '6/5', '8/3'] -> ((((6/5 - 3/7) / 1/7) / 3/5) * 8/3)
[981289] ['1/7', '3/5', '3/7', '7/2', '8/5'] -> ((3/7 / ((3/5 / 7/2) - 1/7)) * 8/5)
[981311] ['1/7', '3/5', '3/7', '7/3', '9/8'] -> ((9/8 * ((3/7 / 3/5) + 7/3)) / 1/7)
[981329] ['1/7', '3/5', '3/7', '7/5', '7/9'] -> ((((7/5 / 3/7) - 3/5) / 1/7) / 7/9)
[981330] ['1/7', '3/5', '3/7', '7/5', '8/3'] -> (((1/7 + 7/5) / (3/5 - 3/7)) * 8/3)
[981334] ['1/7', '3/5', '3/7', '7/5', '9/2'] -> (((3/7 / 1/7) + (7/5 / 3/5)) * 9/2)
[981336] ['1/7', '3/5', '3/7', '7/5', '9/5'] -> ((((7/5 / 3/5) - 3/7) / 1/7) * 9/5)
[981337] ['1/7', '3/5', '3/7', '7/5', '9/7'] -> ((((7/5 / 3/7) - 3/5) / 1/7) * 9/7)
[981338] ['1/7', '3/5', '3/7', '7/5', '9/8'] -> ((9/8 * (3/7 + 7/5)) / (1/7 * 3/5))
[981343] ['1/7', '3/5', '3/7', '7/6', '8/5'] -> (8/5 / (((1/7 + 3/7) * 7/6) - 3/5))
[981359] ['1/7', '3/5', '3/7', '7/8', '9/5'] -> (9/5 / (1/7 * ((3/5 / 3/7) - 7/8)))
[981363] ['1/7', '3/5', '3/7', '7/9', '8/3'] -> (8/3 / ((7/9 - (1/7 / 3/5)) - 3/7))
[981369] ['1/7', '3/5', '3/7', '7/9', '9/5'] -> (9/5 / ((3/7 / (7/9 - 1/7)) - 3/5))
[981381] ['1/7', '3/5', '3/7', '8/5', '8/5'] -> (8/5 / (3/5 - ((1/7 * 8/5) / 3/7)))
[981386] ['1/7', '3/5', '3/7', '8/5', '9/5'] -> (9/5 / (3/5 * ((3/7 / 8/5) - 1/7)))
[981403] ['1/7', '3/5', '3/7', '9/2', '9/4'] -> (((9/2 / (3/7 - 1/7)) / 3/5) - 9/4)
[981430] ['1/7', '3/5', '3/8', '3/8', '6/7'] -> ((6/7 / 1/7) / ((3/8 / 3/5) - 3/8))
[981502] ['1/7', '3/5', '3/8', '4/5', '9/7'] -> (9/7 / (1/7 * ((3/5 / 4/5) - 3/8)))
[981504] ['1/7', '3/5', '3/8', '4/7', '4/7'] -> (4/7 / ((1/7 / 3/5) - (3/8 * 4/7)))
[981512] ['1/7', '3/5', '3/8', '4/7', '5/9'] -> (((1/7 / (3/5 - 4/7)) / 3/8) / 5/9)
[981529] ['1/7', '3/5', '3/8', '4/7', '9/7'] -> (9/7 / ((3/5 * (1/7 + 4/7)) - 3/8))
[981561] ['1/7', '3/5', '3/8', '5/2', '5/7'] -> ((3/5 / (3/8 - (1/7 * 5/2))) * 5/7)
[981565] ['1/7', '3/5', '3/8', '5/2', '6/7'] -> ((((3/5 * 5/2) / 1/7) / 3/8) * 6/7)
[981566] ['1/7', '3/5', '3/8', '5/2', '7/2'] -> ((3/5 / ((3/8 / 5/2) - 1/7)) / 7/2)
[981569] ['1/7', '3/5', '3/8', '5/2', '7/5'] -> ((3/5 / (3/8 - (1/7 * 5/2))) / 7/5)
[981570] ['1/7', '3/5', '3/8', '5/2', '7/6'] -> ((((3/5 * 5/2) / 1/7) / 3/8) / 7/6)
[981579] ['1/7', '3/5', '3/8', '5/2', '9/5'] -> (9/5 / (3/5 * ((3/8 / 1/7) - 5/2)))
[981611] ['1/7', '3/5', '3/8', '5/4', '6/5'] -> (6/5 / (1/7 * ((3/5 / 3/8) - 5/4)))
[981626] ['1/7', '3/5', '3/8', '5/4', '9/5'] -> (9/5 / ((1/7 * 3/5) * (5/4 - 3/8)))
[981627] ['1/7', '3/5', '3/8', '5/4', '9/7'] -> (9/7 / (1/7 * ((3/5 * 5/4) - 3/8)))
[981651] ['1/7', '3/5', '3/8', '5/7', '5/7'] -> (5/7 / ((3/8 * 5/7) - (1/7 / 3/5)))
[981664] ['1/7', '3/5', '3/8', '5/7', '8/5'] -> (8/5 / (3/5 - ((1/7 / 3/8) / 5/7)))
[981665] ['1/7', '3/5', '3/8', '5/7', '8/7'] -> (8/7 / ((3/5 * 5/7) - (1/7 / 3/8)))
[981669] ['1/7', '3/5', '3/8', '5/7', '9/5'] -> (9/5 / (3/5 * ((3/8 * 5/7) - 1/7)))
[981670] ['1/7', '3/5', '3/8', '5/7', '9/7'] -> (9/7 / ((1/7 + (3/8 / 3/5)) - 5/7))
[981674] ['1/7', '3/5', '3/8', '5/8', '6/5'] -> (6/5 / (1/7 * ((3/5 + 3/8) - 5/8)))
[981704] ['1/7', '3/5', '3/8', '5/9', '8/7'] -> (8/7 / ((1/7 / 3/8) - (3/5 * 5/9)))
[981709] ['1/7', '3/5', '3/8', '5/9', '9/7'] -> (9/7 / (((1/7 / 3/5) / 5/9) - 3/8))
[981716] ['1/7', '3/5', '3/8', '6/5', '7/5'] -> ((((3/5 + 6/5) / 1/7) / 3/8) / 7/5)
[981731] ['1/7', '3/5', '3/8', '6/7', '7/3'] -> (7/3 / (3/8 - ((1/7 / 3/5) / 6/7)))
[981744] ['1/7', '3/5', '3/8', '6/7', '9/7'] -> (9/7 / ((3/5 * (6/7 - 1/7)) - 3/8))
[981761] ['1/7', '3/5', '3/8', '7/2', '9/8'] -> (((3/8 / 3/5) + (7/2 / 1/7)) - 9/8)
[981783] ['1/7', '3/5', '3/8', '7/4', '8/5'] -> (8/5 / (((1/7 * 7/4) / 3/8) - 3/5))
[981793] ['1/7', '3/5', '3/8', '7/5', '7/8'] -> ((((3/5 / 3/8) + 7/5) / 1/7) / 7/8)
[981796] ['1/7', '3/5', '3/8', '7/5', '8/5'] -> (8/5 / (3/5 - ((1/7 * 7/5) / 3/8)))
[981801] ['1/7', '3/5', '3/8', '7/5', '9/5'] -> (9/5 / (3/5 * ((3/8 / 7/5) - 1/7)))
[981835] ['1/7', '3/5', '3/8', '7/9', '9/7'] -> (9/7 / ((3/8 * 7/9) - (1/7 / 3/5)))
[981868] ['1/7', '3/5', '3/8', '9/2', '9/4'] -> (((9/2 / (3/5 - 1/7)) / 3/8) - 9/4)
[981877] ['1/7', '3/5', '3/8', '9/5', '9/7'] -> (9/7 / (((1/7 * 9/5) / 3/5) - 3/8))
[981879] ['1/7', '3/5', '3/8', '9/7', '9/7'] -> (9/7 / ((3/8 / 9/7) - (1/7 / 3/5)))
[981892] ['1/7', '3/5', '4/3', '4/3', '5/9'] -> ((((4/3 / 1/7) - 4/3) / 3/5) / 5/9)
[981893] ['1/7', '3/5', '4/3', '4/3', '6/5'] -> ((4/3 + 4/3) * (3/5 + (6/5 / 1/7)))
[981905] ['1/7', '3/5', '4/3', '4/3', '8/9'] -> ((((4/3 / 3/5) + 4/3) / 1/7) - 8/9)
[981908] ['1/7', '3/5', '4/3', '4/3', '9/5'] -> ((((4/3 / 1/7) - 4/3) / 3/5) * 9/5)
[981921] ['1/7', '3/5', '4/3', '4/5', '6/5'] -> (6/5 / (1/7 * (4/5 - (3/5 / 4/3))))
[981933] ['1/7', '3/5', '4/3', '4/5', '8/9'] -> ((((4/3 + 4/5) / 1/7) / 3/5) - 8/9)
[981937] ['1/7', '3/5', '4/3', '4/5', '9/7'] -> ((9/7 * (4/3 + (4/5 / 3/5))) / 1/7)
[981941] ['1/7', '3/5', '4/3', '4/7', '5/2'] -> ((((3/5 * 4/3) + 4/7) / 1/7) * 5/2)
[981951] ['1/7', '3/5', '4/3', '4/7', '7/3'] -> (((4/3 / 1/7) + (4/7 / 3/5)) * 7/3)
[981958] ['1/7', '3/5', '4/3', '4/7', '8/5'] -> (8/5 / ((3/5 / (4/7 - 1/7)) - 4/3))
[981961] ['1/7', '3/5', '4/3', '4/7', '9/2'] -> ((((4/7 / 1/7) / 3/5) - 4/3) * 9/2)
[981990] ['1/7', '3/5', '4/3', '4/9', '9/7'] -> ((9/7 * ((4/3 / 3/5) + 4/9)) / 1/7)
[981995] ['1/7', '3/5', '4/3', '5/2', '5/6'] -> (((3/5 + (4/3 / 1/7)) * 5/2) - 5/6)
[982034] ['1/7', '3/5', '4/3', '5/3', '8/7'] -> (8/7 / (1/7 * (4/3 - (3/5 * 5/3))))
[982047] ['1/7', '3/5', '4/3', '5/4', '6/7'] -> (6/7 / (3/5 * ((1/7 + 5/4) - 4/3)))
[982056] ['1/7', '3/5', '4/3', '5/4', '8/5'] -> (8/5 / (1/7 * ((4/3 / 5/4) - 3/5)))
[982084] ['1/7', '3/5', '4/3', '5/6', '9/7'] -> ((9/7 * 4/3) / ((1/7 * 3/5) * 5/6))
[982121] ['1/7', '3/5', '4/3', '5/8', '8/9'] -> ((((4/3 / 1/7) / 3/5) / 5/8) - 8/9)
[982125] ['1/7', '3/5', '4/3', '5/8', '9/7'] -> (9/7 / (4/3 - ((1/7 + 5/8) / 3/5)))
[982129] ['1/7', '3/5', '4/3', '5/9', '6/7'] -> ((((4/3 / 1/7) / 3/5) / 5/9) * 6/7)
[982134] ['1/7', '3/5', '4/3', '5/9', '7/6'] -> ((((4/3 / 1/7) / 3/5) / 5/9) / 7/6)
[982135] ['1/7', '3/5', '4/3', '5/9', '7/8'] -> (((3/5 + (4/3 / 5/9)) / 1/7) / 7/8)
[982137] ['1/7', '3/5', '4/3', '5/9', '8/3'] -> (((4/3 / 1/7) - (3/5 * 5/9)) * 8/3)
[982139] ['1/7', '3/5', '4/3', '5/9', '8/7'] -> (((3/5 + (4/3 / 5/9)) / 1/7) * 8/7)
[982156] ['1/7', '3/5', '4/3', '6/5', '8/5'] -> (8/5 / (1/7 * ((3/5 + 6/5) - 4/3)))
[982157] ['1/7', '3/5', '4/3', '6/5', '8/7'] -> (8/7 / ((4/3 - (1/7 * 3/5)) - 6/5))
[982162] ['1/7', '3/5', '4/3', '6/5', '9/7'] -> (((9/7 * 6/5) * 4/3) / (1/7 * 3/5))
[982173] ['1/7', '3/5', '4/3', '6/7', '8/5'] -> (8/5 / ((6/7 - (1/7 * 4/3)) - 3/5))
[982174] ['1/7', '3/5', '4/3', '6/7', '8/7'] -> (8/7 / ((1/7 + 4/3) - (6/7 / 3/5)))
[982178] ['1/7', '3/5', '4/3', '6/7', '9/5'] -> ((((4/3 * 6/7) / 1/7) / 3/5) * 9/5)
[982194] ['1/7', '3/5', '4/3', '7/2', '9/5'] -> ((4/3 / (3/5 - (1/7 * 7/2))) * 9/5)
[982203] ['1/7', '3/5', '4/3', '7/3', '8/3'] -> ((3/5 * ((7/3 / 1/7) - 4/3)) * 8/3)
[982204] ['1/7', '3/5', '4/3', '7/3', '8/5'] -> (8/5 / ((3/5 / 7/3) - (1/7 * 4/3)))
[982222] ['1/7', '3/5', '4/3', '7/4', '9/4'] -> ((4/3 + ((7/4 / 1/7) / 3/5)) + 9/4)
[982230] ['1/7', '3/5', '4/3', '7/5', '8/3'] -> (((7/5 / 1/7) - (3/5 * 4/3)) * 8/3)
[982231] ['1/7', '3/5', '4/3', '7/5', '8/5'] -> ((((7/5 / 1/7) / 3/5) - 4/3) * 8/5)
[982237] ['1/7', '3/5', '4/3', '7/5', '9/7'] -> (((9/7 * 4/3) * (3/5 + 7/5)) / 1/7)
[982248] ['1/7', '3/5', '4/3', '7/6', '9/5'] -> ((((4/3 / 1/7) / 3/5) / 7/6) * 9/5)
[982282] ['1/7', '3/5', '4/3', '8/5', '8/7'] -> (8/7 / (1/7 * ((3/5 + 4/3) - 8/5)))
[982283] ['1/7', '3/5', '4/3', '8/5', '8/9'] -> ((((4/3 * 8/5) / 1/7) / 3/5) - 8/9)
[982289] ['1/7', '3/5', '4/3', '8/7', '8/7'] -> (8/7 / (((1/7 / 3/5) + 8/7) - 4/3))
[982311] ['1/7', '3/5', '4/3', '9/5', '9/5'] -> (((4/3 + (9/5 / 1/7)) - 3/5) * 9/5)
[982319] ['1/7', '3/5', '4/5', '4/5', '4/9'] -> ((((4/5 / 1/7) + 4/5) / 3/5) / 4/9)
[982328] ['1/7', '3/5', '4/5', '4/5', '6/7'] -> (((4/5 / (4/5 - 3/5)) / 1/7) * 6/7)
[982333] ['1/7', '3/5', '4/5', '4/5', '7/6'] -> (((4/5 / (4/5 - 3/5)) / 1/7) / 7/6)
[982335] ['1/7', '3/5', '4/5', '4/5', '7/9'] -> ((((4/5 + 4/5) / 1/7) / 3/5) / 7/9)
[982336] ['1/7', '3/5', '4/5', '4/5', '8/3'] -> ((((3/5 + 4/5) / 1/7) - 4/5) * 8/3)
[982341] ['1/7', '3/5', '4/5', '4/5', '9/4'] -> ((((4/5 / 1/7) + 4/5) / 3/5) * 9/4)
[982343] ['1/7', '3/5', '4/5', '4/5', '9/7'] -> ((((4/5 + 4/5) / 1/7) / 3/5) * 9/7)
[982345] ['1/7', '3/5', '4/5', '4/7', '4/7'] -> ((4/5 / (3/5 - 4/7)) - (4/7 / 1/7))
[982350] ['1/7', '3/5', '4/5', '4/7', '5/6'] -> (((4/7 / (4/5 - 3/5)) / 1/7) / 5/6)
[982351] ['1/7', '3/5', '4/5', '4/7', '5/7'] -> (((1/7 + 5/7) * 4/5) / (3/5 - 4/7))
[982353] ['1/7', '3/5', '4/5', '4/7', '5/9'] -> ((((4/5 / 3/5) + 4/7) / 1/7) / 5/9)
[982357] ['1/7', '3/5', '4/5', '4/7', '7/3'] -> ((((4/5 / 1/7) + 4/7) / 3/5) * 7/3)
[982369] ['1/7', '3/5', '4/5', '4/7', '9/5'] -> ((((4/5 / 3/5) + 4/7) / 1/7) * 9/5)
[982387] ['1/7', '3/5', '4/5', '4/9', '7/8'] -> ((((4/5 / 1/7) / 3/5) / 4/9) / 7/8)
[982391] ['1/7', '3/5', '4/5', '4/9', '8/7'] -> ((((4/5 / 1/7) / 3/5) / 4/9) * 8/7)
[982393] ['1/7', '3/5', '4/5', '4/9', '9/2'] -> (((4/5 / 1/7) - (3/5 * 4/9)) * 9/2)
[982400] ['1/7', '3/5', '4/5', '5/2', '5/4'] -> ((((3/5 / 4/5) + 5/2) / 1/7) + 5/4)
[982436] ['1/7', '3/5', '4/5', '5/3', '7/8'] -> ((((4/5 / 3/5) + 5/3) / 1/7) / 7/8)
[982492] ['1/7', '3/5', '4/5', '5/7', '5/7'] -> ((1/7 + 5/7) / ((3/5 / 4/5) - 5/7))
[982496] ['1/7', '3/5', '4/5', '5/7', '6/7'] -> ((4/5 / ((1/7 + 3/5) - 5/7)) * 6/7)
[982501] ['1/7', '3/5', '4/5', '5/7', '7/6'] -> ((4/5 / ((1/7 + 3/5) - 5/7)) / 7/6)
[982516] ['1/7', '3/5', '4/5', '5/8', '6/7'] -> (6/7 / (((4/5 - 1/7) - 3/5) * 5/8))
[982544] ['1/7', '3/5', '4/5', '5/9', '8/5'] -> (8/5 / (1/7 * (4/5 - (3/5 * 5/9))))
[982556] ['1/7', '3/5', '4/5', '6/5', '7/4'] -> (((6/5 / (4/5 - 3/5)) / 1/7) / 7/4)
[982559] ['1/7', '3/5', '4/5', '6/5', '7/8'] -> ((6/5 / ((4/5 - 1/7) - 3/5)) / 7/8)
[982563] ['1/7', '3/5', '4/5', '6/5', '8/7'] -> ((6/5 / ((4/5 - 1/7) - 3/5)) * 8/7)
[982570] ['1/7', '3/5', '4/5', '6/7', '6/7'] -> (6/7 / ((1/7 + (3/5 / 4/5)) - 6/7))
[982578] ['1/7', '3/5', '4/5', '6/7', '8/3'] -> (((3/5 + (4/5 * 6/7)) / 1/7) * 8/3)
[982591] ['1/7', '3/5', '4/5', '7/2', '7/6'] -> ((4/5 / ((3/5 / 7/2) - 1/7)) / 7/6)
[982609] ['1/7', '3/5', '4/5', '7/3', '8/3'] -> ((((3/5 * 7/3) / 1/7) - 4/5) * 8/3)
[982627] ['1/7', '3/5', '4/5', '7/4', '9/2'] -> ((((4/5 / 1/7) / 3/5) / 7/4) * 9/2)
[982628] ['1/7', '3/5', '4/5', '7/4', '9/4'] -> (((4/5 + (7/4 / 1/7)) / 3/5) + 9/4)
[982637] ['1/7', '3/5', '4/5', '7/5', '8/5'] -> ((((7/5 / 1/7) - 4/5) / 3/5) * 8/5)
[982648] ['1/7', '3/5', '4/5', '7/6', '8/3'] -> (((3/5 + (4/5 / 7/6)) / 1/7) * 8/3)
[982650] ['1/7', '3/5', '4/5', '7/6', '8/7'] -> (8/7 / (1/7 * ((4/5 * 7/6) - 3/5)))
[982664] ['1/7', '3/5', '4/5', '7/8', '9/4'] -> ((((4/5 / 1/7) / 3/5) / 7/8) * 9/4)
[982666] ['1/7', '3/5', '4/5', '7/8', '9/7'] -> (9/7 / (((1/7 + 3/5) / 4/5) - 7/8))
[982671] ['1/7', '3/5', '4/5', '7/9', '8/7'] -> (8/7 / (1/7 * (4/5 - (3/5 * 7/9))))
[982681] ['1/7', '3/5', '4/5', '8/3', '8/9'] -> ((((4/5 * 8/3) / 1/7) / 3/5) - 8/9)
[982688] ['1/7', '3/5', '4/5', '8/5', '8/7'] -> ((((3/5 + 4/5) + 8/5) / 1/7) * 8/7)
[982698] ['1/7', '3/5', '4/5', '8/7', '9/4'] -> ((((4/5 * 8/7) / 1/7) / 3/5) * 9/4)
[982699] ['1/7', '3/5', '4/5', '8/7', '9/5'] -> (9/5 / ((4/5 - (1/7 / 8/7)) - 3/5))
