[1425746] ['2/5', '4/3', '4/7', '5/4', '7/5'] -> 7/5 / (2/5 * (4/3 - 5/4) / 4/7)
[1467488] ['2/7', '2/7', '5/7', '6/5', '8/5'] -> 5/7 * 8/5 / (2/7 - 2/7 / 6/5)
[1467490] ['2/7', '2/7', '5/7', '6/5', '8/9'] -> 5/7 * 6/5 / (2/7 / 8/9 - 2/7)
[1467495] ['2/7', '2/7', '5/7', '6/5', '9/8'] -> 5/7 * 6/5 / (2/7 * 9/8 - 2/7)
[1467496] ['2/7', '2/7', '5/7', '6/7', '6/7'] -> (2/7 + 2/7) / (6/7 - 5/7 / 6/7)
[1467498] ['2/7', '2/7', '5/7', '6/7', '7/3'] -> (2/7 + 6/7) / (5/7 - 2/7 * 7/3)
[1467499] ['2/7', '2/7', '5/7', '6/7', '7/4'] -> 6/7 / (7/4 - 2/7 / 2/7 - 5/7)
[1467502] ['2/7', '2/7', '5/7', '6/7', '7/8'] -> 6/7 / 2/7 / (2/7 + 5/7 - 7/8)
[1467511] ['2/7', '2/7', '5/7', '6/7', '9/7'] -> 6/7 / (9/7 - 5/7 / (2/7 + 2/7))
[1467518] ['2/7', '2/7', '5/7', '7/2', '7/8'] -> (5/7 / 2/7 + 7/2) / 2/7 / 7/8
[1467522] ['2/7', '2/7', '5/7', '7/2', '8/7'] -> (5/7 / 2/7 + 7/2) / 2/7 * 8/7
[1467537] ['2/7', '2/7', '5/7', '7/3', '8/7'] -> 8/7 / 2/7 / (5/7 / 2/7 - 7/3)
[1467539] ['2/7', '2/7', '5/7', '7/3', '9/2'] -> (5/7 + 7/3) / (2/7 + 2/7) * 9/2
[1467540] ['2/7', '2/7', '5/7', '7/3', '9/4'] -> (5/7 / 2/7 + 7/3 / 2/7) * 9/4
[1467541] ['2/7', '2/7', '5/7', '7/3', '9/5'] -> (5/7 + 7/3) / (2/7 - 2/7 / 9/5)
[1467591] ['2/7', '2/7', '5/7', '7/8', '9/5'] -> 9/5 / (7/8 - (2/7 + 2/7) / 5/7)
[1467592] ['2/7', '2/7', '5/7', '7/8', '9/7'] -> 9/7 / (5/7 * 7/8 - 2/7 - 2/7)
[1467597] ['2/7', '2/7', '5/7', '7/9', '8/7'] -> 8/7 / ((5/7 - 2/7) * 7/9 - 2/7)
[1467606] ['2/7', '2/7', '5/7', '8/3', '8/7'] -> 8/7 / 2/7 / (8/3 - 5/7 / 2/7)
[1467611] ['2/7', '2/7', '5/7', '8/3', '9/7'] -> 8/3 / (5/7 - 2/7 - 2/7) * 9/7
[1467621] ['2/7', '2/7', '5/7', '8/7', '8/7'] -> (5/7 * 8/7 + 8/7) / 2/7 / 2/7
[1467671] ['2/7', '2/7', '5/8', '5/9', '6/7'] -> 6/7 / (2/7 * 5/8 / 5/9 - 2/7)
[1467689] ['2/7', '2/7', '5/8', '6/5', '6/7'] -> 6/7 / (5/8 * (2/7 * 6/5 - 2/7))
[1467706] ['2/7', '2/7', '5/8', '6/7', '6/7'] -> 6/7 / (2/7 + 2/7 - 5/8 * 6/7)
[1467718] ['2/7', '2/7', '5/8', '6/7', '9/2'] -> 2/7 * 9/2 / (2/7 + 5/8 - 6/7)
[1467732] ['2/7', '2/7', '5/8', '7/2', '8/7'] -> (2/7 + 8/7 / 2/7) / (5/8 / 7/2)
[1467734] ['2/7', '2/7', '5/8', '7/2', '9/2'] -> 9/2 / ((5/8 - 2/7 - 2/7) * 7/2)
[1467749] ['2/7', '2/7', '5/8', '7/3', '9/2'] -> (2/7 / 2/7 + 7/3) / 5/8 * 9/2
[1467763] ['2/7', '2/7', '5/8', '7/4', '9/2'] -> 9/2 / ((2/7 - 2/7 * 5/8) * 7/4)
[1467766] ['2/7', '2/7', '5/8', '7/4', '9/7'] -> 9/7 / (5/8 - 2/7 / 2/7 / 7/4)
[1467778] ['2/7', '2/7', '5/8', '7/5', '9/5'] -> 9/5 / ((5/8 - 2/7 - 2/7) * 7/5)
[1467800] ['2/7', '2/7', '5/8', '7/8', '9/4'] -> 9/4 / ((2/7 - 2/7 * 5/8) * 7/8)
[1467803] ['2/7', '2/7', '5/8', '7/8', '9/8'] -> 9/8 / ((5/8 - 2/7 - 2/7) * 7/8)
[1467817] ['2/7', '2/7', '5/8', '8/3', '8/9'] -> 8/3 / (2/7 - 2/7 * 5/8) - 8/9
[1467820] ['2/7', '2/7', '5/8', '8/3', '9/5'] -> (8/3 - 2/7) / 2/7 / 5/8 * 9/5
[1467832] ['2/7', '2/7', '5/8', '8/7', '8/9'] -> 8/7 / (5/8 - 2/7 - 2/7) / 8/9
[1467834] ['2/7', '2/7', '5/8', '8/7', '9/4'] -> 8/7 / (2/7 - 2/7 * 5/8) * 9/4
[1467836] ['2/7', '2/7', '5/8', '8/7', '9/7'] -> 9/7 / (2/7 + 2/7 + 5/8 - 8/7)
[1467837] ['2/7', '2/7', '5/8', '8/7', '9/8'] -> 8/7 / (5/8 - 2/7 - 2/7) * 9/8
[1467844] ['2/7', '2/7', '5/8', '9/2', '9/2'] -> (9/2 + 9/2) / (2/7 / 2/7 - 5/8)
[1467845] ['2/7', '2/7', '5/8', '9/2', '9/4'] -> 9/2 / (2/7 / 5/8 - 2/7) - 9/4
[1467856] ['2/7', '2/7', '5/8', '9/7', '9/7'] -> (9/7 + 9/7) / (2/7 - 2/7 * 5/8)
[1467887] ['2/7', '2/7', '5/9', '6/5', '8/3'] -> 8/3 / (5/9 * (6/5 - 2/7 / 2/7))
[1467904] ['2/7', '2/7', '5/9', '6/7', '8/3'] -> 8/3 / ((2/7 + 2/7) / 6/7 - 5/9)
[1467909] ['2/7', '2/7', '5/9', '6/7', '9/4'] -> 6/7 / (2/7 + 2/7 - 5/9) / 9/4
[1467935] ['2/7', '2/7', '5/9', '7/3', '8/3'] -> 8/3 / 2/7 / (7/3 - 5/9 / 2/7)
[1467938] ['2/7', '2/7', '5/9', '7/3', '8/9'] -> 8/9 / ((2/7 + 2/7 - 5/9) * 7/3)
[1467949] ['2/7', '2/7', '5/9', '7/4', '8/3'] -> 2/7 * 8/3 / (5/9 / 7/4 - 2/7)
[1467985] ['2/7', '2/7', '5/9', '7/8', '8/3'] -> 8/3 / ((2/7 - 2/7 * 5/9) * 7/8)
[1467991] ['2/7', '2/7', '5/9', '7/8', '9/5'] -> 9/5 / (7/8 - 2/7 / 5/9 - 2/7)
[1467995] ['2/7', '2/7', '5/9', '7/9', '8/3'] -> 8/3 / (5/9 - (2/7 + 2/7) * 7/9)
[1467997] ['2/7', '2/7', '5/9', '7/9', '8/7'] -> 8/7 / (5/9 - 2/7 * 7/9 - 2/7)
[1468005] ['2/7', '2/7', '5/9', '8/3', '8/5'] -> (8/3 - 2/7) / 2/7 / 5/9 * 8/5
[1468032] ['2/7', '2/7', '5/9', '8/9', '9/7'] -> 9/7 / (5/9 / 8/9 - 2/7 - 2/7)
[1468049] ['2/7', '2/7', '6/5', '6/5', '6/5'] -> 6/5 / (2/7 - 2/7 / 6/5) - 6/5
[1468063] ['2/7', '2/7', '6/5', '6/5', '9/4'] -> 6/5 / (9/4 - 2/7 / 2/7 - 6/5)
[1468076] ['2/7', '2/7', '6/5', '6/7', '8/5'] -> 6/7 / (2/7 * 6/5 - 2/7) * 8/5
[1468131] ['2/7', '2/7', '6/5', '7/5', '7/8'] -> 6/5 / 7/5 / (2/7 - 2/7 * 7/8)
[1468134] ['2/7', '2/7', '6/5', '7/5', '8/5'] -> 8/5 / ((2/7 - 2/7 / 6/5) * 7/5)
[1468136] ['2/7', '2/7', '6/5', '7/5', '8/9'] -> 6/5 / 7/5 / (2/7 / 8/9 - 2/7)
[1468141] ['2/7', '2/7', '6/5', '7/5', '9/8'] -> 6/5 / 7/5 / (2/7 * 9/8 - 2/7)
[1468146] ['2/7', '2/7', '6/5', '7/6', '8/5'] -> 8/5 / ((2/7 * 6/5 - 2/7) * 7/6)
[1468167] ['2/7', '2/7', '6/5', '7/9', '8/5'] -> 8/5 / (2/7 / 2/7 - 6/5 * 7/9)
[1468169] ['2/7', '2/7', '6/5', '7/9', '8/9'] -> 8/9 / ((2/7 - 2/7 / 6/5) * 7/9)
[1468181] ['2/7', '2/7', '6/5', '8/3', '9/5'] -> 8/3 / (6/5 - 2/7 / 2/7) * 9/5
[1468192] ['2/7', '2/7', '6/5', '8/7', '8/7'] -> 8/7 / (2/7 / 2/7 - 8/7 / 6/5)
[1468202] ['2/7', '2/7', '6/5', '8/9', '9/5'] -> 9/5 / (6/5 - 2/7 / 2/7 / 8/9)
[1468203] ['2/7', '2/7', '6/5', '8/9', '9/7'] -> 8/9 / (2/7 - 2/7 / 6/5) * 9/7
[1468205] ['2/7', '2/7', '6/5', '9/2', '9/2'] -> (2/7 / 2/7 / 6/5 + 9/2) * 9/2
[1468216] ['2/7', '2/7', '6/5', '9/5', '9/8'] -> (6/5 + 9/5) / (9/8 - 2/7 / 2/7)
[1468218] ['2/7', '2/7', '6/5', '9/7', '9/8'] -> 9/7 / (2/7 - 2/7 / 6/5) / 9/8
[1468220] ['2/7', '2/7', '6/7', '6/7', '6/7'] -> ((6/7 + 6/7) / 2/7 + 6/7) / 2/7
[1468227] ['2/7', '2/7', '6/7', '6/7', '7/9'] -> (6/7 + 6/7 / 7/9) / (2/7 * 2/7)
[1468229] ['2/7', '2/7', '6/7', '6/7', '8/5'] -> 6/7 / (2/7 + 2/7 - 6/7 / 8/5)
[1468231] ['2/7', '2/7', '6/7', '6/7', '8/9'] -> 6/7 / (2/7 / 2/7 - 6/7 / 8/9)
[1468235] ['2/7', '2/7', '6/7', '6/7', '9/7'] -> (6/7 + 6/7 * 9/7) / 2/7 / 2/7
[1468236] ['2/7', '2/7', '6/7', '6/7', '9/8'] -> 6/7 / (2/7 / 2/7 - 6/7 * 9/8)
[1468242] ['2/7', '2/7', '6/7', '7/2', '7/8'] -> 6/7 * 7/2 / (2/7 / 2/7 - 7/8)
[1468252] ['2/7', '2/7', '6/7', '7/2', '9/8'] -> 6/7 * 7/2 / (9/8 - 2/7 / 2/7)
[1468257] ['2/7', '2/7', '6/7', '7/3', '7/8'] -> 2/7 / 2/7 / 7/3 / (7/8 - 6/7)
[1468258] ['2/7', '2/7', '6/7', '7/3', '7/9'] -> (6/7 / 2/7 + 7/3) / 2/7 / 7/9
[1468259] ['2/7', '2/7', '6/7', '7/3', '8/3'] -> 8/3 / ((2/7 / 6/7 - 2/7) * 7/3)
[1468263] ['2/7', '2/7', '6/7', '7/3', '9/2'] -> (6/7 + 2/7 * 7/3) / 2/7 * 9/2
[1468266] ['2/7', '2/7', '6/7', '7/3', '9/7'] -> (6/7 / 2/7 + 7/3) / 2/7 * 9/7
[1468288] ['2/7', '2/7', '6/7', '7/5', '8/7'] -> 8/7 / (2/7 - 2/7 / 6/7 / 7/5)
[1468296] ['2/7', '2/7', '6/7', '7/6', '7/8'] -> 6/7 / (2/7 - 2/7 / 7/6) / 7/8
[1468298] ['2/7', '2/7', '6/7', '7/6', '8/3'] -> 6/7 / 2/7 / 2/7 / 7/6 * 8/3
[1468307] ['2/7', '2/7', '6/7', '7/8', '7/8'] -> 6/7 / (2/7 / 7/8 - 2/7) / 7/8
[1468322] ['2/7', '2/7', '6/7', '7/9', '8/9'] -> 8/9 / ((2/7 / 6/7 - 2/7) * 7/9)
[1468333] ['2/7', '2/7', '6/7', '8/3', '9/4'] -> (2/7 + 6/7) * 8/3 / 2/7 * 9/4
[1468334] ['2/7', '2/7', '6/7', '8/3', '9/5'] -> (2/7 + 6/7 + 8/3) / 2/7 * 9/5
[1468335] ['2/7', '2/7', '6/7', '8/3', '9/7'] -> 8/3 / (2/7 / 2/7 - 6/7) * 9/7
[1468356] ['2/7', '2/7', '6/7', '8/9', '9/7'] -> 8/9 / (2/7 / 6/7 - 2/7) * 9/7
[1468359] ['2/7', '2/7', '6/7', '9/2', '9/4'] -> (6/7 / 2/7 + 9/2) / 2/7 - 9/4
[1468371] ['2/7', '2/7', '6/7', '9/7', '9/8'] -> 9/7 / (2/7 / 6/7 - 2/7) / 9/8
[1468372] ['2/7', '2/7', '6/7', '9/8', '9/8'] -> 6/7 / (2/7 - 2/7 / 9/8) / 9/8
[1468375] ['2/7', '2/7', '7/2', '7/2', '7/4'] -> (7/2 + 7/2) / 2/7 - 2/7 * 7/4
[1468397] ['2/7', '2/7', '7/2', '7/3', '8/7'] -> 8/7 / (2/7 * (7/2 - 7/3) - 2/7)
[1468404] ['2/7', '2/7', '7/2', '7/4', '7/4'] -> (7/2 / 2/7 + 7/4 - 2/7) * 7/4
[1468410] ['2/7', '2/7', '7/2', '7/4', '8/5'] -> ((2/7 + 7/2) / 2/7 + 7/4) * 8/5
[1468442] ['2/7', '2/7', '7/2', '7/6', '9/8'] -> 7/2 / 7/6 / (9/8 - 2/7 / 2/7)
[1468446] ['2/7', '2/7', '7/2', '7/8', '8/5'] -> (2/7 + 7/2 / 7/8) / 2/7 * 8/5
[1468464] ['2/7', '2/7', '7/2', '8/3', '8/3'] -> (2/7 / 2/7 + 7/2) * (8/3 + 8/3)
[1468467] ['2/7', '2/7', '7/2', '8/3', '8/9'] -> 8/3 / 7/2 / (2/7 - 2/7 * 8/9)
[1468468] ['2/7', '2/7', '7/2', '8/3', '9/2'] -> (2/7 + 2/7) * 7/2 * 8/3 * 9/2
[1468472] ['2/7', '2/7', '7/2', '8/3', '9/8'] -> 8/3 / 7/2 / (2/7 - 2/7 / 9/8)
[1468474] ['2/7', '2/7', '7/2', '8/5', '8/7'] -> 7/2 * 8/5 * (2/7 + 8/7 / 2/7)
[1468484] ['2/7', '2/7', '7/2', '8/7', '9/4'] -> (7/2 + 8/7 / 2/7) / 2/7 - 9/4
[1468498] ['2/7', '2/7', '7/2', '9/2', '9/8'] -> (7/2 + 9/2 - 2/7) / 2/7 / 9/8
[1468520] ['2/7', '2/7', '7/3', '7/3', '9/4'] -> 7/3 / 2/7 / 2/7 - 7/3 - 9/4
[1468531] ['2/7', '2/7', '7/3', '7/4', '8/7'] -> 8/7 / 2/7 / 2/7 / (7/3 - 7/4)
[1468554] ['2/7', '2/7', '7/3', '7/6', '8/3'] -> 8/3 / 7/3 / (2/7 * 7/6 - 2/7)
[1468556] ['2/7', '2/7', '7/3', '7/6', '8/7'] -> 8/7 / (2/7 * (7/3 - 7/6) - 2/7)
[1468564] ['2/7', '2/7', '7/3', '7/8', '7/9'] -> 7/3 / (2/7 / 2/7 - 7/8) / 7/9
[1468572] ['2/7', '2/7', '7/3', '7/8', '9/7'] -> 7/3 / (2/7 / 2/7 - 7/8) * 9/7
[1468575] ['2/7', '2/7', '7/3', '7/9', '8/3'] -> 8/3 / 2/7 / (7/9 / 2/7 - 7/3)
[1468583] ['2/7', '2/7', '7/3', '7/9', '9/8'] -> 7/3 / 7/9 / (9/8 - 2/7 / 2/7)
[1468596] ['2/7', '2/7', '7/3', '8/5', '9/2'] -> (2/7 / 2/7 + 7/3) * 8/5 * 9/2
[1468602] ['2/7', '2/7', '7/3', '8/7', '8/9'] -> 7/3 * 8/7 / (2/7 / 2/7 - 8/9)
[1468617] ['2/7', '2/7', '7/3', '9/2', '9/7'] -> 7/3 * 9/2 * (2/7 / 2/7 + 9/7)
[1468627] ['2/7', '2/7', '7/3', '9/7', '9/8'] -> 7/3 * 9/7 / (9/8 - 2/7 / 2/7)
[1468661] ['2/7', '2/7', '7/4', '7/6', '8/7'] -> 8/7 / 2/7 / 2/7 / (7/4 - 7/6)
[1468674] ['2/7', '2/7', '7/4', '7/8', '9/2'] -> 9/2 / ((2/7 * 7/4 - 2/7) * 7/8)
[1468701] ['2/7', '2/7', '7/4', '8/5', '9/2'] -> 9/2 / (7/4 * (2/7 - 2/7 / 8/5))
[1468702] ['2/7', '2/7', '7/4', '8/5', '9/4'] -> 9/4 / (7/4 / 8/5 - 2/7 / 2/7)
[1468708] ['2/7', '2/7', '7/4', '8/7', '9/2'] -> 8/7 / (2/7 * 7/4 - 2/7) * 9/2
[1468723] ['2/7', '2/7', '7/4', '9/2', '9/8'] -> (2/7 + 7/4 + 9/2) / 2/7 + 9/8
[1468752] ['2/7', '2/7', '7/5', '7/6', '8/7'] -> 8/7 / (2/7 - 2/7 * 7/6 / 7/5)
[1468767] ['2/7', '2/7', '7/5', '7/8', '9/5'] -> 9/5 / (7/8 - (2/7 + 2/7) * 7/5)
[1468768] ['2/7', '2/7', '7/5', '7/8', '9/7'] -> 9/7 / (7/8 / 7/5 - 2/7 - 2/7)
[1468790] ['2/7', '2/7', '7/5', '8/5', '8/7'] -> (7/5 + 8/5 / 2/7 / 2/7) * 8/7
[1468796] ['2/7', '2/7', '7/5', '8/5', '9/8'] -> (7/5 + 8/5) / (9/8 - 2/7 / 2/7)
[1468828] ['2/7', '2/7', '7/6', '7/6', '8/3'] -> 8/3 / 2/7 / 2/7 / (7/6 * 7/6)
[1468830] ['2/7', '2/7', '7/6', '7/6', '8/7'] -> 8/7 / 7/6 / (2/7 - 2/7 / 7/6)
[1468841] ['2/7', '2/7', '7/6', '7/8', '8/7'] -> 8/7 / 7/6 / (2/7 / 7/8 - 2/7)
[1468852] ['2/7', '2/7', '7/6', '7/9', '8/9'] -> 8/9 / ((2/7 * 7/6 - 2/7) * 7/9)
[1468883] ['2/7', '2/7', '7/6', '8/9', '9/2'] -> 8/9 / (7/6 - 2/7 / 2/7) * 9/2
[1468886] ['2/7', '2/7', '7/6', '8/9', '9/7'] -> 8/9 / (2/7 * 7/6 - 2/7) * 9/7
[1468887] ['2/7', '2/7', '7/6', '8/9', '9/8'] -> 8/9 / 7/6 / (2/7 - 2/7 / 9/8)
[1468889] ['2/7', '2/7', '7/6', '9/2', '9/4'] -> (9/2 - 2/7 - 7/6) / 2/7 * 9/4
[1468901] ['2/7', '2/7', '7/6', '9/7', '9/8'] -> 9/7 / (2/7 * 7/6 - 2/7) / 9/8
[1468915] ['2/7', '2/7', '7/8', '7/9', '8/3'] -> 8/3 / (2/7 / 2/7 - 7/9 / 7/8)
[1468927] ['2/7', '2/7', '7/8', '8/3', '8/9'] -> 8/3 / (2/7 / 2/7 - 7/8) / 8/9
[1468928] ['2/7', '2/7', '7/8', '8/3', '9/2'] -> 8/3 / (2/7 + 2/7) / 7/8 * 9/2
[1468930] ['2/7', '2/7', '7/8', '8/3', '9/5'] -> 8/3 / 7/8 / (2/7 - 2/7 / 9/5)
[1468932] ['2/7', '2/7', '7/8', '8/3', '9/8'] -> 8/3 / (2/7 / 2/7 - 7/8) * 9/8
[1468933] ['2/7', '2/7', '7/8', '8/5', '8/5'] -> 8/5 / 2/7 / 2/7 / 7/8 + 8/5
[1468937] ['2/7', '2/7', '7/8', '8/5', '9/4'] -> 9/4 / (7/8 * (2/7 - 2/7 / 8/5))
[1468948] ['2/7', '2/7', '7/8', '8/9', '8/9'] -> 8/9 / (2/7 - 2/7 * 7/8) - 8/9
[1468961] ['2/7', '2/7', '7/8', '9/4', '9/7'] -> 9/7 / (2/7 * 9/4 - (7/8 - 2/7))
[1468979] ['2/7', '2/7', '7/9', '8/3', '8/3'] -> (8/3 + 8/3) / (2/7 / 2/7 - 7/9)
[1469031] ['2/7', '2/7', '8/3', '8/3', '9/7'] -> (8/3 / 2/7 + 8/3 / 2/7) * 9/7
[1469033] ['2/7', '2/7', '8/3', '8/5', '8/5'] -> 8/5 / (8/3 - 2/7 / 2/7 - 8/5)
[1469035] ['2/7', '2/7', '8/3', '8/5', '8/9'] -> 8/3 / (2/7 - 2/7 / 8/5) - 8/9
[1469038] ['2/7', '2/7', '8/3', '8/5', '9/5'] -> (8/3 - 2/7) * 8/5 / 2/7 * 9/5
[1469041] ['2/7', '2/7', '8/3', '8/7', '8/7'] -> (2/7 + 8/7 + 8/7) / (2/7 / 8/3)
[1469044] ['2/7', '2/7', '8/3', '8/7', '9/4'] -> (8/3 + 8/7) / (2/7 - 2/7 / 9/4)
[1469053] ['2/7', '2/7', '8/3', '8/9', '9/8'] -> 8/3 / 8/9 / (9/8 - 2/7 / 2/7)
[1469066] ['2/7', '2/7', '8/3', '9/7', '9/7'] -> 8/3 * (9/7 / 2/7 + 9/7 / 2/7)
[1469068] ['2/7', '2/7', '8/3', '9/8', '9/8'] -> 8/3 * 9/8 / (9/8 - 2/7 / 2/7)
[1469070] ['2/7', '2/7', '8/5', '8/5', '8/7'] -> 8/5 + 8/5 * 8/7 / 2/7 / 2/7
[1469080] ['2/7', '2/7', '8/5', '8/7', '9/4'] -> 8/7 / (2/7 - 2/7 / 8/5) * 9/4
[1469091] ['2/7', '2/7', '8/5', '9/2', '9/4'] -> 9/2 / (2/7 * 8/5 - 2/7) - 9/4
[1469102] ['2/7', '2/7', '8/5', '9/7', '9/7'] -> (9/7 + 9/7) / (2/7 - 2/7 / 8/5)
[1469105] ['2/7', '2/7', '8/7', '8/7', '8/7'] -> ((8/7 + 8/7) / 2/7 - 8/7) / 2/7
[1469133] ['2/7', '2/7', '8/9', '8/9', '8/9'] -> 8/9 / (2/7 / 8/9 - 2/7) - 8/9
[1469193] ['2/7', '2/9', '2/9', '2/9', '3/7'] -> (2/7 + 2/9) / 2/9 / 2/9 / 3/7
[1469209] ['2/7', '2/9', '2/9', '2/9', '7/3'] -> (2/7 + 2/9) * 7/3 / 2/9 / 2/9
[1469229] ['2/7', '2/9', '2/9', '3/2', '4/3'] -> 4/3 / ((2/9 + 2/9) / 2/7 - 3/2)
[1469238] ['2/7', '2/9', '2/9', '3/2', '5/8'] -> (2/9 + 3/2 / 2/7) / 2/9 - 5/8
[1469262] ['2/7', '2/9', '2/9', '3/4', '4/3'] -> 4/3 / (2/7 * (2/9 + 3/4) - 2/9)
[1469265] ['2/7', '2/9', '2/9', '3/4', '4/9'] -> (2/9 + 4/9) / (2/9 / 2/7 - 3/4)
[1469279] ['2/7', '2/9', '2/9', '3/4', '7/6'] -> 2/9 / (2/9 - 2/7 * 3/4) / 7/6
[1469280] ['2/7', '2/9', '2/9', '3/4', '7/8'] -> 2/9 / (2/9 / 3/4 - 2/7) / 7/8
[1469282] ['2/7', '2/9', '2/9', '3/4', '8/3'] -> 8/3 / 2/7 / (2/9 + 2/9 * 3/4)
[1469325] ['2/7', '2/9', '2/9', '3/7', '4/3'] -> 2/7 * 4/3 / (2/9 + 2/9 - 3/7)
[1469327] ['2/7', '2/9', '2/9', '3/7', '4/7'] -> (4/7 / 2/9 - 2/7) / (2/9 * 3/7)
[1469328] ['2/7', '2/9', '2/9', '3/7', '4/9'] -> (2/7 + 4/9 / 2/9) / 2/9 / 3/7
[1469345] ['2/7', '2/9', '2/9', '3/7', '8/3'] -> 8/3 / (2/9 * 3/7 / 2/7 - 2/9)
[1469349] ['2/7', '2/9', '2/9', '3/7', '9/2'] -> (2/7 + 2/9) / 2/9 / 3/7 * 9/2
[1469360] ['2/7', '2/9', '2/9', '3/8', '5/3'] -> 5/3 / (2/9 * 3/8 / 2/7 - 2/9)
[1469363] ['2/7', '2/9', '2/9', '3/8', '5/7'] -> (2/7 / 2/9 + 5/7) / (2/9 * 3/8)
[1469377] ['2/7', '2/9', '2/9', '3/8', '8/7'] -> 8/7 / 2/7 / ((2/9 + 2/9) * 3/8)
[1469386] ['2/7', '2/9', '2/9', '4/3', '4/7'] -> 4/3 / (2/7 / 4/7 - 2/9 - 2/9)
[1469391] ['2/7', '2/9', '2/9', '4/3', '5/6'] -> (4/3 / 2/7 - 2/9) / 2/9 / 5/6
[1469395] ['2/7', '2/9', '2/9', '4/3', '6/5'] -> (4/3 / 2/7 - 2/9) / 2/9 * 6/5
[1469401] ['2/7', '2/9', '2/9', '4/3', '7/6'] -> 2/9 / (2/9 - 2/7 / 4/3) / 7/6
[1469402] ['2/7', '2/9', '2/9', '4/3', '7/8'] -> 2/9 / (2/9 * 4/3 - 2/7) / 7/8
[1469404] ['2/7', '2/9', '2/9', '4/3', '8/3'] -> 8/3 / 2/7 / (2/9 + 2/9 / 4/3)
[1469424] ['2/7', '2/9', '2/9', '4/5', '6/7'] -> 2/9 * 6/7 / (2/7 - 2/9 / 4/5)
[1469429] ['2/7', '2/9', '2/9', '4/5', '7/6'] -> 2/9 / (2/7 - 2/9 / 4/5) / 7/6
[1469453] ['2/7', '2/9', '2/9', '4/7', '7/3'] -> (4/7 / 2/9 - 2/7) / 2/9 * 7/3
[1469462] ['2/7', '2/9', '2/9', '4/7', '8/9'] -> 8/9 / (2/9 / (2/7 + 4/7) - 2/9)
[1469479] ['2/7', '2/9', '2/9', '4/9', '7/3'] -> (2/7 + 4/9 / 2/9) / 2/9 * 7/3
[1469483] ['2/7', '2/9', '2/9', '4/9', '7/8'] -> (2/9 + 4/9) / (2/7 * 7/8 - 2/9)
[1469485] ['2/7', '2/9', '2/9', '4/9', '8/3'] -> 8/3 / (2/9 / 2/7 - 2/9 - 4/9)
[1469512] ['2/7', '2/9', '2/9', '5/2', '8/7'] -> 8/7 / (2/9 * 5/2 - 2/7 - 2/9)
[1469534] ['2/7', '2/9', '2/9', '5/3', '8/3'] -> 8/3 / (5/3 - (2/9 + 2/9) / 2/7)
[1469559] ['2/7', '2/9', '2/9', '5/4', '8/7'] -> 8/7 / 2/9 / (2/9 * (5/4 - 2/7))
[1469579] ['2/7', '2/9', '2/9', '5/6', '8/3'] -> 8/3 / 2/7 / (5/6 - 2/9 - 2/9)
[1469600] ['2/7', '2/9', '2/9', '5/7', '8/3'] -> (2/7 / 2/9 + 5/7) / 2/9 * 8/3
[1469624] ['2/7', '2/9', '2/9', '5/8', '9/2'] -> 9/2 / (5/8 - 2/9 / (2/7 + 2/9))
[1469682] ['2/7', '2/9', '2/9', '6/7', '9/8'] -> 6/7 / 2/9 / (2/7 / 2/9 - 9/8)
[1469705] ['2/7', '2/9', '2/9', '7/3', '8/3'] -> 8/3 / (2/9 / 2/7 / 7/3 - 2/9)
[1469707] ['2/7', '2/9', '2/9', '7/3', '8/7'] -> 8/7 / (7/3 - (2/7 + 2/9) / 2/9)
[1469709] ['2/7', '2/9', '2/9', '7/3', '9/2'] -> (2/7 + 2/9) * 7/3 / 2/9 * 9/2
[1469721] ['2/7', '2/9', '2/9', '7/4', '8/7'] -> 8/7 / 2/7 / (2/9 * 7/4 - 2/9)
[1469767] ['2/7', '2/9', '2/9', '7/9', '8/7'] -> 8/7 / (7/9 - 2/7 - 2/9 - 2/9)
[1469776] ['2/7', '2/9', '2/9', '8/3', '8/7'] -> 8/3 / (2/9 + 2/9) / 2/7 * 8/7
[1469785] ['2/7', '2/9', '2/9', '8/5', '8/9'] -> 8/5 / 2/9 * (2/9 + 8/9 / 2/7)
[1469791] ['2/7', '2/9', '2/9', '8/7', '8/7'] -> 8/7 / 2/9 / 2/9 - 2/7 + 8/7
[1469794] ['2/7', '2/9', '2/9', '8/7', '9/4'] -> 8/7 / 2/9 / (2/9 * 9/4 - 2/7)
[1469846] ['2/7', '2/9', '3/2', '3/2', '8/7'] -> 8/7 / 3/2 / (2/9 - 2/7 / 3/2)
[1469855] ['2/7', '2/9', '3/2', '3/4', '3/7'] -> (2/7 + 3/2 / 3/4) / 2/9 / 3/7
[1469860] ['2/7', '2/9', '3/2', '3/4', '4/9'] -> 3/2 / (2/9 / 2/7 - 3/4) * 4/9
[1469871] ['2/7', '2/9', '3/2', '3/4', '7/3'] -> (2/7 + 3/2 / 3/4) / 2/9 * 7/3
[1469875] ['2/7', '2/9', '3/2', '3/4', '7/8'] -> (3/2 / 2/9 - 3/4) / 2/7 / 7/8
[1469880] ['2/7', '2/9', '3/2', '3/4', '8/9'] -> (3/2 / 2/7 + 3/4) / 2/9 * 8/9
[1469919] ['2/7', '2/9', '3/2', '3/7', '3/8'] -> 3/7 / (2/9 * 3/2 - 2/7) / 3/8
