[1019617] ['1/7', '5/4', '7/4', '8/5', '9/5'] -> (7/4 + 8/5) / 1/7 - 5/4 + 9/5
[1061488] ['1/8', '2/3', '4/7', '9/4', '9/5'] -> (2/3 + 9/4) * 4/7 / 1/8 * 9/5
[1061492] ['1/8', '2/3', '4/7', '9/5', '9/7'] -> 9/7 / ((1/8 + 4/7 - 2/3) * 9/5)
[1061494] ['1/8', '2/3', '4/7', '9/7', '9/7'] -> 9/7 / (1/8 * (9/7 - 4/7 / 2/3))
[1061495] ['1/8', '2/3', '4/7', '9/7', '9/8'] -> 9/7 / (((1/8 * /3) * /7) * /8
)[1061500] ['1/8', '2/3', '4/9', '4/9', '5/4'] -> 5/4 / ((4/9 - 1/8) / 4/9 - 2/3)
[1061505] ['1/8', '2/3', '4/9', '4/9', '6/5'] -> (2/3 + 4/9) / 1/8 / 4/9 * 6/5
[1061517] ['1/8', '2/3', '4/9', '4/9', '8/9'] -> 2/3 / (1/8 * /9 * /9) * 8/9
[1061519] ['1/8', '2/3', '4/9', '4/9', '9/4'] -> (4/9 + 4/9) / 1/8 / 2/3 * 9/4
[1061520] ['1/8', '2/3', '4/9', '4/9', '9/5'] -> (2/3 + 4/9 / 4/9) / 1/8 * 9/5
[1061522] ['1/8', '2/3', '4/9', '4/9', '9/8'] -> 2/3 / (((1/8 * /9) * /9) * /8
)[1061523] ['1/8', '2/3', '4/9', '5/2', '5/2'] -> 2/3 / 4/9 + 5/2 / 1/8 + 5/2
[1061524] ['1/8', '2/3', '4/9', '5/2', '5/3'] -> 5/3 / (1/8 * (2/3 - 4/9) * 5/2)
[1061525] ['1/8', '2/3', '4/9', '5/2', '5/4'] -> 2/3 * 5/2 / 1/8 / 4/9 / 5/4
[1061529] ['1/8', '2/3', '4/9', '5/2', '5/9'] -> 4/9 * 5/2 / 1/8 / 2/3 / 5/9
[1061536] ['1/8', '2/3', '4/9', '5/2', '7/6'] -> 7/6 / (4/9 - 1/8 * (2/3 + 5/2))
[1061537] ['1/8', '2/3', '4/9', '5/2', '7/8'] -> 7/8 / (1/8 * 5/2 / 4/9 - 2/3)
[1061542] ['1/8', '2/3', '4/9', '5/2', '8/9'] -> (2/3 + 5/2) / 1/8 - 4/9 - 8/9
[1061545] ['1/8', '2/3', '4/9', '5/2', '9/5'] -> 4/9 * 5/2 / 1/8 / 2/3 * 9/5
[1061548] ['1/8', '2/3', '4/9', '5/3', '5/3'] -> 5/3 / (1/8 * (5/3 - 2/3 - 4/9))
[1061550] ['1/8', '2/3', '4/9', '5/3', '5/6'] -> 2/3 * 5/3 / 1/8 / 4/9 / 5/6
[1061558] ['1/8', '2/3', '4/9', '5/3', '7/4'] -> (2/3 + 5/3) / 1/8 / 4/9 / 7/4
[1061559] ['1/8', '2/3', '4/9', '5/3', '7/5'] -> 7/5 * 5/3 / (2/3 - 1/8 - 4/9)
[1061563] ['1/8', '2/3', '4/9', '5/3', '8/3'] -> 8/3 / ((2/3 - 4/9) / 1/8 - 5/3)
[1061570] ['1/8', '2/3', '4/9', '5/3', '9/7'] -> 9/7 * (4/9 / 2/3 + 5/3) / 1/8
[1061575] ['1/8', '2/3', '4/9', '5/4', '5/8'] -> 2/3 * 5/4 / 1/8 / 4/9 / 5/8
[1061581] ['1/8', '2/3', '4/9', '5/4', '7/4'] -> 7/4 / (1/8 * (5/4 - 4/9 / 2/3))
[1061583] ['1/8', '2/3', '4/9', '5/4', '7/6'] -> 7/6 / (1/8 * (2/3 * 5/4 - 4/9))
[1061584] ['1/8', '2/3', '4/9', '5/4', '7/8'] -> (5/4 / 1/8 - 2/3) / 4/9 / 7/8
[1061585] ['1/8', '2/3', '4/9', '5/4', '7/9'] -> 7/9 / (1/8 * 4/9 * (5/4 - 2/3))
[1061586] ['1/8', '2/3', '4/9', '5/4', '8/3'] -> 5/4 / ((2/3 + 4/9) * /8) * 8/3
[1061587] ['1/8', '2/3', '4/9', '5/4', '8/5'] -> 2/3 * 5/4 / 1/8 / 4/9 * 8/5
[1061588] ['1/8', '2/3', '4/9', '5/4', '8/7'] -> (5/4 / 1/8 - 2/3) / 4/9 * 8/7
[1061591] ['1/8', '2/3', '4/9', '5/4', '9/4'] -> (4/9 / 2/3 + 5/4 / 1/8) * 9/4
[1061595] ['1/8', '2/3', '4/9', '5/6', '5/6'] -> 5/6 / (1/8 * (2/3 + 4/9 - 5/6))
[1061598] ['1/8', '2/3', '4/9', '5/6', '5/9'] -> 5/9 / (1/8 * (2/3 - 4/9) * 5/6)
[1061603] ['1/8', '2/3', '4/9', '5/6', '7/4'] -> 2/3 / ((5/6 - 4/9) * /8) * 7/4
[1061607] ['1/8', '2/3', '4/9', '5/6', '7/9'] -> 7/9 / (1/8 * 2/3 * (5/6 - 4/9))
[1061608] ['1/8', '2/3', '4/9', '5/6', '8/3'] -> 8/3 / (5/6 - 1/8 * 4/9 - 2/3)
[1061615] ['1/8', '2/3', '4/9', '5/6', '9/7'] -> 9/7 * (2/3 / 4/9 + 5/6) / 1/8
[1061621] ['1/8', '2/3', '4/9', '5/7', '6/7'] -> (2/3 + 5/7) / 1/8 / 4/9 - 6/7
[1061639] ['1/8', '2/3', '4/9', '5/8', '5/9'] -> 5/9 / (1/8 * 2/3 * 4/9 * 5/8)
[1061646] ['1/8', '2/3', '4/9', '5/8', '7/6'] -> 7/6 / (1/8 * (2/3 - 4/9 * 5/8))
[1061653] ['1/8', '2/3', '4/9', '5/8', '9/2'] -> 4/9 / (1/8 + 5/8 - 2/3) * 9/2
[1061658] ['1/8', '2/3', '4/9', '5/9', '5/9'] -> (2/3 + 4/9 + 5/9) / 1/8 / 5/9
[1061659] ['1/8', '2/3', '4/9', '5/9', '6/5'] -> 5/9 / ((2/3 - 4/9) * /8) * 6/5
[1061662] ['1/8', '2/3', '4/9', '5/9', '7/3'] -> 7/3 / (1/8 * (2/3 + 5/9 - 4/9))
[1061663] ['1/8', '2/3', '4/9', '5/9', '7/4'] -> 7/4 / (1/8 * (5/9 / 4/9 - 2/3))
[1061665] ['1/8', '2/3', '4/9', '5/9', '7/6'] -> 7/6 / (1/8 * (5/9 / 2/3 - 4/9))
[1061667] ['1/8', '2/3', '4/9', '5/9', '7/9'] -> 7/9 / (1/8 * (5/9 - 2/3 * 4/9))
[1061669] ['1/8', '2/3', '4/9', '5/9', '8/5'] -> 5/9 / (1/8 * /3 * /9) * 8/5
[1061673] ['1/8', '2/3', '4/9', '5/9', '9/4'] -> (2/3 + 5/9 / (1/8 * /9)) * 9/4
[1061674] ['1/8', '2/3', '4/9', '5/9', '9/5'] -> (2/3 + 4/9 + 5/9) / 1/8 * 9/5
[1061682] ['1/8', '2/3', '4/9', '6/5', '7/5'] -> (2/3 + 6/5) / 1/8 / 4/9 / 7/5
[1061687] ['1/8', '2/3', '4/9', '6/5', '8/5'] -> 8/5 / (1/8 * (6/5 - 4/9 / 2/3))
[1061689] ['1/8', '2/3', '4/9', '6/5', '8/9'] -> 8/9 / (1/8 * (2/3 - 4/9 / 6/5))
[1061691] ['1/8', '2/3', '4/9', '6/5', '9/4'] -> (2/3 + 4/9) * 6/5 / 1/8 * 9/4
[1061692] ['1/8', '2/3', '4/9', '6/5', '9/5'] -> 6/5 / (((2/3 - 4/9) * /8) * /5
)[1061697] ['1/8', '2/3', '4/9', '6/7', '7/3'] -> 2/3 * 6/7 / 1/8 / 4/9 * 7/3
[1061701] ['1/8', '2/3', '4/9', '6/7', '7/8'] -> 7/8 * (2/3 + 6/7) / (1/8 * 4/9)
[1061702] ['1/8', '2/3', '4/9', '6/7', '7/9'] -> 6/7 / ((2/3 - 4/9) * /8) * 7/9
[1061707] ['1/8', '2/3', '4/9', '6/7', '9/2'] -> 9/2 / ((2/3 - 1/8) / 6/7 - 4/9)
[1061713] ['1/8', '2/3', '4/9', '7/2', '7/3'] -> 7/3 / (1/8 * (2/3 - 4/9) * 7/2)
[1061714] ['1/8', '2/3', '4/9', '7/2', '7/4'] -> 2/3 * 7/2 / 1/8 / 4/9 / 7/4
[1061719] ['1/8', '2/3', '4/9', '7/2', '8/3'] -> 8/3 / (1/8 * (4/9 * 7/2 - 2/3))
[1061726] ['1/8', '2/3', '4/9', '7/2', '9/7'] -> 9/7 * 7/2 * 4/9 / (1/8 * 2/3)
[1061731] ['1/8', '2/3', '4/9', '7/3', '7/6'] -> 2/3 * 7/3 / 1/8 / 4/9 / 7/6
[1061737] ['1/8', '2/3', '4/9', '7/3', '8/9'] -> 8/9 / (2/3 * 4/9 / 1/8 - 7/3)
[1061738] ['1/8', '2/3', '4/9', '7/3', '9/2'] -> (1/8 * 2/3 + 7/3 / 4/9) * 9/2
[1061739] ['1/8', '2/3', '4/9', '7/3', '9/4'] -> (2/3 + 7/3) * 4/9 / 1/8 * 9/4
[1061740] ['1/8', '2/3', '4/9', '7/3', '9/5'] -> (7/3 - 4/9 / 2/3) / 1/8 * 9/5
[1061745] ['1/8', '2/3', '4/9', '7/4', '7/6'] -> 7/6 / (1/8 * (2/3 - 4/9) * 7/4)
[1061746] ['1/8', '2/3', '4/9', '7/4', '7/8'] -> 2/3 * 7/4 / 1/8 / 4/9 / 7/8
[1061750] ['1/8', '2/3', '4/9', '7/4', '8/7'] -> 2/3 * 7/4 / 1/8 / 4/9 * 8/7
[1061754] ['1/8', '2/3', '4/9', '7/4', '9/5'] -> (7/4 / 1/8 - 4/9 / 2/3) * 9/5
[1061772] ['1/8', '2/3', '4/9', '7/6', '7/9'] -> 7/9 / (1/8 * (2/3 - 4/9) * 7/6)
[1061773] ['1/8', '2/3', '4/9', '7/6', '8/3'] -> (7/6 - 2/3) / 1/8 / 4/9 * 8/3
[1061779] ['1/8', '2/3', '4/9', '7/6', '9/5'] -> (7/6 / 1/8 - 4/9) / 2/3 * 9/5
[1061781] ['1/8', '2/3', '4/9', '7/6', '9/8'] -> 9/8 * (2/3 / 4/9 + 7/6) / 1/8
[1061787] ['1/8', '2/3', '4/9', '7/8', '8/9'] -> 8/9 / (4/9 * (7/8 - 1/8 - 2/3))
[1061788] ['1/8', '2/3', '4/9', '7/8', '9/2'] -> 4/9 / (7/8 - 1/8 - 2/3) * 9/2
[1061796] ['1/8', '2/3', '4/9', '7/9', '8/7'] -> 7/9 / (1/8 * /3 * /9) * 8/7
[1061800] ['1/8', '2/3', '4/9', '7/9', '9/5'] -> (7/9 / (1/8 * /9) - 2/3) * 9/5
[1061807] ['1/8', '2/3', '4/9', '8/3', '9/2'] -> (4/9 / 1/8 + 2/3 * 8/3) * 9/2
[1061808] ['1/8', '2/3', '4/9', '8/3', '9/4'] -> (2/3 * 8/3 - 4/9) / 1/8 * 9/4
[1061817] ['1/8', '2/3', '4/9', '8/5', '9/5'] -> 8/5 / (((1/8 * /3) * /9) * /5
)[1061825] ['1/8', '2/3', '4/9', '8/7', '9/7'] -> 8/7 / (((1/8 * /3) * /9) * /7
)[1061832] ['1/8', '2/3', '4/9', '8/9', '9/8'] -> 9/8 * (2/3 + 8/9 / 4/9) / 1/8
[1061837] ['1/8', '2/3', '4/9', '9/2', '9/8'] -> 9/8 * (2/3 + 4/9 * 9/2) / 1/8
[1061838] ['1/8', '2/3', '4/9', '9/4', '9/4'] -> 9/4 / (1/8 * (9/4 - 2/3 / 4/9))
[1061839] ['1/8', '2/3', '4/9', '9/4', '9/5'] -> (2/3 + 4/9 * 9/4) / 1/8 * 9/5
[1061841] ['1/8', '2/3', '4/9', '9/4', '9/8'] -> 2/3 * 9/4 / 1/8 / 4/9 / 9/8
[1061847] ['1/8', '2/3', '4/9', '9/8', '9/8'] -> 9/8 / (1/8 * (2/3 / 4/9 - 9/8))
[1061850] ['1/8', '2/3', '5/2', '5/2', '5/4'] -> (5/2 / ((1/8 * /3) * 5/2) - 5/4))
[1061853] ['1/8', '2/3', '5/2', '5/2', '5/8'] -> (5/2 / 1/8 + 5/2) * 2/3 / 5/8
[1061854] ['1/8', '2/3', '5/2', '5/2', '5/9'] -> (2/3 + 5/2 / 5/2) / 1/8 / 5/9
[1061857] ['1/8', '2/3', '5/2', '5/2', '7/2'] -> 5/2 / (1/8 * /3) - 5/2 - 7/2
[1061861] ['1/8', '2/3', '5/2', '5/2', '7/6'] -> (2/3 + 5/2) / 1/8 - 5/2 + 7/6
[1061864] ['1/8', '2/3', '5/2', '5/2', '8/3'] -> 2/3 * (5/2 + 5/2) / 1/8 - 8/3
[1061865] ['1/8', '2/3', '5/2', '5/2', '8/5'] -> (5/2 / 1/8 + 5/2) * 2/3 * 8/5
[1061870] ['1/8', '2/3', '5/2', '5/2', '9/5'] -> (2/3 + 5/2 / 5/2) / 1/8 * 9/5
[1061884] ['1/8', '2/3', '5/2', '5/3', '7/5'] -> 7/5 / (2/3 / 5/2 - 1/8 * 5/3)
[1061886] ['1/8', '2/3', '5/2', '5/3', '7/8'] -> (5/2 / 1/8 + 5/3 - 2/3) / 7/8
[1061888] ['1/8', '2/3', '5/2', '5/3', '8/3'] -> (2/3 * 5/2 + 5/3) / 1/8 - 8/3
[1061890] ['1/8', '2/3', '5/2', '5/3', '8/7'] -> (5/2 / 1/8 + 5/3 - 2/3) * 8/7
[1061891] ['1/8', '2/3', '5/2', '5/3', '8/9'] -> ((2/3 + 5/2) / 1/8 + 5/3) * 8/9
[1061893] ['1/8', '2/3', '5/2', '5/3', '9/4'] -> (2/3 + 5/3 / 5/2) / 1/8 * 9/4
[1061896] ['1/8', '2/3', '5/2', '5/3', '9/8'] -> ((2/3 + 5/2) / 1/8 + 5/3) / 9/8
[1061897] ['1/8', '2/3', '5/2', '5/4', '5/4'] -> (5/4 / (1/8 * (2/3 * 5/2)) - 5/4))
[1061900] ['1/8', '2/3', '5/2', '5/4', '5/8'] -> (5/2 - 5/4) / 1/8 / 2/3 / 5/8
[1061901] ['1/8', '2/3', '5/2', '5/4', '5/9'] -> (5/2 - 2/3 * 5/4) / 1/8 / 5/9
[1061904] ['1/8', '2/3', '5/2', '5/4', '7/2'] -> 7/2 / (1/8 * (2/3 + 5/4 / 5/2))
[1061906] ['1/8', '2/3', '5/2', '5/4', '7/4'] -> 7/4 / (1/8 * (5/2 - 2/3 - 5/4))
[1061912] ['1/8', '2/3', '5/2', '5/4', '8/5'] -> (5/2 - 5/4) / 1/8 / 2/3 * 8/5
[1061917] ['1/8', '2/3', '5/2', '5/4', '9/5'] -> (5/2 - 2/3 * 5/4) / 1/8 * 9/5
[1061919] ['1/8', '2/3', '5/2', '5/4', '9/8'] -> 9/8 * (2/3 + 5/2 / 5/4) / 1/8
[1061922] ['1/8', '2/3', '5/2', '5/6', '5/8'] -> 5/2 * (5/6 / 1/8 - 2/3) / 5/8
[1061923] ['1/8', '2/3', '5/2', '5/6', '5/9'] -> 5/2 / (((2/3 + 5/6) * /8) * /9
)[1061927] ['1/8', '2/3', '5/2', '5/6', '7/3'] -> 7/3 / (2/3 * 5/6 / 5/2 - 1/8)
[1061934] ['1/8', '2/3', '5/2', '5/6', '8/5'] -> 5/2 * (5/6 / 1/8 - 2/3) * 8/5
[1061941] ['1/8', '2/3', '5/2', '5/6', '9/8'] -> 9/8 * (5/2 + 5/6 - 2/3) / 1/8
[1061949] ['1/8', '2/3', '5/2', '5/7', '7/4'] -> 5/2 / (((1/8 * /3) * /7) * /4
)[1061950] ['1/8', '2/3', '5/2', '5/7', '7/5'] -> 7/5 * 2/3 * (5/2 + 5/7) / 1/8
[1061956] ['1/8', '2/3', '5/2', '5/7', '8/7'] -> 8/7 / (1/8 * (2/3 - 5/7 / 5/2))
[1061961] ['1/8', '2/3', '5/2', '5/7', '9/7'] -> 9/7 * 5/2 * 2/3 / (1/8 * 5/7)
[1061963] ['1/8', '2/3', '5/2', '5/8', '5/8'] -> 5/2 / (((1/8 + 2/3) - 5/8) * /8
)[1061974] ['1/8', '2/3', '5/2', '5/8', '8/3'] -> (5/2 / 5/8 - 2/3) / 1/8 - 8/3
[1061978] ['1/8', '2/3', '5/2', '5/8', '9/2'] -> 2/3 / (5/8 / 5/2 - 1/8) * 9/2
[1061982] ['1/8', '2/3', '5/2', '5/8', '9/8'] -> 9/8 * 5/2 * 2/3 / (1/8 * 5/8)
[1061986] ['1/8', '2/3', '5/2', '5/9', '7/2'] -> 7/2 * 2/3 / (5/9 / 5/2 - 1/8)
[1061992] ['1/8', '2/3', '5/2', '5/9', '7/9'] -> (2/3 + 5/2) / 1/8 - 5/9 - 7/9
[1061999] ['1/8', '2/3', '5/2', '5/9', '9/5'] -> (5/2 - 5/9 / 2/3) / 1/8 * 9/5
[1062002] ['1/8', '2/3', '5/2', '6/5', '6/5'] -> (5/2 / (1/8 * /3) - 6/5) / 6/5
[1062005] ['1/8', '2/3', '5/2', '6/5', '7/3'] -> 7/3 / (2/3 / (5/2 * /5) - 1/8)
[1062007] ['1/8', '2/3', '5/2', '6/5', '7/5'] -> 7/5 / (1/8 * (2/3 * 5/2 - 6/5))
[1062016] ['1/8', '2/3', '5/2', '6/5', '9/4'] -> 5/2 * (6/5 - 2/3) / 1/8 * 9/4
[1062018] ['1/8', '2/3', '5/2', '6/5', '9/7'] -> 9/7 * (5/2 * 6/5 - 2/3) / 1/8
[1062025] ['1/8', '2/3', '5/2', '6/7', '7/6'] -> (5/2 / 1/8 + 2/3 * 6/7) * 7/6
[1062027] ['1/8', '2/3', '5/2', '6/7', '7/9'] -> (5/2 / (1/8 * /3) + 6/7) * 7/9
[1062035] ['1/8', '2/3', '5/2', '6/7', '9/7'] -> (5/2 / (1/8 * /3) + 6/7) / 9/7
[1062038] ['1/8', '2/3', '5/2', '7/2', '7/3'] -> 7/2 / 1/8 - 2/3 * 5/2 - 7/3
[1062069] ['1/8', '2/3', '5/2', '7/4', '7/5'] -> 7/5 * 5/2 / (1/8 * 2/3 * 7/4)
[1062073] ['1/8', '2/3', '5/2', '7/4', '8/3'] -> (5/2 - 7/4) / 1/8 / 2/3 * 8/3
[1062078] ['1/8', '2/3', '5/2', '7/4', '9/4'] -> (5/2 - 2/3 * 7/4) / 1/8 * 9/4
[1062092] ['1/8', '2/3', '5/2', '7/5', '9/5'] -> (2/3 / 5/2 + 7/5) / 1/8 * 9/5
[1062093] ['1/8', '2/3', '5/2', '7/5', '9/7'] -> 9/7 * 7/5 * 5/2 * 2/3 / 1/8
[1062095] ['1/8', '2/3', '5/2', '7/6', '7/6'] -> (5/2 / 1/8 + 2/3 / 7/6) * 7/6
[1062114] ['1/8', '2/3', '5/2', '7/8', '9/4'] -> 5/2 * 7/8 / 1/8 / 2/3 - 9/4
[1062119] ['1/8', '2/3', '5/2', '7/9', '8/3'] -> 8/3 / (1/8 * (2/3 * 5/2 - 7/9))
[1062124] ['1/8', '2/3', '5/2', '7/9', '9/4'] -> (5/2 - 7/9 / 2/3) / 1/8 * 9/4
[1062129] ['1/8', '2/3', '5/2', '8/3', '8/5'] -> 8/5 / (1/8 * 8/3 - 2/3 / 5/2)
[1062141] ['1/8', '2/3', '5/2', '8/5', '9/4'] -> (8/5 - 2/3 / 5/2) / 1/8 * 9/4
[1062142] ['1/8', '2/3', '5/2', '8/5', '9/5'] -> 9/5 / (1/8 * 2/3 * (5/2 - 8/5))
[1062143] ['1/8', '2/3', '5/2', '8/5', '9/7'] -> 9/7 * 5/2 * (8/5 - 2/3) / 1/8
[1062144] ['1/8', '2/3', '5/2', '8/5', '9/8'] -> 9/8 * 8/5 * 5/2 * 2/3 / 1/8
[1062148] ['1/8', '2/3', '5/2', '8/7', '9/4'] -> 5/2 / (1/8 * /3 * /7) - 9/4
[1062152] ['1/8', '2/3', '5/2', '8/9', '8/9'] -> (2/3 + 5/2 * 8/9) / 1/8 + 8/9
[1062158] ['1/8', '2/3', '5/2', '9/2', '9/2'] -> 5/2 / (((2/3 / 9/2) - 1/8) * /2
)[1062162] ['1/8', '2/3', '5/2', '9/2', '9/8'] -> 9/8 * (2/3 + 9/2 - 5/2) / 1/8
[1062163] ['1/8', '2/3', '5/2', '9/4', '9/4'] -> 5/2 / 2/3 + 9/4 / 1/8 + 9/4
[1062164] ['1/8', '2/3', '5/2', '9/4', '9/5'] -> 5/2 / (1/8 * /3 * /4) * 9/5
[1062166] ['1/8', '2/3', '5/2', '9/4', '9/8'] -> 9/8 * 2/3 / (1/8 * (5/2 - 9/4))
[1062167] ['1/8', '2/3', '5/2', '9/5', '9/5'] -> 9/5 / (9/5 / 2/3 - 1/8 - 5/2)
[1062181] ['1/8', '2/3', '5/3', '5/3', '7/2'] -> 7/2 / 1/8 - 2/3 - (5/3 + 5/3)
[1062191] ['1/8', '2/3', '5/3', '5/3', '8/9'] -> (5/3 + 5/3 - 2/3) / 1/8 / 8/9
[1062193] ['1/8', '2/3', '5/3', '5/3', '9/4'] -> (2/3 + 5/3 / 1/8) / (9/4 - 5/3)
[1062196] ['1/8', '2/3', '5/3', '5/3', '9/8'] -> (5/3 + 5/3 - 2/3) / 1/8 * 9/8
[1062197] ['1/8', '2/3', '5/3', '5/4', '5/4'] -> (5/3 / 2/3 + 5/4) / 1/8 / 5/4
[1062200] ['1/8', '2/3', '5/3', '5/4', '5/8'] -> 5/8 / (1/8 * (5/4 / 2/3 - 5/3))
[1062201] ['1/8', '2/3', '5/3', '5/4', '5/9'] -> (5/4 / (1/8 * /3) - 5/3) / 5/9
[1062202] ['1/8', '2/3', '5/3', '5/4', '6/5'] -> (5/3 + 2/3 * 5/4) / 1/8 * 6/5
[1062217] ['1/8', '2/3', '5/3', '5/4', '9/5'] -> (5/4 / (1/8 * /3) - 5/3) * 9/5
[1062224] ['1/8', '2/3', '5/3', '5/6', '6/5'] -> (2/3 + 5/6) * 5/3 / 1/8 * 6/5
[1062226] ['1/8', '2/3', '5/3', '5/6', '7/2'] -> 7/2 / (1/8 * (2/3 + 5/6 / 5/3))
[1062234] ['1/8', '2/3', '5/3', '5/6', '8/5'] -> (2/3 + 5/3) / 1/8 / 5/6 + 8/5
[1062241] ['1/8', '2/3', '5/3', '5/6', '9/8'] -> 9/8 * (2/3 + 5/3 / 5/6) / 1/8
[1062242] ['1/8', '2/3', '5/3', '5/7', '5/7'] -> 5/7 / (1/8 * (2/3 - 5/7 / 5/3))
[1062249] ['1/8', '2/3', '5/3', '5/7', '7/4'] -> (5/3 + 5/7 - 2/3) / 1/8 * 7/4
[1062250] ['1/8', '2/3', '5/3', '5/7', '7/5'] -> 7/5 * (5/3 + 2/3 * 5/7) / 1/8
[1062251] ['1/8', '2/3', '5/3', '5/7', '7/6'] -> 5/3 / (((1/8 * /3) * /7) * /6
)[1062263] ['1/8', '2/3', '5/3', '5/8', '5/8'] -> (5/3 / 2/3 - 5/8) / 1/8 / 5/8
[1062265] ['1/8', '2/3', '5/3', '5/8', '6/5'] -> 5/3 / (1/8 + 5/8 - 2/3) * 6/5
[1062267] ['1/8', '2/3', '5/3', '5/8', '7/2'] -> (5/3 + 5/8) / 1/8 / 2/3 - 7/2
[1062272] ['1/8', '2/3', '5/3', '5/8', '7/8'] -> 7/8 / (1/8 * (2/3 - 5/8 / 5/3))
[1062278] ['1/8', '2/3', '5/3', '5/8', '9/2'] -> 9/2 / (5/8 / 5/3 - 1/8 / 2/3)
[1062280] ['1/8', '2/3', '5/3', '5/8', '9/5'] -> 9/5 / (1/8 * (5/3 - 2/3 / 5/8))
[1062286] ['1/8', '2/3', '5/3', '5/9', '7/2'] -> 7/2 / (5/9 / 5/3 - 1/8 / 2/3)
[1062292] ['1/8', '2/3', '5/3', '5/9', '7/9'] -> 7/9 / (1/8 * (5/3 * 5/9 - 2/3))
[1062293] ['1/8', '2/3', '5/3', '5/9', '8/3'] -> (5/3 + 5/9) / 1/8 / 2/3 - 8/3
[1062296] ['1/8', '2/3', '5/3', '5/9', '8/9'] -> (2/3 + 5/3 + 5/9) / 1/8 + 8/9
[1062300] ['1/8', '2/3', '5/3', '5/9', '9/7'] -> 9/7 * (5/3 / 5/9 - 2/3) / 1/8
[1062311] ['1/8', '2/3', '5/3', '6/5', '8/3'] -> 8/3 / (1/8 * 5/3 * (6/5 - 2/3))
[1062312] ['1/8', '2/3', '5/3', '6/5', '8/5'] -> (2/3 + 5/3) * 6/5 / 1/8 + 8/5
[1062314] ['1/8', '2/3', '5/3', '6/5', '8/9'] -> (2/3 + 6/5) * 5/3 / 1/8 - 8/9
[1062317] ['1/8', '2/3', '5/3', '6/5', '9/5'] -> 9/5 / (2/3 + 6/5 - 1/8 - 5/3)
[1062319] ['1/8', '2/3', '5/3', '6/5', '9/8'] -> 9/8 * (2/3 + 5/3 * 6/5) / 1/8
[1062324] ['1/8', '2/3', '5/3', '6/7', '7/5'] -> 7/5 * 6/7 * 5/3 / (1/8 * 2/3)
[1062328] ['1/8', '2/3', '5/3', '6/7', '8/3'] -> 8/3 / (1/8 * (5/3 - 2/3 / 6/7))
[1062330] ['1/8', '2/3', '5/3', '6/7', '8/7'] -> 8/7 / (1/8 * (5/3 - 6/7 / 2/3))
[1062337] ['1/8', '2/3', '5/3', '7/2', '7/2'] -> 7/2 / (1/8 * (7/2 - 2/3 - 5/3))
[1062339] ['1/8', '2/3', '5/3', '7/2', '7/4'] -> (2/3 + (5/3 + 7/2) / 1/8) / 7/4
[1062342] ['1/8', '2/3', '5/3', '7/2', '7/8'] -> ((7/2 - 2/3) / 1/8 - 5/3) / 7/8
[1062346] ['1/8', '2/3', '5/3', '7/2', '8/7'] -> ((7/2 - 2/3) / 1/8 - 5/3) * 8/7
[1062347] ['1/8', '2/3', '5/3', '7/2', '8/9'] -> (2/3 + 7/2 / 1/8 - 5/3) * 8/9
[1062352] ['1/8', '2/3', '5/3', '7/2', '9/8'] -> (2/3 + 7/2 / 1/8 - 5/3) / 9/8
[1062353] ['1/8', '2/3', '5/3', '7/3', '7/3'] -> 7/3 / (1/8 * /3) - 5/3 - 7/3
[1062359] ['1/8', '2/3', '5/3', '7/3', '8/3'] -> (5/3 + 7/3 - 2/3) / 1/8 - 8/3
[1062364] ['1/8', '2/3', '5/3', '7/3', '9/4'] -> (2/3 + 7/3 - 5/3) / 1/8 * 9/4
[1062367] ['1/8', '2/3', '5/3', '7/3', '9/8'] -> 9/8 * 2/3 * (5/3 + 7/3) / 1/8
[1062370] ['1/8', '2/3', '5/3', '7/4', '7/6'] -> (2/3 + (5/3 + 7/4) / 1/8) / 7/6
[1062371] ['1/8', '2/3', '5/3', '7/4', '7/8'] -> (5/3 + (2/3 + 7/4) / 1/8) / 7/8
[1062373] ['1/8', '2/3', '5/3', '7/4', '8/3'] -> (5/3 + 7/4) / 1/8 - 2/3 - 8/3
[1062374] ['1/8', '2/3', '5/3', '7/4', '8/5'] -> (5/3 + 7/4 / 1/8 - 2/3) * 8/5
[1062375] ['1/8', '2/3', '5/3', '7/4', '8/7'] -> (5/3 + (2/3 + 7/4) / 1/8) * 8/7
[1062382] ['1/8', '2/3', '5/3', '7/5', '7/5'] -> 7/5 * (5/3 + 2/3 / 7/5) / 1/8
[1062383] ['1/8', '2/3', '5/3', '7/5', '7/6'] -> 5/3 * 7/5 / 1/8 / 2/3 / 7/6
[1062395] ['1/8', '2/3', '5/3', '7/6', '7/6'] -> (2/3 + 5/3 + 7/6) / 1/8 / 7/6
[1062407] ['1/8', '2/3', '5/3', '7/8', '7/8'] -> (2/3 + (5/3 + 7/8) / 1/8) / 7/8
[1062409] ['1/8', '2/3', '5/3', '7/8', '8/3'] -> 8/3 / (2/3 * 5/3 - 1/8 - 7/8)
[1062412] ['1/8', '2/3', '5/3', '7/8', '8/9'] -> (5/3 / 2/3 + 7/8) / 1/8 * 8/9
[1062414] ['1/8', '2/3', '5/3', '7/8', '9/4'] -> ((2/3 + 7/8) / 1/8 - 5/3) * 9/4
[1062419] ['1/8', '2/3', '5/3', '7/9', '8/3'] -> (2/3 / 1/8 + 5/3) / 7/9 * 8/3
