[1399766] ['2/5', '3/2', '5/4', '7/8', '9/5'] -> (9/5 / ((2/5 + 7/8) - (3/2 / 5/4)))
[1479301] ['2/7', '3/2', '3/8', '5/2', '9/5'] -> ((5/2 / (3/2 - (3/8 / 2/7))) * 9/5)
[1479302] ['2/7', '3/2', '3/8', '5/2', '9/7'] -> ((9/7 * 5/2) / (3/2 * (3/8 - 2/7)))
[1479311] ['2/7', '3/2', '3/8', '5/3', '6/7'] -> (((3/2 * 5/3) / (3/8 - 2/7)) * 6/7)
[1479316] ['2/7', '3/2', '3/8', '5/3', '7/6'] -> (((3/2 * 5/3) / (3/8 - 2/7)) / 7/6)
[1479334] ['2/7', '3/2', '3/8', '5/4', '6/7'] -> (6/7 / (2/7 * ((3/8 + 5/4) - 3/2)))
[1479335] ['2/7', '3/2', '3/8', '5/4', '7/2'] -> ((3/2 / (3/8 - (2/7 * 5/4))) / 7/2)
[1479340] ['2/7', '3/2', '3/8', '5/4', '7/8'] -> (((3/2 * 5/4) / (3/8 - 2/7)) / 7/8)
[1479344] ['2/7', '3/2', '3/8', '5/4', '8/7'] -> (((3/2 * 5/4) / (3/8 - 2/7)) * 8/7)
[1479362] ['2/7', '3/2', '3/8', '5/6', '7/8'] -> ((3/2 / (5/6 - (2/7 / 3/8))) / 7/8)
[1479366] ['2/7', '3/2', '3/8', '5/6', '8/7'] -> ((3/2 / (5/6 - (2/7 / 3/8))) * 8/7)
[1479370] ['2/7', '3/2', '3/8', '5/6', '9/5'] -> (9/5 / (((3/8 / 2/7) / 5/6) - 3/2))
[1479371] ['2/7', '3/2', '3/8', '5/6', '9/7'] -> (9/7 / ((2/7 / (3/2 - 5/6)) - 3/8))
[1479375] ['2/7', '3/2', '3/8', '5/7', '5/9'] -> ((5/7 / ((2/7 * 3/2) - 3/8)) / 5/9)
[1479376] ['2/7', '3/2', '3/8', '5/7', '6/5'] -> ((5/7 / (2/7 - (3/8 / 3/2))) * 6/5)
[1479377] ['2/7', '3/2', '3/8', '5/7', '6/7'] -> ((3/2 / ((5/7 - 2/7) - 3/8)) * 6/7)
[1479378] ['2/7', '3/2', '3/8', '5/7', '7/2'] -> ((3/2 / (2/7 - (3/8 * 5/7))) / 7/2)
[1479382] ['2/7', '3/2', '3/8', '5/7', '7/6'] -> ((3/2 / ((5/7 - 2/7) - 3/8)) / 7/6)
[1479390] ['2/7', '3/2', '3/8', '5/7', '9/4'] -> (((3/2 + (5/7 / 2/7)) / 3/8) * 9/4)
[1479391] ['2/7', '3/2', '3/8', '5/7', '9/5'] -> ((5/7 / ((2/7 * 3/2) - 3/8)) * 9/5)
[1479400] ['2/7', '3/2', '3/8', '5/8', '7/4'] -> ((3/2 / ((2/7 + 3/8) - 5/8)) / 7/4)
[1479403] ['2/7', '3/2', '3/8', '5/8', '7/8'] -> (((3/2 / (5/8 - 3/8)) / 2/7) / 7/8)
[1479405] ['2/7', '3/2', '3/8', '5/8', '8/3'] -> ((((3/2 / 2/7) + 3/8) / 5/8) * 8/3)
[1479406] ['2/7', '3/2', '3/8', '5/8', '8/5'] -> ((((3/2 / 2/7) / 3/8) / 5/8) + 8/5)
[1479410] ['2/7', '3/2', '3/8', '5/8', '9/4'] -> (9/4 / ((2/7 * 3/8) * (3/2 - 5/8)))
[1479412] ['2/7', '3/2', '3/8', '5/8', '9/7'] -> (9/7 / (3/2 * ((2/7 + 3/8) - 5/8)))
[1479438] ['2/7', '3/2', '3/8', '6/5', '7/5'] -> ((6/5 / (2/7 - (3/8 / 3/2))) / 7/5)
[1479447] ['2/7', '3/2', '3/8', '6/5', '9/4'] -> ((3/8 / ((3/2 - 2/7) - 6/5)) - 9/4)
[1479451] ['2/7', '3/2', '3/8', '6/7', '6/7'] -> (6/7 / (((6/7 - 3/8) / 3/2) - 2/7))
[1479454] ['2/7', '3/2', '3/8', '6/7', '7/4'] -> ((3/2 / ((3/8 * 6/7) - 2/7)) / 7/4)
[1479470] ['2/7', '3/2', '3/8', '7/2', '7/4'] -> ((((3/2 * 7/2) / 3/8) - 2/7) * 7/4)
[1479480] ['2/7', '3/2', '3/8', '7/2', '9/4'] -> ((((3/2 / 3/8) + 7/2) / 2/7) - 9/4)
[1479494] ['2/7', '3/2', '3/8', '7/3', '9/2'] -> (9/2 / (3/2 * (2/7 - (3/8 / 7/3))))
[1479502] ['2/7', '3/2', '3/8', '7/4', '7/8'] -> ((3/2 / (2/7 - (3/8 / 7/4))) / 7/8)
[1479506] ['2/7', '3/2', '3/8', '7/4', '8/7'] -> ((3/2 / (2/7 - (3/8 / 7/4))) * 8/7)
[1479509] ['2/7', '3/2', '3/8', '7/4', '9/4'] -> (9/4 / (((2/7 * 3/2) - 3/8) * 7/4))
[1479511] ['2/7', '3/2', '3/8', '7/4', '9/7'] -> ((9/7 * ((3/2 / 2/7) + 7/4)) / 3/8)
[1479513] ['2/7', '3/2', '3/8', '7/5', '7/5'] -> ((7/5 * 3/2) / (7/5 - (3/8 / 2/7)))
[1479521] ['2/7', '3/2', '3/8', '7/5', '9/2'] -> (9/2 / ((3/2 * (3/8 - 2/7)) * 7/5))
[1479523] ['2/7', '3/2', '3/8', '7/5', '9/5'] -> (9/5 / (((2/7 * 3/2) - 3/8) * 7/5))
[1479532] ['2/7', '3/2', '3/8', '7/6', '8/9'] -> ((((3/2 + 7/6) / 2/7) / 3/8) - 8/9)
[1479533] ['2/7', '3/2', '3/8', '7/6', '9/2'] -> (9/2 / (((2/7 * 3/2) * 3/8) * 7/6))
[1479536] ['2/7', '3/2', '3/8', '7/6', '9/7'] -> (9/7 / (3/2 * ((3/8 / 7/6) - 2/7)))
[1479542] ['2/7', '3/2', '3/8', '7/8', '8/7'] -> (8/7 / (((7/8 - 3/8) / 3/2) - 2/7))
[1479548] ['2/7', '3/2', '3/8', '7/8', '9/8'] -> (9/8 / (((2/7 * 3/2) - 3/8) * 7/8))
[1479554] ['2/7', '3/2', '3/8', '7/9', '9/2'] -> (9/2 / (((3/8 / 2/7) / 7/9) - 3/2))
[1479557] ['2/7', '3/2', '3/8', '7/9', '9/7'] -> (9/7 / ((3/8 / 7/9) - (2/7 * 3/2)))
[1479560] ['2/7', '3/2', '3/8', '8/3', '8/5'] -> ((((3/2 / 2/7) + 3/8) * 8/3) * 8/5)
[1479563] ['2/7', '3/2', '3/8', '8/3', '9/2'] -> (((8/3 / 2/7) - (3/2 / 3/8)) * 9/2)
[1479565] ['2/7', '3/2', '3/8', '8/3', '9/5'] -> (((3/2 / 3/8) + (8/3 / 2/7)) * 9/5)
[1479566] ['2/7', '3/2', '3/8', '8/3', '9/7'] -> (9/7 / (2/7 * ((3/2 / 8/3) - 3/8)))
[1479568] ['2/7', '3/2', '3/8', '8/5', '8/5'] -> ((((3/2 * 8/5) / 2/7) / 3/8) + 8/5)
[1479582] ['2/7', '3/2', '3/8', '8/7', '9/8'] -> ((9/8 * 8/7) / ((2/7 * 3/2) - 3/8))
[1479583] ['2/7', '3/2', '3/8', '8/9', '8/9'] -> ((8/9 / (2/7 - (3/8 / 3/2))) - 8/9)
[1479589] ['2/7', '3/2', '3/8', '9/2', '9/2'] -> (((3/2 / 2/7) + (3/8 / 9/2)) * 9/2)
[1479592] ['2/7', '3/2', '3/8', '9/2', '9/7'] -> (9/7 / (2/7 * ((3/8 * 9/2) - 3/2)))
[1479594] ['2/7', '3/2', '3/8', '9/4', '9/4'] -> (((3/2 + (9/4 / 3/8)) / 2/7) - 9/4)
[1479596] ['2/7', '3/2', '3/8', '9/4', '9/7'] -> (9/7 / (((2/7 * 9/4) / 3/2) - 3/8))
[1479601] ['2/7', '3/2', '3/8', '9/7', '9/7'] -> (9/7 / ((3/8 * 9/7) - (2/7 * 3/2)))
[1479608] ['2/7', '3/2', '4/3', '4/3', '5/2'] -> (((4/3 / 2/7) + 4/3) * (3/2 + 5/2))
[1479610] ['2/7', '3/2', '4/3', '4/3', '5/4'] -> (((4/3 / 2/7) + 4/3) / (3/2 - 5/4))
[1479616] ['2/7', '3/2', '4/3', '4/3', '6/7'] -> (((4/3 * 6/7) / 2/7) / (3/2 - 4/3))
[1479619] ['2/7', '3/2', '4/3', '4/3', '7/4'] -> (((4/3 / 2/7) + 4/3) / (7/4 - 3/2))
[1479621] ['2/7', '3/2', '4/3', '4/3', '7/6'] -> (((4/3 / (3/2 - 4/3)) / 2/7) / 7/6)
[1479624] ['2/7', '3/2', '4/3', '4/3', '8/3'] -> (((4/3 / 2/7) + 4/3) * (3/2 * 8/3))
[1479626] ['2/7', '3/2', '4/3', '4/3', '8/7'] -> (8/7 / (((2/7 / 4/3) + 4/3) - 3/2))
[1479633] ['2/7', '3/2', '4/3', '4/5', '4/5'] -> (4/5 / ((3/2 + 4/3) - (4/5 / 2/7)))
[1479654] ['2/7', '3/2', '4/3', '4/5', '8/7'] -> (8/7 / (2/7 * ((4/3 / 4/5) - 3/2)))
[1479679] ['2/7', '3/2', '4/3', '4/7', '8/3'] -> ((((3/2 * 4/3) + 4/7) / 2/7) * 8/3)
[1479698] ['2/7', '3/2', '4/3', '4/9', '7/2'] -> ((4/3 / (4/9 - (2/7 * 3/2))) / 7/2)
[1479705] ['2/7', '3/2', '4/3', '4/9', '8/3'] -> ((((4/3 / 2/7) / 4/9) - 3/2) * 8/3)
[1479709] ['2/7', '3/2', '4/3', '4/9', '9/2'] -> (((4/3 / 2/7) + (3/2 * 4/9)) * 9/2)
[1479728] ['2/7', '3/2', '4/3', '5/2', '7/8'] -> ((5/2 / ((2/7 + 4/3) - 3/2)) / 7/8)
[1479731] ['2/7', '3/2', '4/3', '5/2', '8/5'] -> (8/5 / ((5/2 / (2/7 + 3/2)) - 4/3))
[1479751] ['2/7', '3/2', '4/3', '5/3', '7/6'] -> (((4/3 / (5/3 - 3/2)) / 2/7) / 7/6)
[1479754] ['2/7', '3/2', '4/3', '5/3', '8/3'] -> ((((4/3 + 5/3) / 2/7) - 3/2) * 8/3)
[1479758] ['2/7', '3/2', '4/3', '5/3', '9/2'] -> ((((3/2 * 4/3) / 2/7) - 5/3) * 9/2)
[1479782] ['2/7', '3/2', '4/3', '5/4', '9/4'] -> (((5/4 / (3/2 - 4/3)) / 2/7) - 9/4)
[1479784] ['2/7', '3/2', '4/3', '5/4', '9/7'] -> ((9/7 * 4/3) / (2/7 * (3/2 - 5/4)))
[1479799] ['2/7', '3/2', '4/3', '5/6', '8/3'] -> (8/3 / (2/7 * (3/2 - (4/3 * 5/6))))
[1479801] ['2/7', '3/2', '4/3', '5/6', '8/7'] -> (8/7 / (((4/3 - 5/6) / 3/2) - 2/7))
[1479803] ['2/7', '3/2', '4/3', '5/6', '9/2'] -> (((3/2 + (4/3 / 2/7)) - 5/6) * 9/2)
[1479809] ['2/7', '3/2', '4/3', '5/7', '5/8'] -> (((5/7 / (3/2 - 4/3)) / 2/7) / 5/8)
[1479820] ['2/7', '3/2', '4/3', '5/7', '8/3'] -> (8/3 / ((2/7 + 5/7) - (4/3 / 3/2)))
[1479821] ['2/7', '3/2', '4/3', '5/7', '8/5'] -> (((5/7 / (3/2 - 4/3)) / 2/7) * 8/5)
[1479832] ['2/7', '3/2', '4/3', '5/8', '6/7'] -> (6/7 / ((5/8 / 3/2) - (2/7 * 4/3)))
[1479847] ['2/7', '3/2', '4/3', '5/8', '9/7'] -> (9/7 / (5/8 - ((2/7 * 3/2) * 4/3)))
[1479859] ['2/7', '3/2', '4/3', '5/9', '8/3'] -> (8/3 / (2/7 * ((4/3 + 5/9) - 3/2)))
[1479861] ['2/7', '3/2', '4/3', '5/9', '8/7'] -> (8/7 / (((4/3 / 3/2) - 2/7) - 5/9))
[1479862] ['2/7', '3/2', '4/3', '5/9', '8/9'] -> (8/9 / (4/3 - ((5/9 / 2/7) / 3/2)))
[1479877] ['2/7', '3/2', '4/3', '6/5', '8/3'] -> (8/3 / (2/7 * (3/2 - (4/3 / 6/5))))
[1479886] ['2/7', '3/2', '4/3', '6/7', '6/7'] -> ((2/7 + 6/7) / (4/3 - (3/2 * 6/7)))
[1479887] ['2/7', '3/2', '4/3', '6/7', '7/2'] -> (((2/7 + 6/7) / (3/2 - 4/3)) * 7/2)
[1479894] ['2/7', '3/2', '4/3', '6/7', '8/3'] -> ((2/7 * 8/3) / ((4/3 / 3/2) - 6/7))
[1479901] ['2/7', '3/2', '4/3', '6/7', '9/7'] -> (9/7 / (((3/2 - 2/7) / 4/3) - 6/7))
[1479910] ['2/7', '3/2', '4/3', '7/2', '8/3'] -> (8/3 / ((2/7 * 7/2) - (4/3 / 3/2)))
[1479914] ['2/7', '3/2', '4/3', '7/2', '9/2'] -> ((((2/7 / 3/2) + 4/3) * 7/2) * 9/2)
[1479920] ['2/7', '3/2', '4/3', '7/3', '7/4'] -> (((7/3 / (3/2 - 4/3)) - 2/7) * 7/4)
[1479925] ['2/7', '3/2', '4/3', '7/3', '8/3'] -> (8/3 / ((2/7 * (3/2 - 4/3)) * 7/3))
[1479953] ['2/7', '3/2', '4/3', '7/5', '8/5'] -> (8/5 / ((2/7 * (3/2 - 4/3)) * 7/5))
[1479961] ['2/7', '3/2', '4/3', '7/6', '7/6'] -> ((4/3 / ((3/2 - 2/7) - 7/6)) / 7/6)
[1479966] ['2/7', '3/2', '4/3', '7/6', '8/7'] -> (8/7 / (((2/7 * 4/3) + 7/6) - 3/2))
[1479969] ['2/7', '3/2', '4/3', '7/6', '9/4'] -> ((4/3 + ((3/2 + 7/6) / 2/7)) * 9/4)
[1479980] ['2/7', '3/2', '4/3', '7/8', '9/4'] -> (((4/3 + (3/2 / 7/8)) / 2/7) * 9/4)
[1479987] ['2/7', '3/2', '4/3', '7/9', '8/7'] -> (8/7 / (2/7 * (4/3 - (3/2 * 7/9))))
[1479988] ['2/7', '3/2', '4/3', '7/9', '8/9'] -> (8/9 / ((2/7 * (3/2 - 4/3)) * 7/9))
[1479998] ['2/7', '3/2', '4/3', '8/3', '9/2'] -> ((((8/3 / 2/7) - 4/3) / 3/2) * 9/2)
[1480014] ['2/7', '3/2', '4/3', '8/7', '9/4'] -> (((4/3 + (3/2 * 8/7)) / 2/7) * 9/4)
[1480016] ['2/7', '3/2', '4/3', '8/7', '9/7'] -> ((4/3 / ((3/2 - 2/7) - 8/7)) * 9/7)
[1480022] ['2/7', '3/2', '4/3', '8/9', '9/7'] -> (((8/9 / (3/2 - 4/3)) / 2/7) * 9/7)
[1480024] ['2/7', '3/2', '4/3', '9/2', '9/2'] -> ((((4/3 * 9/2) / 2/7) - 3/2) + 9/2)
[1480031] ['2/7', '3/2', '4/3', '9/4', '9/7'] -> (9/7 / (2/7 * ((9/4 / 4/3) - 3/2)))
[1480037] ['2/7', '3/2', '4/3', '9/7', '9/8'] -> (((9/7 / (3/2 - 4/3)) / 2/7) / 9/8)
[1480047] ['2/7', '3/2', '4/5', '4/5', '5/8'] -> (((3/2 * 4/5) / 2/7) / (4/5 - 5/8))
[1480067] ['2/7', '3/2', '4/5', '4/7', '4/7'] -> (4/7 / ((4/7 / 3/2) - (2/7 / 4/5)))
[1480076] ['2/7', '3/2', '4/5', '4/7', '6/5'] -> (6/5 / (4/5 - ((2/7 * 3/2) / 4/7)))
[1480077] ['2/7', '3/2', '4/5', '4/7', '6/7'] -> (6/7 / (4/7 - ((2/7 * 3/2) / 4/5)))
[1480090] ['2/7', '3/2', '4/5', '4/7', '9/4'] -> ((3/2 / ((2/7 + 4/7) - 4/5)) - 9/4)
[1480096] ['2/7', '3/2', '4/5', '4/9', '5/3'] -> ((4/5 / ((4/9 / 2/7) - 3/2)) * 5/3)
[1480162] ['2/7', '3/2', '4/5', '5/3', '8/7'] -> (8/7 / (2/7 * (3/2 - (4/5 * 5/3))))
[1480174] ['2/7', '3/2', '4/5', '5/4', '6/5'] -> (6/5 / (((4/5 / 2/7) - 3/2) - 5/4))
[1480217] ['2/7', '3/2', '4/5', '5/7', '6/5'] -> ((2/7 / ((4/5 + 5/7) - 3/2)) * 6/5)
[1480248] ['2/7', '3/2', '4/5', '5/8', '8/7'] -> (8/7 / (((4/5 * 5/8) / 3/2) - 2/7))
[1480252] ['2/7', '3/2', '4/5', '5/8', '9/5'] -> (9/5 / ((2/7 * 3/2) * (4/5 - 5/8)))
[1480265] ['2/7', '3/2', '4/5', '5/9', '8/3'] -> (8/3 / ((2/7 * (3/2 - 4/5)) * 5/9))
[1480277] ['2/7', '3/2', '4/5', '6/5', '7/3'] -> ((4/5 / ((3/2 - 2/7) - 6/5)) / 7/3)
[1480300] ['2/7', '3/2', '4/5', '6/7', '8/3'] -> (((3/2 + (6/7 / 4/5)) / 2/7) * 8/3)
[1480321] ['2/7', '3/2', '4/5', '7/2', '9/4'] -> ((3/2 / (2/7 - (4/5 / 7/2))) - 9/4)
[1480335] ['2/7', '3/2', '4/5', '7/3', '9/2'] -> ((4/5 * ((7/3 / 2/7) - 3/2)) * 9/2)
[1480336] ['2/7', '3/2', '4/5', '7/3', '9/4'] -> ((3/2 / ((4/5 / 7/3) - 2/7)) - 9/4)
[1480351] ['2/7', '3/2', '4/5', '7/4', '9/5'] -> (9/5 / (((7/4 - 3/2) / 2/7) - 4/5))
[1480355] ['2/7', '3/2', '4/5', '7/5', '7/6'] -> (((4/5 / (3/2 - 7/5)) / 2/7) / 7/6)
[1480406] ['2/7', '3/2', '4/5', '8/3', '9/5'] -> (((8/3 / (3/2 - 4/5)) / 2/7) * 9/5)
[1480410] ['2/7', '3/2', '4/5', '8/5', '8/7'] -> (8/7 / (((4/5 / 3/2) / 8/5) - 2/7))
[1480420] ['2/7', '3/2', '4/5', '8/7', '9/4'] -> ((3/2 / ((8/7 - 2/7) - 4/5)) - 9/4)
[1480431] ['2/7', '3/2', '4/5', '9/2', '9/4'] -> ((((3/2 + 9/2) / 2/7) / 4/5) - 9/4)
[1480448] ['2/7', '3/2', '4/7', '4/7', '5/3'] -> (((4/7 + 4/7) / 2/7) / (5/3 - 3/2))
[1480452] ['2/7', '3/2', '4/7', '4/7', '5/8'] -> ((3/2 * (2/7 + 4/7)) / (5/8 - 4/7))
[1480453] ['2/7', '3/2', '4/7', '4/7', '5/9'] -> (((2/7 / 3/2) - 4/7) / (5/9 - 4/7))
[1480460] ['2/7', '3/2', '4/7', '4/7', '7/6'] -> ((4/7 + 4/7) / ((3/2 - 2/7) - 7/6))
[1480461] ['2/7', '3/2', '4/7', '4/7', '7/8'] -> ((3/2 / (4/7 - (2/7 / 4/7))) / 7/8)
[1480465] ['2/7', '3/2', '4/7', '4/7', '8/7'] -> ((3/2 * 8/7) / (4/7 - (2/7 / 4/7)))
[1480472] ['2/7', '3/2', '4/7', '4/9', '4/9'] -> ((4/7 / ((4/9 / 3/2) - 2/7)) * 4/9)
[1480483] ['2/7', '3/2', '4/7', '4/9', '7/3'] -> ((4/7 / ((4/9 / 2/7) - 3/2)) * 7/3)
[1480487] ['2/7', '3/2', '4/7', '4/9', '7/8'] -> ((3/2 / ((2/7 / 4/9) - 4/7)) / 7/8)
[1480489] ['2/7', '3/2', '4/7', '4/9', '8/3'] -> (8/3 / (4/9 - ((2/7 / 3/2) / 4/7)))
[1480492] ['2/7', '3/2', '4/7', '4/9', '8/9'] -> ((3/2 / ((2/7 / 4/7) - 4/9)) * 8/9)
[1480493] ['2/7', '3/2', '4/7', '4/9', '9/2'] -> (((3/2 * (4/7 + 4/9)) / 2/7) * 9/2)
[1480494] ['2/7', '3/2', '4/7', '4/9', '9/4'] -> ((4/7 / ((4/9 / 3/2) - 2/7)) / 9/4)
[1480497] ['2/7', '3/2', '4/7', '4/9', '9/8'] -> ((3/2 / ((2/7 / 4/7) - 4/9)) / 9/8)
[1480506] ['2/7', '3/2', '4/7', '5/2', '6/7'] -> ((6/7 / 2/7) / ((3/2 / 4/7) - 5/2))
[1480543] ['2/7', '3/2', '4/7', '5/3', '9/4'] -> ((3/2 / ((4/7 / 5/3) - 2/7)) - 9/4)
[1480565] ['2/7', '3/2', '4/7', '5/4', '9/2'] -> (9/2 / (((5/4 - 2/7) / 4/7) - 3/2))
[1480575] ['2/7', '3/2', '4/7', '5/6', '6/7'] -> (6/7 / (3/2 * ((2/7 + 4/7) - 5/6)))
[1480576] ['2/7', '3/2', '4/7', '5/6', '7/2'] -> ((2/7 / (3/2 - (5/6 / 4/7))) * 7/2)
[1480585] ['2/7', '3/2', '4/7', '5/6', '8/7'] -> (8/7 / ((4/7 * 5/6) - (2/7 * 3/2)))
[1480622] ['2/7', '3/2', '4/7', '5/8', '7/8'] -> ((3/2 / ((4/7 * 5/8) - 2/7)) / 7/8)
[1480629] ['2/7', '3/2', '4/7', '5/8', '9/4'] -> (9/4 / (((2/7 + 5/8) / 4/7) - 3/2))
[1480645] ['2/7', '3/2', '4/7', '5/9', '8/7'] -> (8/7 / (3/2 * ((4/7 * 5/9) - 2/7)))
[1480648] ['2/7', '3/2', '4/7', '5/9', '9/4'] -> ((3/2 / (4/7 - (2/7 / 5/9))) - 9/4)
[1480663] ['2/7', '3/2', '4/7', '6/5', '8/7'] -> (8/7 / ((4/7 / 6/5) - (2/7 * 3/2)))
[1480678] ['2/7', '3/2', '4/7', '6/7', '8/3'] -> ((6/7 / ((4/7 / 3/2) - 2/7)) * 8/3)
[1480680] ['2/7', '3/2', '4/7', '6/7', '8/7'] -> (8/7 / ((4/7 / 3/2) - (2/7 / 6/7)))
[1480694] ['2/7', '3/2', '4/7', '7/2', '8/3'] -> ((((4/7 + 7/2) - 3/2) / 2/7) * 8/3)
[1480698] ['2/7', '3/2', '4/7', '7/2', '9/2'] -> ((((3/2 + 4/7) + 7/2) / 2/7) + 9/2)
[1480711] ['2/7', '3/2', '4/7', '7/3', '8/7'] -> (8/7 / (2/7 * (3/2 - (4/7 * 7/3))))
[1480713] ['2/7', '3/2', '4/7', '7/3', '9/2'] -> ((((3/2 * 4/7) / 2/7) + 7/3) * 9/2)
[1480721] ['2/7', '3/2', '4/7', '7/4', '7/8'] -> ((3/2 / (4/7 - (2/7 * 7/4))) / 7/8)
[1480723] ['2/7', '3/2', '4/7', '7/4', '8/3'] -> ((((3/2 + 4/7) / 2/7) + 7/4) * 8/3)
[1480725] ['2/7', '3/2', '4/7', '7/4', '8/7'] -> ((3/2 / (4/7 - (2/7 * 7/4))) * 8/7)
[1480737] ['2/7', '3/2', '4/7', '7/5', '8/5'] -> (8/5 / (7/5 - ((4/7 / 2/7) / 3/2)))
[1480752] ['2/7', '3/2', '4/7', '7/6', '9/2'] -> ((((3/2 + 7/6) * 4/7) / 2/7) * 9/2)
[1480761] ['2/7', '3/2', '4/7', '7/8', '8/7'] -> (8/7 / (((4/7 * 7/8) / 3/2) - 2/7))
[1480763] ['2/7', '3/2', '4/7', '7/8', '9/2'] -> ((2/7 / ((3/2 - 4/7) - 7/8)) * 9/2)
[1480780] ['2/7', '3/2', '4/7', '8/3', '8/7'] -> ((3/2 / (2/7 - (4/7 / 8/3))) * 8/7)
[1480783] ['2/7', '3/2', '4/7', '8/3', '9/4'] -> ((((4/7 / 3/2) + 8/3) / 2/7) * 9/4)
[1480785] ['2/7', '3/2', '4/7', '8/3', '9/7'] -> ((8/3 / (4/7 - (2/7 * 3/2))) * 9/7)
[1480790] ['2/7', '3/2', '4/7', '8/5', '9/2'] -> (9/2 / (((3/2 - 2/7) / 8/5) - 4/7))
[1480797] ['2/7', '3/2', '4/7', '8/7', '9/2'] -> ((((4/7 / 3/2) + 8/7) / 2/7) * 9/2)
[1480832] ['2/7', '3/2', '4/9', '4/9', '6/7'] -> ((4/9 * 6/7) / (4/9 - (2/7 * 3/2)))
[1480835] ['2/7', '3/2', '4/9', '4/9', '7/4'] -> ((4/9 / ((4/9 / 3/2) - 2/7)) / 7/4)
[1480837] ['2/7', '3/2', '4/9', '4/9', '7/6'] -> ((4/9 / (4/9 - (2/7 * 3/2))) / 7/6)
[1480840] ['2/7', '3/2', '4/9', '4/9', '8/3'] -> (8/3 / ((2/7 * (3/2 + 4/9)) - 4/9))
[1480843] ['2/7', '3/2', '4/9', '4/9', '8/9'] -> ((4/9 + 8/9) / ((4/9 / 2/7) - 3/2))
[1480847] ['2/7', '3/2', '4/9', '4/9', '9/7'] -> (9/7 / (3/2 - ((2/7 / 4/9) / 4/9)))
[1480867] ['2/7', '3/2', '4/9', '5/2', '8/7'] -> (8/7 / ((2/7 * 5/2) - (3/2 * 4/9)))
[1480875] ['2/7', '3/2', '4/9', '5/3', '5/4'] -> ((5/3 / ((4/9 / 2/7) - 3/2)) / 5/4)
[1480891] ['2/7', '3/2', '4/9', '5/3', '8/7'] -> (8/7 / (3/2 * ((2/7 * 5/3) - 4/9)))
[1480923] ['2/7', '3/2', '4/9', '5/6', '5/8'] -> ((5/6 / ((4/9 / 2/7) - 3/2)) / 5/8)
[1480935] ['2/7', '3/2', '4/9', '5/6', '8/5'] -> ((5/6 / ((4/9 / 2/7) - 3/2)) * 8/5)
[1480936] ['2/7', '3/2', '4/9', '5/6', '8/7'] -> (8/7 / (2/7 * (5/6 - (3/2 * 4/9))))
[1480948] ['2/7', '3/2', '4/9', '5/7', '7/2'] -> (((3/2 / 2/7) + (5/7 / 4/9)) * 7/2)
[1480953] ['2/7', '3/2', '4/9', '5/7', '7/8'] -> ((3/2 / (5/7 - (2/7 / 4/9))) / 7/8)
[1480956] ['2/7', '3/2', '4/9', '5/7', '8/5'] -> (8/5 / (3/2 * (4/9 - (2/7 / 5/7))))
[1480967] ['2/7', '3/2', '4/9', '5/8', '6/7'] -> (6/7 / ((5/8 / (3/2 + 4/9)) - 2/7))
[1480969] ['2/7', '3/2', '4/9', '5/8', '7/3'] -> ((2/7 / (4/9 - (5/8 / 3/2))) * 7/3)
[1480975] ['2/7', '3/2', '4/9', '5/8', '8/3'] -> (8/3 / ((2/7 * 4/9) * (3/2 - 5/8)))
[1480986] ['2/7', '3/2', '4/9', '5/9', '6/7'] -> (6/7 / ((2/7 + (5/9 / 4/9)) - 3/2))
[1480994] ['2/7', '3/2', '4/9', '5/9', '8/3'] -> (8/3 / (2/7 * ((3/2 * 5/9) - 4/9)))
[1480996] ['2/7', '3/2', '4/9', '5/9', '8/7'] -> (8/7 / ((2/7 * 3/2) * (5/9 - 4/9)))
[1481013] ['2/7', '3/2', '4/9', '6/5', '8/5'] -> (8/5 / (((4/9 / 2/7) - 3/2) * 6/5))
[1481032] ['2/7', '3/2', '4/9', '6/7', '8/9'] -> (8/9 / ((2/7 / 6/7) - (4/9 / 3/2)))
[1481033] ['2/7', '3/2', '4/9', '6/7', '9/2'] -> ((((3/2 * 4/9) + 6/7) / 2/7) * 9/2)
[1481034] ['2/7', '3/2', '4/9', '6/7', '9/4'] -> ((6/7 / (4/9 - (2/7 * 3/2))) / 9/4)
[1481048] ['2/7', '3/2', '4/9', '7/2', '8/9'] -> (8/9 / (((4/9 / 3/2) - 2/7) * 7/2))
[1481055] ['2/7', '3/2', '4/9', '7/3', '7/4'] -> ((7/3 / ((4/9 / 2/7) - 3/2)) / 7/4)
[1481060] ['2/7', '3/2', '4/9', '7/3', '8/3'] -> (8/3 / (2/7 * ((7/3 - 3/2) - 4/9)))
[1481061] ['2/7', '3/2', '4/9', '7/3', '8/5'] -> ((((7/3 / 2/7) - 3/2) / 4/9) * 8/5)
[1481063] ['2/7', '3/2', '4/9', '7/3', '8/9'] -> (8/9 / ((4/9 - (2/7 * 3/2)) * 7/3))
[1481065] ['2/7', '3/2', '4/9', '7/3', '9/4'] -> (((3/2 + (7/3 / 2/7)) / 4/9) + 9/4)
[1481074] ['2/7', '3/2', '4/9', '7/4', '8/3'] -> (8/3 / (4/9 - ((2/7 * 7/4) / 3/2)))
[1481076] ['2/7', '3/2', '4/9', '7/4', '8/7'] -> (8/7 / (3/2 * (2/7 - (4/9 / 7/4))))
