[1502197] ['2/7', '3/8', '3/8', '4/7', '9/8'] -> 9/8 / 3/8 / (2/7 / 4/7 - 3/8)
[1536418] ['2/7', '5/9', '7/3', '8/3', '9/2'] -> (7/3 / 2/7 + 8/3) / 5/9 + 9/2
[1536438] ['2/7', '5/9', '7/3', '8/9', '8/9'] -> 8/9 / (2/7 * 7/3 * 8/9 - 5/9)
[1536439] ['2/7', '5/9', '7/3', '8/9', '9/2'] -> ((7/3 - 5/9) / 2/7 - 8/9) * 9/2
[1536442] ['2/7', '5/9', '7/3', '8/9', '9/7'] -> 9/7 / ((2/7 - 5/9 / 7/3) / 8/9)
[1536444] ['2/7', '5/9', '7/3', '9/2', '9/2'] -> (5/9 / 2/7 / 7/3 + 9/2) * 9/2
[1536445] ['2/7', '5/9', '7/3', '9/2', '9/4'] -> (7/3 / 2/7 + 5/9 * 9/2) * 9/4
[1536464] ['2/7', '5/9', '7/4', '7/4', '8/3'] -> 7/4 / (5/9 / 2/7 - 7/4) * 8/3
[1536487] ['2/7', '5/9', '7/4', '7/6', '7/8'] -> 7/6 / (5/9 - 2/7 * 7/4) / 7/8
[1536489] ['2/7', '5/9', '7/4', '7/6', '8/3'] -> 8/3 / (7/6 - 2/7 * 7/4 - 5/9)
[1536491] ['2/7', '5/9', '7/4', '7/6', '8/7'] -> 7/6 / (5/9 - 2/7 * 7/4) * 8/7
[1536492] ['2/7', '5/9', '7/4', '7/6', '8/9'] -> 8/9 / ((5/9 / 7/4 - 2/7) * 7/6)
[1536568] ['2/7', '5/9', '7/5', '7/5', '8/3'] -> 7/5 / (5/9 - 2/7 * 7/5) * 8/3
[1536580] ['2/7', '5/9', '7/5', '7/6', '8/3'] -> 8/3 / (2/7 * (7/6 - 5/9 * 7/5))
[1536583] ['2/7', '5/9', '7/5', '7/6', '8/9'] -> 8/9 / (2/7 * 5/9 * (7/5 - 7/6))
[1536602] ['2/7', '5/9', '7/5', '7/9', '8/5'] -> 8/5 / (2/7 * (7/5 + 7/9) - 5/9)
[1536620] ['2/7', '5/9', '7/5', '8/5', '8/7'] -> 8/7 / (5/9 * (2/7 + 7/5 - 8/5))
[1536658] ['2/7', '5/9', '7/6', '7/6', '8/3'] -> 8/3 / (2/7 * (7/6 + 7/6) - 5/9)
[1536660] ['2/7', '5/9', '7/6', '7/6', '8/7'] -> 8/7 / (2/7 - 5/9 / (7/6 + 7/6))
[1536679] ['2/7', '5/9', '7/6', '7/9', '8/3'] -> 8/3 / (2/7 * 7/6 + 5/9 - 7/9)
[1536680] ['2/7', '5/9', '7/6', '7/9', '8/5'] -> 8/5 / (2/7 * (7/9 / 5/9 - 7/6))
[1536681] ['2/7', '5/9', '7/6', '7/9', '8/7'] -> 8/7 / (2/7 * (5/9 + 7/9 - 7/6))
[1536682] ['2/7', '5/9', '7/6', '7/9', '8/9'] -> 8/9 / (2/7 * (7/9 - 5/9 * 7/6))
[1536697] ['2/7', '5/9', '7/6', '8/5', '8/5'] -> 8/5 / (5/9 / 2/7 / 7/6 - 8/5)
[1536719] ['2/7', '5/9', '7/6', '9/2', '9/4'] -> (9/2 / 2/7 - 7/6) / 5/9 - 9/4
[1536735] ['2/7', '5/9', '7/8', '7/8', '8/3'] -> 8/3 / 2/7 / (7/8 - 5/9 * 7/8)
[1536747] ['2/7', '5/9', '7/8', '7/9', '8/7'] -> 8/7 / (7/9 / 7/8 - 2/7 - 5/9)
[1536749] ['2/7', '5/9', '7/8', '7/9', '9/2'] -> (5/9 + 7/9) / 2/7 / 7/8 * 9/2
[1536754] ['2/7', '5/9', '7/8', '8/3', '8/3'] -> 8/3 / (2/7 * 7/8 * 8/3 - 5/9)
[1536756] ['2/7', '5/9', '7/8', '8/3', '8/7'] -> 8/7 / (2/7 - 5/9 / 7/8 / 8/3)
[1536779] ['2/7', '5/9', '7/8', '8/9', '9/2'] -> (5/9 / 7/8 + 8/9) / 2/7 * 9/2
[1536800] ['2/7', '5/9', '7/9', '7/9', '8/3'] -> 8/3 / (5/9 - 2/7 * (7/9 + 7/9))
[1536811] ['2/7', '5/9', '7/9', '8/3', '8/7'] -> 8/7 / (2/7 * 8/3 - 5/9 / 7/9)
[1536812] ['2/7', '5/9', '7/9', '8/3', '8/9'] -> 8/9 / (2/7 * 7/9 * 8/3 - 5/9)
[1536814] ['2/7', '5/9', '7/9', '8/3', '9/4'] -> (5/9 + 7/9 + 8/3 / 2/7) * 9/4
[1536826] ['2/7', '5/9', '7/9', '8/7', '8/7'] -> 8/7 / (7/9 * 8/7 - 2/7 - 5/9)
[1536833] ['2/7', '5/9', '7/9', '8/9', '8/9'] -> 8/9 / (7/9 * (8/9 - 2/7 - 5/9))
[1536855] ['2/7', '5/9', '8/3', '8/3', '8/5'] -> 8/3 * 8/3 / 2/7 - 5/9 * 8/5
[1536863] ['2/7', '5/9', '8/3', '8/5', '8/5'] -> (8/3 / 5/9 + 8/5) / 2/7 + 8/5
[1536864] ['2/7', '5/9', '8/3', '8/5', '8/7'] -> 8/7 / (5/9 * 8/5 / 8/3 - 2/7)
[1536871] ['2/7', '5/9', '8/3', '8/7', '8/7'] -> 8/7 / (2/7 - 5/9 * 8/7 / 8/3)
[1536909] ['2/7', '5/9', '8/5', '8/7', '9/2'] -> 5/9 * (8/5 + 8/7) / 2/7 * 9/2
[1536936] ['2/7', '5/9', '8/7', '8/7', '8/9'] -> (8/7 + 8/7) / 2/7 / (8/9 - 5/9)
[1536943] ['2/7', '5/9', '8/7', '8/9', '9/2'] -> (5/9 * 8/7 + 8/9) / 2/7 * 9/2
[1536967] ['2/7', '5/9', '8/9', '8/9', '9/7'] -> 8/9 / (8/9 - 2/7 - 5/9) * 9/7
[1536982] ['2/7', '5/9', '8/9', '9/7', '9/8'] -> 9/7 / (8/9 - 2/7 - 5/9) / 9/8
[1537030] ['2/7', '6/5', '6/5', '6/5', '8/7'] -> 6/5 / (8/7 / (6/5 - 2/7) - 6/5)
[1537041] ['2/7', '6/5', '6/5', '6/7', '7/5'] -> (6/5 + 6/7) / (2/7 + 6/5 - 7/5)
[1537043] ['2/7', '6/5', '6/5', '6/7', '7/8'] -> 6/5 / (6/5 - 2/7 - 6/7) / 7/8
[1537059] ['2/7', '6/5', '6/5', '7/2', '7/8'] -> 6/5 / (6/5 / 7/2 - 2/7) / 7/8
[1537063] ['2/7', '6/5', '6/5', '7/2', '8/7'] -> 6/5 * 8/7 / (6/5 / 7/2 - 2/7)
[1537080] ['2/7', '6/5', '6/5', '7/3', '9/2'] -> (6/5 / 2/7 + 7/3 - 6/5) * 9/2
[1537084] ['2/7', '6/5', '6/5', '7/3', '9/8'] -> 6/5 / 2/7 / 7/3 / (6/5 - 9/8)
[1537101] ['2/7', '6/5', '6/5', '7/5', '7/8'] -> 6/5 / (7/5 - 6/5) / 2/7 / 7/8
[1537105] ['2/7', '6/5', '6/5', '7/5', '8/7'] -> 6/5 * 8/7 / 2/7 / (7/5 - 6/5)
[1537116] ['2/7', '6/5', '6/5', '7/6', '8/5'] -> 2/7 / (6/5 - 7/6) * (6/5 + 8/5)
[1537126] ['2/7', '6/5', '6/5', '7/8', '8/3'] -> (6/5 + 6/5 / 7/8) / 2/7 * 8/3
[1537146] ['2/7', '6/5', '6/5', '8/3', '8/5'] -> (6/5 + 6/5) * 8/3 / 2/7 + 8/5
[1537155] ['2/7', '6/5', '6/5', '8/5', '8/7'] -> 8/7 / ((8/5 - 6/5) / 6/5 - 2/7)
[1537162] ['2/7', '6/5', '6/5', '8/7', '8/7'] -> 6/5 / ((2/7 + 8/7) / 8/7 - 6/5)
[1537199] ['2/7', '6/5', '6/7', '6/7', '8/5'] -> 6/7 * 8/5 / (6/5 - 2/7 - 6/7)
[1537215] ['2/7', '6/5', '6/7', '7/2', '8/5'] -> 6/7 / (6/5 / 7/2 - 2/7) * 8/5
[1537231] ['2/7', '6/5', '6/7', '7/3', '8/7'] -> 8/7 / (6/7 / 6/5 - 2/7 * 7/3)
[1537234] ['2/7', '6/5', '6/7', '7/3', '9/4'] -> (6/7 / 6/5 + 7/3) / 2/7 * 9/4
[1537257] ['2/7', '6/5', '6/7', '7/5', '8/5'] -> 6/7 / (7/5 - 6/5) / 2/7 * 8/5
[1537285] ['2/7', '6/5', '6/7', '7/8', '9/5'] -> 2/7 / (7/8 - 6/7) / 6/5 * 9/5
[1537300] ['2/7', '6/5', '6/7', '8/3', '8/7'] -> 8/7 / (2/7 * 8/3 - 6/7 / 6/5)
[1537304] ['2/7', '6/5', '6/7', '8/3', '9/5'] -> 9/5 / (6/5 - 6/7 / 2/7 / 8/3)
[1537307] ['2/7', '6/5', '6/7', '8/5', '8/5'] -> 8/5 / (8/5 - 2/7 / 6/7 - 6/5)
[1537310] ['2/7', '6/5', '6/7', '8/5', '9/2'] -> (8/5 / 2/7 / 6/7 - 6/5) * 9/2
[1537369] ['2/7', '6/5', '7/2', '7/3', '9/2'] -> (6/5 - 2/7) * (7/2 + 7/3) * 9/2
[1537394] ['2/7', '6/5', '7/2', '7/5', '8/7'] -> 8/7 / (7/5 / 6/5 / 7/2 - 2/7)
[1537405] ['2/7', '6/5', '7/2', '7/6', '8/5'] -> 8/5 / ((6/5 / 7/2 - 2/7) * 7/6)
[1537426] ['2/7', '6/5', '7/2', '7/9', '8/5'] -> 8/5 / (2/7 * 7/2 - 6/5 * 7/9)
[1537440] ['2/7', '6/5', '7/2', '8/3', '9/5'] -> 8/3 / (6/5 - 2/7 * 7/2) * 9/5
[1537451] ['2/7', '6/5', '7/2', '8/7', '8/7'] -> 8/7 / (2/7 * 7/2 - 8/7 / 6/5)
[1537453] ['2/7', '6/5', '7/2', '8/7', '9/2'] -> 6/5 * (7/2 + 8/7) / 2/7 + 9/2
[1537461] ['2/7', '6/5', '7/2', '8/9', '9/5'] -> 9/5 / (6/5 - 2/7 * 7/2 / 8/9)
[1537464] ['2/7', '6/5', '7/2', '9/2', '9/2'] -> (2/7 * 7/2 / 6/5 + 9/2) * 9/2
[1537485] ['2/7', '6/5', '7/3', '7/3', '8/3'] -> 8/3 / 2/7 / (7/3 - 7/3 / 6/5)
[1537516] ['2/7', '6/5', '7/3', '7/5', '9/2'] -> (7/3 + 6/5 / 2/7 / 7/5) * 9/2
[1537556] ['2/7', '6/5', '7/3', '8/3', '8/7'] -> 6/5 * (7/3 + 8/3) / 2/7 * 8/7
[1537580] ['2/7', '6/5', '7/3', '8/9', '9/4'] -> 7/3 / (6/5 - 8/9) / 2/7 - 9/4
[1537594] ['2/7', '6/5', '7/3', '9/5', '9/7'] -> 9/7 / (2/7 / (6/5 + 7/3 + 9/5))
[1537611] ['2/7', '6/5', '7/4', '7/4', '9/7'] -> 9/7 / (7/4 - (2/7 + 7/4) / 6/5)
[1537624] ['2/7', '6/5', '7/4', '7/5', '9/7'] -> 9/7 / ((7/4 - 2/7 - 7/5) / 6/5)
[1537630] ['2/7', '6/5', '7/4', '7/6', '8/5'] -> 2/7 * 7/4 / (6/5 - 7/6) * 8/5
[1537636] ['2/7', '6/5', '7/4', '7/6', '9/7'] -> 9/7 / ((7/4 - 2/7) / 6/5 - 7/6)
[1537660] ['2/7', '6/5', '7/4', '8/3', '8/5'] -> 8/5 / (8/3 - (2/7 + 6/5) * 7/4)
[1537690] ['2/7', '6/5', '7/4', '9/2', '9/4'] -> 6/5 * (7/4 + 9/2) / 2/7 - 9/4
[1537695] ['2/7', '6/5', '7/4', '9/4', '9/5'] -> 9/5 / (6/5 - 2/7 * 7/4 * 9/4)
[1537705] ['2/7', '6/5', '7/5', '7/5', '7/6'] -> 2/7 * (7/5 + 7/5) / (6/5 - 7/6)
[1537709] ['2/7', '6/5', '7/5', '7/5', '8/5'] -> 8/5 / 2/7 / (7/5 - 7/5 / 6/5)
[1537716] ['2/7', '6/5', '7/5', '7/5', '9/8'] -> (2/7 * 7/5 + 7/5) / (6/5 - 9/8)
[1537721] ['2/7', '6/5', '7/5', '7/6', '8/5'] -> 8/5 / (2/7 * (7/5 - 6/5) * 7/6)
[1537742] ['2/7', '6/5', '7/5', '7/9', '8/5'] -> 8/5 / ((2/7 + 6/5 - 7/5) * 7/9)
[1537754] ['2/7', '6/5', '7/5', '8/3', '9/2'] -> (6/5 + 7/5 * (2/7 + 8/3)) * 9/2
[1537760] ['2/7', '6/5', '7/5', '8/5', '8/7'] -> 6/5 / (8/5 - 7/5) / 2/7 * 8/7
[1537765] ['2/7', '6/5', '7/5', '8/5', '9/7'] -> 9/7 / ((2/7 + 6/5 - 7/5) / 8/5)
[1537771] ['2/7', '6/5', '7/5', '8/7', '9/5'] -> 8/7 / (2/7 + 6/5 - 7/5) * 9/5
[1537778] ['2/7', '6/5', '7/5', '8/9', '9/7'] -> 9/7 / ((7/5 - 2/7) / 8/9 - 6/5)
[1537781] ['2/7', '6/5', '7/5', '9/2', '9/4'] -> (6/5 + 7/5 * 9/2) / 2/7 - 9/4
[1537785] ['2/7', '6/5', '7/5', '9/4', '9/4'] -> 9/4 / (2/7 + 6/5 - 7/5) - 9/4
[1537799] ['2/7', '6/5', '7/6', '7/6', '8/5'] -> 8/5 / 2/7 / (6/5 * 7/6 - 7/6)
[1537816] ['2/7', '6/5', '7/6', '7/8', '9/7'] -> 9/7 / (7/6 - 2/7 / 6/5 - 7/8)
[1537820] ['2/7', '6/5', '7/6', '7/9', '8/5'] -> 8/5 / (2/7 * (7/6 - 6/5 * 7/9))
[1537837] ['2/7', '6/5', '7/6', '8/5', '8/5'] -> 8/5 / (8/5 - 2/7 * 7/6 - 6/5)
[1537838] ['2/7', '6/5', '7/6', '8/5', '8/7'] -> 8/7 / (2/7 * (8/5 / 6/5 - 7/6))
[1537840] ['2/7', '6/5', '7/6', '8/5', '9/2'] -> (7/6 * 8/5 / 2/7 - 6/5) * 9/2
[1537845] ['2/7', '6/5', '7/6', '8/7', '8/7'] -> 8/7 / ((6/5 - 7/6) * (2/7 + 8/7))
[1537891] ['2/7', '6/5', '7/8', '7/9', '9/5'] -> 6/5 / (7/8 - 7/9) / 2/7 / 9/5
[1537906] ['2/7', '6/5', '7/8', '8/5', '9/2'] -> 8/5 / 2/7 / 6/5 / 7/8 * 9/2
[1537908] ['2/7', '6/5', '7/8', '8/5', '9/5'] -> 9/5 / (7/8 - 2/7 * (6/5 + 8/5))
[1537909] ['2/7', '6/5', '7/8', '8/5', '9/7'] -> 9/7 / ((2/7 + 6/5) / 8/5 - 7/8)
[1537943] ['2/7', '6/5', '7/9', '7/9', '8/9'] -> 8/9 / 2/7 / (7/9 - 7/9 / 6/5)
[1537950] ['2/7', '6/5', '7/9', '8/3', '8/5'] -> 8/5 / (6/5 * (7/9 / 2/7 - 8/3))
[1537956] ['2/7', '6/5', '7/9', '8/3', '9/7'] -> 9/7 / (7/9 / 8/3 - 2/7 / 6/5)
[1537995] ['2/7', '6/5', '8/3', '8/3', '8/5'] -> 6/5 * (8/3 + 8/3) / 2/7 + 8/5
[1538007] ['2/7', '6/5', '8/3', '8/5', '9/4'] -> (8/3 / 2/7 + 8/5 / 6/5) * 9/4
[1538015] ['2/7', '6/5', '8/3', '8/7', '9/5'] -> 2/7 * 8/3 / (6/5 - 8/7) * 9/5
[1538019] ['2/7', '6/5', '8/3', '8/9', '9/2'] -> (8/3 / 6/5 + 8/9 / 2/7) * 9/2
[1538026] ['2/7', '6/5', '8/3', '9/2', '9/5'] -> (6/5 + 8/3 * 9/2 / 2/7) / 9/5
[1538030] ['2/7', '6/5', '8/3', '9/4', '9/5'] -> 6/5 + 8/3 * 9/4 / 2/7 + 9/5
[1538044] ['2/7', '6/5', '8/5', '8/5', '9/5'] -> (8/5 + 8/5) * (6/5 + 9/5 / 2/7)
[1538045] ['2/7', '6/5', '8/5', '8/5', '9/7'] -> (2/7 * 8/5 + 8/5) / (9/7 - 6/5)
[1538055] ['2/7', '6/5', '8/5', '8/9', '9/2'] -> (8/5 + 6/5 * 8/9 / 2/7) * 9/2
[1538063] ['2/7', '6/5', '8/5', '9/2', '9/7'] -> 9/7 / ((2/7 * 9/2 - 6/5) / 8/5)
[1538079] ['2/7', '6/5', '8/7', '8/7', '9/5'] -> (8/7 + 8/7) / 2/7 * (6/5 + 9/5)
[1538124] ['2/7', '6/5', '9/2', '9/2', '9/2'] -> 9/2 / 2/7 + 9/2 / 6/5 + 9/2
[1538125] ['2/7', '6/5', '9/2', '9/2', '9/4'] -> (9/2 + 9/2) / 2/7 / 6/5 - 9/4
[1538127] ['2/7', '6/5', '9/2', '9/2', '9/7'] -> 9/2 * 9/2 + 9/7 / 2/7 / 6/5
[1538129] ['2/7', '6/5', '9/2', '9/4', '9/4'] -> 9/4 / (2/7 * 9/2 - 6/5) - 9/4
[1538135] ['2/7', '6/5', '9/2', '9/5', '9/8'] -> 9/2 * (6/5 / 2/7 + 9/5) / 9/8
[1538165] ['2/7', '6/7', '6/7', '6/7', '7/8'] -> 6/7 / (6/7 / 6/7 - 7/8) / 2/7
[1538167] ['2/7', '6/7', '6/7', '6/7', '8/3'] -> (6/7 + 6/7 + 6/7) * 8/3 / 2/7
[1538168] ['2/7', '6/7', '6/7', '6/7', '8/5'] -> 6/7 / (6/7 - 6/7 / 8/5 - 2/7)
[1538170] ['2/7', '6/7', '6/7', '6/7', '8/9'] -> 6/7 / (8/9 - 6/7) - 6/7 / 2/7
[1538171] ['2/7', '6/7', '6/7', '6/7', '9/2'] -> ((6/7 + 6/7) * 9/2 - 6/7) / 2/7
[1538175] ['2/7', '6/7', '6/7', '6/7', '9/8'] -> 6/7 / (9/8 - 6/7 / 6/7) / 2/7
[1538183] ['2/7', '6/7', '6/7', '7/2', '8/3'] -> 6/7 * 6/7 * 7/2 / 2/7 * 8/3
[1538198] ['2/7', '6/7', '6/7', '7/3', '8/3'] -> (6/7 / 2/7 + 6/7) * 7/3 * 8/3
[1538210] ['2/7', '6/7', '6/7', '7/4', '7/8'] -> 2/7 * 6/7 * 7/4 / (7/8 - 6/7)
[1538226] ['2/7', '6/7', '6/7', '7/5', '8/5'] -> 8/5 / (7/5 - (2/7 + 6/7) / 6/7)
[1538239] ['2/7', '6/7', '6/7', '7/6', '8/7'] -> 8/7 / 2/7 / (7/6 - 6/7 / 6/7)
[1538246] ['2/7', '6/7', '6/7', '7/8', '7/8'] -> 6/7 / 2/7 / (7/8 - 6/7 * 7/8)
[1538247] ['2/7', '6/7', '6/7', '7/8', '7/9'] -> 2/7 / (7/8 - 6/7) / 6/7 / 7/9
[1538248] ['2/7', '6/7', '6/7', '7/8', '8/3'] -> (2/7 + 6/7) / (7/8 - 6/7) / 8/3
[1538255] ['2/7', '6/7', '6/7', '7/8', '9/7'] -> 2/7 / (7/8 - 6/7) / 6/7 * 9/7
[1538262] ['2/7', '6/7', '6/7', '7/9', '9/2'] -> (6/7 + 6/7 * 7/9) / 2/7 * 9/2
[1538272] ['2/7', '6/7', '6/7', '8/3', '9/4'] -> 6/7 * 8/3 / (6/7 / 9/4 - 2/7)
[1538287] ['2/7', '6/7', '6/7', '8/7', '9/4'] -> 8/7 / (6/7 / 9/4 - 2/7 / 6/7)
[1538289] ['2/7', '6/7', '6/7', '8/7', '9/7'] -> 8/7 / ((2/7 + 6/7) / 6/7 - 9/7)
[1538292] ['2/7', '6/7', '6/7', '8/9', '9/2'] -> (6/7 + 6/7) * 8/9 / 2/7 * 9/2
[1538297] ['2/7', '6/7', '6/7', '9/2', '9/2'] -> (6/7 + 9/2) / 2/7 + 9/2 / 6/7
[1538298] ['2/7', '6/7', '6/7', '9/2', '9/4'] -> (6/7 + 6/7 + 9/2) / 2/7 + 9/4
[1538300] ['2/7', '6/7', '6/7', '9/2', '9/7'] -> (6/7 + 6/7 / 9/7) / (2/7 / 9/2)
[1538301] ['2/7', '6/7', '6/7', '9/2', '9/8'] -> (6/7 + 6/7) * 9/2 / 2/7 / 9/8
[1538302] ['2/7', '6/7', '6/7', '9/4', '9/4'] -> 6/7 / (9/4 - 6/7 * 9/4 - 2/7)
[1538317] ['2/7', '6/7', '7/2', '7/2', '7/8'] -> 6/7 * (7/2 + 7/2) / 2/7 / 7/8
[1538321] ['2/7', '6/7', '7/2', '7/2', '8/7'] -> 6/7 * (7/2 + 7/2) / 2/7 * 8/7
[1538341] ['2/7', '6/7', '7/2', '7/3', '9/7'] -> 9/7 / (2/7 / (6/7 * 7/2 + 7/3))
[1538348] ['2/7', '6/7', '7/2', '7/4', '8/3'] -> 6/7 * (7/2 / 2/7 - 7/4) * 8/3
[1538362] ['2/7', '6/7', '7/2', '7/5', '8/5'] -> 8/5 / (7/5 / 7/2 - 2/7 / 6/7)
[1538373] ['2/7', '6/7', '7/2', '7/6', '8/3'] -> 6/7 * 7/2 / 2/7 / 7/6 * 8/3
[1538375] ['2/7', '6/7', '7/2', '7/6', '8/7'] -> 8/7 / ((2/7 - 6/7 / 7/2) * 7/6)
[1538379] ['2/7', '6/7', '7/2', '7/6', '9/5'] -> (7/2 + 7/6 - 6/7) / 2/7 * 9/5
[1538398] ['2/7', '6/7', '7/2', '7/9', '9/2'] -> 6/7 * (7/2 + 7/9 / 2/7) * 9/2
[1538405] ['2/7', '6/7', '7/2', '8/3', '8/7'] -> 8/7 / (6/7 * 7/2 - 2/7 - 8/3)
[1538408] ['2/7', '6/7', '7/2', '8/3', '9/4'] -> (2/7 + 6/7) * 7/2 * 8/3 * 9/4
[1538409] ['2/7', '6/7', '7/2', '8/3', '9/5'] -> 7/2 * (2/7 + 6/7 + 8/3) * 9/5
[1538410] ['2/7', '6/7', '7/2', '8/3', '9/7'] -> 9/7 / ((2/7 * 7/2 - 6/7) / 8/3)
[1538420] ['2/7', '6/7', '7/2', '8/7', '8/7'] -> 6/7 / (8/7 / 7/2 - 2/7) * 8/7
[1538432] ['2/7', '6/7', '7/2', '8/9', '9/8'] -> 6/7 / (2/7 - 8/9 / 7/2) / 9/8
[1538456] ['2/7', '6/7', '7/3', '7/3', '8/7'] -> 8/7 / (7/3 - 6/7 * 7/3 - 2/7)
[1538460] ['2/7', '6/7', '7/3', '7/3', '9/5'] -> (7/3 + 7/3 - 6/7) / 2/7 * 9/5
[1538523] ['2/7', '6/7', '7/3', '8/3', '8/3'] -> 6/7 / (8/3 - 7/3) / 2/7 * 8/3
[1538524] ['2/7', '6/7', '7/3', '8/3', '8/5'] -> 6/7 * (7/3 + 8/3) / 2/7 * 8/5
[1538530] ['2/7', '6/7', '7/3', '8/3', '9/7'] -> 6/7 * 7/3 * 8/3 / 2/7 * 9/7
[1538540] ['2/7', '6/7', '7/3', '8/7', '8/7'] -> 8/7 / (7/3 - 2/7 - 6/7 - 8/7)
[1538542] ['2/7', '6/7', '7/3', '8/7', '9/2'] -> 7/3 * (2/7 + 6/7 + 8/7) * 9/2
[1538553] ['2/7', '6/7', '7/3', '9/2', '9/2'] -> (6/7 * 9/2 - 7/3) / 2/7 * 9/2
[1538561] ['2/7', '6/7', '7/3', '9/4', '9/8'] -> (6/7 + 7/3) * 9/4 / 2/7 - 9/8
[1538592] ['2/7', '6/7', '7/4', '7/5', '9/5'] -> 6/7 / (7/4 - 2/7 - 7/5) * 9/5
[1538598] ['2/7', '6/7', '7/4', '7/6', '8/3'] -> 8/3 / (2/7 * (7/4 - 7/6 / 6/7))
[1538600] ['2/7', '6/7', '7/4', '7/6', '8/7'] -> 8/7 / (6/7 * 7/4 - 2/7 - 7/6)
[1538619] ['2/7', '6/7', '7/4', '7/9', '8/3'] -> 8/3 / (7/9 / 7/4 - 2/7 / 6/7)
[1538632] ['2/7', '6/7', '7/4', '8/3', '9/2'] -> (2/7 + 6/7) * 7/4 * 8/3 * 9/2
[1538633] ['2/7', '6/7', '7/4', '8/3', '9/4'] -> 9/4 / (6/7 - (2/7 + 7/4) / 8/3)
[1538634] ['2/7', '6/7', '7/4', '8/3', '9/5'] -> (7/4 * 8/3 - 6/7) / 2/7 * 9/5
[1538678] ['2/7', '6/7', '7/5', '7/5', '8/5'] -> 8/5 / 2/7 / (7/5 / 6/7 - 7/5)
[1538690] ['2/7', '6/7', '7/5', '7/6', '8/5'] -> 8/5 / (7/5 - (2/7 + 6/7) * 7/6)
[1538707] ['2/7', '6/7', '7/5', '7/8', '9/7'] -> 9/7 / (2/7 + 7/8 / 7/5 - 6/7)
[1538723] ['2/7', '6/7', '7/5', '8/3', '9/2'] -> 7/5 * (2/7 + 6/7 + 8/3) * 9/2
[1538728] ['2/7', '6/7', '7/5', '8/5', '8/5'] -> 6/7 / (8/5 - 7/5) / 2/7 * 8/5
[1538734] ['2/7', '6/7', '7/5', '8/5', '9/7'] -> 9/7 / ((7/5 - 6/7) / 8/5 - 2/7)
[1538750] ['2/7', '6/7', '7/5', '9/2', '9/4'] -> (6/7 + 9/2) / (2/7 / 7/5) - 9/4
[1538769] ['2/7', '6/7', '7/6', '7/6', '8/7'] -> 8/7 / 2/7 / (7/6 - 6/7 * 7/6)
[1538771] ['2/7', '6/7', '7/6', '7/6', '9/2'] -> (6/7 / 2/7 + 7/6 + 7/6) * 9/2
[1538782] ['2/7', '6/7', '7/6', '7/8', '9/2'] -> 9/2 / ((2/7 + 7/8) / 6/7 - 7/6)
[1538785] ['2/7', '6/7', '7/6', '7/8', '9/7'] -> 9/7 / ((7/8 - 6/7) / 2/7 / 7/6)
[1538790] ['2/7', '6/7', '7/6', '7/9', '8/7'] -> 8/7 / (6/7 * (7/6 - 7/9) - 2/7)
[1538792] ['2/7', '6/7', '7/6', '7/9', '9/2'] -> (6/7 + 7/9 / 7/6) / 2/7 * 9/2
[1538806] ['2/7', '6/7', '7/6', '8/5', '8/5'] -> 8/5 / (6/7 - 2/7 * (7/6 + 8/5))
[1538821] ['2/7', '6/7', '7/6', '8/9', '8/9'] -> 8/9 / (2/7 * (7/6 - 8/9 / 6/7))
[1538822] ['2/7', '6/7', '7/6', '8/9', '9/2'] -> 6/7 / (2/7 + 8/9 - 7/6) / 9/2
[1538827] ['2/7', '6/7', '7/6', '9/2', '9/2'] -> (7/6 + 9/2 - 2/7 / 6/7) * 9/2
[1538834] ['2/7', '6/7', '7/6', '9/4', '9/7'] -> 9/7 / ((7/6 - 2/7 - 6/7) * 9/4)
[1538842] ['2/7', '6/7', '7/8', '7/8', '7/8'] -> 6/7 / (7/8 / 7/8 - 7/8) / 2/7
[1538853] ['2/7', '6/7', '7/8', '7/9', '7/9'] -> 6/7 / (7/8 - 7/9) / 2/7 * 7/9
[1538861] ['2/7', '6/7', '7/8', '7/9', '9/7'] -> 6/7 / (7/8 - 7/9) / 2/7 / 9/7
[1538865] ['2/7', '6/7', '7/8', '8/3', '8/7'] -> 8/7 / (8/3 / 7/8 - 6/7 / 2/7)
[1538869] ['2/7', '6/7', '7/8', '8/3', '9/5'] -> (2/7 / (7/8 - 6/7) - 8/3) * 9/5
[1538878] ['2/7', '6/7', '7/8', '8/5', '9/7'] -> 9/7 / (7/8 - 6/7 / 8/5 - 2/7)
[1538882] ['2/7', '6/7', '7/8', '8/7', '9/2'] -> 8/7 / 2/7 / 6/7 / 7/8 * 9/2
[1538909] ['2/7', '6/7', '7/9', '7/9', '8/3'] -> 8/3 / ((2/7 + 6/7) * 7/9 - 7/9)
[1538912] ['2/7', '6/7', '7/9', '7/9', '8/9'] -> 8/9 / 2/7 / (7/9 / 6/7 - 7/9)
[1538919] ['2/7', '6/7', '7/9', '8/3', '8/5'] -> (6/7 + 8/3 / 7/9) / 2/7 * 8/5
[1538920] ['2/7', '6/7', '7/9', '8/3', '8/7'] -> 8/7 / (6/7 * (7/9 / 2/7 - 8/3))
[1538942] ['2/7', '6/7', '7/9', '8/9', '8/9'] -> 6/7 / (8/9 - 7/9) / 2/7 * 8/9
[1538943] ['2/7', '6/7', '7/9', '8/9', '9/2'] -> ((6/7 + 8/9) / 2/7 - 7/9) * 9/2
