[1683872] ['3/4', '3/4', '3/5', '7/5', '9/5'] -> (3/5 + 9/5) / (3/4 + 3/4 - 7/5)
[1706925] ['3/4', '4/3', '4/7', '7/4', '7/6'] -> 4/7 / (4/3 / 3/4 - 7/4) * 7/6
[1706930] ['3/4', '4/3', '4/7', '7/4', '8/7'] -> 4/7 / (4/3 - 3/4 * 7/4) / 8/7
[1706931] ['3/4', '4/3', '4/7', '7/4', '8/9'] -> (4/3 + 4/7) * 7/4 / (8/9 - 3/4)
[1706932] ['3/4', '4/3', '4/7', '7/4', '9/2'] -> 4/3 / (4/7 * 7/4 - 3/4) * 9/2
[1706941] ['3/4', '4/3', '4/7', '7/5', '8/3'] -> 4/3 / (4/7 * 7/5 - 3/4) - 8/3
[1706942] ['3/4', '4/3', '4/7', '7/5', '8/5'] -> 8/5 / (4/3 * (4/7 * 7/5 - 3/4))
[1706943] ['3/4', '4/3', '4/7', '7/5', '8/7'] -> 8/7 / (4/3 * (4/7 - 3/4 / 7/5))
[1706945] ['3/4', '4/3', '4/7', '7/5', '9/2'] -> 4/3 / (3/4 - 4/7) / 7/5 * 9/2
[1706952] ['3/4', '4/3', '4/7', '7/6', '7/9'] -> 4/3 / (3/4 / 7/6 - 4/7) / 7/9
[1706953] ['3/4', '4/3', '4/7', '7/6', '8/3'] -> 8/3 / (4/3 * (3/4 - 4/7 * 7/6))
[1706960] ['3/4', '4/3', '4/7', '7/6', '9/7'] -> 4/3 / (3/4 / 7/6 - 4/7) * 9/7
[1706963] ['3/4', '4/3', '4/7', '7/8', '7/9'] -> 4/3 / (7/8 - 3/4) / 4/7 / 7/9
[1706968] ['3/4', '4/3', '4/7', '7/8', '9/2'] -> 4/3 / (3/4 - 4/7 * 7/8) * 9/2
[1706974] ['3/4', '4/3', '4/7', '7/9', '8/3'] -> 8/3 / (4/7 * (3/4 + 7/9 - 4/3))
[1706977] ['3/4', '4/3', '4/7', '7/9', '8/9'] -> 3/4 / (7/9 / 4/7 - 4/3) * 8/9
[1706982] ['3/4', '4/3', '4/7', '7/9', '9/8'] -> 3/4 / (7/9 / 4/7 - 4/3) / 9/8
[1706990] ['3/4', '4/3', '4/7', '8/3', '9/7'] -> 9/7 / (3/4 * (4/7 - 4/3 / 8/3))
[1706998] ['3/4', '4/3', '4/7', '8/5', '9/7'] -> 9/7 / (3/4 * 4/3 / 8/5 - 4/7)
[1707008] ['3/4', '4/3', '4/7', '8/9', '9/2'] -> 9/2 / (4/3 / 8/9 - 3/4 / 4/7)
[1707014] ['3/4', '4/3', '4/7', '9/2', '9/4'] -> 9/4 / ((4/3 - 3/4 / 4/7) * 9/2)
[1707021] ['3/4', '4/3', '4/7', '9/4', '9/8'] -> 9/8 / ((4/3 - 3/4 / 4/7) * 9/4)
[1707029] ['3/4', '4/3', '4/9', '4/9', '5/2'] -> 4/3 * 5/2 / (4/9 + 4/9 - 3/4)
[1707034] ['3/4', '4/3', '4/9', '4/9', '5/8'] -> 4/9 / 4/9 / (3/4 + 5/8 - 4/3)
[1707044] ['3/4', '4/3', '4/9', '4/9', '7/9'] -> (4/9 + 4/9) / 4/3 / (7/9 - 3/4)
[1707064] ['3/4', '4/3', '4/9', '5/2', '7/3'] -> 7/3 / (3/4 * 5/2 - 4/3 - 4/9)
[1707071] ['3/4', '4/3', '4/9', '5/2', '8/5'] -> 8/5 / (3/4 * (4/3 / 5/2 - 4/9))
[1707074] ['3/4', '4/3', '4/9', '5/2', '9/2'] -> 9/2 / (5/2 / 4/3 - 3/4 / 4/9)
[1707081] ['3/4', '4/3', '4/9', '5/3', '5/6'] -> (4/9 / 4/3 + 5/3) / (5/6 - 3/4)
[1707084] ['3/4', '4/3', '4/9', '5/3', '5/9'] -> (4/3 / 4/9 + 5/3) / (3/4 - 5/9)
[1707097] ['3/4', '4/3', '4/9', '5/3', '8/9'] -> 8/9 / (4/9 * (4/3 - 3/4 * 5/3))
[1707114] ['3/4', '4/3', '4/9', '5/4', '7/6'] -> 7/6 / (3/4 * 5/4 - (4/3 - 4/9))
[1707125] ['3/4', '4/3', '4/9', '5/4', '9/8'] -> 9/8 / (3/4 - 5/4 / (4/3 + 4/9))
[1707130] ['3/4', '4/3', '4/9', '5/6', '6/5'] -> 6/5 / (4/3 - 4/9 / 5/6 - 3/4)
[1707133] ['3/4', '4/3', '4/9', '5/6', '7/3'] -> 7/3 / (5/6 / 4/9 - 4/3 / 3/4)
[1707134] ['3/4', '4/3', '4/9', '5/6', '7/4'] -> 7/4 / (3/4 * 5/6 / 4/9 - 4/3)
[1707139] ['3/4', '4/3', '4/9', '5/6', '8/3'] -> 8/3 / (4/9 * (3/4 + 5/6 - 4/3))
[1707142] ['3/4', '4/3', '4/9', '5/6', '8/9'] -> (4/3 + 4/9) / (5/6 - 3/4) / 8/9
[1707143] ['3/4', '4/3', '4/9', '5/6', '9/2'] -> 9/2 / (5/6 / (4/3 - 4/9) - 3/4)
[1707147] ['3/4', '4/3', '4/9', '5/6', '9/8'] -> (4/3 + 4/9) / (5/6 - 3/4) * 9/8
[1707153] ['3/4', '4/3', '4/9', '5/7', '7/2'] -> 4/3 / (3/4 - 5/7) / 4/9 / 7/2
[1707167] ['3/4', '4/3', '4/9', '5/7', '9/7'] -> 9/7 / (5/7 / (4/3 - 4/9) - 3/4)
[1707174] ['3/4', '4/3', '4/9', '5/8', '7/3'] -> 3/4 / (5/8 / 4/9 - 4/3) * 7/3
[1707183] ['3/4', '4/3', '4/9', '5/8', '8/9'] -> 8/9 / (4/9 * (4/3 * 5/8 - 3/4))
[1707184] ['3/4', '4/3', '4/9', '5/8', '9/2'] -> 4/9 / (4/3 * 5/8 - 3/4) * 9/2
[1707185] ['3/4', '4/3', '4/9', '5/8', '9/4'] -> 4/9 / (3/4 + 5/8 - 4/3) * 9/4
[1707187] ['3/4', '4/3', '4/9', '5/8', '9/7'] -> 3/4 / (5/8 / 4/3 - 4/9) / 9/7
[1707200] ['3/4', '4/3', '4/9', '5/9', '8/5'] -> 8/5 / (4/3 * (4/9 / 5/9 - 3/4))
[1707207] ['3/4', '4/3', '4/9', '5/9', '9/8'] -> 3/4 / (4/9 - 5/9 / 4/3) / 9/8
[1707208] ['3/4', '4/3', '4/9', '6/5', '6/5'] -> 6/5 / (4/3 - 4/9 * 6/5 - 3/4)
[1707212] ['3/4', '4/3', '4/9', '6/5', '7/4'] -> 7/4 / (3/4 / 4/9 / 6/5 - 4/3)
[1707216] ['3/4', '4/3', '4/9', '6/5', '7/9'] -> 7/9 / (3/4 / 6/5 - 4/3 * 4/9)
[1707218] ['3/4', '4/3', '4/9', '6/5', '8/5'] -> 8/5 / (4/9 * (6/5 / 4/3 - 3/4))
[1707223] ['3/4', '4/3', '4/9', '6/5', '9/5'] -> 9/5 / (3/4 - 6/5 / (4/3 + 4/9))
[1707226] ['3/4', '4/3', '4/9', '6/7', '6/7'] -> 4/3 / (6/7 - 3/4) / 4/9 * 6/7
[1707231] ['3/4', '4/3', '4/9', '6/7', '7/6'] -> 4/3 / (6/7 - 3/4) / 4/9 / 7/6
[1707236] ['3/4', '4/3', '4/9', '6/7', '8/7'] -> 8/7 / (4/9 * (3/4 - 6/7 / 4/3))
[1707269] ['3/4', '4/3', '4/9', '7/3', '9/2'] -> (4/9 + (4/3 + 7/3) / 3/4) * 9/2
[1707304] ['3/4', '4/3', '4/9', '7/6', '8/3'] -> 8/3 / (4/3 * (7/6 - 3/4) - 4/9)
[1707307] ['3/4', '4/3', '4/9', '7/6', '8/9'] -> 8/9 / (4/3 * (3/4 + 4/9 - 7/6))
[1707309] ['3/4', '4/3', '4/9', '7/6', '9/4'] -> 9/4 / (3/4 - 7/6 / (4/3 + 4/9))
[1707320] ['3/4', '4/3', '4/9', '7/8', '9/4'] -> 3/4 / (4/3 - 4/9 - 7/8) / 9/4
[1707333] ['3/4', '4/3', '4/9', '7/9', '9/8'] -> 4/3 * 4/9 / (7/9 - 3/4) * 9/8
[1707342] ['3/4', '4/3', '4/9', '8/3', '9/8'] -> (4/3 + 8/3) / 4/9 / (9/8 - 3/4)
[1707343] ['3/4', '4/3', '4/9', '8/5', '8/5'] -> 8/5 / (3/4 * 4/9 + 4/3 - 8/5)
[1707345] ['3/4', '4/3', '4/9', '8/5', '8/9'] -> 8/9 / (4/9 * (4/3 / 8/5 - 3/4))
[1707346] ['3/4', '4/3', '4/9', '8/5', '9/2'] -> 4/9 / (4/3 / 8/5 - 3/4) * 9/2
[1707351] ['3/4', '4/3', '4/9', '8/7', '8/7'] -> 8/7 / (4/9 * (8/7 / 4/3 - 3/4))
[1707365] ['3/4', '4/3', '4/9', '9/2', '9/4'] -> (4/3 + 4/9) * 9/2 / 3/4 * 9/4
[1707380] ['3/4', '4/3', '5/2', '5/2', '5/3'] -> 5/2 / (5/3 / 5/2 - 3/4 / 4/3)
[1707381] ['3/4', '4/3', '5/2', '5/2', '5/4'] -> 5/2 / ((3/4 + 4/3) * 5/4 - 5/2)
[1707384] ['3/4', '4/3', '5/2', '5/2', '5/8'] -> 5/2 / 5/2 / (3/4 + 5/8 - 4/3)
[1707427] ['3/4', '4/3', '5/2', '5/3', '9/8'] -> (5/2 / 3/4 + 5/3) / (4/3 - 9/8)
[1707432] ['3/4', '4/3', '5/2', '5/4', '5/9'] -> 5/2 / (5/4 / 4/3 - 3/4) / 5/9
[1707433] ['3/4', '4/3', '5/2', '5/4', '6/5'] -> 6/5 / (5/4 - 5/2 / (3/4 + 4/3))
[1707442] ['3/4', '4/3', '5/2', '5/4', '8/3'] -> 3/4 * 8/3 / (4/3 + 5/4 - 5/2)
[1707448] ['3/4', '4/3', '5/2', '5/4', '9/5'] -> 5/2 / (5/4 / 4/3 - 3/4) * 9/5
[1707454] ['3/4', '4/3', '5/2', '5/6', '5/9'] -> (4/3 + 5/2 + 5/6) / (3/4 - 5/9)
[1707464] ['3/4', '4/3', '5/2', '5/6', '8/3'] -> 8/3 / (4/3 / 3/4 + 5/6 - 5/2)
[1707465] ['3/4', '4/3', '5/2', '5/6', '8/5'] -> 5/2 / (3/4 * 4/3 - 5/6) * 8/5
[1707487] ['3/4', '4/3', '5/2', '5/7', '8/7'] -> 8/7 / (4/3 / (5/2 - 3/4) - 5/7)
[1707494] ['3/4', '4/3', '5/2', '5/8', '5/8'] -> 5/2 / (3/4 - 5/8) / 4/3 / 5/8
[1707499] ['3/4', '4/3', '5/2', '5/8', '7/3'] -> 7/3 / (5/2 - 4/3 / 3/4 - 5/8)
[1707500] ['3/4', '4/3', '5/2', '5/8', '7/4'] -> 7/4 / (3/4 * (5/2 - 5/8) - 4/3)
[1707504] ['3/4', '4/3', '5/2', '5/8', '7/9'] -> (5/2 / (3/4 - 5/8) - 4/3) / 7/9
[1707506] ['3/4', '4/3', '5/2', '5/8', '8/5'] -> 5/2 / (3/4 - 5/8) / 4/3 * 8/5
[1707512] ['3/4', '4/3', '5/2', '5/8', '9/7'] -> (5/2 / (3/4 - 5/8) - 4/3) * 9/7
[1707514] ['3/4', '4/3', '5/2', '5/9', '5/9'] -> 5/9 / (5/2 * (3/4 - 4/3 * 5/9))
[1707520] ['3/4', '4/3', '5/2', '5/9', '7/5'] -> 7/5 / ((3/4 - 5/9) / 4/3 / 5/2)
[1707530] ['3/4', '4/3', '5/2', '5/9', '9/5'] -> 9/5 / (3/4 * (5/2 - 4/3 / 5/9))
[1707548] ['3/4', '4/3', '5/2', '6/5', '9/5'] -> 9/5 / (3/4 + 6/5 - 5/2 / 4/3)
[1707569] ['3/4', '4/3', '5/2', '7/2', '7/3'] -> (5/2 + 7/2) / (4/3 - 3/4) * 7/3
[1707575] ['3/4', '4/3', '5/2', '7/2', '8/3'] -> 4/3 * (3/4 + 5/2 + 7/2) * 8/3
[1707577] ['3/4', '4/3', '5/2', '7/2', '8/7'] -> 8/7 / (4/3 * (3/4 - 5/2 / 7/2))
[1707579] ['3/4', '4/3', '5/2', '7/2', '9/2'] -> 4/3 / (7/2 - 3/4 - 5/2) * 9/2
[1707591] ['3/4', '4/3', '5/2', '7/3', '8/5'] -> 8/5 / (3/4 * 4/3 - 7/3 / 5/2)
[1707594] ['3/4', '4/3', '5/2', '7/3', '9/2'] -> 9/2 / (5/2 - (3/4 + 7/3) / 4/3)
[1707597] ['3/4', '4/3', '5/2', '7/3', '9/7'] -> 9/7 / (5/2 / 4/3 / 7/3 - 3/4)
[1707604] ['3/4', '4/3', '5/2', '7/4', '8/3'] -> 4/3 / (3/4 - 7/4 / 5/2) - 8/3
[1707605] ['3/4', '4/3', '5/2', '7/4', '8/5'] -> 8/5 / (4/3 * (3/4 - 7/4 / 5/2))
[1707613] ['3/4', '4/3', '5/2', '7/5', '7/5'] -> 7/5 / ((4/3 - 3/4) * 5/2 - 7/5)
[1707623] ['3/4', '4/3', '5/2', '7/5', '9/5'] -> 9/5 / ((5/2 - 7/5) / 4/3 - 3/4)
[1707630] ['3/4', '4/3', '5/2', '7/6', '8/5'] -> 5/2 / (7/6 - 3/4 * 4/3) * 8/5
[1707639] ['3/4', '4/3', '5/2', '7/8', '7/9'] -> (5/2 / (7/8 - 3/4) - 4/3) / 7/9
[1707644] ['3/4', '4/3', '5/2', '7/8', '9/2'] -> (4/3 + 5/2 / 3/4) / 7/8 * 9/2
[1707647] ['3/4', '4/3', '5/2', '7/8', '9/7'] -> (5/2 / (7/8 - 3/4) - 4/3) * 9/7
[1707660] ['3/4', '4/3', '5/2', '8/3', '8/5'] -> 8/5 / (8/3 / 5/2 - 3/4 * 4/3)
[1707665] ['3/4', '4/3', '5/2', '8/3', '9/5'] -> (4/3 + 8/3) / (3/4 / 5/2) * 9/5
[1707667] ['3/4', '4/3', '5/2', '8/3', '9/8'] -> 9/8 / (3/4 - 5/2 / 4/3 / 8/3)
[1707678] ['3/4', '4/3', '5/2', '8/7', '9/2'] -> (4/3 + 5/2 / 3/4) * 8/7 * 9/2
[1707691] ['3/4', '4/3', '5/2', '9/2', '9/5'] -> (3/4 + 4/3 + 5/2 * 9/2) * 9/5
[1707695] ['3/4', '4/3', '5/2', '9/4', '9/5'] -> 9/5 / (3/4 - 9/4 / 4/3 / 5/2)
[1707709] ['3/4', '4/3', '5/3', '5/3', '5/9'] -> (4/3 + 5/3 + 5/3) / (3/4 - 5/9)
[1707710] ['3/4', '4/3', '5/3', '5/3', '6/5'] -> 5/3 * 6/5 / (4/3 - 3/4 * 5/3)
[1707712] ['3/4', '4/3', '5/3', '5/3', '7/2'] -> 7/2 / ((3/4 + 5/3) / 4/3 - 5/3)
[1707714] ['3/4', '4/3', '5/3', '5/3', '7/4'] -> (3/4 + 5/3 / 4/3) / (7/4 - 5/3)
[1707719] ['3/4', '4/3', '5/3', '5/3', '8/3'] -> (4/3 + 5/3) / (3/4 - 5/3 / 8/3)
[1707720] ['3/4', '4/3', '5/3', '5/3', '8/5'] -> 5/3 * 8/5 / (4/3 / 3/4 - 5/3)
[1707723] ['3/4', '4/3', '5/3', '5/3', '9/2'] -> 4/3 * 9/2 / (5/3 / 5/3 - 3/4)
[1707727] ['3/4', '4/3', '5/3', '5/3', '9/8'] -> (4/3 + 5/3) / (3/4 * 5/3 - 9/8)
[1707735] ['3/4', '4/3', '5/3', '5/4', '7/2'] -> 7/2 / (3/4 / 4/3 + 5/4 - 5/3)
[1707742] ['3/4', '4/3', '5/3', '5/4', '8/3'] -> 5/3 / (4/3 - 5/4) / 3/4 - 8/3
[1707745] ['3/4', '4/3', '5/3', '5/4', '8/9'] -> (5/3 + 4/3 * 5/4) / (8/9 - 3/4)
[1707753] ['3/4', '4/3', '5/3', '5/6', '5/8'] -> 5/3 / (5/6 - 3/4) / 4/3 / 5/8
[1707754] ['3/4', '4/3', '5/3', '5/6', '5/9'] -> 5/3 / (3/4 - 5/6 / 4/3) / 5/9
[1707765] ['3/4', '4/3', '5/3', '5/6', '8/5'] -> 5/3 / (5/6 - 3/4) / 4/3 * 8/5
[1707768] ['3/4', '4/3', '5/3', '5/6', '9/2'] -> 4/3 / (3/4 - 5/6 / 5/3) * 9/2
[1707770] ['3/4', '4/3', '5/3', '5/6', '9/5'] -> 5/3 / (3/4 - 5/6 / 4/3) * 9/5
[1707771] ['3/4', '4/3', '5/3', '5/6', '9/7'] -> (5/3 / (5/6 - 3/4) - 4/3) * 9/7
[1707778] ['3/4', '4/3', '5/3', '5/7', '7/2'] -> (4/3 + 5/3) / (3/4 - 5/7) / 7/2
[1707787] ['3/4', '4/3', '5/3', '5/7', '8/7'] -> 8/7 / (3/4 * 4/3 + 5/7 - 5/3)
[1707806] ['3/4', '4/3', '5/3', '5/8', '8/5'] -> 8/5 / (5/3 - 3/4 * 4/3 / 5/8)
[1707842] ['3/4', '4/3', '5/3', '6/5', '8/3'] -> 4/3 / (3/4 * 5/3 - 6/5) - 8/3
[1707853] ['3/4', '4/3', '5/3', '6/7', '7/3'] -> 6/7 / (4/3 - 3/4 * 5/3) * 7/3
[1707855] ['3/4', '4/3', '5/3', '6/7', '7/5'] -> 7/5 / ((4/3 / 5/3 - 3/4) / 6/7)
[1707856] ['3/4', '4/3', '5/3', '6/7', '7/6'] -> (4/3 + 5/3) / (6/7 - 3/4) / 7/6
[1707865] ['3/4', '4/3', '5/3', '6/7', '9/5'] -> 9/5 / (3/4 / 6/7 - 4/3 / 5/3)
[1707870] ['3/4', '4/3', '5/3', '7/2', '7/4'] -> 7/2 / (4/3 - 3/4 * 5/3) / 7/4
[1707887] ['3/4', '4/3', '5/3', '7/3', '7/6'] -> 7/3 / (4/3 - 3/4 * 5/3) / 7/6
[1707888] ['3/4', '4/3', '5/3', '7/3', '7/8'] -> 7/3 / (4/3 / 3/4 - 5/3) / 7/8
[1707902] ['3/4', '4/3', '5/3', '7/4', '7/8'] -> 7/4 / (4/3 - 3/4 * 5/3) / 7/8
[1707905] ['3/4', '4/3', '5/3', '7/4', '8/5'] -> 8/5 / (7/4 / 3/4 / 5/3 - 4/3)
[1707907] ['3/4', '4/3', '5/3', '7/4', '8/9'] -> 4/3 / (7/4 - 5/3) / 3/4 / 8/9
[1707912] ['3/4', '4/3', '5/3', '7/4', '9/8'] -> 4/3 / (7/4 - 5/3) / 3/4 * 9/8
[1707914] ['3/4', '4/3', '5/3', '7/5', '7/6'] -> 7/5 / (4/3 / 5/3 - 3/4) / 7/6
[1707921] ['3/4', '4/3', '5/3', '7/5', '9/2'] -> 5/3 * (4/3 + 7/5 / 3/4) * 9/2
[1707930] ['3/4', '4/3', '5/3', '7/6', '8/5'] -> 8/5 / (4/3 * (3/4 - 7/6 / 5/3))
[1707945] ['3/4', '4/3', '5/3', '7/8', '9/4'] -> 9/4 / (3/4 * (5/3 * 7/8 - 4/3))
[1707954] ['3/4', '4/3', '5/3', '7/9', '9/2'] -> (4/3 + 5/3) / (7/9 - 3/4) / 9/2
[1707962] ['3/4', '4/3', '5/3', '8/3', '8/9'] -> 5/3 * 8/3 / 4/3 / (8/9 - 3/4)
[1707971] ['3/4', '4/3', '5/3', '8/5', '9/2'] -> (4/3 + 5/3 * 8/5) / 3/4 * 9/2
[1707979] ['3/4', '4/3', '5/3', '8/7', '9/4'] -> 9/4 / (3/4 * (5/3 / 8/7 - 4/3))
[1707983] ['3/4', '4/3', '5/3', '8/9', '8/9'] -> 8/9 / (4/3 * (5/3 - 3/4 - 8/9))
[1707989] ['3/4', '4/3', '5/3', '9/2', '9/2'] -> (4/3 * (3/4 + 9/2) - 5/3) * 9/2
[1707990] ['3/4', '4/3', '5/3', '9/2', '9/4'] -> 9/2 / (4/3 - 3/4 * 5/3) / 9/4
[1707991] ['3/4', '4/3', '5/3', '9/2', '9/5'] -> 4/3 * 5/3 * 9/2 / 3/4 * 9/5
[1707998] ['3/4', '4/3', '5/3', '9/5', '9/5'] -> 4/3 / (9/5 - 5/3) / 3/4 * 9/5
[1708005] ['3/4', '4/3', '5/4', '5/4', '5/6'] -> 5/4 / (4/3 - 5/4) / 3/4 / 5/6
[1708008] ['3/4', '4/3', '5/4', '5/4', '5/9'] -> 4/3 / 5/4 / (3/4 / 5/4 - 5/9)
[1708009] ['3/4', '4/3', '5/4', '5/4', '6/5'] -> 5/4 * 6/5 / 3/4 / (4/3 - 5/4)
[1708021] ['3/4', '4/3', '5/4', '5/4', '8/9'] -> 4/3 * (5/4 + 5/4) / (8/9 - 3/4)
[1708022] ['3/4', '4/3', '5/4', '5/4', '9/2'] -> 4/3 * 9/2 / (5/4 / 5/4 - 3/4)
[1708026] ['3/4', '4/3', '5/4', '5/4', '9/8'] -> (4/3 + 5/4 / 3/4) / (5/4 - 9/8)
[1708030] ['3/4', '4/3', '5/4', '5/6', '5/9'] -> 5/6 / (4/3 - 5/4) / 3/4 / 5/9
[1708033] ['3/4', '4/3', '5/4', '5/6', '7/2'] -> 7/2 / (3/4 / 4/3 + 5/6 - 5/4)
[1708035] ['3/4', '4/3', '5/4', '5/6', '7/4'] -> (3/4 + 7/4) / (5/4 / 4/3 - 5/6)
[1708040] ['3/4', '4/3', '5/4', '5/6', '8/3'] -> 8/3 / 4/3 / (3/4 - 5/6 / 5/4)
[1708046] ['3/4', '4/3', '5/4', '5/6', '9/5'] -> 5/6 / (4/3 - 5/4) / 3/4 * 9/5
[1708062] ['3/4', '4/3', '5/4', '5/7', '8/5'] -> 8/5 / (3/4 / (5/4 - 5/7) - 4/3)
[1708066] ['3/4', '4/3', '5/4', '5/7', '9/4'] -> 5/4 / (3/4 - 5/7) / 4/3 - 9/4
[1708070] ['3/4', '4/3', '5/4', '5/8', '5/8'] -> 5/4 / (4/3 * 5/8 - 3/4) / 5/8
[1708071] ['3/4', '4/3', '5/4', '5/8', '5/9'] -> 4/3 * 5/4 / (3/4 - 5/8) / 5/9
[1708072] ['3/4', '4/3', '5/4', '5/8', '6/5'] -> 5/4 / (5/8 - 3/4 / 4/3) * 6/5
[1708075] ['3/4', '4/3', '5/4', '5/8', '7/3'] -> 7/3 / (5/4 + 5/8 - 4/3 / 3/4)
[1708076] ['3/4', '4/3', '5/4', '5/8', '7/4'] -> 7/4 / (3/4 * (5/4 + 5/8) - 4/3)
[1708081] ['3/4', '4/3', '5/4', '5/8', '8/3'] -> 4/3 / (5/4 - 3/4 / 5/8) - 8/3
[1708086] ['3/4', '4/3', '5/4', '5/8', '9/4'] -> 4/3 / (3/4 + 5/8 - 5/4) * 9/4
[1708087] ['3/4', '4/3', '5/4', '5/8', '9/5'] -> 4/3 * 5/4 / (3/4 - 5/8) * 9/5
[1708090] ['3/4', '4/3', '5/4', '5/9', '5/9'] -> 4/3 / (3/4 / 5/9 - 5/4) / 5/9
[1708106] ['3/4', '4/3', '5/4', '5/9', '9/5'] -> 4/3 / (3/4 / 5/9 - 5/4) * 9/5
[1708122] ['3/4', '4/3', '5/4', '6/5', '9/2'] -> 9/2 / (5/4 * (6/5 / 4/3 - 3/4))
[1708124] ['3/4', '4/3', '5/4', '6/5', '9/5'] -> 9/5 / 3/4 / ((4/3 - 5/4) * 6/5)
[1708130] ['3/4', '4/3', '5/4', '6/7', '7/4'] -> 6/7 / (4/3 - 5/4) / 3/4 * 7/4
[1708135] ['3/4', '4/3', '5/4', '6/7', '8/3'] -> 8/3 / (5/4 / 3/4 - 4/3 / 6/7)
[1708137] ['3/4', '4/3', '5/4', '6/7', '8/7'] -> 8/7 / (4/3 - (3/4 + 6/7) / 5/4)
[1708140] ['3/4', '4/3', '5/4', '6/7', '9/4'] -> 9/4 / (3/4 * (5/4 / 6/7 - 4/3))
[1708145] ['3/4', '4/3', '5/4', '7/2', '7/3'] -> 7/2 / (4/3 - 5/4) / 3/4 / 7/3
[1708150] ['3/4', '4/3', '5/4', '7/2', '7/9'] -> 7/2 / (5/4 / 4/3 - 3/4) / 7/9
[1708158] ['3/4', '4/3', '5/4', '7/2', '9/7'] -> 7/2 / (5/4 / 4/3 - 3/4) * 9/7
[1708164] ['3/4', '4/3', '5/4', '7/3', '7/8'] -> 3/4 * 7/3 / (4/3 - 5/4) / 7/8
[1708175] ['3/4', '4/3', '5/4', '7/4', '7/4'] -> (5/4 - 7/4) / (3/4 * 7/4 - 4/3)
[1708177] ['3/4', '4/3', '5/4', '7/4', '7/6'] -> 7/4 / (4/3 - 5/4) / 3/4 / 7/6
[1708181] ['3/4', '4/3', '5/4', '7/4', '8/5'] -> 8/5 / (3/4 + 4/3 / 5/4 - 7/4)
[1708182] ['3/4', '4/3', '5/4', '7/4', '8/7'] -> 8/7 / (4/3 * (3/4 - 5/4 / 7/4))
[1708183] ['3/4', '4/3', '5/4', '7/4', '8/9'] -> 4/3 / (3/4 * 7/4 - 5/4) / 8/9
[1708193] ['3/4', '4/3', '5/4', '7/5', '8/3'] -> 3/4 / (7/5 - 4/3) / 5/4 * 8/3
[1708204] ['3/4', '4/3', '5/4', '7/6', '7/9'] -> 7/6 / (4/3 - 5/4) / 3/4 / 7/9
[1708206] ['3/4', '4/3', '5/4', '7/6', '8/5'] -> 8/5 / (3/4 * 4/3 - 7/6 / 5/4)
[1708208] ['3/4', '4/3', '5/4', '7/6', '8/9'] -> 4/3 / (5/4 - 7/6) / 3/4 / 8/9
[1708209] ['3/4', '4/3', '5/4', '7/6', '9/2'] -> 9/2 / ((3/4 + 7/6) / 4/3 - 5/4)
[1708211] ['3/4', '4/3', '5/4', '7/6', '9/5'] -> 9/5 / (3/4 * (7/6 - 4/3 / 5/4))
[1708213] ['3/4', '4/3', '5/4', '7/6', '9/8'] -> 4/3 / (5/4 - 7/6) / 3/4 * 9/8
[1708217] ['3/4', '4/3', '5/4', '7/8', '8/5'] -> 8/5 / (4/3 * (3/4 - 7/8 / 5/4))
[1708221] ['3/4', '4/3', '5/4', '7/8', '9/4'] -> 9/4 / (5/4 * 7/8 - 3/4 * 4/3)
[1708228] ['3/4', '4/3', '5/4', '7/9', '8/7'] -> 8/7 / (4/3 / 7/9 - 5/4 / 3/4)
[1708229] ['3/4', '4/3', '5/4', '7/9', '8/9'] -> 8/9 / (4/3 - 5/4 * 7/9 / 3/4)
[1708230] ['3/4', '4/3', '5/4', '7/9', '9/2'] -> 9/2 / (3/4 * (5/4 + 7/9) - 4/3)
[1708235] ['3/4', '4/3', '5/4', '8/3', '8/3'] -> 3/4 * 8/3 / (8/3 - 4/3 - 5/4)
[1708247] ['3/4', '4/3', '5/4', '8/5', '9/2'] -> (3/4 + 4/3 + 5/4) * 8/5 * 9/2
[1708255] ['3/4', '4/3', '5/4', '8/7', '9/4'] -> 9/4 / (5/4 / 8/7 - 3/4 * 4/3)
[1708261] ['3/4', '4/3', '5/4', '8/9', '9/4'] -> 9/4 / (5/4 / 4/3 - 3/4 / 8/9)
[1708280] ['3/4', '4/3', '5/6', '5/6', '5/6'] -> 4/3 / (3/4 / 5/6 - 5/6) / 5/6
[1708283] ['3/4', '4/3', '5/6', '5/6', '5/9'] -> 4/3 * 5/6 / (5/6 - 3/4) / 5/9
[1708291] ['3/4', '4/3', '5/6', '5/6', '7/8'] -> (4/3 + 5/6 + 5/6) / (7/8 - 3/4)
[1708299] ['3/4', '4/3', '5/6', '5/6', '9/5'] -> 4/3 * 5/6 / (5/6 - 3/4) * 9/5
[1708306] ['3/4', '4/3', '5/6', '5/7', '6/7'] -> 6/7 / (3/4 * 5/7 - (4/3 - 5/6))
[1708324] ['3/4', '4/3', '5/6', '5/8', '5/9'] -> 5/6 / (5/8 - 3/4 / 4/3) / 5/9
[1708343] ['3/4', '4/3', '5/6', '5/9', '5/9'] -> 5/9 / (5/6 * (4/3 - 3/4 - 5/9))
[1708344] ['3/4', '4/3', '5/6', '5/9', '6/5'] -> 4/3 / (5/6 - 3/4) / 5/9 / 6/5
[1708346] ['3/4', '4/3', '5/6', '5/9', '7/2'] -> 7/2 / ((3/4 + 5/9) / 4/3 - 5/6)
