[2000011] ['5/2', '5/2', '5/2', '5/2', '5/8'] -> ((((5/2 + 5/2) * 5/2) + 5/2) / 5/8)
[2050275] ['5/4', '7/3', '7/6', '8/3', '9/4'] -> ((5/4 / (7/3 - (8/3 / 7/6))) - 9/4)
[2050292] ['5/4', '7/3', '7/6', '8/7', '9/7'] -> ((9/7 * (7/3 / 7/6)) / (5/4 - 8/7))
[2050294] ['5/4', '7/3', '7/6', '8/9', '8/9'] -> (((7/3 * 8/9) / (5/4 - 7/6)) - 8/9)
[2050296] ['5/4', '7/3', '7/6', '8/9', '9/4'] -> ((8/9 / ((5/4 + 7/6) - 7/3)) * 9/4)
[2050308] ['5/4', '7/3', '7/6', '9/4', '9/8'] -> ((9/4 / ((5/4 + 7/6) - 7/3)) / 9/8)
[2050322] ['5/4', '7/3', '7/8', '7/8', '9/4'] -> ((7/3 * 9/4) / ((5/4 * 7/8) - 7/8))
[2050323] ['5/4', '7/3', '7/8', '7/8', '9/5'] -> ((7/3 * 9/5) / (7/8 - (7/8 / 5/4)))
[2050325] ['5/4', '7/3', '7/8', '7/8', '9/8'] -> ((7/8 / 7/8) / ((5/4 + 9/8) - 7/3))
[2050327] ['5/4', '7/3', '7/8', '7/9', '8/3'] -> (8/3 / ((7/8 * (7/3 - 7/9)) - 5/4))
[2050334] ['5/4', '7/3', '7/8', '7/9', '9/7'] -> ((9/7 * 7/3) / (5/4 - (7/8 / 7/9)))
[2050344] ['5/4', '7/3', '7/8', '8/3', '9/8'] -> (9/8 / (5/4 - ((7/3 + 7/8) / 8/3)))
[2050346] ['5/4', '7/3', '7/8', '8/5', '8/7'] -> (8/7 / (7/3 - ((5/4 * 8/5) / 7/8)))
[2050347] ['5/4', '7/3', '7/8', '8/5', '8/9'] -> ((7/3 / (7/8 - (5/4 / 8/5))) - 8/9)
[2050354] ['5/4', '7/3', '7/8', '8/7', '8/9'] -> (((7/3 / (5/4 - 8/7)) / 7/8) - 8/9)
[2050356] ['5/4', '7/3', '7/8', '8/7', '9/4'] -> ((7/3 / ((5/4 / 8/7) - 7/8)) * 9/4)
[2050360] ['5/4', '7/3', '7/8', '8/9', '8/9'] -> (8/9 / ((8/9 / (5/4 - 7/8)) - 7/3))
[2050361] ['5/4', '7/3', '7/8', '8/9', '9/2'] -> (((7/3 / (5/4 - 7/8)) - 8/9) * 9/2)
[2050373] ['5/4', '7/3', '7/8', '9/4', '9/7'] -> ((9/7 * 7/3) / ((9/4 - 5/4) - 7/8))
[2050378] ['5/4', '7/3', '7/8', '9/7', '9/7'] -> ((9/7 * 7/3) / (5/4 - (7/8 * 9/7)))
[2050380] ['5/4', '7/3', '7/8', '9/8', '9/8'] -> ((9/8 * (7/3 / 7/8)) / (5/4 - 9/8))
[2050383] ['5/4', '7/3', '7/9', '7/9', '8/5'] -> ((7/3 * 8/5) / (7/9 - (7/9 / 5/4)))
[2050390] ['5/4', '7/3', '7/9', '7/9', '9/8'] -> ((7/9 / 7/9) / ((5/4 + 9/8) - 7/3))
[2050408] ['5/4', '7/3', '7/9', '8/7', '8/7'] -> (((7/3 / (5/4 - 8/7)) - 7/9) * 8/7)
[2050417] ['5/4', '7/3', '7/9', '8/9', '9/4'] -> (((5/4 * 7/3) / (8/9 - 7/9)) - 9/4)
[2050439] ['5/4', '7/3', '8/3', '8/3', '8/9'] -> ((8/3 / (5/4 - (8/3 / 7/3))) - 8/9)
[2050442] ['5/4', '7/3', '8/3', '8/3', '9/5'] -> ((8/3 / (7/3 - (8/3 / 5/4))) * 9/5)
[2050449] ['5/4', '7/3', '8/3', '8/5', '9/4'] -> (9/4 / ((7/3 / 8/3) - (5/4 / 8/5)))
[2050458] ['5/4', '7/3', '8/3', '8/7', '9/7'] -> (9/7 / (((7/3 + 8/7) / 8/3) - 5/4))
[2050466] ['5/4', '7/3', '8/3', '9/2', '9/2'] -> ((7/3 / ((9/2 / 8/3) - 5/4)) * 9/2)
[2050470] ['5/4', '7/3', '8/3', '9/2', '9/8'] -> ((((5/4 * 7/3) + 8/3) * 9/2) - 9/8)
[2050471] ['5/4', '7/3', '8/3', '9/4', '9/4'] -> ((8/3 * ((7/3 * 9/4) - 5/4)) * 9/4)
[2050478] ['5/4', '7/3', '8/3', '9/7', '9/7'] -> (9/7 / ((5/4 / 7/3) - (9/7 / 8/3)))
[2050480] ['5/4', '7/3', '8/3', '9/8', '9/8'] -> (9/8 / (((7/3 + 9/8) / 8/3) - 5/4))
[2050485] ['5/4', '7/3', '8/5', '8/5', '9/4'] -> (((7/3 * 8/5) / (8/5 - 5/4)) * 9/4)
[2050489] ['5/4', '7/3', '8/5', '8/7', '8/7'] -> (8/7 / (7/3 - ((5/4 * 8/5) * 8/7)))
[2050512] ['5/4', '7/3', '8/5', '9/5', '9/7'] -> ((9/7 * 7/3) / (5/4 - (9/5 / 8/5)))
[2050518] ['5/4', '7/3', '8/7', '8/7', '8/9'] -> (((7/3 * 8/7) / (5/4 - 8/7)) - 8/9)
[2050520] ['5/4', '7/3', '8/7', '8/7', '9/4'] -> ((5/4 / ((7/3 - 8/7) - 8/7)) - 9/4)
[2050534] ['5/4', '7/3', '8/7', '9/2', '9/8'] -> (((5/4 + 8/7) * (7/3 * 9/2)) - 9/8)
[2050542] ['5/4', '7/3', '8/7', '9/7', '9/7'] -> ((9/7 * 7/3) / (5/4 - (9/7 / 8/7)))
[2050544] ['5/4', '7/3', '8/7', '9/8', '9/8'] -> (((9/8 * 8/7) * 7/3) / (5/4 - 9/8))
[2050547] ['5/4', '7/3', '8/9', '8/9', '9/4'] -> (((5/4 * 8/9) + 8/9) / (7/3 - 9/4))
[2050550] ['5/4', '7/3', '8/9', '8/9', '9/8'] -> ((8/9 / 8/9) / ((5/4 + 9/8) - 7/3))
[2050557] ['5/4', '7/3', '8/9', '9/4', '9/5'] -> (((5/4 * 8/9) / (7/3 - 9/4)) * 9/5)
[2050560] ['5/4', '7/3', '8/9', '9/5', '9/5'] -> ((8/9 / ((7/3 / 5/4) - 9/5)) * 9/5)
[2050565] ['5/4', '7/3', '8/9', '9/8', '9/8'] -> ((9/8 * 8/9) / ((5/4 + 9/8) - 7/3))
[2050566] ['5/4', '7/3', '9/2', '9/2', '9/2'] -> ((((9/2 + 9/2) - 7/3) / 5/4) * 9/2)
[2050571] ['5/4', '7/3', '9/2', '9/4', '9/4'] -> ((9/2 * ((5/4 + 7/3) + 9/4)) - 9/4)
[2050572] ['5/4', '7/3', '9/2', '9/4', '9/5'] -> (((9/2 / (7/3 - 9/4)) / 5/4) / 9/5)
[2050589] ['5/4', '7/3', '9/4', '9/7', '9/8'] -> (((9/4 / (9/7 - 5/4)) / 7/3) / 9/8)
[2050593] ['5/4', '7/3', '9/5', '9/5', '9/8'] -> ((9/5 / ((7/3 / 5/4) - 9/5)) / 9/8)
[2050600] ['5/4', '7/3', '9/8', '9/8', '9/8'] -> ((9/8 / ((5/4 + 9/8) - 7/3)) / 9/8)
[2050603] ['5/4', '7/4', '7/4', '7/4', '7/6'] -> (((7/4 + 7/4) / (5/4 - 7/6)) / 7/4)
[2050604] ['5/4', '7/4', '7/4', '7/4', '7/8'] -> ((5/4 + 7/4) / ((7/4 / 7/4) - 7/8))
[2050610] ['5/4', '7/4', '7/4', '7/4', '9/2'] -> ((5/4 + 7/4) * ((7/4 + 7/4) + 9/2))
[2050612] ['5/4', '7/4', '7/4', '7/4', '9/5'] -> ((5/4 / (9/5 - 7/4)) - (7/4 / 7/4))
[2050614] ['5/4', '7/4', '7/4', '7/4', '9/8'] -> ((5/4 + 7/4) / (9/8 - (7/4 / 7/4)))
[2050623] ['5/4', '7/4', '7/4', '7/5', '9/2'] -> (9/2 / (7/4 - ((5/4 * 7/4) / 7/5)))
[2050627] ['5/4', '7/4', '7/4', '7/5', '9/8'] -> ((7/4 + (7/4 / 7/5)) / (5/4 - 9/8))
[2050632] ['5/4', '7/4', '7/4', '7/6', '8/5'] -> (8/5 / ((7/4 / 7/4) - (7/6 / 5/4)))
[2050633] ['5/4', '7/4', '7/4', '7/6', '8/7'] -> (8/7 / ((5/4 / 7/4) - (7/6 / 7/4)))
[2050635] ['5/4', '7/4', '7/4', '7/6', '9/2'] -> ((5/4 + ((7/4 + 7/4) * 7/6)) * 9/2)
[2050636] ['5/4', '7/4', '7/4', '7/6', '9/4'] -> ((7/4 / 7/6) / (9/4 - (5/4 * 7/4)))
[2050637] ['5/4', '7/4', '7/4', '7/6', '9/5'] -> (((7/4 / 5/4) / 7/6) / (9/5 - 7/4))
[2050638] ['5/4', '7/4', '7/4', '7/6', '9/7'] -> (((7/4 / 7/4) / 7/6) / (9/7 - 5/4))
[2050646] ['5/4', '7/4', '7/4', '7/8', '9/2'] -> (9/2 / ((5/4 * 7/4) - (7/4 / 7/8)))
[2050647] ['5/4', '7/4', '7/4', '7/8', '9/4'] -> (9/4 / ((5/4 * 7/8) - (7/4 / 7/4)))
[2050648] ['5/4', '7/4', '7/4', '7/8', '9/5'] -> (9/5 / (7/8 - ((7/4 / 5/4) / 7/4)))
[2050652] ['5/4', '7/4', '7/4', '7/9', '8/3'] -> ((8/3 / 7/4) / (7/9 - (5/4 / 7/4)))
[2050666] ['5/4', '7/4', '7/4', '8/3', '9/4'] -> ((8/3 / (5/4 - (7/4 / 7/4))) * 9/4)
[2050681] ['5/4', '7/4', '7/4', '8/7', '9/4'] -> (9/4 / ((5/4 / 8/7) - (7/4 / 7/4)))
[2050691] ['5/4', '7/4', '7/4', '9/2', '9/2'] -> (9/2 / ((9/2 - (7/4 * 7/4)) - 5/4))
[2050708] ['5/4', '7/4', '7/5', '7/5', '7/8'] -> (((7/4 + 7/5) / (7/5 - 5/4)) / 7/8)
[2050712] ['5/4', '7/4', '7/5', '7/5', '8/7'] -> (((7/4 + 7/5) / (7/5 - 5/4)) * 8/7)
[2050716] ['5/4', '7/4', '7/5', '7/5', '9/5'] -> ((5/4 / (9/5 - 7/4)) - (7/5 / 7/5))
[2050726] ['5/4', '7/4', '7/5', '7/6', '9/2'] -> ((5/4 + (7/5 * (7/4 + 7/6))) * 9/2)
[2050737] ['5/4', '7/4', '7/5', '7/8', '9/2'] -> (9/2 / (5/4 * (7/4 - (7/5 / 7/8))))
[2050738] ['5/4', '7/4', '7/5', '7/8', '9/4'] -> (9/4 / (5/4 * (7/8 - (7/5 / 7/4))))
[2050739] ['5/4', '7/4', '7/5', '7/8', '9/5'] -> (((7/4 / (7/5 - 5/4)) / 7/8) * 9/5)
[2050743] ['5/4', '7/4', '7/5', '7/9', '8/3'] -> (8/3 / ((7/5 * (7/4 - 7/9)) - 5/4))
[2050744] ['5/4', '7/4', '7/5', '7/9', '8/5'] -> (((7/4 / (7/5 - 5/4)) / 7/9) * 8/5)
[2050752] ['5/4', '7/4', '7/5', '8/3', '8/3'] -> (((7/4 / (7/5 - 5/4)) - 8/3) * 8/3)
[2050761] ['5/4', '7/4', '7/5', '8/5', '8/5'] -> (((5/4 + 7/4) / (8/5 - 7/5)) * 8/5)
[2050764] ['5/4', '7/4', '7/5', '8/5', '9/2'] -> (9/2 / (7/4 * (5/4 - (8/5 / 7/5))))
[2050765] ['5/4', '7/4', '7/5', '8/5', '9/4'] -> (9/4 / (7/4 - ((5/4 + 7/5) / 8/5)))
[2050767] ['5/4', '7/4', '7/5', '8/5', '9/7'] -> (((7/4 * 8/5) / (7/5 - 5/4)) * 9/7)
[2050771] ['5/4', '7/4', '7/5', '8/7', '9/2'] -> (9/2 / (5/4 * (7/4 - (7/5 * 8/7))))
[2050773] ['5/4', '7/4', '7/5', '8/7', '9/5'] -> (((7/4 * 8/7) / (7/5 - 5/4)) * 9/5)
[2050787] ['5/4', '7/4', '7/5', '9/4', '9/4'] -> (((7/4 * 9/4) / (7/5 - 5/4)) - 9/4)
[2050806] ['5/4', '7/4', '7/6', '7/6', '9/5'] -> ((5/4 / (9/5 - 7/4)) - (7/6 / 7/6))
[2050809] ['5/4', '7/4', '7/6', '7/8', '7/8'] -> ((7/4 / ((7/6 / 7/8) - 5/4)) / 7/8)
[2050812] ['5/4', '7/4', '7/6', '7/8', '8/5'] -> (8/5 / ((7/4 / 5/4) - (7/6 / 7/8)))
[2050815] ['5/4', '7/4', '7/6', '7/8', '9/2'] -> (9/2 / (7/6 * (7/8 - (5/4 / 7/4))))
[2050823] ['5/4', '7/4', '7/6', '7/9', '8/7'] -> (8/7 / ((5/4 / 7/4) - (7/9 / 7/6)))
[2050824] ['5/4', '7/4', '7/6', '7/9', '8/9'] -> (((7/4 / (5/4 - 7/6)) / 7/9) * 8/9)
[2050825] ['5/4', '7/4', '7/6', '7/9', '9/2'] -> (((7/9 / (5/4 - 7/6)) / 7/4) * 9/2)
[2050829] ['5/4', '7/4', '7/6', '7/9', '9/8'] -> (((7/4 / (5/4 - 7/6)) / 7/9) / 9/8)
[2050830] ['5/4', '7/4', '7/6', '8/3', '8/3'] -> (8/3 / (((7/6 * 8/3) - 5/4) - 7/4))
[2050835] ['5/4', '7/4', '7/6', '8/3', '9/4'] -> ((8/3 / ((7/4 / 7/6) - 5/4)) * 9/4)
[2050839] ['5/4', '7/4', '7/6', '8/5', '8/5'] -> (8/5 / (((7/4 + 7/6) - 5/4) - 8/5))
[2050856] ['5/4', '7/4', '7/6', '8/9', '9/4'] -> (9/4 / ((7/4 / 7/6) - (5/4 / 8/9)))
[2050858] ['5/4', '7/4', '7/6', '8/9', '9/7'] -> (((9/7 * 8/9) * 7/4) / (5/4 - 7/6))
[2050863] ['5/4', '7/4', '7/6', '9/2', '9/7'] -> (((9/2 / (5/4 - 7/6)) / 7/4) / 9/7)
[2050867] ['5/4', '7/4', '7/6', '9/4', '9/7'] -> ((9/7 * 7/6) / (9/4 - (5/4 * 7/4)))
[2050869] ['5/4', '7/4', '7/6', '9/5', '9/5'] -> (9/5 / (((5/4 * 7/4) / 7/6) - 9/5))
[2050870] ['5/4', '7/4', '7/6', '9/5', '9/7'] -> ((9/7 * 7/6) / (5/4 * (9/5 - 7/4)))
[2050872] ['5/4', '7/4', '7/6', '9/7', '9/7'] -> ((9/7 * 7/6) / (7/4 * (9/7 - 5/4)))
[2050873] ['5/4', '7/4', '7/6', '9/7', '9/8'] -> (((7/4 * 9/7) / (5/4 - 7/6)) / 9/8)
[2050875] ['5/4', '7/4', '7/8', '7/8', '7/8'] -> ((5/4 + 7/4) / ((7/8 / 7/8) - 7/8))
[2050881] ['5/4', '7/4', '7/8', '7/8', '9/2'] -> (((7/4 / (5/4 - 7/8)) / 7/8) * 9/2)
[2050883] ['5/4', '7/4', '7/8', '7/8', '9/5'] -> ((5/4 / (9/5 - 7/4)) - (7/8 / 7/8))
[2050885] ['5/4', '7/4', '7/8', '7/8', '9/8'] -> (((7/4 + 7/8) / 7/8) / (5/4 - 9/8))
[2050886] ['5/4', '7/4', '7/8', '7/9', '7/9'] -> (((5/4 + 7/4) / (7/8 - 7/9)) * 7/9)
[2050894] ['5/4', '7/4', '7/8', '7/9', '9/7'] -> (((5/4 + 7/4) / (7/8 - 7/9)) / 9/7)
[2050898] ['5/4', '7/4', '7/8', '8/3', '8/7'] -> (8/7 / (((8/3 / 7/8) - 5/4) - 7/4))
[2050909] ['5/4', '7/4', '7/8', '8/5', '9/4'] -> (9/4 / ((7/4 - (5/4 / 8/5)) - 7/8))
[2050911] ['5/4', '7/4', '7/8', '8/5', '9/7'] -> ((9/7 * 7/4) / (7/8 - (5/4 / 8/5)))
[2050912] ['5/4', '7/4', '7/8', '8/5', '9/8'] -> (9/8 / ((5/4 + (7/8 / 8/5)) - 7/4))
[2050915] ['5/4', '7/4', '7/8', '8/7', '9/2'] -> (((7/4 * 8/7) / (5/4 - 7/8)) * 9/2)
[2050918] ['5/4', '7/4', '7/8', '8/7', '9/7'] -> ((9/7 * (7/4 / 7/8)) / (5/4 - 8/7))
[2050931] ['5/4', '7/4', '7/8', '9/4', '9/4'] -> (((7/4 + 9/4) / (5/4 - 7/8)) * 9/4)
[2050948] ['5/4', '7/4', '7/9', '7/9', '9/5'] -> ((5/4 / (9/5 - 7/4)) - (7/9 / 7/9))
[2050958] ['5/4', '7/4', '7/9', '8/3', '9/7'] -> ((9/7 * 8/3) / (7/4 - (5/4 / 7/9)))
[2050968] ['5/4', '7/4', '7/9', '8/7', '8/7'] -> (((7/4 / (5/4 - 8/7)) / 7/9) * 8/7)
[2050975] ['5/4', '7/4', '7/9', '8/9', '8/9'] -> (((5/4 + 7/4) / (8/9 - 7/9)) * 8/9)
[2050976] ['5/4', '7/4', '7/9', '8/9', '9/2'] -> (9/2 / (7/4 * (5/4 - (8/9 / 7/9))))
[2050977] ['5/4', '7/4', '7/9', '8/9', '9/4'] -> ((7/4 / (7/9 - (8/9 / 5/4))) - 9/4)
[2050980] ['5/4', '7/4', '7/9', '8/9', '9/8'] -> (((5/4 + 7/4) / (8/9 - 7/9)) / 9/8)
[2050999] ['5/4', '7/4', '8/3', '8/3', '8/9'] -> ((((5/4 + 7/4) * 8/3) * 8/3) / 8/9)
[2051002] ['5/4', '7/4', '8/3', '8/3', '9/5'] -> ((5/4 / (9/5 - 7/4)) - (8/3 / 8/3))
[2051004] ['5/4', '7/4', '8/3', '8/3', '9/8'] -> ((((5/4 + 7/4) * 8/3) * 8/3) * 9/8)
[2051005] ['5/4', '7/4', '8/3', '8/5', '8/5'] -> ((5/4 / (7/4 - (8/3 / 8/5))) * 8/5)
[2051008] ['5/4', '7/4', '8/3', '8/5', '9/2'] -> ((((7/4 * 8/3) / 5/4) + 8/5) * 9/2)
[2051009] ['5/4', '7/4', '8/3', '8/5', '9/4'] -> ((8/3 / ((5/4 * 8/5) - 7/4)) * 9/4)
[2051013] ['5/4', '7/4', '8/3', '8/7', '8/7'] -> (8/7 / (((8/3 * 8/7) - 5/4) - 7/4))
[2051022] ['5/4', '7/4', '8/3', '8/9', '9/4'] -> (((5/4 + 7/4) * (8/3 + 8/9)) * 9/4)
[2051032] ['5/4', '7/4', '8/3', '9/4', '9/5'] -> (((5/4 * 8/3) * (7/4 + 9/4)) * 9/5)
[2051034] ['5/4', '7/4', '8/3', '9/4', '9/8'] -> ((7/4 / (5/4 - (8/3 / 9/4))) / 9/8)
[2051038] ['5/4', '7/4', '8/3', '9/7', '9/7'] -> ((9/7 * 8/3) / (7/4 - (5/4 * 9/7)))
[2051041] ['5/4', '7/4', '8/5', '8/5', '8/5'] -> (((5/4 * 8/5) + 8/5) / (7/4 - 8/5))
[2051044] ['5/4', '7/4', '8/5', '8/5', '9/2'] -> ((8/5 + 8/5) * ((5/4 + 7/4) + 9/2))
[2051062] ['5/4', '7/4', '8/5', '9/2', '9/2'] -> (9/2 / ((5/4 + 7/4) - (9/2 / 8/5)))
[2051067] ['5/4', '7/4', '8/5', '9/4', '9/4'] -> (9/4 / ((5/4 + (7/4 / 8/5)) - 9/4))
[2051071] ['5/4', '7/4', '8/5', '9/5', '9/5'] -> (9/5 / (((5/4 + 7/4) / 8/5) - 9/5))
[2051078] ['5/4', '7/4', '8/7', '8/7', '8/9'] -> (((7/4 + 8/7) / (5/4 - 8/7)) * 8/9)
[2051081] ['5/4', '7/4', '8/7', '8/7', '9/5'] -> ((5/4 / (9/5 - 7/4)) - (8/7 / 8/7))
[2051083] ['5/4', '7/4', '8/7', '8/7', '9/8'] -> (((7/4 + 8/7) / (5/4 - 8/7)) / 9/8)
[2051108] ['5/4', '7/4', '8/9', '8/9', '9/5'] -> ((5/4 / (9/5 - 7/4)) - (8/9 / 8/9))
[2051128] ['5/4', '7/4', '9/2', '9/2', '9/5'] -> ((5/4 / (9/5 - 7/4)) - (9/2 / 9/2))
[2051130] ['5/4', '7/4', '9/2', '9/2', '9/8'] -> (((5/4 + 7/4) * (9/2 + 9/2)) / 9/8)
[2051142] ['5/4', '7/4', '9/4', '9/4', '9/5'] -> ((5/4 / (9/5 - 7/4)) - (9/4 / 9/4))
[2051151] ['5/4', '7/4', '9/5', '9/5', '9/5'] -> ((5/4 / (9/5 - 7/4)) - (9/5 / 9/5))
[2051160] ['5/4', '7/4', '9/8', '9/8', '9/8'] -> ((5/4 + 7/4) / (9/8 - (9/8 / 9/8)))
[2051162] ['5/4', '7/5', '7/5', '7/5', '7/6'] -> (((7/5 + 7/5) / (5/4 - 7/6)) / 7/5)
[2051164] ['5/4', '7/5', '7/5', '7/5', '7/9'] -> (((7/5 + 7/5) / (7/5 - 5/4)) / 7/9)
[2051172] ['5/4', '7/5', '7/5', '7/5', '9/7'] -> (((7/5 + 7/5) * 9/7) / (7/5 - 5/4))
[2051174] ['5/4', '7/5', '7/5', '7/6', '7/6'] -> ((7/5 / (5/4 - (7/5 / 7/6))) / 7/6)
[2051178] ['5/4', '7/5', '7/5', '7/6', '8/5'] -> (8/5 / ((7/5 / 7/5) - (7/6 / 5/4)))
[2051184] ['5/4', '7/5', '7/5', '7/6', '9/7'] -> (((7/5 / 7/5) / 7/6) / (9/7 - 5/4))
[2051194] ['5/4', '7/5', '7/5', '7/8', '9/5'] -> (9/5 / (7/8 - ((7/5 / 5/4) / 7/5)))
[2051196] ['5/4', '7/5', '7/5', '7/8', '9/8'] -> ((7/5 + (7/5 / 7/8)) / (5/4 - 9/8))
[2051210] ['5/4', '7/5', '7/5', '8/3', '8/9'] -> (((7/5 * 8/3) / (7/5 - 5/4)) - 8/9)
[2051212] ['5/4', '7/5', '7/5', '8/3', '9/4'] -> ((8/3 / (5/4 - (7/5 / 7/5))) * 9/4)
[2051230] ['5/4', '7/5', '7/5', '8/7', '9/8'] -> ((7/5 + (7/5 * 8/7)) / (5/4 - 9/8))
[2051234] ['5/4', '7/5', '7/5', '8/9', '9/5'] -> ((7/5 + 9/5) / ((7/5 - 5/4) * 8/9))
[2051248] ['5/4', '7/5', '7/5', '9/5', '9/8'] -> (((7/5 + 9/5) / (7/5 - 5/4)) * 9/8)
[2051249] ['5/4', '7/5', '7/5', '9/7', '9/7'] -> ((7/5 / (7/5 - 5/4)) * (9/7 + 9/7))
[2051267] ['5/4', '7/5', '7/6', '7/8', '8/5'] -> ((7/8 / ((5/4 * 7/6) - 7/5)) * 8/5)
[2051282] ['5/4', '7/5', '7/6', '7/9', '9/5'] -> ((7/9 / ((5/4 * 7/6) - 7/5)) * 9/5)
[2051315] ['5/4', '7/5', '7/6', '9/2', '9/2'] -> ((5/4 * ((7/6 + 9/2) - 7/5)) * 9/2)
[2051325] ['5/4', '7/5', '7/6', '9/5', '9/7'] -> ((9/5 / ((5/4 * 7/6) - 7/5)) / 9/7)
[2051337] ['5/4', '7/5', '7/8', '7/8', '9/4'] -> (9/4 / (7/8 - ((5/4 * 7/8) / 7/5)))
[2051338] ['5/4', '7/5', '7/8', '7/8', '9/5'] -> (9/5 / ((7/8 / 5/4) - (7/8 / 7/5)))
[2051352] ['5/4', '7/5', '7/8', '8/3', '8/5'] -> (8/5 / ((5/4 - (7/5 * 7/8)) * 8/3))
[2051353] ['5/4', '7/5', '7/8', '8/3', '8/7'] -> (8/7 / (((5/4 / 7/5) - 7/8) * 8/3))
[2051364] ['5/4', '7/5', '7/8', '8/5', '9/4'] -> (9/4 / (7/8 * (5/4 - (8/5 / 7/5))))
[2051371] ['5/4', '7/5', '7/8', '8/7', '9/4'] -> (9/4 / (7/8 - ((5/4 / 7/5) / 8/7)))
[2051382] ['5/4', '7/5', '7/8', '9/2', '9/4'] -> (((7/8 * 9/2) / (7/5 - 5/4)) - 9/4)
[2051390] ['5/4', '7/5', '7/8', '9/5', '9/5'] -> (9/5 / ((5/4 + (7/8 / 7/5)) - 9/5))
[2051397] ['5/4', '7/5', '7/9', '7/9', '8/3'] -> ((7/5 * 8/3) / (7/9 - (7/9 / 5/4)))
[2051398] ['5/4', '7/5', '7/9', '7/9', '8/5'] -> (8/5 / ((7/9 / 5/4) - (7/9 / 7/5)))
[2051406] ['5/4', '7/5', '7/9', '8/3', '8/3'] -> (8/3 / (((8/3 - 7/9) / 5/4) - 7/5))
[2051452] ['5/4', '7/5', '8/3', '8/3', '8/5'] -> (((8/3 / 5/4) + 8/3) / (8/5 - 7/5))
[2051462] ['5/4', '7/5', '8/3', '8/5', '8/9'] -> ((8/3 / (5/4 - (8/5 / 7/5))) - 8/9)
[2051471] ['5/4', '7/5', '8/3', '8/7', '9/4'] -> ((8/3 / (8/7 - (5/4 / 7/5))) * 9/4)
[2051486] ['5/4', '7/5', '8/3', '9/4', '9/4'] -> ((8/3 * ((5/4 * 7/5) + 9/4)) * 9/4)
[2051493] ['5/4', '7/5', '8/3', '9/7', '9/7'] -> ((9/7 * 8/3) / (5/4 * (7/5 - 9/7)))
[2051498] ['5/4', '7/5', '8/5', '8/5', '8/9'] -> (((8/5 + 8/5) / (7/5 - 5/4)) / 8/9)
[2051501] ['5/4', '7/5', '8/5', '8/5', '9/5'] -> ((8/5 * 9/5) / (7/5 - (8/5 / 5/4)))
[2051503] ['5/4', '7/5', '8/5', '8/5', '9/8'] -> (((8/5 + 8/5) / (7/5 - 5/4)) * 9/8)
[2051546] ['5/4', '7/5', '8/7', '9/2', '9/4'] -> (((9/2 / (7/5 - 5/4)) / 8/7) - 9/4)
[2051572] ['5/4', '7/5', '8/9', '9/4', '9/5'] -> (((8/9 * 9/4) / (7/5 - 5/4)) * 9/5)
[2051587] ['5/4', '7/5', '9/2', '9/4', '9/5'] -> (((9/2 / (7/5 - 5/4)) / 9/4) * 9/5)
[2051616] ['5/4', '7/6', '7/6', '7/6', '7/6'] -> (((7/6 + 7/6) / (5/4 - 7/6)) / 7/6)
[2051619] ['5/4', '7/6', '7/6', '7/6', '8/3'] -> ((8/3 / (7/6 - (5/4 / 7/6))) / 7/6)
[2051620] ['5/4', '7/6', '7/6', '7/6', '8/5'] -> (8/5 / ((7/6 / 7/6) - (7/6 / 5/4)))
[2051626] ['5/4', '7/6', '7/6', '7/6', '9/7'] -> (((7/6 / (9/7 - 5/4)) / 7/6) / 7/6)
[2051630] ['5/4', '7/6', '7/6', '7/8', '8/3'] -> (((7/8 / (5/4 - 7/6)) / 7/6) * 8/3)
[2051636] ['5/4', '7/6', '7/6', '7/8', '9/5'] -> (9/5 / (7/8 - ((7/6 / 5/4) / 7/6)))
[2051654] ['5/4', '7/6', '7/6', '8/3', '9/4'] -> ((8/3 / (5/4 - (7/6 / 7/6))) * 9/4)
[2051656] ['5/4', '7/6', '7/6', '8/3', '9/7'] -> (((5/4 * 8/3) / 7/6) / (9/7 - 7/6))
[2051666] ['5/4', '7/6', '7/6', '8/7', '8/7'] -> ((8/7 + 8/7) / (7/6 - (5/4 / 7/6)))
[2051677] ['5/4', '7/6', '7/6', '8/9', '9/7'] -> ((7/6 * 9/7) / ((7/6 / 8/9) - 5/4))
[2051692] ['5/4', '7/6', '7/6', '9/7', '9/8'] -> (((7/6 + 7/6) * 9/7) / (5/4 - 9/8))
[2051700] ['5/4', '7/6', '7/8', '7/8', '9/2'] -> ((7/6 * 9/2) / ((5/4 * 7/8) - 7/8))
[2051701] ['5/4', '7/6', '7/8', '7/8', '9/4'] -> ((5/4 + 9/4) / ((7/6 * 7/8) - 7/8))
[2051703] ['5/4', '7/6', '7/8', '7/8', '9/7'] -> (((7/8 / 7/6) / 7/8) / (9/7 - 5/4))
[2051712] ['5/4', '7/6', '7/8', '7/9', '9/5'] -> ((7/9 / ((7/6 / 5/4) - 7/8)) * 9/5)
[2051713] ['5/4', '7/6', '7/8', '7/9', '9/7'] -> (9/7 / ((7/8 / 7/9) - (5/4 / 7/6)))
[2051724] ['5/4', '7/6', '7/8', '8/5', '8/5'] -> (8/5 / (((5/4 * 7/6) / 7/8) - 8/5))
[2051734] ['5/4', '7/6', '7/8', '8/7', '9/2'] -> ((7/6 / ((5/4 / 8/7) - 7/8)) * 9/2)
