[1250896] ['1/9', '5/3', '5/4', '5/7', '7/5'] -> 7/5 / (1/9 * 5/4 / (5/3 + 5/7))
[1283966] ['2/3', '2/5', '4/9', '5/7', '7/8'] -> 2/3 / (4/9 - 2/5) / 5/7 / 7/8
[1283970] ['2/3', '2/5', '4/9', '5/7', '8/7'] -> 2/3 / (4/9 - 2/5) / 5/7 * 8/7
[1283981] ['2/3', '2/5', '4/9', '5/8', '7/2'] -> 7/2 / ((2/5 / 4/9 - 2/3) * 5/8)
[1283982] ['2/3', '2/5', '4/9', '5/8', '7/3'] -> 7/3 / ((2/5 / 2/3 - 4/9) * 5/8)
[1283989] ['2/3', '2/5', '4/9', '5/8', '8/5'] -> 8/5 / (2/3 * 4/9 * (5/8 - 2/5))
[1284000] ['2/3', '2/5', '4/9', '5/9', '7/2'] -> (2/3 + 5/9) / (4/9 - 2/5) - 7/2
[1284010] ['2/3', '2/5', '4/9', '5/9', '8/9'] -> 2/3 / (4/9 - 2/5) / 5/9 * 8/9
[1284015] ['2/3', '2/5', '4/9', '5/9', '9/8'] -> 2/3 / (4/9 - 2/5) / 5/9 / 9/8
[1284019] ['2/3', '2/5', '4/9', '6/5', '7/3'] -> 6/5 / (4/9 - 2/5) - 2/3 - 7/3
[1284020] ['2/3', '2/5', '4/9', '6/5', '7/4'] -> (2/3 + 6/5) / (4/9 - 2/5) / 7/4
[1284029] ['2/3', '2/5', '4/9', '6/5', '9/2'] -> 6/5 / (4/9 - 2/5) - 2/3 * 9/2
[1284043] ['2/3', '2/5', '4/9', '6/7', '8/5'] -> 8/5 / (2/5 + 4/9 - 2/3 / 6/7)
[1284058] ['2/3', '2/5', '4/9', '7/2', '8/3'] -> 8/3 / (2/3 / 2/5 - 4/9 * 7/2)
[1284059] ['2/3', '2/5', '4/9', '7/2', '8/5'] -> 7/2 / (2/5 / 4/9 - 2/3) * 8/5
[1284073] ['2/3', '2/5', '4/9', '7/3', '8/3'] -> (2/3 / 2/5 + 7/3) / 4/9 * 8/3
[1284078] ['2/3', '2/5', '4/9', '7/3', '9/4'] -> 7/3 / (2/3 - 4/9) / 2/5 - 9/4
[1284090] ['2/3', '2/5', '4/9', '7/4', '8/9'] -> 8/9 / (4/9 * (7/4 - 2/3 / 2/5))
[1284091] ['2/3', '2/5', '4/9', '7/4', '9/2'] -> 4/9 / (7/4 - 2/3 / 2/5) * 9/2
[1284092] ['2/3', '2/5', '4/9', '7/4', '9/4'] -> 2/3 * 7/4 / (4/9 - 2/5) - 9/4
[1284093] ['2/3', '2/5', '4/9', '7/4', '9/5'] -> 4/9 / (2/5 * 7/4 - 2/3) * 9/5
[1284098] ['2/3', '2/5', '4/9', '7/5', '7/8'] -> 2/3 * 7/5 / (4/9 - 2/5) / 7/8
[1284102] ['2/3', '2/5', '4/9', '7/5', '8/7'] -> 2/3 * 7/5 / (4/9 - 2/5) * 8/7
[1284115] ['2/3', '2/5', '4/9', '7/6', '8/9'] -> 8/9 / (2/3 * (7/6 - 4/9 / 2/5))
[1284126] ['2/3', '2/5', '4/9', '7/8', '8/9'] -> 8/9 / (2/5 * 4/9 * (7/8 - 2/3))
[1284127] ['2/3', '2/5', '4/9', '7/8', '9/2'] -> 4/9 / (7/8 - 2/3) / 2/5 * 9/2
[1284136] ['2/3', '2/5', '4/9', '7/9', '8/9'] -> 8/9 / (7/9 - 2/3 * 4/9 / 2/5)
[1284138] ['2/3', '2/5', '4/9', '7/9', '9/4'] -> 7/9 / (4/9 - 2/5) / 2/3 - 9/4
[1284142] ['2/3', '2/5', '4/9', '8/3', '8/3'] -> 8/3 / ((2/3 + 4/9) / 2/5 - 8/3)
[1284147] ['2/3', '2/5', '4/9', '8/3', '9/4'] -> (4/9 + 8/3 / 2/5) / 2/3 * 9/4
[1284148] ['2/3', '2/5', '4/9', '8/3', '9/5'] -> (8/3 / 4/9 - 2/3) / 2/5 * 9/5
[1284154] ['2/3', '2/5', '4/9', '8/5', '9/2'] -> (8/5 / 2/5 - 4/9) / 2/3 * 9/2
[1284159] ['2/3', '2/5', '4/9', '8/7', '8/7'] -> 2/3 / (8/7 - 4/9 / 2/5) * 8/7
[1284169] ['2/3', '2/5', '4/9', '8/9', '9/5'] -> 2/3 * 8/9 / (4/9 - 2/5) * 9/5
[1284183] ['2/3', '2/5', '4/9', '9/5', '9/8'] -> 2/3 * 9/5 / (4/9 - 2/5) / 9/8
[1284196] ['2/3', '2/5', '5/2', '5/2', '7/2'] -> (2/5 + 5/2 + 7/2) / (2/3 / 5/2)
[1284204] ['2/3', '2/5', '5/2', '5/2', '8/5'] -> 8/5 / (2/3 + 2/5 - 5/2 / 5/2)
[1284207] ['2/3', '2/5', '5/2', '5/2', '9/2'] -> (2/3 + 2/5) * (5/2 + 5/2) * 9/2
[1284212] ['2/3', '2/5', '5/2', '5/3', '5/3'] -> 5/2 / (5/3 - 5/3 / (2/3 + 2/5))
[1284217] ['2/3', '2/5', '5/2', '5/3', '5/9'] -> (2/5 * 5/2 + 5/3) / (2/3 - 5/9)
[1284226] ['2/3', '2/5', '5/2', '5/3', '7/9'] -> (2/5 * 5/2 + 5/3) / (7/9 - 2/3)
[1284227] ['2/3', '2/5', '5/2', '5/3', '8/3'] -> 8/3 / (2/3 * 5/3 - 2/5 * 5/2)
[1284239] ['2/3', '2/5', '5/2', '5/4', '5/8'] -> 5/2 / (2/3 - 2/5 * 5/4) / 5/8
[1284263] ['2/3', '2/5', '5/2', '5/6', '6/5'] -> (2/5 + 6/5) / ((5/6 - 2/3) / 5/2)
[1284291] ['2/3', '2/5', '5/2', '5/7', '7/8'] -> 2/5 * 5/2 / (5/7 - 2/3) / 7/8
[1284294] ['2/3', '2/5', '5/2', '5/7', '8/5'] -> 8/5 / (2/5 * 5/2 - 2/3 / 5/7)
[1284318] ['2/3', '2/5', '5/2', '5/8', '9/4'] -> (2/3 + 5/2 / 2/5 / 5/8) * 9/4
[1284333] ['2/3', '2/5', '5/2', '5/9', '8/5'] -> 8/5 / (2/5 - 5/9 / 2/3 / 5/2)
[1284350] ['2/3', '2/5', '5/2', '6/5', '8/3'] -> 6/5 / (2/5 - 2/3 / 5/2) * 8/3
[1284388] ['2/3', '2/5', '5/2', '7/2', '9/4'] -> 7/2 / (2/5 - 2/3 / 5/2) - 9/4
[1284389] ['2/3', '2/5', '5/2', '7/2', '9/5'] -> (5/2 + 7/2 - 2/3) / 2/5 * 9/5
[1284398] ['2/3', '2/5', '5/2', '7/3', '8/3'] -> (2/3 + 5/2 + 7/3 / 2/5) * 8/3
[1284399] ['2/3', '2/5', '5/2', '7/3', '8/5'] -> (5/2 + 7/3 / 2/3) / 2/5 * 8/5
[1284413] ['2/3', '2/5', '5/2', '7/4', '8/5'] -> 8/5 / (2/3 * 7/4 / 5/2 - 2/5)
[1284414] ['2/3', '2/5', '5/2', '7/4', '8/7'] -> 8/7 / (5/2 * (2/5 - 2/3 / 7/4))
[1284416] ['2/3', '2/5', '5/2', '7/4', '9/2'] -> 2/3 * (5/2 / 2/5 + 7/4) * 9/2
[1284425] ['2/3', '2/5', '5/2', '7/5', '8/3'] -> (5/2 + 7/5 / 2/5) / 2/3 * 8/3
[1284426] ['2/3', '2/5', '5/2', '7/5', '8/5'] -> 8/5 / (2/5 * 5/2 - 2/3 * 7/5)
[1284427] ['2/3', '2/5', '5/2', '7/5', '8/7'] -> 8/7 / (2/5 * 5/2 / 7/5 - 2/3)
[1284429] ['2/3', '2/5', '5/2', '7/5', '9/2'] -> (5/2 + 7/5 / 2/5 - 2/3) * 9/2
[1284452] ['2/3', '2/5', '5/2', '7/8', '9/2'] -> 2/3 / (2/5 * 5/2 - 7/8) * 9/2
[1284454] ['2/3', '2/5', '5/2', '7/8', '9/5'] -> 2/3 / (2/5 - 7/8 / 5/2) * 9/5
[1284459] ['2/3', '2/5', '5/2', '7/9', '8/5'] -> 8/5 / (7/9 / 2/3 / 5/2 - 2/5)
[1284467] ['2/3', '2/5', '5/2', '8/3', '8/3'] -> 5/2 * (8/3 / 2/3 - 2/5) * 8/3
[1284471] ['2/3', '2/5', '5/2', '8/3', '9/2'] -> ((2/3 + 2/5) * 5/2 + 8/3) * 9/2
[1284480] ['2/3', '2/5', '5/2', '8/5', '9/4'] -> (2/3 + 5/2 * 8/5 / 2/5) * 9/4
[1284497] ['2/3', '2/5', '5/2', '9/2', '9/2'] -> (5/2 + 9/2 - 2/3 / 2/5) * 9/2
[1284501] ['2/3', '2/5', '5/2', '9/2', '9/8'] -> (5/2 / 2/5 - 2/3) * 9/2 - 9/8
[1284502] ['2/3', '2/5', '5/2', '9/4', '9/4'] -> 9/4 / (5/2 / (2/3 + 2/5) - 9/4)
[1284513] ['2/3', '2/5', '5/3', '5/3', '5/4'] -> 2/3 / 5/3 / (5/3 - 2/5 - 5/4)
[1284528] ['2/3', '2/5', '5/3', '5/3', '8/5'] -> 8/5 / (2/3 + 2/5 - 5/3 / 5/3)
[1284559] ['2/3', '2/5', '5/3', '5/6', '5/6'] -> 2/5 * 5/3 / (5/6 * 5/6 - 2/3)
[1284561] ['2/3', '2/5', '5/3', '5/6', '5/8'] -> 2/5 * (5/3 + 5/6) / (2/3 - 5/8)
[1284613] ['2/3', '2/5', '5/3', '5/8', '8/3'] -> 2/3 / (2/5 - 5/8 / 5/3) - 8/3
[1284617] ['2/3', '2/5', '5/3', '5/8', '9/2'] -> (2/3 / 2/5 + 5/3) / 5/8 * 9/2
[1284623] ['2/3', '2/5', '5/3', '5/9', '6/5'] -> (2/5 + 6/5) / ((2/3 - 5/9) / 5/3)
[1284635] ['2/3', '2/5', '5/3', '5/9', '8/9'] -> 8/9 / ((5/3 - 2/5) * 5/9 - 2/3)
[1284648] ['2/3', '2/5', '5/3', '6/5', '7/8'] -> 5/3 * 6/5 / 2/5 / (7/8 - 2/3)
[1284649] ['2/3', '2/5', '5/3', '6/5', '7/9'] -> 5/3 * (2/5 + 6/5) / (7/9 - 2/3)
[1284654] ['2/3', '2/5', '5/3', '6/5', '9/2'] -> (2/3 + 5/3 + 6/5 / 2/5) * 9/2
[1284703] ['2/3', '2/5', '5/3', '7/3', '9/4'] -> (2/3 + (5/3 + 7/3) / 2/5) * 9/4
[1284725] ['2/3', '2/5', '5/3', '7/5', '8/3'] -> 8/3 / (2/3 * 5/3 + 2/5 - 7/5)
[1284752] ['2/3', '2/5', '5/3', '7/8', '9/2'] -> 2/3 / (7/8 / 5/3 - 2/5) * 9/2
[1284762] ['2/3', '2/5', '5/3', '7/9', '9/2'] -> (5/3 / 2/5 + 7/9 / 2/3) * 9/2
[1284784] ['2/3', '2/5', '5/3', '8/7', '8/7'] -> 2/5 / (8/7 / 5/3 - 2/3) * 8/7
[1284815] ['2/3', '2/5', '5/4', '5/4', '5/8'] -> 2/5 * (5/4 + 5/4) / (2/3 - 5/8)
[1284839] ['2/3', '2/5', '5/4', '5/6', '6/5'] -> 6/5 / (5/4 - 2/3 / 5/6 - 2/5)
[1284861] ['2/3', '2/5', '5/4', '5/7', '6/7'] -> 6/7 / (2/5 * 5/4 / 2/3 - 5/7)
[1284871] ['2/3', '2/5', '5/4', '5/7', '8/7'] -> 8/7 / (2/5 * (2/3 * 5/4 - 5/7))
[1284882] ['2/3', '2/5', '5/4', '5/8', '7/2'] -> 7/2 / (2/5 * (5/4 - 2/3) * 5/8)
[1284908] ['2/3', '2/5', '5/4', '5/9', '8/3'] -> 8/3 / (2/5 * (2/3 * 5/4 - 5/9))
[1284927] ['2/3', '2/5', '5/4', '6/5', '8/5'] -> 8/5 / (2/3 - 2/5 * 5/4 * 6/5)
[1284932] ['2/3', '2/5', '5/4', '6/5', '9/5'] -> 9/5 / ((5/4 - 2/5) / 2/3 - 6/5)
[1284934] ['2/3', '2/5', '5/4', '6/5', '9/8'] -> (2/3 + 2/5) / (5/4 - 6/5) * 9/8
[1284941] ['2/3', '2/5', '5/4', '6/7', '7/8'] -> 2/5 / (6/7 / 5/4 - 2/3) / 7/8
[1284944] ['2/3', '2/5', '5/4', '6/7', '8/5'] -> 8/5 / (2/3 / 5/4 - 2/5 / 6/7)
[1284945] ['2/3', '2/5', '5/4', '6/7', '8/7'] -> 2/5 / (6/7 / 5/4 - 2/3) * 8/7
[1284957] ['2/3', '2/5', '5/4', '7/2', '7/8'] -> 7/2 / (2/3 - 2/5 * 5/4) / 7/8
[1284961] ['2/3', '2/5', '5/4', '7/2', '8/7'] -> 7/2 / (2/3 - 2/5 * 5/4) * 8/7
[1284963] ['2/3', '2/5', '5/4', '7/2', '9/2'] -> (7/2 / 5/4 - 2/3) / 2/5 * 9/2
[1284970] ['2/3', '2/5', '5/4', '7/3', '7/5'] -> 7/5 / (7/3 - 5/4 / 2/3 - 2/5)
[1284978] ['2/3', '2/5', '5/4', '7/3', '9/2'] -> (2/3 + 7/3 / 2/5 / 5/4) * 9/2
[1284997] ['2/3', '2/5', '5/4', '7/5', '7/5'] -> 7/5 / ((5/4 - 2/3) / 2/5 - 7/5)
[1285007] ['2/3', '2/5', '5/4', '7/5', '9/5'] -> 9/5 / (5/4 / 2/3 - 2/5 - 7/5)
[1285024] ['2/3', '2/5', '5/4', '7/8', '8/3'] -> 2/3 / (2/5 + 7/8 - 5/4) - 8/3
[1285034] ['2/3', '2/5', '5/4', '7/9', '8/3'] -> 2/5 / (2/3 - 7/9 / 5/4) * 8/3
[1285043] ['2/3', '2/5', '5/4', '8/3', '8/3'] -> (2/3 + 5/4 * 8/3 / 2/5) * 8/3
[1285052] ['2/3', '2/5', '5/4', '8/5', '8/5'] -> 8/5 / (2/5 - 2/3 / 5/4 / 8/5)
[1285055] ['2/3', '2/5', '5/4', '8/5', '9/2'] -> (2/3 / 5/4 + 8/5) / 2/5 * 9/2
[1285057] ['2/3', '2/5', '5/4', '8/5', '9/5'] -> 2/3 / (2/5 + 5/4 - 8/5) * 9/5
[1285068] ['2/3', '2/5', '5/4', '8/9', '9/2'] -> 8/9 / (2/3 - 2/5 * 5/4) * 9/2
[1285077] ['2/3', '2/5', '5/4', '9/2', '9/8'] -> 9/2 / (2/3 - 2/5 * 5/4) / 9/8
[1285087] ['2/3', '2/5', '5/4', '9/8', '9/8'] -> 9/8 / (5/4 / (2/3 + 2/5) - 9/8)
[1285099] ['2/3', '2/5', '5/6', '5/6', '7/8'] -> (2/3 + 2/5 * 5/6) / (7/8 - 5/6)
[1285101] ['2/3', '2/5', '5/6', '5/6', '8/3'] -> 8/3 / 2/5 / (5/6 - 2/3 * 5/6)
[1285102] ['2/3', '2/5', '5/6', '5/6', '8/5'] -> 8/5 / (2/3 + 2/5 - 5/6 / 5/6)
[1285122] ['2/3', '2/5', '5/6', '5/7', '8/3'] -> 8/3 / ((2/3 * 5/6 - 2/5) * 5/7)
[1285136] ['2/3', '2/5', '5/6', '5/8', '7/3'] -> 7/3 / ((2/3 * 5/6 - 2/5) * 5/8)
[1285146] ['2/3', '2/5', '5/6', '5/8', '9/2'] -> 9/2 / (5/6 * (2/5 + 5/8) - 2/3)
[1285172] ['2/3', '2/5', '5/6', '6/5', '7/2'] -> 7/2 / (2/3 - 5/6 / (2/5 + 6/5))
[1285180] ['2/3', '2/5', '5/6', '6/5', '8/5'] -> 8/5 / (2/3 + 2/5 - 5/6 * 6/5)
[1285229] ['2/3', '2/5', '5/6', '7/3', '8/7'] -> 8/7 / (2/5 * 5/6 - 2/3 / 7/3)
[1285231] ['2/3', '2/5', '5/6', '7/3', '9/2'] -> (7/3 / 5/6 - 2/3) / 2/5 * 9/2
[1285243] ['2/3', '2/5', '5/6', '7/4', '8/7'] -> 8/7 / (2/3 / 7/4 - 2/5 * 5/6)
[1285246] ['2/3', '2/5', '5/6', '7/4', '9/4'] -> 7/4 / (5/6 - 2/3) / 2/5 - 9/4
[1285252] ['2/3', '2/5', '5/6', '7/5', '7/8'] -> 7/5 / (5/6 - 2/3) / 2/5 / 7/8
[1285256] ['2/3', '2/5', '5/6', '7/5', '8/7'] -> 7/5 / (5/6 - 2/3) / 2/5 * 8/7
[1285281] ['2/3', '2/5', '5/6', '7/8', '9/2'] -> 2/5 / (7/8 - 2/3 / 5/6) * 9/2
[1285282] ['2/3', '2/5', '5/6', '7/8', '9/4'] -> 9/4 / (7/8 - 5/6 / (2/3 + 2/5))
[1285287] ['2/3', '2/5', '5/6', '7/9', '8/3'] -> 8/3 / ((2/3 + 2/5) * 5/6 - 7/9)
[1285288] ['2/3', '2/5', '5/6', '7/9', '8/5'] -> 8/5 / (2/5 + 5/6 - 7/9 / 2/3)
[1285290] ['2/3', '2/5', '5/6', '7/9', '8/9'] -> 8/9 / (2/5 * 5/6 * (7/9 - 2/3))
[1285297] ['2/3', '2/5', '5/6', '8/3', '8/5'] -> 8/5 / (2/5 * (8/3 - 5/6) - 2/3)
[1285300] ['2/3', '2/5', '5/6', '8/3', '9/2'] -> 2/3 * 8/3 / 2/5 / 5/6 * 9/2
[1285323] ['2/3', '2/5', '5/6', '8/9', '9/5'] -> 8/9 / (5/6 - 2/3) / 2/5 * 9/5
[1285326] ['2/3', '2/5', '5/6', '9/2', '9/2'] -> (2/3 / 2/5 + 9/2 - 5/6) * 9/2
[1285337] ['2/3', '2/5', '5/6', '9/5', '9/8'] -> 9/5 / (5/6 - 2/3) / 2/5 / 9/8
[1285342] ['2/3', '2/5', '5/7', '5/7', '5/8'] -> (2/5 * 5/7 + 5/7) / (2/3 - 5/8)
[1285344] ['2/3', '2/5', '5/7', '5/7', '6/5'] -> (2/5 + 6/5) / ((5/7 - 2/3) / 5/7)
[1285355] ['2/3', '2/5', '5/7', '5/7', '8/7'] -> 8/7 / ((2/3 + 2/5) * 5/7 - 5/7)
[1285366] ['2/3', '2/5', '5/7', '5/8', '7/2'] -> 2/5 * 5/7 / (2/3 - 5/8) * 7/2
[1285374] ['2/3', '2/5', '5/7', '5/8', '8/5'] -> 8/5 / ((2/3 - 2/5 / 5/7) * 5/8)
[1285380] ['2/3', '2/5', '5/7', '5/8', '9/7'] -> 9/7 / (2/5 * (5/7 - 5/8) / 2/3)
[1285402] ['2/3', '2/5', '5/7', '6/5', '6/7'] -> 6/7 / (2/5 / (6/5 - 2/3) - 5/7)
[1285406] ['2/3', '2/5', '5/7', '6/5', '7/5'] -> (2/5 + 6/5) / (5/7 - 2/3) / 7/5
[1285410] ['2/3', '2/5', '5/7', '6/5', '8/3'] -> 8/3 / (5/7 * (2/3 / 6/5 - 2/5))
[1285414] ['2/3', '2/5', '5/7', '6/5', '9/2'] -> (2/3 / 5/7 + 6/5) / 2/5 * 9/2
[1285428] ['2/3', '2/5', '5/7', '6/7', '8/5'] -> 8/5 / (2/5 * (5/7 / 6/7 - 2/3))
[1285445] ['2/3', '2/5', '5/7', '7/2', '8/7'] -> 8/7 / (7/2 - (2/3 + 5/7) / 2/5)
[1285459] ['2/3', '2/5', '5/7', '7/3', '8/5'] -> 8/5 / ((5/7 - 2/5) * 7/3 - 2/3)
[1285473] ['2/3', '2/5', '5/7', '7/4', '8/5'] -> 8/5 / (2/3 / 7/4 - (5/7 - 2/5))
[1285479] ['2/3', '2/5', '5/7', '7/4', '9/7'] -> 9/7 / ((5/7 / 2/5 - 7/4) / 2/3)
[1285498] ['2/3', '2/5', '5/7', '7/6', '8/5'] -> 8/5 / (2/5 * (5/7 * 7/6 - 2/3))
[1285499] ['2/3', '2/5', '5/7', '7/6', '8/7'] -> 8/7 / (2/3 + 7/6 - 5/7 / 2/5)
[1285509] ['2/3', '2/5', '5/7', '7/8', '8/5'] -> 8/5 / ((2/3 * 5/7 - 2/5) * 7/8)
[1285523] ['2/3', '2/5', '5/7', '7/9', '9/4'] -> 2/3 / (7/9 - 5/7) / 2/5 - 9/4
[1285527] ['2/3', '2/5', '5/7', '8/3', '8/3'] -> (2/3 / 5/7 + 8/3) / 2/5 * 8/3
[1285536] ['2/3', '2/5', '5/7', '8/5', '8/5'] -> 8/5 / (2/3 - 2/5 / 5/7) * 8/5
[1285544] ['2/3', '2/5', '5/7', '8/7', '8/7'] -> 8/7 / (2/3 * 5/7 / 2/5 - 8/7)
[1285572] ['2/3', '2/5', '5/8', '5/8', '5/8'] -> 5/8 / (2/3 - (2/5 + 5/8) * 5/8)
[1285574] ['2/3', '2/5', '5/8', '5/8', '6/5'] -> (2/5 + 6/5) / ((2/3 - 5/8) / 5/8)
[1285579] ['2/3', '2/5', '5/8', '5/8', '7/5'] -> 7/5 / (2/3 * (2/5 + 5/8) - 5/8)
[1285584] ['2/3', '2/5', '5/8', '5/8', '8/5'] -> 8/5 / (2/3 + 2/5 - 5/8 / 5/8)
[1285588] ['2/3', '2/5', '5/8', '5/8', '9/4'] -> 9/4 / 2/3 / ((5/8 - 2/5) * 5/8)
[1285595] ['2/3', '2/5', '5/8', '5/9', '7/2'] -> 2/3 / (5/9 - 2/5) / 5/8 * 7/2
[1285598] ['2/3', '2/5', '5/8', '5/9', '7/5'] -> 7/5 / (5/8 / 5/9 - 2/3 - 2/5)
[1285601] ['2/3', '2/5', '5/8', '5/9', '7/9'] -> 7/9 / (5/8 - (2/3 + 2/5) * 5/9)
[1285614] ['2/3', '2/5', '5/8', '6/5', '7/3'] -> 7/3 / (5/8 * (2/3 / 6/5 - 2/5))
[1285616] ['2/3', '2/5', '5/8', '6/5', '7/5'] -> 7/5 / (2/5 * (2/3 - 5/8 / 6/5))
[1285624] ['2/3', '2/5', '5/8', '6/5', '9/2'] -> 9/2 / ((2/5 + 5/8) / 6/5 - 2/3)
[1285639] ['2/3', '2/5', '5/8', '6/7', '8/7'] -> 8/7 / (2/5 * 5/8 * (6/7 - 2/3))
[1285643] ['2/3', '2/5', '5/8', '6/7', '9/5'] -> 9/5 / (2/5 / 2/3 / 6/7 - 5/8)
[1285653] ['2/3', '2/5', '5/8', '7/2', '8/3'] -> (2/5 + 7/2 / 5/8) / 2/3 * 8/3
[1285659] ['2/3', '2/5', '5/8', '7/2', '9/5'] -> (7/2 / 2/5 / 5/8 - 2/3) * 9/5
[1285664] ['2/3', '2/5', '5/8', '7/3', '7/5'] -> 7/5 / ((5/8 - 2/5 / 2/3) * 7/3)
[1285674] ['2/3', '2/5', '5/8', '7/3', '9/5'] -> (2/3 + 7/3) / (5/8 - 2/5) * 9/5
[1285678] ['2/3', '2/5', '5/8', '7/4', '7/5'] -> 7/5 / (7/4 - 2/3 - 2/5 - 5/8)
[1285686] ['2/3', '2/5', '5/8', '7/4', '9/2'] -> (7/4 / 5/8 - 2/3) / 2/5 * 9/2
[1285691] ['2/3', '2/5', '5/8', '7/5', '7/5'] -> 7/5 / (5/8 * (7/5 - 2/3) - 2/5)
[1285697] ['2/3', '2/5', '5/8', '7/5', '8/7'] -> 8/7 / (5/8 * (2/3 / 7/5 - 2/5))
[1285713] ['2/3', '2/5', '5/8', '7/6', '9/5'] -> 9/5 / (2/5 * 7/6 / 2/3 - 5/8)
[1285737] ['2/3', '2/5', '5/8', '8/3', '8/3'] -> (8/3 / 5/8 - 2/3) / 2/5 * 8/3
[1285742] ['2/3', '2/5', '5/8', '8/3', '9/4'] -> 9/4 / (5/8 * (2/5 - 2/3 / 8/3))
[1285743] ['2/3', '2/5', '5/8', '8/3', '9/5'] -> (2/3 + 8/3) / 2/5 / 5/8 * 9/5
[1285746] ['2/3', '2/5', '5/8', '8/5', '8/5'] -> 8/5 / (2/3 + 2/5 - 5/8 * 8/5)
[1285749] ['2/3', '2/5', '5/8', '8/5', '9/2'] -> (8/5 / 2/5 - 2/3) / 5/8 * 9/2
[1285750] ['2/3', '2/5', '5/8', '8/5', '9/4'] -> 8/5 / (5/8 - 2/5) / 2/3 * 9/4
[1285754] ['2/3', '2/5', '5/8', '8/7', '8/7'] -> 8/7 / (5/8 * (8/7 - 2/3 - 2/5))
[1285795] ['2/3', '2/5', '5/9', '5/9', '8/9'] -> 8/9 / ((2/3 + 2/5) * 5/9 - 5/9)
[1285814] ['2/3', '2/5', '5/9', '6/5', '9/2'] -> (5/9 + 6/5 / 2/5) / 2/3 * 9/2
[1285820] ['2/3', '2/5', '5/9', '6/7', '7/2'] -> 7/2 / (2/5 * 5/9 / (2/3 + 6/7))
[1285827] ['2/3', '2/5', '5/9', '6/7', '8/3'] -> 8/3 / (5/9 * (2/3 - 2/5 / 6/7))
[1285843] ['2/3', '2/5', '5/9', '7/2', '8/3'] -> 8/3 / (2/5 * 5/9 * 7/2 - 2/3)
[1285844] ['2/3', '2/5', '5/9', '7/2', '8/5'] -> 2/3 * 7/2 / (5/9 - 2/5) * 8/5
[1285862] ['2/3', '2/5', '5/9', '7/3', '9/2'] -> (2/3 / 2/5 / 5/9 + 7/3) * 9/2
[1285890] ['2/3', '2/5', '5/9', '7/5', '9/4'] -> 7/5 / (2/5 / 5/9 - 2/3) - 9/4
[1285898] ['2/3', '2/5', '5/9', '7/6', '8/5'] -> 8/5 / (2/5 + 5/9 / 2/3 - 7/6)
[1285914] ['2/3', '2/5', '5/9', '7/8', '9/5'] -> 9/5 / (2/5 + 7/8 - 2/3 / 5/9)
[1285923] ['2/3', '2/5', '5/9', '7/9', '9/4'] -> 7/9 / (2/5 - 2/3 * 5/9) - 9/4
[1285927] ['2/3', '2/5', '5/9', '8/3', '8/3'] -> (8/3 - 2/3) / 2/5 / 5/9 * 8/3
[1285928] ['2/3', '2/5', '5/9', '8/3', '8/5'] -> (2/3 + 8/3) / 2/5 / 5/9 * 8/5
[1285938] ['2/3', '2/5', '5/9', '8/5', '8/9'] -> 8/9 / (5/9 * (2/3 / 2/5 - 8/5))
[1285940] ['2/3', '2/5', '5/9', '8/5', '9/4'] -> 8/5 / (2/5 - 2/3 * 5/9) / 9/4
[1285951] ['2/3', '2/5', '5/9', '8/9', '8/9'] -> 8/9 / (2/3 * 5/9 / 2/5 - 8/9)
[1285959] ['2/3', '2/5', '5/9', '9/2', '9/5'] -> (5/9 / 2/3 + 9/2) / 2/5 * 9/5
[1285976] ['2/3', '2/5', '6/5', '6/5', '7/4'] -> (6/5 - 2/5) / (6/5 - 2/3 * 7/4)
[1285978] ['2/3', '2/5', '6/5', '6/5', '7/6'] -> (6/5 + 6/5) / (7/6 - 2/3 - 2/5)
[1285980] ['2/3', '2/5', '6/5', '6/5', '7/9'] -> (6/5 - 2/5) / (6/5 - 7/9 / 2/3)
[1285982] ['2/3', '2/5', '6/5', '6/5', '8/5'] -> 8/5 / (2/3 + 2/5 - 6/5 / 6/5)
[1285985] ['2/3', '2/5', '6/5', '6/5', '9/2'] -> ((6/5 + 6/5) / 2/5 - 2/3) * 9/2
[1285989] ['2/3', '2/5', '6/5', '6/5', '9/8'] -> (2/5 / 2/3 + 6/5) / (6/5 - 9/8)
[1285999] ['2/3', '2/5', '6/5', '6/7', '8/5'] -> 8/5 / (6/5 - 2/5 / 6/7 - 2/3)
[1286018] ['2/3', '2/5', '6/5', '7/2', '9/2'] -> (6/5 / 2/5 + 2/3 * 7/2) * 9/2
[1286019] ['2/3', '2/5', '6/5', '7/2', '9/4'] -> 7/2 / (6/5 - 2/3 - 2/5) - 9/4
[1286031] ['2/3', '2/5', '6/5', '7/3', '8/7'] -> 8/7 / (2/5 / 6/5 - 2/3 / 7/3)
[1286033] ['2/3', '2/5', '6/5', '7/3', '9/2'] -> (6/5 * 7/3 - 2/3) / 2/5 * 9/2
[1286041] ['2/3', '2/5', '6/5', '7/4', '7/8'] -> 2/5 / (6/5 / 7/4 - 2/3) / 7/8
[1286056] ['2/3', '2/5', '6/5', '7/5', '8/3'] -> 7/5 / (2/3 / 6/5 - 2/5) * 8/3
[1286068] ['2/3', '2/5', '6/5', '7/6', '8/3'] -> (2/3 - 8/3) / ((7/6 - 6/5) / 2/5)
