[1064544] ['1/8', '2/3', '7/8', '9/4', '9/5'] -> (9/4 - 2/3 * 7/8) / 1/8 * 9/5
[1090345] ['1/8', '3/2', '3/2', '4/7', '6/7'] -> 3/2 * (3/2 + 4/7) / 1/8 - 6/7
[1090347] ['1/8', '3/2', '3/2', '4/7', '7/3'] -> 3/2 * 3/2 * 4/7 / 1/8 * 7/3
[1090349] ['1/8', '3/2', '3/2', '4/7', '7/5'] -> (3/2 / 1/8 - 4/7) * 3/2 * 7/5
[1090353] ['1/8', '3/2', '3/2', '4/7', '8/3'] -> (3/2 / 4/7 - 3/2) / 1/8 * 8/3
[1090363] ['1/8', '3/2', '3/2', '4/9', '5/2'] -> 5/2 / 1/8 / (3/2 - 3/2 * 4/9)
[1090368] ['1/8', '3/2', '3/2', '4/9', '5/8'] -> (3/2 / 4/9 - 3/2) / 1/8 / 5/8
[1090369] ['1/8', '3/2', '3/2', '4/9', '5/9'] -> 5/9 / (4/9 / (3/2 + 3/2) - 1/8)
[1090372] ['1/8', '3/2', '3/2', '4/9', '7/2'] -> (7/2 - 3/2) / (1/8 * 3/2 * 4/9)
[1090378] ['1/8', '3/2', '3/2', '4/9', '7/9'] -> (3/2 / 1/8 + 4/9) * 3/2 / 7/9
[1090380] ['1/8', '3/2', '3/2', '4/9', '8/5'] -> (3/2 / 4/9 - 3/2) / 1/8 * 8/5
[1090386] ['1/8', '3/2', '3/2', '4/9', '9/7'] -> (3/2 / 1/8 + 4/9) * 3/2 * 9/7
[1090396] ['1/8', '3/2', '3/2', '5/2', '6/7'] -> (3/2 / 3/2 + 5/2) / 1/8 * 6/7
[1090398] ['1/8', '3/2', '3/2', '5/2', '7/3'] -> 3/2 * 7/3 / 1/8 - (3/2 + 5/2)
[1090400] ['1/8', '3/2', '3/2', '5/2', '7/5'] -> 3/2 / 5/2 / (1/8 + 7/5 - 3/2)
[1090402] ['1/8', '3/2', '3/2', '5/2', '7/8'] -> (3/2 / 3/2 + 5/2 / 1/8) / 7/8
[1090405] ['1/8', '3/2', '3/2', '5/2', '8/5'] -> 3/2 / 5/2 / (1/8 + 3/2 - 8/5)
[1090406] ['1/8', '3/2', '3/2', '5/2', '8/7'] -> (3/2 / 3/2 + 5/2 / 1/8) * 8/7
[1090407] ['1/8', '3/2', '3/2', '5/2', '8/9'] -> (3/2 + 5/2) / 1/8 / 3/2 / 8/9
[1090422] ['1/8', '3/2', '3/2', '5/3', '7/3'] -> 3/2 * 5/3 / 1/8 / (7/3 - 3/2)
[1090425] ['1/8', '3/2', '3/2', '5/3', '7/6'] -> 7/6 / 1/8 / (3/2 - 5/3 / 3/2)
[1090432] ['1/8', '3/2', '3/2', '5/3', '9/2'] -> (5/3 - 3/2 / 3/2) / 1/8 * 9/2
[1090433] ['1/8', '3/2', '3/2', '5/3', '9/4'] -> (3/2 + 3/2 - 5/3) / 1/8 * 9/4
[1090443] ['1/8', '3/2', '3/2', '5/4', '6/7'] -> (3/2 * 3/2 + 5/4) / 1/8 * 6/7
[1090448] ['1/8', '3/2', '3/2', '5/4', '7/6'] -> (3/2 * 3/2 + 5/4) / 1/8 / 7/6
[1090449] ['1/8', '3/2', '3/2', '5/4', '7/8'] -> 3/2 * 5/4 / 1/8 / (3/2 - 7/8)
[1090450] ['1/8', '3/2', '3/2', '5/4', '7/9'] -> (3/2 + 5/4 / 3/2) / 1/8 / 7/9
[1090454] ['1/8', '3/2', '3/2', '5/4', '8/9'] -> (3/2 + 3/2 * 5/4) / 1/8 * 8/9
[1090458] ['1/8', '3/2', '3/2', '5/4', '9/7'] -> (3/2 + 5/4 / 3/2) / 1/8 * 9/7
[1090462] ['1/8', '3/2', '3/2', '5/6', '5/8'] -> 3/2 * 3/2 * 5/6 / 1/8 / 5/8
[1090465] ['1/8', '3/2', '3/2', '5/6', '6/7'] -> 3/2 * (3/2 + 5/6) / 1/8 * 6/7
[1090470] ['1/8', '3/2', '3/2', '5/6', '7/6'] -> 3/2 * (3/2 + 5/6) / 1/8 / 7/6
[1090474] ['1/8', '3/2', '3/2', '5/6', '8/5'] -> 3/2 * 3/2 * 5/6 / 1/8 * 8/5
[1090478] ['1/8', '3/2', '3/2', '5/6', '9/4'] -> (3/2 + 9/4) / 1/8 / (3/2 * 5/6)
[1090489] ['1/8', '3/2', '3/2', '5/7', '7/4'] -> (3/2 / 3/2 + 5/7) / 1/8 * 7/4
[1090491] ['1/8', '3/2', '3/2', '5/7', '7/6'] -> (3/2 + 3/2 * 5/7) / 1/8 * 7/6
[1090496] ['1/8', '3/2', '3/2', '5/7', '8/7'] -> 3/2 * 5/7 / 1/8 / (3/2 - 8/7)
[1090500] ['1/8', '3/2', '3/2', '5/7', '9/5'] -> 9/5 / 1/8 / (3/2 / 5/7 - 3/2)
[1090501] ['1/8', '3/2', '3/2', '5/7', '9/7'] -> 9/7 / 1/8 / (3/2 - 3/2 * 5/7)
[1090504] ['1/8', '3/2', '3/2', '5/8', '5/9'] -> 3/2 / 5/8 + 3/2 / 1/8 / 5/9
[1090509] ['1/8', '3/2', '3/2', '5/8', '7/4'] -> 3/2 * 7/4 / 1/8 / (3/2 - 5/8)
[1090512] ['1/8', '3/2', '3/2', '5/8', '7/8'] -> (3/2 / 3/2 + 7/8) / (1/8 * 5/8)
[1090514] ['1/8', '3/2', '3/2', '5/8', '8/3'] -> (3/2 + 3/2 * 5/8 / 1/8) * 8/3
[1090518] ['1/8', '3/2', '3/2', '5/8', '9/2'] -> (3/2 + 3/2 * 5/8) / 1/8 + 9/2
[1090519] ['1/8', '3/2', '3/2', '5/8', '9/4'] -> (3/2 * 9/4 - 3/2) / (1/8 * 5/8)
[1090529] ['1/8', '3/2', '3/2', '5/9', '7/5'] -> (3/2 + 3/2 / 5/9) / 1/8 / 7/5
[1090532] ['1/8', '3/2', '3/2', '5/9', '7/9'] -> (3/2 + 3/2 * 5/9) / 1/8 / 7/9
[1090534] ['1/8', '3/2', '3/2', '5/9', '8/5'] -> 3/2 / 1/8 / 5/9 + 3/2 * 8/5
[1090537] ['1/8', '3/2', '3/2', '5/9', '9/2'] -> (3/2 - 3/2 * 5/9) / 1/8 * 9/2
[1090540] ['1/8', '3/2', '3/2', '5/9', '9/7'] -> (3/2 + 3/2 * 5/9) / 1/8 * 9/7
[1090544] ['1/8', '3/2', '3/2', '6/5', '7/2'] -> 7/2 / (3/2 - (1/8 + 3/2) / 6/5)
[1090556] ['1/8', '3/2', '3/2', '6/5', '9/4'] -> (3/2 + 9/4) / 1/8 / (3/2 / 6/5)
[1090566] ['1/8', '3/2', '3/2', '6/7', '7/8'] -> 3/2 * 3/2 / 1/8 / 6/7 / 7/8
[1090568] ['1/8', '3/2', '3/2', '6/7', '8/3'] -> (3/2 / 1/8 - 3/2) * 6/7 * 8/3
[1090570] ['1/8', '3/2', '3/2', '6/7', '8/7'] -> 3/2 * 3/2 / 1/8 / 6/7 * 8/7
[1090578] ['1/8', '3/2', '3/2', '7/2', '7/3'] -> (3/2 - 3/2 / 7/3) / (1/8 / 7/2)
[1090582] ['1/8', '3/2', '3/2', '7/2', '7/8'] -> 3/2 + 7/2 + (3/2 + 7/8) / 1/8
[1090584] ['1/8', '3/2', '3/2', '7/2', '8/3'] -> (3/2 + 7/2) / 1/8 / 3/2 - 8/3
[1090587] ['1/8', '3/2', '3/2', '7/2', '8/9'] -> (7/2 / 1/8 - 3/2 / 3/2) * 8/9
[1090595] ['1/8', '3/2', '3/2', '7/3', '7/5'] -> (3/2 + 3/2 / 7/3) / 1/8 * 7/5
[1090603] ['1/8', '3/2', '3/2', '7/3', '9/2'] -> (3/2 + 3/2 - 7/3) / 1/8 * 9/2
[1090604] ['1/8', '3/2', '3/2', '7/3', '9/4'] -> (7/3 - 3/2 / 3/2) / 1/8 * 9/4
[1090614] ['1/8', '3/2', '3/2', '7/4', '8/5'] -> (3/2 / 3/2 + 7/4 / 1/8) * 8/5
[1090616] ['1/8', '3/2', '3/2', '7/4', '8/9'] -> (3/2 + 7/4 / 3/2) / 1/8 / 8/9
[1090623] ['1/8', '3/2', '3/2', '7/5', '7/6'] -> (3/2 + 3/2 / 7/5) / 1/8 * 7/6
[1090628] ['1/8', '3/2', '3/2', '7/5', '8/7'] -> 3/2 / 1/8 / 7/5 / (3/2 - 8/7)
[1090633] ['1/8', '3/2', '3/2', '7/5', '9/7'] -> 9/7 / 1/8 / (3/2 - 3/2 / 7/5)
[1090636] ['1/8', '3/2', '3/2', '7/6', '7/8'] -> 3/2 * 3/2 * 7/6 / 1/8 / 7/8
[1090638] ['1/8', '3/2', '3/2', '7/6', '8/3'] -> (3/2 / 1/8 - 3/2) / 7/6 * 8/3
[1090640] ['1/8', '3/2', '3/2', '7/6', '8/7'] -> 3/2 * 3/2 * 7/6 / 1/8 * 8/7
[1090642] ['1/8', '3/2', '3/2', '7/6', '9/2'] -> (9/2 - 3/2 / 3/2) / (1/8 * 7/6)
[1090649] ['1/8', '3/2', '3/2', '7/8', '8/3'] -> (3/2 * 7/8 / 1/8 - 3/2) * 8/3
[1090650] ['1/8', '3/2', '3/2', '7/8', '8/5'] -> (3/2 / 3/2 + 7/8) / 1/8 * 8/5
[1090653] ['1/8', '3/2', '3/2', '7/8', '9/2'] -> 3/2 * (3/2 + 7/8) / 1/8 - 9/2
[1090656] ['1/8', '3/2', '3/2', '7/8', '9/7'] -> 3/2 / 7/8 + (3/2 + 9/7) / 1/8
[1090661] ['1/8', '3/2', '3/2', '7/9', '8/7'] -> (3/2 + 3/2 / 7/9) / 1/8 / 8/7
[1090662] ['1/8', '3/2', '3/2', '7/9', '8/9'] -> (3/2 + 3/2 * 7/9) / 1/8 / 8/9
[1090667] ['1/8', '3/2', '3/2', '7/9', '9/8'] -> (3/2 + 3/2 * 7/9) / 1/8 * 9/8
[1090672] ['1/8', '3/2', '3/2', '8/3', '9/2'] -> (3/2 / 1/8 / 3/2 - 8/3) * 9/2
[1090674] ['1/8', '3/2', '3/2', '8/3', '9/5'] -> (8/3 - 3/2 / 3/2) / 1/8 * 9/5
[1090675] ['1/8', '3/2', '3/2', '8/3', '9/7'] -> 3/2 + 8/3 / 1/8 + 3/2 / 9/7
[1090680] ['1/8', '3/2', '3/2', '8/5', '9/2'] -> (3/2 + 3/2 / 8/5) / 1/8 + 9/2
[1090694] ['1/8', '3/2', '3/2', '8/9', '9/4'] -> (3/2 / 1/8 - 3/2 * 8/9) * 9/4
[1090695] ['1/8', '3/2', '3/2', '8/9', '9/5'] -> (3/2 / 1/8 + 3/2 * 8/9) * 9/5
[1090700] ['1/8', '3/2', '3/2', '9/2', '9/5'] -> (3/2 - 3/2 / 9/5) / (1/8 / 9/2)
[1090708] ['1/8', '3/2', '3/2', '9/5', '9/7'] -> (3/2 + 3/2 / 9/5) / 1/8 * 9/7
[1090711] ['1/8', '3/2', '3/2', '9/7', '9/8'] -> (3/2 + 3/2 / 9/7) / 1/8 * 9/8
[1090714] ['1/8', '3/2', '3/4', '3/4', '3/5'] -> 3/4 / 1/8 / (3/2 - 3/4 / 3/5)
[1090715] ['1/8', '3/2', '3/4', '3/4', '3/7'] -> 3/4 / 1/8 / (3/4 / 3/7 - 3/2)
[1090718] ['1/8', '3/2', '3/4', '3/4', '4/5'] -> 3/2 / (4/5 - 3/4) - 3/4 / 1/8
[1090728] ['1/8', '3/2', '3/4', '3/4', '6/5'] -> (3/2 + 3/4 / 3/4) / 1/8 * 6/5
[1090734] ['1/8', '3/2', '3/4', '3/4', '7/6'] -> 3/4 / 1/8 / 3/4 / (3/2 - 7/6)
[1090735] ['1/8', '3/2', '3/4', '3/4', '7/8'] -> 3/4 / 1/8 / (3/2 * 3/4 - 7/8)
[1090740] ['1/8', '3/2', '3/4', '3/4', '8/9'] -> 3/2 / 1/8 / 3/4 / 3/4 / 8/9
[1090750] ['1/8', '3/2', '3/4', '3/5', '4/5'] -> (3/2 + 3/4) / 1/8 / 3/5 * 4/5
[1090755] ['1/8', '3/2', '3/4', '3/5', '5/4'] -> (3/2 + 3/4) / 1/8 / 3/5 / 5/4
[1090758] ['1/8', '3/2', '3/4', '3/5', '5/8'] -> 3/2 * 3/4 / 1/8 / 3/5 / 5/8
[1090760] ['1/8', '3/2', '3/4', '3/5', '6/5'] -> (3/2 + 3/4 + 3/5) / 1/8 + 6/5
[1090769] ['1/8', '3/2', '3/4', '3/5', '8/3'] -> 3/2 / 1/8 / 3/4 / 3/5 - 8/3
[1090775] ['1/8', '3/2', '3/4', '3/5', '9/5'] -> 9/5 / ((3/2 - 1/8) * 3/5 - 3/4)
[1090778] ['1/8', '3/2', '3/4', '3/7', '3/7'] -> 3/7 / (1/8 + 3/2 * 3/7 - 3/4)
[1090782] ['1/8', '3/2', '3/4', '3/7', '4/7'] -> (3/2 + 3/4) / 1/8 / 3/7 * 4/7
[1090792] ['1/8', '3/2', '3/4', '3/7', '6/7'] -> (3/2 + 3/7) / 1/8 / 3/4 / 6/7
[1090793] ['1/8', '3/2', '3/4', '3/7', '7/2'] -> 3/2 * 3/7 / 1/8 / 3/4 * 7/2
[1090795] ['1/8', '3/2', '3/4', '3/7', '7/4'] -> (3/2 + 3/4) / 1/8 / 3/7 / 7/4
[1090797] ['1/8', '3/2', '3/4', '3/7', '7/6'] -> (3/2 + 3/7) / 1/8 / 3/4 * 7/6
[1090798] ['1/8', '3/2', '3/4', '3/7', '7/8'] -> 3/2 * 3/4 / 1/8 / 3/7 / 7/8
[1090802] ['1/8', '3/2', '3/4', '3/7', '8/7'] -> 3/2 * 3/4 / 1/8 / 3/7 * 8/7
[1090805] ['1/8', '3/2', '3/4', '3/7', '9/4'] -> (3/2 / 1/8 - 3/4) / 3/7 - 9/4
[1090811] ['1/8', '3/2', '3/4', '3/8', '4/5'] -> (3/2 / 1/8 - 3/4) / 3/8 * 4/5
[1090815] ['1/8', '3/2', '3/4', '3/8', '5/3'] -> 3/8 / 1/8 / 3/4 / (5/3 - 3/2)
[1090822] ['1/8', '3/2', '3/4', '3/8', '6/7'] -> (3/2 + 3/4 / 3/8) / 1/8 * 6/7
[1090824] ['1/8', '3/2', '3/4', '3/8', '7/3'] -> 3/2 / 3/4 / 3/8 + 7/3 / 1/8
[1090825] ['1/8', '3/2', '3/4', '3/8', '7/4'] -> (3/2 + 7/4) / 1/8 - 3/4 / 3/8
[1090828] ['1/8', '3/2', '3/4', '3/8', '7/8'] -> (3/2 + 3/4 + 3/8) / 1/8 / 7/8
[1090831] ['1/8', '3/2', '3/4', '3/8', '8/5'] -> (3/2 + 3/4 - 3/8) / 1/8 * 8/5
[1090832] ['1/8', '3/2', '3/4', '3/8', '8/7'] -> (3/2 + 3/4 + 3/8) / 1/8 * 8/7
[1090841] ['1/8', '3/2', '3/4', '4/3', '4/7'] -> 4/7 / (4/3 / (1/8 + 3/4) - 3/2)
[1090850] ['1/8', '3/2', '3/4', '4/3', '6/5'] -> (3/2 + 3/4 * 4/3) / 1/8 * 6/5
[1090851] ['1/8', '3/2', '3/4', '4/3', '6/7'] -> 3/2 / (4/3 - 3/4) / 1/8 / 6/7
[1090852] ['1/8', '3/2', '3/4', '4/3', '7/2'] -> 7/2 / ((1/8 + 3/4) * (3/2 - 4/3))
[1090853] ['1/8', '3/2', '3/4', '4/3', '7/3'] -> 7/3 / ((3/2 - 4/3) / 3/4 - 1/8)
[1090856] ['1/8', '3/2', '3/4', '4/3', '7/6'] -> 3/2 / (4/3 - 3/4) / 1/8 * 7/6
[1090862] ['1/8', '3/2', '3/4', '4/3', '8/9'] -> 3/2 * 4/3 / 1/8 / 3/4 / 8/9
[1090868] ['1/8', '3/2', '3/4', '4/5', '4/5'] -> 4/5 / (1/8 / 3/2 + 3/4 - 4/5)
[1090872] ['1/8', '3/2', '3/4', '4/5', '5/3'] -> (3/2 + 3/4) * 4/5 / 1/8 * 5/3
[1090885] ['1/8', '3/2', '3/4', '4/5', '7/8'] -> (3/4 + 3/2 / 4/5) / 1/8 / 7/8
[1090888] ['1/8', '3/2', '3/4', '4/5', '8/5'] -> (3/2 / 3/4 + 4/5) / 1/8 + 8/5
[1090889] ['1/8', '3/2', '3/4', '4/5', '8/7'] -> (3/4 + 3/2 / 4/5) / 1/8 * 8/7
[1090891] ['1/8', '3/2', '3/4', '4/5', '9/2'] -> (3/2 + 3/4 / 4/5) / 1/8 + 9/2
[1090903] ['1/8', '3/2', '3/4', '4/7', '5/8'] -> (3/2 / 4/7 - 3/4) / 1/8 / 5/8
[1090907] ['1/8', '3/2', '3/4', '4/7', '7/2'] -> (3/4 / 1/8 + 3/2 * 4/7) * 7/2
[1090908] ['1/8', '3/2', '3/4', '4/7', '7/3'] -> (3/2 + 3/4) * 4/7 / 1/8 * 7/3
[1090914] ['1/8', '3/2', '3/4', '4/7', '8/3'] -> (3/4 / 1/8 / 4/7 - 3/2) * 8/3
[1090915] ['1/8', '3/2', '3/4', '4/7', '8/5'] -> (3/2 / 4/7 - 3/4) / 1/8 * 8/5
[1090917] ['1/8', '3/2', '3/4', '4/7', '8/9'] -> (3/4 + 3/2 / 4/7) / 1/8 * 8/9
[1090919] ['1/8', '3/2', '3/4', '4/7', '9/4'] -> 3/4 + 3/2 / 1/8 / 4/7 + 9/4
[1090922] ['1/8', '3/2', '3/4', '4/7', '9/8'] -> (3/4 + 3/2 / 4/7) / 1/8 / 9/8
[1090924] ['1/8', '3/2', '3/4', '4/9', '5/2'] -> 5/2 / (3/2 * (1/8 + 4/9) - 3/4)
[1090925] ['1/8', '3/2', '3/4', '4/9', '5/3'] -> 5/3 / (1/8 + 4/9 - 3/4 / 3/2)
[1090929] ['1/8', '3/2', '3/4', '4/9', '5/8'] -> (3/2 + 3/4 / 1/8 / 4/9) / 5/8
[1090934] ['1/8', '3/2', '3/4', '4/9', '7/3'] -> 7/3 / (3/4 * 4/9 / 3/2 - 1/8)
[1090938] ['1/8', '3/2', '3/4', '4/9', '7/8'] -> (3/2 / 4/9 - 3/4) / 1/8 / 7/8
[1090940] ['1/8', '3/2', '3/4', '4/9', '8/3'] -> 3/4 / 1/8 / 3/2 / 4/9 * 8/3
[1090941] ['1/8', '3/2', '3/4', '4/9', '8/5'] -> (3/2 + 3/4 / 1/8 / 4/9) * 8/5
[1090942] ['1/8', '3/2', '3/4', '4/9', '8/7'] -> (3/2 / 4/9 - 3/4) / 1/8 * 8/7
[1090944] ['1/8', '3/2', '3/4', '4/9', '9/2'] -> (3/4 / 1/8 - 3/2 * 4/9) * 9/2
[1090949] ['1/8', '3/2', '3/4', '5/2', '5/2'] -> (3/2 - 3/4 / 5/2) / 1/8 * 5/2
[1090954] ['1/8', '3/2', '3/4', '5/2', '5/8'] -> (3/2 - 3/4) * 5/2 / 1/8 / 5/8
[1090960] ['1/8', '3/2', '3/4', '5/2', '7/4'] -> 3/2 + 3/4 + 5/2 / 1/8 + 7/4
[1090962] ['1/8', '3/2', '3/4', '5/2', '7/6'] -> 5/2 / 1/8 / 3/4 - 3/2 - 7/6
[1090963] ['1/8', '3/2', '3/4', '5/2', '7/8'] -> 3/2 * (5/2 - 3/4) / 1/8 / 7/8
[1090965] ['1/8', '3/2', '3/4', '5/2', '8/3'] -> 5/2 / (3/2 - 3/4) / 1/8 - 8/3
[1090966] ['1/8', '3/2', '3/4', '5/2', '8/5'] -> (3/2 - 3/4) * 5/2 / 1/8 * 8/5
[1090967] ['1/8', '3/2', '3/4', '5/2', '8/7'] -> 3/2 * (5/2 - 3/4) / 1/8 * 8/7
[1090968] ['1/8', '3/2', '3/4', '5/2', '8/9'] -> (3/2 + 3/4 * 5/2) / 1/8 * 8/9
[1090971] ['1/8', '3/2', '3/4', '5/2', '9/5'] -> 9/5 / (3/4 / 3/2 / 5/2 - 1/8)
[1090974] ['1/8', '3/2', '3/4', '5/3', '5/3'] -> (3/2 * 3/4 + 5/3) / 1/8 + 5/3
[1090975] ['1/8', '3/2', '3/4', '5/3', '5/4'] -> (3/2 + 3/4) * 5/3 / 1/8 / 5/4
[1090978] ['1/8', '3/2', '3/4', '5/3', '5/8'] -> 3/2 * 3/4 * 5/3 / 1/8 / 5/8
[1090983] ['1/8', '3/2', '3/4', '5/3', '7/3'] -> 7/3 / ((5/3 - 3/2) / 3/4 - 1/8)
[1090989] ['1/8', '3/2', '3/4', '5/3', '8/3'] -> 3/2 * 5/3 / 1/8 / 3/4 - 8/3
[1090990] ['1/8', '3/2', '3/4', '5/3', '8/5'] -> 3/2 * 3/4 * 5/3 / 1/8 * 8/5
[1090991] ['1/8', '3/2', '3/4', '5/3', '8/7'] -> 8/7 / (3/2 / (1/8 + 3/4) - 5/3)
[1090994] ['1/8', '3/2', '3/4', '5/3', '9/4'] -> (3/2 * 3/4 / 1/8 + 5/3) * 9/4
[1090995] ['1/8', '3/2', '3/4', '5/3', '9/5'] -> 9/5 / ((3/2 - 1/8) / 5/3 - 3/4)
[1090999] ['1/8', '3/2', '3/4', '5/4', '5/6'] -> 3/2 * 5/4 / 1/8 / 3/4 / 5/6
[1091002] ['1/8', '3/2', '3/4', '5/4', '5/9'] -> 5/4 / (3/2 - 3/4) / 1/8 / 5/9
[1091003] ['1/8', '3/2', '3/4', '5/4', '6/5'] -> 3/2 * 5/4 / 1/8 / 3/4 * 6/5
[1091004] ['1/8', '3/2', '3/4', '5/4', '6/7'] -> (3/2 + 3/4 + 5/4) / 1/8 * 6/7
[1091005] ['1/8', '3/2', '3/4', '5/4', '7/2'] -> (3/2 + 7/2) / (1/8 * 5/4 / 3/4)
[1091009] ['1/8', '3/2', '3/4', '5/4', '7/6'] -> (3/2 + 3/4 + 5/4) / 1/8 / 7/6
[1091010] ['1/8', '3/2', '3/4', '5/4', '7/8'] -> (3/4 + 3/2 * 5/4) / 1/8 / 7/8
[1091014] ['1/8', '3/2', '3/4', '5/4', '8/7'] -> (3/4 + 3/2 * 5/4) / 1/8 * 8/7
[1091018] ['1/8', '3/2', '3/4', '5/4', '9/5'] -> 5/4 / (3/2 - 3/4) / 1/8 * 9/5
[1091024] ['1/8', '3/2', '3/4', '5/6', '5/9'] -> 3/2 * 5/6 / 1/8 / 3/4 / 5/9
[1091027] ['1/8', '3/2', '3/4', '5/6', '7/2'] -> 7/2 / (1/8 * (3/2 / 3/4 - 5/6))
[1091031] ['1/8', '3/2', '3/4', '5/6', '7/6'] -> 7/6 / (1/8 * (3/2 - 5/6 / 3/4))
[1091032] ['1/8', '3/2', '3/4', '5/6', '7/8'] -> 7/8 / (1/8 * (3/2 * 3/4 - 5/6))
[1091035] ['1/8', '3/2', '3/4', '5/6', '8/5'] -> (3/2 + 3/4) * 5/6 / 1/8 * 8/5
[1091037] ['1/8', '3/2', '3/4', '5/6', '8/9'] -> (3/2 + 5/6) / 1/8 / 3/4 - 8/9
[1091039] ['1/8', '3/2', '3/4', '5/6', '9/4'] -> (3/4 / 3/2 + 5/6) / 1/8 * 9/4
[1091046] ['1/8', '3/2', '3/4', '5/7', '6/5'] -> (3/4 + 3/2 / 5/7) / 1/8 + 6/5
[1091049] ['1/8', '3/2', '3/4', '5/7', '7/3'] -> (3/2 / 3/4 - 5/7) / 1/8 * 7/3
[1091056] ['1/8', '3/2', '3/4', '5/7', '8/5'] -> 3/2 / 1/8 / 3/4 / 5/7 + 8/5
[1091057] ['1/8', '3/2', '3/4', '5/7', '8/7'] -> 8/7 / (1/8 / 3/2 + 5/7 - 3/4)
[1091073] ['1/8', '3/2', '3/4', '5/8', '7/8'] -> (3/2 / 3/4 + 5/8) / 1/8 / 7/8
[1091074] ['1/8', '3/2', '3/4', '5/8', '7/9'] -> (3/2 + 5/8 / 3/4) / 1/8 / 7/9
[1091075] ['1/8', '3/2', '3/4', '5/8', '8/3'] -> (3/4 / 3/2 + 5/8) / 1/8 * 8/3
[1091076] ['1/8', '3/2', '3/4', '5/8', '8/5'] -> 3/2 / 1/8 / 3/4 / 5/8 - 8/5
[1091077] ['1/8', '3/2', '3/4', '5/8', '8/7'] -> (3/2 / 3/4 + 5/8) / 1/8 * 8/7
[1091082] ['1/8', '3/2', '3/4', '5/8', '9/7'] -> (3/2 + 5/8 / 3/4) / 1/8 * 9/7
[1091092] ['1/8', '3/2', '3/4', '5/9', '7/8'] -> 7/8 / (1/8 * 3/2 * (3/4 - 5/9))
[1091094] ['1/8', '3/2', '3/4', '5/9', '8/3'] -> 8/3 / (3/4 - 1/8 / 3/2 - 5/9)
[1091100] ['1/8', '3/2', '3/4', '5/9', '9/5'] -> 9/5 / ((1/8 + 3/4) / 5/9 - 3/2)
[1091123] ['1/8', '3/2', '3/4', '6/7', '7/3'] -> 3/2 * (3/4 / 1/8 + 6/7) * 7/3
[1091124] ['1/8', '3/2', '3/4', '6/7', '7/4'] -> 3/2 * 6/7 / 1/8 / 3/4 * 7/4
[1091127] ['1/8', '3/2', '3/4', '6/7', '7/8'] -> (3/2 + 3/4) / 1/8 / 6/7 / 7/8
[1091143] ['1/8', '3/2', '3/4', '7/2', '7/8'] -> (3/2 - 3/4) * 7/2 / 1/8 / 7/8
[1091147] ['1/8', '3/2', '3/4', '7/2', '8/7'] -> (3/2 - 3/4) * 7/2 / 1/8 * 8/7
[1091148] ['1/8', '3/2', '3/4', '7/2', '8/9'] -> 7/2 / 1/8 / 3/2 / 3/4 - 8/9
[1091153] ['1/8', '3/2', '3/4', '7/2', '9/8'] -> (7/2 - 3/2) / 1/8 / 3/4 * 9/8
[1091155] ['1/8', '3/2', '3/4', '7/3', '7/4'] -> (3/2 + 3/4) * 7/3 / 1/8 / 7/4
[1091158] ['1/8', '3/2', '3/4', '7/3', '7/8'] -> 3/2 * 3/4 * 7/3 / 1/8 / 7/8
[1091161] ['1/8', '3/2', '3/4', '7/3', '8/5'] -> 8/5 / (3/2 / (3/4 - 1/8) - 7/3)
[1091162] ['1/8', '3/2', '3/4', '7/3', '8/7'] -> 3/2 * 3/4 * 7/3 / 1/8 * 8/7
[1091163] ['1/8', '3/2', '3/4', '7/3', '8/9'] -> 7/3 / (3/2 - 3/4) / 1/8 - 8/9
[1091165] ['1/8', '3/2', '3/4', '7/3', '9/4'] -> (3/2 / 1/8 - 3/4) * 7/3 - 9/4
[1091167] ['1/8', '3/2', '3/4', '7/3', '9/7'] -> 9/7 / (3/4 - (1/8 + 3/2) / 7/3)
[1091171] ['1/8', '3/2', '3/4', '7/4', '7/6'] -> 3/2 * 7/4 / 1/8 / 3/4 / 7/6
[1091173] ['1/8', '3/2', '3/4', '7/4', '7/9'] -> 7/4 / (3/2 - 3/4) / 1/8 / 7/9
[1091174] ['1/8', '3/2', '3/4', '7/4', '8/3'] -> (3/4 * 7/4 / 1/8 - 3/2) * 8/3
[1091175] ['1/8', '3/2', '3/4', '7/4', '8/5'] -> (3/2 * 7/4 - 3/4) / 1/8 * 8/5
[1091177] ['1/8', '3/2', '3/4', '7/4', '8/9'] -> (3/4 + 3/2 * 7/4) / 1/8 * 8/9
[1091180] ['1/8', '3/2', '3/4', '7/4', '9/5'] -> (3/4 + 7/4) / 1/8 / 3/2 * 9/5
[1091181] ['1/8', '3/2', '3/4', '7/4', '9/7'] -> 7/4 / (3/2 - 3/4) / 1/8 * 9/7
[1091182] ['1/8', '3/2', '3/4', '7/4', '9/8'] -> (3/4 + 3/2 * 7/4) / 1/8 / 9/8
[1091183] ['1/8', '3/2', '3/4', '7/5', '7/5'] -> 7/5 / (7/5 / 3/2 - 1/8 - 3/4)
[1091193] ['1/8', '3/2', '3/4', '7/5', '9/5'] -> 9/5 / (1/8 * (3/2 / 3/4 - 7/5))
[1091198] ['1/8', '3/2', '3/4', '7/6', '7/9'] -> 3/2 * 7/6 / 1/8 / 3/4 / 7/9
[1091201] ['1/8', '3/2', '3/4', '7/6', '8/7'] -> (3/2 + 3/4) * 7/6 / 1/8 * 8/7
