[1360820] ['2/3', '5/8', '5/9', '7/5', '7/9'] -> 7/9 / ((2/3 - 5/8) * 5/9 * 7/5)
[1404377] ['2/5', '3/4', '4/5', '4/7', '7/8'] -> 4/5 / (4/7 - 2/5 / 3/4) / 7/8
[1404381] ['2/5', '3/4', '4/5', '4/7', '8/7'] -> 4/5 / (4/7 - 2/5 / 3/4) * 8/7
[1404385] ['2/5', '3/4', '4/5', '4/7', '9/5'] -> 9/5 / (3/4 * (4/5 - 2/5 / 4/7))
[1404390] ['2/5', '3/4', '4/5', '4/9', '5/3'] -> 5/3 / (4/9 - 2/5 * 3/4 / 4/5)
[1404406] ['2/5', '3/4', '4/5', '4/9', '8/5'] -> 8/5 / (4/5 - 3/4 * 4/9 - 2/5)
[1404409] ['2/5', '3/4', '4/5', '4/9', '9/2'] -> 4/5 / (2/5 / 4/9 - 3/4) * 9/2
[1404417] ['2/5', '3/4', '4/5', '5/2', '5/6'] -> 2/5 * 5/2 / (4/5 - 3/4) / 5/6
[1404430] ['2/5', '3/4', '4/5', '5/2', '8/3'] -> (3/4 + (4/5 + 5/2) / 2/5) * 8/3
[1404431] ['2/5', '3/4', '4/5', '5/2', '8/5'] -> 8/5 / (4/5 / 3/4 - 2/5 * 5/2)
[1404434] ['2/5', '3/4', '4/5', '5/2', '9/2'] -> (4/5 / 2/5 + 5/2 / 3/4) * 9/2
[1404436] ['2/5', '3/4', '4/5', '5/2', '9/5'] -> 9/5 / ((3/4 - 2/5) * 5/2 - 4/5)
[1404444] ['2/5', '3/4', '4/5', '5/3', '5/9'] -> 2/5 * 5/3 / (4/5 - 3/4) / 5/9
[1404460] ['2/5', '3/4', '4/5', '5/3', '9/5'] -> 2/5 * 5/3 / (4/5 - 3/4) * 9/5
[1404466] ['2/5', '3/4', '4/5', '5/4', '5/8'] -> 3/4 / (5/4 - 2/5 - 4/5) / 5/8
[1404478] ['2/5', '3/4', '4/5', '5/4', '8/5'] -> 3/4 * 8/5 / (5/4 - 2/5 - 4/5)
[1404481] ['2/5', '3/4', '4/5', '5/4', '9/2'] -> 9/2 / ((2/5 + 3/4) / 4/5 - 5/4)
[1404490] ['2/5', '3/4', '4/5', '5/6', '6/5'] -> (2/5 + 6/5) / (4/5 * (5/6 - 3/4))
[1404499] ['2/5', '3/4', '4/5', '5/6', '8/3'] -> 2/5 * 3/4 / (5/6 - 4/5) * 8/3
[1404500] ['2/5', '3/4', '4/5', '5/6', '8/5'] -> 8/5 / (3/4 * (2/5 + 4/5) - 5/6)
[1404508] ['2/5', '3/4', '4/5', '5/7', '5/7'] -> (2/5 + 4/5) / (3/4 - 5/7) * 5/7
[1404516] ['2/5', '3/4', '4/5', '5/7', '7/5'] -> (2/5 + 4/5) / (3/4 - 5/7) / 7/5
[1404545] ['2/5', '3/4', '4/5', '5/8', '9/4'] -> 9/4 / (3/4 * (5/8 - 2/5 / 4/5))
[1404546] ['2/5', '3/4', '4/5', '5/8', '9/5'] -> 9/5 / (3/4 * (4/5 * 5/8 - 2/5))
[1404552] ['2/5', '3/4', '4/5', '5/9', '7/2'] -> 7/2 / (3/4 * (5/9 - 2/5) / 4/5)
[1404553] ['2/5', '3/4', '4/5', '5/9', '7/3'] -> 4/5 / (3/4 - 5/9) / 2/5 * 7/3
[1404560] ['2/5', '3/4', '4/5', '5/9', '8/5'] -> 8/5 / (2/5 - 3/4 * 4/5 * 5/9)
[1404578] ['2/5', '3/4', '4/5', '6/5', '8/5'] -> (2/5 + 8/5) / (3/4 - 4/5 / 6/5)
[1404586] ['2/5', '3/4', '4/5', '6/7', '6/7'] -> 6/7 / (3/4 - 6/7 / (2/5 + 4/5))
[1404587] ['2/5', '3/4', '4/5', '6/7', '7/2'] -> 2/5 * 6/7 / (4/5 - 3/4) * 7/2
[1404596] ['2/5', '3/4', '4/5', '6/7', '8/7'] -> (2/5 + 6/7) / (4/5 - 3/4) - 8/7
[1404598] ['2/5', '3/4', '4/5', '6/7', '9/2'] -> 2/5 / (3/4 / 6/7 - 4/5) * 9/2
[1404601] ['2/5', '3/4', '4/5', '6/7', '9/7'] -> 9/7 / (2/5 * (6/7 - 3/4) / 4/5)
[1404607] ['2/5', '3/4', '4/5', '7/2', '7/6'] -> 2/5 * 7/2 / (4/5 - 3/4) / 7/6
[1404610] ['2/5', '3/4', '4/5', '7/2', '8/3'] -> (7/2 - 4/5) / 2/5 / 3/4 * 8/3
[1404629] ['2/5', '3/4', '4/5', '7/3', '9/2'] -> 4/5 * 7/3 / (3/4 - 2/5) * 9/2
[1404632] ['2/5', '3/4', '4/5', '7/3', '9/7'] -> 9/7 / ((4/5 - 3/4) / 2/5 / 7/3)
[1404636] ['2/5', '3/4', '4/5', '7/4', '7/6'] -> 4/5 / (3/4 / 7/4 - 2/5) / 7/6
[1404645] ['2/5', '3/4', '4/5', '7/4', '9/5'] -> 9/5 / (3/4 * (4/5 - 2/5 * 7/4))
[1404668] ['2/5', '3/4', '4/5', '7/6', '9/2'] -> 2/5 / (3/4 * 7/6 - 4/5) * 9/2
[1404686] ['2/5', '3/4', '4/5', '7/9', '8/5'] -> 8/5 / (3/4 * 4/5 * 7/9 - 2/5)
[1404691] ['2/5', '3/4', '4/5', '7/9', '9/5'] -> (2/5 + 4/5) / (7/9 - 3/4) / 9/5
[1404702] ['2/5', '3/4', '4/5', '8/3', '9/8'] -> 9/8 / ((4/5 - 3/4) / 2/5 / 8/3)
[1404706] ['2/5', '3/4', '4/5', '8/5', '9/2'] -> 8/5 / (4/5 - 2/5) / 3/4 * 9/2
[1404708] ['2/5', '3/4', '4/5', '8/5', '9/5'] -> 9/5 / (3/4 * (4/5 / 8/5 - 2/5))
[1404716] ['2/5', '3/4', '4/5', '8/7', '9/7'] -> (2/5 + 8/7) / (4/5 - 3/4) / 9/7
[1404719] ['2/5', '3/4', '4/5', '8/9', '9/2'] -> 9/2 / (3/4 - 2/5 / 4/5 / 8/9)
[1404729] ['2/5', '3/4', '4/5', '9/4', '9/4'] -> 9/4 / (3/4 / 2/5 / 4/5 - 9/4)
[1404733] ['2/5', '3/4', '4/5', '9/5', '9/5'] -> 9/5 / (3/4 / (4/5 - 2/5) - 9/5)
[1404746] ['2/5', '3/4', '4/7', '4/7', '5/8'] -> 4/7 / (4/7 - 2/5 / 3/4) / 5/8
[1404758] ['2/5', '3/4', '4/7', '4/7', '8/5'] -> 4/7 * 8/5 / (4/7 - 2/5 / 3/4)
[1404759] ['2/5', '3/4', '4/7', '4/7', '8/7'] -> (4/7 + 8/7) / (2/5 * (3/4 - 4/7))
[1404768] ['2/5', '3/4', '4/7', '4/9', '5/3'] -> 2/5 / (4/9 / 4/7 - 3/4) * 5/3
[1404779] ['2/5', '3/4', '4/7', '4/9', '7/5'] -> 7/5 / (3/4 * (4/9 - 2/5) / 4/7)
[1404815] ['2/5', '3/4', '4/7', '5/2', '9/7'] -> 9/7 / (5/2 - 3/4 / 2/5 - 4/7)
[1404825] ['2/5', '3/4', '4/7', '5/3', '7/2'] -> 7/2 / ((3/4 - 2/5 * 5/3) / 4/7)
[1404847] ['2/5', '3/4', '4/7', '5/4', '6/7'] -> 6/7 / ((3/4 * 4/7 - 2/5) * 5/4)
[1404857] ['2/5', '3/4', '4/7', '5/4', '8/7'] -> 8/7 / ((4/7 - 2/5 / 3/4) * 5/4)
[1404873] ['2/5', '3/4', '4/7', '5/6', '7/5'] -> 7/5 / (2/5 * (5/6 - 3/4) / 4/7)
[1404883] ['2/5', '3/4', '4/7', '5/6', '9/5'] -> 9/5 / (2/5 / 4/7 - 3/4 * 5/6)
[1404925] ['2/5', '3/4', '4/7', '5/8', '9/7'] -> 9/7 / (4/7 / 2/5 - 3/4 - 5/8)
[1404933] ['2/5', '3/4', '4/7', '5/9', '7/5'] -> 2/5 / (4/7 - 5/9) / 3/4 / 7/5
[1404937] ['2/5', '3/4', '4/7', '5/9', '8/3'] -> 8/3 / ((3/4 - 2/5) * 4/7 * 5/9)
[1404938] ['2/5', '3/4', '4/7', '5/9', '8/5'] -> 8/5 / (3/4 * 4/7 * (5/9 - 2/5))
[1404950] ['2/5', '3/4', '4/7', '6/5', '7/4'] -> 6/5 / (3/4 * 4/7 - 2/5) / 7/4
[1404961] ['2/5', '3/4', '4/7', '6/5', '9/5'] -> 9/5 / (2/5 / 4/7 - 3/4 / 6/5)
[1404968] ['2/5', '3/4', '4/7', '6/7', '7/5'] -> 7/5 / ((3/4 - 2/5 / 4/7) / 6/7)
[1404973] ['2/5', '3/4', '4/7', '6/7', '8/5'] -> 8/5 / (2/5 / 4/7 / 6/7 - 3/4)
[1404978] ['2/5', '3/4', '4/7', '6/7', '9/5'] -> 4/7 / (6/7 - 3/4) / 2/5 * 9/5
[1405004] ['2/5', '3/4', '4/7', '7/3', '8/5'] -> 8/5 / ((3/4 * 4/7 - 2/5) * 7/3)
[1405018] ['2/5', '3/4', '4/7', '7/4', '8/5'] -> 8/5 / ((4/7 - 2/5 / 3/4) * 7/4)
[1405027] ['2/5', '3/4', '4/7', '7/5', '7/6'] -> 7/5 / (3/4 - 2/5 / 4/7) / 7/6
[1405035] ['2/5', '3/4', '4/7', '7/5', '9/4'] -> 3/4 / (4/7 / 2/5 - 7/5) - 9/4
[1405043] ['2/5', '3/4', '4/7', '7/6', '8/5'] -> 8/5 / (2/5 * 7/6 / 4/7 - 3/4)
[1405059] ['2/5', '3/4', '4/7', '7/8', '9/5'] -> 9/5 / (3/4 * (4/7 * 7/8 - 2/5))
[1405064] ['2/5', '3/4', '4/7', '7/9', '8/5'] -> 8/5 / (2/5 - 3/4 * 4/7 * 7/9)
[1405078] ['2/5', '3/4', '4/7', '8/3', '9/5'] -> 8/3 / (3/4 - 2/5) / 4/7 * 9/5
[1405087] ['2/5', '3/4', '4/7', '8/5', '9/7'] -> 9/7 / (3/4 / (8/5 - 2/5) - 4/7)
[1405093] ['2/5', '3/4', '4/7', '8/7', '9/5'] -> 9/5 / (3/4 * (4/7 / 8/7 - 2/5))
[1405103] ['2/5', '3/4', '4/7', '9/2', '9/4'] -> 9/2 / 2/5 / 3/4 / 4/7 - 9/4
[1405124] ['2/5', '3/4', '4/9', '4/9', '5/9'] -> 4/9 / (4/9 - 2/5) / 3/4 / 5/9
[1405140] ['2/5', '3/4', '4/9', '4/9', '9/5'] -> 4/9 / (4/9 - 2/5) / 3/4 * 9/5
[1405159] ['2/5', '3/4', '4/9', '5/2', '8/3'] -> 8/3 / (4/9 * (2/5 * 5/2 - 3/4))
[1405169] ['2/5', '3/4', '4/9', '5/3', '5/4'] -> 2/5 / (3/4 / 4/9 - 5/3) * 5/4
[1405173] ['2/5', '3/4', '4/9', '5/3', '5/9'] -> 2/5 / (3/4 - 4/9 * 5/3) * 5/9
[1405183] ['2/5', '3/4', '4/9', '5/3', '8/3'] -> 8/3 / ((2/5 - 3/4 * 4/9) * 5/3)
[1405186] ['2/5', '3/4', '4/9', '5/3', '8/9'] -> 8/9 / (4/9 * (3/4 - 2/5 * 5/3))
[1405187] ['2/5', '3/4', '4/9', '5/3', '9/2'] -> 4/9 / (3/4 - 2/5 * 5/3) * 9/2
[1405189] ['2/5', '3/4', '4/9', '5/3', '9/5'] -> 2/5 / (3/4 - 4/9 * 5/3) / 9/5
[1405197] ['2/5', '3/4', '4/9', '5/4', '6/5'] -> 6/5 / (5/4 - 2/5 / 3/4 / 4/9)
[1405210] ['2/5', '3/4', '4/9', '5/4', '9/2'] -> 9/2 / ((2/5 / 4/9 - 3/4) * 5/4)
[1405218] ['2/5', '3/4', '4/9', '5/6', '5/9'] -> 4/9 / (5/6 - 3/4) / 2/5 / 5/9
[1405219] ['2/5', '3/4', '4/9', '5/6', '6/5'] -> 6/5 / (3/4 * (2/5 / 4/9 - 5/6))
[1405228] ['2/5', '3/4', '4/9', '5/6', '8/3'] -> 8/3 / (2/5 * 3/4 * 4/9 * 5/6)
[1405234] ['2/5', '3/4', '4/9', '5/6', '9/5'] -> 4/9 / (5/6 - 3/4) / 2/5 * 9/5
[1405249] ['2/5', '3/4', '4/9', '5/7', '8/3'] -> 8/3 / ((3/4 - 2/5) * 4/9 * 5/7)
[1405250] ['2/5', '3/4', '4/9', '5/7', '8/5'] -> 8/5 / (3/4 * 4/9 / 5/7 - 2/5)
[1405260] ['2/5', '3/4', '4/9', '5/8', '6/5'] -> 6/5 / (2/5 * 3/4 / 4/9 - 5/8)
[1405262] ['2/5', '3/4', '4/9', '5/8', '7/2'] -> 7/2 / (3/4 * (4/9 - 2/5 * 5/8))
[1405269] ['2/5', '3/4', '4/9', '5/8', '8/3'] -> 8/3 / (4/9 - 2/5 * 5/8 / 3/4)
[1405270] ['2/5', '3/4', '4/9', '5/8', '8/5'] -> 8/5 / (2/5 / 4/9 - 5/8 / 3/4)
[1405272] ['2/5', '3/4', '4/9', '5/8', '8/9'] -> 3/4 / (4/9 - 2/5) / 5/8 * 8/9
[1405273] ['2/5', '3/4', '4/9', '5/8', '9/2'] -> 9/2 / (3/4 - 2/5 * 5/8 / 4/9)
[1405274] ['2/5', '3/4', '4/9', '5/8', '9/4'] -> 9/4 / ((2/5 / 4/9 - 3/4) * 5/8)
[1405275] ['2/5', '3/4', '4/9', '5/8', '9/5'] -> 9/5 / (3/4 * 4/9 * (5/8 - 2/5))
[1405277] ['2/5', '3/4', '4/9', '5/8', '9/8'] -> 3/4 / (4/9 - 2/5) / 5/8 / 9/8
[1405279] ['2/5', '3/4', '4/9', '5/9', '6/5'] -> 4/9 / (5/9 - 2/5 / 3/4) * 6/5
[1405291] ['2/5', '3/4', '4/9', '5/9', '8/9'] -> 8/9 / ((2/5 - 3/4 * 4/9) * 5/9)
[1405306] ['2/5', '3/4', '4/9', '6/5', '8/3'] -> 6/5 / 2/5 / 3/4 / 4/9 * 8/3
[1405307] ['2/5', '3/4', '4/9', '6/5', '8/5'] -> 8/5 / (3/4 * (6/5 - 4/9 / 2/5))
[1405311] ['2/5', '3/4', '4/9', '6/5', '9/4'] -> 6/5 / (4/9 - 2/5) - 3/4 - 9/4
[1405330] ['2/5', '3/4', '4/9', '6/7', '9/7'] -> 9/7 / (6/7 / 4/9 - 3/4 / 2/5)
[1405344] ['2/5', '3/4', '4/9', '7/2', '9/4'] -> 7/2 / 2/5 / 3/4 / 4/9 - 9/4
[1405359] ['2/5', '3/4', '4/9', '7/3', '9/4'] -> 7/3 / (2/5 / 3/4 - 4/9) - 9/4
[1405364] ['2/5', '3/4', '4/9', '7/4', '7/5'] -> 7/5 / (3/4 * (4/9 - 2/5) * 7/4)
[1405373] ['2/5', '3/4', '4/9', '7/4', '9/4'] -> 7/4 / (2/5 - 3/4 * 4/9) - 9/4
[1405379] ['2/5', '3/4', '4/9', '7/5', '7/8'] -> 7/5 / (2/5 - 3/4 * 4/9) / 7/8
[1405382] ['2/5', '3/4', '4/9', '7/5', '8/5'] -> 8/5 / (3/4 * 4/9 * 7/5 - 2/5)
[1405393] ['2/5', '3/4', '4/9', '7/6', '8/3'] -> 4/9 / (7/6 - 2/5 - 3/4) - 8/3
[1405427] ['2/5', '3/4', '4/9', '8/3', '9/2'] -> 3/4 * (4/9 + 8/3 / 2/5) * 9/2
[1405434] ['2/5', '3/4', '4/9', '8/5', '8/9'] -> 3/4 * 8/5 / (4/9 - 2/5) * 8/9
[1405436] ['2/5', '3/4', '4/9', '8/5', '9/4'] -> 8/5 / (2/5 / 4/9 - 3/4) * 9/4
[1405439] ['2/5', '3/4', '4/9', '8/5', '9/8'] -> 3/4 * 8/5 / (4/9 - 2/5) / 9/8
[1405457] ['2/5', '3/4', '4/9', '9/2', '9/8'] -> (3/4 + 9/2 / 2/5) / 4/9 / 9/8
[1405459] ['2/5', '3/4', '4/9', '9/4', '9/5'] -> 9/5 / (3/4 * (4/9 - 2/5) * 9/4)
[1405464] ['2/5', '3/4', '4/9', '9/5', '9/8'] -> 9/5 / (2/5 - 3/4 * 4/9) / 9/8
[1405469] ['2/5', '3/4', '5/2', '5/2', '5/3'] -> (5/2 + 5/2) / (3/4 / 2/5 - 5/3)
[1405471] ['2/5', '3/4', '5/2', '5/2', '5/6'] -> 2/5 * (5/2 + 5/2) / (5/6 - 3/4)
[1405477] ['2/5', '3/4', '5/2', '5/2', '7/2'] -> (5/2 + 7/2) / (2/5 * 5/2 - 3/4)
[1405488] ['2/5', '3/4', '5/2', '5/2', '9/2'] -> (5/2 + 5/2) * (2/5 * 3/4 + 9/2)
[1405494] ['2/5', '3/4', '5/2', '5/3', '5/4'] -> 5/2 / (3/4 - 2/5 * 5/3) / 5/4
[1405508] ['2/5', '3/4', '5/2', '5/3', '8/3'] -> 8/3 / (2/5 * (5/2 - 5/3 / 3/4))
[1405512] ['2/5', '3/4', '5/2', '5/3', '9/2'] -> (3/4 + 5/2 / 2/5 - 5/3) * 9/2
[1405535] ['2/5', '3/4', '5/2', '5/4', '9/2'] -> 9/2 / (3/4 * (5/4 - 2/5 * 5/2))
[1405537] ['2/5', '3/4', '5/2', '5/4', '9/5'] -> 9/5 / (3/4 * (5/4 / 5/2 - 2/5))
[1405553] ['2/5', '3/4', '5/2', '5/6', '8/3'] -> 8/3 / (5/6 / 3/4 - 2/5 * 5/2)
[1405557] ['2/5', '3/4', '5/2', '5/6', '9/2'] -> (3/4 + 5/2 + 5/6 / 2/5) * 9/2
[1405565] ['2/5', '3/4', '5/2', '5/7', '6/5'] -> 6/5 / (3/4 / 5/7 - 2/5 * 5/2)
[1405571] ['2/5', '3/4', '5/2', '5/7', '7/6'] -> 2/5 * 5/2 / (3/4 - 5/7) / 7/6
[1405576] ['2/5', '3/4', '5/2', '5/7', '8/7'] -> 8/7 / (2/5 * 5/2 - 5/7 / 3/4)
[1405584] ['2/5', '3/4', '5/2', '5/8', '5/9'] -> 5/2 / 2/5 / 3/4 / 5/8 / 5/9
[1405595] ['2/5', '3/4', '5/2', '5/8', '8/5'] -> 8/5 / (2/5 - 5/8 / 3/4 / 5/2)
[1405614] ['2/5', '3/4', '5/2', '5/9', '8/5'] -> 5/2 / 2/5 / 3/4 / 5/9 * 8/5
[1405619] ['2/5', '3/4', '5/2', '5/9', '9/5'] -> 9/5 / (5/2 * (3/4 - 2/5 / 5/9))
[1405660] ['2/5', '3/4', '5/2', '7/2', '7/5'] -> (5/2 + 7/2) / (3/4 - 2/5) * 7/5
[1405669] ['2/5', '3/4', '5/2', '7/2', '9/4'] -> 5/2 * (7/2 / 3/4 - 2/5) * 9/4
[1405684] ['2/5', '3/4', '5/2', '7/3', '9/4'] -> (5/2 / 2/5 / 3/4 + 7/3) * 9/4
[1405698] ['2/5', '3/4', '5/2', '7/4', '9/4'] -> (5/2 / 2/5 + 7/4) / 3/4 * 9/4
[1405706] ['2/5', '3/4', '5/2', '7/5', '8/3'] -> ((5/2 + 7/5) / 2/5 - 3/4) * 8/3
[1405707] ['2/5', '3/4', '5/2', '7/5', '8/5'] -> 8/5 / (7/5 - 2/5 * 5/2 / 3/4)
[1405712] ['2/5', '3/4', '5/2', '7/5', '9/5'] -> 9/5 / (3/4 * 5/2 - 2/5 - 7/5)
[1405729] ['2/5', '3/4', '5/2', '7/8', '8/3'] -> ((3/4 + 5/2) / 2/5 + 7/8) * 8/3
[1405734] ['2/5', '3/4', '5/2', '7/8', '9/4'] -> 9/4 / (3/4 * (2/5 * 5/2 - 7/8))
[1405739] ['2/5', '3/4', '5/2', '7/9', '8/3'] -> (3/4 + 5/2 / 2/5) / 7/9 * 8/3
[1405740] ['2/5', '3/4', '5/2', '7/9', '8/5'] -> 8/5 / (3/4 * (2/5 - 7/9 / 5/2))
[1405742] ['2/5', '3/4', '5/2', '7/9', '8/9'] -> 8/9 / (7/9 / 3/4 - 2/5 * 5/2)
[1405748] ['2/5', '3/4', '5/2', '8/3', '8/3'] -> 8/3 / (2/5 - 3/4 / 5/2) - 8/3
[1405749] ['2/5', '3/4', '5/2', '8/3', '8/5'] -> (5/2 / 3/4 + 8/3) / 2/5 * 8/5
[1405752] ['2/5', '3/4', '5/2', '8/3', '9/2'] -> 5/2 * (8/3 - 2/5 / 3/4) * 9/2
[1405753] ['2/5', '3/4', '5/2', '8/3', '9/4'] -> 8/3 / (2/5 * 5/2 - 3/4) * 9/4
[1405754] ['2/5', '3/4', '5/2', '8/3', '9/5'] -> 9/5 / (2/5 * (5/2 / 8/3 - 3/4))
[1405762] ['2/5', '3/4', '5/2', '8/5', '9/5'] -> 5/2 * 8/5 / 2/5 / 3/4 * 9/5
[1405778] ['2/5', '3/4', '5/2', '9/2', '9/2'] -> 9/2 / (3/4 * 5/2 / 2/5 - 9/2)
[1405795] ['2/5', '3/4', '5/3', '5/3', '5/6'] -> 5/3 / (3/4 - 2/5 * 5/3) / 5/6
[1405799] ['2/5', '3/4', '5/3', '5/3', '6/5'] -> 5/3 * 6/5 / (3/4 - 2/5 * 5/3)
[1405820] ['2/5', '3/4', '5/3', '5/4', '5/8'] -> 5/4 / (3/4 - 2/5 * 5/3) / 5/8
[1405822] ['2/5', '3/4', '5/3', '5/4', '6/5'] -> 6/5 / (2/5 * 5/4 - 3/4 / 5/3)
[1405844] ['2/5', '3/4', '5/3', '5/6', '6/5'] -> 6/5 / (2/5 * 5/3 / 5/6 - 3/4)
[1405859] ['2/5', '3/4', '5/3', '5/6', '9/5'] -> 9/5 / (3/4 * (5/6 / 5/3 - 2/5))
[1405879] ['2/5', '3/4', '5/3', '5/7', '9/4'] -> 3/4 / (5/7 / 5/3 - 2/5) - 9/4
[1405881] ['2/5', '3/4', '5/3', '5/7', '9/7'] -> 9/7 / ((3/4 - 5/7) / 2/5 / 5/3)
[1405895] ['2/5', '3/4', '5/3', '5/8', '8/5'] -> 8/5 / (5/3 - 3/4 / 5/8 - 2/5)
[1405900] ['2/5', '3/4', '5/3', '5/8', '9/5'] -> 9/5 / (5/8 / 5/3 - 2/5 * 3/4)
[1405916] ['2/5', '3/4', '5/3', '5/9', '8/9'] -> 8/9 / (5/3 * (5/9 - 2/5 / 3/4))
[1405932] ['2/5', '3/4', '5/3', '6/5', '8/5'] -> 8/5 / (2/5 / 3/4 + 6/5 - 5/3)
[1405942] ['2/5', '3/4', '5/3', '6/7', '7/3'] -> 6/7 / (3/4 - 2/5 * 5/3) * 7/3
[1405944] ['2/5', '3/4', '5/3', '6/7', '7/5'] -> 7/5 / ((3/4 / 5/3 - 2/5) / 6/7)
[1405959] ['2/5', '3/4', '5/3', '7/2', '7/4'] -> 7/2 / (3/4 - 2/5 * 5/3) / 7/4
[1405976] ['2/5', '3/4', '5/3', '7/3', '7/6'] -> 7/3 / (3/4 - 2/5 * 5/3) / 7/6
[1405985] ['2/5', '3/4', '5/3', '7/3', '9/5'] -> (5/3 + 7/3) / 2/5 / 3/4 * 9/5
[1405991] ['2/5', '3/4', '5/3', '7/4', '7/8'] -> 7/4 / (3/4 - 2/5 * 5/3) / 7/8
[1405999] ['2/5', '3/4', '5/3', '7/4', '9/5'] -> 5/3 / (3/4 / 2/5 - 7/4) * 9/5
[1406003] ['2/5', '3/4', '5/3', '7/5', '7/6'] -> 7/5 / (3/4 / 5/3 - 2/5) / 7/6
[1406022] ['2/5', '3/4', '5/3', '7/6', '9/2'] -> (3/4 + 5/3 + 7/6 / 2/5) * 9/2
[1406024] ['2/5', '3/4', '5/3', '7/6', '9/5'] -> 9/5 / (3/4 * (5/3 - 2/5 - 7/6))
[1406034] ['2/5', '3/4', '5/3', '7/8', '9/4'] -> 9/4 / (3/4 * (7/8 / 5/3 - 2/5))
[1406035] ['2/5', '3/4', '5/3', '7/8', '9/5'] -> 9/5 / (3/4 * (5/3 - 2/5) - 7/8)
[1406039] ['2/5', '3/4', '5/3', '7/9', '8/3'] -> 8/3 / (2/5 * 5/3 / 3/4 - 7/9)
[1406040] ['2/5', '3/4', '5/3', '7/9', '8/5'] -> 8/5 / (2/5 / 3/4 - 7/9 / 5/3)
[1406049] ['2/5', '3/4', '5/3', '8/3', '8/5'] -> 8/5 / (2/5 + 5/3 - 3/4 * 8/3)
[1406074] ['2/5', '3/4', '5/3', '8/9', '9/4'] -> 8/9 / (3/4 - 2/5 * 5/3) * 9/4
[1406079] ['2/5', '3/4', '5/3', '9/2', '9/4'] -> 5/3 * (2/5 + 9/2 / 3/4) * 9/4
[1406080] ['2/5', '3/4', '5/3', '9/2', '9/5'] -> (9/2 / 2/5 / 3/4 - 5/3) * 9/5
[1406084] ['2/5', '3/4', '5/3', '9/4', '9/5'] -> 2/5 / (3/4 - 5/3 / 9/4) / 9/5
[1406086] ['2/5', '3/4', '5/3', '9/4', '9/8'] -> 9/4 / (3/4 - 2/5 * 5/3) / 9/8
[1406090] ['2/5', '3/4', '5/3', '9/7', '9/7'] -> 9/7 / ((9/7 / 5/3 - 3/4) / 2/5)
[1406105] ['2/5', '3/4', '5/4', '5/4', '7/8'] -> 3/4 / 5/4 / (2/5 + 7/8 - 5/4)
[1406111] ['2/5', '3/4', '5/4', '5/4', '9/2'] -> 9/2 / ((2/5 + 3/4) * 5/4 - 5/4)
[1406141] ['2/5', '3/4', '5/4', '5/7', '6/5'] -> 6/5 / (3/4 - 2/5 * 5/4 / 5/7)
[1406152] ['2/5', '3/4', '5/4', '5/7', '8/7'] -> 8/7 / (5/7 - 2/5 * 5/4 / 3/4)
[1406175] ['2/5', '3/4', '5/4', '5/8', '9/4'] -> 9/4 / (3/4 * (5/8 - 2/5 * 5/4))
[1406176] ['2/5', '3/4', '5/4', '5/8', '9/5'] -> 9/5 / (3/4 * (5/8 / 5/4 - 2/5))
[1406182] ['2/5', '3/4', '5/4', '5/9', '7/2'] -> 7/2 / (3/4 * 5/4 * (5/9 - 2/5))
[1406183] ['2/5', '3/4', '5/4', '5/9', '7/3'] -> 7/3 / (2/5 * 5/4 * (3/4 - 5/9))
[1406190] ['2/5', '3/4', '5/4', '5/9', '8/5'] -> 8/5 / (2/5 - 3/4 * 5/9 / 5/4)
[1406212] ['2/5', '3/4', '5/4', '6/5', '9/4'] -> 2/5 / (5/4 - 6/5) / 3/4 * 9/4
[1406231] ['2/5', '3/4', '5/4', '6/7', '9/7'] -> 9/7 / (2/5 * 5/4 * (6/7 - 3/4))
[1406246] ['2/5', '3/4', '5/4', '7/2', '9/5'] -> (5/4 + 7/2 / 2/5) / 3/4 * 9/5
[1406256] ['2/5', '3/4', '5/4', '7/3', '8/5'] -> 8/5 / (2/5 + 3/4 + 5/4 - 7/3)
[1406270] ['2/5', '3/4', '5/4', '7/4', '8/5'] -> (2/5 + 8/5) / (7/4 - 5/4 / 3/4)
[1406275] ['2/5', '3/4', '5/4', '7/4', '9/5'] -> 9/5 / (3/4 * (7/4 - 2/5 - 5/4))
[1406286] ['2/5', '3/4', '5/4', '7/5', '9/2'] -> 9/2 / (3/4 * (2/5 + 5/4 - 7/5))
[1406298] ['2/5', '3/4', '5/4', '7/6', '9/2'] -> (5/4 / 2/5 / 3/4 + 7/6) * 9/2
[1406300] ['2/5', '3/4', '5/4', '7/6', '9/5'] -> 9/5 / (5/4 - 3/4 * (2/5 + 7/6))
[1406316] ['2/5', '3/4', '5/4', '7/9', '8/5'] -> 8/5 / (3/4 * 7/9 / 5/4 - 2/5)
[1406324] ['2/5', '3/4', '5/4', '8/3', '8/3'] -> 8/3 / (5/4 - 2/5 - 3/4) - 8/3
[1406329] ['2/5', '3/4', '5/4', '8/3', '9/4'] -> 8/3 / (3/4 - 2/5 * 5/4) * 9/4
[1406349] ['2/5', '3/4', '5/4', '8/9', '9/2'] -> 9/2 / (3/4 - 2/5 * 5/4 / 8/9)
[1406356] ['2/5', '3/4', '5/4', '9/2', '9/5'] -> (9/2 / 2/5 - 5/4) / 3/4 * 9/5
