[826615] ['1/6', '2/9', '4/3', '5/3', '8/9'] -> (8/9 / (2/9 * ((5/3 - 1/6) - 4/3)))
[875760] ['1/6', '4/9', '7/2', '7/5', '8/3'] -> (((7/2 / (4/9 - 1/6)) / 7/5) * 8/3)
[875761] ['1/6', '4/9', '7/2', '7/5', '8/5'] -> ((7/2 + ((7/5 / 1/6) / 4/9)) + 8/5)
[875777] ['1/6', '4/9', '7/2', '7/6', '9/4'] -> ((1/6 + ((7/2 + 7/6) / 4/9)) * 9/4)
[875782] ['1/6', '4/9', '7/2', '7/8', '7/9'] -> (7/9 / (1/6 * (4/9 - (7/8 / 7/2))))
[875783] ['1/6', '4/9', '7/2', '7/8', '8/3'] -> (((4/9 + (7/2 / 7/8)) / 1/6) - 8/3)
[875786] ['1/6', '4/9', '7/2', '7/8', '8/9'] -> (8/9 / (4/9 * ((7/8 / 7/2) - 1/6)))
[875787] ['1/6', '4/9', '7/2', '7/8', '9/2'] -> ((4/9 / ((7/8 / 7/2) - 1/6)) * 9/2)
[875788] ['1/6', '4/9', '7/2', '7/8', '9/4'] -> ((((4/9 * 7/2) / 1/6) / 7/8) * 9/4)
[875790] ['1/6', '4/9', '7/2', '7/8', '9/7'] -> ((9/7 * (7/2 - (4/9 * 7/8))) / 1/6)
[875791] ['1/6', '4/9', '7/2', '7/8', '9/8'] -> ((9/8 * ((7/2 / 7/8) - 4/9)) / 1/6)
[875793] ['1/6', '4/9', '7/2', '7/9', '8/3'] -> (8/3 / (1/6 * (4/9 + (7/9 / 7/2))))
[875795] ['1/6', '4/9', '7/2', '7/9', '8/7'] -> ((7/2 / ((7/9 - 1/6) - 4/9)) * 8/7)
[875796] ['1/6', '4/9', '7/2', '7/9', '8/9'] -> (8/9 / (1/6 * (4/9 - (7/9 / 7/2))))
[875806] ['1/6', '4/9', '7/2', '8/3', '9/2'] -> ((((4/9 + 8/3) / 1/6) / 7/2) * 9/2)
[875810] ['1/6', '4/9', '7/2', '8/3', '9/8'] -> (((7/2 / 1/6) + (8/3 / 4/9)) / 9/8)
[875811] ['1/6', '4/9', '7/2', '8/5', '8/5'] -> (8/5 / ((1/6 + 7/2) - (8/5 / 4/9)))
[875821] ['1/6', '4/9', '7/2', '8/7', '9/2'] -> ((7/2 * ((4/9 / 1/6) - 8/7)) * 9/2)
[875822] ['1/6', '4/9', '7/2', '8/7', '9/4'] -> ((((4/9 * 7/2) * 8/7) / 1/6) * 9/4)
[875823] ['1/6', '4/9', '7/2', '8/7', '9/5'] -> ((7/2 * ((4/9 / 1/6) + 8/7)) * 9/5)
[875824] ['1/6', '4/9', '7/2', '8/7', '9/7'] -> ((9/7 * (7/2 - (4/9 / 8/7))) / 1/6)
[875825] ['1/6', '4/9', '7/2', '8/7', '9/8'] -> ((9/8 * ((7/2 * 8/7) - 4/9)) / 1/6)
[875827] ['1/6', '4/9', '7/2', '8/9', '9/2'] -> (((7/2 + (8/9 / 4/9)) - 1/6) * 9/2)
[875831] ['1/6', '4/9', '7/2', '8/9', '9/8'] -> ((9/8 * (4/9 + (7/2 * 8/9))) / 1/6)
[875833] ['1/6', '4/9', '7/2', '9/2', '9/4'] -> ((((4/9 / 1/6) + 7/2) + 9/2) * 9/4)
[875836] ['1/6', '4/9', '7/2', '9/2', '9/8'] -> (((9/8 * 4/9) * (7/2 + 9/2)) / 1/6)
[875840] ['1/6', '4/9', '7/2', '9/4', '9/8'] -> (((7/2 + (4/9 * 9/4)) / 1/6) / 9/8)
[875841] ['1/6', '4/9', '7/2', '9/5', '9/5'] -> ((((7/2 / 1/6) - 9/5) / 4/9) / 9/5)
[875846] ['1/6', '4/9', '7/2', '9/8', '9/8'] -> ((9/8 * (4/9 + (7/2 / 9/8))) / 1/6)
[875848] ['1/6', '4/9', '7/3', '7/3', '7/4'] -> ((7/3 / (4/9 - (1/6 * 7/3))) / 7/4)
[875853] ['1/6', '4/9', '7/3', '7/3', '8/3'] -> ((((7/3 - 4/9) / 1/6) - 7/3) * 8/3)
[875861] ['1/6', '4/9', '7/3', '7/3', '9/8'] -> (((7/3 / 1/6) + 7/3) / (9/8 - 4/9))
[875862] ['1/6', '4/9', '7/3', '7/4', '7/4'] -> ((((7/3 / 4/9) + 7/4) / 1/6) / 7/4)
[875865] ['1/6', '4/9', '7/3', '7/4', '7/8'] -> ((((7/3 / 4/9) - 7/4) / 1/6) / 7/8)
[875869] ['1/6', '4/9', '7/3', '7/4', '8/7'] -> ((((7/3 / 4/9) - 7/4) / 1/6) * 8/7)
[875871] ['1/6', '4/9', '7/3', '7/4', '9/2'] -> ((((7/3 / 7/4) - 4/9) / 1/6) * 9/2)
[875872] ['1/6', '4/9', '7/3', '7/4', '9/4'] -> (((4/9 + (7/3 / 7/4)) / 1/6) * 9/4)
[875874] ['1/6', '4/9', '7/3', '7/4', '9/7'] -> ((9/7 * (7/3 + (4/9 * 7/4))) / 1/6)
[875882] ['1/6', '4/9', '7/3', '7/5', '8/7'] -> (8/7 / (1/6 - (4/9 / (7/3 + 7/5))))
[875900] ['1/6', '4/9', '7/3', '7/6', '9/8'] -> ((((7/3 / 1/6) / 4/9) / 7/6) / 9/8)
[875907] ['1/6', '4/9', '7/3', '7/8', '9/2'] -> (((4/9 / 1/6) + (7/3 / 7/8)) * 9/2)
[875908] ['1/6', '4/9', '7/3', '7/8', '9/4'] -> ((((7/3 / 4/9) - 7/8) / 1/6) - 9/4)
[875909] ['1/6', '4/9', '7/3', '7/8', '9/5'] -> ((((7/3 / 7/8) - 4/9) / 1/6) * 9/5)
[875910] ['1/6', '4/9', '7/3', '7/8', '9/7'] -> ((9/7 * (4/9 + (7/3 / 7/8))) / 1/6)
[875915] ['1/6', '4/9', '7/3', '7/9', '8/7'] -> ((((7/3 - 7/9) / 1/6) / 4/9) * 8/7)
[875921] ['1/6', '4/9', '7/3', '7/9', '9/8'] -> ((9/8 * ((4/9 + 7/3) + 7/9)) / 1/6)
[875924] ['1/6', '4/9', '7/3', '8/3', '8/7'] -> ((7/3 + ((4/9 + 8/3) / 1/6)) * 8/7)
[875926] ['1/6', '4/9', '7/3', '8/3', '9/2'] -> ((((7/3 - 1/6) * 8/3) - 4/9) * 9/2)
[875933] ['1/6', '4/9', '7/3', '8/5', '8/9'] -> (((4/9 + (7/3 / 1/6)) * 8/5) + 8/9)
[875941] ['1/6', '4/9', '7/3', '8/7', '9/2'] -> (((4/9 / 1/6) + (7/3 * 8/7)) * 9/2)
[875943] ['1/6', '4/9', '7/3', '8/7', '9/5'] -> ((((7/3 * 8/7) - 4/9) / 1/6) * 9/5)
[875944] ['1/6', '4/9', '7/3', '8/7', '9/7'] -> ((9/7 * (4/9 + (7/3 * 8/7))) / 1/6)
[875946] ['1/6', '4/9', '7/3', '8/9', '8/9'] -> (8/9 / (((4/9 * 8/9) / 1/6) - 7/3))
[875950] ['1/6', '4/9', '7/3', '8/9', '9/7'] -> (((9/7 * 7/3) * (4/9 + 8/9)) / 1/6)
[875953] ['1/6', '4/9', '7/3', '9/2', '9/4'] -> (((9/2 / 1/6) - (7/3 / 4/9)) + 9/4)
[875956] ['1/6', '4/9', '7/3', '9/2', '9/8'] -> ((((7/3 / 1/6) / 4/9) - 9/2) / 9/8)
[875959] ['1/6', '4/9', '7/3', '9/4', '9/7'] -> (9/7 / (((4/9 / 7/3) - 1/6) * 9/4))
[875960] ['1/6', '4/9', '7/3', '9/4', '9/8'] -> ((((9/4 / 1/6) - 7/3) / 4/9) - 9/8)
[875967] ['1/6', '4/9', '7/4', '7/4', '7/4'] -> ((((7/4 / 4/9) / 7/4) + 7/4) / 1/6)
[875995] ['1/6', '4/9', '7/4', '7/6', '7/8'] -> ((((7/4 / 1/6) - 7/6) / 4/9) / 7/8)
[875999] ['1/6', '4/9', '7/4', '7/6', '8/7'] -> ((((7/4 / 1/6) - 7/6) / 4/9) * 8/7)
[876000] ['1/6', '4/9', '7/4', '7/6', '8/9'] -> (8/9 / (1/6 * ((7/6 / 7/4) - 4/9)))
[876006] ['1/6', '4/9', '7/4', '7/8', '7/8'] -> (7/8 / (1/6 * ((7/8 / 4/9) - 7/4)))
[876011] ['1/6', '4/9', '7/4', '7/8', '8/9'] -> ((((7/4 / 1/6) / 4/9) / 7/8) * 8/9)
[876012] ['1/6', '4/9', '7/4', '7/8', '9/2'] -> ((((4/9 * 7/4) / 1/6) / 7/8) * 9/2)
[876016] ['1/6', '4/9', '7/4', '7/8', '9/8'] -> ((((7/4 / 1/6) / 4/9) / 7/8) / 9/8)
[876020] ['1/6', '4/9', '7/4', '7/9', '8/7'] -> (((7/4 + (7/9 / 4/9)) / 1/6) * 8/7)
[876022] ['1/6', '4/9', '7/4', '7/9', '9/2'] -> (((4/9 + (7/9 / 7/4)) / 1/6) * 9/2)
[876045] ['1/6', '4/9', '7/4', '8/7', '8/9'] -> ((((7/4 * 8/7) / 1/6) / 4/9) * 8/9)
[876050] ['1/6', '4/9', '7/4', '8/7', '9/8'] -> ((((7/4 * 8/7) / 1/6) / 4/9) / 9/8)
[876051] ['1/6', '4/9', '7/4', '8/9', '8/9'] -> (8/9 / (8/9 - (4/9 * (1/6 + 7/4))))
[876057] ['1/6', '4/9', '7/4', '9/2', '9/2'] -> (9/2 / (9/2 - ((1/6 + 7/4) / 4/9)))
[876058] ['1/6', '4/9', '7/4', '9/2', '9/4'] -> (9/4 / (1/6 * (9/2 - (7/4 / 4/9))))
[876065] ['1/6', '4/9', '7/4', '9/4', '9/8'] -> ((9/8 * ((7/4 + 9/4) - 4/9)) / 1/6)
[876099] ['1/6', '4/9', '7/5', '7/8', '8/3'] -> (8/3 / (((4/9 * 7/8) / 7/5) - 1/6))
[876100] ['1/6', '4/9', '7/5', '7/8', '8/5'] -> (8/5 / ((4/9 * (7/5 - 7/8)) - 1/6))
[876124] ['1/6', '4/9', '7/5', '8/3', '9/5'] -> ((((4/9 + 8/3) / 1/6) / 7/5) * 9/5)
[876125] ['1/6', '4/9', '7/5', '8/3', '9/7'] -> (((9/7 * 7/5) * (8/3 - 4/9)) / 1/6)
[876130] ['1/6', '4/9', '7/5', '8/5', '9/2'] -> ((((4/9 * 7/5) / 1/6) + 8/5) * 9/2)
[876137] ['1/6', '4/9', '7/5', '8/7', '9/2'] -> ((7/5 * ((4/9 / 1/6) + 8/7)) * 9/2)
[876139] ['1/6', '4/9', '7/5', '8/7', '9/5'] -> ((((4/9 + 8/7) * 7/5) / 1/6) * 9/5)
[876157] ['1/6', '4/9', '7/5', '9/5', '9/5'] -> ((((7/5 + 9/5) / 1/6) / 4/9) / 9/5)
[876175] ['1/6', '4/9', '7/6', '7/8', '7/8'] -> ((((7/6 / 4/9) + 7/8) / 1/6) / 7/8)
[876179] ['1/6', '4/9', '7/6', '7/8', '8/7'] -> ((((7/6 / 4/9) + 7/8) / 1/6) * 8/7)
[876182] ['1/6', '4/9', '7/6', '7/8', '9/4'] -> (((4/9 + (7/6 / 7/8)) / 1/6) * 9/4)
[876189] ['1/6', '4/9', '7/6', '7/9', '8/7'] -> (((7/6 / (7/9 - 4/9)) / 1/6) * 8/7)
[876190] ['1/6', '4/9', '7/6', '7/9', '8/9'] -> (8/9 / (1/6 * ((7/9 / 7/6) - 4/9)))
[876192] ['1/6', '4/9', '7/6', '7/9', '9/4'] -> ((((7/6 + 7/9) / 1/6) / 4/9) - 9/4)
[876202] ['1/6', '4/9', '7/6', '8/3', '9/5'] -> ((((8/3 / 1/6) - 4/9) / 7/6) * 9/5)
[876203] ['1/6', '4/9', '7/6', '8/3', '9/7'] -> ((((8/3 / 1/6) / 4/9) / 7/6) / 9/7)
[876204] ['1/6', '4/9', '7/6', '8/3', '9/8'] -> ((9/8 * (4/9 + (7/6 * 8/3))) / 1/6)
[876205] ['1/6', '4/9', '7/6', '8/5', '8/5'] -> ((1/6 / ((4/9 + 7/6) - 8/5)) * 8/5)
[876208] ['1/6', '4/9', '7/6', '8/5', '9/2'] -> (((7/6 - (4/9 / 8/5)) / 1/6) * 9/2)
[876216] ['1/6', '4/9', '7/6', '8/7', '9/4'] -> (((4/9 + (7/6 * 8/7)) / 1/6) * 9/4)
[876231] ['1/6', '4/9', '7/6', '9/4', '9/4'] -> ((((4/9 + 7/6) * 9/4) / 1/6) + 9/4)
[876266] ['1/6', '4/9', '7/8', '8/3', '9/2'] -> ((8/3 / (7/8 - (1/6 / 4/9))) * 9/2)
[876286] ['1/6', '4/9', '7/8', '8/9', '8/9'] -> (((1/6 / (8/9 - 7/8)) / 4/9) * 8/9)
[876291] ['1/6', '4/9', '7/8', '8/9', '9/8'] -> (((1/6 / (8/9 - 7/8)) / 4/9) / 9/8)
[876292] ['1/6', '4/9', '7/8', '9/2', '9/2'] -> (9/2 / (1/6 * ((4/9 * 9/2) - 7/8)))
[876297] ['1/6', '4/9', '7/8', '9/4', '9/4'] -> (9/4 / (((1/6 + 7/8) / 4/9) - 9/4))
[876306] ['1/6', '4/9', '7/8', '9/8', '9/8'] -> ((((7/8 + 9/8) / 1/6) / 4/9) / 9/8)
[876307] ['1/6', '4/9', '7/9', '7/9', '7/9'] -> ((((7/9 / 7/9) + 7/9) / 1/6) / 4/9)
[876310] ['1/6', '4/9', '7/9', '7/9', '8/7'] -> ((((7/9 + 7/9) / 1/6) / 4/9) * 8/7)
[876317] ['1/6', '4/9', '7/9', '8/3', '8/3'] -> (8/3 / ((1/6 * 8/3) - (7/9 - 4/9)))
[876322] ['1/6', '4/9', '7/9', '8/3', '9/4'] -> (((7/9 / 1/6) + (8/3 / 4/9)) * 9/4)
[876326] ['1/6', '4/9', '7/9', '8/5', '8/5'] -> (8/5 / ((7/9 - (1/6 * 8/5)) - 4/9))
[876341] ['1/6', '4/9', '7/9', '8/9', '8/9'] -> (8/9 / ((8/9 - (1/6 * 4/9)) - 7/9))
[876342] ['1/6', '4/9', '7/9', '8/9', '9/2'] -> ((8/9 / ((7/9 - 1/6) - 4/9)) * 9/2)
[876347] ['1/6', '4/9', '7/9', '9/2', '9/2'] -> ((((4/9 + 7/9) * 9/2) - 1/6) * 9/2)
[876349] ['1/6', '4/9', '7/9', '9/2', '9/5'] -> (((9/2 / (7/9 - 4/9)) - 1/6) * 9/5)
[876351] ['1/6', '4/9', '7/9', '9/2', '9/8'] -> ((9/2 / ((7/9 - 1/6) - 4/9)) / 9/8)
[876352] ['1/6', '4/9', '7/9', '9/4', '9/4'] -> (((7/9 + (4/9 * 9/4)) / 1/6) * 9/4)
[876364] ['1/6', '4/9', '8/3', '8/3', '8/7'] -> ((8/3 + 8/3) / ((4/9 / 8/7) - 1/6))
[876367] ['1/6', '4/9', '8/3', '8/3', '9/4'] -> ((((8/3 - 4/9) / 1/6) - 8/3) * 9/4)
[876371] ['1/6', '4/9', '8/3', '8/5', '8/5'] -> ((8/3 / (4/9 - (1/6 * 8/5))) * 8/5)
[876373] ['1/6', '4/9', '8/3', '8/5', '8/9'] -> ((((8/3 / 1/6) - 4/9) * 8/5) - 8/9)
[876378] ['1/6', '4/9', '8/3', '8/5', '9/8'] -> (((9/8 * 8/5) * (8/3 - 4/9)) / 1/6)
[876384] ['1/6', '4/9', '8/3', '8/7', '9/7'] -> (9/7 / ((8/7 / 8/3) - (1/6 / 4/9)))
[876385] ['1/6', '4/9', '8/3', '8/7', '9/8'] -> (((9/8 * 8/7) * (4/9 + 8/3)) / 1/6)
[876386] ['1/6', '4/9', '8/3', '8/9', '8/9'] -> ((((4/9 + 8/9) * 8/3) / 1/6) / 8/9)
[876388] ['1/6', '4/9', '8/3', '8/9', '9/4'] -> ((8/3 + ((4/9 + 8/9) / 1/6)) * 9/4)
[876389] ['1/6', '4/9', '8/3', '8/9', '9/5'] -> ((((4/9 + 8/3) - 8/9) / 1/6) * 9/5)
[876390] ['1/6', '4/9', '8/3', '8/9', '9/7'] -> ((((8/3 + 8/9) - 4/9) / 1/6) * 9/7)
[876391] ['1/6', '4/9', '8/3', '8/9', '9/8'] -> ((((4/9 + 8/9) * 8/3) / 1/6) * 9/8)
[876394] ['1/6', '4/9', '8/3', '9/2', '9/5'] -> (((8/3 * 9/2) / (4/9 - 1/6)) / 9/5)
[876406] ['1/6', '4/9', '8/3', '9/8', '9/8'] -> (9/8 / ((9/8 / 8/3) - (1/6 / 4/9)))
[876407] ['1/6', '4/9', '8/5', '8/5', '8/5'] -> (8/5 / (((4/9 / 1/6) / 8/5) - 8/5))
[876411] ['1/6', '4/9', '8/5', '8/5', '9/4'] -> ((((4/9 + 8/5) / 1/6) - 8/5) * 9/4)
[876412] ['1/6', '4/9', '8/5', '8/5', '9/5'] -> ((((8/5 + 8/5) / 1/6) / 4/9) / 9/5)
[876443] ['1/6', '4/9', '8/7', '8/7', '8/7'] -> ((((8/7 + 8/7) / 4/9) - 8/7) / 1/6)
[876446] ['1/6', '4/9', '8/7', '8/7', '9/4'] -> ((((4/9 + 8/7) / 1/6) + 8/7) * 9/4)
[876448] ['1/6', '4/9', '8/7', '8/7', '9/7'] -> ((((8/7 + 8/7) / 1/6) / 4/9) / 9/7)
[876451] ['1/6', '4/9', '8/7', '8/9', '9/2'] -> (9/2 / (((8/9 - 1/6) / 8/7) - 4/9))
[876473] ['1/6', '4/9', '8/9', '8/9', '9/4'] -> ((((8/9 * 8/9) / 1/6) / 4/9) * 9/4)
[876474] ['1/6', '4/9', '8/9', '8/9', '9/5'] -> ((((4/9 + 8/9) + 8/9) / 1/6) * 9/5)
[876478] ['1/6', '4/9', '8/9', '9/2', '9/4'] -> ((((4/9 * 8/9) * 9/2) / 1/6) * 9/4)
[876481] ['1/6', '4/9', '8/9', '9/2', '9/8'] -> ((9/8 * ((8/9 * 9/2) - 4/9)) / 1/6)
[876485] ['1/6', '4/9', '8/9', '9/4', '9/8'] -> ((((8/9 * 9/4) / 1/6) / 4/9) / 9/8)
[876493] ['1/6', '4/9', '9/2', '9/2', '9/4'] -> ((((4/9 * 9/2) * 9/2) / 1/6) / 9/4)
[876497] ['1/6', '4/9', '9/2', '9/4', '9/4'] -> (9/4 / (1/6 * ((9/4 / 4/9) - 9/2)))
[876506] ['1/6', '4/9', '9/2', '9/8', '9/8'] -> ((9/8 * ((9/2 / 9/8) - 4/9)) / 1/6)
[876511] ['1/6', '4/9', '9/4', '9/5', '9/5'] -> (9/5 / ((9/4 - (1/6 / 4/9)) - 9/5))
[876514] ['1/6', '4/9', '9/4', '9/7', '9/7'] -> (((9/4 + (9/7 / 4/9)) / 1/6) / 9/7)
[876527] ['1/6', '5/2', '5/2', '5/2', '5/2'] -> (((5/2 + 5/2) - (5/2 / 5/2)) / 1/6)
[876545] ['1/6', '5/2', '5/2', '5/2', '8/7'] -> ((((5/2 / 5/2) + 5/2) * 8/7) / 1/6)
[876546] ['1/6', '5/2', '5/2', '5/2', '8/9'] -> ((1/6 + 5/2) / ((5/2 / 5/2) - 8/9))
[876547] ['1/6', '5/2', '5/2', '5/2', '9/2'] -> ((9/2 - (5/2 / (5/2 + 5/2))) / 1/6)
[876553] ['1/6', '5/2', '5/2', '5/3', '5/4'] -> ((5/2 / 5/3) + ((5/2 + 5/4) / 1/6))
[876559] ['1/6', '5/2', '5/2', '5/3', '6/7'] -> ((5/3 / 1/6) / ((5/2 / 6/7) - 5/2))
[876562] ['1/6', '5/2', '5/2', '5/3', '7/4'] -> (((5/2 + 7/4) / 1/6) - (5/2 / 5/3))
[876563] ['1/6', '5/2', '5/2', '5/3', '7/5'] -> ((((5/2 / 5/2) + 7/5) * 5/3) / 1/6)
[876564] ['1/6', '5/2', '5/2', '5/3', '7/6'] -> ((5/3 / 1/6) / ((5/2 * 7/6) - 5/2))
[876568] ['1/6', '5/2', '5/2', '5/3', '8/5'] -> (((5/2 + 5/2) + (5/3 / 1/6)) * 8/5)
[876572] ['1/6', '5/2', '5/2', '5/3', '9/4'] -> ((5/2 * (5/2 + (9/4 / 1/6))) / 5/3)
[876577] ['1/6', '5/2', '5/2', '5/4', '5/6'] -> ((((5/2 + 5/4) / 1/6) - 5/2) / 5/6)
[876579] ['1/6', '5/2', '5/2', '5/4', '5/8'] -> ((5/2 / ((5/8 / 5/2) - 1/6)) / 5/4)
[876581] ['1/6', '5/2', '5/2', '5/4', '6/5'] -> ((((5/2 + 5/4) / 1/6) - 5/2) * 6/5)
[876583] ['1/6', '5/2', '5/2', '5/4', '7/2'] -> ((5/2 + (5/4 / 5/2)) + (7/2 / 1/6))
[876585] ['1/6', '5/2', '5/2', '5/4', '7/4'] -> (((5/2 + (7/4 / 5/2)) * 5/4) / 1/6)
[876587] ['1/6', '5/2', '5/2', '5/4', '7/6'] -> ((5/2 / 5/4) + ((5/2 + 7/6) / 1/6))
[876590] ['1/6', '5/2', '5/2', '5/4', '8/3'] -> ((((5/2 + 5/4) / 1/6) / 5/2) * 8/3)
[876592] ['1/6', '5/2', '5/2', '5/4', '8/7'] -> ((5/4 / 1/6) / (5/2 - (5/2 / 8/7)))
[876593] ['1/6', '5/2', '5/2', '5/4', '8/9'] -> (((5/2 + (5/2 / 5/4)) / 1/6) * 8/9)
[876595] ['1/6', '5/2', '5/2', '5/4', '9/4'] -> ((5/2 / 5/4) / ((5/2 - 1/6) - 9/4))
[876596] ['1/6', '5/2', '5/2', '5/4', '9/5'] -> ((((5/2 + 5/2) - 9/5) * 5/4) / 1/6)
[876600] ['1/6', '5/2', '5/2', '5/6', '5/7'] -> ((5/2 / 5/6) + ((5/2 / 1/6) / 5/7))
[876603] ['1/6', '5/2', '5/2', '5/6', '6/5'] -> (5/6 * (((5/2 + 5/2) / 1/6) - 6/5))
[876608] ['1/6', '5/2', '5/2', '5/6', '7/5'] -> ((5/2 / 5/6) + ((5/2 * 7/5) / 1/6))
[876610] ['1/6', '5/2', '5/2', '5/6', '7/8'] -> ((((5/2 / 1/6) + 5/2) / 5/6) / 7/8)
[876612] ['1/6', '5/2', '5/2', '5/6', '8/3'] -> (((5/2 * 8/3) / 1/6) / (5/2 - 5/6))
[876614] ['1/6', '5/2', '5/2', '5/6', '8/7'] -> ((((5/2 / 1/6) + 5/2) / 5/6) * 8/7)
[876616] ['1/6', '5/2', '5/2', '5/6', '9/2'] -> (((5/2 + (5/2 / 5/6)) - 1/6) * 9/2)
[876621] ['1/6', '5/2', '5/2', '5/7', '5/7'] -> (((5/2 + 5/2) - (5/7 / 5/7)) / 1/6)
[876624] ['1/6', '5/2', '5/2', '5/7', '6/5'] -> (((5/2 / 1/6) / 5/7) + (5/2 * 6/5))
[876627] ['1/6', '5/2', '5/2', '5/7', '7/3'] -> ((((5/2 / 5/2) + 5/7) / 1/6) * 7/3)
[876628] ['1/6', '5/2', '5/2', '5/7', '7/4'] -> ((((5/2 + 5/2) / 1/6) / 5/7) / 7/4)
[876631] ['1/6', '5/2', '5/2', '5/7', '7/8'] -> ((5/2 / ((5/7 / 5/2) - 1/6)) / 7/8)
[876644] ['1/6', '5/2', '5/2', '5/8', '6/5'] -> ((((5/2 / 1/6) - 5/2) / 5/8) * 6/5)
[876645] ['1/6', '5/2', '5/2', '5/8', '6/7'] -> ((((5/2 / 1/6) + 5/2) / 5/8) * 6/7)
[876650] ['1/6', '5/2', '5/2', '5/8', '7/6'] -> ((((5/2 / 1/6) + 5/2) / 5/8) / 7/6)
[876654] ['1/6', '5/2', '5/2', '5/8', '8/5'] -> (8/5 / (1/6 - ((5/8 / 5/2) / 5/2)))
[876663] ['1/6', '5/2', '5/2', '5/9', '6/5'] -> (((5/2 / 1/6) / 5/9) - (5/2 * 6/5))
[876667] ['1/6', '5/2', '5/2', '5/9', '7/4'] -> (((5/2 + (5/2 / 5/9)) / 1/6) / 7/4)
[876676] ['1/6', '5/2', '5/2', '5/9', '9/2'] -> (((5/2 / 1/6) + (5/2 / 5/9)) + 9/2)
[876685] ['1/6', '5/2', '5/2', '6/5', '7/4'] -> (((5/2 * 6/5) / 1/6) / (5/2 - 7/4))
[876687] ['1/6', '5/2', '5/2', '6/5', '7/6'] -> (((5/2 * 6/5) / 1/6) * (5/2 - 7/6))
[876688] ['1/6', '5/2', '5/2', '6/5', '7/8'] -> ((((5/2 / 1/6) + 5/2) * 6/5) / 7/8)
[876692] ['1/6', '5/2', '5/2', '6/5', '8/7'] -> ((((5/2 / 1/6) + 5/2) * 6/5) * 8/7)
[876699] ['1/6', '5/2', '5/2', '6/7', '6/7'] -> ((((5/2 + 5/2) - 6/7) / 1/6) - 6/7)
[876700] ['1/6', '5/2', '5/2', '6/7', '7/2'] -> ((((5/2 / 1/6) / 5/2) + 6/7) * 7/2)
[876703] ['1/6', '5/2', '5/2', '6/7', '7/5'] -> (((5/2 / 1/6) + (5/2 * 6/7)) * 7/5)
[876706] ['1/6', '5/2', '5/2', '6/7', '7/9'] -> ((((5/2 + 5/2) / 1/6) + 6/7) * 7/9)
[876714] ['1/6', '5/2', '5/2', '6/7', '9/7'] -> ((((5/2 + 5/2) / 1/6) + 6/7) / 9/7)
[876716] ['1/6', '5/2', '5/2', '7/2', '7/2'] -> (((5/2 + 5/2) - (7/2 / 7/2)) / 1/6)
[876726] ['1/6', '5/2', '5/2', '7/2', '8/9'] -> ((((5/2 / 5/2) + 7/2) / 1/6) * 8/9)
[876731] ['1/6', '5/2', '5/2', '7/2', '9/8'] -> ((((5/2 / 5/2) + 7/2) / 1/6) / 9/8)
[876732] ['1/6', '5/2', '5/2', '7/3', '7/3'] -> (((5/2 + 5/2) - (7/3 / 7/3)) / 1/6)
[876743] ['1/6', '5/2', '5/2', '7/3', '9/4'] -> ((1/6 + (5/2 * 7/3)) / (5/2 - 9/4))
[876748] ['1/6', '5/2', '5/2', '7/4', '7/5'] -> ((((5/2 + 5/2) / 1/6) / 7/4) * 7/5)
[876749] ['1/6', '5/2', '5/2', '7/4', '7/6'] -> ((5/2 + ((5/2 + 7/4) / 1/6)) / 7/6)
[876752] ['1/6', '5/2', '5/2', '7/4', '8/3'] -> (((5/2 * 5/2) + 7/4) + (8/3 / 1/6))
[876755] ['1/6', '5/2', '5/2', '7/4', '8/9'] -> ((((5/2 * 5/2) - 7/4) / 1/6) * 8/9)
[876758] ['1/6', '5/2', '5/2', '7/4', '9/5'] -> ((((5/2 / 1/6) + 9/5) * 5/2) / 7/4)
[876760] ['1/6', '5/2', '5/2', '7/4', '9/8'] -> ((((5/2 * 5/2) - 7/4) / 1/6) / 9/8)
[876774] ['1/6', '5/2', '5/2', '7/6', '7/6'] -> (((5/2 + 5/2) - (7/6 / 7/6)) / 1/6)
[876776] ['1/6', '5/2', '5/2', '7/6', '7/9'] -> ((((5/2 / 1/6) + 5/2) + 7/6) / 7/9)
[876777] ['1/6', '5/2', '5/2', '7/6', '8/3'] -> (((5/2 * (5/2 + 7/6)) - 1/6) * 8/3)
[876779] ['1/6', '5/2', '5/2', '7/6', '8/7'] -> ((5/2 / 7/6) + ((5/2 + 8/7) / 1/6))
[876780] ['1/6', '5/2', '5/2', '7/6', '8/9'] -> ((5/2 + 7/6) + ((5/2 + 8/9) / 1/6))
[876781] ['1/6', '5/2', '5/2', '7/6', '9/2'] -> ((((5/2 + 7/6) / 1/6) - 5/2) + 9/2)
[876784] ['1/6', '5/2', '5/2', '7/6', '9/7'] -> ((((5/2 / 1/6) + 5/2) + 7/6) * 9/7)
[876788] ['1/6', '5/2', '5/2', '7/8', '8/3'] -> (((1/6 + 5/2) * (5/2 + 7/8)) * 8/3)
[876789] ['1/6', '5/2', '5/2', '7/8', '8/5'] -> (8/5 / ((1/6 * 5/2) - (7/8 / 5/2)))
[876793] ['1/6', '5/2', '5/2', '7/8', '9/4'] -> ((((5/2 + 5/2) * 7/8) / 1/6) - 9/4)
[876798] ['1/6', '5/2', '5/2', '7/9', '8/3'] -> (((5/2 + (5/2 * 7/9)) / 1/6) - 8/3)
