[1916600] ['4/3', '7/8', '8/7', '9/2', '9/4'] -> 9/4 / (7/8 / (4/3 - 8/7) - 9/2)
[1951202] ['4/7', '4/7', '5/9', '6/5', '8/3'] -> 8/3 / (5/9 * (6/5 - 4/7 / 4/7))
[1951208] ['4/7', '4/7', '5/9', '6/5', '9/5'] -> 4/7 * 6/5 / (4/7 - 5/9) / 9/5
[1951214] ['4/7', '4/7', '5/9', '6/7', '7/4'] -> 4/7 / (4/7 - 5/9) / 6/7 / 7/4
[1951218] ['4/7', '4/7', '5/9', '6/7', '7/9'] -> 4/7 * 6/7 / (4/7 - 5/9) * 7/9
[1951226] ['4/7', '4/7', '5/9', '6/7', '9/7'] -> 4/7 * 6/7 / (4/7 - 5/9) / 9/7
[1951229] ['4/7', '4/7', '5/9', '7/2', '7/3'] -> 4/7 / (4/7 - 5/9) / 7/2 * 7/3
[1951235] ['4/7', '4/7', '5/9', '7/2', '8/3'] -> (4/7 + 4/7 + 8/3) / (5/9 / 7/2)
[1951264] ['4/7', '4/7', '5/9', '7/4', '8/3'] -> 8/3 / (4/7 * (7/4 - 5/9) - 4/7)
[1951288] ['4/7', '4/7', '5/9', '7/6', '7/9'] -> 4/7 / (4/7 - 5/9) / 7/6 * 7/9
[1951289] ['4/7', '4/7', '5/9', '7/6', '8/3'] -> 8/3 / 4/7 / (7/6 - 5/9 / 4/7)
[1951296] ['4/7', '4/7', '5/9', '7/6', '9/7'] -> 4/7 / (4/7 - 5/9) / 7/6 / 9/7
[1951300] ['4/7', '4/7', '5/9', '7/8', '8/3'] -> 4/7 * 8/3 / (5/9 / 7/8 - 4/7)
[1951338] ['4/7', '4/7', '5/9', '8/7', '9/2'] -> (4/7 + 8/7) / (4/7 - 5/9) / 9/2
[1951345] ['4/7', '4/7', '5/9', '8/9', '9/4'] -> 4/7 * 9/4 / (5/9 / 8/9 - 4/7)
[1951378] ['4/7', '4/7', '6/5', '6/5', '9/4'] -> 6/5 / (9/4 - 4/7 / 4/7 - 6/5)
[1951379] ['4/7', '4/7', '6/5', '6/5', '9/5'] -> 4/7 * 6/5 / (9/5 - 4/7 - 6/5)
[1951380] ['4/7', '4/7', '6/5', '6/5', '9/7'] -> 6/5 / ((9/7 - 4/7) / 4/7 - 6/5)
[1951390] ['4/7', '4/7', '6/5', '6/7', '8/3'] -> 6/7 / (4/7 - 4/7 / 6/5) * 8/3
[1951391] ['4/7', '4/7', '6/5', '6/7', '8/5'] -> 6/7 / (6/5 - 4/7 - 4/7) * 8/5
[1951435] ['4/7', '4/7', '6/5', '7/4', '8/3'] -> 4/7 / (4/7 + 6/5 - 7/4) - 8/3
[1951444] ['4/7', '4/7', '6/5', '7/5', '7/5'] -> 6/5 / ((7/5 - 4/7) / 4/7 - 7/5)
[1951450] ['4/7', '4/7', '6/5', '7/5', '8/7'] -> (4/7 + 4/7 * 7/5) / (6/5 - 8/7)
[1951460] ['4/7', '4/7', '6/5', '7/6', '8/3'] -> 8/3 / ((4/7 - 4/7 / 6/5) * 7/6)
[1951482] ['4/7', '4/7', '6/5', '7/9', '8/5'] -> 8/5 / (4/7 / 4/7 - 6/5 * 7/9)
[1951496] ['4/7', '4/7', '6/5', '8/3', '9/5'] -> 8/3 / (6/5 - 4/7 / 4/7) * 9/5
[1951506] ['4/7', '4/7', '6/5', '8/5', '9/8'] -> (8/5 - 4/7) / 4/7 / (6/5 - 9/8)
[1951517] ['4/7', '4/7', '6/5', '8/9', '9/5'] -> 9/5 / (6/5 - 4/7 / 4/7 / 8/9)
[1951520] ['4/7', '4/7', '6/5', '9/2', '9/2'] -> (4/7 / 4/7 / 6/5 + 9/2) * 9/2
[1951531] ['4/7', '4/7', '6/5', '9/5', '9/8'] -> (6/5 + 9/5) / (9/8 - 4/7 / 4/7)
[1951537] ['4/7', '4/7', '6/7', '6/7', '7/3'] -> 4/7 / (6/7 / 4/7 + 6/7 - 7/3)
[1951540] ['4/7', '4/7', '6/7', '6/7', '7/6'] -> 4/7 / (4/7 + 7/6 - 6/7 - 6/7)
[1951541] ['4/7', '4/7', '6/7', '6/7', '7/8'] -> (6/7 + 6/7) / (4/7 - 4/7 * 7/8)
[1951545] ['4/7', '4/7', '6/7', '6/7', '8/7'] -> (6/7 + 6/7) / (4/7 - 4/7 / 8/7)
[1951557] ['4/7', '4/7', '6/7', '7/2', '7/8'] -> 6/7 * 7/2 / (4/7 / 4/7 - 7/8)
[1951567] ['4/7', '4/7', '6/7', '7/2', '9/8'] -> 6/7 * 7/2 / (9/8 - 4/7 / 4/7)
[1951572] ['4/7', '4/7', '6/7', '7/3', '7/8'] -> 4/7 / 4/7 / 7/3 / (7/8 - 6/7)
[1951573] ['4/7', '4/7', '6/7', '7/3', '7/9'] -> (4/7 + 4/7 * 7/3) / (6/7 - 7/9)
[1951602] ['4/7', '4/7', '6/7', '7/5', '8/5'] -> 8/5 / (7/5 - (4/7 + 4/7) / 6/7)
[1951624] ['4/7', '4/7', '6/7', '7/8', '8/3'] -> (4/7 + 4/7) / (7/8 - 6/7) / 8/3
[1951631] ['4/7', '4/7', '6/7', '7/8', '9/7'] -> 9/7 / (6/7 / 4/7 - 4/7 - 7/8)
[1951634] ['4/7', '4/7', '6/7', '7/9', '8/3'] -> 8/3 / ((4/7 / 4/7 - 6/7) * 7/9)
[1951650] ['4/7', '4/7', '6/7', '8/3', '9/7'] -> 8/3 / (4/7 / 4/7 - 6/7) * 9/7
[1951660] ['4/7', '4/7', '6/7', '8/7', '8/7'] -> (8/7 + 8/7) / (4/7 / 6/7 - 4/7)
[1951667] ['4/7', '4/7', '6/7', '8/9', '8/9'] -> 8/9 / (8/9 / 6/7 - 4/7 / 4/7)
[1951695] ['4/7', '4/7', '7/2', '7/2', '8/3'] -> (4/7 + 4/7 * 7/2) * 7/2 * 8/3
[1951699] ['4/7', '4/7', '7/2', '7/2', '9/2'] -> 7/2 * (7/2 + 9/2 - 4/7 - 4/7)
[1951726] ['4/7', '4/7', '7/2', '7/4', '8/7'] -> (4/7 + 8/7) / (4/7 - 7/4 / 7/2)
[1951746] ['4/7', '4/7', '7/2', '7/6', '7/6'] -> 7/2 / (7/6 - 7/6 / (4/7 + 4/7))
[1951751] ['4/7', '4/7', '7/2', '7/6', '8/7'] -> 7/2 * 8/7 / (7/6 - 4/7 / 4/7)
[1951753] ['4/7', '4/7', '7/2', '7/6', '9/2'] -> (4/7 + 4/7) * (7/2 + 7/6) * 9/2
[1951757] ['4/7', '4/7', '7/2', '7/6', '9/8'] -> 7/2 / 7/6 / (9/8 - 4/7 / 4/7)
[1951779] ['4/7', '4/7', '7/2', '8/3', '8/3'] -> (4/7 / 4/7 + 7/2) * (8/3 + 8/3)
[1951781] ['4/7', '4/7', '7/2', '8/3', '8/7'] -> 7/2 * 8/3 * (4/7 + 8/7 / 4/7)
[1951783] ['4/7', '4/7', '7/2', '8/3', '9/2'] -> 7/2 * (8/3 - 4/7 - 4/7) * 9/2
[1951784] ['4/7', '4/7', '7/2', '8/3', '9/4'] -> (4/7 + 4/7) * 7/2 * 8/3 * 9/4
[1951785] ['4/7', '4/7', '7/2', '8/3', '9/5'] -> 7/2 * (4/7 + 4/7 + 8/3) * 9/5
[1951798] ['4/7', '4/7', '7/2', '8/7', '9/2'] -> (4/7 + 8/7) / 4/7 * (7/2 + 9/2)
[1951799] ['4/7', '4/7', '7/2', '8/7', '9/4'] -> (4/7 + 8/7) / (9/4 / 7/2 - 4/7)
[1951834] ['4/7', '4/7', '7/3', '7/3', '9/2'] -> (4/7 + 4/7) * (7/3 + 7/3) * 9/2
[1951849] ['4/7', '4/7', '7/3', '7/4', '9/4'] -> (4/7 + 4/7) * 7/4 / (7/3 - 9/4)
[1951866] ['4/7', '4/7', '7/3', '7/6', '7/6'] -> 4/7 / (7/6 - 4/7 * 7/3 / 7/6)
[1951871] ['4/7', '4/7', '7/3', '7/6', '8/7'] -> (4/7 + 8/7) / (4/7 - 7/6 / 7/3)
[1951879] ['4/7', '4/7', '7/3', '7/8', '7/9'] -> 7/3 / (4/7 / 4/7 - 7/8) / 7/9
[1951883] ['4/7', '4/7', '7/3', '7/8', '8/9'] -> 7/3 / 7/8 / (4/7 / 4/7 - 8/9)
[1951887] ['4/7', '4/7', '7/3', '7/8', '9/7'] -> 7/3 / (4/7 / 4/7 - 7/8) * 9/7
[1951898] ['4/7', '4/7', '7/3', '7/9', '9/8'] -> 7/3 / 7/9 / (9/8 - 4/7 / 4/7)
[1951903] ['4/7', '4/7', '7/3', '8/3', '9/2'] -> ((4/7 + 4/7) * 7/3 + 8/3) * 9/2
[1951911] ['4/7', '4/7', '7/3', '8/5', '9/2'] -> (4/7 / 4/7 + 7/3) * 8/5 * 9/2
[1951917] ['4/7', '4/7', '7/3', '8/7', '8/9'] -> 7/3 * 8/7 / (4/7 / 4/7 - 8/9)
[1951929] ['4/7', '4/7', '7/3', '9/2', '9/2'] -> (4/7 + 4/7) * 7/3 * (9/2 + 9/2)
[1951932] ['4/7', '4/7', '7/3', '9/2', '9/7'] -> 7/3 * 9/2 * (4/7 / 4/7 + 9/7)
[1951933] ['4/7', '4/7', '7/3', '9/2', '9/8'] -> (4/7 + 7/3) * 9/2 / 4/7 + 9/8
[1951942] ['4/7', '4/7', '7/3', '9/7', '9/8'] -> 7/3 * 9/7 / (9/8 - 4/7 / 4/7)
[1951979] ['4/7', '4/7', '7/4', '7/6', '9/4'] -> (7/4 + 9/4) / (7/6 - 4/7 / 4/7)
[1951987] ['4/7', '4/7', '7/4', '7/8', '8/7'] -> (4/7 + 8/7) / (4/7 - 7/8 / 7/4)
[1952007] ['4/7', '4/7', '7/4', '8/3', '8/9'] -> 8/3 / 7/4 / (4/7 - 4/7 * 8/9)
[1952008] ['4/7', '4/7', '7/4', '8/3', '9/2'] -> (4/7 + 4/7) * 7/4 * 8/3 * 9/2
[1952012] ['4/7', '4/7', '7/4', '8/3', '9/8'] -> 8/3 / 7/4 / (4/7 - 4/7 / 9/8)
[1952017] ['4/7', '4/7', '7/4', '8/5', '9/4'] -> 9/4 / (7/4 / 8/5 - 4/7 / 4/7)
[1952019] ['4/7', '4/7', '7/4', '8/5', '9/7'] -> 9/7 / (4/7 * 7/4 / 8/5 - 4/7)
[1952027] ['4/7', '4/7', '7/4', '8/7', '9/8'] -> (4/7 + 8/7) / (9/8 / 7/4 - 4/7)
[1952034] ['4/7', '4/7', '7/4', '9/2', '9/2'] -> (4/7 + 9/2) * 9/2 - (4/7 - 7/4)
[1952042] ['4/7', '4/7', '7/4', '9/4', '9/8'] -> 4/7 * 9/4 / (7/4 - 4/7 - 9/8)
[1952050] ['4/7', '4/7', '7/5', '7/5', '7/6'] -> 7/5 / (7/5 / (4/7 + 4/7) - 7/6)
[1952066] ['4/7', '4/7', '7/5', '7/6', '8/5'] -> 8/5 / (7/5 - (4/7 + 4/7) * 7/6)
[1952077] ['4/7', '4/7', '7/5', '7/8', '8/5'] -> (7/5 + 8/5) / (4/7 / 4/7 - 7/8)
[1952081] ['4/7', '4/7', '7/5', '7/8', '9/4'] -> 4/7 * 9/4 / (7/8 / 7/5 - 4/7)
[1952082] ['4/7', '4/7', '7/5', '7/8', '9/5'] -> 9/5 / 4/7 / (7/8 / 4/7 - 7/5)
[1952099] ['4/7', '4/7', '7/5', '8/3', '9/2'] -> 7/5 * (4/7 + 4/7 + 8/3) * 9/2
[1952111] ['4/7', '4/7', '7/5', '8/5', '9/8'] -> (7/5 + 8/5) / (9/8 - 4/7 / 4/7)
[1952143] ['4/7', '4/7', '7/6', '7/6', '8/3'] -> 8/3 / 7/6 / (4/7 * 7/6 - 4/7)
[1952164] ['4/7', '4/7', '7/6', '7/9', '8/3'] -> 8/3 / 4/7 / (7/9 / 4/7 - 7/6)
[1952177] ['4/7', '4/7', '7/6', '8/3', '9/2'] -> (4/7 * 7/6 + 8/3 / 4/7) * 9/2
[1952180] ['4/7', '4/7', '7/6', '8/3', '9/7'] -> 9/7 / (8/3 - 7/6 / 4/7 - 4/7)
[1952190] ['4/7', '4/7', '7/6', '8/7', '8/7'] -> (8/7 + 8/7) / (4/7 * 7/6 - 4/7)
[1952197] ['4/7', '4/7', '7/6', '8/9', '8/9'] -> 8/9 / (7/6 * 8/9 - 4/7 / 4/7)
[1952198] ['4/7', '4/7', '7/6', '8/9', '9/2'] -> 8/9 / (7/6 - 4/7 / 4/7) * 9/2
[1952207] ['4/7', '4/7', '7/6', '9/2', '9/8'] -> 9/2 / (7/6 - 4/7 / 4/7) / 9/8
[1952210] ['4/7', '4/7', '7/6', '9/4', '9/7'] -> 9/7 / ((7/6 - 4/7 - 4/7) * 9/4)
[1952242] ['4/7', '4/7', '7/8', '8/3', '8/9'] -> 8/3 / (4/7 / 4/7 - 7/8) / 8/9
[1952244] ['4/7', '4/7', '7/8', '8/3', '9/4'] -> (4/7 + 8/3) / (7/8 - 4/7) * 9/4
[1952246] ['4/7', '4/7', '7/8', '8/3', '9/7'] -> 8/3 / 7/8 / (4/7 - 4/7 / 9/7)
[1952247] ['4/7', '4/7', '7/8', '8/3', '9/8'] -> 8/3 / (4/7 / 4/7 - 7/8) * 9/8
[1952251] ['4/7', '4/7', '7/8', '8/5', '9/2'] -> 9/2 / (7/8 * (4/7 - 4/7 / 8/5))
[1952254] ['4/7', '4/7', '7/8', '8/5', '9/7'] -> 9/7 / (4/7 + 4/7 / 8/5 - 7/8)
[1952257] ['4/7', '4/7', '7/8', '8/7', '8/9'] -> 4/7 / (4/7 + 8/7) / (8/9 - 7/8)
[1952278] ['4/7', '4/7', '7/8', '9/5', '9/5'] -> 9/5 / (4/7 / 4/7 + 7/8 - 9/5)
[1952281] ['4/7', '4/7', '7/8', '9/7', '9/7'] -> 9/7 / (7/8 * (9/7 - 4/7) - 4/7)
[1952285] ['4/7', '4/7', '7/9', '7/9', '8/3'] -> 8/3 / ((4/7 + 4/7) * 7/9 - 7/9)
[1952294] ['4/7', '4/7', '7/9', '8/3', '8/3'] -> (8/3 + 8/3) / (4/7 / 4/7 - 7/9)
[1952342] ['4/7', '4/7', '8/3', '8/3', '8/9'] -> 8/3 / (8/3 - (4/7 + 8/9) / 4/7)
[1952348] ['4/7', '4/7', '8/3', '8/5', '8/5'] -> 8/5 / (8/3 - 4/7 / 4/7 - 8/5)
[1952363] ['4/7', '4/7', '8/3', '8/9', '8/9'] -> 8/3 / (8/9 - 8/9 / (4/7 + 4/7))
[1952368] ['4/7', '4/7', '8/3', '8/9', '9/8'] -> 8/3 / 8/9 / (9/8 - 4/7 / 4/7)
[1952373] ['4/7', '4/7', '8/3', '9/2', '9/8'] -> 4/7 / (8/3 / 9/2 - 4/7) / 9/8
[1952381] ['4/7', '4/7', '8/3', '9/7', '9/7'] -> 8/3 * 9/7 / (9/7 - 4/7 - 4/7)
[1952383] ['4/7', '4/7', '8/3', '9/8', '9/8'] -> 8/3 * 9/8 / (9/8 - 4/7 / 4/7)
[1952394] ['4/7', '4/7', '8/5', '8/7', '9/2'] -> 8/7 / (4/7 - 4/7 / 8/5) * 9/2
[1952445] ['4/7', '4/7', '8/7', '9/7', '9/7'] -> 9/7 / ((9/7 - 4/7) / 8/7 - 4/7)
[1952521] ['4/7', '4/9', '4/9', '4/9', '8/3'] -> 8/3 / (4/9 + 4/9 - 4/9 / 4/7)
[1952570] ['4/7', '4/9', '4/9', '5/3', '8/3'] -> 8/3 / (5/3 - (4/9 + 4/9) / 4/7)
[1952572] ['4/7', '4/9', '4/9', '5/3', '8/7'] -> 8/7 / (4/9 / 4/9 - 4/7 * 5/3)
[1952573] ['4/7', '4/9', '4/9', '5/3', '8/9'] -> 8/9 / (4/9 / 4/7 - 4/9 * 5/3)
[1952585] ['4/7', '4/9', '4/9', '5/4', '6/7'] -> 4/9 * 6/7 / (4/7 - 4/9 * 5/4)
[1952590] ['4/7', '4/9', '4/9', '5/4', '7/6'] -> 4/9 / (4/7 - 4/9 * 5/4) / 7/6
[1952609] ['4/7', '4/9', '4/9', '5/6', '7/3'] -> 4/7 * 7/3 / (4/9 + 4/9 - 5/6)
[1952618] ['4/7', '4/9', '4/9', '5/6', '8/9'] -> (4/9 + 8/9) / (5/6 - 4/9 / 4/7)
[1952628] ['4/7', '4/9', '4/9', '5/7', '6/7'] -> 6/7 / ((5/7 - 4/9) / 4/9 - 4/7)
[1952636] ['4/7', '4/9', '4/9', '5/7', '8/3'] -> 8/3 / (4/9 * 5/7 / 4/7 - 4/9)
[1952655] ['4/7', '4/9', '4/9', '5/8', '7/9'] -> 4/9 / (5/8 - 4/7) / 4/9 / 7/9
[1952657] ['4/7', '4/9', '4/9', '5/8', '8/5'] -> 8/5 / (4/9 / 4/7 - 4/9 / 5/8)
[1952658] ['4/7', '4/9', '4/9', '5/8', '8/7'] -> 8/7 / ((4/9 + 4/9) * (5/8 - 4/7))
[1952660] ['4/7', '4/9', '4/9', '5/8', '9/2'] -> 9/2 / (5/8 - 4/9 / (4/7 + 4/9))
[1952661] ['4/7', '4/9', '4/9', '5/8', '9/4'] -> 9/4 / (5/8 / 4/7 - 4/9 / 4/9)
[1952667] ['4/7', '4/9', '4/9', '5/9', '6/7'] -> 6/7 / (4/7 / 4/9 - 5/9 / 4/9)
[1952669] ['4/7', '4/9', '4/9', '5/9', '7/3'] -> (4/9 + 4/9) / (4/7 - 5/9) / 7/3
[1952677] ['4/7', '4/9', '4/9', '5/9', '8/7'] -> 8/7 / (5/9 - 4/7 * (4/9 + 4/9))
[1952682] ['4/7', '4/9', '4/9', '5/9', '9/7'] -> 9/7 / (5/9 / (4/9 + 4/9) - 4/7)
[1952710] ['4/7', '4/9', '4/9', '6/7', '8/3'] -> 4/7 * 8/3 / (4/9 - 4/9 * 6/7)
[1952741] ['4/7', '4/9', '4/9', '7/3', '8/3'] -> 8/3 / (4/9 - 4/9 / 4/7 / 7/3)
[1952743] ['4/7', '4/9', '4/9', '7/3', '8/7'] -> 8/7 / (7/3 - (4/7 + 4/9) / 4/9)
[1952745] ['4/7', '4/9', '4/9', '7/3', '9/2'] -> (4/7 + 4/9) * 7/3 / 4/9 * 9/2
[1952755] ['4/7', '4/9', '4/9', '7/4', '8/3'] -> 8/3 / (4/7 * 7/4 - 4/9 - 4/9)
[1952768] ['4/7', '4/9', '4/9', '7/5', '8/3'] -> 8/3 / (4/9 / 4/7 / 7/5 - 4/9)
[1952780] ['4/7', '4/9', '4/9', '7/6', '8/3'] -> 4/7 * 8/3 / (4/9 - 4/9 / 7/6)
[1952791] ['4/7', '4/9', '4/9', '7/8', '8/3'] -> 4/7 * 8/3 / (4/9 / 7/8 - 4/9)
[1952794] ['4/7', '4/9', '4/9', '7/8', '8/9'] -> (4/9 + 8/9) / (4/7 * 7/8 - 4/9)
[1952819] ['4/7', '4/9', '4/9', '8/5', '8/5'] -> 8/5 / (4/9 / 4/7 - 4/9 * 8/5)
[1952825] ['4/7', '4/9', '4/9', '8/5', '9/7'] -> 9/7 / (4/9 / 4/9 / 8/5 - 4/7)
[1952895] ['4/7', '4/9', '5/2', '5/3', '8/3'] -> 8/3 / (4/9 / 4/7 - 5/3 / 5/2)
[1952910] ['4/7', '4/9', '5/2', '5/4', '6/7'] -> 6/7 / (4/7 / 4/9 + 5/4 - 5/2)
[1952912] ['4/7', '4/9', '5/2', '5/4', '7/3'] -> 4/7 / (5/4 / 5/2 - 4/9) * 7/3
[1952945] ['4/7', '4/9', '5/2', '5/6', '9/4'] -> (5/2 + 5/6) / (4/7 - 4/9) - 9/4
[1952947] ['4/7', '4/9', '5/2', '5/6', '9/7'] -> 9/7 / (5/2 - 5/6 / 4/9 - 4/7)
[1952975] ['4/7', '4/9', '5/2', '5/8', '7/3'] -> (4/7 + 5/2 / 5/8) / 4/9 * 7/3
[1952981] ['4/7', '4/9', '5/2', '5/8', '8/3'] -> 8/3 / (4/7 * (4/9 - 5/8 / 5/2))
[1952992] ['4/7', '4/9', '5/2', '5/9', '6/7'] -> 6/7 / ((4/7 + 5/9) / 4/9 - 5/2)
[1953035] ['4/7', '4/9', '5/2', '6/7', '8/3'] -> (5/2 + 6/7 / 4/7) / 4/9 * 8/3
[1953045] ['4/7', '4/9', '5/2', '7/2', '7/3'] -> 7/3 / ((5/2 - 4/9) / 4/7 - 7/2)
[1953080] ['4/7', '4/9', '5/2', '7/4', '8/3'] -> 8/3 / (4/9 * 5/2 - 4/7 * 7/4)
[1953103] ['4/7', '4/9', '5/2', '7/6', '7/8'] -> 5/2 / (4/7 / 4/9 - 7/6) / 7/8
[1953140] ['4/7', '4/9', '5/2', '8/3', '9/4'] -> 5/2 * 8/3 / 4/7 / 4/9 - 9/4
[1953184] ['4/7', '4/9', '5/3', '5/3', '5/8'] -> 5/8 / (5/3 - 5/3 / (4/7 + 4/9))
[1953200] ['4/7', '4/9', '5/3', '5/3', '9/4'] -> (5/3 + 5/3) / (4/7 - 4/9) - 9/4
[1953210] ['4/7', '4/9', '5/3', '5/4', '6/7'] -> 4/7 / (4/9 + 5/4 - 5/3) / 6/7
[1953215] ['4/7', '4/9', '5/3', '5/4', '7/6'] -> 4/7 / (4/9 + 5/4 - 5/3) * 7/6
[1953220] ['4/7', '4/9', '5/3', '5/4', '8/7'] -> 8/7 / (5/3 / 5/4 - 4/7 / 4/9)
[1953234] ['4/7', '4/9', '5/3', '5/6', '7/3'] -> 4/7 / (5/6 / 5/3 - 4/9) * 7/3
[1953279] ['4/7', '4/9', '5/3', '5/8', '7/8'] -> 5/3 / (4/7 - 4/9) / 5/8 / 7/8
[1953283] ['4/7', '4/9', '5/3', '5/8', '8/7'] -> 5/3 / (4/7 - 4/9) / 5/8 * 8/7
[1953294] ['4/7', '4/9', '5/3', '5/9', '7/3'] -> 4/9 / (4/7 - 5/9) - 5/3 - 7/3
[1953302] ['4/7', '4/9', '5/3', '5/9', '8/7'] -> 8/7 / (4/9 + 5/9 - 4/7 * 5/3)
[1953305] ['4/7', '4/9', '5/3', '5/9', '9/4'] -> 5/3 / (5/9 - 4/9) / 4/7 - 9/4
[1953333] ['4/7', '4/9', '5/3', '6/7', '7/8'] -> 5/3 / (6/7 - 4/9 / 4/7) / 7/8
[1953337] ['4/7', '4/9', '5/3', '6/7', '8/7'] -> 5/3 / (6/7 - 4/9 / 4/7) * 8/7
[1953351] ['4/7', '4/9', '5/3', '7/2', '8/3'] -> 8/3 / (4/9 + 5/3 - 4/7 * 7/2)
[1953360] ['4/7', '4/9', '5/3', '7/3', '7/3'] -> (4/7 + 5/3 + 7/3) / 4/9 * 7/3
[1953380] ['4/7', '4/9', '5/3', '7/4', '8/3'] -> 8/3 / ((4/7 + 4/9) * 7/4 - 5/3)
[1953417] ['4/7', '4/9', '5/3', '7/8', '8/5'] -> 5/3 / (4/7 - 4/9) / 7/8 * 8/5
[1953421] ['4/7', '4/9', '5/3', '7/8', '9/4'] -> 5/3 / (4/7 - 4/9 / 7/8) - 9/4
[1953426] ['4/7', '4/9', '5/3', '7/9', '8/3'] -> 8/3 / (5/3 - 4/9 / 4/7 - 7/9)
[1953440] ['4/7', '4/9', '5/3', '8/3', '9/4'] -> 8/3 / (4/9 - 4/7 / 5/3) - 9/4
[1953445] ['4/7', '4/9', '5/3', '8/5', '8/7'] -> 5/3 * 8/5 / (4/7 - 4/9) * 8/7
[1953460] ['4/7', '4/9', '5/3', '8/9', '9/2'] -> (8/9 / (4/7 - 4/9) - 5/3) * 9/2
[1953461] ['4/7', '4/9', '5/3', '8/9', '9/4'] -> 5/3 / (4/7 * 8/9 - 4/9) - 9/4
[1953504] ['4/7', '4/9', '5/4', '5/6', '5/7'] -> 5/7 / ((4/7 / 4/9 - 5/4) * 5/6)
[1953508] ['4/7', '4/9', '5/4', '5/6', '6/7'] -> 4/7 / (4/9 + 5/6 - 5/4) / 6/7
[1953513] ['4/7', '4/9', '5/4', '5/6', '7/6'] -> 4/7 / (4/9 + 5/6 - 5/4) * 7/6
[1953516] ['4/7', '4/9', '5/4', '5/6', '8/3'] -> 8/3 / (4/9 / 4/7 - 5/6 / 5/4)
[1953518] ['4/7', '4/9', '5/4', '5/6', '8/7'] -> 8/7 / (5/4 * (4/7 - 4/9 / 5/6))
[1953523] ['4/7', '4/9', '5/4', '5/6', '9/7'] -> 9/7 / (5/6 / 4/9 - 4/7 - 5/4)
[1953528] ['4/7', '4/9', '5/4', '5/7', '6/5'] -> 5/7 / (4/7 / 4/9 - 5/4) * 6/5
[1953551] ['4/7', '4/9', '5/4', '5/8', '7/3'] -> 4/7 / (5/8 / 5/4 - 4/9) * 7/3
[1953590] ['4/7', '4/9', '5/4', '6/5', '7/5'] -> 6/5 / (4/7 / 4/9 - 5/4) / 7/5
[1953596] ['4/7', '4/9', '5/4', '6/5', '8/7'] -> 8/7 / (5/4 * (4/7 - 4/9 * 6/5))
[1953613] ['4/7', '4/9', '5/4', '6/7', '8/7'] -> 8/7 / (6/7 - 4/9 * (4/7 + 5/4))
[1953646] ['4/7', '4/9', '5/4', '7/3', '9/2'] -> 4/9 / (4/7 * 7/3 - 5/4) * 9/2
[1953681] ['4/7', '4/9', '5/4', '7/6', '8/3'] -> 8/3 / (4/7 * 7/6 - 4/9 * 5/4)
[1953714] ['4/7', '4/9', '5/4', '8/3', '8/9'] -> 8/9 / (4/7 * (5/4 - 4/9 * 8/3))
[1953716] ['4/7', '4/9', '5/4', '8/3', '9/4'] -> 5/4 * 8/3 / (4/7 - 4/9) - 9/4
[1953735] ['4/7', '4/9', '5/4', '8/9', '8/9'] -> 8/9 / (4/7 / 4/9 - 5/4) - 8/9
[1953739] ['4/7', '4/9', '5/4', '8/9', '9/7'] -> 9/7 / (4/9 * 5/4 / 8/9 - 4/7)
[1953741] ['4/7', '4/9', '5/4', '9/2', '9/2'] -> 9/2 / (5/4 / 4/7 - 4/9 * 9/2)
[1953744] ['4/7', '4/9', '5/4', '9/2', '9/7'] -> 9/7 / (5/4 / 4/9 / 9/2 - 4/7)
[1953758] ['4/7', '4/9', '5/6', '5/6', '5/8'] -> 5/6 / (5/6 - 4/9 / 4/7) / 5/8
[1953770] ['4/7', '4/9', '5/6', '5/6', '8/5'] -> 5/6 / (5/6 - 4/9 / 4/7) * 8/5
[1953771] ['4/7', '4/9', '5/6', '5/6', '8/7'] -> 8/7 / (4/9 - 4/7 * 5/6 * 5/6)
[1953774] ['4/7', '4/9', '5/6', '5/6', '9/4'] -> 5/6 / (4/7 * 5/6 - 4/9) - 9/4
[1953780] ['4/7', '4/9', '5/6', '5/7', '5/9'] -> 4/9 / (5/6 - 4/7 / 5/7) / 5/9
[1953796] ['4/7', '4/9', '5/6', '5/7', '9/5'] -> 4/9 / (5/6 - 4/7 / 5/7) * 9/5
[1953797] ['4/7', '4/9', '5/6', '5/7', '9/7'] -> 9/7 / ((5/6 * 5/7 - 4/7) / 4/9)
[1953800] ['4/7', '4/9', '5/6', '5/8', '5/9'] -> 5/9 / (4/9 * 5/6 / 4/7 - 5/8)
[1953812] ['4/7', '4/9', '5/6', '5/8', '8/7'] -> 8/7 / (5/6 / 5/8 - 4/7 / 4/9)
[1953828] ['4/7', '4/9', '5/6', '5/9', '7/9'] -> 4/7 / (5/6 * 5/9 - 4/9) * 7/9
[1953829] ['4/7', '4/9', '5/6', '5/9', '8/3'] -> 8/3 / (4/9 / 4/7 - 5/9 / 5/6)
[1953848] ['4/7', '4/9', '5/6', '6/5', '8/5'] -> 8/5 / ((5/6 - 4/9 / 4/7) * 6/5)
[1953849] ['4/7', '4/9', '5/6', '6/5', '8/7'] -> 8/7 / (4/9 - 4/7 * 5/6 / 6/5)
[1953852] ['4/7', '4/9', '5/6', '6/5', '9/4'] -> 5/6 / (4/7 / 6/5 - 4/9) - 9/4
