[241979] ['1/3', '1/4', '5/9', '6/7', '6/7'] -> 6/7 / (1/4 * (5/9 * 6/7 - 1/3))
[268907] ['1/3', '1/6', '5/6', '8/7', '8/7'] -> 8/7 / (1/3 * (8/7 - 1/6 - 5/6))
[268914] ['1/3', '1/6', '5/6', '8/9', '8/9'] -> 8/9 / 1/3 / (1/6 + 5/6 - 8/9)
[268915] ['1/3', '1/6', '5/6', '8/9', '9/2'] -> (1/6 + (5/6 + 8/9) / 1/3) * 9/2
[268917] ['1/3', '1/6', '5/6', '8/9', '9/5'] -> 5/6 * 8/9 / 1/3 / 1/6 * 9/5
[268928] ['1/3', '1/6', '5/6', '9/4', '9/8'] -> 9/4 / (5/6 - 1/3) / 1/6 / 9/8
[268929] ['1/3', '1/6', '5/6', '9/5', '9/5'] -> (5/6 / 1/3 + 9/5) / 1/6 - 9/5
[268931] ['1/3', '1/6', '5/6', '9/5', '9/8'] -> 5/6 * 9/5 / 1/3 / 1/6 / 9/8
[268932] ['1/3', '1/6', '5/6', '9/7', '9/7'] -> (5/6 / 1/3 + 9/7) / 1/6 + 9/7
[268935] ['1/3', '1/6', '5/7', '5/7', '5/7'] -> (5/7 / 1/3 + 5/7) / 1/6 / 5/7
[268942] ['1/3', '1/6', '5/7', '5/7', '7/4'] -> 5/7 / 5/7 / (1/3 - 1/6 * 7/4)
[268943] ['1/3', '1/6', '5/7', '5/7', '7/5'] -> (5/7 / 1/3 + 5/7) / 1/6 * 7/5
[268952] ['1/3', '1/6', '5/7', '5/7', '9/4'] -> 5/7 / 5/7 / (1/6 * 9/4 - 1/3)
[268959] ['1/3', '1/6', '5/7', '5/8', '6/7'] -> 5/7 / 1/3 / 1/6 / 5/8 / 6/7
[268960] ['1/3', '1/6', '5/7', '5/8', '7/2'] -> 5/7 / (1/3 - 1/6) / 5/8 * 7/2
[268964] ['1/3', '1/6', '5/7', '5/8', '7/6'] -> 5/7 / 1/3 / 1/6 / 5/8 * 7/6
[268969] ['1/3', '1/6', '5/7', '5/8', '8/7'] -> 8/7 / (5/7 * (1/3 - 1/6 / 5/8))
[268981] ['1/3', '1/6', '5/7', '5/9', '7/4'] -> 1/3 / (1/6 + 5/9 - 5/7) / 7/4
[268988] ['1/3', '1/6', '5/7', '5/9', '8/7'] -> (5/7 + 5/9) / 1/3 / 1/6 + 8/7
[269006] ['1/3', '1/6', '5/7', '6/5', '8/7'] -> 8/7 / (1/3 * 1/6 * 5/7 * 6/5)
[269014] ['1/3', '1/6', '5/7', '6/7', '7/2'] -> (5/7 / 1/6 + 6/7 / 1/3) * 7/2
[269015] ['1/3', '1/6', '5/7', '6/7', '7/3'] -> (5/7 / 1/6 - 6/7) / 1/3 * 7/3
[269016] ['1/3', '1/6', '5/7', '6/7', '7/4'] -> (5/7 / 1/3 / 1/6 + 6/7) * 7/4
[269021] ['1/3', '1/6', '5/7', '6/7', '8/3'] -> 8/3 / (1/3 * 5/7 / 6/7 - 1/6)
[269022] ['1/3', '1/6', '5/7', '6/7', '8/5'] -> 5/7 / 1/3 / 1/6 / 6/7 * 8/5
[269025] ['1/3', '1/6', '5/7', '6/7', '9/2'] -> (1/3 + 5/7 / 1/6 / 6/7) * 9/2
[269031] ['1/3', '1/6', '5/7', '7/2', '7/3'] -> ((1/6 + 7/2) / 1/3 - 5/7) * 7/3
[269038] ['1/3', '1/6', '5/7', '7/2', '8/5'] -> 5/7 * 7/2 / (1/3 - 1/6) * 8/5
[269044] ['1/3', '1/6', '5/7', '7/2', '9/7'] -> (5/7 + 7/2) / (1/3 - 1/6) - 9/7
[269053] ['1/3', '1/6', '5/7', '7/3', '8/5'] -> (1/3 + 7/3) / 1/6 / 5/7 + 8/5
[269056] ['1/3', '1/6', '5/7', '7/3', '9/2'] -> (5/7 - 1/3) * 7/3 / 1/6 * 9/2
[269062] ['1/3', '1/6', '5/7', '7/4', '7/5'] -> 7/5 / ((1/3 - 1/6 * 7/4) / 5/7)
[269066] ['1/3', '1/6', '5/7', '7/4', '8/3'] -> 8/3 / (1/6 * (5/7 - 1/3) * 7/4)
[269072] ['1/3', '1/6', '5/7', '7/4', '9/5'] -> 9/5 / (1/6 * 7/4 / 5/7 - 1/3)
[269073] ['1/3', '1/6', '5/7', '7/4', '9/7'] -> 9/7 / (1/6 * 7/4 - 1/3 * 5/7)
[269079] ['1/3', '1/6', '5/7', '7/5', '8/3'] -> 8/3 / (1/6 * (5/7 * 7/5 - 1/3))
[269091] ['1/3', '1/6', '5/7', '7/6', '8/3'] -> 8/3 / (1/3 * 5/7 * 7/6 - 1/6)
[269092] ['1/3', '1/6', '5/7', '7/6', '8/5'] -> 5/7 * 7/6 / 1/3 / 1/6 * 8/5
[269095] ['1/3', '1/6', '5/7', '7/6', '9/2'] -> (1/3 + 5/7 * 7/6 / 1/6) * 9/2
[269098] ['1/3', '1/6', '5/7', '7/6', '9/7'] -> (5/7 + 7/6 / 1/3) / 1/6 - 9/7
[269103] ['1/3', '1/6', '5/7', '7/8', '8/5'] -> 8/5 / (1/3 - 1/6 / 5/7 / 7/8)
[269104] ['1/3', '1/6', '5/7', '7/8', '8/7'] -> 8/7 / (1/3 * 5/7 - 1/6 / 7/8)
[269115] ['1/3', '1/6', '5/7', '7/9', '8/9'] -> 8/9 / (1/6 * (5/7 * 7/9 - 1/3))
[269116] ['1/3', '1/6', '5/7', '7/9', '9/2'] -> (1/3 + 5/7 * 7/9) / 1/6 * 9/2
[269121] ['1/3', '1/6', '5/7', '8/3', '8/3'] -> 8/3 / (1/3 - 1/6 / 5/7) - 8/3
[269122] ['1/3', '1/6', '5/7', '8/3', '8/5'] -> 8/5 - 8/3 / (1/6 - 1/3) / 5/7
[269131] ['1/3', '1/6', '5/7', '8/5', '8/7'] -> 8/7 / (5/7 * (1/3 - 1/6 * 8/5))
[269138] ['1/3', '1/6', '5/7', '8/7', '8/7'] -> 8/7 / (1/3 * 5/7 - 1/6 * 8/7)
[269143] ['1/3', '1/6', '5/7', '8/7', '9/7'] -> (5/7 + 8/7 / 1/6) / 1/3 + 9/7
[269163] ['1/3', '1/6', '5/7', '9/7', '9/7'] -> (5/7 + 9/7 / 1/6) / 1/3 - 9/7
[269172] ['1/3', '1/6', '5/8', '5/8', '7/4'] -> 5/8 / 5/8 / (1/3 - 1/6 * 7/4)
[269173] ['1/3', '1/6', '5/8', '5/8', '7/5'] -> 7/5 / (1/6 / 5/8 - 1/3 * 5/8)
[269175] ['1/3', '1/6', '5/8', '5/8', '7/8'] -> 7/8 / (1/6 - 1/3 * 5/8 * 5/8)
[269182] ['1/3', '1/6', '5/8', '5/8', '9/4'] -> 5/8 / 5/8 / (1/6 * 9/4 - 1/3)
[269183] ['1/3', '1/6', '5/8', '5/8', '9/5'] -> 9/5 / (1/3 / 5/8 + 1/6 - 5/8)
[269187] ['1/3', '1/6', '5/8', '5/9', '6/5'] -> 1/3 / (5/8 - 5/9) / 1/6 / 6/5
[269189] ['1/3', '1/6', '5/8', '5/9', '7/2'] -> 7/2 / (1/3 - 1/6 * 5/8 / 5/9)
[269190] ['1/3', '1/6', '5/8', '5/9', '7/3'] -> 7/3 / (1/3 + 5/9 - 1/6 - 5/8)
[269195] ['1/3', '1/6', '5/8', '5/9', '7/9'] -> 7/9 / (1/3 * (1/6 + 5/9 - 5/8))
[269199] ['1/3', '1/6', '5/8', '5/9', '8/9'] -> 8/9 / ((1/3 - 1/6 / 5/8) * 5/9)
[269200] ['1/3', '1/6', '5/8', '5/9', '9/2'] -> 5/9 / (1/3 - 1/6) / 5/8 * 9/2
[269202] ['1/3', '1/6', '5/8', '5/9', '9/5'] -> 5/9 / (1/3 * 5/8 - 1/6) * 9/5
[269207] ['1/3', '1/6', '5/8', '6/5', '7/2'] -> 7/2 / (5/8 * (1/3 * 6/5 - 1/6))
[269211] ['1/3', '1/6', '5/8', '6/5', '7/6'] -> 7/6 / ((5/8 - 1/6) / 6/5 - 1/3)
[269225] ['1/3', '1/6', '5/8', '6/7', '7/3'] -> 7/3 / (5/8 - 1/6 / 6/7 - 1/3)
[269228] ['1/3', '1/6', '5/8', '6/7', '7/6'] -> 6/7 / (1/3 * 5/8 - 1/6) * 7/6
[269235] ['1/3', '1/6', '5/8', '6/7', '9/2'] -> 9/2 / (1/3 * (5/8 / 6/7 - 1/6))
[269242] ['1/3', '1/6', '5/8', '7/2', '7/4'] -> (1/3 * 5/8 + 7/2) / 1/6 + 7/4
[269243] ['1/3', '1/6', '5/8', '7/2', '7/5'] -> 7/2 / (1/3 - 1/6) / 5/8 / 7/5
[269252] ['1/3', '1/6', '5/8', '7/2', '9/4'] -> (5/8 / 1/6 + 7/2) / 1/3 + 9/4
[269253] ['1/3', '1/6', '5/8', '7/2', '9/5'] -> 5/8 * (1/3 + 7/2 / 1/6) * 9/5
[269254] ['1/3', '1/6', '5/8', '7/2', '9/7'] -> 9/7 / (5/8 - 1/3 / 1/6 / 7/2)
[269271] ['1/3', '1/6', '5/8', '7/4', '7/4'] -> 7/4 / (1/3 * 5/8 - 1/6) / 7/4
[269277] ['1/3', '1/6', '5/8', '7/4', '8/5'] -> 5/8 / (1/3 - 1/6 * 7/4) * 8/5
[269278] ['1/3', '1/6', '5/8', '7/4', '8/7'] -> 8/7 / (1/6 - 1/3 * 5/8 / 7/4)
[269286] ['1/3', '1/6', '5/8', '7/5', '7/6'] -> 7/6 / (1/3 * 1/6 * 5/8 * 7/5)
[269287] ['1/3', '1/6', '5/8', '7/5', '7/8'] -> 7/5 / (1/3 - 1/6 / 5/8) / 7/8
[269289] ['1/3', '1/6', '5/8', '7/5', '8/3'] -> 8/3 / (1/6 * 5/8 * (7/5 - 1/3))
[269291] ['1/3', '1/6', '5/8', '7/5', '8/7'] -> 7/5 / (1/3 - 1/6 / 5/8) * 8/7
[269298] ['1/3', '1/6', '5/8', '7/6', '7/6'] -> 7/6 / (1/3 * 5/8 - 1/6) / 7/6
[269306] ['1/3', '1/6', '5/8', '7/6', '9/4'] -> (7/6 / 1/6 - 1/3) / 5/8 * 9/4
[269309] ['1/3', '1/6', '5/8', '7/6', '9/8'] -> (5/8 + 7/6 / 1/6) / 1/3 + 9/8
[269310] ['1/3', '1/6', '5/8', '7/8', '7/8'] -> 7/8 / (1/3 * 5/8 - 1/6) / 7/8
[269314] ['1/3', '1/6', '5/8', '7/8', '8/7'] -> 7/8 / (1/3 * 5/8 - 1/6) * 8/7
[269315] ['1/3', '1/6', '5/8', '7/8', '8/9'] -> (5/8 + 7/8) / 1/3 / 1/6 * 8/9
[269321] ['1/3', '1/6', '5/8', '7/9', '7/9'] -> 7/9 / ((1/3 * 5/8 - 1/6) * 7/9)
[269322] ['1/3', '1/6', '5/8', '7/9', '8/3'] -> 8/3 / (5/8 * (7/9 - 1/3) - 1/6)
[269323] ['1/3', '1/6', '5/8', '7/9', '8/5'] -> 7/9 / 1/3 / 1/6 / 5/8 + 8/5
[269327] ['1/3', '1/6', '5/8', '7/9', '9/4'] -> (1/3 + 7/9) / 1/6 / 5/8 * 9/4
[269329] ['1/3', '1/6', '5/8', '7/9', '9/7'] -> 9/7 / ((1/3 * 5/8 - 1/6) / 7/9)
[269331] ['1/3', '1/6', '5/8', '8/3', '8/3'] -> 8/3 / ((1/3 * 5/8 - 1/6) * 8/3)
[269335] ['1/3', '1/6', '5/8', '8/3', '9/2'] -> 9/2 / (1/3 * (5/8 - 1/6 / 8/3))
[269336] ['1/3', '1/6', '5/8', '8/3', '9/4'] -> (1/3 + 5/8 + 8/3) / 1/6 + 9/4
[269343] ['1/3', '1/6', '5/8', '8/5', '9/2'] -> 9/2 / (5/8 - 1/6 / 8/5 - 1/3)
[269345] ['1/3', '1/6', '5/8', '8/5', '9/5'] -> 9/5 / (1/3 * 8/5 - (5/8 - 1/6))
[269348] ['1/3', '1/6', '5/8', '8/7', '8/7'] -> 8/7 / ((1/3 * 5/8 - 1/6) * 8/7)
[269358] ['1/3', '1/6', '5/8', '8/9', '9/5'] -> 8/9 / (1/3 - 1/6 / 5/8) * 9/5
[269360] ['1/3', '1/6', '5/8', '8/9', '9/8'] -> 9/8 / ((1/3 * 5/8 - 1/6) / 8/9)
[269361] ['1/3', '1/6', '5/8', '9/2', '9/2'] -> 9/2 / (1/3 * 5/8 - 1/6) / 9/2
[269363] ['1/3', '1/6', '5/8', '9/2', '9/5'] -> 9/2 / (1/3 - 1/6) / 5/8 / 9/5
[269366] ['1/3', '1/6', '5/8', '9/4', '9/4'] -> 9/4 / (1/3 * 5/8 - 1/6) / 9/4
[269370] ['1/3', '1/6', '5/8', '9/5', '9/5'] -> 9/5 / (1/3 * 5/8 - 1/6) / 9/5
[269372] ['1/3', '1/6', '5/8', '9/5', '9/8'] -> 9/5 / (1/3 - 1/6 / 5/8) / 9/8
[269375] ['1/3', '1/6', '5/8', '9/8', '9/8'] -> 9/8 / (1/3 * 5/8 - 1/6) / 9/8
[269376] ['1/3', '1/6', '5/9', '5/9', '5/9'] -> (5/9 / 1/3 + 5/9) / 1/6 / 5/9
[269377] ['1/3', '1/6', '5/9', '5/9', '6/5'] -> (5/9 + 5/9) / 1/3 / 1/6 * 6/5
[269381] ['1/3', '1/6', '5/9', '5/9', '7/4'] -> 5/9 / 5/9 / (1/3 - 1/6 * 7/4)
[269391] ['1/3', '1/6', '5/9', '5/9', '9/4'] -> 5/9 / 5/9 / (1/6 * 9/4 - 1/3)
[269392] ['1/3', '1/6', '5/9', '5/9', '9/5'] -> (5/9 / 1/3 + 5/9) / 1/6 * 9/5
[269421] ['1/3', '1/6', '5/9', '6/7', '8/3'] -> 8/3 / (1/3 * (5/9 - 1/6) * 6/7)
[269430] ['1/3', '1/6', '5/9', '7/2', '7/2'] -> (5/9 / 1/6 + 7/2) / 1/3 + 7/2
[269431] ['1/3', '1/6', '5/9', '7/2', '7/3'] -> (1/3 + 5/9 + 7/2) / 1/6 - 7/3
[269432] ['1/3', '1/6', '5/9', '7/2', '7/4'] -> 1/3 / (1/6 - 5/9 / 7/2) / 7/4
[269436] ['1/3', '1/6', '5/9', '7/2', '7/9'] -> (1/3 + 5/9) * 7/2 / 1/6 / 7/9
[269440] ['1/3', '1/6', '5/9', '7/2', '8/9'] -> 7/2 / (5/9 - 1/6) / 1/3 * 8/9
[269444] ['1/3', '1/6', '5/9', '7/2', '9/7'] -> 9/7 / (1/6 / (1/3 + 5/9) / 7/2)
[269445] ['1/3', '1/6', '5/9', '7/2', '9/8'] -> 7/2 / (5/9 - 1/6) / 1/3 / 9/8
[269456] ['1/3', '1/6', '5/9', '7/3', '9/2'] -> (5/9 / 1/6 + 7/3 - 1/3) * 9/2
[269458] ['1/3', '1/6', '5/9', '7/3', '9/5'] -> (1/3 + 7/3 / 1/6) / 5/9 - 9/5
[269462] ['1/3', '1/6', '5/9', '7/4', '7/5'] -> 7/5 / ((1/3 - 1/6 / 5/9) * 7/4)
[269465] ['1/3', '1/6', '5/9', '7/4', '7/9'] -> 7/9 / ((1/3 * 5/9 - 1/6) * 7/4)
[269470] ['1/3', '1/6', '5/9', '7/4', '9/2'] -> (1/3 + 7/4 / 1/6) / 5/9 + 9/2
[269472] ['1/3', '1/6', '5/9', '7/4', '9/5'] -> 5/9 / (1/3 - 1/6 * 7/4) * 9/5
[269479] ['1/3', '1/6', '5/9', '7/5', '8/3'] -> (1/3 / 5/9 + 7/5 / 1/6) * 8/3
[269494] ['1/3', '1/6', '5/9', '7/6', '8/9'] -> 8/9 / (1/3 * (7/6 - 5/9) - 1/6)
[269496] ['1/3', '1/6', '5/9', '7/6', '9/4'] -> (1/3 + (5/9 + 7/6) / 1/6) * 9/4
[269501] ['1/3', '1/6', '5/9', '7/8', '7/9'] -> 7/9 / (1/6 * (5/9 - 1/3) * 7/8)
[269502] ['1/3', '1/6', '5/9', '7/8', '8/3'] -> 8/3 / ((5/9 - 1/6) / 7/8 - 1/3)
[269507] ['1/3', '1/6', '5/9', '7/8', '9/4'] -> 7/8 / (1/3 - 1/6 / 5/9) - 9/4
[269514] ['1/3', '1/6', '5/9', '7/9', '8/7'] -> 7/9 / (5/9 - 1/3) / 1/6 * 8/7
[269516] ['1/3', '1/6', '5/9', '7/9', '9/2'] -> (5/9 / 1/3 - 7/9) / 1/6 * 9/2
[269517] ['1/3', '1/6', '5/9', '7/9', '9/4'] -> (7/9 / 1/3 - 5/9) / 1/6 * 9/4
[269526] ['1/3', '1/6', '5/9', '8/3', '9/4'] -> (8/3 - 1/3 - 5/9) / 1/6 * 9/4
[269527] ['1/3', '1/6', '5/9', '8/3', '9/5'] -> 5/9 / (1/6 - 1/3 / 8/3) * 9/5
[269529] ['1/3', '1/6', '5/9', '8/3', '9/8'] -> 9/8 / (1/6 / (1/3 + 5/9 + 8/3))
[269532] ['1/3', '1/6', '5/9', '8/5', '8/9'] -> 8/9 / (5/9 * (1/3 - 1/6 * 8/5))
[269533] ['1/3', '1/6', '5/9', '8/5', '9/2'] -> 5/9 * 8/5 / (1/3 - 1/6) * 9/2
[269543] ['1/3', '1/6', '5/9', '8/7', '9/7'] -> 8/7 / (5/9 - 1/3) / 1/6 / 9/7
[269545] ['1/3', '1/6', '5/9', '8/9', '8/9'] -> 8/9 / (1/3 * 5/9 - 1/6 * 8/9)
[269547] ['1/3', '1/6', '5/9', '8/9', '9/4'] -> (1/3 + 5/9 + 8/9) / 1/6 * 9/4
[269548] ['1/3', '1/6', '5/9', '8/9', '9/5'] -> 9/5 / (1/3 / 8/9 - 1/6 / 5/9)
[269570] ['1/3', '1/6', '6/5', '6/5', '7/4'] -> 6/5 / 6/5 / (1/3 - 1/6 * 7/4)
[269571] ['1/3', '1/6', '6/5', '6/5', '7/5'] -> (6/5 + 6/5) / (1/3 - 1/6 * 7/5)
[269580] ['1/3', '1/6', '6/5', '6/5', '9/4'] -> 6/5 / 6/5 / (1/6 * 9/4 - 1/3)
[269612] ['1/3', '1/6', '6/5', '7/2', '9/2'] -> (1/3 + 7/2 / 6/5) / 1/6 + 9/2
[269613] ['1/3', '1/6', '6/5', '7/2', '9/4'] -> 7/2 / (1/3 - 1/6 * 6/5) - 9/4
[269621] ['1/3', '1/6', '6/5', '7/3', '7/8'] -> 7/3 / (1/3 / 6/5 - 1/6) / 7/8
[269627] ['1/3', '1/6', '6/5', '7/3', '9/2'] -> (7/3 / 6/5 - 1/6) / 1/3 * 9/2
[269637] ['1/3', '1/6', '6/5', '7/4', '8/3'] -> 7/4 / (1/3 - 1/6 / 6/5) * 8/3
[269638] ['1/3', '1/6', '6/5', '7/4', '8/5'] -> (1/3 + 7/4) / (1/6 / 6/5) * 8/5
[269641] ['1/3', '1/6', '6/5', '7/4', '9/2'] -> 9/2 / (1/6 * (7/4 / 6/5 - 1/3))
[269642] ['1/3', '1/6', '6/5', '7/4', '9/4'] -> 7/4 / 1/3 / 1/6 / 6/5 - 9/4
[269648] ['1/3', '1/6', '6/5', '7/5', '7/8'] -> 7/5 / 1/3 / 1/6 / 6/5 / 7/8
[269650] ['1/3', '1/6', '6/5', '7/5', '8/3'] -> (1/3 + 7/5 / 6/5) / 1/6 * 8/3
[269652] ['1/3', '1/6', '6/5', '7/5', '8/7'] -> 7/5 / 1/3 / 1/6 / 6/5 * 8/7
[269654] ['1/3', '1/6', '6/5', '7/5', '9/2'] -> (7/5 - 1/3) / 1/6 / 6/5 * 9/2
[269668] ['1/3', '1/6', '6/5', '7/6', '9/5'] -> 6/5 + 7/6 / 1/3 / 1/6 + 9/5
[269677] ['1/3', '1/6', '6/5', '7/8', '9/2'] -> 9/2 / (1/3 * (7/8 / 6/5 - 1/6))
[269679] ['1/3', '1/6', '6/5', '7/8', '9/5'] -> 9/5 / (6/5 + 7/8 - 1/3 / 1/6)
[269683] ['1/3', '1/6', '6/5', '7/9', '8/3'] -> 8/3 / (6/5 * (1/3 * 7/9 - 1/6))
[269692] ['1/3', '1/6', '6/5', '8/3', '8/3'] -> 6/5 * (8/3 - 1/6) / 1/3 * 8/3
[269693] ['1/3', '1/6', '6/5', '8/3', '8/5'] -> (1/3 + 8/3) / 1/6 / 6/5 * 8/5
[269695] ['1/3', '1/6', '6/5', '8/3', '8/9'] -> 8/9 / (1/6 * 8/3 / 6/5 - 1/3)
[269702] ['1/3', '1/6', '6/5', '8/5', '8/7'] -> 8/7 / (1/6 - 1/3 / (6/5 + 8/5))
[269719] ['1/3', '1/6', '6/5', '8/9', '9/5'] -> 8/9 / 1/3 / 1/6 / 6/5 * 9/5
[269722] ['1/3', '1/6', '6/5', '9/2', '9/2'] -> 6/5 * (9/2 - 1/3 * 1/6) * 9/2
[269737] ['1/3', '1/6', '6/7', '6/7', '6/7'] -> (6/7 / 1/3 + 6/7) / 1/6 / 6/7
[269740] ['1/3', '1/6', '6/7', '6/7', '7/4'] -> 6/7 / 6/7 / (1/3 - 1/6 * 7/4)
[269741] ['1/3', '1/6', '6/7', '6/7', '7/5'] -> (6/7 + 6/7) / (1/3 / 7/5 - 1/6)
[269742] ['1/3', '1/6', '6/7', '6/7', '7/6'] -> (6/7 / 1/3 + 6/7) / 1/6 * 7/6
[269744] ['1/3', '1/6', '6/7', '6/7', '7/9'] -> (6/7 + 6/7) / 1/3 / 1/6 * 7/9
[269746] ['1/3', '1/6', '6/7', '6/7', '8/5'] -> 6/7 / 6/7 / (1/3 / 8/5 - 1/6)
[269747] ['1/3', '1/6', '6/7', '6/7', '8/7'] -> 8/7 / (1/3 - 1/6 * (6/7 + 6/7))
[269750] ['1/3', '1/6', '6/7', '6/7', '9/4'] -> 6/7 / 6/7 / (1/6 * 9/4 - 1/3)
[269752] ['1/3', '1/6', '6/7', '6/7', '9/7'] -> (6/7 + 6/7) / 1/3 / 1/6 / 9/7
[269763] ['1/3', '1/6', '6/7', '7/2', '8/7'] -> 8/7 / (1/6 * 6/7 - 1/3 / 7/2)
[269764] ['1/3', '1/6', '6/7', '7/2', '8/9'] -> (1/3 + 7/2 / 1/6) / 6/7 - 8/9
[269770] ['1/3', '1/6', '6/7', '7/3', '7/3'] -> 6/7 * (7/3 - 1/3) / 1/6 * 7/3
[269772] ['1/3', '1/6', '6/7', '7/3', '7/5'] -> (6/7 + 7/3 - 1/3) / 1/6 * 7/5
[269775] ['1/3', '1/6', '6/7', '7/3', '7/9'] -> (1/3 + 7/3) / 1/6 / 6/7 / 7/9
[269776] ['1/3', '1/6', '6/7', '7/3', '8/3'] -> 8/3 / (1/3 * 1/6 * 6/7 * 7/3)
[269778] ['1/3', '1/6', '6/7', '7/3', '8/7'] -> 8/7 / (6/7 * (1/6 * 7/3 - 1/3))
[269783] ['1/3', '1/6', '6/7', '7/3', '9/7'] -> (1/3 + 7/3) / 1/6 / 6/7 * 9/7
[269787] ['1/3', '1/6', '6/7', '7/4', '7/6'] -> 6/7 / (1/3 - 1/6 * 7/4) * 7/6
[269792] ['1/3', '1/6', '6/7', '7/4', '8/7'] -> 8/7 / (1/3 / 7/4 - 1/6 * 6/7)
[269793] ['1/3', '1/6', '6/7', '7/4', '8/9'] -> 6/7 * 7/4 / 1/3 / 1/6 * 8/9
[269794] ['1/3', '1/6', '6/7', '7/4', '9/2'] -> (6/7 / 1/6 + 1/3 / 7/4) * 9/2
[269798] ['1/3', '1/6', '6/7', '7/4', '9/8'] -> 6/7 * 7/4 / 1/3 / 1/6 / 9/8
[269803] ['1/3', '1/6', '6/7', '7/5', '8/3'] -> 8/3 / (1/3 / 6/7 / 7/5 - 1/6)
[269804] ['1/3', '1/6', '6/7', '7/5', '8/5'] -> 8/5 / (1/3 * 1/6 * 6/7 * 7/5)
[269815] ['1/3', '1/6', '6/7', '7/6', '8/3'] -> 8/3 / (1/6 * (6/7 * 7/6 - 1/3))
[269817] ['1/3', '1/6', '6/7', '7/6', '8/7'] -> 8/7 / 1/3 / (7/6 - 1/6 - 6/7)
[269836] ['1/3', '1/6', '6/7', '7/9', '8/3'] -> 8/3 / ((1/3 - 1/6) * 6/7 * 7/9)
[269839] ['1/3', '1/6', '6/7', '7/9', '8/9'] -> 8/9 / (1/3 * 1/6 * 6/7 * 7/9)
[269852] ['1/3', '1/6', '6/7', '8/3', '9/7'] -> 9/7 / ((1/3 - 1/6) * 6/7 / 8/3)
[269873] ['1/3', '1/6', '6/7', '8/9', '9/7'] -> 9/7 / (1/3 * 1/6 * 6/7 / 8/9)
[269878] ['1/3', '1/6', '6/7', '9/2', '9/7'] -> (9/2 - 1/3 * 6/7) / 1/6 - 9/7
[269882] ['1/3', '1/6', '6/7', '9/4', '9/7'] -> 9/7 / (1/6 * (6/7 / 1/3 - 9/4))
[269888] ['1/3', '1/6', '6/7', '9/7', '9/8'] -> 9/7 / 1/3 / 1/6 / 6/7 / 9/8
[269891] ['1/3', '1/6', '7/2', '7/2', '7/3'] -> 7/2 / 1/3 * (7/3 - 1/6 / 7/2)
[269895] ['1/3', '1/6', '7/2', '7/2', '7/8'] -> 7/2 / 1/3 / 1/6 / (7/2 - 7/8)
[269898] ['1/3', '1/6', '7/2', '7/2', '8/5'] -> 7/2 / 7/2 / (1/3 / 8/5 - 1/6)
[269899] ['1/3', '1/6', '7/2', '7/2', '8/7'] -> 8/7 / (1/3 / 7/2 - 1/6 / 7/2)
[269902] ['1/3', '1/6', '7/2', '7/2', '9/4'] -> 7/2 / 7/2 / (1/6 * 9/4 - 1/3)
[269907] ['1/3', '1/6', '7/2', '7/3', '7/4'] -> 7/2 * (7/3 - 1/3) / 1/6 / 7/4
[269909] ['1/3', '1/6', '7/2', '7/3', '7/6'] -> (7/2 / 1/6 + 7/3 / 1/3) / 7/6
[269911] ['1/3', '1/6', '7/2', '7/3', '7/9'] -> (7/2 / (1/3 - 1/6) - 7/3) / 7/9
[269918] ['1/3', '1/6', '7/2', '7/3', '9/5'] -> ((1/6 + 7/2) / 1/3 + 7/3) * 9/5
[269919] ['1/3', '1/6', '7/2', '7/3', '9/7'] -> (7/2 / (1/3 - 1/6) - 7/3) * 9/7
[269921] ['1/3', '1/6', '7/2', '7/4', '7/4'] -> (7/2 + 7/4 / 1/6) / 1/3 / 7/4
[269923] ['1/3', '1/6', '7/2', '7/4', '7/6'] -> (7/4 / 1/3 / 1/6 - 7/2) / 7/6
[269925] ['1/3', '1/6', '7/2', '7/4', '7/9'] -> (1/6 + 7/2 / 1/3) * 7/4 / 7/9
[269931] ['1/3', '1/6', '7/2', '7/4', '9/4'] -> 7/2 / 1/6 + 7/4 / 1/3 - 9/4
[269933] ['1/3', '1/6', '7/2', '7/4', '9/7'] -> (1/6 + 7/2 / 1/3) * 7/4 * 9/7
[269950] ['1/3', '1/6', '7/2', '7/6', '7/9'] -> (7/2 - 1/3 * 7/6) / 1/6 / 7/9
[269951] ['1/3', '1/6', '7/2', '7/6', '8/3'] -> 8/3 / 1/6 / (1/3 + 7/6 / 7/2)
[269954] ['1/3', '1/6', '7/2', '7/6', '8/9'] -> (1/3 + 7/2 / 1/6) * 7/6 - 8/9
[269956] ['1/3', '1/6', '7/2', '7/6', '9/4'] -> 7/2 / 1/3 / 1/6 / 7/6 / 9/4
[269969] ['1/3', '1/6', '7/2', '7/8', '9/7'] -> 9/7 / ((1/3 - 1/6 * 7/8) / 7/2)
[269971] ['1/3', '1/6', '7/2', '7/9', '7/9'] -> (7/2 / 1/6 - 7/9 / 1/3) / 7/9
[269974] ['1/3', '1/6', '7/2', '7/9', '8/7'] -> (1/3 + 7/2 / 1/6) / 7/9 / 8/7
[269975] ['1/3', '1/6', '7/2', '7/9', '8/9'] -> 7/2 / (1/3 - 1/6) / 7/9 * 8/9
[269979] ['1/3', '1/6', '7/2', '7/9', '9/7'] -> (7/2 / 1/6 - 7/9 / 1/3) * 9/7
[269980] ['1/3', '1/6', '7/2', '7/9', '9/8'] -> 7/2 / (1/3 - 1/6) / 7/9 / 9/8
