[1873325] ['3/8', '5/8', '7/2', '7/4', '7/4'] -> 7/2 / ((7/4 - (5/8 / 3/8)) * /4
[1946549] ['4/5', '7/4', '7/4', '8/7', '9/2'] -> 9/2 / (7/4 / 4/5 - 7/4 * 8/7)
[1946566] ['4/5', '7/4', '7/4', '9/4', '9/5'] -> 9/5 / (7/4 * (9/4 - 7/4) - 4/5)
[1946576] ['4/5', '7/4', '7/5', '7/5', '7/6'] -> (7/5 / (7/4 * (7/6 / 7/5)) - 4/5))
[1946579] ['4/5', '7/4', '7/5', '7/5', '8/3'] -> (7/5 + 7/5) / (8/3 - 4/5 - 7/4)
[1946580] ['4/5', '7/4', '7/5', '7/5', '8/5'] -> (4/5 + 7/5 + 7/5) / (7/4 - 8/5)
[1946583] ['4/5', '7/4', '7/5', '7/5', '9/2'] -> 4/5 * 9/2 / (7/5 - 7/4 / 7/5)
[1946601] ['4/5', '7/4', '7/5', '7/8', '7/9'] -> 7/5 / (((7/4 - 4/5) - 7/8) * /9
)[1946606] ['4/5', '7/4', '7/5', '7/8', '9/2'] -> 4/5 / (7/4 - 7/5 / 7/8) * 9/2
[1946609] ['4/5', '7/4', '7/5', '7/8', '9/7'] -> 7/5 / (7/4 - 4/5 - 7/8) * 9/7
[1946635] ['4/5', '7/4', '7/5', '8/5', '9/5'] -> 9/5 / (7/4 - 7/5 / 8/5 - 4/5)
[1946640] ['4/5', '7/4', '7/5', '8/7', '9/2'] -> 4/5 / (7/4 - 7/5 * 8/7) * 9/2
[1946666] ['4/5', '7/4', '7/6', '7/6', '7/6'] -> 7/6 / (7/4 - 7/6 * 7/6 / 4/5)
[1946675] ['4/5', '7/4', '7/6', '7/6', '9/5'] -> 9/5 / (7/4 * 7/6 - 4/5 - 7/6)
[1946681] ['4/5', '7/4', '7/6', '7/8', '8/5'] -> 8/5 / (4/5 * 7/4 - 7/6 / 7/8)
[1946690] ['4/5', '7/4', '7/6', '7/9', '8/3'] -> 7/4 / (7/6 - 7/9 / 4/5) * 8/3
[1946735] ['4/5', '7/4', '7/6', '9/4', '9/5'] -> 9/5 / (7/6 * 9/4 - 4/5 - 7/4)
[1946736] ['4/5', '7/4', '7/6', '9/4', '9/7'] -> 9/7 * 7/6 / (9/4 - 7/4 / 4/5)
[1946738] ['4/5', '7/4', '7/6', '9/5', '9/5'] -> 9/5 / (7/4 / (4/5 * /6) - 9/5)
[1946739] ['4/5', '7/4', '7/6', '9/5', '9/7'] -> 9/7 * 7/6 * 4/5 / (9/5 - 7/4)
[1946746] ['4/5', '7/4', '7/8', '7/8', '8/3'] -> 7/4 / ((7/8 - 4/5) * /8) - 8/3
[1946769] ['4/5', '7/4', '7/8', '8/3', '9/2'] -> (7/4 / 7/8 + 8/3 / 4/5) * 9/2
[1946777] ['4/5', '7/4', '7/8', '8/5', '9/2'] -> 8/5 / (4/5 - 7/8 / 7/4) * 9/2
[1946779] ['4/5', '7/4', '7/8', '8/5', '9/5'] -> 9/5 / (4/5 + 7/4 - 7/8 - 8/5)
[1946781] ['4/5', '7/4', '7/8', '8/5', '9/8'] -> 9/8 * 8/5 / (7/4 - 4/5 - 7/8)
[1946791] ['4/5', '7/4', '7/8', '8/9', '9/4'] -> 7/4 / ((7/8 - 4/5) * /9) - 9/4
[1946811] ['4/5', '7/4', '7/9', '7/9', '8/3'] -> 7/4 * 8/3 / (7/9 / 4/5 - 7/9)
[1946820] ['4/5', '7/4', '7/9', '8/3', '8/3'] -> 8/3 / (4/5 * (8/3 - 7/4 - 7/9))
[1946846] ['4/5', '7/4', '7/9', '8/9', '9/4'] -> 7/4 / (7/9 - 4/5 * 8/9) - 9/4
[1946847] ['4/5', '7/4', '7/9', '8/9', '9/5'] -> 9/5 / (7/4 - 7/9 / 8/9 - 4/5)
[1946870] ['4/5', '7/4', '8/3', '8/3', '9/4'] -> (8/3 / 4/5 + 8/3) * (7/4 + 9/4)
[1946874] ['4/5', '7/4', '8/3', '8/5', '8/5'] -> 8/5 / (4/5 * (7/4 - 8/3 / 8/5))
[1946878] ['4/5', '7/4', '8/3', '8/5', '9/4'] -> 8/3 / (8/5 / 4/5 - 7/4) * 9/4
[1946879] ['4/5', '7/4', '8/3', '8/5', '9/5'] -> 8/3 / (8/5 - 4/5 * 7/4) * 9/5
[1946896] ['4/5', '7/4', '8/3', '9/2', '9/4'] -> 7/4 * 8/3 * 9/2 / 4/5 - 9/4
[1946897] ['4/5', '7/4', '8/3', '9/2', '9/5'] -> 4/5 * 8/3 * (7/4 + 9/2) * 9/5
[1946901] ['4/5', '7/4', '8/3', '9/4', '9/5'] -> (7/4 + 9/4) * 8/3 / 4/5 * 9/5
[1946904] ['4/5', '7/4', '8/3', '9/5', '9/5'] -> (4/5 / (9/5 - 7/4) - 8/3) * 9/5
[1946907] ['4/5', '7/4', '8/3', '9/7', '9/7'] -> 9/7 * 8/3 / (7/4 - 9/7 / 4/5)
[1946910] ['4/5', '7/4', '8/5', '8/5', '8/5'] -> (8/5 / 4/5 + 8/5) / (7/4 - 8/5)
[1946915] ['4/5', '7/4', '8/5', '8/5', '9/5'] -> 8/5 / ((7/4 - 8/5) * /5) * 9/5
[1946975] ['4/5', '7/4', '8/9', '8/9', '9/2'] -> 9/2 / ((7/4 - 8/9) / 4/5 - 8/9)
[1946986] ['4/5', '7/4', '8/9', '9/4', '9/5'] -> 9/5 / (7/4 / (8/9 * /4) - 4/5)
[1947001] ['4/5', '7/4', '9/2', '9/4', '9/5'] -> 9/5 / (7/4 * 9/4 / 9/2 - 4/5)
[1947032] ['4/5', '7/5', '7/5', '7/5', '7/8'] -> 7/5 / (7/8 / (7/5 - 4/5) - 7/5)
[1947047] ['4/5', '7/5', '7/5', '7/6', '8/5'] -> 8/5 / (7/5 / 7/5 - 4/5 * 7/6)
[1947062] ['4/5', '7/5', '7/5', '7/8', '9/4'] -> 9/4 / (7/8 / 4/5 - 7/5 / 7/5)
[1947064] ['4/5', '7/5', '7/5', '7/8', '9/7'] -> 9/7 / (7/8 / 7/5 - 4/5 / 7/5)
[1947066] ['4/5', '7/5', '7/5', '7/9', '7/9'] -> (7/9 / (4/5 - 7/9) - 7/5) / 7/5
[1947068] ['4/5', '7/5', '7/5', '7/9', '8/5'] -> (7/5 / (7/9 * (7/5 / 8/5)) - 4/5))
[1947080] ['4/5', '7/5', '7/5', '8/3', '9/2'] -> (7/5 + 7/5 - 4/5) * 8/3 * 9/2
[1947091] ['4/5', '7/5', '7/5', '8/5', '9/7'] -> 7/5 * 9/7 / (7/5 / 8/5 - 4/5)
[1947097] ['4/5', '7/5', '7/5', '8/7', '9/5'] -> 9/5 / (7/5 / (7/5 * /7) - 4/5)
[1947108] ['4/5', '7/5', '7/5', '9/2', '9/5'] -> (7/5 + 9/5) * 9/2 / (7/5 - 4/5)
[1947121] ['4/5', '7/5', '7/6', '7/6', '7/6'] -> 4/5 * 7/6 / (7/5 - 7/6 * 7/6)
[1947136] ['4/5', '7/5', '7/6', '7/8', '8/5'] -> 7/8 / (7/6 / 4/5 - 7/5) * 8/5
[1947140] ['4/5', '7/5', '7/6', '7/8', '9/4'] -> 7/8 / (7/6 / 7/5 - 4/5) - 9/4
[1947146] ['4/5', '7/5', '7/6', '7/9', '8/5'] -> 8/5 / (4/5 + 7/9 / 7/6 - 7/5)
[1947147] ['4/5', '7/5', '7/6', '7/9', '8/7'] -> 8/7 / (7/5 - (4/5 + 7/9) / 7/6)
[1947151] ['4/5', '7/5', '7/6', '7/9', '9/5'] -> 7/9 / (7/6 / 4/5 - 7/5) * 9/5
[1947155] ['4/5', '7/5', '7/6', '8/3', '8/5'] -> 8/5 / (4/5 / 8/3 - (7/5 - 7/6))
[1947190] ['4/5', '7/5', '7/6', '9/4', '9/5'] -> 9/5 / ((7/6 / 7/5 - 4/5) * 9/4)
[1947194] ['4/5', '7/5', '7/6', '9/5', '9/7'] -> 9/5 / (((7/6 / 4/5) - 7/5) * /7
)[1947204] ['4/5', '7/5', '7/8', '7/8', '8/9'] -> 7/5 / (((7/8 - 4/5) * /8) * /9
)[1947206] ['4/5', '7/5', '7/8', '7/8', '9/4'] -> 9/4 / (7/8 - 7/8 / (4/5 * /5)
)[1947209] ['4/5', '7/5', '7/8', '7/8', '9/8'] -> 7/5 / ((7/8 - 4/5) * /8) * 9/8
[1947235] ['4/5', '7/5', '7/8', '8/5', '9/7'] -> 9/7 * 7/5 / (4/5 + 7/8 - 8/5)
[1947242] ['4/5', '7/5', '7/8', '8/7', '9/7'] -> 9/7 / ((4/5 + 7/8) / 7/5 - 8/7)
[1947243] ['4/5', '7/5', '7/8', '8/7', '9/8'] -> 9/8 * 8/7 * 7/5 / (7/8 - 4/5)
[1947266] ['4/5', '7/5', '7/9', '7/9', '8/3'] -> 7/5 * 8/3 / (7/9 - 4/5 * 7/9)
[1947267] ['4/5', '7/5', '7/9', '7/9', '8/5'] -> 8/5 / (4/5 * 7/9 - 7/9 / 7/5)
[1947275] ['4/5', '7/5', '7/9', '8/3', '8/3'] -> 8/3 / (4/5 * (8/3 - 7/9) - 7/5)
[1947284] ['4/5', '7/5', '7/9', '8/5', '8/5'] -> 8/5 / ((4/5 - 7/9) * (7/5 + 8/5))
[1947303] ['4/5', '7/5', '7/9', '8/9', '9/7'] -> 9/7 * 7/5 / (7/9 / 8/9 - 4/5)
[1947321] ['4/5', '7/5', '8/3', '8/3', '8/5'] -> (4/5 * 8/3 + 8/3) / (8/5 - 7/5)
[1947333] ['4/5', '7/5', '8/3', '8/5', '9/4'] -> 4/5 * 8/3 / (8/5 - 7/5) * 9/4
[1947352] ['4/5', '7/5', '8/3', '9/2', '9/5'] -> 8/3 * (7/5 + 4/5 * 9/2) * 9/5
[1947355] ['4/5', '7/5', '8/3', '9/4', '9/4'] -> 8/3 * (7/5 / 4/5 + 9/4) * 9/4
[1947359] ['4/5', '7/5', '8/3', '9/5', '9/5'] -> 9/5 / (4/5 + 9/5 / 8/3 - 7/5)
[1947362] ['4/5', '7/5', '8/3', '9/7', '9/7'] -> 9/7 * 8/3 * 4/5 / (7/5 - 9/7)
[1947367] ['4/5', '7/5', '8/5', '8/5', '8/9'] -> 8/5 / (((7/5 / 8/5) - 4/5) * /9
)[1947368] ['4/5', '7/5', '8/5', '8/5', '9/2'] -> (8/5 + 8/5) / (7/5 - 4/5) * 9/2
[1947369] ['4/5', '7/5', '8/5', '8/5', '9/4'] -> 8/5 * 9/4 / (7/5 / 4/5 - 8/5)
[1947372] ['4/5', '7/5', '8/5', '8/5', '9/8'] -> 8/5 / (7/5 / 8/5 - 4/5) * 9/8
[1947403] ['4/5', '7/5', '8/7', '8/7', '9/2'] -> 9/2 / (4/5 - 7/5 / (8/7 + 8/7))
[1947429] ['4/5', '7/5', '8/9', '8/9', '8/9'] -> (7/5 * 8/9 + 8/9) / (8/9 - 4/5)
[1947444] ['4/5', '7/5', '8/9', '9/5', '9/5'] -> 9/5 / (7/5 / (8/9 * /5) - 4/5)
[1947489] ['4/5', '7/6', '7/6', '7/6', '8/5'] -> 8/5 / (7/6 / 7/6 - 4/5 * 7/6)
[1947504] ['4/5', '7/6', '7/6', '7/8', '9/4'] -> 9/4 / (7/8 / 4/5 - 7/6 / 7/6)
[1947508] ['4/5', '7/6', '7/6', '7/9', '7/9'] -> 7/9 / (7/6 - 7/6 * 7/9 / 4/5)
[1947525] ['4/5', '7/6', '7/6', '8/3', '9/7'] -> (8/3 / ((4/5 * /6) * 9/7) - 7/6))
[1947527] ['4/5', '7/6', '7/6', '8/5', '8/5'] -> 8/5 / (4/5 + 8/5 - 7/6 - 7/6)
[1947539] ['4/5', '7/6', '7/6', '8/7', '9/5'] -> 9/5 / (7/6 / (7/6 * /7) - 4/5)
[1947563] ['4/5', '7/6', '7/8', '7/8', '7/8'] -> (7/8 + 7/8) / (7/6 - 7/8 / 4/5)
[1947569] ['4/5', '7/6', '7/8', '7/8', '9/2'] -> 7/6 * 9/2 / (7/8 / 4/5 - 7/8)
[1947580] ['4/5', '7/6', '7/8', '7/9', '9/4'] -> 7/9 / (7/6 - 7/8 / 4/5) * 9/4
[1947581] ['4/5', '7/6', '7/8', '7/9', '9/5'] -> 7/9 / (4/5 * 7/6 - 7/8) * 9/5
[1947593] ['4/5', '7/6', '7/8', '8/5', '8/5'] -> 8/5 / (7/6 / (4/5 * /8) - 8/5)
[1947595] ['4/5', '7/6', '7/8', '8/5', '8/9'] -> 7/6 * 8/5 / (7/8 - 4/5) - 8/9
[1947614] ['4/5', '7/6', '7/8', '9/2', '9/2'] -> (7/8 + 9/2 / 4/5 - 7/6) * 9/2
[1947621] ['4/5', '7/6', '7/8', '9/4', '9/7'] -> 9/4 / ((7/6 - (7/8 / 4/5)) * /7
)[1947624] ['4/5', '7/6', '7/8', '9/5', '9/7'] -> 9/5 / (((4/5 * 7/6) - 7/8) * /7
)[1947631] ['4/5', '7/6', '7/9', '7/9', '8/5'] -> 8/5 / (7/9 / 7/9 - 4/5 * 7/6)
[1947636] ['4/5', '7/6', '7/9', '7/9', '9/5'] -> (7/9 + 9/5) / (7/6 * 7/9 - 4/5)
[1947645] ['4/5', '7/6', '7/9', '8/3', '9/5'] -> 9/5 / (7/6 - 7/9 / 8/3 - 4/5)
[1947660] ['4/5', '7/6', '7/9', '8/7', '9/5'] -> 4/5 / (((7/6 - 8/7) * /9) * /5
)[1947666] ['4/5', '7/6', '7/9', '8/9', '9/5'] -> 4/5 / (((7/6 * 7/9) - 8/9) * /5
)[1947669] ['4/5', '7/6', '7/9', '9/2', '9/2'] -> (7/9 / (4/5 * /6) + 9/2) * 9/2
[1947675] ['4/5', '7/6', '7/9', '9/4', '9/5'] -> 9/5 / ((7/6 - 7/9) * 9/4 - 4/5)
[1947678] ['4/5', '7/6', '7/9', '9/5', '9/5'] -> 9/5 / (7/6 / (4/5 * /9) - 9/5)
[1947684] ['4/5', '7/6', '8/3', '8/3', '8/3'] -> (7/6 + 8/3 / 4/5) * (8/3 + 8/3)
[1947685] ['4/5', '7/6', '8/3', '8/3', '8/5'] -> 8/5 / (8/3 / 8/3 - 4/5 * 7/6)
[1947687] ['4/5', '7/6', '8/3', '8/3', '8/9'] -> (8/3 + 8/3) / 4/5 / (7/6 - 8/9)
[1947693] ['4/5', '7/6', '8/3', '8/5', '8/5'] -> (4/5 + 8/5) / (7/6 + 8/5 - 8/3)
[1947720] ['4/5', '7/6', '8/3', '9/4', '9/5'] -> 4/5 / (((8/3 / 9/4) - 7/6) * /5
)[1947723] ['4/5', '7/6', '8/3', '9/5', '9/5'] -> 9/5 / ((8/3 - 7/6) / 4/5 - 9/5)
[1947750] ['4/5', '7/6', '8/5', '9/2', '9/2'] -> (8/5 / 4/5 + 9/2 - 7/6) * 9/2
[1947770] ['4/5', '7/6', '8/7', '8/7', '9/7'] -> (8/7 + 8/7) / 4/5 / (9/7 - 7/6)
[1947772] ['4/5', '7/6', '8/7', '8/9', '8/9'] -> 8/9 / (7/6 * (8/7 - 8/9 / 4/5))
[1947788] ['4/5', '7/6', '8/7', '9/5', '9/7'] -> 9/7 * 4/5 / ((7/6 - 8/7) * 9/5)
[1947814] ['4/5', '7/6', '9/2', '9/2', '9/2'] -> 4/5 * (9/2 + 9/2) * (9/2 - 7/6)
[1947818] ['4/5', '7/6', '9/2', '9/2', '9/8'] -> 9/2 * 9/2 / 4/5 - 7/6 * 9/8
[1947820] ['4/5', '7/6', '9/2', '9/4', '9/5'] -> 9/5 / (9/2 - (4/5 + 7/6) * 9/4)
[1947825] ['4/5', '7/6', '9/2', '9/5', '9/8'] -> 9/2 / (((4/5 + 7/6) - 9/5) * /8
)[1947856] ['4/5', '7/8', '7/8', '7/8', '9/4'] -> 9/4 / (7/8 / 4/5 - 7/8 / 7/8)
[1947861] ['4/5', '7/8', '7/8', '7/9', '8/3'] -> 7/8 * 8/3 / (7/9 / 4/5 - 7/8)
[1947862] ['4/5', '7/8', '7/8', '7/9', '8/5'] -> 7/8 / ((7/8 - 4/5) * /9) * 8/5
[1947870] ['4/5', '7/8', '7/8', '8/3', '8/3'] -> (7/8 / (7/8 - 4/5) - 8/3) * 8/3
[1947876] ['4/5', '7/8', '7/8', '8/3', '9/5'] -> 8/3 / (7/8 / 7/8 - 4/5) * 9/5
[1947882] ['4/5', '7/8', '7/8', '8/5', '9/2'] -> 4/5 * 9/2 / (7/8 + 7/8 - 8/5)
[1947885] ['4/5', '7/8', '7/8', '8/5', '9/7'] -> 7/8 * 8/5 / (7/8 - 4/5) * 9/7
[1947889] ['4/5', '7/8', '7/8', '8/7', '9/2'] -> (9/2 / (4/5 * 7/8) * (8/7 - 7/8)))
[1947890] ['4/5', '7/8', '7/8', '8/7', '9/4'] -> 9/4 / (7/8 / 4/5 - 7/8 * 8/7)
[1947905] ['4/5', '7/8', '7/8', '9/4', '9/4'] -> 7/8 * 9/4 / (7/8 - 4/5) - 9/4
[1947917] ['4/5', '7/8', '7/9', '7/9', '8/5'] -> 8/5 / (7/9 - 4/5 * 7/9 / 7/8)
[1947921] ['4/5', '7/8', '7/9', '7/9', '9/4'] -> 9/4 / (7/8 / 4/5 - 7/9 / 7/9)
[1947961] ['4/5', '7/8', '7/9', '9/4', '9/5'] -> 9/5 / (7/9 * 9/4 - 4/5 - 7/8)
[1947975] ['4/5', '7/8', '8/3', '8/3', '9/4'] -> 9/4 / (7/8 / 4/5 - 8/3 / 8/3)
[1947978] ['4/5', '7/8', '8/3', '8/3', '9/8'] -> (8/3 / 4/5 + 8/3) / (9/8 - 7/8)
[1947979] ['4/5', '7/8', '8/3', '8/5', '8/5'] -> 8/5 / (4/5 + 8/5 - 7/8 * 8/3)
[1947982] ['4/5', '7/8', '8/3', '8/5', '9/2'] -> (8/3 + 8/5 / 4/5) / 7/8 * 9/2
[1947991] ['4/5', '7/8', '8/3', '8/7', '9/5'] -> 8/3 / (7/8 * 8/7 - 4/5) * 9/5
[1947996] ['4/5', '7/8', '8/3', '8/9', '9/4'] -> 7/8 * 8/3 / (8/9 - 4/5) - 9/4
[1948011] ['4/5', '7/8', '8/3', '9/5', '9/8'] -> 9/8 * 8/3 / (9/5 - 4/5 - 7/8)
[1948017] ['4/5', '7/8', '8/5', '8/5', '8/9'] -> 8/5 / (((4/5 + 7/8) - 8/5) * /9
)[1948019] ['4/5', '7/8', '8/5', '8/5', '9/4'] -> 9/4 / (7/8 / 4/5 - 8/5 / 8/5)
[1948025] ['4/5', '7/8', '8/5', '8/7', '9/2'] -> 8/5 / ((8/7 - 4/5) * /8) * 9/2
[1948027] ['4/5', '7/8', '8/5', '8/7', '9/5'] -> 9/5 / (7/8 * (4/5 - 8/7 / 8/5))
[1948028] ['4/5', '7/8', '8/5', '8/7', '9/7'] -> 9/7 * 8/5 / ((7/8 - 4/5) * 8/7)
[1948053] ['4/5', '7/8', '8/7', '8/7', '9/2'] -> 8/7 / ((8/7 - 7/8) * /5) * 9/2
[1948054] ['4/5', '7/8', '8/7', '8/7', '9/4'] -> 9/4 / (7/8 / 4/5 - 8/7 / 8/7)
[1948069] ['4/5', '7/8', '8/7', '9/4', '9/4'] -> 9/4 / ((7/8 - 4/5) * /7) - 9/4
[1948071] ['4/5', '7/8', '8/7', '9/4', '9/7'] -> 9/7 / (7/8 + 8/7 / 4/5 - 9/4)
[1948081] ['4/5', '7/8', '8/9', '8/9', '9/4'] -> 9/4 / (7/8 / 4/5 - 8/9 / 8/9)
[1948094] ['4/5', '7/8', '8/9', '9/5', '9/5'] -> 9/5 / (4/5 + 7/8 - 8/9 * 9/5)
[1948101] ['4/5', '7/8', '9/2', '9/2', '9/4'] -> 9/4 / (7/8 / 4/5 - 9/2 / 9/2)
[1948115] ['4/5', '7/8', '9/4', '9/4', '9/4'] -> 9/4 / (7/8 / 4/5 - 9/4 / 9/4)
[1948151] ['4/5', '7/9', '7/9', '8/3', '9/5'] -> 8/3 / (7/9 / 7/9 - 4/5) * 9/5
[1948166] ['4/5', '7/9', '7/9', '8/7', '9/5'] -> 9/5 / (7/9 / (7/9 * /7) - 4/5)
[1948169] ['4/5', '7/9', '7/9', '8/9', '8/9'] -> (8/9 / ((4/5 - 7/9) * 7/9) + 8/9))
[1948190] ['4/5', '7/9', '8/3', '8/3', '8/3'] -> 8/3 / (7/9 + 8/3 - 8/3 / 4/5)
[1948196] ['4/5', '7/9', '8/3', '8/3', '9/5'] -> (8/3 + 8/3) / (9/5 - 4/5 - 7/9)
[1948201] ['4/5', '7/9', '8/3', '8/5', '8/9'] -> 8/5 / ((4/5 - 7/9) * /3) * 8/9
[1948206] ['4/5', '7/9', '8/3', '8/5', '9/8'] -> 8/5 / (((4/5 - 7/9) * /3) * /8
)[1948220] ['4/5', '7/9', '8/3', '9/2', '9/2'] -> (9/2 / 4/5 - 7/9 / 8/3) * 9/2
[1948253] ['4/5', '7/9', '8/5', '8/9', '9/5'] -> 9/5 / (4/5 + 7/9 / 8/9 - 8/5)
[1948255] ['4/5', '7/9', '8/5', '8/9', '9/8'] -> 9/8 * 8/5 / (7/9 / 8/9 - 4/5)
[1948265] ['4/5', '7/9', '8/5', '9/5', '9/5'] -> 9/5 / (7/9 * 9/5 / 8/5 - 4/5)
[1948270] ['4/5', '7/9', '8/5', '9/8', '9/8'] -> 9/8 * 8/5 / (7/9 * 9/8 - 4/5)
[1948301] ['4/5', '7/9', '8/9', '8/9', '9/4'] -> 8/9 / (7/9 / 4/5 - 8/9) * 9/4
[1948302] ['4/5', '7/9', '8/9', '8/9', '9/5'] -> 8/9 * 9/5 / (7/9 - 4/5 * 8/9)
[1948313] ['4/5', '7/9', '8/9', '9/4', '9/8'] -> 9/4 / (((7/9 / 4/5) - 8/9) * /8
)[1948316] ['4/5', '7/9', '8/9', '9/5', '9/8'] -> 9/5 / ((7/9 - (4/5 * 8/9)) * /8
)[1948350] ['4/5', '7/9', '9/5', '9/8', '9/8'] -> 9/5 / ((7/9 - (4/5 / 9/8)) * /8
)[1948358] ['4/5', '8/3', '8/3', '8/3', '8/9'] -> 8/3 / (8/9 / 4/5 - 8/3 / 8/3)
[1948368] ['4/5', '8/3', '8/3', '8/5', '9/4'] -> (8/3 + 8/3) * 8/5 / 4/5 * 9/4
[1948369] ['4/5', '8/3', '8/3', '8/5', '9/5'] -> 8/3 * 9/5 / (4/5 - 8/5 / 8/3)
[1948376] ['4/5', '8/3', '8/3', '8/7', '9/5'] -> 9/5 / (8/3 / (8/3 * /7) - 4/5)
[1948379] ['4/5', '8/3', '8/3', '8/9', '8/9'] -> (8/3 + 8/3) / (8/9 / 4/5 - 8/9)
[1948380] ['4/5', '8/3', '8/3', '8/9', '9/2'] -> (8/3 / 4/5 + 8/3) * 8/9 * 9/2
[1948381] ['4/5', '8/3', '8/3', '8/9', '9/4'] -> 8/3 / (8/9 - 4/5) - 8/3 * 9/4
[1948389] ['4/5', '8/3', '8/3', '9/2', '9/8'] -> (8/3 / 4/5 + 8/3) * 9/2 / 9/8
[1948394] ['4/5', '8/3', '8/3', '9/5', '9/5'] -> (8/3 + 8/3) / 4/5 * (9/5 + 9/5)
[1948396] ['4/5', '8/3', '8/3', '9/5', '9/8'] -> 8/3 * 9/8 / (4/5 - 9/5 / 8/3)
[1948402] ['4/5', '8/3', '8/5', '8/5', '8/9'] -> 8/5 / (8/3 - 8/5 / 8/9 - 4/5)
[1948405] ['4/5', '8/3', '8/5', '8/5', '9/5'] -> 8/3 * 9/5 / (8/5 / 8/5 - 4/5)
[1948410] ['4/5', '8/3', '8/5', '8/7', '9/2'] -> (8/3 + 8/5 / 4/5) * 8/7 * 9/2
[1948426] ['4/5', '8/3', '8/5', '9/4', '9/4'] -> 8/3 / (9/4 - 8/5 / 4/5) * 9/4
[1948427] ['4/5', '8/3', '8/5', '9/4', '9/5'] -> 8/3 / (4/5 * 9/4 - 8/5) * 9/5
[1948430] ['4/5', '8/3', '8/5', '9/5', '9/5'] -> 8/3 / (8/5 / 4/5 - 9/5) * 9/5
[1948440] ['4/5', '8/3', '8/7', '8/7', '9/5'] -> 8/3 * 9/5 / (8/7 / 8/7 - 4/5)
[1948445] ['4/5', '8/3', '8/7', '8/9', '9/4'] -> 8/3 / ((8/9 - 4/5) * /7) - 9/4
[1948459] ['4/5', '8/3', '8/7', '9/5', '9/7'] -> 9/7 * 8/3 / (4/5 + 8/7 - 9/5)
[1948461] ['4/5', '8/3', '8/7', '9/7', '9/7'] -> 9/7 * 8/3 / (8/7 / 4/5 - 9/7)
[1948464] ['4/5', '8/3', '8/9', '8/9', '8/9'] -> 8/3 / (8/9 / 4/5 - 8/9 / 8/9)
[1948467] ['4/5', '8/3', '8/9', '8/9', '9/5'] -> 8/3 * 9/5 / (8/9 / 8/9 - 4/5)
[1948470] ['4/5', '8/3', '8/9', '9/2', '9/2'] -> 4/5 * (8/3 + 8/9 * 9/2) * 9/2
[1948472] ['4/5', '8/3', '8/9', '9/2', '9/5'] -> 8/3 * 8/9 * 9/2 / 4/5 * 9/5
[1948476] ['4/5', '8/3', '8/9', '9/4', '9/5'] -> 8/3 / ((8/9 - 4/5) * /4) * 9/5
[1948479] ['4/5', '8/3', '8/9', '9/5', '9/5'] -> 8/9 / (8/3 - 4/5 - 9/5) * 9/5
[1948485] ['4/5', '8/3', '9/2', '9/2', '9/2'] -> 8/3 * 9/2 / 4/5 + 9/2 + 9/2
[1948492] ['4/5', '8/3', '9/2', '9/4', '9/7'] -> 9/2 / (((9/4 / 4/5) - 8/3) * /7
)[1948493] ['4/5', '8/3', '9/2', '9/4', '9/8'] -> 9/2 * (8/3 / 4/5 + 9/4) - 9/8
[1948501] ['4/5', '8/3', '9/4', '9/4', '9/5'] -> 8/3 * 9/5 / (9/4 / 9/4 - 4/5)
[1948510] ['4/5', '8/3', '9/5', '9/5', '9/5'] -> 8/3 * 9/5 / (9/5 / 9/5 - 4/5)
[1948512] ['4/5', '8/3', '9/5', '9/5', '9/8'] -> 9/5 / (((8/3 - 4/5) - 9/5) * /8
)[1948515] ['4/5', '8/3', '9/5', '9/8', '9/8'] -> 9/8 * 8/3 / (4/5 + 9/8 - 9/5)
[1948532] ['4/5', '8/5', '8/5', '8/7', '9/5'] -> 9/5 / (8/5 / (8/5 * /7) - 4/5)
[1948533] ['4/5', '8/5', '8/5', '8/7', '9/7'] -> 8/5 * 9/7 / (4/5 - 8/7 / 8/5)
[1948546] ['4/5', '8/5', '8/5', '9/4', '9/4'] -> 8/5 * 9/4 / (4/5 + 8/5 - 9/4)
[1948558] ['4/5', '8/5', '8/7', '8/7', '9/2'] -> 8/5 * 8/7 / (8/7 - 4/5) * 9/2
[1948560] ['4/5', '8/5', '8/7', '8/7', '9/5'] -> 8/7 / (4/5 - 8/7 / 8/5) * 9/5
[1948567] ['4/5', '8/5', '8/7', '8/9', '9/7'] -> (8/5 + 8/7) / (8/9 - 4/5) / 9/7
[1948570] ['4/5', '8/5', '8/7', '9/2', '9/4'] -> 9/2 / (8/5 - 8/7 / 4/5) - 9/4
[1948574] ['4/5', '8/5', '8/7', '9/4', '9/4'] -> 9/4 / (4/5 - 8/7 / 8/5) - 9/4
[1948614] ['4/5', '8/5', '9/2', '9/5', '9/5'] -> 9/5 / (9/2 / (4/5 + 8/5) - 9/5)
[1948633] ['4/5', '8/5', '9/5', '9/7', '9/7'] -> 8/5 / (4/5 - 9/7 / 9/5) * 9/7
[1948638] ['4/5', '8/5', '9/7', '9/8', '9/8'] -> 9/8 * 8/5 / (9/8 / 9/7 - 4/5)
[1948644] ['4/5', '8/7', '8/7', '8/7', '9/5'] -> 9/5 / (8/7 / (8/7 * /7) - 4/5)
[1948671] ['4/5', '8/7', '8/9', '8/9', '9/5'] -> 9/5 / (8/9 / (8/7 * /9) - 4/5)
