[1538167] ['2/7', '6/7', '6/7', '6/7', '8/3'] -> (6/7 + 6/7 + 6/7) * 8/3 / 2/7
[1613735] ['2/9', '7/2', '9/2', '9/5', '9/8'] -> (7/2 + 9/2 / 9/5) / 2/9 / 9/8
[1613748] ['2/9', '7/2', '9/4', '9/8', '9/8'] -> ((7/2 + 9/4) / 2/9 + 9/8) / 9/8
[1613762] ['2/9', '7/3', '7/3', '7/3', '7/6'] -> 7/3 * 7/3 / 2/9 - 7/6 / 7/3
[1613765] ['2/9', '7/3', '7/3', '7/3', '8/3'] -> (7/3 + 7/3) * 8/3 / 2/9 / 7/3
[1613766] ['2/9', '7/3', '7/3', '7/3', '8/5'] -> (7/3 / 7/3 + 7/3) / 2/9 * 8/5
[1613767] ['2/9', '7/3', '7/3', '7/3', '8/7'] -> 7/3 / (7/3 - (2/9 + 7/3) / 8/7)
[1613770] ['2/9', '7/3', '7/3', '7/3', '9/4'] -> ((7/3 + 7/3) * 7/3 - 2/9) * 9/4
[1613773] ['2/9', '7/3', '7/3', '7/3', '9/8'] -> 7/3 / (2/9 + 7/3 / 7/3 - 9/8)
[1613778] ['2/9', '7/3', '7/3', '7/4', '7/9'] -> (7/3 + 7/9) / 2/9 / (7/3 - 7/4)
[1613784] ['2/9', '7/3', '7/3', '7/4', '9/4'] -> 7/3 * 7/3 / 2/9 + 7/4 - 9/4
[1613801] ['2/9', '7/3', '7/3', '7/6', '7/6'] -> (7/3 + (7/3 + 7/6) / 7/6) / 2/9
[1613802] ['2/9', '7/3', '7/3', '7/6', '7/8'] -> 7/3 * 7/3 / 2/9 / 7/6 / 7/8
[1613803] ['2/9', '7/3', '7/3', '7/6', '7/9'] -> (7/3 * 7/3 + 7/9) / (2/9 * 7/6)
[1613806] ['2/9', '7/3', '7/3', '7/6', '8/7'] -> 7/3 * 7/3 / 2/9 / 7/6 * 8/7
[1613807] ['2/9', '7/3', '7/3', '7/6', '8/9'] -> (8/9 / (2/9 * 7/6) - (7/3 / 7/3)))
[1613808] ['2/9', '7/3', '7/3', '7/6', '9/2'] -> (7/3 + 7/3 / 7/6) / 2/9 + 9/2
[1613809] ['2/9', '7/3', '7/3', '7/6', '9/4'] -> (7/3 + 7/3 + 7/6) / 2/9 - 9/4
[1613815] ['2/9', '7/3', '7/3', '7/8', '8/3'] -> 8/3 / (7/3 / 7/8 - 2/9 - 7/3)
[1613824] ['2/9', '7/3', '7/3', '7/9', '7/9'] -> (7/3 + 7/3 * 7/9) / 2/9 / 7/9
[1613828] ['2/9', '7/3', '7/3', '7/9', '8/9'] -> (7/3 + 7/3) / 2/9 / 7/9 * 8/9
[1613829] ['2/9', '7/3', '7/3', '7/9', '9/2'] -> 7/3 / (2/9 * /9) + 7/3 * 9/2
[1613832] ['2/9', '7/3', '7/3', '7/9', '9/7'] -> (7/3 + 7/3 * 7/9) / 2/9 * 9/7
[1613833] ['2/9', '7/3', '7/3', '7/9', '9/8'] -> (7/3 + 7/3) / 2/9 / 7/9 / 9/8
[1613836] ['2/9', '7/3', '7/3', '8/3', '8/7'] -> 7/3 * 8/7 / (8/3 - 2/9 - 7/3)
[1613851] ['2/9', '7/3', '7/3', '8/7', '8/7'] -> 8/7 / (8/7 - (2/9 + 7/3) / 7/3)
[1613858] ['2/9', '7/3', '7/3', '8/9', '8/9'] -> 8/9 / (7/3 - 7/3 * 8/9 - 2/9)
[1613862] ['2/9', '7/3', '7/3', '8/9', '9/7'] -> (7/3 + 7/3) * 8/9 / 2/9 * 9/7
[1613865] ['2/9', '7/3', '7/3', '9/2', '9/4'] -> 7/3 * 7/3 * 9/2 - 2/9 * 9/4
[1613876] ['2/9', '7/3', '7/3', '9/7', '9/7'] -> (7/3 + 7/3 / 9/7) / 2/9 * 9/7
[1613877] ['2/9', '7/3', '7/3', '9/7', '9/8'] -> (7/3 + 7/3) * 9/7 / 2/9 / 9/8
[1613884] ['2/9', '7/3', '7/4', '7/4', '8/3'] -> 8/3 / ((7/3 - 7/4) / 7/4 - 2/9)
[1613885] ['2/9', '7/3', '7/4', '7/4', '8/5'] -> (7/3 + 7/4 / 7/4) / 2/9 * 8/5
[1613908] ['2/9', '7/3', '7/4', '7/6', '7/9'] -> 7/9 / (7/3 - (2/9 + 7/4) * 7/6)
[1613912] ['2/9', '7/3', '7/4', '7/6', '8/9'] -> 8/9 / (2/9 * (7/3 / 7/4 - 7/6))
[1613920] ['2/9', '7/3', '7/4', '7/8', '8/3'] -> 8/3 / (7/3 - 7/4 / 7/8 - 2/9)
[1613924] ['2/9', '7/3', '7/4', '7/8', '9/2'] -> (7/3 + 7/4 / 7/8) / 2/9 + 9/2
[1613939] ['2/9', '7/3', '7/4', '8/3', '8/3'] -> 7/4 * 8/3 / 2/9 / 7/3 * 8/3
[1613945] ['2/9', '7/3', '7/4', '8/3', '9/5'] -> (7/3 / 7/4 + 8/3 / 2/9) * 9/5
[1613958] ['2/9', '7/3', '7/4', '8/7', '9/2'] -> (7/3 + 7/4 * 8/7) / 2/9 + 9/2
[1613969] ['2/9', '7/3', '7/4', '9/2', '9/2'] -> 9/2 / 2/9 - 7/4 / 7/3 + 9/2
[1613986] ['2/9', '7/3', '7/5', '7/5', '7/8'] -> (7/3 * 7/5 + 7/5) / 2/9 / 7/8
[1613988] ['2/9', '7/3', '7/5', '7/5', '8/3'] -> (7/5 / 7/3 + 7/5) / 2/9 * 8/3
[1613989] ['2/9', '7/3', '7/5', '7/5', '8/5'] -> (7/3 + 7/5 / 7/5) / 2/9 * 8/5
[1613990] ['2/9', '7/3', '7/5', '7/5', '8/7'] -> (7/3 * 7/5 + 7/5) / 2/9 * 8/7
[1614000] ['2/9', '7/3', '7/5', '7/6', '8/3'] -> 8/3 / (2/9 * (7/3 / 7/5 - 7/6))
[1614022] ['2/9', '7/3', '7/5', '7/9', '8/5'] -> 8/5 / (2/9 + 7/5 + 7/9 - 7/3)
[1614024] ['2/9', '7/3', '7/5', '7/9', '8/9'] -> 8/9 / (7/9 / 7/5 - 2/9 * 7/3)
[1614034] ['2/9', '7/3', '7/5', '8/3', '9/2'] -> (7/3 / 7/5 + 8/3) / 2/9 + 9/2
[1614061] ['2/9', '7/3', '7/5', '9/2', '9/4'] -> 7/3 / (7/5 / 9/2 - 2/9) - 9/4
[1614076] ['2/9', '7/3', '7/6', '7/6', '7/8'] -> (7/3 + 7/6 + 7/6) / 2/9 / 7/8
[1614078] ['2/9', '7/3', '7/6', '7/6', '8/3'] -> 8/3 / (7/6 / (7/3 + 7/6) - 2/9)
[1614079] ['2/9', '7/3', '7/6', '7/6', '8/5'] -> (7/3 + 7/6 / 7/6) / 2/9 * 8/5
[1614080] ['2/9', '7/3', '7/6', '7/6', '8/7'] -> (7/3 + 7/6 + 7/6) / 2/9 * 8/7
[1614094] ['2/9', '7/3', '7/6', '7/8', '9/4'] -> (7/3 / 2/9 - 7/6) / 7/8 * 9/4
[1614095] ['2/9', '7/3', '7/6', '7/8', '9/5'] -> (7/3 / 2/9 + 7/6) / 7/8 * 9/5
[1614099] ['2/9', '7/3', '7/6', '7/9', '8/3'] -> (7/3 / 2/9 - 7/6 / 7/9) * 8/3
[1614100] ['2/9', '7/3', '7/6', '7/9', '8/5'] -> (7/3 / 2/9 + 7/6) / 7/9 * 8/5
[1614102] ['2/9', '7/3', '7/6', '7/9', '8/9'] -> 7/3 / ((7/6 - 7/9) * /9) * 8/9
[1614103] ['2/9', '7/3', '7/6', '7/9', '9/2'] -> (7/3 + 7/9 / (2/9 * /6)) * 9/2
[1614107] ['2/9', '7/3', '7/6', '7/9', '9/8'] -> 7/3 / (((7/6 - 7/9) * /9) * /8
)[1614108] ['2/9', '7/3', '7/6', '8/3', '8/3'] -> (7/3 / 2/9 + 7/6 - 8/3) * 8/3
[1614110] ['2/9', '7/3', '7/6', '8/3', '8/7'] -> (7/3 / 7/6 + 8/3) / 2/9 * 8/7
[1614111] ['2/9', '7/3', '7/6', '8/3', '8/9'] -> (7/3 / 2/9 - 7/6) * 8/3 - 8/9
[1614113] ['2/9', '7/3', '7/6', '8/3', '9/4'] -> (7/3 + 8/3) * 7/6 / 2/9 - 9/4
[1614128] ['2/9', '7/3', '7/6', '8/7', '9/4'] -> (7/3 / 2/9 - 7/6) * 8/7 * 9/4
[1614129] ['2/9', '7/3', '7/6', '8/7', '9/5'] -> (7/3 / 2/9 + 7/6) * 8/7 * 9/5
[1614133] ['2/9', '7/3', '7/6', '8/9', '9/2'] -> ((7/3 - 8/9) / 2/9 - 7/6) * 9/2
[1614135] ['2/9', '7/3', '7/6', '8/9', '9/5'] -> ((7/3 + 8/9) / 2/9 - 7/6) * 9/5
[1614143] ['2/9', '7/3', '7/6', '9/4', '9/4'] -> (7/3 / 2/9 + 7/6) * 9/4 - 9/4
[1614153] ['2/9', '7/3', '7/8', '7/8', '7/8'] -> 7/3 / (2/9 + 7/8 - 7/8 / 7/8)
[1614155] ['2/9', '7/3', '7/8', '7/8', '8/3'] -> (8/3 / (2/9 * 7/8) - (7/8 / 7/3)))
[1614156] ['2/9', '7/3', '7/8', '7/8', '8/5'] -> (7/3 + 7/8 / 7/8) / 2/9 * 8/5
[1614172] ['2/9', '7/3', '7/8', '7/9', '9/7'] -> 9/7 * 7/3 / (2/9 + 7/9 - 7/8)
[1614176] ['2/9', '7/3', '7/8', '8/3', '8/7'] -> (7/3 + 7/8 * 8/3) / 2/9 * 8/7
[1614200] ['2/9', '7/3', '7/8', '8/9', '9/4'] -> 7/3 * 8/9 / 2/9 / 7/8 * 9/4
[1614207] ['2/9', '7/3', '7/8', '9/2', '9/7'] -> 9/7 * 7/3 / (2/9 * 9/2 - 7/8)
[1614210] ['2/9', '7/3', '7/8', '9/4', '9/5'] -> (7/3 + 7/8 + 9/4 / 2/9) * 9/5
[1614212] ['2/9', '7/3', '7/8', '9/4', '9/8'] -> 7/3 * 9/4 / 2/9 / 7/8 / 9/8
[1614221] ['2/9', '7/3', '7/9', '7/9', '8/5'] -> (7/3 + 7/9 / 7/9) / 2/9 * 8/5
[1614222] ['2/9', '7/3', '7/9', '7/9', '8/7'] -> 8/7 / (7/9 / 7/3 - 2/9 / 7/9)
[1614223] ['2/9', '7/3', '7/9', '7/9', '8/9'] -> 8/9 / (7/9 * 7/9 / 7/3 - 2/9)
[1614236] ['2/9', '7/3', '7/9', '8/3', '9/7'] -> (7/3 - 7/9) * 8/3 / 2/9 * 9/7
[1614238] ['2/9', '7/3', '7/9', '8/5', '8/5'] -> (7/3 + 7/9) * 8/5 / 2/9 + 8/5
[1614241] ['2/9', '7/3', '7/9', '8/5', '9/2'] -> (2/9 + 7/3 + 7/9) * 8/5 * 9/2
[1614253] ['2/9', '7/3', '7/9', '8/9', '8/9'] -> 8/9 / (7/3 * (8/9 - 7/9) - 2/9)
[1614274] ['2/9', '7/3', '8/3', '8/3', '8/3'] -> (8/3 / (8/3 - 7/3) - 8/3) / 2/9
[1614275] ['2/9', '7/3', '8/3', '8/3', '8/5'] -> (7/3 + 8/3 / 8/3) / 2/9 * 8/5
[1614278] ['2/9', '7/3', '8/3', '8/3', '9/2'] -> 8/3 * 8/3 / (7/3 / 9/2 - 2/9)
[1614298] ['2/9', '7/3', '8/3', '8/9', '8/9'] -> 7/3 * 8/3 * 8/9 / 2/9 - 8/9
[1614302] ['2/9', '7/3', '8/3', '8/9', '9/7'] -> 9/7 * 7/3 * (8/3 - 8/9) / 2/9
[1614303] ['2/9', '7/3', '8/3', '8/9', '9/8'] -> 9/8 * (8/3 + 7/3 * 8/9) / 2/9
[1614318] ['2/9', '7/3', '8/3', '9/8', '9/8'] -> 9/8 * (8/3 + 7/3 / 9/8) / 2/9
[1614319] ['2/9', '7/3', '8/5', '8/5', '8/5'] -> (7/3 + 8/5 / 8/5) / 2/9 * 8/5
[1614334] ['2/9', '7/3', '8/5', '8/9', '8/9'] -> 8/9 / (8/9 / 8/5 - 2/9 * 7/3)
[1614340] ['2/9', '7/3', '8/5', '9/2', '9/2'] -> 8/5 * (7/3 + 2/9 * 9/2) * 9/2
[1614342] ['2/9', '7/3', '8/5', '9/2', '9/5'] -> (7/3 + 8/5) / 2/9 + 9/2 + 9/5
[1614364] ['2/9', '7/3', '8/7', '8/9', '9/4'] -> 7/3 * 8/7 * 8/9 / 2/9 * 9/4
[1614367] ['2/9', '7/3', '8/7', '8/9', '9/8'] -> 9/8 * 7/3 * (8/7 + 8/9) / 2/9
[1614376] ['2/9', '7/3', '8/7', '9/4', '9/8'] -> 7/3 * 8/7 * 9/4 / 2/9 / 9/8
[1614384] ['2/9', '7/3', '8/9', '8/9', '9/2'] -> (7/3 * 8/9 - 8/9) / 2/9 * 9/2
[1614385] ['2/9', '7/3', '8/9', '8/9', '9/4'] -> (2/9 + 8/9 + 8/9) / (7/3 - 9/4)
[1614386] ['2/9', '7/3', '8/9', '8/9', '9/5'] -> (7/3 * 8/9 + 8/9) / 2/9 * 9/5
[1614387] ['2/9', '7/3', '8/9', '8/9', '9/7'] -> 7/3 * (8/9 + 8/9) / 2/9 * 9/7
[1614391] ['2/9', '7/3', '8/9', '9/2', '9/5'] -> 8/9 * (7/3 / 2/9 + 9/2) * 9/5
[1614393] ['2/9', '7/3', '8/9', '9/2', '9/8'] -> 7/3 / 8/9 + 9/2 / 2/9 + 9/8
[1614395] ['2/9', '7/3', '8/9', '9/4', '9/5'] -> (2/9 + 8/9) / (7/3 - 9/4) * 9/5
[1614404] ['2/9', '7/3', '9/2', '9/2', '9/2'] -> 7/3 / 2/9 + 9/2 + 9/2 + 9/2
[1614412] ['2/9', '7/3', '9/2', '9/4', '9/8'] -> 9/2 + (7/3 + 9/4) / 2/9 - 9/8
[1614415] ['2/9', '7/3', '9/2', '9/5', '9/8'] -> (7/3 / 2/9 + 9/2) * 9/5 / 9/8
[1614422] ['2/9', '7/3', '9/4', '9/4', '9/8'] -> (7/3 + 9/4) / 2/9 + 9/4 + 9/8
[1614431] ['2/9', '7/3', '9/5', '9/5', '9/8'] -> (7/3 * 9/5 + 9/5) / 2/9 / 9/8
[1614436] ['2/9', '7/3', '9/7', '9/7', '9/8'] -> 7/3 * (9/7 + 9/7) / 2/9 / 9/8
[1614438] ['2/9', '7/3', '9/8', '9/8', '9/8'] -> 7/3 / (2/9 + 9/8 / 9/8 - 9/8)
[1614444] ['2/9', '7/4', '7/4', '7/4', '8/3'] -> (7/4 + 7/4) * 8/3 / 2/9 / 7/4
[1614457] ['2/9', '7/4', '7/4', '7/5', '8/3'] -> (8/3 / (2/9 * 7/4) - (7/4 / 7/5)))
[1614458] ['2/9', '7/4', '7/4', '7/5', '8/5'] -> (7/5 / ((2/9 * /4) * 7/4) - 8/5))
[1614467] ['2/9', '7/4', '7/4', '7/6', '7/8'] -> (7/4 + 7/4 + 7/6) / 2/9 / 7/8
[1614468] ['2/9', '7/4', '7/4', '7/6', '7/9'] -> 7/9 / ((7/4 - 2/9) * 7/6 - 7/4)
[1614471] ['2/9', '7/4', '7/4', '7/6', '8/7'] -> (7/4 + 7/4 + 7/6) / 2/9 * 8/7
[1614472] ['2/9', '7/4', '7/4', '7/6', '8/9'] -> (8/9 / (2/9 * 7/6) - (7/4 / 7/4)))
[1614484] ['2/9', '7/4', '7/4', '7/8', '9/2'] -> 7/4 + 7/4 / 7/8 + 9/2 / 2/9
[1614490] ['2/9', '7/4', '7/4', '7/9', '8/3'] -> (8/3 / (2/9 * (7/4 / 7/9)) - 7/4))
[1614518] ['2/9', '7/4', '7/4', '8/7', '9/2'] -> 7/4 + 7/4 * 8/7 + 9/2 / 2/9
[1614530] ['2/9', '7/4', '7/4', '9/2', '9/4'] -> (7/4 + 9/4) / (7/4 / 9/2 - 2/9)
[1614561] ['2/9', '7/4', '7/5', '7/6', '8/5'] -> 7/6 / ((7/4 - 7/5) * /9) * 8/5
[1614572] ['2/9', '7/4', '7/5', '7/8', '8/5'] -> 7/4 / ((7/5 - 7/8) * /9) * 8/5
[1614591] ['2/9', '7/4', '7/5', '8/3', '8/5'] -> 7/4 * 8/3 / 2/9 / 7/5 * 8/5
[1614617] ['2/9', '7/4', '7/5', '8/9', '9/5'] -> 9/5 / ((2/9 + 7/5) / 8/9 - 7/4)
[1614636] ['2/9', '7/4', '7/6', '7/6', '7/8'] -> (7/4 + 7/6 / 2/9) / (7/6 - 7/8)
[1614650] ['2/9', '7/4', '7/6', '7/8', '8/5'] -> (7/4 + 7/6) / 2/9 / 7/8 * 8/5
[1614652] ['2/9', '7/4', '7/6', '7/8', '8/9'] -> 7/4 / ((7/6 - 7/8) * /9) * 8/9
[1614657] ['2/9', '7/4', '7/6', '7/8', '9/8'] -> 7/4 / (((7/6 - 7/8) * /9) * /8
)[1614668] ['2/9', '7/4', '7/6', '8/3', '8/3'] -> (8/3 - 7/6 / 7/4) / 2/9 * 8/3
[1614669] ['2/9', '7/4', '7/6', '8/3', '8/5'] -> (7/6 / 7/4 + 8/3) / 2/9 * 8/5
[1614673] ['2/9', '7/4', '7/6', '8/3', '9/4'] -> (7/6 + 7/4 * 8/3) / 2/9 - 9/4
[1614676] ['2/9', '7/4', '7/6', '8/3', '9/8'] -> (7/4 + 7/6 + 8/3) / 2/9 - 9/8
[1614678] ['2/9', '7/4', '7/6', '8/5', '8/7'] -> (7/4 + 7/6) * 8/5 / 2/9 * 8/7
[1614687] ['2/9', '7/4', '7/6', '8/7', '9/2'] -> 2/9 / ((7/6 - 8/7) * /4) * 9/2
[1614693] ['2/9', '7/4', '7/6', '8/9', '9/2'] -> 9/2 / (7/4 - (2/9 + 7/6) / 8/9)
[1614715] ['2/9', '7/4', '7/8', '7/8', '8/3'] -> 8/3 / (7/8 / (7/4 + 7/8) - 2/9)
[1614736] ['2/9', '7/4', '7/8', '8/3', '8/7'] -> (7/4 / 7/8 + 8/3) / 2/9 * 8/7
[1614738] ['2/9', '7/4', '7/8', '8/3', '9/2'] -> 2/9 / (8/3 - 7/4 - 7/8) * 9/2
[1614741] ['2/9', '7/4', '7/8', '8/3', '9/7'] -> (7/4 + 8/3) / 2/9 / 7/8 + 9/7
[1614747] ['2/9', '7/4', '7/8', '8/5', '9/4'] -> 7/8 / ((7/4 - 8/5) * /9) - 9/4
[1614780] ['2/9', '7/4', '7/9', '7/9', '8/3'] -> 8/3 / (7/9 - 7/9 / 7/4 - 2/9)
[1614792] ['2/9', '7/4', '7/9', '8/3', '8/9'] -> 7/4 * 8/3 / 2/9 / 7/9 * 8/9
[1614793] ['2/9', '7/4', '7/9', '8/3', '9/2'] -> 7/9 * 8/3 / 2/9 / 7/4 * 9/2
[1614797] ['2/9', '7/4', '7/9', '8/3', '9/8'] -> 7/4 * 8/3 / 2/9 / 7/9 / 9/8
[1614802] ['2/9', '7/4', '7/9', '8/5', '9/4'] -> 9/4 / (7/4 / 8/5 - 2/9 - 7/9)
[1614834] ['2/9', '7/4', '8/3', '8/3', '8/3'] -> (7/4 * 8/3 - 8/3) / 2/9 * 8/3
[1614837] ['2/9', '7/4', '8/3', '8/3', '8/9'] -> 7/4 * 8/3 / 2/9 + 8/3 / 8/9
[1614843] ['2/9', '7/4', '8/3', '8/5', '8/5'] -> 8/5 / (7/4 - 2/9 / 8/3 - 8/5)
[1614851] ['2/9', '7/4', '8/3', '8/7', '8/7'] -> (8/3 + 7/4 * 8/7) / 2/9 * 8/7
[1614856] ['2/9', '7/4', '8/3', '8/7', '9/7'] -> (7/4 + 8/3) * 8/7 / 2/9 + 9/7
[1614862] ['2/9', '7/4', '8/3', '8/9', '9/7'] -> 9/7 * 8/9 * 8/3 * 7/4 / 2/9
[1614867] ['2/9', '7/4', '8/3', '9/2', '9/7'] -> 8/3 * 9/2 / 2/9 / 7/4 / 9/7
[1614872] ['2/9', '7/4', '8/3', '9/4', '9/8'] -> 8/3 * (7/4 / 2/9 + 9/4) / 9/8
[1614877] ['2/9', '7/4', '8/3', '9/7', '9/8'] -> 7/4 * 8/3 * 9/7 / 2/9 / 9/8
[1614901] ['2/9', '7/4', '8/5', '9/2', '9/4'] -> 9/4 / (7/4 / 8/5 - 2/9 * 9/2)
[1614906] ['2/9', '7/4', '8/5', '9/4', '9/5'] -> 9/5 / (2/9 * (7/4 - 8/5) * 9/4)
[1614961] ['2/9', '7/4', '8/9', '9/7', '9/7'] -> 9/7 / (7/4 - (2/9 + 9/7) / 8/9)
[1614964] ['2/9', '7/4', '9/2', '9/2', '9/2'] -> (2/9 + 9/2) * 9/2 + 9/2 - 7/4
[1614965] ['2/9', '7/4', '9/2', '9/2', '9/4'] -> 7/4 + 9/2 / 2/9 + 9/2 / 9/4
[1614968] ['2/9', '7/4', '9/2', '9/2', '9/8'] -> 9/2 / (((7/4 / 9/2) - 2/9) * /8
)[1614978] ['2/9', '7/4', '9/2', '9/8', '9/8'] -> ((7/4 + 9/2) / 2/9 - 9/8) / 9/8
[1615001] ['2/9', '7/5', '7/5', '7/5', '7/8'] -> (7/5 + 7/5) / 2/9 / (7/5 - 7/8)
[1615003] ['2/9', '7/5', '7/5', '7/5', '8/3'] -> (7/5 + 7/5) * 8/3 / 2/9 / 7/5
[1615019] ['2/9', '7/5', '7/5', '7/6', '9/2'] -> (7/5 / 2/9 + 7/6) / 7/5 * 9/2
[1615023] ['2/9', '7/5', '7/5', '7/6', '9/8'] -> 7/5 / (((7/5 - 7/6) * /9) * /8
)[1615108] ['2/9', '7/5', '7/6', '7/8', '9/2'] -> 2/9 / (7/8 - 7/6 / 7/5) * 9/2
[1615115] ['2/9', '7/5', '7/6', '7/9', '8/5'] -> 7/9 / ((7/5 - 7/6) * /9) * 8/5
[1615136] ['2/9', '7/5', '7/6', '8/5', '9/4'] -> 7/6 / ((8/5 - 7/5) * /9) - 9/4
[1615138] ['2/9', '7/5', '7/6', '8/5', '9/7'] -> 8/5 / (((7/5 - 7/6) * /9) * /7
)[1615236] ['2/9', '7/5', '7/9', '7/9', '8/5'] -> 8/5 / (2/9 + 7/5 - 7/9 - 7/9)
[1615247] ['2/9', '7/5', '7/9', '8/3', '8/9'] -> 8/9 / (2/9 * 8/3 - 7/9 / 7/5)
[1615255] ['2/9', '7/5', '7/9', '8/5', '8/9'] -> 8/9 / (7/9 / (7/5 + 8/5) - 2/9)
[1615291] ['2/9', '7/5', '8/3', '8/3', '8/7'] -> 8/3 * 8/3 / 2/9 / 7/5 + 8/7
[1615295] ['2/9', '7/5', '8/3', '8/3', '9/5'] -> (8/3 + 8/3) * (7/5 / 2/9 - 9/5)
[1615298] ['2/9', '7/5', '8/3', '8/5', '8/5'] -> (7/5 + 8/3 / 2/9 + 8/5) * 8/5
[1615455] ['2/9', '7/6', '7/6', '7/6', '7/8'] -> 7/6 / ((2/9 + 7/6) * 7/8 - 7/6)
[1615457] ['2/9', '7/6', '7/6', '7/6', '8/3'] -> (7/6 + 7/6) * 8/3 / 2/9 / 7/6
[1615459] ['2/9', '7/6', '7/6', '7/6', '8/7'] -> 7/6 / ((2/9 + 7/6) / 8/7 - 7/6)
[1615460] ['2/9', '7/6', '7/6', '7/6', '8/9'] -> (8/9 / (2/9 * 7/6) - (7/6 / 7/6)))
[1615471] ['2/9', '7/6', '7/6', '7/8', '8/9'] -> (8/9 / (2/9 * (7/6 / 7/8)) - 7/6))
[1615481] ['2/9', '7/6', '7/6', '7/9', '8/9'] -> 8/9 / (7/6 - 7/6 * 7/9 - 2/9)
[1615494] ['2/9', '7/6', '7/6', '8/3', '9/7'] -> (2/9 / 7/6 + 8/3) / (9/7 - 7/6)
[1615520] ['2/9', '7/6', '7/6', '9/2', '9/7'] -> (7/6 + 9/2) / 2/9 - 7/6 * 9/7
[1615533] ['2/9', '7/6', '7/8', '7/8', '7/9'] -> (7/9 / (2/9 * (7/6 * 7/8)) - 7/8))
[1615534] ['2/9', '7/6', '7/8', '7/8', '8/3'] -> 8/3 / ((7/6 - 7/8) / 7/8 - 2/9)
[1615537] ['2/9', '7/6', '7/8', '7/8', '8/9'] -> (8/9 / (2/9 * 7/6) - (7/8 / 7/8)))
[1615553] ['2/9', '7/6', '7/8', '8/3', '8/3'] -> 7/8 * 8/3 / 2/9 / 7/6 * 8/3
[1615558] ['2/9', '7/6', '7/8', '8/3', '9/4'] -> (8/3 / 2/9 - 7/6 / 7/8) * 9/4
[1615559] ['2/9', '7/6', '7/8', '8/3', '9/5'] -> (7/6 / 7/8 + 8/3 / 2/9) * 9/5
[1615571] ['2/9', '7/6', '7/8', '8/7', '8/9'] -> 8/9 / (2/9 * (7/6 - 7/8 * 8/7))
[1615573] ['2/9', '7/6', '7/8', '8/7', '9/4'] -> 2/9 / ((7/6 - 8/7) * /8) * 9/4
[1615577] ['2/9', '7/6', '7/8', '8/9', '8/9'] -> 8/9 / ((7/6 - 7/8) * 8/9 - 2/9)
[1615581] ['2/9', '7/6', '7/8', '8/9', '9/7'] -> 9/7 * 7/6 * 2/9 / (8/9 - 7/8)
[1615587] ['2/9', '7/6', '7/8', '9/2', '9/8'] -> 7/6 * 9/2 / 2/9 / 7/8 / 9/8
[1615602] ['2/9', '7/6', '7/9', '7/9', '8/9'] -> (8/9 / (2/9 * 7/6) - (7/9 / 7/9)))
[1615608] ['2/9', '7/6', '7/9', '8/3', '8/3'] -> (8/3 - 7/9 / 7/6) / 2/9 * 8/3
[1615609] ['2/9', '7/6', '7/9', '8/3', '8/5'] -> (7/9 / 7/6 + 8/3) / 2/9 * 8/5
[1615615] ['2/9', '7/6', '7/9', '8/3', '9/7'] -> 8/3 / (((7/6 - 7/9) * /9) * /7
)[1615627] ['2/9', '7/6', '7/9', '8/7', '9/2'] -> (7/6 + 7/9 / 2/9) * 8/7 * 9/2
[1615632] ['2/9', '7/6', '7/9', '8/9', '8/9'] -> 8/9 / (7/6 * 8/9 - 2/9 - 7/9)
[1615633] ['2/9', '7/6', '7/9', '8/9', '9/2'] -> 8/9 / (7/6 - 2/9 - 7/9) * 9/2
[1615639] ['2/9', '7/6', '7/9', '9/2', '9/4'] -> 7/6 / 7/9 + 9/2 / 2/9 + 9/4
[1615655] ['2/9', '7/6', '8/3', '8/3', '8/7'] -> 8/3 * 8/3 / 2/9 / 7/6 / 8/7
[1615656] ['2/9', '7/6', '8/3', '8/3', '8/9'] -> (8/9 / (2/9 * 7/6) - (8/3 / 8/3)))
[1615658] ['2/9', '7/6', '8/3', '8/3', '9/4'] -> 8/3 * 8/3 / (7/6 / 9/4 - 2/9)
[1615665] ['2/9', '7/6', '8/3', '8/5', '9/2'] -> (2/9 + 7/6 * 8/3) * 8/5 * 9/2
[1615671] ['2/9', '7/6', '8/3', '8/7', '8/9'] -> 2/9 * 8/3 / (7/6 - 8/7) - 8/9
[1615673] ['2/9', '7/6', '8/3', '8/7', '9/4'] -> (8/3 / 2/9 - 7/6 * 8/7) * 9/4
[1615674] ['2/9', '7/6', '8/3', '8/7', '9/5'] -> (8/3 / 2/9 + 7/6 * 8/7) * 9/5
[1615677] ['2/9', '7/6', '8/3', '8/9', '8/9'] -> 8/9 / (8/9 - 2/9 * (7/6 + 8/3))
[1615680] ['2/9', '7/6', '8/3', '8/9', '9/5'] -> 8/3 / (((7/6 - 8/9) * /9) * /5
)[1615681] ['2/9', '7/6', '8/3', '8/9', '9/7'] -> 9/7 * 7/6 * (8/3 + 8/9) / 2/9
[1615683] ['2/9', '7/6', '8/3', '9/2', '9/2'] -> (2/9 / 8/3 + 7/6 * 9/2) * 9/2
[1615687] ['2/9', '7/6', '8/3', '9/2', '9/8'] -> (8/3 + 9/2 - 7/6) / 2/9 / 9/8
[1615700] ['2/9', '7/6', '8/5', '8/5', '8/9'] -> (8/9 / (2/9 * 7/6) - (8/5 / 8/5)))
[1615701] ['2/9', '7/6', '8/5', '8/5', '9/2'] -> (8/5 / 2/9 - 7/6 * 8/5) * 9/2
