[540832] ['1/4', '3/7', '4/9', '6/7', '8/3'] -> 8/3 / (4/9 * (3/7 / 6/7 - 1/4))
[579118] ['1/4', '6/5', '6/7', '8/3', '8/7'] -> 8/7 / (6/7 / 6/5 - 1/4 * 8/3)
[579131] ['1/4', '6/5', '6/7', '8/5', '9/7'] -> 9/7 * 8/5 / (1/4 * (6/5 - 6/7))
[579137] ['1/4', '6/5', '6/7', '8/7', '9/5'] -> 8/7 / ((6/5 - 6/7) * /4) * 9/5
[579148] ['1/4', '6/5', '6/7', '9/2', '9/5'] -> 6/5 + 9/2 / (1/4 * /7) + 9/5
[579151] ['1/4', '6/5', '6/7', '9/4', '9/4'] -> 9/4 / ((6/5 - 6/7) * /4) - 9/4
[579158] ['1/4', '6/5', '6/7', '9/7', '9/7'] -> 9/7 / (1/4 * (9/7 / 6/5 - 6/7))
[579161] ['1/4', '6/5', '7/2', '7/2', '7/2'] -> 7/2 / ((7/2 - (7/2 / 6/5)) * /4
)[579164] ['1/4', '6/5', '7/2', '7/2', '7/5'] -> 6/5 * (7/2 + 7/2) / 1/4 / 7/5
[579166] ['1/4', '6/5', '7/2', '7/2', '7/8'] -> (7/2 / 1/4 + 7/2) * 6/5 / 7/8
[579169] ['1/4', '6/5', '7/2', '7/2', '8/5'] -> (1/4 + 7/2 * 7/2) * 6/5 * 8/5
[579170] ['1/4', '6/5', '7/2', '7/2', '8/7'] -> (7/2 / 1/4 + 7/2) * 6/5 * 8/7
[579180] ['1/4', '6/5', '7/2', '7/3', '7/6'] -> 6/5 * (7/2 + 7/3) / 1/4 / 7/6
[579181] ['1/4', '6/5', '7/2', '7/3', '7/8'] -> (7/2 / 6/5 + 7/3) / 1/4 / 7/8
[579185] ['1/4', '6/5', '7/2', '7/3', '8/7'] -> (7/2 / 6/5 + 7/3) / 1/4 * 8/7
[579189] ['1/4', '6/5', '7/2', '7/3', '9/5'] -> 9/5 / (1/4 * (7/2 / 7/3 - 6/5))
[579203] ['1/4', '6/5', '7/2', '7/4', '9/5'] -> 6/5 + (7/2 + 7/4) / 1/4 + 9/5
[579204] ['1/4', '6/5', '7/2', '7/4', '9/7'] -> 9/7 * (7/2 / 6/5 + 7/4) / 1/4
[579211] ['1/4', '6/5', '7/2', '7/5', '8/5'] -> (6/5 * 7/2 + 7/5) / 1/4 + 8/5
[579217] ['1/4', '6/5', '7/2', '7/5', '9/7'] -> 9/7 * (7/2 + 7/5 / 6/5) / 1/4
[579223] ['1/4', '6/5', '7/2', '7/6', '8/5'] -> 6/5 * (7/2 + 7/6) / 1/4 + 8/5
[579227] ['1/4', '6/5', '7/2', '7/6', '9/4'] -> 1/4 * 7/2 / (6/5 - 7/6) - 9/4
[579231] ['1/4', '6/5', '7/2', '7/8', '7/8'] -> 6/5 * (7/2 + 7/8) / 1/4 / 7/8
[579235] ['1/4', '6/5', '7/2', '7/8', '8/7'] -> 6/5 * (7/2 + 7/8) / 1/4 * 8/7
[579239] ['1/4', '6/5', '7/2', '7/8', '9/5'] -> 7/2 / (1/4 * /5 * /8) * 9/5
[579244] ['1/4', '6/5', '7/2', '7/9', '8/5'] -> 7/2 / (1/4 * /5 * /9) * 8/5
[579252] ['1/4', '6/5', '7/2', '8/3', '8/3'] -> (7/2 / (1/4 * /5) - 8/3) * 8/3
[579256] ['1/4', '6/5', '7/2', '8/3', '9/2'] -> (7/2 / 6/5 + 8/3 - 1/4) * 9/2
[579258] ['1/4', '6/5', '7/2', '8/3', '9/5'] -> 9/5 / (1/4 * (7/2 - 6/5 * 8/3))
[579261] ['1/4', '6/5', '7/2', '8/5', '8/5'] -> 7/2 * (6/5 / 1/4 + 8/5) + 8/5
[579266] ['1/4', '6/5', '7/2', '8/5', '9/5'] -> 9/5 / (1/4 * (7/2 + 8/5) - 6/5)
[579267] ['1/4', '6/5', '7/2', '8/5', '9/7'] -> 9/7 * 8/5 * 7/2 / (1/4 * 6/5)
[579273] ['1/4', '6/5', '7/2', '8/7', '9/5'] -> 7/2 * 8/7 / 1/4 / 6/5 * 9/5
[579287] ['1/4', '6/5', '7/2', '9/4', '9/4'] -> 7/2 * 9/4 / 1/4 / 6/5 - 9/4
[579288] ['1/4', '6/5', '7/2', '9/4', '9/5'] -> 7/2 / ((9/4 - 6/5) * /4) * 9/5
[579291] ['1/4', '6/5', '7/2', '9/5', '9/5'] -> (7/2 / 1/4 - 6/5 / 9/5) * 9/5
[579297] ['1/4', '6/5', '7/3', '7/3', '7/3'] -> 7/3 / ((7/3 - (7/3 / 6/5)) * /4
)[579303] ['1/4', '6/5', '7/3', '7/3', '8/3'] -> 7/3 * 7/3 / 1/4 + 8/3 / 6/5
[579304] ['1/4', '6/5', '7/3', '7/3', '8/5'] -> 6/5 * (7/3 + 7/3) / 1/4 + 8/5
[579313] ['1/4', '6/5', '7/3', '7/4', '7/5'] -> 7/5 / (1/4 * (7/3 - 6/5 * 7/4))
[579314] ['1/4', '6/5', '7/3', '7/4', '7/6'] -> 7/6 / (1/4 * (7/3 / 6/5 - 7/4))
[579318] ['1/4', '6/5', '7/3', '7/4', '8/5'] -> 8/5 / (6/5 * (1/4 + 7/4) - 7/3)
[579331] ['1/4', '6/5', '7/3', '7/5', '8/5'] -> 8/5 / (1/4 * (6/5 + 7/5 - 7/3))
[579359] ['1/4', '6/5', '7/3', '7/8', '9/5'] -> 9/5 / (7/8 / 7/3 - 1/4 * 6/5)
[579378] ['1/4', '6/5', '7/3', '8/3', '9/5'] -> 9/5 / (6/5 - 7/3 / 8/3 - 1/4)
[579385] ['1/4', '6/5', '7/3', '8/5', '9/4'] -> (7/3 / 1/4 + 8/5 / 6/5) * 9/4
[579392] ['1/4', '6/5', '7/3', '8/7', '9/4'] -> 1/4 / (6/5 + 8/7 - 7/3) - 9/4
[579404] ['1/4', '6/5', '7/3', '9/2', '9/5'] -> (6/5 + 7/3 * 9/2 / 1/4) / 9/5
[579408] ['1/4', '6/5', '7/3', '9/4', '9/5'] -> 6/5 + 7/3 * 9/4 / 1/4 + 9/5
[579413] ['1/4', '6/5', '7/3', '9/5', '9/8'] -> 9/8 * (6/5 + 7/3 + 9/5) / 1/4
[579417] ['1/4', '6/5', '7/4', '7/4', '7/4'] -> 7/4 / ((7/4 - (7/4 / 6/5)) * /4
)[579418] ['1/4', '6/5', '7/4', '7/4', '7/5'] -> 6/5 * 7/4 / 1/4 / (7/4 - 7/5)
[579448] ['1/4', '6/5', '7/4', '7/6', '8/5'] -> 8/5 / ((1/4 + 7/4) * (6/5 - 7/6))
[579453] ['1/4', '6/5', '7/4', '7/6', '9/5'] -> 9/5 / (1/4 * (7/4 / 7/6 - 6/5))
[579478] ['1/4', '6/5', '7/4', '8/3', '8/5'] -> 6/5 * 7/4 * 8/3 / 1/4 + 8/5
[579486] ['1/4', '6/5', '7/4', '8/5', '8/5'] -> 8/5 / ((1/4 + 7/4) / 6/5 - 8/5)
[579489] ['1/4', '6/5', '7/4', '8/5', '9/2'] -> 8/5 / (7/4 - 1/4 - 6/5) * 9/2
[579490] ['1/4', '6/5', '7/4', '8/5', '9/4'] -> 9/4 / ((7/4 - 6/5) / 8/5 - 1/4)
[579508] ['1/4', '6/5', '7/4', '9/2', '9/4'] -> 7/4 * 9/2 / 1/4 / 6/5 - 9/4
[579516] ['1/4', '6/5', '7/4', '9/5', '9/5'] -> 9/5 / (1/4 * (6/5 * 7/4 - 9/5))
[579522] ['1/4', '6/5', '7/5', '7/5', '7/5'] -> 7/5 / ((7/5 - (7/5 / 6/5)) * /4
)[579526] ['1/4', '6/5', '7/5', '7/5', '8/3'] -> ((6/5 + 7/5) / 1/4 - 7/5) * 8/3
[579535] ['1/4', '6/5', '7/5', '7/6', '7/6'] -> 6/5 / ((7/5 - 7/6) * /4) * 7/6
[579539] ['1/4', '6/5', '7/5', '7/6', '8/5'] -> 8/5 / (1/4 * 6/5 + 7/6 - 7/5)
[579542] ['1/4', '6/5', '7/5', '7/6', '9/2'] -> (7/5 * 7/6 / 1/4 - 6/5) * 9/2
[579556] ['1/4', '6/5', '7/5', '7/8', '9/7'] -> 9/7 * 7/5 / (6/5 - 1/4 - 7/8)
[579582] ['1/4', '6/5', '7/5', '8/5', '9/5'] -> 9/5 / (6/5 - 7/5 / 8/5 - 1/4)
[579587] ['1/4', '6/5', '7/5', '8/7', '9/2'] -> 7/5 * 8/7 / 1/4 / 6/5 * 9/2
[579590] ['1/4', '6/5', '7/5', '8/7', '9/7'] -> 9/7 * 6/5 / (1/4 * (7/5 - 8/7))
[579598] ['1/4', '6/5', '7/5', '9/2', '9/2'] -> (7/5 / 1/4 - 6/5 / 9/2) * 9/2
[579600] ['1/4', '6/5', '7/5', '9/2', '9/5'] -> (9/2 - 7/5 / 6/5) / 1/4 * 9/5
[579601] ['1/4', '6/5', '7/5', '9/2', '9/7'] -> 9/7 * 7/5 / (6/5 - 1/4 * 9/2)
[579613] ['1/4', '6/5', '7/6', '7/6', '7/6'] -> 7/6 / ((7/6 - (7/6 / 6/5)) * /4
)[579631] ['1/4', '6/5', '7/6', '7/8', '9/2'] -> 9/2 / (7/6 - 7/8 / 6/5 - 1/4)
[579638] ['1/4', '6/5', '7/6', '7/9', '8/5'] -> 8/5 / (6/5 * (1/4 + 7/9) - 7/6)
[579643] ['1/4', '6/5', '7/6', '7/9', '9/5'] -> 9/5 / (1/4 * (7/6 / 7/9 - 6/5))
[579652] ['1/4', '6/5', '7/6', '8/3', '9/5'] -> 9/5 / (1/4 * (8/3 - 6/5 - 7/6))
[579668] ['1/4', '6/5', '7/6', '8/7', '9/7'] -> 9/7 / (1/4 * (7/6 - 8/7 / 6/5))
[579673] ['1/4', '6/5', '7/6', '8/9', '9/5'] -> 6/5 / (((7/6 - 1/4) - 8/9) * /5
)[579691] ['1/4', '6/5', '7/8', '7/8', '7/8'] -> 7/8 / ((7/8 - (7/8 / 6/5)) * /4
)[579699] ['1/4', '6/5', '7/8', '7/8', '9/5'] -> 9/5 / (1/4 + 7/8 - 6/5 * 7/8)
[579703] ['1/4', '6/5', '7/8', '7/9', '8/3'] -> 8/3 / (1/4 / 6/5 + 7/9 - 7/8)
[579717] ['1/4', '6/5', '7/8', '8/3', '9/4'] -> 9/4 / (6/5 * (7/8 / 8/3 - 1/4))
[579718] ['1/4', '6/5', '7/8', '8/3', '9/5'] -> 9/5 / (7/8 - 1/4 * 6/5 * 8/3)
[579726] ['1/4', '6/5', '7/8', '8/5', '9/5'] -> 9/5 / (1/4 * 8/5 - (6/5 - 7/8))
[579733] ['1/4', '6/5', '7/8', '8/7', '9/5'] -> 9/5 / (1/4 + 7/8 - 6/5 / 8/7)
[579748] ['1/4', '6/5', '7/8', '9/4', '9/5'] -> 9/5 / (1/4 + 6/5 + 7/8 - 9/4)
[579757] ['1/4', '6/5', '7/9', '7/9', '7/9'] -> (7/9 / (1/4 * 7/9) - (7/9 / 6/5)))
[579771] ['1/4', '6/5', '7/9', '8/3', '9/2'] -> (7/9 / 1/4 + 8/3 / 6/5) * 9/2
[579779] ['1/4', '6/5', '7/9', '8/5', '9/2'] -> (6/5 * 7/9 / 1/4 + 8/5) * 9/2
[579812] ['1/4', '6/5', '8/3', '8/3', '8/3'] -> 8/3 / ((8/3 - (8/3 / 6/5)) * /4
)[579813] ['1/4', '6/5', '8/3', '8/3', '8/5'] -> 6/5 * (8/3 + 8/3) / 1/4 - 8/5
[579837] ['1/4', '6/5', '8/3', '8/9', '9/2'] -> (8/3 / 6/5 - 8/9) / 1/4 * 9/2
[579843] ['1/4', '6/5', '8/3', '9/2', '9/4'] -> 8/3 * (1/4 + 9/2 / 6/5) * 9/4
[579844] ['1/4', '6/5', '8/3', '9/2', '9/5'] -> (8/3 * 9/2 - 6/5) / 1/4 / 9/5
[579851] ['1/4', '6/5', '8/3', '9/5', '9/5'] -> (8/3 + 6/5 / 9/5) / 1/4 * 9/5
[579862] ['1/4', '6/5', '8/5', '8/5', '9/5'] -> (8/5 / 1/4 + 8/5) * (6/5 + 9/5)
[579865] ['1/4', '6/5', '8/5', '8/7', '8/7'] -> 8/7 / (1/4 * (8/5 / 6/5 - 8/7))
[579867] ['1/4', '6/5', '8/5', '8/7', '9/2'] -> 9/2 / (6/5 / (8/5 + 8/7) - 1/4)
[579873] ['1/4', '6/5', '8/5', '8/9', '9/2'] -> (8/5 / 1/4 - 6/5 * 8/9) * 9/2
[579874] ['1/4', '6/5', '8/5', '8/9', '9/4'] -> (8/5 + 6/5 * 8/9) / 1/4 * 9/4
[579882] ['1/4', '6/5', '8/5', '9/2', '9/8'] -> 9/8 * 8/5 / (6/5 - 1/4 * 9/2)
[579890] ['1/4', '6/5', '8/5', '9/7', '9/7'] -> 9/7 * 6/5 / (8/5 - 1/4 - 9/7)
[579893] ['1/4', '6/5', '8/7', '8/7', '8/7'] -> 8/7 / ((8/7 - (8/7 / 6/5)) * /4
)[579921] ['1/4', '6/5', '8/9', '8/9', '8/9'] -> (8/9 / (1/4 * 8/9) - (8/9 / 6/5)))
[579922] ['1/4', '6/5', '8/9', '8/9', '9/2'] -> (8/9 / 1/4 + 8/9) * 6/5 * 9/2
[579929] ['1/4', '6/5', '8/9', '9/2', '9/5'] -> 8/9 * 9/2 / 1/4 / 6/5 * 9/5
[579943] ['1/4', '6/5', '9/2', '9/2', '9/4'] -> 9/2 / 1/4 + 9/2 / 6/5 + 9/4
[579951] ['1/4', '6/5', '9/2', '9/5', '9/5'] -> (9/2 / 6/5 + 9/5) / 1/4 + 9/5
[579954] ['1/4', '6/5', '9/2', '9/7', '9/7'] -> 9/7 / (1/4 * 9/2 - 9/7 / 6/5)
[579956] ['1/4', '6/5', '9/2', '9/8', '9/8'] -> 6/5 * (9/2 + 9/8) / 1/4 / 9/8
[579963] ['1/4', '6/5', '9/4', '9/5', '9/8'] -> (6/5 + 9/5) * 9/4 / 1/4 / 9/8
[579970] ['1/4', '6/5', '9/5', '9/7', '9/7'] -> 9/7 / (1/4 * (9/5 / 6/5 - 9/7))
[579973] ['1/4', '6/5', '9/7', '9/7', '9/7'] -> (9/7 / (1/4 * 9/7) - (9/7 / 6/5)))
[579976] ['1/4', '6/5', '9/8', '9/8', '9/8'] -> 9/8 / ((9/8 - (9/8 / 6/5)) * /4
)[579977] ['1/4', '6/7', '6/7', '6/7', '6/7'] -> 6/7 / (((6/7 / 6/7) - 6/7) * /4
)[579979] ['1/4', '6/7', '6/7', '6/7', '7/3'] -> (6/7 + 6/7 + 6/7) * 7/3 / 1/4
[579982] ['1/4', '6/7', '6/7', '6/7', '7/6'] -> 6/7 / (((6/7 * 7/6) - 6/7) * /4
)[579983] ['1/4', '6/7', '6/7', '6/7', '7/8'] -> 1/4 * (6/7 + 6/7) / (7/8 - 6/7)
[579985] ['1/4', '6/7', '6/7', '6/7', '8/3'] -> (6/7 + 6/7) / (6/7 / 8/3 - 1/4)
[579992] ['1/4', '6/7', '6/7', '6/7', '9/7'] -> 6/7 / (9/7 - 6/7 / 6/7 - 1/4)
[579995] ['1/4', '6/7', '6/7', '7/2', '7/3'] -> 6/7 * 6/7 * 7/2 / 1/4 * 7/3
[580001] ['1/4', '6/7', '6/7', '7/2', '8/3'] -> (6/7 / 1/4 - 6/7) * 7/2 * 8/3
[580003] ['1/4', '6/7', '6/7', '7/2', '8/7'] -> 6/7 * 7/2 / 1/4 * (6/7 + 8/7)
[580020] ['1/4', '6/7', '6/7', '7/3', '9/2'] -> (7/3 - 6/7 / 6/7) / 1/4 * 9/2
[580022] ['1/4', '6/7', '6/7', '7/3', '9/5'] -> (6/7 / 6/7 + 7/3) / 1/4 * 9/5
[580028] ['1/4', '6/7', '6/7', '7/4', '7/8'] -> (6/7 / ((1/4 + 7/4) * 7/8) - 6/7))
[580052] ['1/4', '6/7', '6/7', '7/6', '7/6'] -> (6/7 / (1/4 * (7/6 / 7/6)) - 6/7))
[580055] ['1/4', '6/7', '6/7', '7/6', '8/3'] -> 8/3 / ((7/6 - 6/7) / 6/7 - 1/4)
[580064] ['1/4', '6/7', '6/7', '7/8', '7/8'] -> (6/7 / (1/4 * (7/8 / 7/8)) - 6/7))
[580069] ['1/4', '6/7', '6/7', '7/8', '8/9'] -> (6/7 / ((1/4 + 7/8) * 8/9) - 6/7))
[580078] ['1/4', '6/7', '6/7', '7/9', '8/7'] -> (8/7 / (1/4 * 6/7) - (6/7 * 7/9)))
[580080] ['1/4', '6/7', '6/7', '7/9', '9/2'] -> (6/7 + 6/7) * 7/9 / 1/4 * 9/2
[580082] ['1/4', '6/7', '6/7', '7/9', '9/5'] -> 6/7 / (((6/7 - 7/9) * /4) * /5
)[580102] ['1/4', '6/7', '6/7', '8/7', '8/7'] -> (6/7 / (1/4 * (8/7 / 8/7)) - 6/7))
[580104] ['1/4', '6/7', '6/7', '8/7', '9/2'] -> (6/7 / 1/4 + 8/7) / 6/7 * 9/2
[580110] ['1/4', '6/7', '6/7', '8/9', '9/2'] -> 6/7 / (((8/9 - 6/7) * /4) * /2
)[580120] ['1/4', '6/7', '6/7', '9/4', '9/4'] -> (6/7 / (1/4 * (9/4 / 9/4)) - 6/7))
[580131] ['1/4', '6/7', '7/2', '7/2', '7/3'] -> (7/2 * 7/2 - 1/4) * 6/7 * 7/3
[580132] ['1/4', '6/7', '7/2', '7/2', '7/4'] -> 6/7 * 7/2 * 7/2 / 1/4 / 7/4
[580139] ['1/4', '6/7', '7/2', '7/2', '8/7'] -> (7/2 * 7/2 - 1/4) * (6/7 + 8/7)
[580141] ['1/4', '6/7', '7/2', '7/2', '9/2'] -> 6/7 * (7/2 + 7/2) + 9/2 / 1/4
[580149] ['1/4', '6/7', '7/2', '7/3', '7/6'] -> 6/7 * 7/2 * 7/3 / 1/4 / 7/6
[580154] ['1/4', '6/7', '7/2', '7/3', '8/7'] -> 8/7 / (1/4 * (6/7 - 7/3 / 7/2))
[580155] ['1/4', '6/7', '7/2', '7/3', '8/9'] -> (7/2 + 7/3 / 6/7) / 1/4 - 8/9
[580160] ['1/4', '6/7', '7/2', '7/3', '9/8'] -> 9/8 * (6/7 * 7/2 + 7/3) / 1/4
[580164] ['1/4', '6/7', '7/2', '7/4', '7/8'] -> 6/7 * 7/2 * 7/4 / 1/4 / 7/8
[580166] ['1/4', '6/7', '7/2', '7/4', '8/3'] -> 6/7 * (7/2 + 7/4 / 1/4) * 8/3
[580168] ['1/4', '6/7', '7/2', '7/4', '8/7'] -> 6/7 * 7/2 * 7/4 / 1/4 * 8/7
[580175] ['1/4', '6/7', '7/2', '7/5', '7/5'] -> 7/2 * (6/7 + 7/5 / 1/4) + 7/5
[580189] ['1/4', '6/7', '7/2', '7/6', '7/8'] -> (7/2 / 6/7 + 7/6) / 1/4 / 7/8
[580192] ['1/4', '6/7', '7/2', '7/6', '8/5'] -> (7/2 / 1/4 + 6/7 * 7/6) * 8/5
[580193] ['1/4', '6/7', '7/2', '7/6', '8/7'] -> (7/2 / 6/7 + 7/6) / 1/4 * 8/7
[580195] ['1/4', '6/7', '7/2', '7/6', '9/2'] -> (1/4 + (6/7 + 7/2) * 7/6) * 9/2
[580197] ['1/4', '6/7', '7/2', '7/6', '9/5'] -> 7/2 * (7/6 / 1/4 - 6/7) * 9/5
[580202] ['1/4', '6/7', '7/2', '7/8', '8/3'] -> 6/7 * (7/2 - 7/8) / 1/4 * 8/3
[580203] ['1/4', '6/7', '7/2', '7/8', '8/5'] -> 6/7 * (7/2 + 7/8) / 1/4 * 8/5
[580212] ['1/4', '6/7', '7/2', '7/9', '8/3'] -> 8/3 / (7/9 / 1/4 - 6/7 * 7/2)
[580214] ['1/4', '6/7', '7/2', '7/9', '8/7'] -> 7/2 / (1/4 * /7 * /9) * 8/7
[580218] ['1/4', '6/7', '7/2', '7/9', '9/5'] -> (7/2 / 1/4 - 6/7 * 7/9) * 9/5
[580219] ['1/4', '6/7', '7/2', '7/9', '9/7'] -> 6/7 / ((1/4 - (7/9 / 7/2)) * /7
)[580223] ['1/4', '6/7', '7/2', '8/3', '8/7'] -> 8/7 / ((1/4 * 7/2 - 6/7) * 8/3)
[580224] ['1/4', '6/7', '7/2', '8/3', '8/9'] -> (7/2 / 6/7 + 8/3) / 1/4 * 8/9
[580225] ['1/4', '6/7', '7/2', '8/3', '9/2'] -> 7/2 * (6/7 + 1/4 * 8/3) * 9/2
[580229] ['1/4', '6/7', '7/2', '8/3', '9/8'] -> (7/2 / 6/7 + 8/3) / 1/4 / 9/8
[580247] ['1/4', '6/7', '7/2', '8/9', '9/4'] -> 6/7 * 7/2 * 8/9 / 1/4 * 9/4
[580254] ['1/4', '6/7', '7/2', '9/2', '9/7'] -> 9/7 * (1/4 + 7/2 * 9/2) / 6/7
[580258] ['1/4', '6/7', '7/2', '9/4', '9/7'] -> 9/7 / (1/4 * (6/7 - 9/4 / 7/2))
[580259] ['1/4', '6/7', '7/2', '9/4', '9/8'] -> 6/7 * 7/2 * 9/4 / 1/4 / 9/8
[580271] ['1/4', '6/7', '7/3', '7/3', '7/9'] -> 6/7 * 7/3 * 7/3 / 1/4 / 7/9
[580279] ['1/4', '6/7', '7/3', '7/3', '9/7'] -> 6/7 * 7/3 * 7/3 / 1/4 * 9/7
[580281] ['1/4', '6/7', '7/3', '7/4', '7/4'] -> 7/4 / (1/4 * (7/3 - 7/4 / 6/7))
[580286] ['1/4', '6/7', '7/3', '7/4', '8/3'] -> (6/7 * 7/3 + 7/4 / 1/4) * 8/3
[580287] ['1/4', '6/7', '7/3', '7/4', '8/5'] -> (6/7 * 7/3 + 7/4) / 1/4 * 8/5
[580290] ['1/4', '6/7', '7/3', '7/4', '9/2'] -> ((6/7 + 7/3) * 7/4 - 1/4) * 9/2
[580311] ['1/4', '6/7', '7/3', '7/6', '8/3'] -> 6/7 * (7/3 / 1/4 + 7/6) * 8/3
[580315] ['1/4', '6/7', '7/3', '7/6', '9/2'] -> (7/3 - 6/7 * 7/6) / 1/4 * 9/2
[580317] ['1/4', '6/7', '7/3', '7/6', '9/5'] -> (7/3 + 6/7 * 7/6) / 1/4 * 9/5
[580336] ['1/4', '6/7', '7/3', '7/9', '9/2'] -> 6/7 * (7/3 - 7/9) / 1/4 * 9/2
[580346] ['1/4', '6/7', '7/3', '8/3', '9/4'] -> (6/7 * 7/3 / 1/4 + 8/3) * 9/4
[580348] ['1/4', '6/7', '7/3', '8/3', '9/7'] -> 9/7 * (6/7 * 7/3 + 8/3) / 1/4
[580349] ['1/4', '6/7', '7/3', '8/3', '9/8'] -> 9/8 * 8/3 * 7/3 * 6/7 / 1/4
[580351] ['1/4', '6/7', '7/3', '8/5', '8/7'] -> 8/7 / (1/4 * 7/3 - 6/7 / 8/5)
[580358] ['1/4', '6/7', '7/3', '8/7', '8/7'] -> 8/7 / (7/3 + 8/7 - 6/7 / 1/4)
[580363] ['1/4', '6/7', '7/3', '8/7', '9/7'] -> 9/7 * 7/3 * (6/7 + 8/7) / 1/4
[580386] ['1/4', '6/7', '7/4', '7/4', '7/4'] -> 7/4 / (((7/4 / 6/7) - 7/4) * /4
)[580395] ['1/4', '6/7', '7/4', '7/4', '9/2'] -> 9/2 / ((1/4 + 6/7) * 7/4 - 7/4)
[580396] ['1/4', '6/7', '7/4', '7/4', '9/4'] -> 6/7 * 7/4 / 1/4 * (7/4 + 9/4)
[580400] ['1/4', '6/7', '7/4', '7/5', '7/5'] -> 7/5 / (7/4 - 1/4 / 6/7 - 7/5)
[580410] ['1/4', '6/7', '7/4', '7/5', '9/5'] -> 9/5 / (1/4 * 6/7 * (7/4 - 7/5))
[580420] ['1/4', '6/7', '7/4', '7/6', '9/2'] -> 9/2 / (1/4 * (7/4 - 6/7 * 7/6))
[580421] ['1/4', '6/7', '7/4', '7/6', '9/4'] -> (6/7 * 7/4 + 7/6) / 1/4 * 9/4
[580427] ['1/4', '6/7', '7/4', '7/8', '8/3'] -> 6/7 * (7/4 + 7/8) / 1/4 * 8/3
[580441] ['1/4', '6/7', '7/4', '7/9', '9/2'] -> 6/7 * (7/4 / 1/4 - 7/9) * 9/2
[580451] ['1/4', '6/7', '7/4', '8/3', '9/4'] -> 7/4 * (6/7 / 1/4 + 8/3) * 9/4
[580471] ['1/4', '6/7', '7/4', '8/9', '9/2'] -> 6/7 * 7/4 * 8/9 / 1/4 * 9/2
[580476] ['1/4', '6/7', '7/4', '9/2', '9/2'] -> 6/7 * 7/4 + 9/2 / 1/4 + 9/2
[580480] ['1/4', '6/7', '7/4', '9/2', '9/8'] -> 6/7 * 7/4 * 9/2 / 1/4 / 9/8
[580481] ['1/4', '6/7', '7/4', '9/4', '9/4'] -> (6/7 + 9/4) * 7/4 / 1/4 + 9/4
[580483] ['1/4', '6/7', '7/4', '9/4', '9/7'] -> 9/7 * (7/4 + 9/4) / (1/4 * 6/7)
[580485] ['1/4', '6/7', '7/4', '9/5', '9/5'] -> 9/5 / (1/4 * (9/5 - 6/7 * 7/4))
[580488] ['1/4', '6/7', '7/4', '9/7', '9/7'] -> 9/7 / (1/4 * (6/7 * 7/4 - 9/7))
[580502] ['1/4', '6/7', '7/5', '7/5', '9/7'] -> (7/5 + 7/5) / 1/4 * (6/7 + 9/7)
[580511] ['1/4', '6/7', '7/5', '7/6', '9/2'] -> 7/5 * (7/6 / 1/4 - 6/7) * 9/2
[580524] ['1/4', '6/7', '7/5', '7/8', '9/5'] -> 9/5 / (6/7 * 7/5 - 1/4 - 7/8)
[580525] ['1/4', '6/7', '7/5', '7/8', '9/7'] -> 9/7 / (6/7 - (1/4 + 7/8) / 7/5)
[580541] ['1/4', '6/7', '7/5', '8/3', '9/2'] -> (6/7 / 1/4 + 8/3 / 7/5) * 9/2
[580549] ['1/4', '6/7', '7/5', '8/5', '9/2'] -> 8/5 / (1/4 * /7 * /5) * 9/2
[580558] ['1/4', '6/7', '7/5', '8/7', '9/5'] -> 6/7 / ((7/5 - 8/7) * /4) * 9/5
[580569] ['1/4', '6/7', '7/5', '9/2', '9/5'] -> 9/5 / (6/7 * 7/5 - 1/4 * 9/2)
[580570] ['1/4', '6/7', '7/5', '9/2', '9/7'] -> 9/7 / (6/7 - 1/4 * 9/2 / 7/5)
[580582] ['1/4', '6/7', '7/6', '7/6', '7/6'] -> 7/6 / (((7/6 / 6/7) - 7/6) * /4
)[580585] ['1/4', '6/7', '7/6', '7/6', '8/3'] -> 8/3 / ((7/6 - 6/7) * 7/6 - 1/4)
[580587] ['1/4', '6/7', '7/6', '7/6', '8/7'] -> 8/7 / (6/7 * (1/4 + 7/6) - 7/6)
[580594] ['1/4', '6/7', '7/6', '7/8', '7/8'] -> 7/8 / (1/4 * (7/6 - 7/8 / 6/7))
[580605] ['1/4', '6/7', '7/6', '7/9', '7/9'] -> 7/9 / ((1/4 + 7/9) / 6/7 - 7/6)
[580608] ['1/4', '6/7', '7/6', '7/9', '8/7'] -> 8/7 / (1/4 * (6/7 - 7/9 / 7/6))
[580610] ['1/4', '6/7', '7/6', '7/9', '9/2'] -> (7/6 / 1/4 + 6/7 * 7/9) * 9/2
[580634] ['1/4', '6/7', '7/6', '8/7', '9/2'] -> 7/6 * (6/7 / 1/4 + 8/7) * 9/2
[580643] ['1/4', '6/7', '7/6', '8/9', '9/7'] -> 6/7 / (((7/6 - 1/4) - 8/9) * /7
)[580660] ['1/4', '6/7', '7/8', '7/8', '7/8'] -> 7/8 / (((7/8 / 6/7) - 7/8) * /4
)[580667] ['1/4', '6/7', '7/8', '7/8', '9/4'] -> 9/4 / ((1/4 + 6/7) * 7/8 - 7/8)
[580672] ['1/4', '6/7', '7/8', '7/9', '8/3'] -> 1/4 / (7/9 - 6/7 * 7/8) * 8/3
[580700] ['1/4', '6/7', '7/8', '8/7', '9/2'] -> 9/2 / (7/8 / (6/7 + 8/7) - 1/4)
