[272074] ['1/3', '1/7', '1/8', '5/2', '7/5'] -> ((7/5 * 1/7) / ((1/3 / 5/2) - 1/8))
[308462] ['1/3', '2/3', '3/2', '7/8', '9/2'] -> (9/2 / (3/2 * ((1/3 + 2/3) - 7/8)))
[308472] ['1/3', '2/3', '3/2', '7/9', '9/2'] -> ((((2/3 * 3/2) + 7/9) / 1/3) * 9/2)
[308478] ['1/3', '2/3', '3/2', '8/3', '8/5'] -> ((((2/3 + 8/3) * 3/2) / 1/3) * 8/5)
[308480] ['1/3', '2/3', '3/2', '8/3', '8/9'] -> (((8/3 / 1/3) / 3/2) / (8/9 - 2/3))
[308486] ['1/3', '2/3', '3/2', '8/5', '8/5'] -> (8/5 / (((8/5 / 3/2) - 1/3) - 2/3))
[308489] ['1/3', '2/3', '3/2', '8/5', '9/2'] -> (9/2 / (((3/2 - 2/3) / 8/5) - 1/3))
[308494] ['1/3', '2/3', '3/2', '8/7', '8/7'] -> ((8/7 / 1/3) / (8/7 - (2/3 * 3/2)))
[308501] ['1/3', '2/3', '3/2', '8/9', '8/9'] -> ((8/9 / 1/3) / ((2/3 * 3/2) - 8/9))
[308502] ['1/3', '2/3', '3/2', '8/9', '9/2'] -> ((8/9 / (2/3 - (1/3 * 3/2))) * 9/2)
[308510] ['1/3', '2/3', '3/2', '9/2', '9/7'] -> ((2/3 + ((3/2 + 9/2) / 1/3)) * 9/7)
[308526] ['1/3', '2/3', '3/4', '3/4', '4/3'] -> (4/3 / ((2/3 * 3/4) - (1/3 / 3/4)))
[308532] ['1/3', '2/3', '3/4', '3/4', '5/4'] -> ((1/3 + (5/4 / 3/4)) / (3/4 - 2/3))
[308540] ['1/3', '2/3', '3/4', '3/4', '7/3'] -> (((1/3 + 7/3) * 3/4) / (3/4 - 2/3))
[308543] ['1/3', '2/3', '3/4', '3/4', '7/6'] -> (((1/3 + 7/6) / 3/4) / (3/4 - 2/3))
[308544] ['1/3', '2/3', '3/4', '3/4', '7/8'] -> ((1/3 * 3/4) / (2/3 - (3/4 * 7/8)))
[308545] ['1/3', '2/3', '3/4', '3/4', '7/9'] -> (((1/3 / 2/3) / 3/4) / (7/9 - 3/4))
[308549] ['1/3', '2/3', '3/4', '3/4', '8/9'] -> (((3/4 * 8/9) / 1/3) / (3/4 - 2/3))
[308554] ['1/3', '2/3', '3/4', '3/4', '9/8'] -> (((3/4 / (3/4 - 2/3)) / 1/3) / 9/8)
[308555] ['1/3', '2/3', '3/4', '3/5', '3/5'] -> (3/5 / (((3/4 - 1/3) / 2/3) - 3/5))
[308558] ['1/3', '2/3', '3/4', '3/5', '4/3'] -> (4/3 / ((1/3 / 3/5) - (2/3 * 3/4)))
[308568] ['1/3', '2/3', '3/4', '3/5', '5/9'] -> (((2/3 / (3/4 - 3/5)) / 1/3) / 5/9)
[308570] ['1/3', '2/3', '3/4', '3/5', '6/7'] -> (6/7 / (3/4 - (2/3 / (1/3 + 3/5))))
[308579] ['1/3', '2/3', '3/4', '3/5', '8/5'] -> (8/5 / (((1/3 / 2/3) / 3/4) - 3/5))
[308592] ['1/3', '2/3', '3/4', '3/7', '4/9'] -> (4/9 / (2/3 * ((1/3 / 3/7) - 3/4)))
[308604] ['1/3', '2/3', '3/4', '3/7', '7/4'] -> ((2/3 / ((1/3 / 3/4) - 3/7)) / 7/4)
[308609] ['1/3', '2/3', '3/4', '3/7', '8/3'] -> (8/3 / ((2/3 / 3/4) - (1/3 / 3/7)))
[308625] ['1/3', '2/3', '3/4', '3/8', '5/4'] -> (5/4 / ((2/3 - (3/4 * 3/8)) - 1/3))
[308626] ['1/3', '2/3', '3/4', '3/8', '5/6'] -> ((5/6 / 2/3) / (1/3 - (3/4 * 3/8)))
[308634] ['1/3', '2/3', '3/4', '3/8', '7/4'] -> ((7/4 / 1/3) / (3/4 * (2/3 - 3/8)))
[308654] ['1/3', '2/3', '3/4', '4/3', '5/4'] -> ((4/3 / 1/3) / ((2/3 + 3/4) - 5/4))
[308657] ['1/3', '2/3', '3/4', '4/3', '5/8'] -> ((3/4 + (1/3 / 4/3)) / (2/3 - 5/8))
[308659] ['1/3', '2/3', '3/4', '4/3', '6/5'] -> (((1/3 + 4/3) / (3/4 - 2/3)) * 6/5)
[308661] ['1/3', '2/3', '3/4', '4/3', '7/2'] -> (7/2 / (((1/3 + 3/4) / 4/3) - 2/3))
[308696] ['1/3', '2/3', '3/4', '4/5', '8/3'] -> (8/3 / (2/3 - ((1/3 / 3/4) / 4/5)))
[308700] ['1/3', '2/3', '3/4', '4/5', '9/2'] -> (9/2 / (3/4 * (2/3 - (1/3 / 4/5))))
[308720] ['1/3', '2/3', '3/4', '4/7', '7/6'] -> (((4/7 / (3/4 - 2/3)) / 1/3) * 7/6)
[308733] ['1/3', '2/3', '3/4', '4/9', '5/2'] -> (5/2 / (2/3 - ((1/3 * 3/4) / 4/9)))
[308759] ['1/3', '2/3', '3/4', '5/2', '5/3'] -> ((5/3 / 1/3) / ((3/4 - 2/3) * 5/2))
[308761] ['1/3', '2/3', '3/4', '5/2', '5/6'] -> ((2/3 / (1/3 - (3/4 / 5/2))) / 5/6)
[308776] ['1/3', '2/3', '3/4', '5/2', '8/7'] -> (8/7 / ((2/3 / (5/2 - 3/4)) - 1/3))
[308779] ['1/3', '2/3', '3/4', '5/2', '9/4'] -> ((2/3 + ((5/2 / 1/3) / 3/4)) * 9/4)
[308788] ['1/3', '2/3', '3/4', '5/3', '5/9'] -> (((1/3 + 5/3) / 3/4) / (2/3 - 5/9))
[308808] ['1/3', '2/3', '3/4', '5/4', '5/6'] -> ((5/6 / 1/3) / ((3/4 - 2/3) * 5/4))
[308812] ['1/3', '2/3', '3/4', '5/4', '6/5'] -> (6/5 / (((1/3 + 2/3) / 5/4) - 3/4))
[308819] ['1/3', '2/3', '3/4', '5/4', '7/8'] -> (((5/4 / 1/3) / 3/4) / (7/8 - 2/3))
[308822] ['1/3', '2/3', '3/4', '5/4', '8/5'] -> (8/5 / (((2/3 * 3/4) / 5/4) - 1/3))
[308833] ['1/3', '2/3', '3/4', '5/6', '5/9'] -> ((5/9 / 1/3) / ((3/4 - 2/3) * 5/6))
[308847] ['1/3', '2/3', '3/4', '5/6', '9/2'] -> (((2/3 + (5/6 / 3/4)) / 1/3) * 9/2)
[308858] ['1/3', '2/3', '3/4', '5/7', '7/3'] -> (((2/3 / (3/4 - 5/7)) / 1/3) / 7/3)
[308861] ['1/3', '2/3', '3/4', '5/7', '7/6'] -> (((1/3 + 2/3) / (3/4 - 5/7)) / 7/6)
[308875] ['1/3', '2/3', '3/4', '5/8', '6/5'] -> (6/5 / (((1/3 / 2/3) / 5/8) - 3/4))
[308902] ['1/3', '2/3', '3/4', '5/9', '7/9'] -> ((1/3 + 7/9) / ((3/4 - 2/3) * 5/9))
[308906] ['1/3', '2/3', '3/4', '5/9', '8/9'] -> ((2/3 + 8/9) / (1/3 * (3/4 - 5/9)))
[308908] ['1/3', '2/3', '3/4', '5/9', '9/4'] -> (((1/3 + 5/9) / (3/4 - 2/3)) * 9/4)
[308921] ['1/3', '2/3', '3/4', '6/5', '8/3'] -> (8/3 / ((2/3 / 6/5) - (1/3 / 3/4)))
[308922] ['1/3', '2/3', '3/4', '6/5', '8/5'] -> (8/5 / ((3/4 * (6/5 - 2/3)) - 1/3))
[308927] ['1/3', '2/3', '3/4', '6/5', '9/5'] -> (((6/5 / (3/4 - 2/3)) / 1/3) / 9/5)
[308938] ['1/3', '2/3', '3/4', '6/7', '8/3'] -> (8/3 / ((2/3 * 3/4) - (1/3 / 6/7)))
[308940] ['1/3', '2/3', '3/4', '6/7', '8/7'] -> (8/7 / ((1/3 * 3/4) * (6/7 - 2/3)))
[308948] ['1/3', '2/3', '3/4', '7/2', '7/3'] -> ((7/3 / 1/3) / ((3/4 - 2/3) * 7/2))
[308954] ['1/3', '2/3', '3/4', '7/2', '8/3'] -> (((7/2 - (2/3 * 3/4)) / 1/3) * 8/3)
[308955] ['1/3', '2/3', '3/4', '7/2', '8/5'] -> ((((7/2 / 1/3) / 2/3) - 3/4) * 8/5)
[308958] ['1/3', '2/3', '3/4', '7/2', '9/2'] -> ((((1/3 / 2/3) + 7/2) / 3/4) * 9/2)
[308960] ['1/3', '2/3', '3/4', '7/2', '9/5'] -> ((((7/2 / 1/3) / 3/4) - 2/3) * 9/5)
[308963] ['1/3', '2/3', '3/4', '7/3', '7/3'] -> ((2/3 / (1/3 - (3/4 / 7/3))) / 7/3)
[308971] ['1/3', '2/3', '3/4', '7/3', '8/7'] -> (8/7 / (((2/3 / 3/4) / 7/3) - 1/3))
[308973] ['1/3', '2/3', '3/4', '7/3', '9/2'] -> ((((1/3 + 7/3) / 2/3) / 3/4) * 9/2)
[308980] ['1/3', '2/3', '3/4', '7/4', '7/6'] -> ((7/6 / 1/3) / ((3/4 - 2/3) * 7/4))
[308984] ['1/3', '2/3', '3/4', '7/4', '8/5'] -> (8/5 / (1/3 - (2/3 / (3/4 + 7/4))))
[308992] ['1/3', '2/3', '3/4', '7/5', '7/5'] -> (7/5 / ((1/3 + (3/4 / 2/3)) - 7/5))
[308994] ['1/3', '2/3', '3/4', '7/5', '7/8'] -> (7/8 / ((3/4 / (7/5 - 1/3)) - 2/3))
[308997] ['1/3', '2/3', '3/4', '7/5', '8/5'] -> (8/5 / (7/5 - ((1/3 + 2/3) / 3/4)))
[309007] ['1/3', '2/3', '3/4', '7/6', '7/9'] -> ((7/9 / 1/3) / ((3/4 - 2/3) * 7/6))
[309012] ['1/3', '2/3', '3/4', '7/6', '9/2'] -> ((2/3 + ((7/6 / 1/3) / 3/4)) * 9/2)
[309024] ['1/3', '2/3', '3/4', '7/8', '9/4'] -> (9/4 / (3/4 * ((1/3 + 2/3) - 7/8)))
[309035] ['1/3', '2/3', '3/4', '7/9', '9/5'] -> (((1/3 + 7/9) / (3/4 - 2/3)) * 9/5)
[309044] ['1/3', '2/3', '3/4', '8/3', '9/5'] -> ((((2/3 + 8/3) / 1/3) / 3/4) * 9/5)
[309057] ['1/3', '2/3', '3/4', '8/7', '9/2'] -> (9/2 / (3/4 * ((2/3 / 8/7) - 1/3)))
[309060] ['1/3', '2/3', '3/4', '8/7', '9/7'] -> ((1/3 / (8/7 - (3/4 / 2/3))) * 9/7)
[309071] ['1/3', '2/3', '3/4', '9/2', '9/7'] -> ((2/3 + ((9/2 / 1/3) / 3/4)) * 9/7)
[309080] ['1/3', '2/3', '3/4', '9/7', '9/7'] -> (9/7 / (1/3 * (9/7 - (3/4 / 2/3))))
[309097] ['1/3', '2/3', '3/5', '3/5', '6/5'] -> (3/5 / ((1/3 / (6/5 - 2/3)) - 3/5))
[309100] ['1/3', '2/3', '3/5', '3/5', '7/3'] -> (((1/3 + 7/3) * 3/5) / (2/3 - 3/5))
[309101] ['1/3', '2/3', '3/5', '3/5', '7/4'] -> ((2/3 * 3/5) / (3/5 - (1/3 * 7/4)))
[309114] ['1/3', '2/3', '3/5', '3/5', '9/8'] -> (((3/5 / (2/3 - 3/5)) / 1/3) / 9/8)
[309138] ['1/3', '2/3', '3/5', '3/7', '8/5'] -> (8/5 / (3/5 * ((1/3 / 3/7) - 2/3)))
[309151] ['1/3', '2/3', '3/5', '3/8', '5/2'] -> (((2/3 * 3/5) / (3/8 - 1/3)) * 5/2)
[309152] ['1/3', '2/3', '3/5', '3/8', '5/3'] -> ((3/5 / ((1/3 + 3/8) - 2/3)) * 5/3)
[309167] ['1/3', '2/3', '3/5', '3/8', '8/3'] -> (((2/3 / (3/8 - 1/3)) / 3/5) - 8/3)
[309168] ['1/3', '2/3', '3/5', '3/8', '8/5'] -> (8/5 / ((2/3 * (3/5 - 1/3)) * 3/8))
[309180] ['1/3', '2/3', '3/5', '4/3', '5/2'] -> (((4/3 / (2/3 - 3/5)) / 1/3) / 5/2)
[309183] ['1/3', '2/3', '3/5', '4/3', '5/6'] -> ((4/3 / ((2/3 * 3/5) - 1/3)) / 5/6)
[309186] ['1/3', '2/3', '3/5', '4/3', '5/9'] -> ((4/3 / (3/5 - (1/3 / 2/3))) / 5/9)
[309207] ['1/3', '2/3', '3/5', '4/5', '4/9'] -> ((4/5 / 3/5) / ((1/3 / 2/3) - 4/9))
[309214] ['1/3', '2/3', '3/5', '4/5', '5/9'] -> ((4/5 / 3/5) / (5/9 - (1/3 / 2/3)))
[309233] ['1/3', '2/3', '3/5', '4/7', '4/7'] -> ((2/3 / (4/7 - (1/3 / 3/5))) * 4/7)
[309236] ['1/3', '2/3', '3/5', '4/7', '5/3'] -> ((2/3 / (3/5 - (1/3 / 4/7))) / 5/3)
[309246] ['1/3', '2/3', '3/5', '4/7', '7/4'] -> ((2/3 / (4/7 - (1/3 / 3/5))) / 7/4)
[309253] ['1/3', '2/3', '3/5', '4/7', '8/7'] -> (8/7 / ((1/3 + 2/3) - (4/7 / 3/5)))
[309264] ['1/3', '2/3', '3/5', '4/9', '5/6'] -> (((4/9 / (2/3 - 3/5)) / 1/3) / 5/6)
[309280] ['1/3', '2/3', '3/5', '4/9', '8/9'] -> (8/9 / (((2/3 - 4/9) / 3/5) - 1/3))
[309306] ['1/3', '2/3', '3/5', '5/2', '9/2'] -> ((5/2 / (2/3 - 3/5)) - (9/2 / 1/3))
[309312] ['1/3', '2/3', '3/5', '5/3', '5/4'] -> (((1/3 + 5/3) / (2/3 - 3/5)) / 5/4)
[309320] ['1/3', '2/3', '3/5', '5/3', '7/3'] -> ((1/3 + 7/3) / ((2/3 - 3/5) * 5/3))
[309329] ['1/3', '2/3', '3/5', '5/3', '8/9'] -> ((8/9 / 1/3) / ((2/3 - 3/5) * 5/3))
[309336] ['1/3', '2/3', '3/5', '5/4', '5/6'] -> ((1/3 / ((2/3 + 3/5) - 5/4)) / 5/6)
[309355] ['1/3', '2/3', '3/5', '5/4', '9/5'] -> (9/5 / ((5/4 / 2/3) - (3/5 / 1/3)))
[309360] ['1/3', '2/3', '3/5', '5/6', '5/8'] -> ((3/5 + (1/3 / 5/6)) / (2/3 - 5/8))
[309362] ['1/3', '2/3', '3/5', '5/6', '6/5'] -> (((2/3 + 6/5) / 1/3) / (5/6 - 3/5))
[309393] ['1/3', '2/3', '3/5', '5/7', '8/5'] -> (8/5 / ((1/3 / 5/7) - (2/3 * 3/5)))
[309408] ['1/3', '2/3', '3/5', '5/8', '7/5'] -> (7/5 / ((1/3 + 5/8) - (3/5 / 2/3)))
[309412] ['1/3', '2/3', '3/5', '5/8', '8/3'] -> (8/3 / ((2/3 * (3/5 - 1/3)) * 5/8))
[309416] ['1/3', '2/3', '3/5', '5/8', '9/2'] -> ((((2/3 / 1/3) / 3/5) / 5/8) * 9/2)
[309421] ['1/3', '2/3', '3/5', '5/9', '5/9'] -> (((1/3 + 5/9) / (2/3 - 3/5)) / 5/9)
[309432] ['1/3', '2/3', '3/5', '5/9', '8/5'] -> (8/5 / ((2/3 * (1/3 + 3/5)) - 5/9))
[309434] ['1/3', '2/3', '3/5', '5/9', '8/9'] -> (8/9 / (((2/3 * 3/5) - 1/3) * 5/9))
[309437] ['1/3', '2/3', '3/5', '5/9', '9/5'] -> (((1/3 + 5/9) / (2/3 - 3/5)) * 9/5)
[309452] ['1/3', '2/3', '3/5', '6/5', '8/9'] -> (8/9 / ((2/3 / (3/5 + 6/5)) - 1/3))
[309454] ['1/3', '2/3', '3/5', '6/5', '9/4'] -> (((6/5 / (2/3 - 3/5)) / 1/3) / 9/4)
[309455] ['1/3', '2/3', '3/5', '6/5', '9/5'] -> ((1/3 + 9/5) / (6/5 - (2/3 / 3/5)))
[309468] ['1/3', '2/3', '3/5', '6/7', '8/7'] -> (8/7 / ((3/5 * (1/3 + 6/7)) - 2/3))
[309487] ['1/3', '2/3', '3/5', '7/2', '9/4'] -> ((((7/2 / 1/3) / 2/3) / 3/5) - 9/4)
[309495] ['1/3', '2/3', '3/5', '7/3', '7/8'] -> ((7/3 / (2/3 - (1/3 / 3/5))) / 7/8)
[309499] ['1/3', '2/3', '3/5', '7/3', '8/7'] -> ((7/3 / (2/3 - (1/3 / 3/5))) * 8/7)
[309516] ['1/3', '2/3', '3/5', '7/4', '9/4'] -> ((7/4 / ((2/3 * 3/5) - 1/3)) - 9/4)
[309517] ['1/3', '2/3', '3/5', '7/4', '9/5'] -> ((2/3 / ((3/5 / 1/3) - 7/4)) * 9/5)
[309522] ['1/3', '2/3', '3/5', '7/5', '7/8'] -> ((7/5 / ((2/3 * 3/5) - 1/3)) / 7/8)
[309525] ['1/3', '2/3', '3/5', '7/5', '8/5'] -> (8/5 / ((1/3 * 7/5) - (2/3 * 3/5)))
[309528] ['1/3', '2/3', '3/5', '7/5', '9/2'] -> ((((3/5 + 7/5) / 1/3) - 2/3) * 9/2)
[309559] ['1/3', '2/3', '3/5', '7/9', '8/7'] -> (8/7 / (((1/3 / 3/5) / 7/9) - 2/3))
[309560] ['1/3', '2/3', '3/5', '7/9', '8/9'] -> (8/9 / ((1/3 / 3/5) - (2/3 * 7/9)))
[309566] ['1/3', '2/3', '3/5', '8/3', '8/3'] -> ((8/3 / (3/5 - (1/3 / 2/3))) - 8/3)
[309593] ['1/3', '2/3', '3/5', '8/9', '9/5'] -> ((8/9 / ((2/3 * 3/5) - 1/3)) * 9/5)
[309607] ['1/3', '2/3', '3/5', '9/5', '9/8'] -> ((9/5 / ((2/3 * 3/5) - 1/3)) / 9/8)
[309613] ['1/3', '2/3', '3/7', '3/7', '4/3'] -> ((2/3 * 3/7) / (1/3 - (3/7 / 4/3)))
[309614] ['1/3', '2/3', '3/7', '3/7', '4/5'] -> ((2/3 * 3/7) / (3/7 - (1/3 / 4/5)))
[309617] ['1/3', '2/3', '3/7', '3/7', '5/2'] -> (5/2 / (2/3 - (3/7 / (1/3 + 3/7))))
[309619] ['1/3', '2/3', '3/7', '3/7', '5/4'] -> ((2/3 * 3/7) / (3/7 - (1/3 * 5/4)))
[309621] ['1/3', '2/3', '3/7', '3/7', '5/7'] -> ((3/7 + 5/7) / (1/3 - (2/3 * 3/7)))
[309625] ['1/3', '2/3', '3/7', '3/7', '6/7'] -> (3/7 / ((2/3 / (1/3 + 3/7)) - 6/7))
[309640] ['1/3', '2/3', '3/7', '3/7', '9/7'] -> ((3/7 + 9/7) / ((1/3 / 2/3) - 3/7))
[309645] ['1/3', '2/3', '3/7', '3/8', '4/7'] -> (4/7 / ((2/3 * (3/7 - 1/3)) * 3/8))
[309648] ['1/3', '2/3', '3/7', '3/8', '5/3'] -> (5/3 / (1/3 * ((3/8 / 3/7) - 2/3)))
[309656] ['1/3', '2/3', '3/7', '3/8', '7/2'] -> (((2/3 * 3/7) / (3/8 - 1/3)) * 7/2)
[309657] ['1/3', '2/3', '3/7', '3/8', '7/3'] -> ((3/7 / ((1/3 + 3/8) - 2/3)) * 7/3)
[309672] ['1/3', '2/3', '3/7', '4/3', '4/3'] -> ((4/3 + 4/3) / ((1/3 / 3/7) - 2/3))
[309682] ['1/3', '2/3', '3/7', '4/3', '5/9'] -> (((4/3 / (3/7 - 1/3)) - 2/3) / 5/9)
[309686] ['1/3', '2/3', '3/7', '4/3', '7/3'] -> ((2/3 / (1/3 - (3/7 / 4/3))) / 7/3)
[309687] ['1/3', '2/3', '3/7', '4/3', '7/4'] -> ((2/3 / ((1/3 * 4/3) - 3/7)) / 7/4)
[309689] ['1/3', '2/3', '3/7', '4/3', '7/6'] -> ((4/3 / (1/3 - (2/3 * 3/7))) / 7/6)
[309691] ['1/3', '2/3', '3/7', '4/3', '7/9'] -> ((4/3 / ((1/3 / 2/3) - 3/7)) / 7/9)
[309693] ['1/3', '2/3', '3/7', '4/3', '8/5'] -> (8/5 / ((1/3 / (2/3 - 3/7)) - 4/3))
[309698] ['1/3', '2/3', '3/7', '4/3', '9/5'] -> (((4/3 / (3/7 - 1/3)) - 2/3) * 9/5)
[309701] ['1/3', '2/3', '3/7', '4/5', '4/5'] -> ((2/3 / (4/5 - (1/3 / 3/7))) * 4/5)
[309702] ['1/3', '2/3', '3/7', '4/5', '4/7'] -> (4/7 / (((2/3 * 3/7) / 4/5) - 1/3))
[309706] ['1/3', '2/3', '3/7', '4/5', '5/4'] -> ((2/3 / (4/5 - (1/3 / 3/7))) / 5/4)
[309714] ['1/3', '2/3', '3/7', '4/5', '7/3'] -> ((2/3 / (3/7 - (1/3 / 4/5))) / 7/3)
[309726] ['1/3', '2/3', '3/7', '4/5', '9/5'] -> (9/5 / ((2/3 / (1/3 + 3/7)) - 4/5))
[309732] ['1/3', '2/3', '3/7', '4/7', '5/3'] -> ((1/3 + 5/3) / ((3/7 / 4/7) - 2/3))
[309734] ['1/3', '2/3', '3/7', '4/7', '5/6'] -> (((4/7 / 1/3) / 3/7) / (5/6 - 2/3))
[309739] ['1/3', '2/3', '3/7', '4/7', '6/7'] -> ((6/7 / 3/7) / (2/3 - (1/3 / 4/7)))
[309751] ['1/3', '2/3', '3/7', '4/7', '9/2'] -> (((4/7 / (3/7 - 1/3)) - 2/3) * 9/2)
[309773] ['1/3', '2/3', '3/7', '4/9', '8/3'] -> (8/3 / ((1/3 / 3/7) - (4/9 / 2/3)))
[309776] ['1/3', '2/3', '3/7', '4/9', '8/9'] -> (8/9 / (((4/9 / 3/7) - 1/3) - 2/3))
[309791] ['1/3', '2/3', '3/7', '5/2', '7/2'] -> (((5/2 / 1/3) - (3/7 / 2/3)) * 7/2)
[309811] ['1/3', '2/3', '3/7', '5/3', '5/8'] -> ((5/3 / ((1/3 / 3/7) - 2/3)) / 5/8)
[309815] ['1/3', '2/3', '3/7', '5/3', '7/2'] -> ((((5/3 / 1/3) - 3/7) / 2/3) * 7/2)
[309816] ['1/3', '2/3', '3/7', '5/3', '7/3'] -> ((1/3 + 7/3) / (5/3 - (2/3 / 3/7)))
[309820] ['1/3', '2/3', '3/7', '5/3', '7/8'] -> (((5/3 / (2/3 - 3/7)) / 1/3) / 7/8)
[309823] ['1/3', '2/3', '3/7', '5/3', '8/5'] -> ((5/3 / ((1/3 / 3/7) - 2/3)) * 8/5)
[309825] ['1/3', '2/3', '3/7', '5/3', '8/9'] -> ((8/9 / 1/3) / (5/3 - (2/3 / 3/7)))
[309827] ['1/3', '2/3', '3/7', '5/3', '9/4'] -> (((5/3 / (3/7 - 1/3)) / 2/3) - 9/4)
[309839] ['1/3', '2/3', '3/7', '5/4', '7/3'] -> ((2/3 / (3/7 - (1/3 * 5/4))) / 7/3)
[309844] ['1/3', '2/3', '3/7', '5/4', '7/9'] -> ((2/3 / ((3/7 / 1/3) - 5/4)) / 7/9)
[309850] ['1/3', '2/3', '3/7', '5/4', '9/4'] -> ((5/4 / (1/3 - (2/3 * 3/7))) - 9/4)
[309852] ['1/3', '2/3', '3/7', '5/4', '9/7'] -> ((2/3 / ((3/7 / 1/3) - 5/4)) * 9/7)
[309864] ['1/3', '2/3', '3/7', '5/6', '7/6'] -> ((2/3 / ((3/7 * 5/6) - 1/3)) / 7/6)
[309870] ['1/3', '2/3', '3/7', '5/6', '8/9'] -> (8/9 / (2/3 * (5/6 - (1/3 / 3/7))))
[309877] ['1/3', '2/3', '3/7', '5/7', '5/8'] -> ((5/7 / (1/3 - (2/3 * 3/7))) / 5/8)
[309882] ['1/3', '2/3', '3/7', '5/7', '7/3'] -> (((1/3 + 7/3) * 3/7) / (5/7 - 2/3))
[309891] ['1/3', '2/3', '3/7', '5/7', '8/9'] -> (((3/7 / (5/7 - 2/3)) / 1/3) * 8/9)
[309896] ['1/3', '2/3', '3/7', '5/7', '9/8'] -> (((3/7 / (5/7 - 2/3)) / 1/3) / 9/8)
[309905] ['1/3', '2/3', '3/7', '5/8', '7/6'] -> ((1/3 / (3/7 - (2/3 * 5/8))) / 7/6)
[309907] ['1/3', '2/3', '3/7', '5/8', '7/9'] -> (((3/7 / (2/3 - 5/8)) / 1/3) * 7/9)
[309910] ['1/3', '2/3', '3/7', '5/8', '8/7'] -> (8/7 / (((2/3 - 3/7) / 5/8) - 1/3))
[309912] ['1/3', '2/3', '3/7', '5/8', '9/2'] -> (((2/3 / (5/8 - 1/3)) / 3/7) * 9/2)
[309920] ['1/3', '2/3', '3/7', '5/9', '7/2'] -> (((1/3 + 3/7) / (2/3 - 5/9)) * 7/2)
[309927] ['1/3', '2/3', '3/7', '5/9', '8/3'] -> (8/3 / ((5/9 / 1/3) - (2/3 / 3/7)))
[309930] ['1/3', '2/3', '3/7', '5/9', '8/9'] -> (8/9 / (5/9 - ((1/3 * 2/3) / 3/7)))
[309936] ['1/3', '2/3', '3/7', '6/5', '6/5'] -> ((6/5 / (1/3 - (2/3 * 3/7))) - 6/5)
[309937] ['1/3', '2/3', '3/7', '6/5', '6/7'] -> ((2/3 / ((3/7 / 6/5) - 1/3)) * 6/7)
[309942] ['1/3', '2/3', '3/7', '6/5', '7/6'] -> ((2/3 / ((3/7 / 6/5) - 1/3)) / 7/6)
[309954] ['1/3', '2/3', '3/7', '6/7', '6/7'] -> ((6/7 + 6/7) / ((1/3 / 2/3) - 3/7))
[309966] ['1/3', '2/3', '3/7', '6/7', '9/2'] -> ((((6/7 / 1/3) / 3/7) - 2/3) * 9/2)
[309967] ['1/3', '2/3', '3/7', '6/7', '9/4'] -> ((((2/3 + 6/7) / 1/3) / 3/7) * 9/4)
[309975] ['1/3', '2/3', '3/7', '7/2', '7/6'] -> ((2/3 + ((7/2 / 1/3) / 3/7)) - 7/6)
[309978] ['1/3', '2/3', '3/7', '7/2', '8/3'] -> (8/3 / (((2/3 / 3/7) / 7/2) - 1/3))
[309980] ['1/3', '2/3', '3/7', '7/2', '8/7'] -> (8/7 / ((2/3 / 7/2) - (1/3 * 3/7)))
[309987] ['1/3', '2/3', '3/7', '7/3', '7/3'] -> ((((2/3 + 3/7) + 7/3) / 1/3) * 7/3)
[310009] ['1/3', '2/3', '3/7', '7/4', '8/7'] -> (8/7 / ((2/3 - (1/3 / 7/4)) - 3/7))
[310022] ['1/3', '2/3', '3/7', '7/5', '8/7'] -> (8/7 / ((2/3 * 3/7) - (1/3 / 7/5)))
[310043] ['1/3', '2/3', '3/7', '7/8', '8/3'] -> (8/3 / (1/3 * ((2/3 / 7/8) - 3/7)))
[310047] ['1/3', '2/3', '3/7', '7/8', '9/2'] -> ((((2/3 / 1/3) / 3/7) / 7/8) * 9/2)
[310056] ['1/3', '2/3', '3/7', '7/9', '8/9'] -> (8/9 / ((1/3 - (2/3 * 3/7)) * 7/9))
[310062] ['1/3', '2/3', '3/7', '8/3', '8/3'] -> ((((8/3 / 2/3) / 3/7) - 1/3) * 8/3)
[310072] ['1/3', '2/3', '3/7', '8/5', '8/7'] -> (8/7 / (((2/3 - 3/7) * 8/5) - 1/3))
[310081] ['1/3', '2/3', '3/7', '8/7', '9/2'] -> ((((2/3 * 8/7) / 1/3) / 3/7) * 9/2)
[310084] ['1/3', '2/3', '3/7', '8/7', '9/7'] -> (9/7 / ((1/3 / 8/7) - (2/3 - 3/7)))
[310105] ['1/3', '2/3', '3/7', '9/7', '9/8'] -> ((9/7 / (1/3 - (2/3 * 3/7))) / 9/8)
[310107] ['1/3', '2/3', '3/8', '3/8', '3/8'] -> ((3/8 / ((1/3 + 3/8) - 2/3)) / 3/8)
[310112] ['1/3', '2/3', '3/8', '3/8', '5/2'] -> ((1/3 + (5/2 / 3/8)) / (2/3 - 3/8))
[310113] ['1/3', '2/3', '3/8', '3/8', '5/3'] -> ((1/3 + 5/3) / ((3/8 + 3/8) - 2/3))
[310121] ['1/3', '2/3', '3/8', '3/8', '7/2'] -> (7/2 / ((1/3 + 3/8) - (3/8 / 2/3)))
[310126] ['1/3', '2/3', '3/8', '3/8', '7/8'] -> (((7/8 / 1/3) / 3/8) / (2/3 - 3/8))
