[672783] ['1/5', '2/7', '5/8', '7/5', '9/8'] -> 5/8 + 7/5 / 1/5 / 2/7 - 9/8
[709969] ['1/5', '3/8', '5/4', '7/9', '8/3'] -> 8/3 / (7/9 - 1/5 * 5/4 / 3/8)
[709976] ['1/5', '3/8', '5/4', '7/9', '9/7'] -> 9/7 / (3/8 - 1/5 * 5/4 / 7/9)
[709978] ['1/5', '3/8', '5/4', '8/3', '8/3'] -> 8/3 / (3/8 / 5/4 - 1/5) - 8/3
[709982] ['1/5', '3/8', '5/4', '8/3', '9/2'] -> 8/3 / (1/5 + 3/8 / 5/4) * 9/2
[709986] ['1/5', '3/8', '5/4', '8/3', '9/8'] -> 9/8 / ((3/8 - 1/5 * 5/4) / 8/3)
[710000] ['1/5', '3/8', '5/4', '8/7', '9/7'] -> 9/7 / (1/5 * (3/8 + 8/7 - 5/4))
[710003] ['1/5', '3/8', '5/4', '8/9', '9/2'] -> 9/2 / (5/4 * (3/8 - 1/5 / 8/9))
[710004] ['1/5', '3/8', '5/4', '8/9', '9/4'] -> 9/4 / (3/8 - 1/5 * 5/4 / 8/9)
[710005] ['1/5', '3/8', '5/4', '8/9', '9/5'] -> 9/5 / (3/8 / 5/4 - 1/5 / 8/9)
[710008] ['1/5', '3/8', '5/4', '9/2', '9/2'] -> (3/8 + 9/2) / 1/5 / 5/4 + 9/2
[710009] ['1/5', '3/8', '5/4', '9/2', '9/4'] -> (5/4 * 9/2 - 3/8) / 1/5 - 9/4
[710010] ['1/5', '3/8', '5/4', '9/2', '9/5'] -> 9/2 / 1/5 - 3/8 / 5/4 + 9/5
[710017] ['1/5', '3/8', '5/4', '9/5', '9/5'] -> 9/5 / (1/5 * 5/4 * 9/5 - 3/8)
[710020] ['1/5', '3/8', '5/4', '9/7', '9/7'] -> 9/7 / (3/8 - 1/5 * 5/4 * 9/7)
[710029] ['1/5', '3/8', '5/6', '5/6', '7/2'] -> 7/2 / (3/8 * 5/6 - 1/5 * 5/6)
[710041] ['1/5', '3/8', '5/6', '5/6', '9/4'] -> 9/4 / ((3/8 * 5/6 - 1/5) * 5/6)
[710064] ['1/5', '3/8', '5/6', '5/7', '9/7'] -> 9/7 / (5/6 * (5/7 - 1/5) - 3/8)
[710070] ['1/5', '3/8', '5/6', '5/8', '7/2'] -> 7/2 / (5/8 - (1/5 + 3/8) * 5/6)
[710077] ['1/5', '3/8', '5/6', '5/8', '8/3'] -> 3/8 / (5/6 - 5/8) / 1/5 * 8/3
[710083] ['1/5', '3/8', '5/6', '5/8', '9/5'] -> 9/5 / (1/5 * (5/8 / 5/6 - 3/8))
[710089] ['1/5', '3/8', '5/6', '5/9', '7/2'] -> 7/2 / (3/8 * (5/9 - 1/5 * 5/6))
[710090] ['1/5', '3/8', '5/6', '5/9', '7/3'] -> 7/3 / (3/8 - 1/5 * (5/6 + 5/9))
[710092] ['1/5', '3/8', '5/6', '5/9', '7/5'] -> 7/5 / (1/5 * (5/9 / 5/6 - 3/8))
[710126] ['1/5', '3/8', '5/6', '6/7', '7/4'] -> 6/7 / 1/5 / 3/8 / 5/6 * 7/4
[710138] ['1/5', '3/8', '5/6', '6/7', '9/7'] -> 9/7 / (1/5 * 3/8 * 5/6 * 6/7)
[710143] ['1/5', '3/8', '5/6', '7/2', '7/5'] -> 7/5 / (5/6 - 1/5 * (3/8 + 7/2))
[710148] ['1/5', '3/8', '5/6', '7/2', '8/5'] -> 8/5 / (5/6 / (7/2 - 3/8) - 1/5)
[710152] ['1/5', '3/8', '5/6', '7/2', '9/4'] -> (7/2 / 5/6 - 1/5) / 3/8 * 9/4
[710173] ['1/5', '3/8', '5/6', '7/4', '7/6'] -> 7/4 / 1/5 / 3/8 / 5/6 / 7/6
[710178] ['1/5', '3/8', '5/6', '7/4', '8/7'] -> 8/7 / (3/8 / 7/4 - 1/5 * 5/6)
[710180] ['1/5', '3/8', '5/6', '7/4', '9/2'] -> 9/2 / (7/4 - 3/8 * 5/6 / 1/5)
[710186] ['1/5', '3/8', '5/6', '7/5', '7/6'] -> (5/6 + 7/5 / 3/8) / 1/5 + 7/6
[710193] ['1/5', '3/8', '5/6', '7/5', '9/2'] -> 5/6 + 7/5 / 1/5 / 3/8 + 9/2
[710201] ['1/5', '3/8', '5/6', '7/6', '8/3'] -> (5/6 + 7/6) / 1/5 / 3/8 - 8/3
[710208] ['1/5', '3/8', '5/6', '7/6', '9/7'] -> 9/7 / (1/5 * 3/8 * 5/6 / 7/6)
[710213] ['1/5', '3/8', '5/6', '7/8', '8/5'] -> 8/5 / (1/5 * (3/8 + 5/6 - 7/8))
[710216] ['1/5', '3/8', '5/6', '7/8', '9/2'] -> 9/2 / (5/6 * (7/8 - 1/5) - 3/8)
[710223] ['1/5', '3/8', '5/6', '7/9', '8/5'] -> (5/6 / 3/8 + 7/9) / 1/5 * 8/5
[710226] ['1/5', '3/8', '5/6', '7/9', '9/2'] -> 7/9 / (3/8 - 1/5) / 5/6 * 9/2
[710236] ['1/5', '3/8', '5/6', '8/3', '9/4'] -> 8/3 / (3/8 / 5/6 - 1/5) * 9/4
[710237] ['1/5', '3/8', '5/6', '8/3', '9/5'] -> 9/5 / (1/5 * 8/3 - (5/6 - 3/8))
[710256] ['1/5', '3/8', '5/6', '8/9', '9/2'] -> 9/2 / (3/8 - 1/5 * 5/6 / 8/9)
[710264] ['1/5', '3/8', '5/6', '9/2', '9/7'] -> 9/2 / (3/8 - 1/5) / 5/6 / 9/7
[710265] ['1/5', '3/8', '5/6', '9/2', '9/8'] -> (9/2 / 5/6 - 3/8) / 1/5 - 9/8
[710267] ['1/5', '3/8', '5/6', '9/4', '9/5'] -> 1/5 / (3/8 - 5/6 / 9/4) / 9/5
[710278] ['1/5', '3/8', '5/7', '5/7', '5/9'] -> 5/7 / 1/5 / 3/8 / 5/7 / 5/9
[710306] ['1/5', '3/8', '5/7', '5/8', '7/8'] -> 3/8 / (5/7 - 5/8) / 1/5 / 7/8
[710310] ['1/5', '3/8', '5/7', '5/8', '8/7'] -> 3/8 / (5/7 - 5/8) / 1/5 * 8/7
[710323] ['1/5', '3/8', '5/7', '5/9', '7/5'] -> 7/5 / (1/5 * 3/8 * 5/9 / 5/7)
[710346] ['1/5', '3/8', '5/7', '6/5', '8/5'] -> 6/5 / 1/5 / 3/8 / 5/7 + 8/5
[710347] ['1/5', '3/8', '5/7', '6/5', '8/7'] -> 8/7 / (1/5 / 3/8 + 5/7 - 6/5)
[710352] ['1/5', '3/8', '5/7', '6/5', '9/7'] -> 9/7 / ((5/7 - 1/5) / 6/5 - 3/8)
[710355] ['1/5', '3/8', '5/7', '6/7', '7/2'] -> 7/2 / ((3/8 - 1/5) * 5/7 / 6/7)
[710363] ['1/5', '3/8', '5/7', '6/7', '8/5'] -> (5/7 + 6/7 / 3/8) / 1/5 * 8/5
[710368] ['1/5', '3/8', '5/7', '6/7', '9/5'] -> (5/7 + 6/7 / 1/5) / 3/8 * 9/5
[710375] ['1/5', '3/8', '5/7', '7/2', '7/6'] -> 7/2 / (3/8 - 1/5) / 5/7 / 7/6
[710376] ['1/5', '3/8', '5/7', '7/2', '7/8'] -> 3/8 + 7/2 / 1/5 / 5/7 - 7/8
[710382] ['1/5', '3/8', '5/7', '7/2', '9/2'] -> 9/2 / (1/5 * 3/8 * 5/7 * 7/2)
[710383] ['1/5', '3/8', '5/7', '7/2', '9/4'] -> 3/8 / (5/7 - 1/5 * 7/2) - 9/4
[710389] ['1/5', '3/8', '5/7', '7/3', '7/5'] -> 7/5 / (3/8 / 5/7 - 1/5 * 7/3)
[710400] ['1/5', '3/8', '5/7', '7/3', '9/7'] -> 9/7 / ((3/8 - 1/5) * 5/7 / 7/3)
[710412] ['1/5', '3/8', '5/7', '7/4', '9/4'] -> 9/4 / (1/5 * 3/8 * 5/7 * 7/4)
[710417] ['1/5', '3/8', '5/7', '7/5', '7/6'] -> (5/7 + 7/5 / 1/5) / 3/8 * 7/6
[710449] ['1/5', '3/8', '5/7', '7/8', '9/5'] -> 9/5 / ((5/7 - 1/5) * 7/8 - 3/8)
[710451] ['1/5', '3/8', '5/7', '7/8', '9/8'] -> 9/8 / (1/5 * 3/8 * 5/7 * 7/8)
[710464] ['1/5', '3/8', '5/7', '8/3', '8/7'] -> (5/7 / 3/8 + 8/3) / 1/5 + 8/7
[710470] ['1/5', '3/8', '5/7', '8/3', '9/8'] -> 9/8 / ((3/8 - 1/5) * 5/7 / 8/3)
[710482] ['1/5', '3/8', '5/7', '8/7', '9/4'] -> (5/7 / 1/5 / 3/8 + 8/7) * 9/4
[710485] ['1/5', '3/8', '5/7', '8/7', '9/8'] -> 9/8 / (1/5 * 3/8 * 5/7 / 8/7)
[710496] ['1/5', '3/8', '5/7', '9/2', '9/8'] -> (3/8 / 5/7 + 9/2) / 1/5 - 9/8
[710498] ['1/5', '3/8', '5/7', '9/4', '9/5'] -> 9/5 / (3/8 / 5/7 - 1/5 * 9/4)
[710502] ['1/5', '3/8', '5/7', '9/5', '9/7'] -> 9/7 / (5/7 * (3/8 / 1/5 - 9/5))
[710504] ['1/5', '3/8', '5/7', '9/7', '9/7'] -> 9/7 / (3/8 * 5/7 / 1/5 - 9/7)
[710508] ['1/5', '3/8', '5/8', '5/8', '5/9'] -> 5/8 / 1/5 / 3/8 / 5/8 / 5/9
[710513] ['1/5', '3/8', '5/8', '5/8', '7/4'] -> (7/4 - 5/8) / (1/5 * 3/8 * 5/8)
[710522] ['1/5', '3/8', '5/8', '5/8', '9/2'] -> 9/2 / 3/8 / (5/8 - 1/5 * 5/8)
[710531] ['1/5', '3/8', '5/8', '5/9', '7/3'] -> 7/3 / (5/8 * (1/5 + 5/9) - 3/8)
[710538] ['1/5', '3/8', '5/8', '5/9', '8/5'] -> 5/8 / 1/5 / 3/8 / 5/9 * 8/5
[710540] ['1/5', '3/8', '5/8', '5/9', '8/9'] -> 3/8 / (5/8 - 5/9) / 1/5 * 8/9
[710545] ['1/5', '3/8', '5/8', '5/9', '9/8'] -> 3/8 / (5/8 - 5/9) / 1/5 / 9/8
[710548] ['1/5', '3/8', '5/8', '6/5', '7/2'] -> 7/2 / (5/8 - (1/5 + 3/8) / 6/5)
[710564] ['1/5', '3/8', '5/8', '6/7', '6/7'] -> 6/7 / (5/8 * (6/7 - 1/5) - 3/8)
[710577] ['1/5', '3/8', '5/8', '6/7', '9/4'] -> 9/4 / ((3/8 - 1/5) * 5/8 * 6/7)
[710581] ['1/5', '3/8', '5/8', '7/2', '7/2'] -> (3/8 / 5/8 + 7/2) / 1/5 + 7/2
[710586] ['1/5', '3/8', '5/8', '7/2', '7/8'] -> (3/8 + (5/8 + 7/2) / 1/5) / 7/8
[710588] ['1/5', '3/8', '5/8', '7/2', '8/3'] -> (7/2 - 1/5 * 5/8) / 3/8 * 8/3
[710589] ['1/5', '3/8', '5/8', '7/2', '8/5'] -> ((7/2 - 3/8) / 1/5 - 5/8) * 8/5
[710590] ['1/5', '3/8', '5/8', '7/2', '8/7'] -> (3/8 + (5/8 + 7/2) / 1/5) * 8/7
[710607] ['1/5', '3/8', '5/8', '7/3', '9/2'] -> (3/8 / 1/5 / 5/8 + 7/3) * 9/2
[710609] ['1/5', '3/8', '5/8', '7/3', '9/5'] -> (5/8 / 3/8 + 7/3 / 1/5) * 9/5
[710611] ['1/5', '3/8', '5/8', '7/3', '9/8'] -> 9/8 / ((3/8 - 1/5) * 5/8 / 7/3)
[710617] ['1/5', '3/8', '5/8', '7/4', '8/3'] -> (5/8 + 7/4 / 1/5 - 3/8) * 8/3
[710618] ['1/5', '3/8', '5/8', '7/4', '8/5'] -> (7/4 - 5/8) / 1/5 / 3/8 * 8/5
[710631] ['1/5', '3/8', '5/8', '7/5', '8/5'] -> 8/5 / (5/8 / 3/8 - 1/5 - 7/5)
[710633] ['1/5', '3/8', '5/8', '7/5', '8/9'] -> (5/8 + 7/5) / 1/5 / 3/8 * 8/9
[710634] ['1/5', '3/8', '5/8', '7/5', '9/2'] -> (7/5 / 1/5 - 5/8 / 3/8) * 9/2
[710638] ['1/5', '3/8', '5/8', '7/5', '9/8'] -> (5/8 + 7/5) / 1/5 / 3/8 / 9/8
[710645] ['1/5', '3/8', '5/8', '7/6', '8/9'] -> 7/6 / 1/5 / 3/8 / 5/8 - 8/9
[710647] ['1/5', '3/8', '5/8', '7/6', '9/4'] -> 7/6 / (3/8 - 1/5) / 5/8 * 9/4
[710657] ['1/5', '3/8', '5/8', '7/8', '9/2'] -> 9/2 / (5/8 * (7/8 - 1/5 - 3/8))
[710658] ['1/5', '3/8', '5/8', '7/8', '9/4'] -> (5/8 / 1/5 + 7/8) / 3/8 * 9/4
[710660] ['1/5', '3/8', '5/8', '7/8', '9/7'] -> 9/7 / (1/5 * 3/8 * 5/8 / 7/8)
[710661] ['1/5', '3/8', '5/8', '7/8', '9/8'] -> 9/8 / (5/8 * (7/8 - 1/5) - 3/8)
[710664] ['1/5', '3/8', '5/8', '7/9', '8/5'] -> 8/5 / (1/5 * (5/8 - 3/8 * 7/9))
[710677] ['1/5', '3/8', '5/8', '8/3', '9/4'] -> 8/3 / (3/8 - 1/5 * 5/8) * 9/4
[710684] ['1/5', '3/8', '5/8', '8/5', '9/2'] -> 9/2 / (3/8 * (5/8 - 1/5 / 8/5))
[710693] ['1/5', '3/8', '5/8', '8/7', '9/5'] -> 9/5 / (5/8 - 1/5 / 8/7 - 3/8)
[710694] ['1/5', '3/8', '5/8', '8/7', '9/7'] -> 9/7 / (1/5 * 3/8 * 5/8 * 8/7)
[710698] ['1/5', '3/8', '5/8', '8/9', '9/4'] -> 9/4 / (5/8 * (3/8 - 1/5 / 8/9))
[710705] ['1/5', '3/8', '5/8', '9/2', '9/7'] -> 9/7 / (3/8 / (9/2 / 5/8 - 1/5))
[710707] ['1/5', '3/8', '5/8', '9/4', '9/4'] -> 9/4 / (3/8 - 1/5 * 5/8 * 9/4)
[710710] ['1/5', '3/8', '5/8', '9/4', '9/8'] -> 9/8 / (5/8 * (1/5 * 9/4 - 3/8))
[710713] ['1/5', '3/8', '5/8', '9/5', '9/8'] -> 9/8 / (5/8 * (3/8 / 1/5 - 9/5))
[710716] ['1/5', '3/8', '5/8', '9/8', '9/8'] -> 9/8 / (3/8 * 5/8 / 1/5 - 9/8)
[710717] ['1/5', '3/8', '5/9', '5/9', '5/9'] -> 5/9 / 1/5 / 3/8 / 5/9 / 5/9
[710721] ['1/5', '3/8', '5/9', '5/9', '7/3'] -> 7/3 / (3/8 * 5/9 - 1/5 * 5/9)
[710727] ['1/5', '3/8', '5/9', '5/9', '8/3'] -> (1/5 + 8/3) / (3/8 / 5/9 - 5/9)
[710738] ['1/5', '3/8', '5/9', '6/5', '7/2'] -> 7/2 / (3/8 * (5/9 - 1/5 / 6/5))
[710741] ['1/5', '3/8', '5/9', '6/5', '7/5'] -> 7/5 / (1/5 * (5/9 * 6/5 - 3/8))
[710742] ['1/5', '3/8', '5/9', '6/5', '7/6'] -> 7/6 / (1/5 * (5/9 - 3/8 / 6/5))
[710754] ['1/5', '3/8', '5/9', '6/7', '6/7'] -> 6/7 / 1/5 / 3/8 / 5/9 / 6/7
[710759] ['1/5', '3/8', '5/9', '6/7', '7/6'] -> 6/7 / 1/5 / 3/8 / 5/9 * 7/6
[710763] ['1/5', '3/8', '5/9', '6/7', '8/5'] -> 8/5 / (1/5 / 3/8 / 6/7 - 5/9)
[710769] ['1/5', '3/8', '5/9', '6/7', '9/7'] -> 9/7 / (1/5 * 5/9 * (6/7 - 3/8))
[710771] ['1/5', '3/8', '5/9', '7/2', '7/2'] -> 7/2 / 1/5 / 3/8 / 5/9 / 7/2
[710783] ['1/5', '3/8', '5/9', '7/2', '9/4'] -> 7/2 / (5/9 - 1/5) / 3/8 - 9/4
[710793] ['1/5', '3/8', '5/9', '7/3', '8/3'] -> (5/9 / 1/5 + 7/3 / 3/8) * 8/3
[710798] ['1/5', '3/8', '5/9', '7/3', '9/4'] -> (7/3 / 5/9 - 1/5) / 3/8 * 9/4
[710802] ['1/5', '3/8', '5/9', '7/4', '7/4'] -> 7/4 / 1/5 / 3/8 / 5/9 / 7/4
[710816] ['1/5', '3/8', '5/9', '7/5', '7/5'] -> 7/5 / 1/5 / 3/8 / 5/9 / 7/5
[710829] ['1/5', '3/8', '5/9', '7/6', '7/6'] -> 7/6 / 1/5 / 3/8 / 5/9 / 7/6
[710841] ['1/5', '3/8', '5/9', '7/8', '7/8'] -> 7/8 / 1/5 / 3/8 / 5/9 / 7/8
[710845] ['1/5', '3/8', '5/9', '7/8', '8/7'] -> 7/8 / 1/5 / 3/8 / 5/9 * 8/7
[710852] ['1/5', '3/8', '5/9', '7/9', '7/9'] -> 7/9 / (1/5 * 3/8 * 5/9 * 7/9)
[710857] ['1/5', '3/8', '5/9', '7/9', '9/2'] -> (5/9 / 1/5 - 7/9) / 3/8 * 9/2
[710860] ['1/5', '3/8', '5/9', '7/9', '9/7'] -> 9/7 / (1/5 * 3/8 * 5/9 / 7/9)
[710866] ['1/5', '3/8', '5/9', '8/3', '9/2'] -> (1/5 / 3/8 + 8/3 / 5/9) * 9/2
[710868] ['1/5', '3/8', '5/9', '8/3', '9/5'] -> (1/5 + 8/3 / 5/9) / 3/8 * 9/5
[710871] ['1/5', '3/8', '5/9', '8/5', '8/5'] -> 8/5 / (1/5 * 3/8 * 5/9 * 8/5)
[710879] ['1/5', '3/8', '5/9', '8/7', '8/7'] -> 8/7 / (1/5 * 3/8 * 5/9 * 8/7)
[710886] ['1/5', '3/8', '5/9', '8/9', '8/9'] -> 8/9 / (1/5 * 3/8 * 5/9 * 8/9)
[710891] ['1/5', '3/8', '5/9', '8/9', '9/8'] -> 9/8 / (1/5 * 3/8 * 5/9 / 8/9)
[710892] ['1/5', '3/8', '5/9', '9/2', '9/2'] -> 9/2 / 1/5 / 3/8 / 5/9 / 9/2
[710897] ['1/5', '3/8', '5/9', '9/4', '9/4'] -> 9/4 / (1/5 * 3/8 * 5/9 * 9/4)
[710904] ['1/5', '3/8', '5/9', '9/7', '9/7'] -> 9/7 / 1/5 / 3/8 / 5/9 / 9/7
[710906] ['1/5', '3/8', '5/9', '9/8', '9/8'] -> 9/8 / 1/5 / 3/8 / 5/9 / 9/8
[710909] ['1/5', '3/8', '6/5', '6/5', '7/2'] -> 7/2 / (3/8 / 6/5 - 1/5 / 6/5)
[710911] ['1/5', '3/8', '6/5', '6/5', '7/4'] -> (6/5 + 6/5) / (3/8 - 1/5) * 7/4
[710914] ['1/5', '3/8', '6/5', '6/5', '7/8'] -> (6/5 + 6/5) / 1/5 / (7/8 - 3/8)
[710920] ['1/5', '3/8', '6/5', '6/5', '9/2'] -> (6/5 + 6/5) / 1/5 + 9/2 / 3/8
[710921] ['1/5', '3/8', '6/5', '6/5', '9/4'] -> 6/5 / (3/8 / 6/5 - 1/5) * 9/4
[710931] ['1/5', '3/8', '6/5', '6/7', '7/8'] -> 7/8 / (1/5 * 3/8 / (6/5 + 6/7))
[710954] ['1/5', '3/8', '6/5', '7/2', '9/4'] -> (6/5 * 7/2 - 1/5) / 3/8 * 9/4
[710956] ['1/5', '3/8', '6/5', '7/2', '9/7'] -> 9/7 / (3/8 * (6/5 / 7/2 - 1/5))
[710971] ['1/5', '3/8', '6/5', '7/3', '9/7'] -> 9/7 / ((6/5 - 1/5) / 7/3 - 3/8)
[710975] ['1/5', '3/8', '6/5', '7/4', '7/6'] -> 6/5 * 7/4 / 1/5 / 3/8 / 7/6
[710980] ['1/5', '3/8', '6/5', '7/4', '8/7'] -> 8/7 / (3/8 / 7/4 - 1/5 / 6/5)
[710983] ['1/5', '3/8', '6/5', '7/4', '9/4'] -> (6/5 / 1/5 + 7/4 / 3/8) * 9/4
[710991] ['1/5', '3/8', '6/5', '7/5', '8/3'] -> (6/5 / 3/8 - 7/5) / 1/5 * 8/3
[710992] ['1/5', '3/8', '6/5', '7/5', '8/5'] -> 6/5 * 7/5 / 1/5 / 3/8 + 8/5
[711010] ['1/5', '3/8', '6/5', '7/6', '9/7'] -> 9/7 / (1/5 * 3/8 / 6/5 / 7/6)
[711014] ['1/5', '3/8', '6/5', '7/8', '8/3'] -> (3/8 + 6/5) / 1/5 / 7/8 * 8/3
[711022] ['1/5', '3/8', '6/5', '7/8', '9/8'] -> 9/8 / (3/8 * (6/5 - 1/5 - 7/8))
[711024] ['1/5', '3/8', '6/5', '7/9', '8/3'] -> 8/3 / (1/5 / 3/8 + 7/9 - 6/5)
[711028] ['1/5', '3/8', '6/5', '7/9', '9/2'] -> 6/5 * 7/9 / (3/8 - 1/5) * 9/2
[711034] ['1/5', '3/8', '6/5', '8/3', '8/5'] -> (6/5 / 1/5 - 3/8) * 8/3 * 8/5
[711035] ['1/5', '3/8', '6/5', '8/3', '8/7'] -> (3/8 + 6/5) * 8/3 / 1/5 * 8/7
[711036] ['1/5', '3/8', '6/5', '8/3', '8/9'] -> (6/5 / 1/5 + 8/3) / 3/8 + 8/9
[711039] ['1/5', '3/8', '6/5', '8/3', '9/5'] -> (6/5 / 1/5 / 3/8 - 8/3) * 9/5
[711055] ['1/5', '3/8', '6/5', '8/7', '9/7'] -> 9/7 / (3/8 * (1/5 + 8/7 - 6/5))
[711058] ['1/5', '3/8', '6/5', '8/9', '9/2'] -> 9/2 / (3/8 - 1/5 / 6/5 / 8/9)
[711065] ['1/5', '3/8', '6/5', '9/2', '9/5'] -> 9/5 / (1/5 * 9/2 - (6/5 - 3/8))
[711066] ['1/5', '3/8', '6/5', '9/2', '9/7'] -> 6/5 * 9/2 / (3/8 - 1/5) / 9/7
[711067] ['1/5', '3/8', '6/5', '9/2', '9/8'] -> (6/5 * 9/2 - 3/8) / 1/5 - 9/8
[711068] ['1/5', '3/8', '6/5', '9/4', '9/4'] -> 9/4 / ((1/5 + 3/8) * 9/4 - 6/5)
[711075] ['1/5', '3/8', '6/5', '9/7', '9/7'] -> 9/7 / ((9/7 - 6/5) / 1/5 - 3/8)
[711077] ['1/5', '3/8', '6/5', '9/8', '9/8'] -> 9/8 / (3/8 * (1/5 + 9/8 - 6/5))
[711081] ['1/5', '3/8', '6/7', '6/7', '7/4'] -> (6/7 / 1/5 + 6/7) / 3/8 * 7/4
[711088] ['1/5', '3/8', '6/7', '6/7', '8/7'] -> (6/7 + 6/7) / 1/5 / 3/8 + 8/7
[711090] ['1/5', '3/8', '6/7', '6/7', '9/2'] -> 9/2 / (3/8 - 1/5) - (6/7 + 6/7)
[711098] ['1/5', '3/8', '6/7', '7/2', '7/5'] -> 7/5 / ((3/8 - 1/5) / 6/7 / 7/2)
[711108] ['1/5', '3/8', '6/7', '7/2', '9/5'] -> 9/5 / (1/5 - 3/8 / 6/7 / 7/2)
[711117] ['1/5', '3/8', '6/7', '7/3', '8/3'] -> 6/7 * 7/3 / 1/5 / 3/8 - 8/3
[711124] ['1/5', '3/8', '6/7', '7/3', '9/7'] -> 9/7 / (6/7 - 3/8 / 1/5 / 7/3)
[711137] ['1/5', '3/8', '6/7', '7/4', '9/5'] -> 9/5 / (3/8 - 1/5 * 6/7 * 7/4)
[711173] ['1/5', '3/8', '6/7', '7/8', '9/5'] -> 9/5 / (1/5 * (6/7 * 7/8 - 3/8))
[711197] ['1/5', '3/8', '6/7', '8/5', '8/9'] -> 8/5 / 1/5 / 3/8 / 6/7 - 8/9
[711199] ['1/5', '3/8', '6/7', '8/5', '9/4'] -> 8/5 / (3/8 - 1/5) / 6/7 * 9/4
[711207] ['1/5', '3/8', '6/7', '8/7', '9/5'] -> 9/5 / (1/5 * (6/7 / 8/7 - 3/8))
[711228] ['1/5', '3/8', '6/7', '9/7', '9/7'] -> 9/7 / (1/5 * (6/7 + 9/7) - 3/8)
[711232] ['1/5', '3/8', '7/2', '7/2', '7/3'] -> (7/2 / 1/5 + 7/2) / 3/8 / 7/3
[711249] ['1/5', '3/8', '7/2', '7/3', '7/5'] -> 7/5 / (1/5 * (7/3 / 7/2 - 3/8))
[711251] ['1/5', '3/8', '7/2', '7/3', '7/8'] -> (7/2 / 3/8 + 7/3 / 1/5) / 7/8
[711255] ['1/5', '3/8', '7/2', '7/3', '8/7'] -> (7/2 / 3/8 + 7/3 / 1/5) * 8/7
[711259] ['1/5', '3/8', '7/2', '7/3', '9/5'] -> 9/5 / (3/8 - 1/5 * 7/2 / 7/3)
[711262] ['1/5', '3/8', '7/2', '7/4', '7/4'] -> (7/2 / 1/5 - 7/4) / 3/8 / 7/4
[711264] ['1/5', '3/8', '7/2', '7/4', '7/6'] -> 7/2 / (3/8 / 1/5 - 7/4) / 7/6
[711267] ['1/5', '3/8', '7/2', '7/4', '8/3'] -> 7/2 / 1/5 / 3/8 / 7/4 - 8/3
[711273] ['1/5', '3/8', '7/2', '7/4', '9/5'] -> 9/5 / (1/5 + 3/8 - 7/4 / 7/2)
[711284] ['1/5', '3/8', '7/2', '7/5', '9/2'] -> 7/5 / 1/5 / 3/8 / 7/2 * 9/2
[711286] ['1/5', '3/8', '7/2', '7/5', '9/5'] -> 9/5 / (3/8 * (7/5 / 7/2 - 1/5))
[711292] ['1/5', '3/8', '7/2', '7/6', '8/3'] -> (7/2 + 7/6) / (3/8 - 1/5) - 8/3
[711295] ['1/5', '3/8', '7/2', '7/6', '8/9'] -> (7/2 + 7/6 / 1/5) / 3/8 - 8/9
[711301] ['1/5', '3/8', '7/2', '7/8', '7/8'] -> (7/2 + 7/8 / 1/5) / 3/8 / 7/8
[711309] ['1/5', '3/8', '7/2', '7/8', '9/5'] -> 9/5 / (1/5 + 7/8 / 7/2 - 3/8)
[711326] ['1/5', '3/8', '7/2', '8/3', '9/2'] -> 9/2 / (1/5 * (7/2 / 8/3 - 3/8))
[711338] ['1/5', '3/8', '7/2', '8/5', '9/8'] -> (7/2 + 8/5) / 1/5 - 3/8 - 9/8
[711348] ['1/5', '3/8', '7/2', '8/9', '9/4'] -> 7/2 / (3/8 * 8/9 - 1/5) - 9/4
[711357] ['1/5', '3/8', '7/2', '9/4', '9/4'] -> 9/4 / (1/5 * 3/8 * (7/2 - 9/4))
[711359] ['1/5', '3/8', '7/2', '9/4', '9/7'] -> 9/7 / (1/5 * (9/4 / 7/2 - 3/8))
[711362] ['1/5', '3/8', '7/2', '9/5', '9/7'] -> 9/7 / (3/8 / (1/5 + 9/5) / 7/2)
[711373] ['1/5', '3/8', '7/3', '7/3', '8/3'] -> (7/3 + 7/3) / (3/8 - 1/5) - 8/3
[711376] ['1/5', '3/8', '7/3', '7/3', '8/9'] -> (7/3 / 1/5 - 7/3) / 3/8 - 8/9
[711383] ['1/5', '3/8', '7/3', '7/4', '7/5'] -> 7/5 / (7/3 * (3/8 - 1/5 * 7/4))
[711385] ['1/5', '3/8', '7/3', '7/4', '7/8'] -> (7/4 / 1/5 / 3/8 - 7/3) / 7/8
[711389] ['1/5', '3/8', '7/3', '7/4', '8/7'] -> (7/4 / 1/5 / 3/8 - 7/3) * 8/7
[711393] ['1/5', '3/8', '7/3', '7/4', '9/5'] -> 9/5 / (1/5 * (7/4 / 7/3 - 3/8))
[711394] ['1/5', '3/8', '7/3', '7/4', '9/7'] -> 9/7 / ((3/8 / 1/5 - 7/4) / 7/3)
[711398] ['1/5', '3/8', '7/3', '7/5', '7/8'] -> (7/3 + 7/5 / 1/5 / 3/8) / 7/8
[711401] ['1/5', '3/8', '7/3', '7/5', '8/5'] -> 8/5 / (7/5 / 7/3 - 1/5 / 3/8)
[711402] ['1/5', '3/8', '7/3', '7/5', '8/7'] -> (7/3 + 7/5 / 1/5 / 3/8) * 8/7
[711403] ['1/5', '3/8', '7/3', '7/5', '8/9'] -> (7/3 + 7/5 / 1/5) / 3/8 - 8/9
