[26596] ['7/6', '6/5', '8/3', '8/3', '4'] -> ((8/3 + 8/3) * (7/6 + (4 / 6/5)))
[32051] ['2/9', '7/9', '7/9', '7/4', '5'] -> (((7/9 + 5) - (7/9 / 7/4)) / 2/9)
[32052] ['8/9', '8/7', '9/4', '9/2', '6'] -> ((9/4 * (8/9 * 8/7)) * (9/2 + 6))
[32053] ['1/9', '1/8', '1/4', '3/7', '4'] -> ((4 / 3/7) / ((1/8 / 1/4) - 1/9))
[32054] ['1/7', '4/7', '2/3', '8/5', '9'] -> (8/5 * (9 + (4/7 / (1/7 * 2/3))))
[32055] ['9/7', '4/3', '9/5', '5/2', '4'] -> ((4 / 5/2) / ((9/5 / 9/7) - 4/3))
[32056] ['1/5', '2/9', '3/7', '3/2', '4'] -> (4 / (3/7 * (3/2 - (2/9 / 1/5))))
[32057] ['1/9', '1/5', '5/6', '5/4', '3'] -> (((5/4 * (3 - 1/5)) - 5/6) / 1/9)
[32058] ['3/8', '3/7', '5/9', '3/5', '4'] -> (((4 / 3/7) - (5/9 * 3/5)) / 3/8)
[32059] ['2/7', '4/5', '8/7', '4/3', '8'] -> ((2/7 * 8) / ((8/7 / 4/5) - 4/3))
[32060] ['8/9', '8/7', '7/3', '7/3', '6'] -> (8/7 / (7/3 - (6 * (8/9 / 7/3))))
[32061] ['3/8', '5/9', '3/2', '8/3', '3'] -> (8/3 / (5/9 - (3/2 / (3/8 + 3))))
[32062] ['1/5', '2/9', '3/7', '8/5', '4'] -> ((4 + (8/5 / 2/9)) / (1/5 / 3/7))
[32063] ['3/8', '3/7', '5/9', '5/8', '4'] -> ((4 / (3/8 * 3/7)) - (5/9 / 5/8))
[32064] ['1/6', '3/5', '3/5', '4/3', '5'] -> (3/5 / ((5 * (1/6 / 4/3)) - 3/5))
[32065] ['1/9', '1/5', '5/6', '9/7', '3'] -> ((9/7 * (1/9 + 3)) / (1/5 * 5/6))
[32066] ['1/2', '8/9', '1', '5/4', '9/4'] -> (9/4 / ((1/2 + 1) - (5/4 / 8/9)))
[32067] ['9/7', '4/3', '9/5', '7/2', '4'] -> ((9/5 * 7/2) * ((9/7 * 4) - 4/3))
[32068] ['2/9', '7/9', '7/9', '7/3', '5'] -> ((7/3 / (7/9 + 7/9)) + (5 / 2/9))
[32069] ['1/9', '1/8', '1/4', '3/5', '4'] -> ((4 / (1/4 - 1/9)) - (3/5 / 1/8))
[32070] ['1/2', '8/9', '1', '5/4', '5/2'] -> ((1/2 + 5/2) / (5/4 - (1 / 8/9)))
[32071] ['1/7', '4/7', '5/7', '5/7', '9'] -> ((1/7 + ((5/7 + 9) / 4/7)) / 5/7)
[32072] ['8/9', '8/7', '7/3', '9/2', '6'] -> ((9/2 * 6) - (7/3 / (8/9 / 8/7)))
[32073] ['4/9', '3/5', '5/4', '8/3', '4'] -> (4 * (4/9 + (8/3 / (3/5 / 5/4))))
[32074] ['3/8', '5/9', '8/5', '7/4', '3'] -> ((3 / 5/9) / ((3/8 + 8/5) - 7/4))
[32075] ['2/9', '7/9', '7/9', '5/2', '5'] -> ((5/2 - (7/9 / 7/9)) + (5 / 2/9))
[32076] ['1/6', '3/5', '3/5', '7/4', '5'] -> (5 / (3/5 - (1/6 * (3/5 + 7/4))))
[32077] ['2/7', '4/5', '7/6', '7/6', '8'] -> ((7/6 + 7/6) * (2/7 + (8 / 4/5)))
[32078] ['1/9', '1/5', '5/6', '9/5', '3'] -> ((9/5 / (1/5 - (1/9 / 5/6))) - 3)
[32079] ['1/2', '8/9', '1', '9/7', '9/7'] -> (9/7 / ((1/2 + 1) - (9/7 / 8/9)))
[32080] ['3/8', '3/7', '5/9', '7/9', '4'] -> ((4 + (3/7 * 7/9)) / (5/9 - 3/8))
[32081] ['1/6', '3/7', '8/9', '8/5', '6'] -> ((3/7 + 6) * ((8/9 / 1/6) - 8/5))
[32082] ['9/7', '4/3', '9/4', '7/2', '4'] -> ((7/2 * 4) * ((4/3 * 9/4) - 9/7))
[32083] ['1/8', '5/9', '9/7', '9/7', '5'] -> ((5 - (9/7 + (5/9 * 9/7))) / 1/8)
[32084] ['1/4', '7/9', '8/9', '8/5', '2'] -> ((8/5 + 2) / (1/4 / (7/9 + 8/9)))
[32085] ['4/9', '3/5', '5/4', '4', '9/2'] -> ((5/4 * 9/2) * (4 + (4/9 * 3/5)))
[32086] ['3/8', '5/9', '8/5', '9/4', '3'] -> (((8/5 * 9/4) + (3 / 5/9)) / 3/8)
[32087] ['1/9', '1/5', '5/6', '9/4', '3'] -> ((3 / 9/4) / ((1/5 * 5/6) - 1/9))
[32088] ['1/6', '3/5', '3/5', '9/2', '5'] -> (3/5 * ((9/2 / (1/6 * 3/5)) - 5))
[32089] ['8/9', '8/7', '5/2', '7/2', '6'] -> (6 / ((7/2 / 8/7) - (5/2 / 8/9)))
[32090] ['1/2', '8/9', '1', '9/7', '4/3'] -> (4/3 / (1/2 * (8/9 - (1 / 9/7))))
[32091] ['1/7', '4/7', '5/7', '8/9', '9'] -> (9 / ((1/7 - 4/7) + (5/7 / 8/9)))
[32092] ['9/7', '4/3', '7/3', '7/3', '4'] -> ((9/7 * 7/3) * ((7/3 * 4) - 4/3))
[32093] ['1/9', '1/8', '1/4', '6/7', '4'] -> (((4 / 6/7) - (1/4 / 1/8)) / 1/9)
[32094] ['4/9', '3/5', '9/7', '4/3', '4'] -> ((4 / (3/5 - 4/9)) - (9/7 * 4/3))
[32095] ['2/9', '7/9', '4/5', '4/5', '5'] -> ((4/5 + 4/5) / (2/9 - (7/9 / 5)))
[32096] ['1/5', '2/9', '3/7', '8/3', '4'] -> (3/7 * ((8/3 / (1/5 * 2/9)) - 4))
[32097] ['3/8', '3/7', '5/9', '5/6', '4'] -> ((5/6 / (5/9 * (3/7 - 3/8))) - 4)
[32098] ['1/4', '7/9', '8/9', '9/5', '2'] -> ((7/9 + 8/9) * (2 / (1/4 / 9/5)))
[32099] ['1/6', '3/5', '5/8', '7/9', '5'] -> (5 / ((5/8 * 7/9) - (1/6 / 3/5)))
[32100] ['9/7', '4/3', '7/3', '5/2', '4'] -> (9/7 / ((5/2 / 4) - (4/3 / 7/3)))
[32101] ['8/9', '8/7', '8/3', '8/3', '6'] -> ((8/3 + (8/3 * 6)) / (8/9 / 8/7))
[32102] ['4/9', '3/5', '9/7', '7/5', '4'] -> ((9/7 + (4 / 4/9)) / (3/5 / 7/5))
[32103] ['2/9', '7/9', '4/5', '6/7', '5'] -> (6/7 + ((4/5 * 5) / (2/9 * 7/9)))
[32104] ['1/9', '1/5', '5/6', '3', '7/2'] -> (((5/6 + 7/2) / 1/9) - (3 / 1/5))
[32105] ['2/7', '4/5', '7/6', '7/4', '8'] -> ((7/6 + 7/4) * (8 + (2/7 * 4/5)))
[32106] ['1/7', '4/7', '5/7', '5/4', '9'] -> (((1/7 + 5/4) + (9 / 4/7)) / 5/7)
[32107] ['9/7', '4/3', '5/2', '5/2', '4'] -> (9/7 * ((4 * (5/2 + 5/2)) - 4/3))
[32108] ['2/9', '7/9', '4/5', '7/8', '5'] -> (5 * (4/5 + (7/9 / (2/9 * 7/8))))
[32109] ['3/8', '5/9', '5/3', '5/3', '3'] -> ((3 + ((5/3 + 5/3) / 5/9)) / 3/8)
[32110] ['1/8', '5/9', '9/7', '8/5', '5'] -> (((5 / 9/7) - (5/9 * 8/5)) / 1/8)
[32111] ['3/8', '3/7', '5/9', '8/9', '4'] -> (((5/9 - 8/9) + (4 / 3/7)) / 3/8)
[32112] ['8/9', '8/7', '9/2', '9/2', '6'] -> (9/2 / ((6 / 8/7) - (9/2 / 8/9)))
[32113] ['1/6', '3/5', '5/8', '8/9', '5'] -> ((5/8 + (5 * (3/5 / 8/9))) / 1/6)
[32114] ['1/8', '5/9', '9/7', '5/3', '5'] -> (5/3 / (5/9 - (5 * (1/8 / 9/7))))
[32115] ['1/5', '2/9', '4/9', '4/7', '4'] -> (4 / (1/5 * (4/9 + (2/9 / 4/7))))
[32116] ['1/7', '4/7', '5/7', '7/5', '9'] -> (7/5 * (1/7 + ((5/7 + 9) / 4/7)))
[32117] ['2/7', '4/5', '7/6', '5/2', '8'] -> ((7/6 * 5/2) * (8 + (2/7 * 4/5)))
[32118] ['9/7', '4/3', '8/3', '4', '9/2'] -> (4 + ((9/7 * 8/3) * (4/3 + 9/2)))
[32119] ['3/8', '5/9', '5/3', '7/3', '3'] -> ((7/3 + (3 * (5/9 + 5/3))) / 3/8)
[32120] ['1/6', '3/7', '8/9', '8/3', '6'] -> ((8/9 / 1/6) / ((8/3 / 3/7) - 6))
[32121] ['2/9', '7/9', '4/5', '8/7', '5'] -> (5 * (4/5 + (8/7 / (2/9 / 7/9))))
[32122] ['4/9', '3/5', '9/7', '7/4', '4'] -> (7/4 * ((4 / (4/9 * 3/5)) - 9/7))
[32123] ['8/9', '7/6', '7/6', '6/5', '6'] -> (((7/6 * 6) / (7/6 - 8/9)) - 6/5)
[32124] ['1/7', '4/7', '5/7', '3/2', '9'] -> (4/7 / (1/7 - ((5/7 * 3/2) / 9)))
[32125] ['1/5', '2/9', '4/9', '5/7', '4'] -> (((4/9 / 5/7) / (2/9 - 1/5)) - 4)
[32126] ['2/9', '7/9', '4/5', '7/6', '5'] -> ((4/5 * 5) / (7/6 - (2/9 + 7/9)))
[32127] ['9/7', '7/5', '7/5', '7/5', '4'] -> (((4 / (7/5 - 9/7)) - 7/5) / 7/5)
[32128] ['1/4', '7/9', '9/8', '7/6', '2'] -> ((7/6 * 2) / (9/8 - (1/4 + 7/9)))
[32129] ['1/9', '1/5', '6/7', '8/7', '3'] -> ((8/7 / (1/9 * 1/5)) / (3 - 6/7))
[32130] ['4/9', '3/5', '9/7', '9/5', '4'] -> ((9/5 / ((3/5 / 4/9) - 9/7)) - 4)
[32131] ['1/6', '3/7', '9/8', '9/8', '6'] -> ((6 / 1/6) / ((9/8 / 3/7) - 9/8))
[32132] ['8/9', '7/6', '7/6', '5/4', '6'] -> (6 / ((7/6 * 7/6) - (8/9 * 5/4)))
[32133] ['2/7', '4/5', '7/6', '9/2', '8'] -> (8 / (4/5 * (9/2 - (7/6 / 2/7))))
[32134] ['3/8', '5/9', '5/3', '3', '9/2'] -> (((9/2 / 3/8) - (5/3 - 3)) / 5/9)
[32135] ['2/9', '7/9', '4/5', '6/5', '5'] -> (((7/9 + 5) / 2/9) - (4/5 + 6/5))
[32136] ['9/7', '7/5', '7/5', '8/5', '4'] -> ((7/5 * 4) * (8/5 + (9/7 + 7/5)))
[32137] ['1/9', '1/5', '6/7', '7/6', '3'] -> ((7/6 / (1/9 / 6/7)) + (3 / 1/5))
[32138] ['2/7', '4/5', '6/5', '6/5', '8'] -> ((4/5 / 6/5) + (8 / (2/7 * 6/5)))
[32139] ['1/6', '3/5', '5/8', '9/7', '5'] -> (5 / ((5/8 / 9/7) - (1/6 / 3/5)))
[32140] ['1/8', '5/9', '9/7', '7/3', '5'] -> ((5 / (1/8 * 5/9)) / (9/7 * 7/3))
[32141] ['1/7', '4/7', '5/7', '9/5', '9'] -> ((9 + (5/7 * 9/5)) / (4/7 - 1/7))
[32142] ['3/8', '3/7', '5/9', '7/5', '4'] -> ((7/5 / (3/8 * 5/9)) * (4 - 3/7))
[32143] ['9/7', '7/5', '7/5', '5/3', '4'] -> ((7/5 + 7/5) * (4 * (9/7 * 5/3)))
[32144] ['8/9', '7/6', '7/6', '4/3', '6'] -> (6 * (8/9 + (4/3 * (7/6 + 7/6))))
[32145] ['1/9', '1/5', '6/7', '6/5', '3'] -> (6/7 * ((3 / 1/9) - (1/5 - 6/5)))
[32146] ['9/7', '7/5', '7/5', '7/4', '4'] -> ((7/5 / ((9/7 * 7/5) - 7/4)) - 4)
[32147] ['1/7', '4/7', '5/7', '9/2', '9'] -> ((1/7 + 5/7) + (9 * (4/7 * 9/2)))
[32148] ['1/6', '3/5', '5/8', '7/4', '5'] -> (5 * ((3/5 * 7/4) + (5/8 / 1/6)))
[32149] ['3/8', '3/7', '5/9', '8/5', '4'] -> ((4 / (3/8 * 3/7)) - (5/9 * 8/5))
[32150] ['1/6', '3/7', '9/8', '4/3', '6'] -> ((4/3 / (1/6 * 3/7)) + (6 / 9/8))
[32151] ['9/7', '7/5', '7/5', '9/5', '4'] -> (((7/5 + 9/5) / (7/5 - 9/7)) - 4)
[32152] ['8/9', '7/6', '7/6', '3/2', '6'] -> (6 * (8/9 + (7/6 * (7/6 + 3/2))))
[32153] ['1/8', '5/9', '9/7', '8/3', '5'] -> ((((5 / 9/7) - 5/9) / 1/8) - 8/3)
[32154] ['2/7', '4/5', '6/5', '9/5', '8'] -> (((6/5 / 2/7) - 9/5) / (4/5 / 8))
[32155] ['1/2', '8/9', '1', '4/3', '9/5'] -> (4/3 / (8/9 - ((1/2 + 1) / 9/5)))
[32156] ['3/8', '3/7', '5/9', '5/3', '4'] -> (((4 / 3/7) - (5/9 / 5/3)) / 3/8)
[32157] ['3/8', '5/9', '7/4', '8/3', '3'] -> (8/3 / ((7/4 / (3 - 3/8)) - 5/9))
[32158] ['4/9', '3/5', '9/7', '7/2', '4'] -> (7/2 * ((4 / 4/9) - (9/7 / 3/5)))
[32159] ['9/7', '7/5', '7/5', '7/3', '4'] -> ((9/7 * 4) * (7/5 + (7/5 * 7/3)))
[32160] ['8/9', '7/6', '7/6', '5/3', '6'] -> (6 * ((8/9 + 7/6) + (7/6 * 5/3)))
[32161] ['1/9', '1/5', '6/7', '3/2', '3'] -> ((3 / (1/9 * 6/7)) - (3/2 / 1/5))
[32162] ['1/5', '2/9', '4/9', '9/7', '4'] -> (((4/9 / 1/5) + (4 / 9/7)) / 2/9)
[32163] ['3/8', '5/9', '7/4', '3', '9/2'] -> (3/8 + ((3 + 9/2) / (5/9 / 7/4)))
[32164] ['1/9', '1/8', '2/7', '1/2', '4'] -> ((1/2 / (1/9 * (2/7 - 1/8))) - 4)
[32165] ['4/9', '3/5', '4/3', '4/3', '4'] -> ((4/3 + (4 / 3/5)) / (4/9 / 4/3))
[32166] ['8/9', '7/6', '7/6', '9/5', '6'] -> (((7/6 + 6) / (7/6 - 8/9)) - 9/5)
[32167] ['2/9', '7/9', '4/5', '9/5', '5'] -> (((7/9 + 5) - (4/5 / 9/5)) / 2/9)
[32168] ['9/7', '7/5', '7/5', '7/2', '4'] -> ((7/5 + (9/7 * 7/5)) * (7/2 + 4))
[32169] ['3/8', '5/9', '9/5', '5/2', '3'] -> (((3 / 5/9) - 9/5) / (3/8 / 5/2))
[32170] ['1/5', '2/9', '4/9', '7/4', '4'] -> (4 / (1/5 * (4/9 + (2/9 * 7/4))))
[32171] ['1/8', '5/9', '4/3', '8/5', '5'] -> (4/3 / (1/8 - ((5/9 / 8/5) / 5)))
[32172] ['1/9', '1/8', '2/7', '5/9', '4'] -> (1/9 / ((5/9 / (2/7 + 4)) - 1/8))
[32173] ['8/9', '7/6', '7/6', '9/4', '6'] -> ((6 / 9/4) / ((7/6 / 7/6) - 8/9))
[32174] ['3/8', '3/7', '5/9', '5/2', '4'] -> ((5/2 / (5/9 * (3/8 * 3/7))) - 4)
[32175] ['1/7', '4/7', '3/4', '8/5', '9'] -> (9 / (3/4 * (1/7 + (4/7 / 8/5))))
[32176] ['1/2', '8/9', '1', '7/5', '8/5'] -> (8/5 / (7/5 - (8/9 * (1/2 + 1))))
[32177] ['9/7', '7/5', '3/2', '3/2', '4'] -> ((7/5 * 4) * (3/2 + (9/7 + 3/2)))
[32178] ['3/8', '5/9', '9/5', '3', '7/2'] -> (9/5 + ((3 + (7/2 / 3/8)) / 5/9))
[32179] ['4/9', '3/5', '4/3', '9/4', '4'] -> ((4/9 + (4/3 / 3/5)) * (9/4 * 4))
[32180] ['1/5', '2/9', '4/9', '7/3', '4'] -> (4 / ((2/9 / (1/5 * 4/9)) - 7/3))
[32181] ['2/9', '7/9', '4/5', '7/2', '5'] -> (4/5 / (7/9 - ((2/9 + 7/2) / 5)))
[32182] ['1/4', '7/9', '9/8', '2', '5/2'] -> ((7/9 + (5/2 / 9/8)) / (1/4 / 2))
[32183] ['2/7', '4/5', '5/4', '5/3', '8'] -> ((5/4 + 5/3) * (8 + (2/7 * 4/5)))
[32184] ['1/6', '3/7', '9/8', '8/3', '6'] -> ((1/6 * 6) / (8/3 - (9/8 / 3/7)))
[32185] ['3/8', '5/9', '9/5', '3', '9/2'] -> ((3 - (5/9 * 9/5)) / (3/8 / 9/2))
[32186] ['1/2', '8/9', '1', '7/5', '9/5'] -> (9/5 / ((7/5 / 8/9) - (1/2 + 1)))
[32187] ['2/9', '7/9', '4/5', '9/2', '5'] -> (5 + ((7/9 + 9/2) / (2/9 / 4/5)))
[32188] ['1/6', '3/5', '2/3', '8/7', '5'] -> (8/7 / (1/6 - (2/3 / (3/5 + 5))))
[32189] ['1/7', '4/7', '7/9', '7/9', '9'] -> ((4/7 * 9) * ((7/9 / 1/7) - 7/9))
[32190] ['8/9', '7/6', '6/5', '4/3', '6'] -> ((6 / (7/6 - 8/9)) / (6/5 / 4/3))
[32191] ['2/7', '4/5', '5/4', '7/4', '8'] -> (((4/5 / 7/4) + (8 / 5/4)) / 2/7)
[32192] ['9/7', '7/5', '3/2', '7/4', '4'] -> (4 / (7/5 * (9/7 - (7/4 / 3/2))))
[32193] ['1/9', '1/8', '2/7', '3/4', '4'] -> (4 / ((3/4 * (1/9 / 2/7)) - 1/8))
[32194] ['1/4', '7/9', '9/8', '2', '7/2'] -> ((2 + (7/2 / (7/9 * 9/8))) / 1/4)
[32195] ['3/8', '3/7', '4/7', '3/5', '4'] -> ((4 + (3/7 / 3/5)) / (4/7 - 3/8))
[32196] ['1/8', '5/9', '7/5', '3/2', '5'] -> ((3/2 / (1/8 / 5/9)) * (5 - 7/5))
[32197] ['4/9', '3/5', '7/5', '7/5', '4'] -> ((7/5 / (7/5 - (3/5 / 4/9))) - 4)
[32198] ['1/6', '3/7', '8/7', '7/5', '6'] -> (8/7 / ((1/6 / 7/5) - (3/7 / 6)))
[32199] ['1/6', '3/5', '2/3', '5/4', '5'] -> (2/3 / ((1/6 / 3/5) - (5/4 / 5)))
[32200] ['2/9', '7/9', '5/6', '8/7', '5'] -> ((5 / (2/9 / 7/9)) / (5/6 / 8/7))
[32201] ['1/4', '7/9', '9/8', '2', '9/2'] -> (9/2 / (((7/9 * 9/8) / 2) - 1/4))
[32202] ['1/8', '5/9', '7/5', '5/3', '5'] -> (7/5 / (1/8 - ((5/9 / 5/3) / 5)))
[32203] ['4/9', '3/5', '7/5', '8/5', '4'] -> ((3/5 + (7/5 / 4/9)) * (8/5 * 4))
[32204] ['1/6', '3/5', '2/3', '9/7', '5'] -> (9/7 * (2/3 + (5 / (1/6 / 3/5))))
[32205] ['9/7', '7/5', '3/2', '5/2', '4'] -> (4 * (3/2 + (5/2 * (9/7 * 7/5))))
[32206] ['1/9', '1/5', '7/8', '7/8', '3'] -> ((7/8 / (1/9 * 7/8)) + (3 / 1/5))
[32207] ['1/4', '7/9', '8/7', '7/6', '2'] -> (2 / (7/6 - (7/9 * (1/4 + 8/7))))
[32208] ['1/7', '4/7', '7/9', '8/7', '9'] -> (8/7 / ((1/7 * 7/9) - (4/7 / 9)))
[32209] ['9/7', '7/5', '3/2', '8/3', '4'] -> ((4 / 7/5) / ((9/7 + 3/2) - 8/3))
[32210] ['8/9', '7/6', '6/5', '7/3', '6'] -> (6 * ((8/9 + 7/6) + (7/3 / 6/5)))
[32211] ['1/9', '1/8', '2/7', '7/8', '4'] -> (((1/8 + (7/8 / 1/9)) / 2/7) - 4)
[32212] ['1/8', '5/9', '7/5', '9/4', '5'] -> (((5/9 * 7/5) + (5 / 9/4)) / 1/8)
[32213] ['1/5', '2/9', '1/2', '5/6', '4'] -> (4 / ((2/9 / 5/6) - (1/5 * 1/2)))
[32214] ['1/9', '1/8', '2/7', '8/9', '4'] -> (((1/9 + 8/9) / (1/8 * 2/7)) - 4)
[32215] ['1/7', '4/7', '7/9', '6/5', '9'] -> (((9 / 7/9) - 1/7) / (4/7 / 6/5))
[32216] ['1/9', '1/5', '7/8', '9/8', '3'] -> ((9/8 + (7/8 / 1/9)) + (3 / 1/5))
[32217] ['8/9', '7/6', '6/5', '8/3', '6'] -> (6/5 * (8/9 + (8/3 * (7/6 + 6))))
[32218] ['1/2', '8/9', '1', '3/2', '8/5'] -> (3/2 / ((1 / 8/5) - (1/2 / 8/9)))
[32219] ['1/6', '3/5', '2/3', '9/4', '5'] -> ((2/3 + (5 / 3/5)) / (1/6 * 9/4))
[32220] ['9/7', '7/5', '8/5', '5/3', '4'] -> ((9/7 * 4) * (5/3 + (7/5 + 8/5)))
[32221] ['1/6', '3/7', '7/6', '7/6', '6'] -> ((7/6 - (3/7 * 7/6)) / (1/6 / 6))
[32222] ['2/7', '4/5', '9/7', '4/3', '8'] -> ((9/7 / (2/7 / 4/5)) * (8 - 4/3))
[32223] ['1/9', '1/5', '7/8', '8/7', '3'] -> ((8/7 / (1/9 / 7/8)) + (3 / 1/5))
[32224] ['1/9', '1/8', '2/7', '9/8', '4'] -> ((4 / 2/7) - (1/8 - (9/8 / 1/9)))
[32225] ['1/2', '8/9', '1', '3/2', '9/5'] -> ((8/9 * 3/2) / ((1 / 9/5) - 1/2))
[32226] ['1/8', '5/9', '7/5', '7/2', '5'] -> ((5 + (7/5 / 7/2)) / (1/8 / 5/9))
[32227] ['1/6', '3/7', '7/6', '6/5', '6'] -> (6 / (((3/7 * 7/6) / 6/5) - 1/6))
[32228] ['4/9', '3/5', '7/5', '7/2', '4'] -> ((3/5 + (4 / 4/9)) / (7/5 / 7/2))
[32229] ['1/2', '8/9', '1', '3/2', '9/4'] -> ((8/9 * 3/2) / (1/2 - (1 / 9/4)))
[32230] ['1/4', '7/9', '8/7', '3/2', '2'] -> (2 / (7/9 * (3/2 - (1/4 + 8/7))))
[32231] ['1/9', '1/8', '2/7', '8/7', '4'] -> (((2/7 + 4) / 1/8) - (8/7 / 1/9))
[32232] ['1/9', '1/5', '7/8', '5/4', '3'] -> (3 / (1/9 * (7/8 + (1/5 * 5/4))))
[32233] ['3/8', '3/7', '4/7', '9/5', '4'] -> ((4 + (3/7 + 4/7)) / (3/8 / 9/5))
[32234] ['1/2', '8/9', '1', '3/2', '5/2'] -> (5/2 / ((1 / 3/2) - (1/2 / 8/9)))
[32235] ['1/7', '4/7', '7/9', '8/5', '9'] -> (9 / (7/9 * (4/7 - (1/7 / 8/5))))
[32236] ['1/6', '3/7', '7/6', '8/5', '6'] -> (8/5 * ((6 / 3/7) - (1/6 - 7/6)))
[32237] ['2/7', '4/5', '9/7', '9/4', '8'] -> ((8 + (9/7 / 9/4)) / (2/7 / 4/5))
[32238] ['1/9', '1/5', '7/8', '9/7', '3'] -> (3 / ((7/8 / 9/7) - (1/9 / 1/5)))
[32239] ['1/2', '8/9', '1', '3/2', '7/2'] -> ((1/2 + 7/2) / (3/2 * (1 - 8/9)))
[32240] ['2/9', '7/9', '6/7', '9/8', '5'] -> ((2/9 + 5) / (9/8 - (7/9 / 6/7)))
[32241] ['1/8', '5/9', '3/2', '7/4', '5'] -> (5 / (5/9 * (7/4 + (1/8 - 3/2))))
[32242] ['1/5', '2/9', '1/2', '8/5', '4'] -> ((8/5 / 2/9) / ((1/5 * 4) - 1/2))
[32243] ['2/7', '4/5', '9/7', '7/2', '8'] -> ((7/2 + (2/7 / 4/5)) / (9/7 / 8))
[32244] ['9/7', '7/5', '5/3', '5/3', '4'] -> ((5/3 + 5/3) * (4 * (9/7 * 7/5)))
[32245] ['3/8', '3/7', '3/5', '5/8', '4'] -> (4 / ((5/8 / 3/5) - (3/8 / 3/7)))
[32246] ['1/9', '1/8', '2/7', '4/3', '4'] -> (4 / (((1/9 / 2/7) / 4/3) - 1/8))
[32247] ['4/9', '3/5', '3/2', '7/2', '4'] -> ((4/9 * 3/2) + (4 / (3/5 / 7/2)))
[32248] ['3/8', '4/7', '4/7', '6/7', '3'] -> (3 / (((6/7 - 4/7) / 4/7) - 3/8))
[32249] ['1/8', '5/9', '3/2', '9/4', '5'] -> ((9/4 / 1/8) + (5 / (5/9 * 3/2)))
[32250] ['1/2', '8/9', '1', '8/5', '5/3'] -> (8/5 / ((8/9 / (1/2 * 5/3)) - 1))
[32251] ['1/7', '4/7', '7/9', '7/4', '9'] -> (((9 * (7/9 / 7/4)) - 4/7) / 1/7)
[32252] ['2/9', '7/9', '6/7', '4/3', '5'] -> (7/9 * (6/7 + (5 / (2/9 / 4/3))))
[32253] ['1/6', '3/5', '5/7', '9/8', '5'] -> (5 / ((5/7 * (9/8 - 3/5)) - 1/6))
[32254] ['1/9', '1/5', '7/8', '5/3', '3'] -> ((3 / (1/9 * 5/3)) / (7/8 - 1/5))
[32255] ['2/7', '4/5', '4/3', '7/5', '8'] -> ((8 - 4/5) / (7/5 * (2/7 / 4/3)))
[32256] ['9/7', '7/5', '5/3', '9/4', '4'] -> ((7/5 * 5/3) * (9/7 + (9/4 * 4)))
[32257] ['3/8', '3/7', '3/5', '5/7', '4'] -> ((5/7 + 4) / ((3/8 / 3/5) - 3/7))
[32258] ['1/9', '1/8', '2/7', '3/2', '4'] -> (3/2 / (4 - (1/8 / (1/9 * 2/7))))
[32259] ['2/9', '7/9', '6/7', '7/5', '5'] -> (((7/5 * 5) - 7/9) / (2/9 / 6/7))
[32260] ['1/8', '5/9', '3/2', '7/2', '5'] -> ((3/2 + (5 / 5/9)) / (1/8 * 7/2))
[32261] ['1/4', '7/9', '8/7', '2', '7/3'] -> ((2 + (8/7 * 7/3)) / (1/4 * 7/9))
[32262] ['1/6', '3/7', '6/5', '5/4', '6'] -> ((6 - (6/5 / 3/7)) / (1/6 / 5/4))
[32263] ['3/8', '4/7', '4/7', '7/6', '3'] -> ((4/7 / 4/7) / (7/6 - (3/8 * 3)))
[32264] ['2/7', '4/5', '4/3', '3/2', '8'] -> (4/5 * ((4/3 * 3/2) + (8 / 2/7)))
[32265] ['1/8', '5/9', '8/5', '8/5', '5'] -> (5/9 * ((8/5 + 8/5) + (5 / 1/8)))
[32266] ['1/6', '3/5', '5/7', '5/4', '5'] -> (5 / ((1/6 / (5/7 - 3/5)) - 5/4))
[32267] ['2/9', '7/9', '6/7', '8/5', '5'] -> ((6/7 * 8/5) * (5 / (2/9 / 7/9)))
[32268] ['1/5', '2/9', '1/2', '7/2', '4'] -> ((7/2 + (1/2 / 1/5)) + (4 / 2/9))
[32269] ['1/9', '1/5', '7/8', '9/4', '3'] -> (3 / (1/5 * (7/8 - (1/9 * 9/4))))
[32270] ['4/9', '3/5', '8/5', '7/2', '4'] -> ((3/5 * 4) / ((8/5 / 4/9) - 7/2))
[32271] ['1/9', '1/8', '2/7', '5/3', '4'] -> (((5/3 / 1/8) - 4) / (1/9 / 2/7))
[32272] ['9/7', '7/5', '5/3', '7/2', '4'] -> ((5/3 * 7/2) * (4 - (9/7 - 7/5)))
[32273] ['3/8', '3/7', '3/5', '7/9', '4'] -> ((3/7 + (4 / (3/5 * 7/9))) / 3/8)
[32274] ['1/7', '4/7', '7/9', '8/3', '9'] -> ((8/3 + ((1/7 + 9) / 4/7)) / 7/9)
[32275] ['2/7', '4/5', '4/3', '5/3', '8'] -> ((4/3 * 5/3) * (8 + (4/5 / 2/7)))
[32276] ['4/9', '3/5', '5/3', '7/4', '4'] -> (((7/4 * 4) - 3/5) / (4/9 / 5/3))
[32277] ['2/9', '7/9', '6/7', '5/3', '5'] -> (7/9 * (6/7 + ((5/3 + 5) / 2/9)))
[32278] ['9/7', '7/5', '5/3', '4', '9/2'] -> (9/2 * (9/7 + ((5/3 + 4) / 7/5)))
[32279] ['8/9', '7/6', '9/7', '4/3', '6'] -> ((6 / 7/6) / ((4/3 / 8/9) - 9/7))
