[230491] ['7/8', '8/5', '5/3', '7/2', '8'] -> (5/3 * (8 + (7/2 / (7/8 / 8/5))))
[234372] ['1/4', '5/7', '7/6', '8/3', '3'] -> (((5/7 + 3) + (8/3 / 7/6)) / 1/4)
[234373] ['8/7', '6/5', '4/3', '8/3', '9'] -> ((6/5 + (8/7 / 4/3)) * (8/3 + 9))
[234374] ['1/9', '1/7', '1/5', '3/7', '2'] -> (((2 + (1/7 / 1/5)) / 1/9) - 3/7)
[234375] ['3/7', '7/8', '9/7', '5/2', '7'] -> (9/7 / (((7/8 + 5/2) / 7) - 3/7))
[234376] ['8/9', '7/5', '5/3', '9/2', '8'] -> ((8 - (8/9 / 5/3)) / (7/5 / 9/2))
[234377] ['1/2', '3/5', '7/8', '7/2', '6'] -> ((7/2 / 7/8) + (6 / (1/2 * 3/5)))
[234378] ['1/4', '5/7', '7/6', '3', '9/2'] -> (((5/7 * 3) + (9/2 / 7/6)) / 1/4)
[234379] ['2/9', '1/4', '4/5', '1', '7/6'] -> ((1 + 7/6) / ((1/4 / 4/5) - 2/9))
[234380] ['8/7', '5/4', '9/5', '7/3', '5'] -> (5 / ((5/4 * 9/5) - (7/3 / 8/7)))
[234381] ['3/8', '8/5', '5/2', '7/2', '8'] -> (((8 / (8/5 / 5/2)) - 7/2) / 3/8)
[234382] ['1/2', '3/5', '7/8', '9/2', '6'] -> ((6 + (9/2 / (1/2 * 3/5))) / 7/8)
[234383] ['3/7', '7/8', '9/7', '9/2', '7'] -> (7 * ((9/2 / 7/8) - (3/7 + 9/7)))
[234384] ['5/6', '8/9', '8/7', '2', '7/3'] -> ((8/7 / 2) * (7/3 / (8/9 - 5/6)))
[234385] ['8/9', '7/5', '7/4', '7/4', '8'] -> (8 / (8/9 - (7/4 / (7/5 + 7/4))))
[234386] ['1/4', '5/7', '6/5', '6/5', '3'] -> (6/5 / ((6/5 / 3) - (1/4 / 5/7)))
[234387] ['8/7', '6/5', '7/5', '7/5', '9'] -> ((7/5 + 7/5) * (9 * (8/7 / 6/5)))
[234388] ['3/7', '7/8', '4/3', '4/3', '7'] -> ((3/7 * 7) / ((4/3 / 4/3) - 7/8))
[234389] ['1/6', '3/7', '5/7', '5/3', '7'] -> ((7 + (5/3 / 5/7)) / (1/6 / 3/7))
[234390] ['1/2', '3/5', '8/9', '9/8', '6'] -> ((9/8 / (3/5 - (1/2 / 8/9))) - 6)
[234391] ['1/4', '5/7', '6/5', '5/4', '3'] -> ((6/5 + 3) * (5/7 + (5/4 / 1/4)))
[234392] ['8/9', '7/5', '7/4', '9/4', '8'] -> (8 / (8/9 - (7/4 / (7/5 * 9/4))))
[234393] ['1/8', '3/7', '9/8', '4/3', '9'] -> (((4/3 + 9) / 3/7) - (1/8 / 9/8))
[234394] ['5/6', '8/9', '8/7', '2', '8/3'] -> (8/3 / (2 * (5/6 - (8/9 / 8/7))))
[234395] ['3/4', '4/5', '9/7', '9/5', '6'] -> (6 / ((9/5 * (3/4 / 9/7)) - 4/5))
[234396] ['3/7', '7/8', '4/3', '7/5', '7'] -> (((7 / 3/7) - 4/3) / (7/8 / 7/5))
[234397] ['8/7', '5/4', '9/5', '7/2', '5'] -> ((9/5 / 7/2) * (5 / (5/4 - 8/7)))
[234398] ['8/9', '7/5', '7/4', '7/3', '8'] -> ((7/5 + 7/4) * (8 - (8/9 / 7/3)))
[234399] ['3/8', '8/5', '7/2', '7/2', '8'] -> (7/2 + (8 * (3/8 + (7/2 / 8/5))))
[234400] ['1/9', '1/7', '1/5', '2/3', '2'] -> (((2 / 1/7) - 2/3) / (1/9 / 1/5))
[234401] ['1/4', '5/7', '6/5', '4/3', '3'] -> (4/3 * (6/5 + (3 / (1/4 * 5/7))))
[234402] ['1/5', '7/9', '5/4', '7/4', '6'] -> (6 * ((5/4 / 1/5) - (7/4 / 7/9)))
[234403] ['1/6', '3/7', '5/7', '9/4', '7'] -> ((5/7 + 7) / ((3/7 / 1/6) - 9/4))
[234404] ['1/2', '3/5', '8/9', '6/5', '6'] -> (6 / ((6/5 / 8/9) - (1/2 + 3/5)))
[234405] ['3/8', '8/5', '7/2', '9/2', '8'] -> (8/5 * (9/2 + (8 * (3/8 * 7/2))))
[234406] ['8/7', '6/5', '7/5', '9/4', '9'] -> ((6/5 / 7/5) + (9 * (8/7 * 9/4)))
[234407] ['1/4', '5/7', '6/5', '7/5', '3'] -> ((6/5 / 7/5) / ((1/4 * 3) - 5/7))
[234408] ['3/7', '7/8', '4/3', '5/3', '7'] -> ((3/7 * 7) / ((7/8 * 5/3) - 4/3))
[234409] ['1/8', '3/7', '9/8', '8/5', '9'] -> (((9 / 8/5) - (9/8 / 3/7)) / 1/8)
[234410] ['8/9', '7/5', '7/4', '8/3', '8'] -> ((8/9 + 8/3) * (8 - (7/4 / 7/5)))
[234411] ['5/6', '8/9', '7/6', '7/6', '2'] -> (2 / (7/6 * (5/6 - (8/9 / 7/6))))
[234412] ['1/4', '5/7', '6/5', '8/5', '3'] -> ((6/5 + 8/5) * (3 / (1/4 / 5/7)))
[234413] ['3/8', '5/3', '5/3', '7/4', '8'] -> (8 * (7/4 + (3/8 * (5/3 + 5/3))))
[234414] ['1/5', '3/7', '4/7', '5/8', '2'] -> ((2 + (3/7 + 4/7)) / (1/5 * 5/8))
[234415] ['8/9', '7/5', '7/4', '7/2', '8'] -> ((8/9 + 8) * (7/2 - (7/5 / 7/4)))
[234416] ['1/6', '3/7', '3/4', '7/9', '7'] -> (7 / (3/4 * (7/9 - (1/6 / 3/7))))
[234417] ['8/7', '5/4', '9/4', '8/3', '5'] -> (8/3 * (5 + (8/7 * (5/4 + 9/4))))
[234418] ['1/7', '7/9', '6/7', '1', '3/2'] -> ((3/2 + (1 / 6/7)) / (1/7 * 7/9))
[234419] ['3/8', '5/3', '5/3', '9/5', '8'] -> (8 + ((5/3 + 5/3) / (3/8 / 9/5)))
[234420] ['1/5', '7/9', '5/4', '7/3', '6'] -> ((5/4 * 6) * (1/5 + (7/3 / 7/9)))
[234421] ['5/6', '8/9', '7/6', '4/3', '2'] -> (2 / ((4/3 * (5/6 / 8/9)) - 7/6))
[234422] ['2/9', '1/4', '4/5', '1', '5/2'] -> ((4/5 / 2/9) / ((1 / 5/2) - 1/4))
[234423] ['1/8', '3/7', '9/8', '8/3', '9'] -> (9/8 * ((1/8 * 8/3) + (9 / 3/7)))
[234424] ['1/7', '7/9', '6/7', '1', '8/5'] -> ((6/7 + (1 / 7/9)) / (1/7 / 8/5))
[234425] ['1/5', '3/7', '4/7', '3/4', '2'] -> ((2 / (1/5 / 3/7)) / (3/4 - 4/7))
[234426] ['1/6', '3/7', '3/4', '5/6', '7'] -> ((3/4 * 7) * ((5/6 / 1/6) - 3/7))
[234427] ['8/7', '6/5', '7/5', '9/2', '9'] -> ((7/5 / (6/5 - 8/7)) - (9/2 / 9))
[234428] ['1/9', '1/7', '1/5', '6/7', '2'] -> (((2 / 1/9) - 6/7) / (1/7 / 1/5))
[234429] ['3/8', '5/3', '5/3', '7/2', '8'] -> ((8 * (7/2 - 3/8)) - (5/3 / 5/3))
[234430] ['8/9', '7/5', '9/5', '8/3', '8'] -> (8 / ((8/9 * 9/5) + (7/5 - 8/3)))
[234431] ['8/7', '5/4', '7/3', '5/2', '5'] -> ((5 / 5/4) / ((8/7 * 7/3) - 5/2))
[234432] ['1/5', '7/9', '5/4', '7/2', '6'] -> (6 + (7/2 / (5/4 * (1/5 * 7/9))))
[234433] ['1/8', '3/7', '8/7', '7/6', '9'] -> ((7/6 * 9) * ((3/7 / 1/8) - 8/7))
[234434] ['3/4', '4/5', '4/3', '9/4', '6'] -> ((4/3 / (4/5 - 3/4)) - (6 / 9/4))
[234435] ['1/4', '5/7', '6/5', '7/3', '3'] -> ((6/5 * 7/3) * (3 / (1/4 / 5/7)))
[234436] ['3/7', '7/8', '7/5', '9/5', '7'] -> ((7 / (3/7 * 7/8)) / (7/5 / 9/5))
[234437] ['2/9', '1/4', '4/5', '1', '9/2'] -> ((((9/2 / 2/9) - 1/4) / 4/5) - 1)
[234438] ['8/7', '6/5', '3/2', '5/3', '9'] -> ((3/2 + 9) * (5/3 * (8/7 * 6/5)))
[234439] ['3/4', '4/5', '4/3', '7/3', '6'] -> (6 * (7/3 + (4/5 * (3/4 + 4/3))))
[234440] ['1/5', '7/9', '5/4', '9/2', '6'] -> ((9/2 * (6 - (7/9 / 5/4))) - 1/5)
[234441] ['1/7', '7/9', '6/7', '1', '9/4'] -> ((7/9 + 1) * (9/4 / (1/7 / 6/7)))
[234442] ['3/7', '7/8', '7/5', '9/4', '7'] -> (7 / (7/5 * (9/4 - (7/8 / 3/7))))
[234443] ['1/4', '5/7', '6/5', '8/3', '3'] -> (8/3 * ((6/5 / 1/4) + (3 / 5/7)))
[234444] ['1/9', '1/7', '1/5', '8/7', '2'] -> ((8/7 / (1/9 * 1/5)) / (1/7 + 2))
[234445] ['3/8', '5/3', '7/4', '9/2', '8'] -> (8 * ((3/8 / 9/2) + (5/3 * 7/4)))
[234446] ['1/2', '3/5', '8/9', '7/2', '6'] -> ((7/2 + (6 / 3/5)) / (1/2 / 8/9))
[234447] ['1/5', '7/9', '9/7', '9/7', '6'] -> ((7/9 * 6) * ((9/7 / 1/5) - 9/7))
[234448] ['1/5', '3/7', '4/7', '7/8', '2'] -> (3/7 / ((7/8 + 2) - (4/7 / 1/5)))
[234449] ['3/4', '4/5', '4/3', '7/2', '6'] -> ((7/2 + 6) / (4/3 - (3/4 / 4/5)))
[234450] ['8/7', '5/4', '5/2', '8/3', '5'] -> (5 / (5/4 * (5/2 - (8/3 / 8/7))))
[234451] ['1/4', '5/7', '6/5', '3', '7/2'] -> ((3 + (7/2 * (5/7 * 6/5))) / 1/4)
[234452] ['2/9', '1/4', '5/6', '7/8', '1'] -> (((5/6 + 1) + (7/8 / 1/4)) / 2/9)
[234453] ['1/7', '7/9', '6/7', '1', '8/3'] -> ((1 + (6/7 / 1/7)) / (7/9 / 8/3))
[234454] ['1/2', '3/5', '9/8', '7/6', '6'] -> ((7/6 * 6) / (9/8 - (1/2 / 3/5)))
[234455] ['5/6', '8/9', '6/5', '7/5', '2'] -> (2 / ((7/5 * (5/6 / 6/5)) - 8/9))
[234456] ['1/6', '3/7', '3/4', '9/7', '7'] -> (9/7 / (1/6 * (3/7 - (3/4 / 7))))
[234457] ['8/7', '5/4', '5/2', '9/2', '5'] -> ((9/2 * 5) / ((5/2 / 8/7) - 5/4))
[234458] ['3/8', '5/3', '9/5', '5/2', '8'] -> (5/2 * ((9/5 / 3/8) + (8 / 5/3)))
[234459] ['1/2', '3/5', '9/8', '5/4', '6'] -> (6 / ((5/4 * (1/2 + 3/5)) - 9/8))
[234460] ['8/7', '6/5', '8/5', '8/5', '9'] -> (((8/5 + 8/5) / (8/7 / 9)) - 6/5)
[234461] ['5/6', '8/9', '6/5', '3/2', '2'] -> (2 / ((5/6 / 6/5) + (8/9 - 3/2)))
[234462] ['1/5', '7/9', '9/7', '3/2', '6'] -> (7/9 * ((9/7 / 3/2) + (6 / 1/5)))
[234463] ['1/5', '3/7', '4/7', '8/7', '2'] -> (((8/7 / 1/5) - 4/7) / (3/7 / 2))
[234464] ['3/4', '4/5', '7/5', '7/2', '6'] -> (6 / (3/4 - (7/5 / (4/5 * 7/2))))
[234465] ['2/9', '1/4', '5/6', '1', '6/5'] -> (((5/6 / 6/5) / (1/4 - 2/9)) - 1)
[234466] ['8/9', '7/5', '7/3', '5/2', '8'] -> (5/2 * ((7/5 / 7/3) + (8 / 8/9)))
[234467] ['1/7', '7/9', '6/7', '1', '9/2'] -> ((6/7 * 9/2) * ((1 / 1/7) - 7/9))
[234468] ['1/4', '5/7', '5/4', '7/5', '3'] -> ((5/7 + (5/4 / 1/4)) * (7/5 * 3))
[234469] ['1/5', '7/9', '9/7', '8/5', '6'] -> (8/5 / (7/9 * (9/7 - (1/5 * 6))))
[234470] ['3/7', '7/8', '7/5', '9/2', '7'] -> (3/7 / ((9/2 / 7) - (7/8 / 7/5)))
[234471] ['2/9', '1/4', '5/6', '1', '9/7'] -> (1 / ((1/4 / (2/9 * 9/7)) - 5/6))
[234472] ['8/7', '6/5', '8/5', '9/5', '9'] -> ((9/5 + (8/5 / 8/7)) / (6/5 / 9))
[234473] ['1/2', '3/5', '9/8', '5/3', '6'] -> ((1/2 * 6) / (9/8 - (3/5 * 5/3)))
[234474] ['1/6', '3/7', '3/4', '5/3', '7'] -> ((5/3 + 7) / (3/4 - (1/6 / 3/7)))
[234475] ['1/5', '3/7', '4/7', '5/4', '2'] -> ((4/7 + 2) / (5/4 * (1/5 * 3/7)))
[234476] ['8/9', '7/5', '7/3', '8/3', '8'] -> (8/9 + (7/3 * (8 + (8/3 / 7/5))))
[234477] ['2/9', '1/4', '5/6', '1', '5/3'] -> (((5/6 * 5/3) / (2/9 * 1/4)) - 1)
[234478] ['5/6', '8/9', '6/5', '2', '7/3'] -> ((2 * 7/3) / (8/9 - (5/6 / 6/5)))
[234479] ['1/5', '7/9', '9/7', '7/4', '6'] -> ((6 / (1/5 * 9/7)) / (7/4 - 7/9))
[234480] ['3/7', '7/8', '3/2', '8/5', '7'] -> ((3/7 + (3/2 / 7/8)) * (8/5 * 7))
[234481] ['8/7', '5/4', '7/2', '7/2', '5'] -> (5 + ((8/7 * 7/2) * (5/4 + 7/2)))
[234482] ['1/5', '3/7', '4/7', '9/7', '2'] -> ((3/7 + (9/7 / 1/5)) / (4/7 / 2))
[234483] ['1/9', '1/7', '1/5', '5/3', '2'] -> (2 / (1/7 - (1/9 / (1/5 + 5/3))))
[234484] ['1/6', '3/7', '3/4', '9/4', '7'] -> (7 * ((9/4 / (3/4 - 1/6)) - 3/7))
[234485] ['1/5', '7/9', '9/7', '9/4', '6'] -> (6 / (1/5 * (9/4 - (7/9 * 9/7))))
[234486] ['8/7', '6/5', '8/5', '8/3', '9'] -> ((6/5 + 8/5) * (9 - (8/7 / 8/3)))
[234487] ['8/7', '5/4', '9/2', '9/2', '5'] -> (9/2 / ((5/4 - 5) + (9/2 / 8/7)))
[234488] ['1/8', '3/7', '7/6', '8/5', '9'] -> (9 / ((1/8 / 7/6) + (3/7 / 8/5)))
[234489] ['2/9', '1/4', '6/7', '6/7', '1'] -> (6/7 / (1 - (6/7 / (2/9 / 1/4))))
[234490] ['3/4', '4/5', '5/3', '7/2', '6'] -> ((7/2 / (5/3 - (3/4 + 4/5))) - 6)
[234491] ['8/9', '7/5', '5/2', '7/2', '8'] -> (8/9 * (7/2 + (5/2 * (7/5 + 8))))
[234492] ['8/7', '6/5', '8/5', '7/2', '9'] -> (9 * ((8/7 * 7/2) - (8/5 / 6/5)))
[234493] ['5/6', '8/9', '5/4', '5/4', '2'] -> (2 / ((5/4 / (5/6 / 8/9)) - 5/4))
[234494] ['1/5', '7/9', '9/7', '7/3', '6'] -> (9/7 + ((6 + (7/3 / 1/5)) / 7/9))
[234495] ['2/9', '1/4', '6/7', '1', '7/6'] -> (6/7 / (1 - (1/4 / (2/9 * 7/6))))
[234496] ['1/5', '3/7', '4/7', '5/3', '2'] -> ((4/7 / 5/3) / ((3/7 / 2) - 1/5))
[234497] ['1/7', '7/9', '7/8', '1', '5/4'] -> ((1 / (1/7 * 7/9)) / (5/4 - 7/8))
[234498] ['1/4', '5/7', '5/4', '5/2', '3'] -> (3 + ((5/4 + 5/2) / (1/4 * 5/7)))
[234499] ['3/8', '7/4', '7/4', '7/4', '8'] -> ((7/4 + (7/4 * 8)) / (3/8 * 7/4))
[234500] ['1/6', '3/7', '7/9', '4/5', '7'] -> (7 / (7/9 - ((1/6 / 3/7) / 4/5)))
[234501] ['3/4', '4/5', '7/4', '9/4', '6'] -> (6 / (9/4 - (4/5 * (3/4 + 7/4))))
[234502] ['5/6', '8/9', '5/4', '9/7', '2'] -> (((5/6 / (9/7 - 5/4)) - 2) / 8/9)
[234503] ['1/5', '3/7', '4/7', '7/4', '2'] -> (2 / (1/5 * (7/4 - (4/7 / 3/7))))
[234504] ['3/7', '7/8', '8/5', '5/3', '7'] -> ((5/3 / (3/7 * 7/8)) * (7 - 8/5))
[234505] ['1/2', '3/5', '8/7', '5/4', '6'] -> (6 / (3/5 - ((1/2 / 8/7) / 5/4)))
[234506] ['3/8', '7/4', '7/4', '9/4', '8'] -> (9/4 * (8 + (7/4 / (3/8 * 7/4))))
[234507] ['1/2', '3/5', '8/7', '9/7', '6'] -> ((9/7 / (8/7 - (1/2 + 3/5))) - 6)
[234508] ['2/9', '1/4', '6/7', '1', '7/5'] -> (7/5 * ((1 / (2/9 * 1/4)) - 6/7))
[234509] ['1/8', '3/7', '6/5', '6/5', '9'] -> ((9 / 3/7) / ((6/5 / 6/5) - 1/8))
[234510] ['1/7', '7/9', '7/8', '1', '3/2'] -> ((1 / 1/7) / ((7/9 * 3/2) - 7/8))
[234511] ['1/6', '3/7', '7/9', '6/5', '7'] -> ((7/9 + 7) * (6/5 / (1/6 / 3/7)))
[234512] ['3/7', '7/8', '8/5', '9/4', '7'] -> ((8/5 * 7) * ((9/4 / 7/8) - 3/7))
[234513] ['5/6', '8/9', '5/4', '7/4', '2'] -> ((5/6 / 5/4) / ((8/9 * 2) - 7/4))
[234514] ['3/8', '7/4', '9/5', '7/2', '8'] -> (9/5 * (8 + (7/2 / (3/8 * 7/4))))
[234515] ['1/7', '7/9', '7/8', '1', '5/3'] -> (5/3 / (7/8 * (1 - (1/7 + 7/9))))
[234516] ['1/6', '3/7', '7/9', '5/4', '7'] -> (7 / (7/9 - (5/4 * (1/6 / 3/7))))
[234517] ['1/9', '1/7', '2/9', '2/9', '2'] -> (((2/9 / 1/7) - 2/9) / (1/9 / 2))
[234518] ['1/8', '3/7', '6/5', '9/7', '9'] -> ((9/7 * 9) / (1/8 + (3/7 / 6/5)))
[234519] ['5/6', '8/9', '5/4', '9/5', '2'] -> (2 / ((9/5 * (5/6 * 8/9)) - 5/4))
[234520] ['3/7', '7/8', '8/5', '7/3', '7'] -> ((8/5 * (7/8 + 7)) * (7/3 - 3/7))
[234521] ['1/5', '3/7', '3/5', '3/5', '2'] -> ((2 + ((3/5 + 3/5) / 3/7)) / 1/5)
[234522] ['1/5', '7/9', '4/3', '3/2', '6'] -> (((6 / (1/5 * 3/2)) - 4/3) / 7/9)
[234523] ['1/2', '3/5', '8/7', '5/3', '6'] -> ((8/7 * 5/3) * (3/5 + (6 / 1/2)))
[234524] ['8/9', '3/2', '8/5', '5/3', '8'] -> (8/5 * (5/3 + (3/2 * (8/9 + 8))))
[234525] ['8/7', '9/7', '9/7', '8/3', '5'] -> ((9/7 * 8/3) * (9/7 + (8/7 * 5)))
[234526] ['5/6', '8/9', '5/4', '2', '5/2'] -> ((5/6 + 5/2) / ((8/9 + 5/4) - 2))
[234527] ['1/5', '3/7', '3/5', '5/8', '2'] -> (2 / (5/8 * (3/5 - (1/5 / 3/7))))
[234528] ['1/5', '7/9', '4/3', '5/3', '6'] -> (6 / ((7/9 / 4/3) - (1/5 * 5/3)))
[234529] ['1/2', '3/5', '8/7', '7/4', '6'] -> (((8/7 * 7/4) + (6 / 3/5)) / 1/2)
[234530] ['1/9', '1/7', '2/9', '1/3', '2'] -> (((2/9 / (1/7 * 1/3)) - 2) / 1/9)
[234531] ['1/7', '7/9', '7/8', '1', '9/5'] -> (1 / (1/7 * (7/9 - (7/8 / 9/5))))
[234532] ['8/7', '9/7', '9/7', '7/2', '5'] -> ((8/7 * 7/2) * (5 + (9/7 / 9/7)))
[234533] ['8/7', '6/5', '7/4', '7/4', '9'] -> ((8/7 * 6/5) * (7/4 + (7/4 * 9)))
[234534] ['3/8', '7/4', '8/3', '8/3', '8'] -> (8 * ((8/3 * (3/8 + 7/4)) - 8/3))
[234535] ['3/4', '4/5', '7/3', '7/2', '6'] -> ((7/2 / (7/3 * (4/5 - 3/4))) - 6)
[234536] ['5/6', '8/9', '5/4', '2', '9/2'] -> (9/2 / ((5/6 / 8/9) + (5/4 - 2)))
[234537] ['1/8', '3/7', '6/5', '3/2', '9'] -> (6/5 / ((3/2 / (9 - 3/7)) - 1/8))
[234538] ['1/6', '3/7', '7/9', '7/4', '7'] -> ((7 / 7/4) / ((3/7 * 7/9) - 1/6))
[234539] ['1/5', '7/9', '4/3', '9/4', '6'] -> ((6 / (1/5 * 9/4)) / (4/3 - 7/9))
[234540] ['1/8', '3/7', '6/5', '5/3', '9'] -> ((9 - (6/5 * 5/3)) / (1/8 / 3/7))
[234541] ['3/8', '7/4', '7/2', '9/2', '8'] -> ((8 * (7/4 + (3/8 * 9/2))) - 7/2)
[234542] ['5/6', '8/9', '9/7', '4/3', '2'] -> (8/9 / (4/3 - (2 * (5/6 / 9/7))))
[234543] ['3/4', '4/5', '8/3', '8/3', '6'] -> (((8/3 * 6) / (3/4 * 4/5)) - 8/3)
[234544] ['8/9', '3/2', '7/4', '7/4', '8'] -> (8 / ((8/9 * 3/2) - (7/4 / 7/4)))
[234545] ['1/6', '3/7', '7/9', '9/5', '7'] -> (((3/7 * 7) - 7/9) / (1/6 / 9/5))
[234546] ['1/8', '3/7', '6/5', '7/4', '9'] -> ((9 / (3/7 - (1/8 / 7/4))) - 6/5)
[234547] ['1/9', '1/7', '2/9', '5/9', '2'] -> (((2/9 / 1/7) + (5/9 * 2)) / 1/9)
[234548] ['3/7', '7/8', '5/3', '5/3', '7'] -> ((3/7 * 7) / ((5/3 / 5/3) - 7/8))
[234549] ['1/5', '7/9', '4/3', '7/3', '6'] -> (6 * ((7/3 / (4/3 - 7/9)) - 1/5))
[234550] ['1/2', '3/5', '8/7', '7/2', '6'] -> ((8/7 * 7/2) + (6 / (1/2 * 3/5)))
[234551] ['3/4', '4/5', '8/3', '7/2', '6'] -> (((7/2 / (4/5 - 3/4)) - 6) / 8/3)
[234552] ['1/5', '7/9', '4/3', '5/2', '6'] -> ((4/3 + (6 / 5/2)) / (1/5 * 7/9))
[234553] ['3/8', '9/5', '9/5', '7/2', '8'] -> ((8 * (7/2 - 3/8)) - (9/5 / 9/5))
[234554] ['5/6', '8/9', '9/7', '3/2', '2'] -> (2 / ((3/2 * (5/6 / 9/7)) - 8/9))
[234555] ['3/7', '7/8', '5/3', '7/4', '7'] -> (7 / ((3/7 * 7/8) + (5/3 - 7/4)))
[234556] ['1/2', '3/5', '8/7', '9/2', '6'] -> (8/7 * (6 + (9/2 / (1/2 * 3/5))))
[234557] ['8/7', '6/5', '7/4', '9/2', '9'] -> ((8/7 * 7/4) * (9/2 + (9 / 6/5)))
[234558] ['1/4', '5/7', '4/3', '8/5', '3'] -> (8/5 + ((4/3 * 3) / (1/4 * 5/7)))
[234559] ['1/9', '1/7', '2/9', '5/8', '2'] -> ((2/9 + ((1/9 + 2) / 1/7)) / 5/8)
[234560] ['8/9', '3/2', '7/4', '7/3', '8'] -> (8 * (3/2 + (7/3 / (8/9 * 7/4))))
[234561] ['5/6', '8/9', '9/7', '8/5', '2'] -> ((8/9 / 5/6) / (8/5 - (2 / 9/7)))
[234562] ['1/5', '3/7', '3/5', '6/7', '2'] -> ((6/7 + (3/5 * 2)) / (1/5 * 3/7))
[234563] ['1/4', '5/7', '4/3', '5/3', '3'] -> (3 * ((5/3 / (1/4 * 5/7)) - 4/3))
[234564] ['2/9', '1/4', '7/8', '1', '5/4'] -> ((5/4 / (1/4 - 2/9)) / (7/8 + 1))
[234565] ['1/5', '7/9', '7/5', '7/5', '6'] -> (6 + ((7/5 + 7/5) / (1/5 * 7/9)))
[234566] ['1/9', '1/7', '2/9', '3/4', '2'] -> ((2 + (2/9 / 1/7)) / (1/9 / 3/4))
[234567] ['3/7', '7/8', '5/3', '9/4', '7'] -> (5/3 + ((7 + (9/4 / 7/8)) / 3/7))
[234568] ['1/6', '3/7', '4/5', '5/6', '7'] -> (3/7 / (1/6 - (5/6 / (4/5 * 7))))
[234569] ['1/5', '7/9', '7/5', '3/2', '6'] -> ((6 - (7/5 / (7/9 * 3/2))) / 1/5)
[234570] ['8/9', '3/2', '7/4', '7/2', '8'] -> ((8 * (7/4 + (3/2 / 8/9))) - 7/2)
[234571] ['1/2', '3/5', '7/6', '3/2', '6'] -> (6 / (3/5 * (7/6 - (1/2 * 3/2))))
[234572] ['3/4', '5/6', '5/6', '7/8', '6'] -> ((6 / 5/6) / ((7/8 / 5/6) - 3/4))
[234573] ['8/7', '6/5', '9/5', '9/2', '9'] -> (6/5 / (9/5 - (9 / (8/7 * 9/2))))
[234574] ['3/7', '7/8', '5/3', '5/2', '7'] -> (7 / ((5/3 / 5/2) - (3/7 * 7/8)))
[234575] ['1/5', '7/9', '7/5', '8/5', '6'] -> (8/5 * (6 + (7/5 / (1/5 * 7/9))))
[234576] ['3/8', '9/5', '7/3', '7/3', '8'] -> (9/5 * ((8 * (7/3 - 3/8)) - 7/3))
[234577] ['8/7', '9/7', '7/5', '5/3', '5'] -> (8/7 / ((5 * (5/3 - 7/5)) - 9/7))
[234578] ['1/7', '7/9', '8/9', '1', '4/3'] -> ((8/9 / (1/7 * 7/9)) / (4/3 - 1))
[234579] ['1/5', '3/7', '3/5', '6/5', '2'] -> ((6/5 + 2) / (3/5 - (1/5 / 3/7)))
[234580] ['3/7', '7/8', '5/3', '7/2', '7'] -> (((7 + (7/2 / 7/8)) / 3/7) - 5/3)
[234581] ['1/6', '3/7', '4/5', '8/9', '7'] -> (7 / (3/7 * (8/9 - (1/6 / 4/5))))
[234582] ['1/8', '3/7', '6/5', '9/2', '9'] -> (((9/2 / 3/7) - (9 / 6/5)) / 1/8)
[234583] ['1/9', '1/7', '2/9', '7/8', '2'] -> (2 / (1/9 - (7/8 * (1/7 * 2/9))))
[234584] ['2/9', '1/4', '7/8', '1', '5/3'] -> (5/3 / (1 - (7/8 + (2/9 * 1/4))))
[234585] ['1/5', '7/9', '7/5', '9/5', '6'] -> (6 + ((9/5 + (7/5 / 7/9)) / 1/5))
[234586] ['3/8', '9/5', '7/3', '7/2', '8'] -> ((8 * (7/2 - (3/8 / 9/5))) - 7/3)
[234587] ['3/7', '7/8', '5/3', '9/2', '7'] -> ((5/3 + (3/7 * 7)) / (7/8 / 9/2))
[234588] ['1/8', '3/7', '5/4', '5/4', '9'] -> ((9 / 3/7) / ((5/4 / 5/4) - 1/8))
[234589] ['1/2', '3/5', '7/6', '7/2', '6'] -> ((7/2 / (7/6 * (3/5 - 1/2))) - 6)
[234590] ['8/7', '6/5', '9/4', '7/2', '9'] -> (7/2 * (9 - (9/4 * (8/7 / 6/5))))
[234591] ['2/9', '1/4', '7/8', '1', '7/4'] -> (((7/4 / 2/9) - (7/8 + 1)) / 1/4)
[234592] ['3/8', '9/5', '7/3', '9/2', '8'] -> (7/3 + ((3/8 + 9/2) / (9/5 / 8)))
[234593] ['1/4', '5/7', '7/5', '7/5', '3'] -> ((7/5 + 7/5) * (3 / (1/4 / 5/7)))
[234594] ['1/7', '7/9', '8/9', '1', '8/5'] -> ((1 + (8/9 / 7/9)) / (1/7 / 8/5))
[234595] ['1/8', '3/7', '5/4', '4/3', '9'] -> (9 / ((1/8 / 3/7) - (5/4 - 4/3)))
[234596] ['1/6', '3/7', '4/5', '8/7', '7'] -> ((8/7 - 3/7) * (7 / (1/6 / 4/5)))
[234597] ['1/5', '3/7', '3/5', '7/5', '2'] -> (((3/5 / 3/7) + (7/5 + 2)) / 1/5)
[234598] ['1/5', '7/9', '7/5', '8/3', '6'] -> (8/3 / ((1/5 * 6) - (7/9 * 7/5)))
[234599] ['3/4', '5/6', '5/6', '8/5', '6'] -> (6 / ((3/4 + 5/6) - (5/6 * 8/5)))
[234600] ['1/7', '7/9', '8/9', '1', '5/3'] -> (1 + ((8/9 + 5/3) / (1/7 * 7/9)))
