[186166] ['1/8', '8/9', '1', '7/4', '9/4'] -> ((8/9 * 9/4) + ((1 + 7/4) / 1/8))
[190112] ['3/4', '8/7', '7/4', '9/5', '9'] -> (((7/4 * 9/5) * (9 - 8/7)) - 3/4)
[190113] ['3/7', '5/7', '3/4', '1', '6/5'] -> (6/5 / (((1 - 3/7) / 5/7) - 3/4))
[190114] ['1/7', '3/7', '5/6', '7/4', '7'] -> (7 / (7/4 - (5/6 / (1/7 + 3/7))))
[190115] ['3/5', '7/9', '6/5', '9/4', '6'] -> (6 / ((6/5 / 3/5) - (7/9 * 9/4)))
[190116] ['1/3', '3/5', '7/6', '4/3', '6'] -> (4/3 / ((1/3 * 6) - (7/6 / 3/5)))
[190117] ['1/5', '1/4', '1', '7/5', '5/3'] -> (((1 / 1/5) - 7/5) / (1/4 / 5/3))
[190118] ['3/7', '5/9', '9/8', '7/4', '6'] -> ((6 / (5/9 - 3/7)) / (9/8 * 7/4))
[190119] ['3/5', '7/9', '6/5', '5/2', '6'] -> (6/5 / ((3/5 * 7/9) - (5/2 / 6)))
[190120] ['4/7', '8/3', '8/3', '3', '9/2'] -> (8/3 * ((3 / 8/3) + (9/2 / 4/7)))
[190121] ['3/7', '5/9', '9/8', '9/5', '6'] -> ((9/5 + (6 / (3/7 * 5/9))) / 9/8)
[190122] ['3/5', '5/8', '5/8', '9/2', '8'] -> (8 * ((9/2 / (5/8 + 5/8)) - 3/5))
[190123] ['5/7', '7/9', '8/7', '5/3', '2'] -> ((5/3 + 2) / (7/9 - (5/7 / 8/7)))
[190124] ['2/5', '5/9', '5/9', '5/6', '7'] -> ((7 + (5/9 / 5/9)) / (2/5 * 5/6))
[190125] ['3/5', '7/9', '6/5', '7/2', '6'] -> (6 * ((7/2 / 7/9) - (3/5 / 6/5)))
[190126] ['1/3', '3/5', '7/6', '9/5', '6'] -> ((9/5 / 3/5) + (6 / (1/3 / 7/6)))
[190127] ['1/9', '1/2', '5/8', '5/6', '9'] -> (5/6 / (5/8 * (1/9 - (1/2 / 9))))
[190128] ['3/4', '8/7', '9/5', '9/4', '9'] -> (8/7 * (3/4 + (9/5 * (9/4 + 9))))
[190129] ['1/5', '1/4', '1', '7/5', '5/2'] -> ((1 + 7/5) / (1/5 - (1/4 / 5/2)))
[190130] ['3/5', '5/8', '2/3', '7/9', '8'] -> (((2/3 / (5/8 - 3/5)) - 8) / 7/9)
[190131] ['1/7', '1/7', '1/4', '1/4', '1'] -> (((1 / 1/4) - (1/7 / 1/4)) / 1/7)
[190132] ['3/7', '5/7', '3/4', '1', '5/3'] -> ((3/7 + 1) / (5/3 * (3/4 - 5/7)))
[190133] ['3/7', '5/9', '9/8', '7/3', '6'] -> ((7/3 * (3/7 + 6)) / (5/9 * 9/8))
[190134] ['3/5', '7/9', '5/4', '9/7', '6'] -> (6 / ((7/9 * 9/7) - (3/5 * 5/4)))
[190135] ['2/5', '5/9', '5/9', '8/9', '7'] -> ((7 + ((5/9 + 8/9) / 5/9)) / 2/5)
[190136] ['5/7', '9/8', '6/5', '9/5', '8'] -> (9/5 + (8 * (6/5 + (9/8 / 5/7))))
[190137] ['5/7', '7/9', '8/7', '2', '7/3'] -> (8/7 / (5/7 - ((7/9 * 2) / 7/3)))
[190138] ['3/5', '3/5', '3/5', '5/8', '3'] -> (3 / (5/8 - (3/5 / (3/5 + 3/5))))
[190139] ['1/5', '1/4', '1', '3/2', '5/3'] -> (1 / ((1/4 * 3/2) - (1/5 * 5/3)))
[190140] ['3/5', '7/9', '5/4', '4/3', '6'] -> ((4/3 + (6 / 3/5)) / (5/4 - 7/9))
[190141] ['2/5', '5/9', '5/9', '8/7', '7'] -> ((8/7 * 7) / (5/9 - (2/5 * 5/9)))
[190142] ['3/7', '5/9', '9/8', '7/2', '6'] -> (6 / (3/7 - ((5/9 * 9/8) / 7/2)))
[190143] ['7/9', '7/5', '7/3', '7/3', '5'] -> ((7/3 + (5 * (7/5 * 7/3))) / 7/9)
[190144] ['1/7', '1/7', '1/4', '4/9', '1'] -> ((1/7 + 1) / (4/9 * (1/4 - 1/7)))
[190145] ['3/7', '5/7', '3/4', '1', '7/3'] -> ((3/7 + (1 / 7/3)) / (3/4 - 5/7))
[190146] ['2/5', '5/9', '5/9', '6/5', '7'] -> ((7 + (5/9 / 5/9)) / (2/5 / 6/5))
[190147] ['1/5', '1/4', '1', '8/5', '5/3'] -> (1 / (1/4 - (5/3 * (1/5 / 8/5))))
[190148] ['3/5', '5/8', '2/3', '9/7', '8'] -> (9/7 * ((2/3 / (5/8 - 3/5)) - 8))
[190149] ['3/7', '5/6', '4/3', '2', '9/2'] -> (4/3 + (2 * (5/6 + (9/2 / 3/7))))
[190150] ['3/7', '5/9', '8/7', '6/5', '6'] -> ((8/7 / 6/5) * (6 / (3/7 * 5/9)))
[190151] ['3/5', '3/5', '3/5', '7/8', '3'] -> ((3/5 * 3) / (3/5 - (3/5 * 7/8)))
[190152] ['1/3', '3/5', '5/4', '9/7', '6'] -> (6 / (((3/5 * 5/4) / 9/7) - 1/3))
[190153] ['7/9', '7/5', '7/3', '9/2', '5'] -> ((7/5 - (7/9 / 7/3)) * (9/2 * 5))
[190154] ['3/5', '3/5', '3/5', '8/9', '3'] -> ((3/5 * 3) / ((3/5 / 8/9) - 3/5))
[190155] ['3/4', '8/7', '7/3', '9/2', '9'] -> ((9/2 * (8/7 * 7/3)) + (9 / 3/4))
[190156] ['3/7', '5/9', '8/7', '9/7', '6'] -> ((8/7 * 6) / ((5/9 * 9/7) - 3/7))
[190157] ['3/5', '3/5', '3/5', '8/7', '3'] -> ((3/5 * 3) / (3/5 - (3/5 / 8/7)))
[190158] ['7/9', '7/5', '5/2', '5/2', '5'] -> (5/2 + (5 * (5/2 + (7/5 / 7/9))))
[190159] ['1/7', '3/7', '7/8', '5/4', '7'] -> ((7 / 1/7) / ((5/4 / 3/7) - 7/8))
[190160] ['5/7', '7/9', '7/6', '4/3', '2'] -> (4/3 / (7/6 - (2 * (5/7 * 7/9))))
[190161] ['1/3', '3/5', '5/4', '7/3', '6'] -> (6 * (1/3 + (5/4 * (3/5 + 7/3))))
[190162] ['1/7', '1/7', '1/4', '7/8', '1'] -> (((1 / 1/7) - 1/7) / (1/4 / 7/8))
[190163] ['3/5', '3/5', '3/5', '5/4', '3'] -> ((3/5 + 3) / ((3/5 * 5/4) - 3/5))
[190164] ['1/9', '1/2', '5/8', '5/3', '9'] -> ((9 + (5/3 / 1/2)) / (5/8 - 1/9))
[190165] ['7/9', '7/5', '5/2', '8/3', '5'] -> ((8/3 + (5/2 * (7/5 + 5))) / 7/9)
[190166] ['3/4', '8/7', '5/2', '7/2', '9'] -> (7/2 * (9 - (5/2 * (3/4 * 8/7))))
[190167] ['3/5', '7/9', '5/4', '7/3', '6'] -> ((6 / (3/5 * 7/9)) / (5/4 / 7/3))
[190168] ['3/5', '5/8', '5/7', '5/7', '8'] -> ((8 + (5/7 / 5/7)) / (3/5 * 5/8))
[190169] ['5/7', '9/8', '5/4', '7/5', '8'] -> (7/5 + (8 * (5/4 + (9/8 / 5/7))))
[190170] ['1/7', '1/7', '1/4', '8/9', '1'] -> (((1 / 1/4) - 1/7) / (1/7 / 8/9))
[190171] ['1/7', '3/7', '7/8', '4/3', '7'] -> (3/7 / ((7/8 / 7) - (1/7 / 4/3)))
[190172] ['2/5', '5/9', '5/9', '5/3', '7'] -> (((7 / 5/9) - (5/3 / 5/9)) / 2/5)
[190173] ['5/7', '7/9', '7/6', '3/2', '2'] -> ((2 / 3/2) / ((5/7 * 7/6) - 7/9))
[190174] ['3/5', '3/5', '3/5', '4/3', '3'] -> ((3/5 + 3) / (3/5 - (3/5 / 4/3)))
[190175] ['1/3', '3/5', '9/7', '9/7', '6'] -> ((9/7 / 3/5) + ((9/7 + 6) / 1/3))
[190176] ['1/9', '1/2', '5/8', '9/5', '9'] -> (9 / (1/2 - (9/5 * (1/9 * 5/8))))
[190177] ['1/5', '1/4', '1', '7/4', '7/3'] -> ((1 + 7/3) * (1/5 + (7/4 / 1/4)))
[190178] ['5/7', '9/8', '5/4', '3/2', '8'] -> (8 * ((9/8 / 5/4) + (3/2 / 5/7)))
[190179] ['3/4', '8/7', '8/3', '7/2', '9'] -> (9 * ((7/2 / (3/4 / 8/7)) - 8/3))
[190180] ['1/7', '1/7', '1/4', '1', '9/8'] -> (((1 / 1/4) - 1/7) / (1/7 * 9/8))
[190181] ['7/9', '7/5', '8/3', '8/3', '5'] -> (8/3 / ((5 * (7/9 / 7/5)) - 8/3))
[190182] ['3/7', '5/7', '7/9', '8/9', '1'] -> ((1 + (5/7 / 3/7)) / (8/9 - 7/9))
[190183] ['2/5', '5/9', '5/9', '9/5', '7'] -> (5/9 * ((7 / (5/9 - 2/5)) - 9/5))
[190184] ['3/5', '5/8', '5/7', '7/9', '8'] -> ((3/5 + (8 / (5/7 * 7/9))) / 5/8)
[190185] ['3/5', '3/5', '3/5', '3/2', '3'] -> (3/5 / ((3/2 / (3 - 3/5)) - 3/5))
[190186] ['1/9', '1/2', '5/8', '5/2', '9'] -> (5/2 / (5/8 * (1/9 + (1/2 / 9))))
[190187] ['1/7', '3/7', '7/8', '5/3', '7'] -> (7 / (1/7 * (5/3 + (3/7 * 7/8))))
[190188] ['3/7', '5/9', '8/7', '9/5', '6'] -> (((6 / 5/9) - 9/5) / (3/7 / 8/7))
[190189] ['1/7', '1/7', '1/4', '1', '5/4'] -> ((((5/4 - 1/7) / 1/4) - 1) / 1/7)
[190190] ['5/7', '7/9', '7/6', '7/4', '2'] -> (2 / (7/4 * (5/7 - (7/9 / 7/6))))
[190191] ['3/5', '3/5', '3/5', '7/4', '3'] -> ((3/5 + 3/5) / ((3/5 * 3) - 7/4))
[190192] ['3/7', '5/9', '8/7', '7/3', '6'] -> (((6 / 3/7) - 7/3) / (5/9 / 8/7))
[190193] ['3/4', '7/6', '7/6', '4/3', '9'] -> (9 * (4/3 + (7/6 / (3/4 * 7/6))))
[190194] ['1/7', '3/7', '7/8', '9/4', '7'] -> (7 / (7/8 * (1/7 + (3/7 / 9/4))))
[190195] ['1/7', '1/7', '1/4', '1', '4/3'] -> ((1/7 + 1) / (4/3 * (1/7 * 1/4)))
[190196] ['5/7', '7/9', '7/6', '2', '9/4'] -> (2 / ((9/4 * (5/7 * 7/9)) - 7/6))
[190197] ['1/3', '3/5', '9/7', '5/3', '6'] -> ((9/7 * 6) * (1/3 + (5/3 / 3/5)))
[190198] ['3/5', '3/5', '3/5', '9/4', '3'] -> (3/5 / ((9/4 / (3/5 + 3)) - 3/5))
[190199] ['1/7', '3/7', '7/8', '7/3', '7'] -> (7 / ((7/8 / (1/7 / 3/7)) - 7/3))
[190200] ['2/5', '5/9', '5/9', '8/3', '7'] -> ((8/3 * 7) / (5/9 + (2/5 * 5/9)))
[190201] ['3/4', '7/6', '7/6', '7/5', '9'] -> ((7/6 + (7/6 / 7/5)) / (3/4 / 9))
[190202] ['5/7', '9/8', '5/4', '7/3', '8'] -> ((5/7 + 7/3) * (8 + (9/8 - 5/4)))
[190203] ['3/7', '5/6', '7/5', '2', '7/2'] -> ((2 / 5/6) / ((3/7 * 7/2) - 7/5))
[190204] ['7/9', '3/2', '3/2', '8/5', '5'] -> ((8/5 * 5) / (3/2 - (7/9 * 3/2)))
[190205] ['3/5', '5/8', '5/7', '9/8', '8'] -> (8 / ((5/8 / (3/5 * 5/7)) - 9/8))
[190206] ['3/7', '5/7', '7/9', '1', '4/3'] -> ((3/7 + 5/7) / (4/3 - (1 / 7/9)))
[190207] ['7/9', '3/2', '3/2', '7/4', '5'] -> (5 / (3/2 * (3/2 - (7/9 * 7/4))))
[190208] ['5/7', '7/9', '7/6', '2', '8/3'] -> ((8/3 / 2) / ((5/7 * 7/6) - 7/9))
[190209] ['1/3', '3/5', '9/7', '9/4', '6'] -> ((6 / (1/3 * (9/7 - 3/5))) - 9/4)
[190210] ['3/5', '5/8', '5/7', '7/6', '8'] -> (7/6 * ((5/7 / (5/8 - 3/5)) - 8))
[190211] ['3/5', '3/5', '3/5', '8/3', '3'] -> (3/5 / ((3/5 / 8/3) - (3/5 / 3)))
[190212] ['7/9', '3/2', '3/2', '9/5', '5'] -> ((3/2 + (7/9 * 3/2)) * (9/5 * 5))
[190213] ['3/4', '7/6', '7/6', '9/5', '9'] -> ((9 + (7/6 / 7/6)) / (3/4 / 9/5))
[190214] ['5/7', '7/9', '7/6', '2', '7/2'] -> (((2 / (7/9 - 5/7)) - 7/2) / 7/6)
[190215] ['3/7', '5/9', '7/6', '6/5', '6'] -> ((6/5 + (6 / 5/9)) / (3/7 * 7/6))
[190216] ['1/7', '1/7', '1/4', '1', '5/2'] -> ((5/2 + (1 / (1/7 + 1/7))) / 1/4)
[190217] ['1/7', '3/7', '8/9', '5/4', '7'] -> (3/7 / ((5/4 / 7) - (1/7 / 8/9)))
[190218] ['3/7', '5/6', '3/2', '7/4', '2'] -> (2 / ((3/7 * 7/4) + (5/6 - 3/2)))
[190219] ['3/5', '5/8', '5/7', '5/4', '8'] -> (8 / ((5/4 / (5/8 + 5/7)) - 3/5))
[190220] ['7/9', '3/2', '3/2', '8/3', '5'] -> ((3/2 + 5) * (8/3 / (3/2 - 7/9)))
[190221] ['1/9', '1/2', '2/3', '9/5', '9'] -> ((9/5 * (1/9 + (9 / 2/3))) - 1/2)
[190222] ['5/7', '7/9', '6/5', '6/5', '2'] -> ((2 / ((5/7 * 6/5) - 7/9)) - 6/5)
[190223] ['3/5', '3/5', '5/8', '5/8', '3'] -> (3 / ((5/8 * (3/5 + 3/5)) - 5/8))
[190224] ['3/5', '7/9', '9/7', '9/4', '6'] -> ((6 / (9/7 * (7/9 - 3/5))) - 9/4)
[190225] ['3/4', '7/6', '7/6', '7/2', '9'] -> ((7/2 - 7/6) * (9 / (3/4 * 7/6)))
[190226] ['7/9', '3/2', '3/2', '7/2', '5'] -> (7/2 * (((3/2 + 5) / 7/9) - 3/2))
[190227] ['3/7', '5/9', '7/6', '9/7', '6'] -> (((7/6 * 6) - 9/7) / (3/7 * 5/9))
[190228] ['3/5', '3/5', '5/8', '2/3', '3'] -> (3 / (5/8 * (3/5 - (3/5 * 2/3))))
[190229] ['5/7', '7/9', '6/5', '5/4', '2'] -> ((2 / (5/4 * (7/9 - 5/7))) - 6/5)
[190230] ['3/5', '5/8', '5/7', '9/7', '8'] -> ((3/5 + (8 / (5/7 / 9/7))) / 5/8)
[190231] ['2/5', '5/9', '4/7', '5/7', '7'] -> (((2/5 + 5/7) + (7 / 5/9)) / 4/7)
[190232] ['1/3', '3/5', '9/7', '9/2', '6'] -> ((1/3 + 3/5) * ((9/2 * 6) - 9/7))
[190233] ['3/5', '3/5', '5/8', '5/7', '3'] -> (3 / ((3/5 / 3/5) - (5/8 / 5/7)))
[190234] ['3/7', '5/9', '7/6', '4/3', '6'] -> ((4/3 + (6 / (3/7 * 7/6))) / 5/9)
[190235] ['3/7', '5/7', '7/9', '1', '7/3'] -> (7/3 / ((1 / (3/7 + 5/7)) - 7/9))
[190236] ['1/7', '3/7', '8/9', '8/5', '7'] -> (7 / ((3/7 * 8/9) - (1/7 / 8/5)))
[190237] ['3/5', '7/9', '9/7', '8/3', '6'] -> (8/3 * ((6 / 3/5) - (7/9 * 9/7)))
[190238] ['2/5', '5/9', '4/7', '3/4', '7'] -> ((4/7 / 3/4) * (7 / (2/5 * 5/9)))
[190239] ['3/4', '7/6', '6/5', '9/7', '9'] -> ((9 / 7/6) / ((9/7 / 6/5) - 3/4))
[190240] ['7/9', '3/2', '8/5', '5/3', '5'] -> ((8/5 * 5) / ((5/3 / 3/2) - 7/9))
[190241] ['5/7', '7/9', '6/5', '4/3', '2'] -> ((4/3 * 2) / (6/5 - (7/9 / 5/7)))
[190242] ['3/7', '5/9', '7/6', '7/5', '6'] -> ((6 / (3/7 * 5/9)) - (7/5 / 7/6))
[190243] ['1/7', '3/7', '8/9', '5/3', '7'] -> (((5/3 - 1/7) / (3/7 / 7)) - 8/9)
[190244] ['1/9', '1/2', '5/7', '4/5', '9'] -> (4/5 / (1/9 - ((1/2 / 5/7) / 9)))
[190245] ['3/5', '3/5', '5/8', '6/7', '3'] -> ((3/5 * 3) / ((3/5 / 6/7) - 5/8))
[190246] ['5/7', '9/8', '9/7', '8/3', '8'] -> ((9/8 * (5/7 + 9/7)) * (8/3 + 8))
[190247] ['3/7', '5/6', '3/2', '2', '8/3'] -> (8/3 * (5/6 + ((3/2 + 2) / 3/7)))
[190248] ['3/4', '7/6', '6/5', '7/4', '9'] -> (9 * ((3/4 / 6/5) + (7/6 * 7/4)))
[190249] ['1/7', '1/7', '2/7', '3/5', '1'] -> ((1/7 + 1) / (2/7 - (1/7 / 3/5)))
[190250] ['3/5', '3/5', '5/8', '7/6', '3'] -> ((3/5 * 3) / ((3/5 * 7/6) - 5/8))
[190251] ['1/7', '1/7', '2/7', '2/3', '1'] -> ((1/7 + 1) / ((2/7 * 2/3) - 1/7))
[190252] ['1/7', '3/7', '8/9', '9/5', '7'] -> (((3/7 - 8/9) + (7 / 9/5)) / 1/7)
[190253] ['5/7', '7/9', '6/5', '8/5', '2'] -> ((8/5 / 7/9) / (2 - (5/7 + 6/5)))
[190254] ['1/3', '3/5', '7/5', '7/5', '6'] -> ((6 + ((7/5 + 7/5) / 1/3)) / 3/5)
[190255] ['1/9', '1/2', '5/7', '8/9', '9'] -> (((9 - 1/9) / (1/2 * 5/7)) - 8/9)
[190256] ['1/7', '1/7', '2/7', '5/7', '1'] -> ((2/7 / (1/7 * 1/7)) * (5/7 + 1))
[190257] ['2/5', '5/9', '4/7', '6/7', '7'] -> (7 * (6/7 + (4/7 / (2/5 * 5/9))))
[190258] ['3/7', '5/9', '7/6', '7/4', '6'] -> (((6 / 3/7) - (7/6 / 7/4)) / 5/9)
[190259] ['3/5', '3/5', '5/8', '8/5', '3'] -> (3 / (((3/5 + 3/5) / 8/5) - 5/8))
[190260] ['3/4', '7/6', '6/5', '8/3', '9'] -> (9 / (6/5 * (3/4 - (7/6 / 8/3))))
[190261] ['5/7', '9/8', '4/3', '8/5', '8'] -> ((8 / 5/7) / ((9/8 * 8/5) - 4/3))
[190262] ['3/5', '7/9', '4/3', '7/4', '6'] -> (((6 / (7/9 - 3/5)) - 7/4) / 4/3)
[190263] ['3/5', '5/8', '5/7', '9/4', '8'] -> ((5/7 * 8) * (3/5 + (9/4 / 5/8)))
[190264] ['1/5', '2/7', '2/7', '5/8', '1'] -> ((2/7 + 1) / (5/8 * (2/7 - 1/5)))
[190265] ['7/9', '3/2', '8/5', '8/3', '5'] -> ((8/3 + (8/5 / 3/2)) / (7/9 / 5))
[190266] ['2/5', '5/9', '4/7', '8/9', '7'] -> (7 * ((8/9 / (2/5 * 5/9)) - 4/7))
[190267] ['3/4', '7/6', '6/5', '7/2', '9'] -> (7/2 * ((9 / 6/5) - (3/4 / 7/6)))
[190268] ['1/3', '3/5', '3/2', '7/3', '6'] -> (6 * (3/2 + (7/3 / (1/3 + 3/5))))
[190269] ['3/7', '5/7', '4/5', '1', '8/7'] -> (3/7 / ((5/7 / 4/5) - (1 / 8/7)))
[190270] ['1/7', '3/7', '9/8', '9/8', '7'] -> ((7 + (9/8 / 9/8)) / (1/7 / 3/7))
[190271] ['3/5', '3/5', '5/8', '9/4', '3'] -> (3 / ((3/5 * 9/4) - (3/5 + 5/8)))
[190272] ['5/7', '7/9', '6/5', '2', '9/4'] -> ((2 / (6/5 * (7/9 - 5/7))) - 9/4)
[190273] ['3/5', '5/8', '5/7', '7/3', '8'] -> (((5/7 * 7/3) + (8 / 3/5)) / 5/8)
[190274] ['5/7', '9/8', '4/3', '7/4', '8'] -> ((5/7 + 8) / (9/8 - (4/3 / 7/4)))
[190275] ['3/5', '3/5', '5/8', '7/3', '3'] -> ((3/5 / 3/5) / (3 - (5/8 + 7/3)))
[190276] ['3/5', '7/9', '4/3', '7/3', '6'] -> ((7/3 + (7/9 + 4/3)) * (6 - 3/5))
[190277] ['7/9', '3/2', '8/5', '9/2', '5'] -> ((5 * (8/5 + (7/9 * 9/2))) - 3/2)
[190278] ['1/7', '3/7', '9/8', '7/6', '7'] -> (7 / ((1/7 / 3/7) + (9/8 - 7/6)))
[190279] ['3/7', '5/9', '7/6', '5/2', '6'] -> (6 * ((5/2 / 5/9) - (3/7 * 7/6)))
[190280] ['3/7', '5/7', '4/5', '1', '6/5'] -> ((5/7 / ((3/7 + 4/5) - 6/5)) - 1)
[190281] ['3/5', '7/9', '4/3', '5/2', '6'] -> (5/2 * (4/3 + (6 * (3/5 + 7/9))))
[190282] ['3/5', '3/5', '5/8', '8/3', '3'] -> ((3/5 + (3 / 5/8)) / (3/5 / 8/3))
[190283] ['1/7', '1/7', '2/7', '1', '7/6'] -> ((1/7 + 1) / (7/6 * (1/7 * 2/7)))
[190284] ['3/7', '5/6', '8/5', '2', '5/2'] -> ((8/5 + 2) * (5/6 + (5/2 / 3/7)))
[190285] ['3/4', '7/6', '5/4', '9/5', '9'] -> (9 * ((5/4 * 9/5) - (3/4 - 7/6)))
[190286] ['7/9', '3/2', '5/3', '9/5', '5'] -> ((5/3 + 9/5) * (5 / (3/2 - 7/9)))
[190287] ['1/5', '2/7', '2/7', '4/5', '1'] -> ((1 + ((2/7 + 4/5) / 2/7)) / 1/5)
[190288] ['3/5', '5/8', '5/7', '7/2', '8'] -> (5/7 * (3/5 + (8 * (5/8 + 7/2))))
[190289] ['3/7', '5/9', '6/5', '6/5', '6'] -> ((6 / ((5/9 * 6/5) - 3/7)) - 6/5)
[190290] ['5/7', '9/8', '4/3', '7/3', '8'] -> (4/3 + (7/3 * (5/7 + (9/8 * 8))))
[190291] ['3/7', '5/6', '8/5', '2', '7/2'] -> (2 / (5/6 * (8/5 - (3/7 * 7/2))))
[190292] ['7/9', '3/2', '5/3', '7/3', '5'] -> (7/9 + ((3/2 + 5/3) * (7/3 + 5)))
[190293] ['1/7', '1/7', '2/7', '1', '9/7'] -> (1 + ((9/7 + (2/7 / 1/7)) / 1/7))
[190294] ['1/9', '1/2', '5/7', '5/3', '9'] -> (((5/3 / (1/9 * 5/7)) - 9) / 1/2)
[190295] ['3/5', '3/5', '2/3', '7/9', '3'] -> ((3 + (3/5 + 2/3)) / (7/9 - 3/5))
[190296] ['3/7', '5/9', '6/5', '5/4', '6'] -> (6 / (3/7 * (5/4 - (5/9 * 6/5))))
[190297] ['1/7', '3/7', '9/8', '8/5', '7'] -> (7 / ((3/7 / 9/8) - (1/7 / 8/5)))
[190298] ['3/7', '5/6', '8/5', '2', '9/2'] -> ((2 + (9/2 / 3/7)) / (5/6 / 8/5))
[190299] ['1/3', '3/5', '7/4', '5/2', '6'] -> (6 / (3/5 * (5/2 - (1/3 + 7/4))))
[190300] ['2/5', '5/9', '4/7', '5/4', '7'] -> (5/4 + ((2/5 + (7 / 5/9)) / 4/7))
[190301] ['3/5', '5/8', '3/4', '7/9', '8'] -> (8 / ((7/9 / (5/8 / 3/4)) - 3/5))
[190302] ['3/5', '7/9', '7/5', '8/5', '6'] -> (6 * ((3/5 + 8/5) + (7/5 / 7/9)))
[190303] ['3/7', '5/7', '4/5', '1', '8/5'] -> ((5/7 + 1) / ((4/5 / 8/5) - 3/7))
[190304] ['3/7', '5/9', '6/5', '9/7', '6'] -> ((9/7 + (6 / (5/9 * 6/5))) / 3/7)
[190305] ['3/5', '3/5', '2/3', '8/7', '3'] -> (3 / ((3/5 / 8/7) - (3/5 * 2/3)))
[190306] ['1/3', '3/5', '7/4', '8/3', '6'] -> ((8/3 / (1/3 / 7/4)) + (6 / 3/5))
[190307] ['3/7', '5/6', '5/3', '7/4', '2'] -> (2 / (5/3 - (5/6 + (3/7 * 7/4))))
[190308] ['1/7', '3/7', '9/8', '7/4', '7'] -> (7 / (7/4 - (9/8 + (1/7 / 3/7))))
[190309] ['1/7', '1/7', '2/7', '1', '5/3'] -> ((1/7 + 1) / (2/7 - (1/7 * 5/3)))
[190310] ['5/7', '7/9', '5/4', '7/5', '2'] -> ((2 / (5/7 * 7/9)) / (7/5 - 5/4))
[190311] ['3/5', '3/5', '2/3', '6/5', '3'] -> (((3/5 + 6/5) / (2/3 - 3/5)) - 3)
[190312] ['3/5', '7/9', '7/5', '5/3', '6'] -> ((3/5 + (7/5 / 7/9)) * (5/3 * 6))
[190313] ['5/7', '9/8', '7/5', '8/5', '8'] -> ((8 * (8/5 + (9/8 / 5/7))) - 7/5)
[190314] ['1/7', '3/7', '9/8', '9/5', '7'] -> (7 / ((9/8 / 9/5) - (1/7 / 3/7)))
[190315] ['3/5', '5/8', '3/4', '8/9', '8'] -> (8 / (8/9 * (3/4 - (3/5 * 5/8))))
[190316] ['5/7', '7/9', '5/4', '3/2', '2'] -> (((2 / (7/9 - 5/7)) - 3/2) / 5/4)
[190317] ['3/5', '7/9', '7/5', '7/4', '6'] -> (6 / ((7/4 / 7/9) - (3/5 + 7/5)))
[190318] ['1/9', '1/2', '5/7', '5/2', '9'] -> (((5/2 / (5/7 - 1/2)) - 9) / 1/9)
[190319] ['3/7', '5/7', '4/5', '1', '7/4'] -> ((5/7 / ((4/5 / 7/4) - 3/7)) - 1)
[190320] ['3/5', '3/5', '2/3', '5/4', '3'] -> (3/5 / ((5/4 / (2/3 * 3)) - 3/5))
[190321] ['5/7', '9/8', '7/5', '5/3', '8'] -> ((9/8 * 8) * (5/3 + (5/7 * 7/5)))
[190322] ['1/7', '1/7', '2/7', '1', '7/3'] -> ((1/7 + 1) / ((1/7 * 7/3) - 2/7))
[190324] ['1/3', '3/5', '9/4', '5/2', '6'] -> (6 / (1/3 * (9/4 - (3/5 * 5/2))))
[190323] ['5/7', '7/9', '5/4', '8/5', '2'] -> (2 / (7/9 * (5/4 - (5/7 * 8/5))))
[190325] ['3/5', '5/8', '3/4', '8/7', '8'] -> ((8 / 8/7) / ((5/8 / 3/5) - 3/4))
[190326] ['3/5', '7/9', '7/5', '9/4', '6'] -> (6 / ((3/5 + 7/5) - (7/9 * 9/4)))
[190327] ['5/7', '9/8', '7/5', '7/4', '8'] -> ((5/7 * 7/5) + (8 * (9/8 + 7/4)))
[190328] ['7/9', '3/2', '7/4', '8/3', '5'] -> (5 / (3/2 * (8/3 - (7/9 + 7/4))))
[190329] ['1/7', '1/7', '2/7', '1', '5/2'] -> (((1 + 5/2) / 1/7) - (1/7 / 2/7))
[190330] ['1/7', '3/7', '9/8', '7/2', '7'] -> (7 / ((7/2 / 3/7) - (9/8 / 1/7)))
[190331] ['3/5', '3/5', '2/3', '7/5', '3'] -> ((7/5 + (3/5 / 3)) / (2/3 - 3/5))
[190332] ['3/5', '7/9', '7/5', '7/3', '6'] -> ((6 + (3/5 + 7/5)) / (7/9 / 7/3))
[190333] ['1/5', '2/7', '2/7', '1', '9/7'] -> ((((2/7 + 9/7) / 1/5) - 1) / 2/7)
[190334] ['3/5', '5/8', '3/4', '7/6', '8'] -> (8 * ((5/8 / (3/4 - 3/5)) - 7/6))
[190335] ['3/4', '7/6', '4/3', '7/5', '9'] -> (9 / (3/4 * (4/3 - (7/6 / 7/5))))
[190336] ['3/7', '5/9', '6/5', '7/4', '6'] -> (6 / (5/9 * (6/5 - (3/7 * 7/4))))
[190337] ['1/7', '1/7', '2/7', '1', '9/2'] -> (((9/2 - 1) / 1/7) - (1/7 / 2/7))
[190338] ['5/7', '9/8', '7/5', '9/4', '8'] -> (8 * ((5/7 * 7/5) + (9/4 / 9/8)))
[190339] ['3/5', '3/5', '2/3', '8/5', '3'] -> ((8/5 * 3) / (3/5 - (3/5 * 2/3)))
[190340] ['7/9', '3/2', '9/5', '9/4', '5'] -> ((3/2 + 9/4) * (5 + (7/9 * 9/5)))
