[124111] ['1/8', '1/3', '4/5', '3/2', '7'] -> (((3/2 / (1/8 * 4/5)) - 7) / 1/3)
[128657] ['4/9', '7/5', '9/5', '9/5', '3'] -> ((9/5 + 9/5) / ((7/5 / 4/9) - 3))
[128658] ['3/8', '4/5', '9/8', '8/5', '2'] -> (8/5 / ((4/5 / 2) - (3/8 / 9/8)))
[128659] ['1/3', '1/3', '3/8', '6/5', '7'] -> ((1/3 * 7) / (3/8 - (1/3 / 6/5)))
[128660] ['3/8', '2/3', '1', '5/3', '7/3'] -> ((1 / 3/8) / (5/3 - (2/3 * 7/3)))
[128661] ['2/9', '8/7', '7/3', '7/2', '8'] -> (8 + (8/7 * (7/2 + (7/3 / 2/9))))
[128662] ['1/7', '1/2', '8/9', '7/4', '3'] -> (3 / ((1/2 / 7/4) - (1/7 / 8/9)))
[128663] ['3/8', '4/5', '9/8', '5/3', '2'] -> ((2 / 5/3) / ((3/8 + 4/5) - 9/8))
[128664] ['5/8', '5/4', '9/7', '8/3', '4'] -> ((9/7 * 4) * (8/3 + (5/4 / 5/8)))
[128665] ['1/7', '1/7', '4/7', '8/5', '6'] -> (1/7 / ((4/7 / 6) - (1/7 / 8/5)))
[128666] ['2/9', '2/5', '8/7', '5/3', '7'] -> ((8/7 * 5/3) * (7 / (2/9 / 2/5)))
[128667] ['1/4', '5/7', '7/8', '7/8', '4'] -> ((7/8 + (5/7 * 7/8)) / (1/4 / 4))
[128668] ['5/7', '8/9', '9/5', '3', '9/2'] -> ((8/9 * 9/2) * (9/5 + (3 / 5/7)))
[128669] ['1/7', '1/2', '8/9', '9/4', '3'] -> ((3 / (1/7 * 9/4)) / (8/9 - 1/2))
[128670] ['5/8', '5/8', '7/8', '4/3', '5'] -> ((5 / (5/8 * 4/3)) / (7/8 - 5/8))
[128671] ['3/8', '4/5', '9/8', '2', '9/4'] -> (9/4 / ((9/8 / 2) - (3/8 / 4/5)))
[128672] ['1/3', '1/3', '3/8', '9/5', '7'] -> (7 / ((3/8 / (1/3 * 9/5)) - 1/3))
[128673] ['2/9', '8/7', '5/2', '8/3', '8'] -> ((8/7 * (5/2 + 8)) + (8/3 / 2/9))
[128674] ['3/8', '4/5', '9/8', '2', '7/3'] -> (2 / ((9/8 / 3/8) - (7/3 / 4/5)))
[128675] ['1/3', '1/3', '3/8', '5/2', '7'] -> (7 / ((3/8 / 1/3) - (1/3 * 5/2)))
[128676] ['4/7', '7/9', '9/8', '8/3', '9'] -> ((8/3 + (9 / 9/8)) / (4/7 * 7/9))
[128677] ['4/9', '7/5', '9/5', '3', '9/2'] -> (9/2 * ((3 * (4/9 + 9/5)) - 7/5))
[128678] ['1/8', '3/7', '5/9', '9/7', '7'] -> (3/7 / ((1/8 / 9/7) - (5/9 / 7)))
[128679] ['5/8', '5/4', '4/3', '3/2', '4'] -> (4 * ((5/8 / (4/3 - 5/4)) - 3/2))
[128680] ['2/9', '8/7', '8/3', '8/3', '8'] -> (((8/3 / 8/7) + (8 / 8/3)) / 2/9)
[128681] ['2/9', '1/3', '7/5', '5/2', '9'] -> (((1/3 + 7/5) + (9 / 5/2)) / 2/9)
[128682] ['3/8', '2/3', '1', '7/4', '8/3'] -> (3/8 / (1 - (7/4 / (2/3 * 8/3))))
[128683] ['4/7', '7/9', '9/8', '9/2', '9'] -> ((7/9 * 9) * ((9/2 / 9/8) - 4/7))
[128684] ['1/7', '1/7', '3/5', '5/8', '6'] -> ((6 / 5/8) / ((1/7 / 1/7) - 3/5))
[128685] ['5/7', '8/9', '9/4', '8/3', '3'] -> ((8/3 / (9/4 - (5/7 * 3))) - 8/9)
[128686] ['1/3', '1/3', '3/8', '9/2', '7'] -> (((1/3 * 7) - 1/3) / (3/8 / 9/2))
[128687] ['5/8', '5/8', '7/8', '9/4', '5'] -> (((5 * (7/8 + 9/4)) - 5/8) / 5/8)
[128688] ['1/7', '2/5', '3/2', '7/4', '4'] -> ((3/2 / (1/7 * 2/5)) + (7/4 - 4))
[128689] ['2/9', '1/3', '7/5', '7/2', '9'] -> ((1/3 / 2/9) + (9 / (7/5 / 7/2)))
[128690] ['1/7', '1/2', '9/8', '5/4', '3'] -> ((3 / (1/7 / 5/4)) - (9/8 / 1/2))
[128691] ['1/4', '5/7', '7/8', '8/5', '4'] -> ((4 / (7/8 * (1/4 * 5/7))) - 8/5)
[128692] ['5/8', '5/8', '7/8', '8/3', '5'] -> (5 / (8/3 * (5/8 - (5/8 * 7/8))))
[128693] ['5/8', '5/4', '7/5', '8/5', '4'] -> ((7/5 + 8/5) * (4 / (5/8 / 5/4)))
[128694] ['4/7', '7/9', '8/7', '7/6', '9'] -> (9 * ((7/9 / 7/6) + (8/7 / 4/7)))
[128695] ['3/8', '2/3', '1', '9/5', '5/2'] -> ((1 + 9/5) * (5/2 / (2/3 - 3/8)))
[128696] ['3/8', '4/5', '8/7', '6/5', '2'] -> (6/5 / ((3/8 * 2) - (4/5 / 8/7)))
[128697] ['1/7', '1/2', '9/8', '7/5', '3'] -> ((3 / (1/7 * 7/5)) / (9/8 - 1/2))
[128698] ['1/7', '1/7', '3/5', '3/4', '6'] -> (6 / ((3/4 / 3/5) - (1/7 / 1/7)))
[128699] ['5/8', '5/8', '8/9', '8/9', '5'] -> (5 / (5/8 * (8/9 - (5/8 * 8/9))))
[128700] ['3/8', '2/3', '1', '9/5', '7/2'] -> ((7/2 + (1 / 2/3)) / (3/8 / 9/5))
[128701] ['5/8', '5/4', '7/5', '9/5', '4'] -> ((7/5 + 9/5) * (4 * (5/8 + 5/4)))
[128702] ['1/7', '1/2', '9/8', '8/5', '3'] -> (((3 / (1/7 * 8/5)) - 9/8) / 1/2)
[128703] ['2/9', '7/6', '7/6', '9/7', '8'] -> ((8 - (7/6 + (7/6 * 9/7))) / 2/9)
[128704] ['1/8', '3/7', '5/9', '7/4', '7'] -> (7 / ((7/4 * (3/7 * 5/9)) - 1/8))
[128705] ['5/8', '5/4', '7/5', '9/4', '4'] -> ((9/4 * 4) / (5/4 - (5/8 * 7/5)))
[128706] ['5/8', '5/8', '8/9', '9/8', '5'] -> (5 / (5/8 * (8/9 - (5/8 / 9/8))))
[128707] ['4/7', '7/9', '8/7', '4/3', '9'] -> (9 * (4/3 + (7/9 * (4/7 + 8/7))))
[128708] ['1/4', '5/7', '7/8', '7/3', '4'] -> (4 / ((7/8 / (1/4 / 5/7)) - 7/3))
[128709] ['2/9', '7/6', '7/6', '4/3', '8'] -> ((7/6 * 8) / (4/3 + (2/9 - 7/6)))
[128710] ['1/7', '1/7', '3/5', '5/6', '6'] -> (((3/5 * 6) - (1/7 / 5/6)) / 1/7)
[128711] ['2/9', '1/3', '8/5', '7/4', '9'] -> (9 + ((1/3 + 7/4) / (2/9 / 8/5)))
[128712] ['1/4', '5/7', '7/8', '5/2', '4'] -> ((5/2 / ((1/4 + 5/7) - 7/8)) - 4)
[128713] ['1/7', '2/5', '3/2', '4', '9/2'] -> ((2/5 * 4) * (9/2 + (3/2 / 1/7)))
[128714] ['1/3', '1/3', '2/5', '7/9', '7'] -> ((1/3 + ((1/3 + 7) / 2/5)) / 7/9)
[128715] ['5/8', '5/4', '7/5', '5/2', '4'] -> (4 * ((5/2 * (5/4 + 7/5)) - 5/8))
[128716] ['4/7', '7/9', '8/7', '3/2', '9'] -> (4/7 + ((7/9 + 3/2) * (8/7 * 9)))
[128717] ['5/7', '8/9', '7/3', '3', '9/2'] -> ((5/7 + 7/3) * (9/2 + (3 / 8/9)))
[128718] ['1/4', '5/7', '7/8', '4', '9/2'] -> ((9/2 / 7/8) + ((5/7 + 4) / 1/4))
[128719] ['1/8', '3/7', '5/9', '8/3', '7'] -> ((8/3 / (1/8 * 7)) / (5/9 - 3/7))
[128720] ['3/8', '4/5', '8/7', '8/5', '2'] -> (2 / (3/8 - (4/5 / (8/7 + 8/5))))
[128721] ['5/8', '5/4', '7/5', '7/2', '4'] -> ((5/4 + (7/2 / 7/5)) / (5/8 / 4))
[128722] ['2/9', '2/5', '7/6', '8/5', '7'] -> ((8/5 / (2/9 * 2/5)) + (7 / 7/6))
[128723] ['1/3', '1/3', '2/5', '7/8', '7'] -> (7 / ((1/3 / 2/5) + (1/3 - 7/8)))
[128724] ['2/9', '1/3', '5/3', '7/4', '9'] -> (2/9 / (1/3 - ((5/3 * 7/4) / 9)))
[128725] ['4/9', '7/5', '7/3', '5/2', '3'] -> (3 + ((7/5 + 7/3) / (4/9 / 5/2)))
[128726] ['1/7', '1/2', '8/7', '5/4', '3'] -> (3 / (1/2 * (5/4 + (1/7 - 8/7))))
[128727] ['1/4', '5/7', '8/9', '9/8', '4'] -> ((4 / (9/8 - (1/4 + 5/7))) - 8/9)
[128728] ['2/9', '7/6', '7/6', '9/5', '8'] -> (8 / (((7/6 / 7/6) / 9/5) - 2/9))
[128729] ['5/7', '8/9', '5/2', '8/3', '3'] -> (8/3 / ((5/2 / (5/7 / 8/9)) - 3))
[128730] ['5/8', '5/4', '7/5', '4', '9/2'] -> (9/2 / (5/8 - ((5/4 * 7/5) / 4)))
[128731] ['2/9', '2/5', '7/6', '5/3', '7'] -> (((7 / 7/6) - (2/5 * 5/3)) / 2/9)
[128732] ['1/7', '1/2', '8/7', '9/7', '3'] -> (8/7 * (3 + (9/7 / (1/7 * 1/2))))
[128733] ['4/9', '7/5', '7/3', '8/3', '3'] -> (8/3 / ((7/3 / (7/5 * 3)) - 4/9))
[128734] ['4/7', '7/9', '8/7', '7/4', '9'] -> (7/4 + ((8/7 + (9 / 7/9)) / 4/7))
[128735] ['1/4', '5/7', '8/9', '8/7', '4'] -> (((5/7 + 4) + (8/7 / 8/9)) / 1/4)
[128736] ['2/9', '7/6', '7/6', '9/4', '8'] -> (9/4 * ((8 * (7/6 * 7/6)) - 2/9))
[128737] ['2/9', '2/5', '7/6', '7/4', '7'] -> ((7 - (7/6 / (2/5 * 7/4))) / 2/9)
[128738] ['1/4', '5/7', '8/9', '6/5', '4'] -> ((4 / (8/9 * (1/4 * 5/7))) - 6/5)
[128739] ['3/8', '5/7', '5/7', '5/6', '1'] -> (5/7 / (1 - (3/8 + (5/7 * 5/6))))
[128740] ['2/9', '1/3', '7/4', '9/5', '9'] -> (2/9 / ((7/4 / 9) - (1/3 / 9/5)))
[128741] ['1/8', '3/7', '4/7', '5/7', '7'] -> (7 * ((4/7 / 1/8) - (3/7 + 5/7)))
[128742] ['5/8', '5/8', '8/9', '3/2', '5'] -> (5 / ((3/2 * (5/8 * 8/9)) - 5/8))
[128743] ['2/9', '7/6', '7/6', '5/2', '8'] -> (8 / (2/9 * (5/2 - (7/6 / 7/6))))
[128744] ['1/3', '1/3', '2/5', '7/6', '7'] -> (((7 / (7/6 - 1/3)) - 2/5) / 1/3)
[128745] ['4/7', '7/9', '8/7', '5/2', '9'] -> ((7/9 * 9) * (4/7 + (8/7 * 5/2)))
[128746] ['5/8', '5/8', '8/9', '8/5', '5'] -> (5 / (8/9 * (5/8 - (5/8 / 8/5))))
[128747] ['5/7', '8/9', '8/3', '8/3', '3'] -> (8/3 / ((5/7 * (8/9 + 3)) - 8/3))
[128748] ['3/8', '5/7', '5/7', '7/8', '1'] -> (5/7 / ((5/7 / 3/8) - (7/8 + 1)))
[128749] ['2/9', '2/5', '7/6', '7/3', '7'] -> (((7/3 / 2/9) + (7 / 2/5)) / 7/6)
[128750] ['1/4', '5/7', '8/9', '9/7', '4'] -> (((8/9 * 9/7) + (4 / 1/4)) / 5/7)
[128751] ['5/8', '5/4', '8/5', '7/3', '4'] -> ((4 / 5/8) / ((7/3 / 5/4) - 8/5))
[128752] ['2/9', '1/3', '7/4', '8/3', '9'] -> ((1/3 * 9) + (8/3 / (2/9 / 7/4)))
[128753] ['1/7', '2/5', '5/3', '7/3', '4'] -> ((7/3 + (5/3 / 1/7)) + (4 / 2/5))
[128754] ['1/7', '1/7', '3/5', '9/7', '6'] -> ((3/5 * (1/7 + (6 / 1/7))) - 9/7)
[128755] ['4/7', '7/9', '8/7', '9/2', '9'] -> (((4/7 * 9/2) * (7/9 + 9)) - 8/7)
[128756] ['1/3', '1/3', '2/5', '9/7', '7'] -> (9/7 * (1/3 + ((1/3 + 7) / 2/5)))
[128757] ['5/8', '5/8', '8/9', '9/5', '5'] -> (5 / ((5/8 * 8/9) - (5/8 / 9/5)))
[128758] ['1/8', '3/7', '4/7', '8/9', '7'] -> ((7 + (4/7 / 1/8)) / (3/7 / 8/9))
[128759] ['5/8', '5/4', '8/5', '4', '9/2'] -> ((5/8 * 8/5) + (4 * (5/4 + 9/2)))
[128760] ['2/9', '2/5', '7/6', '8/3', '7'] -> ((8/3 / (2/9 * 2/5)) - (7 / 7/6))
[128761] ['1/3', '1/3', '2/5', '3/2', '7'] -> (((7 / 2/5) - 3/2) / (1/3 + 1/3))
[128762] ['3/8', '5/7', '5/7', '1', '8/7'] -> (8/7 / (((1 - 5/7) / 3/8) - 5/7))
[128763] ['5/8', '5/4', '5/3', '9/5', '4'] -> ((5/3 * 9/5) * (4 / (5/8 / 5/4)))
[128764] ['1/7', '2/5', '5/3', '4', '9/2'] -> (4 / ((5/3 / (1/7 / 2/5)) - 9/2))
[128765] ['1/8', '3/7', '4/7', '8/7', '7'] -> ((7 - ((4/7 + 8/7) / 3/7)) / 1/8)
[128766] ['3/8', '4/5', '7/6', '7/6', '2'] -> (2 / ((3/8 + 7/6) - (7/6 / 4/5)))
[128767] ['1/3', '1/3', '2/5', '5/3', '7'] -> (((1/3 + 7) + (2/5 * 5/3)) / 1/3)
[128768] ['4/7', '7/9', '7/6', '5/4', '9'] -> (5/4 + (9 * (7/6 + (7/9 / 4/7))))
[128769] ['5/7', '8/9', '3', '7/2', '9/2'] -> (9/2 / (3 - (7/2 * (5/7 / 8/9))))
[128770] ['2/9', '1/3', '9/5', '9/4', '9'] -> (1/3 / (2/9 - (9/4 / (9/5 + 9))))
[128771] ['2/9', '2/5', '6/5', '6/5', '7'] -> (((6/5 - 2/5) / (2/9 / 7)) - 6/5)
[128772] ['2/9', '7/6', '6/5', '3/2', '8'] -> (6/5 * (8 + ((7/6 + 3/2) / 2/9)))
[128773] ['1/7', '2/5', '7/4', '7/4', '4'] -> ((7/4 + (7/4 / 1/7)) + (4 / 2/5))
[128774] ['3/8', '5/7', '5/7', '1', '6/5'] -> (5/7 / (1 - (3/8 + (5/7 / 6/5))))
[128775] ['1/7', '1/7', '3/5', '3/2', '6'] -> ((3/2 + 6) / (1/7 / (3/5 - 1/7)))
[128776] ['5/8', '5/8', '8/9', '8/3', '5'] -> ((5 / 8/3) / ((5/8 / 8/9) - 5/8))
[128777] ['4/7', '7/9', '7/6', '9/7', '9'] -> ((4/7 * 9) / ((7/6 / 7/9) - 9/7))
[128778] ['3/8', '4/5', '7/6', '5/4', '2'] -> (2 / ((5/4 * (7/6 - 4/5)) - 3/8))
[128779] ['4/9', '7/5', '8/3', '8/3', '3'] -> (8/3 / ((7/5 * (8/3 - 4/9)) - 3))
[128780] ['1/7', '1/7', '3/5', '5/3', '6'] -> (((6 - 1/7) / (1/7 * 5/3)) - 3/5)
[128781] ['1/7', '2/5', '7/4', '9/4', '4'] -> ((4 / 2/5) - (7/4 - (9/4 / 1/7)))
[128782] ['5/8', '5/8', '8/9', '7/2', '5'] -> (((7/2 * 5) - 5/8) / (5/8 / 8/9))
[128783] ['3/8', '5/7', '5/7', '1', '9/7'] -> (9/7 / ((5/7 - 1) - (3/8 - 5/7)))
[128784] ['1/3', '1/3', '2/5', '7/2', '7'] -> ((1/3 - (1/3 / 2/5)) + (7/2 * 7))
[128785] ['1/4', '5/7', '8/9', '7/4', '4'] -> ((5/7 + (7/4 / 1/4)) * (4 - 8/9))
[128786] ['2/9', '2/5', '6/5', '8/5', '7'] -> ((7 - ((2/5 + 8/5) / 6/5)) / 2/9)
[128787] ['5/8', '5/8', '8/9', '9/2', '5'] -> ((8/9 * 9/2) * (5 + (5/8 / 5/8)))
[128788] ['2/9', '7/6', '6/5', '7/2', '8'] -> (7/2 * ((2/9 / 7/6) + (8 / 6/5)))
[128789] ['1/3', '1/3', '2/5', '9/2', '7'] -> (9/2 * (7 - ((1/3 + 1/3) / 2/5)))
[128790] ['1/4', '5/7', '8/9', '9/5', '4'] -> ((8/9 * 9/5) + (4 / (1/4 * 5/7)))
[128791] ['1/7', '1/7', '3/5', '9/4', '6'] -> ((6 / (1/7 + (1/7 * 3/5))) - 9/4)
[128792] ['1/7', '2/5', '7/4', '8/3', '4'] -> ((4 / (2/5 - (1/7 * 7/4))) - 8/3)
[128793] ['1/7', '1/2', '6/5', '3/2', '3'] -> (6/5 * ((1/2 - 3/2) + (3 / 1/7)))
[128794] ['2/9', '2/5', '6/5', '7/4', '7'] -> (2/5 / ((2/9 * 6/5) - (7/4 / 7)))
[128795] ['3/8', '4/5', '7/6', '8/5', '2'] -> (4/5 / ((2 * (3/8 * 8/5)) - 7/6))
[128796] ['1/7', '1/7', '3/5', '8/3', '6'] -> (8/3 * ((6 / 3/5) - (1/7 / 1/7)))
[128797] ['1/3', '1/3', '3/7', '5/9', '7'] -> ((7 * (1/3 + 3/7)) / (5/9 - 1/3))
[128798] ['1/7', '2/5', '7/4', '7/2', '4'] -> ((7/2 / (1/7 * 7/4)) + (4 / 2/5))
[128799] ['3/8', '5/7', '5/7', '1', '8/5'] -> ((5/7 + 1) / ((5/7 / 8/5) - 3/8))
[128800] ['1/8', '3/7', '3/5', '5/8', '7'] -> (7 * (3/7 + (5/8 / (1/8 / 3/5))))
[128801] ['5/8', '5/4', '9/5', '4', '9/2'] -> ((5/4 + (9/2 / 9/5)) / (5/8 / 4))
[128802] ['1/3', '1/3', '3/7', '5/8', '7'] -> ((3/7 * 7) / (1/3 - (1/3 * 5/8)))
[128803] ['2/9', '7/6', '5/4', '7/5', '8'] -> ((8 / (2/9 / 7/6)) / (5/4 * 7/5))
[128804] ['5/8', '5/8', '9/8', '5/4', '5'] -> ((5/4 + (5/8 + 9/8)) / (5/8 / 5))
[128805] ['1/8', '3/7', '3/5', '2/3', '7'] -> ((3/7 / 3/5) / (1/8 - (2/3 / 7)))
[128806] ['2/9', '3/8', '3/8', '1/2', '9'] -> (3/8 + (9 * (3/8 + (1/2 / 2/9))))
[128807] ['1/7', '1/7', '5/8', '5/7', '6'] -> ((6 / (1/7 + 1/7)) / (5/8 / 5/7))
[128808] ['5/8', '5/4', '9/4', '4', '9/2'] -> ((5/4 + 9/4) + (4 * (5/8 + 9/2)))
[128809] ['1/4', '5/7', '8/9', '7/2', '4'] -> ((4 / ((1/4 * 7/2) - 5/7)) - 8/9)
[128810] ['4/9', '3/2', '3/2', '5/3', '3'] -> ((5/3 + (3 * (3/2 + 3/2))) / 4/9)
[128811] ['2/9', '7/6', '5/4', '8/5', '8'] -> ((8/5 - (7/6 / 5/4)) / (2/9 / 8))
[128812] ['1/7', '2/5', '9/5', '8/3', '4'] -> (8/3 * ((2/5 - 4) + (9/5 / 1/7)))
[128813] ['2/9', '2/5', '5/4', '9/7', '7'] -> ((7 / (2/9 * 9/7)) - (2/5 * 5/4))
[128814] ['1/3', '1/3', '3/7', '5/6', '7'] -> ((1/3 + 5/6) * ((7 / 1/3) - 3/7))
[128815] ['1/7', '1/2', '6/5', '8/3', '3'] -> ((3 / (1/2 - (1/7 * 8/3))) - 6/5)
[128816] ['1/7', '1/7', '5/8', '6/7', '6'] -> (6 / ((5/8 * 6/7) - (1/7 + 1/7)))
[128817] ['4/9', '3/2', '3/2', '7/4', '3'] -> (3 / ((3/2 / 4/9) - (3/2 + 7/4)))
[128818] ['2/9', '2/5', '5/4', '7/5', '7'] -> ((5/4 + 7) + (7/5 / (2/9 * 2/5)))
[128819] ['5/8', '5/8', '9/8', '8/5', '5'] -> ((9/8 * 5) / (5/8 - (5/8 / 8/5)))
[128820] ['2/9', '7/6', '5/4', '5/3', '8'] -> ((((7/6 + 8) / 2/9) - 5/4) / 5/3)
[128821] ['5/8', '5/4', '7/3', '7/2', '4'] -> (4 / ((7/3 / 7/2) - (5/8 / 5/4)))
[128822] ['1/7', '1/7', '5/8', '8/9', '6'] -> (6 / ((1/7 * 5/8) + (1/7 / 8/9)))
[128823] ['2/9', '2/5', '5/4', '8/5', '7'] -> ((2/5 - 8/5) + (7 / (2/9 * 5/4)))
[128824] ['5/8', '5/8', '9/8', '7/4', '5'] -> ((5/8 + (5 * (9/8 + 7/4))) / 5/8)
[128825] ['1/7', '1/7', '5/8', '9/8', '6'] -> (6 / ((1/7 * 5/8) + (1/7 * 9/8)))
[128826] ['3/8', '4/5', '6/5', '5/4', '2'] -> (6/5 / ((4/5 * (2 - 3/8)) - 5/4))
[128827] ['1/8', '3/7', '3/5', '8/9', '7'] -> (7 / (3/7 * (8/9 - (1/8 / 3/5))))
[128828] ['3/8', '5/7', '5/7', '1', '9/2'] -> ((1 + (5/7 / 5/7)) / (3/8 / 9/2))
[128829] ['5/8', '5/8', '9/8', '9/5', '5'] -> (5 / ((5/8 / 9/8) - (5/8 / 9/5)))
[128830] ['2/9', '2/5', '5/4', '7/4', '7'] -> ((7 / 2/9) - ((5/4 + 7/4) / 2/5))
[128831] ['4/9', '3/2', '3/2', '5/2', '3'] -> ((3/2 + 5/2) / (3/2 - (4/9 * 3)))
[128832] ['3/8', '4/5', '6/5', '9/7', '2'] -> (9/7 / ((6/5 / (4/5 + 2)) - 3/8))
[128833] ['1/7', '2/5', '9/4', '8/3', '4'] -> ((4 / (8/3 * (1/7 * 2/5))) - 9/4)
[128834] ['1/4', '5/7', '9/8', '6/5', '4'] -> (((9/8 * 4) / (1/4 * 5/7)) - 6/5)
[128835] ['1/7', '1/7', '5/8', '5/4', '6'] -> ((((5/8 * 6) - 1/7) / 1/7) - 5/4)
[128836] ['3/8', '5/7', '3/4', '7/9', '1'] -> (1 / ((7/9 * (5/7 * 3/4)) - 3/8))
[128837] ['1/8', '3/7', '3/5', '7/6', '7'] -> (7 / ((3/7 * 7/6) - (1/8 / 3/5)))
[128838] ['2/9', '2/5', '5/4', '9/5', '7'] -> ((9/5 + 7) / (2/9 * (2/5 + 5/4)))
[128839] ['1/3', '1/3', '3/7', '8/5', '7'] -> ((3/7 * 7) / (1/3 - (1/3 / 8/5)))
[128840] ['5/8', '9/7', '9/7', '4/3', '4'] -> (4 / ((9/7 / 9/7) - (5/8 * 4/3)))
[128841] ['1/7', '1/7', '5/8', '9/7', '6'] -> ((9/7 + (1/7 * 6)) / (1/7 * 5/8))
[128842] ['5/8', '5/8', '9/8', '8/3', '5'] -> ((5 / 8/3) / ((5/8 * 9/8) - 5/8))
[128843] ['4/9', '3/2', '3/2', '3', '7/2'] -> ((3/2 / ((4/9 * 7/2) - 3/2)) - 3)
[128844] ['5/8', '5/8', '9/8', '9/2', '5'] -> ((5 + (5/8 / 5/8)) / (9/8 / 9/2))
[128845] ['1/3', '1/3', '3/7', '5/3', '7'] -> (((3/7 * 7) + (5/3 / 1/3)) / 1/3)
[128846] ['1/7', '1/2', '5/4', '9/5', '3'] -> (((9/5 / 1/7) - 3) / (1/2 / 5/4))
[128847] ['1/7', '2/5', '7/3', '7/3', '4'] -> ((4 / 2/5) - (7/3 - (7/3 / 1/7)))
[128848] ['1/4', '5/7', '9/8', '4/3', '4'] -> (4 / (4/3 - (9/8 / (1/4 + 5/7))))
[128849] ['3/8', '4/5', '6/5', '7/4', '2'] -> (6/5 / ((3/8 * 4/5) + (7/4 - 2)))
[128850] ['3/8', '5/7', '3/4', '5/6', '1'] -> (1 / ((5/6 / 5/7) - (3/8 + 3/4)))
[128851] ['2/9', '2/5', '5/4', '7/3', '7'] -> ((7 - (2/5 + 7/3)) / (2/9 / 5/4))
[128852] ['1/8', '3/7', '3/5', '9/7', '7'] -> (((3/5 * (7 - 9/7)) - 3/7) / 1/8)
[128853] ['1/7', '2/5', '7/3', '5/2', '4'] -> (4 / (5/2 * (2/5 - (1/7 * 7/3))))
[128854] ['4/9', '3/2', '8/5', '8/5', '3'] -> (8/5 / ((3/2 * (4/9 + 8/5)) - 3))
[128855] ['3/8', '4/5', '6/5', '2', '7/3'] -> ((6/5 / 3/8) / (2 - (4/5 * 7/3)))
[128856] ['1/7', '1/2', '5/4', '7/3', '3'] -> (3 / (((1/2 * 5/4) / 7/3) - 1/7))
[128857] ['5/8', '5/8', '8/7', '7/6', '5'] -> (5 / ((7/6 * (5/8 * 8/7)) - 5/8))
[128858] ['1/7', '2/5', '7/3', '8/3', '4'] -> (4 + (8/3 / (7/3 * (1/7 * 2/5))))
[128859] ['5/8', '9/7', '9/7', '5/3', '4'] -> (9/7 / ((5/8 / 5/3) - (9/7 / 4)))
[128860] ['1/8', '3/7', '3/5', '4/3', '7'] -> (3/7 / ((1/8 / 3/5) - (4/3 / 7)))
[128861] ['4/9', '3/2', '8/5', '5/3', '3'] -> (5/3 / ((4/9 + 3/2) - (3 / 8/5)))
[128862] ['2/9', '3/8', '3/8', '7/8', '9'] -> (9 + ((3/8 + 7/8) / (2/9 * 3/8)))
[128863] ['2/9', '2/5', '5/4', '5/2', '7'] -> ((7 / 2/9) - (5/4 + (5/2 / 2/5)))
[128864] ['2/9', '7/6', '9/7', '8/5', '8'] -> ((7/6 * 9/7) + (8 / (2/9 * 8/5)))
[128865] ['2/9', '2/5', '5/4', '8/3', '7'] -> ((7 / (2/9 + 2/5)) / (5/4 / 8/3))
[128866] ['1/7', '1/7', '5/8', '9/4', '6'] -> (((5/8 * 6) - (1/7 * 9/4)) / 1/7)
[128867] ['2/9', '7/6', '9/7', '5/3', '8'] -> (8 / (((2/9 + 5/3) / 7/6) - 9/7))
[128868] ['5/8', '9/7', '9/7', '9/4', '4'] -> ((9/4 * 4) / ((9/7 / 9/7) - 5/8))
[128869] ['1/4', '5/7', '9/8', '9/5', '4'] -> ((9/5 / 9/8) + (4 / (1/4 * 5/7)))
[128870] ['1/7', '2/5', '5/2', '5/2', '4'] -> ((2/5 * 4) * ((5/2 / 1/7) - 5/2))
[128871] ['1/3', '1/3', '4/9', '4/7', '7'] -> (7 * ((4/9 / (1/3 * 1/3)) - 4/7))
[128872] ['2/9', '2/5', '5/4', '9/2', '7'] -> (((7 - 2/9) / (5/4 / 9/2)) - 2/5)
[128873] ['2/9', '7/6', '9/7', '7/4', '8'] -> (8 * ((7/6 / 2/9) - (9/7 * 7/4)))
[128874] ['1/7', '1/7', '2/3', '4/5', '6'] -> (2/3 + (6 / (1/7 + (1/7 * 4/5))))
[128875] ['4/9', '3/2', '8/5', '7/3', '3'] -> (7/3 / (((3 - 4/9) / 8/5) - 3/2))
[128876] ['1/7', '1/2', '9/7', '7/4', '3'] -> ((9/7 + 3) / (1/7 * (7/4 - 1/2)))
[128877] ['2/9', '3/8', '3/8', '7/6', '9'] -> (9 + ((3/8 + (7/6 / 2/9)) / 3/8))
[128878] ['1/7', '1/7', '2/3', '8/7', '6'] -> (8/7 / ((1/7 * 6) - (1/7 + 2/3)))
[128879] ['4/9', '3/2', '8/5', '5/2', '3'] -> ((8/5 * 5/2) / (3/2 - (4/9 * 3)))
[128880] ['1/3', '1/3', '4/9', '4/5', '7'] -> (((7 / 4/5) - (1/3 / 4/9)) / 1/3)
[128881] ['3/8', '4/5', '5/4', '8/5', '2'] -> (2 / ((4/5 / (3/8 * 8/5)) - 5/4))
[128882] ['5/7', '9/8', '8/7', '9/7', '3'] -> (9/7 / (8/7 - (5/7 + (9/8 / 3))))
[128883] ['5/8', '9/7', '9/7', '7/2', '4'] -> (((9/7 / 9/7) + (7/2 * 4)) / 5/8)
[128884] ['4/7', '7/9', '6/5', '7/2', '9'] -> (((7/2 / 6/5) + (9 / 4/7)) / 7/9)
