[44326] ['1/3', '3/7', '3/2', '7/4', '8'] -> (8 * (3/7 + (3/2 / (1/3 * 7/4))))
[48376] ['1/7', '1/7', '1/6', '7/3', '5'] -> ((1/7 + 5) / (1/7 + (1/6 / 7/3)))
[48377] ['1/9', '4/9', '9/7', '8/5', '3'] -> ((9/7 + 3) * (8/5 + (4/9 / 1/9)))
[48378] ['1/4', '3/8', '5/8', '7/6', '5'] -> ((5 / 5/8) / ((3/8 / 1/4) - 7/6))
[48379] ['1/9', '1/6', '6/7', '7/5', '5'] -> (7/5 * ((5 / (1/9 + 1/6)) - 6/7))
[48380] ['3/8', '5/6', '7/8', '7/8', '4'] -> (4 / ((5/6 * (3/8 + 7/8)) - 7/8))
[48381] ['1/7', '4/3', '8/5', '5/2', '9'] -> ((9 / (1/7 * 5/2)) - (8/5 / 4/3))
[48382] ['3/8', '5/2', '5/2', '3', '7/2'] -> ((3 * (5/2 + (5/2 / 3/8))) - 7/2)
[48383] ['1/9', '4/9', '9/7', '5/3', '3'] -> ((9/7 / (1/9 / 4/9)) * (5/3 + 3))
[48384] ['7/5', '5/3', '5/3', '7/2', '6'] -> (7/5 + (6 * (5/3 + (7/2 / 5/3))))
[48385] ['1/6', '9/7', '8/5', '8/5', '6'] -> ((9/7 * (8/5 + 8/5)) * (6 - 1/6))
[48386] ['1/3', '4/7', '8/3', '9/2', '8'] -> ((1/3 + 8/3) / (8 - (9/2 / 4/7)))
[48387] ['5/9', '7/9', '1', '8/7', '7/2'] -> (8/7 / (5/9 - ((7/9 + 1) / 7/2)))
[48388] ['1/9', '1/6', '6/7', '3/2', '5'] -> ((1/9 + (5 / (6/7 * 3/2))) / 1/6)
[48389] ['1/7', '1/7', '1/6', '9/2', '5'] -> ((1/7 / 1/6) + (9/2 * (1/7 + 5)))
[48390] ['1/7', '4/3', '8/5', '7/2', '9'] -> ((7/2 / (1/7 * 4/3)) + (9 / 8/5))
[48391] ['1/9', '1/6', '6/7', '8/5', '5'] -> (8/5 / (6/7 * (1/9 - (1/6 / 5))))
[48392] ['1/2', '1/2', '7/5', '7/2', '4'] -> ((1/2 + (7/2 / 7/5)) / (1/2 / 4))
[48393] ['3/8', '5/6', '7/8', '6/5', '4'] -> ((6/5 + (7/8 / 5/6)) / (3/8 / 4))
[48394] ['2/7', '2/5', '3/4', '7/5', '2'] -> ((7/5 + (2 / 2/7)) / (3/4 - 2/5))
[48395] ['1/7', '4/3', '8/5', '9/2', '9'] -> ((9/2 / 1/7) - (9 * (4/3 / 8/5)))
[48396] ['1/7', '1/7', '1/5', '1/3', '5'] -> ((1/7 + (1/5 * 5)) / (1/7 * 1/3))
[48397] ['1/9', '2/7', '3/2', '7/4', '4'] -> (4 * (3/2 + (7/4 / (1/9 / 2/7))))
[48398] ['1/9', '4/9', '9/7', '9/4', '3'] -> (((3 / (9/4 - 9/7)) - 4/9) / 1/9)
[48399] ['1/2', '1/2', '7/5', '4', '9/2'] -> ((7/5 * ((4 * 9/2) - 1/2)) - 1/2)
[48400] ['5/9', '7/9', '1', '7/6', '5/4'] -> ((5/9 + 1) / (7/9 * (5/4 - 7/6)))
[48401] ['1/4', '3/8', '2/3', '6/7', '5'] -> ((1/4 + (5 / (2/3 * 6/7))) / 3/8)
[48402] ['1/9', '4/9', '9/7', '5/2', '3'] -> ((4/9 / 1/9) / (5/2 - (3 / 9/7)))
[48403] ['3/8', '5/6', '7/8', '8/5', '4'] -> ((7/8 * 4) / ((5/6 / 8/5) - 3/8))
[48404] ['1/6', '9/7', '8/5', '5/2', '6'] -> ((6 / (1/6 * 9/7)) - (8/5 * 5/2))
[48405] ['7/5', '5/3', '7/3', '7/3', '6'] -> ((5/3 * 6) * (7/5 + (7/3 / 7/3)))
[48406] ['1/9', '1/6', '6/7', '5/2', '5'] -> ((5 / 5/2) / ((1/6 / 6/7) - 1/9))
[48407] ['1/7', '1/7', '1/5', '3/5', '5'] -> ((5 + (1/7 / 1/5)) / (1/7 / 3/5))
[48408] ['1/4', '3/8', '2/3', '6/5', '5'] -> ((6/5 + (5 / (3/8 + 2/3))) / 1/4)
[48409] ['1/9', '2/7', '3/2', '7/3', '4'] -> (((7/3 / 2/7) - (3/2 + 4)) / 1/9)
[48410] ['5/9', '7/9', '1', '7/6', '3/2'] -> (1 / (7/6 - (3/2 / (5/9 + 7/9))))
[48411] ['1/9', '1/6', '6/7', '8/3', '5'] -> (6/7 * (((1/9 + 5) / 1/6) - 8/3))
[48412] ['2/5', '2/5', '2/5', '5/8', '3'] -> (3 / (5/8 - (2/5 / (2/5 + 2/5))))
[48413] ['1/2', '1/2', '5/3', '5/3', '4'] -> (4 * (5/3 + ((1/2 + 5/3) / 1/2)))
[48414] ['1/7', '4/3', '5/3', '8/3', '9'] -> (4/3 * ((5/3 / 1/7) - (8/3 - 9)))
[48415] ['5/9', '7/9', '1', '7/6', '8/5'] -> (1 / (7/6 - (7/9 + (5/9 / 8/5))))
[48416] ['1/9', '2/7', '3/2', '5/2', '4'] -> ((2/7 * 4) * ((5/2 / 1/9) - 3/2))
[48417] ['3/8', '5/6', '7/8', '8/3', '4'] -> ((8/3 + (7/8 / 3/8)) / (5/6 / 4))
[48418] ['1/5', '2/9', '5/9', '6/7', '5'] -> (6/7 * (2/9 + ((5/9 + 5) / 1/5)))
[48419] ['1/9', '1/6', '6/7', '7/2', '5'] -> (6/7 * (((1/6 + 7/2) / 1/9) - 5))
[48420] ['1/3', '3/5', '5/8', '7/9', '8'] -> ((8 * (1/3 / 5/8)) / (7/9 - 3/5))
[48421] ['2/7', '2/5', '3/4', '2', '7/3'] -> ((2 / 7/3) / (3/4 - (2/7 / 2/5)))
[48422] ['5/9', '7/9', '1', '7/6', '7/4'] -> ((7/9 / 7/6) / (1 - (5/9 * 7/4)))
[48423] ['1/4', '3/8', '5/7', '5/7', '5'] -> ((5 + (5/7 / (1/4 * 5/7))) / 3/8)
[48424] ['1/6', '9/7', '5/3', '7/4', '6'] -> ((5/3 - 9/7) * (6 / (1/6 / 7/4)))
[48425] ['1/5', '1/2', '6/7', '6/7', '4'] -> (4 * ((6/7 / 1/5) + (6/7 / 1/2)))
[48426] ['1/5', '2/9', '5/9', '8/9', '5'] -> ((5 + (2/9 / 5/9)) / (1/5 / 8/9))
[48427] ['1/3', '3/5', '5/8', '6/7', '8'] -> (((8 / 6/7) - 1/3) / (3/5 * 5/8))
[48428] ['1/4', '3/8', '5/7', '3/4', '5'] -> (((5 / 5/7) - 1/4) / (3/8 * 3/4))
[48429] ['1/6', '9/7', '5/3', '9/5', '6'] -> (5/3 * (6 + (9/5 / (1/6 * 9/7))))
[48430] ['1/9', '2/7', '8/5', '8/5', '4'] -> ((8/5 / 2/7) + (4 + (8/5 / 1/9)))
[48431] ['7/5', '7/4', '7/4', '7/4', '6'] -> (6 / ((7/4 / 7/5) - (7/4 / 7/4)))
[48432] ['1/5', '2/9', '5/9', '9/8', '5'] -> ((5 + (2/9 / 5/9)) / (1/5 * 9/8))
[48433] ['1/5', '1/2', '6/7', '7/8', '4'] -> (((1/2 / 7/8) + (4 / 1/5)) / 6/7)
[48434] ['1/2', '1/2', '9/5', '9/5', '4'] -> (9/5 / (((1/2 + 9/5) / 4) - 1/2))
[48435] ['1/6', '9/7', '5/3', '9/4', '6'] -> (6 / ((1/6 - 5/3) + (9/4 / 9/7)))
[48436] ['7/5', '7/4', '7/4', '9/5', '6'] -> (6 * (7/4 + (9/5 / (7/5 / 7/4))))
[48437] ['1/3', '3/5', '5/8', '8/7', '8'] -> (8/7 * ((8 / (3/5 * 5/8)) - 1/3))
[48438] ['1/6', '9/7', '5/3', '5/2', '6'] -> (((6 / 9/7) - (5/3 / 5/2)) / 1/6)
[48439] ['1/9', '2/7', '8/5', '9/5', '4'] -> (((8/5 / 9/5) / (1/9 * 2/7)) - 4)
[48440] ['1/5', '2/9', '5/9', '7/6', '5'] -> ((2/9 + ((5/9 + 5) / 1/5)) / 7/6)
[48441] ['1/4', '3/8', '5/7', '6/7', '5'] -> (5 / ((5/7 / 6/7) - (1/4 + 3/8)))
[48442] ['2/5', '2/5', '2/5', '7/8', '3'] -> ((2/5 * 3) / (2/5 - (2/5 * 7/8)))
[48443] ['7/5', '7/4', '7/4', '5/2', '6'] -> (6 / ((5/2 * (7/5 / 7/4)) - 7/4))
[48444] ['1/5', '1/2', '6/7', '7/6', '4'] -> ((4 / (1/5 * 6/7)) - (1/2 - 7/6))
[48445] ['2/5', '2/5', '2/5', '8/9', '3'] -> ((2/5 * 3) / ((2/5 / 8/9) - 2/5))
[48446] ['3/8', '5/6', '8/9', '8/5', '4'] -> ((4 / 3/8) / ((5/6 * 8/5) - 8/9))
[48447] ['1/7', '1/7', '1/5', '9/7', '5'] -> ((5 / 1/5) - (9/7 - (1/7 + 1/7)))
[48448] ['1/5', '2/9', '5/9', '9/7', '5'] -> ((5 / 1/5) - (9/7 * (2/9 + 5/9)))
[48449] ['1/7', '4/3', '9/5', '8/3', '9'] -> (4/3 + ((1/7 + 9/5) * (8/3 + 9)))
[48450] ['7/5', '7/4', '7/4', '8/3', '6'] -> (8/3 * ((7/4 / 7/5) + (7/4 + 6)))
[48451] ['1/6', '9/7', '7/4', '9/5', '6'] -> (9/5 * ((6 * (9/7 * 7/4)) - 1/6))
[48452] ['2/5', '2/5', '2/5', '9/8', '3'] -> ((2/5 * 3) / ((2/5 * 9/8) - 2/5))
[48453] ['5/9', '7/9', '1', '6/5', '5/4'] -> ((5/9 * 6/5) / (1 - (7/9 * 5/4)))
[48454] ['1/4', '3/8', '5/7', '9/8', '5'] -> (((9/8 / 5/7) - 3/8) / (1/4 / 5))
[48455] ['3/8', '5/6', '8/9', '7/4', '4'] -> (4 * (((5/6 + 7/4) / 3/8) - 8/9))
[48456] ['1/2', '5/9', '5/9', '5/7', '4'] -> (4 / (5/9 - ((1/2 * 5/9) / 5/7)))
[48457] ['2/5', '2/5', '2/5', '8/7', '3'] -> ((2/5 * 3) / (2/5 - (2/5 / 8/7)))
[48458] ['1/5', '1/2', '6/7', '4/3', '4'] -> ((1/2 * 4/3) + (4 / (1/5 * 6/7)))
[48459] ['1/5', '2/9', '5/9', '3/2', '5'] -> ((3/2 - (5/9 / 2/9)) + (5 / 1/5))
[48460] ['7/5', '7/4', '9/5', '9/5', '6'] -> (6 / ((7/4 / 7/5) - (9/5 / 9/5)))
[48461] ['1/4', '3/8', '5/7', '7/6', '5'] -> (5 / ((5/7 * 7/6) - (1/4 + 3/8)))
[48462] ['1/6', '9/7', '9/5', '9/5', '6'] -> ((9/5 + (9/7 * 9/5)) * (6 - 1/6))
[48463] ['2/5', '2/5', '2/5', '7/6', '3'] -> ((2/5 + 2/5) / ((2/5 * 3) - 7/6))
[48464] ['5/9', '7/9', '1', '6/5', '7/5'] -> (6/5 / ((7/5 / (5/9 + 7/9)) - 1))
[48465] ['1/7', '1/7', '1/5', '5/3', '5'] -> ((5 + (1/7 / 1/5)) / (1/7 * 5/3))
[48466] ['1/5', '1/2', '6/7', '7/5', '4'] -> ((7/5 / (6/7 - (1/5 * 4))) - 1/2)
[48467] ['7/5', '7/4', '9/5', '7/3', '6'] -> ((6 * (9/5 + 7/3)) - (7/5 / 7/4))
[48468] ['3/8', '5/6', '8/9', '7/3', '4'] -> (4 / ((5/6 / (3/8 * 8/9)) - 7/3))
[48469] ['1/9', '1/6', '7/8', '7/2', '5'] -> ((5 * (1/6 + 7/2)) / (7/8 - 1/9))
[48470] ['1/6', '9/7', '9/5', '7/3', '6'] -> (7/3 * (6 + (9/7 / (1/6 * 9/5))))
[48471] ['5/9', '7/9', '1', '6/5', '3/2'] -> ((5/9 / ((6/5 / 3/2) - 7/9)) - 1)
[48472] ['3/8', '5/6', '8/9', '5/2', '4'] -> (5/2 * ((4 / 3/8) - (8/9 / 5/6)))
[48473] ['7/5', '7/4', '9/4', '9/4', '6'] -> (6 / ((7/4 / 7/5) - (9/4 / 9/4)))
[48474] ['1/9', '4/9', '3/2', '7/4', '3'] -> ((3/2 + (7/4 / 1/9)) + (3 / 4/9))
[48475] ['1/4', '3/8', '5/7', '7/5', '5'] -> ((5 + (7/5 / (1/4 / 5/7))) / 3/8)
[48476] ['2/5', '2/5', '2/5', '4/3', '3'] -> (((3 / (2/5 / 4/3)) - 2/5) / 2/5)
[48477] ['5/9', '7/9', '1', '6/5', '8/5'] -> (5/9 / ((7/9 / 6/5) - (1 / 8/5)))
[48478] ['1/5', '2/9', '5/9', '7/2', '5'] -> ((5 / 1/5) - (7/2 - (5/9 / 2/9)))
[48479] ['1/9', '2/7', '5/3', '9/5', '4'] -> (4 * (9/5 + (5/3 / (1/9 + 2/7))))
[48480] ['1/9', '4/9', '3/2', '9/5', '3'] -> ((4/9 / 1/9) / ((3 / 9/5) - 3/2))
[48481] ['1/4', '3/8', '5/7', '3/2', '5'] -> ((5 / (1/4 * 5/7)) - (3/2 / 3/8))
[48482] ['5/9', '7/9', '1', '6/5', '5/3'] -> ((1 + 5/3) / (7/9 - (5/9 * 6/5)))
[48483] ['1/9', '1/6', '8/9', '7/5', '5'] -> ((7/5 * 5) / (1/6 + (1/9 / 8/9)))
[48484] ['1/3', '3/5', '2/3', '7/8', '8'] -> ((3/5 * (1/3 + 8)) / (7/8 - 2/3))
[48485] ['1/2', '5/9', '5/9', '5/4', '4'] -> (4 / ((5/9 / 5/4) - (1/2 * 5/9)))
[48486] ['7/5', '7/4', '9/4', '7/2', '6'] -> (((7/2 * 6) / (7/5 / 7/4)) - 9/4)
[48487] ['3/8', '5/6', '9/8', '6/5', '4'] -> ((4 * (3/8 / 5/6)) / (6/5 - 9/8))
[48488] ['1/7', '1/7', '1/5', '9/2', '5'] -> (((1/7 + 9/2) * (1/5 + 5)) - 1/7)
[48489] ['5/9', '7/9', '1', '6/5', '7/4'] -> ((5/9 * 6/5) / ((7/9 + 1) - 7/4))
[48490] ['1/4', '3/8', '5/7', '8/5', '5'] -> ((8/5 + 5) / ((3/8 / 5/7) - 1/4))
[48491] ['2/5', '2/5', '2/5', '8/5', '3'] -> (8/5 / (2/5 - ((2/5 / 2/5) / 3)))
[48492] ['1/9', '2/7', '5/3', '7/3', '4'] -> ((5/3 + (1/9 / 7/3)) / (2/7 / 4))
[48493] ['1/9', '1/6', '8/9', '7/4', '5'] -> ((((1/9 + 5) / 8/9) - 7/4) / 1/6)
[48494] ['1/7', '1/7', '2/9', '2/9', '5'] -> (((5 + (1/7 + 2/9)) / 2/9) - 1/7)
[48495] ['1/6', '9/7', '9/5', '9/2', '6'] -> (9/5 * ((9/7 * (9/2 + 6)) - 1/6))
[48496] ['1/4', '3/8', '5/7', '5/3', '5'] -> (5 / ((5/3 * (1/4 / 5/7)) - 3/8))
[48497] ['1/7', '7/5', '7/5', '5/3', '9'] -> ((7/5 + (1/7 * 7/5)) * (5/3 * 9))
[48498] ['1/9', '4/9', '8/5', '9/5', '3'] -> ((8/5 / 9/5) / ((4/9 / 3) - 1/9))
[48499] ['7/5', '7/4', '9/4', '9/2', '6'] -> ((7/4 / (7/5 - (6 / 9/2))) - 9/4)
[48500] ['2/7', '2/5', '7/9', '4/3', '2'] -> ((2 + (4/3 / 2/5)) / (2/7 * 7/9))
[48501] ['1/2', '5/9', '5/9', '7/5', '4'] -> (4 / (5/9 - (7/5 * (1/2 * 5/9))))
[48502] ['1/9', '1/6', '8/9', '9/5', '5'] -> ((9/5 - (1/9 + 8/9)) / (1/6 / 5))
[48503] ['5/9', '7/9', '1', '6/5', '9/4'] -> (6/5 / ((1 / 5/9) - (7/9 * 9/4)))
[48504] ['1/4', '3/8', '5/7', '7/4', '5'] -> (((1/4 + 7/4) + (5 / 5/7)) / 3/8)
[48505] ['7/5', '7/4', '7/3', '7/3', '6'] -> (6 / ((7/4 / 7/5) - (7/3 / 7/3)))
[48506] ['1/9', '2/7', '5/3', '7/2', '4'] -> ((5/3 - (2/7 * 7/2)) / (1/9 / 4))
[48507] ['1/7', '1/7', '2/9', '2/7', '5'] -> ((5 + (1/7 / (1/7 + 2/7))) / 2/9)
[48508] ['1/3', '3/5', '2/3', '3/2', '8'] -> (8 * ((1/3 / 2/3) + (3/2 / 3/5)))
[48509] ['1/6', '9/7', '9/4', '5/2', '6'] -> ((9/4 * 6) * ((5/2 / 9/7) - 1/6))
[48510] ['1/2', '5/9', '5/9', '7/4', '4'] -> (1/2 / (((5/9 + 7/4) / 4) - 5/9))
[48511] ['1/7', '7/5', '7/5', '9/5', '9'] -> (((9 / (1/7 * 9/5)) - 7/5) / 7/5)
[48512] ['1/9', '4/9', '8/5', '7/3', '3'] -> ((7/3 - 1/9) * (3 / (4/9 / 8/5)))
[48513] ['1/7', '1/7', '2/9', '3/8', '5'] -> ((5 * (1/7 / 3/8)) / (2/9 - 1/7))
[48514] ['2/7', '2/5', '7/9', '8/5', '2'] -> (8/5 / (7/9 * (2/7 - (2/5 / 2))))
[48515] ['3/8', '5/6', '9/8', '9/5', '4'] -> (4 / ((3/8 - 5/6) + (9/8 / 9/5)))
[48516] ['1/4', '3/8', '5/7', '9/4', '5'] -> (((5 / 5/7) - (1/4 - 9/4)) / 3/8)
[48517] ['1/9', '1/6', '9/8', '8/7', '5'] -> ((1/9 + (5 / (9/8 * 8/7))) / 1/6)
[48518] ['1/2', '5/9', '5/9', '9/5', '4'] -> (4 / ((5/9 * (9/5 - 1/2)) - 5/9))
[48519] ['2/5', '2/5', '2/5', '5/2', '3'] -> (((3 / 2/5) - (2/5 - 5/2)) / 2/5)
[48520] ['3/8', '5/6', '9/8', '9/4', '4'] -> (4 / (5/6 - ((3/8 + 9/8) / 9/4)))
[48521] ['1/6', '9/7', '9/4', '9/2', '6'] -> (9/4 + (9/2 * (1/6 + (6 / 9/7))))
[48522] ['1/9', '2/7', '7/4', '9/5', '4'] -> (4 / (((2/7 * 7/4) / 9/5) - 1/9))
[48523] ['5/9', '7/9', '1', '6/5', '9/2'] -> ((9/2 + (1 / 6/5)) / (7/9 - 5/9))
[48524] ['1/7', '1/7', '2/9', '1/2', '5'] -> ((1/2 + (1/7 / 1/7)) + (5 / 2/9))
[48525] ['7/5', '7/4', '8/3', '8/3', '6'] -> (6 / ((7/4 / 7/5) - (8/3 / 8/3)))
[48526] ['1/9', '1/6', '9/8', '7/6', '5'] -> (5 / (((7/6 - 9/8) / 1/9) - 1/6))
[48527] ['1/2', '5/9', '5/9', '7/3', '4'] -> (4 / ((1/2 * 7/3) - (5/9 / 5/9)))
[48528] ['1/7', '1/7', '2/9', '5/9', '5'] -> (((5/9 + 5) / 2/9) - (1/7 / 1/7))
[48529] ['1/4', '3/8', '5/7', '9/2', '5'] -> (5 * ((9/2 / 5/7) - (3/8 / 1/4)))
[48530] ['7/5', '7/4', '8/3', '7/2', '6'] -> ((6 * (7/4 + 8/3)) - (7/2 / 7/5))
[48531] ['1/6', '9/7', '7/3', '8/3', '6'] -> ((8/3 / 7/3) / ((9/7 / 6) - 1/6))
[48532] ['1/5', '1/2', '7/8', '9/5', '4'] -> (((7/8 * 4) - (1/2 - 9/5)) / 1/5)
[48533] ['1/2', '5/9', '5/9', '4', '9/2'] -> (4 * ((1/2 + 9/2) + (5/9 / 5/9)))
[48534] ['1/9', '1/6', '9/8', '9/7', '5'] -> (5 / ((9/8 / 9/7) - (1/9 / 1/6)))
[48535] ['7/5', '7/4', '8/3', '9/2', '6'] -> (9/2 * ((8/3 / 7/5) + (6 / 7/4)))
[48536] ['1/9', '2/7', '7/4', '4', '9/2'] -> ((4 / (2/7 / 7/4)) - (1/9 * 9/2))
[48537] ['1/5', '1/2', '7/8', '7/3', '4'] -> (4 / ((7/3 / 7/8) - (1/2 / 1/5)))
[48538] ['1/9', '1/6', '9/8', '7/5', '5'] -> ((7/5 * 5) / (1/6 + (1/9 * 9/8)))
[48539] ['5/9', '7/9', '1', '5/4', '3/2'] -> (3/2 / (1 - (5/4 / (5/9 + 7/9))))
[48540] ['1/4', '3/8', '3/4', '8/7', '5'] -> ((3/4 * 5) / (3/8 - (1/4 / 8/7)))
[48541] ['1/6', '9/7', '8/3', '9/2', '6'] -> (8/3 * ((6 / 9/7) - (1/6 - 9/2)))
[48542] ['2/5', '2/5', '3/7', '4/7', '3'] -> ((3 * (2/5 * 4/7)) / (3/7 - 2/5))
[48543] ['1/7', '1/7', '2/9', '5/7', '5'] -> ((1/7 + 5/7) + ((1/7 + 5) / 2/9))
[48544] ['1/2', '5/9', '4/7', '3/5', '4'] -> (((4 / (5/9 * 4/7)) - 3/5) / 1/2)
[48545] ['3/8', '5/6', '8/7', '5/4', '4'] -> (4 / ((8/7 * (5/4 - 3/8)) - 5/6))
[48546] ['5/9', '7/9', '1', '5/4', '5/3'] -> ((5/3 / ((7/9 / 5/4) - 5/9)) - 1)
[48547] ['1/7', '1/7', '2/9', '7/9', '5'] -> (((1/7 + 7/9) / (1/7 * 2/9)) - 5)
[48548] ['1/6', '9/7', '7/2', '9/2', '6'] -> ((9/2 / 1/6) - (9/7 + (6 / 7/2)))
[48549] ['3/8', '5/6', '8/7', '9/7', '4'] -> ((4 + (9/7 / 3/8)) / (8/7 - 5/6))
[48550] ['7/5', '9/5', '9/4', '9/4', '6'] -> (6 * (9/4 + (9/4 * (7/5 / 9/5))))
[48551] ['1/9', '4/9', '7/4', '3', '9/2'] -> (4/9 / (((7/4 / 3) / 9/2) - 1/9))
[48552] ['2/5', '2/5', '3/7', '5/8', '3'] -> (3 / (((5/8 - 2/5) / 3/7) - 2/5))
[48553] ['1/9', '1/6', '9/8', '7/4', '5'] -> (((9/8 * (1/9 + 5)) - 7/4) / 1/6)
[48554] ['1/5', '2/9', '4/7', '7/6', '5'] -> ((4/7 / 2/9) + (5 / (1/5 * 7/6)))
[48555] ['1/7', '7/5', '3/2', '7/3', '9'] -> (7/5 * (1/7 + (3/2 * (7/3 + 9))))
[48556] ['2/5', '2/5', '3/7', '5/7', '3'] -> ((3 + (2/5 + 5/7)) / (2/5 * 3/7))
[48557] ['1/2', '5/9', '4/7', '7/9', '4'] -> (4 / ((4/7 * 7/9) - (1/2 * 5/9)))
[48558] ['1/9', '1/6', '9/8', '9/5', '5'] -> ((9/5 * 5) / ((1/6 / 1/9) - 9/8))
[48559] ['3/8', '5/6', '8/7', '7/5', '4'] -> (4 / ((5/6 / 7/5) - (3/8 * 8/7)))
[48560] ['1/3', '3/5', '5/7', '6/5', '8'] -> ((5/7 * 8) * (3/5 + (6/5 / 1/3)))
[48561] ['7/5', '9/5', '9/4', '8/3', '6'] -> ((9/4 * (7/5 + 9/5)) * (6 - 8/3))
[48562] ['1/5', '1/2', '8/9', '5/4', '4'] -> ((8/9 * 4) * (1/2 + (5/4 / 1/5)))
[48563] ['1/9', '4/9', '9/5', '7/3', '3'] -> ((7/3 - 1/9) / (4/9 / (9/5 + 3)))
[48564] ['3/8', '5/6', '8/7', '3/2', '4'] -> (4 / ((5/6 / 8/7) - (3/8 * 3/2)))
[48565] ['7/5', '9/5', '9/4', '7/2', '6'] -> ((7/2 - 9/4) * (6 * (7/5 + 9/5)))
[48566] ['1/9', '2/7', '9/5', '7/2', '4'] -> ((4 / 7/2) / ((2/7 / 9/5) - 1/9))
[48567] ['1/4', '3/8', '7/9', '6/7', '5'] -> (5 / (3/8 - (6/7 * (1/4 * 7/9))))
[48568] ['1/7', '1/7', '2/9', '9/8', '5'] -> ((5 + (1/7 / 1/7)) / (2/9 * 9/8))
[48569] ['1/6', '4/3', '4/3', '7/2', '6'] -> ((4/3 * 7/2) * (6 / (4/3 - 1/6)))
[48570] ['1/9', '4/9', '9/5', '5/2', '3'] -> ((9/5 / ((4/9 / 5/2) - 1/9)) - 3)
[48571] ['1/9', '1/6', '9/8', '7/3', '5'] -> ((((5 - 1/9) / 1/6) - 7/3) / 9/8)
[48572] ['3/8', '5/6', '8/7', '8/5', '4'] -> ((4 / 8/7) / ((5/6 / 8/5) - 3/8))
[48573] ['1/9', '1/6', '9/8', '8/3', '5'] -> ((5 / (1/9 * 9/8)) - (8/3 / 1/6))
[48574] ['1/7', '1/7', '2/9', '7/6', '5'] -> ((5 + (7/6 * (1/7 + 1/7))) / 2/9)
[48575] ['7/5', '9/5', '7/3', '5/2', '6'] -> (9/5 * ((5/2 * 6) - (7/3 / 7/5)))
[48576] ['1/6', '4/3', '7/5', '7/4', '6'] -> (6 / ((1/6 + 4/3) - (7/4 / 7/5)))
[48577] ['1/3', '3/5', '5/7', '8/5', '8'] -> ((5/7 * 8) * ((8/5 / 1/3) - 3/5))
[48578] ['1/9', '2/7', '9/4', '7/3', '4'] -> ((4 / (1/9 * 2/7)) / (9/4 * 7/3))
[48579] ['1/5', '2/9', '4/7', '3/2', '5'] -> (((5 / (2/9 + 4/7)) - 3/2) / 1/5)
[48580] ['2/7', '2/5', '4/5', '7/6', '2'] -> ((4/5 * 2) / (2/5 - (2/7 * 7/6)))
[48581] ['1/7', '7/5', '8/5', '9/4', '9'] -> ((9 / (8/5 + (1/7 - 7/5))) - 9/4)
[48582] ['1/2', '5/9', '4/7', '9/8', '4'] -> (((1/2 / 9/8) / (4/7 - 5/9)) - 4)
[48583] ['1/6', '4/3', '7/5', '9/4', '6'] -> (6 / ((1/6 / (7/5 - 4/3)) - 9/4))
[48584] ['1/9', '2/7', '9/4', '5/2', '4'] -> ((5/2 / (1/9 * 9/4)) + (4 / 2/7))
[48585] ['2/7', '2/5', '4/5', '6/5', '2'] -> (6/5 / (2/5 - (4/5 / (2/7 + 2))))
[48586] ['7/5', '9/5', '5/2', '8/3', '6'] -> ((5/2 * (7/5 + 9/5)) + (8/3 * 6))
[48587] ['2/5', '2/5', '3/7', '8/7', '3'] -> ((3/7 + 3) / (8/7 - (2/5 / 2/5)))
[48588] ['2/7', '2/5', '4/5', '5/4', '2'] -> (2 / (5/4 - (4/5 / (2/7 + 2/5))))
[48589] ['1/5', '2/9', '4/7', '5/3', '5'] -> ((5 * (1/5 + 5/3)) / (2/9 / 4/7))
[48590] ['1/6', '4/3', '7/5', '7/3', '6'] -> (6 + ((4/3 + (7/3 / 7/5)) / 1/6))
[48591] ['1/5', '1/2', '8/9', '5/2', '4'] -> ((1/5 + 5/2) * (8/9 + (4 / 1/2)))
[48592] ['1/9', '4/9', '9/4', '3', '7/2'] -> (3 / (9/4 * (4/9 - (1/9 * 7/2))))
[48593] ['1/7', '7/5', '5/3', '5/3', '9'] -> ((7/5 * 9) * (5/3 + (1/7 * 5/3)))
[48594] ['1/9', '1/6', '8/7', '4/3', '5'] -> ((4/3 + 5) / (1/6 + (1/9 / 8/7)))
[48595] ['1/2', '5/9', '4/7', '9/7', '4'] -> (4 / ((4/7 / 9/7) - (1/2 * 5/9)))
[48596] ['1/6', '4/3', '7/5', '5/2', '6'] -> ((6 / 5/2) / ((1/6 + 4/3) - 7/5))
[48597] ['2/5', '2/5', '3/7', '6/5', '3'] -> ((2/5 + (6/5 / 3/7)) / (2/5 / 3))
[48598] ['2/7', '2/5', '4/5', '4/3', '2'] -> ((4/5 * 2) / ((2/5 / 2/7) - 4/3))
[48599] ['1/9', '4/9', '7/3', '3', '7/2'] -> ((3 + (1/9 / 7/3)) / (4/9 / 7/2))
[48600] ['1/4', '3/8', '7/9', '7/4', '5'] -> ((5 + (1/4 + 7/4)) / (3/8 * 7/9))
[48601] ['1/7', '7/5', '5/3', '7/4', '9'] -> ((7/5 * (5/3 + 9)) * (7/4 - 1/7))
[48602] ['1/5', '1/2', '9/8', '9/8', '4'] -> (((9/8 + 4) / 1/5) - (1/2 + 9/8))
[48603] ['1/6', '4/3', '7/5', '8/3', '6'] -> (((4/3 + (6 / 1/6)) / 7/5) - 8/3)
[48604] ['3/8', '5/6', '8/7', '4', '9/2'] -> ((4 + 9/2) / ((5/6 / 8/7) - 3/8))
