[35461] ['3/8', '4/9', '7/4', '7/3', '4'] -> ((4 / 4/9) / ((7/4 / 7/3) - 3/8))
[40109] ['1/3', '1/3', '4/3', '8/5', '8'] -> (8 * (1/3 + (8/5 * (1/3 + 4/3))))
[40110] ['1/8', '7/9', '8/9', '7/2', '5'] -> ((((7/9 + 5) / 8/9) - 7/2) / 1/8)
[40111] ['1/9', '1/3', '3/4', '9/7', '3'] -> (((3 / 9/7) - 1/3) / (1/9 * 3/4))
[40112] ['3/8', '3/5', '5/8', '9/8', '4'] -> (4 / (5/8 * (3/5 - (3/8 / 9/8))))
[40113] ['1/6', '2/3', '5/7', '5/6', '6'] -> (2/3 / ((5/6 / (5/7 * 6)) - 1/6))
[40114] ['2/9', '5/4', '5/3', '7/2', '5'] -> (5 / ((5/3 * 7/2) - (5/4 / 2/9)))
[40115] ['1/3', '1/3', '4/3', '9/5', '8'] -> (9/5 * (4/3 + (8 / (1/3 + 1/3))))
[40116] ['1/9', '1/8', '1/5', '7/6', '5'] -> ((1/5 * 5) / (7/6 - (1/8 / 1/9)))
[40117] ['1/5', '1/3', '7/4', '7/4', '4'] -> ((7/4 - 4) + (7/4 / (1/5 * 1/3)))
[40118] ['1/3', '1/3', '7/5', '5/3', '8'] -> (8 * ((1/3 + 1/3) + (7/5 * 5/3)))
[40119] ['1/9', '1/3', '3/4', '8/5', '3'] -> (3 / ((1/3 / 8/5) - (1/9 * 3/4)))
[40120] ['4/9', '5/6', '9/8', '7/4', '4'] -> (((4 * (9/8 + 7/4)) - 5/6) / 4/9)
[40121] ['8/7', '9/7', '8/5', '7/2', '6'] -> ((6 * (7/2 + (8/7 / 8/5))) - 9/7)
[40122] ['3/8', '3/5', '5/8', '6/5', '4'] -> ((4 + (6/5 / 3/5)) / (5/8 - 3/8))
[40123] ['2/9', '5/4', '7/4', '9/5', '5'] -> (5 * (5/4 + (9/5 * (2/9 + 7/4))))
[40124] ['1/9', '1/8', '1/5', '5/4', '5'] -> (5 / (1/9 * (5/4 + (1/8 / 1/5))))
[40125] ['1/9', '1/3', '3/4', '9/5', '3'] -> ((1/3 + (3 / 9/5)) / (1/9 * 3/4))
[40126] ['1/6', '6/7', '4/3', '7/2', '5'] -> ((4/3 * 7/2) * (5 + (1/6 * 6/7)))
[40127] ['4/9', '5/6', '9/8', '9/5', '4'] -> ((4 / 4/9) / ((5/6 * 9/5) - 9/8))
[40128] ['1/8', '7/9', '9/8', '5/4', '5'] -> (5 / ((5/4 / 9/8) - (1/8 + 7/9)))
[40129] ['1/3', '1/3', '7/5', '9/5', '8'] -> (8 * (((9/5 - 1/3) / 1/3) - 7/5))
[40130] ['3/8', '3/5', '5/8', '9/7', '4'] -> ((3/5 + (4 / 5/8)) / (3/8 / 9/7))
[40131] ['1/5', '1/3', '7/4', '8/3', '4'] -> ((4 * ((7/4 / 1/5) - 8/3)) - 1/3)
[40132] ['8/7', '9/7', '5/3', '7/4', '6'] -> ((8/7 + (5/3 * 6)) / (7/4 - 9/7))
[40133] ['2/7', '2/7', '1/3', '5/3', '2'] -> (((1/3 + (2 / 2/7)) / 2/7) - 5/3)
[40134] ['1/9', '1/3', '3/4', '7/3', '3'] -> ((3 - 7/3) / (3/4 * (1/9 * 1/3)))
[40135] ['1/8', '7/9', '9/8', '9/7', '5'] -> ((5 - (9/7 / 9/8)) / (1/8 / 7/9))
[40136] ['2/9', '5/4', '7/4', '5/2', '5'] -> ((5 / (2/9 * 5/4)) / (5/2 - 7/4))
[40137] ['1/6', '6/7', '7/5', '7/5', '5'] -> (((5 / (1/6 * 6/7)) - 7/5) / 7/5)
[40138] ['4/9', '5/6', '9/8', '8/3', '4'] -> (4 / (4/9 - ((5/6 / 9/8) / 8/3)))
[40139] ['8/7', '9/7', '5/3', '9/5', '6'] -> (6 * ((5/3 * (9/7 + 9/5)) - 8/7))
[40140] ['1/5', '1/3', '7/4', '4', '9/2'] -> (9/2 * ((7/4 * 4) - (1/3 / 1/5)))
[40141] ['1/6', '2/3', '5/7', '5/4', '6'] -> (6 / ((5/7 * (5/4 - 2/3)) - 1/6))
[40142] ['1/6', '6/7', '7/5', '3/2', '5'] -> ((7/5 / 3/2) * (5 / (1/6 / 6/7)))
[40143] ['1/9', '1/8', '1/5', '3/2', '5'] -> ((1/5 * 5) / ((1/9 * 3/2) - 1/8))
[40144] ['1/9', '1/5', '3/8', '5/6', '4'] -> (((5/6 / 1/5) - (3/8 * 4)) / 1/9)
[40145] ['1/8', '7/9', '9/8', '8/5', '5'] -> (5 * ((7/9 / 1/8) - (8/5 / 9/8)))
[40146] ['1/9', '1/3', '7/9', '8/7', '3'] -> (((1/3 / 7/9) + (3 / 1/9)) / 8/7)
[40147] ['1/5', '1/3', '9/4', '5/2', '4'] -> (5/2 * ((1/5 / 1/3) + (9/4 * 4)))
[40148] ['1/7', '7/9', '8/9', '3/2', '9'] -> (3/2 * ((7/9 + 9) + (8/9 / 1/7)))
[40149] ['2/7', '2/7', '3/8', '3/8', '2'] -> (2/7 / ((2/7 / 3/8) - (3/8 * 2)))
[40150] ['2/9', '5/4', '9/5', '5/2', '5'] -> ((5/2 / (2/9 / 9/5)) - (5/4 - 5))
[40151] ['1/6', '6/7', '7/5', '7/4', '5'] -> ((5 / (1/6 * 7/5)) / (7/4 - 6/7))
[40152] ['5/9', '4/7', '1', '7/5', '8/3'] -> (8/3 / (5/9 * (1 - (4/7 * 7/5))))
[40153] ['3/8', '7/9', '8/9', '5/4', '3'] -> ((3 / 3/8) / ((8/9 * 5/4) - 7/9))
[40154] ['1/9', '1/5', '3/8', '8/9', '4'] -> ((4 + ((1/9 + 8/9) / 1/5)) / 3/8)
[40155] ['1/7', '7/9', '8/9', '8/5', '9'] -> (8/9 + (8/5 * (9 + (7/9 / 1/7))))
[40156] ['1/6', '2/3', '5/7', '9/5', '6'] -> (((6 / (5/7 * 9/5)) - 2/3) / 1/6)
[40157] ['1/5', '1/3', '9/4', '4', '9/2'] -> (4 / (1/5 * (1/3 + (9/4 / 9/2))))
[40158] ['8/7', '9/7', '7/4', '7/3', '6'] -> ((9/7 * 7/3) * (6 + (8/7 * 7/4)))
[40159] ['1/9', '1/3', '7/9', '6/5', '3'] -> ((6/5 * 3) * ((7/9 / 1/9) - 1/3))
[40160] ['1/8', '7/9', '9/8', '9/4', '5'] -> (9/4 * ((7/9 / 1/8) + (5 / 9/8)))
[40161] ['1/3', '1/3', '8/5', '9/4', '8'] -> (8/5 * ((8 * (9/4 - 1/3)) - 1/3))
[40162] ['1/9', '1/8', '1/5', '5/2', '5'] -> (5 / (1/9 * (5/2 - (1/8 / 1/5))))
[40163] ['1/9', '1/5', '3/8', '9/8', '4'] -> (((4 - 9/8) / 1/9) - (3/8 / 1/5))
[40164] ['5/9', '4/7', '1', '3/2', '3/2'] -> (1 / (3/2 - (3/2 * (5/9 / 4/7))))
[40165] ['1/6', '2/3', '5/7', '5/2', '6'] -> (6 * ((5/2 / 5/7) - (1/6 - 2/3)))
[40166] ['1/3', '1/3', '8/5', '7/2', '8'] -> ((8/5 + 8) * (7/2 - (1/3 / 1/3)))
[40167] ['3/8', '7/9', '8/9', '8/5', '3'] -> ((8/9 * 3) / ((7/9 / 8/5) - 3/8))
[40168] ['2/9', '5/4', '9/4', '9/4', '5'] -> (((9/4 + 9/4) / 2/9) - (5/4 - 5))
[40169] ['1/6', '6/7', '7/5', '8/3', '5'] -> ((1/6 + (7/5 / 6/7)) * (8/3 * 5))
[40170] ['1/9', '1/5', '3/8', '7/6', '4'] -> (((7/6 / (3/8 - 1/5)) - 4) / 1/9)
[40171] ['2/9', '5/4', '9/4', '7/3', '5'] -> ((5 / 2/9) + ((5/4 + 9/4) / 7/3))
[40172] ['1/3', '1/3', '5/3', '7/4', '8'] -> ((1/3 + 1/3) + (8 * (5/3 * 7/4)))
[40173] ['1/6', '2/3', '5/7', '8/3', '6'] -> ((((6 - 8/3) / 5/7) - 2/3) / 1/6)
[40174] ['1/9', '1/3', '7/9', '7/4', '3'] -> ((7/9 + 3) / (1/9 * (7/4 - 1/3)))
[40175] ['1/5', '1/3', '7/2', '7/2', '4'] -> ((7/2 / 1/3) - (4 - (7/2 / 1/5)))
[40176] ['1/8', '7/9', '9/8', '7/2', '5'] -> (((9/8 * (7/9 + 5)) - 7/2) / 1/8)
[40177] ['1/9', '1/8', '2/9', '2/7', '5'] -> (5 / (1/9 + ((1/8 * 2/9) / 2/7)))
[40178] ['3/8', '3/5', '2/3', '9/8', '4'] -> (4 / ((3/8 / 3/5) + (2/3 - 9/8)))
[40179] ['2/9', '5/4', '9/4', '5/2', '5'] -> ((5/2 + (5/4 - 9/4)) + (5 / 2/9))
[40180] ['1/3', '1/3', '7/4', '9/5', '8'] -> (9/5 * ((7/4 * 8) - (1/3 + 1/3)))
[40181] ['1/9', '1/3', '7/9', '9/5', '3'] -> (((3 / 9/5) - 7/9) / (1/9 * 1/3))
[40182] ['5/9', '4/7', '1', '3/2', '9/4'] -> ((3/2 / 9/4) / (1 - (5/9 / 4/7)))
[40183] ['1/9', '1/5', '3/8', '4/3', '4'] -> (3/8 * (4 + (4/3 / (1/9 * 1/5))))
[40184] ['3/8', '7/9', '9/8', '9/8', '3'] -> (3 / ((3/8 - 9/8) + (7/9 * 9/8)))
[40185] ['2/7', '2/7', '3/8', '8/9', '2'] -> ((2/7 + 2) / (8/9 * (2/7 * 3/8)))
[40186] ['1/5', '3/8', '3/8', '2/5', '4'] -> ((4 - 2/5) / (1/5 * (3/8 + 3/8)))
[40187] ['5/9', '4/7', '1', '3/2', '7/3'] -> ((4/7 * 7/3) / ((5/9 + 1) - 3/2))
[40188] ['1/9', '1/3', '7/9', '7/3', '3'] -> ((7/3 + 3) / (1/3 * (7/9 - 1/9)))
[40189] ['2/9', '5/4', '9/4', '9/2', '5'] -> (9/2 * ((5/4 / 9/4) - (2/9 - 5)))
[40190] ['1/9', '1/8', '2/9', '4/7', '5'] -> (4/7 * ((2/9 / 1/9) + (5 / 1/8)))
[40191] ['2/7', '2/7', '3/8', '9/8', '2'] -> ((2/7 + 2) * (9/8 / (2/7 * 3/8)))
[40192] ['3/8', '7/9', '9/8', '8/7', '3'] -> (((3/8 / 7/9) / (8/7 - 9/8)) - 3)
[40193] ['8/7', '9/7', '9/4', '7/2', '6'] -> (6 * (7/2 + (9/7 / (8/7 * 9/4))))
[40194] ['1/3', '1/3', '7/4', '9/2', '8'] -> ((1/3 + 1/3) / ((8 / 9/2) - 7/4))
[40195] ['1/9', '1/5', '3/8', '3/2', '4'] -> ((4 / (1/5 - 1/9)) / (3/8 + 3/2))
[40196] ['1/6', '2/3', '3/4', '9/5', '6'] -> ((6 + (2/3 / 1/6)) / (3/4 / 9/5))
[40197] ['2/7', '2/7', '3/8', '8/7', '2'] -> ((2/7 + (8/7 * 2)) / (2/7 * 3/8))
[40198] ['1/9', '1/3', '4/5', '5/6', '3'] -> (((1/3 + 3) - (4/5 * 5/6)) / 1/9)
[40199] ['1/3', '1/3', '9/5', '7/3', '8'] -> ((9/5 * 8) * (7/3 - (1/3 + 1/3)))
[40200] ['1/5', '3/8', '3/8', '1/2', '4'] -> (((4 + (3/8 + 1/2)) / 1/5) - 3/8)
[40201] ['1/9', '1/5', '3/8', '7/4', '4'] -> (4 * (3/8 + (7/4 / (1/9 + 1/5))))
[40202] ['3/8', '3/5', '2/3', '7/4', '4'] -> (((7/4 / 3/5) - 2/3) / (3/8 / 4))
[40203] ['1/3', '1/3', '9/5', '8/3', '8'] -> ((9/5 * 8) * (8/3 - (1/3 / 1/3)))
[40204] ['1/5', '3/8', '3/8', '5/9', '4'] -> (4 / (5/9 * (3/8 - (1/5 * 3/8))))
[40205] ['8/7', '9/7', '5/2', '5/2', '6'] -> ((8/7 * 6) / (9/7 - (5/2 / 5/2)))
[40206] ['4/9', '5/6', '8/7', '7/3', '4'] -> (4 / ((7/3 / 8/7) - (5/6 / 4/9)))
[40207] ['3/8', '7/9', '9/8', '5/4', '3'] -> ((3 / 3/8) / ((5/4 / 9/8) - 7/9))
[40208] ['1/9', '1/5', '3/8', '5/2', '4'] -> ((4 - (5/2 * (1/5 / 3/8))) / 1/9)
[40209] ['2/9', '5/4', '5/2', '5/2', '5'] -> ((5 / 2/9) + ((5/4 + 5/2) / 5/2))
[40210] ['3/8', '3/5', '2/3', '9/4', '4'] -> (4 * (3/8 + (9/4 / (3/5 * 2/3))))
[40211] ['1/9', '1/8', '2/9', '5/4', '5'] -> (5 / ((1/8 + 2/9) - (1/9 * 5/4)))
[40212] ['1/6', '2/3', '7/9', '7/8', '6'] -> (2/3 / ((7/9 - 6) + (7/8 / 1/6)))
[40213] ['1/3', '1/3', '9/4', '5/2', '8'] -> (8 * ((5/2 / (1/3 * 9/4)) - 1/3))
[40214] ['1/9', '1/3', '4/5', '9/8', '3'] -> ((4/5 * 9/8) * ((3 / 1/9) - 1/3))
[40215] ['1/5', '3/8', '3/8', '2/3', '4'] -> (4 / (3/8 - (1/5 * (3/8 + 2/3))))
[40216] ['4/9', '5/6', '8/7', '7/2', '4'] -> ((4 - (5/6 * 8/7)) / (4/9 / 7/2))
[40217] ['1/9', '1/8', '2/9', '9/7', '5'] -> (5 / ((1/8 / 9/7) - (1/9 - 2/9)))
[40218] ['2/7', '2/7', '3/8', '8/5', '2'] -> (((2/7 + 2) / (3/8 - 2/7)) - 8/5)
[40219] ['1/9', '1/5', '3/8', '4', '9/2'] -> ((9/2 / (1/5 * 3/8)) - (4 / 1/9))
[40220] ['1/7', '7/9', '9/8', '3/2', '9'] -> ((1/7 * 9) / (3/2 - (9/8 / 7/9)))
[40221] ['1/3', '1/3', '9/4', '7/2', '8'] -> (8 * ((7/2 / (1/3 + 1/3)) - 9/4))
[40222] ['4/9', '5/6', '8/7', '4', '9/2'] -> ((9/2 + (5/6 + 4)) / (4/9 / 8/7))
[40223] ['1/3', '1/3', '7/3', '5/2', '8'] -> (7/3 + (5/2 * (8 + (1/3 + 1/3))))
[40224] ['1/6', '6/7', '8/5', '7/4', '5'] -> (((5 / (7/4 - 6/7)) - 8/5) / 1/6)
[40225] ['1/9', '1/5', '2/5', '3/7', '4'] -> ((4 / 3/7) / ((1/5 / 2/5) - 1/9))
[40226] ['1/5', '3/8', '3/8', '3/4', '4'] -> (4 * (3/8 + ((3/8 + 3/4) / 1/5)))
[40227] ['8/7', '4/3', '4/3', '8/5', '6'] -> ((4/3 + (4/3 / 8/7)) * (8/5 * 6))
[40228] ['1/9', '1/3', '4/5', '7/6', '3'] -> ((3 / 1/9) / ((7/6 / 4/5) - 1/3))
[40229] ['1/9', '1/8', '2/9', '9/2', '5'] -> ((1/9 / 1/8) * (9/2 + (5 / 2/9)))
[40230] ['1/3', '1/3', '5/2', '8/3', '8'] -> ((5/2 * 8) + (8/3 / (1/3 + 1/3)))
[40231] ['3/8', '7/9', '9/8', '8/5', '3'] -> ((3 / 9/8) / ((7/9 / 8/5) - 3/8))
[40232] ['8/7', '4/3', '4/3', '5/3', '6'] -> (6 * (5/3 + ((4/3 + 4/3) / 8/7)))
[40233] ['5/9', '4/7', '1', '8/5', '7/3'] -> ((8/5 / 7/3) / ((4/7 / 5/9) - 1))
[40234] ['1/6', '6/7', '8/5', '7/3', '5'] -> ((8/5 / 7/3) * (5 / (1/6 * 6/7)))
[40235] ['1/9', '1/3', '4/5', '9/7', '3'] -> (4/5 / (1/9 - (1/3 / (9/7 + 3))))
[40236] ['1/7', '7/9', '9/8', '9/5', '9'] -> ((9 / 7/9) / ((9/8 / 9/5) - 1/7))
[40237] ['1/6', '2/3', '7/9', '9/5', '6'] -> (((7/9 + (6 / 9/5)) / 1/6) - 2/3)
[40238] ['1/6', '6/7', '8/5', '5/2', '5'] -> ((8/5 * 5/2) * (1/6 + (5 / 6/7)))
[40239] ['4/9', '5/6', '7/6', '5/3', '4'] -> (4 / ((7/6 / 5/3) - (4/9 / 5/6)))
[40240] ['3/8', '7/9', '9/8', '7/4', '3'] -> (3 / (((7/9 * 9/8) / 7/4) - 3/8))
[40241] ['8/7', '4/3', '4/3', '7/3', '6'] -> (4/3 * (4/3 + (7/3 * (8/7 + 6))))
[40242] ['1/7', '7/9', '9/8', '7/3', '9'] -> (7/3 / ((9/8 / (1/7 * 9)) - 7/9))
[40243] ['1/9', '1/8', '1/4', '3/7', '5'] -> (5 / (3/7 * (1/4 + (1/9 + 1/8))))
[40244] ['1/6', '6/7', '8/5', '8/3', '5'] -> ((8/3 - (8/5 / 6/7)) / (1/6 / 5))
[40245] ['8/7', '4/3', '4/3', '5/2', '6'] -> ((8/7 * 6) * (5/2 + (4/3 / 4/3)))
[40246] ['1/5', '3/8', '3/8', '8/7', '4'] -> (8/7 * ((3/8 / 3/8) + (4 / 1/5)))
[40247] ['2/7', '2/7', '2/5', '1/2', '2'] -> (2 / (1/2 - (2/7 / (2/7 + 2/5))))
[40248] ['4/9', '5/6', '7/6', '5/2', '4'] -> (4 / ((5/2 * (4/9 / 5/6)) - 7/6))
[40249] ['8/7', '4/3', '4/3', '8/3', '6'] -> ((8/3 + (8/7 + 4/3)) * (6 - 4/3))
[40250] ['1/6', '6/7', '8/5', '9/2', '5'] -> ((9/2 / 6/7) + (5 / (1/6 * 8/5)))
[40251] ['3/8', '7/9', '9/8', '5/2', '3'] -> ((7/9 + (5/2 / 9/8)) / (3/8 / 3))
[40252] ['8/7', '4/3', '4/3', '9/2', '6'] -> ((8/7 * 6) * (9/2 - (4/3 / 4/3)))
[40253] ['4/9', '5/6', '6/5', '6/5', '4'] -> (4 / ((4/9 * 6/5) + (5/6 - 6/5)))
[40254] ['1/6', '6/7', '5/3', '5/3', '5'] -> ((5/3 + (5 / 5/3)) / (1/6 / 6/7))
[40255] ['1/6', '2/3', '4/5', '9/8', '6'] -> (6 / (9/8 - (2/3 + (1/6 / 4/5))))
[40256] ['8/7', '4/3', '7/5', '7/5', '6'] -> ((4/3 * 6) * (7/5 + (8/7 * 7/5)))
[40257] ['3/8', '7/9', '9/8', '8/3', '3'] -> (3 / ((3/8 * 8/3) - (7/9 * 9/8)))
[40258] ['2/7', '2/7', '2/5', '3/5', '2'] -> ((2/7 + 2/5) / (3/5 - (2/7 * 2)))
[40259] ['1/5', '3/8', '3/8', '4/3', '4'] -> (4 / ((3/8 / 1/5) - (3/8 + 4/3)))
[40260] ['4/9', '5/6', '6/5', '5/4', '4'] -> (4 / (5/6 - (5/4 * (4/9 * 6/5))))
[40261] ['1/9', '1/5', '2/5', '9/8', '4'] -> ((2/5 * 4) / ((1/5 / 9/8) - 1/9))
[40262] ['1/8', '7/9', '7/6', '3/2', '5'] -> ((5 - (7/6 + 3/2)) / (1/8 * 7/9))
[40263] ['3/8', '3/5', '5/7', '6/5', '4'] -> ((6/5 / (3/8 * (5/7 - 3/5))) - 4)
[40264] ['1/9', '1/3', '5/6', '6/7', '3'] -> (6/7 + (3 / (1/9 * (1/3 + 5/6))))
[40265] ['2/9', '9/7', '9/7', '5/2', '5'] -> ((5/2 - (9/7 / 9/7)) + (5 / 2/9))
[40266] ['1/5', '3/8', '3/8', '7/5', '4'] -> (4 * ((7/5 / 1/5) - (3/8 / 3/8)))
[40267] ['5/9', '4/7', '1', '5/3', '5/2'] -> ((5/3 / 5/2) / (1 - (5/9 / 4/7)))
[40268] ['1/6', '2/3', '4/5', '7/6', '6'] -> ((6 - (7/6 + (2/3 / 4/5))) / 1/6)
[40269] ['2/7', '2/7', '2/5', '5/7', '2'] -> (2/7 / ((5/7 / (2/5 + 2)) - 2/7))
[40270] ['4/9', '5/6', '6/5', '4/3', '4'] -> (4 / ((4/9 + 5/6) - (4/3 / 6/5)))
[40271] ['1/9', '1/3', '5/6', '8/9', '3'] -> ((3 * (1/9 + 1/3)) / (8/9 - 5/6))
[40272] ['1/9', '1/8', '1/4', '6/7', '5'] -> ((5 - (1/4 / (1/8 * 6/7))) / 1/9)
[40273] ['1/5', '3/8', '3/8', '5/3', '4'] -> (4 / ((3/8 + 5/3) - (3/8 / 1/5)))
[40274] ['1/6', '6/7', '5/3', '7/3', '5'] -> ((5/3 + 7/3) * (1/6 + (5 / 6/7)))
[40275] ['1/3', '3/8', '2/5', '2/3', '8'] -> ((2/3 / (2/5 - 3/8)) - (1/3 * 8))
[40276] ['8/7', '4/3', '7/5', '7/3', '6'] -> ((4/3 * 7/5) * ((7/3 * 6) - 8/7))
[40277] ['1/9', '1/8', '1/4', '7/8', '5'] -> ((5 - (7/8 / (1/8 + 1/4))) / 1/9)
[40278] ['1/6', '2/3', '4/5', '7/5', '6'] -> ((7/5 - 4/5) / (1/6 / (2/3 + 6)))
[40279] ['1/9', '1/3', '5/6', '8/7', '3'] -> (3 / (1/9 * (5/6 + (1/3 / 8/7))))
[40280] ['1/5', '3/8', '3/8', '7/4', '4'] -> ((3/8 + 7/4) + ((3/8 + 4) / 1/5))
[40281] ['1/7', '7/9', '8/7', '7/5', '9'] -> (7/5 * ((9 * (7/9 + 8/7)) - 1/7))
[40282] ['2/7', '2/7', '2/5', '4/5', '2'] -> ((2 / (2/7 * 2/7)) - (2/5 / 4/5))
[40283] ['8/7', '4/3', '7/5', '7/2', '6'] -> (7/2 * (8/7 + (6 * (4/3 / 7/5))))
[40284] ['1/3', '3/8', '2/5', '7/9', '8'] -> (8 * (7/9 + ((1/3 / 3/8) / 2/5)))
[40285] ['1/7', '7/9', '8/7', '3/2', '9'] -> ((8/7 - (1/7 - 7/9)) * (3/2 * 9))
[40286] ['1/9', '1/5', '2/5', '8/5', '4'] -> (8/5 / ((1/9 * (1/5 + 4)) - 2/5))
[40287] ['1/9', '1/3', '5/6', '5/4', '3'] -> (((1/3 + 3) - (5/6 / 5/4)) / 1/9)
[40288] ['8/7', '4/3', '7/5', '9/2', '6'] -> (7/5 * (6 + (9/2 * (8/7 + 4/3))))
[40289] ['2/9', '9/7', '4/3', '7/5', '5'] -> (((9/7 + 5) - (4/3 / 7/5)) / 2/9)
[40290] ['1/5', '3/8', '3/8', '5/2', '4'] -> (((3/8 + 4) / 1/5) - (3/8 - 5/2))
[40291] ['2/7', '2/7', '2/5', '6/7', '2'] -> ((((6/7 + 2) / 2/5) - 2/7) / 2/7)
[40292] ['1/6', '2/3', '4/5', '9/4', '6'] -> ((2/3 + (6 / (4/5 * 9/4))) / 1/6)
[40293] ['1/9', '1/5', '2/5', '5/3', '4'] -> (2/5 / ((1/9 / 5/3) - (1/5 / 4)))
[40294] ['1/6', '6/7', '5/3', '9/2', '5'] -> ((((9/2 / 1/6) - 5) / 6/7) - 5/3)
[40295] ['1/7', '7/9', '8/7', '8/5', '9'] -> (8/5 * ((7/9 * 9) + (8/7 / 1/7)))
[40296] ['2/9', '9/7', '4/3', '3/2', '5'] -> (4/3 / ((3/2 / 9/7) - (2/9 * 5)))
[40297] ['4/9', '5/6', '6/5', '9/4', '4'] -> (4 / (5/6 * (6/5 - (4/9 * 9/4))))
[40298] ['1/8', '7/9', '7/6', '7/3', '5'] -> (5 / (1/8 * (7/3 - (7/9 / 7/6))))
[40299] ['3/8', '7/9', '8/7', '3/2', '3'] -> (3 / ((3/8 / 7/9) + (8/7 - 3/2)))
[40300] ['1/6', '6/7', '7/4', '7/4', '5'] -> (6/7 + ((7/4 + 5) / (1/6 * 7/4)))
[40301] ['3/8', '3/5', '5/7', '5/3', '4'] -> (((5/3 / 5/7) + (4 / 3/5)) / 3/8)
[40302] ['1/9', '1/5', '2/5', '9/4', '4'] -> ((4 + (2/5 / 1/5)) / (1/9 * 9/4))
[40303] ['1/9', '1/8', '1/4', '9/5', '5'] -> (5 / ((1/8 / 9/5) - (1/9 - 1/4)))
[40304] ['1/6', '2/3', '5/6', '9/7', '6'] -> (2/3 + (6 / (9/7 * (1/6 / 5/6))))
[40305] ['8/7', '4/3', '3/2', '9/4', '6'] -> (6 * (9/4 + (3/2 / (8/7 / 4/3))))
[40306] ['1/5', '3/8', '2/5', '4/9', '4'] -> (3/8 + ((1/5 + 4) / (2/5 * 4/9)))
[40307] ['1/9', '1/8', '1/4', '9/4', '5'] -> (5 / (1/9 * (9/4 - (1/8 + 1/4))))
[40308] ['2/7', '2/7', '2/5', '8/7', '2'] -> ((8/7 + ((2/7 + 2) / 2/5)) / 2/7)
[40309] ['1/9', '1/5', '2/5', '7/3', '4'] -> ((7/3 * 4) / ((1/5 / 2/5) - 1/9))
[40310] ['3/8', '3/5', '5/7', '9/5', '4'] -> (((4 / 5/7) - 3/5) / (3/8 / 9/5))
[40311] ['1/3', '3/8', '2/5', '7/6', '8'] -> ((8 / 2/5) + ((1/3 + 7/6) / 3/8))
[40312] ['3/8', '7/9', '8/7', '7/4', '3'] -> (3 / (7/4 - (8/7 + (3/8 / 7/9))))
[40313] ['1/6', '6/7', '7/4', '5/2', '5'] -> (((6/7 * 7/4) - (5/2 - 5)) / 1/6)
[40314] ['2/9', '9/7', '4/3', '9/5', '5'] -> ((9/7 + 9/5) * (5 * (2/9 + 4/3)))
[40315] ['1/6', '2/3', '5/6', '9/5', '6'] -> ((6 - (2/3 * 9/5)) / (1/6 / 5/6))
[40316] ['1/9', '1/5', '2/5', '5/2', '4'] -> ((4 / (1/9 * 5/2)) / (1/5 + 2/5))
[40317] ['1/3', '3/8', '2/5', '5/4', '8'] -> (8 * ((5/4 / 2/5) - (1/3 * 3/8)))
[40318] ['8/7', '4/3', '8/5', '8/5', '6'] -> ((4/3 * 6) * (8/5 + (8/5 / 8/7)))
[40319] ['3/8', '7/9', '8/7', '9/5', '3'] -> ((8/7 + (3 / 7/9)) / (3/8 / 9/5))
[40320] ['2/7', '2/7', '2/5', '5/4', '2'] -> ((2 / (2/7 * 2/7)) - (2/5 * 5/4))
[40321] ['1/5', '3/8', '2/5', '5/8', '4'] -> ((4 + (2/5 / 1/5)) / (5/8 - 3/8))
[40322] ['1/6', '6/7', '7/4', '9/2', '5'] -> ((5 / 1/6) - (9/2 + (6/7 * 7/4)))
[40323] ['4/9', '5/6', '5/4', '8/5', '4'] -> (5/6 / ((5/4 / 4) - (4/9 / 8/5)))
[40324] ['1/7', '7/9', '8/7', '9/2', '9'] -> ((8/7 - (1/7 - 7/9)) * (9/2 + 9))
[40325] ['1/8', '7/9', '6/5', '4/3', '5'] -> (5 / ((4/3 / 6/5) - (1/8 + 7/9)))
[40326] ['1/9', '1/5', '2/5', '7/2', '4'] -> (4 / (1/9 * (7/2 - (2/5 / 1/5))))
[40327] ['1/7', '7/9', '7/6', '7/6', '9'] -> (((7/6 / 1/7) + (7/6 * 9)) / 7/9)
[40328] ['4/9', '5/6', '5/4', '9/5', '4'] -> (4 / ((9/5 * (4/9 * 5/4)) - 5/6))
[40329] ['3/8', '3/5', '5/7', '8/3', '4'] -> (((8/3 / 5/7) + (4 / 3/8)) / 3/5)
[40330] ['1/8', '7/9', '6/5', '3/2', '5'] -> (((5 / 6/5) - (7/9 * 3/2)) / 1/8)
[40331] ['1/9', '1/5', '3/7', '3/7', '4'] -> (4 * ((3/7 / 1/9) + (3/7 / 1/5)))
[40332] ['1/6', '6/7', '9/5', '7/3', '5'] -> (6/7 + (5 / (7/3 * (1/6 / 9/5))))
[40333] ['2/9', '9/7', '4/3', '8/3', '5'] -> (9/7 * ((4/3 * 5) + (8/3 / 2/9)))
[40334] ['1/9', '1/3', '6/7', '5/4', '3'] -> ((3 / 1/9) / ((5/4 / 6/7) - 1/3))
[40335] ['1/7', '7/9', '7/6', '6/5', '9'] -> (((9 / (7/9 + 7/6)) - 6/5) / 1/7)
[40336] ['3/8', '3/5', '5/7', '7/2', '4'] -> (3/5 / ((3/8 / 5/7) + (7/2 - 4)))
[40337] ['3/8', '7/9', '8/7', '3', '7/2'] -> ((3 + (8/7 * 7/2)) / (3/8 * 7/9))
