[70921] ['1/5', '4/7', '9/7', '9/7', '6'] -> (((9/7 / 1/5) + (9/7 + 6)) / 4/7)
[76500] ['5/9', '7/8', '7/6', '3/2', '4'] -> ((7/6 / (7/8 - (5/9 * 3/2))) - 4)
[76501] ['2/7', '3/8', '3/7', '4/9', '5'] -> (5 / (3/8 * (3/7 + (2/7 * 4/9))))
[76502] ['1/9', '5/7', '5/7', '7/5', '6'] -> (6 + ((5/7 + 5/7) / (1/9 / 7/5)))
[76503] ['2/5', '5/3', '7/4', '3', '9/2'] -> ((7/4 * 3) + (9/2 / (2/5 / 5/3)))
[76504] ['1/6', '4/5', '6/5', '9/7', '9'] -> (4/5 / (6/5 - (9 * (1/6 / 9/7))))
[76505] ['1/7', '1/2', '3/5', '5/7', '5'] -> ((1/7 + 5) / (5/7 * (1/2 * 3/5)))
[76506] ['1/5', '3/7', '8/9', '3/2', '8'] -> ((3/7 + 3/2) * (8 + (8/9 / 1/5)))
[76507] ['1/8', '2/9', '5/4', '3', '7/2'] -> (7/2 / ((1/8 / 2/9) - (5/4 / 3)))
[76508] ['2/5', '8/7', '8/7', '8/7', '4'] -> (8/7 + ((8/7 + 8/7) / (2/5 / 4)))
[76509] ['1/5', '3/7', '8/9', '8/5', '8'] -> ((8 - (8/5 / 3/7)) / (1/5 * 8/9))
[76510] ['5/9', '7/8', '7/6', '5/3', '4'] -> ((4 + (5/3 / 5/9)) / (7/6 - 7/8))
[76511] ['1/9', '2/5', '4/9', '1/2', '7'] -> ((4/9 / (1/9 * 2/5)) + (7 / 1/2))
[76512] ['1/5', '7/9', '7/9', '8/3', '5'] -> (8/3 / (((7/9 + 7/9) / 5) - 1/5))
[76513] ['2/5', '5/3', '9/5', '9/4', '3'] -> (2/5 / ((5/3 - 9/4) + (9/5 / 3)))
[76514] ['1/8', '1/8', '1/5', '2/3', '4'] -> (4 / ((1/8 + 2/3) - (1/8 / 1/5)))
[76515] ['2/7', '3/8', '3/7', '4/5', '5'] -> (5 * (4/5 + (3/7 / (2/7 * 3/8))))
[76516] ['1/8', '2/9', '5/4', '3', '9/2'] -> (3 / (5/4 - (1/8 + (2/9 * 9/2))))
[76517] ['1/9', '5/8', '6/7', '5/4', '5'] -> ((5 - (5/4 / (5/8 * 6/7))) / 1/9)
[76518] ['1/6', '4/5', '5/4', '5/4', '9'] -> (9 / (1/6 * (5/4 + (4/5 * 5/4))))
[76519] ['2/7', '7/5', '7/5', '7/4', '2'] -> ((7/5 + (2 / 2/7)) / (7/4 - 7/5))
[76520] ['2/5', '8/7', '8/7', '6/5', '4'] -> (8/7 / ((2/5 / 6/5) - (8/7 / 4)))
[76521] ['1/5', '7/9', '7/9', '7/2', '5'] -> ((5 / 1/5) - (7/9 + (7/9 / 7/2)))
[76522] ['1/5', '3/7', '8/9', '5/3', '8'] -> (8/9 * ((5/3 / 1/5) + (8 / 3/7)))
[76523] ['1/8', '1/8', '1/5', '5/7', '4'] -> (5/7 * ((1/5 / 1/8) + (4 / 1/8)))
[76524] ['1/9', '2/5', '4/9', '4/7', '7'] -> ((4/7 * 7) / (4/9 - (1/9 / 2/5)))
[76525] ['4/7', '1', '5/4', '5/4', '9/2'] -> (9/2 / ((1 / 4/7) - (5/4 * 5/4)))
[76526] ['1/9', '5/8', '6/7', '9/7', '5'] -> ((6/7 + (5 / 1/9)) / (5/8 + 9/7))
[76527] ['2/5', '5/3', '9/5', '3', '7/2'] -> (9/5 * ((5/3 * 7/2) + (3 / 2/5)))
[76528] ['1/8', '1/5', '7/9', '4/3', '4'] -> (4/3 / (1/5 * (7/9 - (1/8 * 4))))
[76529] ['1/7', '1/2', '3/5', '7/8', '5'] -> (3/5 / ((1/7 * 7/8) - (1/2 / 5)))
[76530] ['5/9', '7/8', '7/6', '7/3', '4'] -> ((7/3 + 4) / ((5/9 + 7/8) - 7/6))
[76531] ['1/6', '4/5', '5/4', '4/3', '9'] -> (4/3 / (1/6 - ((4/5 * 5/4) / 9)))
[76532] ['1/9', '2/5', '4/9', '5/8', '7'] -> ((7 / (2/5 * 5/8)) - (4/9 / 1/9))
[76533] ['1/9', '5/7', '3/4', '7/9', '6'] -> ((6 * (1/9 / 7/9)) / (3/4 - 5/7))
[76534] ['2/5', '5/3', '9/4', '7/3', '3'] -> ((3 * (2/5 * 5/3)) / (7/3 - 9/4))
[76535] ['2/7', '3/8', '3/7', '6/5', '5'] -> ((3/7 * 6/5) * (5 / (2/7 * 3/8)))
[76536] ['2/5', '8/7', '8/7', '3/2', '4'] -> ((8/7 + (8/7 / 2/5)) * (3/2 * 4))
[76537] ['5/9', '7/8', '7/6', '7/2', '4'] -> ((7/6 / 7/8) / ((5/9 + 7/2) - 4))
[76538] ['2/5', '5/3', '9/4', '5/2', '3'] -> ((9/4 * 5/2) * (3 - (2/5 - 5/3)))
[76539] ['1/8', '1/5', '7/9', '8/5', '4'] -> ((7/9 + (4 / (1/5 + 8/5))) / 1/8)
[76540] ['1/8', '1/8', '1/5', '8/9', '4'] -> ((4 - (1/8 / 1/5)) / (1/8 / 8/9))
[76541] ['2/7', '7/5', '7/5', '2', '5/2'] -> (7/5 / ((5/2 / (2 - 2/7)) - 7/5))
[76542] ['1/6', '4/5', '5/4', '5/3', '9'] -> (5/3 / ((1/6 / 4/5) - (5/4 / 9)))
[76543] ['1/7', '1/2', '3/5', '8/7', '5'] -> (3/5 / ((1/7 / 8/7) - (1/2 / 5)))
[76544] ['1/8', '1/8', '1/5', '8/7', '4'] -> (8/7 * ((1/8 / 1/8) + (4 / 1/5)))
[76545] ['2/5', '8/7', '8/7', '5/3', '4'] -> (4 / (((5/3 - 8/7) / 2/5) - 8/7))
[76546] ['2/5', '5/3', '9/4', '8/3', '3'] -> (5/3 * (2/5 + (8/3 * (9/4 + 3))))
[76547] ['1/5', '3/7', '8/9', '7/2', '8'] -> (7/2 * ((8 / 8/9) - (3/7 / 1/5)))
[76548] ['5/9', '7/8', '6/5', '5/4', '4'] -> ((5/4 * 4) / (7/8 - (5/9 * 6/5)))
[76549] ['2/5', '5/3', '7/3', '5/2', '3'] -> (5/2 * (5/3 + (7/3 * (2/5 + 3))))
[76550] ['1/8', '1/5', '7/9', '9/4', '4'] -> (4 / (1/5 * (7/9 + (1/8 / 9/4))))
[76551] ['1/8', '2/9', '9/7', '7/3', '3'] -> (9/7 / ((2/9 / 7/3) - (1/8 / 3)))
[76552] ['1/9', '5/8', '6/7', '7/4', '5'] -> ((5/8 + 5) + (7/4 / (1/9 * 6/7)))
[76553] ['1/8', '1/8', '1/5', '4/3', '4'] -> (4 / ((1/5 * (1/8 + 4/3)) - 1/8))
[76554] ['2/7', '3/8', '3/7', '7/2', '5'] -> ((7/2 + (5 / 2/7)) / (3/8 / 3/7))
[76555] ['1/5', '3/7', '8/9', '9/2', '8'] -> ((3/7 * 9/2) * (8 + (8/9 / 1/5)))
[76556] ['1/9', '5/7', '3/4', '8/7', '6'] -> (8/7 / (((5/7 / 3/4) / 6) - 1/9))
[76557] ['1/8', '1/5', '7/9', '7/3', '4'] -> ((4 + (7/3 / 1/5)) / (7/9 - 1/8))
[76558] ['2/5', '5/3', '7/3', '3', '7/2'] -> ((7/3 * (7/2 + (3 / 2/5))) - 5/3)
[76559] ['1/9', '2/5', '4/9', '7/8', '7'] -> ((4/9 / 1/9) + (7 / (2/5 * 7/8)))
[76560] ['1/7', '1/2', '3/5', '5/3', '5'] -> ((5 + (5/3 / (1/7 / 3/5))) / 1/2)
[76561] ['1/9', '5/7', '3/4', '7/6', '6'] -> (5/7 / ((3/4 / 6) - (1/9 / 7/6)))
[76562] ['1/8', '1/8', '1/5', '3/2', '4'] -> (4 / ((1/8 / (1/5 - 1/8)) - 3/2))
[76563] ['1/5', '3/7', '9/8', '9/8', '8'] -> (8 * ((9/8 / 1/5) - (9/8 / 3/7)))
[76564] ['2/5', '8/7', '8/7', '4', '9/2'] -> (8/7 + ((4 + (8/7 * 9/2)) / 2/5))
[76565] ['2/7', '3/8', '4/9', '4/9', '5'] -> ((5 / (4/9 * 4/9)) - (3/8 / 2/7))
[76566] ['4/7', '1', '5/4', '9/7', '7/2'] -> ((4/7 + (1 / 7/2)) / (9/7 - 5/4))
[76567] ['1/9', '2/5', '4/9', '8/9', '7'] -> ((4/9 + (8/9 * 7)) / (1/9 / 2/5))
[76568] ['2/7', '7/5', '3/2', '7/4', '2'] -> ((3/2 + (7/5 / 2/7)) * (7/4 + 2))
[76569] ['1/7', '1/2', '3/5', '7/4', '5'] -> ((3/5 / 7/4) * (5 / (1/7 * 1/2)))
[76570] ['1/9', '5/7', '3/4', '6/5', '6'] -> (6 / (1/9 * (6/5 + (3/4 / 5/7))))
[76571] ['1/5', '7/9', '4/5', '7/5', '5'] -> ((4/5 - (7/5 / 7/9)) + (5 / 1/5))
[76572] ['1/8', '2/9', '4/3', '8/5', '3'] -> ((3 + (8/5 * (1/8 + 4/3))) / 2/9)
[76573] ['1/7', '1/2', '3/5', '9/5', '5'] -> (((3/5 / 1/7) - 9/5) / (1/2 / 5))
[76574] ['2/5', '8/7', '7/6', '6/5', '4'] -> ((4 * (2/5 / 7/6)) / (6/5 - 8/7))
[76575] ['1/9', '5/8', '6/7', '5/2', '5'] -> (((5/2 / 1/9) - 5) / (5/8 / 6/7))
[76576] ['2/5', '5/3', '3', '7/2', '7/2'] -> (5/3 * ((2/5 + 7/2) + (3 * 7/2)))
[76577] ['1/8', '2/9', '4/3', '9/5', '3'] -> (9/5 * ((3 / 2/9) - (1/8 * 4/3)))
[76578] ['1/9', '2/5', '4/9', '9/7', '7'] -> (((1/9 + 9/7) / (2/5 / 7)) - 4/9)
[76579] ['2/7', '3/8', '4/9', '4/7', '5'] -> ((4/7 * 5) / (2/7 - (3/8 * 4/9)))
[76580] ['1/9', '5/8', '6/7', '8/3', '5'] -> (((8/3 / 6/7) - 1/9) / (5/8 / 5))
[76581] ['1/8', '1/5', '7/9', '4', '9/2'] -> (((7/9 / 1/5) - (4 / 9/2)) / 1/8)
[76582] ['4/7', '1', '5/4', '4/3', '8/5'] -> (8/5 / ((1 / (4/7 * 5/4)) - 4/3))
[76583] ['5/9', '7/8', '6/5', '7/4', '4'] -> (4 / ((5/9 * 6/5) - (7/8 / 7/4)))
[76584] ['1/8', '1/8', '1/5', '7/2', '4'] -> (((1/8 + 4) / 1/5) - (1/8 - 7/2))
[76585] ['1/9', '5/8', '6/7', '7/2', '5'] -> ((5 / (1/9 * 5/8)) / (6/7 * 7/2))
[76586] ['2/7', '3/8', '4/9', '3/5', '5'] -> (3/8 + ((3/5 * 5) / (2/7 * 4/9)))
[76587] ['2/5', '8/7', '7/6', '3/2', '4'] -> ((4 / (2/5 * 7/6)) / (3/2 - 8/7))
[76588] ['2/5', '7/4', '7/4', '9/4', '3'] -> (((7/4 + 7/4) / (2/5 / 3)) - 9/4)
[76589] ['4/7', '1', '5/4', '4/3', '7/4'] -> ((1 + (4/7 * 7/4)) / (4/3 - 5/4))
[76590] ['1/9', '2/5', '4/9', '7/4', '7'] -> (7 / (7/4 * (4/9 - (1/9 / 2/5))))
[76591] ['1/7', '1/2', '5/8', '5/8', '5'] -> ((5 + (5/8 / (1/7 * 5/8))) / 1/2)
[76592] ['2/5', '8/7', '7/6', '5/3', '4'] -> (((2/5 * 5/3) / (7/6 - 8/7)) - 4)
[76593] ['1/5', '3/7', '9/8', '8/5', '8'] -> ((8 - (8/5 / 3/7)) / (1/5 / 9/8))
[76594] ['2/5', '7/4', '7/4', '7/3', '3'] -> (3 / ((7/4 / (2/5 * 7/3)) - 7/4))
[76595] ['5/9', '7/8', '6/5', '7/3', '4'] -> (4 * (6/5 + (7/3 / (5/9 * 7/8))))
[76596] ['1/9', '5/8', '7/8', '9/8', '5'] -> (5 / (7/8 - (1/9 + (5/8 / 9/8))))
[76597] ['5/9', '7/8', '6/5', '5/2', '4'] -> ((6/5 + (4 / 5/9)) / (7/8 / 5/2))
[76598] ['1/5', '3/7', '9/8', '5/3', '8'] -> (((5/3 / 1/5) + (8 / 3/7)) / 9/8)
[76599] ['1/7', '1/2', '5/8', '7/9', '5'] -> (5 / (7/9 * (5/8 + (1/7 - 1/2))))
[76600] ['2/7', '7/5', '8/5', '9/5', '2'] -> (8/5 + ((7/5 + 9/5) / (2/7 / 2)))
[76601] ['1/8', '1/5', '5/6', '6/7', '4'] -> ((1/5 + 4) * (6/7 / (1/8 / 5/6)))
[76602] ['1/9', '2/5', '4/9', '8/3', '7'] -> (((7 + (1/9 + 8/3)) / 2/5) - 4/9)
[76603] ['2/5', '8/7', '7/6', '5/2', '4'] -> (4 / (7/6 * (8/7 - (2/5 * 5/2))))
[76604] ['1/9', '5/7', '3/4', '7/4', '6'] -> (6 + ((3/4 + (5/7 * 7/4)) / 1/9))
[76605] ['2/7', '3/8', '4/9', '5/6', '5'] -> ((2/7 / (4/9 - 3/8)) * (5/6 + 5))
[76606] ['1/9', '5/8', '7/8', '7/6', '5'] -> ((5/8 + 5) + ((7/8 + 7/6) / 1/9))
[76607] ['4/7', '1', '5/4', '4/3', '5/2'] -> ((4/7 * (1 + 5/2)) / (4/3 - 5/4))
[76608] ['5/9', '7/8', '6/5', '4', '9/2'] -> ((4 + (5/9 * 6/5)) / (7/8 / 9/2))
[76609] ['1/8', '1/8', '2/9', '5/8', '4'] -> ((4 / 2/9) + ((1/8 + 5/8) / 1/8))
[76610] ['2/5', '8/7', '7/6', '7/2', '4'] -> (4 / (7/2 - (7/6 / (2/5 / 8/7))))
[76611] ['1/9', '2/5', '4/9', '7/2', '7'] -> (((7 + (4/9 / 1/9)) / 2/5) - 7/2)
[76612] ['1/5', '3/7', '9/8', '9/5', '8'] -> (((9/8 * 8) - (9/5 / 3/7)) / 1/5)
[76613] ['5/9', '7/8', '5/4', '5/4', '4'] -> ((4 / (5/9 / 5/4)) / (5/4 - 7/8))
[76614] ['4/7', '1', '5/4', '4/3', '8/3'] -> ((4/3 + (8/3 / 4/7)) / (5/4 - 1))
[76615] ['2/7', '7/5', '8/5', '2', '5/2'] -> (8/5 + ((7/5 + (2 * 5/2)) / 2/7))
[76616] ['1/5', '7/9', '5/6', '6/7', '5'] -> (7/9 * (6/7 + (5 / (1/5 * 5/6))))
[76617] ['1/6', '4/5', '4/3', '7/4', '9'] -> (((9 / 4/3) - 7/4) / (1/6 / 4/5))
[76618] ['1/9', '5/8', '7/8', '5/4', '5'] -> ((5 / (1/9 * 5/4)) / (5/8 + 7/8))
[76619] ['1/9', '2/5', '4/9', '9/2', '7'] -> (((4/9 / 2/5) + (7 / 9/2)) / 1/9)
[76620] ['2/5', '7/4', '9/5', '9/4', '3'] -> ((9/5 + 3) / (2/5 * (9/4 - 7/4)))
[76621] ['2/7', '3/8', '4/9', '8/9', '5'] -> (((4/9 * 5) / (3/8 - 2/7)) - 8/9)
[76622] ['2/7', '7/5', '8/5', '2', '7/2'] -> ((7/5 + 8/5) * (7/2 * (2/7 + 2)))
[76623] ['2/5', '8/7', '6/5', '5/4', '4'] -> (((6/5 / 2/5) / (5/4 - 8/7)) - 4)
[76624] ['2/5', '7/4', '9/5', '7/3', '3'] -> (2/5 / ((7/4 - 7/3) + (9/5 / 3)))
[76625] ['1/5', '7/9', '5/6', '9/8', '5'] -> ((1/5 * 5) / ((7/9 * 9/8) - 5/6))
[76626] ['1/8', '2/9', '3/2', '8/5', '3'] -> (3/2 + ((1/8 + 3) / (2/9 / 8/5)))
[76627] ['1/5', '3/7', '9/8', '8/3', '8'] -> ((8/3 / (1/5 * 3/7)) - (8 / 9/8))
[76628] ['1/7', '1/2', '5/8', '4/3', '5'] -> (5 / (1/7 * (4/3 - (1/2 - 5/8))))
[76629] ['1/8', '1/8', '2/9', '8/9', '4'] -> ((4 / (1/8 + 1/8)) / (8/9 - 2/9))
[76630] ['2/5', '8/7', '6/5', '3/2', '4'] -> ((6/5 / ((2/5 + 8/7) - 3/2)) - 4)
[76631] ['2/5', '7/4', '9/4', '9/4', '3'] -> (3 / ((9/4 + 9/4) - (7/4 / 2/5)))
[76632] ['1/9', '5/8', '7/8', '8/5', '5'] -> (5 / (1/9 * (7/8 + (5/8 * 8/5))))
[76633] ['5/9', '7/8', '5/4', '5/3', '4'] -> ((5/4 + 5/3) * (4 / (5/9 * 7/8)))
[76634] ['1/5', '3/7', '9/8', '7/2', '8'] -> (7/2 * ((9/8 * 8) - (3/7 / 1/5)))
[76635] ['1/8', '2/9', '3/2', '7/3', '3'] -> (((7/3 / 2/9) - 3/2) / (1/8 * 3))
[76636] ['2/5', '8/7', '6/5', '5/3', '4'] -> ((8/7 + 4) * (5/3 + (6/5 / 2/5)))
[76637] ['2/7', '7/5', '5/3', '9/5', '2'] -> ((7/5 * (2/7 + 2)) / (9/5 - 5/3))
[76638] ['1/7', '1/2', '5/8', '3/2', '5'] -> (((3/2 / 1/7) - (1/2 - 5)) / 5/8)
[76639] ['1/9', '5/7', '7/9', '4/5', '6'] -> ((7/9 * 4/5) * (6 / (1/9 / 5/7)))
[76640] ['1/9', '2/5', '1/2', '3/4', '7'] -> (7 / (1/2 - (3/4 * (1/9 / 2/5))))
[76641] ['2/5', '8/7', '6/5', '7/4', '4'] -> ((6/5 * 7/4) * (4 / (2/5 / 8/7)))
[76642] ['1/5', '7/9', '5/6', '9/7', '5'] -> ((5 - (7/9 * 9/7)) / (1/5 * 5/6))
[76643] ['2/7', '7/5', '5/3', '2', '9/4'] -> ((2 / (2/7 * (5/3 - 7/5))) - 9/4)
[76644] ['1/7', '1/2', '5/8', '5/3', '5'] -> (5 / (1/7 * (5/8 + (1/2 * 5/3))))
[76645] ['2/7', '3/8', '4/9', '3/2', '5'] -> ((5 / (2/7 * 3/8)) / (4/9 + 3/2))
[76646] ['2/5', '7/4', '9/4', '3', '7/2'] -> ((9/4 / 2/5) + (7/2 * (7/4 * 3)))
[76647] ['1/8', '2/9', '8/5', '7/4', '3'] -> (8/5 * ((7/4 / (2/9 - 1/8)) - 3))
[76648] ['1/9', '5/8', '7/8', '9/4', '5'] -> ((9/4 / 1/9) - (5/8 - (7/8 * 5)))
[76649] ['1/9', '5/7', '7/9', '8/9', '6'] -> (8/9 / (7/9 * (5/7 - (1/9 * 6))))
[76650] ['2/5', '8/7', '6/5', '9/4', '4'] -> ((8/7 * 4) * (9/4 + (6/5 / 2/5)))
[76651] ['1/9', '2/5', '1/2', '4/5', '7'] -> ((1/2 / 1/9) + ((4/5 + 7) / 2/5))
[76652] ['1/8', '1/5', '6/7', '8/7', '4'] -> ((1/5 + 4) * ((6/7 / 1/8) - 8/7))
[76653] ['4/7', '1', '5/4', '7/5', '5/2'] -> ((5/4 / (5/2 - (7/5 / 4/7))) - 1)
[76654] ['2/7', '7/5', '5/3', '2', '5/2'] -> (5/3 * (5/2 + ((7/5 + 2) / 2/7)))
[76655] ['1/7', '1/2', '5/8', '9/4', '5'] -> (((5 - (5/8 / 1/2)) / 1/7) - 9/4)
[76656] ['2/7', '3/8', '4/9', '7/4', '5'] -> (5 / (7/4 * (2/7 - (3/8 * 4/9))))
[76657] ['1/8', '1/5', '6/7', '7/6', '4'] -> ((6/7 / 1/8) + (4 / (1/5 * 7/6)))
[76658] ['1/6', '4/5', '8/5', '5/3', '9'] -> (9 / (((5/3 - 4/5) / 8/5) - 1/6))
[76659] ['1/5', '7/9', '5/6', '5/3', '5'] -> ((1/5 / (5/6 - 7/9)) * (5/3 + 5))
[76660] ['2/5', '7/4', '7/3', '3', '7/2'] -> (3 * ((7/2 / 2/5) - (7/4 / 7/3)))
[76661] ['1/8', '1/8', '2/9', '9/5', '4'] -> (4 / ((1/8 / 9/5) - (1/8 - 2/9)))
[76662] ['1/9', '2/5', '1/2', '8/9', '7'] -> ((1/2 + 7) * (8/9 / (1/9 / 2/5)))
[76663] ['1/9', '5/7', '7/9', '6/5', '6'] -> ((7/9 / (1/9 / 5/7)) * (6 - 6/5))
[76664] ['4/7', '1', '5/4', '7/5', '9/2'] -> ((4/7 * 9/2) / (1 - (5/4 / 7/5)))
[76665] ['1/5', '3/7', '8/7', '7/2', '8'] -> (((8 / (1/5 * 7/2)) - 8/7) / 3/7)
[76666] ['2/7', '7/5', '5/3', '2', '9/2'] -> ((7/5 * 5/3) * (9/2 * (2/7 + 2)))
[76667] ['1/8', '1/5', '6/7', '5/4', '4'] -> (4 / ((5/4 * (1/5 / 6/7)) - 1/8))
[76668] ['1/6', '4/5', '8/5', '8/3', '9'] -> (8/3 / (1/6 - ((4/5 / 8/5) / 9)))
[76669] ['5/9', '7/8', '9/7', '4/3', '4'] -> ((4 / 4/3) / ((7/8 / 9/7) - 5/9))
[76670] ['1/9', '2/5', '1/2', '9/8', '7'] -> ((1/2 + 7) / (9/8 * (1/9 / 2/5)))
[76671] ['2/7', '3/8', '4/9', '9/4', '5'] -> ((5 / (4/9 / 9/4)) - (3/8 / 2/7))
[76672] ['4/7', '1', '5/4', '3/2', '3/2'] -> (1 / (3/2 - (5/4 / (4/7 * 3/2))))
[76673] ['1/9', '5/7', '7/9', '5/4', '6'] -> ((7/9 / 5/4) * (6 / (1/9 / 5/7)))
[76674] ['2/5', '7/4', '5/2', '8/3', '3'] -> ((7/4 + (5/2 / 2/5)) / (3 - 8/3))
[76675] ['2/7', '3/8', '4/9', '7/3', '5'] -> ((4/9 * 5) + (7/3 / (2/7 * 3/8)))
[76676] ['1/5', '7/9', '5/6', '9/4', '5'] -> ((5 + (7/9 / 1/5)) / (5/6 / 9/4))
[76677] ['1/5', '3/7', '7/6', '5/4', '8'] -> ((8 / (3/7 - 1/5)) / (7/6 * 5/4))
[76678] ['1/6', '4/5', '5/3', '5/3', '9'] -> ((1/6 + (5/3 / 4/5)) * (5/3 + 9))
[76679] ['1/7', '1/2', '2/3', '7/9', '5'] -> ((7/9 * (1/7 + 5)) / (2/3 - 1/2))
[76680] ['1/8', '1/8', '1/4', '2/5', '4'] -> ((1/8 + (1/4 / 2/5)) / (1/8 / 4))
[76681] ['1/9', '5/8', '8/9', '3/2', '5'] -> (3/2 * ((8/9 / 1/9) + (5 / 5/8)))
[76682] ['1/6', '4/5', '5/3', '7/4', '9'] -> (((9 / 5/3) - (4/5 * 7/4)) / 1/6)
[76683] ['1/8', '1/5', '6/7', '3/2', '4'] -> (((3/2 / 1/5) - 4) / (1/8 / 6/7))
[76684] ['2/7', '3/8', '4/9', '8/3', '5'] -> (5 / ((4/9 / (2/7 * 8/3)) - 3/8))
[76685] ['1/9', '5/8', '8/9', '8/5', '5'] -> (5/8 * ((5 / (1/9 / 8/9)) - 8/5))
[76686] ['2/5', '7/4', '8/3', '3', '7/2'] -> (3 + (8/3 * (7/2 + (7/4 / 2/5))))
[76687] ['4/7', '1', '5/4', '3/2', '7/4'] -> (3/2 / (((7/4 - 1) / 4/7) - 5/4))
[76688] ['1/9', '5/7', '7/9', '3/2', '6'] -> (6 / ((1/9 / (7/9 - 5/7)) - 3/2))
[76689] ['1/9', '2/5', '1/2', '5/4', '7'] -> ((7 / 1/9) / ((5/4 / 2/5) - 1/2))
[76690] ['1/7', '1/2', '2/3', '9/8', '5'] -> (5 / (1/7 * (9/8 + (1/2 * 2/3))))
[76691] ['4/7', '1', '5/4', '3/2', '9/5'] -> ((3/2 / 5/4) / (9/5 - (1 / 4/7)))
[76692] ['1/9', '5/8', '8/9', '7/4', '5'] -> (5 + ((5/8 + 7/4) / (1/9 / 8/9)))
[76693] ['5/9', '7/8', '9/7', '7/4', '4'] -> (4 / (5/9 - ((7/8 / 9/7) / 7/4)))
[76694] ['1/8', '1/8', '1/4', '7/9', '4'] -> (4 / ((7/9 * (1/8 + 1/4)) - 1/8))
[76695] ['1/5', '7/9', '5/6', '9/2', '5'] -> ((5/6 + 9/2) / ((1/5 * 5) - 7/9))
[76696] ['2/7', '7/5', '7/4', '2', '8/3'] -> (2/7 / (((7/4 + 2) / 7/5) - 8/3))
[76697] ['2/7', '3/8', '1/2', '1/2', '5'] -> ((1/2 + (5 / 2/7)) / (3/8 / 1/2))
[76698] ['4/7', '1', '5/4', '3/2', '7/3'] -> (3/2 / (1 - (5/4 / (4/7 * 7/3))))
[76699] ['1/8', '1/8', '1/4', '6/7', '4'] -> ((4 - (1/8 / 1/4)) / (1/8 / 6/7))
[76700] ['1/9', '2/5', '1/2', '4/3', '7'] -> (7 / (1/2 - ((1/9 / 2/5) / 4/3)))
[76701] ['1/6', '4/5', '7/4', '7/3', '9'] -> (9 / (7/3 - (7/4 + (1/6 / 4/5))))
[76702] ['1/5', '3/7', '7/6', '7/4', '8'] -> ((7/6 + 7/4) * (8 - (1/5 - 3/7)))
[76703] ['1/9', '5/8', '8/9', '9/4', '5'] -> (((5 / (5/8 * 9/4)) - 8/9) / 1/9)
[76704] ['1/7', '1/2', '2/3', '6/5', '5'] -> ((((5 / 6/5) - 2/3) / 1/7) - 1/2)
[76705] ['2/5', '7/4', '3', '9/2', '9/2'] -> ((3 * ((9/2 / 2/5) - 7/4)) - 9/2)
[76706] ['2/5', '8/7', '5/4', '9/4', '4'] -> ((5/4 + 9/4) * (4 + (8/7 / 2/5)))
[76707] ['1/6', '4/5', '7/4', '5/2', '9'] -> ((9 - (4/5 * 5/2)) / (1/6 * 7/4))
[76708] ['1/9', '5/7', '7/9', '7/4', '6'] -> (7/4 * ((5/7 + 6) + (7/9 / 1/9)))
[76709] ['1/8', '1/5', '6/7', '5/2', '4'] -> ((4 - (1/5 * 5/2)) / (1/8 / 6/7))
[76710] ['2/7', '3/8', '1/2', '3/5', '5'] -> (3/5 / (3/8 - (1/2 / (2/7 * 5))))
[76711] ['2/7', '7/5', '7/4', '2', '9/2'] -> ((7/4 / 7/5) + ((2 + 9/2) / 2/7))
[76712] ['1/8', '1/8', '1/4', '8/7', '4'] -> (((4 / 8/7) - (1/8 / 1/4)) / 1/8)
[76713] ['2/5', '8/7', '5/4', '7/3', '4'] -> ((8/7 + 4) * (7/3 / (2/5 * 5/4)))
[76714] ['1/9', '5/8', '8/9', '7/2', '5'] -> (((8/9 * 7/2) - 1/9) / (5/8 / 5))
[76715] ['1/6', '4/5', '7/4', '8/3', '9'] -> (((9 - 7/4) / (4/5 / 8/3)) - 1/6)
[76716] ['1/8', '1/5', '6/7', '8/3', '4'] -> ((4 / (1/8 * 6/7)) - (8/3 / 1/5))
[76717] ['1/5', '7/9', '6/7', '8/9', '5'] -> (6/7 * (((7/9 + 5) / 1/5) - 8/9))
[76718] ['2/5', '9/5', '9/5', '5/2', '3'] -> ((9/5 - (2/5 - 9/5)) * (5/2 * 3))
[76719] ['1/8', '1/8', '1/4', '9/7', '4'] -> (4 / (((1/8 + 1/4) / 9/7) - 1/8))
[76720] ['1/8', '2/9', '9/4', '5/2', '3'] -> (((5/2 / 2/9) - 9/4) / (1/8 * 3))
[76721] ['1/9', '5/8', '9/8', '9/8', '5'] -> (((5 / (1/9 / 5/8)) - 9/8) / 9/8)
[76722] ['2/5', '9/5', '9/5', '3', '7/2'] -> (((7/2 * (9/5 + 9/5)) - 3) / 2/5)
[76723] ['1/7', '1/2', '2/3', '9/5', '5'] -> (9/5 * ((5 / (1/2 - 1/7)) - 2/3))
[76724] ['5/9', '7/8', '9/7', '7/2', '4'] -> ((7/2 / ((7/8 / 9/7) - 5/9)) - 4)
[76725] ['2/5', '8/7', '5/4', '7/2', '4'] -> (7/2 * ((4 / (2/5 * 5/4)) - 8/7))
[76726] ['1/9', '5/7', '7/9', '5/2', '6'] -> (5/2 * (1/9 + ((7/9 + 6) / 5/7)))
[76727] ['2/5', '9/5', '9/5', '3', '9/2'] -> ((9/5 - (2/5 - 9/5)) * (3 + 9/2))
[76728] ['2/7', '3/8', '1/2', '5/6', '5'] -> ((5 / (2/7 * 5/6)) / (3/8 + 1/2))
