[115246] ['1/4', '3/8', '4/7', '3/4', '4'] -> (((4 / 4/7) - 1/4) / (3/8 * 3/4))
[120763] ['2/9', '2/9', '5/8', '3/4', '9'] -> (9 / ((5/8 + 3/4) - (2/9 / 2/9)))
[120764] ['4/7', '4/7', '8/9', '7/3', '9'] -> (7/3 * (9 + ((4/7 + 4/7) / 8/9)))
[120765] ['3/8', '5/9', '5/9', '6/7', '1'] -> (5/9 / ((3/8 - 1) + (5/9 / 6/7)))
[120766] ['3/5', '5/6', '9/8', '8/3', '5'] -> (5 / ((8/3 * (3/5 * 5/6)) - 9/8))
[120767] ['1/8', '7/9', '7/5', '5/3', '6'] -> ((6 - (5/3 / (7/9 / 7/5))) / 1/8)
[120768] ['1/7', '1/4', '9/4', '8/3', '4'] -> ((1/4 + (9/4 / 1/7)) / (8/3 / 4))
[120769] ['3/8', '3/5', '8/9', '9/8', '2'] -> ((2 / 3/5) / ((3/8 + 8/9) - 9/8))
[120770] ['4/7', '4/7', '8/9', '5/2', '9'] -> (((4/7 + 5/2) * (8/9 * 9)) - 4/7)
[120771] ['1/4', '4/9', '9/8', '7/2', '4'] -> ((7/2 / (9/8 * (1/4 * 4/9))) - 4)
[120772] ['1/8', '1/4', '9/5', '9/4', '7'] -> (((1/4 * 7) + (9/4 / 9/5)) / 1/8)
[120773] ['3/5', '5/6', '9/8', '7/2', '5'] -> (9/8 * (5/6 + (5 * (3/5 + 7/2))))
[120774] ['5/8', '3/4', '9/7', '5/2', '4'] -> ((5/2 / ((5/8 + 3/4) - 9/7)) - 4)
[120775] ['1/8', '1/4', '9/5', '7/3', '7'] -> ((7/3 / 7) / ((1/4 / 9/5) - 1/8))
[120776] ['1/8', '7/9', '7/5', '9/4', '6'] -> (7/5 * ((9/4 / (1/8 * 7/9)) - 6))
[120777] ['2/9', '5/7', '7/9', '7/9', '8'] -> (8 / (7/9 * (5/7 - (2/9 / 7/9))))
[120778] ['3/8', '5/9', '5/9', '1', '7/6'] -> (5/9 / ((3/8 - 1) + (5/9 * 7/6)))
[120779] ['3/8', '3/5', '8/9', '6/5', '2'] -> (2 / ((3/5 * 8/9) - (3/8 * 6/5)))
[120780] ['2/9', '5/7', '7/9', '4/5', '8'] -> (8 / ((2/9 / 5/7) - (7/9 - 4/5)))
[120781] ['2/9', '2/7', '3/5', '4/3', '7'] -> ((3/5 * 7) * ((4/3 / 2/9) - 2/7))
[120782] ['4/9', '4/5', '9/7', '3', '9/2'] -> ((9/7 + 3) * (9/2 * (4/9 + 4/5)))
[120783] ['3/8', '5/9', '5/9', '1', '6/5'] -> ((1 / 3/8) / ((5/9 * 6/5) - 5/9))
[120784] ['2/9', '2/9', '5/8', '9/8', '9'] -> ((9 / 2/9) / ((5/8 / 2/9) - 9/8))
[120785] ['1/8', '1/4', '9/5', '9/2', '7'] -> (((9/2 / (1/4 * 9/5)) - 7) / 1/8)
[120786] ['5/8', '3/4', '9/7', '4', '9/2'] -> ((9/2 / (9/7 * (3/4 - 5/8))) - 4)
[120787] ['2/9', '5/7', '7/9', '5/6', '8'] -> ((7/9 / 5/6) * (8 / (2/9 / 5/7)))
[120788] ['1/7', '1/4', '8/3', '7/2', '4'] -> (4 / ((1/4 * 8/3) - (1/7 * 7/2)))
[120789] ['1/8', '7/9', '7/5', '8/3', '6'] -> ((6 / (7/5 * (1/8 / 7/9))) - 8/3)
[120790] ['4/7', '4/7', '9/8', '8/7', '9'] -> ((4/7 + 8/7) * (9 / (4/7 * 9/8)))
[120791] ['2/9', '2/7', '3/5', '7/5', '7'] -> (((3/5 / 2/7) + (7 / 2/9)) / 7/5)
[120792] ['3/8', '5/9', '5/9', '1', '5/4'] -> (1 / (3/8 * (5/9 - (5/9 / 5/4))))
[120793] ['4/9', '4/5', '4/3', '3/2', '3'] -> (4/3 / ((4/9 / 4/5) - (3/2 / 3)))
[120794] ['1/8', '1/4', '7/3', '5/2', '7'] -> (7 / (5/2 - (7/3 + (1/8 - 1/4))))
[120795] ['2/9', '5/7', '7/9', '8/9', '8'] -> ((8/9 + (8 * (5/7 * 7/9))) / 2/9)
[120796] ['2/9', '2/7', '3/5', '8/5', '7'] -> ((7 / (2/9 / 2/7)) / (3/5 / 8/5))
[120797] ['2/7', '4/5', '9/4', '9/2', '7'] -> ((9/2 / (2/7 - (4/5 / 7))) - 9/4)
[120798] ['4/9', '4/5', '4/3', '5/3', '3'] -> ((4/5 + 4/3) * (3 / (4/9 / 5/3)))
[120799] ['5/7', '5/7', '9/8', '9/5', '3'] -> ((5/7 * 3) / (5/7 - (9/8 / 9/5)))
[120800] ['5/8', '3/4', '7/5', '3/2', '4'] -> (4 / (3/4 - ((5/8 * 7/5) / 3/2)))
[120801] ['1/7', '2/7', '2/7', '2/5', '4'] -> ((2/7 + (4 / 2/5)) / (1/7 + 2/7))
[120802] ['3/8', '5/9', '5/9', '1', '8/5'] -> (1 / ((3/8 + 5/9) - (5/9 * 8/5)))
[120803] ['5/7', '5/7', '9/8', '9/4', '3'] -> (3 / (9/4 - (9/8 + (5/7 / 5/7))))
[120804] ['3/8', '3/5', '8/9', '7/5', '2'] -> (7/5 / (3/8 * (3/5 - (8/9 / 2))))
[120806] ['1/4', '4/9', '8/7', '8/5', '4'] -> ((8/7 + 8/5) * ((4 / 4/9) - 1/4))
[120805] ['2/9', '2/9', '5/8', '3/2', '9'] -> ((9 + (2/9 / 2/9)) / (5/8 / 3/2))
[120807] ['1/8', '2/7', '2/7', '2/7', '7'] -> (((2/7 / 2/7) + (2/7 * 7)) / 1/8)
[120808] ['3/8', '5/9', '5/9', '1', '7/4'] -> (1 / ((5/9 * 7/4) - (3/8 + 5/9)))
[120809] ['5/7', '5/7', '9/8', '8/3', '3'] -> (5/7 / ((5/7 * 8/3) + (9/8 - 3)))
[120810] ['2/9', '5/7', '7/9', '3/2', '8'] -> (((8 - 5/7) / (2/9 / 7/9)) - 3/2)
[120811] ['1/7', '2/7', '2/7', '3/5', '4'] -> ((2/7 * 4) / (2/7 - (1/7 / 3/5)))
[120812] ['1/8', '7/9', '3/2', '7/4', '6'] -> (((3/2 + (7/4 / 7/9)) / 1/8) - 6)
[120813] ['1/4', '4/9', '8/7', '5/3', '4'] -> ((8/7 / (1/4 * 4/9)) * (4 - 5/3))
[120814] ['2/9', '2/9', '5/8', '8/5', '9'] -> (9 / (5/8 * (8/5 - (2/9 / 2/9))))
[120815] ['5/7', '5/7', '9/8', '3', '7/2'] -> ((5/7 / 5/7) / ((7/2 / 3) - 9/8))
[120816] ['2/7', '4/5', '7/3', '7/2', '7'] -> ((4/5 * (7/3 + 7)) * (7/2 - 2/7))
[120817] ['1/8', '7/9', '3/2', '9/5', '6'] -> ((7/9 + (6 / (3/2 * 9/5))) / 1/8)
[120818] ['1/7', '3/8', '9/8', '7/6', '3'] -> ((3 / (1/7 * 7/6)) / (9/8 - 3/8))
[120819] ['2/9', '2/7', '3/5', '5/2', '7'] -> (5/2 * (3/5 + (7 / (2/9 / 2/7))))
[120820] ['1/7', '2/7', '2/7', '7/9', '4'] -> ((4 / 7/9) / ((1/7 / 2/7) - 2/7))
[120821] ['5/7', '5/7', '8/7', '8/7', '3'] -> ((8/7 * 3) / (8/7 - (5/7 / 5/7)))
[120822] ['4/9', '4/5', '4/3', '3', '7/2'] -> (4/3 / ((4/9 / 4/5) + (3 - 7/2)))
[120823] ['1/8', '7/9', '3/2', '9/4', '6'] -> ((3/2 / 9/4) / (7/9 - (1/8 * 6)))
[120824] ['5/8', '3/4', '7/5', '8/3', '4'] -> (8/3 * (7/5 + ((3/4 + 4) / 5/8)))
[120825] ['3/8', '5/9', '5/9', '1', '5/2'] -> (1 / ((3/8 - 5/9) + (5/9 / 5/2)))
[120826] ['2/9', '5/7', '7/9', '9/4', '8'] -> ((2/9 / 7/9) + (8 * (5/7 + 9/4)))
[120827] ['4/7', '4/7', '9/8', '8/5', '9'] -> ((4/7 + (9 / 9/8)) / (4/7 / 8/5))
[120828] ['2/9', '2/9', '5/8', '9/4', '9'] -> (9 / ((9/4 * (2/9 + 2/9)) - 5/8))
[120829] ['1/7', '2/7', '2/7', '4/5', '4'] -> ((2/7 + 4) * (4/5 / (2/7 - 1/7)))
[120830] ['4/9', '4/5', '4/3', '3', '9/2'] -> ((4/5 + 4/3) * (9/2 + (3 / 4/9)))
[120831] ['2/7', '4/5', '5/2', '5/2', '7'] -> ((7 / 2/7) - (5/2 - (4/5 * 5/2)))
[120832] ['3/8', '5/9', '5/9', '1', '8/3'] -> (1 / (((5/9 + 5/9) / 8/3) - 3/8))
[120833] ['2/9', '2/9', '5/8', '7/3', '9'] -> ((9 - 7/3) / (5/8 * (2/9 + 2/9)))
[120834] ['1/8', '2/7', '2/7', '2/3', '7'] -> ((2/7 + 7) / ((2/7 / 2/3) - 1/8))
[120835] ['5/7', '5/7', '8/7', '6/5', '3'] -> ((8/7 * 3) / ((5/7 * 6/5) - 5/7))
[120836] ['2/9', '2/7', '3/5', '7/2', '7'] -> ((7 - (7/2 * (2/7 / 3/5))) / 2/9)
[120837] ['5/8', '3/4', '3/2', '9/5', '4'] -> ((9/5 * 4) / (3/2 - (3/4 / 5/8)))
[120838] ['5/7', '5/7', '8/7', '5/4', '3'] -> ((8/7 * 3) / (5/7 - (5/7 / 5/4)))
[120839] ['3/8', '5/9', '5/9', '1', '9/2'] -> ((1 + (5/9 / 5/9)) / (3/8 / 9/2))
[120840] ['4/7', '4/7', '9/8', '7/4', '9'] -> (9 / ((4/7 / 4/7) + (9/8 - 7/4)))
[120841] ['4/9', '4/5', '7/5', '3/2', '3'] -> ((4/5 / 3/2) / ((7/5 / 3) - 4/9))
[120842] ['5/8', '3/4', '3/2', '7/3', '4'] -> (((3/2 * 7/3) / (3/4 - 5/8)) - 4)
[120843] ['1/8', '7/9', '8/5', '5/3', '6'] -> (8/5 + (6 / (5/3 * (1/8 / 7/9))))
[120844] ['1/7', '2/7', '2/7', '7/5', '4'] -> (((2/7 + 2/7) + (4 / 7/5)) / 1/7)
[120845] ['4/9', '4/5', '7/5', '8/5', '3'] -> ((3 + (4/5 / 4/9)) / (8/5 - 7/5))
[120846] ['1/7', '3/8', '9/8', '5/3', '3'] -> (((5/3 / 1/7) - (3 / 9/8)) / 3/8)
[120847] ['4/7', '4/7', '9/8', '9/5', '9'] -> (9 / ((4/7 / 4/7) - (9/8 / 9/5)))
[120848] ['2/9', '2/9', '5/8', '7/2', '9'] -> (9 / ((2/9 - 5/8) + (2/9 * 7/2)))
[120849] ['5/7', '5/7', '8/7', '7/5', '3'] -> (3 / (7/5 * (5/7 - (5/7 / 8/7))))
[120850] ['2/7', '4/5', '8/3', '9/2', '7'] -> (9/2 * ((2/7 * 7) + (8/3 / 4/5)))
[120851] ['2/9', '5/7', '4/5', '5/6', '8'] -> ((4/5 + (5/6 * 8)) / (2/9 / 5/7))
[120852] ['1/8', '7/9', '8/5', '9/5', '6'] -> ((6 - (8/5 + (7/9 * 9/5))) / 1/8)
[120853] ['3/5', '5/6', '8/7', '9/2', '5'] -> ((5/6 * 8/7) * (9/2 * (3/5 + 5)))
[120854] ['2/7', '4/5', '7/2', '7/2', '7'] -> (4/5 * (7/2 + (7 * (2/7 + 7/2))))
[120855] ['5/8', '3/4', '8/5', '9/5', '4'] -> ((4 / (5/8 / 3/4)) / (9/5 - 8/5))
[120856] ['1/7', '3/8', '9/8', '5/2', '3'] -> (3 * (((3/8 + 9/8) / 1/7) - 5/2))
[120857] ['3/5', '5/6', '7/6', '7/6', '5'] -> ((3/5 + 5) / ((7/6 / 5/6) - 7/6))
[120858] ['3/8', '5/9', '4/7', '5/7', '1'] -> ((5/7 / 5/9) / (1 - (3/8 + 4/7)))
[120859] ['5/7', '5/7', '8/7', '5/3', '3'] -> (8/7 / ((5/7 - 3) + (5/3 / 5/7)))
[120860] ['1/7', '2/7', '2/7', '5/2', '4'] -> ((2/7 + (5/2 * 4)) / (1/7 + 2/7))
[120861] ['4/7', '4/7', '9/8', '7/3', '9'] -> (7/3 * (9 + (9/8 * (4/7 + 4/7))))
[120862] ['4/9', '4/5', '7/5', '9/5', '3'] -> (3 * (4/5 + ((7/5 + 9/5) / 4/9)))
[120863] ['1/8', '2/7', '2/7', '9/7', '7'] -> (((2/7 * 7) - (2/7 - 9/7)) / 1/8)
[120864] ['3/8', '5/9', '4/7', '3/4', '1'] -> ((1 / (3/8 * 4/7)) / (3/4 - 5/9))
[120865] ['2/7', '5/6', '5/6', '5/6', '7'] -> ((7 / 2/7) - (5/6 / (5/6 + 5/6)))
[120866] ['3/5', '5/6', '7/6', '5/4', '5'] -> ((3/5 * 5) / (7/6 - (5/6 * 5/4)))
[120867] ['3/8', '3/5', '9/8', '9/8', '2'] -> ((9/8 / 3/8) / (2 - (9/8 / 3/5)))
[120868] ['1/7', '2/7', '2/7', '4', '9/2'] -> (4 * (9/2 + ((1/7 + 2/7) / 2/7)))
[120869] ['1/4', '4/9', '7/6', '7/6', '4'] -> (4 / ((4/9 / 7/6) - (1/4 / 7/6)))
[120870] ['3/8', '5/9', '4/7', '7/9', '1'] -> (1 / (3/8 * (5/9 - (4/7 * 7/9))))
[120871] ['2/7', '5/6', '5/6', '7/8', '7'] -> ((7 - (5/6 / 5/6)) / (2/7 * 7/8))
[120872] ['1/8', '2/7', '2/7', '3/2', '7'] -> ((2/7 + 7) / ((2/7 * 3/2) - 1/8))
[120873] ['2/9', '5/7', '4/5', '7/6', '8'] -> ((4/5 * 7/6) * (8 / (2/9 / 5/7)))
[120874] ['2/9', '2/7', '5/8', '6/7', '7'] -> ((6/7 + (2/7 / 2/9)) / (5/8 / 7))
[120875] ['4/9', '4/5', '7/5', '5/2', '3'] -> ((7/5 + (4/5 / 4/9)) * (5/2 * 3))
[120876] ['1/7', '2/7', '1/3', '3/5', '4'] -> (((4 / 3/5) - (1/7 - 1/3)) / 2/7)
[120877] ['1/7', '3/8', '8/7', '7/5', '3'] -> (3 / (1/7 * (8/7 - (3/8 / 7/5))))
[120878] ['5/8', '3/4', '5/3', '9/4', '4'] -> ((9/4 * 4) / (3/4 - (5/8 / 5/3)))
[120879] ['4/7', '4/7', '8/7', '6/5', '9'] -> ((4/7 + (8/7 / 6/5)) / (4/7 / 9))
[120880] ['3/8', '3/5', '9/8', '7/6', '2'] -> (2 / (((9/8 - 3/8) / 3/5) - 7/6))
[120881] ['1/8', '7/9', '5/3', '5/3', '6'] -> ((6 / 1/8) / ((5/3 * 5/3) - 7/9))
[120882] ['5/8', '3/4', '5/3', '7/3', '4'] -> (4 / ((5/8 / 3/4) + (5/3 - 7/3)))
[120883] ['2/9', '2/7', '5/8', '7/8', '7'] -> ((7 / 2/9) / ((5/8 / 2/7) - 7/8))
[120884] ['5/7', '5/7', '8/7', '5/2', '3'] -> (8/7 / ((5/7 / 5/2) - (5/7 / 3)))
[120885] ['1/7', '3/8', '8/7', '8/5', '3'] -> (3 / (((3/8 * 8/7) / 8/5) - 1/7))
[120886] ['4/7', '4/7', '8/7', '5/4', '9'] -> (9 / (5/4 - ((4/7 / 4/7) / 8/7)))
[120887] ['3/8', '3/5', '9/8', '6/5', '2'] -> (2 / ((3/5 / 9/8) - (3/8 * 6/5)))
[120888] ['2/9', '2/7', '5/8', '8/9', '7'] -> (2/7 / ((2/9 * 5/8) - (8/9 / 7)))
[120889] ['5/7', '5/7', '8/7', '8/3', '3'] -> ((5/7 / 5/7) / (8/3 - (3 / 8/7)))
[120890] ['1/7', '3/8', '8/7', '5/3', '3'] -> ((5/3 - (8/7 / 3)) / (1/7 * 3/8))
[120891] ['3/5', '5/6', '7/6', '5/3', '5'] -> (5/3 * ((5 / (7/6 - 5/6)) - 3/5))
[120892] ['4/9', '4/5', '3/2', '8/5', '3'] -> ((3/2 / ((4/5 / 8/5) - 4/9)) - 3)
[120893] ['1/7', '2/7', '1/3', '7/8', '4'] -> (4 / (7/8 * (1/3 + (1/7 - 2/7))))
[120894] ['2/9', '2/9', '2/3', '7/2', '9'] -> (2/3 * (((9 - 2/9) / 2/9) - 7/2))
[120895] ['3/8', '3/5', '9/8', '5/4', '2'] -> (3/5 / ((5/4 / (9/8 + 2)) - 3/8))
[120896] ['1/7', '3/8', '8/7', '7/4', '3'] -> (((3 / (3/8 * 7/4)) - 8/7) / 1/7)
[120897] ['1/4', '4/9', '7/6', '8/5', '4'] -> (4 / ((7/6 / 8/5) - (1/4 / 4/9)))
[120898] ['2/9', '5/7', '4/5', '8/5', '8'] -> (5/7 * ((8 / 2/9) - (4/5 + 8/5)))
[120899] ['1/8', '2/7', '2/7', '9/2', '7'] -> (((2/7 * (9/2 + 7)) - 2/7) / 1/8)
[120900] ['1/8', '7/9', '7/4', '7/4', '6'] -> (((7/4 / 7/9) - 7/4) / (1/8 / 6))
[120901] ['1/7', '3/8', '8/7', '9/5', '3'] -> (((8/7 / 1/7) - 3) / (3/8 / 9/5))
[120902] ['5/7', '5/7', '7/6', '6/5', '3'] -> ((3 / ((5/7 * 7/6) - 5/7)) - 6/5)
[120903] ['3/5', '5/6', '7/6', '7/3', '5'] -> (5 * (3/5 + ((7/6 + 7/3) / 5/6)))
[120904] ['1/7', '2/7', '1/3', '9/8', '4'] -> ((1/7 / 1/3) / ((2/7 * 4) - 9/8))
[120905] ['3/8', '5/9', '4/7', '1', '7/6'] -> ((1 / 3/8) / ((4/7 * 7/6) - 5/9))
[120906] ['1/8', '2/7', '1/3', '2/5', '7'] -> ((7 * (2/7 / 2/5)) / (1/3 - 1/8))
[120907] ['5/7', '5/7', '7/6', '9/7', '3'] -> ((5/7 + (5/7 * 3)) / (9/7 - 7/6))
[120908] ['2/7', '5/6', '5/6', '3/2', '7'] -> ((7 / 2/7) - (3/2 - (5/6 / 5/6)))
[120909] ['1/4', '4/9', '7/6', '9/5', '4'] -> (((4 / 1/4) - 4/9) / (7/6 / 9/5))
[120910] ['1/8', '2/7', '1/3', '4/9', '7'] -> ((1/3 / 7) / ((2/7 * 4/9) - 1/8))
[120911] ['3/5', '5/6', '7/6', '8/3', '5'] -> ((5 * (3/5 * 8/3)) / (7/6 - 5/6))
[120912] ['1/7', '3/8', '7/6', '7/6', '3'] -> ((3 / (1/7 * 3/8)) / (7/6 + 7/6))
[120913] ['2/7', '5/6', '5/6', '8/5', '7'] -> ((5/6 - (5/6 * 8/5)) + (7 / 2/7))
[120914] ['1/8', '7/9', '7/4', '7/3', '6'] -> (((7/4 / 1/8) - 6) / (7/9 / 7/3))
[120915] ['2/9', '5/7', '4/5', '9/4', '8'] -> ((4/5 + (8 / 5/7)) / (2/9 * 9/4))
[120916] ['2/9', '2/7', '5/8', '9/7', '7'] -> (7 / ((2/9 / 2/7) - (5/8 / 9/7)))
[120917] ['4/9', '4/5', '3/2', '3', '7/2'] -> ((3/2 + 7/2) * (3 + (4/5 / 4/9)))
[120918] ['3/8', '3/5', '9/8', '7/5', '2'] -> (2 / (((7/5 - 9/8) / 3/5) - 3/8))
[120919] ['1/8', '2/7', '1/3', '5/9', '7'] -> (((2/7 * 7) - 1/3) / (1/8 * 5/9))
[120920] ['1/7', '2/7', '1/3', '9/5', '4'] -> ((4 + (1/7 - 1/3)) / (2/7 / 9/5))
[120921] ['1/7', '3/8', '7/6', '6/5', '3'] -> (3 / (((3/8 / 7/6) / 6/5) - 1/7))
[120922] ['3/5', '5/6', '6/5', '6/5', '5'] -> ((6/5 + 6/5) * (5 / (3/5 * 5/6)))
[120923] ['3/8', '5/9', '4/7', '1', '9/7'] -> (1 / (3/8 * (5/9 - (4/7 / 9/7))))
[120924] ['2/9', '5/7', '4/5', '7/3', '8'] -> (8 / ((4/5 / 2/9) - (7/3 / 5/7)))
[120925] ['3/8', '3/5', '9/8', '3/2', '2'] -> (3/2 / ((3/8 / 3/5) - (9/8 / 2)))
[120926] ['2/7', '5/6', '5/6', '7/4', '7'] -> ((2/7 * 7) / (7/4 - (5/6 + 5/6)))
[120927] ['2/9', '2/7', '5/8', '4/3', '7'] -> ((4/3 + (2/7 * 7)) / (2/9 * 5/8))
[120928] ['1/8', '2/7', '1/3', '3/5', '7'] -> (((7 * (2/7 / 3/5)) - 1/3) / 1/8)
[120929] ['1/4', '4/9', '7/6', '7/2', '4'] -> (((4 / 4/9) - (7/2 / 7/6)) / 1/4)
[120930] ['4/7', '4/7', '8/7', '5/2', '9'] -> ((4/7 + (8/7 * (5/2 + 9))) / 4/7)
[120931] ['1/8', '7/9', '9/5', '9/5', '6'] -> ((6 - 9/5) / (9/5 * (1/8 * 7/9)))
[120932] ['1/7', '3/8', '7/6', '5/4', '3'] -> (((5/4 * 3) - (3/8 / 7/6)) / 1/7)
[120933] ['4/7', '4/7', '8/7', '9/2', '9'] -> ((4/7 + 8/7) / (4/7 - (9/2 / 9)))
[120934] ['3/8', '3/5', '9/8', '7/4', '2'] -> (2 / ((9/8 / 3/8) - (7/4 / 3/5)))
[120935] ['1/8', '7/9', '9/5', '9/4', '6'] -> (9/5 * ((9/4 / 1/8) - (7/9 * 6)))
[120936] ['4/7', '4/7', '7/6', '7/6', '9'] -> ((7/6 + 7/6) * (9 * (4/7 + 4/7)))
[120937] ['1/4', '4/9', '6/5', '9/7', '4'] -> ((6/5 * 9/7) * ((4 / 1/4) - 4/9))
[120938] ['2/7', '5/6', '5/6', '9/4', '7'] -> ((7 * (5/6 + (5/6 / 2/7))) - 9/4)
[120939] ['2/9', '2/9', '5/7', '7/8', '9'] -> (9 / ((2/9 / 2/9) - (5/7 * 7/8)))
[120940] ['1/8', '7/9', '9/5', '7/3', '6'] -> (((6 / 9/5) - (7/9 / 7/3)) / 1/8)
[120941] ['1/7', '2/7', '3/8', '4/9', '4'] -> ((2/7 / 3/8) / (1/7 - (4/9 / 4)))
[120942] ['5/7', '5/7', '7/6', '8/3', '3'] -> ((5/7 / 5/7) / (7/6 - (3 / 8/3)))
[120943] ['3/8', '3/5', '9/8', '2', '7/3'] -> (2 / (7/3 - (3/8 + (9/8 / 3/5))))
[120944] ['1/4', '4/9', '6/5', '3/2', '4'] -> (((4 / (4/9 * 6/5)) - 3/2) / 1/4)
[120945] ['5/7', '5/7', '7/6', '3', '9/2'] -> ((9/2 / (7/6 - (5/7 / 5/7))) - 3)
[120946] ['3/5', '5/6', '6/5', '8/5', '5'] -> ((8/5 * 5) / (5/6 - (3/5 / 6/5)))
[120947] ['4/7', '4/7', '7/6', '9/7', '9'] -> ((7/6 * 9) * (9/7 + (4/7 / 4/7)))
[120948] ['5/7', '5/7', '6/5', '6/5', '3'] -> ((3 / (5/7 - (5/7 / 6/5))) - 6/5)
[120949] ['5/8', '7/9', '7/9', '6/5', '4'] -> ((7/9 / (7/9 - (5/8 * 6/5))) - 4)
[120950] ['4/7', '4/7', '7/6', '4/3', '9'] -> (9 * (4/3 + (7/6 * (4/7 + 4/7))))
[120951] ['2/9', '2/9', '5/7', '8/7', '9'] -> (9 / ((2/9 / 2/9) - (5/7 / 8/7)))
[120952] ['3/5', '5/6', '6/5', '7/4', '5'] -> ((5 / 5/6) / ((6/5 / 3/5) - 7/4))
[120953] ['3/8', '5/9', '4/7', '1', '9/4'] -> ((1 / (3/8 + 9/4)) / (4/7 - 5/9))
[120954] ['2/7', '5/6', '6/7', '6/7', '7'] -> (((5/6 * 6/7) - (6/7 - 7)) / 2/7)
[120955] ['4/9', '4/5', '5/3', '5/2', '3'] -> ((4/5 * 5/3) / (3 - (4/9 + 5/2)))
[120956] ['1/7', '3/8', '7/6', '5/2', '3'] -> (((7/6 / 1/7) + (5/2 / 3)) / 3/8)
[120957] ['2/9', '2/7', '5/8', '7/3', '7'] -> (7 / (5/8 - ((2/9 / 2/7) / 7/3)))
[120958] ['5/8', '7/9', '7/9', '4/3', '4'] -> (4 / ((7/9 / 7/9) - (5/8 * 4/3)))
[120959] ['1/8', '7/9', '9/4', '9/4', '6'] -> ((9/4 - (7/9 * 9/4)) / (1/8 / 6))
[120960] ['2/7', '5/6', '6/7', '9/8', '7'] -> ((7 + (5/6 * 6/7)) / (2/7 * 9/8))
[120961] ['4/9', '4/5', '5/3', '8/3', '3'] -> ((5/3 * 8/3) * (3 / (4/9 / 4/5)))
[120962] ['3/5', '5/6', '6/5', '7/3', '5'] -> (5 * ((6/5 / 3/5) + (7/3 / 5/6)))
[120963] ['1/4', '4/9', '6/5', '5/2', '4'] -> (((4 / 4/9) - (6/5 * 5/2)) / 1/4)
[120964] ['4/7', '4/7', '7/6', '8/5', '9'] -> ((7/6 + (4/7 / 8/5)) / (4/7 / 9))
[120965] ['5/7', '5/7', '6/5', '8/5', '3'] -> ((8/5 * 3) / (6/5 - (5/7 / 5/7)))
[120966] ['4/9', '4/5', '5/3', '3', '7/2'] -> ((4/5 * 5/3) / (7/2 - (4/9 + 3)))
[120967] ['1/7', '3/8', '6/5', '9/7', '3'] -> (9/7 / (1/7 - (3/8 / (6/5 + 3))))
[120968] ['2/9', '5/7', '5/6', '9/7', '8'] -> ((8 / (2/9 / 5/7)) / (5/6 * 9/7))
[120969] ['1/8', '2/7', '1/3', '8/5', '7'] -> ((2/7 * 7) / ((1/3 / 8/5) - 1/8))
[120970] ['1/7', '2/7', '3/8', '8/7', '4'] -> (8/7 / (((2/7 / 3/8) / 4) - 1/7))
[120971] ['4/7', '4/7', '7/6', '5/3', '9'] -> ((4/7 * 9) / (7/6 - (4/7 * 5/3)))
[120972] ['2/7', '5/6', '6/7', '9/7', '7'] -> (7 / ((9/7 / (2/7 + 6/7)) - 5/6))
[120973] ['2/9', '2/7', '5/8', '7/2', '7'] -> (7 / (2/9 * (7/2 - (5/8 / 2/7))))
[120974] ['1/4', '4/9', '6/5', '4', '9/2'] -> ((4 / 4/9) + (9/2 / (1/4 * 6/5)))
[120975] ['1/8', '7/9', '7/3', '9/2', '6'] -> (7/3 / ((1/8 - 7/9) + (9/2 / 6)))
[120976] ['2/7', '5/6', '6/7', '4/3', '7'] -> (7 / ((5/6 / 4/3) - (2/7 / 6/7)))
[120977] ['5/7', '5/7', '6/5', '9/5', '3'] -> ((9/5 + 3) / (6/5 - (5/7 / 5/7)))
[120978] ['1/8', '2/7', '1/3', '9/5', '7'] -> (((2/7 * 7) - 1/3) / (1/8 / 9/5))
[120979] ['5/8', '7/9', '7/9', '7/4', '4'] -> ((7/4 * 4) / (7/9 - (5/8 * 7/9)))
[120980] ['3/8', '5/9', '3/5', '5/7', '1'] -> (1 / (5/9 * (3/5 - (3/8 / 5/7))))
[120981] ['3/5', '5/6', '5/4', '3/2', '5'] -> ((5 / 3/2) / ((5/6 / 3/5) - 5/4))
[120982] ['2/9', '2/7', '5/8', '9/2', '7'] -> ((2/7 * 7) / (2/9 - (5/8 / 9/2)))
[120983] ['4/9', '4/5', '7/4', '7/3', '3'] -> (3 / ((7/3 / (4/9 + 4/5)) - 7/4))
[120984] ['1/7', '3/8', '6/5', '5/3', '3'] -> (((6/5 / 1/7) - 3) / (3/8 / 5/3))
[120985] ['2/9', '5/7', '5/6', '3/2', '8'] -> ((8 - (3/2 + (5/6 / 5/7))) / 2/9)
[120986] ['1/8', '7/9', '5/2', '8/3', '6'] -> ((5/2 / (1/8 + 7/9)) * (8/3 + 6))
[120987] ['3/8', '5/9', '3/5', '5/6', '1'] -> (1 / ((5/9 / 5/6) - (3/8 / 3/5)))
[120988] ['2/9', '2/7', '2/3', '3/4', '7'] -> ((7 / 2/7) - (2/3 - (2/9 * 3/4)))
[120989] ['4/7', '4/7', '7/6', '9/4', '9'] -> (9 / (9/4 * (7/6 - (4/7 / 4/7))))
[120990] ['4/9', '4/5', '7/4', '5/2', '3'] -> ((3 / 5/2) / ((4/5 / 4/9) - 7/4))
[120991] ['1/8', '2/7', '1/3', '5/2', '7'] -> ((7 * (2/7 * 5/2)) / (1/3 - 1/8))
