[336871] ['1/8', '3/5', '5/7', '1', '7/5'] -> ((3/5 + (7/5 * (5/7 + 1))) / 1/8)
[342171] ['3/8', '4/9', '7/5', '7/4', '5'] -> ((7/5 / 7/4) * (5 / (3/8 * 4/9)))
[342172] ['1/7', '1/6', '5/4', '8/3', '8'] -> ((8/3 / (5/4 - (1/6 / 1/7))) - 8)
[342173] ['1/6', '9/7', '9/5', '9/2', '8'] -> ((9/7 * 8) * ((9/2 / 9/5) - 1/6))
[342174] ['2/9', '2/5', '7/8', '3/2', '3'] -> (3/2 * ((3 / (2/5 - 2/9)) - 7/8))
[342175] ['3/5', '5/6', '8/9', '9/5', '2'] -> ((9/5 + 2) / (5/6 - (3/5 / 8/9)))
[342176] ['1/9', '1/9', '4/7', '7/5', '8'] -> ((4/7 * 8) / (1/9 + (1/9 / 7/5)))
[342177] ['3/5', '7/5', '7/5', '9/5', '7'] -> ((7 + (7/5 / 7/5)) / (3/5 / 9/5))
[342178] ['2/9', '2/5', '7/8', '8/5', '3'] -> ((3 + (8/5 / (2/9 * 2/5))) / 7/8)
[342179] ['1/7', '1/6', '5/4', '9/2', '8'] -> (((5/4 + 8) / 1/6) - (9/2 / 1/7))
[342180] ['1/9', '1/9', '4/7', '8/5', '8'] -> (8/5 * ((1/9 / 1/9) + (8 / 4/7)))
[342181] ['1/6', '9/7', '9/4', '5/2', '8'] -> (((1/6 + 8) * (9/7 * 5/2)) - 9/4)
[342182] ['3/5', '5/6', '8/9', '2', '7/3'] -> (3/5 * ((7/3 / (8/9 - 5/6)) - 2))
[342183] ['1/6', '9/7', '9/4', '8/3', '8'] -> (9/7 * ((8 / (1/6 * 9/4)) - 8/3))
[342184] ['1/9', '1/9', '4/7', '5/3', '8'] -> (8 * (((1/9 + 5/3) / 4/7) - 1/9))
[342185] ['3/5', '7/5', '7/5', '8/3', '7'] -> (8/3 * ((3/5 - 7/5) + (7/5 * 7)))
[342186] ['1/7', '1/6', '9/7', '7/4', '8'] -> ((8 / (1/6 * 7/4)) / (9/7 - 1/7))
[342187] ['3/8', '4/9', '7/5', '7/3', '5'] -> ((4/9 + (7/3 / 3/8)) * (5 - 7/5))
[342188] ['3/5', '5/6', '8/9', '2', '5/2'] -> ((2 / (3/5 * 5/2)) / (8/9 - 5/6))
[342189] ['3/5', '5/6', '8/9', '2', '8/3'] -> (8/3 / ((2 * (3/5 * 5/6)) - 8/9))
[342190] ['3/5', '7/5', '7/5', '9/2', '7'] -> (9/2 * (7 - (7/5 / (3/5 * 7/5))))
[342191] ['3/8', '4/9', '7/5', '5/2', '5'] -> (3/8 + ((5/2 + 5) / (4/9 / 7/5)))
[342192] ['1/2', '3/5', '5/7', '9/8', '5'] -> (5 / (5/7 * (9/8 - (1/2 / 3/5))))
[342193] ['1/6', '9/7', '5/2', '5/2', '8'] -> ((5/2 + 8) * (5/2 - (1/6 * 9/7)))
[342194] ['1/9', '1/9', '4/7', '9/5', '8'] -> ((4/7 + 8) * (9/5 + (1/9 / 1/9)))
[342195] ['2/9', '2/5', '7/8', '9/4', '3'] -> (((9/4 / 2/5) - (7/8 / 3)) / 2/9)
[342196] ['1/6', '9/7', '5/2', '9/2', '8'] -> ((9/2 / 9/7) / ((5/2 / 8) - 1/6))
[342197] ['3/8', '4/9', '7/5', '9/2', '5'] -> (((4/9 * 9/2) + (7/5 * 5)) / 3/8)
[342198] ['1/9', '1/9', '4/7', '7/3', '8'] -> (8 / ((4/7 * 7/3) - (1/9 / 1/9)))
[342199] ['3/5', '7/5', '3/2', '5/3', '7'] -> ((7/5 + (3/2 * (5/3 + 7))) / 3/5)
[342200] ['3/5', '5/6', '9/8', '9/8', '2'] -> (2 / ((5/6 + 9/8) - (9/8 / 3/5)))
[342201] ['1/9', '1/9', '4/7', '8/3', '8'] -> ((8/3 / ((1/9 / 4/7) - 1/9)) - 8)
[342202] ['6/7', '1', '7/3', '7/2', '7/2'] -> ((1 + 7/2) * (7/3 + (6/7 * 7/2)))
[342203] ['1/2', '3/5', '5/7', '9/7', '5'] -> ((3/5 + (9/7 / 5/7)) / (1/2 / 5))
[342204] ['3/5', '5/6', '9/8', '7/6', '2'] -> ((2 * (3/5 * 5/6)) / (7/6 - 9/8))
[342205] ['1/6', '9/7', '7/2', '9/2', '8'] -> (8 / ((1/6 / 7/2) + (9/7 / 9/2)))
[342206] ['3/5', '7/5', '8/5', '7/4', '7'] -> (7 / (7/4 - (7/5 / (3/5 * 8/5))))
[342207] ['1/7', '1/6', '4/3', '9/2', '8'] -> (9/2 / (1/7 * (4/3 - (1/6 / 8))))
[342208] ['1/9', '1/9', '3/5', '2/3', '8'] -> ((2/3 - 1/9) * (8 / (1/9 / 3/5)))
[342209] ['3/5', '7/5', '8/5', '9/4', '7'] -> (8/5 / ((3/5 / 9/4) - (7/5 / 7)))
[342210] ['1/7', '1/6', '7/5', '7/5', '8'] -> ((1/7 * 7/5) / ((7/5 / 8) - 1/6))
[342211] ['3/5', '7/5', '8/5', '7/3', '7'] -> (8/5 / (3/5 - ((7/5 + 7/3) / 7)))
[342212] ['1/9', '1/9', '3/5', '5/7', '8'] -> (8 / (3/5 - (1/9 + (1/9 / 5/7))))
[342213] ['3/8', '4/9', '8/5', '9/5', '5'] -> (((8/5 / 4/9) - 9/5) / (3/8 / 5))
[342214] ['3/5', '5/6', '9/8', '4/3', '2'] -> (2 / (9/8 - (5/6 / (3/5 * 4/3))))
[342215] ['1/2', '3/5', '5/7', '7/4', '5'] -> ((5 / 7/4) / ((1/2 / 3/5) - 5/7))
[342216] ['1/7', '1/6', '7/5', '8/5', '8'] -> (8 / (1/7 + (8/5 * (1/6 / 7/5))))
[342217] ['1/9', '1/9', '3/5', '3/4', '8'] -> (8 / ((1/9 / 3/5) + (1/9 / 3/4)))
[342218] ['1/9', '1/9', '3/5', '7/9', '8'] -> (8 / (3/5 * (7/9 - (1/9 + 1/9))))
[342219] ['3/5', '7/5', '5/3', '5/3', '7'] -> ((7 * (5/3 + (3/5 + 7/5))) - 5/3)
[342220] ['3/5', '5/6', '9/8', '5/3', '2'] -> ((3/5 * 5/3) / (2 - (5/6 + 9/8)))
[342221] ['1/7', '1/6', '7/5', '9/4', '8'] -> (7/5 * ((9/4 * 8) - (1/7 / 1/6)))
[342222] ['2/9', '2/5', '8/9', '5/4', '3'] -> ((8/9 / 5/4) * (3 / (2/9 * 2/5)))
[342223] ['1/2', '3/5', '5/7', '9/4', '5'] -> (3/5 / ((9/4 / (5 - 5/7)) - 1/2))
[342224] ['3/5', '7/5', '5/3', '9/5', '7'] -> (7 * ((3/5 / 7/5) + (5/3 * 9/5)))
[342225] ['1/6', '4/3', '7/5', '8/3', '8'] -> ((((4/3 + 8) / 7/5) - 8/3) / 1/6)
[342226] ['6/7', '1', '8/3', '7/2', '7/2'] -> (7/2 / ((7/2 / 8/3) - (1 / 6/7)))
[342227] ['1/9', '1/9', '3/5', '9/8', '8'] -> (8 / (9/8 * (1/9 + (1/9 / 3/5))))
[342228] ['2/9', '2/5', '8/9', '4/3', '3'] -> (((3 / (2/5 / 8/9)) - 4/3) / 2/9)
[342229] ['3/5', '5/6', '9/8', '2', '9/4'] -> (2 / (5/6 * (3/5 - (9/8 / 9/4))))
[342230] ['3/8', '4/9', '5/3', '9/5', '5'] -> ((5 / (4/9 - 3/8)) / (5/3 * 9/5))
[342231] ['6/7', '1', '8/3', '9/2', '9/2'] -> ((1 / 8/3) + (9/2 / (6/7 / 9/2)))
[342232] ['1/7', '1/6', '7/5', '7/2', '8'] -> ((8 / 1/7) / ((7/2 / 7/5) - 1/6))
[342233] ['3/5', '5/6', '9/8', '2', '7/3'] -> (2 / (7/3 - (9/8 / (3/5 * 5/6))))
[342234] ['3/5', '7/5', '7/4', '7/4', '7'] -> (7 * (7/4 + ((3/5 + 7/4) / 7/5)))
[342235] ['1/6', '4/3', '8/5', '9/4', '8'] -> ((9/4 + (1/6 + 4/3)) * (8 - 8/5))
[342236] ['1/7', '1/6', '3/2', '8/5', '8'] -> (((3/2 / 1/7) - 8) / (1/6 / 8/5))
[342237] ['3/5', '7/5', '7/4', '9/4', '7'] -> ((7 * (7/4 + (3/5 + 7/5))) - 9/4)
[342238] ['1/9', '1/9', '3/5', '5/4', '8'] -> ((3/5 * 8) / (1/9 + (1/9 / 5/4)))
[342239] ['2/9', '2/5', '8/9', '9/5', '3'] -> ((8/9 / (2/5 - 2/9)) * (9/5 + 3))
[342240] ['3/5', '5/6', '9/8', '2', '7/2'] -> (3/5 / ((9/8 - 7/2) + (2 / 5/6)))
[342241] ['3/5', '7/5', '7/4', '8/3', '7'] -> ((7/5 + (7 / 7/4)) / (3/5 / 8/3))
[342242] ['1/7', '1/6', '3/2', '9/5', '8'] -> (8 / ((1/6 / 1/7) - (3/2 / 9/5)))
[342243] ['2/9', '2/5', '8/9', '9/4', '3'] -> ((2/9 * 3) / (9/4 - (8/9 / 2/5)))
[342244] ['3/8', '4/9', '7/4', '7/3', '5'] -> (7/3 / ((4/9 * 5) - (3/8 + 7/4)))
[342245] ['7/8', '7/8', '7/8', '1', '5/4'] -> ((5/4 + (7/8 + 7/8)) / (1 - 7/8))
[342246] ['1/6', '4/3', '9/5', '9/5', '8'] -> (8 * (9/5 + (9/5 / (1/6 + 4/3))))
[342247] ['3/5', '5/6', '8/7', '8/7', '2'] -> ((8/7 / 5/6) / ((3/5 * 2) - 8/7))
[342248] ['1/7', '1/6', '3/2', '5/2', '8'] -> ((8 / 3/2) + ((1/6 + 5/2) / 1/7))
[342249] ['1/7', '1/6', '3/2', '9/2', '8'] -> (9/2 * (8 - (3/2 + (1/6 / 1/7))))
[342250] ['2/9', '2/5', '8/9', '3', '7/2'] -> (3 * (2/9 + (7/2 / (2/5 / 8/9))))
[342251] ['3/5', '5/6', '8/7', '6/5', '2'] -> ((3/5 / (2 - (5/6 + 8/7))) - 6/5)
[342252] ['1/6', '4/3', '9/5', '7/2', '8'] -> ((9/5 / 7/2) * ((8 / 1/6) - 4/3))
[342253] ['1/7', '1/6', '8/5', '5/3', '8'] -> ((8 / (1/7 * 5/3)) - (8/5 / 1/6))
[342254] ['1/2', '3/5', '3/4', '3/2', '5'] -> ((3/5 + (3/2 / 1/2)) / (3/4 / 5))
[342255] ['1/9', '1/9', '3/5', '8/3', '8'] -> (1/9 + ((1/9 + 8/3) * (3/5 + 8)))
[342256] ['3/5', '7/5', '9/4', '8/3', '7'] -> (((7/5 + 7) + (9/4 * 8/3)) / 3/5)
[342257] ['7/8', '7/8', '7/8', '1', '7/4'] -> ((7/8 + 7/4) / (7/8 * (1 - 7/8)))
[342258] ['1/6', '4/3', '7/3', '9/2', '8'] -> ((9/2 * (8 - 7/3)) - (1/6 + 4/3))
[342259] ['3/5', '7/5', '9/4', '7/2', '7'] -> ((7 / 7/2) / ((7/5 / 3/5) - 9/4))
[342260] ['3/8', '4/9', '9/5', '9/2', '5'] -> (5 * (9/2 + (9/5 * (3/8 * 4/9))))
[342261] ['1/9', '1/9', '3/5', '9/2', '8'] -> ((8 / 9/2) / ((1/9 / 3/5) - 1/9))
[342262] ['1/6', '4/3', '7/2', '7/2', '8'] -> (8 / ((4/3 / 7/2) - (1/6 / 7/2)))
[342263] ['3/8', '4/9', '9/4', '7/3', '5'] -> ((9/4 / 3/8) / ((7/3 / 4/9) - 5))
[342264] ['2/9', '2/5', '9/8', '5/4', '3'] -> ((3 / (2/9 * 2/5)) / (9/8 * 5/4))
[342265] ['1/9', '1/9', '5/8', '5/7', '8'] -> (8 / ((1/9 / 5/8) + (1/9 / 5/7)))
[342266] ['1/7', '1/6', '8/5', '5/2', '8'] -> ((1/6 * 5/2) * (8/5 + (8 / 1/7)))
[342267] ['7/8', '7/8', '7/8', '1', '8/3'] -> (1 / (8/3 - (7/8 + (7/8 + 7/8))))
[342268] ['1/9', '1/9', '5/8', '7/9', '8'] -> ((7/9 + (1/9 * 8)) / (1/9 * 5/8))
[342269] ['2/9', '2/5', '9/8', '7/5', '3'] -> (7/5 / (9/8 - (2/5 + (2/9 * 3))))
[342270] ['1/9', '1/9', '5/8', '4/5', '8'] -> (8 / (1/9 + ((1/9 / 5/8) / 4/5)))
[342271] ['1/7', '1/6', '8/5', '9/2', '8'] -> ((1/6 + 9/2) * (1/7 + (8 / 8/5)))
[342272] ['1/6', '7/5', '7/5', '9/2', '8'] -> (((9/2 / 1/6) - (7/5 - 8)) / 7/5)
[342273] ['1/9', '1/9', '5/8', '5/6', '8'] -> (8 / ((5/6 / 5/8) - (1/9 / 1/9)))
[342274] ['3/8', '1/2', '1/2', '4/7', '5'] -> (((1/2 * 1/2) + (5 / 4/7)) / 3/8)
[342275] ['1/9', '1/9', '5/8', '8/7', '8'] -> ((5/8 * 8) / (1/9 + (1/9 / 8/7)))
[342276] ['1/2', '3/5', '7/9', '6/5', '5'] -> ((6/5 + (5 / 1/2)) / (3/5 * 7/9))
[342277] ['3/8', '1/2', '1/2', '7/9', '5'] -> ((5 / (3/8 / 1/2)) / (7/9 - 1/2))
[342278] ['7/8', '7/8', '8/9', '1', '4/3'] -> ((1 + 4/3) / (7/8 - (7/8 * 8/9)))
[342279] ['2/9', '2/5', '9/8', '8/3', '3'] -> (((8/3 / (2/9 * 2/5)) - 3) / 9/8)
[342280] ['1/2', '3/5', '7/9', '5/4', '5'] -> ((5 / (3/5 * 5/4)) / (7/9 - 1/2))
[342281] ['3/8', '1/2', '1/2', '6/7', '5'] -> ((1/2 + (5 / 1/2)) / (3/8 / 6/7))
[342282] ['1/2', '3/5', '7/9', '9/7', '5'] -> ((9/7 + (5 / (3/5 * 7/9))) / 1/2)
[342283] ['2/9', '2/5', '9/8', '3', '7/2'] -> (3 * (2/9 + (7/2 / (2/5 * 9/8))))
[342284] ['1/6', '7/5', '8/5', '9/4', '8'] -> (8 * ((7/5 / (1/6 * 8/5)) - 9/4))
[342285] ['3/5', '3/2', '5/3', '7/3', '7'] -> (7/3 + ((5/3 + 7) / (3/5 / 3/2)))
[342286] ['1/7', '1/6', '7/4', '5/2', '8'] -> ((8 / 7/4) / ((1/7 * 5/2) - 1/6))
[342287] ['1/9', '1/9', '5/8', '3/2', '8'] -> (3/2 + ((5/8 * 8) / (1/9 + 1/9)))
[342288] ['1/2', '3/5', '7/9', '4/3', '5'] -> (4/3 / ((1/2 - 3/5) + (7/9 / 5)))
[342289] ['3/5', '5/6', '7/6', '4/3', '2'] -> ((2 / (3/5 * 5/6)) / (4/3 - 7/6))
[342290] ['3/5', '3/2', '5/3', '5/2', '7'] -> ((3/2 + 5/2) * (7 - (3/5 * 5/3)))
[342291] ['1/2', '3/5', '7/9', '7/5', '5'] -> ((3/5 + (7/5 / 7/9)) / (1/2 / 5))
[342292] ['1/9', '1/9', '5/8', '8/5', '8'] -> (8 + ((8/5 + (1/9 / 5/8)) / 1/9))
[342293] ['1/6', '7/5', '5/3', '5/3', '8'] -> ((8 - (5/3 + (7/5 * 5/3))) / 1/6)
[342294] ['2/9', '2/5', '8/7', '8/7', '3'] -> (3 * ((8/7 / 2/9) + (8/7 / 2/5)))
[342295] ['3/5', '3/2', '7/4', '7/4', '7'] -> (7 / ((7/4 / 3/5) - (3/2 * 7/4)))
[342296] ['1/6', '7/5', '5/3', '7/4', '8'] -> (((8 / 5/3) - (7/5 / 7/4)) / 1/6)
[342297] ['1/2', '3/5', '7/9', '8/5', '5'] -> (5 / (1/2 - ((3/5 * 7/9) / 8/5)))
[342298] ['1/9', '1/9', '5/8', '9/5', '8'] -> (((8 * (5/8 / 9/5)) - 1/9) / 1/9)
[342299] ['7/8', '7/8', '8/9', '1', '5/2'] -> ((8/9 * (7/8 + 5/2)) / (1 - 7/8))
[342300] ['3/5', '5/6', '7/6', '7/4', '2'] -> (2 / (7/4 - (7/6 + (3/5 * 5/6))))
[342301] ['1/9', '1/9', '5/8', '9/2', '8'] -> (((8 / 9/2) - 1/9) / (1/9 * 5/8))
[342302] ['2/9', '2/5', '8/7', '6/5', '3'] -> ((3 + (6/5 / 2/9)) / (2/5 / 8/7))
[342303] ['1/6', '7/5', '5/3', '7/3', '8'] -> (5/3 * (((7/5 + 7/3) / 1/6) - 8))
[342304] ['3/5', '3/2', '7/4', '9/4', '7'] -> (3/2 * ((7/4 * 7) + (9/4 / 3/5)))
[342305] ['3/8', '1/2', '5/9', '2/3', '5'] -> ((5 / 5/9) / ((1/2 / 2/3) - 3/8))
[342306] ['3/5', '5/6', '7/6', '2', '9/4'] -> (2 / ((7/6 / (3/5 * 5/6)) - 9/4))
[342307] ['1/2', '3/5', '7/9', '9/4', '5'] -> ((5 / 3/5) / ((1/2 * 9/4) - 7/9))
[342308] ['3/5', '3/2', '7/4', '7/3', '7'] -> ((7 / 7/4) / ((3/2 / 3/5) - 7/3))
[342309] ['1/9', '1/9', '2/3', '4/5', '8'] -> (8 / ((4/5 * (2/3 - 1/9)) - 1/9))
[342310] ['1/2', '3/5', '7/9', '7/3', '5'] -> (((7/3 / 7/9) - 3/5) / (1/2 / 5))
[342311] ['2/9', '2/5', '8/7', '9/7', '3'] -> ((8/7 / 2/9) / ((9/7 / 2/5) - 3))
[342312] ['3/5', '5/6', '7/6', '2', '7/3'] -> (2 / (5/6 * (3/5 - (7/6 / 7/3))))
[342313] ['1/6', '7/5', '7/4', '9/4', '8'] -> ((7/4 / (7/5 - (1/6 * 8))) - 9/4)
[342314] ['3/5', '3/2', '7/4', '8/3', '7'] -> (7 / (7/4 * (8/3 - (3/2 / 3/5))))
[342315] ['3/5', '5/6', '7/6', '2', '5/2'] -> (2 / ((5/2 * (3/5 * 5/6)) - 7/6))
[342316] ['1/7', '1/6', '9/5', '9/2', '8'] -> ((8 / 1/7) / ((9/2 / 9/5) - 1/6))
[342317] ['1/6', '7/5', '7/4', '8/3', '8'] -> (7/5 * (8 + (8/3 / (1/6 * 7/4))))
[342318] ['1/9', '1/9', '2/3', '9/8', '8'] -> ((8 - (2/3 / (1/9 * 9/8))) / 1/9)
[342319] ['1/2', '3/5', '7/9', '8/3', '5'] -> ((((8/3 + 5) / 3/5) - 7/9) / 1/2)
[342320] ['3/5', '5/6', '7/6', '2', '8/3'] -> ((2 * 8/3) / ((5/6 / 3/5) - 7/6))
[342321] ['1/6', '7/5', '7/4', '9/2', '8'] -> (8 * ((7/4 / (1/6 * 7/5)) - 9/2))
[342322] ['1/7', '1/6', '9/4', '9/4', '8'] -> ((1/6 * 8) * (9/4 + (9/4 / 1/7)))
[342323] ['1/2', '3/5', '7/9', '7/2', '5'] -> (5 * ((1/2 * 3/5) + (7/2 / 7/9)))
[342324] ['3/5', '3/2', '9/5', '9/4', '7'] -> (3/2 + (9/4 * (7 + (9/5 / 3/5))))
[342325] ['2/9', '2/5', '8/7', '8/5', '3'] -> (8/7 * (3 + (8/5 / (2/9 * 2/5))))
[342326] ['3/5', '3/2', '9/5', '7/3', '7'] -> (3/2 * ((7/3 * 7) - (3/5 / 9/5)))
[342327] ['7/8', '7/8', '1', '9/8', '5/3'] -> (1 / (7/8 - (5/3 / (7/8 + 9/8))))
[342328] ['3/8', '1/2', '5/9', '9/7', '5'] -> (5 / ((3/8 - 5/9) + (1/2 / 9/7)))
[342329] ['1/9', '1/9', '2/3', '5/4', '8'] -> (8 / (((2/3 - 1/9) / 5/4) - 1/9))
[342330] ['7/8', '7/8', '1', '9/8', '7/4'] -> ((7/8 + 7/4) / (7/8 * (9/8 - 1)))
[342331] ['3/5', '5/6', '6/5', '9/7', '2'] -> (6/5 / ((3/5 / 9/7) - (5/6 / 2)))
[342332] ['1/7', '1/6', '9/4', '9/2', '8'] -> (8 * ((9/2 / (1/7 / 1/6)) - 9/4))
[342333] ['3/5', '5/6', '6/5', '5/3', '2'] -> ((6/5 * 2) / (3/5 - (5/6 / 5/3)))
[342334] ['7/8', '7/8', '1', '9/8', '5/2'] -> ((7/8 + 5/2) / (9/8 * (1 - 7/8)))
[342335] ['1/7', '1/6', '5/2', '5/2', '8'] -> ((5/2 + (1/7 * (5/2 + 8))) / 1/6)
[342336] ['3/8', '1/2', '5/9', '9/5', '5'] -> (((5 / 1/2) - (5/9 * 9/5)) / 3/8)
[342337] ['1/2', '3/5', '4/5', '5/4', '5'] -> (5 / (5/4 - ((1/2 / 3/5) / 4/5)))
[342338] ['7/8', '7/8', '1', '9/8', '9/2'] -> ((9/8 + 9/2) / (1 - (7/8 * 7/8)))
[342339] ['1/9', '1/9', '5/7', '3/4', '8'] -> (8 * ((1/9 / (3/4 - 5/7)) - 1/9))
[342340] ['1/7', '1/6', '5/2', '9/2', '8'] -> ((5/2 / 1/7) / (1/6 + (9/2 / 8)))
[342341] ['1/2', '3/5', '4/5', '9/7', '5'] -> ((9/7 * (3/5 + 5)) / (4/5 - 1/2))
[342342] ['1/6', '7/5', '9/4', '9/2', '8'] -> (((1/6 + 8) / (7/5 / 9/2)) - 9/4)
[342343] ['1/9', '1/9', '5/7', '7/9', '8'] -> (8 / ((5/7 * 7/9) - (1/9 + 1/9)))
[342344] ['7/8', '7/8', '1', '8/7', '7/6'] -> ((1 / (7/8 + 7/8)) / (7/6 - 8/7))
[342345] ['3/8', '1/2', '5/9', '7/2', '5'] -> (7/2 / (3/8 * (1/2 - (5/9 / 5))))
[342346] ['1/9', '1/9', '5/7', '4/5', '8'] -> ((4/5 * 8) / (1/9 + (1/9 / 5/7)))
[342347] ['1/6', '7/5', '7/3', '7/3', '8'] -> ((8 - (7/3 + (7/3 / 7/5))) / 1/6)
[342348] ['3/5', '3/2', '7/2', '9/2', '7'] -> (9/2 * (7 - (7/2 / (3/5 + 3/2))))
[342349] ['1/7', '1/5', '1/5', '1/5', '8'] -> (8 * (1/5 + ((1/5 + 1/5) / 1/7)))
[342350] ['1/6', '7/5', '7/3', '5/2', '8'] -> ((5/2 * (8 + (7/3 / 7/5))) - 1/6)
[342351] ['3/5', '5/6', '5/4', '9/7', '2'] -> ((2 / 3/5) / ((5/4 / 9/7) - 5/6))
[342352] ['2/9', '2/5', '7/6', '6/5', '3'] -> ((2/9 * 6/5) / (2/5 - (7/6 / 3)))
[342353] ['3/5', '8/5', '8/5', '8/5', '7'] -> (((8/5 + 8/5) + (8/5 * 7)) / 3/5)
[342354] ['1/9', '1/9', '5/7', '7/8', '8'] -> ((5/7 * 8) / (1/9 + (1/9 / 7/8)))
[342355] ['1/7', '1/5', '1/5', '1/4', '8'] -> (8 / ((1/5 / (1/7 + 1/5)) - 1/4))
[342356] ['2/9', '2/5', '7/6', '5/4', '3'] -> ((3 + (7/6 / (2/5 * 5/4))) / 2/9)
[342357] ['1/6', '7/5', '7/3', '7/2', '8'] -> (8 / ((1/6 - 7/3) + (7/2 / 7/5)))
[342358] ['3/5', '8/5', '8/5', '9/4', '7'] -> (9/4 * ((7 / 3/5) - (8/5 / 8/5)))
[342359] ['3/5', '5/6', '5/4', '7/4', '2'] -> ((2 / 5/6) / ((3/5 + 5/4) - 7/4))
[342360] ['1/9', '1/9', '5/7', '7/6', '8'] -> ((8 / 7/6) / ((1/9 / 1/9) - 5/7))
[342361] ['7/8', '7/8', '1', '8/7', '5/3'] -> (8/7 / (1 - (5/3 / (7/8 + 7/8))))
[342362] ['3/8', '1/2', '4/7', '5/6', '5'] -> (5 / (((5/6 - 1/2) / 4/7) - 3/8))
[342363] ['3/5', '8/5', '8/5', '7/2', '7'] -> ((8/5 + (8/5 / 7/2)) / (3/5 / 7))
[342364] ['3/5', '5/6', '5/4', '2', '9/4'] -> ((2 / 5/6) / ((3/5 * 9/4) - 5/4))
[342365] ['7/8', '7/8', '1', '8/7', '7/4'] -> ((8/7 * (7/8 + 7/4)) / (1 - 7/8))
[342366] ['3/5', '8/5', '8/5', '9/2', '7'] -> (9/2 * (7 - (8/5 / (3/5 * 8/5))))
[342367] ['1/9', '1/9', '5/7', '5/4', '8'] -> (8 / (5/4 * (1/9 + (1/9 / 5/7))))
[342368] ['3/5', '5/6', '5/4', '2', '7/3'] -> (2 / (5/4 - (7/3 * (3/5 * 5/6))))
[342369] ['1/6', '7/5', '8/3', '9/2', '8'] -> (((1/6 + 9/2) / (7/5 / 8)) - 8/3)
[342370] ['3/5', '5/6', '5/4', '2', '8/3'] -> (2 / ((8/3 * (3/5 * 5/6)) - 5/4))
[342371] ['1/2', '3/5', '5/6', '7/4', '5'] -> (5 * (3/5 + (7/4 / (1/2 * 5/6))))
[342372] ['1/7', '1/5', '1/5', '2/3', '8'] -> ((8 / (1/7 / 1/5)) / (2/3 - 1/5))
[342373] ['3/5', '8/5', '7/4', '9/5', '7'] -> ((8/5 * 7) * (9/5 + (3/5 / 7/4)))
[342374] ['3/5', '5/6', '5/4', '2', '7/2'] -> ((7/2 / (5/6 - 3/5)) / (5/4 / 2))
[342375] ['2/9', '2/5', '7/6', '9/5', '3'] -> ((7/6 + (3 / (2/5 * 9/5))) / 2/9)
[342376] ['1/6', '7/5', '7/2', '7/2', '8'] -> (7/2 / ((7/2 / (7/5 * 8)) - 1/6))
[342377] ['3/8', '1/2', '4/7', '9/7', '5'] -> (9/7 / ((5 * (1/2 - 3/8)) - 4/7))
[342378] ['1/2', '3/5', '5/6', '9/4', '5'] -> (5 * ((9/4 / (1/2 * 5/6)) - 3/5))
[342379] ['3/5', '5/6', '5/4', '2', '9/2'] -> ((2 + (9/2 / 5/4)) / (5/6 - 3/5))
[342380] ['1/9', '1/9', '5/7', '5/3', '8'] -> (5/3 / (5/7 * (1/9 - (1/9 / 8))))
[342381] ['1/7', '1/5', '1/5', '4/5', '8'] -> (((1/5 / 1/7) - 4/5) / (1/5 / 8))
[342382] ['3/8', '1/2', '4/7', '5/3', '5'] -> (((1/2 + 5) / (3/8 * 4/7)) - 5/3)
[342383] ['2/9', '2/5', '7/6', '8/3', '3'] -> (3 * (2/9 + (8/3 / (2/5 / 7/6))))
[342384] ['3/5', '8/5', '9/5', '5/2', '7'] -> ((8/5 * 5/2) * (9/5 + (3/5 * 7)))
[342385] ['1/6', '3/2', '8/5', '7/4', '8'] -> (8/5 * (8 + (7/4 / (1/6 * 3/2))))
[342386] ['7/8', '7/8', '1', '7/6', '5/4'] -> ((1 + (7/8 / 7/8)) / (5/4 - 7/6))
[342387] ['1/7', '1/5', '1/5', '6/7', '8'] -> ((1/5 * 6/7) * (8 / (1/5 - 1/7)))
[342388] ['3/5', '8/5', '9/5', '7/2', '7'] -> (((8/5 * 7/2) + (9/5 + 7)) / 3/5)
[342389] ['7/8', '7/8', '1', '7/6', '9/7'] -> ((1 / 7/8) / ((7/6 / 7/8) - 9/7))
[342390] ['3/8', '1/2', '4/7', '5/2', '5'] -> ((5 * (1/2 + (5/2 / 4/7))) - 3/8)
[342391] ['1/6', '3/2', '7/4', '9/5', '8'] -> ((9/5 * (1/6 + (7/4 * 8))) - 3/2)
[342392] ['3/5', '8/5', '9/4', '9/2', '7'] -> ((7 + (9/2 / 9/4)) / (3/5 / 8/5))
[342393] ['3/8', '1/2', '4/7', '8/3', '5'] -> ((8/3 / (4/7 - 1/2)) - (5 / 3/8))
[342394] ['1/7', '1/5', '1/5', '7/6', '8'] -> ((1/5 / 7/6) * (8 / (1/5 - 1/7)))
[342395] ['1/9', '1/9', '5/7', '7/2', '8'] -> (8 * (1/9 + (7/2 * (1/9 + 5/7))))
[342396] ['1/6', '3/2', '9/5', '9/4', '8'] -> ((9/5 * 8) * (1/6 + (9/4 / 3/2)))
[342397] ['2/9', '2/5', '6/5', '9/5', '3'] -> ((9/5 + 3) * ((6/5 / 2/9) - 2/5))
[342398] ['7/8', '7/8', '1', '7/6', '8/5'] -> (1 / (7/8 - (7/6 / (7/8 * 8/5))))
[342399] ['1/2', '3/5', '6/7', '6/5', '5'] -> (5 / (1/2 - (3/5 / (6/7 + 6/5))))
