[274816] ['1/4', '1/4', '1/3', '4/5', '6'] -> (((1/4 + 1/4) + (6 / 4/5)) / 1/3)
[279992] ['5/8', '1', '9/7', '8/5', '7/4'] -> ((9/7 / 5/8) / (1 - (8/5 / 7/4)))
[279993] ['2/7', '3/8', '7/8', '1', '5/2'] -> (((5/2 / (2/7 * 7/8)) - 1) / 3/8)
[279994] ['2/9', '5/9', '3/5', '7/6', '2'] -> ((2/9 / 5/9) / (3/5 - (7/6 / 2)))
[279995] ['1/8', '1/7', '1/7', '7/5', '2'] -> (7/5 / (1/8 - (1/7 / (1/7 + 2))))
[279996] ['1/9', '3/8', '7/9', '5/4', '8'] -> ((1/9 - 7/9) + ((5/4 + 8) / 3/8))
[279997] ['2/7', '4/9', '7/8', '7/6', '9'] -> ((9 + (2/7 * 7/6)) / (4/9 * 7/8))
[279998] ['3/4', '7/9', '7/3', '5/2', '7'] -> (7 / (3/4 * (7/3 - (7/9 * 5/2))))
[279999] ['1/6', '2/5', '4/5', '8/7', '3'] -> ((3 + (2/5 / 4/5)) / (1/6 / 8/7))
[280000] ['2/7', '4/9', '7/8', '6/5', '9'] -> (6/5 * ((9 / 4/9) - (2/7 * 7/8)))
[280001] ['2/7', '7/4', '7/4', '9/4', '3'] -> ((7/4 + 9/4) * (3 / (2/7 * 7/4)))
[280002] ['1/9', '3/8', '7/9', '9/7', '8'] -> ((8 / 3/8) / ((7/9 * 9/7) - 1/9))
[280003] ['1/7', '1/7', '2/5', '3/2', '2'] -> ((1/7 + (2 / 2/5)) / (1/7 * 3/2))
[280004] ['4/9', '5/3', '9/5', '2', '7/2'] -> ((5/3 * 9/5) * (7/2 + (2 / 4/9)))
[280005] ['1/9', '3/8', '7/9', '7/5', '8'] -> (8 * (7/5 + (7/9 / (1/9 + 3/8))))
[280006] ['1/8', '1/7', '1/7', '2', '9/4'] -> (((9/4 + (1/7 / 1/7)) / 1/8) - 2)
[280007] ['1/7', '1/7', '2/5', '8/5', '2'] -> (((1/7 + 8/5) / (1/7 / 2)) - 2/5)
[280008] ['1/9', '2/7', '5/8', '1', '4/3'] -> (((1 / 2/7) - (5/8 * 4/3)) / 1/9)
[280009] ['2/7', '4/9', '7/8', '5/4', '9'] -> ((9 / (4/9 * 7/8)) / (5/4 - 2/7))
[280010] ['2/7', '7/4', '7/4', '5/2', '3'] -> (3 + ((5/2 + (7/4 + 7/4)) / 2/7))
[280011] ['3/4', '7/9', '8/3', '8/3', '7'] -> (8/3 * ((7/9 * 7) + (8/3 / 3/4)))
[280012] ['1/7', '1/7', '2/5', '5/3', '2'] -> ((2 + (1/7 * 2/5)) / (1/7 / 5/3))
[280013] ['1/9', '3/8', '7/9', '8/5', '8'] -> (8 / (7/9 - (3/8 + (1/9 / 8/5))))
[280014] ['2/7', '4/9', '7/8', '9/7', '9'] -> (9 / (7/8 - ((2/7 / 4/9) / 9/7)))
[280015] ['2/7', '3/8', '8/9', '1', '9/8'] -> (1 / ((8/9 / (2/7 / 3/8)) - 9/8))
[280016] ['4/9', '4/9', '5/7', '7/9', '8'] -> (8 / ((4/9 + 4/9) - (5/7 * 7/9)))
[280017] ['4/9', '5/3', '2', '9/4', '7/3'] -> (7/3 / ((5/3 - 4/9) - (9/4 / 2)))
[280018] ['1/8', '1/7', '1/7', '2', '9/2'] -> (2 / (1/7 - ((1/8 + 1/7) / 9/2)))
[280019] ['1/9', '2/7', '5/8', '1', '3/2'] -> (1 / (5/8 - (3/2 * (1/9 / 2/7))))
[280020] ['3/4', '7/9', '8/3', '9/2', '7'] -> ((8/3 * 9/2) + (7 / (3/4 * 7/9)))
[280021] ['2/7', '3/8', '8/9', '1', '7/6'] -> ((2/7 / 3/8) / (8/9 - (1 / 7/6)))
[280022] ['2/9', '5/9', '3/5', '9/5', '2'] -> (((2 / (2/9 * 5/9)) - 9/5) / 3/5)
[280023] ['4/9', '4/9', '5/7', '4/5', '8'] -> (8 / (((4/9 / 5/7) / 4/5) - 4/9))
[280024] ['1/6', '2/5', '5/6', '7/8', '3'] -> (3 / ((7/8 * (2/5 * 5/6)) - 1/6))
[280025] ['4/9', '4/9', '5/7', '5/6', '8'] -> (((8 / 5/7) - (4/9 / 5/6)) / 4/9)
[280026] ['4/9', '5/3', '2', '9/4', '7/2'] -> (((2 * 7/2) / (4/9 / 5/3)) - 9/4)
[280027] ['3/4', '7/9', '9/2', '9/2', '7'] -> (((9/2 + 9/2) + (7 / 7/9)) / 3/4)
[280028] ['1/8', '1/7', '1/6', '2/9', '2'] -> ((2 / (1/7 / 1/6)) / (2/9 - 1/8))
[280029] ['5/8', '1', '9/7', '5/3', '9/5'] -> (5/3 / ((1 / 9/5) - (5/8 / 9/7)))
[280030] ['1/9', '3/8', '4/5', '6/7', '8'] -> ((8 / (1/9 + 3/8)) / (4/5 * 6/7))
[280031] ['2/9', '5/9', '3/5', '2', '5/2'] -> (((5/9 * 3/5) + (2 * 5/2)) / 2/9)
[280032] ['2/7', '7/4', '9/5', '5/2', '3'] -> ((9/5 + 3) * (5/2 / (2/7 * 7/4)))
[280033] ['1/6', '2/5', '5/6', '8/9', '3'] -> (((3 + (8/9 / 5/6)) / 1/6) - 2/5)
[280034] ['2/7', '4/9', '7/8', '5/3', '9'] -> (9 + (5/3 / (7/8 * (2/7 * 4/9))))
[280035] ['1/9', '2/7', '5/8', '1', '9/5'] -> (1 / ((1/9 / 2/7) - (5/8 / 9/5)))
[280036] ['2/9', '5/9', '3/5', '2', '8/3'] -> (8/3 / ((2/9 * 2) - (5/9 * 3/5)))
[280037] ['1/9', '3/5', '5/7', '8/7', '6'] -> ((8/7 / 5/7) / ((1/9 * 6) - 3/5))
[280038] ['1/6', '2/5', '5/6', '9/8', '3'] -> (3 / ((1/6 / 2/5) + (5/6 - 9/8)))
[280039] ['3/4', '4/5', '4/5', '6/7', '7'] -> ((6/7 * 7) / ((4/5 / 4/5) - 3/4))
[280040] ['2/7', '7/4', '9/5', '8/3', '3'] -> (9/5 * ((8/3 / (2/7 / 7/4)) - 3))
[280041] ['1/8', '1/7', '1/6', '1/3', '2'] -> ((1/3 + (1/6 / 1/7)) / (1/8 / 2))
[280042] ['5/8', '1', '9/7', '5/3', '7/3'] -> (9/7 / ((1 / 7/3) - (5/8 / 5/3)))
[280043] ['4/9', '5/3', '2', '7/3', '7/2'] -> (2 / ((7/3 / 4/9) - (5/3 + 7/2)))
[280044] ['1/6', '2/5', '5/6', '8/7', '3'] -> (3 / (((2/5 * 5/6) / 8/7) - 1/6))
[280045] ['1/9', '3/8', '4/5', '9/8', '8'] -> ((1/9 + (8 / (4/5 * 9/8))) / 3/8)
[280046] ['5/8', '1', '9/7', '5/3', '5/2'] -> (5/2 / ((5/3 / (1 + 9/7)) - 5/8))
[280047] ['4/9', '5/3', '2', '7/3', '9/2'] -> (((4/9 + 2) * (7/3 * 9/2)) - 5/3)
[280048] ['4/9', '4/9', '5/7', '6/5', '8'] -> (((8 / 5/7) - (4/9 * 6/5)) / 4/9)
[280049] ['2/7', '7/4', '9/5', '3', '9/2'] -> ((9/5 + 3) * (9/2 + (2/7 * 7/4)))
[280050] ['1/9', '3/5', '5/7', '6/5', '6'] -> (5/7 * (6/5 + (6 / (1/9 / 3/5))))
[280051] ['1/7', '1/7', '3/7', '4/9', '2'] -> (3/7 / (((1/7 / 4/9) / 2) - 1/7))
[280052] ['1/8', '1/7', '1/6', '4/9', '2'] -> (1/6 / (4/9 - ((1/8 / 1/7) / 2)))
[280053] ['2/5', '5/6', '5/4', '9/7', '9'] -> ((5/6 + (9 / 2/5)) / (5/4 / 9/7))
[280054] ['2/7', '3/8', '8/9', '1', '5/3'] -> (((1 + 5/3) / (2/7 * 3/8)) - 8/9)
[280055] ['4/9', '4/9', '5/7', '5/4', '8'] -> (8 / ((5/4 * (4/9 / 5/7)) - 4/9))
[280056] ['2/7', '7/4', '9/4', '9/4', '3'] -> (((9/4 + (7/4 * 3)) / 2/7) - 9/4)
[280057] ['1/7', '1/7', '3/7', '5/9', '2'] -> ((((1/7 + 2) / 5/9) - 3/7) / 1/7)
[280058] ['1/9', '3/8', '4/5', '7/6', '8'] -> ((8 / (1/9 + 3/8)) / (4/5 / 7/6))
[280059] ['2/9', '5/9', '5/8', '4/5', '2'] -> (2 / ((5/8 * (2/9 + 4/5)) - 5/9))
[280060] ['1/6', '2/5', '5/6', '7/4', '3'] -> (((7/4 / (1/6 * 5/6)) - 3) / 2/5)
[280061] ['1/9', '3/5', '5/7', '4/3', '6'] -> (4/3 / ((1/9 / 5/7) - (3/5 / 6)))
[280062] ['4/9', '4/9', '5/7', '7/5', '8'] -> (8 / (7/5 - (4/9 + (4/9 / 5/7))))
[280063] ['1/7', '1/7', '3/7', '3/5', '2'] -> (3/7 + ((1/7 + (2 / 1/7)) / 3/5))
[280064] ['2/7', '4/9', '7/8', '7/2', '9'] -> ((7/2 + (2/7 * 7/8)) + (9 / 4/9))
[280065] ['1/9', '2/7', '2/3', '2/3', '1'] -> (((2/3 / 2/7) - (2/3 - 1)) / 1/9)
[280066] ['2/7', '7/4', '7/3', '7/3', '3'] -> (7/4 * ((3 * (7/3 + 7/3)) - 2/7))
[280067] ['5/8', '1', '9/7', '7/4', '7/4'] -> ((9/7 * 7/4) / ((5/8 * 7/4) - 1))
[280068] ['1/7', '1/7', '3/7', '5/8', '2'] -> (3/7 / ((1/7 * 5/8) - (1/7 / 2)))
[280069] ['2/7', '4/9', '7/8', '9/2', '9'] -> ((9/2 + 9) / (7/8 * (2/7 / 4/9)))
[280070] ['1/6', '2/5', '5/6', '8/3', '3'] -> (((3 / 2/5) - (5/6 + 8/3)) / 1/6)
[280071] ['2/7', '3/8', '8/9', '1', '9/4'] -> (((1 / 8/9) + (9/4 / 2/7)) / 3/8)
[280072] ['1/8', '1/7', '1/6', '3/4', '2'] -> ((2 / 1/7) / ((1/6 / 1/8) - 3/4))
[280073] ['4/9', '4/9', '5/7', '8/5', '8'] -> (8 * (8/5 + ((4/9 / 4/9) / 5/7)))
[280074] ['2/7', '4/9', '8/9', '8/9', '9'] -> (9 * ((4/9 - 8/9) + (8/9 / 2/7)))
[280075] ['3/4', '4/5', '4/5', '3/2', '7'] -> ((4/5 + 7) / ((3/4 * 3/2) - 4/5))
[280076] ['2/7', '7/4', '5/2', '8/3', '3'] -> ((5/2 + (2/7 * 7/4)) * (8/3 * 3))
[280077] ['2/9', '5/9', '5/8', '8/7', '2'] -> (2 / ((2/9 - 5/8) + (5/9 / 8/7)))
[280078] ['1/7', '1/7', '3/7', '4/5', '2'] -> ((3/7 * 2) / ((1/7 / 4/5) - 1/7))
[280079] ['2/7', '3/8', '8/9', '1', '5/2'] -> (8/9 * ((5/2 / (3/8 - 2/7)) - 1))
[280080] ['1/9', '2/7', '2/3', '5/6', '1'] -> (((2/3 / (1/9 * 2/7)) - 1) / 5/6)
[280081] ['1/9', '3/8', '4/5', '7/4', '8'] -> ((8 - (7/4 / 3/8)) / (1/9 / 4/5))
[280082] ['1/8', '1/7', '1/6', '5/6', '2'] -> ((1/6 + (5/6 / 1/7)) / (1/8 * 2))
[280083] ['4/9', '4/9', '5/7', '7/4', '8'] -> ((5/7 + (4/9 / 4/9)) * (7/4 * 8))
[280084] ['1/7', '1/7', '3/7', '5/6', '2'] -> ((1/7 + 1/7) / (3/7 - (5/6 / 2)))
[280085] ['2/9', '5/9', '5/8', '7/6', '2'] -> (7/6 / (2/9 - ((5/9 * 5/8) / 2)))
[280086] ['3/4', '4/5', '4/5', '5/3', '7'] -> (7 / ((5/3 / (4/5 + 4/5)) - 3/4))
[280087] ['2/7', '3/8', '1', '9/8', '9/8'] -> (1 / ((3/8 / (2/7 * 9/8)) - 9/8))
[280088] ['1/8', '1/7', '1/6', '8/9', '2'] -> ((1/6 * 2) / (8/9 - (1/8 / 1/7)))
[280089] ['4/9', '7/4', '7/4', '2', '9/2'] -> (9/2 / ((7/4 / 4/9) - (7/4 + 2)))
[280090] ['2/9', '5/9', '5/8', '6/5', '2'] -> (((2 / (2/9 * 5/9)) - 6/5) / 5/8)
[280091] ['1/9', '3/8', '4/5', '9/4', '8'] -> ((9/4 / 1/9) + (8 * (3/8 / 4/5)))
[280092] ['2/5', '5/6', '9/7', '5/3', '9'] -> ((9/7 * 5/3) * (2/5 + (9 / 5/6)))
[280093] ['1/9', '3/5', '5/7', '9/5', '6'] -> ((6 / 5/7) - (3/5 - (9/5 / 1/9)))
[280094] ['2/7', '4/9', '8/9', '5/4', '9'] -> (9 * ((4/9 / 2/7) + (8/9 * 5/4)))
[280095] ['1/9', '2/7', '2/3', '1', '7/6'] -> (((2/3 / 1/9) + (1 / 7/6)) / 2/7)
[280096] ['1/9', '3/8', '4/5', '5/2', '8'] -> ((8 - (5/2 / (3/8 / 4/5))) / 1/9)
[280097] ['4/9', '4/9', '5/7', '7/3', '8'] -> (8 / (5/7 - ((4/9 + 4/9) / 7/3)))
[280098] ['2/5', '5/6', '9/7', '7/4', '9'] -> (9/7 * (((9 - 5/6) / 2/5) - 7/4))
[280099] ['2/7', '4/9', '8/9', '9/7', '9'] -> ((9 / (2/7 * 9/7)) - (4/9 / 8/9))
[280100] ['5/8', '1', '9/7', '9/5', '9/5'] -> (1 / (5/8 - (9/5 / (9/7 + 9/5))))
[280101] ['1/9', '2/7', '2/3', '1', '6/5'] -> (6/5 * ((2/3 / (1/9 * 2/7)) - 1))
[280102] ['1/6', '2/5', '6/7', '5/4', '3'] -> (((2/5 * 5/4) + (3 / 6/7)) / 1/6)
[280103] ['1/8', '1/7', '1/6', '5/4', '2'] -> (((2 / 1/7) - (5/4 / 1/8)) / 1/6)
[280104] ['2/7', '3/8', '1', '9/8', '5/4'] -> ((9/8 + ((1 + 5/4) / 2/7)) / 3/8)
[280105] ['4/9', '7/4', '9/5', '2', '5/2'] -> (2 / ((4/9 - 7/4) + (5/2 / 9/5)))
[280106] ['2/9', '5/9', '5/8', '4/3', '2'] -> ((2/9 + 2) / (4/3 * (5/8 - 5/9)))
[280107] ['4/9', '4/9', '5/7', '5/2', '8'] -> ((8 * ((5/2 / 5/7) - 4/9)) - 4/9)
[280108] ['3/4', '4/5', '4/5', '5/2', '7'] -> (5/2 * (((4/5 + 7) / 3/4) - 4/5))
[280109] ['1/9', '3/5', '5/7', '7/2', '6'] -> ((6 / (5/7 / 7/2)) - (3/5 / 1/9))
[280110] ['2/5', '5/6', '9/7', '9/4', '9'] -> (((9 - 5/6) / (2/5 / 9/7)) - 9/4)
[280111] ['2/7', '4/9', '8/9', '7/5', '9'] -> (9 * (4/9 + (8/9 / (2/7 * 7/5))))
[280112] ['2/7', '3/8', '1', '9/8', '7/5'] -> (1 / ((9/8 / 7/5) - (2/7 / 3/8)))
[280113] ['1/7', '1/7', '3/7', '5/4', '2'] -> ((3/7 * 2) / ((1/7 * 5/4) - 1/7))
[280114] ['5/8', '1', '9/7', '9/5', '7/3'] -> ((9/7 * 7/3) / ((5/8 * 9/5) - 1))
[280115] ['1/8', '1/7', '1/6', '3/2', '2'] -> ((3/2 + 2) / (1/6 * (1/8 / 1/7)))
[280116] ['2/5', '5/6', '9/7', '5/2', '9'] -> ((5/2 + (9 / (2/5 * 9/7))) / 5/6)
[280117] ['1/9', '2/7', '2/3', '1', '7/5'] -> ((1 + (2/3 / (2/7 * 7/5))) / 1/9)
[280118] ['2/7', '9/5', '9/5', '8/3', '3'] -> (9/5 + (9/5 * (3 + (8/3 / 2/7))))
[280119] ['1/6', '2/5', '6/7', '7/5', '3'] -> ((2/5 + (3 * (6/7 * 7/5))) / 1/6)
[280120] ['2/7', '4/9', '8/9', '8/5', '9'] -> ((8/9 + 8/5) * (9 + (2/7 / 4/9)))
[280121] ['2/5', '5/6', '9/7', '8/3', '9'] -> ((9/7 + 9) * (8/3 - (2/5 * 5/6)))
[280122] ['4/9', '7/4', '9/5', '2', '9/2'] -> (9/2 / ((7/4 / (4/9 * 9/5)) - 2))
[280123] ['4/9', '4/9', '5/7', '7/2', '8'] -> (4/9 + (8 * (4/9 + (5/7 * 7/2))))
[280124] ['2/7', '3/8', '1', '9/8', '3/2'] -> (3/2 / (((9/8 - 1) / 2/7) - 3/8))
[280125] ['1/9', '3/5', '3/4', '3/4', '6'] -> (6 + ((3/4 + (3/4 / 3/5)) / 1/9))
[280126] ['2/9', '5/9', '5/8', '9/5', '2'] -> ((2 / 2/9) / ((5/9 * 9/5) - 5/8))
[280127] ['1/7', '1/7', '3/7', '8/5', '2'] -> (3/7 / ((1/7 / 8/5) - (1/7 / 2)))
[280128] ['2/7', '9/5', '9/5', '3', '7/2'] -> (3 * ((9/5 / 2/7) - (9/5 - 7/2)))
[280129] ['1/9', '3/8', '5/6', '8/7', '8'] -> ((5/6 * 8) / (3/8 - (1/9 / 8/7)))
[280130] ['2/7', '9/5', '9/5', '3', '9/2'] -> (3 * (9/2 + (9/5 / (2/7 * 9/5))))
[280131] ['4/9', '4/9', '3/4', '3/4', '8'] -> ((3/4 * 8) / ((4/9 / 4/9) - 3/4))
[280132] ['1/9', '3/5', '3/4', '4/5', '6'] -> ((6 + (4/5 / (1/9 * 3/5))) / 3/4)
[280133] ['1/4', '3/8', '3/2', '7/3', '6'] -> (3/2 * ((6 * (3/8 + 7/3)) - 1/4))
[280134] ['1/7', '1/7', '3/7', '9/5', '2'] -> (((9/5 * (1/7 + 2)) - 3/7) / 1/7)
[280135] ['3/4', '4/5', '5/6', '9/8', '7'] -> (7 / ((3/4 - 9/8) + (4/5 * 5/6)))
[280136] ['4/9', '4/9', '3/4', '7/9', '8'] -> (((4/9 + 4/9) / (7/9 - 3/4)) - 8)
[280137] ['1/9', '3/8', '5/6', '6/5', '8'] -> ((8 / 3/8) / ((5/6 * 6/5) - 1/9))
[280138] ['1/9', '2/7', '2/3', '1', '9/5'] -> ((1 + 9/5) / (1/9 / (2/7 + 2/3)))
[280139] ['2/7', '4/9', '8/9', '9/4', '9'] -> ((4/9 + (8/9 / 2/7)) * (9 - 9/4))
[280140] ['1/8', '1/7', '1/6', '2', '7/3'] -> ((1/7 + (2 / 7/3)) / (1/6 - 1/8))
[280141] ['5/8', '1', '9/7', '9/4', '9/4'] -> (9/4 / ((9/4 * (5/8 / 9/7)) - 1))
[280142] ['1/4', '3/8', '8/5', '7/4', '6'] -> (6 * ((7/4 / (1/4 * 8/5)) - 3/8))
[280143] ['4/9', '7/4', '2', '9/4', '7/2'] -> (2 / ((4/9 * (7/4 + 7/2)) - 9/4))
[280144] ['1/7', '1/7', '3/7', '2', '5/2'] -> ((2 + (5/2 * (1/7 + 3/7))) / 1/7)
[280145] ['1/8', '1/7', '1/6', '2', '5/2'] -> (5/2 / (1/8 * (2 - (1/6 / 1/7))))
[280146] ['4/9', '7/4', '2', '7/3', '7/3'] -> ((7/3 + 7/3) / ((4/9 + 7/4) - 2))
[280147] ['5/8', '1', '9/7', '9/4', '7/3'] -> (1 / ((5/8 - 7/3) + (9/4 / 9/7)))
[280148] ['1/9', '3/8', '5/6', '8/5', '8'] -> (((5/6 * 8/5) / (1/9 * 3/8)) - 8)
[280149] ['1/7', '1/7', '3/7', '2', '8/3'] -> (3/7 / ((1/7 / 2) - (1/7 / 8/3)))
[280150] ['1/9', '2/7', '2/3', '1', '5/2'] -> (2/3 / (1 - (5/2 * (1/9 / 2/7))))
[280151] ['2/7', '3/8', '1', '9/8', '5/2'] -> (((5/2 / (3/8 - 2/7)) - 1) / 9/8)
[280152] ['2/7', '4/9', '8/9', '8/3', '9'] -> ((4/9 + 8/3) * ((8/9 * 9) - 2/7))
[280153] ['1/4', '3/8', '8/5', '9/2', '6'] -> ((9/2 / (8/5 * (1/4 * 3/8))) - 6)
[280154] ['1/9', '3/8', '5/6', '5/3', '8'] -> ((8 - (5/3 / (3/8 * 5/6))) / 1/9)
[280155] ['1/6', '2/5', '6/7', '3', '7/2'] -> ((2/5 * 7/2) * ((3 / 1/6) - 6/7))
[280156] ['1/7', '1/7', '3/7', '2', '9/2'] -> ((2 + (1/7 + 1/7)) / (3/7 / 9/2))
[280157] ['4/9', '7/4', '2', '7/3', '8/3'] -> (8/3 * ((7/4 + 2) + (7/3 / 4/9)))
[280158] ['2/7', '9/5', '9/4', '3', '7/2'] -> ((9/4 / 9/5) + ((3 + 7/2) / 2/7))
[280159] ['2/9', '5/9', '2/3', '8/7', '2'] -> (2 / ((2/9 / 8/7) + (5/9 - 2/3)))
[280160] ['1/9', '3/8', '5/6', '7/4', '8'] -> ((5/6 * 7/4) * (8 / (1/9 + 3/8)))
[280161] ['1/4', '3/8', '5/3', '7/3', '6'] -> ((1/4 / 3/8) + (6 * (5/3 * 7/3)))
[280162] ['4/9', '7/4', '2', '7/3', '7/2'] -> ((2 * 7/3) / (7/4 - (4/9 * 7/2)))
[280163] ['1/9', '2/7', '2/3', '1', '7/2'] -> (((2/7 * 7/2) + (2/3 + 1)) / 1/9)
[280164] ['2/7', '9/5', '7/3', '7/3', '3'] -> (9/5 * (((7/3 + 7/3) / 2/7) - 3))
[280165] ['2/9', '5/9', '2/3', '6/5', '2'] -> ((6/5 * (2/9 + 2)) / (2/3 - 5/9))
[280166] ['4/9', '7/4', '2', '7/3', '9/2'] -> ((2 + (9/2 / 7/4)) / (4/9 / 7/3))
[280167] ['2/7', '3/8', '1', '8/7', '6/5'] -> ((1 + 8/7) * (6/5 / (2/7 * 3/8)))
[280168] ['1/9', '2/7', '2/3', '1', '9/2'] -> (2/3 * (9/2 + (1 / (1/9 * 2/7))))
[280169] ['3/4', '4/5', '5/6', '9/5', '7'] -> (7 / (3/4 * (5/6 - (4/5 / 9/5))))
[280170] ['2/7', '4/9', '9/8', '8/7', '9'] -> (((9 - 8/7) / (2/7 * 9/8)) - 4/9)
[280171] ['1/4', '3/8', '7/4', '9/5', '6'] -> (((3/8 / 1/4) / (9/5 - 7/4)) - 6)
[280172] ['1/7', '1/7', '4/9', '4/7', '2'] -> (((1/7 + 2) + (4/7 / 4/9)) / 1/7)
[280173] ['2/7', '3/8', '1', '8/7', '7/5'] -> (8/7 / ((2/7 / 3/8) - (1 / 7/5)))
[280174] ['1/8', '1/7', '1/5', '3/7', '2'] -> ((2 - (1/7 / 1/5)) / (1/8 * 3/7))
[280175] ['1/7', '1/7', '4/9', '3/5', '2'] -> (2 / ((1/7 / 4/9) - (1/7 / 3/5)))
[280176] ['1/9', '2/7', '5/7', '3/4', '1'] -> ((1 + (2/7 + 5/7)) / (1/9 * 3/4))
[280177] ['2/7', '9/5', '7/3', '8/3', '3'] -> (3 + (9/5 * (7/3 + (8/3 / 2/7))))
[280178] ['2/5', '5/6', '7/4', '7/4', '9'] -> ((9 - (7/4 / 7/4)) / (2/5 * 5/6))
[280179] ['1/9', '3/5', '3/4', '5/3', '6'] -> ((6 / (1/9 * 5/3)) / (3/5 + 3/4))
[280180] ['1/6', '2/5', '7/8', '7/6', '3'] -> (3 / ((1/6 / 2/5) + (7/8 - 7/6)))
[280181] ['1/4', '3/8', '9/5', '8/3', '6'] -> ((6 / (9/5 * (3/8 - 1/4))) - 8/3)
[280182] ['2/7', '9/5', '7/3', '3', '7/2'] -> (3 + (9/5 * (7/2 + (7/3 / 2/7))))
[280183] ['2/7', '4/9', '9/8', '5/4', '9'] -> (9 * ((4/9 / 2/7) + (5/4 / 9/8)))
[280184] ['1/9', '3/5', '3/4', '7/4', '6'] -> (6 * (1/9 + (7/4 / (3/5 * 3/4))))
[280185] ['1/8', '1/7', '1/5', '1/2', '2'] -> ((1/7 + (2 / (1/5 + 1/2))) / 1/8)
[280186] ['1/6', '2/5', '7/8', '5/4', '3'] -> ((3 + (2/5 * 5/4)) / (1/6 * 7/8))
[280187] ['1/9', '2/7', '5/7', '4/5', '1'] -> ((2/7 / 1/9) / (1 - (5/7 / 4/5)))
[280188] ['2/9', '5/9', '2/3', '2', '7/3'] -> ((2 / (2/9 * 2/3)) * (7/3 - 5/9))
[280189] ['2/7', '3/8', '1', '8/7', '7/3'] -> (8/7 / ((1 / 3/8) - (2/7 + 7/3)))
[280190] ['1/9', '2/7', '5/7', '5/6', '1'] -> (((5/7 / 2/7) - (5/6 - 1)) / 1/9)
[280191] ['4/9', '7/4', '2', '7/2', '9/2'] -> (2 * ((9/2 * (7/2 - 4/9)) - 7/4))
[280192] ['2/9', '5/9', '2/3', '2', '5/2'] -> (((5/9 / 2/3) + (2 + 5/2)) / 2/9)
[280193] ['4/9', '4/9', '3/4', '7/2', '8'] -> (3/4 * (4/9 + (8 * (4/9 + 7/2))))
[280194] ['2/5', '5/6', '7/4', '9/2', '9'] -> ((9 + (2/5 * 5/6)) / (7/4 / 9/2))
[280195] ['1/9', '3/8', '6/7', '5/4', '8'] -> ((8 / (1/9 + 3/8)) / (6/7 / 5/4))
[280196] ['5/8', '1', '9/7', '5/2', '9/2'] -> ((9/7 / (1 - 5/8)) * (5/2 + 9/2))
[280197] ['2/9', '5/9', '2/3', '2', '7/2'] -> ((7/2 - (5/9 / 2/3)) / (2/9 / 2))
[280198] ['4/9', '7/4', '2', '9/2', '9/2'] -> ((7/4 + 2) + ((9/2 + 9/2) / 4/9))
[280199] ['2/7', '4/9', '9/8', '3/2', '9'] -> (3/2 / ((4/9 * 9) - (9/8 / 2/7)))
[280200] ['1/9', '2/7', '5/7', '6/7', '1'] -> (((1 / 2/7) - (5/7 / 6/7)) / 1/9)
[280201] ['1/9', '3/5', '3/4', '7/3', '6'] -> (7/3 / ((3/4 / (3/5 * 6)) - 1/9))
[280202] ['5/8', '1', '9/7', '8/3', '7/2'] -> (1 / ((5/8 * 9/7) - (8/3 / 7/2)))
[280203] ['1/6', '2/5', '7/8', '3/2', '3'] -> (3 / ((7/8 / (1/6 + 3/2)) - 2/5))
[280204] ['1/7', '1/7', '4/9', '5/6', '2'] -> (((5/6 * 2) - 1/7) / (1/7 * 4/9))
[280205] ['2/5', '5/6', '9/5', '8/3', '9'] -> (9 * ((5/6 - 8/3) + (9/5 / 2/5)))
[280206] ['1/9', '3/8', '6/7', '4/3', '8'] -> ((8 / 6/7) / ((3/8 * 4/3) - 1/9))
[280207] ['1/9', '2/7', '5/7', '7/8', '1'] -> ((1 / (1/9 * 7/8)) / (5/7 - 2/7))
[280208] ['4/9', '4/9', '7/9', '7/8', '8'] -> ((4/9 + (7/9 / 7/8)) / (4/9 / 8))
[280209] ['1/7', '1/7', '4/9', '6/7', '2'] -> (6/7 / ((1/7 / 4/9) - (1/7 * 2)))
[280210] ['5/8', '1', '9/7', '8/3', '9/2'] -> ((1 / 9/7) / (5/8 - (8/3 / 9/2)))
[280211] ['2/7', '9/5', '5/2', '3', '9/2'] -> ((5/2 * (9/2 + (9/5 / 2/7))) - 3)
[280212] ['5/8', '1', '9/7', '7/2', '7/2'] -> ((9/7 / (1 - 5/8)) * (7/2 + 7/2))
[280213] ['3/4', '4/5', '6/7', '5/4', '7'] -> ((6/7 * 7) / ((4/5 * 5/4) - 3/4))
[280214] ['2/9', '5/9', '5/7', '4/5', '2'] -> (4/5 / ((2/9 / 5/7) - (5/9 / 2)))
[280215] ['4/9', '4/9', '7/9', '8/7', '8'] -> ((4/9 + (7/9 * 8/7)) / (4/9 / 8))
[280216] ['5/8', '1', '9/7', '7/2', '9/2'] -> ((9/2 + (9/7 * 7/2)) / (1 - 5/8))
[280217] ['1/6', '2/5', '7/8', '7/3', '3'] -> (3 / ((2/5 * (1/6 + 7/3)) - 7/8))
[280218] ['2/5', '5/6', '8/3', '8/3', '9'] -> ((9 - (8/3 / 8/3)) / (2/5 * 5/6))
[280219] ['1/8', '1/7', '1/5', '7/8', '2'] -> (((1/7 / 1/5) + (2 / 7/8)) / 1/8)
