[53191] ['1/4', '3/7', '8/3', '8/3', '5'] -> (3/7 * (8/3 + (5 / (1/4 / 8/3))))
[58209] ['2/5', '5/9', '6/5', '7/3', '3'] -> ((7/3 + 3) / (5/9 - (2/5 / 6/5)))
[58210] ['1/5', '3/8', '7/9', '8/3', '5'] -> ((8/3 + (5 / 1/5)) / (3/8 + 7/9))
[58211] ['1/5', '7/9', '6/7', '7/4', '4'] -> ((4 / (1/5 * 6/7)) / (7/4 - 7/9))
[58212] ['1/4', '4/7', '6/7', '9/4', '5'] -> (6/7 / ((4/7 * 9/4) - (1/4 * 5)))
[58213] ['2/5', '3/7', '4/3', '7/5', '4'] -> (4 / ((7/5 / (2/5 / 3/7)) - 4/3))
[58214] ['1/9', '1/7', '5/9', '8/5', '7'] -> ((8/5 / 1/7) + ((1/9 + 7) / 5/9))
[58215] ['3/8', '3/8', '8/9', '9/5', '8'] -> (8 / (8/9 - ((3/8 / 3/8) / 9/5)))
[58216] ['1/2', '6/7', '5/4', '8/3', '4'] -> ((5/4 + 4) * (8/3 / (1/2 / 6/7)))
[58217] ['1/5', '7/9', '6/7', '9/5', '4'] -> ((6/7 * 9/5) * (4 / (1/5 / 7/9)))
[58218] ['1/9', '1/2', '4/5', '7/5', '4'] -> (4 / (1/9 * (4/5 + (1/2 * 7/5))))
[58219] ['1/5', '1/3', '3/7', '7/9', '6'] -> (1/3 + (7/9 * (3/7 + (6 / 1/5))))
[58220] ['2/5', '3/7', '4/3', '3/2', '4'] -> (4 / ((3/2 / 3/7) - (4/3 / 2/5)))
[58221] ['1/6', '2/7', '5/8', '3/2', '9'] -> ((2/7 / 5/8) * ((9 / 1/6) - 3/2))
[58222] ['2/5', '5/9', '6/5', '8/3', '3'] -> (3 / ((2/5 / 6/5) - (5/9 / 8/3)))
[58223] ['1/9', '3/4', '6/7', '7/6', '3'] -> ((3 - (6/7 * 7/6)) / (1/9 * 3/4))
[58224] ['3/8', '3/8', '8/9', '5/2', '8'] -> ((8 - (3/8 - 5/2)) / (3/8 / 8/9))
[58225] ['1/7', '2/9', '3/7', '8/9', '5'] -> ((3/7 * 8/9) * (5 / (2/9 - 1/7)))
[58226] ['1/9', '2/7', '6/7', '6/7', '5'] -> ((6/7 + (2/7 * 5)) / (1/9 * 6/7))
[58227] ['1/5', '3/8', '4/5', '4/5', '5'] -> ((4/5 + (1/5 + 4/5)) / (3/8 / 5))
[58228] ['2/5', '3/7', '4/3', '5/3', '4'] -> (((4/3 / 5/3) / (3/7 - 2/5)) - 4)
[58229] ['5/9', '1', '5/3', '9/4', '7/2'] -> ((7/2 / ((1 / 5/9) - 5/3)) - 9/4)
[58230] ['1/2', '6/7', '9/7', '9/5', '4'] -> (4 / ((1/2 * 9/7) - (6/7 / 9/5)))
[58231] ['1/6', '2/7', '5/8', '5/3', '9'] -> (((1/6 + 9) + (5/3 / 2/7)) / 5/8)
[58232] ['1/7', '2/9', '3/7', '6/5', '5'] -> ((5 / (2/9 / 6/5)) - (3/7 / 1/7))
[58233] ['1/9', '1/7', '5/9', '9/4', '7'] -> (((5/9 / 1/9) + (7 / 1/7)) / 9/4)
[58234] ['1/9', '3/4', '6/7', '5/4', '3'] -> (3 + ((3/4 + 5/4) / (1/9 * 6/7)))
[58235] ['1/9', '1/2', '4/5', '9/4', '4'] -> (4 / (((1/2 / 4/5) / 9/4) - 1/9))
[58236] ['1/5', '7/9', '6/7', '7/2', '4'] -> (4 / (7/2 - (6/7 / (1/5 / 7/9))))
[58237] ['1/9', '2/7', '6/7', '8/7', '5'] -> (6/7 + ((8/7 + (2/7 * 5)) / 1/9))
[58238] ['1/9', '3/4', '6/7', '4/3', '3'] -> (6/7 * ((3/4 * 4/3) + (3 / 1/9)))
[58239] ['5/9', '1', '5/3', '7/3', '7/3'] -> ((5/3 + 7/3) / (5/9 / (1 + 7/3)))
[58240] ['1/5', '3/8', '4/5', '7/6', '5'] -> (5 / ((1/5 + 3/8) + (4/5 - 7/6)))
[58241] ['1/9', '1/2', '4/5', '7/3', '4'] -> ((4/5 / (1/9 * 1/2)) * (4 - 7/3))
[58242] ['1/9', '1/7', '5/9', '8/3', '7'] -> (8/3 / ((5/9 / 7) - (1/9 - 1/7)))
[58243] ['3/8', '3/8', '9/8', '8/5', '8'] -> ((9/8 + (3/8 + 3/8)) * (8/5 * 8))
[58244] ['1/4', '4/7', '7/8', '6/5', '5'] -> ((6/5 * 5) / ((4/7 * 7/8) - 1/4))
[58245] ['1/5', '7/9', '6/7', '4', '9/2'] -> ((4 / 7/9) / (9/2 - (6/7 / 1/5)))
[58246] ['5/9', '1', '5/3', '7/3', '5/2'] -> ((1 + (5/3 / 5/9)) / (5/2 - 7/3))
[58247] ['1/6', '2/7', '5/8', '7/3', '9'] -> (9 / (5/8 - ((1/6 / 2/7) / 7/3)))
[58248] ['1/2', '6/7', '4/3', '7/5', '4'] -> (4 / ((7/5 * (4/3 - 6/7)) - 1/2))
[58249] ['1/5', '1/3', '3/7', '8/7', '6'] -> (8/7 + ((1/3 + 3/7) / (1/5 / 6)))
[58250] ['1/9', '1/2', '4/5', '5/2', '4'] -> ((4 / 1/9) / ((4/5 * 5/2) - 1/2))
[58251] ['1/7', '2/9', '3/7', '7/5', '5'] -> ((7/5 - (1/7 / 3/7)) / (2/9 / 5))
[58252] ['1/4', '4/7', '7/8', '5/4', '5'] -> ((1/4 + (5 / 4/7)) / (5/4 - 7/8))
[58253] ['2/5', '3/7', '4/3', '8/3', '4'] -> (((4/3 + (4 / 3/7)) / 2/5) - 8/3)
[58254] ['5/9', '1', '5/3', '5/2', '5/2'] -> ((5/2 + 5/2) / (5/9 / (1 + 5/3)))
[58255] ['3/8', '3/8', '8/7', '7/6', '8'] -> (8 / ((8/7 * 7/6) - (3/8 / 3/8)))
[58256] ['1/5', '7/9', '7/8', '8/9', '4'] -> ((8/9 / 7/9) + (4 / (1/5 * 7/8)))
[58257] ['1/6', '2/7', '5/8', '8/3', '9'] -> ((8/3 / 2/7) + ((1/6 + 9) / 5/8))
[58258] ['1/7', '2/9', '3/7', '8/5', '5'] -> (8/5 / ((2/9 * 3/7) - (1/7 / 5)))
[58259] ['1/4', '4/7', '7/8', '7/5', '5'] -> (7/8 * ((5 / (1/4 / 7/5)) - 4/7))
[58260] ['1/2', '6/7', '4/3', '7/4', '4'] -> (4 / ((1/2 / 6/7) + (4/3 - 7/4)))
[58261] ['5/9', '1', '5/3', '5/2', '7/2'] -> ((1 + (5/3 / 5/9)) * (5/2 + 7/2))
[58262] ['2/5', '5/9', '5/4', '9/5', '3'] -> ((2/5 / 3) / ((5/9 + 5/4) - 9/5))
[58263] ['1/9', '1/7', '4/7', '5/8', '7'] -> ((1/9 + 7) * ((4/7 / 1/7) - 5/8))
[58264] ['1/9', '2/7', '6/7', '7/5', '5'] -> ((6/7 + (2/7 / 1/9)) * (7/5 * 5))
[58265] ['2/5', '5/9', '5/4', '9/4', '3'] -> (3 / (9/4 * (5/9 - (2/5 * 5/4))))
[58266] ['2/7', '4/7', '5/7', '7/4', '2'] -> (7/4 * ((2 / (5/7 - 4/7)) - 2/7))
[58267] ['5/9', '1', '5/3', '7/2', '7/2'] -> ((7/2 + (1 + 7/2)) / (5/9 / 5/3))
[58268] ['1/9', '2/7', '6/7', '8/5', '5'] -> ((5 / (1/9 / 2/7)) / (6/7 / 8/5))
[58269] ['1/7', '2/9', '3/7', '9/5', '5'] -> (((2/9 + 3/7) + (5 / 9/5)) / 1/7)
[58270] ['3/8', '3/8', '8/7', '4/3', '8'] -> (8/7 * (((3/8 + 8) / 3/8) - 4/3))
[58271] ['1/5', '1/3', '3/7', '3/2', '6'] -> ((1/3 + 3/7) * (3/2 + (6 / 1/5)))
[58272] ['1/9', '1/2', '5/6', '8/7', '4'] -> ((4 - (5/6 / 1/2)) / (1/9 / 8/7))
[58273] ['1/4', '4/7', '7/8', '5/3', '5'] -> ((5 / (1/4 * 4/7)) / (7/8 * 5/3))
[58274] ['1/9', '1/7', '4/7', '5/7', '7'] -> ((((4/7 / 1/9) - 5/7) / 1/7) - 7)
[58275] ['3/8', '3/8', '8/7', '7/5', '8'] -> ((8/7 + (3/8 / 3/8)) * (7/5 * 8))
[58276] ['1/9', '2/7', '6/7', '9/4', '5'] -> ((5 / (2/7 - (1/9 * 6/7))) - 9/4)
[58277] ['1/2', '6/7', '4/3', '8/3', '4'] -> (8/3 / (1/2 - (4/3 / (6/7 * 4))))
[58278] ['1/9', '1/7', '4/7', '3/4', '7'] -> ((4/7 - (1/7 / 3/4)) / (1/9 / 7))
[58279] ['3/8', '3/8', '8/7', '3/2', '8'] -> ((3/2 / (3/8 - (3/8 / 8/7))) - 8)
[58280] ['1/7', '2/9', '3/7', '7/2', '5'] -> (((3/7 / 2/9) - (7/2 - 5)) / 1/7)
[58281] ['1/5', '3/8', '5/6', '8/7', '5'] -> (((5 / 8/7) - 3/8) / (1/5 * 5/6))
[58282] ['1/9', '2/7', '6/7', '7/3', '5'] -> ((2/7 - 5) + ((6/7 + 7/3) / 1/9))
[58283] ['2/7', '4/7', '5/7', '2', '7/3'] -> ((4/7 * 2) / (5/7 - (2/7 * 7/3)))
[58284] ['1/6', '2/7', '2/3', '7/8', '9'] -> (9 / ((1/6 / 2/7) + (2/3 - 7/8)))
[58285] ['1/9', '1/2', '5/6', '9/7', '4'] -> ((((1/2 + 4) / 9/7) - 5/6) / 1/9)
[58286] ['3/8', '3/8', '8/7', '8/5', '8'] -> ((8/7 + 8/5) * (8 + (3/8 + 3/8)))
[58287] ['2/5', '5/9', '5/4', '3', '7/2'] -> ((7/2 / (2/5 / 3)) - (5/4 / 5/9))
[58288] ['1/7', '2/9', '4/9', '4/9', '5'] -> (((4/9 / 1/7) + (4/9 * 5)) / 2/9)
[58289] ['2/7', '4/7', '5/7', '2', '5/2'] -> ((5/7 + (2 * (4/7 + 5/2))) / 2/7)
[58290] ['1/5', '7/9', '7/8', '9/7', '4'] -> (((7/9 * 9/7) + (4 / 1/5)) / 7/8)
[58291] ['1/9', '2/7', '6/7', '9/2', '5'] -> (9/2 * (5 + (6/7 * (1/9 / 2/7))))
[58292] ['1/4', '4/7', '7/8', '5/2', '5'] -> (7/8 + (5 * (1/4 + (5/2 / 4/7))))
[58293] ['2/5', '5/9', '5/4', '3', '9/2'] -> ((5/4 * 3) + (9/2 / (2/5 * 5/9)))
[58294] ['1/6', '2/7', '2/3', '9/8', '9'] -> ((9 / (2/7 * 9/8)) - (2/3 / 1/6))
[58295] ['1/2', '6/7', '7/5', '8/5', '4'] -> ((1/2 / ((7/5 / 8/5) - 6/7)) - 4)
[58296] ['1/9', '1/2', '5/6', '9/5', '4'] -> (4 * ((1/2 / 1/9) + (5/6 * 9/5)))
[58297] ['5/9', '1', '7/4', '7/4', '8/3'] -> ((7/4 * 8/3) / (7/4 - (5/9 + 1)))
[58298] ['1/5', '7/9', '7/8', '4/3', '4'] -> ((4/3 + (4 / 1/5)) / (7/9 / 7/8))
[58299] ['2/5', '3/7', '3/2', '5/3', '4'] -> (5/3 * (2/5 + (4 / (3/7 / 3/2))))
[58300] ['3/8', '3/8', '8/7', '7/4', '8'] -> (8 * ((3/8 / 3/8) + (8/7 * 7/4)))
[58301] ['2/7', '4/7', '5/7', '2', '9/2'] -> ((5/7 / 4/7) + ((2 + 9/2) / 2/7))
[58302] ['1/9', '3/4', '7/8', '6/5', '3'] -> (7/8 + ((3/4 + (3 / 1/9)) / 6/5))
[58303] ['1/9', '2/7', '7/8', '8/9', '5'] -> ((5 + (1/9 + 8/9)) / (2/7 * 7/8))
[58304] ['1/5', '7/9', '7/8', '8/5', '4'] -> ((8/5 + (4 / 7/8)) / (1/5 / 7/9))
[58305] ['2/5', '5/9', '9/7', '4/3', '3'] -> (4/3 * ((3 / (5/9 - 2/5)) - 9/7))
[58306] ['2/7', '4/7', '3/4', '3/4', '2'] -> (2 / (3/4 - ((2/7 / 4/7) / 3/4)))
[58307] ['1/7', '2/9', '4/9', '4/7', '5'] -> ((4/9 + (4/7 * (2/9 + 5))) / 1/7)
[58308] ['1/4', '4/7', '8/9', '8/9', '5'] -> (((8/9 / 4/7) + (8/9 * 5)) / 1/4)
[58309] ['1/9', '1/7', '4/7', '8/7', '7'] -> ((8/7 / 1/9) / ((1/7 * 7) - 4/7))
[58310] ['2/5', '5/9', '9/7', '7/5', '3'] -> ((7/5 + (3 / 9/7)) / (5/9 - 2/5))
[58311] ['1/9', '3/4', '7/8', '9/7', '3'] -> ((7/8 * (9/7 + (3 / 1/9))) - 3/4)
[58312] ['1/9', '1/2', '6/7', '9/8', '4'] -> ((4 - 1/2) / (9/8 * (1/9 / 6/7)))
[58313] ['2/5', '3/7', '3/2', '9/4', '4'] -> ((3/2 / 9/4) + (4 / (2/5 * 3/7)))
[58314] ['1/4', '4/7', '8/9', '9/8', '5'] -> (((8/9 / 4/7) + (5 / 9/8)) / 1/4)
[58315] ['5/9', '1', '7/4', '9/5', '9/4'] -> (((5/9 * 9/4) / (9/5 - 7/4)) - 1)
[58316] ['1/2', '6/7', '7/5', '5/2', '4'] -> ((7/5 * 5/2) * (4 / (1/2 / 6/7)))
[58317] ['2/7', '4/7', '3/4', '8/9', '2'] -> ((2/7 + 2) / ((3/4 * 8/9) - 4/7))
[58318] ['1/5', '7/9', '7/8', '9/5', '4'] -> ((1/5 + 4) / (9/5 * (7/8 - 7/9)))
[58319] ['2/5', '3/7', '3/2', '5/2', '4'] -> (5/2 * ((2/5 / 3/2) + (4 / 3/7)))
[58320] ['3/8', '3/8', '7/6', '7/6', '8'] -> ((7/6 / (3/8 * 7/6)) + (8 / 3/8))
[58321] ['1/4', '4/7', '8/9', '8/7', '5'] -> ((8/9 / (1/4 * 4/7)) * (5 - 8/7))
[58322] ['2/5', '5/9', '9/7', '8/5', '3'] -> ((3 / (5/9 - 2/5)) / (9/7 / 8/5))
[58323] ['3/8', '3/8', '7/6', '6/5', '8'] -> (8 / (7/6 - ((3/8 / 3/8) / 6/5)))
[58324] ['1/9', '3/4', '7/8', '8/5', '3'] -> (((7/8 + (3 / 8/5)) / 1/9) - 3/4)
[58325] ['1/6', '2/7', '2/3', '7/3', '9'] -> ((2/3 * 7/3) * (9 / (1/6 / 2/7)))
[58326] ['2/5', '3/7', '3/2', '8/3', '4'] -> (3/2 * ((8/3 / 2/5) + (4 / 3/7)))
[58327] ['3/8', '3/8', '7/6', '5/4', '8'] -> ((5/4 * 8) / (7/6 - (3/8 + 3/8)))
[58328] ['1/9', '1/2', '6/7', '3/2', '4'] -> (((4 / 6/7) - (1/2 + 3/2)) / 1/9)
[58329] ['1/7', '2/9', '4/9', '4/5', '5'] -> (5 * ((4/9 / (2/9 - 1/7)) - 4/5))
[58330] ['1/2', '6/7', '3/2', '3/2', '4'] -> (3/2 / (1/2 - (3/2 / (6/7 * 4))))
[58331] ['1/9', '2/7', '7/8', '9/7', '5'] -> (5 / (1/9 * (9/7 - (2/7 - 7/8))))
[58332] ['1/9', '3/4', '7/8', '7/4', '3'] -> (7/8 * ((3/4 / 7/4) + (3 / 1/9)))
[58333] ['1/9', '1/7', '4/7', '3/2', '7'] -> (3/2 / (1/7 - (4/7 / (1/9 + 7))))
[58334] ['2/5', '5/9', '9/7', '9/5', '3'] -> ((9/5 + 3) / (9/7 * (5/9 - 2/5)))
[58335] ['3/8', '3/8', '7/6', '4/3', '8'] -> (((4/3 * (8 - 3/8)) - 7/6) / 3/8)
[58336] ['1/5', '3/8', '6/7', '8/7', '5'] -> ((8/7 - (1/5 - 6/7)) / (3/8 / 5))
[58337] ['1/9', '1/2', '6/7', '5/3', '4'] -> (((4 - 5/3) / (1/9 * 6/7)) - 1/2)
[58338] ['1/9', '2/7', '7/8', '7/5', '5'] -> ((5 / (1/9 + 2/7)) / (7/5 - 7/8))
[58339] ['1/7', '2/9', '4/9', '7/8', '5'] -> ((5 - (4/9 / 2/9)) / (1/7 * 7/8))
[58340] ['1/2', '6/7', '3/2', '5/3', '4'] -> ((1/2 * 4) / ((3/2 / 6/7) - 5/3))
[58341] ['1/5', '1/3', '4/9', '5/6', '6'] -> ((4/9 / 5/6) * (6 / (1/3 - 1/5)))
[58342] ['1/9', '3/4', '7/8', '9/4', '3'] -> (3 / ((1/9 * 9/4) + (3/4 - 7/8)))
[58343] ['2/7', '4/7', '3/4', '9/5', '2'] -> (2 / ((2/7 / 4/7) - (3/4 / 9/5)))
[58344] ['1/6', '2/7', '5/7', '7/9', '9'] -> (((9 / 7/9) - 5/7) / (1/6 + 2/7))
[58345] ['1/5', '7/9', '8/9', '8/9', '4'] -> ((8/9 + (4 / (1/5 / 8/9))) / 7/9)
[58346] ['1/5', '1/3', '4/9', '6/7', '6'] -> ((1/3 + 4/9) * (6/7 + (6 / 1/5)))
[58347] ['1/5', '3/8', '6/7', '6/5', '5'] -> (5 / ((1/5 / (6/5 - 6/7)) - 3/8))
[58348] ['3/8', '3/8', '7/6', '5/3', '8'] -> ((3/8 * 8) / (5/3 - (3/8 + 7/6)))
[58349] ['1/2', '6/7', '3/2', '8/3', '4'] -> ((1/2 + (3/2 / 6/7)) * (8/3 * 4))
[58350] ['1/9', '3/4', '7/8', '7/3', '3'] -> (3 / (1/9 * (3/4 + (7/8 / 7/3))))
[58351] ['1/5', '7/9', '8/9', '9/8', '4'] -> ((8/9 + (4 / (1/5 * 9/8))) / 7/9)
[58352] ['1/5', '1/3', '4/9', '7/8', '6'] -> ((1/3 + 6) / (1/5 * (4/9 + 7/8)))
[58353] ['1/9', '1/7', '4/7', '9/5', '7'] -> (((1/9 - 4/7) + (7 / 9/5)) / 1/7)
[58354] ['1/4', '4/7', '8/9', '8/5', '5'] -> (((8/5 * 5) / (4/7 - 1/4)) - 8/9)
[58355] ['1/7', '2/9', '4/9', '7/6', '5'] -> ((4/9 / 7/6) * (5 / (2/9 - 1/7)))
[58356] ['1/9', '2/7', '7/8', '7/4', '5'] -> (2/7 + ((5 + (7/4 / 1/9)) / 7/8))
[58357] ['1/2', '6/7', '8/5', '8/5', '4'] -> ((8/5 / (6/7 - (1/2 * 8/5))) - 4)
[58358] ['1/5', '7/9', '8/9', '7/6', '4'] -> ((7/6 / 7/9) + (4 / (1/5 * 8/9)))
[58359] ['5/9', '1', '7/4', '7/3', '7/3'] -> ((7/3 + 7/3) / (7/4 - (5/9 + 1)))
[58360] ['1/9', '1/7', '4/7', '9/4', '7'] -> ((7 / (1/9 * 9/4)) - (4/7 / 1/7))
[58361] ['1/7', '2/9', '4/9', '6/5', '5'] -> ((5 / ((1/7 / 2/9) - 4/9)) - 6/5)
[58362] ['3/8', '3/8', '7/6', '9/2', '8'] -> ((9/2 - (3/8 / 3/8)) / (7/6 / 8))
[58363] ['1/9', '1/2', '7/8', '7/8', '4'] -> (4 / (1/9 * (1/2 + (7/8 / 7/8))))
[58364] ['2/7', '4/7', '7/9', '7/9', '2'] -> (2 / (((7/9 - 2/7) / 4/7) - 7/9))
[58365] ['1/5', '7/9', '8/9', '9/7', '4'] -> (8/9 * (9/7 + (4 / (1/5 * 7/9))))
[58366] ['1/6', '2/7', '5/7', '7/8', '9'] -> (((5/7 / 2/7) - 1/6) / (7/8 / 9))
[58367] ['2/5', '5/9', '4/3', '7/5', '3'] -> (4/3 / ((5/9 + 3) - (7/5 / 2/5)))
[58368] ['1/9', '1/7', '4/7', '5/2', '7'] -> ((4/7 / 1/9) / ((5/2 / 7) - 1/7))
[58369] ['1/9', '1/2', '7/8', '8/7', '4'] -> (4 / (1/9 * (1/2 + (7/8 * 8/7))))
[58370] ['5/9', '1', '7/4', '7/3', '8/3'] -> (8/3 / ((1 / 7/3) - (5/9 / 7/4)))
[58371] ['3/8', '3/8', '6/5', '4/3', '8'] -> ((8 - (3/8 * 4/3)) / (3/8 / 6/5))
[58372] ['1/9', '1/7', '4/7', '8/3', '7'] -> (7 / ((1/9 / 8/3) + (1/7 / 4/7)))
[58373] ['2/7', '4/7', '7/9', '6/7', '2'] -> ((2/7 + 2) / ((7/9 * 6/7) - 4/7))
[58374] ['1/9', '2/7', '7/8', '8/3', '5'] -> (5 / ((2/7 * 7/8) - (1/9 / 8/3)))
[58375] ['2/5', '3/7', '5/3', '8/3', '4'] -> ((5/3 * 4) * (8/3 + (2/5 / 3/7)))
[58376] ['1/5', '7/9', '8/9', '3/2', '4'] -> (((4 / 1/5) - (8/9 * 3/2)) / 7/9)
[58377] ['3/8', '3/8', '6/5', '3/2', '8'] -> ((6/5 * 8) * (3/2 + (3/8 / 3/8)))
[58378] ['2/7', '4/7', '7/9', '7/8', '2'] -> ((2 / (2/7 + 4/7)) / (7/8 - 7/9))
[58379] ['1/6', '2/7', '5/7', '9/8', '9'] -> ((2/7 + 5/7) / (1/6 - (9/8 / 9)))
[58380] ['1/5', '7/9', '8/9', '5/3', '4'] -> ((8/9 / 5/3) / ((1/5 * 4) - 7/9))
[58381] ['1/9', '2/7', '7/8', '7/2', '5'] -> (5 / (1/9 * (7/8 + (2/7 * 7/2))))
[58382] ['1/9', '1/7', '4/7', '9/2', '7'] -> ((7 - 1/7) / (9/2 * (1/9 * 4/7)))
[58383] ['3/8', '3/8', '6/5', '7/4', '8'] -> ((6/5 * 8) * (7/4 + (3/8 + 3/8)))
[58384] ['2/5', '3/7', '5/3', '4', '9/2'] -> ((5/3 / 2/5) + ((4 + 9/2) / 3/7))
[58385] ['5/9', '1', '7/4', '5/2', '8/3'] -> (8/3 / (((5/2 - 5/9) / 7/4) - 1))
[58386] ['1/9', '1/7', '3/5', '5/8', '7'] -> ((7 / (1/9 / 1/7)) / (3/5 * 5/8))
[58387] ['1/5', '3/8', '6/7', '9/4', '5'] -> (9/4 + (6/7 * (3/8 + (5 / 1/5))))
[58388] ['1/6', '2/7', '5/7', '7/6', '9'] -> ((((9 - 1/6) / 7/6) - 5/7) / 2/7)
[58389] ['1/4', '4/7', '8/9', '9/2', '5'] -> ((1/4 + 5) * (4/7 + (8/9 * 9/2)))
[58390] ['1/5', '3/8', '6/7', '7/3', '5'] -> (((6/7 * 7/3) - 1/5) / (3/8 / 5))
[58391] ['1/7', '2/9', '4/9', '9/4', '5'] -> (((4/9 / 1/7) + (5 / 9/4)) / 2/9)
[58392] ['1/9', '3/4', '9/8', '6/5', '3'] -> ((9/8 / 3/4) + (3 / (1/9 * 6/5)))
[58393] ['1/5', '7/9', '8/9', '8/3', '4'] -> (8/3 / (1/5 * (7/9 - (8/9 / 4))))
[58394] ['3/8', '3/8', '5/4', '5/4', '8'] -> ((5/4 / (3/8 * 5/4)) + (8 / 3/8))
[58395] ['2/7', '4/7', '7/9', '7/6', '2'] -> ((2/7 + 2) / ((7/9 / 7/6) - 4/7))
[58396] ['1/5', '3/8', '6/7', '5/2', '5'] -> (5 / ((5/2 * (1/5 / 6/7)) - 3/8))
[58397] ['2/7', '4/7', '7/9', '6/5', '2'] -> ((2 / ((2/7 + 4/7) - 7/9)) - 6/5)
[58398] ['1/4', '4/7', '9/8', '7/6', '5'] -> (5 / (9/8 - (1/4 + (4/7 * 7/6))))
[58399] ['3/8', '3/8', '5/4', '9/7', '8'] -> ((5/4 - 3/8) * (8 / (3/8 / 9/7)))
[58400] ['5/9', '1', '7/4', '8/3', '7/2'] -> (8/3 / ((7/2 * (5/9 / 7/4)) - 1))
[58401] ['1/9', '2/7', '8/9', '6/5', '5'] -> (((8/9 + (6/5 * 5)) / 2/7) - 1/9)
[58402] ['1/5', '7/9', '8/9', '4', '9/2'] -> (4 / ((1/5 * (7/9 + 9/2)) - 8/9))
[58403] ['1/9', '1/7', '3/5', '7/9', '7'] -> ((7/9 - 1/7) * (7 / (1/9 / 3/5)))
[58404] ['3/8', '3/8', '5/4', '7/5', '8'] -> ((5/4 * 8) * (7/5 + (3/8 / 3/8)))
[58405] ['1/9', '2/7', '8/9', '5/4', '5'] -> ((8/9 / (1/9 * 2/7)) - (5 / 5/4))
[58406] ['1/9', '1/2', '7/8', '7/2', '4'] -> ((7/8 * (1/2 + (7/2 / 1/9))) - 4)
[58407] ['1/5', '3/8', '6/7', '7/2', '5'] -> ((6/7 * 7/2) / (1/5 - (3/8 / 5)))
[58408] ['2/7', '4/7', '7/9', '5/4', '2'] -> (2/7 / ((7/9 * (2 - 5/4)) - 4/7))
[58409] ['1/6', '2/7', '3/4', '3/4', '9'] -> ((3/4 / (1/6 * 2/7)) - (3/4 - 9))
[58410] ['3/8', '3/8', '5/4', '8/5', '8'] -> (8 * ((3/8 / 3/8) + (5/4 * 8/5)))
[58411] ['1/4', '4/7', '9/8', '5/4', '5'] -> ((4/7 * (1/4 + 5)) / (5/4 - 9/8))
[58412] ['1/5', '7/9', '9/8', '8/7', '4'] -> (8/7 + (4 / (9/8 * (1/5 * 7/9))))
[58413] ['1/6', '2/7', '3/4', '7/9', '9'] -> (9 / (3/4 * (2/7 + (1/6 / 7/9))))
[58414] ['1/9', '1/7', '3/5', '5/6', '7'] -> ((3/5 - 1/7) * (7 / (1/9 / 5/6)))
[58415] ['2/5', '3/7', '9/5', '9/5', '4'] -> (((9/5 / 3/7) - 9/5) / (2/5 / 4))
[58416] ['2/5', '5/9', '7/5', '5/2', '3'] -> (3 * ((7/5 / 2/5) + (5/2 / 5/9)))
[58417] ['1/2', '6/7', '7/4', '7/3', '4'] -> (4 / ((7/4 / 7/3) - (1/2 / 6/7)))
[58418] ['2/7', '4/7', '7/9', '4/3', '2'] -> (2 / ((7/9 / 4/3) - (2/7 / 4/7)))
[58419] ['3/8', '3/8', '9/7', '7/5', '8'] -> (7/5 * (8 + (9/7 / (3/8 * 3/8))))
[58420] ['1/4', '4/7', '9/8', '9/7', '5'] -> (((5 + (9/7 / 9/8)) / 1/4) - 4/7)
[58421] ['1/5', '7/9', '9/8', '7/6', '4'] -> ((7/6 / 7/9) + (4 / (1/5 / 9/8)))
[58422] ['2/5', '3/7', '9/5', '9/4', '4'] -> (((9/5 / 9/4) / (3/7 - 2/5)) - 4)
[58423] ['2/5', '5/9', '7/5', '8/3', '3'] -> (8/3 / (5/9 * (7/5 - (2/5 * 3))))
[58424] ['1/9', '2/7', '8/9', '7/5', '5'] -> (((1/9 + (7/5 * 5)) / 2/7) - 8/9)
[58425] ['1/9', '1/2', '8/9', '9/7', '4'] -> (((4 / 9/7) - (1/2 * 8/9)) / 1/9)
[58426] ['3/8', '3/8', '9/7', '3/2', '8'] -> (9/7 * (8 + (3/2 / (3/8 * 3/8))))
[58427] ['1/2', '6/7', '9/5', '9/5', '4'] -> (4 * (9/5 + (9/5 / (1/2 * 6/7))))
[58428] ['1/5', '3/8', '7/8', '8/9', '5'] -> (3/8 / ((1/5 * 5) - (7/8 / 8/9)))
[58429] ['1/6', '2/7', '3/4', '5/6', '9'] -> ((9 * ((5/6 / 2/7) - 1/6)) - 3/4)
[58430] ['1/9', '1/2', '8/9', '7/5', '4'] -> (4 / (((8/9 - 1/2) / 7/5) - 1/9))
[58431] ['2/7', '4/7', '7/9', '3/2', '2'] -> (2/7 / (((7/9 * 3/2) / 2) - 4/7))
[58432] ['1/5', '1/3', '1/2', '9/7', '6'] -> ((1/3 / 1/2) + (6 / (1/5 * 9/7)))
[58433] ['1/9', '2/7', '8/9', '8/5', '5'] -> ((8/5 * 5) * ((8/9 / 2/7) - 1/9))
[58434] ['1/7', '2/9', '1/2', '2/3', '5'] -> (((5 / 1/2) - (2/3 / 1/7)) / 2/9)
[58435] ['1/6', '2/7', '3/4', '7/8', '9'] -> (9 / ((1/6 * 3/4) + (2/7 * 7/8)))
[58436] ['2/5', '5/9', '7/5', '3', '9/2'] -> (((9/2 * (3 - 5/9)) - 7/5) / 2/5)
[58437] ['1/5', '7/9', '9/8', '9/7', '4'] -> ((9/7 + (4 / (1/5 * 7/9))) / 9/8)
