[248221] ['1/4', '2/5', '2/3', '1', '8/7'] -> (1 / ((1/4 / 2/5) - (2/3 / 8/7)))
[253903] ['2/7', '3/7', '5/9', '7/4', '3'] -> ((2/7 / 3/7) / ((7/4 / 3) - 5/9))
[253904] ['1/8', '6/5', '7/5', '7/5', '9'] -> (9 / ((1/8 * 7/5) - (6/5 - 7/5)))
[253905] ['2/5', '7/8', '8/7', '9/2', '8'] -> ((8 / 2/5) - (8/7 - (9/2 / 7/8)))
[253906] ['1/9', '1/8', '1/5', '5/2', '9'] -> ((1/5 + (1/9 * 9)) / (1/8 / 5/2))
[253907] ['1/6', '1/4', '1', '9/8', '9/5'] -> (1 / ((1/6 / 1/4) - (9/8 / 9/5)))
[253908] ['8/9', '8/9', '5/4', '5/3', '2'] -> (2 / ((5/4 * (5/3 - 8/9)) - 8/9))
[253909] ['2/9', '2/5', '5/3', '5/3', '6'] -> (((6 / 5/3) - 2/5) / (2/9 / 5/3))
[253910] ['1/9', '1/8', '8/9', '4/3', '6'] -> ((8/9 + (4/3 / (1/8 * 6))) / 1/9)
[253911] ['1/9', '2/5', '4/7', '4/3', '2'] -> (((2 / 2/5) - (4/3 / 4/7)) / 1/9)
[253912] ['2/9', '5/9', '7/8', '1', '4/3'] -> ((1 + 4/3) / (7/8 - (2/9 + 5/9)))
[253913] ['3/8', '5/8', '7/8', '8/5', '9'] -> ((3/8 + (9 / 8/5)) / (7/8 - 5/8))
[253914] ['2/9', '2/5', '5/3', '7/4', '6'] -> ((6 - 2/5) / (7/4 * (2/9 / 5/3)))
[253915] ['1/8', '6/5', '7/5', '9/4', '9'] -> (6/5 / ((9/4 + 9) - (7/5 / 1/8)))
[253916] ['1/6', '6/5', '7/4', '9/5', '7'] -> (6/5 / ((1/6 * 9/5) - (7/4 / 7)))
[253917] ['1/6', '1/4', '1', '8/7', '6/5'] -> (6/5 / (1/6 - (1/4 / (1 + 8/7))))
[253918] ['1/9', '2/5', '4/7', '7/5', '2'] -> ((7/5 * ((2 / 1/9) - 4/7)) - 2/5)
[253919] ['2/9', '5/9', '7/8', '1', '3/2'] -> (5/9 / ((2/9 / 3/2) + (7/8 - 1)))
[253920] ['1/4', '4/9', '4/7', '7/4', '9'] -> (((4/9 * 9) - 4/7) / (1/4 / 7/4))
[253921] ['2/5', '7/8', '7/6', '3/2', '8'] -> (8 * ((3/2 / 2/5) - (7/8 / 7/6)))
[253922] ['1/8', '6/5', '7/5', '5/2', '9'] -> (9 / ((5/2 * (7/5 - 6/5)) - 1/8))
[253923] ['2/7', '3/7', '5/9', '3', '9/2'] -> ((5/9 + 3) * (9/2 / (2/7 / 3/7)))
[253924] ['8/9', '8/9', '5/4', '2', '7/3'] -> (2 / (7/3 - (5/4 + (8/9 / 8/9))))
[253925] ['1/6', '1/4', '1', '8/7', '3/2'] -> ((1 + 3/2) / (1/4 - (1/6 / 8/7)))
[253926] ['3/8', '5/8', '7/8', '7/2', '9'] -> ((3/8 + (5/8 * 9)) / (7/8 / 7/2))
[253927] ['2/5', '7/8', '7/6', '8/5', '8'] -> ((8 / (2/5 / 7/8)) / (7/6 / 8/5))
[253928] ['1/8', '6/5', '7/5', '7/2', '9'] -> ((7/5 / 7/2) * (9 / (1/8 * 6/5)))
[253929] ['1/6', '6/5', '7/4', '5/2', '7'] -> (6/5 * ((7/4 / 1/6) + (5/2 + 7)))
[253930] ['8/9', '8/9', '5/4', '2', '5/2'] -> (2 / ((8/9 * 5/2) - (8/9 + 5/4)))
[253931] ['1/4', '4/9', '4/7', '9/4', '9'] -> (((9 / 4/7) - 9/4) / (1/4 / 4/9))
[253932] ['1/9', '1/8', '2/9', '3/5', '9'] -> (9 / (3/5 * (1/8 + (1/9 / 2/9))))
[253933] ['1/9', '1/8', '9/8', '8/7', '6'] -> (6 / (9/8 * (1/8 + (1/9 / 8/7))))
[253934] ['4/9', '5/7', '8/9', '7/3', '7'] -> ((5/7 + 7) * (7/3 * (4/9 + 8/9)))
[253935] ['1/4', '4/9', '4/7', '7/3', '9'] -> ((9 - (7/3 / (4/9 / 4/7))) / 1/4)
[253936] ['2/9', '2/5', '7/4', '9/4', '6'] -> (((9/4 / 2/5) - (7/4 / 6)) / 2/9)
[253937] ['4/9', '5/7', '8/9', '5/2', '7'] -> ((7 / (5/7 / 5/2)) - (4/9 / 8/9))
[253938] ['1/9', '1/8', '2/9', '5/7', '9'] -> (9 / (((1/8 + 2/9) / 5/7) - 1/9))
[253939] ['1/5', '5/6', '5/6', '5/4', '2'] -> ((2 / 1/5) / ((5/6 + 5/6) - 5/4))
[253940] ['1/8', '6/5', '3/2', '7/3', '9'] -> ((7/3 + (3/2 / 9)) / (1/8 / 6/5))
[253941] ['1/6', '6/5', '7/4', '9/2', '7'] -> (((7/4 / 7) + (9/2 / 6/5)) / 1/6)
[253942] ['1/9', '1/8', '9/8', '4/3', '6'] -> (4/3 / (((9/8 - 1/8) / 6) - 1/9))
[253943] ['1/4', '4/9', '4/7', '7/2', '9'] -> (((4/9 * 9) + (4/7 * 7/2)) / 1/4)
[253944] ['1/4', '1/2', '1/2', '1', '8/5'] -> ((1/2 + 1) / ((1/2 / 8/5) - 1/4))
[253945] ['2/7', '3/7', '4/7', '6/5', '3'] -> ((4/7 * 3) / ((3/7 / 6/5) - 2/7))
[253946] ['2/9', '2/5', '7/4', '7/2', '6'] -> ((7/2 / (2/9 * 7/4)) + (6 / 2/5))
[253947] ['1/9', '1/8', '2/9', '8/7', '9'] -> ((1/8 + (9 / 8/7)) / (1/9 + 2/9))
[253948] ['1/6', '1/4', '1', '7/6', '9/7'] -> ((1 / 7/6) / (1/4 - (1/6 * 9/7)))
[253949] ['2/5', '7/8', '7/6', '9/2', '8'] -> ((9/2 + (8 / 2/5)) / (7/8 * 7/6))
[253950] ['4/9', '5/7', '9/8', '7/6', '7'] -> (7 * ((5/7 * 9/8) + (7/6 / 4/9)))
[253951] ['1/9', '1/8', '9/8', '3/2', '6'] -> (3/2 * ((9/8 / 1/9) - (1/8 - 6)))
[253952] ['1/8', '6/5', '8/5', '7/2', '9'] -> ((9 - (6/5 * 7/2)) / (1/8 * 8/5))
[253953] ['1/6', '6/5', '9/4', '9/4', '7'] -> (6/5 * (((9/4 + 9/4) / 1/6) - 7))
[253954] ['8/9', '8/9', '9/7', '8/5', '2'] -> ((8/9 / (9/7 - (2 / 8/5))) - 8/9)
[253955] ['2/9', '2/5', '9/5', '9/5', '6'] -> (6 + ((9/5 + (2/5 + 9/5)) / 2/9))
[253956] ['2/7', '3/7', '4/7', '8/5', '3'] -> (3 / (4/7 - ((2/7 + 3/7) / 8/5)))
[253957] ['3/8', '5/8', '8/9', '5/2', '9'] -> (5/8 + (9 * (3/8 + (8/9 * 5/2))))
[253958] ['1/5', '5/6', '5/6', '2', '7/3'] -> ((7/3 + (5/6 * 2)) / (1/5 * 5/6))
[253959] ['1/6', '6/5', '9/4', '7/3', '7'] -> (7 / (7/3 - (1/6 + (9/4 / 6/5))))
[253960] ['2/7', '3/7', '4/7', '5/3', '3'] -> ((4/7 + (3 * (3/7 + 5/3))) / 2/7)
[253961] ['1/5', '5/6', '5/6', '2', '5/2'] -> ((5/2 / (1/5 / 2)) - (5/6 / 5/6))
[253962] ['3/8', '5/8', '8/9', '7/2', '9'] -> ((9 * ((8/9 * 7/2) - 3/8)) - 5/8)
[253963] ['1/9', '1/8', '2/9', '7/5', '9'] -> (9 / ((7/5 * (1/8 + 2/9)) - 1/9))
[253964] ['1/4', '4/9', '3/5', '4/5', '9'] -> ((9 - (4/5 / (4/9 * 3/5))) / 1/4)
[253965] ['1/9', '2/5', '3/5', '5/7', '2'] -> ((2/5 + (2 / 3/5)) / (1/9 / 5/7))
[253966] ['1/9', '1/8', '8/7', '7/6', '6'] -> ((7/6 / (1/9 + 1/8)) * (6 - 8/7))
[253967] ['1/5', '5/6', '5/6', '2', '8/3'] -> (8/3 * ((2 / 1/5) - (5/6 / 5/6)))
[253968] ['3/8', '5/8', '9/8', '7/6', '9'] -> ((9/8 + (9 * (3/8 + 7/6))) / 5/8)
[253969] ['2/7', '3/7', '4/7', '9/5', '3'] -> ((3/7 + (9/5 * (4/7 + 3))) / 2/7)
[253970] ['2/5', '7/8', '6/5', '5/3', '8'] -> (((7/8 + 5/3) * (6/5 * 8)) - 2/5)
[253971] ['1/4', '1/2', '5/9', '4/5', '1'] -> ((1 / (1/4 * 5/9)) / (4/5 - 1/2))
[253972] ['1/6', '6/5', '9/4', '7/2', '7'] -> (((9/4 + (7/2 / 6/5)) / 1/6) - 7)
[253973] ['8/9', '8/9', '9/7', '2', '7/3'] -> (8/9 / ((7/3 / 9/7) - (8/9 * 2)))
[253974] ['2/9', '2/5', '9/4', '7/3', '6'] -> ((9/4 * 6) * (7/3 - (2/9 / 2/5)))
[253975] ['1/4', '4/9', '3/5', '5/6', '9'] -> (((1/4 + (9 / 4/9)) / 5/6) - 3/5)
[253976] ['1/8', '6/5', '7/4', '7/4', '9'] -> ((7/4 / ((7/4 / 9) - 1/8)) - 6/5)
[253977] ['1/9', '2/5', '3/5', '6/7', '2'] -> (((2/5 + (2 / 6/7)) / 1/9) - 3/5)
[253978] ['2/7', '3/7', '4/7', '7/3', '3'] -> (((3/7 - 4/7) + (7/3 * 3)) / 2/7)
[253979] ['1/5', '5/6', '6/7', '6/7', '2'] -> ((1/5 / (6/7 - 5/6)) * (6/7 + 2))
[253980] ['2/5', '7/8', '6/5', '7/4', '8'] -> ((6/5 / 2/5) + (8 * (7/8 + 7/4)))
[253981] ['8/9', '8/9', '9/7', '2', '5/2'] -> ((8/9 / (9/7 - (5/2 / 2))) - 8/9)
[253982] ['4/9', '5/7', '9/8', '5/3', '7'] -> ((7 / (5/7 / 5/3)) / (9/8 - 4/9))
[253983] ['1/9', '2/5', '3/5', '7/8', '2'] -> ((((2/5 + 2) / 1/9) - 3/5) / 7/8)
[253984] ['2/5', '7/8', '6/5', '9/5', '8'] -> ((9/5 + (6/5 * 8)) / (7/8 - 2/5))
[253985] ['2/7', '3/7', '3/5', '2/3', '3'] -> (((3 / 3/5) - 3/7) / (2/7 * 2/3))
[253986] ['8/9', '8/9', '9/7', '2', '8/3'] -> ((8/9 + 8/9) / ((8/3 / 9/7) - 2))
[253987] ['1/6', '1/4', '1', '6/5', '9/4'] -> ((1 + (6/5 * (1/4 + 9/4))) / 1/6)
[253988] ['1/8', '6/5', '7/4', '8/3', '9'] -> (((8/3 + (7/4 / 6/5)) / 1/8) - 9)
[253989] ['1/9', '1/8', '8/7', '7/5', '6'] -> ((6 / (1/8 * 7/5)) - (8/7 / 1/9))
[253990] ['1/9', '2/5', '3/5', '8/7', '2'] -> (8/7 * (((2/5 + 2) / 1/9) - 3/5))
[253991] ['2/9', '5/9', '8/9', '1', '7/2'] -> ((7/2 + (1 / 2/9)) / (8/9 - 5/9))
[253992] ['1/4', '1/2', '5/9', '1', '7/6'] -> ((1 + (7/6 / 1/2)) / (1/4 * 5/9))
[253993] ['2/7', '3/7', '3/5', '7/9', '3'] -> ((3/7 + (3 / (3/5 * 7/9))) / 2/7)
[253994] ['1/6', '1/4', '1', '6/5', '7/3'] -> ((7/3 / 1/6) / ((1 / 6/5) - 1/4))
[253995] ['2/5', '7/8', '6/5', '9/2', '8'] -> ((9/2 / (2/5 + 7/8)) * (8 - 6/5))
[253996] ['1/4', '1/2', '5/9', '1', '5/4'] -> ((5/4 / (1/2 - (1/4 / 5/9))) - 1)
[253997] ['1/4', '4/9', '3/5', '9/8', '9'] -> ((3/5 * 9/8) * ((9 / 1/4) - 4/9))
[253998] ['1/9', '1/8', '1/4', '3/5', '9'] -> ((1/9 * 9) / (1/4 - (1/8 / 3/5)))
[253999] ['1/8', '6/5', '7/4', '9/2', '9'] -> ((9 - (9/2 / 6/5)) / (1/8 * 7/4))
[254000] ['4/9', '5/7', '9/8', '9/4', '7'] -> ((9/4 + (5/7 / 4/9)) / (9/8 / 7))
[254001] ['2/9', '2/5', '7/3', '7/2', '6'] -> (6 / ((7/3 / (2/9 + 2/5)) - 7/2))
[254002] ['1/6', '6/5', '8/3', '9/2', '7'] -> (((8/3 - 9/2) + (7 / 6/5)) / 1/6)
[254003] ['1/6', '1/4', '1', '5/4', '9/7'] -> ((1/6 / 1/4) / (1 - (5/4 / 9/7)))
[254004] ['1/4', '1/2', '5/9', '1', '9/7'] -> (1 / (1/4 * (5/9 - (1/2 / 9/7))))
[254005] ['2/7', '3/7', '3/5', '6/7', '3'] -> ((3/7 + ((6/7 + 3) / 3/5)) / 2/7)
[254006] ['4/9', '5/7', '9/8', '7/3', '7'] -> (5/7 / ((4/9 / 7/3) - (9/8 / 7)))
[254007] ['3/8', '5/8', '8/7', '8/5', '9'] -> ((8/7 + 8/5) * (9 + (3/8 - 5/8)))
[254008] ['1/6', '1/4', '1', '5/4', '7/5'] -> (1 / ((7/5 * (1/6 * 5/4)) - 1/4))
[254009] ['8/9', '8/9', '4/3', '5/3', '2'] -> ((4/3 * 2) / ((8/9 + 8/9) - 5/3))
[254010] ['2/9', '5/9', '1', '9/8', '6/5'] -> ((6/5 / (2/9 / 5/9)) / (9/8 - 1))
[254011] ['4/9', '5/7', '9/8', '5/2', '7'] -> ((7 / (5/7 / 5/2)) - (4/9 * 9/8))
[254012] ['1/9', '1/8', '8/7', '9/4', '6'] -> (8/7 * ((1/8 * 6) + (9/4 / 1/9)))
[254013] ['1/8', '6/5', '9/4', '7/3', '9'] -> ((9/4 / 6/5) + (9 * (1/8 + 7/3)))
[254014] ['1/4', '4/9', '3/5', '7/6', '9'] -> ((9 / 1/4) / ((7/6 / 3/5) - 4/9))
[254015] ['3/8', '5/8', '8/7', '5/3', '9'] -> (8/7 * (3/8 + (9 * (5/8 + 5/3))))
[254016] ['2/7', '3/7', '3/5', '9/8', '3'] -> (3 / (9/8 - (2/7 + (3/7 / 3/5))))
[254017] ['1/9', '2/5', '3/5', '2', '7/2'] -> (2 * ((7/2 / (1/9 / 2/5)) - 3/5))
[254018] ['8/9', '8/9', '4/3', '2', '9/4'] -> (2 / ((8/9 / 8/9) + (4/3 - 9/4)))
[254019] ['1/9', '1/8', '8/7', '7/3', '6'] -> ((6 / 1/8) - (7/3 / (1/9 / 8/7)))
[254020] ['8/9', '8/9', '4/3', '2', '7/3'] -> (8/9 / ((2 * (8/9 * 4/3)) - 7/3))
[254021] ['3/8', '5/8', '8/7', '5/2', '9'] -> ((8/7 * 5/2) * (9 - (3/8 / 5/8)))
[254022] ['4/9', '5/7', '9/8', '7/2', '7'] -> (7 * ((4/9 * 5/7) + (7/2 / 9/8)))
[254023] ['2/9', '5/9', '1', '9/8', '4/3'] -> (1 / ((5/9 / 2/9) - (9/8 + 4/3)))
[254024] ['1/6', '5/4', '5/4', '3/2', '7'] -> ((7 - (5/4 / 5/4)) / (1/6 * 3/2))
[254025] ['1/8', '6/5', '9/4', '7/2', '9'] -> (7/2 / ((9/4 / 9) - (1/8 / 6/5)))
[254026] ['8/9', '8/9', '4/3', '2', '8/3'] -> ((2 * 8/3) / (8/9 - (8/9 / 4/3)))
[254027] ['1/9', '1/8', '8/7', '8/3', '6'] -> (((1/9 * 6) + (8/3 / 8/7)) / 1/8)
[254028] ['1/4', '1/2', '5/9', '1', '5/2'] -> (((1/2 + 1) + (5/2 / 5/9)) / 1/4)
[254029] ['8/9', '8/9', '4/3', '2', '7/2'] -> (4/3 / ((2 * (8/9 + 8/9)) - 7/2))
[254030] ['2/5', '7/8', '9/7', '9/7', '8'] -> (((9/7 / 9/7) + (8 / 2/5)) / 7/8)
[254031] ['1/9', '2/5', '5/8', '3/4', '2'] -> (((2 / 5/8) - (2/5 / 3/4)) / 1/9)
[254032] ['3/8', '5/8', '8/7', '9/2', '9'] -> ((9 - (3/8 - 9/2)) / (5/8 / 8/7))
[254033] ['1/8', '6/5', '7/3', '5/2', '9'] -> (9 / ((1/8 + 7/3) - (5/2 / 6/5)))
[254034] ['1/9', '1/8', '8/7', '7/2', '6'] -> ((8/7 / 1/9) + (6 / (1/8 * 7/2)))
[254035] ['1/4', '4/9', '3/5', '3/2', '9'] -> (((9 / 3/5) - 3/2) / (1/4 / 4/9))
[254036] ['8/9', '8/9', '4/3', '2', '9/2'] -> (9/2 * (8/9 + (2 * (8/9 + 4/3))))
[254037] ['1/5', '5/6', '6/7', '5/3', '2'] -> ((5/3 + (2 / 6/7)) / (1/5 * 5/6))
[254038] ['1/6', '1/4', '1', '9/7', '7/4'] -> ((9/7 / 1/6) / ((1 / 7/4) - 1/4))
[254039] ['2/5', '7/8', '9/7', '4/3', '8'] -> ((7/8 * 9/7) * (4/3 + (8 / 2/5)))
[254040] ['4/9', '5/7', '8/7', '7/6', '7'] -> ((8/7 * 7) / (5/7 - (4/9 / 7/6)))
[254041] ['1/4', '1/2', '5/9', '1', '9/2'] -> ((1 + (9/2 / (1/2 / 5/9))) / 1/4)
[254042] ['1/9', '2/5', '5/8', '7/9', '2'] -> (2 / ((7/9 * (2/5 * 5/8)) - 1/9))
[254043] ['2/9', '5/9', '1', '9/8', '8/5'] -> (1 / ((5/9 * (8/5 - 9/8)) - 2/9))
[254044] ['1/9', '2/5', '5/8', '4/5', '2'] -> ((2 / (1/9 * 5/8)) / (2/5 + 4/5))
[254045] ['1/9', '1/8', '8/7', '9/2', '6'] -> ((9/2 * (1/9 + (6 / 8/7))) - 1/8)
[254046] ['1/6', '5/4', '5/4', '7/2', '7'] -> (((5/4 * 7) - (5/4 + 7/2)) / 1/6)
[254047] ['3/8', '5/8', '7/6', '5/4', '9'] -> (9 * ((7/6 + 5/4) - (3/8 - 5/8)))
[254048] ['2/7', '3/7', '3/5', '9/4', '3'] -> ((3 / ((2/7 + 3/7) - 3/5)) - 9/4)
[254049] ['1/6', '1/4', '1', '9/7', '9/4'] -> (1 / ((9/4 * (1/6 / 9/7)) - 1/4))
[254050] ['1/8', '6/5', '7/3', '9/2', '9'] -> (((7/3 * 9/2) - (9 / 6/5)) / 1/8)
[254051] ['8/9', '8/9', '7/5', '8/5', '2'] -> (8/5 / (7/5 - (8/9 + (8/9 / 2))))
[254052] ['1/4', '4/9', '3/5', '9/2', '9'] -> ((3/5 * 9/2) * (9 - (1/4 * 4/9)))
[254053] ['1/9', '1/8', '7/6', '6/5', '6'] -> ((7/6 / ((1/8 * 6/5) - 1/9)) - 6)
[254054] ['4/9', '5/7', '8/7', '9/7', '7'] -> ((4/9 * (5/7 + 7)) / (9/7 - 8/7))
[254055] ['2/7', '3/7', '3/5', '7/3', '3'] -> ((7/3 - 3/7) / (2/7 / (3/5 + 3)))
[254056] ['1/4', '1/2', '4/7', '3/4', '1'] -> ((3/4 / 1/4) / (1 - (1/2 / 4/7)))
[254057] ['1/6', '5/4', '9/7', '4/3', '7'] -> (9/7 / ((5/4 / 7) - (1/6 / 4/3)))
[254058] ['2/5', '7/8', '9/7', '9/5', '8'] -> ((8 + (9/5 / (7/8 * 9/7))) / 2/5)
[254059] ['1/9', '1/8', '7/6', '9/7', '6'] -> (6 / ((1/9 * 9/7) + (1/8 / 7/6)))
[254060] ['1/5', '5/6', '6/7', '2', '8/3'] -> ((6/7 / (1/5 * 5/6)) * (2 + 8/3))
[254061] ['1/9', '2/5', '5/8', '8/9', '2'] -> (((8/9 / 1/9) - 2) / (2/5 * 5/8))
[254062] ['1/9', '1/8', '2/7', '1/3', '9'] -> (1/9 / ((1/3 / (2/7 * 9)) - 1/8))
[254063] ['2/9', '5/9', '1', '9/8', '5/2'] -> (1 / ((5/9 * 5/2) - (2/9 + 9/8)))
[254064] ['1/8', '6/5', '8/3', '7/2', '9'] -> (9 / ((1/8 - 8/3) + (7/2 / 6/5)))
[254065] ['2/9', '3/7', '3/7', '5/6', '6'] -> (((3/7 + (5/6 * 6)) / 2/9) - 3/7)
[254066] ['1/6', '5/4', '9/7', '3/2', '7'] -> (7 * (5/4 + (3/2 * (1/6 + 9/7))))
[254067] ['2/9', '5/9', '1', '9/8', '7/2'] -> (1 / ((7/2 * (5/9 - 2/9)) - 9/8))
[254068] ['1/5', '5/6', '6/7', '2', '9/2'] -> ((9/2 / 1/5) - (5/6 - (2 / 6/7)))
[254069] ['2/7', '3/7', '3/5', '3', '9/2'] -> ((3/7 / 2/7) + (9/2 / (3/5 / 3)))
[254070] ['1/9', '1/8', '7/6', '8/5', '6'] -> (7/6 / ((1/9 / 8/5) - (1/8 / 6)))
[254071] ['8/9', '8/9', '7/5', '2', '9/4'] -> (2 / (((9/4 - 8/9) / 7/5) - 8/9))
[254072] ['1/6', '5/4', '9/7', '8/5', '7'] -> ((8/5 - (9/7 / 5/4)) / (1/6 / 7))
[254073] ['1/4', '4/9', '5/8', '8/7', '9'] -> (9 / (4/9 * (5/8 + (1/4 / 8/7))))
[254074] ['1/9', '1/8', '2/7', '4/9', '9'] -> (9 * (((1/9 / 1/8) / 2/7) - 4/9))
[254075] ['1/9', '1/8', '7/6', '5/3', '6'] -> ((7/6 / 1/8) / (1/9 + (5/3 / 6)))
[254076] ['1/6', '1/4', '1', '7/5', '9/4'] -> ((9/4 + (7/5 * (1/4 + 1))) / 1/6)
[254077] ['1/8', '6/5', '7/2', '7/2', '9'] -> ((7/2 + (7/2 / 1/8)) - (9 / 6/5))
[254078] ['1/5', '5/6', '7/8', '8/9', '2'] -> ((2 * (1/5 * 5/6)) / (8/9 - 7/8))
[254079] ['1/6', '5/4', '9/7', '5/3', '7'] -> (((5/4 + 5/3) * (9/7 + 7)) - 1/6)
[254080] ['1/9', '2/5', '5/8', '5/4', '2'] -> ((2 / (1/9 * 2/5)) / (5/8 + 5/4))
[254081] ['1/9', '1/8', '2/7', '1/2', '9'] -> (((9 * (1/9 / 2/7)) - 1/2) / 1/8)
[254082] ['1/9', '1/8', '7/6', '7/4', '6'] -> ((1/9 * 6) + ((7/6 + 7/4) / 1/8))
[254083] ['1/8', '6/5', '7/2', '9/2', '9'] -> (9 / ((1/8 - 7/2) + (9/2 / 6/5)))
[254084] ['1/6', '5/4', '9/7', '7/4', '7'] -> ((9/7 - (5/4 / 7/4)) / (1/6 / 7))
[254085] ['4/9', '5/7', '8/7', '9/4', '7'] -> ((5/7 + 7) / ((8/7 / 4/9) - 9/4))
[254086] ['1/6', '1/4', '1', '7/5', '8/3'] -> ((8/3 - 1/6) / (1/4 / (1 + 7/5)))
[254087] ['1/9', '2/5', '5/8', '9/7', '2'] -> (2 / (((2/5 * 5/8) / 9/7) - 1/9))
[254088] ['2/9', '3/7', '3/7', '6/5', '6'] -> (((3/7 + (6 / 6/5)) / 2/9) - 3/7)
[254089] ['1/5', '5/6', '7/8', '7/6', '2'] -> (2 / ((1/5 - 7/6) + (7/8 / 5/6)))
[254090] ['1/4', '1/2', '4/7', '1', '5/4'] -> ((5/4 + (1 / 4/7)) / (1/4 * 1/2))
[254091] ['1/6', '5/4', '9/7', '9/5', '7'] -> ((9/7 / 9/5) * (7 / (1/6 * 5/4)))
[254092] ['3/8', '5/8', '5/4', '7/5', '9'] -> (3/8 + ((5/8 + 5/4) * (7/5 * 9)))
[254093] ['2/9', '5/9', '1', '8/7', '4/3'] -> (8/7 / (4/3 - (1 / (2/9 + 5/9))))
[254094] ['1/6', '1/4', '1', '7/5', '7/2'] -> ((1 / 7/2) / ((1/4 / 7/5) - 1/6))
[254095] ['2/5', '7/8', '9/7', '9/2', '8'] -> ((9/2 / (7/8 * 9/7)) + (8 / 2/5))
[254096] ['2/9', '3/7', '3/7', '5/4', '6'] -> (6 / ((3/7 / 2/9) - (3/7 + 5/4)))
[254097] ['1/9', '2/5', '5/8', '8/5', '2'] -> ((2 / (1/9 * 5/8)) / (8/5 - 2/5))
[254098] ['1/6', '5/4', '9/7', '9/4', '7'] -> ((7 - (5/4 + (9/4 / 9/7))) / 1/6)
[254099] ['2/7', '3/7', '5/8', '8/5', '3'] -> ((8/5 + (3/7 / 5/8)) / (2/7 / 3))
[254100] ['4/9', '5/7', '8/7', '7/2', '7'] -> ((5/7 + 7) * (7/2 - (4/9 / 8/7)))
[254101] ['1/8', '5/4', '5/4', '9/5', '9'] -> (((9 / 9/5) - 5/4) / (1/8 * 5/4))
[254102] ['3/8', '5/8', '9/7', '4/3', '9'] -> ((9/7 + 9) * (4/3 + (3/8 + 5/8)))
[254103] ['1/5', '5/6', '7/8', '4/3', '2'] -> (2 / (4/3 - (1/5 + (7/8 / 5/6))))
[254104] ['1/9', '1/8', '2/7', '2/3', '9'] -> (2/3 / (2/7 * (1/9 - (1/8 / 9))))
[254105] ['1/4', '4/9', '5/8', '7/4', '9'] -> ((9 / 4/9) / ((5/8 * 7/4) - 1/4))
[254106] ['1/4', '1/2', '4/7', '1', '5/3'] -> ((1/2 / 1/4) / ((1 / 4/7) - 5/3))
[254107] ['1/9', '1/8', '6/5', '9/7', '6'] -> (6 / (6/5 * (1/9 + (1/8 / 9/7))))
[254108] ['1/8', '5/4', '5/4', '7/3', '9'] -> ((7/3 * 9) / ((5/4 / 5/4) - 1/8))
[254109] ['1/5', '5/6', '7/8', '3/2', '2'] -> ((3/2 + 2) / (7/8 * (1/5 * 5/6)))
[254110] ['1/6', '5/4', '9/7', '8/3', '7'] -> (((7 / (1/6 * 9/7)) - 8/3) / 5/4)
[254111] ['2/9', '3/7', '3/7', '7/4', '6'] -> (6 / ((3/7 + 7/4) - (3/7 / 2/9)))
[254112] ['1/8', '5/4', '5/4', '7/2', '9'] -> ((9 - (7/2 + (5/4 + 5/4))) / 1/8)
[254113] ['3/8', '5/8', '9/7', '8/5', '9'] -> (9/7 * ((8/5 / 3/8) + (9 / 5/8)))
[254114] ['1/6', '5/4', '4/3', '7/5', '7'] -> (7 / (5/4 * (7/5 + (1/6 - 4/3))))
[254115] ['2/9', '3/7', '3/7', '9/5', '6'] -> ((6 - (3/7 + (3/7 / 9/5))) / 2/9)
[254116] ['1/5', '5/6', '7/8', '2', '9/4'] -> ((9/4 + (7/8 * 2)) / (1/5 * 5/6))
[254117] ['1/9', '2/5', '5/8', '2', '7/2'] -> ((2/5 + (2 / 1/9)) + (7/2 / 5/8))
[254118] ['1/9', '1/8', '6/5', '7/4', '6'] -> ((6 / (1/9 * 6/5)) / (1/8 + 7/4))
[254119] ['1/4', '1/2', '4/7', '1', '8/3'] -> ((1/2 + (1 / 4/7)) / (1/4 / 8/3))
[254120] ['2/9', '5/9', '1', '8/7', '7/3'] -> (7/3 / ((1 / 8/7) - (2/9 + 5/9)))
[254121] ['3/8', '5/8', '9/7', '9/4', '9'] -> (9 * (5/8 + ((3/8 + 9/4) / 9/7)))
[254122] ['1/6', '5/4', '4/3', '9/5', '7'] -> ((7 - (9/5 * (5/4 * 4/3))) / 1/6)
[254123] ['1/8', '5/4', '9/7', '7/5', '9'] -> (9 / ((7/5 * (9/7 - 1/8)) - 5/4))
[254124] ['2/9', '3/7', '3/7', '7/3', '6'] -> (((3/7 + 7/3) + (3/7 * 6)) / 2/9)
[254125] ['1/6', '1/4', '1', '9/5', '7/3'] -> ((7/3 / 1/4) / ((1 / 9/5) - 1/6))
[254126] ['1/5', '5/6', '7/8', '2', '8/3'] -> ((2 + (8/3 / (5/6 / 7/8))) / 1/5)
[254127] ['1/9', '1/8', '6/5', '9/5', '6'] -> (((6/5 / 1/9) - (9/5 + 6)) / 1/8)
[254128] ['8/9', '8/9', '3/2', '2', '9/2'] -> ((3/2 * 2) * (9/2 * (8/9 + 8/9)))
[254129] ['4/9', '5/7', '7/6', '3/2', '7'] -> ((5/7 + 7) * (3/2 + (4/9 + 7/6)))
[254130] ['2/9', '5/9', '1', '8/7', '7/2'] -> (8/7 / ((5/9 - 2/9) - (1 / 7/2)))
