[79786] ['1/7', '5/9', '3/2', '3/2', '5'] -> ((3/2 / 1/7) + (5 / (5/9 / 3/2)))
[83798] ['1/9', '5/6', '8/7', '7/4', '5'] -> ((7/4 / (1/9 / 8/7)) + (5 / 5/6))
[83799] ['1/5', '3/5', '3/5', '6/7', '8'] -> (8 / (((1/5 + 3/5) / 6/7) - 3/5))
[83800] ['1/5', '1/5', '9/8', '9/7', '9'] -> (9 / (1/5 + ((1/5 * 9/8) / 9/7)))
[83801] ['3/7', '5/9', '7/8', '7/5', '3'] -> ((3 / (3/7 * 5/9)) / (7/5 - 7/8))
[83802] ['1/3', '3/7', '5/7', '2', '7/3'] -> ((7/3 + (5/7 / 3/7)) / (1/3 / 2))
[83803] ['1/5', '1/5', '9/8', '7/5', '9'] -> ((1/5 * 9) / (7/5 - (1/5 + 9/8)))
[83804] ['2/9', '3/8', '8/7', '5/4', '4'] -> ((8/7 * 4) * ((5/4 / 2/9) - 3/8))
[83805] ['1/9', '1/2', '6/5', '7/3', '7'] -> ((7/3 / (1/9 * 6/5)) - (1/2 - 7))
[83806] ['1/3', '3/7', '5/7', '2', '5/2'] -> ((2 + (5/7 / 5/2)) / (3/7 - 1/3))
[83807] ['1/8', '1/3', '3/4', '6/7', '4'] -> (4 / (((1/3 * 3/4) / 6/7) - 1/8))
[83808] ['1/5', '3/5', '3/5', '9/7', '8'] -> (8 / ((1/5 + 3/5) - (3/5 / 9/7)))
[83809] ['1/5', '6/5', '7/4', '7/3', '5'] -> (6/5 / (1/5 - ((7/4 / 7/3) / 5)))
[83810] ['1/9', '1/2', '6/5', '5/2', '7'] -> (6/5 * (((1/2 + 5/2) / 1/9) - 7))
[83811] ['1/5', '1/5', '9/8', '5/3', '9'] -> (1/5 / (((9/8 * 5/3) / 9) - 1/5))
[83812] ['1/5', '3/5', '3/5', '7/4', '8'] -> (((7/4 * 8) - (1/5 - 3/5)) / 3/5)
[83813] ['3/7', '5/9', '7/8', '5/3', '3'] -> ((3 / (3/7 * 5/9)) / (7/8 / 5/3))
[83814] ['1/9', '1/2', '6/5', '8/3', '7'] -> (((7 / 6/5) - (1/2 + 8/3)) / 1/9)
[83815] ['1/9', '9/8', '5/4', '9/4', '6'] -> ((6 - 9/4) / (5/4 * (1/9 * 9/8)))
[83816] ['1/7', '5/8', '4/5', '4/5', '5'] -> (((5 / 1/7) - 4/5) / (5/8 + 4/5))
[83817] ['3/5', '5/7', '7/9', '1', '9/4'] -> ((1 / (3/5 * (7/9 - 5/7))) - 9/4)
[83818] ['1/5', '1/5', '9/8', '5/2', '9'] -> (9 / (5/2 - (9/8 + (1/5 / 1/5))))
[83819] ['2/7', '4/9', '4/7', '7/8', '5'] -> ((4/7 + 5) / (7/8 - (2/7 / 4/9)))
[83820] ['1/9', '5/6', '7/6', '7/6', '5'] -> ((5 - (7/6 * (5/6 + 7/6))) / 1/9)
[83821] ['1/3', '3/7', '3/4', '7/8', '2'] -> (2 / (3/4 - (7/8 * (1/3 + 3/7))))
[83822] ['4/7', '3/5', '5/8', '9/7', '4'] -> ((4 / (4/7 * 3/5)) / (5/8 / 9/7))
[83823] ['3/5', '5/7', '7/9', '1', '7/3'] -> ((1 + (7/3 / 5/7)) / (7/9 - 3/5))
[83824] ['3/5', '5/7', '7/5', '8/5', '3'] -> ((3/5 + (3 / 5/7)) / (8/5 - 7/5))
[83825] ['2/7', '4/9', '4/7', '8/9', '5'] -> (((5 * (4/7 + 8/9)) - 4/9) / 2/7)
[83826] ['1/9', '1/2', '5/4', '7/5', '7'] -> ((5/4 * (7 + (7/5 / 1/9))) - 1/2)
[83827] ['1/8', '2/5', '6/7', '9/7', '3'] -> (6/7 / (9/7 - (2/5 * (1/8 + 3))))
[83828] ['1/9', '5/6', '7/6', '6/5', '5'] -> ((6/5 * 5) + ((5/6 + 7/6) / 1/9))
[83829] ['1/9', '9/8', '9/7', '7/5', '6'] -> (((6 / 7/5) - 9/7) / (1/9 * 9/8))
[83830] ['1/5', '3/5', '5/8', '6/7', '8'] -> ((3/5 + (5/8 * 8)) / (1/5 / 6/7))
[83831] ['4/7', '3/5', '5/8', '4/3', '4'] -> (4 / (4/7 * (4/3 - (5/8 / 3/5))))
[83832] ['1/9', '1/2', '5/4', '8/5', '7'] -> ((7 / (1/9 * 5/4)) / (1/2 + 8/5))
[83833] ['1/5', '1/5', '8/7', '8/7', '9'] -> ((8/7 * 9) / (1/5 + (1/5 * 8/7)))
[83834] ['3/5', '5/7', '7/5', '7/4', '3'] -> ((3/5 + 3) / (7/5 - (5/7 * 7/4)))
[83835] ['1/9', '9/8', '9/7', '8/5', '6'] -> (8/5 + (6 / (1/9 * (9/8 + 9/7))))
[83836] ['1/5', '1/5', '8/7', '6/5', '9'] -> (8/7 * ((6/5 / (1/5 * 1/5)) - 9))
[83837] ['1/8', '2/5', '6/7', '7/5', '3'] -> ((6/7 + 3) / ((2/5 / 7/5) - 1/8))
[83838] ['2/7', '4/9', '4/7', '7/6', '5'] -> ((7/6 + (5 / 2/7)) / (4/9 / 4/7))
[83839] ['1/9', '1/2', '5/4', '9/5', '7'] -> ((7 / 1/2) / ((5/4 / 9/5) - 1/9))
[83840] ['1/8', '1/3', '7/9', '7/8', '4'] -> (4 / (((7/8 - 7/9) / 1/3) - 1/8))
[83841] ['1/9', '5/6', '7/6', '7/5', '5'] -> ((5 - (7/6 + (5/6 * 7/5))) / 1/9)
[83842] ['1/9', '9/8', '9/7', '7/4', '6'] -> (6 + ((9/7 * 7/4) / (1/9 * 9/8)))
[83843] ['1/5', '1/5', '8/7', '5/4', '9'] -> (9 / (5/4 - ((1/5 / 1/5) / 8/7)))
[83844] ['1/3', '3/7', '3/4', '5/3', '2'] -> (2 / (3/7 * (3/4 - (1/3 * 5/3))))
[83845] ['1/8', '1/3', '7/9', '9/8', '4'] -> (4 / ((9/8 * (1/3 * 7/9)) - 1/8))
[83846] ['1/5', '1/5', '8/7', '9/7', '9'] -> ((9/7 + 9) / (1/5 + (1/5 * 8/7)))
[83847] ['1/7', '5/8', '4/5', '5/4', '5'] -> (((5/4 / 1/7) + (5 / 4/5)) / 5/8)
[83848] ['1/3', '3/7', '3/4', '7/4', '2'] -> ((((7/4 + 2) / 3/7) - 3/4) / 1/3)
[83849] ['1/5', '1/5', '8/7', '4/3', '9'] -> ((8/7 * 9) * (4/3 + (1/5 / 1/5)))
[83850] ['3/5', '5/7', '4/5', '7/8', '1'] -> (3/5 / ((1 / 4/5) - (7/8 / 5/7)))
[83851] ['1/9', '9/8', '9/7', '9/4', '6'] -> (((6 / 9/7) - (9/4 / 9/8)) / 1/9)
[83852] ['1/5', '3/5', '2/3', '5/7', '8'] -> (8 / (5/7 * (3/5 - (1/5 * 2/3))))
[83853] ['1/8', '1/3', '7/9', '6/5', '4'] -> ((4 / (1/8 * 6/5)) / (1/3 + 7/9))
[83854] ['3/7', '5/9', '8/9', '7/6', '3'] -> (3 / ((5/9 / 8/9) - (3/7 * 7/6)))
[83855] ['1/9', '5/6', '7/6', '7/2', '5'] -> (5 * ((1/9 / 5/6) + (7/6 + 7/2)))
[83856] ['1/9', '1/2', '9/7', '4/3', '7'] -> (4/3 / (1/9 - ((1/2 / 9/7) / 7)))
[83857] ['3/5', '5/7', '3/2', '3/2', '3'] -> ((3 / (5/7 - 3/5)) - (3/2 * 3/2))
[83858] ['1/9', '9/8', '9/7', '7/3', '6'] -> ((6 - (9/7 * 7/3)) / (1/9 * 9/8))
[83859] ['1/5', '5/4', '5/4', '8/3', '5'] -> ((5 + (5/4 / 1/5)) / (5/4 / 8/3))
[83860] ['1/3', '3/7', '3/4', '2', '5/2'] -> (((2 / 3/7) + (5/2 / 3/4)) / 1/3)
[83861] ['2/7', '4/9', '4/7', '7/4', '5'] -> ((7/4 + 5) / (2/7 / (4/9 + 4/7)))
[83862] ['1/5', '5/4', '9/7', '9/7', '5'] -> ((5 + (9/7 / 9/7)) / (1/5 * 5/4))
[83863] ['4/7', '3/5', '5/8', '5/2', '4'] -> (((3/5 * 5/2) / (5/8 - 4/7)) - 4)
[83864] ['3/5', '5/7', '4/5', '1', '8/7'] -> (8/7 / (1 - (4/5 / (3/5 / 5/7))))
[83865] ['1/7', '5/8', '4/5', '8/5', '5'] -> (((8/5 / 1/7) + (5 / 5/8)) / 4/5)
[83866] ['1/8', '1/3', '7/9', '7/5', '4'] -> (1/3 / (((7/9 / 7/5) / 4) - 1/8))
[83867] ['1/9', '9/8', '9/7', '7/2', '6'] -> ((9/7 + (6 / 7/2)) / (1/9 * 9/8))
[83868] ['2/7', '4/9', '4/7', '9/5', '5'] -> ((4/7 + (4/9 * 9/5)) / (2/7 / 5))
[83869] ['1/5', '5/4', '9/7', '4/3', '5'] -> (9/7 * ((5 / (1/5 * 5/4)) - 4/3))
[83870] ['1/5', '1/5', '8/7', '9/4', '9'] -> ((1/5 + (9 / 9/4)) / (1/5 / 8/7))
[83871] ['3/5', '5/7', '4/5', '1', '6/5'] -> (6/5 / (((3/5 / 5/7) / 4/5) - 1))
[83872] ['1/9', '5/6', '6/5', '7/5', '5'] -> ((7/5 / ((5/6 / 5) - 1/9)) - 6/5)
[83873] ['1/7', '5/8', '4/5', '5/3', '5'] -> ((5 / 1/7) / ((5/3 / 4/5) - 5/8))
[83874] ['2/9', '3/8', '6/5', '6/5', '4'] -> (4 / (2/9 * (6/5 - (3/8 * 6/5))))
[83875] ['3/5', '5/7', '3/2', '9/4', '3'] -> ((3/5 + 3) / (9/4 - (3/2 / 5/7)))
[83876] ['1/9', '1/2', '9/7', '7/4', '7'] -> ((7 - (1/9 * 9/7)) / (1/2 / 7/4))
[83877] ['2/9', '3/8', '6/5', '5/4', '4'] -> (((4 / 5/4) - 6/5) / (2/9 * 3/8))
[83878] ['1/8', '1/3', '7/9', '9/5', '4'] -> ((4 - (7/9 / 1/3)) / (1/8 / 9/5))
[83879] ['1/5', '3/5', '5/7', '5/6', '8'] -> (8 / ((3/5 / (5/7 - 1/5)) - 5/6))
[83880] ['1/7', '5/8', '4/5', '9/5', '5'] -> (9/5 / ((5/8 / (1/7 * 5)) - 4/5))
[83881] ['1/3', '3/7', '7/9', '8/9', '2'] -> ((2 / (3/7 - 1/3)) / (7/9 / 8/9))
[83882] ['3/7', '5/9', '8/9', '5/3', '3'] -> (8/9 / (3 - (5/3 + (5/9 / 3/7))))
[83883] ['1/9', '1/2', '9/7', '9/4', '7'] -> (((7 / 9/7) - 1/9) / (1/2 / 9/4))
[83884] ['1/8', '1/3', '7/9', '7/2', '4'] -> ((7/2 / (1/8 * 7/9)) - (4 / 1/3))
[83885] ['1/3', '3/7', '7/9', '9/8', '2'] -> ((2 / (3/7 - 1/3)) / (7/9 * 9/8))
[83886] ['1/9', '5/6', '6/5', '7/2', '5'] -> ((6/5 * 5) * ((5/6 / 1/9) - 7/2))
[83887] ['1/5', '5/4', '9/7', '5/3', '5'] -> (((5 / 1/5) - 5/3) / (5/4 / 9/7))
[83888] ['3/5', '5/7', '4/5', '1', '7/5'] -> ((5/7 / (3/5 - (4/5 / 7/5))) - 1)
[83889] ['4/7', '3/5', '2/3', '5/6', '4'] -> (((2/3 / 5/6) / (3/5 - 4/7)) - 4)
[83890] ['1/9', '1/2', '9/7', '7/3', '7'] -> (((7/3 / 1/9) - (9/7 * 7)) / 1/2)
[83891] ['2/7', '4/9', '4/7', '9/2', '5'] -> ((9/2 * (4/9 + 5)) - (2/7 / 4/7))
[83892] ['3/5', '5/7', '3/2', '3', '7/2'] -> ((3/2 + 7/2) * (3/5 + (3 / 5/7)))
[83893] ['1/5', '1/5', '7/6', '5/4', '9'] -> ((1/5 + (1/5 * 9)) / (5/4 - 7/6))
[83894] ['3/7', '5/9', '8/9', '9/4', '3'] -> (8/9 / ((3 / 9/4) - (5/9 / 3/7)))
[83895] ['4/7', '3/5', '2/3', '7/8', '4'] -> (4 / ((7/8 * (4/7 / 3/5)) - 2/3))
[83896] ['1/5', '1/5', '7/6', '7/5', '9'] -> ((7/5 + 9) / (1/5 + (1/5 * 7/6)))
[83897] ['3/5', '5/7', '4/5', '1', '8/5'] -> (8/5 / ((1 / 5/7) - (4/5 / 3/5)))
[83898] ['1/9', '5/6', '5/4', '7/5', '5'] -> ((7/5 + 5) / (1/9 / (5/4 - 5/6)))
[83899] ['2/7', '4/9', '3/5', '5/8', '5'] -> (3/5 * (5/8 + (5 / (2/7 * 4/9))))
[83900] ['1/7', '5/8', '4/5', '7/2', '5'] -> ((4/5 * ((5 / 1/7) - 5/8)) - 7/2)
[83901] ['4/7', '3/5', '2/3', '8/9', '4'] -> ((4 / 3/5) / ((2/3 / 4/7) - 8/9))
[83902] ['3/5', '5/7', '8/5', '5/3', '3'] -> (8/5 / (3 - (3/5 + (5/3 / 5/7))))
[83903] ['1/5', '1/5', '7/6', '8/5', '9'] -> (((9 / 1/5) - 1/5) / (7/6 * 8/5))
[83904] ['2/9', '3/8', '6/5', '7/3', '4'] -> ((6/5 / (2/9 * 3/8)) * (4 - 7/3))
[83905] ['1/9', '9/8', '7/5', '5/3', '6'] -> ((6 + (5/3 / (1/9 / 7/5))) / 9/8)
[83906] ['1/8', '1/3', '4/5', '9/8', '4'] -> ((9/8 / 1/8) + (4 / (1/3 * 4/5)))
[83907] ['3/7', '5/9', '8/9', '8/3', '3'] -> (8/3 / (3/7 * (5/9 - (8/9 / 3))))
[83908] ['1/7', '5/8', '4/5', '9/2', '5'] -> ((4/5 * (5/8 + (5 / 1/7))) - 9/2)
[83909] ['1/5', '1/5', '7/6', '5/3', '9'] -> ((1/5 + (9 / 5/3)) / (1/5 * 7/6))
[83910] ['1/9', '5/6', '5/4', '9/5', '5'] -> ((5 / (1/9 * 5/6)) / (5/4 * 9/5))
[83911] ['2/9', '3/8', '6/5', '5/2', '4'] -> (((5/2 + 4) / (2/9 * 6/5)) - 3/8)
[83912] ['1/9', '1/2', '4/3', '9/5', '7'] -> ((4/3 * 7) / (1/9 + (1/2 / 9/5)))
[83913] ['3/5', '5/7', '8/5', '9/5', '3'] -> ((3/5 + (3 / 5/7)) / (9/5 - 8/5))
[83914] ['1/9', '9/8', '7/5', '9/5', '6'] -> ((6 - 9/5) / (7/5 * (1/9 * 9/8)))
[83915] ['1/5', '5/4', '9/7', '7/2', '5'] -> (7/2 * (5 + (5/4 * (1/5 + 9/7))))
[83916] ['1/5', '3/5', '5/7', '9/4', '8'] -> (8 / (5/7 * (1/5 + (3/5 / 9/4))))
[83917] ['4/7', '3/5', '2/3', '9/7', '4'] -> (4 / ((4/7 / (9/7 - 3/5)) - 2/3))
[83918] ['1/5', '1/5', '7/6', '9/2', '9'] -> (9/2 + (9 * (7/6 + (1/5 / 1/5))))
[83919] ['1/5', '3/5', '5/7', '7/3', '8'] -> (7/3 * ((3/5 / 1/5) - (5/7 - 8)))
[83920] ['3/7', '5/9', '9/8', '8/7', '3'] -> ((3 / (5/9 - 3/7)) / (9/8 / 8/7))
[83921] ['1/7', '5/8', '5/6', '9/8', '5'] -> ((5 / (1/7 * 5/6)) / (5/8 + 9/8))
[83922] ['1/9', '5/6', '9/7', '7/5', '5'] -> ((5 - (9/7 * 7/5)) / (1/9 / 5/6))
[83923] ['2/7', '4/9', '3/5', '6/7', '5'] -> (5 * ((6/7 / (4/9 - 2/7)) - 3/5))
[83924] ['1/9', '1/2', '7/5', '8/5', '7'] -> ((7 - 7/5) / (1/9 * (1/2 + 8/5)))
[83925] ['1/5', '3/5', '5/7', '5/2', '8'] -> ((5/2 + 8) * ((3/5 / 1/5) - 5/7))
[83926] ['2/9', '3/8', '6/5', '4', '9/2'] -> (4 / (6/5 * (2/9 - (3/8 / 9/2))))
[83927] ['3/7', '5/9', '9/8', '7/6', '3'] -> (3 / ((5/9 * 9/8) - (3/7 * 7/6)))
[83928] ['1/5', '5/4', '4/3', '3/2', '5'] -> (3/2 / ((1/5 * 5) - (5/4 / 4/3)))
[83929] ['3/5', '5/7', '8/5', '8/3', '3'] -> (3/5 / (8/5 - (3 / (5/7 * 8/3))))
[83930] ['1/8', '1/3', '4/5', '7/2', '4'] -> (4 / (7/2 - (1/3 / (1/8 * 4/5))))
[83931] ['4/7', '3/5', '2/3', '5/3', '4'] -> (4 / ((2/3 / 4/7) - (3/5 * 5/3)))
[83932] ['1/5', '3/5', '5/7', '7/2', '8'] -> ((5/7 - 1/5) * (8 / (3/5 / 7/2)))
[83933] ['1/3', '3/7', '7/9', '2', '8/3'] -> ((3/7 + (2 / 7/9)) / (1/3 / 8/3))
[83934] ['1/9', '5/6', '9/7', '5/3', '5'] -> (((5 / 9/7) - 5/3) / (1/9 * 5/6))
[83935] ['1/9', '5/6', '9/7', '7/4', '5'] -> ((5 / (1/9 * 5/6)) / (9/7 * 7/4))
[83936] ['1/9', '1/2', '7/5', '7/3', '7'] -> ((7 - (7/3 / 7/5)) / (1/9 / 1/2))
[83937] ['1/5', '5/4', '4/3', '7/2', '5'] -> ((5 + (7/2 / 1/5)) / (5/4 / 4/3))
[83938] ['1/8', '2/5', '8/9', '7/6', '3'] -> (7/6 / ((3 * (1/8 / 2/5)) - 8/9))
[83939] ['1/8', '1/3', '5/6', '9/7', '4'] -> (9/7 * ((5/6 / 1/8) + (4 / 1/3)))
[83940] ['2/9', '3/8', '5/4', '9/5', '4'] -> ((9/5 / (3/8 / 5/4)) + (4 / 2/9))
[83941] ['3/5', '5/7', '5/6', '7/8', '1'] -> (3/5 / ((7/8 / 5/7) - (1 / 5/6)))
[83942] ['3/7', '5/9', '9/8', '4/3', '3'] -> (3 / ((9/8 / (3/7 / 5/9)) - 4/3))
[83943] ['1/5', '5/4', '7/5', '7/5', '5'] -> ((5 + (7/5 / 7/5)) / (1/5 * 5/4))
[83944] ['1/5', '1/5', '5/4', '7/5', '9'] -> ((9 * (1/5 + 1/5)) / (7/5 - 5/4))
[83945] ['1/7', '5/8', '5/6', '7/5', '5'] -> ((1/7 * 5) / (5/8 - (5/6 / 7/5)))
[83946] ['2/9', '3/8', '5/4', '7/3', '4'] -> ((5/4 + 7/3) * (4 / (2/9 + 3/8)))
[83947] ['1/5', '3/5', '3/4', '7/6', '8'] -> ((8 / (1/5 + 3/5)) / (7/6 - 3/4))
[83948] ['2/7', '4/9', '3/5', '6/5', '5'] -> (5 * ((3/5 / 2/7) + (6/5 / 4/9)))
[83949] ['4/7', '3/5', '2/3', '5/2', '4'] -> (((4 / 4/7) - 3/5) / (2/3 / 5/2))
[83950] ['1/7', '5/8', '5/6', '3/2', '5'] -> ((5 / (1/7 * 5/8)) / (5/6 + 3/2))
[83951] ['1/5', '1/5', '5/4', '8/5', '9'] -> (9 / ((1/5 * 5/4) + (1/5 / 8/5)))
[83952] ['1/8', '2/5', '8/9', '4/3', '3'] -> ((4/3 / (1/8 * 2/5)) - (8/9 * 3))
[83953] ['1/5', '3/5', '3/4', '9/7', '8'] -> (8 / (3/4 * (3/5 - (1/5 / 9/7))))
[83954] ['1/5', '5/4', '7/5', '7/3', '5'] -> (5 / ((7/3 / (1/5 + 7/5)) - 5/4))
[83955] ['1/5', '1/5', '5/4', '9/5', '9'] -> ((9/5 + 9) / (1/5 + (1/5 * 5/4)))
[83956] ['1/9', '5/6', '9/7', '5/2', '5'] -> ((5 - (5/2 / (5/6 * 9/7))) / 1/9)
[83957] ['1/8', '1/3', '6/7', '7/8', '4'] -> (4 / (1/3 - ((1/8 / 6/7) / 7/8)))
[83958] ['1/8', '2/5', '8/9', '7/5', '3'] -> (((7/5 / (1/8 * 8/9)) - 3) / 2/5)
[83959] ['1/9', '9/8', '8/5', '8/5', '6'] -> (6 + (9/8 * (8/5 + (8/5 / 1/9))))
[83960] ['1/9', '1/2', '3/2', '8/5', '7'] -> (8/5 * ((1/2 / 1/9) + (3/2 * 7)))
[83961] ['1/3', '3/7', '4/5', '8/9', '2'] -> (2 / (((1/3 / 3/7) / 4/5) - 8/9))
[83962] ['1/8', '2/5', '8/9', '3/2', '3'] -> (8/9 * ((3/2 / (1/8 * 2/5)) - 3))
[83963] ['1/5', '1/5', '5/4', '9/4', '9'] -> (((9 * (5/4 / 9/4)) - 1/5) / 1/5)
[83964] ['1/5', '5/4', '7/5', '8/3', '5'] -> ((5/4 * 8/3) * (1/5 + (7/5 * 5)))
[83965] ['2/9', '3/8', '9/7', '4/3', '4'] -> (4 / ((4/3 * (3/8 / 9/7)) - 2/9))
[83966] ['1/7', '5/8', '5/6', '7/4', '5'] -> ((5 / 5/8) / ((5/6 / 7/4) - 1/7))
[83967] ['1/5', '3/5', '7/9', '4/5', '8'] -> ((4/5 * 8) / ((3/5 * 7/9) - 1/5))
[83968] ['1/9', '9/8', '8/5', '5/3', '6'] -> (((6 / 9/8) - (8/5 * 5/3)) / 1/9)
[83969] ['1/5', '5/4', '7/5', '7/2', '5'] -> ((7/5 + 5) * (7/2 + (1/5 * 5/4)))
[83970] ['1/3', '3/7', '4/5', '8/7', '2'] -> ((2 + (8/7 / 4/5)) / (1/3 * 3/7))
[83971] ['3/5', '5/7', '5/3', '3', '9/2'] -> (9/2 * ((3 / (3/5 * 5/7)) - 5/3))
[83972] ['2/7', '4/9', '3/5', '3/2', '5'] -> ((3/2 / 2/7) + (5 / (4/9 * 3/5)))
[83973] ['1/8', '1/3', '6/7', '5/4', '4'] -> ((5/4 / 1/8) + (4 / (1/3 * 6/7)))
[83974] ['1/5', '3/5', '7/9', '5/6', '8'] -> (8 * ((1/5 / (5/6 - 7/9)) - 3/5))
[83975] ['1/3', '3/7', '4/5', '7/6', '2'] -> (2 / ((3/7 * 7/6) - (1/3 / 4/5)))
[83976] ['1/9', '5/6', '4/3', '7/5', '5'] -> (4/3 / (5/6 - (5 * (1/9 * 7/5))))
[83977] ['3/5', '5/7', '5/6', '1', '7/5'] -> (1 / ((3/5 / (7/5 - 5/7)) - 5/6))
[83978] ['3/5', '5/7', '7/4', '9/5', '3'] -> ((9/5 + 3) / (7/4 * (5/7 - 3/5)))
[83979] ['1/9', '9/8', '8/5', '7/3', '6'] -> ((7/3 - 1/9) * (6 * (9/8 * 8/5)))
[83980] ['1/5', '3/5', '7/9', '7/8', '8'] -> (8 / (((3/5 * 7/9) / 7/8) - 1/5))
[83981] ['1/8', '1/3', '6/7', '7/5', '4'] -> (((4 / (6/7 * 7/5)) - 1/3) / 1/8)
[83982] ['1/5', '1/5', '9/7', '7/5', '9'] -> (((9 / (9/7 * 7/5)) - 1/5) / 1/5)
[83983] ['1/5', '3/5', '7/9', '9/8', '8'] -> ((8 + (1/5 / 3/5)) / (9/8 - 7/9))
[83984] ['1/9', '5/6', '4/3', '7/4', '5'] -> (((5 / 5/6) - 4/3) / (1/9 * 7/4))
[83985] ['2/9', '3/8', '9/7', '5/3', '4'] -> ((9/7 * 4) * (2/9 + (5/3 / 3/8)))
[83986] ['1/5', '3/5', '7/9', '8/7', '8'] -> (8 / ((8/7 * (3/5 * 7/9)) - 1/5))
[83987] ['1/3', '3/7', '4/5', '7/5', '2'] -> (4/5 / (1/3 - ((3/7 * 7/5) / 2)))
[83988] ['1/8', '2/5', '8/9', '3', '7/2'] -> ((7/2 / (1/8 * 8/9)) - (3 / 2/5))
[83989] ['3/7', '5/9', '9/8', '3', '9/2'] -> (3 / ((9/8 / 3/7) - (5/9 * 9/2)))
[83990] ['1/9', '1/2', '8/5', '5/2', '7'] -> (8/5 * ((5/2 / 1/9) - (1/2 + 7)))
[83991] ['1/7', '5/8', '6/7', '8/9', '5'] -> (6/7 / ((1/7 / 8/9) - (5/8 / 5)))
[83992] ['1/5', '5/4', '8/5', '8/3', '5'] -> ((8/3 * 5) * ((5/4 * 8/5) - 1/5))
[83993] ['1/5', '3/5', '7/9', '5/4', '8'] -> ((8 / 5/4) / ((3/5 * 7/9) - 1/5))
[83994] ['1/3', '3/7', '4/5', '8/5', '2'] -> (2 * (4/5 + (8/5 / (1/3 * 3/7))))
[83995] ['1/9', '9/8', '8/5', '9/2', '6'] -> ((8/5 + (6 / (9/8 + 9/2))) / 1/9)
[83996] ['1/9', '1/2', '8/5', '7/2', '7'] -> (8/5 * ((1/2 / 1/9) + (7/2 + 7)))
[83997] ['1/7', '5/8', '6/7', '9/8', '5'] -> (6/7 / ((1/7 * 9/8) - (5/8 / 5)))
[83998] ['2/9', '3/8', '9/7', '9/4', '4'] -> (4 / ((3/8 / (9/4 - 9/7)) - 2/9))
[83999] ['1/8', '1/3', '6/7', '4', '9/2'] -> ((9/2 / ((1/3 * 6/7) - 1/8)) - 4)
[84000] ['3/5', '5/7', '7/4', '3', '9/2'] -> ((7/4 + 9/2) * (3 + (3/5 / 5/7)))
[84001] ['1/9', '1/2', '5/3', '5/3', '7'] -> (((1/2 * (5/3 + 7)) - 5/3) / 1/9)
[84002] ['4/7', '3/5', '5/7', '8/5', '4'] -> ((5/7 + 4) / (4/7 - (3/5 / 8/5)))
[84003] ['2/9', '3/8', '9/7', '5/2', '4'] -> ((5/2 / (3/8 - (2/9 * 9/7))) - 4)
[84004] ['1/5', '3/5', '7/9', '3/2', '8'] -> (8 / ((3/5 * 7/9) - (1/5 / 3/2)))
[84005] ['2/7', '4/9', '3/5', '8/3', '5'] -> ((3/5 * 5) + (8/3 / (2/7 * 4/9)))
[84006] ['3/7', '5/9', '8/7', '6/5', '3'] -> ((8/7 / 5/9) / ((3/7 * 3) - 6/5))
[84007] ['1/5', '5/4', '5/3', '5/3', '5'] -> ((5 + (5/3 / 5/3)) / (1/5 * 5/4))
[84008] ['1/9', '5/6', '7/5', '7/5', '5'] -> ((5 - (5/6 * (7/5 + 7/5))) / 1/9)
[84009] ['4/7', '3/5', '5/7', '5/3', '4'] -> ((4/7 + 4) / (5/3 * (5/7 - 3/5)))
[84010] ['1/3', '3/7', '4/5', '9/5', '2'] -> (((2 / (3/7 - 1/3)) - 9/5) / 4/5)
[84011] ['3/7', '5/9', '8/7', '5/4', '3'] -> ((8/7 / 3) / ((5/9 / 5/4) - 3/7))
[84012] ['1/8', '2/5', '9/8', '5/4', '3'] -> ((3 + (9/8 / 1/8)) / (2/5 * 5/4))
[84013] ['1/7', '5/8', '6/7', '4/3', '5'] -> (5 / (5/8 * (4/3 - (1/7 + 6/7))))
[84014] ['2/7', '4/9', '3/5', '9/2', '5'] -> ((5 / (4/9 - 2/7)) - (9/2 / 3/5))
[84015] ['1/3', '3/7', '4/5', '2', '9/4'] -> ((2 / (4/5 * (3/7 - 1/3))) - 9/4)
[84016] ['1/8', '1/3', '7/8', '9/7', '4'] -> ((9/7 / 1/8) + (4 / (1/3 * 7/8)))
[84017] ['3/7', '5/9', '8/7', '9/7', '3'] -> (8/7 / ((3/7 + 9/7) - (5/9 * 3)))
[84018] ['3/5', '5/7', '9/5', '7/3', '3'] -> ((9/5 * 7/3) * (5/7 + (3 / 3/5)))
[84019] ['1/9', '1/2', '7/4', '9/5', '7'] -> ((7 / 7/4) / ((1/2 / 9/5) - 1/9))
[84020] ['2/9', '3/8', '9/7', '4', '9/2'] -> (((9/2 / (3/8 * 9/7)) - 4) / 2/9)
[84021] ['1/8', '2/5', '9/8', '4/3', '3'] -> ((4/3 / (1/8 * 2/5)) - (3 / 9/8))
[84022] ['1/5', '1/5', '7/5', '7/5', '9'] -> (9 + ((7/5 + (1/5 + 7/5)) / 1/5))
[84023] ['1/5', '5/4', '7/4', '7/4', '5'] -> ((5 + (7/4 / 7/4)) / (1/5 * 5/4))
[84024] ['1/9', '1/2', '7/4', '9/4', '7'] -> (((7/4 * 7) - (1/9 * 9/4)) / 1/2)
[84025] ['1/5', '3/5', '7/9', '9/4', '8'] -> (3/5 + ((1/5 + (9/4 * 8)) / 7/9))
[84026] ['3/7', '5/9', '8/7', '7/5', '3'] -> ((3/7 + 3) / (5/9 * (7/5 - 8/7)))
