[203896] ['3/7', '9/8', '7/6', '7/3', '6'] -> ((7/6 * 6) / ((9/8 / 3/7) - 7/3))
[209447] ['5/6', '6/7', '6/7', '7/8', '9'] -> (9 * ((5/6 / 7/8) + (6/7 + 6/7)))
[209448] ['1/7', '5/6', '8/5', '7/4', '7'] -> ((7/4 * (1/7 + 7)) / (5/6 / 8/5))
[209449] ['4/9', '1/2', '4/7', '7/8', '6'] -> ((6 / (4/9 * 4/7)) - (1/2 - 7/8))
[209450] ['5/8', '6/7', '9/7', '5/2', '8'] -> ((5/2 * 8) * ((9/7 / 5/8) - 6/7))
[209451] ['1/7', '1/3', '8/9', '1', '4/3'] -> (8/9 * ((4/3 / (1/7 * 1/3)) - 1))
[209452] ['5/6', '6/7', '6/7', '8/9', '9'] -> (8/9 * ((6/7 / (6/7 - 5/6)) - 9))
[209453] ['3/8', '5/9', '5/4', '7/3', '6'] -> (((7/3 / 5/9) + (6 / 5/4)) / 3/8)
[209454] ['1/5', '5/9', '1', '8/5', '7/3'] -> (((7/3 / 5/9) - (1 - 8/5)) / 1/5)
[209455] ['5/6', '6/7', '6/7', '8/7', '9'] -> (9 * ((5/6 * 8/7) + (6/7 + 6/7)))
[209456] ['1/7', '5/6', '8/5', '9/5', '7'] -> (((8/5 / 1/7) + (9/5 + 7)) / 5/6)
[209457] ['3/4', '9/7', '3/2', '2', '7/2'] -> (9/7 / ((3/2 / 7/2) - (3/4 / 2)))
[209458] ['4/9', '5/9', '3/4', '4/5', '1'] -> (((5/9 / 4/9) / (4/5 - 3/4)) - 1)
[209459] ['1/6', '4/5', '6/7', '8/7', '2'] -> ((2 + (8/7 / 4/5)) / (1/6 * 6/7))
[209460] ['1/9', '9/7', '3/2', '9/5', '9'] -> (9 / ((3/2 / (9/7 + 9/5)) - 1/9))
[209461] ['7/9', '5/3', '7/4', '9/2', '8'] -> (8 / ((9/2 * (7/9 / 7/4)) - 5/3))
[209462] ['4/9', '1/2', '4/7', '7/6', '6'] -> ((6 - (4/7 * 7/6)) / (4/9 * 1/2))
[209463] ['2/9', '9/8', '8/7', '7/4', '3'] -> ((8/7 * 7/4) * (3 / (2/9 * 9/8)))
[209464] ['1/7', '5/6', '8/5', '9/4', '7'] -> (7 * ((8/5 * 9/4) - (1/7 / 5/6)))
[209465] ['4/9', '5/9', '3/4', '6/7', '1'] -> (1 / (((5/9 * 3/4) / 6/7) - 4/9))
[209466] ['6/7', '8/9', '9/8', '7/2', '5'] -> (7/2 * ((6/7 + 5) + (8/9 * 9/8)))
[209467] ['1/9', '9/7', '3/2', '9/4', '9'] -> ((3/2 * 9/4) * (1/9 + (9 / 9/7)))
[209468] ['7/9', '5/3', '9/5', '9/5', '8'] -> (5/3 * (9/5 + ((9/5 + 8) / 7/9)))
[209469] ['5/6', '6/7', '6/7', '9/7', '9'] -> (6/7 + ((6/7 + 9/7) / (5/6 / 9)))
[209470] ['6/7', '8/9', '9/8', '9/2', '5'] -> ((5 / (8/9 / 9/2)) - (9/8 / 6/7))
[209471] ['2/9', '9/8', '8/7', '9/4', '3'] -> ((8/7 / (2/9 * 9/8)) * (9/4 + 3))
[209472] ['1/7', '5/6', '8/5', '5/2', '7'] -> ((8/5 * 5/2) / ((1/7 * 7) - 5/6))
[209473] ['1/7', '1/3', '8/9', '1', '5/3'] -> (((1 + (8/9 / 1/3)) / 1/7) - 5/3)
[209474] ['1/5', '5/9', '1', '8/5', '9/2'] -> (8/5 / (1/5 * (5/9 - (1 / 9/2))))
[209475] ['5/8', '9/7', '9/4', '8/3', '6'] -> (8/3 / ((5/8 / 9/7) - (9/4 / 6)))
[209476] ['1/5', '5/9', '1', '5/3', '5/3'] -> (((5/3 * 5/3) / (1/5 * 5/9)) - 1)
[209477] ['1/9', '9/7', '3/2', '8/3', '9'] -> ((8/3 - 3/2) * (9 + (9/7 / 1/9)))
[209478] ['4/9', '5/9', '3/4', '1', '7/6'] -> (1 / ((7/6 * (5/9 * 3/4)) - 4/9))
[209479] ['2/9', '9/8', '8/7', '7/3', '3'] -> (((8/7 * 7/3) + (3 / 9/8)) / 2/9)
[209480] ['3/8', '5/9', '9/7', '8/5', '6'] -> (8/5 + (6 / (9/7 * (3/8 * 5/9))))
[209481] ['2/5', '6/5', '7/5', '9/4', '7'] -> (6/5 / (((7/5 * 9/4) / 7) - 2/5))
[209482] ['5/8', '6/7', '4/3', '8/5', '8'] -> ((8 / 5/8) / ((8/5 / 6/7) - 4/3))
[209483] ['1/5', '5/9', '1', '5/3', '7/4'] -> ((1/5 + (1 / 5/9)) / (7/4 - 5/3))
[209484] ['1/6', '4/5', '6/7', '4/3', '2'] -> (((4/3 / 4/5) + (2 / 6/7)) / 1/6)
[209485] ['7/9', '5/3', '9/4', '7/2', '8'] -> (8 / ((7/2 / (7/9 * 9/4)) - 5/3))
[209486] ['1/7', '1/3', '8/9', '1', '9/4'] -> (8/9 / ((1/3 / (1/7 * 9/4)) - 1))
[209487] ['2/5', '6/5', '7/5', '7/3', '7'] -> (6/5 * (2/5 + (7/3 * (7/5 + 7))))
[209488] ['4/9', '5/9', '3/4', '1', '4/3'] -> ((4/3 + (1 / 3/4)) / (5/9 - 4/9))
[209489] ['1/7', '5/6', '5/3', '7/4', '7'] -> ((7/4 / (5/6 / 5/3)) * (7 - 1/7))
[209490] ['5/8', '9/7', '7/3', '7/2', '6'] -> (7/3 / ((7/2 / 6) - (5/8 / 9/7)))
[209491] ['5/8', '6/7', '4/3', '7/4', '8'] -> (((8 / (6/7 / 7/4)) - 4/3) / 5/8)
[209492] ['1/6', '4/5', '6/7', '5/3', '2'] -> ((4/5 + 2) * (5/3 / (1/6 / 6/7)))
[209493] ['3/8', '5/9', '9/7', '9/5', '6'] -> ((6 + (5/9 * 9/5)) / (3/8 / 9/7))
[209494] ['7/9', '5/3', '7/3', '9/2', '8'] -> ((8 * (7/9 * 9/2)) - (5/3 + 7/3))
[209495] ['2/9', '9/8', '8/7', '3', '7/2'] -> (((3 / 9/8) - 8/7) / (2/9 / 7/2))
[209496] ['1/7', '5/6', '5/3', '9/5', '7'] -> (((5/3 * 9/5) - 1/7) / (5/6 / 7))
[209497] ['7/9', '5/3', '5/2', '5/2', '8'] -> ((5/3 * 8) / (5/2 - (7/9 * 5/2)))
[209498] ['5/8', '6/7', '4/3', '9/5', '8'] -> (((8 / (4/3 - 6/7)) - 9/5) / 5/8)
[209499] ['2/5', '6/5', '3/2', '7/4', '7'] -> (7 / (((2/5 + 7/4) / 6/5) - 3/2))
[209500] ['4/9', '5/9', '3/4', '1', '7/4'] -> (((1 + 7/4) / (5/9 - 4/9)) - 3/4)
[209501] ['6/7', '8/9', '8/7', '3/2', '5'] -> (5 / (3/2 * (8/9 - (6/7 / 8/7))))
[209502] ['1/6', '4/5', '6/7', '9/5', '2'] -> (((9/5 + (2 / 6/7)) / 1/6) - 4/5)
[209503] ['5/6', '6/7', '6/7', '9/2', '9'] -> (9 * (9/2 - (5/6 + (6/7 / 6/7))))
[209504] ['3/8', '5/9', '9/7', '7/3', '6'] -> (9/7 / ((7/3 / (6 - 5/9)) - 3/8))
[209505] ['1/7', '5/6', '5/3', '7/3', '7'] -> ((5/3 + 7/3) / ((1/7 * 7) - 5/6))
[209506] ['5/8', '9/7', '5/2', '7/2', '6'] -> (6 + ((5/2 * 7/2) / (5/8 / 9/7)))
[209507] ['1/5', '5/9', '1', '7/4', '9/4'] -> (((9/4 / 5/9) - (1 - 7/4)) / 1/5)
[209508] ['1/7', '1/3', '1', '9/8', '5/4'] -> (1 / ((9/8 + 5/4) - (1/3 / 1/7)))
[209509] ['7/9', '7/4', '7/4', '9/5', '8'] -> (8 * (7/4 + (7/4 / (7/9 * 9/5))))
[209510] ['4/9', '1/2', '4/7', '5/2', '6'] -> ((5/2 - 4/7) * (4/9 + (6 / 1/2)))
[209511] ['1/6', '4/5', '6/7', '2', '7/3'] -> ((4/5 * 7/3) * (6/7 + (2 / 1/6)))
[209512] ['5/8', '6/7', '4/3', '8/3', '8'] -> ((6/7 * 8) * (8/3 + (5/8 * 4/3)))
[209513] ['1/7', '1/3', '1', '9/8', '4/3'] -> (((4/3 / (1/7 * 1/3)) - 1) / 9/8)
[209514] ['3/4', '9/7', '5/3', '2', '5/2'] -> (2 / ((5/3 / 5/2) - (3/4 / 9/7)))
[209515] ['5/8', '9/7', '8/3', '7/2', '6'] -> ((7/2 / (5/8 / 9/7)) * (6 - 8/3))
[209516] ['1/7', '5/6', '7/4', '9/4', '7'] -> ((7/4 + 9/4) / ((1/7 * 7) - 5/6))
[209517] ['4/9', '5/9', '3/4', '1', '5/2'] -> (1 / ((5/2 * (3/4 - 5/9)) - 4/9))
[209518] ['4/9', '1/2', '3/5', '5/8', '6'] -> (3/5 + ((1/2 + 6) / (4/9 * 5/8)))
[209519] ['1/6', '4/5', '6/7', '2', '5/2'] -> ((6/7 * 5/2) * ((2 / 1/6) - 4/5))
[209520] ['7/9', '7/4', '7/4', '9/2', '8'] -> ((7/4 + (7/9 * 9/2)) / (7/4 / 8))
[209521] ['5/6', '6/7', '7/8', '6/5', '9'] -> (9 / (5/6 * (6/5 - (6/7 * 7/8))))
[209522] ['1/7', '1/3', '1', '9/8', '3/2'] -> (1 / ((1/7 * (9/8 + 3/2)) - 1/3))
[209523] ['1/6', '4/5', '6/7', '2', '7/2'] -> ((2 + (6/7 * 7/2)) / (1/6 / 4/5))
[209524] ['4/9', '1/2', '3/5', '2/3', '6'] -> (2/3 + ((1/2 + (6 / 4/9)) / 3/5))
[209525] ['5/8', '9/7', '7/2', '7/2', '6'] -> ((6 + (9/7 * (7/2 + 7/2))) / 5/8)
[209526] ['4/9', '5/9', '3/4', '1', '9/2'] -> ((9/2 / 3/4) / ((5/9 / 4/9) - 1))
[209527] ['5/8', '6/7', '7/5', '3/2', '8'] -> ((3/2 / (5/8 / 7/5)) * (8 - 6/7))
[209528] ['7/9', '7/4', '9/5', '9/4', '8'] -> (8 * (7/9 + ((7/4 + 9/4) / 9/5)))
[209529] ['5/6', '6/7', '7/8', '7/5', '9'] -> ((9 / (5/6 * 6/7)) / (7/5 - 7/8))
[209530] ['3/4', '9/7', '7/4', '7/4', '2'] -> (2 / ((7/4 / 3/4) - (9/7 * 7/4)))
[209531] ['2/5', '6/5', '5/3', '7/2', '7'] -> ((7/2 * (7 + (2/5 / 6/5))) - 5/3)
[209532] ['3/8', '5/9', '4/3', '5/3', '6'] -> ((5/3 / (5/9 - (3/8 * 4/3))) - 6)
[209533] ['1/9', '9/7', '5/3', '9/5', '9'] -> ((1/9 + (5/3 * 9/5)) * (9 - 9/7))
[209534] ['6/7', '8/9', '8/7', '8/3', '5'] -> ((8/7 + 8/3) / (5 * (8/9 - 6/7)))
[209535] ['1/7', '5/6', '7/4', '9/2', '7'] -> (7 / ((9/2 * (1/7 * 7/4)) - 5/6))
[209536] ['3/8', '5/9', '4/3', '7/4', '6'] -> (4/3 / ((5/9 + 7/4) - (3/8 * 6)))
[209537] ['1/7', '1/3', '1', '9/8', '7/4'] -> ((1 / 1/7) / (7/4 - (1/3 + 9/8)))
[209538] ['1/9', '9/7', '5/3', '9/4', '9'] -> ((9/4 * 9) * ((5/3 / 9/7) - 1/9))
[209539] ['5/6', '6/7', '7/8', '8/5', '9'] -> (9 / (8/5 - (7/8 / (5/6 * 6/7))))
[209540] ['1/7', '5/6', '9/5', '9/5', '7'] -> (7 * ((9/5 + 9/5) - (1/7 / 5/6)))
[209541] ['3/4', '9/7', '7/4', '2', '9/4'] -> (2 / ((3/4 / 9/7) + (7/4 - 9/4)))
[209542] ['7/9', '7/4', '9/5', '8/3', '8'] -> ((7/4 * 9/5) * ((8 / 7/9) - 8/3))
[209543] ['4/9', '5/9', '7/9', '6/7', '1'] -> (6/7 / ((1 / 7/9) - (5/9 / 4/9)))
[209544] ['1/9', '9/7', '5/3', '7/3', '9'] -> (7/3 * ((5/3 / (1/9 / 9/7)) - 9))
[209545] ['5/6', '6/7', '7/8', '5/3', '9'] -> ((9 / (5/6 * 6/7)) / (7/8 / 5/3))
[209546] ['1/7', '1/3', '1', '9/8', '9/5'] -> ((1 / 1/7) / ((9/8 / 9/5) - 1/3))
[209547] ['1/6', '4/5', '7/8', '8/7', '2'] -> ((8/7 + (2 / (4/5 * 7/8))) / 1/6)
[209548] ['5/8', '4/3', '4/3', '7/4', '6'] -> ((5/8 / (4/3 - (7/4 / 4/3))) - 6)
[209549] ['4/9', '5/9', '7/9', '7/8', '1'] -> ((5/9 + 7/9) / (4/9 * (1 - 7/8)))
[209550] ['7/9', '7/4', '9/5', '7/2', '8'] -> (8 / ((7/2 / (7/4 * 9/5)) - 7/9))
[209551] ['3/8', '5/9', '7/5', '7/5', '6'] -> ((6 - (7/5 / 7/5)) / (3/8 * 5/9))
[209552] ['2/9', '9/8', '6/5', '6/5', '3'] -> ((6/5 / (2/9 * 3)) / (6/5 - 9/8))
[209553] ['1/7', '5/6', '9/5', '7/3', '7'] -> ((7/3 * (5/6 * 9/5)) * (7 - 1/7))
[209554] ['1/6', '4/5', '7/8', '7/6', '2'] -> (2 / (7/6 - (7/8 + (1/6 / 4/5))))
[209555] ['3/4', '9/7', '7/4', '2', '8/3'] -> (8/3 / ((3/4 - 2) + (7/4 / 9/7)))
[209556] ['5/8', '4/3', '4/3', '9/5', '6'] -> ((4/3 * 6) / ((4/3 / 5/8) - 9/5))
[209557] ['6/7', '8/9', '7/6', '4/3', '5'] -> (5 / (4/3 - (7/6 * (6/7 / 8/9))))
[209558] ['1/7', '1/3', '1', '9/8', '5/2'] -> ((1 / 1/7) / (9/8 - (1/3 * 5/2)))
[209559] ['3/8', '5/9', '7/5', '5/3', '6'] -> ((7/5 + (6 / 5/3)) / (3/8 * 5/9))
[209560] ['5/8', '6/7', '7/5', '8/3', '8'] -> (8 / ((8/3 * (5/8 / 7/5)) - 6/7))
[209561] ['4/9', '1/2', '3/5', '7/6', '6'] -> (((6 / 3/5) - (1/2 - 7/6)) / 4/9)
[209562] ['6/7', '8/9', '7/6', '7/5', '5'] -> (7/5 * ((5 / (7/6 - 8/9)) - 6/7))
[209563] ['1/7', '1/3', '1', '9/8', '7/2'] -> (1 / (7/2 - (9/8 + (1/3 / 1/7))))
[209564] ['1/7', '5/6', '9/5', '7/2', '7'] -> ((7 * (1/7 + 7/2)) - (5/6 * 9/5))
[209565] ['7/9', '7/4', '9/4', '5/2', '8'] -> ((7/4 + 5/2) + (9/4 * (7/9 + 8)))
[209566] ['2/5', '6/5', '9/4', '5/2', '7'] -> (7 / (5/2 - ((2/5 + 9/4) / 6/5)))
[209567] ['4/9', '1/2', '3/5', '5/4', '6'] -> ((6 + (1/2 / 5/4)) / (4/9 * 3/5))
[209568] ['3/4', '9/7', '9/5', '2', '7/3'] -> ((2 / 7/3) / (3/4 - (9/7 / 9/5)))
[209569] ['5/8', '6/7', '7/5', '9/2', '8'] -> ((7/5 / (5/8 / 6/7)) * (9/2 + 8))
[209570] ['3/8', '5/9', '7/5', '9/5', '6'] -> ((9/5 + (6 / 5/9)) / (3/8 * 7/5))
[209571] ['7/9', '7/4', '7/3', '7/3', '8'] -> (((7/4 * 8) + (7/3 + 7/3)) / 7/9)
[209572] ['1/7', '5/6', '9/5', '9/2', '7'] -> (7 * (((9/2 - 1/7) / 5/6) - 9/5))
[209573] ['2/9', '9/8', '6/5', '7/5', '3'] -> (3 / ((9/8 * (7/5 - 2/9)) - 6/5))
[209574] ['5/6', '6/7', '8/9', '9/8', '9'] -> (9 / ((9/8 / 6/7) - (5/6 / 8/9)))
[209575] ['2/5', '6/5', '7/3', '7/2', '7'] -> (7/2 * (7 - ((2/5 / 6/5) / 7/3)))
[209576] ['7/9', '7/4', '7/3', '5/2', '8'] -> (((5/2 * 8) - (7/3 / 7/4)) / 7/9)
[209577] ['2/9', '9/8', '6/5', '3/2', '3'] -> (3 / (2/9 * (3/2 - (9/8 / 6/5))))
[209578] ['5/6', '6/7', '8/9', '8/7', '9'] -> ((8/9 + (8/7 / 6/7)) / (5/6 / 9))
[209579] ['1/9', '9/7', '7/4', '7/2', '9'] -> (7/2 + ((1/9 + 9) * (9/7 * 7/4)))
[209580] ['1/7', '5/6', '9/4', '8/3', '7'] -> ((5/6 * 8/3) + (7 / (1/7 * 9/4)))
[209581] ['2/9', '9/8', '6/5', '5/3', '3'] -> ((6/5 * 5/3) * (3 / (2/9 * 9/8)))
[209582] ['3/8', '5/9', '7/5', '8/3', '6'] -> ((8/3 + (6 / 3/8)) / (5/9 * 7/5))
[209583] ['4/9', '5/9', '7/9', '1', '5/3'] -> ((5/9 / ((7/9 / 5/3) - 4/9)) - 1)
[209584] ['5/8', '6/7', '3/2', '7/3', '8'] -> ((8 + (6/7 * 7/3)) / (5/8 / 3/2))
[209585] ['4/9', '1/2', '3/5', '9/4', '6'] -> (1/2 + (9/4 * (4/9 + (6 / 3/5))))
[209586] ['5/6', '6/7', '8/9', '6/5', '9'] -> (5/6 * ((6/5 / (8/9 - 6/7)) - 9))
[209587] ['7/9', '7/4', '5/2', '7/2', '8'] -> ((5/2 + 7/2) + (8 / (7/9 / 7/4)))
[209588] ['4/9', '5/9', '7/9', '1', '9/5'] -> ((5/9 / ((4/9 * 9/5) - 7/9)) - 1)
[209589] ['1/6', '4/5', '7/8', '2', '5/2'] -> ((2 / (7/8 - 4/5)) - (1/6 + 5/2))
[209590] ['5/8', '4/3', '7/5', '8/3', '6'] -> ((4/3 + (8/3 / 5/8)) / (7/5 / 6))
[209591] ['1/5', '5/9', '1', '5/2', '9/2'] -> (((5/2 + (5/9 * 9/2)) / 1/5) - 1)
[209592] ['3/4', '9/7', '2', '9/4', '8/3'] -> (8/3 / (9/4 - ((3/4 + 2) / 9/7)))
[209593] ['1/9', '9/7', '9/5', '9/4', '9'] -> ((9 / (1/9 * (9/7 + 9/5))) - 9/4)
[209594] ['1/7', '1/3', '1', '8/7', '5/2'] -> (8/7 / (1/7 - (1/3 / (1 + 5/2))))
[209595] ['1/7', '5/6', '5/2', '8/3', '7'] -> ((8/3 / 1/7) + (7 + (5/6 - 5/2)))
[209596] ['4/9', '1/2', '3/5', '7/2', '6'] -> ((7/2 + (4/9 + 1/2)) * (6 - 3/5))
[209597] ['5/8', '6/7', '3/2', '8/3', '8'] -> ((8/3 * 8) * ((3/2 / 6/7) - 5/8))
[209598] ['1/5', '5/9', '1', '8/3', '7/2'] -> (7/2 / ((1 / (5/9 - 1/5)) - 8/3))
[209599] ['1/9', '9/7', '9/5', '7/3', '9'] -> (9 + (7/3 / (9/5 * (1/9 / 9/7))))
[209600] ['2/5', '5/4', '5/4', '3/2', '7'] -> ((2/5 + (7 / 5/4)) / (3/2 - 5/4))
[209601] ['1/6', '4/5', '7/8', '2', '7/2'] -> (7/2 / ((7/8 / (4/5 + 2)) - 1/6))
[209602] ['2/9', '9/8', '6/5', '3', '7/2'] -> ((7/2 + (3 / 6/5)) / (2/9 * 9/8))
[209603] ['5/8', '4/3', '3/2', '5/3', '6'] -> (6 * ((5/8 * 4/3) + (3/2 + 5/3)))
[209604] ['5/8', '6/7', '3/2', '7/2', '8'] -> (((6/7 * 7/2) + (3/2 * 8)) / 5/8)
[209605] ['4/9', '1/2', '5/8', '5/7', '6'] -> (6 / ((1/2 / 4/9) - (5/8 / 5/7)))
[209606] ['2/9', '9/8', '6/5', '3', '9/2'] -> ((9/8 + 9/2) * (3 * (2/9 + 6/5)))
[209607] ['4/9', '5/9', '7/9', '1', '8/3'] -> (8/3 / ((4/9 - 5/9) - (7/9 - 1)))
[209608] ['3/4', '9/7', '2', '7/3', '7/2'] -> (2 / ((7/3 / 7/2) - (3/4 / 9/7)))
[209609] ['2/9', '9/8', '5/4', '5/4', '3'] -> (3 * ((9/8 + 5/4) + (5/4 / 2/9)))
[209610] ['1/6', '4/5', '8/9', '9/8', '2'] -> ((1/6 * 2) / (9/8 - (8/9 / 4/5)))
[209611] ['1/7', '5/6', '7/2', '7/2', '7'] -> (((7 * (7/2 - 1/7)) - 7/2) / 5/6)
[209612] ['3/8', '5/9', '3/2', '9/2', '6'] -> ((((3/2 + 6) / 5/9) - 9/2) / 3/8)
[209613] ['2/5', '5/4', '5/4', '9/4', '7'] -> ((7 * (5/4 + 9/4)) - (2/5 * 5/4))
[209614] ['1/5', '4/7', '4/7', '3/5', '1'] -> ((4/7 * (1/5 + 1)) / (3/5 - 4/7))
[209615] ['1/7', '1/3', '1', '7/6', '8/5'] -> (1 / ((1/3 / 8/5) - (1/7 * 7/6)))
[209616] ['3/8', '5/9', '8/5', '5/3', '6'] -> (((6 / 3/8) - (8/5 * 5/3)) / 5/9)
[209617] ['3/4', '9/7', '2', '5/2', '9/2'] -> ((2 / (3/4 / 9/7)) * (5/2 + 9/2))
[209618] ['5/6', '6/7', '8/9', '7/3', '9'] -> (9 * ((5/6 - 8/9) + (7/3 / 6/7)))
[209619] ['1/7', '6/7', '6/7', '8/9', '7'] -> (6/7 / ((1/7 * 7) - (6/7 / 8/9)))
[209620] ['1/6', '4/5', '8/9', '6/5', '2'] -> (2 / (8/9 - ((1/6 + 4/5) / 6/5)))
[209621] ['1/9', '9/7', '9/4', '7/3', '9'] -> ((9 - (9/7 * 7/3)) / (1/9 * 9/4))
[209622] ['2/5', '5/4', '5/4', '5/2', '7'] -> (5/2 * ((5/4 * 7) - (2/5 - 5/4)))
[209623] ['5/8', '6/7', '8/5', '9/5', '8'] -> (9/5 * ((8 / (5/8 * 6/7)) - 8/5))
[209624] ['1/7', '1/3', '1', '7/6', '7/4'] -> (1 / (1/3 - (7/4 * (1/7 * 7/6))))
[209625] ['4/9', '1/2', '5/8', '6/5', '6'] -> ((6/5 / 1/2) + (6 / (4/9 * 5/8)))
[209626] ['7/9', '9/5', '9/4', '9/4', '8'] -> (8 * ((7/9 * 9/4) + (9/4 / 9/5)))
[209627] ['1/6', '4/5', '8/9', '5/4', '2'] -> ((2 + (1/6 / 5/4)) / (8/9 - 4/5))
[209628] ['2/9', '9/8', '5/4', '9/5', '3'] -> ((5/4 / (2/9 * 9/8)) * (9/5 + 3))
[209629] ['1/5', '4/7', '4/7', '5/7', '1'] -> (4/7 / ((5/7 / (1/5 + 1)) - 4/7))
[209630] ['1/7', '6/7', '6/7', '8/7', '7'] -> (6/7 / (1/7 - ((6/7 / 8/7) / 7)))
[209631] ['4/9', '1/2', '5/8', '5/4', '6'] -> (6 * ((5/4 / (4/9 * 5/8)) - 1/2))
[209632] ['3/4', '9/7', '2', '8/3', '7/2'] -> ((9/7 * 7/2) * (8/3 + (2 / 3/4)))
[209633] ['2/9', '9/8', '5/4', '9/4', '3'] -> ((9/4 + (5/4 * 3)) / (2/9 * 9/8))
[209634] ['1/6', '4/5', '8/9', '9/7', '2'] -> ((2 + (8/9 / 4/5)) / (1/6 / 9/7))
[209635] ['1/7', '1/3', '1', '7/6', '9/4'] -> (1 / ((9/4 * (1/7 * 7/6)) - 1/3))
[209636] ['7/9', '9/5', '9/4', '7/3', '8'] -> (9/4 * ((9/5 * (8 - 7/9)) - 7/3))
[209637] ['3/8', '5/9', '8/5', '9/4', '6'] -> ((9/4 + (6 / (5/9 * 8/5))) / 3/8)
[209638] ['4/9', '1/2', '5/8', '9/7', '6'] -> (6 / ((1/2 / (4/9 * 9/7)) - 5/8))
[209639] ['2/9', '9/8', '5/4', '5/2', '3'] -> ((3 / (2/9 * 9/8)) / (5/4 / 5/2))
[209640] ['5/6', '6/7', '8/9', '9/2', '9'] -> ((9 / 9/2) / ((5/6 / 6/7) - 8/9))
[209641] ['1/9', '9/7', '9/4', '7/2', '9'] -> ((9 / (1/9 * 7/2)) / (9/4 - 9/7))
[209642] ['5/8', '6/7', '8/5', '9/2', '8'] -> ((6/7 * 8) * (9/2 - (5/8 * 8/5)))
[209643] ['3/4', '9/7', '2', '9/2', '9/2'] -> ((9/2 * (2 + (9/2 / 9/7))) - 3/4)
[209644] ['5/6', '6/7', '9/8', '9/8', '9'] -> (9 / ((9/8 / 6/7) - (5/6 * 9/8)))
[209645] ['2/5', '5/4', '9/7', '4/3', '7'] -> ((9/7 * 4/3) * (7 / (2/5 * 5/4)))
[209646] ['2/9', '9/8', '5/4', '3', '7/2'] -> (3 * ((5/4 / 2/9) - (9/8 - 7/2)))
[209647] ['1/9', '9/7', '9/4', '9/2', '9'] -> ((9/4 * (1/9 + 9)) + (9/2 / 9/7))
[209648] ['5/6', '6/7', '9/8', '6/5', '9'] -> (9 / ((9/8 / (5/6 * 6/7)) - 6/5))
[209649] ['1/7', '1/3', '1', '6/5', '9/7'] -> (((9/7 / 1/3) - 1) / (1/7 / 6/5))
[209650] ['1/5', '4/7', '4/7', '6/7', '1'] -> ((4/7 + (4/7 / 1/5)) / (1 - 6/7))
[209651] ['4/9', '5/9', '4/5', '1', '4/3'] -> ((1 + (4/3 / 4/5)) / (5/9 - 4/9))
[209652] ['5/8', '4/3', '9/5', '9/5', '6'] -> ((9/5 + (9/5 * (4/3 + 6))) / 5/8)
[209653] ['7/9', '9/5', '7/3', '7/3', '8'] -> (9/5 * ((7/3 / 7/9) + (7/3 + 8)))
[209654] ['3/4', '4/3', '4/3', '7/5', '2'] -> (((4/3 / (7/5 - 4/3)) - 2) / 3/4)
[209655] ['4/9', '1/2', '5/8', '5/2', '6'] -> (6 + (5/2 / (5/8 * (4/9 * 1/2))))
[209656] ['5/6', '6/7', '9/8', '5/4', '9'] -> (((9 / (9/8 - 5/6)) - 6/7) / 5/4)
[209657] ['2/9', '9/8', '9/7', '7/5', '3'] -> ((9/7 + 3) * (7/5 / (2/9 * 9/8)))
[209658] ['1/6', '4/5', '8/9', '2', '7/3'] -> (7/3 + ((8/9 + 2) / (1/6 * 4/5)))
[209659] ['5/8', '4/3', '9/5', '9/4', '6'] -> ((4/3 * 9/5) + (6 / (5/8 / 9/4)))
[209660] ['3/8', '5/9', '5/3', '7/4', '6'] -> (5/3 * (6 + (7/4 / (3/8 * 5/9))))
[209661] ['1/9', '9/7', '5/2', '5/2', '9'] -> ((5/2 / (1/9 * 9/7)) - (5/2 - 9))
[209662] ['5/8', '4/3', '9/5', '7/3', '6'] -> ((6 / (5/8 / 4/3)) / (7/3 - 9/5))
[209663] ['6/7', '8/9', '6/5', '8/3', '5'] -> ((6/5 * 5) * (8/9 + (8/3 / 6/7)))
[209664] ['1/6', '4/5', '8/9', '2', '8/3'] -> ((2 + (8/3 / 8/9)) / (1/6 / 4/5))
[209665] ['4/9', '1/2', '2/3', '4/5', '6'] -> ((2/3 + 6) * (4/5 / (4/9 * 1/2)))
[209666] ['5/8', '6/7', '5/3', '8/3', '8'] -> (6/7 * (5/3 + (8 * (5/8 + 8/3))))
[209667] ['1/5', '4/7', '4/7', '1', '8/7'] -> ((4/7 + (4/7 / 1/5)) / (8/7 - 1))
[209668] ['3/4', '4/3', '4/3', '2', '9/4'] -> (2 / ((3/4 * 4/3) + (4/3 - 9/4)))
[209669] ['1/6', '4/5', '8/9', '2', '7/2'] -> ((7/2 / (1/6 * 4/5)) - (2 / 8/9))
[209670] ['7/9', '9/5', '5/2', '5/2', '8'] -> (8 / ((5/2 - 7/9) - (5/2 / 9/5)))
[209671] ['1/7', '6/7', '6/7', '5/2', '7'] -> ((5/2 + (6/7 / 6/7)) * (7 - 1/7))
[209672] ['4/9', '5/9', '4/5', '1', '7/4'] -> ((5/9 / (4/5 - (4/9 * 7/4))) - 1)
[209673] ['7/9', '9/5', '5/2', '8/3', '8'] -> (8 / ((7/9 * 9/5) - (8/3 / 5/2)))
[209674] ['3/8', '5/9', '7/4', '7/4', '6'] -> ((6 - (7/4 / 7/4)) / (3/8 * 5/9))
