[1308107] ['2/3', '3/2', '5/3', '7/9', '8/9'] -> (8/9 / (7/9 - ((2/3 * 5/3) / 3/2)))
[1340608] ['2/3', '4/5', '5/8', '8/9', '9/2'] -> ((8/9 / (2/3 - (4/5 * 5/8))) * 9/2)
[1340609] ['2/3', '4/5', '5/8', '8/9', '9/4'] -> (((8/9 / (4/5 - 2/3)) / 5/8) * 9/4)
[1340617] ['2/3', '4/5', '5/8', '9/2', '9/8'] -> ((9/2 / (2/3 - (4/5 * 5/8))) / 9/8)
[1340621] ['2/3', '4/5', '5/8', '9/4', '9/8'] -> (((9/4 / (4/5 - 2/3)) / 5/8) / 9/8)
[1340622] ['2/3', '4/5', '5/8', '9/5', '9/5'] -> (9/5 / ((4/5 / 2/3) - (5/8 * 9/5)))
[1340625] ['2/3', '4/5', '5/8', '9/7', '9/7'] -> (9/7 / (5/8 * (9/7 - (4/5 / 2/3))))
[1340629] ['2/3', '4/5', '5/9', '5/9', '6/5'] -> ((5/9 * 6/5) / ((5/9 / 4/5) - 2/3))
[1340636] ['2/3', '4/5', '5/9', '5/9', '7/8'] -> ((5/9 / 5/9) / (7/8 - (2/3 / 4/5)))
[1340661] ['2/3', '4/5', '5/9', '6/5', '9/4'] -> ((6/5 / (5/9 - (2/3 * 4/5))) / 9/4)
[1340662] ['2/3', '4/5', '5/9', '6/5', '9/5'] -> ((6/5 / ((5/9 / 4/5) - 2/3)) / 9/5)
[1340669] ['2/3', '4/5', '5/9', '6/7', '7/5'] -> ((4/5 / (6/7 - (5/9 / 2/3))) / 7/5)
[1340671] ['2/3', '4/5', '5/9', '6/7', '7/8'] -> (((2/3 / (6/7 - 4/5)) / 5/9) / 7/8)
[1340672] ['2/3', '4/5', '5/9', '6/7', '7/9'] -> ((6/7 / ((5/9 / 4/5) - 2/3)) * 7/9)
[1340674] ['2/3', '4/5', '5/9', '6/7', '8/5'] -> (8/5 / (((2/3 * 4/5) / 6/7) - 5/9))
[1340675] ['2/3', '4/5', '5/9', '6/7', '8/7'] -> (((2/3 / (6/7 - 4/5)) / 5/9) * 8/7)
[1340679] ['2/3', '4/5', '5/9', '6/7', '9/5'] -> ((4/5 / (2/3 - (5/9 / 6/7))) / 9/5)
[1340680] ['2/3', '4/5', '5/9', '6/7', '9/7'] -> ((6/7 / ((5/9 / 4/5) - 2/3)) / 9/7)
[1340683] ['2/3', '4/5', '5/9', '7/2', '7/3'] -> (7/3 / (((5/9 / 4/5) - 2/3) * 7/2))
[1340709] ['2/3', '4/5', '5/9', '7/3', '9/4'] -> (((7/3 / (2/3 - 5/9)) / 4/5) - 9/4)
[1340714] ['2/3', '4/5', '5/9', '7/4', '7/5'] -> (7/5 / (((5/9 / 2/3) - 4/5) * 7/4))
[1340715] ['2/3', '4/5', '5/9', '7/4', '7/6'] -> (7/6 / (((5/9 / 4/5) - 2/3) * 7/4))
[1340718] ['2/3', '4/5', '5/9', '7/4', '8/3'] -> (8/3 / (((4/5 * 5/9) * 7/4) - 2/3))
[1340731] ['2/3', '4/5', '5/9', '7/5', '8/3'] -> (8/3 / (5/9 * (7/5 - (4/5 / 2/3))))
[1340734] ['2/3', '4/5', '5/9', '7/5', '8/9'] -> (8/9 / (5/9 * ((2/3 + 4/5) - 7/5)))
[1340742] ['2/3', '4/5', '5/9', '7/6', '7/9'] -> (7/9 / (((5/9 / 4/5) - 2/3) * 7/6))
[1340744] ['2/3', '4/5', '5/9', '7/6', '8/5'] -> (8/5 / (((2/3 * 4/5) * 7/6) - 5/9))
[1340749] ['2/3', '4/5', '5/9', '7/6', '9/5'] -> ((4/5 / (2/3 - (5/9 * 7/6))) / 9/5)
[1340754] ['2/3', '4/5', '5/9', '7/8', '8/3'] -> (8/3 / ((5/9 / 4/5) - (2/3 * 7/8)))
[1340759] ['2/3', '4/5', '5/9', '7/8', '9/4'] -> ((7/8 / ((5/9 / 2/3) - 4/5)) - 9/4)
[1340760] ['2/3', '4/5', '5/9', '7/8', '9/5'] -> ((5/9 / (7/8 - (2/3 / 4/5))) * 9/5)
[1340764] ['2/3', '4/5', '5/9', '7/9', '8/3'] -> (8/3 / (7/9 - ((4/5 * 5/9) / 2/3)))
[1340767] ['2/3', '4/5', '5/9', '7/9', '8/9'] -> (8/9 / (((2/3 + 4/5) * 5/9) - 7/9))
[1340773] ['2/3', '4/5', '5/9', '8/3', '8/3'] -> ((((8/3 / 2/3) / 4/5) / 5/9) * 8/3)
[1340779] ['2/3', '4/5', '5/9', '8/3', '9/5'] -> (9/5 / ((2/3 + (5/9 / 8/3)) - 4/5))
[1340784] ['2/3', '4/5', '5/9', '8/5', '8/9'] -> (8/9 / (2/3 * (5/9 - (4/5 / 8/5))))
[1340809] ['2/3', '4/5', '5/9', '9/4', '9/5'] -> (9/5 / (((5/9 / 2/3) - 4/5) * 9/4))
[1340825] ['2/3', '4/5', '6/5', '6/5', '7/8'] -> ((6/5 / 6/5) / (7/8 - (2/3 / 4/5)))
[1340845] ['2/3', '4/5', '6/5', '6/7', '8/5'] -> (8/5 / ((2/3 + 4/5) - (6/5 / 6/7)))
[1340849] ['2/3', '4/5', '6/5', '6/7', '9/4'] -> ((6/5 / (4/5 - (2/3 / 6/7))) / 9/4)
[1340873] ['2/3', '4/5', '6/5', '7/3', '7/8'] -> (((6/5 * 7/3) / (4/5 - 2/3)) / 7/8)
[1340877] ['2/3', '4/5', '6/5', '7/3', '8/7'] -> (((6/5 * 7/3) / (4/5 - 2/3)) * 8/7)
[1340884] ['2/3', '4/5', '6/5', '7/4', '7/4'] -> ((4/5 / ((6/5 / 7/4) - 2/3)) / 7/4)
[1340902] ['2/3', '4/5', '6/5', '7/5', '8/3'] -> ((6/5 / ((2/3 * 7/5) - 4/5)) * 8/3)
[1340915] ['2/3', '4/5', '6/5', '7/6', '8/5'] -> (8/5 / ((2/3 + 4/5) - (6/5 * 7/6)))
[1340919] ['2/3', '4/5', '6/5', '7/6', '9/4'] -> ((6/5 / (4/5 - (2/3 * 7/6))) / 9/4)
[1340928] ['2/3', '4/5', '6/5', '7/8', '8/9'] -> (((2/3 + 6/5) / (7/8 - 4/5)) - 8/9)
[1340929] ['2/3', '4/5', '6/5', '7/8', '9/2'] -> (9/2 / ((6/5 / 4/5) - (7/8 / 2/3)))
[1340937] ['2/3', '4/5', '6/5', '7/9', '8/7'] -> ((6/5 / ((2/3 / 7/9) - 4/5)) * 8/7)
[1340938] ['2/3', '4/5', '6/5', '7/9', '8/9'] -> ((6/5 / (2/3 - (4/5 * 7/9))) * 8/9)
[1340941] ['2/3', '4/5', '6/5', '7/9', '9/5'] -> ((4/5 / (2/3 - (7/9 / 6/5))) / 9/5)
[1340943] ['2/3', '4/5', '6/5', '7/9', '9/8'] -> ((6/5 / (2/3 - (4/5 * 7/9))) / 9/8)
[1340948] ['2/3', '4/5', '6/5', '8/3', '9/2'] -> ((((2/3 + 4/5) + 6/5) + 8/3) * 9/2)
[1340954] ['2/3', '4/5', '6/5', '8/5', '8/7'] -> (((6/5 + 8/5) / (4/5 - 2/3)) * 8/7)
[1340958] ['2/3', '4/5', '6/5', '8/5', '9/5'] -> ((2/3 * 9/5) / (4/5 - (6/5 / 8/5)))
[1340965] ['2/3', '4/5', '6/5', '8/7', '9/5'] -> (((4/5 / (6/5 - 8/7)) - 2/3) * 9/5)
[1340968] ['2/3', '4/5', '6/5', '8/9', '8/9'] -> ((6/5 / ((4/5 * 8/9) - 2/3)) * 8/9)
[1340973] ['2/3', '4/5', '6/5', '8/9', '9/8'] -> ((6/5 / ((4/5 * 8/9) - 2/3)) / 9/8)
[1340987] ['2/3', '4/5', '6/5', '9/7', '9/8'] -> ((6/5 / (2/3 - (4/5 / 9/7))) / 9/8)
[1340988] ['2/3', '4/5', '6/5', '9/8', '9/8'] -> ((6/5 / ((4/5 / 9/8) - 2/3)) / 9/8)
[1340995] ['2/3', '4/5', '6/7', '6/7', '7/8'] -> ((6/7 / 6/7) / (7/8 - (2/3 / 4/5)))
[1340996] ['2/3', '4/5', '6/7', '6/7', '7/9'] -> (((2/3 + 6/7) / 4/5) / (6/7 - 7/9))
[1340997] ['2/3', '4/5', '6/7', '6/7', '8/3'] -> (((2/3 + 6/7) / (6/7 - 4/5)) - 8/3)
[1341006] ['2/3', '4/5', '6/7', '7/2', '7/2'] -> ((((6/7 / 4/5) + 7/2) / 2/3) * 7/2)
[1341014] ['2/3', '4/5', '6/7', '7/2', '8/5'] -> (8/5 / (((4/5 * 6/7) - 2/3) * 7/2))
[1341029] ['2/3', '4/5', '6/7', '7/3', '8/5'] -> (((6/7 * 7/3) / (4/5 - 2/3)) * 8/5)
[1341043] ['2/3', '4/5', '6/7', '7/4', '8/5'] -> (8/5 / ((2/3 * (6/7 - 4/5)) * 7/4))
[1341044] ['2/3', '4/5', '6/7', '7/4', '8/7'] -> (8/7 / ((4/5 * (7/4 - 6/7)) - 2/3))
[1341057] ['2/3', '4/5', '6/7', '7/5', '8/7'] -> (8/7 / ((7/5 - (4/5 * 6/7)) - 2/3))
[1341082] ['2/3', '4/5', '6/7', '7/8', '9/2'] -> (9/2 / ((7/8 / 6/7) - (2/3 / 4/5)))
[1341090] ['2/3', '4/5', '6/7', '7/9', '8/7'] -> (8/7 / (6/7 * ((2/3 / 4/5) - 7/9)))
[1341097] ['2/3', '4/5', '6/7', '8/3', '8/3'] -> (((2/3 / (6/7 - 4/5)) - 8/3) * 8/3)
[1341112] ['2/3', '4/5', '6/7', '8/5', '9/7'] -> (9/7 / (((6/7 - 4/5) / 2/3) / 8/5))
[1341114] ['2/3', '4/5', '6/7', '8/7', '8/7'] -> ((8/7 / 2/3) / (8/7 - (6/7 / 4/5)))
[1341123] ['2/3', '4/5', '6/7', '8/9', '9/4'] -> (((2/3 / (8/9 - 6/7)) / 4/5) - 9/4)
[1341124] ['2/3', '4/5', '6/7', '8/9', '9/5'] -> (9/5 / (((2/3 / 6/7) / 8/9) - 4/5))
[1341132] ['2/3', '4/5', '6/7', '9/4', '9/4'] -> (((2/3 * 9/4) / (6/7 - 4/5)) - 9/4)
[1341134] ['2/3', '4/5', '6/7', '9/4', '9/7'] -> (9/7 / ((6/7 - (2/3 / 4/5)) * 9/4))
[1341147] ['2/3', '4/5', '7/2', '7/2', '7/8'] -> ((7/2 / 7/2) / (7/8 - (2/3 / 4/5)))
[1341153] ['2/3', '4/5', '7/2', '7/2', '9/2'] -> (((7/2 * 7/2) / 2/3) + (9/2 / 4/5))
[1341157] ['2/3', '4/5', '7/2', '7/2', '9/8'] -> ((7/2 + 7/2) / (9/8 - (2/3 / 4/5)))
[1341164] ['2/3', '4/5', '7/2', '7/3', '8/3'] -> (((2/3 / 4/5) + (7/2 * 7/3)) * 8/3)
[1341168] ['2/3', '4/5', '7/2', '7/3', '9/2'] -> ((2/3 + (4/5 * (7/2 + 7/3))) * 9/2)
[1341179] ['2/3', '4/5', '7/2', '7/4', '8/5'] -> (((7/2 / (4/5 - 2/3)) / 7/4) * 8/5)
[1341184] ['2/3', '4/5', '7/2', '7/4', '9/5'] -> (9/5 / ((7/2 - (7/4 / 2/3)) - 4/5))
[1341196] ['2/3', '4/5', '7/2', '7/5', '9/4'] -> ((7/2 / ((2/3 * 7/5) - 4/5)) - 9/4)
[1341204] ['2/3', '4/5', '7/2', '7/6', '8/5'] -> (8/5 / (7/2 * ((4/5 / 7/6) - 2/3)))
[1341212] ['2/3', '4/5', '7/2', '7/8', '7/8'] -> (((7/2 / (7/8 - 2/3)) / 4/5) / 7/8)
[1341216] ['2/3', '4/5', '7/2', '7/8', '8/7'] -> (((7/2 / (7/8 - 2/3)) / 4/5) * 8/7)
[1341228] ['2/3', '4/5', '7/2', '7/9', '9/2'] -> (((2/3 / 4/5) + (7/2 / 7/9)) * 9/2)
[1341237] ['2/3', '4/5', '7/2', '8/3', '9/2'] -> (((7/2 + 8/3) - (2/3 / 4/5)) * 9/2)
[1341239] ['2/3', '4/5', '7/2', '8/3', '9/5'] -> (9/5 / (((2/3 * 7/2) / 8/3) - 4/5))
[1341242] ['2/3', '4/5', '7/2', '8/5', '8/5'] -> (8/5 / ((4/5 + 8/5) - (2/3 * 7/2)))
[1341243] ['2/3', '4/5', '7/2', '8/5', '8/7'] -> ((7/2 / (2/3 - (4/5 / 8/5))) * 8/7)
[1341246] ['2/3', '4/5', '7/2', '8/5', '9/4'] -> ((7/2 / ((8/5 - 2/3) - 4/5)) - 9/4)
[1341259] ['2/3', '4/5', '7/2', '8/9', '9/4'] -> (((2/3 * 7/2) / (8/9 - 4/5)) - 9/4)
[1341277] ['2/3', '4/5', '7/2', '9/8', '9/8'] -> (((7/2 / (4/5 - 2/3)) - 9/8) - 9/8)
[1341282] ['2/3', '4/5', '7/3', '7/3', '7/8'] -> ((7/3 / 7/3) / (7/8 - (2/3 / 4/5)))
[1341285] ['2/3', '4/5', '7/3', '7/3', '8/5'] -> (8/5 / ((4/5 * (2/3 + 7/3)) - 7/3))
[1341302] ['2/3', '4/5', '7/3', '7/4', '9/2'] -> (((2/3 + (7/3 / 4/5)) + 7/4) * 9/2)
[1341308] ['2/3', '4/5', '7/3', '7/5', '7/6'] -> (((7/3 + 7/5) / (4/5 - 2/3)) / 7/6)
[1341315] ['2/3', '4/5', '7/3', '7/5', '9/2'] -> ((2/3 + ((7/3 + 7/5) / 4/5)) * 9/2)
[1341324] ['2/3', '4/5', '7/3', '7/6', '8/5'] -> (((7/3 / (4/5 - 2/3)) / 7/6) * 8/5)
[1341328] ['2/3', '4/5', '7/3', '7/6', '9/4'] -> (((7/3 + 7/6) / (4/5 - 2/3)) - 9/4)
[1341345] ['2/3', '4/5', '7/3', '7/9', '8/5'] -> (8/5 / ((2/3 + 7/3) * (4/5 - 7/9)))
[1341349] ['2/3', '4/5', '7/3', '7/9', '9/4'] -> (((7/3 / (7/9 - 2/3)) / 4/5) - 9/4)
[1341353] ['2/3', '4/5', '7/3', '8/3', '8/3'] -> (8/3 / (7/3 - ((2/3 * 8/3) / 4/5)))
[1341401] ['2/3', '4/5', '7/4', '7/4', '7/8'] -> ((7/4 / 7/4) / (7/8 - (2/3 / 4/5)))
[1341408] ['2/3', '4/5', '7/4', '7/4', '9/4'] -> (((7/4 + 7/4) / (4/5 - 2/3)) - 9/4)
[1341409] ['2/3', '4/5', '7/4', '7/4', '9/5'] -> (9/5 / (((7/4 / 2/3) - 4/5) - 7/4))
[1341412] ['2/3', '4/5', '7/4', '7/5', '7/5'] -> (7/5 / (((2/3 * 7/4) / 4/5) - 7/5))
[1341421] ['2/3', '4/5', '7/4', '7/5', '9/4'] -> ((7/4 / ((2/3 + 4/5) - 7/5)) - 9/4)
[1341429] ['2/3', '4/5', '7/4', '7/6', '8/5'] -> (8/5 / (4/5 * ((2/3 + 7/6) - 7/4)))
[1341432] ['2/3', '4/5', '7/4', '7/6', '9/2'] -> (9/2 / (((7/4 - 2/3) / 4/5) - 7/6))
[1341459] ['2/3', '4/5', '7/4', '8/3', '8/5'] -> (8/5 / ((4/5 * (8/3 - 7/4)) - 2/3))
[1341462] ['2/3', '4/5', '7/4', '8/3', '9/2'] -> (9/2 / ((2/3 + (7/4 / 4/5)) - 8/3))
[1341464] ['2/3', '4/5', '7/4', '8/3', '9/5'] -> (9/5 / ((7/4 / (8/3 - 2/3)) - 4/5))
[1341468] ['2/3', '4/5', '7/4', '8/5', '8/7'] -> (((7/4 * 8/5) / (4/5 - 2/3)) * 8/7)
[1341474] ['2/3', '4/5', '7/4', '8/5', '9/8'] -> (((7/4 + 8/5) / (4/5 - 2/3)) - 9/8)
[1341475] ['2/3', '4/5', '7/4', '8/7', '8/7'] -> (8/7 / (4/5 * ((2/3 + 8/7) - 7/4)))
[1341493] ['2/3', '4/5', '7/4', '9/4', '9/4'] -> ((2/3 / (9/4 - (7/4 / 4/5))) * 9/4)
[1341494] ['2/3', '4/5', '7/4', '9/4', '9/5'] -> ((2/3 / ((4/5 * 9/4) - 7/4)) * 9/5)
[1341508] ['2/3', '4/5', '7/5', '7/5', '8/5'] -> (8/5 / ((2/3 * (4/5 + 7/5)) - 7/5))
[1341513] ['2/3', '4/5', '7/5', '7/5', '9/5'] -> ((7/5 + 9/5) / ((2/3 * 7/5) - 4/5))
[1341520] ['2/3', '4/5', '7/5', '7/6', '8/5'] -> (8/5 / ((4/5 * (2/3 + 7/6)) - 7/5))
[1341521] ['2/3', '4/5', '7/5', '7/6', '8/7'] -> (8/7 / ((7/5 - (4/5 / 7/6)) - 2/3))
[1341553] ['2/3', '4/5', '7/5', '8/3', '9/2'] -> ((2/3 + ((7/5 * 8/3) / 4/5)) * 9/2)
[1341555] ['2/3', '4/5', '7/5', '8/3', '9/5'] -> ((8/3 / (7/5 - (4/5 / 2/3))) * 9/5)
[1341566] ['2/3', '4/5', '7/5', '8/7', '8/7'] -> (8/7 / ((4/5 * (2/3 + 8/7)) - 7/5))
[1341576] ['2/3', '4/5', '7/5', '8/9', '9/5'] -> ((8/9 / ((2/3 + 4/5) - 7/5)) * 9/5)
[1341585] ['2/3', '4/5', '7/5', '9/4', '9/5'] -> ((2/3 / ((9/4 - 4/5) - 7/5)) * 9/5)
[1341588] ['2/3', '4/5', '7/5', '9/5', '9/5'] -> ((2/3 / (9/5 - (7/5 / 4/5))) * 9/5)
[1341590] ['2/3', '4/5', '7/5', '9/5', '9/8'] -> ((9/5 / ((2/3 + 4/5) - 7/5)) / 9/8)
[1341595] ['2/3', '4/5', '7/6', '7/6', '7/8'] -> ((7/6 / 7/6) / (7/8 - (2/3 / 4/5)))
[1341612] ['2/3', '4/5', '7/6', '7/8', '9/2'] -> (9/2 / ((7/6 * 7/8) - (2/3 / 4/5)))
[1341613] ['2/3', '4/5', '7/6', '7/8', '9/4'] -> ((7/8 / ((4/5 / 2/3) - 7/6)) - 9/4)
[1341619] ['2/3', '4/5', '7/6', '7/9', '8/5'] -> (8/5 / (7/6 * ((2/3 / 7/9) - 4/5)))
[1341620] ['2/3', '4/5', '7/6', '7/9', '8/7'] -> ((7/6 / ((2/3 / 4/5) - 7/9)) * 8/7)
[1341623] ['2/3', '4/5', '7/6', '7/9', '9/4'] -> ((7/6 / (2/3 - (4/5 * 7/9))) - 9/4)
[1341646] ['2/3', '4/5', '7/6', '8/7', '9/2'] -> (9/2 / ((7/6 / 8/7) - (2/3 / 4/5)))
[1341653] ['2/3', '4/5', '7/6', '8/9', '9/4'] -> ((7/6 / ((4/5 * 8/9) - 2/3)) - 9/4)
[1341654] ['2/3', '4/5', '7/6', '8/9', '9/5'] -> (9/5 / (((2/3 * 7/6) / 8/9) - 4/5))
[1341663] ['2/3', '4/5', '7/6', '9/4', '9/5'] -> (9/5 / (((4/5 / 2/3) - 7/6) * 9/4))
[1341666] ['2/3', '4/5', '7/6', '9/5', '9/5'] -> ((4/5 / (2/3 - (7/6 / 9/5))) / 9/5)
[1341676] ['2/3', '4/5', '7/8', '7/8', '8/7'] -> ((7/8 * 8/7) / (7/8 - (2/3 / 4/5)))
[1341679] ['2/3', '4/5', '7/8', '7/8', '9/4'] -> ((7/8 / ((4/5 * 7/8) - 2/3)) - 9/4)
[1341683] ['2/3', '4/5', '7/8', '7/9', '7/9'] -> (7/9 / ((7/8 - (2/3 / 4/5)) * 7/9))
[1341689] ['2/3', '4/5', '7/8', '7/9', '9/4'] -> (((2/3 * 7/8) / (4/5 - 7/9)) - 9/4)
[1341690] ['2/3', '4/5', '7/8', '7/9', '9/5'] -> (9/5 / ((4/5 / 2/3) - (7/8 / 7/9)))
[1341691] ['2/3', '4/5', '7/8', '7/9', '9/7'] -> (9/7 / ((7/8 - (2/3 / 4/5)) / 7/9))
[1341713] ['2/3', '4/5', '7/8', '8/7', '9/4'] -> ((7/8 / ((4/5 / 8/7) - 2/3)) - 9/4)
[1341717] ['2/3', '4/5', '7/8', '8/9', '8/9'] -> (8/9 / ((7/8 - (2/3 / 4/5)) * 8/9))
[1341718] ['2/3', '4/5', '7/8', '8/9', '9/2'] -> (((8/9 / (7/8 - 2/3)) / 4/5) * 9/2)
[1341719] ['2/3', '4/5', '7/8', '8/9', '9/4'] -> ((2/3 / ((4/5 / 7/8) - 8/9)) - 9/4)
[1341722] ['2/3', '4/5', '7/8', '8/9', '9/8'] -> (9/8 / ((7/8 - (2/3 / 4/5)) / 8/9))
[1341723] ['2/3', '4/5', '7/8', '9/2', '9/2'] -> ((9/2 / (7/8 - (2/3 / 4/5))) / 9/2)
[1341727] ['2/3', '4/5', '7/8', '9/2', '9/8'] -> (((9/2 / (7/8 - 2/3)) / 4/5) / 9/8)
[1341728] ['2/3', '4/5', '7/8', '9/4', '9/4'] -> (9/4 / ((7/8 - (2/3 / 4/5)) * 9/4))
[1341729] ['2/3', '4/5', '7/8', '9/4', '9/5'] -> (9/5 / (((4/5 * 7/8) - 2/3) * 9/4))
[1341732] ['2/3', '4/5', '7/8', '9/5', '9/5'] -> ((9/5 / (7/8 - (2/3 / 4/5))) / 9/5)
[1341735] ['2/3', '4/5', '7/8', '9/7', '9/7'] -> ((9/7 / (7/8 - (2/3 / 4/5))) / 9/7)
[1341738] ['2/3', '4/5', '7/9', '7/9', '7/9'] -> (2/3 / ((7/9 / 7/9) - (7/9 / 4/5)))
[1341754] ['2/3', '4/5', '7/9', '8/3', '9/5'] -> (9/5 / (2/3 - ((4/5 + 7/9) / 8/3)))
[1341760] ['2/3', '4/5', '7/9', '8/5', '9/2'] -> (((8/5 / (4/5 - 7/9)) / 2/3) / 9/2)
[1341768] ['2/3', '4/5', '7/9', '8/7', '9/4'] -> (((2/3 / (4/5 - 7/9)) / 8/7) - 9/4)
[1341772] ['2/3', '4/5', '7/9', '8/9', '8/9'] -> (8/9 / (7/9 - ((2/3 * 8/9) / 4/5)))
[1341779] ['2/3', '4/5', '7/9', '9/2', '9/4'] -> (((7/9 * 9/2) / (4/5 - 2/3)) - 9/4)
[1341784] ['2/3', '4/5', '7/9', '9/4', '9/5'] -> (((2/3 / (4/5 - 7/9)) / 9/4) * 9/5)
[1341793] ['2/3', '4/5', '8/3', '8/3', '8/3'] -> ((((8/3 / 4/5) + 8/3) * 8/3) / 2/3)
[1341798] ['2/3', '4/5', '8/3', '8/3', '9/4'] -> (((2/3 + (8/3 / 4/5)) * 8/3) * 9/4)
[1341802] ['2/3', '4/5', '8/3', '8/5', '8/5'] -> (8/5 / ((8/5 / 8/3) - (2/3 * 4/5)))
[1341805] ['2/3', '4/5', '8/3', '8/5', '9/2'] -> (((2/3 + 8/3) + (8/5 / 4/5)) * 9/2)
[1341838] ['2/3', '4/5', '8/5', '8/5', '8/5'] -> ((8/5 + 8/5) / ((8/5 - 2/3) - 4/5))
[1341840] ['2/3', '4/5', '8/5', '8/5', '8/9'] -> ((2/3 * (8/5 + 8/5)) / (8/9 - 4/5))
[1341842] ['2/3', '4/5', '8/5', '8/5', '9/4'] -> ((4/5 + 8/5) / (8/5 - (2/3 * 9/4)))
[1341853] ['2/3', '4/5', '8/5', '8/9', '8/9'] -> (((8/5 / (8/9 - 4/5)) / 2/3) * 8/9)
[1341855] ['2/3', '4/5', '8/5', '8/9', '9/4'] -> (((8/5 * 8/9) / (4/5 - 2/3)) * 9/4)
[1341858] ['2/3', '4/5', '8/5', '8/9', '9/8'] -> (((8/5 / (8/9 - 4/5)) / 2/3) / 9/8)
[1341863] ['2/3', '4/5', '8/5', '9/2', '9/8'] -> ((9/2 / (2/3 - (4/5 / 8/5))) / 9/8)
[1341867] ['2/3', '4/5', '8/5', '9/4', '9/8'] -> (((8/5 * 9/4) / (4/5 - 2/3)) / 9/8)
[1341868] ['2/3', '4/5', '8/5', '9/5', '9/5'] -> (9/5 / ((4/5 / 2/3) - (9/5 / 8/5)))
[1341871] ['2/3', '4/5', '8/5', '9/7', '9/7'] -> (9/7 / ((9/7 - (4/5 / 2/3)) / 8/5))
[1341873] ['2/3', '4/5', '8/5', '9/8', '9/8'] -> (9/8 / (((4/5 / 2/3) - 9/8) / 8/5))
[1341883] ['2/3', '4/5', '8/7', '8/9', '9/4'] -> ((2/3 / ((4/5 * 8/7) - 8/9)) - 9/4)
[1341893] ['2/3', '4/5', '8/7', '9/4', '9/5'] -> (9/5 / (((4/5 / 8/7) - 2/3) * 9/4))
[1341905] ['2/3', '4/5', '8/9', '8/9', '9/5'] -> (((8/9 + 8/9) / (4/5 - 2/3)) * 9/5)
[1341923] ['2/3', '4/5', '9/2', '9/2', '9/2'] -> (((2/3 * 9/2) / 4/5) + (9/2 * 9/2))
[1341929] ['2/3', '4/5', '9/2', '9/4', '9/5'] -> (9/5 / (((4/5 + 9/4) / 2/3) - 9/2))
[1341942] ['2/3', '4/5', '9/4', '9/5', '9/5'] -> (9/5 / (((2/3 * 9/4) / 4/5) - 9/5))
[1341950] ['2/3', '4/5', '9/5', '9/5', '9/8'] -> (((9/5 + 9/5) / (4/5 - 2/3)) / 9/8)
[1341958] ['2/3', '4/7', '4/7', '4/7', '4/7'] -> (4/7 / (((2/3 / 4/7) - 4/7) - 4/7))
[1341962] ['2/3', '4/7', '4/7', '4/7', '5/4'] -> ((4/7 + 4/7) / ((4/7 * 5/4) - 2/3))
[1341965] ['2/3', '4/7', '4/7', '4/7', '5/8'] -> (4/7 / ((2/3 * 4/7) - (4/7 * 5/8)))
[1341966] ['2/3', '4/7', '4/7', '4/7', '5/9'] -> (2/3 / ((4/7 / 4/7) - (5/9 / 4/7)))
[1341971] ['2/3', '4/7', '4/7', '4/7', '7/4'] -> (4/7 / (((2/3 * 7/4) - 4/7) - 4/7))
[1341974] ['2/3', '4/7', '4/7', '4/7', '7/8'] -> ((4/7 * 4/7) / (2/3 - (4/7 / 7/8)))
[1341975] ['2/3', '4/7', '4/7', '4/7', '7/9'] -> (4/7 / (((7/9 / 2/3) - 4/7) - 4/7))
[1341977] ['2/3', '4/7', '4/7', '4/7', '8/5'] -> (4/7 / ((2/3 * 4/7) - (4/7 / 8/5)))
[1341984] ['2/3', '4/7', '4/7', '4/7', '9/8'] -> ((4/7 / ((2/3 / 4/7) - 9/8)) / 4/7)
[1341986] ['2/3', '4/7', '4/7', '4/9', '5/2'] -> (5/2 / (2/3 - (4/7 / (4/7 + 4/9))))
[1341992] ['2/3', '4/7', '4/7', '4/9', '5/9'] -> (((4/7 * 4/9) / 2/3) / (4/7 - 5/9))
[1342004] ['2/3', '4/7', '4/7', '4/9', '8/7'] -> (8/7 / (((4/7 / 4/9) - 2/3) - 4/7))
[1342007] ['2/3', '4/7', '4/7', '4/9', '9/4'] -> (((4/7 + 4/9) / (2/3 - 4/7)) * 9/4)
[1342028] ['2/3', '4/7', '4/7', '5/2', '8/5'] -> (((4/7 * 5/2) / (2/3 - 4/7)) * 8/5)
[1342034] ['2/3', '4/7', '4/7', '5/2', '9/7'] -> ((5/2 / (2/3 - 4/7)) - (9/7 / 4/7))
[1342041] ['2/3', '4/7', '4/7', '5/3', '5/9'] -> (((4/7 / 4/7) + 5/3) / (2/3 - 5/9))
[1342050] ['2/3', '4/7', '4/7', '5/3', '7/9'] -> (((4/7 / 4/7) + 5/3) / (7/9 - 2/3))
[1342051] ['2/3', '4/7', '4/7', '5/3', '8/3'] -> (8/3 / ((2/3 * 5/3) - (4/7 / 4/7)))
[1342052] ['2/3', '4/7', '4/7', '5/3', '8/5'] -> (8/5 / (2/3 - ((4/7 / 4/7) / 5/3)))
[1342053] ['2/3', '4/7', '4/7', '5/3', '8/7'] -> (8/7 / (((4/7 + 4/7) / 2/3) - 5/3))
[1342063] ['2/3', '4/7', '4/7', '5/4', '5/8'] -> ((4/7 / (4/7 - (2/3 / 5/4))) / 5/8)
[1342067] ['2/3', '4/7', '4/7', '5/4', '7/2'] -> ((4/7 * 7/2) / (5/4 - (2/3 / 4/7)))
