[964315] ['1/7', '2/9', '5/3', '7/4', '9/7'] -> (9/7 / ((1/7 * (7/4 - 5/3)) / 2/9))
[995297] ['1/7', '3/8', '5/8', '6/5', '7/5'] -> (((6/5 / (5/8 - 3/8)) / 1/7) / 7/5)
[995301] ['1/7', '3/8', '5/8', '6/5', '8/3'] -> (((3/8 / 5/8) + (6/5 / 1/7)) * 8/3)
[995302] ['1/7', '3/8', '5/8', '6/5', '8/5'] -> (8/5 / (1/7 * ((5/8 / 3/8) - 6/5)))
[995308] ['1/7', '3/8', '5/8', '6/5', '9/7'] -> (9/7 / (1/7 * ((5/8 * 6/5) - 3/8)))
[995318] ['1/7', '3/8', '5/8', '6/7', '8/3'] -> ((((6/7 / 1/7) - 3/8) / 5/8) * 8/3)
[995322] ['1/7', '3/8', '5/8', '6/7', '9/2'] -> (9/2 / (((5/8 - 1/7) / 6/7) - 3/8))
[995331] ['1/7', '3/8', '5/8', '7/2', '7/6'] -> (((7/2 / 1/7) - (5/8 / 3/8)) + 7/6)
[995332] ['1/7', '3/8', '5/8', '7/2', '7/8'] -> ((((5/8 / 1/7) + 7/2) / 3/8) / 7/8)
[995336] ['1/7', '3/8', '5/8', '7/2', '8/7'] -> ((((5/8 / 1/7) + 7/2) / 3/8) * 8/7)
[995339] ['1/7', '3/8', '5/8', '7/2', '9/4'] -> ((((5/8 + 7/2) - 3/8) / 1/7) - 9/4)
[995341] ['1/7', '3/8', '5/8', '7/2', '9/7'] -> (9/7 / ((3/8 - (5/8 / 7/2)) - 1/7))
[995342] ['1/7', '3/8', '5/8', '7/2', '9/8'] -> (9/8 / (3/8 * (5/8 - (1/7 * 7/2))))
[995346] ['1/7', '3/8', '5/8', '7/3', '7/6'] -> ((((5/8 / 3/8) + 7/3) / 1/7) / 7/6)
[995350] ['1/7', '3/8', '5/8', '7/3', '8/5'] -> ((5/8 / (3/8 - (1/7 * 7/3))) * 8/5)
[995351] ['1/7', '3/8', '5/8', '7/3', '8/7'] -> (8/7 / ((1/7 * (5/8 + 7/3)) - 3/8))
[995357] ['1/7', '3/8', '5/8', '7/3', '9/8'] -> (9/8 / (3/8 * ((5/8 / 7/3) - 1/7)))
[995361] ['1/7', '3/8', '5/8', '7/4', '7/8'] -> ((((7/4 - 5/8) / 1/7) / 3/8) / 7/8)
[995363] ['1/7', '3/8', '5/8', '7/4', '8/3'] -> ((((7/4 - 3/8) / 1/7) - 5/8) * 8/3)
[995365] ['1/7', '3/8', '5/8', '7/4', '8/7'] -> ((((7/4 - 5/8) / 1/7) / 3/8) * 8/7)
[995384] ['1/7', '3/8', '5/8', '7/5', '9/8'] -> (9/8 / (((1/7 * 3/8) * 5/8) * 7/5))
[995392] ['1/7', '3/8', '5/8', '7/6', '9/2'] -> (9/2 / (((5/8 - 1/7) * 7/6) - 3/8))
[995403] ['1/7', '3/8', '5/8', '7/8', '9/2'] -> (9/2 / (3/8 * (5/8 - (1/7 * 7/8))))
[995404] ['1/7', '3/8', '5/8', '7/8', '9/4'] -> (9/4 / (((5/8 - 1/7) - 3/8) * 7/8))
[995405] ['1/7', '3/8', '5/8', '7/8', '9/5'] -> ((((5/8 / 1/7) / 3/8) / 7/8) * 9/5)
[995406] ['1/7', '3/8', '5/8', '7/8', '9/7'] -> (9/7 / ((5/8 - (3/8 / 7/8)) - 1/7))
[995407] ['1/7', '3/8', '5/8', '7/8', '9/8'] -> (9/8 / (((5/8 - 1/7) * 7/8) - 3/8))
[995410] ['1/7', '3/8', '5/8', '7/9', '8/5'] -> ((((5/8 / 1/7) / 3/8) / 7/9) * 8/5)
[995411] ['1/7', '3/8', '5/8', '7/9', '8/7'] -> (8/7 / (1/7 * (5/8 - (3/8 * 7/9))))
[995418] ['1/7', '3/8', '5/8', '8/3', '8/3'] -> ((((5/8 / 1/7) / 3/8) - 8/3) * 8/3)
[995419] ['1/7', '3/8', '5/8', '8/3', '8/5'] -> ((5/8 / (8/3 - (3/8 / 1/7))) * 8/5)
[995421] ['1/7', '3/8', '5/8', '8/3', '8/9'] -> ((8/3 / ((5/8 - 1/7) - 3/8)) - 8/9)
[995422] ['1/7', '3/8', '5/8', '8/3', '9/2'] -> ((((3/8 / 1/7) - 5/8) * 8/3) * 9/2)
[995423] ['1/7', '3/8', '5/8', '8/3', '9/4'] -> ((((5/8 / 1/7) - 3/8) * 8/3) * 9/4)
[995437] ['1/7', '3/8', '5/8', '8/7', '9/2'] -> (9/2 / (3/8 * (5/8 - (1/7 / 8/7))))
[995438] ['1/7', '3/8', '5/8', '8/7', '9/4'] -> ((8/7 / ((5/8 - 1/7) - 3/8)) * 9/4)
[995439] ['1/7', '3/8', '5/8', '8/7', '9/5'] -> ((((5/8 * 8/7) / 1/7) / 3/8) * 9/5)
[995440] ['1/7', '3/8', '5/8', '8/7', '9/7'] -> (9/7 / ((5/8 - (3/8 * 8/7)) - 1/7))
[995441] ['1/7', '3/8', '5/8', '8/7', '9/8'] -> (9/8 / (((5/8 - 1/7) / 8/7) - 3/8))
[995442] ['1/7', '3/8', '5/8', '8/9', '8/9'] -> (((8/9 / (5/8 - 3/8)) / 1/7) - 8/9)
[995446] ['1/7', '3/8', '5/8', '8/9', '9/7'] -> (9/7 / (((5/8 - 1/7) * 8/9) - 3/8))
[995447] ['1/7', '3/8', '5/8', '8/9', '9/8'] -> (9/8 / (1/7 * ((5/8 / 8/9) - 3/8)))
[995448] ['1/7', '3/8', '5/8', '9/2', '9/2'] -> (9/2 / ((5/8 * 9/2) - (3/8 / 1/7)))
[995452] ['1/7', '3/8', '5/8', '9/2', '9/8'] -> (9/8 / (3/8 * (9/2 - (5/8 / 1/7))))
[995462] ['1/7', '3/8', '5/8', '9/8', '9/8'] -> (9/8 / (1/7 * ((5/8 * 9/8) - 3/8)))
[995472] ['1/7', '3/8', '5/9', '5/9', '7/9'] -> ((((5/9 / 1/7) / 3/8) / 5/9) / 7/9)
[995483] ['1/7', '3/8', '5/9', '6/5', '6/7'] -> (6/7 / (((1/7 * 3/8) * 5/9) * 6/5))
[995497] ['1/7', '3/8', '5/9', '6/5', '9/5'] -> (9/5 / (1/7 * (6/5 - (3/8 / 5/9))))
[995500] ['1/7', '3/8', '5/9', '6/7', '6/7'] -> (6/7 / (((3/8 * 5/9) * 6/7) - 1/7))
[995501] ['1/7', '3/8', '5/9', '6/7', '7/2'] -> (7/2 / (3/8 * (5/9 - (1/7 / 6/7))))
[995505] ['1/7', '3/8', '5/9', '6/7', '7/6'] -> (7/6 / (((1/7 + 3/8) / 6/7) - 5/9))
[995508] ['1/7', '3/8', '5/9', '6/7', '8/3'] -> (8/3 / (5/9 - ((1/7 / 3/8) / 6/7)))
[995517] ['1/7', '3/8', '5/9', '7/2', '7/2'] -> (7/2 / (3/8 * ((5/9 / 1/7) - 7/2)))
[995518] ['1/7', '3/8', '5/9', '7/2', '7/3'] -> (7/3 / (3/8 - ((1/7 * 5/9) * 7/2)))
[995534] ['1/7', '3/8', '5/9', '7/3', '7/4'] -> (((1/7 + 7/3) / (5/9 - 3/8)) * 7/4)
[995545] ['1/7', '3/8', '5/9', '7/3', '9/5'] -> ((5/9 / (3/8 - (1/7 * 7/3))) * 9/5)
[995546] ['1/7', '3/8', '5/9', '7/3', '9/7'] -> (9/7 / (1/7 - ((3/8 * 5/9) / 7/3)))
[995553] ['1/7', '3/8', '5/9', '7/4', '8/3'] -> (8/3 / (((1/7 * 7/4) / 3/8) - 5/9))
[995559] ['1/7', '3/8', '5/9', '7/4', '9/5'] -> (9/5 / (((1/7 * 7/4) / 5/9) - 3/8))
[995562] ['1/7', '3/8', '5/9', '7/5', '7/5'] -> (7/5 / (((3/8 * 5/9) / 1/7) - 7/5))
[995575] ['1/7', '3/8', '5/9', '7/6', '7/6'] -> (7/6 / (((1/7 + 3/8) * 7/6) - 5/9))
[995578] ['1/7', '3/8', '5/9', '7/6', '8/3'] -> (8/3 / (5/9 - ((1/7 * 7/6) / 3/8)))
[995584] ['1/7', '3/8', '5/9', '7/6', '9/5'] -> (9/5 / (3/8 - ((1/7 * 7/6) / 5/9)))
[995602] ['1/7', '3/8', '5/9', '7/9', '8/9'] -> ((((5/9 + 7/9) / 1/7) / 3/8) - 8/9)
[995605] ['1/7', '3/8', '5/9', '7/9', '9/5'] -> ((((5/9 / 1/7) / 3/8) / 7/9) * 9/5)
[995614] ['1/7', '3/8', '5/9', '8/3', '9/5'] -> ((5/9 / (8/3 - (3/8 / 1/7))) * 9/5)
[995618] ['1/7', '3/8', '5/9', '8/5', '8/7'] -> (8/7 / (((1/7 * 3/8) * 5/9) * 8/5))
[995661] ['1/7', '3/8', '6/5', '6/5', '7/9'] -> ((((6/5 / 1/7) / 3/8) / 6/5) / 7/9)
[995663] ['1/7', '3/8', '6/5', '6/5', '8/5'] -> ((((6/5 / 1/7) + 6/5) / 3/8) - 8/5)
[995666] ['1/7', '3/8', '6/5', '6/5', '9/2'] -> (((6/5 / (3/8 + 6/5)) / 1/7) * 9/2)
[995672] ['1/7', '3/8', '6/5', '6/7', '7/2'] -> (7/2 / ((3/8 / 6/5) - (1/7 / 6/7)))
[995691] ['1/7', '3/8', '6/5', '7/2', '7/5'] -> ((6/5 / (1/7 - (3/8 / 7/2))) / 7/5)
[995699] ['1/7', '3/8', '6/5', '7/2', '9/2'] -> (9/2 / ((1/7 * 7/2) - (3/8 / 6/5)))
[995700] ['1/7', '3/8', '6/5', '7/2', '9/4'] -> (((6/5 * (7/2 - 3/8)) / 1/7) - 9/4)
[995701] ['1/7', '3/8', '6/5', '7/2', '9/5'] -> (9/5 / (3/8 * ((6/5 / 7/2) - 1/7)))
[995702] ['1/7', '3/8', '6/5', '7/2', '9/7'] -> (9/7 / (1/7 - ((3/8 / 6/5) / 7/2)))
[995704] ['1/7', '3/8', '6/5', '7/3', '7/3'] -> (7/3 / (3/8 - ((1/7 * 7/3) / 6/5)))
[995716] ['1/7', '3/8', '6/5', '7/3', '9/5'] -> (9/5 / (6/5 - ((3/8 / 1/7) / 7/3)))
[995730] ['1/7', '3/8', '6/5', '7/4', '9/5'] -> (9/5 / (3/8 - ((1/7 * 6/5) * 7/4)))
[995735] ['1/7', '3/8', '6/5', '7/5', '7/8'] -> ((((6/5 / 1/7) / 3/8) - 7/5) / 7/8)
[995739] ['1/7', '3/8', '6/5', '7/5', '8/7'] -> ((((6/5 / 1/7) / 3/8) - 7/5) * 8/7)
[995744] ['1/7', '3/8', '6/5', '7/5', '9/7'] -> (9/7 / (3/8 / ((6/5 / 1/7) - 7/5)))
[995755] ['1/7', '3/8', '6/5', '7/6', '9/5'] -> (9/5 / (((1/7 * 3/8) * 6/5) * 7/6))
[995764] ['1/7', '3/8', '6/5', '7/8', '9/2'] -> (9/2 / ((3/8 / 6/5) - (1/7 * 7/8)))
[995790] ['1/7', '3/8', '6/5', '8/5', '8/9'] -> ((((8/5 / 1/7) / 3/8) / 6/5) - 8/9)
[995794] ['1/7', '3/8', '6/5', '8/5', '9/7'] -> (9/7 / (1/7 * ((6/5 / 8/5) - 3/8)))
[995798] ['1/7', '3/8', '6/5', '8/7', '9/2'] -> (9/2 / ((3/8 / 6/5) - (1/7 / 8/7)))
[995800] ['1/7', '3/8', '6/5', '8/7', '9/5'] -> (9/5 / (3/8 * ((1/7 + 6/5) - 8/7)))
[995818] ['1/7', '3/8', '6/5', '9/5', '9/5'] -> (9/5 / (1/7 * (6/5 - (3/8 * 9/5))))
[995819] ['1/7', '3/8', '6/5', '9/5', '9/7'] -> (9/7 / ((1/7 * (6/5 + 9/5)) - 3/8))
[995826] ['1/7', '3/8', '6/7', '6/7', '7/3'] -> ((6/7 / 6/7) / (3/8 - (1/7 * 7/3)))
[995830] ['1/7', '3/8', '6/7', '6/7', '7/8'] -> (((6/7 + 6/7) / 1/7) / (7/8 - 3/8))
[995831] ['1/7', '3/8', '6/7', '6/7', '7/9'] -> ((((6/7 / 1/7) / 3/8) / 6/7) / 7/9)
[995832] ['1/7', '3/8', '6/7', '6/7', '8/3'] -> ((6/7 / 6/7) / (8/3 - (3/8 / 1/7)))
[995836] ['1/7', '3/8', '6/7', '6/7', '9/2'] -> (((6/7 + 6/7) / 1/7) + (9/2 / 3/8))
[995841] ['1/7', '3/8', '6/7', '7/2', '7/2'] -> ((6/7 / ((1/7 * 7/2) - 3/8)) * 7/2)
[995852] ['1/7', '3/8', '6/7', '7/2', '9/2'] -> ((((6/7 / 1/7) / 3/8) + 7/2) + 9/2)
[995855] ['1/7', '3/8', '6/7', '7/2', '9/7'] -> (9/7 / (((1/7 * 6/7) * 7/2) - 3/8))
[995857] ['1/7', '3/8', '6/7', '7/3', '7/3'] -> (7/3 / ((7/3 / 6/7) - (3/8 / 1/7)))
[995860] ['1/7', '3/8', '6/7', '7/3', '7/6'] -> ((6/7 / (3/8 - (1/7 * 7/3))) * 7/6)
[995874] ['1/7', '3/8', '6/7', '7/4', '7/6'] -> ((((6/7 * 7/4) / 1/7) / 3/8) / 7/6)
[995877] ['1/7', '3/8', '6/7', '7/4', '8/3'] -> ((((7/4 / 3/8) - 6/7) / 1/7) - 8/3)
[995879] ['1/7', '3/8', '6/7', '7/4', '8/7'] -> (8/7 / ((3/8 / 7/4) - (1/7 / 6/7)))
[995882] ['1/7', '3/8', '6/7', '7/4', '9/4'] -> (((6/7 / 1/7) + (7/4 / 3/8)) * 9/4)
[995891] ['1/7', '3/8', '6/7', '7/5', '8/5'] -> ((((6/7 * 7/5) / 1/7) / 3/8) + 8/5)
[995913] ['1/7', '3/8', '6/7', '7/8', '8/3'] -> (((6/7 + (3/8 / 7/8)) / 1/7) * 8/3)
[995917] ['1/7', '3/8', '6/7', '7/8', '9/2'] -> (9/2 / (1/7 * ((3/8 / 6/7) + 7/8)))
[995920] ['1/7', '3/8', '6/7', '7/8', '9/7'] -> (9/7 / (1/7 * ((6/7 * 7/8) - 3/8)))
[995932] ['1/7', '3/8', '6/7', '8/3', '8/3'] -> ((((6/7 - 3/8) * 8/3) / 1/7) * 8/3)
[995933] ['1/7', '3/8', '6/7', '8/3', '8/5'] -> ((((6/7 / 1/7) - 3/8) * 8/3) * 8/5)
[995935] ['1/7', '3/8', '6/7', '8/3', '8/9'] -> ((((6/7 / 1/7) + 8/3) / 3/8) + 8/9)
[995936] ['1/7', '3/8', '6/7', '8/3', '9/2'] -> ((((1/7 + 6/7) / 3/8) + 8/3) * 9/2)
[995938] ['1/7', '3/8', '6/7', '8/3', '9/5'] -> ((((6/7 / 1/7) / 3/8) - 8/3) * 9/5)
[995950] ['1/7', '3/8', '6/7', '8/7', '8/9'] -> ((((8/7 / 1/7) / 3/8) / 6/7) - 8/9)
[995951] ['1/7', '3/8', '6/7', '8/7', '9/2'] -> ((((8/7 - 6/7) / 1/7) / 3/8) * 9/2)
[995957] ['1/7', '3/8', '6/7', '8/9', '9/2'] -> (9/2 / (3/8 - ((1/7 / 6/7) / 8/9)))
[995962] ['1/7', '3/8', '6/7', '9/2', '9/2'] -> (9/2 / (((3/8 - 1/7) * 9/2) - 6/7))
[995963] ['1/7', '3/8', '6/7', '9/2', '9/4'] -> (((1/7 + (6/7 * 9/2)) / 3/8) * 9/4)
[995966] ['1/7', '3/8', '6/7', '9/2', '9/8'] -> ((((9/2 - 6/7) / 1/7) - 3/8) - 9/8)
[995967] ['1/7', '3/8', '6/7', '9/4', '9/4'] -> ((1/7 / (6/7 - (3/8 * 9/4))) * 9/4)
[995981] ['1/7', '3/8', '7/2', '7/2', '7/6'] -> ((7/2 / ((1/7 * 7/2) - 3/8)) / 7/6)
[995983] ['1/7', '3/8', '7/2', '7/2', '7/9'] -> ((((7/2 / 1/7) / 3/8) / 7/2) / 7/9)
[995984] ['1/7', '3/8', '7/2', '7/2', '8/3'] -> ((7/2 / 7/2) / (8/3 - (3/8 / 1/7)))
[995986] ['1/7', '3/8', '7/2', '7/2', '8/7'] -> (((7/2 + 7/2) / 3/8) * (1/7 + 8/7))
[995989] ['1/7', '3/8', '7/2', '7/2', '9/4'] -> ((((1/7 * 7/2) + 7/2) / 3/8) * 9/4)
[995992] ['1/7', '3/8', '7/2', '7/2', '9/8'] -> (((7/2 / 1/7) - 7/2) + (9/8 / 3/8))
[995996] ['1/7', '3/8', '7/2', '7/3', '7/6'] -> ((((7/2 / 1/7) / 3/8) / 7/3) / 7/6)
[995999] ['1/7', '3/8', '7/2', '7/3', '8/3'] -> (((7/2 / 3/8) - (1/7 * 7/3)) * 8/3)
[996002] ['1/7', '3/8', '7/2', '7/3', '8/9'] -> (((1/7 + 7/3) / (3/8 / 7/2)) + 8/9)
[996006] ['1/7', '3/8', '7/2', '7/3', '9/7'] -> (9/7 / (((1/7 * 7/2) - 3/8) / 7/3))
[996008] ['1/7', '3/8', '7/2', '7/4', '7/4'] -> (((7/2 + (7/4 / 1/7)) / 3/8) / 7/4)
[996010] ['1/7', '3/8', '7/2', '7/4', '7/6'] -> ((7/2 / (3/8 - (1/7 * 7/4))) / 7/6)
[996014] ['1/7', '3/8', '7/2', '7/4', '8/5'] -> (((7/2 * (7/4 - 1/7)) / 3/8) * 8/5)
[996018] ['1/7', '3/8', '7/2', '7/4', '9/4'] -> (9/4 / ((1/7 * 3/8) * (7/2 - 7/4)))
[996023] ['1/7', '3/8', '7/2', '7/5', '7/6'] -> ((7/2 / ((3/8 / 7/5) - 1/7)) / 7/6)
[996027] ['1/7', '3/8', '7/2', '7/5', '8/5'] -> (8/5 / (7/5 - ((1/7 * 7/2) / 3/8)))
[996040] ['1/7', '3/8', '7/2', '7/6', '8/7'] -> (8/7 / ((1/7 / 3/8) - (7/6 / 7/2)))
[996045] ['1/7', '3/8', '7/2', '7/6', '9/7'] -> (9/7 / (((1/7 * 7/2) / 7/6) - 3/8))
[996049] ['1/7', '3/8', '7/2', '7/8', '8/3'] -> (((7/2 - (1/7 * 7/8)) / 3/8) * 8/3)
[996054] ['1/7', '3/8', '7/2', '7/8', '9/4'] -> ((((3/8 + 7/2) / 1/7) - 7/8) - 9/4)
[996072] ['1/7', '3/8', '7/2', '8/3', '9/2'] -> (9/2 / (3/8 - ((1/7 * 7/2) / 8/3)))
[996075] ['1/7', '3/8', '7/2', '8/3', '9/7'] -> (9/7 / ((3/8 / 7/2) - (1/7 / 8/3)))
[996076] ['1/7', '3/8', '7/2', '8/3', '9/8'] -> (9/8 / (((1/7 * 7/2) - 3/8) / 8/3))
[996087] ['1/7', '3/8', '7/2', '8/7', '9/2'] -> ((7/2 * ((1/7 / 3/8) + 8/7)) * 9/2)
[996092] ['1/7', '3/8', '7/2', '8/9', '8/9'] -> ((8/9 / (1/7 - (3/8 / 7/2))) - 8/9)
[996093] ['1/7', '3/8', '7/2', '8/9', '9/2'] -> (9/2 / (((1/7 * 7/2) / 8/9) - 3/8))
[996096] ['1/7', '3/8', '7/2', '8/9', '9/7'] -> (9/7 / ((1/7 / 8/9) - (3/8 / 7/2)))
[996099] ['1/7', '3/8', '7/2', '9/2', '9/4'] -> (((9/2 - (1/7 * 7/2)) / 3/8) * 9/4)
[996100] ['1/7', '3/8', '7/2', '9/2', '9/5'] -> ((((1/7 * 7/2) + 9/2) / 3/8) * 9/5)
[996110] ['1/7', '3/8', '7/2', '9/7', '9/7'] -> (9/7 / ((3/8 - (9/7 / 7/2)) / 1/7))
[996113] ['1/7', '3/8', '7/3', '7/3', '7/3'] -> ((7/3 / (3/8 - (1/7 * 7/3))) / 7/3)
[996118] ['1/7', '3/8', '7/3', '7/3', '7/9'] -> ((((7/3 / 1/7) / 3/8) / 7/3) / 7/9)
[996119] ['1/7', '3/8', '7/3', '7/3', '8/3'] -> ((7/3 / 7/3) / (8/3 - (3/8 / 1/7)))
[996123] ['1/7', '3/8', '7/3', '7/3', '9/2'] -> (((7/3 - (1/7 * 7/3)) / 3/8) * 9/2)
[996128] ['1/7', '3/8', '7/3', '7/4', '7/4'] -> ((7/4 / (3/8 - (1/7 * 7/3))) / 7/4)
[996131] ['1/7', '3/8', '7/3', '7/4', '7/8'] -> (((7/3 / 1/7) + (7/4 / 3/8)) / 7/8)
[996135] ['1/7', '3/8', '7/3', '7/4', '8/7'] -> (((7/3 / 1/7) + (7/4 / 3/8)) * 8/7)
[996136] ['1/7', '3/8', '7/3', '7/4', '8/9'] -> ((((7/3 / 1/7) / 3/8) / 7/4) - 8/9)
[996142] ['1/7', '3/8', '7/3', '7/5', '7/5'] -> ((7/5 / (3/8 - (1/7 * 7/3))) / 7/5)
[996153] ['1/7', '3/8', '7/3', '7/5', '9/7'] -> (9/7 / (((3/8 / 7/5) - 1/7) / 7/3))
[996156] ['1/7', '3/8', '7/3', '7/6', '7/8'] -> ((3/8 + ((7/3 + 7/6) / 1/7)) - 7/8)
[996158] ['1/7', '3/8', '7/3', '7/6', '8/3'] -> (8/3 / (1/7 * ((7/6 / 3/8) - 7/3)))
[996162] ['1/7', '3/8', '7/3', '7/6', '9/2'] -> (9/2 / ((1/7 * 3/8) * (7/3 + 7/6)))
[996171] ['1/7', '3/8', '7/3', '7/8', '8/7'] -> ((7/8 / (3/8 - (1/7 * 7/3))) * 8/7)
[996173] ['1/7', '3/8', '7/3', '7/8', '9/2'] -> ((7/3 + ((3/8 / 1/7) / 7/8)) * 9/2)
[996175] ['1/7', '3/8', '7/3', '7/8', '9/5'] -> (((7/3 - (3/8 / 7/8)) / 1/7) * 9/5)
[996178] ['1/7', '3/8', '7/3', '7/9', '7/9'] -> (7/9 / ((3/8 - (1/7 * 7/3)) * 7/9))
[996179] ['1/7', '3/8', '7/3', '7/9', '8/3'] -> (8/3 / (((1/7 * 7/3) / 3/8) - 7/9))
[996181] ['1/7', '3/8', '7/3', '7/9', '8/7'] -> (8/7 / ((1/7 / 3/8) - (7/9 / 7/3)))
[996182] ['1/7', '3/8', '7/3', '7/9', '8/9'] -> (8/9 / (1/7 * (7/3 - (7/9 / 3/8))))
[996188] ['1/7', '3/8', '7/3', '8/3', '8/3'] -> (8/3 / ((3/8 - (1/7 * 7/3)) * 8/3))
[996192] ['1/7', '3/8', '7/3', '8/3', '9/2'] -> ((7/3 * (8/3 - (1/7 / 3/8))) * 9/2)
[996195] ['1/7', '3/8', '7/3', '8/3', '9/7'] -> (9/7 / ((1/7 / (8/3 - 7/3)) - 3/8))
[996196] ['1/7', '3/8', '7/3', '8/3', '9/8'] -> (9/8 / (((1/7 * 3/8) * 7/3) / 8/3))
[996197] ['1/7', '3/8', '7/3', '8/5', '8/5'] -> (8/5 / ((3/8 - (1/7 * 7/3)) * 8/5))
[996202] ['1/7', '3/8', '7/3', '8/5', '9/5'] -> (((7/3 / (8/5 - 3/8)) / 1/7) * 9/5)
[996205] ['1/7', '3/8', '7/3', '8/7', '8/7'] -> (8/7 / ((3/8 - (1/7 * 7/3)) * 8/7))
[996207] ['1/7', '3/8', '7/3', '8/7', '9/2'] -> ((7/3 + ((3/8 * 8/7) / 1/7)) * 9/2)
[996209] ['1/7', '3/8', '7/3', '8/7', '9/5'] -> (((7/3 - (3/8 * 8/7)) / 1/7) * 9/5)
[996210] ['1/7', '3/8', '7/3', '8/7', '9/7'] -> (9/7 / (((8/7 - 1/7) / 7/3) - 3/8))
[996212] ['1/7', '3/8', '7/3', '8/9', '8/9'] -> (8/9 / ((3/8 - (1/7 * 7/3)) * 8/9))
[996216] ['1/7', '3/8', '7/3', '8/9', '9/7'] -> (9/7 / (1/7 / (7/3 + (3/8 * 8/9))))
[996217] ['1/7', '3/8', '7/3', '8/9', '9/8'] -> (9/8 / ((3/8 - (1/7 * 7/3)) / 8/9))
[996218] ['1/7', '3/8', '7/3', '9/2', '9/2'] -> ((9/2 / (3/8 - (1/7 * 7/3))) / 9/2)
[996223] ['1/7', '3/8', '7/3', '9/4', '9/4'] -> (9/4 / ((3/8 - (1/7 * 7/3)) * 9/4))
[996227] ['1/7', '3/8', '7/3', '9/5', '9/5'] -> ((9/5 / (3/8 - (1/7 * 7/3))) / 9/5)
[996228] ['1/7', '3/8', '7/3', '9/5', '9/7'] -> (9/7 / (1/7 - ((3/8 / 7/3) / 9/5)))
[996232] ['1/7', '3/8', '7/3', '9/8', '9/8'] -> ((9/8 / (3/8 - (1/7 * 7/3))) / 9/8)
[996235] ['1/7', '3/8', '7/4', '7/4', '7/6'] -> ((((7/4 / 1/7) - 7/4) / 3/8) / 7/6)
[996236] ['1/7', '3/8', '7/4', '7/4', '7/8'] -> (((7/4 + 7/4) / 1/7) + (3/8 - 7/8))
[996237] ['1/7', '3/8', '7/4', '7/4', '7/9'] -> ((((7/4 / 1/7) / 3/8) / 7/4) / 7/9)
[996238] ['1/7', '3/8', '7/4', '7/4', '8/3'] -> ((7/4 / 7/4) / (8/3 - (3/8 / 1/7)))
[996257] ['1/7', '3/8', '7/4', '7/5', '9/5'] -> (9/5 / ((1/7 * (7/4 + 7/5)) - 3/8))
[996260] ['1/7', '3/8', '7/4', '7/6', '7/6'] -> ((((7/4 / 1/7) / 3/8) / 7/6) / 7/6)
[996265] ['1/7', '3/8', '7/4', '7/6', '8/7'] -> (8/7 / ((3/8 / 7/4) - (1/7 * 7/6)))
[996282] ['1/7', '3/8', '7/4', '7/8', '9/8'] -> (9/8 / ((1/7 * 3/8) * (7/4 - 7/8)))
[996284] ['1/7', '3/8', '7/4', '7/9', '8/3'] -> (8/3 / (7/9 - ((1/7 * 7/4) / 3/8)))
[996291] ['1/7', '3/8', '7/4', '7/9', '9/7'] -> (9/7 / (3/8 - ((1/7 * 7/4) / 7/9)))
[996297] ['1/7', '3/8', '7/4', '8/3', '9/2'] -> ((7/4 * ((1/7 / 3/8) + 8/3)) * 9/2)
[996301] ['1/7', '3/8', '7/4', '8/3', '9/8'] -> (9/8 / ((3/8 - (1/7 * 7/4)) / 8/3))
[996307] ['1/7', '3/8', '7/4', '8/5', '9/5'] -> (9/5 / (1/7 * ((3/8 + 7/4) - 8/5)))
[996319] ['1/7', '3/8', '7/4', '8/9', '9/4'] -> (9/4 / (3/8 - ((1/7 * 7/4) / 8/9)))
[996321] ['1/7', '3/8', '7/4', '8/9', '9/7'] -> (9/7 / ((3/8 / 7/4) - (1/7 / 8/9)))
[996323] ['1/7', '3/8', '7/4', '9/2', '9/2'] -> ((((3/8 + 9/2) / 1/7) / 7/4) + 9/2)
[996324] ['1/7', '3/8', '7/4', '9/2', '9/4'] -> (9/4 / (((3/8 * 7/4) / 1/7) - 9/2))
[996328] ['1/7', '3/8', '7/4', '9/4', '9/4'] -> (9/4 / (7/4 * (3/8 - (1/7 * 9/4))))
[996332] ['1/7', '3/8', '7/4', '9/5', '9/5'] -> (9/5 / (((1/7 * 7/4) * 9/5) - 3/8))
[996341] ['1/7', '3/8', '7/5', '7/5', '7/9'] -> ((((7/5 / 1/7) / 3/8) / 7/5) / 7/9)
[996355] ['1/7', '3/8', '7/5', '7/6', '8/5'] -> ((((7/5 / 1/7) / 3/8) / 7/6) + 8/5)
[996385] ['1/7', '3/8', '7/5', '8/3', '8/5'] -> (((7/5 / 3/8) + (8/3 / 1/7)) + 8/5)
[996392] ['1/7', '3/8', '7/5', '8/3', '9/8'] -> (9/8 / (((3/8 / 7/5) - 1/7) / 8/3))
[996399] ['1/7', '3/8', '7/5', '8/5', '9/7'] -> (9/7 / ((1/7 * (7/5 + 8/5)) - 3/8))
[996400] ['1/7', '3/8', '7/5', '8/5', '9/8'] -> (9/8 / (((1/7 * 3/8) * 7/5) / 8/5))
[996418] ['1/7', '3/8', '7/5', '9/2', '9/8'] -> (((3/8 + (9/2 / 7/5)) / 1/7) - 9/8)
[996421] ['1/7', '3/8', '7/5', '9/4', '9/7'] -> (9/7 / ((1/7 * 9/4) - (3/8 / 7/5)))
