[568363] ['1/4', '5/3', '5/8', '5/9', '8/5'] -> (8/5 / ((1/4 / 5/8) - (5/9 / 5/3)))
[591882] ['1/5', '1/5', '3/2', '3/2', '5/3'] -> (3/2 + (((3/2 / 1/5) / 1/5) / 5/3))
[591883] ['1/5', '1/5', '3/2', '3/2', '5/4'] -> ((((3/2 / 1/5) - 3/2) / 1/5) / 5/4)
[591890] ['1/5', '1/5', '3/2', '3/2', '7/2'] -> ((3/2 / 1/5) * (7/2 - (1/5 * 3/2)))
[591891] ['1/5', '1/5', '3/2', '3/2', '7/3'] -> (((3/2 * 3/2) / 1/5) * (7/3 - 1/5))
[591893] ['1/5', '1/5', '3/2', '3/2', '7/5'] -> (((3/2 + 3/2) / 1/5) * (1/5 + 7/5))
[591899] ['1/5', '1/5', '3/2', '3/2', '8/7'] -> (3/2 / (((1/5 * 3/2) / 8/7) - 1/5))
[591905] ['1/5', '1/5', '3/2', '3/2', '9/8'] -> ((3/2 + 3/2) / (9/8 - (1/5 / 1/5)))
[591906] ['1/5', '1/5', '3/2', '3/4', '3/4'] -> (3/2 + (((3/4 / 1/5) + 3/4) / 1/5))
[591907] ['1/5', '1/5', '3/2', '3/4', '3/5'] -> (3/5 / (((1/5 * 3/2) * 3/4) - 1/5))
[591909] ['1/5', '1/5', '3/2', '3/4', '3/8'] -> ((((3/2 / 3/4) - 1/5) / 1/5) / 3/8)
[591916] ['1/5', '1/5', '3/2', '3/4', '5/4'] -> ((3/2 / (1/5 - (1/5 * 3/4))) / 5/4)
[591923] ['1/5', '1/5', '3/2', '3/4', '7/2'] -> (((3/4 / 1/5) / 1/5) + (3/2 * 7/2))
[591924] ['1/5', '1/5', '3/2', '3/4', '7/3'] -> (((3/2 + 3/4) / 1/5) * (7/3 - 1/5))
[591931] ['1/5', '1/5', '3/2', '3/4', '8/5'] -> (8/5 / ((1/5 / (3/2 - 3/4)) - 1/5))
[591935] ['1/5', '1/5', '3/2', '3/4', '9/4'] -> (((3/2 + (3/4 / 1/5)) / 1/5) - 9/4)
[591943] ['1/5', '1/5', '3/2', '3/5', '4/5'] -> (4/5 / ((1/5 / 3/5) - (1/5 * 3/2)))
[591946] ['1/5', '1/5', '3/2', '3/5', '5/2'] -> (3/5 * (((3/2 / 1/5) / 1/5) + 5/2))
[591960] ['1/5', '1/5', '3/2', '3/5', '7/8'] -> (((3/5 / 1/5) / 1/5) / (3/2 - 7/8))
[591962] ['1/5', '1/5', '3/2', '3/5', '8/3'] -> ((3/5 / (1/5 - (1/5 / 3/2))) * 8/3)
[591968] ['1/5', '1/5', '3/2', '3/5', '9/5'] -> ((3/5 + 9/5) / ((1/5 * 3/2) - 1/5))
[591970] ['1/5', '1/5', '3/2', '3/5', '9/8'] -> (3/5 / (((1/5 + 1/5) + 9/8) - 3/2))
[591993] ['1/5', '1/5', '3/2', '3/7', '8/3'] -> (8/3 / (((1/5 / 3/2) / 3/7) - 1/5))
[592002] ['1/5', '1/5', '3/2', '3/8', '3/8'] -> ((1/5 + (3/2 / 3/8)) / (3/8 - 1/5))
[592003] ['1/5', '1/5', '3/2', '3/8', '4/3'] -> ((((1/5 + 3/2) / 1/5) / 3/8) + 4/3)
[592010] ['1/5', '1/5', '3/2', '3/8', '5/6'] -> ((3/2 / 3/8) / ((1/5 / 1/5) - 5/6))
[592020] ['1/5', '1/5', '3/2', '3/8', '7/6'] -> ((3/2 / 3/8) / (7/6 - (1/5 / 1/5)))
[592021] ['1/5', '1/5', '3/2', '3/8', '7/8'] -> (((1/5 + (3/2 / 3/8)) / 1/5) / 7/8)
[592024] ['1/5', '1/5', '3/2', '3/8', '8/5'] -> ((1/5 + 8/5) / (3/8 - (1/5 * 3/2)))
[592025] ['1/5', '1/5', '3/2', '3/8', '8/7'] -> (((1/5 + (3/2 / 3/8)) / 1/5) * 8/7)
[592038] ['1/5', '1/5', '3/2', '4/3', '5/4'] -> ((3/2 / (1/5 - (1/5 / 4/3))) / 5/4)
[592039] ['1/5', '1/5', '3/2', '4/3', '5/6'] -> ((4/3 / (1/5 - (1/5 / 3/2))) / 5/6)
[592042] ['1/5', '1/5', '3/2', '4/3', '5/9'] -> ((4/3 / ((1/5 * 3/2) - 1/5)) / 5/9)
[592043] ['1/5', '1/5', '3/2', '4/3', '6/5'] -> ((4/3 / (1/5 - (1/5 / 3/2))) * 6/5)
[592053] ['1/5', '1/5', '3/2', '4/3', '8/5'] -> ((8/5 / (1/5 + 1/5)) / (3/2 - 4/3))
[592065] ['1/5', '1/5', '3/2', '4/5', '5/3'] -> (4/5 / ((1/5 * 5/3) - (1/5 * 3/2)))
[592067] ['1/5', '1/5', '3/2', '4/5', '5/6'] -> (4/5 / ((1/5 * 5/6) - (1/5 / 3/2)))
[592075] ['1/5', '1/5', '3/2', '4/5', '7/4'] -> (4/5 / (((1/5 * 7/4) / 3/2) - 1/5))
[592081] ['1/5', '1/5', '3/2', '4/5', '8/5'] -> ((8/5 / 1/5) / ((4/5 / 3/2) - 1/5))
[592083] ['1/5', '1/5', '3/2', '4/5', '8/9'] -> ((4/5 / 3/2) / (1/5 - (1/5 * 8/9)))
[592088] ['1/5', '1/5', '3/2', '4/5', '9/8'] -> ((4/5 / 3/2) / (1/5 - (1/5 / 9/8)))
[592098] ['1/5', '1/5', '3/2', '4/7', '6/5'] -> (6/5 / ((1/5 / 4/7) - (1/5 * 3/2)))
[592109] ['1/5', '1/5', '3/2', '4/7', '8/7'] -> (8/7 / (((4/7 - 1/5) / 3/2) - 1/5))
[592116] ['1/5', '1/5', '3/2', '4/9', '4/9'] -> ((1/5 / ((1/5 / 4/9) - 4/9)) / 3/2)
[592130] ['1/5', '1/5', '3/2', '4/9', '7/6'] -> ((3/2 + 7/6) / (1/5 - (1/5 * 4/9)))
[592133] ['1/5', '1/5', '3/2', '4/9', '8/3'] -> (8/3 / ((4/9 - (1/5 / 3/2)) - 1/5))
[592137] ['1/5', '1/5', '3/2', '4/9', '9/2'] -> ((3/2 + 9/2) / ((1/5 / 4/9) - 1/5))
[592142] ['1/5', '1/5', '3/2', '5/2', '5/2'] -> (3/2 * (((1/5 + 5/2) / 1/5) + 5/2))
[592143] ['1/5', '1/5', '3/2', '5/2', '5/3'] -> ((((3/2 / 1/5) / 1/5) + 5/2) / 5/3)
[592149] ['1/5', '1/5', '3/2', '5/2', '6/5'] -> (((3/2 / 1/5) + (5/2 / 1/5)) * 6/5)
[592154] ['1/5', '1/5', '3/2', '5/2', '7/5'] -> (((3/2 + 5/2) / 1/5) * (7/5 - 1/5))
[592155] ['1/5', '1/5', '3/2', '5/2', '7/6'] -> ((3/2 + 5/2) / (7/6 - (1/5 / 1/5)))
[592161] ['1/5', '1/5', '3/2', '5/2', '8/9'] -> ((3/2 / 5/2) / ((1/5 / 8/9) - 1/5))
[592162] ['1/5', '1/5', '3/2', '5/2', '9/2'] -> (((3/2 / 1/5) + 9/2) / (1/5 * 5/2))
[592166] ['1/5', '1/5', '3/2', '5/2', '9/8'] -> ((3/2 / 5/2) / ((1/5 * 9/8) - 1/5))
[592169] ['1/5', '1/5', '3/2', '5/3', '5/6'] -> ((3/2 + 5/3) + ((5/6 / 1/5) / 1/5))
[592183] ['1/5', '1/5', '3/2', '5/3', '8/5'] -> ((8/5 / (1/5 + 1/5)) / (5/3 - 3/2))
[592196] ['1/5', '1/5', '3/2', '5/4', '6/5'] -> (6/5 / ((1/5 * 3/2) - (1/5 * 5/4)))
[592209] ['1/5', '1/5', '3/2', '5/4', '9/2'] -> ((3/2 + 9/2) / (5/4 - (1/5 / 1/5)))
[592216] ['1/5', '1/5', '3/2', '5/6', '5/8'] -> ((3/2 / 5/6) / (1/5 - (1/5 * 5/8)))
[592217] ['1/5', '1/5', '3/2', '5/6', '5/9'] -> ((((5/6 / 1/5) - 3/2) / 1/5) / 5/9)
[592227] ['1/5', '1/5', '3/2', '5/6', '8/3'] -> ((3/2 * 8/3) / ((1/5 / 1/5) - 5/6))
[592232] ['1/5', '1/5', '3/2', '5/6', '9/4'] -> ((((3/2 + 5/6) - 1/5) / 1/5) * 9/4)
[592233] ['1/5', '1/5', '3/2', '5/6', '9/5'] -> ((((5/6 / 1/5) - 3/2) / 1/5) * 9/5)
[592241] ['1/5', '1/5', '3/2', '5/7', '7/2'] -> (((1/5 + 5/7) / (1/5 / 3/2)) * 7/2)
[592253] ['1/5', '1/5', '3/2', '5/7', '9/4'] -> ((3/2 / (1/5 - (1/5 * 5/7))) - 9/4)
[592259] ['1/5', '1/5', '3/2', '5/8', '6/5'] -> ((3/2 * 6/5) / (1/5 - (1/5 * 5/8)))
[592274] ['1/5', '1/5', '3/2', '5/8', '9/5'] -> (((1/5 + 9/5) / 1/5) / (5/8 / 3/2))
[592297] ['1/5', '1/5', '3/2', '6/5', '6/7'] -> ((6/5 / 3/2) / ((1/5 / 6/7) - 1/5))
[592300] ['1/5', '1/5', '3/2', '6/5', '7/4'] -> (6/5 / ((1/5 * 7/4) - (1/5 * 3/2)))
[592301] ['1/5', '1/5', '3/2', '6/5', '7/5'] -> ((1/5 + (7/5 / 1/5)) / (3/2 - 6/5))
[592302] ['1/5', '1/5', '3/2', '6/5', '7/6'] -> ((6/5 / 3/2) / ((1/5 * 7/6) - 1/5))
[592306] ['1/5', '1/5', '3/2', '6/5', '8/5'] -> ((3/2 * 6/5) / (1/5 - (1/5 / 8/5)))
[592322] ['1/5', '1/5', '3/2', '6/7', '8/3'] -> (8/3 / ((1/5 / (3/2 - 6/7)) - 1/5))
[592323] ['1/5', '1/5', '3/2', '6/7', '8/5'] -> (8/5 / ((1/5 * 3/2) - (1/5 / 6/7)))
[592331] ['1/5', '1/5', '3/2', '7/2', '7/2'] -> ((((1/5 + 7/2) + 7/2) / 1/5) / 3/2)
[592338] ['1/5', '1/5', '3/2', '7/2', '8/3'] -> ((((7/2 - 1/5) - 3/2) / 1/5) * 8/3)
[592343] ['1/5', '1/5', '3/2', '7/2', '9/4'] -> ((((7/2 / 3/2) - 1/5) / 1/5) * 9/4)
[592353] ['1/5', '1/5', '3/2', '7/3', '8/3'] -> (8/3 / (((1/5 * 7/3) / 3/2) - 1/5))
[592355] ['1/5', '1/5', '3/2', '7/3', '8/7'] -> (8/7 / ((1/5 / 3/2) - (1/5 / 7/3)))
[592372] ['1/5', '1/5', '3/2', '7/4', '9/4'] -> ((7/4 / (1/5 - (1/5 / 3/2))) - 9/4)
[592376] ['1/5', '1/5', '3/2', '7/5', '7/5'] -> (((1/5 / 1/5) + 7/5) / (3/2 - 7/5))
[592377] ['1/5', '1/5', '3/2', '7/5', '7/6'] -> (((1/5 + 7/5) / 1/5) / (3/2 - 7/6))
[592378] ['1/5', '1/5', '3/2', '7/5', '7/8'] -> ((7/5 / (1/5 - (1/5 / 3/2))) / 7/8)
[592380] ['1/5', '1/5', '3/2', '7/5', '8/3'] -> (((3/2 * (7/5 - 1/5)) / 1/5) * 8/3)
[592382] ['1/5', '1/5', '3/2', '7/5', '8/7'] -> ((7/5 / (1/5 - (1/5 / 3/2))) * 8/7)
[592385] ['1/5', '1/5', '3/2', '7/5', '9/4'] -> ((3/2 / (1/5 - (1/5 / 7/5))) - 9/4)
[592386] ['1/5', '1/5', '3/2', '7/5', '9/5'] -> ((1/5 + (7/5 / 1/5)) / (9/5 - 3/2))
[592392] ['1/5', '1/5', '3/2', '7/6', '8/3'] -> ((3/2 * 8/3) / (7/6 - (1/5 / 1/5)))
[592395] ['1/5', '1/5', '3/2', '7/6', '8/9'] -> ((3/2 + 7/6) / ((1/5 / 1/5) - 8/9))
[592397] ['1/5', '1/5', '3/2', '7/6', '9/4'] -> ((3/2 + 7/6) / (1/5 - (1/5 / 9/4)))
[592405] ['1/5', '1/5', '3/2', '7/8', '8/7'] -> (8/7 / (1/5 - ((1/5 / 3/2) / 7/8)))
[592407] ['1/5', '1/5', '3/2', '7/8', '9/2'] -> (9/2 / (3/2 * ((1/5 / 1/5) - 7/8)))
[592413] ['1/5', '1/5', '3/2', '7/9', '8/3'] -> (8/3 / (7/9 - ((1/5 / 1/5) / 3/2)))
[592414] ['1/5', '1/5', '3/2', '7/9', '8/5'] -> (8/5 / (3/2 * (1/5 - (1/5 * 7/9))))
[592418] ['1/5', '1/5', '3/2', '7/9', '9/4'] -> ((3/2 / ((1/5 / 7/9) - 1/5)) - 9/4)
[592424] ['1/5', '1/5', '3/2', '8/3', '8/7'] -> (((1/5 + (3/2 * 8/3)) / 1/5) * 8/7)
[592425] ['1/5', '1/5', '3/2', '8/3', '8/9'] -> ((8/3 / 3/2) + ((8/9 / 1/5) / 1/5))
[592434] ['1/5', '1/5', '3/2', '8/5', '9/2'] -> ((3/2 + 9/2) / ((1/5 + 1/5) / 8/5))
[592436] ['1/5', '1/5', '3/2', '8/5', '9/5'] -> (((3/2 * 8/5) / 1/5) * (1/5 + 9/5))
[592437] ['1/5', '1/5', '3/2', '8/5', '9/7'] -> ((8/5 / 3/2) / (1/5 - (1/5 / 9/7)))
[592438] ['1/5', '1/5', '3/2', '8/5', '9/8'] -> (((1/5 + 8/5) / 1/5) / (3/2 - 9/8))
[592439] ['1/5', '1/5', '3/2', '8/7', '8/7'] -> (8/7 / (1/5 - ((1/5 * 8/7) / 3/2)))
[592453] ['1/5', '1/5', '3/2', '9/2', '9/4'] -> ((3/2 + 9/2) / ((1/5 * 9/4) - 1/5))
[592463] ['1/5', '1/5', '3/2', '9/5', '9/8'] -> ((9/5 / (1/5 - (1/5 / 3/2))) / 9/8)
[592467] ['1/5', '1/5', '3/4', '3/4', '3/4'] -> ((((3/4 / 1/5) / 1/5) - 3/4) / 3/4)
[592468] ['1/5', '1/5', '3/4', '3/4', '3/5'] -> (((3/4 / (3/4 - 3/5)) - 1/5) / 1/5)
[592471] ['1/5', '1/5', '3/4', '3/4', '4/3'] -> ((((3/4 / 1/5) / 1/5) - 3/4) * 4/3)
[592475] ['1/5', '1/5', '3/4', '3/4', '5/2'] -> ((((1/5 + 5/2) / 1/5) / 3/4) / 3/4)
[592477] ['1/5', '1/5', '3/4', '3/4', '5/4'] -> (3/4 * (3/4 + ((5/4 / 1/5) / 1/5)))
[592494] ['1/5', '1/5', '3/4', '3/4', '8/9'] -> (3/4 / (1/5 - ((1/5 * 3/4) / 8/9)))
[592499] ['1/5', '1/5', '3/4', '3/4', '9/8'] -> (3/4 / (1/5 - ((1/5 * 3/4) * 9/8)))
[592512] ['1/5', '1/5', '3/4', '3/5', '5/8'] -> (3/5 / ((1/5 * 3/4) - (1/5 * 5/8)))
[592515] ['1/5', '1/5', '3/4', '3/5', '6/7'] -> ((3/5 / 3/4) / ((1/5 / 6/7) - 1/5))
[592518] ['1/5', '1/5', '3/4', '3/5', '7/4'] -> (((7/4 / 1/5) - 3/4) / (1/5 / 3/5))
[592520] ['1/5', '1/5', '3/4', '3/5', '7/6'] -> ((3/5 / 3/4) / ((1/5 * 7/6) - 1/5))
[592522] ['1/5', '1/5', '3/4', '3/5', '7/9'] -> (((1/5 + 1/5) / 3/5) / (7/9 - 3/4))
[592523] ['1/5', '1/5', '3/4', '3/5', '8/3'] -> ((3/5 / ((1/5 / 3/4) - 1/5)) * 8/3)
[592528] ['1/5', '1/5', '3/4', '3/5', '9/4'] -> ((((3/4 / 1/5) + 3/5) / 1/5) + 9/4)
[592531] ['1/5', '1/5', '3/4', '3/5', '9/8'] -> (3/5 / (((1/5 + 1/5) + 3/4) - 9/8))
[592559] ['1/5', '1/5', '3/4', '3/7', '9/4'] -> ((3/4 / ((3/7 - 1/5) - 1/5)) - 9/4)
[592563] ['1/5', '1/5', '3/4', '3/8', '3/8'] -> ((((3/4 / 3/8) - 1/5) / 1/5) / 3/8)
[592575] ['1/5', '1/5', '3/4', '3/8', '6/5'] -> ((1/5 + (6/5 / 3/4)) / (1/5 * 3/8))
[592579] ['1/5', '1/5', '3/4', '3/8', '7/4'] -> ((1/5 + 7/4) / ((3/4 * 3/8) - 1/5))
[592584] ['1/5', '1/5', '3/4', '3/8', '8/3'] -> ((((3/4 / 3/8) - 1/5) / 1/5) * 8/3)
[592585] ['1/5', '1/5', '3/4', '3/8', '8/5'] -> (((1/5 + 8/5) / 1/5) / (3/4 - 3/8))
[592593] ['1/5', '1/5', '3/4', '4/3', '4/3'] -> (3/4 * (((4/3 / 1/5) / 1/5) - 4/3))
[592597] ['1/5', '1/5', '3/4', '4/3', '5/2'] -> (((1/5 + 5/2) / 1/5) / (3/4 / 4/3))
[592600] ['1/5', '1/5', '3/4', '4/3', '5/6'] -> ((4/3 / ((1/5 / 3/4) - 1/5)) / 5/6)
[592602] ['1/5', '1/5', '3/4', '4/3', '5/8'] -> ((3/4 / (1/5 - (1/5 / 4/3))) / 5/8)
[592613] ['1/5', '1/5', '3/4', '4/3', '8/3'] -> ((4/3 / (1/5 - (1/5 * 3/4))) - 8/3)
[592624] ['1/5', '1/5', '3/4', '4/5', '4/9'] -> ((4/5 / 3/4) / ((4/9 - 1/5) - 1/5))
[592627] ['1/5', '1/5', '3/4', '4/5', '5/4'] -> ((((3/4 / 1/5) + 4/5) / 1/5) + 5/4)
[592640] ['1/5', '1/5', '3/4', '4/5', '7/9'] -> ((4/5 / 3/4) / (1/5 - (1/5 * 7/9)))
[592641] ['1/5', '1/5', '3/4', '4/5', '8/3'] -> ((((4/5 / 1/5) / 1/5) / 3/4) - 8/3)
[592643] ['1/5', '1/5', '3/4', '4/5', '8/7'] -> ((3/4 * 4/5) / (1/5 - (1/5 / 8/7)))
[592644] ['1/5', '1/5', '3/4', '4/5', '8/9'] -> ((3/4 * 4/5) / ((1/5 / 8/9) - 1/5))
[592645] ['1/5', '1/5', '3/4', '4/5', '9/2'] -> ((((1/5 / 3/4) + 4/5) / 1/5) * 9/2)
[592646] ['1/5', '1/5', '3/4', '4/5', '9/4'] -> (((3/4 / 1/5) + 9/4) / (1/5 / 4/5))
[592648] ['1/5', '1/5', '3/4', '4/5', '9/7'] -> ((4/5 / 3/4) / (1/5 - (1/5 / 9/7)))
[592649] ['1/5', '1/5', '3/4', '4/5', '9/8'] -> ((3/4 * 4/5) / ((1/5 * 9/8) - 1/5))
[592659] ['1/5', '1/5', '3/4', '4/7', '6/5'] -> (6/5 / (3/4 - ((1/5 + 1/5) / 4/7)))
[592660] ['1/5', '1/5', '3/4', '4/7', '6/7'] -> (6/7 / ((1/5 * 3/4) - (1/5 * 4/7)))
[592670] ['1/5', '1/5', '3/4', '4/7', '8/7'] -> (8/7 / (1/5 - ((1/5 * 4/7) / 3/4)))
[592688] ['1/5', '1/5', '3/4', '4/9', '7/3'] -> ((1/5 + 7/3) / ((3/4 - 1/5) - 4/9))
[592690] ['1/5', '1/5', '3/4', '4/9', '7/5'] -> (((1/5 + 7/5) / 1/5) / (3/4 * 4/9))
[592694] ['1/5', '1/5', '3/4', '4/9', '8/3'] -> (8/3 / (((1/5 / 1/5) - 3/4) * 4/9))
[592695] ['1/5', '1/5', '3/4', '4/9', '8/5'] -> (8/5 / ((1/5 + 1/5) - (3/4 * 4/9)))
[592698] ['1/5', '1/5', '3/4', '4/9', '9/2'] -> (9/2 / (3/4 * ((1/5 / 4/9) - 1/5)))
[592700] ['1/5', '1/5', '3/4', '4/9', '9/5'] -> (((9/5 - 1/5) / 1/5) / (3/4 * 4/9))
[592715] ['1/5', '1/5', '3/4', '5/2', '7/5'] -> ((1/5 + (7/5 / 1/5)) / (3/4 / 5/2))
[592723] ['1/5', '1/5', '3/4', '5/2', '9/2'] -> (((3/4 / 1/5) / 5/2) + (9/2 / 1/5))
[592725] ['1/5', '1/5', '3/4', '5/2', '9/5'] -> (((9/5 / 1/5) / 1/5) / (3/4 * 5/2))
[592743] ['1/5', '1/5', '3/4', '5/3', '8/3'] -> (8/3 / (((1/5 / 3/4) - 1/5) * 5/3))
[592744] ['1/5', '1/5', '3/4', '5/3', '8/5'] -> (8/5 / ((1/5 * 5/3) - (1/5 / 3/4)))
[592753] ['1/5', '1/5', '3/4', '5/4', '5/6'] -> ((((3/4 / 1/5) / 1/5) + 5/4) / 5/6)
[592759] ['1/5', '1/5', '3/4', '5/4', '7/2'] -> ((((5/4 / 1/5) - 3/4) / 1/5) - 7/2)
[592764] ['1/5', '1/5', '3/4', '5/4', '7/8'] -> ((3/4 / 5/4) / (1/5 - (1/5 * 7/8)))
[592766] ['1/5', '1/5', '3/4', '5/4', '8/3'] -> ((((3/4 + 5/4) - 1/5) / 1/5) * 8/3)
[592768] ['1/5', '1/5', '3/4', '5/4', '8/7'] -> ((3/4 / 5/4) / (1/5 - (1/5 / 8/7)))
[592769] ['1/5', '1/5', '3/4', '5/4', '8/9'] -> ((3/4 / 5/4) / ((1/5 / 8/9) - 1/5))
[592771] ['1/5', '1/5', '3/4', '5/4', '9/4'] -> (((3/4 / 1/5) + 9/4) / (1/5 * 5/4))
[592774] ['1/5', '1/5', '3/4', '5/4', '9/8'] -> ((3/4 / 5/4) / ((1/5 * 9/8) - 1/5))
[592788] ['1/5', '1/5', '3/4', '5/6', '8/3'] -> (8/3 / ((5/6 / 3/4) - (1/5 / 1/5)))
[592789] ['1/5', '1/5', '3/4', '5/6', '8/5'] -> (((1/5 + 1/5) + 8/5) / (5/6 - 3/4))
[592794] ['1/5', '1/5', '3/4', '5/6', '9/5'] -> (9/5 / (1/5 - ((1/5 * 3/4) * 5/6)))
[592800] ['1/5', '1/5', '3/4', '5/7', '6/5'] -> (6/5 / ((3/4 / 5/7) - (1/5 / 1/5)))
[592806] ['1/5', '1/5', '3/4', '5/7', '7/6'] -> (((1/5 / (3/4 - 5/7)) / 1/5) / 7/6)
[592814] ['1/5', '1/5', '3/4', '5/7', '9/4'] -> ((((3/4 / 1/5) / 1/5) / 5/7) - 9/4)
[592820] ['1/5', '1/5', '3/4', '5/8', '6/5'] -> ((6/5 / (1/5 + 1/5)) / (3/4 - 5/8))
[592830] ['1/5', '1/5', '3/4', '5/8', '8/5'] -> ((1/5 + 8/5) / ((1/5 + 5/8) - 3/4))
[592833] ['1/5', '1/5', '3/4', '5/8', '9/2'] -> ((9/2 / (1/5 + 1/5)) / (3/4 * 5/8))
[592835] ['1/5', '1/5', '3/4', '5/8', '9/5'] -> (9/5 / ((1/5 * (3/4 + 5/8)) - 1/5))
[592851] ['1/5', '1/5', '3/4', '5/9', '8/9'] -> (8/9 / (((1/5 / 3/4) - 1/5) * 5/9))
[592854] ['1/5', '1/5', '3/4', '5/9', '9/5'] -> (((1/5 + 9/5) / 1/5) / (3/4 * 5/9))
[592862] ['1/5', '1/5', '3/4', '6/5', '7/5'] -> (6/5 / ((3/4 * 7/5) - (1/5 / 1/5)))
[592864] ['1/5', '1/5', '3/4', '6/5', '7/8'] -> ((6/5 / (1/5 + 1/5)) / (7/8 - 3/4))
[592866] ['1/5', '1/5', '3/4', '6/5', '8/3'] -> (((1/5 + (6/5 / 3/4)) / 1/5) * 8/3)
[592870] ['1/5', '1/5', '3/4', '6/5', '9/2'] -> (((6/5 / 1/5) / 1/5) - (9/2 / 3/4))
[592871] ['1/5', '1/5', '3/4', '6/5', '9/4'] -> ((((6/5 / 1/5) - 3/4) / 1/5) - 9/4)
[592879] ['1/5', '1/5', '3/4', '6/7', '7/5'] -> ((6/7 / (1/5 - (1/5 * 3/4))) * 7/5)
[592883] ['1/5', '1/5', '3/4', '6/7', '8/3'] -> (8/3 / (((1/5 / 3/4) / 6/7) - 1/5))
[592888] ['1/5', '1/5', '3/4', '6/7', '9/4'] -> ((3/4 / (1/5 - (1/5 * 6/7))) - 9/4)
[592928] ['1/5', '1/5', '3/4', '7/4', '8/3'] -> ((((1/5 + 7/4) / 1/5) - 3/4) * 8/3)
[592930] ['1/5', '1/5', '3/4', '7/4', '8/7'] -> (8/7 / (1/5 - ((1/5 / 3/4) / 7/4)))
[592938] ['1/5', '1/5', '3/4', '7/5', '7/6'] -> ((7/5 / (1/5 - (1/5 * 3/4))) / 7/6)
[592939] ['1/5', '1/5', '3/4', '7/5', '7/8'] -> ((7/5 / ((1/5 / 3/4) - 1/5)) / 7/8)
[592942] ['1/5', '1/5', '3/4', '7/5', '8/5'] -> (8/5 / (7/5 - ((1/5 / 1/5) / 3/4)))
[592943] ['1/5', '1/5', '3/4', '7/5', '8/7'] -> ((7/5 / ((1/5 / 3/4) - 1/5)) * 8/7)
[592953] ['1/5', '1/5', '3/4', '7/6', '8/3'] -> (8/3 / (((1/5 * 7/6) / 3/4) - 1/5))
[592958] ['1/5', '1/5', '3/4', '7/6', '9/4'] -> ((3/4 / (1/5 - (1/5 / 7/6))) - 9/4)
[592959] ['1/5', '1/5', '3/4', '7/6', '9/5'] -> (((1/5 + 9/5) / 1/5) / (7/6 - 3/4))
[592962] ['1/5', '1/5', '3/4', '7/8', '7/8'] -> ((((3/4 / 1/5) + 7/8) / 1/5) + 7/8)
[592965] ['1/5', '1/5', '3/4', '7/8', '8/5'] -> ((1/5 + 8/5) / ((1/5 + 3/4) - 7/8))
[592974] ['1/5', '1/5', '3/4', '7/9', '8/3'] -> (8/3 / ((1/5 / 3/4) - (1/5 * 7/9)))
[592977] ['1/5', '1/5', '3/4', '7/9', '8/9'] -> (8/9 / ((7/9 / 3/4) - (1/5 / 1/5)))
[592983] ['1/5', '1/5', '3/4', '8/3', '8/3'] -> ((((3/4 * 8/3) - 1/5) / 1/5) * 8/3)
[592989] ['1/5', '1/5', '3/4', '8/3', '9/5'] -> (9/5 / ((1/5 * 3/4) - (1/5 / 8/3)))
[592992] ['1/5', '1/5', '3/4', '8/5', '8/5'] -> (((8/5 / 1/5) - 8/5) / (1/5 / 3/4))
[592995] ['1/5', '1/5', '3/4', '8/5', '9/2'] -> (((8/5 / (1/5 + 1/5)) / 3/4) * 9/2)
[592997] ['1/5', '1/5', '3/4', '8/5', '9/5'] -> ((8/5 / 3/4) / (1/5 - (1/5 / 9/5)))
[592999] ['1/5', '1/5', '3/4', '8/5', '9/8'] -> (((1/5 + 8/5) / 1/5) / (9/8 - 3/4))
[593003] ['1/5', '1/5', '3/4', '8/7', '9/4'] -> ((3/4 / ((1/5 * 8/7) - 1/5)) - 9/4)
[593007] ['1/5', '1/5', '3/4', '8/9', '8/9'] -> (8/9 / (((1/5 * 8/9) / 3/4) - 1/5))
[593013] ['1/5', '1/5', '3/4', '9/2', '9/2'] -> (((9/2 - (1/5 * 9/2)) / 1/5) / 3/4)
[593038] ['1/5', '1/5', '3/5', '3/5', '5/6'] -> ((1/5 + 3/5) / ((5/6 - 1/5) - 3/5))
[593041] ['1/5', '1/5', '3/5', '3/5', '5/9'] -> ((((3/5 / 1/5) / 5/9) - 3/5) / 1/5)
[593047] ['1/5', '1/5', '3/5', '3/5', '7/5'] -> ((3/5 + ((3/5 * 7/5) / 1/5)) / 1/5)
[593051] ['1/5', '1/5', '3/5', '3/5', '8/3'] -> ((((3/5 * 3/5) / 1/5) / 1/5) * 8/3)
[593064] ['1/5', '1/5', '3/5', '3/7', '4/7'] -> (((3/5 + (3/7 / 1/5)) / 1/5) / 4/7)
[593070] ['1/5', '1/5', '3/5', '3/7', '5/7'] -> ((((3/5 / 1/5) + 3/7) / 1/5) / 5/7)
[593077] ['1/5', '1/5', '3/5', '3/7', '7/4'] -> (((3/5 + (3/7 / 1/5)) / 1/5) * 7/4)
[593078] ['1/5', '1/5', '3/5', '3/7', '7/5'] -> ((((3/5 / 1/5) + 3/7) / 1/5) * 7/5)
[593080] ['1/5', '1/5', '3/5', '3/7', '7/8'] -> ((3/5 / ((3/7 - 1/5) - 1/5)) / 7/8)
[593083] ['1/5', '1/5', '3/5', '3/7', '8/5'] -> (8/5 / ((1/5 + (1/5 / 3/7)) - 3/5))
