[333488] ['1/3', '2/9', '3/2', '4/5', '9/8'] -> ((3/2 / (1/3 - (2/9 / 4/5))) / 9/8)
[358960] ['1/3', '3/5', '6/5', '6/7', '7/2'] -> ((((6/5 / 1/3) / 3/5) + 6/7) * 7/2)
[358961] ['1/3', '3/5', '6/5', '6/7', '7/3'] -> ((((6/5 + 6/7) / 1/3) / 3/5) * 7/3)
[358983] ['1/3', '3/5', '6/5', '7/2', '8/3'] -> (((7/2 - (3/5 / 6/5)) / 1/3) * 8/3)
[358987] ['1/3', '3/5', '6/5', '7/2', '9/2'] -> (((6/5 + (7/2 / 1/3)) / 3/5) + 9/2)
[358999] ['1/3', '3/5', '6/5', '7/3', '8/5'] -> (8/5 / (1/3 * ((3/5 * 7/3) - 6/5)))
[359014] ['1/3', '3/5', '6/5', '7/4', '8/7'] -> (8/7 / (1/3 - ((3/5 / 6/5) / 7/4)))
[359026] ['1/3', '3/5', '6/5', '7/5', '8/5'] -> (8/5 / (((3/5 + 6/5) - 1/3) - 7/5))
[359034] ['1/3', '3/5', '6/5', '7/6', '7/6'] -> (((1/3 + 3/5) / (6/5 - 7/6)) / 7/6)
[359042] ['1/3', '3/5', '6/5', '7/6', '9/4'] -> (((3/5 / (6/5 - 7/6)) / 1/3) / 9/4)
[359054] ['1/3', '3/5', '6/5', '7/8', '9/5'] -> (9/5 / ((1/3 + 6/5) - (7/8 / 3/5)))
[359068] ['1/3', '3/5', '6/5', '8/3', '8/5'] -> (8/5 / (((3/5 * 8/3) - 1/3) - 6/5))
[359081] ['1/3', '3/5', '6/5', '8/5', '9/5'] -> (9/5 / (6/5 - ((3/5 / 1/3) / 8/5)))
[359103] ['1/3', '3/5', '6/5', '9/4', '9/5'] -> (9/5 / ((9/4 / 6/5) - (3/5 / 1/3)))
[359113] ['1/3', '3/5', '6/7', '6/7', '7/2'] -> ((((6/7 / 3/5) + 6/7) / 1/3) * 7/2)
[359137] ['1/3', '3/5', '6/7', '7/2', '8/5'] -> ((((6/7 * 7/2) / 1/3) / 3/5) * 8/5)
[359140] ['1/3', '3/5', '6/7', '7/2', '9/2'] -> ((1/3 + ((6/7 * 7/2) / 3/5)) * 9/2)
[359152] ['1/3', '3/5', '6/7', '7/3', '8/5'] -> (8/5 / (((1/3 * 6/7) * 7/3) - 3/5))
[359153] ['1/3', '3/5', '6/7', '7/3', '8/7'] -> (8/7 / (3/5 * (6/7 - (1/3 * 7/3))))
[359161] ['1/3', '3/5', '6/7', '7/4', '7/5'] -> (7/5 / (((3/5 / 1/3) - 7/4) / 6/7))
[359178] ['1/3', '3/5', '6/7', '7/5', '8/3'] -> ((6/7 / ((3/5 / 7/5) - 1/3)) * 8/3)
[359180] ['1/3', '3/5', '6/7', '7/5', '8/7'] -> (8/7 / ((3/5 * 6/7) - (1/3 * 7/5)))
[359191] ['1/3', '3/5', '6/7', '7/6', '8/5'] -> (8/5 / (((6/7 * 7/6) - 1/3) - 3/5))
[359202] ['1/3', '3/5', '6/7', '7/8', '8/5'] -> (8/5 / (((1/3 + 3/5) - 6/7) * 7/8))
[359211] ['1/3', '3/5', '6/7', '7/9', '8/3'] -> (8/3 / ((6/7 * 7/9) - (1/3 / 3/5)))
[359229] ['1/3', '3/5', '6/7', '8/5', '8/5'] -> (8/5 / ((8/5 / 6/7) - (3/5 / 1/3)))
[359235] ['1/3', '3/5', '6/7', '8/5', '9/7'] -> (9/7 / ((1/3 * (6/7 - 3/5)) / 8/5))
[359237] ['1/3', '3/5', '6/7', '8/7', '8/7'] -> (8/7 / ((1/3 + 8/7) - (6/7 / 3/5)))
[359241] ['1/3', '3/5', '6/7', '8/7', '9/5'] -> (((8/7 / (6/7 - 3/5)) / 1/3) * 9/5)
[359251] ['1/3', '3/5', '6/7', '9/2', '9/4'] -> ((((9/2 / 1/3) / 3/5) / 6/7) - 9/4)
[359255] ['1/3', '3/5', '6/7', '9/4', '9/4'] -> (((9/4 / (6/7 - 3/5)) / 1/3) - 9/4)
[359269] ['1/3', '3/5', '7/2', '7/2', '7/6'] -> ((((7/2 / 3/5) + 7/2) / 1/3) / 7/6)
[359270] ['1/3', '3/5', '7/2', '7/2', '7/8'] -> ((((7/2 / 1/3) / 3/5) + 7/2) / 7/8)
[359272] ['1/3', '3/5', '7/2', '7/2', '8/3'] -> ((((7/2 / 3/5) + 7/2) - 1/3) * 8/3)
[359274] ['1/3', '3/5', '7/2', '7/2', '8/7'] -> ((((7/2 / 1/3) / 3/5) + 7/2) * 8/7)
[359277] ['1/3', '3/5', '7/2', '7/2', '9/4'] -> (((7/2 + 7/2) / (3/5 - 1/3)) - 9/4)
[359278] ['1/3', '3/5', '7/2', '7/2', '9/5'] -> (((7/2 + 7/2) / 1/3) + (9/5 / 3/5))
[359287] ['1/3', '3/5', '7/2', '7/3', '8/3'] -> (8/3 / ((7/3 / 7/2) - (1/3 / 3/5)))
[359297] ['1/3', '3/5', '7/2', '7/4', '7/5'] -> (7/5 / (7/2 * (3/5 - (1/3 * 7/4))))
[359302] ['1/3', '3/5', '7/2', '7/4', '8/5'] -> (8/5 / (((1/3 * 7/2) / 7/4) - 3/5))
[359306] ['1/3', '3/5', '7/2', '7/4', '9/4'] -> ((((7/2 + 7/4) / 1/3) / 3/5) - 9/4)
[359312] ['1/3', '3/5', '7/2', '7/5', '7/8'] -> (((3/5 + 7/5) / (1/3 / 7/2)) / 7/8)
[359314] ['1/3', '3/5', '7/2', '7/5', '8/3'] -> ((3/5 / ((7/5 / 7/2) - 1/3)) * 8/3)
[359319] ['1/3', '3/5', '7/2', '7/5', '9/4'] -> ((7/2 / (3/5 - (1/3 * 7/5))) - 9/4)
[359324] ['1/3', '3/5', '7/2', '7/6', '7/8'] -> ((((7/2 / 3/5) + 7/6) / 1/3) / 7/8)
[359325] ['1/3', '3/5', '7/2', '7/6', '7/9'] -> ((((7/2 / 1/3) / 3/5) + 7/6) / 7/9)
[359328] ['1/3', '3/5', '7/2', '7/6', '8/7'] -> ((((7/2 / 3/5) + 7/6) / 1/3) * 8/7)
[359330] ['1/3', '3/5', '7/2', '7/6', '9/2'] -> ((1/3 + ((7/2 / 3/5) / 7/6)) * 9/2)
[359333] ['1/3', '3/5', '7/2', '7/6', '9/7'] -> ((((7/2 / 1/3) / 3/5) + 7/6) * 9/7)
[359338] ['1/3', '3/5', '7/2', '7/8', '8/5'] -> (((7/2 / (3/5 - 1/3)) / 7/8) * 8/5)
[359350] ['1/3', '3/5', '7/2', '7/9', '8/9'] -> (8/9 / (((7/9 / 3/5) / 7/2) - 1/3))
[359352] ['1/3', '3/5', '7/2', '7/9', '9/4'] -> ((7/2 / ((3/5 * 7/9) - 1/3)) - 9/4)
[359365] ['1/3', '3/5', '7/2', '8/5', '8/5'] -> ((((7/2 * 8/5) - 3/5) / 1/3) * 8/5)
[359368] ['1/3', '3/5', '7/2', '8/5', '9/2'] -> (((1/3 + (7/2 * 8/5)) - 3/5) * 9/2)
[359391] ['1/3', '3/5', '7/2', '9/4', '9/4'] -> (((7/2 + (9/4 / 3/5)) / 1/3) + 9/4)
[359406] ['1/3', '3/5', '7/3', '7/3', '7/9'] -> ((((7/3 / 3/5) + 7/3) / 1/3) / 7/9)
[359414] ['1/3', '3/5', '7/3', '7/3', '9/7'] -> ((((7/3 / 3/5) + 7/3) / 1/3) * 9/7)
[359422] ['1/3', '3/5', '7/3', '7/4', '8/5'] -> (8/5 / ((3/5 / 7/3) - (1/3 / 7/4)))
[359433] ['1/3', '3/5', '7/3', '7/5', '7/9'] -> ((((7/3 + 7/5) / 1/3) / 3/5) / 7/9)
[359435] ['1/3', '3/5', '7/3', '7/5', '8/5'] -> (8/5 / (((7/5 - 3/5) / 1/3) - 7/3))
[359438] ['1/3', '3/5', '7/3', '7/5', '9/2'] -> (((1/3 + 7/3) * (3/5 + 7/5)) * 9/2)
[359440] ['1/3', '3/5', '7/3', '7/5', '9/5'] -> (9/5 / (3/5 - (7/5 / (1/3 + 7/3))))
[359441] ['1/3', '3/5', '7/3', '7/5', '9/7'] -> ((((7/3 + 7/5) / 1/3) / 3/5) * 9/7)
[359447] ['1/3', '3/5', '7/3', '7/6', '8/5'] -> (8/5 / (((1/3 * 7/3) / 7/6) - 3/5))
[359458] ['1/3', '3/5', '7/3', '7/8', '8/5'] -> (8/5 / ((1/3 - (3/5 / 7/3)) * 7/8))
[359471] ['1/3', '3/5', '7/3', '7/9', '9/2'] -> ((1/3 + ((7/3 / 3/5) / 7/9)) * 9/2)
[359486] ['1/3', '3/5', '7/3', '8/5', '8/7'] -> ((8/5 / (1/3 - (3/5 / 7/3))) * 8/7)
[359491] ['1/3', '3/5', '7/3', '8/5', '9/7'] -> ((((7/3 * 8/5) / 1/3) / 3/5) * 9/7)
[359497] ['1/3', '3/5', '7/3', '8/7', '9/5'] -> ((((7/3 * 8/7) / 1/3) / 3/5) * 9/5)
[359501] ['1/3', '3/5', '7/3', '8/9', '9/2'] -> ((((1/3 + 7/3) / 3/5) + 8/9) * 9/2)
[359511] ['1/3', '3/5', '7/3', '9/4', '9/4'] -> ((((7/3 * 9/4) / 1/3) / 3/5) - 9/4)
[359515] ['1/3', '3/5', '7/3', '9/5', '9/5'] -> (9/5 / ((9/5 / (1/3 + 7/3)) - 3/5))
[359536] ['1/3', '3/5', '7/4', '7/5', '7/6'] -> ((7/5 / ((3/5 / 1/3) - 7/4)) / 7/6)
[359540] ['1/3', '3/5', '7/4', '7/5', '8/5'] -> (8/5 / (1/3 * ((7/5 / 7/4) - 3/5)))
[359551] ['1/3', '3/5', '7/4', '7/6', '8/3'] -> (8/3 / ((7/6 / 7/4) - (1/3 / 3/5)))
[359552] ['1/3', '3/5', '7/4', '7/6', '8/5'] -> (8/5 / (((3/5 * 7/6) / 7/4) - 1/3))
[359563] ['1/3', '3/5', '7/4', '7/8', '8/5'] -> (8/5 / (((1/3 * 7/4) / 7/8) - 3/5))
[359572] ['1/3', '3/5', '7/4', '7/9', '8/3'] -> (8/3 / ((1/3 / 3/5) - (7/9 / 7/4)))
[359594] ['1/3', '3/5', '7/4', '8/5', '9/4'] -> ((7/4 / (3/5 - (1/3 * 8/5))) - 9/4)
[359613] ['1/3', '3/5', '7/4', '9/2', '9/5'] -> (9/5 / ((3/5 - (1/3 * 7/4)) * 9/2))
[359616] ['1/3', '3/5', '7/4', '9/4', '9/4'] -> ((7/4 / (1/3 - (3/5 / 9/4))) - 9/4)
[359620] ['1/3', '3/5', '7/4', '9/5', '9/5'] -> (9/5 / ((7/4 / (1/3 + 3/5)) - 9/5))
[359621] ['1/3', '3/5', '7/4', '9/5', '9/7'] -> (9/7 / ((9/5 - 7/4) / (1/3 + 3/5)))
[359630] ['1/3', '3/5', '7/5', '7/5', '8/3'] -> ((3/5 + ((7/5 + 7/5) / 1/3)) * 8/3)
[359636] ['1/3', '3/5', '7/5', '7/5', '9/5'] -> ((7/5 + 9/5) / (3/5 - (1/3 * 7/5)))
[359642] ['1/3', '3/5', '7/5', '7/6', '8/3'] -> (8/3 / (((3/5 / 7/5) - 1/3) * 7/6))
[359644] ['1/3', '3/5', '7/5', '7/6', '8/7'] -> (8/7 / ((3/5 / 7/6) - (1/3 * 7/5)))
[359654] ['1/3', '3/5', '7/5', '7/8', '8/5'] -> (8/5 / (3/5 - ((1/3 * 7/5) / 7/8)))
[359655] ['1/3', '3/5', '7/5', '7/8', '8/7'] -> (8/7 / ((3/5 / 7/5) - (1/3 / 7/8)))
[359659] ['1/3', '3/5', '7/5', '7/8', '9/5'] -> ((1/3 / ((7/8 / 7/5) - 3/5)) * 9/5)
[359679] ['1/3', '3/5', '7/5', '8/3', '9/7'] -> (9/7 / (((1/3 * 3/5) / 7/5) / 8/3))
[359682] ['1/3', '3/5', '7/5', '8/5', '8/7'] -> ((7/5 / (3/5 - (1/3 * 8/5))) * 8/7)
[359684] ['1/3', '3/5', '7/5', '8/5', '9/2'] -> ((1/3 + ((7/5 + 8/5) / 3/5)) * 9/2)
[359689] ['1/3', '3/5', '7/5', '8/7', '8/7'] -> (8/7 / ((3/5 / 7/5) - (1/3 * 8/7)))
[359697] ['1/3', '3/5', '7/5', '8/9', '9/2'] -> ((((3/5 + 7/5) * 8/9) / 1/3) * 9/2)
[359699] ['1/3', '3/5', '7/5', '8/9', '9/5'] -> (9/5 / (3/5 - ((1/3 * 7/5) / 8/9)))
[359700] ['1/3', '3/5', '7/5', '8/9', '9/7'] -> (9/7 / ((3/5 / 7/5) - (1/3 / 8/9)))
[359737] ['1/3', '3/5', '7/6', '7/8', '9/5'] -> (9/5 / (7/8 - ((1/3 + 3/5) / 7/6)))
[359741] ['1/3', '3/5', '7/6', '7/9', '8/3'] -> (8/3 / ((7/9 / 7/6) - (1/3 / 3/5)))
[359742] ['1/3', '3/5', '7/6', '7/9', '8/5'] -> (8/5 / (((3/5 * 7/9) / 7/6) - 1/3))
[359751] ['1/3', '3/5', '7/6', '8/3', '8/5'] -> (8/5 / ((3/5 / (8/3 - 7/6)) - 1/3))
[359754] ['1/3', '3/5', '7/6', '8/3', '9/2'] -> (((8/3 / (7/6 - 1/3)) / 3/5) * 9/2)
[359759] ['1/3', '3/5', '7/6', '8/5', '8/5'] -> (8/5 / ((7/6 * 8/5) - (3/5 / 1/3)))
[359776] ['1/3', '3/5', '7/6', '8/9', '9/4'] -> ((7/6 / ((1/3 + 3/5) - 8/9)) - 9/4)
[359781] ['1/3', '3/5', '7/6', '9/2', '9/4'] -> ((((7/6 * 9/2) / 1/3) / 3/5) - 9/4)
[359782] ['1/3', '3/5', '7/6', '9/2', '9/5'] -> ((((7/6 / 1/3) + 9/2) / 3/5) * 9/5)
[359811] ['1/3', '3/5', '7/8', '7/9', '9/2'] -> (9/2 / ((7/8 / (1/3 + 7/9)) - 3/5))
[359817] ['1/3', '3/5', '7/8', '8/3', '8/5'] -> (8/5 / ((1/3 * 7/8) - (3/5 / 8/3)))
[359822] ['1/3', '3/5', '7/8', '8/3', '9/5'] -> ((3/5 / ((1/3 * 8/3) - 7/8)) / 9/5)
[359825] ['1/3', '3/5', '7/8', '8/5', '8/5'] -> (8/5 / ((7/8 - (1/3 / 8/5)) - 3/5))
[359826] ['1/3', '3/5', '7/8', '8/5', '8/7'] -> ((7/8 / ((3/5 / 8/5) - 1/3)) * 8/7)
[359838] ['1/3', '3/5', '7/8', '8/7', '9/7'] -> (9/7 / ((1/3 * 3/5) * (8/7 - 7/8)))
[359850] ['1/3', '3/5', '7/8', '9/2', '9/8'] -> (((7/8 + (9/2 / 3/5)) / 1/3) - 9/8)
[359856] ['1/3', '3/5', '7/8', '9/5', '9/7'] -> ((9/5 / ((1/3 + 3/5) - 7/8)) / 9/7)
[359862] ['1/3', '3/5', '7/9', '7/9', '8/3'] -> (8/3 / (7/9 - (3/5 * (1/3 + 7/9))))
[359880] ['1/3', '3/5', '7/9', '8/5', '8/5'] -> (8/5 / ((1/3 * 8/5) - (3/5 * 7/9)))
[359882] ['1/3', '3/5', '7/9', '8/5', '8/9'] -> (((8/5 / (7/9 - 3/5)) / 1/3) * 8/9)
[359883] ['1/3', '3/5', '7/9', '8/5', '9/2'] -> ((((7/9 + 8/5) - 3/5) / 1/3) * 9/2)
[359887] ['1/3', '3/5', '7/9', '8/5', '9/8'] -> (((8/5 / (7/9 - 3/5)) / 1/3) / 9/8)
[359892] ['1/3', '3/5', '7/9', '8/7', '9/5'] -> (9/5 / (((3/5 * 7/9) / 8/7) - 1/3))
[359901] ['1/3', '3/5', '7/9', '9/2', '9/2'] -> (((7/9 / (1/3 + 3/5)) + 9/2) * 9/2)
[359902] ['1/3', '3/5', '7/9', '9/2', '9/4'] -> ((9/2 / (3/5 - (1/3 / 7/9))) - 9/4)
[359910] ['1/3', '3/5', '7/9', '9/5', '9/5'] -> (9/5 / ((1/3 / (7/9 - 3/5)) - 9/5))
[359919] ['1/3', '3/5', '8/3', '8/3', '8/9'] -> ((((8/3 / 3/5) + 8/3) / 1/3) / 8/9)
[359922] ['1/3', '3/5', '8/3', '8/3', '9/5'] -> ((((1/3 + 8/3) * 8/3) / 3/5) * 9/5)
[359924] ['1/3', '3/5', '8/3', '8/3', '9/8'] -> ((((8/3 / 3/5) + 8/3) / 1/3) * 9/8)
[359925] ['1/3', '3/5', '8/3', '8/5', '8/5'] -> (8/5 / (3/5 - (8/5 / (1/3 + 8/3))))
[359930] ['1/3', '3/5', '8/3', '8/5', '9/5'] -> ((8/3 / ((3/5 / 1/3) - 8/5)) * 9/5)
[359942] ['1/3', '3/5', '8/3', '8/9', '9/4'] -> ((((8/3 / 3/5) - 8/9) / 1/3) * 9/4)
[359948] ['1/3', '3/5', '8/3', '9/2', '9/5'] -> ((8/3 / (1/3 - (3/5 / 9/2))) * 9/5)
[359964] ['1/3', '3/5', '8/5', '8/5', '9/2'] -> ((((8/5 / 1/3) - 8/5) / 3/5) * 9/2)
[359965] ['1/3', '3/5', '8/5', '8/5', '9/4'] -> ((((8/5 / 1/3) + 8/5) / 3/5) * 9/4)
[359967] ['1/3', '3/5', '8/5', '8/5', '9/7'] -> ((8/5 + 8/5) / ((3/5 / 9/7) - 1/3))
[359978] ['1/3', '3/5', '8/5', '8/9', '9/4'] -> ((((8/5 / 3/5) + 8/9) / 1/3) * 9/4)
[359979] ['1/3', '3/5', '8/5', '8/9', '9/5'] -> ((8/9 / (3/5 - (1/3 * 8/5))) * 9/5)
[359981] ['1/3', '3/5', '8/5', '8/9', '9/8'] -> (9/8 / (((3/5 / 8/5) - 1/3) / 8/9))
[359982] ['1/3', '3/5', '8/5', '9/2', '9/2'] -> ((9/2 / ((3/5 / 8/5) - 1/3)) / 9/2)
[359991] ['1/3', '3/5', '8/5', '9/5', '9/5'] -> ((9/5 / ((3/5 / 8/5) - 1/3)) / 9/5)
[359993] ['1/3', '3/5', '8/5', '9/5', '9/8'] -> ((9/5 / (3/5 - (1/3 * 8/5))) / 9/8)
[359996] ['1/3', '3/5', '8/5', '9/8', '9/8'] -> ((9/8 / ((3/5 / 8/5) - 1/3)) / 9/8)
[359999] ['1/3', '3/5', '8/7', '8/7', '9/2'] -> (((8/7 / 1/3) + (8/7 / 3/5)) * 9/2)
[360025] ['1/3', '3/5', '8/9', '8/9', '8/9'] -> (8/9 / (((8/9 - 1/3) / 3/5) - 8/9))
[360026] ['1/3', '3/5', '8/9', '8/9', '9/2'] -> ((((8/9 / 1/3) / 3/5) + 8/9) * 9/2)
[360050] ['1/3', '3/5', '9/2', '9/2', '9/8'] -> ((((9/2 / 1/3) / 3/5) + 9/2) / 9/8)
[360051] ['1/3', '3/5', '9/2', '9/4', '9/4'] -> ((((9/2 / 1/3) + 9/4) / 3/5) - 9/4)
[360057] ['1/3', '3/5', '9/2', '9/5', '9/8'] -> ((9/2 * (3/5 + (9/5 / 1/3))) / 9/8)
[360067] ['1/3', '3/5', '9/4', '9/5', '9/8'] -> ((9/5 / (1/3 - (3/5 / 9/4))) / 9/8)
[360089] ['1/3', '3/7', '3/7', '3/7', '5/4'] -> ((3/7 + 3/7) / ((3/7 / 1/3) - 5/4))
[360092] ['1/3', '3/7', '3/7', '3/7', '5/8'] -> (3/7 / (3/7 - (3/7 * (1/3 + 5/8))))
[360111] ['1/3', '3/7', '3/7', '3/7', '9/8'] -> ((3/7 / ((3/7 * 9/8) - 3/7)) / 1/3)
[360112] ['1/3', '3/7', '3/7', '3/8', '3/8'] -> (3/7 / ((3/7 / 3/8) - (3/8 / 1/3)))
[360113] ['1/3', '3/7', '3/7', '3/8', '4/3'] -> ((3/7 / 3/8) / (4/3 - (3/7 / 1/3)))
[360117] ['1/3', '3/7', '3/7', '3/8', '5/2'] -> (5/2 / ((3/8 / (3/7 + 3/7)) - 1/3))
[360121] ['1/3', '3/7', '3/7', '3/8', '5/7'] -> ((3/7 / 3/8) / ((1/3 + 3/7) - 5/7))
[360126] ['1/3', '3/7', '3/7', '3/8', '7/2'] -> ((((3/7 + 3/7) / 1/3) / 3/8) * 7/2)
[360127] ['1/3', '3/7', '3/7', '3/8', '7/3'] -> (7/3 / ((3/8 / 3/7) - (1/3 / 3/7)))
[360130] ['1/3', '3/7', '3/7', '3/8', '7/6'] -> (((3/7 + 3/7) / (3/8 - 1/3)) * 7/6)
[360131] ['1/3', '3/7', '3/7', '3/8', '7/8'] -> ((3/7 / 3/8) / (3/7 - (1/3 / 7/8)))
[360136] ['1/3', '3/7', '3/7', '3/8', '8/9'] -> ((3/7 / 3/8) / ((3/7 * 8/9) - 1/3))
[360137] ['1/3', '3/7', '3/7', '3/8', '9/2'] -> (9/2 / ((3/7 / (1/3 + 3/7)) - 3/8))
[360141] ['1/3', '3/7', '3/7', '3/8', '9/8'] -> ((3/7 / 3/8) / ((3/7 / 9/8) - 1/3))
[360145] ['1/3', '3/7', '3/7', '4/3', '4/9'] -> (4/3 / (4/9 - (1/3 / (3/7 + 3/7))))
[360153] ['1/3', '3/7', '3/7', '4/3', '6/5'] -> ((3/7 * 4/3) / ((3/7 / 6/5) - 1/3))
[360154] ['1/3', '3/7', '3/7', '4/3', '6/7'] -> ((6/7 / 1/3) / (3/7 - (3/7 / 4/3)))
[360159] ['1/3', '3/7', '3/7', '4/3', '7/6'] -> ((4/3 / 1/3) / (7/6 - (3/7 / 3/7)))
[360164] ['1/3', '3/7', '3/7', '4/3', '8/7'] -> ((8/7 / 1/3) / ((3/7 * 4/3) - 3/7))
[360165] ['1/3', '3/7', '3/7', '4/3', '8/9'] -> ((3/7 * 8/9) / ((1/3 * 4/3) - 3/7))
[360169] ['1/3', '3/7', '3/7', '4/3', '9/7'] -> ((3/7 + 9/7) / ((3/7 - 1/3) / 4/3))
[360170] ['1/3', '3/7', '3/7', '4/3', '9/8'] -> ((3/7 / ((1/3 * 4/3) - 3/7)) / 9/8)
[360182] ['1/3', '3/7', '3/7', '4/5', '6/7'] -> ((6/7 / 1/3) / ((3/7 / 4/5) - 3/7))
[360186] ['1/3', '3/7', '3/7', '4/5', '7/5'] -> ((3/7 + 7/5) / ((3/7 - 1/3) * 4/5))
[360191] ['1/3', '3/7', '3/7', '4/5', '8/5'] -> ((8/5 / 1/3) / ((3/7 / 3/7) - 4/5))
[360205] ['1/3', '3/7', '3/7', '4/7', '5/7'] -> (((3/7 + 5/7) / 1/3) / (4/7 - 3/7))
[360208] ['1/3', '3/7', '3/7', '4/7', '6/5'] -> ((4/7 / 1/3) / (3/7 - (3/7 / 6/5)))
[360209] ['1/3', '3/7', '3/7', '4/7', '6/7'] -> ((4/7 / 1/3) / ((3/7 / 6/7) - 3/7))
[360215] ['1/3', '3/7', '3/7', '4/7', '7/8'] -> ((3/7 + 4/7) / ((3/7 * 7/8) - 1/3))
[360221] ['1/3', '3/7', '3/7', '4/7', '9/2'] -> (((1/3 + 3/7) * 9/2) / (4/7 - 3/7))
[360235] ['1/3', '3/7', '3/7', '4/9', '6/7'] -> (((1/3 / (4/9 - 3/7)) - 3/7) / 6/7)
[360240] ['1/3', '3/7', '3/7', '4/9', '7/6'] -> (((1/3 / (4/9 - 3/7)) - 3/7) * 7/6)
[360261] ['1/3', '3/7', '3/7', '5/2', '7/2'] -> ((((3/7 + 5/2) / 1/3) / 3/7) + 7/2)
[360269] ['1/3', '3/7', '3/7', '5/2', '8/5'] -> (8/5 / (((3/7 / 3/7) / 5/2) - 1/3))
[360274] ['1/3', '3/7', '3/7', '5/2', '9/5'] -> (((5/2 / 1/3) / 3/7) * (9/5 - 3/7))
[360288] ['1/3', '3/7', '3/7', '5/3', '7/5'] -> ((3/7 + 7/5) / (1/3 - (3/7 / 5/3)))
[360292] ['1/3', '3/7', '3/7', '5/3', '8/3'] -> (8/3 / (((1/3 + 3/7) / 3/7) - 5/3))
[360297] ['1/3', '3/7', '3/7', '5/3', '9/4'] -> ((((5/3 / 1/3) - 3/7) / 3/7) * 9/4)
[360311] ['1/3', '3/7', '3/7', '5/4', '7/5'] -> ((3/7 + 7/5) / ((3/7 - 1/3) / 5/4))
[360326] ['1/3', '3/7', '3/7', '5/6', '5/8'] -> ((3/7 / (3/7 - (1/3 / 5/6))) / 5/8)
[360338] ['1/3', '3/7', '3/7', '5/6', '8/5'] -> ((3/7 * 8/5) / (3/7 - (1/3 / 5/6)))
[360344] ['1/3', '3/7', '3/7', '5/6', '9/7'] -> ((3/7 + 9/7) / ((5/6 - 1/3) - 3/7))
[360346] ['1/3', '3/7', '3/7', '5/7', '5/7'] -> ((3/7 + 5/7) / ((1/3 + 3/7) - 5/7))
[360356] ['1/3', '3/7', '3/7', '5/7', '7/8'] -> ((3/7 + 5/7) / (3/7 - (1/3 / 7/8)))
[360358] ['1/3', '3/7', '3/7', '5/7', '8/3'] -> ((3/7 * 8/3) / ((1/3 + 3/7) - 5/7))
[360361] ['1/3', '3/7', '3/7', '5/7', '8/9'] -> ((3/7 + 5/7) / ((3/7 * 8/9) - 1/3))
[360366] ['1/3', '3/7', '3/7', '5/7', '9/8'] -> ((3/7 + 5/7) / ((3/7 / 9/8) - 1/3))
[360391] ['1/3', '3/7', '3/7', '5/9', '7/3'] -> (((7/3 - 3/7) / 1/3) / (3/7 * 5/9))
[360397] ['1/3', '3/7', '3/7', '5/9', '8/3'] -> (8/3 / (((3/7 / 3/7) - 1/3) - 5/9))
[360404] ['1/3', '3/7', '3/7', '5/9', '9/7'] -> (9/7 / ((3/7 / (1/3 + 5/9)) - 3/7))
[360425] ['1/3', '3/7', '3/7', '6/7', '7/2'] -> (((7/2 / 1/3) / 3/7) - (3/7 / 6/7))
[360427] ['1/3', '3/7', '3/7', '6/7', '7/4'] -> (6/7 / ((7/4 - (3/7 / 1/3)) - 3/7))
[360430] ['1/3', '3/7', '3/7', '6/7', '7/8'] -> (((6/7 / (3/7 - 1/3)) / 3/7) / 7/8)
[360432] ['1/3', '3/7', '3/7', '6/7', '8/3'] -> ((((3/7 + 6/7) / 1/3) / 3/7) * 8/3)
[360435] ['1/3', '3/7', '3/7', '6/7', '8/9'] -> ((3/7 + 6/7) / (3/7 - (1/3 / 8/9)))
[360440] ['1/3', '3/7', '3/7', '6/7', '9/8'] -> ((3/7 + 6/7) / (3/7 - (1/3 * 9/8)))
[360441] ['1/3', '3/7', '3/7', '7/2', '7/2'] -> ((((3/7 + 7/2) / 1/3) / 3/7) - 7/2)
[360445] ['1/3', '3/7', '3/7', '7/2', '7/6'] -> (((7/2 / 1/3) / 3/7) - (3/7 * 7/6))
[360448] ['1/3', '3/7', '3/7', '7/2', '8/3'] -> ((((3/7 + 3/7) * 7/2) / 1/3) * 8/3)
[360450] ['1/3', '3/7', '3/7', '7/2', '8/7'] -> (8/7 / (1/3 - ((3/7 / 3/7) / 7/2)))
[360460] ['1/3', '3/7', '3/7', '7/3', '7/6'] -> ((7/3 / (3/7 - 1/3)) - (3/7 * 7/6))
[360465] ['1/3', '3/7', '3/7', '7/3', '8/7'] -> ((3/7 * 7/3) / ((3/7 / 8/7) - 1/3))
[360467] ['1/3', '3/7', '3/7', '7/3', '9/2'] -> ((((3/7 / 1/3) / 3/7) + 7/3) * 9/2)
[360469] ['1/3', '3/7', '3/7', '7/3', '9/5'] -> ((((7/3 - 3/7) / 1/3) / 3/7) * 9/5)
[360470] ['1/3', '3/7', '3/7', '7/3', '9/7'] -> ((3/7 + (9/7 / 3/7)) / (1/3 / 7/3))
[360491] ['1/3', '3/7', '3/7', '7/5', '8/5'] -> (8/5 / ((7/5 - (3/7 / 3/7)) - 1/3))
[360504] ['1/3', '3/7', '3/7', '7/6', '8/7'] -> ((8/7 / (3/7 - 1/3)) / (3/7 * 7/6))
[360512] ['1/3', '3/7', '3/7', '7/8', '7/9'] -> ((1/3 / ((7/8 - 3/7) - 3/7)) / 7/9)
